"Polling Station",,"Total No of Electors",,,,"Voters Turnout",,,,,,"Candidate ID and Name",,,,,,,,,,,,,,,
"Part No","Part Name",Male,Female,Other,"Total No. of electors",Male,Female,Other,Total,"No of voters identifying using EPIC","Tendered Voter","1 - GIRISH CHANDRA","2 - YASHWANT SINGH","3 - YASHVIR SINGH","4 - OMPRAKASH RAVI","5 - TEJ SINGH","6 - BHAGWAN DASS RATHOR","7 - MANJU DEVI","8 - VINOD KUMAR","9 - SHARISHTHA KUMAR SINGH","10 - SHEESHRAM SINGH RAVI","11 - SARIKA","12 - ASARPAT SINGH","13 - SHAMSHER","14 - SUNIL","15 - None of the Above","Total Votes Secured"
170,P.V.BAMNAULI,351,325,0,676,240,257,0,497,482,0,15,342,114,1,1,3,1,1,0,14,1,1,1,2,0,497
171,"P.V.HARRA AHAMADPUR JALAL",555,462,0,1017,369,350,0,719,678,0,401,198,102,2,0,3,2,2,0,2,0,0,1,1,5,719
172,"P.V.WAJIRPUR HARWANS",447,424,0,871,326,302,0,628,628,0,122,288,196,1,0,0,2,0,1,1,0,1,5,6,5,628
173,"K.PURV MA.VI.AMKHERA SHANJARPUR",795,722,0,1517,408,464,0,872,872,0,70,291,384,7,2,1,0,1,2,96,1,1,3,4,9,872
174,"K.PURV MA.VI.AMKHERA SHANJARPUR",749,661,0,1410,491,466,0,957,947,0,321,453,151,4,0,1,0,0,0,6,1,4,4,7,5,957
175,P.V.SADULLAKHANPUR,686,567,0,1253,437,374,0,811,793,0,253,340,197,4,0,3,1,0,0,5,0,0,2,1,5,811
176,"PRVE MA.VI.VAJIDPUR VEERU",567,456,0,1023,321,298,0,619,580,0,198,26,381,3,0,0,0,0,0,4,0,2,0,2,3,619
177,P.V.MOHDPUR.VEERU,318,266,0,584,179,186,0,365,355,0,70,102,169,4,0,1,0,0,0,2,0,1,3,8,5,365
178,"P.V.MOHD.ALIPUR BHIKKAN",876,688,0,1564,471,455,0,926,925,0,593,23,280,3,0,0,0,0,0,6,5,3,3,0,10,926
179,"PANCHYAT GHAR MOJAMPUR SURAJ",400,334,0,734,313,248,0,561,561,0,217,306,27,1,0,0,0,1,1,0,1,0,1,4,2,561
180,"P.V.SARKTHAL MADHO",388,328,0,716,248,230,0,478,477,0,91,249,123,0,1,0,0,0,2,0,1,3,3,2,3,478
181,"P.V.NIDRU KHAS PRATHAM R.NO.1",720,563,0,1283,280,258,0,538,535,0,130,28,353,3,1,0,0,1,1,1,5,1,6,2,6,538
182,"P.V.NIDRU KHAS PRATHAM R.NO.2",833,763,0,1596,488,522,0,1010,988,0,298,26,624,4,0,3,0,0,0,15,1,8,9,8,14,1010
183,"P.V.NIDRU KHAS SECOND R.NO.1",877,742,0,1619,506,477,0,983,983,0,314,7,594,6,0,2,1,2,1,19,18,1,7,3,8,983
184,"P.V.NIDRU KHAS SECOND R.NO.2",524,474,0,998,263,260,0,523,523,0,182,5,313,3,0,0,0,0,0,8,7,0,3,0,2,523
185,"P.V.NIDRU KHAS SECOND R.NO.3",441,389,0,830,285,234,0,519,514,0,214,9,277,0,0,0,0,0,0,11,1,0,3,0,4,519
186,P.V.SALAWA,566,495,0,1061,381,357,0,738,738,0,365,246,107,1,0,2,0,0,0,0,0,3,7,4,3,738
187,P.V.KHUZISTANAGAR,351,313,0,664,294,273,0,567,567,0,225,297,23,2,0,0,0,0,1,8,1,0,0,6,4,567
188,"P.V.SLEMSRAI SARAI",706,616,0,1322,467,433,0,900,899,0,309,448,93,0,2,28,3,1,2,1,1,4,4,0,4,900
189,"P.V.NURLLAPUR CHEEMA",297,308,0,605,223,241,0,464,464,0,185,221,53,0,0,0,0,0,0,1,0,0,0,2,2,464
190,"BA.L.DA.I.C. CHAKRAJMAL R.NO.1",645,573,0,1218,389,373,0,762,762,0,162,460,115,2,3,2,1,1,0,15,0,0,0,0,1,762
191,"BA.L.DA.I.C. CHAKRAJMAL R.NO.2",710,643,0,1353,458,401,0,859,837,0,212,543,74,2,6,5,1,1,3,0,2,1,1,2,6,859
192,"RA.KA.U.MA.VI.CHAKRAJMAL R.NO.1",494,439,0,933,315,305,0,620,614,0,220,220,160,2,1,4,1,0,0,3,0,1,0,0,8,620
193,"RA.KA.U.MA.VI.CHAKRAJMAL R.NO.2",395,347,0,742,198,216,0,414,409,0,177,16,212,2,0,0,0,0,0,0,0,0,4,0,3,414
194,"RA.KA.U.MA.VI. CHAKRAJMAL R.NO.3",586,536,0,1122,383,340,0,723,721,0,139,498,62,1,4,2,1,0,0,0,3,1,3,4,5,723
195,"P.V.NASIRPUR BANWARI",714,597,0,1311,516,460,0,976,976,0,203,716,39,1,3,1,3,1,0,1,1,1,0,4,2,976
196,"P.V.AJITPUR DASI",434,393,0,827,297,288,0,585,585,0,206,251,108,0,0,1,0,0,0,0,0,1,2,9,7,585
197,"P.V.BAKSHANPUR R.NO1",575,494,0,1069,391,326,0,717,706,0,69,511,79,2,0,36,2,1,0,1,0,1,3,6,6,717
198,"P.V.BAKSHANPUR R.NO2",758,659,0,1417,454,421,0,875,858,0,322,421,107,3,0,1,1,3,0,5,1,1,6,1,3,875
199,"PURV MA.VI.MANPUR SHIVPURI",573,553,0,1126,357,380,0,737,737,0,225,393,108,2,0,3,0,0,1,0,0,0,2,2,1,737
200,P.V.JAGUPURA,229,215,0,444,168,162,0,330,320,0,199,120,2,0,0,0,0,0,0,1,0,3,1,1,3,330
201,"PURV MA.VI.SALARABAD",594,533,0,1127,396,382,0,778,771,0,358,316,85,0,1,1,0,1,0,1,0,1,2,3,9,778
202,"P.V.THATHJAT R.NO.1",625,559,0,1184,374,378,0,752,741,0,264,267,163,4,2,13,1,1,1,4,1,1,5,2,23,752
203,"P.V.THATHJAT R.NO.2",278,242,0,520,173,178,0,351,341,0,306,7,22,0,0,2,0,0,1,1,0,1,1,1,9,351
204,"P.V.SHEKHPUR THATH",324,280,0,604,237,204,0,441,441,0,121,262,52,1,0,0,0,0,0,0,0,1,1,1,2,441
205,"P.V.BUAPUR NATHU R.NO.1",502,404,0,906,260,273,0,533,523,0,216,116,137,2,0,25,0,0,0,19,1,2,3,4,8,533
206,"P.V.BUAPUR NATHU R.NO.2",457,411,0,868,330,295,0,625,622,0,296,312,8,1,0,3,1,0,0,0,0,0,1,1,2,625
207,P.V.HARIYANA,281,252,0,533,194,202,0,396,391,0,155,220,19,0,0,0,1,0,0,0,0,0,0,1,0,396
208,"P.V.SHERPUR KALIYA",198,177,0,375,178,148,0,326,326,0,10,285,26,0,0,1,0,0,0,0,0,0,0,2,2,326
209,P.V.KESHOPUR,801,700,0,1501,536,503,0,1039,1036,0,412,297,144,0,3,144,2,2,3,2,7,7,4,6,6,1039
210,"P.V.JAMALPUR MAHIPAT",282,237,0,519,190,174,0,364,359,0,116,160,77,1,1,2,1,0,0,0,1,0,3,0,2,364
211,"P.V.RAMPUR DULLI",549,414,0,963,389,317,0,706,699,0,278,280,39,4,1,0,0,1,0,93,1,2,0,2,5,706
212,"P.V.HASANPUR PALKI",388,354,0,742,273,271,0,544,542,0,280,207,42,0,1,0,0,0,0,8,0,0,0,3,3,544
213,"P.V.SARKTHAL SANI R.NO.1",615,522,0,1137,347,355,0,702,695,0,283,296,94,3,2,2,0,2,1,13,0,2,0,2,2,702
214,"P.V.SARKTHAL SANI R.NO.2",487,451,0,938,326,301,0,627,627,0,16,521,62,1,2,2,0,0,0,5,3,1,3,4,7,627
215,"P.V.CHAK MOHD. NAGAR",817,705,0,1522,596,521,0,1117,1109,0,468,256,250,4,4,1,1,1,0,110,2,1,1,4,14,1117
216,"P.V.NANGLA BHAJJA",688,635,0,1323,540,476,0,1016,1005,0,454,326,197,1,0,16,0,0,0,3,2,5,3,4,5,1016
217,"P.V.IBRAHIMPUR NARAYAN",569,507,0,1076,420,405,0,825,825,0,624,161,24,0,0,3,0,0,0,1,1,2,0,3,6,825
218,"P.V.JOTHIMMA R.NO.1",568,483,0,1051,354,355,0,709,709,0,304,112,260,7,0,0,0,0,1,5,1,2,3,6,8,709
219,"P.V.JOTHIMMA R.NO.2",571,533,0,1104,447,422,0,869,854,0,18,761,86,0,0,0,0,0,0,0,0,0,1,2,1,869
220,"P.V.UMARPUR KHADAR",360,332,0,692,247,265,0,512,511,0,229,143,110,1,0,2,0,0,0,17,0,0,1,2,7,512
221,"P.V.NAWASA KESHO",742,622,0,1364,534,461,0,995,995,0,331,429,140,4,1,54,3,2,2,9,3,3,4,2,8,995
222,"PURV MA.VI.SADDOBER",754,720,0,1474,389,432,0,821,796,0,252,143,216,2,3,1,2,0,2,190,1,2,3,1,3,821
223,"PURV MA.VI.SADDOBER",322,306,0,628,250,248,0,498,498,0,312,106,60,1,0,4,0,0,0,6,1,0,1,1,6,498
224,"P.V.RASULPUR MOHD.KULI R.NO.1",636,572,0,1208,537,394,0,931,730,0,238,536,138,1,1,1,1,0,0,2,0,1,3,2,7,931
225,"P.V.RASULPUR MOHD.KULI R.NO.3",477,372,0,849,262,248,0,510,510,0,139,130,183,4,0,1,1,0,0,41,2,1,2,2,4,510
226,"P.V.RASULPUR MOHD.KULI R.NO.3",643,558,0,1201,446,406,0,852,818,0,277,367,171,2,2,6,0,0,0,5,2,3,8,6,3,852
227,"PURV.MA.VI.KADRABAD KHURD",563,484,0,1047,388,315,0,703,698,0,185,353,133,1,3,7,2,0,1,0,4,4,2,5,3,703
228,P.V.AMIRPUR,492,377,0,869,345,293,0,638,619,0,194,305,92,3,0,1,0,1,0,29,0,1,1,4,7,638
229,P.V.BAMNAULI,396,347,0,743,327,281,0,608,596,0,350,211,38,1,0,1,1,0,0,2,0,0,1,1,2,608
230,P.V.JASMOR,247,236,0,483,215,199,0,414,410,0,218,136,47,3,1,0,0,0,0,3,0,0,1,1,4,414
231,BA.K.PA.KHALLPUR,799,594,1,1394,474,358,0,832,821,0,125,469,202,2,0,3,0,0,1,1,7,3,1,4,14,832
232,BA.K.PA.KHALLPUR,711,604,0,1315,477,411,0,888,888,0,87,529,225,3,6,7,0,1,0,4,3,2,7,5,9,888
233,BA.K.PA.KHALLPUR,295,255,0,550,238,195,0,433,420,0,177,217,26,0,1,0,0,1,0,2,0,2,2,4,1,433
234,"P.V.SEOHARA R.NO.1",497,400,0,897,259,242,0,501,499,0,177,21,276,2,0,0,1,0,2,3,5,0,7,2,5,501
235,"P.V.SEOHARA R.NO.2",579,465,0,1044,309,280,0,589,580,0,123,68,377,5,1,0,1,0,0,7,4,0,1,1,1,589
236,"P.V.SEOHARA  R.NO.3",847,647,0,1494,459,417,0,876,876,0,235,33,565,2,2,1,0,0,1,3,7,3,6,5,13,876
237,"P.V.SEOHARA  R.NO.4",560,464,0,1024,318,288,0,606,479,0,242,178,161,1,1,1,1,1,0,9,2,1,3,0,5,606
238,"P.V.SEOHARA R.NO.5",410,342,0,752,227,210,0,437,381,0,76,105,241,0,1,0,0,0,0,5,5,0,2,2,0,437
239,"M.Q.I.C.SEOHARA R.NO.1",374,297,0,671,213,178,0,391,390,0,106,2,274,0,0,1,0,0,0,0,3,1,2,1,1,391
240,"M.Q.I.C.SEOHARA R.NO.2",627,493,0,1120,329,281,0,610,610,0,214,215,152,3,1,1,1,1,0,6,5,1,1,4,5,610
241,"M.Q.I.C.SEOHARA R.NO.3",636,501,0,1137,294,258,0,552,550,0,181,172,176,2,2,2,1,0,0,3,6,2,1,1,3,552
242,"M.Q.I.C.SEOHARA R.NO.4",587,415,0,1002,364,277,0,641,635,0,333,75,223,0,0,1,0,0,1,2,0,0,1,2,3,641
243,"M.Q.I.C.SEOHARA R.NO.5",445,373,0,818,203,194,0,397,396,0,92,83,203,2,1,1,0,1,0,0,3,0,2,4,5,397
244,"M.Q.I.C.SEOHARA R.NO.6",663,522,0,1185,374,321,0,695,695,0,332,15,332,0,0,0,0,1,0,3,1,0,3,1,7,695
245,KI.SE.SHA.SAMI.LTD.SEOHARA,539,412,0,951,307,251,0,558,558,0,156,101,266,3,0,0,0,1,0,5,15,0,4,4,3,558
246,"KHAND VIKAS KARYALY BUDHANPUR SEOHARA R.NO.1",551,416,0,967,309,265,0,574,548,0,96,205,262,1,1,0,0,0,0,2,1,0,1,3,2,574
247,"KHAND VIKAS KARYALY BUDHANPUR SEOHARA R.NO.2",491,458,0,949,284,270,0,554,554,0,69,264,208,2,0,1,0,0,0,3,4,0,1,1,1,554
248,"R.S.P.I.C.SEOHARA R.NO.2",702,551,0,1253,475,376,0,851,783,0,31,542,259,0,0,0,0,1,0,3,3,0,0,6,6,851
249,"R.S.P.I.C.SEOHARA R.NO.3",726,624,0,1350,490,419,0,909,898,0,14,690,182,0,2,0,3,1,0,0,1,0,3,7,6,909
250,"R.S.P.I.C.SEOHARA R.NO.4",774,613,0,1387,483,370,0,853,853,0,135,180,506,1,2,0,0,2,0,8,4,2,1,8,4,853
251,"BIDLA I.C.SEOHARA R.NO.1",702,647,0,1349,518,469,0,987,956,0,48,828,71,5,4,2,1,0,0,0,1,2,3,12,10,987
252,"BIDLA I.C.SEOHARA R.NO.2",740,621,0,1361,423,377,0,800,695,0,329,163,281,4,1,2,2,0,1,3,1,2,3,2,6,800
253,"DIGMBER JAIN MANDIR SAMITI I.C. SEOHARA R.NO. 1",727,641,1,1369,370,358,0,728,728,0,103,211,363,4,1,5,1,1,0,22,4,1,5,3,4,728
254,"DIGMBER JAIN MANDIR SAMITI I.C. SEOHARA R.NO. 2",489,386,0,875,238,216,0,454,403,0,86,59,289,2,3,0,0,0,0,3,2,0,5,1,4,454
255,"DIGMBER JAIN MANDIR SAMITI I.C. SEOHARA R.NO. 3",430,341,0,771,224,169,0,393,391,0,89,59,237,1,0,0,0,0,0,3,0,0,2,0,2,393
256,"DIGMBER JAIN MANDIR SAMITI I.C. SEOHARA R.NO. 4",604,478,0,1082,239,245,0,484,480,0,132,14,318,0,0,1,1,0,0,4,9,0,1,3,1,484
257,"DIGMBER JAIN MANDIR SAMITI I.C. SEOHARA R.NO.5",320,254,0,574,125,115,0,240,208,0,58,11,152,1,0,0,0,0,0,10,2,0,3,0,3,240
258,"M.Q.KANYA I.C.SEOHARA R.NO1",488,379,0,867,216,191,0,407,407,0,108,20,255,0,0,0,1,1,0,16,1,0,3,0,2,407
259,"M.Q.KANYA I.C.SEOHARA R.NO2",346,306,0,652,176,167,0,343,335,0,57,44,225,4,0,0,0,0,0,5,4,0,2,1,1,343
260,"M.Q.KANYA I.C.SEOHARA R.NO3",583,491,0,1074,285,274,0,559,559,0,197,4,330,1,0,0,0,0,1,10,4,1,3,0,8,559
261,"M.Q.KANYA I.C.SEOHARA R.NO4",371,309,0,680,167,160,0,327,327,0,127,14,144,1,1,0,0,0,0,19,13,3,1,2,2,327
262,"M.Q.KANYA I.C.SEOHARA R.NO5",635,573,0,1208,400,311,0,711,707,0,112,392,190,1,1,5,0,0,0,0,3,0,0,2,5,711
263,"DHAN NARAYAN RAM NRYAN DANI MAHILA MA.VI.SEOHARA R.NO.1",488,423,0,911,275,265,0,540,540,0,123,186,206,4,2,0,2,0,0,5,2,1,1,3,5,540
264,"DHAN NARAYAN RAM NRYAN DANI MAHILA MA.VI.SEOHARA R.NO.2",621,501,0,1122,314,285,0,599,599,0,94,49,431,1,2,0,0,1,0,6,5,1,4,0,5,599
265,"DHAN NARAYAN RAM NRYAN DANI MAHILA MA.VI.SEOHARA R.NO.3",573,483,0,1056,306,230,0,536,536,0,138,79,305,1,0,2,0,0,0,2,4,2,1,1,1,536
266,"DHAN NARAYAN RAM NRYAN DANI MAHILA MA.VI.SEOHARA R.NO.4",538,453,0,991,255,277,0,532,532,0,165,11,311,0,1,0,0,0,1,12,13,0,5,4,9,532
267,"DHAN NARAYAN RAM NRYAN DANI MAHILA MA.VI.SEOHARA R.NO.5",320,302,0,622,218,189,0,407,396,0,3,312,80,1,1,0,0,0,0,1,2,0,0,2,5,407
268,P.V.DINDARPUR,397,382,0,779,277,253,0,530,530,0,221,256,17,0,1,6,1,2,0,23,0,0,1,0,2,530
269,"P.V.MILAK BENIRAM",347,293,0,640,257,245,0,502,497,0,175,281,36,1,2,0,0,0,0,2,0,0,0,3,2,502
270,P.V.MANDORI,403,370,0,773,320,306,0,626,619,0,158,330,132,2,2,1,0,0,0,1,0,0,0,0,0,626
271,P.V.MANDORI,446,392,0,838,303,303,0,606,606,0,68,272,248,2,3,7,0,0,2,0,1,0,2,0,1,606
272,P.V.PALANPUR,379,324,0,703,298,233,0,531,531,0,128,301,75,0,8,1,0,0,0,16,0,1,0,0,1,531
273,"P.V.SHERPUR RENI",415,332,0,747,305,240,0,545,545,0,284,171,73,1,1,0,1,0,1,0,1,2,2,6,2,545
274,P.V.RANAWLI,568,499,0,1067,400,326,0,726,690,0,101,585,23,2,2,2,0,1,0,0,0,0,1,6,3,726
275,"ADRASH J.H.SCHOOL SABDALPUR R.NO.1",516,470,0,986,322,320,0,642,582,0,365,120,132,2,0,1,0,2,0,8,2,1,1,0,8,642
276,"ADRASH J.H.SCHOOL SABDALPUR R.NO.2",418,365,0,783,267,232,0,499,486,0,17,434,42,0,1,0,0,0,0,1,0,0,2,1,1,499
