"Polling Station",,"Total No of Electors",,,,"Voters Turnout",,,,,,"Candidate ID and Name",,,,,,,,,,,,,,,,
"Part No","Part Name",Male,Female,Other,"Total No. of electors",Male,Female,Other,Total,"No of voters identifying using EPIC","Tendered Voter","1 - KANWAR SINGH TANWAR","2 - FARHAT HASAN","3 - RAKESH TIKAIT","4 - HUMERA AKHTAR","5 - KHAJAN SINGH","6 - BRAJLAL","7 - MAHESH","8 - RAKESH","9 - RAJPAL","10 - SARVESH KUMAR SAINI","11 - SYED KALBE RUSHAID RIZVI","12 - HUSNEIN RAZAA","13 - NARESH KUMAR","14 - NARESH CHAND","15 - SURENDRA SINGH","16 - None of the Above","Total Votes Secured"
163,"PRIMARY SCHOOL ROOM 2",646,526,0,1172,467,371,0,838,838,0,82,139,3,602,2,0,0,1,0,0,2,2,1,0,0,4,838
164,"PRIMARY SCHOOL ROOM 4",634,516,0,1150,438,315,0,753,753,0,78,233,3,421,6,0,1,0,0,1,0,0,2,2,6,0,753
165,"PRIMARY SCHOOL",807,619,0,1426,595,462,0,1057,1057,0,30,65,5,918,3,1,4,0,0,1,2,3,11,5,4,5,1057
166,"COOPERATIVE SOCIETY ALLIPUR BHUD ROOM 1",770,590,0,1360,392,305,0,697,697,0,331,31,2,320,2,0,2,0,1,5,1,1,0,0,0,1,697
167,"COOPERATIVE SOCIETY ALLIPUR BHUD ROOM 2",841,649,0,1490,447,369,0,816,816,0,401,238,5,159,3,0,0,0,1,0,0,0,0,2,2,5,816
168,"COOPERATIVE SOCIETY ALLIPUR BHUD ROOM 3",847,680,0,1527,498,403,0,901,901,0,403,278,5,204,1,1,0,1,0,1,1,0,2,0,2,2,901
169,"JUNIOR HIGH SCHOOL ALLIPUR BHUD ROOM 1",482,422,0,904,338,301,0,639,639,0,168,319,2,140,0,0,1,1,1,0,2,0,0,2,3,0,639
170,"JUNIOR HIGH SCHOOL ALLIPUR  BHUD ROOM 2",488,400,0,888,312,257,0,569,569,0,259,15,5,278,4,0,0,0,0,0,0,0,1,2,2,3,569
171,"PRIMARY SCHOOL ALLIPUR BHUD ROOM 2",755,630,0,1385,404,337,0,741,741,0,567,17,6,143,0,0,0,1,0,0,3,0,1,0,0,3,741
172,"PRIMARY SCHOOL ALLIPUR BHUD ROOM 3",573,447,0,1020,321,251,0,572,572,0,478,6,4,80,0,0,1,0,0,0,1,0,0,0,0,2,572
173,"PRIMARY SCHOOL",732,646,0,1378,559,468,0,1027,1027,0,756,149,6,95,0,0,0,0,0,1,2,1,0,0,7,10,1027
174,"PRIMARY SCHOOL  FIRST ROOM 2",381,280,0,661,225,186,0,411,411,0,226,146,2,26,0,0,1,0,1,1,2,1,0,1,1,3,411
175,"PRIMARY SCHOOL GAJRAULA FIRST ROOM 2",572,493,0,1065,358,302,0,660,660,0,318,219,3,103,1,0,0,1,0,0,0,0,2,1,4,8,660
176,"JUNIOR HIGH SCHOOL GAJRAULA ROOM 1",607,508,0,1115,401,341,0,742,742,0,108,18,1,595,4,0,1,0,0,0,4,0,5,0,1,5,742
177,"JUNIOR HIGH SCHOOL GAJRAULA ROOM 2",539,484,0,1023,366,358,0,724,724,0,89,48,9,564,2,0,0,0,2,1,3,0,3,1,1,1,724
178,"JUNIOR HIGH SCHOOL GAJRAULA ROOM 1",661,520,0,1181,177,326,0,734,734,0,532,146,5,42,0,2,0,0,1,0,0,0,1,0,4,1,734
179,"JUNIOR HIGH SCHOOL GAJRAULA ROOM 2",461,384,0,845,290,235,0,525,525,0,462,13,1,40,0,0,0,0,0,0,5,0,0,0,1,3,525
180,"GIRLS JUNIOR HIGH SCHOOL ROOM 3GAJRAULA",455,374,0,829,278,257,0,535,535,0,498,2,7,19,1,0,0,0,0,1,0,0,1,2,1,3,535
181,"PRIMARY SCHOOL GAJRAULA SECOND",239,230,0,469,177,150,0,327,327,0,308,3,0,9,0,0,0,0,0,0,0,0,0,0,2,5,327
182,"GYAN BHARTI INTER COLLEGE ROOM 1 GAJRAULA",729,578,0,1307,397,379,0,776,776,0,644,28,4,72,2,2,0,0,1,1,0,1,0,4,3,14,776
183,"GYAN BHARTI INTER COLLEGE , ROOM 5GAJRAULA",622,501,0,1123,391,312,0,703,703,0,564,61,2,61,0,0,0,0,0,1,0,1,1,1,0,11,703
184,"GYAN BHARTI INTER COLLEGE ROOM 2 GAJRAULA",688,558,0,1246,400,332,0,732,732,0,648,41,2,22,0,1,0,1,0,2,1,1,2,1,0,10,732
185,"GYAN BHARTI INTER COLLEGE ROOM 6, GAJRAULA",413,339,0,752,241,211,0,452,452,0,387,30,0,22,1,0,1,0,0,0,5,0,2,0,0,4,452
186,"GYAN BHARTI INTER COLLEGE ROOM 3, GAJRAULA",898,675,0,1573,548,402,0,950,950,0,463,241,5,227,1,2,0,1,0,0,2,0,0,1,1,6,950
187,"GYAN BHARTI INTER COLLEGE ROOM 4 GAJRAULA",662,536,1,1199,283,246,0,529,529,0,481,7,1,29,1,0,0,0,0,0,8,1,0,0,0,1,529
188,"GYAN BHARTI INTER COLLEGE ROOM 7, GAJRAULA",516,419,0,935,286,251,0,537,537,0,461,19,2,47,1,0,0,0,0,0,2,1,1,1,0,2,537
189,"RAJKIYA DEGREE COLLEGE GAJRULA",633,520,0,1153,340,289,0,629,629,0,352,6,4,250,3,0,0,1,1,2,2,0,2,1,1,4,629
190,"SHIV INTER COLLAGE GAJRULA ROOM 1",585,505,0,1090,296,270,0,566,566,0,509,13,5,35,0,0,0,0,1,0,0,0,0,1,0,2,566
191,"SHIVA INTER COLLEGE GAJRAULA ROOM 7",491,372,0,863,281,240,0,521,521,0,498,7,12,1,0,1,0,0,0,1,0,0,0,0,0,1,521
192,"SHIVA INTER COLLEGE GAJRAULA",741,625,0,1366,384,352,0,736,736,0,611,14,1,102,0,0,0,0,0,0,4,0,1,0,0,3,736
193,"SHIVA INTER COLLEGE GAJRAULA ROOM 6",293,235,0,528,151,114,0,265,265,0,173,11,0,79,0,0,0,0,0,0,2,0,0,0,0,0,265
194,"SHIVA INTER COLLEGE GAJRAULA ROOM 3",646,546,2,1194,401,349,0,750,750,0,636,19,5,75,0,0,0,0,1,2,2,1,1,0,1,7,750
195,"SHIVA INTER COLLEGE GAJRAULA ROOM 4",698,602,1,1301,356,308,0,664,664,0,573,43,4,35,0,1,1,1,0,0,1,0,0,0,0,5,664
196,"SHIVA INTER COLLEGE GAJRAULA ROOM 8",229,192,0,421,124,112,0,236,236,0,175,44,3,12,1,0,0,0,0,0,0,0,0,1,0,0,236
197,"PRIMARY SCHOOL TIGRIA BHUD ROOM 1",439,312,0,751,319,237,0,556,556,0,461,43,3,42,2,0,0,0,0,0,1,0,1,0,1,2,556
198,"PRIMARY SCHOOL TIGRIA BHUD ROOM 2",431,387,0,818,300,266,0,566,566,0,265,189,3,100,0,1,0,0,0,1,0,0,0,3,2,2,566
199,"PRIMARY SCHOOL NAIPURA  KHADAR ROOM 1",945,708,1,1654,512,389,0,901,901,0,442,149,5,275,2,2,2,1,0,1,2,2,3,2,3,10,901
200,"PRIMARY SCHOOL NAIPURA  KHADAR ROOM 3",789,582,0,1371,400,370,0,770,770,0,327,145,5,269,1,0,0,0,1,1,8,1,3,3,4,2,770
201,"JUNIOR HIGH SCHOOL ROOM 1",525,430,0,955,319,196,0,515,515,0,358,38,0,111,0,0,0,0,1,0,3,0,2,0,0,2,515
202,"JUNIOR HIGH SCHOOL ROOM 2",463,347,0,810,270,201,0,471,471,0,365,33,9,52,0,0,2,0,0,0,9,0,0,0,0,1,471
203,"PRIMARY SCHOOL",588,516,0,1104,511,441,0,952,952,0,549,284,4,88,2,0,2,2,2,2,0,3,2,2,3,7,952
204,"PRIMARY SCHOOL ROOM 1",400,333,0,733,294,247,0,541,541,0,424,33,1,77,2,0,0,0,0,0,1,0,0,0,1,2,541
205,"PRIMARY SCHOOL ROOM 2",469,412,0,881,375,315,0,690,690,0,477,186,2,14,0,1,0,0,0,1,0,0,1,2,2,4,690
206,"JUNIOR HIGH SCHOOL ROOM 1",417,348,0,765,308,261,0,569,569,0,390,164,2,7,0,0,0,0,0,0,0,1,2,0,1,2,569
207,"JUNIOR HIGH SCHOOL ROOM 2",424,416,0,840,330,293,0,623,623,0,396,189,4,21,1,0,0,2,0,0,1,1,2,2,1,3,623
208,"PRIMARY SCHOOL",714,606,0,1320,557,466,0,1023,1023,0,716,268,2,32,0,0,1,0,0,0,0,0,0,0,0,4,1023
209,"JUNIOR HIGH SCHOOL",310,250,0,560,278,202,0,480,480,0,401,32,38,2,0,0,0,0,0,0,1,0,0,0,1,5,480
210,"PRIMARY SCHOOL",147,121,0,268,134,98,0,232,232,0,195,1,32,3,0,0,0,0,0,0,0,0,0,0,0,1,232
211,"PRIMARY SCHOOL",625,551,0,1176,588,439,0,1027,1027,0,837,146,15,25,0,0,0,0,0,0,1,0,0,0,3,0,1027
212,"PRIMARY SCHOOL",442,401,0,843,363,342,0,705,705,0,500,10,108,67,0,1,1,0,1,2,1,1,1,3,3,6,705
213,"PRIMARY SCHOOL",361,319,0,680,313,276,0,589,589,0,457,20,51,56,1,0,0,1,0,0,0,0,0,1,1,1,589
214,"PRIMARY SCHOOL",742,630,0,1372,473,442,0,915,915,0,24,450,10,421,2,1,0,0,1,0,3,0,2,0,0,1,915
215,"PRIMARY SCHOOL",298,238,0,536,230,171,0,401,401,0,313,6,4,76,0,0,0,0,0,0,0,0,1,0,0,1,401
216,"PRIMARY SCHOOL",624,550,0,1174,497,415,0,912,912,0,867,4,0,27,0,0,1,0,1,0,0,1,0,1,1,9,912
217,"AMBEDKAR PARK",333,305,0,638,266,244,0,510,510,0,323,123,3,48,0,0,0,0,0,0,0,1,0,1,4,7,510
218,"PRIMARY SCHOOL",297,245,0,542,261,204,0,465,465,0,413,30,1,12,0,0,0,0,0,2,1,1,1,0,2,2,465
219,"PRIMARY SCHOOL",280,263,0,543,243,224,0,467,467,0,343,87,1,27,1,0,0,0,0,0,1,1,2,0,1,3,467
220,"PRIMARY SCHOOL",668,589,0,1257,479,459,0,938,938,0,456,66,11,386,0,1,1,0,0,2,4,0,5,1,2,3,938
221,"GIRLS PRIMARY SCHOOL",301,251,0,552,258,222,0,480,480,0,366,81,18,11,0,0,0,0,0,0,2,0,0,0,0,2,480
222,"PRIMARY SCHOOL",254,230,0,484,239,204,0,443,443,0,375,6,21,38,0,0,0,0,0,0,0,0,0,0,0,3,443
223,"PRIMARY SCHOOL",316,260,0,576,277,218,0,495,495,0,461,2,0,20,0,0,0,0,1,1,0,0,0,1,0,9,495
224,"PRIMARY SCHOOL ROOM 1",832,697,0,1529,517,443,0,960,960,0,487,281,3,161,3,0,1,1,0,0,0,2,7,0,5,9,960
225,"PRIMARY SCHOOL ROOM 2",473,378,0,851,262,220,0,482,482,0,12,31,0,431,1,0,0,1,0,0,3,1,1,0,0,1,482
226,"PRIMARY SCHOOL ROOM 3",496,395,0,891,342,264,0,606,606,0,5,27,3,565,0,0,0,0,0,0,1,2,1,1,0,1,606
227,"PURVA MADHYAMIK VIDYALAYA ROOM 1",511,444,0,955,258,270,0,528,528,0,155,16,3,337,6,1,0,0,1,1,2,1,0,0,0,5,528
228,"PURVA MADHYAMIK VIDYALAYA ROOM 2",492,443,0,935,265,261,0,526,526,0,202,39,2,274,3,0,1,0,1,0,0,1,1,0,0,2,526
229,"GIRLS PRIMARY SCHOOL ROOM 1",705,574,0,1279,369,318,0,687,687,0,332,24,0,316,3,1,0,0,0,0,1,0,1,0,3,6,687
230,"GIRLS PRIMARY SCHOOL, ROOM 2",714,570,0,1284,368,325,0,693,693,0,179,41,4,450,4,1,1,0,0,0,2,2,2,1,3,3,693
231,"PRIMARY SCHOOL",245,215,0,460,213,189,0,402,402,0,183,198,4,12,1,0,1,1,0,0,0,0,1,0,1,0,402
232,"JUNIOR HIGH SCHOOL ROOM 1",485,414,0,899,221,261,0,482,482,0,51,9,11,299,0,0,0,0,3,2,95,0,2,1,2,7,482
233,"JUNIOR HIGH SCHOOL ROOM 3",462,433,0,895,251,287,0,538,538,0,45,21,14,338,0,0,2,0,1,0,114,1,0,0,0,2,538
234,"JUNIOR HIGH SCHOOL ROOM 2",642,566,0,1208,383,389,0,772,772,0,82,87,13,488,2,3,0,2,2,2,66,3,8,4,3,7,772
235,"JUNIOR HIGH SCHOOL ROOM 1",785,690,0,1475,582,548,0,1130,1130,0,894,165,20,41,1,4,0,0,0,0,0,0,0,0,0,5,1130
236,"PRIMARY SCHOOL",238,212,0,450,213,178,0,391,391,0,369,6,2,8,1,0,0,0,0,0,0,0,0,1,1,3,391
237,"PRIMARY SCHOOL",601,548,0,1149,405,403,0,808,808,0,521,24,4,248,1,2,0,0,0,0,0,1,1,2,0,4,808
238,"JUNIOR HIGH SCHOOL",550,481,0,1031,450,349,0,799,799,0,587,161,6,33,0,0,0,0,2,0,0,1,1,1,3,4,799
239,"PRIMARY SCHOOL",330,278,0,608,291,250,0,541,541,0,381,98,27,27,1,1,0,1,1,2,0,0,0,0,0,2,541
240,"PRIMARY SCHOOL",295,265,0,560,224,206,0,430,430,0,178,3,3,231,1,1,0,0,0,0,0,0,2,1,0,10,430
241,"PRIMARY SCHOOL",198,168,0,366,177,139,0,316,316,0,288,17,5,5,0,0,0,0,0,0,0,0,0,0,0,1,316
242,"PRIMARY SCHOOL",457,399,0,856,397,338,0,735,735,0,617,68,5,38,0,0,1,0,0,0,0,0,2,0,2,2,735
243,"PRIMARY SCHOOL",533,448,0,981,396,357,0,753,753,0,329,60,16,313,8,3,1,0,1,1,1,2,5,1,4,8,753
244,"PRIMARY SCHOOL",534,467,0,1001,383,375,0,758,758,0,389,126,1,231,2,1,0,0,0,0,0,0,1,1,2,4,758
245,"PRIMARY SCHOOL",366,351,0,717,280,266,0,546,546,0,290,17,5,225,0,0,0,0,0,1,1,2,1,0,0,4,546
246,"JUNIOR HIGH SCHOOL ROOM 1",519,394,0,913,369,277,0,646,646,0,439,82,3,103,1,1,3,1,0,0,1,0,1,2,4,5,646
247,"JUNIOR HIGH SCHOOL ROOM 3",460,380,0,840,303,286,0,589,589,0,166,2,2,399,5,0,0,0,0,2,0,0,2,2,3,6,589
248,"JUNIOR HIGH SCHOOL ROOM 2",623,524,0,1147,445,388,0,833,833,0,773,7,3,31,3,0,0,1,0,2,0,0,2,0,3,8,833
249,"PRIMARY SCHOOL",305,237,0,542,212,152,0,364,364,0,267,44,4,44,1,0,0,0,0,0,2,1,1,0,0,0,364
250,"PRIMARY SCHOOL",745,611,0,1356,567,473,0,1040,1040,0,437,447,6,124,5,1,0,0,4,0,1,0,5,2,5,3,1040
251,"PRIMARY SCHOOL ROOM 1",426,365,0,791,302,270,0,572,572,0,306,3,1,256,1,1,0,0,1,0,0,0,0,0,0,3,572
252,"PRIMARY SCHOOL ROOM 2",231,191,0,422,191,154,0,345,345,0,314,0,7,19,0,0,0,0,0,0,0,0,0,1,1,3,345
253,"JUNIOR HIGH SCHOOL ROOM 1",453,396,0,849,291,281,0,572,572,0,405,9,1,146,1,0,0,0,0,0,1,0,1,0,2,6,572
254,"PRIMARY SCHOOL",388,327,0,715,275,296,0,571,571,0,242,251,19,51,0,0,1,1,0,0,1,0,1,0,2,2,571
255,"PRIMARY SCHOOL",767,665,1,1433,539,462,0,1001,1001,0,741,43,6,185,2,1,1,0,1,0,3,2,1,0,2,13,1001
256,"PRIMARY SCHOOL",476,425,0,901,419,351,0,770,770,0,653,14,3,92,0,0,0,0,0,0,4,0,0,1,0,3,770
257,"PRIMARY SCHOOL",128,112,0,240,127,105,0,232,232,0,218,1,2,10,0,0,0,0,0,0,0,0,0,0,0,1,232
258,"PRIMARY SCHOOL ROOM 1",580,492,0,1072,416,409,0,825,825,0,279,33,1,496,4,0,1,0,0,2,0,0,5,0,0,4,825
259,"PRIMARY SCHOOL ROOM 2",455,436,0,891,333,370,0,703,703,0,129,21,3,541,0,2,1,2,0,0,0,0,3,1,0,0,703
260,"PRIMARY SCHOOL ROOM 1",480,421,0,901,365,327,0,692,692,0,573,16,3,91,0,1,0,0,0,0,0,0,1,0,1,6,692
261,"PRIMARY SCHOOL ROOM 2",428,350,0,778,266,260,0,526,526,0,271,55,5,184,2,1,0,0,0,0,0,2,0,0,1,5,526
262,"PRIMARY SCHOOL",580,517,0,1097,425,404,0,829,829,0,346,11,2,453,5,0,1,1,0,0,3,1,2,1,1,2,829
263,"PRIMARY SCHOOL",230,214,0,444,192,169,0,361,361,0,314,1,24,16,0,0,0,0,0,0,0,0,0,1,0,5,361
264,"PRIMARY SCHOOL",350,313,0,663,290,251,0,541,541,0,449,19,54,16,0,0,0,0,0,0,1,0,0,0,0,2,541
265,"PRIMARY SCHOOL ROOM 1",432,352,0,784,308,278,0,586,586,0,112,40,3,423,0,1,0,1,0,0,0,0,4,0,0,2,586
266,"PRIMARY SCHOOL ROOM 2",420,360,1,781,277,272,0,549,549,0,5,5,4,521,3,0,1,0,0,0,0,1,5,0,2,2,549
267,"JUNIOR HIGH SCHOOL",561,504,0,1065,374,408,0,782,782,0,269,33,13,461,1,0,0,0,0,0,0,2,0,1,1,1,782
268,"PRIMARY SCHOOL",445,392,0,837,397,325,0,722,722,0,684,6,6,17,0,0,0,0,0,1,1,0,1,0,1,5,722
269,"PRIMARY SCHOOL",384,330,0,714,321,280,0,601,601,0,364,34,14,178,1,0,0,0,0,0,1,0,2,2,2,3,601
270,"PRIMARY SCHOOL",778,679,0,1457,531,511,0,1042,1042,0,460,54,3,505,4,1,1,0,1,0,3,0,1,0,1,8,1042
271,"PRIMARY SCHOOL",400,341,0,741,314,288,0,602,602,0,342,41,12,198,1,2,1,1,0,0,0,0,2,1,1,0,602
272,"PRIMARY SCHOOL",338,322,0,660,294,278,0,572,572,0,481,13,4,57,3,0,0,0,1,0,0,0,4,2,0,7,572
273,"PRIMARY SCHOOL",625,535,0,1160,500,449,0,949,932,0,680,124,2,118,1,7,0,0,0,5,2,0,3,1,1,5,949
274,"PRIMARY SCHOOL",292,268,0,560,254,238,0,492,492,0,415,50,15,7,0,0,0,0,0,0,0,0,0,0,1,4,492
275,"PRIMARY SCHOOL",645,554,0,1199,500,435,0,935,935,0,681,122,47,62,1,0,0,0,1,1,2,1,4,2,2,9,935
276,"PRIMARY SCHOOL",294,260,0,554,240,189,0,429,429,0,357,3,4,60,0,0,1,0,0,0,0,0,0,0,0,4,429
277,"PRIMARY SCHOOL",450,357,0,807,415,266,0,681,681,0,645,8,0,23,2,0,0,0,0,0,0,0,0,0,1,2,681
278,"PRIMARY SCHOOL",257,224,0,481,210,182,0,392,392,0,140,153,4,89,0,0,0,0,0,1,0,1,2,0,2,0,392
279,"PRIMARY SCHOOL",244,221,0,465,209,191,0,400,400,0,318,45,2,31,0,1,0,0,0,0,0,0,0,0,0,3,400
280,"PRIMARY SCHOOL",377,343,0,720,255,252,0,507,507,0,381,25,0,92,1,1,0,0,0,0,0,0,0,2,3,2,507
281,"PRIMARY SCHOOL",342,289,0,631,274,242,0,516,516,0,373,117,2,15,0,0,0,1,0,0,1,0,0,3,3,1,516
282,"PRIMARY SCHOOL",271,228,0,499,256,189,0,445,445,0,378,1,23,43,0,0,0,0,0,0,0,0,0,0,0,0,445
283,"PRIMARY SCHOOL",350,336,0,686,312,199,0,511,511,0,483,0,5,15,0,0,0,0,0,0,0,0,1,2,2,3,511
284,"KISAN ADARSH JUNIOR HIGH SCHOOL",543,497,0,1040,414,391,0,805,805,0,383,133,1,274,2,0,0,0,1,1,1,0,4,0,0,5,805
285,"PRIMARY SCHOOL",434,365,0,799,344,284,0,628,628,0,524,5,18,73,0,1,0,0,0,1,0,0,1,5,0,0,628
286,"PRIMARY SCHOOL",186,163,0,349,135,122,0,257,257,0,198,1,2,52,0,0,0,0,0,0,0,0,0,1,0,3,257
287,"PRIMARY SCHOOL",609,519,1,1129,500,431,0,931,931,0,671,175,0,62,1,0,1,0,0,6,0,0,0,1,6,8,931
288,"PRIMARY SCHOOL",293,243,0,536,254,207,0,461,461,0,405,43,3,4,1,0,0,0,0,1,0,0,0,0,1,3,461
289,"PRIMARY SCHOOL",628,555,0,1183,441,403,0,844,844,0,615,87,4,104,1,1,0,0,0,3,4,0,3,0,2,20,844
290,"PRIMARY SCHOOL",858,656,0,1514,674,489,0,1163,1163,0,657,254,13,220,1,2,0,1,0,1,0,1,3,1,3,6,1163
291,"PRIMARY SCHOOL",222,210,0,432,201,161,0,362,362,0,323,1,1,31,0,0,1,0,0,4,1,0,0,0,0,0,362
292,"PRIMARY SCHOOL",395,323,0,718,330,263,0,593,593,0,485,61,15,22,0,1,1,0,1,0,0,0,1,2,1,3,593
293,"PRIMARY SCHOOL",332,303,0,635,268,235,0,503,503,0,410,71,5,8,1,0,0,0,0,0,0,0,1,0,2,5,503
294,"PRIMARY SCHOOL",441,429,0,870,406,371,0,777,777,0,724,46,1,5,0,0,0,0,0,0,0,0,0,0,0,1,777
295,"PRIMARY SCHOOL",342,280,0,622,301,280,0,581,581,0,517,53,3,6,0,0,0,0,0,0,1,0,0,0,1,0,581
296,"PRIMARY SCHOOL",361,321,0,682,301,269,0,570,570,0,521,2,21,24,0,0,0,0,0,0,0,0,0,0,0,2,570
297,"PRIMARY SCHOOL",412,365,0,777,384,335,0,719,719,0,538,33,5,130,2,0,0,0,3,0,0,0,1,1,1,5,719
298,"PRIMARY SCHOOL",264,193,1,458,209,159,0,368,368,0,201,137,23,2,0,0,0,0,0,0,0,0,0,1,2,2,368
299,"PRIMARY SCHOOL",329,308,0,637,310,287,0,597,597,0,322,40,23,212,0,0,0,0,0,0,0,0,0,0,0,0,597
300,"PRIMARY SCHOOL",534,444,0,978,444,302,0,746,746,0,452,112,8,165,1,0,0,0,0,1,0,0,1,2,1,3,746
301,"PRIMARY SCHOOL",357,317,0,674,295,254,0,549,549,0,455,41,19,25,0,0,1,0,0,0,0,0,0,1,1,6,549
302,"PRIMARY SCHOOL ROOM 1",473,396,0,869,349,300,0,649,649,0,270,121,7,233,3,2,0,0,0,0,0,0,4,1,3,5,649
303,"PRIMARY SCHOOL ROOM 2",490,434,0,924,373,315,0,688,688,0,424,86,1,161,1,0,0,0,0,1,1,0,2,3,3,5,688
304,"PRIMARY SCHOOL",657,629,0,1286,496,491,0,987,987,0,677,100,3,173,5,1,0,0,0,1,3,0,3,2,5,14,987
305,"PRIMARY SCHOOL",367,323,0,690,264,229,0,493,493,0,345,9,0,132,0,0,0,0,0,2,1,0,0,0,0,4,493
306,"PRIMARY SCHOOL",263,228,0,491,185,173,0,358,358,0,136,129,0,86,0,1,0,0,0,0,0,0,0,1,1,4,358
307,"PRIMARY SCHOOL",292,235,0,527,205,167,0,372,372,0,143,2,1,219,1,0,0,0,0,1,0,0,1,0,1,3,372
308,"PRIMARY SCHOOL",402,357,0,759,326,271,0,597,597,0,523,11,1,51,0,0,0,0,1,0,0,0,1,1,1,7,597
309,"PRIMARY SCHOOL",100,92,0,192,86,80,0,166,166,0,151,14,0,1,0,0,0,0,0,0,0,0,0,0,0,0,166
310,"PRIMARY SCHOOL",242,208,0,450,202,172,0,374,374,0,221,134,2,9,0,0,0,0,0,0,1,0,1,1,1,4,374
311,"PRIMARY SCHOOL",308,259,0,567,260,203,0,463,463,0,442,1,15,2,0,1,0,0,0,0,1,0,1,0,0,0,463
312,"PRIMARY SCHOOL",257,254,0,511,213,202,0,415,415,0,87,310,4,6,0,0,1,0,0,0,0,0,1,1,5,0,415
313,"PRIMARY SCHOOL ROOM 1",470,375,0,845,342,316,0,658,658,0,438,5,4,201,3,0,0,0,0,1,0,1,2,1,0,2,658
314,"PRIMARY SCHOOL ROOM 2",565,459,1,1025,410,337,0,747,747,0,548,91,14,81,2,0,0,0,0,0,1,0,1,1,2,6,747
315,"PRIMARY SCHOOL",492,444,0,936,434,353,0,787,787,0,682,38,36,22,0,0,0,0,0,0,0,0,0,1,0,8,787
316,"PRIMARY SCHOOL ROOM 1",396,369,0,765,307,308,0,615,615,0,326,50,5,210,2,0,2,2,0,1,0,2,3,3,1,8,615
317,"PRIMARY SCHOOL ROOM 2",338,325,0,663,268,277,0,545,545,0,443,16,1,78,0,0,1,0,0,0,0,1,0,0,2,3,545
318,"PRIMARY SCHOOL",431,405,0,836,376,317,0,693,693,0,489,16,28,159,0,0,0,0,0,0,0,0,0,0,1,0,693
319,"PRIMARY SCHOOL",411,351,0,762,358,311,0,669,669,0,536,8,4,119,0,0,0,0,0,0,0,0,0,0,0,2,669
320,"PRIMARY SCHOOL",526,461,0,987,482,399,0,881,881,0,764,73,5,26,0,0,0,0,0,0,1,0,1,1,3,7,881
321,"PRIMARY SCHOOL",380,346,0,726,268,264,0,532,532,0,172,34,0,311,1,1,1,2,2,0,1,0,1,0,0,6,532
322,"PRIMARY SCHOOL",678,549,0,1227,518,427,0,945,945,0,926,11,1,4,0,0,0,0,0,0,0,0,1,0,0,2,945
323,"PRIMARY SCHOOL ROOM 1",488,406,0,894,389,324,0,713,713,0,311,6,1,390,0,0,0,4,0,0,0,0,0,0,0,1,713
324,"PRIMARY SCHOOL ROOM 2",673,487,0,1160,559,341,0,900,900,0,419,16,4,451,1,0,2,2,0,0,0,0,0,1,0,4,900
325,"PRIMARY SCHOOL",282,246,0,528,266,227,0,493,493,0,347,137,0,3,1,0,0,0,0,0,0,0,0,0,2,3,493
326,"PRIMARY SCHOOL",349,270,0,619,284,217,0,501,501,0,82,329,1,84,0,0,0,0,0,0,0,0,2,1,1,1,501
327,"PRIMARY SCHOOL",488,419,0,907,448,338,0,786,786,0,519,110,2,147,2,1,0,0,1,0,1,0,1,1,0,1,786
328,"JUNIOR HIGH SCHOOL",499,432,0,931,367,322,0,689,689,0,387,39,3,245,3,1,0,1,0,0,3,2,2,0,1,2,689
329,"JUNIOR HIGH SCHOOL",535,417,0,952,408,324,0,732,732,0,505,107,18,95,1,0,0,0,0,0,0,2,1,0,1,2,732
330,"PRIMARY SCHOOL",434,358,0,792,306,244,0,550,550,0,349,101,71,24,0,0,1,0,0,0,0,0,1,0,0,3,550
331,"PRIMARY SCHOOL",276,238,0,514,243,176,0,419,419,0,383,2,17,17,0,0,0,0,0,0,0,0,0,0,0,0,419
332,"PRIMARY SCHOOL",402,321,0,723,275,235,0,510,510,0,328,109,9,50,0,5,0,1,0,0,2,0,1,1,1,3,510
333,"PRIMARY SCHOOL ROOM 1",580,494,0,1074,352,302,0,654,654,0,240,99,1,289,2,4,0,1,0,0,1,1,2,3,2,9,654
334,"PRIMARY SCHOOL ROOM 2",503,430,1,934,331,294,0,625,625,0,486,13,5,106,0,1,0,0,1,3,0,0,0,1,0,9,625
335,"PRIMARY SCHOOL",838,710,0,1548,671,585,0,1256,1256,0,231,7,2,995,6,0,1,1,0,0,0,0,5,1,2,5,1256
336,"JUNIOR HIGH SCHOOL ROOM 1",644,525,0,1169,408,354,0,762,762,0,382,155,3,210,3,0,0,0,0,1,2,0,1,1,2,2,762
337,"JUNIOR HIGH SCHOOL ROOM 2",616,519,0,1135,449,348,0,797,797,0,533,41,21,186,3,0,0,0,1,1,3,1,4,1,1,1,797
338,"PRIMARY SCHOOL",583,530,0,1113,460,327,0,787,787,0,232,143,4,382,5,0,3,1,2,2,0,0,3,2,2,6,787
