"Polling Station",,"Total No of Electors",,,,"Voters Turnout",,,,,,"Candidate ID and Name",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Part No","Part Name",Male,Female,Other,"Total No. of electors",Male,Female,Other,Total,"No of voters identifying using EPIC","Tendered Voter","1 - AJAY RAI","2 - KAILASH CHAURASIYA","3 - NARENDRA MODI","4 - VIJAY PRAKASH JAISAWAL","5 - HIRALAL YADAV","6 - A.K. AGGARWAL","7 - ABHIMANYU SINGH PATEL","8 - ARVIND KEJRIWAL","9 - ARUN","10 - INDIRA TIWARI","11 - USMAN","12 - OM GURU CHARAN DAS ALIAS VIMAL KUMAR SINGH","13 - DEVI PRASAD NAND","14 - NARENDRA NATH DUBEY ADIG","15 - BACHCHELAL","16 - RAJESH BHARTI SURYA","17 - RAM LAKHAN GUPTA","18 - LALLAN","19 - SHIVHARI AGARWAL","20 - SANTOSH KUMAR","21 - HARI LAL","22 - HEMANT KUMAR YADAV","23 - AHMED SOHEL SIDDIQUI","24 - IFTEKHAR KURAISHI","25 - GHANSHYAM","26 - JOHNSON THOMAS","27 - NARENDRA BAHADUR SINGH","28 - PRAKASH PRASAD","29 - PRABHAT KUMAR","30 - PRAMOD KUMAR","31 - BACHCHAN PRASAD YADAV","32 - BASEER KINNAR","33 - MANOJ KUMAR CHAUBEY","34 - MAHENDRA MISHRA","35 - RAVINDRA KUMAR","36 - RAJIV KUMAR MISHRA","37 - RAJENDRA PRASAD GARIB DAS","38 - RAMPYARE SINGH","39 - SHIV KUMAR SHAH","40 - SATISH SHANKAR JAYASWAL","41 - SATYAPRAKASH SRIVASTAVA","42 - SARVESH KUMAR GUPTA","43 - None of the Above","Total Votes Secured"
74,"SHILA SHIKSHA NIKETAN J.H.SCHOOL MAHABIR MANDIR R.NO.2",531,367,0,898,281,213,0,494,455,0,19,6,388,14,1,2,0,52,1,0,0,0,1,2,0,1,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,494
75,"SHILA SHIKSHA NIKETAN J.H.SCHOOL MAHABIR MANDIR R.NO.3",561,449,0,1010,336,246,0,582,582,0,20,5,492,14,1,0,0,40,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,1,582
76,"KASTURABA BALIKA VIDHYALAY TAKTAKPUR R.NO.1",1002,832,0,1834,586,446,0,1032,1009,0,39,20,736,91,2,0,0,105,3,4,1,0,0,0,0,3,3,0,2,1,1,1,0,0,1,2,1,1,2,1,1,4,0,0,1,1,1,1,0,0,0,0,3,1032
77,"KASTURABA BALIKA VIDHYALAY TAKTAKPUR R.NO.2",888,797,0,1685,487,428,0,915,855,0,52,17,581,73,1,0,0,169,0,0,0,1,2,1,2,2,0,2,0,0,0,1,0,0,0,1,0,0,1,2,1,0,0,1,0,0,2,0,0,1,0,1,1,915
78,"KASTURABA BALIKA VIDHYALAY TAKTAKPUR R.NO.3",565,478,0,1043,349,270,0,619,593,0,14,6,376,49,1,2,1,140,5,3,0,0,2,2,0,2,0,1,0,2,0,1,1,0,1,0,1,0,0,3,0,1,0,1,0,0,2,1,0,0,0,1,0,619
79,"KASTURABA BALIKA VIDHYALAY TAKTAKPUR R.NO.4",538,446,0,984,317,248,0,565,559,0,25,9,358,68,2,0,0,76,0,2,0,0,0,0,1,2,0,4,6,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,3,1,1,0,0,0,0,2,1,565
80,"L.T.COLLEGE MAKBUL ALAM ROAD R.NO.1",569,500,0,1069,359,277,0,636,592,0,30,35,278,18,1,0,0,255,1,0,0,1,0,0,0,2,0,1,1,2,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2,0,3,3,636
81,"L.T.COLLEGE MAKBUL ALAM ROAD R.NO.2",399,376,0,775,210,222,0,432,419,0,27,20,357,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,432
82,"L.T.COLLEGE MAKBUL ALAM ROAD R.NO.3",359,332,0,691,234,176,0,410,410,0,29,11,199,10,2,1,1,143,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,1,1,0,0,1,0,1,1,0,0,1,0,0,1,1,2,0,410
83,"L.T.COLLEGE MAKBUL ALAM ROAD R.NO.4",309,261,0,570,166,122,0,288,280,0,14,12,120,5,0,1,0,126,4,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,288
84,"L.T.COLLEGE MAKBUL ALAM ROAD R.NO.5",519,421,0,940,256,209,0,465,418,0,18,9,386,2,0,2,1,38,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,3,465
85,"L.T.COLLEGE MAKBUL ALAM ROAD R.NO.6",699,616,0,1315,500,249,0,749,749,0,54,19,365,5,2,0,2,281,2,0,0,0,0,1,0,0,2,1,0,1,0,1,0,1,0,0,0,1,0,0,0,1,2,4,0,0,0,0,0,0,0,2,2,749
86,"L.T.COLLEGE MAKBUL ALAM ROAD R.NO.7",701,637,0,1338,466,345,0,811,739,0,56,20,357,22,0,0,1,317,3,2,1,0,1,0,1,1,0,2,3,2,1,0,0,3,1,0,0,0,0,2,1,2,0,0,1,1,1,0,0,0,1,7,1,811
87,"L.T.COLLEGE MAKBUL ALAM ROAD R.NO.8",385,337,0,722,202,180,0,382,376,0,19,10,259,11,0,0,0,73,2,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,2,382
88,"L.T.COLLEGE MAKBUL ALAM ROAD R.NO.9",532,465,0,997,273,210,0,483,476,0,19,8,66,31,2,1,4,329,6,0,1,0,0,0,0,1,1,0,2,1,1,0,0,0,0,1,0,0,2,0,1,1,0,0,0,0,0,0,0,0,1,3,1,483
89,"L.T.COLLEGE MAKBUL ALAM ROAD R.NO.10",792,652,0,1444,455,314,0,769,569,0,49,9,79,30,1,0,1,562,5,0,1,1,0,0,0,1,0,0,0,1,0,2,1,5,1,1,0,1,0,2,0,3,0,0,0,2,0,1,0,0,1,8,1,769
90,"BAL NIKETAN SENIOR SECONDARY SCHOOL KHAJURI R.NO.1",739,681,0,1420,530,339,0,869,869,0,58,17,152,62,3,1,1,514,20,0,1,1,0,0,0,1,1,2,0,2,0,0,3,7,4,1,0,4,1,2,1,0,1,0,0,0,0,0,0,0,1,8,0,869
91,"BAL NIKETAN SENIOR SECONDARY SCHOOL KHAJURI R.NO.2",649,557,0,1206,350,286,0,636,600,0,57,17,251,5,1,1,1,279,7,4,0,1,1,0,0,3,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,3,1,636
92,"BAL NIKETAN SENIOR SECONDARY SCHOOL KHAJURI R.NO.3",592,486,0,1078,324,258,0,582,573,0,67,10,297,9,0,2,1,175,3,0,0,0,2,0,0,3,2,0,0,1,0,0,0,1,1,0,0,2,0,0,0,1,1,0,0,0,0,0,0,0,0,2,2,582
93,"BAL NIKETAN SENIOR SECONDARY SCHOOL KHAJURI R.NO.4",583,466,2,1051,244,223,0,467,450,0,40,27,192,5,0,0,0,180,1,1,0,0,1,0,0,1,1,0,0,0,1,0,1,2,3,2,0,1,0,0,3,0,0,0,0,0,0,0,0,1,2,1,1,467
94,"BAL NIKETAN SENIOR SECONDARY SCHOOL KHAJURI R.NO.5",521,437,0,958,277,216,0,493,481,0,12,47,305,31,2,0,1,73,2,1,1,0,0,1,0,2,0,0,0,0,1,0,0,0,0,1,1,2,1,0,0,1,1,1,0,2,1,0,0,2,0,0,1,493
95,"BAL NIKETAN SENIOR SECONDARY SCHOOL KHAJURI R.NO.6",591,498,0,1089,281,349,0,630,623,0,37,15,177,62,0,0,0,305,4,0,0,0,2,0,0,3,3,0,0,2,0,0,0,4,1,1,1,0,1,0,0,2,1,3,0,1,1,0,0,0,1,3,0,630
96,"BAL NIKETAN SENIOR SECONDARY SCHOOL KHAJURI R.NO.7",603,523,0,1126,367,283,0,650,650,0,44,14,140,9,1,0,2,426,3,0,0,0,0,1,3,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,2,1,650
97,"BAL NIKETAN SENIOR SECONDARY SCHOOL KHAJURI R.NO.8",580,501,0,1081,342,299,0,641,608,0,39,46,457,17,1,0,0,61,0,3,0,0,0,1,1,2,1,1,1,1,1,0,0,0,0,0,2,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0,2,641
98,"BAL NIKETAN SENIOR SECONDARY SCHOOL KHAJURI R.NO.9",518,423,0,941,221,188,0,409,409,0,20,21,278,11,0,2,0,66,1,0,0,1,1,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,1,0,409
99,"TULSI NIKETAN B.I.COLLEGE .KHAJURI R.NO.1",800,641,0,1441,466,350,0,816,807,0,45,97,510,7,1,3,1,95,2,3,1,1,2,3,6,8,3,0,3,1,0,1,0,1,0,1,2,0,1,2,1,4,2,1,1,1,0,0,0,1,0,4,1,816
100,"TULSI NIKETAN B.I.COLLEGE .KHAJURI R.NO.2",774,627,1,1402,479,338,0,817,769,0,106,44,440,51,1,1,1,132,0,4,0,0,0,1,1,5,1,0,2,1,0,0,0,1,0,0,3,1,0,2,1,5,1,1,3,0,0,2,0,0,0,4,2,817
101,"TULSI NIKETAN B.I.COLLEGE .KHAJURI R.NO.3",788,653,0,1441,470,341,0,811,772,0,25,78,270,95,2,1,1,257,3,3,0,1,1,1,1,2,1,4,4,2,2,1,2,6,2,2,0,6,0,6,3,6,0,1,1,0,4,3,2,2,1,3,6,811
102,"TULSI NIKETAN B.I.COLLEGE .KHAJURI R.NO.4",676,588,0,1264,389,251,0,640,448,0,21,64,314,36,1,1,0,156,1,1,0,0,1,2,0,0,1,0,1,0,0,0,0,0,1,1,2,0,1,2,0,0,1,1,3,1,2,0,0,1,1,18,5,640
103,"TULSI NIKETAN B.I.COLLEGE .KHAJURI R.NO.5",684,573,0,1257,422,298,0,720,688,0,40,45,467,50,2,4,0,86,0,1,2,0,1,0,1,3,0,0,3,0,0,0,0,1,1,1,1,1,0,1,1,4,0,0,0,0,0,0,0,0,1,1,2,720
104,"TULSI NIKETAN B.I.COLLEGE .KHAJURI R.NO.6",601,468,0,1069,384,245,0,629,610,0,27,42,440,13,0,0,0,80,0,2,0,0,0,1,0,3,1,2,3,2,0,1,1,0,0,0,0,1,1,0,5,1,2,0,0,0,0,0,0,0,0,1,0,629
105,"TULSI NIKETAN B.I.COLLEGE .KHAJURI R.NO.7",611,501,0,1112,368,250,0,618,616,0,30,36,446,14,1,1,1,50,0,2,0,1,0,6,0,5,1,1,2,1,1,0,0,1,1,0,0,0,1,4,8,1,0,0,0,0,1,0,0,0,0,1,1,618
106,"TULSI NIKETAN B.I.COLLEGE .KHAJURI R.NO.8",512,371,0,883,272,237,0,509,494,0,19,33,370,17,0,0,0,57,0,1,0,1,0,2,0,2,1,1,0,0,0,0,0,0,0,1,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,509
107,"TULSI NIKETAN B.I.COLLEGE .KHAJURI R.NO.9",497,411,0,908,257,194,0,451,410,0,24,18,305,8,1,3,1,77,0,0,1,0,0,3,0,3,1,0,0,0,0,0,0,1,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,451
108,"SUDHAKAR MAHILA I.C.KHAJURI PANDEYPUR R.NO.1",786,608,0,1394,442,354,0,796,779,0,50,95,540,16,0,0,0,74,1,1,1,0,1,1,1,2,1,0,1,0,0,0,0,0,0,1,2,0,0,0,1,1,0,1,0,0,1,0,0,0,0,1,3,796
109,"SUDHAKAR MAHILA I.C.KHAJURI PANDEYPUR R.NO.2",800,627,0,1427,465,328,0,793,793,0,15,45,499,55,1,4,1,136,1,2,1,2,0,3,1,3,0,0,2,1,0,0,1,1,0,0,2,0,2,4,3,1,0,1,0,0,0,1,0,0,1,3,1,793
110,"SUDHAKAR MAHILA I.C.KHAJURI PANDEYPUR R.NO.3",617,436,0,1053,410,228,0,638,638,0,26,81,464,14,0,0,1,37,0,2,1,0,0,1,0,0,0,0,3,0,0,0,1,0,0,1,1,2,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,638
111,"SUDHAKAR MAHILA I.C.KHAJURI PANDEYPUR R.NO.4",430,406,0,836,292,223,0,515,508,0,11,72,356,11,1,1,0,34,2,1,0,1,3,1,1,2,1,0,0,1,1,0,0,0,0,2,0,1,2,3,0,3,0,0,1,0,0,0,0,0,1,1,1,515
112,"SUDHAKAR MAHILA I.C.KHAJURI PANDEYPUR R.NO.5",614,481,0,1095,353,247,0,600,564,0,21,25,459,7,2,0,0,56,1,2,1,1,0,1,0,0,1,0,6,2,1,1,1,6,0,0,1,0,0,0,0,1,2,1,0,0,1,0,0,0,0,0,0,600
113,"SUDHAKAR MAHILA I.C.KHAJURI PANDEYPUR R.NO.6",635,492,0,1127,353,270,0,623,600,0,22,33,480,9,0,1,0,58,0,1,0,0,0,0,0,1,0,0,2,0,1,1,0,2,0,1,0,0,1,4,0,0,0,1,2,0,0,0,0,0,0,2,1,623
114,"SUDHAKAR MAHILA I.C.KHAJURI PANDEYPUR R.NO.7",387,303,1,691,175,134,0,309,297,0,23,7,242,6,0,1,0,26,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,309
115,"SUDHAKAR MAHILA I.C.KHAJURI PANDEYPUR R.NO.8",616,511,0,1127,394,335,0,729,716,0,29,36,582,20,0,2,0,37,3,3,0,1,0,1,1,0,0,0,1,2,0,1,0,0,0,1,1,2,0,0,0,1,2,0,0,1,0,0,1,0,0,0,1,729
116,"SUDHAKAR MAHILA I.C.KHAJURI PANDEYPUR R.NO.9",671,623,0,1294,447,394,0,841,837,0,47,39,576,16,0,0,1,104,2,5,0,2,0,0,2,1,6,4,11,2,2,0,3,3,1,1,0,1,0,3,1,1,2,2,0,0,0,0,0,0,1,0,2,841
117,"PANNALAL CHAUBEY U.M.V. LALPUR R.NO.1",600,508,0,1108,321,272,0,593,593,0,32,14,474,33,3,1,1,19,1,1,0,0,0,0,1,1,0,2,1,3,0,1,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,593
118,"PANNALAL CHAUBEY U.M.V. LALPUR R.NO.2",1127,905,0,2032,598,492,0,1090,1018,0,57,15,859,46,2,2,0,82,1,1,0,2,1,0,1,1,0,0,1,1,1,0,0,1,1,1,0,0,1,0,1,3,2,0,0,2,0,0,0,1,0,3,1,1090
119,"PANNALAL CHAUBEY U.M.V. LALPUR R.NO.3",812,723,0,1535,518,398,0,916,860,0,18,31,665,66,0,8,0,107,3,0,1,1,0,1,2,1,0,0,1,0,0,0,1,2,2,0,1,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,1,916
120,"PANNALAL CHAUBEY U.M.V. LALPUR R.NO.4",455,373,0,828,294,204,0,498,492,0,19,14,332,71,0,2,0,43,2,0,0,0,0,0,0,1,0,1,1,1,0,0,0,2,1,0,1,0,0,0,0,2,1,0,2,0,0,0,1,0,0,0,1,498
121,"PANNALAL CHAUBEY U.M.V. LALPUR R.NO.5",537,458,0,995,318,253,0,571,521,0,12,19,462,19,1,1,0,49,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,571
122,"PRASAD U.M.V.KHAJURI R.NO. 1",536,484,0,1020,296,202,0,498,460,0,29,30,319,44,0,4,0,49,3,3,0,0,0,3,1,2,0,0,0,0,0,0,0,0,1,1,3,0,1,1,0,1,0,0,0,1,0,0,0,0,1,1,0,498
123,"PRASAD U.M.V.KHAJURI R.NO. 2",675,476,0,1151,380,223,0,603,562,0,21,29,368,97,1,1,2,61,1,2,1,0,2,3,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,0,2,1,0,0,0,0,0,0,0,1,2,3,603
124,"PRASAD U.M.V.KHAJURI R.NO. 3",623,526,0,1149,351,253,0,604,598,0,20,25,423,49,1,1,1,51,0,2,1,2,1,1,1,5,1,0,1,0,1,1,1,1,0,0,3,0,2,0,1,0,4,0,3,0,0,0,0,0,0,0,1,604
125,"PRASAD U.M.V.KHAJURI R.NO. 4",601,435,0,1036,314,237,0,551,544,0,34,26,313,3,1,2,1,140,9,1,1,0,1,1,1,1,0,0,3,0,2,0,1,3,0,1,0,0,0,1,1,0,1,1,1,0,0,0,0,0,0,1,0,551
126,"PRASAD U.M.V.KHAJURI R.NO. 5",597,462,0,1059,350,253,0,603,590,0,28,26,337,11,0,3,1,175,3,2,1,0,1,0,0,1,1,1,0,0,0,0,1,1,1,1,1,0,0,1,0,1,0,1,1,0,0,0,0,0,0,1,2,603
127,"PRASAD U.M.V.KHAJURI R.NO. 6",600,473,0,1073,349,232,0,581,581,0,47,31,249,18,2,1,1,178,6,0,1,2,1,0,0,6,0,1,1,1,2,0,2,8,1,1,0,1,2,0,2,1,2,3,0,0,1,0,1,1,0,6,1,581
128,"PRASAD U.M.V.KHAJURI R.NO. 7",859,646,0,1505,491,324,0,815,806,0,103,29,302,33,0,1,0,292,6,1,0,0,0,0,0,3,2,2,3,2,1,0,2,4,1,0,0,1,1,2,0,1,3,0,4,1,2,0,2,0,0,10,1,815
129,"PRASAD U.M.V.KHAJURI R.NO. 8",848,671,0,1519,459,322,0,781,718,0,42,26,489,10,5,0,0,162,3,1,1,2,1,1,0,0,3,0,3,2,0,1,0,3,1,4,1,0,2,0,0,3,1,2,2,1,2,1,0,0,3,2,1,781
130,"P.P.PISANAHARIYA R.NO.1",575,528,0,1103,335,283,0,618,618,0,30,19,298,125,1,2,1,103,3,1,0,2,2,0,2,1,0,0,0,2,2,1,1,0,2,1,1,1,1,0,0,3,2,0,0,3,4,0,0,0,1,0,3,618
131,"P.P.PISANAHARIYA R.NO.2",852,614,0,1466,500,317,0,817,771,0,23,27,563,24,0,1,2,139,0,3,0,0,0,4,0,3,1,1,8,0,0,0,0,2,2,1,0,0,0,1,2,2,1,0,1,0,0,0,0,1,1,1,3,817
132,"P.P.PISANAHARIYA R.NO.3",406,340,0,746,222,179,0,401,350,0,24,6,273,29,0,3,1,30,0,1,2,0,4,4,0,4,0,2,0,0,1,0,0,2,2,1,0,3,2,1,1,3,0,0,0,0,1,0,0,0,0,0,1,401
133,"PUSPRANJAN B.N.DAULATPUR R.NO.1",690,541,0,1231,352,253,0,605,605,0,23,16,342,77,3,0,1,114,2,0,0,1,4,0,0,4,0,0,2,1,0,1,0,3,2,1,1,0,0,0,0,2,0,1,0,0,1,0,1,0,1,0,1,605
134,"PUSPRANJAN B.N.DAULATPUR R.NO.2",469,390,0,859,250,232,0,482,474,0,11,15,323,44,0,2,0,70,3,0,0,1,0,3,0,1,0,0,0,0,1,0,1,0,0,2,0,0,0,1,0,2,1,0,1,0,0,0,0,0,0,0,0,482
135,"PUSPRANJAN B.N.DAULATPUR R.NO.3",573,490,0,1063,274,261,0,535,533,0,29,14,388,28,1,0,1,56,0,0,0,1,0,3,0,2,0,1,4,1,0,0,1,0,0,1,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,535
136,"PUSPRANJAN B.N.DAULATPUR R.NO.4",660,512,0,1172,370,278,0,648,648,0,22,52,378,38,0,0,0,139,1,2,0,0,0,1,1,3,0,0,1,0,0,0,1,1,1,0,0,0,0,0,1,2,0,0,0,0,0,1,1,0,0,1,1,648
137,"PUSPRANJAN B.N.DAULATPUR R.NO.5",521,426,0,947,278,208,0,486,438,0,12,50,284,22,0,1,0,97,1,1,0,0,1,1,0,3,0,1,0,1,0,1,0,0,0,1,0,0,0,1,2,2,1,0,0,0,0,0,0,0,0,1,2,486
138,"TULSI NIKETAN SCHOOL PREMCHAND NAGAR R.NO.1",830,690,0,1520,490,403,0,893,893,0,32,19,686,14,1,1,1,102,2,0,1,0,0,4,0,2,4,2,3,1,0,0,0,2,0,2,3,1,1,3,0,1,0,2,1,0,0,0,0,1,0,1,0,893
139,"TULSI NIKETAN SCHOOL PREMCHAND NAGAR R.NO.2",508,425,0,933,282,241,0,523,523,0,20,12,399,10,0,3,1,46,0,5,0,1,1,1,0,2,0,3,0,6,0,0,0,0,0,1,0,1,0,2,4,3,0,1,0,0,0,0,0,0,1,0,0,523
140,"TULSI NIKETAN SCHOOL PREMCHAND NAGAR R.NO.3",605,534,0,1139,375,346,0,721,702,0,30,32,519,22,1,1,0,95,3,1,0,0,0,1,2,2,1,0,1,0,0,0,0,0,2,1,0,0,0,1,0,2,0,1,0,0,0,0,0,0,0,0,3,721
141,"TULSI NIKETAN SCHOOL PREMCHAND NAGAR R.NO.4",655,565,1,1221,315,242,0,557,515,0,17,14,448,4,0,1,0,53,0,1,0,0,0,1,0,2,1,0,1,0,0,0,1,0,2,0,0,0,1,2,1,1,1,1,1,0,0,0,1,0,0,1,1,557
142,"P.KANYA V PISHANRIYAN NO.2  R.NO.1",552,481,0,1033,321,262,0,583,519,0,22,13,457,11,1,0,0,56,0,2,0,0,1,2,3,2,0,0,0,1,1,0,0,0,0,1,0,0,1,2,0,1,0,0,3,0,2,0,0,0,0,0,1,583
143,"P.KANYA V PISHANRIYAN NO.2 R.NO.2",607,473,0,1080,373,295,0,668,578,0,24,17,499,31,0,1,0,59,0,1,0,0,0,2,1,11,1,0,2,1,0,0,1,1,0,1,1,0,1,1,2,5,2,0,0,0,0,0,0,0,0,0,3,668
144,"P.KANY V PISHANRIYAN NO.2 R.NO.3",562,489,0,1051,351,284,0,635,598,0,25,19,489,18,0,1,0,67,0,0,1,0,2,1,0,3,0,0,0,1,1,0,1,0,0,0,1,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,1,635
145,"P.KANYA V PISHANRIYAN  N0.2 R.NO.4",609,451,0,1060,388,227,0,615,603,0,24,27,450,15,0,0,0,74,2,4,0,0,0,3,2,2,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,2,1,0,1,2,0,0,0,0,1,1,0,615
146,"P.KANYA V PISHANRIYAN NO.2  R.NO.5",550,472,0,1022,330,270,0,600,563,0,20,26,461,13,0,1,0,47,0,1,2,0,0,3,0,4,0,1,3,0,0,1,1,1,1,2,1,1,0,3,1,3,0,0,1,0,0,0,0,0,0,0,2,600
147,"IDEN GARDEN SCHOOL RAMAREPUR R.NO.1",803,698,0,1501,485,426,0,911,898,0,37,22,633,58,2,2,0,120,1,5,2,1,3,3,0,6,0,1,1,0,0,1,1,0,0,0,1,1,0,4,0,2,1,0,1,1,0,0,1,0,0,0,0,911
148,"IDEN GARDEN SCHOOL RAMAREPUR R.NO.2",744,618,0,1362,409,334,0,743,611,0,23,22,570,28,3,2,1,57,0,3,0,0,3,1,2,4,1,1,2,2,2,2,1,1,2,1,0,3,1,0,0,1,0,0,1,0,0,1,0,0,0,0,2,743
149,"IDEN GARDEN SCHOOL RAMAREPUR R.NO.3",878,722,1,1601,506,319,0,825,674,0,31,53,537,33,0,2,1,132,1,0,1,1,0,2,1,2,0,1,2,0,1,2,0,1,0,2,0,0,0,3,1,2,3,0,3,0,0,0,1,2,0,3,1,825
150,"IDEN GARDEN SCHOOL RAMAREPUR R.NO.4",682,633,0,1315,194,521,0,715,668,0,23,27,477,37,2,0,2,84,1,3,0,1,2,3,0,0,0,1,3,2,1,2,0,2,1,2,1,4,1,2,1,2,3,0,2,2,6,1,5,2,1,4,2,715
151,"MANYAWAR KANSIRAM RAJKIYA SILK EXCHANGE MAUZA HALL R.NO.1",810,695,0,1505,477,365,0,842,805,0,33,139,516,71,2,0,1,48,0,2,0,0,1,0,2,3,1,1,2,1,0,1,3,0,0,1,0,3,0,0,2,2,1,0,1,2,1,0,0,0,0,0,2,842
152,"MANYAWAR KANSIRAM RAJKIYA SILK EXCHANGE MAUZA HALL R.NO.2",549,487,0,1036,316,281,0,597,597,0,24,36,461,13,1,0,1,53,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,2,0,0,0,0,0,0,0,0,0,0,1,597
153,"MANYAWAR KANSIRAM RAJKIYA SILK EXCHANGE MAUZA HALL R.NO.3",639,510,0,1149,328,370,0,698,638,0,21,34,542,41,0,1,1,32,0,2,0,0,0,3,1,5,0,0,1,0,1,1,0,0,0,0,2,1,0,1,2,3,0,1,0,0,0,0,0,0,0,0,2,698
154,"MANYAWAR KANSIRAM RAJKIYA SILK EXCHANGE MAUZA HALL R.NO.4",875,688,0,1563,474,335,0,809,809,0,22,68,615,18,2,2,0,43,0,2,0,2,3,1,1,2,1,0,3,0,1,1,1,0,1,0,1,3,1,4,0,2,0,0,0,0,1,0,1,2,2,1,2,809
155,"MANYAWAR KANSIRAM RAJKIYA SILK EXCHANGE MAUZA HALL R.NO.5",400,356,0,756,228,184,0,412,389,0,12,44,296,10,0,2,0,33,1,1,0,0,0,0,0,2,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,3,0,1,0,1,0,0,1,1,412
156,"MANYAWAR KANSIRAM RAJKIYA SILK EXCHANGE MAUZA HALL R.NO.6",691,481,0,1172,363,230,0,593,400,0,13,63,421,12,0,0,0,42,0,3,1,1,0,0,2,1,3,0,2,0,2,2,1,1,1,3,1,0,1,1,1,3,1,0,0,1,0,0,0,0,1,2,7,593
157,"MANYAWAR KANSIRAM RAJKIYA SILK EXCHANGE MAUZA HALL R.NO.7",614,501,0,1115,375,289,0,664,582,0,31,53,485,11,0,3,0,47,0,2,1,0,0,2,2,5,1,0,1,1,1,1,0,2,0,1,0,1,1,4,2,3,0,0,1,0,0,0,0,0,0,1,1,664
158,"SARASWATI S. M. SRINAGAR AKATHA R.NO.1",718,595,0,1313,380,281,0,661,650,0,19,42,449,31,0,1,1,93,1,4,0,1,0,1,0,3,2,1,1,0,0,1,0,0,0,0,2,0,2,1,1,1,1,0,0,0,0,0,1,0,0,0,1,661
159,"SARASWATI S. M. SRINAGAR AKATHA R.NO.2",518,438,0,956,317,240,0,557,547,0,20,49,399,12,1,1,1,56,3,5,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,2,0,1,0,0,0,0,0,1,0,0,0,1,0,557
160,"SARASWATI S. M. SRINAGAR AKATHA R.NO.3",442,366,0,808,209,168,0,377,347,0,23,38,234,35,2,1,0,31,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,2,0,0,0,1,0,2,0,0,1,0,1,0,0,0,0,0,1,377
161,"SARASWATI S. M. SRINAGAR AKATHA R.NO.4",610,455,0,1065,353,217,0,570,570,0,50,36,330,59,0,3,1,41,2,4,0,2,3,2,0,0,0,2,3,1,2,1,1,3,3,0,5,3,2,1,2,0,1,0,1,0,4,0,0,0,1,1,0,570
162,"SARASWATI S. M. SRINAGAR AKATHA R.NO.5",760,609,0,1369,369,260,0,629,611,0,43,78,328,79,2,1,1,47,0,5,2,1,0,1,2,5,0,2,0,0,1,0,0,2,1,0,3,1,0,0,1,6,1,0,0,1,3,0,1,2,0,2,7,629
163,"BALDEO PUBLIC SCHOOL BELA ROAD AKATHA R.NO. 1",652,514,0,1166,367,291,0,658,651,0,46,32,470,13,0,1,2,79,2,4,1,0,1,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,658
