"Polling Station",,"Total No of Electors",,,,"Voters Turnout",,,,,,"Candidate ID and Name",,,,,,,,,,,,,,,
"Part No","Part Name",Male,Female,Other,"Total No. of electors",Male,Female,Other,Total,"No of voters identifying using EPIC","Tendered Voter","1 - ASHOK KUMAR KANNAOUJIYA","2 - CHHOTELAL","3 - PAKAUDI LAL KOL","4 - BHAGWATI PRASAD CHAUDHARY","5 - SHARADA PRASAD","6 - GUN DEVI GYANI DEVI","7 - S. R. DARAPURI","8 - MANGOI","9 - RAVI SHANKAR KANNAUJIA","10 - RAJKUMAR","11 - SHANKAR KOL","12 - ARUN SINGH CHERO","13 - RAMBRIKSHA","14 - LAWRENCE ANTHONY","15 - None of the Above","Total Votes Secured"
164,"PRATHMIK VIDYALAY PAKARHAT R. NO. 1",428,377,0,805,268,256,0,524,524,0,15,205,151,5,103,2,2,2,1,2,3,13,2,6,12,524
165,"PRATHMIK VIDYALAY PAKARHAT R. NO. 2",407,309,0,716,217,182,0,399,11,0,3,205,79,7,81,0,3,2,0,0,2,8,2,3,4,399
166,"PRATHMIK VIDYALAY BAJARA",533,472,0,1005,352,304,0,656,382,0,12,281,38,38,262,0,1,0,3,3,2,1,3,2,10,656
167,"PRATHMIK VIDYALAY BABHANGAVA",431,387,0,818,261,210,0,471,400,0,12,214,22,41,146,5,1,2,4,2,6,6,2,2,6,471
168,"PRATHMIK VIDYALAY HARDI",343,302,0,645,151,143,0,294,94,0,10,189,7,10,63,2,5,1,1,0,1,1,2,2,0,294
169,"PRATHMIK VIDYALAY CHARKONVA",422,357,1,780,257,226,0,483,483,0,6,212,9,32,194,2,2,1,0,0,16,3,0,2,4,483
170,"PRATHMIK VIDYALAY SONVAT",343,304,0,647,219,193,0,412,36,0,11,208,7,17,158,3,1,0,0,0,1,1,0,5,0,412
171,"PRATHMIK VIDYALAY ELAHI",298,272,0,570,197,176,0,373,369,0,5,211,34,19,85,1,1,2,2,1,1,1,5,2,3,373
172,"KANYA PRATHMIK VIDYALAY KORIYANV",523,465,0,988,341,315,0,656,339,0,13,293,6,64,246,4,3,0,4,2,5,1,7,2,6,656
173,"PRATHMIK VIDYALAY KIRHULIYA",573,535,0,1108,346,287,0,633,633,0,13,268,43,196,61,3,1,3,2,1,4,6,9,9,14,633
174,"PRATHMIK VIDYALAY KUDAR",518,428,0,946,309,199,0,508,439,0,21,210,11,72,140,3,4,1,2,1,9,7,1,9,17,508
175,"PRATHMIK VIDYALAY RETIKALA",561,454,0,1015,313,265,0,578,477,0,18,250,23,45,204,2,3,2,0,2,5,2,2,7,13,578
176,"JUNIOR HIGH SCHOOL PANIKAPKALA",776,625,0,1401,431,285,0,716,1,0,22,306,33,109,188,3,3,0,3,2,13,8,4,4,18,716
177,"PRATHMIK VIDYALAY KARAD",477,428,0,905,313,240,0,553,553,0,18,265,78,21,114,3,2,2,0,3,5,2,10,10,20,553
178,"PRATHMIK VIDYALAY PURNAKALA",348,298,0,646,179,197,0,376,372,0,4,144,18,121,67,2,0,2,1,0,3,2,4,1,7,376
179,"PRATHMIK VIDYALAY GAURVAN",282,248,0,530,195,172,0,367,367,0,9,109,150,13,65,1,1,1,0,1,1,0,7,4,5,367
180,"PRATHMIK VIDYALAY SEMARIYA",793,683,0,1476,446,385,0,831,457,0,24,381,138,34,172,2,4,4,6,3,3,17,16,13,14,831
181,"JUNIOR HIGH SCHOOL SEMARIYA",452,372,0,824,278,242,0,520,85,0,8,257,115,42,57,2,3,2,1,1,1,6,7,3,15,520
182,"PRATHMIK VIDYALAY CHAKAYA",458,407,0,865,243,186,0,429,370,0,5,180,30,8,162,4,1,0,1,2,1,11,8,5,11,429
183,"PRATHMIK VIDYALAY VAINI (U.PA.)",728,598,0,1326,434,310,0,744,643,0,12,437,68,25,138,3,2,1,3,3,4,4,17,10,17,744
184,"PRATHMIK VIDYALAY DUBEYPUR",737,607,0,1344,471,429,0,900,899,0,27,295,264,44,221,9,2,3,3,2,3,2,9,6,10,900
185,"PRATHMIK VIDYALAY PAUNIKALA",400,340,0,740,301,221,0,522,522,0,9,368,33,25,54,2,2,3,1,1,2,4,6,4,8,522
186,"PRATHMIK VIDYALAY PATVADH",316,312,0,628,209,243,0,452,385,0,10,168,54,31,173,1,0,0,0,1,1,6,3,1,3,452
187,"PRATHMIK VIDYALAY NAGAANV",237,204,0,441,159,124,0,283,270,0,6,138,25,37,69,2,1,0,0,0,1,3,0,0,1,283
188,"PRATHMIK VIDYALAY SOHDAVAL",345,322,0,667,220,193,0,413,412,0,24,295,60,9,10,0,3,0,0,2,0,3,5,2,0,413
189,"PRATHMIK VIDYALAY KANHAURA",208,197,0,405,109,104,0,213,1,0,4,137,19,2,42,2,0,1,1,0,0,0,0,3,2,213
190,"PRATHMIK VIDYALAY NAGPUR",260,211,0,471,159,124,0,283,143,0,4,60,128,8,77,0,0,0,2,0,0,0,2,0,2,283
191,"PRATHMIK VIDYALAY VANBAHUAR",736,579,0,1315,408,308,0,716,716,0,13,237,296,20,109,3,3,1,2,4,3,4,5,10,6,716
192,"PRATHMIK VIDYALAY GOTIBANDH",809,706,0,1515,451,359,0,810,6,0,16,380,118,34,192,10,2,1,2,2,9,5,7,10,22,810
193,"JUNIOR HIGH SCHOLL NANDANA",340,319,0,659,203,197,0,400,400,0,5,113,124,3,130,2,2,0,0,3,3,3,3,4,5,400
194,"PRATHMIK VIDYALAY SIKARVAR",498,332,0,830,263,184,0,447,447,0,17,266,48,8,96,2,0,1,0,0,0,1,2,2,4,447
195,"PRATHMIK VIDYALAY SARAIGARH(P.PA.)",636,548,0,1184,356,289,0,645,645,0,10,74,203,16,303,5,0,2,1,3,5,4,4,5,10,645
196,"PRATHMIK VIDYALAY SARAIGARH(PU. PA.)",608,564,0,1172,319,279,0,598,549,0,10,177,50,14,326,7,0,1,1,3,1,1,4,1,2,598
197,"AANGANBAADI KENDRA SARAIGARH",800,712,0,1512,433,381,0,814,814,0,28,338,148,28,227,2,1,4,4,4,4,5,6,2,13,814
198,"PRATHMIK VIDYALAY PADRI",664,586,0,1250,412,368,0,780,734,0,11,362,168,18,164,6,1,2,6,4,4,2,9,4,19,780
199,"PRATHMIK VIDYALAY PANIKAPKHURD(BEUA) ME",341,310,0,651,207,164,0,371,371,0,23,187,79,25,24,0,3,1,4,1,1,2,2,5,14,371
200,"PRATHMIK VIDYALAY TENDUA",372,347,0,719,266,212,0,478,478,0,5,77,308,7,46,1,1,2,0,1,1,1,7,9,12,478
201,"PRATHMIK PATHSHALA KARAULI",491,429,0,920,349,250,0,599,599,0,8,341,31,5,188,5,0,1,1,0,0,2,3,2,12,599
202,"PRATHMIK VIDYALAY KAMHARIYA",643,552,0,1195,442,308,0,750,747,0,15,419,33,10,226,4,2,0,3,1,8,2,9,8,10,750
203,"PRATHMIK VIDYALAY BALIYARI",605,574,0,1179,462,326,0,788,613,0,35,502,162,32,33,3,2,1,5,2,0,1,1,4,5,788
204,"PRATHMIK VIDYALAY KHALIYARI(P. PA.)",845,734,0,1579,533,445,0,978,978,0,26,510,98,37,225,7,3,2,6,6,5,3,14,13,23,978
205,"PRATHMIK VIDYALAY RAYPUR",700,679,0,1379,410,351,0,761,699,0,20,180,138,90,291,6,2,3,4,1,3,2,10,5,6,761
206,"PRATHMIK VIDYALAY DORIYA",416,348,0,764,299,225,0,524,223,0,13,253,56,13,152,1,2,3,3,2,4,4,6,3,9,524
207,"PRATHMIK VIDYALAY RAIYAN",288,250,0,538,215,168,0,383,380,0,4,99,45,7,199,3,2,2,1,2,7,2,2,2,6,383
208,"PRATHMIK VIDYALAY AMDEEH",338,319,0,657,207,190,0,397,270,0,9,234,19,16,103,1,0,1,1,1,2,2,3,3,2,397
209,"PRATHMIK VIDYALAY KURVAL",253,215,0,468,140,116,0,256,256,0,12,186,25,14,6,2,2,1,1,0,1,2,3,0,1,256
210,"PRATHMIK VIDYALAY JHARNA",531,479,0,1010,368,271,0,639,621,0,31,373,21,20,144,4,0,3,2,1,3,6,10,14,7,639
211,"PRATHMIK VIDYALAY DEVARIMAY DEVARA",435,358,0,793,255,220,0,475,88,0,25,274,46,10,102,1,2,2,0,2,2,0,4,0,5,475
212,"PRATHMIK VIDYALAY SUARSOTKHURD",597,576,0,1173,375,328,0,703,652,0,16,389,152,31,54,3,2,5,3,1,2,4,12,12,17,703
213,"PRATHMIK VIDYALAY DARMA",67,68,0,135,60,55,0,115,91,0,1,74,13,4,15,0,0,0,0,0,1,2,2,1,2,115
214,"PRATHMIK VIDYALAY KAJIYARI",561,521,0,1082,391,341,0,732,732,0,35,415,89,10,130,0,4,1,5,4,10,4,5,8,12,732
215,"PRATHMIK VIDYALAY VARADAR",361,325,0,686,275,189,0,464,464,0,18,199,132,15,54,3,1,2,4,3,5,4,8,1,15,464
216,"PRATHMIK VIDYALAY SIYARIYA",219,209,0,428,169,146,0,315,315,0,11,164,62,5,44,2,1,1,1,1,2,3,5,5,8,315
217,"PRATHMIK VIDYALAY KODAI",267,236,0,503,182,156,0,338,200,0,5,194,62,5,43,2,2,0,2,2,0,5,5,4,7,338
218,"PRATHMIK VIDYALAY MAANCHI",399,364,0,763,268,241,0,509,100,0,16,215,74,18,144,3,2,3,2,1,4,2,5,6,14,509
219,"PRATHMIK VIDYALAY NAGAVAN",196,176,0,372,137,117,0,254,1,0,9,198,4,8,20,2,1,1,0,0,0,0,5,3,3,254
220,"PRATHMIK VIDYALAY VAAKI",394,335,0,729,273,253,0,526,174,0,17,245,145,22,63,2,0,0,1,2,3,1,10,3,12,526
221,"PRATHMIK VIDYALAY DAREV",316,272,0,588,248,194,0,442,307,0,16,365,19,3,7,0,2,1,3,1,1,5,5,2,12,442
222,"PRATHMIK VIDYALAY NAUDEEHA",209,188,0,397,149,134,0,283,274,0,6,136,33,4,84,3,3,3,0,1,1,1,1,0,7,283
223,"PRATHMIK VIDYALAY CHARGARA",355,346,0,701,244,212,0,456,456,0,11,150,117,9,146,3,0,4,6,1,2,0,4,2,1,456
224,"PRATHMIK VIDYALAY MADAPA",212,188,0,400,157,136,0,293,256,0,12,89,127,11,22,2,0,0,0,1,2,1,8,7,11,293
225,"PRATHMIK VIDYALAY SOHDAG",185,169,0,354,142,130,0,272,272,0,15,155,19,10,63,0,4,1,0,0,0,0,2,1,2,272
226,"PRATHMIK VIDYALAY CHAURA",172,160,0,332,134,109,0,243,243,0,12,204,7,2,0,0,0,1,1,0,0,2,3,1,10,243
227,"PRATHMIK VIDYALAY PATHARKUAN DUARI",227,195,0,422,173,144,0,317,313,0,19,233,7,7,19,2,0,3,3,0,1,2,3,1,17,317
228,"JUNIOR HIGH SCHOOL MAJHUI",327,326,0,653,257,205,0,462,3,0,6,163,13,40,168,8,3,3,2,4,10,5,8,5,24,462
229,"PRATHMIK VIDYALAY BADAILA",365,327,0,692,240,263,0,503,130,0,25,222,59,19,96,2,0,3,2,5,3,15,8,13,31,503
230,"PRATHMIK VIDYALAY KHODAILA",212,199,0,411,181,139,0,320,279,0,7,233,46,7,6,1,0,0,3,1,0,1,3,4,8,320
231,"PRATHMIK VIDYALAY CHICHLIK",227,186,0,413,152,123,0,275,275,0,8,166,56,7,19,1,0,0,0,1,0,1,6,3,7,275
232,"PRATHMIK VIDYALAY PANAURA",435,385,0,820,318,267,0,585,585,0,15,105,214,20,153,1,2,4,4,5,6,3,16,12,25,585
233,"PRATHMIK VIDYALAY SATHARI",137,122,0,259,94,93,0,187,185,0,2,50,69,18,32,2,0,0,0,0,2,3,0,1,8,187
234,"PRATHMIK VIDYALAY SOMA",302,233,0,535,204,159,0,363,363,0,6,48,34,17,201,2,1,4,1,4,4,6,6,13,16,363
235,"PRATHMIK VIDYALAY DHOSARA",388,336,0,724,273,231,0,504,475,0,11,242,62,67,87,0,2,0,2,1,3,1,9,4,13,504
236,"PRATHMIK VIDYALAY KEVTAM",240,207,0,447,198,145,0,343,324,0,16,47,6,231,21,2,0,2,0,1,1,2,3,3,8,343
237,"PRATHMIK VIDYALAY PALHARI",211,194,0,405,180,145,0,325,325,0,13,166,94,19,27,0,1,0,0,0,0,1,1,1,2,325
238,"VIRLA HA. SE. SCHOOL PATVADH (U.PA.)",754,664,0,1418,263,218,0,481,134,0,52,127,59,51,154,3,3,4,6,2,1,1,3,4,11,481
239,"VIRLA HA. SE. SCHOOL  PATVADH(P. PA.)",860,676,0,1536,388,281,0,669,668,0,33,197,68,91,208,4,0,2,2,3,7,13,10,9,22,669
240,"VIRLA HA. SE. SCHOOL PATVADH(D. PA.)",870,697,0,1567,373,240,0,613,600,0,49,234,52,115,122,3,4,5,6,1,1,5,3,5,8,613
241,"PRATHMIK VIDYALAY ADALGANJ",737,637,0,1374,365,330,0,695,645,0,5,137,71,10,419,6,2,1,6,4,10,5,4,4,11,695
242,"PRATHMIK VIDYALAY RUDAULI R. N0 1",815,737,0,1552,425,391,0,816,816,0,26,74,56,379,141,17,8,3,9,5,15,19,14,12,38,816
243,"PRATHMIK VIDYALAY RUDAULI R. NO.2",390,328,0,718,243,179,0,422,417,0,27,33,49,243,28,3,2,2,7,3,3,11,3,3,5,422
244,"PRATHMIK VIDYALAY KANACH",919,775,0,1694,586,481,0,1067,36,0,56,190,169,322,106,7,5,15,9,14,21,32,30,23,68,1067
245,"PRATHMIK VIDYALAY KANHAURA",539,455,0,994,334,244,0,578,332,0,66,219,80,26,71,3,10,6,1,3,7,8,20,14,44,578
246,"PRATHMIK VIDYALAY BASUHARI",324,275,0,599,200,130,0,330,319,0,8,65,58,9,154,2,3,6,3,2,3,2,5,3,7,330
247,"PRATHMIK VIDYALAY CHANANI",418,353,0,771,222,138,0,360,351,0,7,116,73,6,127,5,3,3,2,5,1,3,1,8,0,360
248,"PRATHMIK VIDYALAY RANIDEEH",204,180,0,384,114,97,0,211,158,0,7,74,71,2,48,2,2,0,0,0,2,2,0,1,0,211
249,"PRATHMIK VIDYALAY PINDAARI",603,491,0,1094,373,253,0,626,626,0,16,291,35,48,161,6,3,11,3,4,8,6,9,12,13,626
250,"PANCHAYAT BHAVAN GADAV",123,81,0,204,83,50,0,133,128,0,3,38,6,2,71,3,0,1,1,0,1,0,1,2,4,133
251,"PRATHMIK VIDYALAY CHAKARIYA",605,481,0,1086,389,256,0,645,644,0,25,210,128,72,111,4,6,11,5,8,8,7,14,9,27,645
252,"PRATHMIK VIDYALAY BARAHMORI",565,496,0,1061,304,258,0,562,514,0,24,206,13,170,37,4,4,5,7,4,7,16,11,14,40,562
253,"PRATHMIK VIDYALAY SASNAI",233,194,0,427,169,140,0,309,309,0,20,60,29,12,158,9,6,2,2,3,2,3,1,0,2,309
254,"PRATHMIK VIDYALAY PADRAKSH (JHIRANGADANDI)P. PA.",723,531,0,1254,379,160,0,539,535,0,13,279,75,18,82,4,1,4,5,1,2,8,10,9,28,539
255,"PRATHMIK VIDYALAY PADRAKSH (JHIRANGADANDI) PU. PA.",703,575,0,1278,343,278,0,621,621,0,29,268,153,47,52,4,3,0,2,4,6,7,14,7,25,621
256,"PRATHMIK VIDYALAY (MANRIYA) PADRAKSH",832,652,0,1484,365,252,0,617,587,0,27,281,78,39,53,7,8,7,8,9,7,10,24,14,45,617
257,"PRATHMIK VIDYALAY MANRIYA PADRAKSH(BHALUKUDAR) R. NO.1",619,504,0,1123,372,247,0,619,617,0,58,210,38,156,95,7,5,5,12,2,3,1,13,9,5,619
258,"PRATHMIK VIDYALAY MANRIYA PADRAKSH(BHALUKUDAR)R. NO.2",580,490,0,1070,323,275,0,598,598,0,24,129,45,169,94,4,1,5,7,6,9,16,22,20,47,598
259,"JAI JYOTI INTER COLLEGE DALA R. NO.1",682,259,0,941,240,61,0,301,267,0,3,232,8,30,18,1,0,0,8,0,0,0,0,1,0,301
260,"JAY JYOTI INTER COLLEGE DALA R. NO. 2",628,214,0,842,247,43,0,290,281,0,0,217,9,18,36,0,1,0,5,0,0,1,0,1,2,290
261,"JAI JYOTI INTER COLLEGE DALA R. NO. 3",621,441,0,1062,185,120,0,305,244,0,6,169,44,32,34,2,0,2,6,1,1,0,4,1,3,305
262,"JAI JYOTI INTER COLLEGE DALA R. NO. 4",747,552,0,1299,324,224,0,548,546,0,24,244,80,114,54,4,1,1,11,4,3,1,4,1,2,548
263,"JAI JYOTI INTER COLLEGE DALA R. NO. 5",578,380,0,958,146,93,0,239,233,0,2,116,40,43,22,0,0,0,8,0,0,0,0,0,8,239
264,"JAY JYOTI INTER COLLEGE DALA R. NO.6",617,471,0,1088,183,136,0,319,316,0,7,168,44,69,23,1,1,2,2,0,0,1,0,0,1,319
265,"JAI JYOTI INTER COLLEGE DALA R. NO.7",635,254,0,889,246,101,0,347,347,0,4,199,34,44,48,0,0,0,5,0,10,0,0,1,2,347
266,"JAI JYOTI INTER COLLEGE DALA R. NO.8",526,284,0,810,186,99,0,285,1,0,5,172,30,26,36,1,0,0,8,0,3,2,1,0,1,285
267,"PRATHMIK VIDYALAY DALA R. NO. 2",614,483,0,1097,263,182,0,445,440,0,15,203,68,96,38,3,2,1,3,2,1,5,2,2,4,445
268,"PRATHMIK VIDYALAY DALA R. NO. 3",681,526,0,1207,265,197,0,462,363,0,11,174,86,101,38,0,1,3,6,1,3,4,7,6,21,462
269,"PRATHMIK VIDYALAY GURMURA R. NO. 1",578,530,0,1108,335,263,0,598,13,0,29,124,40,172,97,9,9,12,11,14,13,7,15,18,28,598
270,"PRATHMIK VIDYALAY GURMURA R. NO. 2",526,468,0,994,321,246,0,567,39,0,30,149,21,111,119,6,4,0,2,10,22,10,21,16,46,567
271,"PRATHMIK VIDYALAY PARASPANI",784,615,0,1399,375,276,0,651,370,0,29,83,107,234,59,7,1,8,37,7,7,10,12,22,28,651
272,"PRATHMIK VIDYALAY NAVATOLIA",534,432,0,966,232,189,0,421,373,0,19,136,67,93,40,3,3,2,7,1,4,5,19,6,16,421
273,"PRATHMIK VIDYALAY PARASPANI TOLA NAVATOLIA",474,460,0,934,240,226,0,466,464,0,21,147,95,90,43,2,3,1,7,1,4,10,11,11,20,466
274,"PRATHMIK VIDYALAY PATGARHI",562,540,0,1102,396,326,0,722,705,0,28,121,48,224,94,5,9,9,9,14,12,27,25,26,71,722
275,"PRATHMIK VIDYALAY AVAADI",276,237,0,513,142,120,0,262,259,0,16,102,8,30,35,7,2,4,3,6,2,4,5,10,28,262
276,"JUNIOR HIGH SCHOOL KOTA KHAS",759,663,0,1422,475,441,0,916,772,0,62,95,71,540,32,6,6,7,8,10,10,7,17,19,26,916
277,"PRATHMIK VIDYALAY KOTAKHASH (PU. PA.)",842,676,0,1518,481,348,0,829,829,0,18,420,72,72,195,7,0,2,3,4,6,6,6,6,12,829
278,"PRATHMIK VIDYALAY KOTA KHASH P. PA.",743,575,0,1318,425,319,0,744,740,0,41,323,76,167,43,5,4,8,8,3,5,8,10,11,32,744
279,"PRATHMIK VIDYALAY KOTAKHASH(BASUDHA)",711,667,0,1378,430,335,0,765,733,0,34,48,23,376,109,15,10,8,5,18,27,28,19,12,33,765
280,"PRATHMIK VIDYALAY HARRA(PU. PA.)",944,748,0,1692,476,298,0,774,541,0,20,360,67,74,121,8,9,4,8,5,11,33,19,13,22,774
281,"PRATHMIK VIDYALAY HARRA(P. PA.)",901,706,0,1607,476,391,0,867,510,0,50,407,35,90,183,11,13,10,6,8,7,12,7,5,23,867
282,"PRATHMIK VIDYALAY NIGAAI",863,739,0,1602,507,428,0,935,877,0,26,171,257,88,237,7,5,7,5,3,7,39,22,14,47,935
283,"PRATHMIK VIDYALAY NIGAAI(BOKRAKHARI)",569,424,0,993,285,211,0,496,496,0,18,182,49,81,82,2,0,1,5,2,1,16,12,19,26,496
284,"PRATHMIK VIDYALAY NIGAAI(BOKRAKHARI)",598,470,0,1068,333,239,0,572,572,0,25,184,48,116,116,4,1,3,8,7,7,6,13,5,29,572
285,"PRATHMIK VIDYALAY RAMGARH(U. PA.)",731,568,0,1299,420,289,0,709,707,0,46,399,51,73,73,3,7,2,2,0,1,39,5,2,6,709
286,"PRATHMIK VIDYALAY RAMGARH(P. PA.)",495,397,0,892,232,200,0,432,16,0,20,156,33,72,115,6,1,5,1,2,3,6,3,2,7,432
287,"PRATHMIK VIDYALAY RAMGARH(D. PA.)",502,403,0,905,255,310,0,565,270,0,24,151,34,70,234,9,12,4,7,3,5,2,6,4,0,565
288,"PRATHMIK VIDYALAY NAUDEEHA(PU. PA.)",516,421,0,937,344,246,0,590,590,0,12,102,99,23,316,3,1,1,0,2,4,6,6,2,13,590
289,"PRATHMIK VIDYALAY NAUDEEHA(P. PA.)",550,434,0,984,335,295,0,630,454,0,20,149,144,131,106,4,1,1,5,2,4,11,7,11,34,630
290,"PRATHMIK VIDYALAY BARVADEEH(PU. PA.)",525,404,0,929,291,226,0,517,490,0,10,160,22,157,124,3,2,1,10,2,1,5,5,3,12,517
291,"PRATHMIK VIDYALAY BARVADEEH(P. PA.)",497,385,0,882,285,249,0,534,534,0,13,90,66,104,206,4,3,1,4,4,2,7,4,6,20,534
292,"PRATHMIK VIDYALAY MAHIUDDINPUR",317,266,0,583,213,165,0,378,378,0,20,199,26,70,51,3,1,0,3,0,0,1,1,1,2,378
293,"PRATHMIK VIDYALAY KHETKATVA",640,533,0,1173,387,344,0,731,430,0,27,528,56,21,35,5,3,2,3,2,4,3,16,11,15,731
294,"PRATHMIK VIDYALAY KHEMPUR(U. PA.)",831,645,0,1476,415,361,0,776,776,0,25,232,111,198,92,9,6,2,15,9,10,21,17,5,24,776
295,"PRATHMIK VIDYALAY KHEMPUR(D. PA.)",723,544,0,1267,446,291,0,737,737,0,28,273,39,65,243,6,4,6,4,5,6,25,13,9,11,737
296,"PRATHMIK VIDYALAY NAKATVAR",587,507,0,1094,300,261,0,561,561,0,22,309,73,7,86,4,0,2,4,4,7,3,10,6,24,561
297,"PRATHMIK VIDYALAY MAJHIGAVA",360,271,0,631,212,185,0,397,397,0,6,45,260,16,33,3,0,0,1,0,3,8,12,3,7,397
298,"PRATHMIK VIDYALAY CHANANIKALA",439,344,0,783,247,168,0,415,415,0,8,214,50,17,82,2,3,2,1,4,3,2,4,6,17,415
299,"PRATHMIK VIDYALAY NARHATI",598,508,0,1106,427,356,0,783,783,0,35,411,76,139,40,3,3,6,7,2,7,9,14,8,23,783
300,"PRATHMIK VIDYALAY DEVATAN",906,736,0,1642,502,441,0,943,922,0,6,82,663,50,72,1,4,0,3,3,5,7,14,7,26,943
301,"PRATHMIK VIDYALAY BARVAKHAR",291,254,0,545,219,186,0,405,178,0,9,11,322,25,6,0,0,2,0,1,0,6,6,6,11,405
302,"PRATHMIK VIDYALAY MISHRI STHIT GRAM RAGRAM",233,218,0,451,156,139,0,295,295,0,6,56,118,23,71,1,0,0,3,1,1,3,5,2,5,295
303,"PRATHMIK VIDYALAY BAGIYA",283,214,0,497,142,103,0,245,243,0,2,178,23,21,11,0,0,0,0,0,0,1,3,3,3,245
304,"PRATHMIK VIDYALAY KON(PU. PA.)",672,503,0,1175,344,265,0,609,609,0,11,450,54,48,16,1,2,0,2,0,0,4,6,3,12,609
305,"PRATHMIK VIDYALYA KON (PRA0 PA0)",735,567,0,1302,409,298,0,707,1,0,20,383,87,44,129,3,1,1,3,2,7,4,9,8,6,707
306,"PRATHMIK VIDYALYA SHIVPUR",364,302,0,666,171,146,0,317,315,0,9,131,40,12,115,0,1,4,0,0,0,1,0,3,1,317
307,"PRATHMIK VIDYALYA DOMA(PRA0 PA0)",429,362,0,791,220,206,0,426,182,0,25,178,91,53,35,4,2,3,6,0,2,6,3,3,15,426
308,"PRATHMIK VIDYALYA DOMA (DITIYA) STHIT GRAM MISHRI",282,218,0,500,151,119,0,270,263,0,12,161,14,19,45,1,4,3,0,1,2,2,1,2,3,270
309,"PRATHMIK VIDYALYA  KHRAUDHI",748,609,0,1357,5,2,0,7,3,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,1,7
310,"PRATHMIK VIDYALYA GHAGHIYA",416,356,0,772,173,169,0,342,300,0,16,255,21,10,19,1,1,1,1,2,1,3,7,3,1,342
311,"POORV MADH‍YMIK VIDYALYA RORVA",827,691,0,1518,460,364,0,824,802,0,16,285,16,107,300,6,4,5,3,9,8,10,10,13,32,824
312,"PRATHMIK VIDYALYA MITIHINIYAN ( PRA0 PA0 )",572,472,0,1044,367,312,0,679,679,0,50,344,19,11,114,4,8,6,4,10,5,14,13,14,63,679
313,"PRATHMIK VIDYALYA MITIHINIYAN ( DI. PA. )",441,363,0,804,234,187,0,421,421,0,13,255,80,12,23,3,1,3,2,2,2,9,4,5,7,421
314,"PRATHMIK VIDYALYA BAGESOTI ( SAMAILVA )R. NO. 1",706,605,0,1311,405,369,0,774,516,0,33,289,148,24,166,2,6,6,10,6,7,6,20,9,42,774
315,"PRATHMIK VIDYALYA BAGESOTI ( SAMAILVA ) R. NO. 2",674,600,0,1274,421,371,0,792,111,0,28,332,64,28,236,3,5,9,4,4,11,4,16,13,35,792
316,"PRATHMIK VIDYALYA KAN‍YA BAGESOTI ( D.PA. )",553,437,0,990,265,181,0,446,244,0,18,139,70,10,162,6,4,5,4,6,1,2,6,5,8,446
317,"PRATHMIK VIDYALYA KAN‍YA BAGESOTI ( U. PA. )",615,424,0,1039,292,223,0,515,515,0,5,197,140,35,91,3,3,2,2,1,4,4,9,7,12,515
318,"PRATHMIK KAN‍YA VIDYALYA  BAGESOTI ( M0 PA0 )",712,490,0,1202,343,270,0,613,613,0,20,286,66,11,185,2,6,3,1,8,1,2,6,7,9,613
319,"PRATHMIK ‍ VIDYALYA  DOOMAR",264,178,0,442,164,119,0,283,207,0,16,222,21,8,6,0,0,0,0,0,1,0,2,3,4,283
320,"PRATHMIK VIDYALYA KARAIL (POO0 PA)",949,766,0,1715,542,435,0,977,793,0,57,392,95,43,231,7,11,7,8,6,9,11,20,23,57,977
321,"PANCHAYT BHAVAN KARAIL R. N. 1",499,407,0,906,239,235,0,474,470,0,33,303,16,7,74,2,2,2,3,2,0,2,8,6,14,474
322,"PANCHAYT BHAVAN KARAIL R. N0. 2",506,410,0,916,242,217,0,459,457,0,19,225,41,48,39,4,4,3,3,1,3,12,15,16,26,459
323,"PRATHMIK VIDYALYA GIDHIYA (PU. PA.)",728,630,0,1358,412,339,0,751,725,0,29,282,221,38,52,19,8,3,5,4,8,16,17,13,36,751
324,"PRATHMIK VIDYALYA GIDHIYA (P. PA0 )",750,649,0,1399,425,348,0,773,773,0,38,290,173,60,77,8,6,6,7,5,8,16,16,24,39,773
325,"PRATHMIK VIDYALYA KISHUNPURVA",626,509,0,1135,328,266,0,594,527,0,14,275,14,50,183,3,5,4,1,2,0,8,15,8,12,594
326,"PRATHMIK VIDYALYA CHERVADIH",441,405,0,846,304,280,0,584,584,0,34,375,19,54,38,3,5,3,2,3,4,5,7,14,18,584
327,"PRATHMIK VIDYALYA PIPRKHAD (KEVAL )PU. PA.",782,628,0,1410,367,275,0,642,561,0,19,317,119,25,104,2,2,1,2,6,4,4,9,7,21,642
328,"PRATHMIK VIDYALYA PIPRKHAD KEVAL P. PA.",799,654,0,1453,452,378,0,830,830,0,24,299,83,62,207,11,13,4,11,5,10,20,22,19,40,830
329,"PRATHMIK VIDYALYA PIPARKHAND (GIDHINIYAN)",461,390,0,851,308,259,0,567,567,0,44,238,75,52,44,5,9,3,3,4,9,15,17,13,36,567
330,"JUNIOR HIGH SCHOOL KACHANARVA (P. PA.)",829,708,0,1537,414,312,0,726,726,0,32,398,62,32,88,3,7,6,8,11,7,9,17,8,38,726
331,"JUNIOR HIGH SCHOOL KACHANARVA PU.  PA.",788,675,0,1463,383,333,0,716,515,0,37,319,106,20,117,1,3,5,8,5,11,7,21,12,44,716
