"Polling Station",,"Total No of Electors",,,,"Voters Turnout",,,,,,"Candidate ID and Name",,,,,,,,,,,,,,,
"Part No","Part Name",Male,Female,Other,"Total No. of electors",Male,Female,Other,Total,"No of voters identifying using EPIC","Tendered Voter","1 - ASHOK KUMAR KANNAOUJIYA","2 - CHHOTELAL","3 - PAKAUDI LAL KOL","4 - BHAGWATI PRASAD CHAUDHARY","5 - SHARADA PRASAD","6 - GUN DEVI GYANI DEVI","7 - S. R. DARAPURI","8 - MANGOI","9 - RAVI SHANKAR KANNAUJIA","10 - RAJKUMAR","11 - SHANKAR KOL","12 - ARUN SINGH CHERO","13 - RAMBRIKSHA","14 - LAWRENCE ANTHONY","15 - None of the Above","Total Votes Secured"
160,"PRATHMIK VIDYALYA LOJHRA D. PA.",841,647,0,1488,363,212,0,575,169,0,27,202,109,35,114,2,6,5,6,8,9,3,13,13,23,575
161,"PRATHMIK VIDYALYA BADAHRA TOLA BADAHRA",519,403,0,922,363,208,0,571,169,0,21,336,92,76,24,1,6,1,0,0,2,2,2,3,5,571
162,"PRATHMIK VIDYALYA KHAJOORA  ROOM  N0 1",625,523,0,1148,323,248,0,571,205,0,42,288,39,34,68,4,4,4,4,3,8,8,19,19,27,571
163,"PRATHMIK VIDYALYA KHAJOORA ROOM  N0. 2",506,388,0,894,207,132,0,339,256,0,14,108,8,21,134,7,7,3,2,1,4,3,6,6,15,339
164,"PRATHMIK VIDYALYA KHAJOORA ROOM NO. 3",493,366,0,859,251,149,0,400,356,0,10,139,24,60,112,1,2,3,1,4,4,6,8,7,19,400
165,"PRATHMIK VIDYALYA MEDRADAH (PR. PA.)",487,366,0,853,213,152,0,365,206,0,25,225,25,36,7,2,4,1,3,1,2,3,9,14,8,365
166,"PRATHMIK VIDYALYA MEDRADAH ( DI. PA. )",500,389,0,889,234,161,0,395,265,0,29,210,24,41,23,3,1,2,7,3,5,7,14,8,18,395
167,"PRATHMIK VIDYALYA JOGEN‍DRA",616,433,0,1049,264,144,0,408,196,0,11,153,55,58,49,1,2,3,3,2,6,10,12,13,30,408
168,"PRATHMIK VIDYALYA RANHOR ( POO PA0 )",749,532,0,1281,372,233,0,605,405,0,27,263,59,32,159,2,3,1,2,1,5,9,10,10,22,605
169,"PRATHMIK VIDYALYA RANHOR ( P0PA0 )",643,463,0,1106,298,156,0,454,194,0,16,257,67,26,17,0,1,4,5,3,3,9,12,15,19,454
170,"PRATHMIK VIDYALYA AURADAD ANAPRA V‍DITIYA KAMRA N0 1)",516,365,0,881,203,121,0,324,190,0,1,143,51,77,23,1,4,1,7,0,1,2,3,0,10,324
171,"PRATHMIK VIDYALYA AURADAD ANAPRA V‍DITIYA KAMRA N0  2",571,396,0,967,228,127,0,355,268,0,7,145,59,95,21,3,8,1,9,0,2,2,0,1,2,355
172,"PRATHMIK VIDYALYA AURADAD ANAPRA V‍DITIYA KAMRA N0  3",615,418,0,1033,206,142,0,348,182,0,6,192,58,54,15,0,1,3,8,2,1,0,4,1,3,348
173,"PRATHMIK VIDYALYA AURADAD ANAPRA V‍DITIYA KAMRA N0  4",687,502,0,1189,270,134,0,404,365,0,5,181,73,97,22,1,8,1,6,1,1,3,2,0,3,404
174,"PRATHMIK VIDYALYA AURADAD ANAPRA V‍DITIYA KAMRA N0  5",619,418,0,1037,274,175,0,449,398,0,2,197,124,74,8,2,11,0,7,4,3,2,5,6,4,449
175,"PRATHMIK VIDYALYA KAUVANALA ( PRATHAM PARSH‍VA)",754,499,0,1253,312,208,0,520,132,0,8,357,42,82,2,2,4,1,11,1,5,0,0,2,3,520
176,"PRATHMIK VIDYALYA KAUVANALA ( V‍DITIYA PARSH‍VA)",561,369,1,931,248,167,0,415,157,0,10,258,35,59,12,3,1,0,18,2,1,4,1,2,9,415
177,"RAJKIYA IN‍TAR KALEJ ANAPRA ROOM  N0. 1",709,554,0,1263,286,210,0,496,193,0,1,270,60,73,30,2,17,37,1,0,1,0,2,2,0,496
178,"RAJKIYA IN‍TAR KALEJ ANAPRA ROOM N0. 2",793,576,0,1369,279,183,0,462,185,0,3,285,27,60,43,0,2,0,40,0,0,0,0,0,2,462
179,"RAJKIYA IN‍TAR KALEJ ANAPRA ROOM N0. 3",495,333,0,828,157,101,0,258,250,0,2,137,17,31,24,0,25,1,12,2,0,0,2,0,5,258
180,"VIGHUT P0 VA0 JOONIYR HAIS‍KOOL ANAPRA ROOM N0.-1",795,637,0,1432,348,148,0,496,187,0,6,251,53,88,50,1,0,1,40,0,0,0,1,1,4,496
181,"VIGHUT P0 VA0 JOONIYR HAIS‍KOOL ANAPRA ROOM N0-2",783,544,0,1327,254,184,0,438,260,0,3,243,44,73,37,0,4,1,31,0,0,0,0,0,2,438
182,"VIGHUT P0 VA0 JOONIYR HAIS‍KOOL ANAPRA ROOM N0-3",482,324,0,806,178,93,0,271,175,0,2,165,46,30,10,0,8,1,6,0,0,1,0,1,1,271
183,"U0 PRA0 KAN‍YA VIDYALYA ANAPRA (GAV) ROOM N0 -1",628,434,0,1062,339,221,0,560,175,0,8,276,38,106,95,1,1,0,13,1,2,1,3,3,12,560
184,"U0 PRA0 KAN‍YA VIDYALYA ANAPRA (GAV) ROOM N0 -2",506,347,0,853,210,192,0,402,181,0,9,282,28,51,16,0,0,0,13,0,0,1,0,2,0,402
185,"U0 PRA0 KAN‍YA VIDYALYA ANAPRA (GAV) ROOM N0 -3",567,398,0,965,273,152,0,425,196,0,7,294,31,74,5,1,0,0,5,0,0,0,1,2,5,425
186,"U0 PRA0 KAN‍YA VIDYALYA ANAPRA (GAV) ROOM N0 -4",353,206,0,559,180,94,0,274,158,0,3,192,21,38,8,1,1,0,2,0,0,2,2,3,1,274
187,"PRATHMIK VIDYALYA AURADAD PRATHAM KAMRA N0 -1",554,371,0,925,280,195,0,475,198,0,13,296,23,65,32,1,24,0,11,2,1,1,3,1,2,475
188,"PRATHMIK VIDYALYA AURADAD PRATHAM KAMRA N0 -2",582,366,0,948,289,176,0,465,196,0,7,257,24,101,19,3,18,0,7,5,0,3,2,8,11,465
189,"PRATHMIK VIDYALYA AURADAD PRATHAM KAMRA N0 -3",1032,663,2,1697,466,305,0,771,286,0,16,452,43,154,22,3,30,3,15,3,5,7,8,6,4,771
190,"PRATHMIK VIDYALYA REHTA (U0 PA0)",866,599,0,1465,396,281,0,677,296,0,14,182,107,171,167,3,5,0,8,1,4,4,3,3,5,677
191,"PRATHMIK VIDYALYA REHTA (M0 PA0)",662,479,0,1141,392,314,0,706,275,0,3,89,71,65,448,5,4,1,8,0,3,1,1,3,4,706
192,"PRATHMIK VIDYALYA REHTA (D0 PA0)",547,372,0,919,312,200,0,512,255,0,2,40,77,50,309,1,1,2,2,2,11,2,5,3,5,512
193,"D0 A0 V0 HAIS‍KOOL KAKRI ROOM N0 - 1",898,618,0,1516,293,209,0,502,255,0,4,333,32,41,60,0,1,1,25,0,0,1,2,0,2,502
194,"D0 A0 V0 HAIS‍KOOL KAKRI ROOM N0 - 2",332,233,0,565,145,103,0,248,243,0,3,157,33,12,19,1,0,0,19,0,0,0,4,0,0,248
195,"D0 A0 V0 HAIS‍KOOL KAKRI ROOM N0 - 3",716,499,0,1215,293,209,0,502,408,0,4,333,32,41,60,0,1,1,25,0,0,1,2,0,2,502
196,"D0 A0 V0 HAIS‍KOOL KAKRI  ROOM N0 - 4",514,377,0,891,168,130,0,298,205,0,1,190,33,32,28,0,0,0,13,1,0,0,0,0,0,298
197,"D0 A0 V0 HAIS‍KOOL KAKRI ROOM N0 - 5",719,501,0,1220,298,179,0,477,225,0,1,290,52,47,56,2,1,0,21,2,0,0,2,0,3,477
198,"JOONIYR HAIS‍KOOL PASH‍CHIMI PARASI ROOM N0 - 1",679,417,0,1096,221,148,0,369,225,0,4,250,25,62,14,2,1,0,3,0,1,1,1,3,2,369
199,"JOONIYR HAIS‍KOOL PASH‍CHIMI PARASI ROOM N0 - 2",655,470,0,1125,317,214,0,531,276,0,11,311,27,73,72,2,0,0,20,2,3,0,2,2,6,531
200,"PRATHMIK VIDYALYA POORVI PARASI ROOM N0-1",672,429,0,1101,288,164,0,452,198,0,5,299,22,60,51,0,0,0,7,0,1,0,2,3,2,452
201,"PRATHMIK VIDYALYA POORVI PARASI ROOM N0-2",670,442,0,1112,325,242,0,567,260,0,6,323,16,111,95,2,2,0,9,0,0,1,1,0,1,567
202,"PRATHMIK VIDYALYA POORVI PARASI ROOM N0-3",600,439,0,1039,251,184,0,435,196,0,2,306,16,69,17,0,0,1,17,0,1,0,2,2,2,435
203,"PRATHMIK VIDYALYA POORVI PARASI ROOM N0-4",675,447,0,1122,276,161,0,437,216,0,4,284,23,73,34,1,0,0,10,2,0,0,0,0,6,437
204,"PRATHMIK VIDYALYAPASH‍CHIM  PARASI ROOM  N0-1",899,592,0,1491,321,179,0,500,256,0,4,334,21,70,43,1,1,0,13,0,4,2,3,1,3,500
205,"PRATHMIK VIDYALYAPASH‍CHIM  PARASI ROOM N0-2",576,386,0,962,265,161,0,426,285,0,3,258,20,84,31,1,1,0,22,0,0,1,0,1,4,426
206,"PRATHMIK VIDYALYA PASH‍CHIM  PARASI ROOM N0-3",508,337,0,845,216,137,0,353,256,0,1,254,10,44,21,1,1,0,16,0,0,1,2,1,1,353
207,"PRATHMIK VIDYALAYA RENOOSAGR KAMRA N0 -1",642,376,0,1018,183,101,0,284,222,0,0,185,12,39,29,0,0,0,15,0,0,0,2,1,1,284
208,"PRATHMIK VIDYALYA RENOOSAGR ROOM N0 -2",768,563,0,1331,242,156,0,398,225,0,1,259,48,52,14,1,0,0,21,0,0,0,1,0,1,398
209,"PRATHMIK VIDYALYA RENOOSAGR KAMRA N0 -3",775,570,0,1345,200,156,0,356,234,0,4,242,37,33,11,0,0,0,26,1,0,1,0,0,1,356
210,"PRATHMIK VIDYALYA RENOOSAGR KAMRA N0 -4",450,266,0,716,136,79,0,215,215,0,2,164,18,14,2,0,0,0,13,0,0,0,0,1,1,215
211,"PRATHMIK VIDYALYA RENOOSAGR KAMRA NO-5",506,416,0,922,143,102,0,245,245,0,2,171,20,28,4,0,0,0,20,0,0,0,0,0,0,245
212,"VIDYA MAN‍DA‍I R KAN‍VEN‍T IN‍TAR KALEJ RENOOSAGR ROOM N0 -1",588,405,0,993,198,123,0,321,257,0,0,231,19,28,11,0,2,1,29,0,0,0,0,0,0,321
213,"VIDYA MAN‍DA‍I R KAN‍VEN‍T IN‍TAR KALEJ RENOOSAGR ROOM N0 -2",610,401,0,1011,188,120,0,308,238,0,6,183,40,26,15,0,0,0,35,0,1,1,1,0,0,308
214,"SH‍YAM SEVA MAN‍DAL RENOOSAGR KAMRA N0 -1",886,592,0,1478,289,173,0,462,250,0,4,328,44,44,7,0,0,0,28,0,0,0,0,3,4,462
215,"SH‍YAM SEVA MAN‍DAL RENOOSAGR KAMRA N0 -2",639,447,0,1086,234,153,0,387,258,0,4,247,26,49,19,2,0,0,30,1,1,0,0,0,8,387
216,"SH‍YAM SEVA MAN‍DAL RENOOSAGR KAMRA N0 -3",727,478,0,1205,281,169,0,450,185,0,6,269,58,45,30,0,1,1,32,0,0,2,3,0,3,450
217,"PRATHMIK VIDYALYA GARABAN‍DHA (PRA0 PA0)",978,545,0,1523,416,205,0,621,356,0,8,322,85,93,30,2,4,2,65,1,1,1,2,1,4,621
218,"PRATHMIK VIDYALYA GARABAN‍DHA (D‍I PA0)",693,399,0,1092,292,163,0,455,369,0,6,262,40,92,16,0,1,0,30,0,0,1,1,0,6,455
219,"PRATHMIK VIDYALYA PIPARI ROOM N0 -1",507,367,0,874,304,134,0,438,152,0,11,104,91,97,98,2,3,2,1,1,4,4,6,6,8,438
220,"PRATHMIK VIDYALYA PIPARI ROOM N0 -2",511,375,0,886,274,175,0,449,189,0,24,104,51,186,38,1,1,2,0,1,5,6,8,7,15,449
221,"PRATHMIK VIDYALYA BELVADAH",672,563,0,1235,374,241,0,615,150,0,30,275,105,29,111,1,3,2,5,2,3,2,10,18,19,615
222,"PRATHMIK VIDYALYA MAKRA (U0 PA)",798,645,0,1443,374,239,0,613,280,0,27,242,79,121,59,8,4,4,7,6,8,10,14,13,11,613
223,"PRATHMIK VIDYALYA SENDOOR",296,250,0,546,181,142,0,323,301,0,8,92,128,35,8,2,1,1,1,0,3,9,13,14,8,323
224,"RAJKIYA IN‍TAR KALEJ PIPRI ROOM N0 -1",885,594,0,1479,350,233,0,583,168,0,8,371,33,78,53,0,5,1,14,2,2,2,4,4,6,583
225,"RAJKIYA IN‍TAR KALEJ PIPRI ROOM N0 -2",519,315,0,834,231,30,0,261,356,0,3,171,17,27,29,0,1,0,10,0,0,1,1,0,1,261
226,"RAJKIYA IN‍TAR KALEJ PIPRI ROOM N0 -3",700,487,0,1187,244,205,0,449,302,0,4,267,44,83,25,1,0,0,14,1,0,1,1,6,2,449
227,"RAJKIYA IN‍TAR KALEJ PIPRI ROOM N0 -4",442,303,0,745,182,108,0,290,302,0,3,213,16,21,18,0,0,0,17,0,1,0,0,0,1,290
228,"RAJKIYA IN‍TAR KALEJ PIPRI ROOM N0 -5",584,441,0,1025,221,184,0,405,157,0,11,250,18,77,31,0,1,0,12,0,0,0,2,1,2,405
229,"RAJKIYA IN‍TAR KALEJ PIPRI ROOM N0 -6",470,339,0,809,155,132,0,287,230,0,2,164,24,58,24,0,1,0,7,2,1,0,0,1,3,287
230,"RAJKIYA IN‍TAR KALEJ PIPRI KAMRA N0 -7",615,422,0,1037,333,121,0,454,171,0,3,281,29,86,31,1,0,0,12,1,3,1,3,0,3,454
231,"RAJKIYA IN‍TAR KALEJ PIPRI ROOM  N0 -8",592,425,0,1017,238,196,0,434,182,0,0,264,21,79,36,0,2,2,18,1,2,2,2,2,3,434
232,"POORV JILA MUKH‍YALYA BHAVAN MURLIGDHI (PIPRI) R. NO 1",701,512,0,1213,330,242,0,572,181,0,8,311,79,117,27,2,0,0,22,1,0,2,0,1,2,572
233,"POORV JILA MUKH‍YALYA  BHAVAN MURLIGDHI (PIPRI) R. NO 2",484,323,0,807,240,154,0,394,305,0,4,238,43,83,8,0,0,0,9,0,0,0,3,2,4,394
234,"PRATHMIK VIDYALYA KANODIYA KEMIKALS ROOM N0 -1",634,377,0,1011,269,89,0,358,187,0,4,231,45,29,15,3,0,1,27,0,1,1,0,0,1,358
235,"PRATHMIK VIDYALYA KANODIYA KEMICALS ROOM N0 -2",589,328,0,917,279,128,0,407,189,0,6,277,39,39,16,1,0,0,27,0,0,0,0,1,1,407
236,"KANODIYA KEMIKALS P‍LE GRAUN‍D STHIT S‍TEJ ( PU. PA.)",589,368,0,957,214,125,0,339,184,0,7,214,35,33,22,0,0,0,22,0,1,0,1,2,2,339
237,"KANODIYA KEMKIL‍S P‍LE GRAUN‍D STHIT S‍TEJ ( P0 PA0)",664,353,0,1017,229,103,0,332,300,0,6,205,33,20,29,1,0,0,27,0,0,1,3,4,3,332
238,"PRATHMIK VIDYALYA RENOOKOOT ROOM  N0 -1",640,430,0,1070,292,187,0,479,275,0,5,357,42,22,7,0,0,0,43,0,0,0,1,0,2,479
239,"PRATHMIK VIDYALYA RENOOKOOT ROOM  N0 -2",720,524,0,1244,401,253,0,654,265,0,2,487,60,42,16,2,0,0,44,0,0,0,0,0,1,654
240,"PRATHMIK VIDYALYA RENOOKOOT ROOM  N0 -3",627,335,0,962,249,118,0,367,250,0,2,267,25,30,16,0,0,0,22,0,0,0,2,0,3,367
241,"PRATHMIK VIDYALYA RENOOKOOT KAKSH  N0 -4",652,410,1,1063,294,164,0,458,247,0,10,338,29,27,23,2,0,0,22,1,0,0,2,1,3,458
242,"PRATHMIK VIDYALYA RENOOKOOT KAKSH  N0 -5",989,637,0,1626,493,314,0,807,509,0,12,489,52,174,35,2,0,0,29,1,3,2,4,0,4,807
243,"MAHILA MAN‍DAL UCH‍CH PRATHMIK VIDYALYA RENOOKOOT ROOMN0 - 1",638,396,0,1034,249,149,0,398,298,0,3,279,23,26,11,0,0,0,55,0,1,0,0,0,0,398
244,"MAHILA MAN‍DAL UCH‍CH PRATHMIK VIDYALYA RENOOKOOT ROOM N0 - 2",578,413,0,991,214,150,0,364,259,0,3,282,24,14,9,0,0,0,31,0,0,0,0,1,0,364
245,"MAHILA MAN‍DAL UCH‍CH PRATHMIK VIDYALYA RENOOKOOT ROOM N0 - 3",633,414,0,1047,249,154,0,403,267,0,5,271,24,36,7,1,1,0,57,0,0,0,0,1,0,403
246,"MAHILA MAN‍DAL UCH‍CH PRATHMIK VIDYALYA RENOOKOOT ROOM N0 - 4",811,579,0,1390,262,166,0,428,280,0,2,333,16,28,7,0,1,0,35,0,1,0,1,1,3,428
247,"MAHILA MAN‍DAL UCH‍CH PRATHMIK VIDYALYA RENOOKOOT ROOM N0 - 5",368,228,0,596,176,116,0,292,200,0,1,198,10,21,18,0,0,0,44,0,0,0,0,0,0,292
248,"MAHILA MAN‍DAL UCH‍CH PRATHMIK VIDYALYA RENOOKOOT ROOM N0 - 6",849,581,0,1430,310,142,0,452,232,0,5,345,29,23,26,1,4,0,14,0,0,1,2,0,2,452
249,"POORV MADH‍YMIK VIDYALYA JOKAHI RENOOKOOT ROOM N0 -1",938,464,0,1402,310,143,0,453,165,0,6,345,29,23,26,1,4,0,14,0,0,1,2,0,2,453
250,"POORV MADH‍YMIK VIDYALYA JOKAHI RENOOKOOT ROOM N0 -2",598,295,0,893,284,121,0,405,213,0,7,311,32,25,7,2,1,0,12,0,0,1,1,0,6,405
251,"POORV MADH‍YMIK VIDYALYA JOKAHI RENOOKOOT ROOM N0 -3",520,279,0,799,190,85,0,275,160,0,2,203,17,31,6,0,0,0,10,0,0,0,2,1,3,275
252,"MAHARSHI DAYANN‍D IN‍TARMIDIET KALEJ RENOOKOOT  ROOM  N0 -1",695,349,0,1044,240,132,0,372,169,0,8,250,14,64,7,0,0,0,23,0,1,0,3,1,1,372
253,"MAHARSHI DAYANN‍D IN‍TARMIDIET KALEJ RENOOKOOT  ROOM  N0 -2",660,357,0,1017,276,154,0,430,174,0,8,305,22,53,10,0,2,0,25,0,1,0,1,0,3,430
254,"MAHARSHI DAYANN‍D IN‍TARMIDIET KALEJ RENOOKOOT  ROOM N0 -3",805,473,0,1278,344,186,0,530,179,0,8,339,36,92,27,1,1,1,17,0,1,1,3,2,1,530
255,"MAHARSHI DAYANN‍D IN‍TARMIDIET KALEJ RENOOKOOT  ROOM N0 -4",740,399,0,1139,390,150,0,540,178,0,10,349,29,85,29,2,1,1,9,4,0,1,3,3,14,540
256,"MAHARSHI DAYANN‍D PRATHMIK VIDYALYA RENOOKOOT ROOM N0 - 1",659,353,0,1012,297,158,0,455,189,0,5,366,11,27,22,1,0,0,17,0,2,0,1,1,2,455
257,"MAHARSHI DAYANN‍D PRATHMIK VIDYALYA RENOOKOOT ROOM N0 - 2",794,444,0,1238,329,169,0,498,185,0,2,330,46,34,58,0,0,0,23,1,1,0,1,1,1,498
258,"MAHARSHI DAYANN‍D PRATHMIK VIDYALYA RENOOKOOT ROOM N0 - 3",751,479,0,1230,282,171,0,453,259,0,9,315,43,42,20,0,0,2,19,0,0,0,0,2,1,453
259,"MITALI K‍LAB PRATHMI‍K VIDYALYA RENOOKOOT ROOM N0 -3",749,493,0,1242,299,184,0,483,189,0,5,335,37,21,14,0,0,0,68,0,1,0,0,1,1,483
260,"MITALI K‍LAB PRATHMI‍K VIDYALYA RENOOKOOT ROOM N0 -6",449,288,0,737,191,122,0,313,196,0,0,245,15,13,6,0,0,0,34,0,0,0,0,0,0,313
261,"MITALI K‍LAB PRATHMI‍K PA. RENOOKOOT YUNIT SANKH‍YA  2ROOM N0 -4",633,361,0,994,267,160,0,427,158,0,2,319,22,24,9,8,0,0,40,0,0,0,2,0,1,427
262,"MITALI K‍LAB PRATHMI‍K PA.RENOOKOOT YUNIT SANKH‍YA 2 ROOM N0 -5",647,438,0,1085,160,94,0,254,158,0,5,150,31,50,10,0,0,0,7,0,0,0,0,0,1,254
263,"ADIT‍YA BIDLA IN‍TAR KALEJ HIN‍DALKO RENOOKOOT  ROOM N0 -1",795,518,0,1313,282,138,0,420,174,0,2,330,18,18,6,1,0,0,45,0,0,0,0,0,0,420
264,"ADIT‍YA BIDLA IN‍TAR KALEJ HIN‍DALKO RENOOKOOT ROOM N0 -2",481,363,0,844,162,124,0,286,196,0,1,212,14,22,5,0,0,0,32,0,0,0,0,0,0,286
265,"ADIT‍YA BIDLA IN‍TAR KALEJ HIN‍DALKO RENOOKOOT ROOM N0 -3",459,301,0,760,150,89,0,239,158,0,1,192,8,7,4,0,0,0,25,0,0,0,0,0,2,239
266,"ADIT‍YA BIDLA IN‍TAR KALEJ HIN‍DALKO RENOOKOOT ROOM N0 -4",519,329,0,848,222,135,0,357,185,0,1,275,17,21,9,0,0,0,31,0,0,0,1,0,2,357
267,"MANORANJNALYA ROOM   N0 4 (VACHNALAY)",681,508,0,1189,242,161,0,403,184,0,4,321,7,34,5,0,0,0,28,0,0,0,0,0,4,403
268,"MAN‍TESRI S‍KOOL PRATHMIK VIDYALYA RENOOKOOT ROOM N0 -1",666,514,0,1180,301,218,0,519,183,0,5,423,16,20,14,0,0,2,38,0,0,0,0,0,1,519
269,"MAN‍TESRI S‍KOOL PRATHMIK VIDYALYA RENOOKOOT ROOM N0 -2",668,509,0,1177,315,224,0,539,405,0,0,439,30,19,5,1,0,0,44,0,0,0,0,0,1,539
270,"MAN‍TESRI S‍KOOL PRATHMIK VIDYALYA RENOOKOOT ROOM N0 -3",658,475,0,1133,285,198,0,483,403,0,5,395,21,28,3,1,0,2,28,0,0,0,0,0,0,483
271,"MAN‍TESRI S‍KOOL PRATHMIK VIDYALYA RENOOKOOT ROOM N0 -4",686,520,0,1206,314,238,0,552,160,0,0,465,15,30,2,0,0,0,35,0,0,0,0,0,5,552
272,"PRATHMIK VIDYALYA KHADPATHR (U0 PA0)",903,536,0,1439,281,198,0,479,168,0,8,322,56,37,29,2,0,0,14,0,0,1,1,5,4,479
273,"PRATHMIK VIDYALYA KHADPATHR (D0 PA0)",828,631,0,1459,340,249,0,589,462,0,5,365,123,36,27,2,1,0,16,1,1,0,4,2,6,589
274,"POORV MADH‍YMIK VIDYALYA MURDHVA ROOM N0 -1",606,348,0,954,233,128,0,361,402,0,4,265,26,29,9,0,0,0,19,0,1,0,2,2,4,361
275,"POORV MADH‍YMIK VIDYALYA MURDHVA ROOM N0 -2",587,369,0,956,238,145,0,383,185,0,7,270,31,43,11,0,0,0,14,0,0,1,3,0,3,383
276,"POORV MADH‍YMIK VIDYALYA MURDHVA ROOM N0 -3",559,348,0,907,184,128,0,312,230,0,1,249,17,21,9,1,0,0,11,0,1,0,0,1,1,312
277,"POORV MADH‍YMIK VIDYALYA MURDHVA ROOM N0 -4",527,319,0,846,169,97,0,266,201,0,10,175,41,13,11,0,0,2,5,0,0,1,0,1,7,266
278,"MSAMAN‍VAYA U0 MADH‍YMIK VIDYALYA MURDHVA ROOM  N0 -1",417,303,0,720,156,117,0,273,198,0,2,212,18,23,7,1,0,0,9,0,0,1,0,0,0,273
279,"SAMAN‍VAYA U0 MADH‍YMIK VIDYALYA MURDHVA ROOM N0 -2",617,409,0,1026,280,162,0,442,159,0,4,323,49,33,12,0,0,0,13,0,1,1,1,1,4,442
280,"SAMAN‍VAYA U0 MADH‍YMIK VIDYALYA MURDHVA ROOM N0 -3",624,396,0,1020,281,158,0,439,185,0,2,332,37,9,7,0,0,0,48,0,2,0,0,1,1,439
281,"SAMAN‍VAYA U0 MADH‍YMIK VIDYALYA MURDHVA ROOM N0 -4",1032,666,0,1698,469,269,0,738,175,0,5,539,41,41,20,0,0,0,84,0,2,0,1,2,3,738
282,"PANCHAYT BHAVAN KHAIRAHI (PU0 PA0)",865,731,0,1596,540,442,0,982,410,0,38,148,50,300,326,3,5,5,15,2,4,10,11,9,56,982
283,"PRATHMIK VIDYALYA KIRVANI",462,393,0,855,283,263,0,546,402,0,12,40,99,174,178,4,1,3,2,3,6,4,6,4,10,546
284,"PRATHMIK VIDYALYA RANTOLA",359,289,0,648,215,183,0,398,236,0,16,181,29,73,57,3,2,2,4,3,4,3,4,7,10,398
285,"SHIKSHA NIKETN U0 MADH‍YMIK VIDYALYA BANVASI SEVA AASHRAM GOVIN‍DPUR",442,331,0,773,241,195,0,436,187,0,9,122,11,53,217,1,0,1,5,1,0,3,3,6,4,436
286,"PRATHMIK VIDYALYA DADIHRA",705,582,0,1287,474,413,0,887,289,0,23,240,447,58,18,3,10,3,2,3,7,13,14,10,36,887
287,"PRATHMIK VIDYALYA PARNI",647,503,0,1150,439,388,0,827,268,0,38,310,160,152,65,8,4,3,3,5,8,10,14,14,33,827
