"Polling Station",,"Total No of Electors",,,,"Voters Turnout",,,,,,"Candidate ID and Name",,,,,,,,,,,,,,,
"Part No","Part Name",Male,Female,Other,"Total No. of electors",Male,Female,Other,Total,"No of voters identifying using EPIC","Tendered Voter","1 - KAMLA PRASAD RAWAT","2 - P. L. PUNIA","3 - PRIYANKA SINGH RAWAT","4 - RAJRANI RAWAT","5 - KISHAN LAL","6 - P. C. KUREEL","7 - DINESH CHANDRA GAUTAM","8 - NITIN SINGH","9 - BABU LAL","10 - MEDI LAL","11 - RAJESH KUMAR VIDYARTHI","12 - ABHILAKH RAWAT","13 - KHANJAN LAL","14 - MAHESH","15 - None of the Above","Total Votes Secured"
330,"RAMSEWAK I.C. LAKHPEDABAG ROOM N0 6",719,615,0,1334,362,292,0,654,302,0,41,152,420,24,1,0,4,0,0,4,0,1,0,1,6,654
331,"RAMSEWAK I.C. LAKHPEDABAG",660,525,1,1186,280,205,0,485,410,0,77,92,275,28,1,0,6,0,0,3,0,0,0,0,3,485
332,"RAMSEWAK LAKHPEDABAG ROOM N0 9",874,660,0,1534,456,302,0,758,201,0,32,163,503,30,1,0,22,2,0,0,0,0,1,1,3,758
333,"RAMSEWAK LAKHPEDABAG ROOM N0 10",764,646,0,1410,331,262,0,593,584,0,34,102,424,19,0,2,10,0,0,0,0,0,0,1,1,593
334,"SUBHASH ADARSH I.C.KURAULI ROOM NO. 1",623,559,0,1182,465,381,0,846,593,0,66,188,527,43,1,5,11,0,1,1,0,1,1,1,0,846
335,"P.S. JINHAULI ROOM NO. 1",812,647,0,1459,584,416,0,1000,829,0,144,632,53,107,0,1,3,0,0,2,42,1,4,3,8,1000
336,"J.H.S. ASENI ROOM NO. 1",542,514,1,1057,237,187,0,424,61,0,39,126,232,20,2,0,4,0,0,0,0,0,0,0,1,424
337,"P.S. DHAUKALPUR ROOM NO. 1",372,299,0,671,276,187,0,463,126,0,31,42,146,220,4,1,2,1,2,1,0,2,8,0,3,463
338,"P.S. DHARSANIYA ROOM NO. 1",319,316,0,635,271,232,0,503,124,0,182,40,108,165,0,1,2,1,1,1,0,1,0,0,1,503
339,"P.S. KARKHA ROOM NO. 1",359,308,0,667,263,188,0,451,152,0,34,256,150,2,2,0,0,0,0,0,1,0,4,2,0,451
340,"P.S. GOKULPUR ROOM NO. 1",776,637,0,1413,454,409,0,863,430,0,137,100,209,383,7,3,0,2,2,2,1,2,6,5,4,863
341,"P.S. MAUTHRI NORTH PART",634,570,0,1204,495,378,0,873,790,0,15,332,327,166,2,2,4,1,0,1,0,5,9,4,5,873
342,"P.S. MAUTHRI SAUTH BHAG",773,646,0,1419,600,370,0,970,785,0,57,337,449,92,1,2,3,1,3,1,1,2,7,4,10,970
343,"P.S. DARAPUR ROOM N0 1",567,518,0,1085,446,319,0,765,15,0,34,90,321,305,0,2,10,0,1,0,0,0,2,0,0,765
344,"P.S. MANERA ROOM N0 1",581,499,0,1080,469,321,0,790,10,0,101,156,168,353,1,1,2,0,0,0,0,0,3,1,4,790
345,"P.S. DAUDPUR ROOM N0 1",490,398,0,888,390,280,0,670,12,0,21,63,344,222,3,1,1,0,0,0,1,3,3,3,5,670
346,"P.S. SARAY AKBARABAD ROOM N0 1",337,301,0,638,273,211,0,484,410,0,38,117,71,245,1,4,1,1,1,0,0,0,2,1,2,484
347,"P.S. JAFARPUR ROOM N0 1",535,481,0,1016,432,310,0,742,590,0,39,117,67,488,2,0,1,1,3,2,1,5,7,4,5,742
348,"P.S. SARAY BUDHEDI ROOM N0 1",210,186,0,396,172,129,0,301,2,0,34,53,141,63,0,0,3,0,0,1,0,0,3,0,3,301
349,"P.S. LAKHAICHA ROOM N0 1",522,458,0,980,452,357,0,809,62,0,133,283,160,202,2,2,2,1,3,4,0,2,6,5,4,809
350,"P.S. BEEJEMAU ROOM 1",482,400,0,882,376,273,0,649,156,0,26,120,301,195,3,0,0,0,0,0,0,0,2,1,1,649
351,"P.S. KAMARPUR ROOM N0 1",440,418,0,858,361,293,0,654,4,0,123,185,144,178,1,0,4,1,0,0,0,1,5,3,9,654
352,"J.H.S. HASEMAU ROOM N0 1",559,521,0,1080,426,307,0,733,643,0,36,174,419,81,2,2,4,0,3,0,2,5,1,1,3,733
353,"P.S. SARAYMIHI ROOM N0 1",512,422,0,934,417,315,0,732,21,0,108,236,97,269,3,2,2,1,1,0,0,2,3,3,5,732
354,"P.S.NARTH PART BHITAULI KALA ROOM N0 1",695,555,0,1250,510,263,0,773,260,0,33,246,323,147,0,5,0,3,1,1,1,3,9,0,1,773
355,"P.S. D.BHAG BHITAULI KALA",786,644,0,1430,537,326,0,863,680,0,45,171,300,323,3,1,0,2,2,1,3,0,6,1,5,863
356,"P.S. RAMPUR JOGA ROOM N0 1",567,451,0,1018,468,330,0,798,400,0,178,115,69,419,3,1,0,1,1,0,0,0,3,4,4,798
357,"P.S. DALLOOKHERA ROOM N0 1",427,324,0,751,310,167,0,477,159,0,64,47,52,291,8,1,3,1,1,2,0,2,2,1,2,477
358,"P.S. TINDHWANI ROOM NO. 1",614,534,0,1148,452,293,0,745,386,0,148,99,342,85,1,4,6,1,1,6,2,10,12,10,18,745
359,"P.S. BARAULI ROOM N0 1",509,457,0,966,353,251,0,604,171,0,222,54,185,116,1,0,4,0,1,0,1,1,3,4,12,604
360,"P.S. BARAULI ROOM N0 2",337,314,0,651,225,183,0,408,188,0,93,25,175,97,4,0,5,0,2,1,0,0,5,0,1,408
361,"P.S. BARAULI ESTRE ROOM",637,587,0,1224,464,350,0,814,22,0,82,84,169,443,6,1,3,1,1,3,1,2,4,5,9,814
362,"P.S. JATA R.N.1",742,585,0,1327,568,303,0,871,169,0,73,105,320,345,6,0,3,2,1,2,6,2,1,0,5,871
