"Polling Station",,"Total No of Electors",,,,"Voters Turnout",,,,,,"Candidate ID and Name",,,,,,,,,,,,,,,
"Part No","Part Name",Male,Female,Other,"Total No. of electors",Male,Female,Other,Total,"No of voters identifying using EPIC","Tendered Voter","1 - KAMLA PRASAD RAWAT","2 - P. L. PUNIA","3 - PRIYANKA SINGH RAWAT","4 - RAJRANI RAWAT","5 - KISHAN LAL","6 - P. C. KUREEL","7 - DINESH CHANDRA GAUTAM","8 - NITIN SINGH","9 - BABU LAL","10 - MEDI LAL","11 - RAJESH KUMAR VIDYARTHI","12 - ABHILAKH RAWAT","13 - KHANJAN LAL","14 - MAHESH","15 - None of the Above","Total Votes Secured"
161,"P.S. SAIHARA ROOM NO. 1",598,509,0,1107,439,311,0,750,9,0,201,195,294,32,1,4,0,1,1,3,1,3,3,7,4,750
162,"P.S. DAUDHIHARA ROOM NO. 1",515,442,1,958,390,261,0,651,547,0,103,65,215,238,9,1,1,2,1,0,5,1,4,4,2,651
163,"P.S. JABRI KHURD ROOM NO. 1",617,488,0,1105,448,329,0,777,15,0,224,393,42,96,1,0,4,0,1,1,2,1,1,2,9,777
164,"P.S TIKARIYA R.NO. 1",720,642,1,1363,551,389,0,940,265,0,157,106,399,240,5,0,2,0,0,2,3,3,2,6,15,940
165,"P.S. TIKARIYA R.NO. 2",150,134,0,284,112,72,0,184,140,0,1,7,110,60,0,0,1,0,1,0,0,0,0,1,3,184
166,"P.S. ACHRIPURWA MAJRE MIYAPUR ROOM NO. 1",415,342,0,757,330,246,0,576,14,0,100,68,380,19,1,0,1,0,0,0,0,1,3,2,1,576
167,"P.S. JAMUWASHI R.NO. 1",550,479,0,1029,455,306,0,761,680,0,193,48,187,310,2,2,2,1,1,3,0,2,2,1,7,761
168,"P.S. SARSUANDI R.NO. 1",387,320,0,707,310,232,0,542,135,0,368,24,99,26,1,0,2,0,1,1,1,1,6,5,7,542
169,"P.S. SARSAUNDI R.NO. 2",569,485,0,1054,425,335,0,760,58,0,162,179,304,100,1,1,0,2,0,1,5,0,0,4,1,760
170,"P.S. MURADABAD ROOM NO. 1",408,381,0,789,335,262,0,597,150,0,121,140,267,49,3,0,5,0,0,2,2,3,1,1,3,597
171,"P.S. NARGISHMAU ROOM NO. 1",251,212,0,463,209,157,0,366,51,0,100,52,94,113,1,0,0,0,0,1,0,1,2,0,2,366
172,"P.S. MUJAFFARMAU ROOM NO. 1",522,420,0,942,402,278,0,680,180,0,168,111,241,122,2,2,6,2,1,2,7,1,7,4,4,680
173,"P.S. MATI R.NO. 1",524,488,0,1012,355,289,0,644,380,0,119,125,277,108,3,1,2,0,2,0,0,0,1,1,5,644
174,"P.S. MATI R.NO. 2",636,556,0,1192,446,314,0,760,34,0,144,262,277,59,1,0,4,1,0,0,3,1,0,2,6,760
175,"P.S. RENDUWA PALHARI R. NO. 1",561,446,0,1007,406,264,0,670,524,0,53,173,303,117,0,3,2,0,2,12,1,0,1,0,3,670
176,"P.S. RENDUWA PALHARI R. NO. 2",443,382,0,825,357,240,0,597,169,0,200,52,214,120,0,0,2,0,1,0,1,1,3,1,2,597
177,"P.S.CHATENAGHADI R. NO. 1",718,562,0,1280,349,370,0,719,680,0,46,94,415,144,2,1,3,0,0,0,2,2,4,3,3,719
178,"J.H.S. BASTI NORTH PART",775,625,0,1400,489,245,0,734,22,0,116,78,226,290,1,2,0,0,1,3,3,2,2,1,9,734
179,"J.H.S. BASTI SOUTH PART",527,429,0,956,346,235,0,581,3,0,55,97,343,72,3,2,0,0,0,0,1,3,3,1,1,581
180,"P.S. BASTI ROOM NO. 1",575,466,0,1041,391,266,0,657,48,0,129,202,102,186,2,1,1,1,2,3,13,2,3,5,5,657
181,"P.S. DANIYALPUR R. NO. 1",456,376,0,832,307,197,0,504,480,0,47,123,296,25,2,0,2,0,1,0,0,1,2,1,4,504
182,"P.S. DANIYALPUR R. NO. 2",380,334,0,714,262,166,0,428,390,0,97,170,96,55,0,0,1,1,1,0,1,1,2,0,3,428
183,"P.S. KEWADI ROOM NO. 1",495,434,0,929,352,282,0,634,481,0,115,78,295,118,1,1,4,0,3,2,0,1,7,2,7,634
184,"P.S. RUSTAMPURWA MAJRE KHASPARIYA R. NO. 1",496,440,0,936,401,285,0,686,610,0,129,80,359,110,1,2,2,0,2,0,0,0,1,0,0,686
185,"P.S. RUSTAMPURWA MAJRE KHASPARIYA R. NO. 2",536,470,0,1006,375,243,0,618,157,0,57,116,423,6,1,0,0,0,1,2,2,0,7,0,3,618
186,"P.S. SANDAULI UMARPUR ROOM NO. 1",739,709,0,1448,592,517,0,1109,817,0,175,275,271,352,5,2,2,1,2,1,0,3,9,3,8,1109
187,"P.S. MOHAMMADPUR CHAUKI ROOM NO. 1",602,552,1,1155,465,373,0,838,225,0,12,466,276,52,0,1,2,2,2,1,1,1,8,5,9,838
188,"P.S. SAFEDABAD ROOM NO. 1",290,263,0,553,230,188,0,418,351,0,80,85,230,13,1,0,0,0,1,0,2,0,2,1,3,418
189,"P.S. AHIRANPURWA MAJRE SARTHARA R. NO. 1",485,443,0,928,361,279,0,640,55,0,69,191,220,131,0,2,1,0,7,1,1,4,4,3,6,640
190,"P.S. AHIRANPURWA MAJRE SARTHARA R. NO. 2",287,268,0,555,181,120,0,301,100,0,6,192,69,27,0,1,0,1,0,0,0,1,1,1,2,301
191,"P.S. AHIRANPURWA MAJRE SARTHARA EXTRA ROOM",261,204,0,465,125,87,0,212,12,0,14,100,60,31,3,1,0,0,1,0,0,1,0,1,0,212
192,"P.S. PARETHIYA ROOM NO. 1",362,324,0,686,288,234,0,522,140,0,100,31,270,110,2,0,1,1,1,0,0,2,2,0,2,522
193,"P.S. BHUHERA ROOM NO. 1",529,439,0,968,375,224,0,599,99,0,21,49,88,425,7,0,0,0,1,0,0,2,2,3,1,599
194,"P.S. URGADIYA ROOM NO. 1",317,291,0,608,3,1,0,4,1,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,4
195,"P.S. GADIYA 1 ROOM N0 2",731,615,0,1346,243,167,0,410,10,0,248,76,74,2,0,0,0,1,1,1,1,0,1,0,5,410
196,"P.S. GADIYA 1 ROOM N0 1",322,293,0,615,243,167,0,410,10,0,248,76,74,2,0,0,0,1,1,1,1,0,1,0,5,410
197,"J.H.S. MUBARAKPUR ROOM 1",695,611,0,1306,528,396,0,924,157,0,291,235,261,112,3,1,1,5,1,0,1,2,3,0,8,924
198,"P.S. MAKHDOOMPUR ROOM 1",525,457,0,982,389,277,0,666,12,0,134,140,229,149,2,0,0,1,0,1,3,2,1,0,4,666
199,"P.S. GADIYA FORM ROOM NO. 1",536,414,1,951,310,250,0,560,9,0,7,374,90,66,0,2,2,1,1,0,3,0,5,4,5,560
200,"PANCHAYAT BHAWAN FARESTIPUR GADIYA ROOM NO. 1",676,537,0,1213,502,331,0,833,35,0,84,166,252,284,3,5,21,2,0,3,2,1,5,1,4,833
201,"P.S. ALAPUR ROOM 1",557,433,0,990,394,276,0,670,165,0,15,554,65,21,0,0,2,0,0,1,5,0,2,1,4,670
202,"P. S. ALAPUR ROOM NO. 2",589,486,0,1075,357,237,0,594,145,0,5,457,110,11,0,2,0,0,0,1,5,0,2,0,1,594
203,"P. S. SAFIPUR ROOM NO. 1",572,532,1,1105,352,264,0,616,111,0,86,149,303,47,3,5,3,2,1,2,2,0,7,3,3,616
204,"P.S. OBRI ROOM NO. 1",466,387,0,853,240,196,0,436,140,0,15,143,150,114,2,0,5,1,0,0,0,1,1,1,3,436
205,"P. S. OBRI ROOM NO. 2",353,307,0,660,184,140,0,324,109,0,24,71,191,34,0,0,3,0,0,0,0,0,0,0,1,324
206,"CETRAL ACADEMY SCHOOL AWAS VIKAS COLONY ROOM NO-1",647,606,0,1253,235,210,0,445,369,0,123,114,180,18,0,0,3,0,0,0,0,1,0,2,4,445
207,"CETRAL ACADEMY SCHOOL AWAS VIKAS COLONY ROOM NO-2",492,448,0,940,207,198,0,405,271,0,125,89,163,19,0,0,3,0,0,1,1,0,1,1,2,405
208,"CETRAL ACADEMY SCHOOL AWAS VIKAS COLONY ROOM NO-3",1046,855,0,1901,180,162,0,342,68,0,20,73,237,5,0,0,6,0,0,0,0,0,0,0,1,342
209,"CETRAL ACADEMY SCHOOL AWAS VIKAS COLONY ROOM NO-5",500,485,0,985,243,213,0,456,23,0,54,87,283,29,0,0,0,0,0,0,0,0,2,1,0,456
210,"VIKASH BHAWAN CYCLE STAND  BHUTAL NORTH PART",338,268,1,607,188,168,0,356,182,0,25,72,216,18,1,0,8,0,0,5,0,2,2,1,6,356
211,"VIKASH BHAWAN CYCLE STAND BHUTAL SOUTH PART",818,709,0,1527,317,256,0,573,560,0,17,109,401,34,0,0,8,1,0,1,0,0,0,0,2,573
212,"J. H.S. KHOTIDEEH ROOM NO. 1",449,336,1,786,222,165,0,387,7,0,46,59,161,108,0,1,5,0,1,2,0,0,1,1,2,387
213,"J. H. S. KHOTIDEEH ROOM NO. 2",620,522,0,1142,283,234,0,517,35,0,57,87,255,105,0,1,6,0,0,1,0,1,0,1,3,517
214,"P. S. BHITUHRA ROOM NO. 1",343,303,0,646,253,166,0,419,12,0,21,82,68,243,2,1,0,0,0,0,0,1,0,1,0,419
215,"TOWN AREA OFFICE BANKI EAST PART",588,434,0,1022,334,228,0,562,84,0,102,243,189,15,2,1,2,0,0,1,0,1,2,1,3,562
216,"TOWN EIRIYA OFFICE BANKI WEST PART",661,558,0,1219,362,298,0,660,500,0,81,260,254,43,0,0,0,0,1,1,0,5,1,5,9,660
217,"SAMUDAYIK KENDR WATER KI TANKI BANKI ROOM N0 1",621,550,0,1171,329,247,0,576,30,0,17,400,98,44,2,2,5,1,0,0,1,0,1,4,1,576
218,"SAMUDAYIK KENDR WATER KI TANKI BANKI ROOM N0 2",597,514,0,1111,316,208,0,524,395,0,8,413,54,42,2,0,0,0,0,0,0,0,0,1,4,524
219,"BARATGHAR RELWE ROOM N0 1",907,802,0,1709,466,351,0,817,82,0,9,337,391,67,0,1,6,0,0,0,0,1,1,0,4,817
220,"BARATGAR RAILWE ROOM N0 2",924,771,0,1695,463,335,0,798,263,0,104,272,352,51,2,0,9,0,0,0,0,1,1,0,6,798
221,"J.H.S. BANKI ROOM NO. 1",472,382,0,854,264,168,0,432,329,0,7,62,218,130,1,0,4,0,0,1,1,1,4,0,3,432
222,"J.H.S. BANKI ROOM NO. 2",829,604,0,1433,398,265,0,663,429,0,51,261,317,26,1,0,1,0,0,1,0,0,1,2,2,663
223,"J.H.S. BANKI ROOM NO. 2",223,172,0,395,106,85,0,191,110,0,13,53,110,9,0,0,3,1,0,0,0,0,1,0,1,191
224,"P.S. BANKI SAUTH PART",707,594,0,1301,386,279,0,665,113,0,42,521,46,44,0,0,2,0,0,2,1,0,2,2,3,665
225,"P.S. BANKI MIDDLE PART",688,592,0,1280,393,261,0,654,405,0,8,243,316,74,0,1,2,0,0,1,0,0,2,3,4,654
226,"P.S. BANKI EAST PART",636,567,0,1203,402,313,0,715,63,0,161,311,182,39,0,2,3,0,1,6,2,1,1,0,6,715
227,"P.S. POLICE LINE ROOM 1",622,453,0,1075,118,101,0,219,29,0,23,64,109,21,0,0,1,0,0,0,0,0,0,0,1,219
228,"P. S. POLICE LINE ROOM NO. 2",594,401,0,995,221,159,0,380,235,0,50,148,157,20,1,1,2,0,0,0,0,0,0,0,1,380
229,"JAWAHAR LAL NERU D.C. BARABANKI ROOM N0 1",366,288,0,654,167,123,0,290,236,0,8,190,77,9,0,0,6,0,0,0,0,0,0,0,0,290
230,"JAWAHAR LAL NERU D.C. BARABANKI ROOM N0 2",442,443,0,885,173,227,0,400,58,0,9,322,55,10,0,0,1,0,0,0,0,0,1,0,2,400
231,"J.H.S. POLICE LINE NAGAR EIRIYA EAST PART",601,509,0,1110,247,181,0,428,120,0,9,209,184,17,0,0,7,0,0,0,0,0,0,0,2,428
232,"J.H.S. POLICE LINE NAGAR EIRIYA MADHY PART",791,642,0,1433,327,280,0,607,177,0,17,272,277,25,0,0,12,0,0,0,0,0,2,0,2,607
233,"J.H.S. POLICE LINE NAGAR ERIYA PANCHAYAT PART",625,582,0,1207,328,226,0,554,148,0,9,264,239,29,0,0,6,0,0,0,1,0,0,1,5,554
234,"P.S. GANDHI NAGAR ROOM 1",483,411,0,894,308,262,0,570,40,0,287,218,54,4,1,0,0,0,1,2,0,0,1,0,2,570
235,"P.S. GANDHI NAGAR ROOM 2",526,372,0,898,218,190,0,408,4,0,100,161,117,11,0,0,6,1,0,0,4,1,3,1,3,408
236,"JAMEERULRAHMAN KIDVAI GIRLS I.C. ROOM N0 5",467,385,0,852,267,155,0,422,253,0,133,164,119,6,0,0,0,0,0,0,0,0,0,0,0,422
237,"JAMEERULRAHMAN KIDVAI GIRLS I.C. ROOM N0 8",536,438,0,974,275,202,0,477,332,0,5,72,380,12,1,0,3,0,0,0,1,0,0,1,2,477
238,"JAMEERULRAHMAN KIDVAI GIRLS I.C. ROOM N0 7",531,407,0,938,231,168,0,399,24,0,15,72,293,11,0,1,5,0,0,0,1,0,0,0,1,399
239,"NEW BHAWAN CHAU. A.A.T.C. BOYS ROOM NO-2",534,485,0,1019,308,222,0,530,275,0,3,153,353,17,1,0,0,0,0,0,1,1,0,0,1,530
240,"NEW BHAWAN CHAU. A.A.T.C. BOYS ROOM NO-3",416,413,0,829,253,208,0,461,166,0,4,195,236,14,2,1,3,1,0,1,0,0,0,1,3,461
241,"NEW BHAWAN CHAU. A.A.T.C. BOYS ROOM NO-6",657,573,0,1230,381,325,0,706,360,0,19,320,332,24,0,1,6,1,1,0,0,0,0,0,2,706
242,"NEW BHAWAN CHAU. A.A.T.C. BOYS ROOM NO-25",631,587,0,1218,361,300,0,661,47,0,3,120,486,34,0,1,12,0,1,0,0,0,0,1,3,661
243,"NEW BHAWAN CHAU. A.A.T.C. BOYS ROOM NO-29",531,462,0,993,275,238,0,513,50,0,0,156,338,14,0,0,3,0,0,0,0,0,1,0,1,513
244,"NEW BHAWAN CHAU. A.A.T.C. BOYS ROOM NO-30",816,795,0,1611,437,379,0,816,810,0,11,169,595,17,0,1,15,2,1,0,1,1,1,0,2,816
245,"NEW BHAWAN CHAU. A.A.T.C. BOYS ROOM NO-34 KAMPANI BAG",682,675,0,1357,351,269,0,620,171,0,9,161,407,31,1,0,4,0,0,1,0,0,1,1,4,620
246,"RAJKEEY ADHARIT GIRLS P.S. ROOM NO. 1",604,523,0,1127,423,306,0,729,660,0,1,59,635,13,3,0,14,0,0,2,0,0,0,0,2,729
247,"RAJKEEY ADHARIT GIRLS P.S. ROOM NO. 2",602,585,0,1187,422,287,0,709,347,0,5,127,542,18,0,0,9,1,0,0,2,0,2,0,3,709
248,"P.S. PEERBATAWAN ROOM NO. 1",607,501,0,1108,344,242,0,586,510,0,28,306,222,11,0,1,1,0,0,1,6,0,3,1,6,586
249,"CITY I.C. NEW BUILDING ROOM N0 4 PEERBATAWAN",690,598,0,1288,375,247,0,622,400,0,14,417,136,43,0,1,0,0,0,0,6,3,0,1,1,622
250,"CITY I.C. NEW BUILDING ROOM N0 14 PEERBATAWAN",570,512,2,1084,380,277,0,657,100,0,10,378,234,15,1,0,2,1,0,1,3,1,0,2,9,657
251,"CITY I.C. NEW BUILDING ROOM N0 PEERBATAWAN",667,530,0,1197,349,249,0,598,533,0,25,424,103,28,1,0,1,0,1,2,8,3,0,0,2,598
252,"CITY I.C NEW BUILDING ROOM N0 6 PEERBATAWAN",710,565,0,1275,363,218,0,581,20,0,39,465,34,27,0,0,2,0,0,1,10,0,1,1,1,581
253,"CITY I.C. OLD BUILDING ROOM N0 7 PEERBATAWAN",817,654,0,1471,391,234,0,625,125,0,26,527,25,24,1,0,1,1,2,0,14,2,0,0,2,625
254,"CITY I.C. PURANI BUILDING ROOM N0 1 PEERBATAWAN",648,604,1,1253,360,253,0,613,300,0,8,408,166,17,0,0,4,1,0,0,7,0,2,0,0,613
255,"CITY I.C. PURANI BUILDING ROOM N0 2 PEERBATAWAN",462,389,0,851,249,156,0,405,301,0,6,307,71,11,1,0,2,0,0,1,2,2,1,1,0,405
256,"CITY I.C. PURANI BUILDING ROOM N0 3 PEERBATAWAN",555,496,1,1052,308,220,0,528,60,0,3,244,238,34,1,0,2,0,1,1,1,0,1,1,1,528
257,"CITY I.C. PURNI BUILDING ROOM 4 PEERBATAWAN",557,545,0,1102,316,260,0,576,460,0,8,318,220,23,0,0,3,0,0,0,0,0,1,0,3,576
258,"RAJESHVARI P.S. ROOM N0 1",490,418,0,908,311,222,0,533,490,0,1,272,219,23,1,1,6,0,0,0,5,0,2,0,3,533
259,"RAJESHVARI P.S. ROOM N0 2",416,377,0,793,245,195,0,440,165,0,3,266,156,8,0,1,1,0,0,0,0,0,1,1,3,440
260,"RAJESHVARI P.S. ROOM N0 3",544,469,1,1014,310,252,0,562,120,0,57,198,288,9,1,1,6,0,0,1,0,0,1,0,0,562
261,"GIRLS P.S. GULRIHA GARDA ROOM NO. 1",567,481,0,1048,313,219,0,532,339,0,4,272,232,15,0,0,5,0,1,0,3,0,0,0,0,532
262,"GIRLS P.S. GULRIHA  GARDA ROOM NO. 2",784,716,0,1500,347,270,0,617,276,0,37,371,173,21,1,0,4,0,0,0,1,0,2,3,4,617
263,"SUBHASH P.S. ROOM NO. 1",585,437,0,1022,391,240,0,631,146,0,6,487,42,46,2,0,2,0,0,1,38,1,2,4,0,631
264,"SUBHASH P.S. ROOM NO. 2",588,565,0,1153,367,287,0,654,2,0,13,541,54,20,0,0,0,1,0,1,18,1,0,1,4,654
265,"P.S. GULRIHA GARDA BOYS ROOM NO. 1",608,510,0,1118,368,274,0,642,221,0,66,141,389,23,2,1,4,1,1,0,0,2,7,1,4,642
266,"P.S. GULRIHA GARDA BOYS ROOM NO. 2",508,432,0,940,276,206,0,482,348,0,27,123,305,21,1,0,2,0,0,0,0,1,0,0,2,482
267,"P.S. GULRIHA GARDA BOYS NEW BHAWAN ROOM NO. 1",582,488,0,1070,327,244,0,571,54,0,16,161,380,11,0,0,1,0,0,1,0,0,1,0,0,571
268,"P.S. GULRIHA GARDA BOYS NEW BHAWAN ROOM NO. 2",567,528,0,1095,310,252,0,562,120,0,57,198,288,9,1,1,6,0,0,1,0,0,1,0,0,562
269,"P.S. PAISAR BALADAS KUTI ROOM 1",473,357,0,830,187,96,0,283,65,0,40,85,141,12,1,0,1,0,0,0,0,1,0,1,1,283
270,"P.S. PAISAR BALADAS KUTI ROOM 2",577,470,0,1047,267,180,0,447,213,0,14,253,155,19,0,0,3,0,0,1,0,0,1,1,0,447
271,"GIRLS P.S. KATRA ROOM NO. 1",748,658,0,1406,486,341,0,827,228,0,11,213,571,18,1,0,6,0,1,0,0,0,1,1,4,827
272,"P.S. KANOON GOYAN NEW BHAWAN ROOM NO. 1",443,447,0,890,260,253,0,513,490,0,16,108,363,21,0,0,2,0,0,0,1,0,1,0,1,513
273,"P.S. KANOON GOYAN NEW BHAWAN ROOM NO. 2",359,300,0,659,190,135,0,325,20,0,3,74,237,2,0,1,3,0,0,0,0,1,0,0,4,325
274,"P.S. MOHARI KA PURWA ROOM 1",624,532,0,1156,288,174,0,462,400,0,10,76,321,47,1,0,3,0,0,0,0,0,2,0,2,462
275,"P.S. MOHARI KA PURWA ROOM 2",692,612,0,1304,367,271,0,638,575,0,16,88,476,40,1,1,4,0,1,0,1,0,1,1,8,638
276,"J.H.S. PAISAR ROOM NO. 1",697,620,0,1317,343,272,0,615,460,0,18,107,377,100,0,1,4,0,2,1,0,2,2,0,1,615
277,"NAGAR PALIKA TOWN HAL KA POORVI  PART SAUTH PART",800,739,0,1539,395,273,0,668,242,0,9,449,173,26,0,0,4,1,0,1,2,0,0,0,3,668
278,"NAGAR PALIKA TOWN HAL KA  SAUTH PART",541,498,0,1039,191,159,0,350,182,0,6,275,51,15,0,0,2,0,0,0,0,0,0,0,1,350
279,"NAGAR PALIKA TAAUN HALL KA PANCHAYAT PART KA SAUTH PART",641,574,0,1215,286,227,0,513,10,0,7,340,129,29,0,0,1,0,2,0,1,1,0,0,3,513
280,"J.H.S. CHACHA NEHRU ROOM NO. 1",562,451,0,1013,230,163,0,393,290,0,11,271,92,16,0,0,0,0,1,0,0,0,1,1,0,393
281,"J.H.S.CHACHA NEHRU  ROOM NO. 2",700,614,0,1314,321,231,0,552,82,0,18,490,27,7,1,0,3,0,0,0,0,0,0,3,3,552
282,"G.G.I.C ROOM NO. 12",516,479,0,995,259,179,0,438,163,0,13,176,237,9,0,0,1,0,0,0,0,0,0,0,2,438
283,"G.I.C. SOUTH BAAG ROOM NO. 1",649,529,0,1178,290,189,0,479,157,0,14,84,374,4,0,0,3,0,0,0,0,0,0,0,0,479
284,"G.I.C ROOM NO. 17",793,660,0,1453,425,295,0,720,20,0,19,366,303,27,0,0,0,0,2,0,0,0,1,0,2,720
285,"G.I.C ROOM NO. 18",703,622,0,1325,343,296,0,639,130,0,19,235,358,13,1,1,3,0,0,2,0,0,3,2,2,639
286,"G.I.C ROOM NO. 19",751,608,0,1359,263,222,0,485,435,0,15,54,401,6,0,0,4,0,0,0,0,0,0,0,5,485
287,"G.I.C ROOM NO. 27",676,566,0,1242,354,249,0,603,155,0,19,160,386,13,1,0,13,0,1,3,2,0,2,2,1,603
288,"ERAM CONVENT SCHOOL RAMNAGAR BAAG ROOM NO. 1",645,557,0,1202,360,277,0,637,400,0,3,286,284,53,0,0,5,0,1,0,0,1,0,0,4,637
289,"ERAM CONVENT SCHOOL RAMNAGAR BAAG ROOM NO. 2",319,315,0,634,174,160,0,334,181,0,12,164,148,9,0,0,1,0,0,0,0,0,0,0,0,334
290,"ERAM CONVENT SCHOOL RAMNAGAR BAAG ROOM NO. 3",664,574,0,1238,229,168,0,397,200,0,29,178,161,23,0,0,2,0,0,0,0,0,0,0,4,397
291,"ERAM CONVENT SCHOOL RAMNAGAR BAAG ROOM NO. 4",433,362,0,795,223,163,0,386,52,0,13,187,158,9,0,0,15,0,0,0,2,0,1,0,1,386
292,"P.S. MANJHLEPUR ROOM NO. 1",481,411,0,892,228,198,0,426,388,0,12,224,155,32,0,0,0,0,0,0,1,0,0,0,2,426
293,"P.S. FAIZULLAGANJ ROOM NO.1",660,575,0,1235,454,306,0,760,15,0,58,526,133,31,0,0,1,0,0,0,5,1,1,2,2,760
294,"P.S. BANWA ROOM NO. 1",742,643,0,1385,483,370,0,853,152,0,180,323,67,264,3,1,4,1,3,0,0,2,1,1,3,853
295,"P.S. NORTH BHAG DARAHRA",456,356,0,812,409,251,0,660,67,0,10,189,242,40,1,0,3,0,1,0,158,2,6,0,8,660
296,"P.S. SOUTH BHAG DARAHRA",644,465,0,1109,409,251,0,660,67,0,10,189,242,40,1,0,3,0,1,0,158,2,6,0,8,660
297,"P.S. MIDDLE BHAG DARAHRA",645,471,0,1116,356,187,0,543,25,0,106,38,281,91,1,8,2,0,0,1,2,2,4,2,5,543
298,"P.S. SHAHAVPUR ROOM NO. 1",418,330,0,748,261,165,0,426,75,0,72,195,17,101,0,1,1,1,0,2,30,0,2,0,4,426
299,"P.S. SHAHAVPUR ROOM NO. 2",523,471,0,994,364,244,0,608,48,0,122,259,92,53,0,3,1,1,0,2,66,2,2,5,0,608
300,"J.H.S. SHAHABPUR ROOM 1",284,274,1,559,225,175,0,400,53,0,79,60,57,13,4,0,0,0,0,1,183,0,2,0,1,400
301,"J.H.S. SHAHABPUR ROOM 2",548,484,0,1032,420,266,0,686,12,0,43,268,33,94,2,2,1,1,0,1,235,1,2,1,2,686
302,"J.H.S. SHAHABPUR ROOM 3",260,220,0,480,194,127,0,321,96,0,4,126,23,77,1,2,0,0,0,0,87,0,0,0,1,321
303,"J.H.S. SHAHABPUR EXTRA ROOM",534,490,0,1024,391,258,0,649,6,0,10,186,162,63,3,0,0,0,0,1,222,1,0,1,0,649
304,"P.S. KATRA SUSVAI ROOM NO 1",466,411,0,877,287,186,0,473,468,0,59,104,219,82,1,2,0,1,0,1,1,1,0,1,1,473
305,"NEW P.S. KATRA SUSVAI",479,398,2,879,298,180,0,478,12,0,121,100,228,19,1,0,0,0,0,0,1,0,4,0,4,478
306,"P.S. SULTANPUR ROOM NO. 1",675,551,0,1226,439,293,0,732,30,0,97,50,312,250,2,1,2,0,0,4,0,0,3,4,7,732
307,"P.S. EAST PART SURSANDA",841,724,0,1565,465,367,0,832,271,0,29,505,167,95,0,1,1,1,3,3,17,2,3,1,4,832
308,"P.S. WEST PART SURSANDA",685,612,0,1297,387,238,0,625,300,0,213,77,240,72,0,4,3,2,2,1,2,0,4,1,4,625
309,"P.S.MIDIL SURSANDA",650,577,0,1227,362,227,0,589,210,0,148,141,273,14,0,1,1,0,2,1,2,0,0,0,6,589
310,"P.S. MUBARAKPUR ROOM NO. 1",432,402,0,834,359,294,0,653,176,0,105,118,352,72,0,0,0,1,1,0,1,1,0,1,1,653
311,"PANCHAYAT HOUSE BHANAULI",667,599,1,1267,510,523,0,1033,695,0,167,215,401,219,3,0,3,0,1,3,2,4,8,2,5,1033
312,"P.S. DULHEEPUR ROOM NO. 1",626,590,0,1216,503,392,0,895,345,0,152,193,415,70,2,3,3,4,6,2,8,5,16,7,9,895
313,"P.S. PALHARI ROOM N0 1",537,452,0,989,503,392,0,895,345,0,152,193,415,70,2,3,3,4,6,2,8,5,16,7,9,895
314,"P.S. PALHARI ROOM N0 2",507,429,0,936,345,260,0,605,15,0,142,86,184,173,0,3,1,1,0,1,0,3,2,3,6,605
315,"P.S. INAMEEPUR ROOM NO. 1",321,285,0,606,268,210,0,478,5,0,51,103,105,202,2,1,2,1,1,1,0,2,2,1,4,478
316,"P.S. SHUKLAI ROOM 1",509,438,0,947,350,262,0,612,289,0,116,204,149,125,1,0,1,0,2,6,1,0,2,3,2,612
317,"P.S. SHUKLAI ROOM 2",339,317,0,656,218,182,0,400,86,0,9,53,196,132,4,0,2,0,0,0,1,0,0,2,1,400
318,"GIRLS J.H.S. BADEL",633,559,0,1192,434,337,0,771,28,0,121,382,160,75,4,1,2,1,1,6,4,3,4,2,5,771
319,"J.H.S. BADEL ROOM 1",668,559,0,1227,384,294,0,678,28,0,55,268,212,127,0,1,2,1,0,0,1,0,2,1,8,678
320,"J.H.S. BADEL ROOM 2",202,206,0,408,129,115,0,244,76,0,65,38,112,24,1,1,0,0,0,0,0,0,2,0,1,244
321,"J.H.S. BADEL ROOM 3",675,573,0,1248,469,315,0,784,584,0,208,117,375,48,7,2,1,1,0,1,2,5,6,3,8,784
322,"GIRLS P.S BADEL ROOM NO. 1",826,675,0,1501,564,412,0,976,108,0,40,671,138,94,0,0,1,2,1,2,10,2,4,5,6,976
323,"P.S. JAGNEHTA ROOM NO. 1",369,344,0,713,273,161,0,434,104,0,220,49,53,109,0,0,0,1,0,1,0,0,1,0,0,434
324,"P.S. SAHERIYA ROOM NO. 1",338,290,0,628,274,204,0,478,78,0,20,45,93,311,1,0,1,0,1,1,0,0,3,0,2,478
325,"P.S. JALALPUR ROOM N0 1",559,478,0,1037,289,224,0,513,98,0,50,182,251,15,1,0,12,0,0,1,0,0,0,0,1,513
326,"P.S. JALALPUR ROOM N0 2",543,464,0,1007,237,187,0,424,61,0,39,126,232,20,2,0,4,0,0,0,0,0,0,0,1,424
327,"P.S. JALALPUR SAUTH PART",683,617,0,1300,359,264,0,623,481,0,96,192,287,33,3,2,2,0,1,0,0,0,1,1,5,623
328,"P.S. JALALPUR EXTRA ROOM",611,508,0,1119,264,195,0,459,205,0,41,115,268,20,0,0,5,0,2,5,0,0,0,1,2,459
329,"RAMSEWAK I.C. LAKHPEDABAG ROOM N0 5",856,742,1,1599,431,352,0,783,205,0,58,213,459,31,0,1,7,0,1,8,1,0,0,1,3,783
