"Polling Station",,"Total No of Electors",,,,"Voters Turnout",,,,,,"Candidate ID and Name",,,,,,,,,,,,
"Part No","Part Name",Male,Female,Other,"Total No. of electors",Male,Female,Other,Total,"No of voters identifying using EPIC","Tendered Voter","1 - GHANSHAYAM ANURAGI","2 - BRIJLAL KHABRI","3 - BHANU PRATAP SINGH VERMA","4 - VIJAY CHAUDHARI","5 - GANGASINGH","6 - JAYRAM","7 - DALCHANDRA ANURAGI","8 - MANOJ KUMAR","9 - RAJKUMAR","10 - RAMNARAYAN","11 - RAM SINGH","12 - None of the Above","Total Votes Secured"
158,"JUNIOR HIGH SCHOOL SOUTH KAKSH BHOGNIPUR",586,482,0,1068,400,246,0,646,646,0,194,45,355,41,1,0,2,3,0,2,0,3,646
159,"BRAJ BIHARI VIDYA MANDIR INTER COLLEGE FIRST  KAKSH OF WEST PART NAGAR PANCHAYAT AMRAUDHA",411,358,0,769,228,212,0,440,39,0,40,336,43,5,0,1,0,0,2,2,6,5,440
160,"BRAJ BIHARI VIDYA MANDIR INTER COLLEGE SECOND  KAKSH OF WEST PART NAGAR PANCHAYAT AMRAUDHA",379,337,0,716,247,214,0,461,461,0,11,298,134,8,1,0,0,1,0,2,1,5,461
161,"BRAJ BIHARI VIDYA MANDIR INTER COLLEGE SECOND  KAKSH OF  EAST PART NAGAR PANCHAYAT AMRAUDHA",384,342,0,726,225,200,0,425,425,0,101,167,140,5,2,0,0,2,1,2,3,2,425
162,"BRAJ BIHARI VIDYA MANDIR INTER COLLEGE SOUTH  SECOND KAKSH NAGAR PANCHAYAT AMRAUDHA",537,459,0,996,346,312,0,658,4,0,163,175,283,11,1,0,1,4,1,3,4,12,658
163,"BRAJ BIHARI VIDYA MANDIR INTER COLLEGE  SOUTH  THIRD KAKSH NAGAR PANCHAYAT AMRAUDHA",439,396,0,835,257,211,0,468,255,0,30,307,95,29,0,0,0,0,1,2,3,1,468
164,"GIRLS JUNIOR HIGH SCHOOL  SECOND KAKSH OF SOUTH   AMRAUDHA",566,486,0,1052,349,258,0,607,607,0,230,113,218,18,0,1,3,5,1,2,4,12,607
165,"GIRLS JUNIOR HIGH SCHOOL THIRD KAKSH OF SOUTH   AMRAUDHA",356,304,0,660,215,171,0,386,6,0,185,63,107,20,1,0,0,0,3,1,0,6,386
166,"PRIMARY SCHOOL FIRST  AMRAUDHA",319,270,0,589,201,180,0,381,11,0,42,74,252,7,0,0,1,1,1,3,0,0,381
167,"PRIMARY SCHOOL SECOND  AMRAUDHA",380,340,0,720,248,191,0,439,14,0,300,110,9,10,0,0,0,0,4,0,0,6,439
168,"PRIMARY SCHOOL PIPARI",285,254,0,539,233,192,0,425,425,0,27,325,64,7,2,0,0,0,0,0,0,0,425
169,"PRIMARY SCHOOL JALPURA",339,281,0,620,263,193,0,456,446,0,261,88,102,4,0,0,0,0,0,0,1,0,456
170,"PRIMARY SCHOOL UDAIPUR",276,236,0,512,239,151,0,390,388,0,235,28,43,75,4,0,0,0,1,0,0,4,390
171,"PRIMARY SCHOOL KARIYAPUR BHOGNIPUR",424,364,0,788,255,207,0,462,454,0,60,26,337,8,3,3,1,5,4,5,3,7,462
172,"PRIMARY SCHOOL CHAURA",418,367,0,785,331,256,0,587,15,0,195,89,167,107,1,9,2,2,0,5,2,8,587
173,"PRIMARY SCHOOL DAULATPUR",803,692,0,1495,525,498,0,1023,42,0,124,95,456,310,9,1,5,4,0,0,3,16,1023
174,"PRIMARY SCHOOL DILAULIYA BANGAR",713,618,0,1331,429,337,0,766,766,0,197,83,443,22,2,1,6,1,1,0,4,6,766
175,"JUNIOR HIGH SCHOOL EAST KAKSH BILHAPUR",656,547,0,1203,322,289,0,611,211,0,248,161,5,184,1,0,0,1,1,2,0,8,611
176,"JUNIOR HIGH SCHOOL WEST KAKSH BILHAPUR",607,469,0,1076,355,263,0,618,235,0,282,225,9,89,0,1,0,1,0,1,3,7,618
177,"PRIMARY SCHOOL PURAINI",459,399,0,858,306,213,0,519,519,0,183,48,269,7,2,0,2,0,1,4,2,1,519
178,"PRIMARY SCHOOL KANHAKHERA",303,244,0,547,181,151,0,332,77,0,32,47,240,5,1,0,2,1,0,1,1,2,332
179,"PRIMARY SCHOOL PANIYAMAU",349,296,0,645,186,174,0,360,7,0,6,59,269,16,0,3,5,0,2,0,0,0,360
180,"PRIMARY SCHOOL DUDHANIYA",249,207,0,456,117,125,0,242,242,0,133,48,0,56,1,0,0,0,1,0,2,1,242
181,"PRIMARY SCHOOL NAGASIYA",673,511,0,1184,353,196,0,549,549,0,235,106,186,7,1,0,2,1,1,4,0,6,549
182,"PRIMARY SCHOOL BHALAR",321,274,0,595,193,124,0,317,6,0,108,53,139,6,2,2,0,0,2,2,1,2,317
183,"PRIMARY SCHOOL NAGAVAN BANGAR",172,146,0,318,104,79,0,183,182,0,20,7,143,2,1,0,0,3,0,2,2,3,183
184,"PRIMARY SCHOOL SALARPUR",243,228,0,471,131,144,0,275,159,0,28,16,214,11,0,1,0,2,0,1,0,2,275
185,"PRIMARY SCHOOL LAKHANAPUR",450,400,0,850,317,267,0,584,6,0,426,31,85,31,2,1,0,1,1,0,1,5,584
186,"PRIMARY SCHOOL SELHUPUR",506,418,0,924,284,189,0,473,27,0,107,66,294,5,0,0,0,0,0,0,0,1,473
187,"PRIMARY SCHOOL MADANUPUR",265,226,0,491,179,129,0,308,32,0,271,1,32,0,0,0,1,1,0,0,0,2,308
188,"JUNIOR HIGH SCHOOL NORTH KAKSH BARAULI",478,403,0,881,231,207,0,438,332,0,123,105,168,36,0,0,0,1,0,0,1,4,438
189,"JUNIOR HIGH SCHOOL MIDDLE KAKSH BARAULI",368,330,0,698,199,158,0,357,357,0,16,85,205,39,3,0,3,3,2,1,0,0,357
190,"PRIMARY SCHOOL JARI H. DEVRAHAT BANGAR",322,276,0,598,217,167,0,384,7,0,276,11,85,4,0,4,0,2,0,0,0,2,384
191,"PRIMARY SCHOOL DEVRAHAT BANGAR",639,535,0,1174,315,188,0,503,503,0,12,42,419,4,1,5,3,7,2,1,3,4,503
192,"JUNIOR HIGH SCHOOL EAST DEVRAHAT BANGAR",722,585,0,1307,343,235,0,578,578,0,66,34,452,10,1,0,0,4,0,6,2,3,578
193,"JUNIOR HIGH SCHOOL MIDDLE  KAKSH DEVRAHAT BANGAR",613,495,0,1108,365,265,0,630,500,0,39,21,494,35,3,2,5,11,3,3,2,12,630
194,"PRIMARY SCHOOL AHRAULI GHAT BANGAR",534,434,0,968,326,261,0,587,17,0,50,165,325,18,1,0,2,5,0,6,3,12,587
195,"PRIMARY SCHOOL BAMHARAULI GHAT BANGAR",663,528,0,1191,353,300,0,653,200,0,143,78,382,35,2,1,1,1,1,4,2,3,653
196,"PRIMARY SCHOOL  NAGEENA BANGAR",647,532,0,1179,395,322,0,717,18,0,223,195,249,13,1,7,2,2,4,7,7,7,717
197,"PRIMARY SCHOOL SURYAPUR H. NAGEENA BANGAR",168,123,0,291,153,105,0,258,3,0,221,16,21,0,0,0,0,0,0,0,0,0,258
198,"PRIMARY SCHOOL KYOTARA BANGAR",322,273,0,595,174,193,0,367,18,0,59,32,247,4,0,9,0,4,1,6,1,4,367
199,"JUNIOR HIGH SCHOOL SULTANAPUR",696,547,0,1243,433,289,0,722,722,0,371,44,267,27,1,1,0,3,0,0,2,6,722
200,"JUNIOR HIGH SCHOOL NORTH KAKSH  GAURI",546,421,0,967,361,166,0,527,75,0,379,33,104,4,2,0,0,0,0,2,1,2,527
201,"JUNIOR HIGH SCHOOL SOUTH KAKSH GAURI",448,387,0,835,300,222,0,522,522,0,401,20,88,4,0,0,0,0,1,1,1,6,522
202,"PRIMARY SCHOOL JALLAPUR MAHERA",492,414,0,906,324,272,0,596,9,0,66,222,276,21,1,1,0,1,0,2,1,5,596
203,"PRIMARY SCHOOL SARAYAN",873,649,0,1522,603,365,0,968,29,0,625,86,206,29,2,0,3,1,0,4,2,10,968
204,"PRIMARY SCHOOL AMILIYA",627,451,0,1078,432,278,0,710,710,0,548,34,112,4,0,0,1,1,0,1,3,6,710
205,"PRIMARY SCHOOL NATHUVAPUR",342,284,0,626,222,160,0,382,382,0,256,38,80,4,0,0,0,1,1,1,0,1,382
206,"PRIMARY SCHOOL MAHERA",557,490,0,1047,372,265,0,637,585,0,239,71,304,13,0,0,0,2,1,3,1,3,637
207,"PRIMARY SCHOOL  PREMPUR",609,465,0,1074,381,189,0,570,570,0,394,15,151,5,0,0,2,1,0,0,1,1,570
208,"SHRI SHANKAR JUNIOR HIGH SCHOOL  EAST KAKSH SUJAUR",323,282,0,605,207,154,0,361,361,0,45,61,233,10,1,0,1,0,2,2,3,3,361
209,"SHRI SHANKAR JUNIOR HIGH SCHOOL  WEST KAKSH SUJAUR",485,425,0,910,314,257,0,571,299,0,102,136,298,24,0,0,3,2,1,0,1,4,571
210,"PRIMARY SCHOOL HARAHARA",625,536,0,1161,419,350,0,769,769,0,323,124,282,17,3,1,0,4,0,3,5,7,769
211,"PRIMARY SCHOOL GAUR",806,651,0,1457,549,416,0,965,465,0,72,412,440,16,2,0,2,3,0,2,4,12,965
212,"NEW PRIMARY SCHOOL NONAPUR",749,616,0,1365,488,386,0,874,801,0,50,279,499,25,1,1,5,1,3,2,1,7,874
213,"PRIMARY SCHOOL NORTH KAKSH CHANDAPUR",658,567,0,1225,405,331,0,736,736,0,441,192,24,36,0,0,3,0,33,0,1,6,736
214,"PRIMARY SCHOOL SOUTH KAKSH  CHANDAPUR",620,539,1,1160,387,291,0,678,403,0,310,197,26,119,0,2,0,1,8,2,4,9,678
215,"PRIMARY SCHOOL BIROHA",506,410,1,917,358,290,0,648,611,0,27,213,367,33,0,0,1,2,1,1,2,1,648
216,"PRIMARY SCHOOL HALDHARPUR",745,641,0,1386,489,419,0,908,211,0,150,323,358,40,0,3,5,7,1,8,4,9,908
217,"PRIMARY SCHOOL SIKHMAPUR",472,388,0,860,329,250,0,579,304,0,313,148,94,9,0,0,0,1,1,3,2,8,579
218,"PRIMARY SCHOOL PAREHARAPUR",793,662,0,1455,552,450,0,1002,1002,0,41,671,250,14,2,2,0,1,1,3,11,6,1002
219,"PRIMARY SCHOOL DURGDASPUR",281,226,0,507,181,130,0,311,311,0,166,39,96,2,0,0,0,0,0,1,2,5,311
220,"PRIMARY SCHOOL UMARIYA",325,281,0,606,223,224,0,447,447,0,175,201,3,65,0,0,1,0,0,0,0,2,447
221,"PRIMARY SCHOOL ASTIYA",442,377,0,819,318,243,0,561,561,0,193,231,123,3,0,1,0,3,0,3,1,3,561
222,"JUNIOR HIGH SCHOOL KACHHAGAON",744,563,0,1307,416,281,0,697,696,0,124,111,425,11,3,0,2,5,3,1,3,9,697
223,"JUNIOR HIGH SCHOOL CHAUKI",446,382,0,828,284,200,0,484,1,0,279,52,126,15,0,1,1,2,1,0,0,7,484
224,"PRIMARY SCHOOL CHAKCHALPUR",418,370,0,788,256,199,0,455,306,0,22,162,239,16,1,1,6,3,1,3,0,1,455
225,"PRIMARY SCHOOL ATAWA",560,474,0,1034,399,303,0,702,702,0,284,271,117,7,1,0,3,2,0,1,7,9,702
226,"PRIMARY SCHOOL GADAIKHERA",409,370,0,779,264,247,0,511,400,0,33,78,358,36,0,0,1,1,0,1,1,2,511
227,"PRIMARY SCHOOL HANSEMAU",509,424,1,934,297,252,0,549,549,0,44,181,293,15,0,0,3,3,0,4,3,3,549
228,"PRIMARY SCHOOL ASEWA",691,580,0,1271,489,312,0,801,801,0,702,28,62,1,0,0,0,0,1,1,1,5,801
229,"PRIMARY SCHOOL SAHABAPUR",319,258,0,577,257,177,0,434,434,0,372,13,36,12,1,0,0,0,0,0,0,0,434
230,"PRIMARY SCHOOL LAWARSI",613,497,0,1110,373,247,0,620,620,0,215,204,176,11,1,0,1,1,0,0,4,7,620
231,"JUNIOR HIGH SCHOOL GOPALPUR BHOGNIPUR",520,404,0,924,332,224,0,556,34,0,321,84,141,1,0,0,0,2,0,2,1,4,556
232,"PRIMARY SCHOOL GIRADAUN",631,489,0,1120,434,338,0,772,292,0,160,475,102,25,1,0,0,0,1,1,3,4,772
233,"PRIMARY SCHOOL MUTAHARAPUR",484,372,0,856,315,246,0,561,561,0,403,70,84,1,0,0,1,0,0,0,1,1,561
234,"PRIMARY SCHOOL MOHDIYAPUR",284,220,0,504,190,152,0,342,99,0,73,110,129,17,0,1,1,1,2,2,1,5,342
235,"PRIMARY SCHOOL CHHATENI",755,643,0,1398,451,377,0,828,828,0,286,114,361,30,2,1,2,2,2,7,5,16,828
236,"PRIMARY SCHOOL DEEGH",832,718,0,1550,544,441,0,985,985,0,58,547,353,10,2,1,0,2,0,2,3,7,985
237,"PRIMARY SCHOOL AKBAR NAGAR",450,369,0,819,288,175,0,463,14,0,262,37,150,5,1,0,0,1,0,3,0,4,463
238,"SHRI KRISHNA AUDYOGIK INTER COLLEGE  EAST KAKSH MOHAMMADPUR",436,376,0,812,284,213,0,497,250,0,220,124,143,6,0,0,1,2,0,0,0,1,497
239,"SHRI KRISHNA AUDYOGIK INTER COLLEGE  MIDDLE KAKSH MOHAMMADPUR",455,382,0,837,304,163,0,467,167,0,261,19,167,15,1,0,0,0,0,0,0,4,467
240,"SHRI KRISHNA AUDYOGIK INTER COLLEGE  WEST KAKSH  MOHAMMADPUR",384,328,0,712,246,169,0,415,413,0,240,103,24,37,2,0,0,1,0,2,1,5,415
241,"PRIMARY SCHOOL GAURADADA H. MAWAR",339,293,0,632,260,201,0,461,461,0,185,77,181,6,2,0,0,0,1,5,1,3,461
242,"PRIMARY SCHOOL JUNEDPUR H. MAWAR",302,235,0,537,243,194,0,437,437,0,377,15,43,2,0,0,0,0,0,0,0,0,437
243,"PRIMARY SCHOOL MAWAR",219,187,0,406,140,121,0,261,261,0,167,57,6,28,0,0,0,0,1,0,0,2,261
244,"JUNIOR HIGH SCHOOLNORTH KAKSH MALASA",413,305,0,718,263,177,0,440,6,0,2,27,392,5,0,1,0,6,1,2,0,4,440
245,"JUNIOR HIGH SCHOOL MIDDLE KAKSH   MALASA",386,312,0,698,226,172,0,398,398,0,8,26,347,12,0,0,0,1,1,2,0,1,398
246,"PRIMARY SCHOOL WEST KAKSH  MALASA",332,271,0,603,198,137,0,335,335,0,4,1,321,6,0,0,0,1,0,1,0,1,335
247,"PRIMARY SCHOOL EAST KAKSH  MALASA",431,359,0,790,240,177,0,417,417,0,5,1,397,10,1,0,0,1,0,1,0,1,417
248,"PRIMARY SCHOOL ASALAPUR",363,259,1,623,229,126,0,355,7,0,276,23,42,8,1,0,1,0,0,0,1,3,355
249,"JUNIOR HIGH SCHOOL JAGDISHPUR",519,402,0,921,390,239,0,629,222,0,413,93,111,5,0,0,1,0,0,2,1,3,629
250,"PRIMARY SCHOOL SARAUTA FIRST",736,569,0,1305,394,189,0,583,583,0,321,32,203,9,0,0,1,7,1,4,2,3,583
251,"PRIMARY SCHOOL SIHARI",672,494,0,1166,355,202,0,557,557,0,47,241,240,7,2,0,0,3,1,1,2,13,557
252,"PRIMARY SCHOOL EAST KAKSH CHAPARGHATA",559,471,0,1030,331,288,0,619,619,0,132,34,425,12,0,5,2,2,1,2,1,3,619
253,"PRIMARY SCHOOL WEST KAKSH CHAPARGHATA",570,467,0,1037,335,242,0,577,577,0,84,137,327,12,1,0,2,4,1,0,1,8,577
254,"PRIMARY SCHOOL RASULPUR BHURANDA",269,224,0,493,179,143,0,322,322,0,34,0,260,13,0,14,0,0,0,0,1,0,322
255,"JUNIOR HIGH SCHOOL KHIRIYAN PURVA H.  CHAPREHATA",561,452,0,1013,391,327,0,718,39,0,360,264,83,2,0,1,0,0,0,1,1,6,718
256,"JUNIOR HIGH SCHOOL NORTH KAKSH DURAULI H. CHAPREHATA",451,386,0,837,250,210,0,460,460,0,23,4,417,8,1,0,0,1,1,1,1,3,460
257,"JUNIOR HIGH SCHOOL SOUTH KAKSH DURAULI H. CHAPREHATA",373,314,0,687,199,193,0,392,15,0,41,8,322,11,1,0,2,0,1,2,1,3,392
258,"PRIMARY SCHOOL KRAPALPUR",389,314,0,703,229,206,0,435,17,0,122,128,168,4,2,2,1,2,0,1,3,2,435
259,"PRIMARY SCHOOL KUMBHAPUR H. KRAPALPUR",86,79,0,165,82,75,0,157,1,0,135,1,20,0,0,0,0,0,0,0,0,1,157
260,"PRIMARY SCHOOL HALIYA",330,272,0,602,154,148,0,302,198,0,13,6,259,16,1,0,1,0,1,3,0,2,302
261,"PRIMARY SCHOOL MOOSANAGAR BANGAR",735,608,0,1343,438,352,0,790,601,0,165,132,396,53,5,14,1,6,3,3,0,12,790
262,"C.P.K.U. INTER COLLEGE WEST KAKSH  MOOSANAGAR GAUSGANJ",475,420,0,895,286,261,0,547,490,0,43,77,368,29,2,3,1,4,4,5,2,9,547
263,"C.P.K.U. INTER COLLEGE WEST KAKSH OF SOUTH KAKSH  MOOSANAGAR GAUSGANJ",510,435,0,945,347,253,0,600,493,0,19,15,533,15,2,0,1,6,4,2,1,2,600
264,"C.P.K.U. INTER COLLEGE MIDDLE KAKSH  MOOSANAGAR GAUSGANJ",547,480,0,1027,352,269,0,621,621,0,34,77,478,24,0,1,0,1,0,2,1,3,621
265,"C.P.K.U. INTER COLLEGE MIDDLE KAKSH OF SOUTH KAKSH   MOOSANAGAR GAUSGANJ",400,349,0,749,253,188,0,441,331,0,12,37,350,32,1,0,2,1,0,3,0,3,441
266,"C.P.K.U. INTER COLLEGE EAST PART OF NORTH KAKSH MOOSANAGAR GAUSGANJ",524,415,0,939,298,227,0,525,524,0,118,106,263,25,0,0,0,3,1,3,3,3,525
267,"C.P.K.U. INTER COLLEGE EAST PART OF MIDDLE KAKSH MOOSANAGAR  GAUSGANJ",477,416,0,893,298,256,0,554,545,0,144,133,240,29,0,2,1,1,0,1,2,1,554
268,"C.P.K.U. INTER COLLEGE EAST PART OFSOUTH KAKSH MOOSANAGAR  GAUSGANJ",667,551,0,1218,414,322,0,736,536,0,139,160,336,89,2,1,4,0,0,1,2,2,736
269,"PANCHAYAT GHAR  NORTH KAKSH FATTEPUR",718,588,0,1306,426,328,0,754,754,0,191,199,297,42,1,1,4,3,3,3,2,8,754
270,"PANCHAYAT GHAR  SOUTH  KAKSH FATTEPUR",502,421,0,923,315,247,0,562,10,0,232,211,21,87,3,0,0,2,1,0,3,2,562
271,"PRIMARY SCHOOL NORTH KAKSH FATTEPUR",558,427,0,985,364,257,0,621,621,0,252,177,131,47,0,1,2,1,0,1,5,4,621
272,"PRIMARY SCHOOL SOUTH  KAKSH FATTEPUR",451,366,0,817,234,219,0,453,453,0,107,81,195,61,1,0,0,4,2,0,2,0,453
273,"PRIMARY SCHOOL EXTRA KAKSH FATTEPUR",513,380,0,893,345,240,0,585,585,0,81,221,237,34,0,2,2,0,1,2,1,4,585
274,"PRIMARY SCHOOL BIBIYAPUR H. FATTEPUR",566,474,0,1040,367,336,0,703,24,0,14,199,454,20,0,2,1,2,0,3,3,5,703
275,"PRIMARY SCHOOL JUNEDAPUR",781,610,0,1391,475,385,0,860,860,0,159,383,307,3,0,0,1,0,0,2,2,3,860
276,"PRIMARY SCHOOL EAST KAKSH JARSEN",676,592,0,1268,406,372,0,778,511,0,79,427,245,8,3,0,0,1,3,4,3,5,778
277,"PRIMARY SCHOOL WEST KAKSH JARSEN",636,518,0,1154,359,273,0,632,457,0,94,367,136,15,0,2,1,1,1,2,6,7,632
278,"PRIMARY SCHOOL SHERPUR H. GUDHA",642,502,0,1144,386,324,0,710,50,0,463,141,100,1,1,1,0,1,1,0,0,1,710
279,"PRIMARY SCHOOL GUDHA",409,325,0,734,261,205,0,466,26,0,99,285,67,6,1,0,0,1,0,0,2,5,466
280,"PRIMARY SCHOOL BHARTAULI",350,296,0,646,197,161,0,358,13,0,24,12,308,5,0,0,0,0,1,3,1,4,358
281,"PRIMARY SCHOOL BHUNDA H. BHARTAULI",113,70,0,183,90,55,0,145,145,0,125,0,19,0,0,0,1,0,0,0,0,0,145
282,"PRIMARY SCHOOL BAMHARAULI",438,366,0,804,272,223,0,495,440,0,34,337,114,4,0,1,0,0,0,1,4,0,495
283,"PRIMARY SCHOOL GHAR",699,549,0,1248,416,314,0,730,17,0,130,295,262,14,3,1,4,2,3,3,6,7,730
284,"PRIMARY SCHOOL NORTH KAKSH PULANDAR",690,562,0,1252,359,267,0,626,626,0,73,343,180,10,0,0,0,3,2,6,6,3,626
285,"PRIMARY SCHOOL SOUTH KAKSH PULANDAR",499,397,0,896,288,181,0,469,5,0,38,199,214,6,0,0,2,2,1,1,1,5,469
286,"PRIMARY SCHOOL HARDUA KHALSA",348,294,0,642,187,193,0,380,380,0,90,149,134,1,0,0,0,4,1,0,0,1,380
287,"JUNIOR HIGH SCHOOL SIGARASIPUR H. VIJAIPUR",541,459,0,1000,300,179,0,479,479,0,173,54,240,12,0,0,0,0,0,0,0,0,479
288,"PRIMARY SCHOOL VIJAYIPUR",460,393,0,853,256,202,0,458,458,0,124,222,99,4,0,1,0,2,0,2,0,4,458
289,"PRIMARY SCHOOL SANAYA SALVAHAN",253,205,0,458,168,134,0,302,12,0,181,30,85,3,0,0,0,1,0,0,1,1,302
290,"PRIMARY SCHOOL LEVAMAU",549,453,0,1002,314,237,0,551,551,0,34,130,339,29,0,1,0,1,0,4,4,9,551
291,"PRIMARY SCHOOL NORTH KAKSH SANAYAKHERA",721,565,0,1286,392,240,0,632,56,0,166,51,385,23,0,0,0,0,2,1,1,3,632
292,"PRIMARY SCHOOL SOUTH KAKSH  SANAYAKHERA",725,567,1,1293,413,298,0,711,709,0,116,308,201,65,2,0,3,2,0,4,1,9,711
293,"JUNIOR HIGH SCHOOL TURKIMAU",721,564,0,1285,406,308,0,714,30,0,68,190,411,20,1,1,1,9,1,2,5,5,714
294,"PRIMARY SCHOOL NORTH KAKSH GULAULI",506,409,0,915,346,262,0,608,606,22,22,262,307,10,0,0,0,0,1,2,1,3,608
295,"PRIMARY SCHOOL SOUTH KAKSH  GULAULI",497,393,1,891,283,212,0,495,495,0,21,125,329,12,1,0,0,2,0,4,0,1,495
296,"PRIMARY SCHOOL KUDHVA",556,429,0,985,371,290,0,661,7,0,52,236,359,5,0,0,0,3,0,2,2,2,661
297,"PRIMARY SCHOOL JAFRABAD",533,433,0,966,302,246,0,548,548,0,6,192,331,4,1,1,1,2,0,0,2,8,548
298,"PRIMARY SCHOOL KATHETHI",557,467,0,1024,317,250,0,567,567,0,23,147,373,11,0,1,0,1,0,4,1,6,567
299,"PRIMARY SCHOOL KATHETHI",608,466,0,1074,297,253,0,550,550,0,24,95,394,20,2,0,2,5,0,3,2,3,550
300,"PRIMARY  SCHOOL RAUGAWN",360,302,0,662,274,216,0,490,3,0,5,58,403,11,1,1,1,1,0,3,1,5,490
301,"PRIMARY  SCHOOL MANGTA",612,490,0,1102,389,324,0,713,713,0,23,202,468,14,1,3,0,0,0,0,2,0,713
302,"PRIMARY SCHOOL MANGTA",552,434,0,986,336,262,0,598,598,0,9,227,332,11,3,2,0,3,2,1,1,7,598
303,"PRIMARY  SCHOOL KORARI",571,475,0,1046,365,253,0,618,618,0,18,70,472,43,1,0,1,1,5,3,2,2,618
304,"JUNIYAR HIGH  SCHOOL MOHANA",541,429,0,970,340,232,0,572,571,0,39,225,289,11,1,1,1,1,0,0,0,4,572
305,"JUNIYAR HIGH  SCHOOL MOHANA",463,359,0,822,260,124,0,384,101,0,272,21,76,3,0,1,1,2,1,2,0,5,384
306,"JUNIYAR HIGH SCHOOL MOHANA",427,362,0,789,210,109,0,319,219,0,1,158,151,2,1,1,0,0,0,2,1,2,319
307,"PRIMARY  SCHOOL HIMMAPURWA HAMLET  MOHANA",254,200,0,454,170,133,0,303,303,0,29,223,34,1,2,0,0,1,1,0,5,7,303
308,"PRIMARY  SCHOOL USMANPURJAMREHI",357,314,0,671,207,153,0,360,258,0,10,134,197,6,1,1,0,4,1,1,3,2,360
309,"PRIMARY  SCHOOL KAUSAM",692,570,0,1262,417,282,0,699,265,0,96,178,388,19,2,1,2,0,1,5,2,5,699
310,"PRIMARY  SCHOOL KAUSAM",578,478,0,1056,336,216,0,552,552,0,119,86,337,3,0,0,2,2,0,0,0,3,552
311,"JUNIYAR HIGH SCHOOL GAJNER",611,506,0,1117,413,269,0,682,650,0,105,298,245,21,0,1,2,3,1,2,0,4,682
312,"JUNIYAR HIGH SCHOOL GAJNER",365,302,0,667,222,183,0,405,395,0,58,162,158,19,0,0,1,1,1,3,2,0,405
313,"JUNIYAR HIGH SCHOOL GAJNER",554,437,0,991,348,262,0,610,530,0,96,124,345,35,0,0,0,1,2,2,0,5,610
314,"JUNIYAR HIGH SCHOOL GAJNER",546,453,0,999,306,230,0,536,58,0,19,189,293,19,1,1,5,3,1,1,1,3,536
315,"JUNIYAR HIGH SCHOOL GAJNER",292,254,0,546,129,61,0,190,28,0,120,23,38,5,0,0,1,0,0,0,0,3,190
316,"PRIMARY  SCHOOL BHADESA",461,352,0,813,261,176,0,437,11,0,59,38,325,7,0,0,0,0,0,3,4,1,437
317,"PRIMARY  SCHOOL BHADESA",480,428,0,908,235,188,0,423,9,0,25,195,186,5,1,0,1,3,0,2,1,4,423
318,"PRIMARY  SCHOOL PATRASANDVA",663,519,0,1182,411,315,0,726,726,0,50,130,520,7,1,1,2,5,0,4,2,4,726
319,"PRIMARY  SCHOOL PATRASANDVA",605,525,0,1130,357,255,0,612,612,0,23,116,446,13,1,1,1,4,1,4,0,2,612
320,"PRIMARY SCHOOL TILAUNCHEE",560,479,0,1039,350,237,0,587,587,0,21,194,327,12,0,2,0,0,1,27,2,1,587
321,"JUNIYAR HIGH SCHOOL MANGOLPUR",476,371,0,847,307,206,0,513,324,0,85,69,315,28,2,1,1,2,0,4,3,3,513
322,"PRIMARY  SCHOOL JARAILA",725,591,0,1316,452,319,0,771,16,0,98,297,313,41,0,2,7,2,2,3,2,4,771
323,"PRIMARY  SCHOOL BILSARAYAN",510,410,0,920,300,204,0,504,504,0,33,91,347,18,1,0,1,0,3,6,1,3,504
324,"PRIMARY  SCHOOL BILSARAYAN",359,276,0,635,200,138,0,338,338,0,79,115,122,17,0,2,0,1,0,1,1,0,338
325,"JUNIYAR HIGH  SCHOOL KARSA",620,512,0,1132,378,270,0,648,102,0,78,149,382,23,2,7,1,1,0,2,1,2,648
326,"JUNIYAR HIGH  SCHOOL KARSA",708,598,5,1311,409,276,0,685,682,0,38,203,381,35,0,3,2,1,1,2,9,10,685
327,"PRIMARY  SCHOOL NAHIJYUNIYA",643,504,0,1147,327,264,0,591,3,0,32,116,426,4,0,0,0,2,2,6,1,2,591
328,"PRIMARY SCHOOL NAHIJYUNIYA",680,559,0,1239,358,273,0,631,631,0,19,202,395,10,0,0,0,0,0,0,1,4,631
329,"PRIMARY SCHOOL  RATVA HAMLET NAHIJYUNIYA",250,217,0,467,158,126,0,284,41,0,208,50,23,1,0,1,0,0,0,0,0,1,284
330,"PRIMARY SCHOOL SHAHJAHANPURNINAYAN",789,599,0,1388,417,271,0,688,183,0,141,73,450,10,2,1,0,2,1,2,2,4,688
331,"PRIMARY  SCHOOL SHAHJAHANPUR NINAYAN",689,505,1,1195,379,260,0,639,183,0,98,196,317,14,2,0,2,0,2,3,2,3,639
332,"PRIMARY  SCHOOL SURAJPUR",574,453,0,1027,355,255,0,610,511,0,208,26,344,13,2,5,0,2,1,3,3,3,610
333,"PRIMARY SCHOOLHRADAYPUR HAMLET  SURAJPUR",645,508,1,1154,411,326,0,737,56,0,142,381,188,17,0,2,1,1,0,0,0,5,737
334,"PRIMARY SCHOOL SARWANKHERA",637,535,0,1172,449,321,0,770,770,0,146,69,517,22,0,2,1,1,1,4,2,5,770
