"Polling Station",,"Total No of Electors",,,,"Voters Turnout",,,,,,"Candidate ID and Name",,,,,,,,,,,,
"Part No","Part Name",Male,Female,Other,"Total No. of electors",Male,Female,Other,Total,"No of voters identifying using EPIC","Tendered Voter","1 - GHANSHAYAM ANURAGI","2 - BRIJLAL KHABRI","3 - BHANU PRATAP SINGH VERMA","4 - VIJAY CHAUDHARI","5 - GANGASINGH","6 - JAYRAM","7 - DALCHANDRA ANURAGI","8 - MANOJ KUMAR","9 - RAJKUMAR","10 - RAMNARAYAN","11 - RAM SINGH","12 - None of the Above","Total Votes Secured"
335,"PRIMARY  SCHOOL BABURAMPURWA H. SARWANKHERA",717,573,0,1290,454,336,0,790,790,0,76,140,543,12,1,6,2,0,1,1,1,7,790
336,"PRIMARY SCHOOL SIKANDARPUR H. SARWANKHERA",674,514,1,1189,487,333,0,820,820,0,317,92,378,12,1,5,1,2,1,0,4,7,820
337,"PRIMARY SCHOOL AHIRANI H. SARWANKHERA",666,534,0,1200,438,296,0,734,734,0,82,146,478,7,3,2,1,5,1,3,3,3,734
338,"PRIMARY SCHOOL BILTEE",709,610,0,1319,441,331,0,772,772,0,45,252,445,12,1,3,0,3,3,2,2,4,772
339,"NEW PRIMARY SCHOOL BHAITHANA",592,448,0,1040,372,259,0,631,631,0,31,213,367,12,2,1,1,2,0,1,0,1,631
340,"NEW PRIMARY SCHOOL BHAITHANA",348,280,0,628,184,130,0,314,314,0,43,98,163,4,1,0,0,1,0,1,0,3,314
341,"PRIMARY SCHOOL LOHARI",547,460,0,1007,325,286,0,611,51,0,13,106,451,23,1,4,0,1,0,4,4,4,611
342,"PRIMARY SCHOOL LOHARI",639,499,0,1138,379,252,0,631,3,0,108,158,329,17,0,13,0,0,0,1,3,2,631
343,"PRIMARY SCHOOL DUAAREE",598,518,0,1116,364,268,0,632,632,0,74,189,333,7,1,17,0,4,1,0,2,4,632
344,"PRIMARY SCHOOL DUAAREE",578,458,0,1036,326,194,0,520,520,0,48,198,254,9,0,1,3,0,0,2,4,1,520
345,"PRIMARY SCHOOL GANGRAULEE",558,436,0,994,373,224,0,597,597,0,216,103,263,4,0,4,0,0,1,2,1,3,597
346,"PRIMARY SCHOOL GANGRAULEE",488,385,0,873,295,194,0,489,489,0,291,33,149,9,0,6,0,0,0,1,0,0,489
347,"PRIMARY SCHOOL  BHILSI H. GANGRAULEE",385,303,0,688,227,174,0,401,401,0,82,43,260,6,1,0,0,0,2,2,1,4,401
348,"PRIMARY SCHOOL MANETHU",557,450,0,1007,387,223,0,610,610,0,88,206,275,8,1,1,2,4,4,3,9,9,610
349,"PRIMARY SCHOOL MANETHU",546,445,0,991,290,180,0,470,470,0,35,121,295,6,0,0,2,3,1,3,0,4,470
350,"JUNIYAR HIGH SCHOOL KHANPNA HAMLET MANETHU",605,510,0,1115,303,215,0,518,400,0,84,37,379,2,1,0,0,4,1,3,2,5,518
351,"PRIMARY SCHOOL SERVATAPPASAINTHA",747,585,0,1332,410,311,0,721,80,0,71,152,451,30,5,1,1,3,1,2,0,4,721
352,"PRIMARY SCHOOL SAINTHA",545,439,0,984,295,230,0,525,243,0,54,109,338,14,1,0,0,1,0,1,2,5,525
353,"PRIMARY SCHOOL SAINTHA",527,403,0,930,322,208,0,530,510,0,112,61,336,10,0,2,0,2,1,2,1,3,530
354,"PRIMARY SCHOOL GANGAGANJ H. SAINTHA",624,476,0,1100,383,290,0,673,600,0,99,94,429,48,1,0,0,1,0,0,1,0,673
355,"PRIMARY SCHOOL MUKTAPURTAPPASAINTHA",387,311,0,698,239,189,0,428,55,0,43,143,217,12,2,3,0,0,2,0,2,4,428
356,"PRIMARY SCHOOL  JITHRAULEE",480,409,0,889,304,199,0,503,503,0,96,149,240,12,0,0,0,1,0,1,1,3,503
357,"PRIMARY SCHOOL JASVAPUR",639,568,0,1207,410,369,0,779,779,0,76,209,419,42,3,1,3,2,1,11,2,10,779
358,"PRIMARY SCHOOL MURRA",411,319,0,730,215,183,0,398,26,0,29,188,171,2,0,0,0,0,0,5,1,2,398
359,"PRIMARY SCHOOL HILAUTHI",318,256,0,574,203,193,0,396,396,0,25,167,193,1,1,0,1,1,0,1,4,2,396
360,"PRIMARY SCHOOL BHARATPURPIYASI",445,358,0,803,276,250,0,526,468,0,54,77,379,7,0,0,2,2,0,1,1,3,526
361,"PRIMARY SCHOOL  SARDARPUR HAMLET  BHARATPURPIYASI",487,405,0,892,286,245,0,531,7,0,192,171,138,11,0,1,1,1,0,2,2,12,531
362,"PRIMARY SCHOOL AALAPUR",795,622,0,1417,394,300,0,694,34,0,51,150,462,7,2,0,2,5,5,1,4,5,694
