"Polling Station",,"Total No of Electors",,,,"Voters Turnout",,,,,,"Candidate ID and Name",,,,,,,,,,,,
"Part No","Part Name",Male,Female,Other,"Total No. of electors",Male,Female,Other,Total,"No of voters identifying using EPIC","Tendered Voter","1 - GHANSHAYAM ANURAGI","2 - BRIJLAL KHABRI","3 - BHANU PRATAP SINGH VERMA","4 - VIJAY CHAUDHARI","5 - GANGASINGH","6 - JAYRAM","7 - DALCHANDRA ANURAGI","8 - MANOJ KUMAR","9 - RAJKUMAR","10 - RAMNARAYAN","11 - RAM SINGH","12 - None of the Above","Total Votes Secured"
204,"JUNIOR HIGH SCHOOL BHADARWARA BUJURGA PART 1",421,332,0,753,256,188,0,444,444,0,80,80,253,20,1,1,0,2,1,1,3,2,444
205,"JUNIOR HIGH SCHOOL BHADARWARA BUJURGA PART 2",333,297,0,630,207,149,0,356,356,0,88,37,198,22,0,0,1,1,1,1,1,6,356
206,"P. SCHOOL DEVRA BUJURGA",225,209,0,434,157,122,0,279,279,0,94,58,116,4,0,0,0,0,1,1,2,3,279
207,"HANUMANT INTER COLLEGE BAMOUR PART 1",449,383,0,832,256,200,0,456,456,0,83,44,290,17,2,2,2,1,3,3,1,8,456
208,"HANUMANT INTER COLLEGE BAMOUR PART 2",501,436,1,938,318,237,0,555,555,0,112,204,203,18,0,0,0,4,0,0,4,10,555
209,"HANUMANT INTER COLLEGE BAMOUR PART 3",534,408,0,942,345,223,0,568,568,0,89,117,308,19,2,1,3,5,0,2,4,18,568
210,"HANUMANT INTER COLLEGE BAMOUR PART 4",494,417,0,911,322,240,0,562,562,0,74,73,367,27,1,1,0,2,2,4,2,9,562
211,"LOKMANYA TILAK INTER COLLEGE ISKIL BUJURGA PART 1",878,750,0,1628,537,421,0,958,958,0,234,153,503,35,1,5,1,11,3,4,2,6,958
212,"LOKMANYA TILAK INTER COLLEGE ISKIL BUJURGA PART 2",572,513,1,1086,351,295,0,646,646,0,121,340,149,15,2,0,4,1,0,3,5,6,646
213,"P. SCHOOL NEKERA",144,133,0,277,113,97,0,210,210,0,87,0,110,5,1,0,0,2,0,1,2,2,210
214,"GIRLS PRIMARY SCHOOL GENDAKABULA",312,265,0,577,186,155,0,341,341,0,53,203,53,16,0,1,0,1,1,3,4,6,341
215,"P. SCHOOL KATHARRI",244,219,0,463,192,154,0,346,346,0,194,72,54,9,1,0,1,4,1,1,2,7,346
216,"P. SCHOOL GORA",196,150,0,346,135,102,0,237,237,0,155,38,33,0,0,0,1,2,0,0,3,5,237
217,"JUNIOR HIGH SCHOOL LABHERA",629,532,0,1161,376,301,0,677,677,0,137,224,218,55,4,5,2,3,4,4,5,16,677
218,"P. SCHOOL HARDUA",550,473,0,1023,356,321,0,677,677,0,150,234,235,22,0,0,1,1,2,7,10,15,677
219,"P. SCHOOL RAUTANPURA",299,266,0,565,186,128,0,314,314,0,81,50,145,13,0,4,3,4,1,4,3,6,314
220,"P. SCHOOL TEHERKA",380,337,0,717,264,173,0,437,437,0,132,47,225,14,0,1,1,5,1,3,4,4,437
221,"JUNIOR HIGH SCHOOL VILATIKHET",504,502,0,1006,379,344,0,723,723,0,258,70,360,9,3,2,0,2,1,3,2,13,723
222,"P. SCHOOL VILATIKARKE",606,507,0,1113,352,303,0,655,655,0,185,261,166,15,0,0,3,0,2,1,8,14,655
223,"P. SCHOOL SAGOLI",542,464,0,1006,413,328,0,741,741,0,230,183,299,3,1,2,1,3,2,5,5,7,741
224,"JUNIOR HIGH SCHOOL KHADENI",361,344,0,705,269,247,0,516,516,0,111,112,273,8,0,0,1,3,1,0,3,4,516
225,"SHANKAR VIDHYAPEETH JUNIOR HIGH SCHOOL PATHA",611,529,0,1140,380,286,0,666,666,0,130,171,322,14,2,1,1,5,0,5,3,12,666
226,"P. SCHOOL FARIDA",315,310,0,625,272,216,0,488,488,0,355,69,41,2,1,0,1,0,0,0,4,15,488
227,"P. SCHOOL CHHIRORA KHURD",249,237,0,486,220,171,0,391,391,0,143,47,175,14,0,2,0,1,0,0,0,9,391
228,"P. SCHOOL SUTTA PART 1",443,395,0,838,276,245,0,521,521,0,80,69,325,10,1,5,3,1,4,6,3,14,521
229,"P. SCHOOL SUTTA PART 2",417,373,0,790,264,223,0,487,487,0,76,21,369,6,2,5,1,1,1,1,1,3,487
230,"NEW PRIMARY SCHOOL KHUSHIPURA SUTTA",670,549,0,1219,423,338,0,761,761,0,141,257,315,16,3,3,2,3,1,2,4,14,761
231,"P. SCHOOL SINGAR PART 1",647,513,0,1160,407,310,0,717,717,0,249,12,405,26,0,3,0,1,3,5,3,10,717
232,"P. SCHOOL SINGAR PART 2",727,614,0,1341,461,391,0,852,852,0,240,329,225,26,2,0,2,3,1,1,7,16,852
233,"P. SCHOOL RIYA",744,612,0,1356,395,338,0,733,733,0,179,178,331,19,4,1,4,3,2,3,4,5,733
234,"P. SCHOOL AHRORA",627,545,0,1172,410,316,0,726,726,0,315,158,191,17,1,0,0,8,2,4,5,25,726
235,"P. SCHOOL MALEHTA",364,237,0,601,268,183,0,451,451,0,233,134,54,14,1,1,0,1,0,4,2,7,451
236,"P. SCHOOL KUDRI",711,555,0,1266,368,253,0,621,621,0,145,83,350,30,1,1,1,0,0,2,7,1,621
237,"P. SCHOOL BEHTAR",299,242,0,541,213,168,0,381,381,0,101,80,179,8,1,1,0,1,2,1,3,4,381
238,"P. SCHOOL GOKUL",656,472,0,1128,328,209,0,537,537,0,65,121,309,19,3,0,0,2,0,8,1,9,537
239,"P. SCHOOL DUDI",460,382,0,842,302,217,0,519,519,0,76,172,243,9,0,0,2,4,3,4,1,5,519
240,"JUNIOR HIGH SCHOOL KURAITHA PART 1",530,387,0,917,316,214,0,530,530,0,125,209,146,25,2,1,1,2,3,3,0,13,530
241,"JUNIOR HIGH SCHOOL KURAITHA PART 2",671,528,0,1199,412,267,0,679,679,0,99,207,314,20,3,0,2,5,3,4,10,12,679
242,"P. SCHOOL DHAKNESHWAR",605,531,0,1136,406,320,0,726,726,0,215,153,302,37,2,0,2,3,1,2,3,6,726
243,"P. SCHOOL BARGAI KHAGAR",630,497,0,1127,387,266,0,653,653,0,169,129,321,13,0,0,2,1,3,7,2,6,653
244,"P. SCHOOL JAKHORA",582,478,0,1060,349,240,0,589,589,0,28,149,358,25,1,1,4,3,2,7,1,10,589
245,"P. SCHOOL DHANORA PART 1",492,378,0,870,252,185,0,437,437,0,7,13,377,13,2,1,1,8,2,4,2,7,437
246,"P. SCHOOL DHANORA PART 2",752,605,0,1357,437,282,0,719,719,0,36,362,249,25,7,2,2,11,4,7,8,6,719
247,"P. SCHOOL PAHRA",275,212,0,487,142,85,0,227,227,0,33,77,109,3,0,1,0,1,2,0,1,0,227
248,"P. SCHOOL KHAMA",176,130,0,306,84,67,0,151,151,0,36,52,53,5,1,0,0,1,1,0,0,2,151
249,"P. SCHOOL THARRO",305,236,0,541,124,102,0,226,226,0,49,35,125,2,2,0,1,1,2,3,3,3,226
250,"GIRLS PRIMARY SCHOOL PRATAPPURA",228,164,0,392,96,71,0,167,167,0,24,39,95,0,0,1,1,1,0,0,2,4,167
251,"P. SCHOOL DEVRI",537,418,0,955,156,231,0,387,387,0,136,38,200,3,0,0,1,1,2,2,0,4,387
252,"P. SCHOOL GHATIYARI",284,195,0,479,149,92,0,241,241,0,103,4,117,2,1,2,0,4,0,1,2,5,241
253,"P. SCHOOL BARMAIN",584,423,0,1007,293,227,0,520,520,0,121,80,285,16,1,1,1,0,1,1,3,10,520
254,"P. SCHOOL KHARVANCH",579,432,0,1011,271,200,0,471,471,0,83,57,285,16,1,3,2,4,4,3,4,9,471
255,"P. SCHOOL DHAMNODH",322,236,0,558,199,142,0,341,341,0,98,98,110,17,1,3,1,4,3,0,1,5,341
256,"P. SCHOOL MACHLIKANCH",155,133,0,288,84,62,0,146,146,0,81,4,43,12,1,0,0,2,0,0,2,1,146
257,"JUNIOR HIGH SCHOOL PART 1",649,488,0,1137,359,230,0,589,589,0,75,272,156,51,2,5,4,2,5,3,4,10,589
258,"JUNIOR HIGH SCHOOL PART 2",618,452,0,1070,379,243,0,622,622,0,172,42,345,23,4,1,1,7,2,4,1,20,622
259,"JUNIOR HIGH SCHOOL PART 3",627,442,0,1069,375,252,0,627,627,0,147,17,400,22,0,0,2,6,3,7,3,20,627
260,"P. SCHOOL KACHHIR",773,604,0,1377,502,370,0,872,872,0,213,216,314,107,1,0,4,2,1,4,4,6,872
261,"P. SCHOOL HIRA NAGAR",661,567,0,1228,440,354,0,794,794,0,285,256,215,10,0,1,2,4,0,4,7,10,794
262,"P. SCHOOL KHARKA",590,450,0,1040,354,227,0,581,581,0,111,249,175,9,1,4,0,7,1,8,9,7,581
263,"JUNIOR HIGH SCHOOL SIYA PART 1",590,453,0,1043,350,261,0,611,611,0,161,271,119,29,1,2,1,3,2,2,5,15,611
264,"JUNIOR HIGH SCHOOL SIYA PART 2",613,475,0,1088,395,279,0,674,674,0,222,92,300,25,1,2,1,3,3,2,7,16,674
265,"P. SCHOOL PARSUWA PART 1",583,500,0,1083,351,267,0,618,618,0,39,94,444,21,4,0,1,1,2,2,3,7,618
266,"P. SCHOOL PARSUWA PART 2",564,495,0,1059,369,304,0,673,673,0,52,163,391,31,3,0,1,9,2,7,5,9,673
267,"P. SCHOOL GADVAI PART 1",480,402,0,882,333,238,0,571,571,0,104,276,156,12,0,1,2,3,3,2,5,7,571
268,"P. SCHOOL GADVAI PART 2",415,351,0,766,290,208,0,498,498,0,61,20,389,7,0,1,1,5,2,3,2,7,498
269,"JUNIOR HIGH SCHOOL ASTA PART 1",597,548,0,1145,369,301,0,670,670,0,120,240,246,48,0,0,1,0,3,2,5,5,670
270,"JUNIOR HIGH SCHOOL ASTA PART 2",632,560,0,1192,382,299,0,681,681,0,49,336,257,25,0,2,2,2,0,2,3,3,681
271,"P. SCHOOL MADPURA",289,247,0,536,202,138,0,340,340,0,36,19,237,20,0,2,0,7,2,5,2,10,340
272,"P. SCHOOL ALAMPURA",578,532,0,1110,396,312,0,708,708,0,90,224,328,8,2,6,0,6,2,2,6,34,708
273,"P. SCHOOL NAGRA",541,464,0,1005,374,280,0,654,654,0,191,160,272,13,2,1,2,2,2,2,3,4,654
274,"P. SCHOOL BARGAI AHEER",276,247,0,523,212,145,0,357,357,0,203,17,113,6,0,1,1,2,2,1,2,9,357
275,"P. SCHOOL ADJARA",427,376,0,803,302,246,0,548,548,0,53,153,281,17,2,3,0,9,5,4,8,13,548
276,"P. SCHOOL BACHHEH",745,566,0,1311,522,299,0,821,821,0,56,291,416,9,1,2,5,9,3,11,6,12,821
277,"P. SCHOOL DODIYA",198,183,0,381,130,117,0,247,247,0,17,37,162,16,1,0,0,1,3,3,0,7,247
278,"P. SCHOOL SIRVO",621,537,0,1158,445,310,0,755,755,0,173,193,323,16,4,20,3,6,1,6,3,7,755
279,"P. SCHOOL AMLI",486,426,0,912,343,240,0,583,583,0,220,151,181,11,0,0,0,1,0,4,7,8,583
280,"P. SCHOOL CHANDRAPURA",203,181,0,384,149,125,0,274,274,0,24,15,223,0,0,0,0,1,1,4,2,4,274
281,"P. SCHOOL CHAUKRI",388,327,0,715,249,178,0,427,427,0,44,186,175,10,0,3,1,1,2,0,0,5,427
282,"P. SCHOOL KARGVA BUJURGA EKAL ROOM",296,253,0,549,199,159,0,358,358,0,37,11,287,14,1,1,0,1,1,2,1,2,358
283,"P. SCHOOL NARAYANPURA GURSARAI PART 1",870,717,0,1587,556,417,0,973,973,0,83,72,706,54,0,3,5,9,3,16,5,17,973
284,"P. SCHOOL NARAYAN GURSARAI PART 2",596,550,0,1146,361,325,0,686,686,0,56,27,569,15,1,0,5,3,0,3,2,5,686
285,"PRIMARY SCHOOL BUS STAND GURSARAI PART 1",509,454,0,963,330,277,0,607,607,0,117,112,312,41,1,2,0,0,3,6,1,12,607
286,"KHER INTER COLLEGE GURSARAI MAIN BUILDING PART 1",431,404,0,835,285,187,0,472,472,0,12,59,374,15,0,0,1,1,0,4,1,5,472
287,"KHER INTER COLLEGE GURSARAI MAIN BUILDING PART 2",517,505,1,1023,288,242,0,530,530,0,110,54,320,32,0,0,2,1,1,1,2,7,530
288,"KHER INTER COLLEGE GURSARAI MAIN BUILDING PART 3",584,525,0,1109,368,257,0,625,625,0,24,65,510,19,0,0,0,1,0,1,0,5,625
289,"KHER INTER COLLEGE GURSARAI MAIN BUILDING PART 4",758,642,0,1400,411,315,0,726,726,0,46,319,308,25,0,0,1,2,4,4,7,10,726
290,"KHER INTER COLLEGE GURSARAI MAIN BUILDING PART 5",773,662,1,1436,422,332,0,754,754,0,58,387,275,11,0,3,0,3,1,4,4,8,754
291,"P. SCHOOL BUS STAND GURSARAI PART2",609,513,0,1122,324,224,0,548,548,0,55,181,256,42,1,0,1,2,1,2,3,4,548
292,"P. SCHOOL BUS STAND GURSARAI PART 3",337,320,0,657,188,138,0,326,326,0,24,95,189,15,0,2,0,1,0,0,0,0,326
293,"P. SCHOOL MATVANA GURSARAI",738,651,0,1389,423,325,0,748,748,0,143,132,406,39,1,0,3,2,5,7,3,7,748
294,"KHER INTER COLLEGE GURSARAI GIRLS DEPARTMENT PART 1",584,470,0,1054,290,228,0,518,518,0,72,97,306,27,0,2,2,1,0,2,3,6,518
295,"KHER INTER COLLEGE GURSARAI GIRLS DEPARTMENT PART 2",498,428,0,926,255,191,0,446,446,0,48,69,285,29,1,0,0,0,2,2,2,8,446
296,"KHER INTER COLLEGE GURSARAI GIRLS DEPARTMENT PART 3",601,468,0,1069,270,218,0,488,488,0,39,59,346,32,0,3,2,2,0,0,0,5,488
297,"KHER INTER COLLEGE GURSARAI GIRLS DEPARTMENT PART 4",555,482,0,1037,307,227,0,534,534,0,50,48,411,9,0,0,2,1,1,2,4,6,534
298,"KHER INTER COLLEGE GURSARAI GIRLS DEPARTMENT PART 5",668,545,0,1213,417,316,0,733,733,0,93,62,522,38,0,2,3,2,2,1,3,5,733
299,"KHER INTER COLLEGE GURSARAI GIRLS DEPARTMENT PART 6",207,185,0,392,126,101,0,227,227,0,20,16,152,36,0,0,0,0,0,2,0,1,227
300,"KHER INTER COLLEGE GURSARAI GIRLS DEPARTMENT PART 7",267,251,0,518,174,150,0,324,324,0,24,34,242,21,0,0,1,0,0,0,0,2,324
301,"KHER INTER COLLEGE GURSARAI GIRLS DEPARTMENT PART 8",692,565,0,1257,335,255,0,590,590,0,47,50,474,13,1,0,1,1,0,1,1,1,590
302,"P. SCHOOL URDU MEDIUM GURSARAI",527,498,0,1025,343,283,0,626,626,0,52,122,399,37,0,1,2,4,0,3,3,3,626
303,"P. SCHOOL MADORI PART 1",579,520,0,1099,378,267,0,645,645,0,59,45,461,57,0,2,4,2,1,2,2,10,645
304,"P. SCHOOL MADORI PART 2",540,463,0,1003,323,299,0,622,622,0,73,265,187,76,2,0,1,3,2,2,1,10,622
305,"JUNIOR HIGH SCHOOL MADORI",536,453,0,989,255,214,0,469,469,0,43,173,206,33,0,1,0,2,1,3,1,6,469
306,"P. SCHOOL LAKHAWATI",481,438,0,919,315,282,0,597,597,0,145,102,327,14,1,1,1,2,0,1,1,2,597
307,"P. SCHOOL KHAIRO",296,241,0,537,183,128,0,311,311,0,42,29,217,5,1,0,1,2,1,1,5,7,311
308,"P. SCHOOL NUNAR",371,293,0,664,223,162,0,385,385,0,70,108,191,8,0,4,0,2,1,1,0,0,385
309,"P. SCHOOL BHADARWARA KHURD PART 1",459,410,0,869,323,277,0,600,600,0,30,219,307,21,1,0,2,3,1,5,1,10,600
310,"P. SCHOOL BHADARWARA KHURD PART 2",311,276,0,587,223,157,0,380,380,0,21,17,309,21,0,1,3,5,0,1,2,0,380
311,"P. SCHOOL NAGAR",358,319,0,677,241,218,0,459,459,0,31,202,178,11,1,0,1,8,3,3,4,17,459
312,"JUNIOR HIGH SCHOOL KAIROKHAR PART 1",631,452,0,1083,299,169,0,468,468,0,88,150,201,13,1,0,2,1,3,2,2,5,468
313,"JUNIOR HIGH SCHOOL KAIROKHAR PART 2",568,406,0,974,290,149,0,439,439,0,85,46,260,17,1,7,2,4,3,6,2,6,439
314,"P. SCHOOL SAIGUA",516,406,0,922,318,190,0,508,508,0,47,187,241,18,1,4,1,3,1,2,0,3,508
315,"P. SCHOOL RAGHOLI",323,291,0,614,257,198,0,455,455,0,48,151,228,6,0,1,1,4,1,3,3,9,455
316,"P. SCHOOL DURKHURU PART 1",532,475,0,1007,363,252,0,615,615,0,25,367,168,23,2,4,5,1,2,5,4,9,615
317,"P. SCHOOL DURKHURU PART 2",482,375,0,857,317,217,0,534,534,0,92,149,232,26,5,0,1,5,2,5,8,9,534
318,"P. SCHOOL DUMRAI",794,637,0,1431,488,357,0,845,845,0,238,147,410,21,2,0,1,1,3,3,5,14,845
319,"P. SCHOOL RAMAURA",285,226,0,511,155,118,0,273,273,0,49,33,153,20,3,0,1,3,3,2,2,4,273
320,"P. SCHOOL NIPAN PART 1",591,472,0,1063,377,261,0,638,638,0,135,312,148,11,2,1,2,2,2,6,4,13,638
321,"P. SCHOOL NIPAN PART 2",340,235,0,575,251,147,0,398,398,0,116,88,167,11,1,0,0,2,3,3,3,4,398
322,"A.J.I.C GARAUTHA PART 1",599,494,0,1093,379,300,0,679,679,0,66,290,204,107,1,0,1,2,1,1,2,4,679
323,"A.J.I.C GARAUTHA PART 2",326,250,0,576,165,125,0,290,290,0,10,47,206,18,2,0,0,0,2,1,1,3,290
324,"A.J.I.C GARAUTHA PART 3",654,540,0,1194,342,253,0,595,595,0,67,31,408,67,1,0,1,9,1,4,4,2,595
325,"A.J.I.C GARAUTHA PART 4",391,356,0,747,214,173,0,387,387,0,60,29,265,29,0,1,0,0,0,1,1,1,387
326,"A.J.I.C GARAUTHA PART 5",522,424,0,946,213,177,0,390,390,0,53,109,183,26,1,2,2,4,0,0,2,8,390
327,"A.J.I.C GARAUTHA PART 6",380,325,0,705,250,222,0,472,472,0,20,59,355,19,2,0,0,3,3,3,2,6,472
328,"A.J.I.C GARAUTHA PART 7",483,433,0,916,322,263,0,585,585,0,48,232,247,32,1,0,1,10,0,6,1,7,585
329,"GIRLS PRIMARY SCHOOL GARAUTHA",578,512,0,1090,372,279,0,651,651,0,95,67,380,78,1,1,1,8,1,4,2,13,651
330,"JUNIOR HIGH SCHOOL VEERPURA",618,521,0,1139,437,346,0,783,783,0,161,119,400,65,2,4,4,4,3,3,3,15,783
331,"GIRLS INTER COOLEGE GARAUTHA",488,388,0,876,212,161,0,373,373,0,61,48,243,15,0,0,1,0,0,1,1,3,373
332,"P.SCHOOL GARAUTHA KHURD",414,337,0,751,224,195,0,419,419,0,52,22,324,18,0,0,2,0,0,0,0,1,419
333,"P. SCHOOL SHEELA",243,208,0,451,149,122,0,271,271,0,25,29,188,15,1,1,0,1,1,2,1,7,271
334,"P. SCHOOL HAIBATPURA",569,510,0,1079,344,302,0,646,646,0,46,227,319,30,1,3,2,1,0,5,2,10,646
335,"P. SCHOOL MADHA",479,439,0,918,324,267,0,591,591,0,65,102,359,50,0,2,1,3,2,4,3,0,591
336,"P. SCHOOL GOHNA",359,322,0,681,292,230,0,522,522,0,118,131,226,12,1,1,3,2,2,8,3,15,522
337,"P. SCHOOL BHAGVANTPURA",399,340,0,739,313,254,0,567,567,0,47,263,221,13,1,0,0,4,2,1,3,12,567
338,"PU MA VI. BIJOURA PART 1",783,655,0,1438,518,402,0,920,920,0,70,375,401,40,2,5,6,0,4,9,2,6,920
339,"JUNIOR HIGH SCHOOL BIJORA PART 2",139,135,0,274,93,94,0,187,187,0,22,27,121,6,0,1,0,4,1,0,1,4,187
340,"JUNIOR HIGH SCHOOL RANAPURA PART 1",442,349,0,791,232,148,0,380,380,0,75,15,275,7,0,0,1,1,0,3,0,3,380
341,"JUNIOR HIGH SCHOOL  RANAPURA PART 2",484,374,0,858,330,223,0,553,553,0,102,151,263,15,1,0,2,1,2,6,2,8,553
342,"P. SCHOOL PASORA",863,656,0,1519,563,280,0,843,843,0,421,159,209,23,0,2,5,3,2,3,6,10,843
343,"P. SCHOOL BANGRA PART 1",494,371,0,865,300,152,0,452,452,0,169,186,65,5,1,1,1,0,1,3,9,11,452
344,"P. SCHOOL BANGRA  PART 2",443,372,0,815,288,174,0,462,462,0,355,31,54,4,0,0,0,1,0,2,2,13,462
345,"P. SCHOOL BIRONA",546,440,0,986,338,289,0,627,627,0,165,156,248,17,0,5,3,7,2,5,10,9,627
346,"P. SCHOOL DHIPKAI",707,575,0,1282,430,340,0,770,770,0,244,218,249,7,1,3,0,6,1,13,5,23,770
347,"P. SCHOOL RAMPURA PART 1",549,437,0,986,274,266,0,540,540,0,120,234,143,15,1,1,1,3,1,7,4,10,540
348,"P. SCHOOL RAMPURA PART 2",430,319,0,749,262,149,0,411,411,0,96,37,245,8,0,1,1,1,1,8,1,12,411
349,"JUNIOR HIGH SCHOOL MOTIKATRA PART 1",514,361,0,875,297,191,0,488,488,0,142,155,121,43,1,1,0,0,2,5,7,11,488
350,"JUNIOR HIGH SCHOOL MOTIKATRA PART 2",369,269,0,638,256,165,0,421,421,0,74,153,150,12,3,1,2,4,2,2,2,16,421
351,"P. SCHOOL BARAROO",519,394,0,913,340,213,0,553,553,0,224,134,150,11,0,2,1,1,3,2,4,21,553
352,"P. SCHOOL SUJANPURA",432,322,0,754,275,184,0,459,459,0,64,140,199,38,1,1,1,3,0,5,3,4,459
353,"P. SCHOOL JASVANTPURA NEW BUILDING",581,437,0,1018,391,217,0,608,608,0,153,150,262,27,2,1,2,4,0,3,2,2,608
354,"P.SCHOOL JALALPURA",449,372,0,821,330,214,0,544,544,0,53,302,160,9,0,0,1,0,1,1,5,12,544
355,"GANDHI JUNIOR HIGH SCHOOL SIMARDHA PART 1",635,528,0,1163,384,260,0,644,644,0,89,21,427,79,0,1,0,2,3,6,7,9,644
356,"GANDHI JUNIOR HIGH SCHOOL SIMARDHA PART 2",600,471,0,1071,368,253,0,621,621,0,80,181,238,87,0,1,1,3,6,6,4,14,621
357,"P. SCHOOL NIMGAHNA",511,413,0,924,368,223,0,591,591,0,70,121,323,49,2,1,1,6,2,6,1,9,591
358,"JUNIOR HIGH SCHOOL KHADORA PART 1",538,447,0,985,334,266,0,600,600,0,115,102,328,17,0,2,3,5,3,4,4,17,600
359,"JUNIOR HIGH SCHOOL KHADORA PART 2",380,299,0,679,296,205,0,501,501,0,37,150,285,13,0,0,1,3,2,2,4,4,501
360,"P. SCHOOL MATHANIYA",295,233,0,528,153,113,0,266,266,0,11,95,129,22,0,4,0,0,2,1,1,1,266
361,"P. SCHOOL GORPURA",645,498,0,1143,395,219,0,614,614,0,198,224,144,27,2,0,7,0,3,2,3,4,614
362,"P. SCHOOL KEDARTAI",614,517,0,1131,362,278,0,640,640,0,151,286,143,47,2,0,0,1,0,0,5,5,640
363,"P. SCHOOL CHATURTAI",662,569,0,1231,382,308,0,690,690,0,115,234,289,12,1,9,1,5,2,2,7,13,690
364,"P. SCHOOL KHERI",723,619,0,1342,508,359,0,867,867,0,131,127,373,29,6,144,13,12,2,6,7,17,867
365,"P. SCHOOL GUDHA PART 1",570,430,0,1000,383,287,0,670,670,211,211,228,191,11,1,0,0,2,2,8,7,9,670
366,"P. SCHOOL GUDHA PART 2",583,493,0,1076,390,330,0,720,720,0,323,173,204,4,2,0,0,1,0,0,4,9,720
367,"P. SCHOOL MARKUA PART 1",521,416,0,937,320,239,0,559,559,0,154,154,194,31,2,3,1,2,1,7,2,8,559
368,"P. SCHOOL MARKUA PART 2",436,384,0,820,284,230,0,514,514,0,72,191,226,10,1,1,1,1,0,3,2,6,514
369,"JUNIOR HIGH SCHOOL PUCHHI PART 1",505,439,0,944,359,267,0,626,626,0,122,287,110,66,2,14,7,2,4,2,3,7,626
370,"JUNIOR HIGH SCHOOL PUCHHI PART 2",430,357,0,787,296,197,0,493,493,0,101,79,234,49,1,2,6,2,3,5,4,7,493
371,"P. SCHOOL AVNI PART 1",665,555,0,1220,420,306,0,726,726,0,26,220,429,23,1,0,3,0,2,4,6,12,726
372,"P. SCHOOL AVNI PART 2",742,615,0,1357,473,337,0,810,810,0,28,163,551,24,0,2,2,5,4,10,7,14,810
373,"GIRLS PRIMARY SCHOOL AVNI EXTRA ROOM",672,554,0,1226,425,236,0,661,661,0,37,96,467,22,1,0,0,3,3,7,6,19,661
374,"P. SCHOOL SAHPURA KHURD",606,448,0,1054,411,275,0,686,686,0,241,242,166,27,1,0,0,2,1,2,1,3,686
375,"P. SCHOOL IMLOTA",493,396,0,889,344,257,0,601,601,0,195,181,196,15,3,0,0,2,0,2,0,7,601
376,"P. SCHOOL BAROTA",381,332,0,713,290,227,0,517,517,0,107,147,239,12,0,1,0,2,4,0,1,4,517
377,"P. SCHOOL SONAKPURA PART 1",531,440,0,971,369,278,0,647,647,0,167,131,245,63,2,4,3,7,1,4,5,15,647
378,"P. SCHOOL SONAKPURA PART 2",478,404,0,882,311,227,0,538,538,0,89,271,112,47,4,1,0,1,0,4,5,4,538
379,"P. SCHOOL KOTRA",640,529,0,1169,408,249,0,657,657,0,42,191,371,27,3,0,0,2,1,6,1,13,657
380,"P. SCHOOL LIDHORA",564,472,0,1036,340,246,0,586,586,0,228,212,95,19,1,1,0,2,1,3,7,17,586
