"Polling Station",,"Total No of Electors",,,,"Voters Turnout",,,,,,"Candidate ID and Name",,,,,,,,,,,,,,
"Part No","Part Name",Male,Female,Other,"Total No. of electors",Male,Female,Other,Total,"No of voters identifying using EPIC","Tendered Voter","1 - BAL KUMAR PATEL ALIAS RAJKUMAR","2 - BHAIRON PRASAD MISHRA","3 - RAMCHANDRA SARAS","4 - VIVEK KUMAR SINGH","5 - R. K. SINGH PATEL","6 - AMAR SINGH RATHAUR","7 - PAPPU YADAV","8 - PRABHAKAR PRASAD","9 - VISHVAMBHAR NATH","10 - MO. SAGEER","11 - SUSHEELA SINGH","12 - NARENDRA KUMAR SHRIVASTAVA","13 - VIJAY PRAKASH","14 - None of the Above","Total Votes Secured"
157,"PRATHMIK VIDYALAY KHAPTIHA NORTH PART",462,361,0,823,259,222,0,481,481,0,36,287,16,12,107,5,3,0,2,1,0,3,5,4,481
158,"PRATHMIK VIDYALAY KHAPTIHA SOUTH PART",417,344,0,761,237,189,0,426,424,0,40,73,4,8,260,4,1,3,3,2,4,1,7,16,426
159,"PRATHMIK VIDYALAY NEEBI EAST PART",516,360,0,876,273,209,0,482,354,0,127,224,14,9,84,0,1,0,3,0,0,4,3,13,482
160,"PRATHMIK VIDYALAY NEEBI WEST PART",705,508,0,1213,337,271,0,608,504,0,92,243,12,4,218,3,3,4,1,0,0,7,8,13,608
161,"PRATHMIK VIDYALAY CHAITRAVAR",663,488,0,1151,338,278,0,616,590,0,22,464,19,9,77,2,0,3,2,1,1,4,7,5,616
162,"PRATHMIK VIDYALAY LABED CHATURBHUJI MAZRA KHANDEHA",569,438,0,1007,324,297,0,621,600,0,255,74,8,6,228,5,1,3,3,2,3,8,7,18,621
163,"PRATHMIK VIDYALAY ARJUNPUR MAZRA KHANDEHA",703,552,0,1255,389,308,0,697,625,0,184,113,5,4,341,8,3,1,4,4,2,7,2,19,697
164,"PRATHMIK VIDYALAY AHIRANPUR MAZRA KHANDEHA",424,322,0,746,251,227,0,478,327,0,255,59,7,10,129,4,3,2,1,2,0,2,1,3,478
165,"PRATHMIK VIDYALAY MOHANPUR MAZRA KHANDEHA",490,401,0,891,279,221,0,500,485,0,160,51,6,12,229,7,1,4,6,1,3,5,5,10,500
166,"PRATHMIK VIDYALAY KHANDEHA NORTH PART",438,350,0,788,254,205,0,459,416,0,153,140,10,11,134,3,0,1,1,1,1,0,0,4,459
167,"PRATHMIK VIDYALAY KHANDEHA SOUTH PART",366,337,0,703,236,200,0,436,343,0,193,65,6,4,149,0,6,0,1,3,2,1,2,4,436
168,"BALYAMIK UCCHATAR MADYAMIK VIDYALAY KHANDEHA ROOM NO TWO",316,218,1,535,163,116,0,279,279,0,178,30,4,11,36,1,2,2,3,0,1,5,2,4,279
169,"BALYAMIK UCCHTAR MADYAMIK VIDYALAY KHANDEHA ROOM NO ONE",549,381,0,930,258,166,0,424,375,0,187,148,7,10,57,3,1,0,0,0,2,1,4,4,424
170,"PRATHMIK VIDYALAY CHAKVA MAZRA KHANDEHA",573,410,0,983,345,275,0,620,402,0,208,154,5,13,195,5,2,3,2,5,5,3,5,15,620
171,"PRATHMIK VIDYALAY MAVAI KHURD",408,333,0,741,232,224,0,456,400,0,88,107,5,6,229,4,1,2,2,1,0,1,3,7,456
172,"PURV MADYAMIK VIDYALAY TENDUA MAFI",291,225,0,516,176,160,0,336,299,0,45,220,5,6,51,3,0,0,0,0,1,2,2,1,336
173,"PRATHMIK VIDYALAY NEVRA",326,279,0,605,207,193,0,400,347,0,82,247,3,3,51,0,0,0,0,1,0,1,3,9,400
174,"PRATHMIK VIDYALAY LAURI FAST ROOM N0 1",590,450,0,1040,304,212,0,516,516,0,74,326,7,15,77,6,0,0,0,1,0,2,1,7,516
175,"PRATHMIK VIDYALAY LAURI FAST ROOM N0 2",387,307,0,694,226,143,0,369,304,0,124,104,9,13,77,5,1,3,4,5,1,2,4,17,369
176,"PRATHMIK VIDYALAY HANUMAN GANJ MAZRA LAURI",684,522,0,1206,359,305,0,664,641,0,148,99,11,12,310,8,4,6,13,7,4,8,8,26,664
177,"PRATHMIK VIDYALAY SAMBHU KA PURVA MZRA LAURI",172,134,0,306,114,106,0,220,54,0,4,77,5,0,112,1,0,3,0,1,1,3,7,6,220
178,"PRATHMIK VIDYALAY KHOR",461,367,0,828,308,262,0,570,570,0,90,215,22,127,61,7,1,1,5,4,10,9,5,13,570
179,"SUBHASH INTER COLLEGA ITWAN  NORTH PART",876,641,0,1517,525,409,0,934,568,0,48,674,29,7,111,2,2,3,3,6,6,10,14,19,934
180,"SUBHASH INTER COLLEGE ITWAN SOUTH PART",812,624,0,1436,392,277,0,669,152,0,151,146,9,10,290,5,3,4,2,12,5,6,8,18,669
181,"PRATHMIK VIDYALAY ROKHRI PURVA MAZRA ITWAN",403,318,0,721,232,190,0,422,366,0,14,282,21,9,43,1,4,2,2,3,6,8,7,20,422
182,"PRATHMIK VIDYALAY MAHULIYA PURVA MAZRA ITWAN",547,429,0,976,310,284,0,594,56,0,364,129,15,10,61,2,1,3,1,1,1,4,0,2,594
183,"PRATHMIK VIDYALAY BISAUNDHA",269,219,0,488,161,128,0,289,161,0,29,154,7,2,82,4,0,1,3,0,0,1,3,3,289
184,"PRATHMIK VIDYALAY RAMPUR",849,593,1,1443,462,330,0,792,513,0,177,390,18,28,137,2,2,1,1,3,4,3,11,15,792
185,"PURV MADYAMIK VIDYALAY GHUNVA",301,235,0,536,187,136,0,323,315,0,65,84,5,38,101,2,0,4,2,4,2,4,3,9,323
186,"PRATHMIK VIDYALAY DEUDHA",731,604,0,1335,440,282,0,722,118,0,153,215,19,106,134,5,5,4,6,4,4,10,11,46,722
187,"PRATHMIK VIDYALAY LODHAURA",839,679,0,1518,457,424,0,881,717,0,98,253,28,56,351,4,7,5,10,7,3,10,24,25,881
188,"PURV MADYAMIK VIDYALAY DEORA",504,419,0,923,317,276,0,593,499,0,16,305,11,14,208,4,4,2,2,4,4,2,8,9,593
189,"PRATHMIK VIDYALAY KHANDEORA MAFI",176,140,0,316,108,111,0,219,5,0,12,90,7,4,94,3,1,1,1,0,2,1,1,2,219
190,"PURV MADYAMIK VIDYALAY RAMNAGAR EAST PART",595,519,0,1114,358,358,0,716,307,0,133,221,11,9,268,4,1,7,2,10,8,13,8,21,716
191,"PURV MADYAMIK VIDYALAY RAMNAGAR WEST PART",313,249,0,562,206,188,0,394,32,0,31,115,3,8,212,3,0,0,0,3,2,3,6,8,394
192,"PRATHMIK VIDYALAY MOHANI",513,415,0,928,351,273,0,624,624,0,159,290,14,15,127,3,0,0,1,0,1,3,1,10,624
193,"PRATHMIK VIDYALAY PURA",383,329,0,712,266,249,0,515,514,0,32,259,8,17,181,3,0,0,0,1,0,3,2,9,515
194,"PRATHMIK VIDYALAY KRAHI",384,331,0,715,253,233,0,486,379,0,164,71,5,6,185,5,1,1,44,0,0,0,2,2,486
195,"PRATHMIK VIDYALAY JORVARA",269,239,0,508,160,182,0,342,225,0,20,201,5,10,88,0,0,1,0,3,0,1,3,10,342
196,"PRATHMIK VIDYALAY DEVIPUR",483,377,0,860,256,213,0,469,466,0,162,82,6,7,196,4,0,1,2,1,0,3,1,4,469
197,"PRATHMIK VIDYALAY BASINGHA",304,256,0,560,195,191,0,386,347,0,89,168,9,26,66,2,1,3,1,2,3,3,6,7,386
198,"PRATHMIK VIDYALAY RERUA",341,285,0,626,210,204,0,414,410,0,20,246,6,1,127,1,0,0,4,0,0,4,1,4,414
199,"PRATHMIK VIDYALAY DEVANI MAZRA BUDHWAL",229,168,0,397,110,100,0,210,23,0,27,133,10,9,17,0,0,1,2,2,0,1,4,4,210
200,"PRATHMIK VIDYALAY NONMAI",233,193,0,426,127,101,0,228,228,0,38,104,6,20,46,0,0,1,0,0,1,1,4,7,228
201,"PRATHMIK VIDYALAY PAHADI",369,289,0,658,194,152,0,346,292,0,125,107,11,33,54,8,2,0,1,1,1,0,1,2,346
202,"PRATHMIK VIDYALAY BHAKHARVAR",513,425,0,938,301,288,0,589,92,0,130,278,15,25,107,2,2,3,1,5,2,4,4,11,589
203,"PRATHMIK VIDYALAY BANDHI EAST PART",614,444,0,1058,382,293,0,675,667,0,185,218,10,18,184,4,3,0,5,3,9,4,9,23,675
204,"PRATHMIK VIDYALAY BANDHI WEST PART",710,503,0,1213,366,285,0,651,640,0,35,322,20,16,187,3,1,2,30,1,1,3,7,23,651
205,"PURVA MADHYAMIK VIDYALAY RAIPURA EAST PART",699,636,0,1335,365,280,0,645,553,0,100,282,12,18,165,25,5,4,7,2,4,12,7,2,645
206,"PURVA MADHYAMIK VIDYALAY RAIPURA WEST PART",851,704,0,1555,417,286,0,703,680,0,94,324,17,17,207,8,0,4,1,2,4,4,9,12,703
207,"PURVA MADHYAMIK VIDYALAY RAIPURA NORTH PART",635,573,0,1208,333,248,0,581,335,0,80,146,10,17,264,11,0,3,2,7,3,7,11,20,581
208,"PRATHMIK VIDYALAY BARHAT",116,82,0,198,49,40,0,89,68,0,16,28,0,0,40,2,0,0,0,2,0,0,1,0,89
209,"PRATHMIK VIDYALAY GAHORAKHAS",445,360,0,805,210,168,0,378,324,0,28,60,3,3,264,2,0,0,3,2,0,4,1,8,378
210,"PRATHMIK VIDYALAY DHAN",330,253,0,583,151,137,0,288,151,0,93,75,3,5,100,2,6,0,1,0,0,0,2,1,288
211,"PRATHMIK VIDYALAY ARWARA",493,410,0,903,317,283,0,600,377,0,100,265,18,7,154,6,3,4,15,2,8,4,8,6,600
212,"PRATHMIK VIDYALAY BAGREHI",567,461,0,1028,342,305,0,647,572,0,108,317,16,15,142,3,1,2,17,2,0,3,10,11,647
213,"PRATHMIK VAIDYALAY LALAPUR MAJRA BAGREHI",175,145,0,320,109,106,0,215,9,0,58,94,5,9,34,0,1,0,0,0,2,2,4,6,215
214,"KRISHAK INTER COLLEGE BHAURI ROOM N0 1",471,414,1,886,277,246,0,523,158,0,38,194,15,8,234,3,1,2,3,4,4,6,3,8,523
215,"KRISHAK INTER COLLEGE BHAURI ROOM N0 2",336,297,0,633,221,190,0,411,113,0,54,196,6,2,123,3,1,2,1,3,2,4,3,11,411
216,"KRISHAK INTER COLLEGE BHAURI ROOM N0 3",703,576,0,1279,459,372,0,831,402,0,55,487,25,12,179,6,2,4,3,6,6,12,15,19,831
217,"KRISHAK INTER COLLEGE BHAURI ROOM N0 4",367,292,0,659,213,151,0,364,116,0,71,193,7,20,54,0,1,2,0,0,1,4,4,7,364
218,"KRISHAK INTER COLLEGE BHAURI ROOM N0 5",370,318,0,688,247,190,0,437,437,0,129,119,7,2,111,4,3,1,2,4,29,3,5,18,437
219,"PRATHMIK VIDYALAY BIRU KA PURWA SITUATED GHARGHANA KA PURWA MAJRA BHAURI",550,442,0,992,327,269,0,596,529,0,107,143,12,24,260,5,1,5,2,1,1,4,9,22,596
220,"PRATHMIK VIDYALAY MUDAUHAN PURWA MAJRA BHAURI",607,472,0,1079,354,291,0,645,621,0,32,353,24,7,212,4,1,1,1,1,0,1,4,4,645
221,"PURVA MADHYAMIK VIDYALAY BYUR",849,724,0,1573,515,418,0,933,739,0,22,567,15,18,279,0,0,4,2,4,5,4,7,6,933
222,"PURVA MADHYAMIK VIDYALAY RAMPUR TARAUNHA",548,466,0,1014,280,277,0,557,549,0,67,335,17,21,76,6,11,2,2,0,1,4,4,11,557
223,"PRATHMIK VIDYALAY KAUTHILAHAI",523,455,0,978,330,257,0,587,236,0,256,92,1,2,219,2,0,4,0,2,4,1,0,4,587
224,"PRATHMIK VIDYALAY BAGHAUDA",309,266,0,575,230,188,0,418,356,0,35,127,5,8,233,2,0,0,2,1,0,2,0,3,418
225,"PRATHMIK VIDYALAY KHOH - EAST PART",711,630,0,1341,431,377,0,808,806,0,41,455,23,21,230,11,2,0,2,3,2,6,4,8,808
226,"PRATHMIK VIDYALAY KHOH - WEST PART",659,527,0,1186,356,287,0,643,641,0,82,177,9,8,322,4,3,0,2,4,3,7,4,18,643
227,"PRATHMIK VIDYALAY REHUTIYA",560,476,0,1036,363,283,0,646,437,0,155,128,1,7,326,7,4,0,3,3,1,1,1,9,646
228,"PRATHMIK VIDYALAY SEMARIYA CHARANDASI",619,490,0,1109,380,294,0,674,614,0,301,174,8,23,118,2,19,5,3,4,2,2,5,8,674
229,"PRATHMIK VIDYALAY SHITALPUR TARAUNHA",667,575,0,1242,422,333,0,755,557,0,313,191,7,12,182,8,2,2,4,6,2,9,7,10,755
230,"TYAGI INTER COLLEGE AICHAWARA - NORTHPART",833,722,1,1556,524,444,0,968,967,0,52,636,22,51,176,7,0,0,0,2,2,2,3,15,968
231,"TYAGI INTER COLLEGE AICHAWARA - SOUTH PART",389,348,0,737,247,208,0,455,455,0,21,194,7,6,205,5,1,2,3,0,0,4,2,5,455
232,"PRATHMIK VIDYALAY LAUGHATA MAJRA AICHAWARA",305,253,0,558,150,113,0,263,233,0,98,83,10,3,33,1,1,1,2,0,1,7,4,19,263
233,"PRATHMIK VIDYALAY KHARAUNDH",663,580,0,1243,307,356,0,663,607,0,127,278,4,12,147,5,54,2,2,5,6,6,8,7,663
234,"PRATHMIK VIDYALAY BHAGATSINGH KA PURWA MAJRA KHARAUNDH",746,653,0,1399,467,357,0,824,802,0,214,237,17,23,298,7,5,2,1,3,4,2,7,4,824
235,"PRATHMIK VIDYALAY SEMRADAHA - NORTH PART",711,632,0,1343,368,312,0,680,602,0,133,303,10,19,167,5,3,0,9,2,3,5,6,15,680
236,"PRATHMIK VIDYALAY SEMRADAHA - SOUTH PART",201,178,0,379,136,124,0,260,181,0,88,107,6,2,45,0,1,0,0,1,0,2,4,4,260
237,"PRATHMIK VIDYALAY KHANCHA PURWA MAJRA SEMRADAHA",455,363,0,818,245,225,0,470,354,0,84,241,10,3,110,3,0,1,0,1,1,0,5,11,470
238,"PURVA MADHYMIK VIDYALAY CHAR",703,608,1,1312,375,344,0,719,601,0,47,434,7,3,197,1,5,2,0,2,2,5,6,8,719
239,"PRATHMIK VIDYALAY VASAVANPUR",169,143,0,312,126,106,0,232,25,0,40,83,2,0,103,0,0,0,1,1,1,0,1,0,232
240,"PRATHMIK VIDYALAY CHARDAHA",474,389,0,863,281,215,0,496,496,0,133,234,25,5,41,3,2,3,4,1,3,7,14,21,496
241,"PRATHMIK VIDYALAY PAWARI",273,229,0,502,212,177,0,389,376,0,178,91,18,6,48,3,0,3,2,2,6,4,6,22,389
242,"PRATHMIK VIDYALAY NAYACHANDRA",766,592,0,1358,443,311,0,754,659,0,185,366,23,32,95,3,2,4,2,2,5,6,12,17,754
243,"PRATHMIK VIDYALAY AGARAHUNDA",486,406,0,892,362,248,0,610,405,0,35,259,9,10,254,8,2,2,2,4,0,4,6,15,610
244,"PURVA MADHYMIK VIDYALAY AGARAHUNDA - NORTH PART",554,405,0,959,377,273,0,650,377,0,19,327,24,12,208,6,5,4,5,3,2,9,11,15,650
245,"PURVA MADHYMIK VIDYALAY AGARAHUNDA SOUTH PART",550,449,0,999,283,224,0,507,2,0,52,292,16,10,88,2,15,3,3,3,4,4,4,11,507
246,"PRATHMIK VIDYALAY  GIRDHARAPURWA MAJRA AGRAHUNDA",182,148,0,330,131,113,0,244,234,0,7,5,0,0,225,0,0,1,1,1,1,1,0,2,244
247,"PRATHMIK VIDYALAY UDAKI",364,289,0,653,232,168,0,400,232,0,76,175,12,10,92,5,1,3,2,0,0,1,7,16,400
248,"PRATHMIK VIDYALAY LAUDHIYAMAFI",486,381,0,867,294,233,0,527,30,0,88,258,22,2,121,4,4,5,4,6,2,2,3,6,527
249,"PURVA MADHYMIK VIDYALAY KAUBARA-EAST PART",539,426,0,965,310,219,0,529,422,0,24,283,24,8,109,6,8,7,6,2,4,7,13,28,529
250,"PURVA MADHYMIK VIDYALAY KAUBARA-WEST PART",497,390,0,887,282,230,0,512,328,0,9,251,11,7,190,5,1,1,5,4,0,4,7,17,512
251,"PRATHMIK VIDYALAY POKHARI MAJRA KAUBARA",584,446,0,1030,333,242,0,575,442,0,118,165,8,6,263,1,1,0,3,2,2,3,0,3,575
252,"PRATHMIK VIDYALAY BARACHHI",265,180,0,445,179,118,0,297,290,0,28,113,4,4,132,2,1,0,0,0,0,1,4,8,297
253,"PRATHMIK VIDYALAY GAURIYA",656,551,0,1207,398,310,0,708,693,0,148,298,33,13,121,9,1,6,6,2,7,8,19,37,708
254,"PRATHMIK VIDYALAY GADHCHAPA-EAST PART",713,617,0,1330,430,386,0,816,806,0,64,397,31,20,198,6,6,11,13,12,5,9,16,28,816
255,"PRATHMIK VIDYALAY GADHCHAPA-WEST PART",497,437,0,934,291,297,0,588,582,0,15,105,9,10,397,9,1,3,0,5,3,8,7,16,588
256,"PRATHMIK VIDYALAY CHHERIHAYI",322,270,0,592,205,193,0,398,397,0,58,139,4,14,165,3,1,0,4,0,1,1,2,6,398
257,"PURVA MADHYMIK VIDYALAY PATERIYA",742,578,0,1320,436,277,0,713,630,0,88,372,31,37,87,5,5,4,13,3,3,9,23,33,713
258,"PRATHMIK VIDYALAY HANUWA-EAST PART",725,502,0,1227,370,252,0,622,386,0,40,330,16,8,147,3,2,3,4,1,3,14,18,33,622
259,"PRATHMIK VIDYALAY HANUWA-WEST PART",445,357,0,802,236,179,0,415,399,0,51,235,17,5,64,1,0,1,2,1,1,4,16,17,415
260,"PRATHMIK VIDYALAY GADARIYAN PURWA",396,284,0,680,232,172,0,404,232,0,84,195,19,6,63,3,0,1,2,2,4,2,7,16,404
261,"PRATHMIK VIDYALAY SARAIYAN",644,530,0,1174,352,328,0,680,497,0,47,414,17,15,154,6,5,2,3,2,1,1,8,5,680
262,"PURVA MADHYAMIK VIDYALAY BAGAICHA PURWA MAJRA SARAINYA NORTH PART",553,407,0,960,286,184,0,470,12,0,225,180,9,2,6,1,2,2,3,1,4,4,10,21,470
263,"PURVA MADHYAMIK VIDYALAY BAGAICHA PURWA MAJRA SARAINYA SOUTH PART",405,369,0,774,245,195,0,440,245,0,160,86,13,22,112,6,1,3,2,5,4,6,5,15,440
264,"PRATHMIK VIDYALAY MUSLIMPURWA MAJRA SARAINYA",361,258,0,619,206,142,0,348,298,0,283,17,0,7,20,3,0,2,0,6,1,1,2,6,348
265,"PRATHMIK VIDYALAY RAMPURIYA",349,319,0,668,274,151,0,425,425,0,153,118,8,29,74,3,2,3,5,4,4,6,5,11,425
266,"PRATHMIK VIDYALAY DUDHBANIYA MAZRA CHANDRAMARA",249,238,0,487,145,159,0,304,201,0,69,122,3,13,69,2,2,2,1,0,2,5,3,11,304
267,"PRATHMIK  VIDYALAY CHANDRAMARA",388,331,0,719,268,221,0,489,358,0,119,91,9,8,227,3,2,1,7,3,2,9,1,7,489
268,"PURVA MADHYAMIK VIDYALAY CHANDRAMARA",397,303,0,700,174,129,0,303,288,0,186,20,2,25,43,1,1,0,1,2,1,6,2,13,303
269,"PRATHMIK VIDYALAY GADAKHAN MAJRA CHANDRAMARA",259,199,0,458,185,127,0,312,243,0,208,37,1,3,37,14,0,1,1,0,0,5,3,2,312
270,"PRATHMIK VIDYALAY BAHILPURWA",833,756,0,1589,448,338,0,786,786,0,492,55,15,61,106,3,2,1,2,1,3,1,7,37,786
271,"PRATHMIK VIDYALAY KARKA PADRIYA",307,279,0,586,169,143,0,312,296,0,165,55,7,5,30,1,2,2,1,2,4,11,8,19,312
272,"PRATHMIK VIDYALAY RUKMAKHURD NORTH PART",546,394,0,940,280,197,0,477,164,0,216,166,15,6,35,6,1,0,0,2,2,5,9,14,477
273,"PRATHMIK VIDYALAY RUKMAKHURD SOUTH PART",599,470,0,1069,286,196,0,482,330,0,108,188,8,6,124,4,2,2,1,1,1,11,8,18,482
274,"PRATHMIK  VIDYALAY CHANDRAMARA KAILHA",645,485,0,1130,320,243,0,563,25,0,105,113,10,94,190,4,1,3,3,5,4,8,10,13,563
275,"PRATHMIK VIDYALAY CHHOTI MADAIYAN",509,386,0,895,222,160,0,382,342,0,76,124,7,5,146,1,0,1,0,3,0,5,4,10,382
276,"PRATHMIK VIDYALAY SEHARIN",421,335,0,756,189,123,0,312,290,0,122,88,11,3,59,0,5,3,2,3,2,2,4,8,312
277,"PRATHMIK VIDYALAY BANDHIN",411,317,0,728,188,129,0,317,125,0,132,105,8,4,50,0,1,2,3,1,0,2,2,7,317
278,"PRATHMIK VIDYALAY BADI MADAIYAN",633,520,0,1153,320,226,0,546,365,0,132,141,9,12,202,7,3,4,3,5,3,7,7,11,546
279,"PRATHMIK VIDYALAY KOLGDAHIYA EAST PART",494,380,0,874,332,260,0,592,385,0,136,254,9,7,149,2,3,3,2,1,3,4,3,16,592
280,"PRATHMIK VIDYALAY KOLGDAHIYA WEST PART",545,415,0,960,322,216,0,538,322,0,215,209,4,12,80,3,4,1,2,0,3,0,1,4,538
281,"PRATHMIK VIDYALAY KACHHARPURWAMAJRA KOLGDAHIYA",257,201,0,458,161,112,0,273,176,0,127,85,10,6,39,0,0,1,1,0,0,1,3,0,273
282,"PRATHMIK VIDYALAY PAHI",652,551,0,1203,411,350,0,761,740,0,41,470,24,24,157,3,3,3,3,3,4,5,13,8,761
283,"PRATHMIK VIDYALAY SIDDHAPUR",507,456,0,963,368,296,0,664,468,0,169,97,7,19,342,4,1,4,2,2,2,2,3,10,664
284,"PRATHMIK VIDYALAY BANADI",506,450,0,956,322,279,0,601,463,0,201,130,8,43,170,7,4,2,5,2,3,8,7,11,601
285,"PRATHMIK VIDYALAY RUKAMABUJURG",399,319,0,718,199,145,0,344,93,0,69,83,7,3,151,2,1,2,2,1,1,6,3,13,344
286,"PRATHMIK VIDYALAY SAPHA",416,363,0,779,205,143,0,348,295,0,223,88,1,3,27,1,0,0,0,1,2,0,1,1,348
287,"PRATHMIK VIDYALAY NAUBASTA MAJRA RUKAMABUJURG",503,382,0,885,254,156,0,410,200,0,222,79,10,3,57,2,0,4,3,2,1,4,3,20,410
288,"PRATHMIK VIDYALAY LAKHANPUR",326,298,0,624,140,155,0,295,240,0,105,57,1,4,108,2,0,1,1,1,0,7,4,4,295
289,"PRATHMIK VIDYALAY LANKAPURWA MAJRA DADARIMAFI",529,444,0,973,262,170,0,432,354,0,115,85,7,30,151,3,0,3,1,3,3,3,10,18,432
290,"PRATHMIK VIDYALAY CHHOTI BELAHARI",637,480,0,1117,360,250,0,610,520,0,301,50,24,8,136,6,3,3,6,11,3,8,9,42,610
291,"PRATHMIK VIDYALAY TIKARIYA JAMUNHAI",688,589,0,1277,376,340,0,716,557,0,82,103,14,54,387,7,2,5,3,5,4,5,10,35,716
292,"PRATHMIK VIDYALAY MANGAVAN",598,543,0,1141,327,303,0,630,586,0,141,70,7,44,307,4,2,4,10,3,2,8,5,23,630
293,"PRATHMIK VIDYALAY BADI PATIN MAJRA ITAVAN DUDAILA",579,459,0,1038,296,191,0,487,197,0,43,293,11,31,69,5,0,1,3,0,1,2,12,16,487
294,"PRATHMIK VIDYALAY DUDAULI",315,281,0,596,175,126,0,301,301,0,117,128,6,7,32,0,1,1,0,2,1,2,1,3,301
295,"PRATHMIK VIDYALAY ITAVAN DUDAILA",286,255,0,541,144,128,0,272,215,0,64,153,6,18,17,2,0,1,1,1,1,1,5,2,272
296,"PRATHMIK VIDYALAY BAGRAHA KOLAN MAJRA ITAVAN DUDAILA",287,251,0,538,188,166,0,354,330,0,69,8,4,21,221,5,1,0,2,1,2,2,4,14,354
297,"PURVA MADHYAMIK VIDYALAY ITAVAN DUDAILA ROOM N0 1 WEAST PART",403,376,0,779,185,173,0,358,236,0,36,123,6,13,171,1,0,0,0,1,1,2,2,2,358
298,"PURVA MADHYAMIK VIDYALAY ITAVAN DUDAILA ROOM N0 2 EAST PART",450,407,0,857,242,210,0,452,29,0,40,296,23,24,51,2,1,1,1,1,1,1,5,5,452
299,"PRATHMIK VIDYALAY BAMIYA",433,370,0,803,258,204,0,462,289,0,84,151,9,15,160,6,2,1,6,3,2,4,4,15,462
300,"PURVA MADHYAMIK VIDYALAY DONDAMAFI SITUATED DONDAKHAS",792,631,0,1423,474,364,0,838,542,0,574,64,4,11,116,3,2,6,1,2,6,7,11,31,838
301,"PRATHMIK VIDYALAY MARKUNDI FIRST SITUATED KIHUNIYA NORTH PART",617,460,0,1077,287,216,0,503,435,0,75,132,10,66,194,0,2,1,4,5,2,3,2,7,503
302,"PRATHMIK VIDYALAY MARKUNDI FIRST SITUATED KIHUNIYA SOUTH PART",126,115,0,241,49,36,0,85,45,0,11,30,1,11,23,0,0,0,2,0,0,2,1,4,85
303,"PRATHMIK VIDYALAY NAVIN KIHUNIYAN",570,482,0,1052,295,272,0,567,566,0,210,220,7,9,97,0,1,3,1,1,2,2,6,8,567
304,"PRATHMIK VIDYALAY AMCHUR NERUVA",494,445,0,939,322,284,0,606,538,0,40,92,5,39,350,11,4,3,1,4,4,7,17,29,606
305,"PRATHMIK VIDYALAY CHHERIYA KHURD",805,680,0,1485,452,443,0,895,893,0,481,105,11,20,184,4,4,5,6,8,6,10,11,40,895
306,"PRATHMIK VIDYALAY CHHERIYA BUJURG",176,151,0,327,88,88,0,176,20,0,6,0,0,4,142,4,1,1,0,1,2,2,4,9,176
307,"PRATHMIK VIDYALAY JAROMAFI",370,319,0,689,227,228,0,455,450,0,218,40,4,47,135,2,2,1,2,0,2,0,0,2,455
308,"PRATHMIK VIDYALAY GOPIPUR MAJRA KARAUNHA",558,425,0,983,330,285,0,615,259,0,375,83,9,9,76,2,5,1,2,5,2,14,10,22,615
309,"PRATHMIK VIDYALAY KARAUNHA KOLAN",232,216,0,448,184,176,0,360,3,0,94,7,1,4,193,8,3,5,5,6,5,5,6,18,360
310,"PRATHMIK VIDYALAY BARAHMAFI",534,378,0,912,314,222,0,536,203,0,154,248,10,8,86,0,0,0,2,1,2,2,9,14,536
311,"PRATHMIK VIDYALAY DANDIMAFI KOLAN MAJRA BARAHMAFI",315,263,0,578,213,157,0,370,356,0,81,8,1,3,253,3,1,1,0,2,3,6,3,5,370
312,"PRATHMIK VIDYALAY CHULHI",201,176,0,377,141,139,0,280,240,0,31,12,3,40,162,4,2,0,2,4,2,4,7,7,280
313,"PRATHMIK VIDYALAY RAMPUR KALYANGADH",741,628,0,1369,402,373,0,775,678,0,129,293,16,8,275,5,1,3,3,6,4,3,12,17,775
314,"PRATHMIK VIDYALAY SHEKHAPUR",167,143,0,310,111,98,0,209,136,0,13,114,5,6,59,0,0,1,1,2,0,2,3,3,209
315,"PRATHMIK VIDYALAY KALYANPUR",207,155,0,362,114,99,0,213,210,0,109,9,1,3,87,1,0,1,0,0,1,0,0,1,213
316,"PRATHMIK VIDYALAY NAGAR MAJRA KALYANPUR",334,269,0,603,196,171,0,367,243,0,156,144,8,2,28,0,0,0,2,1,1,7,8,10,367
317,"PRATHMIK VIDYALAY LAKSHMANPUR MAJRA KALYANPUR",351,289,0,640,243,193,0,436,401,0,71,149,4,13,164,3,1,3,0,1,4,3,8,12,436
318,"PRATHMIK VIDYALAY HARDIDANDI MAJRA KALYANPUR",251,235,0,486,178,173,0,351,337,0,131,72,4,3,109,1,0,2,1,2,1,2,5,18,351
319,"PRATHMIK VIDYALAY NIHI",473,407,0,880,299,251,0,550,375,0,250,70,10,13,63,3,2,6,4,6,11,12,28,72,550
320,"PRATHMIK VIDYALAY BAGDARI",477,407,0,884,290,244,0,534,395,0,71,281,7,14,108,3,4,3,2,1,4,6,21,9,534
321,"PRATHMIK VIDYALAY UMARI",424,380,0,804,211,202,0,413,5,0,46,44,6,121,154,4,3,4,7,1,3,8,5,7,413
322,"PRATHMIK VIDYALAY HELA",315,281,0,596,210,203,0,413,186,0,16,168,12,16,182,3,1,0,0,1,1,3,1,9,413
