"Polling Station",,"Total No of Electors",,,,"Voters Turnout",,,,,,"Candidate ID and Name",,,,,,,,,,,,,,
"Part No","Part Name",Male,Female,Other,"Total No. of electors",Male,Female,Other,Total,"No of voters identifying using EPIC","Tendered Voter","1 - BAL KUMAR PATEL ALIAS RAJKUMAR","2 - BHAIRON PRASAD MISHRA","3 - RAMCHANDRA SARAS","4 - VIVEK KUMAR SINGH","5 - R. K. SINGH PATEL","6 - AMAR SINGH RATHAUR","7 - PAPPU YADAV","8 - PRABHAKAR PRASAD","9 - VISHVAMBHAR NATH","10 - MO. SAGEER","11 - SUSHEELA SINGH","12 - NARENDRA KUMAR SHRIVASTAVA","13 - VIJAY PRAKASH","14 - None of the Above","Total Votes Secured"
323,"PRATHMIK VIDYALAY KHICHARI",430,399,0,829,265,259,0,524,523,0,230,25,4,83,127,5,0,3,3,3,3,14,5,19,524
324,"ADARSH INTER COLLEGE MANIKPUR-EAST PART",728,588,0,1316,347,222,0,569,517,0,117,145,5,34,227,6,2,3,4,3,5,3,5,10,569
325,"ADARSH INTER COLLEGE MANIKPUR-WEST PART",538,480,0,1018,274,229,0,503,80,0,50,248,3,13,160,0,0,3,1,3,2,2,5,13,503
326,"ADARSH INTER COLLEGE MANIKPUR-NORTH PART",578,487,1,1066,331,217,0,548,416,0,50,399,8,47,28,2,1,1,1,3,0,2,1,5,548
327,"ADARSH INTER COLLEGE MANIKPUR-SOUTH PART",402,358,0,760,224,165,0,389,345,0,57,178,10,80,42,2,1,0,4,3,1,3,2,6,389
328,"PRATHMIK VIDYALAY MANIKPUR FIRST-EAST PART",546,464,0,1010,296,238,0,534,505,0,83,226,10,101,41,4,2,1,2,42,3,3,6,10,534
329,"PRATHMIK VIDYALAY MANIKPUR FIRST-NORTH PART",474,406,0,880,238,207,0,445,299,0,83,213,3,28,82,1,3,5,2,17,1,1,3,3,445
330,"GOVERNMENT INTER COLLEGE MANIKPUR NORTH PART",508,412,0,920,240,201,0,441,303,0,104,221,5,48,24,1,1,1,1,29,0,3,1,2,441
331,"GOVERNMENT INTER COLLEGE MANIKPUR SOUTH PART",400,354,0,754,251,205,0,456,454,0,27,348,6,30,26,1,2,1,1,2,1,2,2,7,456
332,"PRATHMIK VIDYALAY MANIKPUR",578,459,1,1038,289,206,0,495,386,0,29,201,5,64,183,1,1,2,3,0,0,2,1,3,495
333,"KANYA PURVA MADHYMIK VIDYALAY MANIKPURR ROOM N0 1",491,390,0,881,255,192,0,447,446,0,48,223,1,36,111,6,0,1,2,2,2,1,4,10,447
334,"KANYA PURVA MADHYMIK VIDYALAY MANIKPURR ROOM N0 2",468,447,0,915,245,216,0,461,196,0,97,99,6,27,189,0,1,2,2,3,2,3,13,17,461
335,"KANYA PRATHMIK VIDYALAY MANIKPUR",531,439,0,970,308,245,0,553,435,0,50,317,11,65,60,3,0,6,4,4,1,4,10,18,553
336,"PRATHMIK VIDYALAY SARHAT",864,677,0,1541,451,404,0,855,726,0,177,222,15,198,164,3,1,4,3,19,6,9,9,25,855
337,"PRATHMIK VIDYALAY SUKHRAMPUR MAJRA CHUREH KESHARUWA",440,364,0,804,267,237,0,504,499,0,111,24,2,5,351,1,1,2,1,1,0,2,1,2,504
338,"PRATHMIK VIDYALAY HARIJANPUR MAJRA CHUREH KESHARUWA",272,237,0,509,184,174,0,358,214,0,16,17,2,9,293,2,1,2,4,1,0,2,4,5,358
339,"PRATHMIK VIDYALAY KEKRAMAR R MAJRA CHUREH KESHARUWA",294,273,0,567,194,201,0,395,229,0,307,13,1,7,52,1,1,1,0,0,2,3,1,6,395
340,"PRATHMIK VIDYALAY GURAULA MAJRA CHUREH KESHARUWA",713,646,0,1359,426,359,0,785,721,0,206,243,13,31,217,7,7,10,4,7,3,9,5,23,785
341,"PURVA MADHYMIK VIDYALAY DARAI MAJRA CHUREH KESHARUWA",619,482,0,1101,320,287,0,607,601,0,280,103,5,18,169,1,2,1,3,3,2,3,5,12,607
342,"PRATHMIK VIDYALAY SINGAWA  KOTA KANDAILA",666,489,0,1155,329,245,0,574,529,0,302,25,9,20,174,3,2,4,4,4,5,6,6,10,574
343,"PRATHMIK VIDYALAY SINGAWA  KOTA KANDAILA",505,427,0,932,222,181,0,403,388,0,198,25,3,14,132,1,1,0,2,0,0,3,6,18,403
344,"PRATHMIK VIDYALAY UNCHADEEH",695,599,0,1294,383,385,0,768,767,0,132,256,15,30,284,6,2,5,4,3,6,9,6,10,768
345,"PRATHMIK VIDYALAY MURKATA",537,467,0,1004,247,232,0,479,31,0,241,61,3,11,97,6,2,2,3,6,7,4,10,26,479
346,"PRATHMIK VIDYALAY CHMRAUNHA MAJRA UNCHADEEH",617,533,0,1150,418,327,0,745,404,0,306,296,25,9,91,0,1,3,3,0,2,1,4,4,745
347,"PRATHMIK VIDYALAY AILAHA BADHAIYA",664,548,0,1212,411,359,0,770,698,0,321,139,14,61,110,3,2,7,4,7,9,13,28,52,770
348,"PURVA MADHYMIK VIDYALAY SAKRAUNHA",633,568,0,1201,345,338,0,683,295,0,375,179,12,8,72,11,1,2,1,3,5,1,4,9,683
349,"PRATHMIK VIDYALAY MAUGURDARI",380,327,0,707,207,194,0,401,252,0,101,118,15,3,91,3,1,29,2,0,5,7,8,18,401
350,"PRATHMIK VIDYALAY GIDURAHA",362,347,0,709,223,235,0,458,236,0,229,18,7,125,43,3,2,5,2,1,2,3,3,15,458
351,"PRATHMIK VIDYALAY RANIPUR KALYANGADH",748,559,0,1307,469,376,0,845,318,0,465,122,18,18,112,10,6,6,14,13,5,18,13,25,845
