"Polling Station",,"Total No of Electors",,,,"Voters Turnout",,,,,,"Candidate ID and Name",,,,,,,,,,,,,,,,
"Part No","Part Name",Male,Female,Other,"Total No. of electors",Male,Female,Other,Total,"No of voters identifying using EPIC","Tendered Voter","1 - KAPIL MUNI KARWARIYA","2 - KESHAV PRASAD MAURYA","3 - MOHD. KAIF","4 - DHARAM RAJ SINGH PATEL","5 - GYANENDRA KUMAR SRIVASTAVA GYANI BHAI","6 - GANESHJI TRIPATHI","7 - DAKKHINI PRASAD KUSHWAHA","8 - NATHU RAM BOUDHA","9 - PARVEZ ASHFAQUE SIDDIQUI","10 - SHIMALA SHRI","11 - SURENDRA KUMAR MISHRA","12 - ZIAOUL HAQUE","13 - DR. NEERAJ","14 - MITHILESH KUMAR","15 - MILAN MUKERJEE","16 - None of the Above","Total Votes Secured"
138,"KANYA JUNIAR HIGH SCHOOL KATHULA GAUSPUR",682,490,0,1172,313,176,0,489,125,0,48,272,68,68,2,9,1,1,2,2,2,4,1,3,5,1,489
139,"ZILA PARISHAD PRA. PA. SAHAPUR URF PEEPALGAON ROOM NO.1",989,736,1,1726,496,311,0,807,718,0,108,519,76,68,0,8,2,0,0,3,2,3,4,1,3,10,807
140,"ZILA PARISHAD PRA. PA. SAHAPUR URF PEEPALGAON ROOM NO.2",973,672,0,1645,482,307,0,789,208,0,77,619,24,25,1,3,0,3,1,8,2,7,2,5,11,1,789
141,"ZILA PARISHAD PRA. PA. SAHAPUR URF PEEPALGAON ROOM NO.2",598,501,0,1099,260,193,0,453,453,0,63,342,16,6,0,12,3,2,1,2,1,0,0,3,0,2,453
142,"ZILA PARISHAD PRA. PA. SAHAPUR URF PEEPALGAON ROOM NO.3",1000,827,1,1828,485,327,0,812,406,0,73,636,22,14,1,15,0,1,2,6,2,3,7,9,11,10,812
143,"ZILA PARISHAD PRA. PA. BHITI TA. ASDULLAPUR",379,249,0,628,255,145,0,400,88,0,8,2,27,349,3,0,0,0,0,0,0,1,3,1,1,5,400
144,"ZILA PARISHAD PRA. PA. DEWGHAT",697,502,0,1199,338,174,0,512,13,0,26,407,12,52,1,0,1,0,1,3,2,0,1,1,3,2,512
145,"ZILA PARISHAD PRA. PA. DEWGHAT",770,693,0,1463,349,293,0,642,430,0,217,337,30,36,0,0,0,0,1,5,0,3,3,2,3,5,642
146,"GURU MADHAW PRASAD JUNIAR HIGH SCHOOL JHALWA ROOM NO. 1",759,559,1,1319,349,276,0,625,588,0,61,472,24,33,1,2,1,3,2,10,0,4,2,3,3,4,625
147,"GURU MADHAW PRASAD JUNIAR HIGH SCHOOL JHALWA ROOM NO. 2",897,677,0,1574,552,305,0,857,555,0,131,568,31,102,0,4,2,2,1,5,1,2,0,0,2,6,857
148,"GURU MADHAW PRASAD JUNIAR HIGH SCHOOL JHALWA ROOM NO. 3",611,466,1,1078,319,222,0,541,37,0,50,397,23,51,0,0,0,1,1,10,0,0,1,0,1,6,541
149,"GURU MADHAW PRASAD JUNIAR HIGH SCHOOL JHALWA ROOM NO. 4",672,470,1,1143,331,207,0,538,537,0,77,367,33,40,2,2,1,0,2,7,0,1,3,0,2,1,538
150,"GURU MADHAW PRASAD JUNIAR HIGH SCHOOL JHALWA ROOM NO. 5",552,437,0,989,270,214,0,484,428,0,33,377,27,33,0,1,0,0,0,11,0,1,1,0,0,0,484
151,"MAHILA GRAM INTER COLLAGE SULEMSARAI ROOM NO. 1",769,611,0,1380,405,238,0,643,1,0,56,485,47,44,0,0,0,0,0,3,1,0,3,1,2,1,643
152,"MAHILA GRAM INTER COLLAGE SULEMSARAI ROOM NO. 2",497,414,0,911,278,191,0,469,1,0,32,353,34,42,0,0,0,0,0,8,0,0,0,0,0,0,469
153,"MAHILA GRAM INTER COLLAGE SULEMSARAI ROOM NO. 3",856,753,0,1609,441,294,0,735,490,0,201,461,30,24,1,0,0,0,1,3,2,1,0,3,2,6,735
154,"MAHILA GRAM INTER COLLAGE SULEMSARAI ROOM NO. 4",615,504,0,1119,336,214,0,550,550,0,101,358,33,38,1,0,0,0,1,9,1,1,0,2,2,3,550
155,"MAHILA GRAM INTER COLLAGE SULEMSARAI ROOM NO. 5",754,689,0,1443,429,326,0,755,750,0,233,411,47,34,0,0,0,2,0,16,0,2,0,1,2,7,755
156,"MAHILA GRAM INTER COLLAGE SULEMSARAI ROOM NO. 6",927,788,0,1715,586,513,0,1099,329,0,185,723,78,37,2,1,0,8,2,22,3,8,2,7,10,11,1099
157,"UTTAR RELWAY PRA. PA. SUBEDARGANJ ROOM NO. 1",371,259,0,630,162,85,0,247,93,0,20,152,43,25,0,0,0,1,0,3,0,0,0,0,3,0,247
158,"UTTAR RELWAY PRA. PA. SUBEDARGANJ ROOM NO. 2",710,524,0,1234,279,177,0,456,41,0,48,308,36,48,0,0,0,0,2,8,0,1,0,1,2,2,456
159,"GANGA BALIKA UCHHATAR MADHYAMIK VIDYALAY JAIRAMPUR",311,246,0,557,95,74,0,169,1,0,24,106,11,15,0,0,0,0,0,9,0,0,1,0,0,3,169
160,"ARYA  BASIC INT. COLL.  RAJRUPPUR",576,451,0,1027,295,202,0,497,319,0,41,371,23,43,0,2,0,0,1,8,0,2,1,0,2,3,497
161,"ARYA BASIC INT. COLL. RAJRUPPUR ROOM NO. 1",730,601,0,1331,332,234,0,566,483,0,39,415,32,71,1,0,0,0,0,3,1,1,0,0,0,3,566
162,"ARYA  BASIC INT. COLL. RAJRUPPUR ROOM NO. 2",612,484,0,1096,248,191,0,439,91,0,22,364,14,28,0,0,0,0,0,4,1,0,0,0,0,6,439
163,"ARYA  BASIC INT. COLL. RAJRUPPUR ROOM NO.3",623,497,0,1120,229,238,0,467,230,0,22,367,21,34,2,1,1,0,0,16,1,0,0,1,0,1,467
164,"LITTLE FLOWER JUNIAR SCHOOL RAJROOPPUR ROOM NO. 1",789,663,0,1452,369,272,0,641,466,0,44,514,29,31,1,1,0,0,0,11,1,2,0,2,4,1,641
165,"LITTLE FLOWER JUNIAR SCHOOL RAJROOPPUR ROOM NO. 2",307,248,0,555,123,96,0,219,1,0,15,167,14,10,0,0,0,0,0,9,0,1,0,0,0,3,219
166,"LITTLE FLOWER JUNIAR SCHOOL RAJROOPPUR ROOM NO. 3",360,311,0,671,144,82,0,226,24,0,29,122,12,51,0,0,0,0,0,9,2,1,0,0,0,0,226
167,"LITTLE FLOWER JUNIAR SCHOOL RAJROOPPUR ROOM NO. 4",196,188,0,384,82,67,0,149,105,0,8,116,14,9,1,0,0,0,0,0,0,0,0,0,0,1,149
168,"S.S.BALIKA UCHHATAR MADHYAMIK VIDYALAY JUNIAR HIGHSCHOOL RAJROOPPUR ROOM NO. 1",594,481,0,1075,238,228,0,466,1,0,35,387,10,20,0,0,0,0,1,9,0,0,0,0,0,4,466
169,"S.S.BALIKA UCHHATAR MADHYAMIK VIDYALAY JUNIAR HIGHSCHOOL RAJROOPPUR ROOM NO. 2",444,360,1,805,193,179,0,372,1,0,16,308,17,27,1,0,0,0,0,2,0,0,0,1,0,0,372
170,"DIGGAJ SINGH SINGRAUR HIGHIER SECONDAROY SCHOOL RAJROOPPUR ROOM NO. 1",953,743,0,1696,428,340,0,768,698,0,65,602,23,51,2,0,1,0,1,12,1,2,0,0,3,5,768
171,"DIGGAJ SINGH SINGRAUR HIGHIER SECONDAROY SCHOOL RAJROOPPUR ROOM NO. 2",593,453,0,1046,276,177,0,453,121,0,24,351,30,32,0,1,0,0,0,8,1,0,1,1,3,1,453
172,"DIGGAJ SINGH SINGRAUR HIGHIER SECONDAROY SCHOOL RAJROOPPUR ROOM NO. 3",1036,795,0,1831,511,350,0,861,688,0,59,690,67,17,0,0,0,1,0,14,0,0,1,1,0,11,861
173,"DIGGAJ SINGH SINGRAUR HIGHIER SECONDAROY SCHOOL RAJROOPPUR ROOM NO. 4",982,748,0,1730,471,360,0,831,773,0,76,632,65,40,0,0,0,0,0,10,0,0,0,0,1,7,831
174,"DIGGAJ SINGH SINGRAUR HIGHIER SECONDAROY SCHOOL RAJROOPPUR ROOM NO. 5",668,574,0,1242,299,261,0,560,430,0,34,438,33,37,0,1,1,0,0,14,0,0,0,0,1,1,560
175,"DIGGAJ SINGH SINGRAUR HIGHIER SECONDAROY SCHOOL RAJROOPPUR ROOM NO. 6",658,561,0,1219,342,295,0,637,512,0,45,518,39,15,1,1,0,0,1,14,0,0,1,0,0,2,637
176,"DIGGAJ SINGH SINGRAUR HIGHIER SECONDAROY SCHOOL RAJROOPPUR ROOM NO. 7",932,730,0,1662,456,354,0,810,59,0,78,588,63,56,1,0,1,0,0,15,0,0,0,0,1,7,810
177,"DIGGAJ SINGH SINGRAUR HIGHIER SECONDAROY SCHOOL RAJROOPPUR ROOM NO. 8",560,410,1,971,250,219,0,469,357,0,28,397,20,14,0,1,0,0,0,6,0,0,0,0,1,2,469
178,"MAHAVEER PRASAD PURVA MADHYAMIK VIDYALAY KALINDIPURAM ROOM NO. 1",994,752,0,1746,537,300,0,837,494,0,60,697,32,31,1,0,0,1,1,9,1,1,0,0,0,3,837
179,"MAHAVEER PRASAD PURVA MADHYAMIK VIDYALAY KALINDIPURAM ROOM NO. 2",337,298,0,635,151,131,0,282,200,0,14,235,19,4,1,0,0,0,1,7,0,0,0,0,0,1,282
180,"MAHAVEER PRASAD PURVA MADHYAMIK VIDYALAY KALINDIPURAM ROOM NO. 3",994,749,0,1743,429,306,0,735,35,0,67,564,33,47,1,0,0,0,0,13,0,0,1,1,3,5,735
181,"MAHAVEER PRASAD PURVA MADHYAMIK VIDYALAY KALINDIPURAM ROOM NO. 4",517,399,0,916,230,156,0,386,134,0,30,273,25,49,0,0,0,0,1,3,0,0,2,0,0,3,386
182,"MAHAVEER PRASAD PURVA MADHYAMIK VIDYALAY KALINDIPURAM ROOM NO. 5",773,623,0,1396,366,257,0,623,423,0,65,436,26,44,3,3,3,3,2,19,2,3,5,2,3,4,623
183,"H.B.M.PURVA MADHYAMIK VIDYALAYA CHAKIYA ROOM NO.1",914,738,0,1652,465,309,0,774,488,0,59,419,80,180,5,3,0,3,0,11,1,3,1,2,2,5,774
184,"H.B.M.PURVA MADHYAMIK VIDYALAYA CHAKIYA ROOM NO.2",627,518,0,1145,254,197,0,451,357,0,18,156,48,217,2,0,0,1,1,4,0,1,0,1,1,1,451
185,"H.B.M.PURVA MADHYAMIK VIDYALAYA CHAKIYA ROOM NO.3",682,534,0,1216,293,205,0,498,1,0,12,53,80,340,2,0,1,0,0,4,0,1,0,1,1,3,498
186,"H.B.M.PURVA MADHYAMIK VIDYALAYA CHAKIYA ROOM NO.4",612,514,0,1126,296,216,0,512,106,0,26,133,62,274,3,0,0,1,0,8,2,0,1,0,1,1,512
187,"H.B.M.PURVA MADHYAMIK VIDYALAYA CHAKIYA ROOM NO.5",872,746,0,1618,437,312,0,749,203,0,25,262,89,354,1,0,1,0,0,5,3,0,0,0,3,6,749
188,"KIDWAIE GIRLS INTER COLLAGE KALA DANDA ROOM NO.1",639,540,1,1180,317,271,0,588,61,0,39,438,56,44,0,0,0,1,0,6,1,0,0,0,0,3,588
189,"KIDWAIE GIRLS INTER COLLAGE KALA DANDA ROOM NO.2",354,266,0,620,173,117,0,290,200,0,3,116,72,97,0,0,0,0,0,1,0,1,0,0,0,0,290
190,"KIDWAIE GIRLS INTER COLLAGE KALA DANDA ROOM NO.3",555,456,0,1011,252,189,0,441,385,0,47,319,30,36,1,0,4,0,1,0,0,1,1,1,0,0,441
191,"KIDWAIE GIRLS INTER COLLAGE KALA DANDA ROOM NO.4",444,358,0,802,225,174,0,399,99,0,32,321,31,6,0,0,0,0,0,3,1,0,0,1,2,2,399
192,"LAWKUSH VIDYALAYA HIMMATGANJ ROOM NO. 1",889,729,0,1618,477,298,0,775,263,0,82,548,59,71,1,0,1,0,0,5,2,1,0,0,0,5,775
193,"LAWKUSH VIDYALAYA HIMMATGANJ ROOM NO. 2",694,541,0,1235,351,188,0,539,522,0,102,359,49,13,0,0,0,0,1,10,0,1,1,0,0,3,539
194,"LAWKUSH VIDYALAYA HIMMATGANJ ROOM NO. 3",753,585,0,1338,380,282,0,662,1,0,86,463,77,22,0,0,0,0,0,10,0,0,0,0,1,3,662
195,"LAWKUSH VIDYALAYA HIMMATGANJ ROOM NO. 4",382,310,0,692,205,141,0,346,337,0,47,244,36,7,0,0,0,0,0,4,0,1,0,1,1,5,346
196,"LAWKUSH VIDYALAYA HIMMATGANJ ROOM NO. 5",623,509,0,1132,315,237,0,552,347,0,15,253,50,222,1,0,0,1,0,4,1,0,0,0,0,5,552
197,"LAWKUSH VIDYALAYA HIMMATGANJ ROOM NO. 6",931,790,0,1721,452,372,0,824,305,0,42,593,47,107,1,0,2,0,2,14,3,0,1,2,3,7,824
198,"AGRASEN INTER COLLAGE LOOKERGANJ ROOM NO. 1",449,391,0,840,151,111,0,262,86,0,19,204,27,6,0,0,0,0,0,1,0,1,0,1,0,3,262
199,"AGRASEN INTER COLLAGE LOOKERGANJ ROOM NO. 2",508,473,0,981,261,217,0,478,305,0,51,358,44,10,0,1,0,0,1,5,0,0,0,1,2,5,478
200,"AGRASEN INTER COLLAGE LOOKERGANJ ROOM NO. 3",710,581,0,1291,372,286,0,658,647,0,63,478,40,46,0,0,0,0,0,23,0,1,0,1,1,5,658
201,"AGRASEN INTER COLLAGE LOOKERGANJ ROOM NO. 4",370,265,0,635,181,119,0,300,68,0,32,233,14,14,0,0,0,0,3,3,0,0,0,0,0,1,300
202,"AGRASEN INTER COLLAGE LOOKERGANJ ROOM NO. 5",620,474,0,1094,219,172,0,391,164,0,27,322,21,11,1,0,0,0,1,3,0,0,0,1,1,3,391
203,"AGRASEN INTER COLLAGE LOOKERGANJ ROOM NO. 6",466,389,0,855,193,130,0,323,131,0,24,256,25,7,0,0,0,0,0,8,0,0,2,0,1,0,323
204,"AGRASEN INTER COLLAGE LOOKERGANJ ROOM NO. 7",471,410,0,881,210,191,0,401,297,0,18,322,27,17,0,0,0,0,0,13,2,1,0,1,0,0,401
205,"AGRASEN INTER COLLAGE LOOKERGANJ ROOM NO. 8",650,564,0,1214,305,270,0,575,441,0,23,466,47,16,1,1,0,1,0,8,0,2,2,1,1,6,575
206,"AGRASEN INTER COLLAGE LOOKERGANJ ROOM NO. 9",968,853,0,1821,396,328,0,724,70,0,35,551,78,31,0,0,0,0,0,23,1,0,0,0,1,4,724
207,"N.M. ROSHANBAGH ROOM NO. 1",469,366,0,835,169,118,0,287,269,0,13,91,56,119,0,0,0,0,0,2,1,1,0,0,1,3,287
208,"N.M. ROSHANBAGH ROOM NO. 2",419,326,0,745,169,116,0,285,202,0,9,172,41,59,0,0,0,0,0,3,0,0,0,0,0,1,285
209,"N.M. ROSHANBAGH ROOM NO. 3",830,657,0,1487,494,234,0,728,249,0,12,556,54,95,0,1,0,0,0,6,0,0,0,1,1,2,728
210,"N.M. ROSHANBAGH ROOM NO. 4",378,304,0,682,181,147,0,328,328,0,14,135,79,91,0,0,0,0,0,7,0,0,1,0,0,1,328
211,"PRAYAG NURSARY PURVA MADHYAMIK VIDYALAY BHAWAPUR ROOM NO. 1",762,590,0,1352,430,324,0,754,235,0,36,611,43,28,0,0,5,0,1,17,1,0,2,0,3,7,754
212,"PRAYAG NURSARY PURVA MADHYAMIK VIDYALAY BHAWAPUR ROOM NO. 2",656,462,0,1118,369,261,0,630,400,0,25,497,57,31,1,1,3,0,1,4,0,0,0,3,1,6,630
213,"PRAYAG NURSARY PURVA MADHYAMIK VIDYALAY BHAWAPUR ROOM NO. 3",830,648,0,1478,457,318,0,775,148,0,39,667,36,16,1,2,1,0,0,4,2,0,1,1,3,2,775
214,"PRAYAG NURSARY PURVA MADHYAMIK VIDYALAY BHAWAPUR ROOM NO. 4",513,417,0,930,287,230,0,517,156,0,26,423,23,24,0,0,1,0,0,17,0,0,0,0,0,3,517
215,"SI.SI.SA.JUNIAR HIGH SCHOOL SULTANPUR BHAWA  ROOM NO.1",357,288,1,646,193,130,0,323,262,0,9,236,18,54,1,0,0,0,0,4,0,0,0,0,1,0,323
216,"SI.SI.SA.JUNIAR HIGH SCHOOL SULTANPUR BHAWA  ROOM NO.2",518,419,0,937,226,145,0,371,60,0,5,89,74,195,1,2,0,0,1,0,0,1,0,0,0,3,371
217,"SI.SI.SA.JUNIAR HIGH SCHOOL SULTANPUR BHAWA  ROOM NO.3",342,281,0,623,131,86,0,217,36,0,1,9,102,97,0,0,0,0,0,1,0,1,0,2,1,3,217
218,"SI.SI.SA.JUNIAR HIGH SCHOOL SULTANPUR BHAWA  ROOM NO.4",541,469,0,1010,176,139,0,315,1,0,9,82,43,175,2,0,0,0,0,0,1,1,1,0,1,0,315
219,"RA.BA.VI.JUNIAR HIGH  SCHOOL POORAMANOHARDAS AKBARPUR ROOM NO. 1",785,650,0,1435,299,240,0,539,439,0,5,8,243,271,2,0,1,1,2,1,0,0,2,2,0,1,539
220,"RA.BA.VI.JUNIAR HIGH  SCHOOL POORAMANOHARDAS AKBARPUR ROOM NO. 2",449,375,0,824,210,170,0,380,378,0,6,7,177,182,1,1,0,0,0,0,0,0,1,2,0,3,380
221,"RA.BA.VI.JUNIAR HIGH  SCHOOL POORAMANOHARDAS AKBARPUR ROOM NO. 3",868,723,0,1591,238,201,0,439,110,0,9,15,175,234,2,0,0,0,0,4,0,0,0,0,0,0,439
222,"RA.BA.VI.JUNIAR HIGH  SCHOOL POORAMANOHARDAS AKBARPUR ROOM NO. 4",407,301,0,708,143,107,0,250,137,0,9,9,89,140,0,0,0,0,0,1,0,0,0,1,0,1,250
223,"IMPACT GIRLS INTER COLLAGE NIHALPUR ROOM NO. 1",624,487,0,1111,314,217,0,531,98,0,21,297,54,146,2,0,0,0,0,1,2,0,0,1,1,6,531
224,"IMPACT GIRLS INTER COLLAGE NIHALPUR ROOM NO. 2",644,512,1,1157,331,255,0,586,556,0,67,224,85,192,5,1,1,0,0,1,1,0,0,1,8,0,586
225,"IMPACT GIRLS INTER COLLAGE NIHALPUR ROOM NO. 3",908,767,0,1675,400,316,0,716,600,0,16,277,190,216,1,1,0,0,1,11,0,0,1,1,0,1,716
226,"IMPACT GIRLS INTER COLLAGE NIHALPUR ROOM NO. 4",615,573,0,1188,301,274,0,575,163,0,28,348,38,149,1,0,0,0,0,0,1,2,2,1,2,3,575
227,"IMPACT GIRLS INTER COLLAGE NIHALPUR ROOM NO. 5",504,466,0,970,268,232,0,500,219,0,23,305,52,113,0,0,0,1,0,0,0,1,2,1,1,1,500
228,"ALLAHABAD DEGREE COLLAGE BENIGANJ ROOM NO. 1",662,537,0,1199,317,242,0,559,472,0,34,422,37,37,1,1,0,0,0,6,1,1,4,4,7,4,559
229,"ALLAHABAD DEGREE COLLAGE BENIGANJ ROOM NO. 2",540,410,0,950,240,164,0,404,286,0,25,254,61,49,0,0,1,1,0,5,1,0,0,1,3,3,404
230,"ALLAHABAD DEGREE COLLAGE BENIGANJ ROOM NO. 3",651,576,0,1227,316,255,0,571,157,0,32,349,68,103,0,0,0,0,1,8,1,1,1,2,4,1,571
231,"ALLAHABAD DEGREE COLLAGE BENIGANJ ROOM NO. 4",483,475,0,958,196,190,0,386,1,0,8,124,69,176,1,0,0,0,1,0,1,1,0,1,2,2,386
232,"ALLAHABAD DEGREE COLLAGE BENIGANJ ROOM NO. 5",681,523,0,1204,363,139,0,502,363,0,31,267,66,117,2,0,4,0,1,5,1,0,0,1,2,5,502
233,"BABA SHISHU MANDIR PRA.VI. BENIGANJ ROOM NO. 1",559,457,0,1016,320,247,0,567,1,0,38,478,19,16,0,1,0,0,1,9,0,0,0,0,1,4,567
234,"BABA SHISHU MANDIR PRA.VI. BENIGANJ ROOM NO. 2",725,563,0,1288,354,250,0,604,598,0,54,480,24,26,1,0,1,0,0,12,0,2,0,0,1,3,604
235,"BABA SHISHU MANDIR PRA.VI. BENIGANJ ROOM NO. 3",587,431,0,1018,270,180,0,450,445,0,46,353,29,16,2,0,0,1,0,0,0,0,0,0,0,3,450
236,"BABA SHISHU MANDIR PRA.VI. BENIGANJ ROOM NO. 4",522,454,0,976,235,184,0,419,101,0,46,319,25,16,0,1,1,0,0,8,0,0,0,0,2,1,419
237,"BABA SHISHU MANDIR PRA.VI. BENIGANJ ROOM NO. 5",602,437,0,1039,291,191,0,482,327,0,56,377,24,9,0,0,0,1,0,11,1,1,0,0,0,2,482
238,"BABA SHISHU MANDIR PRA.VI. BENIGANJ ROOM NO. 6",1147,853,0,2000,503,347,0,850,606,0,65,677,55,33,2,1,1,1,0,11,0,1,1,0,0,2,850
239,"ALLAHABAD DEGREE COLLAGE BENIGANJ ROOM NO. 10",908,677,3,1588,387,227,0,614,118,0,54,414,60,67,0,0,0,0,0,8,1,0,2,1,0,7,614
240,"ALLAHABAD DEGREE COLLAGE BENIGANJ ROOM NO. 11",574,485,0,1059,306,179,0,485,138,0,58,352,28,33,0,0,0,0,0,5,1,2,0,0,5,1,485
241,"ALLAHABAD DEGREE COLLAGE BENIGANJ ROOM NO. 12",962,691,0,1653,367,245,0,612,486,0,87,403,27,70,0,1,1,0,0,11,1,3,0,0,5,3,612
242,"ALLAHABAD DEGREE COLLAGE BENIGANJ ROOM NO. 13",478,369,0,847,171,69,0,240,186,0,9,92,51,83,2,0,0,0,0,2,0,0,0,0,0,1,240
243,"SHYAMLAL INTER COLLAGE CHAKIYA KASARI MASARI ROOM NO. 1",858,674,0,1532,290,184,0,474,466,0,31,180,101,146,2,0,0,1,0,8,1,0,2,1,0,1,474
244,"SHYAMLAL INTER COLLAGE CHAKIYA KASARI MASARI ROOM NO. 2",674,552,0,1226,232,122,0,354,298,0,8,97,96,128,3,0,0,0,0,19,0,0,0,0,2,1,354
245,"SHYAMLAL INTER COLLAGE CHAKIYA KASARI MASARI ROOM NO. 3",572,446,0,1018,264,145,0,409,33,0,21,208,62,103,0,0,0,0,1,10,1,1,0,0,0,2,409
246,"SHYAMLAL INTER COLLAGE CHAKIYA KASARI MASARI ROOM NO. 4",936,765,1,1702,358,244,0,602,296,0,44,229,97,220,3,0,0,0,0,2,2,2,0,0,1,2,602
247,"SHYAMLAL INTER COLLAGE CHAKIYA KASARI MASARI ROOM NO. 5",834,694,1,1529,310,267,0,577,1,0,59,307,60,130,2,0,0,0,1,8,0,3,3,2,1,1,577
248,"ZILA PARISHAD PRA. PA. LAKHAN PUR",647,508,0,1155,341,216,0,557,10,0,4,1,21,500,9,2,1,0,2,1,0,3,8,2,1,2,557
249,"ZILA PARISHAD PRA. PA. DAMOOPUR",566,496,0,1062,342,188,0,530,13,0,99,17,112,280,3,0,0,0,1,1,1,1,3,5,1,6,530
250,"ZILA PARISHAD PRA. PA. DAHI NUMAYA ROOM NO. 1",960,678,0,1638,533,303,0,836,622,0,77,624,14,91,1,0,1,0,1,3,1,3,1,4,8,7,836
251,"ZILA PARISHAD PRA. PA. DAHI NUMAYA ROOM NO. 2",440,373,0,813,248,156,0,404,2,0,104,128,36,120,1,3,1,0,0,0,2,2,2,4,0,1,404
252,"ZILA PARISHAD PRA. PA. BISAUNA ROOM NO. 1",734,636,0,1370,438,325,0,763,12,0,226,230,123,131,5,2,2,3,2,3,2,6,2,5,9,12,763
253,"ZILA PARISHAD PRA. PA. ADAMPUR URF MADARIPUR ROOM NO. 2",693,476,0,1169,400,191,0,591,155,0,137,166,13,255,1,0,0,1,1,2,2,1,0,3,2,7,591
254,"ZILA PARISHAD PRA.PA,. SAIDPUR KHAS",718,550,0,1268,538,356,0,894,1,0,69,739,23,33,0,5,2,2,0,0,1,2,1,5,10,2,894
255,"ZILA PARISHAD PRA.PA. BAKSHI MODHA ROOM NO. 1",701,526,0,1227,428,267,0,695,12,0,97,505,17,5,4,3,1,4,4,2,4,7,3,5,14,20,695
256,"ZILA PARISHAD PRA.PA. BAKSHI MODHA ROOM NO. 1",449,413,0,862,199,185,0,384,1,0,29,22,14,311,2,0,0,0,0,0,0,0,2,0,1,3,384
257,"ZILA PARISHAD PRA.PA. BAKSHI MODHA ROOM NO. 3",429,391,0,820,203,151,0,354,87,0,21,144,20,160,1,0,0,0,1,0,0,0,0,1,2,4,354
258,"JUNIAR HIGH SCHOOL KAREHDA UPARHAAR ROOM NO. 1",930,714,0,1644,545,296,0,841,71,0,42,717,11,30,2,2,2,0,4,3,2,3,2,3,8,10,841
259,"JUNIAR HIGH SCHOOL KAREHDA UPARHAAR ROOM NO. 2",903,683,0,1586,489,330,0,819,100,0,218,499,23,48,3,0,2,1,0,3,1,1,1,8,4,7,819
260,"PRIMARY PATHSALA KHUSARUBAGH VI. NURULLAHROAD ROOM NO. 1",668,501,0,1169,309,209,0,518,11,0,25,244,85,146,1,1,0,0,0,3,1,0,0,1,6,5,518
261,"PRIMARY PATHSALA KHUSARUBAGH VI. NURULLAHROAD ROOM NO. 2",531,407,0,938,249,151,0,400,121,0,16,332,21,17,0,0,0,0,0,9,1,0,1,0,0,3,400
262,"PRIMARY PATHSALA KHUSARUBAGH VI. NURULLAHROAD ROOM NO. 3",549,434,0,983,249,198,0,447,110,0,12,183,72,172,1,0,0,0,0,1,0,0,0,0,2,4,447
263,"PRIMARY PATHSALA KHUSARUBAGH VI. NURULLAHROAD ROOM NO. 4",943,723,0,1666,399,269,0,668,20,0,34,203,99,311,2,0,0,0,3,11,0,0,0,0,0,5,668
264,"PRIMARY PATHSALA KHUSARUBAGH VI. NURULLAHROAD ROOM NO. 5",843,670,0,1513,389,245,0,634,93,0,32,188,230,159,0,1,0,1,0,7,4,0,6,1,0,5,634
265,"PRIMARY PATHSALA KHUSARUBAGH VI. NURULLAHROAD ROOM NO. 6",896,695,0,1591,371,220,0,591,31,0,37,245,157,135,1,3,0,0,1,4,2,1,1,2,1,1,591
266,"HAMIDIYA GIRLS INTER COLLAGE DODIPUR ROOM NO. 1",577,494,0,1071,224,165,0,389,246,0,3,21,110,243,4,0,0,1,1,3,0,0,0,0,1,2,389
267,"HAMIDIYA GIRLS INTER COLLAGE DODIPUR ROOM NO. 2",477,399,2,878,188,180,0,368,1,0,0,11,99,251,0,0,0,1,0,6,0,0,0,0,0,0,368
268,"HAMIDIYA GIRLS INTER COLLAGE DODIPUR ROOM NO. 3",373,318,0,691,149,115,0,264,239,0,8,14,66,166,3,1,0,0,1,4,0,0,0,0,0,1,264
269,"HAMIDIYA GIRLS INTER COLLAGE DODIPUR ROOM NO. 4",356,304,0,660,133,104,0,237,16,0,0,2,51,179,1,0,1,0,0,2,0,0,0,1,0,0,237
270,"HAMIDIYA GIRLS INTER COLLAGE DODIPUR ROOM NO. 5",514,432,0,946,226,215,0,441,70,0,10,80,73,266,1,0,0,0,0,0,0,1,2,0,5,3,441
271,"HAMIDIYA GIRLS INTER COLLAGE DODIPUR ROOM NO. 6",591,468,0,1059,206,132,0,338,19,0,5,156,57,115,0,0,0,0,0,3,0,0,0,0,0,2,338
272,"HAMIDIYA GIRLS INTER COLLAGE DODIPUR ROOM NO. 7",418,379,0,797,198,152,0,350,1,0,11,75,76,172,2,0,0,0,0,11,0,0,0,0,0,3,350
273,"HAMIDIYA GIRLS INTER COLLAGE DODIPUR ROOM NO. 8",302,235,0,537,124,78,0,202,1,0,1,91,27,74,1,0,0,0,0,6,0,0,0,1,1,0,202
274,"HAMIDIYA GIRLS INTER COLLAGE DODIPUR ROOM NO. 9",565,432,0,997,229,128,0,357,30,0,1,238,37,74,0,0,0,1,0,2,0,0,0,0,1,3,357
275,"NAJMA GIRLS INTER COLLAGE SHAHGANJ ROOM NO. 1",493,437,0,930,246,202,0,448,341,0,26,109,101,201,2,0,0,0,0,4,1,1,0,0,2,1,448
