"Polling Station",,"Total No of Electors",,,,"Voters Turnout",,,,,,"Candidate ID and Name",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Part No","Part Name",Male,Female,Other,"Total No. of electors",Male,Female,Other,Total,"No of voters identifying using EPIC","Tendered Voter","1 - DHARMENDRA PRATAP SINGH","2 - RAHUL GANDHI","3 - SMRITI ZUBIN IRANI","4 - GOPAL SWAROOP GANDHI","5 - CHHAYA SINGH","6 - ZAHIDA BEGAM","7 - BABU LAL","8 - C L MAURYA","9 - RAVI KUMAR","10 - RADHE MOHAN","11 - RAM ASREY","12 - RAM NEWAJ","13 - RAMSIDDH YADAV","14 - VASDEO","15 - DR. KUMAR VISHVAS","16 - VEDPAL SHASATRI","17 - MOHD HASAN LAHRI","18 - UMAKANT","19 - GIRIJA BAKS","20 - GANGESH KUMAR GUPTA","21 - JAGAT SINGH CHAUDHARY","22 - JITENDRA SINGH","23 - TULSIRAM","24 - DWARIKA PRASAD","25 - NARESH SINGH BHADAURIYA","26 - BHAGWAN DEEN","27 - MITHILESH KUMARI","28 - RAMESH CHANDRA","29 - RAM SAJIWAN","30 - LAL BAHADUR","31 - SHIV KUMAR","32 - SWAMINATH","33 - SONAM KINNAR","34 - SANJAY KUMAR","35 - None of the Above","Total Votes Secured"
123,RAMGARH,787,730,0,1517,358,300,0,658,658,0,36,231,308,10,6,2,1,1,1,2,0,1,6,2,9,4,3,1,2,3,2,4,4,1,2,1,4,1,1,2,2,3,1,0,1,658
124,"RAJAPUR KOHRA",437,388,0,825,185,203,0,388,186,0,46,161,124,5,0,1,1,0,0,1,1,0,2,0,12,6,5,0,1,2,0,3,0,1,1,0,0,6,2,4,0,1,1,1,0,388
125,"KUDWA MAHMADPUR",284,266,0,550,120,115,0,235,189,0,38,78,82,2,1,0,0,0,0,0,0,0,0,1,6,2,3,1,3,0,1,0,1,1,0,4,1,2,0,2,1,2,1,1,1,235
126,DEHRA,506,435,0,941,280,101,0,381,381,0,8,191,146,2,0,1,1,2,1,0,0,0,2,1,13,6,1,0,0,0,0,1,0,0,0,0,0,3,0,0,0,2,0,0,0,381
127,DEHRA,594,522,0,1116,229,233,0,462,462,0,19,264,126,3,1,0,0,0,1,1,2,0,0,2,12,1,2,3,2,0,0,0,3,3,1,1,2,3,1,0,2,5,1,0,1,462
128,"MISHRAULI BADGOAN",586,522,0,1108,286,274,0,560,532,0,84,211,91,3,6,2,1,1,4,1,0,0,2,2,98,5,5,2,3,0,2,0,5,2,0,2,6,13,1,2,3,1,0,1,1,560
129,"SARAIYA BADGOAN",591,572,0,1163,271,246,0,517,517,0,62,211,121,2,2,0,0,2,2,1,1,0,1,1,78,6,2,3,0,0,0,1,2,1,0,0,2,5,0,4,2,4,1,0,0,517
130,MADHUPUR,462,449,0,911,230,247,0,477,476,0,88,105,190,2,2,1,0,1,1,1,2,0,1,1,13,7,2,5,5,4,0,0,4,2,1,3,2,12,0,2,3,9,3,1,4,477
131,GANGAPUR,412,373,0,785,188,167,0,355,355,0,33,150,95,2,0,0,0,0,0,2,2,3,1,6,44,4,0,0,1,2,0,0,0,0,1,0,1,5,0,2,0,0,0,0,1,355
132,"PURE MUHIBSHAH",465,396,0,861,193,224,0,417,417,0,39,182,134,1,1,2,2,1,1,3,0,0,1,3,23,3,2,0,3,1,1,0,3,0,0,0,1,3,0,3,1,2,1,0,0,417
133,"PURE MEHIBSHAH",490,409,0,899,208,206,0,414,414,0,43,153,133,3,5,0,3,0,2,2,0,1,2,3,42,4,0,2,1,0,0,3,1,1,1,0,1,2,1,0,2,1,1,1,0,414
134,KANSAPUR,596,545,0,1141,257,345,0,602,575,0,77,284,105,3,1,2,2,2,1,0,1,0,1,2,55,5,9,6,4,0,0,2,4,2,1,1,9,7,1,3,2,6,2,0,2,602
135,BADGOAN,713,642,0,1355,346,303,0,649,647,0,44,292,159,4,2,1,2,0,2,1,7,1,1,3,61,8,5,6,2,0,1,0,3,2,4,5,7,12,2,3,2,6,0,0,1,649
136,BADGOAN,665,601,0,1266,351,331,0,682,682,0,52,312,190,5,1,0,4,2,1,1,1,0,3,4,63,3,3,2,0,1,1,2,3,0,1,1,3,5,2,2,3,5,1,2,3,682
137,GORKHAPUR,556,477,0,1033,267,243,0,510,454,0,13,223,188,6,3,0,1,1,2,1,0,2,1,0,26,2,6,3,6,1,4,1,0,2,1,0,1,3,1,1,0,4,5,2,0,510
138,GORKHAPUR,684,599,0,1283,342,300,0,642,435,0,42,324,201,6,3,0,1,1,1,0,0,1,1,1,44,3,0,2,0,0,0,2,1,1,0,0,0,2,0,1,0,2,1,1,0,642
139,HIMMATGARH,660,594,1,1255,372,337,0,709,709,0,33,365,214,2,5,0,0,2,5,0,2,2,4,1,34,5,3,1,0,0,2,1,5,2,0,1,5,3,1,2,1,5,1,1,1,709
140,BHARAWPUR,640,629,0,1269,361,400,0,761,250,0,74,399,184,3,7,0,1,0,3,4,0,2,2,8,32,7,5,4,3,1,1,1,1,0,0,0,1,7,0,0,2,5,2,1,1,761
141,ITOURI,420,396,0,816,214,211,0,425,394,0,20,180,77,1,1,1,1,1,0,1,0,0,0,0,46,2,7,19,12,2,1,2,2,3,0,3,4,11,1,5,9,7,2,2,2,425
142,PUNNPUR,762,751,0,1513,364,343,0,707,543,0,119,240,260,8,0,0,1,3,2,0,1,1,0,1,44,4,1,1,2,0,1,1,4,1,0,1,1,5,0,0,0,2,1,1,1,707
143,PUNNPUR,806,686,0,1492,365,316,0,681,581,0,77,209,293,11,3,0,0,2,0,1,2,2,1,0,21,2,2,3,6,0,2,4,3,3,1,2,2,11,0,3,2,8,3,0,2,681
144,NEWADAKANU,486,485,0,971,243,255,0,498,350,0,84,180,149,2,1,0,0,1,1,0,1,1,1,1,34,2,1,5,1,1,1,2,2,4,1,0,2,4,2,1,2,5,3,1,2,498
145,"SARAIYA KANU",687,742,1,1430,383,403,0,786,700,0,75,437,187,5,2,0,1,2,1,3,2,2,2,2,25,4,1,2,3,0,0,3,2,1,1,0,1,8,2,5,4,3,0,0,0,786
146,KANU,647,641,0,1288,325,326,0,651,552,0,61,328,146,2,1,0,0,3,2,0,0,0,2,1,40,11,8,1,1,1,2,0,6,6,2,4,2,5,0,4,2,10,0,0,0,651
147,BHOUSINGHPUR,733,619,0,1352,370,300,0,670,670,0,39,362,199,1,1,2,0,0,1,1,1,5,2,3,30,8,2,2,0,1,0,0,2,0,0,0,1,2,0,1,0,2,0,2,0,670
148,BHOUSINGHPUR,648,541,1,1190,286,251,0,537,28,0,43,274,163,4,3,1,1,0,0,0,0,0,1,0,22,3,1,0,0,0,2,1,3,0,0,1,2,4,4,3,0,1,0,0,0,537
149,MALLHUPUR,476,419,0,895,241,252,0,493,493,0,22,274,145,4,1,3,0,0,0,0,0,0,2,1,8,1,4,2,1,0,0,1,2,0,0,3,1,2,3,2,3,4,1,2,1,493
150,MALLUPUR,655,552,0,1207,300,280,0,580,580,0,50,308,150,4,4,2,0,0,1,0,1,1,0,4,36,4,3,0,1,0,1,0,0,2,0,1,0,0,1,1,0,2,1,1,1,580
151,MALLUPUR,377,336,0,713,205,164,0,369,110,0,42,203,91,4,1,1,0,1,1,0,0,0,0,0,12,3,2,0,0,0,0,0,2,0,0,1,1,1,0,2,0,0,0,0,1,369
152,KHAREHTU,514,453,0,967,292,273,0,565,530,0,18,350,118,5,0,0,0,2,2,1,1,0,1,0,24,2,7,5,0,1,1,0,2,2,0,0,1,7,1,1,0,5,2,2,4,565
153,GUJHIPUR,351,333,0,684,209,216,0,425,210,0,33,193,110,2,2,1,3,2,1,3,1,4,1,3,13,3,3,2,6,2,1,5,4,1,2,2,2,3,2,4,4,3,1,1,2,425
154,SAHIJIPUR,650,566,0,1216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
155,SAHIJIPUR,316,263,0,579,148,109,0,257,201,0,4,119,99,3,1,0,0,0,0,0,0,0,1,1,18,2,2,1,0,0,0,0,0,0,0,0,2,0,1,0,2,0,0,1,0,257
156,SHUKULPUR,426,385,0,811,228,210,0,438,355,0,17,263,138,2,0,0,1,1,1,0,1,0,0,1,5,0,1,1,1,1,0,0,1,0,0,0,0,2,0,0,0,1,0,0,0,438
157,PATAPUR,598,500,0,1098,278,242,0,520,470,0,24,310,132,1,1,0,1,3,1,0,8,0,0,0,20,1,3,2,1,1,0,0,2,0,0,1,0,5,1,1,0,1,0,0,0,520
158,SONARIKANU,466,414,1,881,229,175,0,404,404,0,22,241,119,0,2,2,0,1,0,1,0,0,0,0,4,2,0,1,1,1,0,0,1,0,0,0,2,1,0,1,0,2,0,0,0,404
159,BELKHARI,447,433,0,880,257,243,0,500,500,0,28,227,164,1,0,2,0,0,0,1,1,1,1,4,25,4,3,3,1,4,1,4,3,0,3,0,2,9,1,0,2,2,1,0,2,500
160,KASARA,602,512,0,1114,335,320,0,655,371,0,21,502,57,5,1,0,1,1,0,0,2,1,2,1,38,2,1,0,0,0,2,0,1,0,0,1,1,5,0,0,4,4,1,1,0,655
161,TARAPUR,463,444,0,907,325,162,0,487,350,0,61,243,150,2,1,1,1,0,0,1,1,0,0,1,10,2,2,0,0,0,0,1,1,0,0,0,0,2,0,2,0,1,1,1,2,487
162,MASHRAULIMAFI,253,225,0,478,153,137,0,290,290,0,13,135,103,1,0,0,0,1,0,0,0,0,1,1,16,1,0,0,0,0,0,2,3,2,1,0,1,2,0,1,0,4,1,1,0,290
163,KARAUNDI,414,397,0,811,223,171,0,394,394,0,41,188,101,2,4,0,0,1,0,0,0,0,0,1,17,1,2,1,0,2,0,2,2,1,2,0,0,6,1,3,2,3,3,3,5,394
164,MANDOULI,476,421,0,897,255,245,0,500,494,0,36,225,161,4,4,2,1,2,0,0,1,2,1,4,32,7,3,1,1,0,0,2,1,0,0,0,1,2,0,0,1,4,0,0,2,500
165,BADLAPUR,606,528,0,1134,291,300,0,591,591,0,17,340,113,4,1,1,1,2,0,4,2,1,1,2,83,1,3,2,0,1,1,0,1,0,0,0,1,3,2,0,1,3,0,0,0,591
166,THENGHA,448,423,0,871,225,312,0,537,380,0,54,282,143,0,0,0,0,1,1,0,0,0,0,0,42,2,1,3,0,0,0,1,0,0,0,0,1,3,0,2,0,0,0,0,1,537
167,THENGH,570,546,0,1116,300,233,0,533,503,0,16,379,82,1,0,0,0,2,0,1,0,1,2,2,20,1,2,1,2,0,0,2,2,0,1,5,0,3,1,2,2,2,1,0,0,533
168,THENGHA,602,543,0,1145,322,243,0,565,510,0,18,325,165,8,1,0,1,0,0,2,0,0,2,4,19,6,2,3,0,0,1,1,3,1,0,0,1,1,0,0,0,0,0,0,1,565
169,"KHAUPUR BUJURG",563,522,0,1085,265,282,0,547,547,0,29,297,167,1,1,0,0,0,1,0,2,1,1,2,26,5,4,0,0,0,0,1,2,0,0,0,2,2,0,1,0,0,0,0,2,547
170,JOGAPUR,889,810,1,1700,357,394,0,751,122,0,17,279,391,3,5,1,0,3,3,0,2,1,2,3,17,8,3,0,2,0,0,1,3,0,1,0,0,2,0,1,0,0,1,1,1,751
171,DHOURAHRA,567,490,1,1058,209,190,0,399,130,0,18,222,112,2,4,0,1,0,1,0,0,0,0,1,14,2,1,4,0,0,0,1,2,0,0,0,0,4,0,3,2,1,4,0,0,399
172,DHOURAHRA,577,509,1,1087,211,200,0,411,403,0,67,164,149,3,1,1,0,1,1,2,0,1,0,0,7,1,2,2,0,0,0,0,0,0,0,0,0,3,1,0,0,3,2,0,0,411
173,DHOURAHRA,525,446,0,971,236,204,0,440,440,0,62,175,166,2,3,1,0,2,1,0,0,1,2,1,8,2,1,1,0,0,0,0,0,0,1,1,1,5,0,0,2,1,1,0,0,440
174,BHAWALPUR,777,647,0,1424,335,306,0,641,592,0,44,343,211,1,3,0,1,2,2,0,1,1,0,2,19,1,3,1,0,0,0,0,0,0,2,1,0,1,1,0,0,1,0,0,0,641
175,BHAWALPUR,617,540,0,1157,269,219,0,488,460,0,25,221,189,1,2,0,2,0,0,1,0,1,0,0,4,5,1,0,4,3,0,2,4,3,1,2,2,3,1,2,2,3,2,0,2,488
176,CHANDERIYA,470,428,0,898,198,202,0,400,400,0,47,301,29,0,1,0,0,0,0,0,0,0,0,0,10,3,3,0,0,0,0,0,2,0,0,0,0,2,0,0,0,2,0,0,0,400
177,CHANDERIYA,397,322,1,720,166,159,0,325,225,0,10,193,93,1,2,0,0,0,1,2,0,0,0,1,6,3,0,0,1,1,1,1,0,0,0,0,1,3,0,0,1,3,0,1,0,325
178,KARNAIPUR,748,664,0,1412,324,344,0,668,668,0,16,321,96,1,0,0,0,1,5,0,1,1,2,3,158,5,4,1,1,1,2,2,8,1,0,4,4,11,0,5,4,7,0,1,2,668
179,KARNAIHPUR,715,625,0,1340,340,340,0,680,674,0,12,325,178,3,4,1,1,1,1,2,0,3,4,3,107,10,2,1,0,0,1,2,5,1,0,1,2,5,1,0,0,4,0,0,0,680
180,DHOYAN,479,428,0,907,240,247,0,487,450,0,10,201,82,1,0,1,1,0,0,2,0,3,0,9,154,1,0,0,1,0,0,2,3,0,0,0,2,9,0,0,3,0,0,1,1,487
181,DHOYAN,164,151,0,315,91,84,0,175,175,0,5,69,16,0,1,0,0,2,1,0,1,0,0,3,55,1,2,2,0,0,0,0,2,0,0,0,1,7,1,2,3,0,0,1,0,175
182,"MANAPATTI SAKAR",375,332,0,707,211,178,0,389,379,0,32,187,92,1,1,1,0,1,0,1,4,1,1,1,46,2,2,3,0,1,0,0,1,0,1,0,4,3,0,1,1,1,0,0,0,389
183,KAMASIN,476,413,0,889,255,244,0,499,488,0,41,257,110,0,3,0,0,0,0,2,1,0,1,0,57,2,6,0,0,2,1,1,1,1,1,0,0,6,0,2,1,3,0,0,0,499
184,GUNGWACH,328,292,0,620,195,195,0,390,390,0,44,203,83,2,0,1,0,0,1,0,0,0,1,2,24,2,5,0,3,1,1,1,1,0,0,1,6,0,0,0,2,1,2,3,0,390
185,GUNGWACH,393,390,0,783,177,202,0,379,370,0,18,209,105,1,3,0,0,0,0,0,0,1,2,1,15,1,3,0,1,0,1,0,1,3,0,1,0,3,0,3,1,1,2,0,3,379
186,MATHKANAUGIRI,173,159,0,332,107,105,0,212,212,0,2,125,56,0,1,2,0,0,0,0,0,0,0,0,24,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,212
187,BAISADA,616,521,0,1137,311,295,0,606,603,0,80,265,111,2,0,1,1,2,0,0,0,0,0,2,77,4,5,10,1,3,1,1,3,3,0,2,2,11,0,5,4,6,1,2,1,606
188,PATKHAULI,218,208,0,426,114,130,0,244,240,0,49,74,26,0,0,0,1,2,0,0,1,0,0,0,76,4,0,0,0,0,0,1,1,0,0,0,0,6,0,0,0,0,2,0,1,244
189,BHETUWA,513,446,0,959,252,246,0,498,402,0,53,207,134,3,1,1,1,1,0,0,0,15,1,0,34,0,11,3,1,1,5,2,5,0,2,0,2,6,0,1,2,3,0,2,1,498
190,BHETUWA,583,560,0,1143,264,270,0,534,534,0,102,197,165,3,0,0,0,1,0,1,1,4,2,1,31,0,3,2,1,0,1,0,4,2,1,0,0,4,0,3,3,1,0,1,0,534
191,BHETUWA,218,181,0,399,114,88,0,202,200,0,66,40,30,0,1,1,1,0,0,0,0,0,1,2,50,1,0,1,0,0,0,1,0,0,0,0,0,2,0,1,0,1,2,1,0,202
192,ARSAHNI,348,304,0,652,159,181,0,340,340,0,52,86,124,2,2,0,5,0,0,2,2,1,0,2,42,2,2,2,0,1,0,1,1,0,0,0,2,3,0,0,2,4,0,0,0,340
193,BHARETHA,657,600,0,1257,308,300,0,608,315,0,12,370,151,5,3,2,0,2,2,2,2,2,1,3,11,2,6,9,1,0,2,2,3,2,0,0,2,2,2,1,0,3,0,2,1,608
194,BHARETHA,660,547,0,1207,320,321,0,641,602,0,103,318,137,4,1,0,0,0,1,1,0,1,2,1,11,5,10,10,3,5,4,0,6,3,2,1,3,2,1,1,1,1,2,0,1,641
195,KADERGNAW,442,418,0,860,214,252,0,466,466,0,10,197,129,4,2,1,0,0,1,2,1,0,1,3,101,4,0,2,1,0,0,0,0,1,0,0,0,3,0,0,0,1,0,0,2,466
196,PNDDORIYA,766,719,1,1486,468,413,0,881,801,0,38,493,131,11,1,1,1,0,1,1,1,1,1,4,152,6,5,0,1,0,0,0,4,0,1,1,4,7,5,1,3,1,0,1,4,881
197,PINDORIYA,461,440,0,901,271,258,0,529,522,0,22,322,94,1,2,0,6,1,1,2,1,1,1,2,59,2,1,0,0,0,0,1,1,1,0,1,0,3,1,1,1,0,1,0,0,529
198,SUMERPUR,235,195,0,430,146,134,0,280,276,0,11,162,50,0,0,1,0,0,0,2,0,1,0,0,29,3,5,1,0,0,0,0,2,1,1,0,0,4,2,1,2,2,0,0,0,280
199,MANIRAMPUR,545,483,0,1028,282,254,0,536,316,0,22,332,105,1,0,0,3,0,1,1,0,0,1,0,47,4,7,1,0,1,0,1,1,1,0,0,1,1,1,2,1,0,1,0,0,536
200,"KATRA RANI",304,257,0,561,165,143,0,308,301,0,6,138,87,2,2,0,0,0,2,1,0,0,2,1,40,5,1,0,1,0,0,1,1,2,1,2,2,6,1,0,2,0,0,1,1,308
201,BANDOIYA,487,423,0,910,260,265,0,525,52,0,90,215,168,1,1,0,2,5,0,2,0,0,0,1,13,4,5,5,3,0,0,1,0,2,0,0,1,1,1,2,0,0,0,0,2,525
202,DHARAIMAFI,531,461,0,992,325,267,0,592,591,0,17,333,167,1,1,1,0,2,1,0,2,1,1,3,43,2,3,1,0,0,1,0,2,0,1,0,3,2,1,0,0,1,0,1,1,592
203,NAUGIRWA,378,349,0,727,245,219,0,464,219,0,40,206,105,2,0,0,0,1,0,0,0,0,0,1,74,0,4,1,0,0,0,2,0,0,0,0,2,13,1,1,5,3,1,0,2,464
204,PIPARPUR,408,355,0,763,275,191,0,466,238,0,98,110,86,2,1,0,0,0,1,2,1,1,1,3,133,8,0,1,1,0,0,0,1,0,0,0,1,6,2,4,1,1,1,0,0,466
205,TIKARI,683,625,0,1308,301,328,0,629,629,0,34,265,201,2,6,3,2,2,0,0,1,0,2,3,43,2,12,1,3,1,0,2,5,3,0,2,14,5,2,3,5,4,1,0,0,629
206,TIKARI,656,575,0,1231,332,318,0,650,650,0,67,359,174,3,6,1,0,0,0,1,1,0,0,1,17,1,2,0,0,2,0,0,2,0,1,0,1,3,1,0,0,2,2,1,2,650
207,TIKARI,686,616,0,1302,350,332,0,682,249,0,101,298,206,4,3,0,1,4,1,1,1,1,3,2,18,3,1,5,2,4,0,1,2,1,0,2,0,3,1,3,1,5,0,1,3,682
208,TIKARI,339,335,0,674,181,137,0,318,150,0,10,192,66,2,1,0,0,0,0,1,0,0,1,0,17,0,1,4,2,1,0,1,4,0,0,0,1,6,2,0,0,1,0,3,2,318
209,GHURHA,493,454,0,947,245,257,0,502,502,0,25,162,136,2,0,1,0,12,2,3,0,2,4,1,8,2,1,1,1,1,1,2,3,6,1,6,98,4,4,2,2,6,1,1,1,502
210,MAI,496,474,0,970,390,209,0,599,74,0,25,339,188,4,5,1,3,2,0,0,1,0,1,1,8,3,1,1,0,1,0,0,3,1,1,1,3,2,0,1,1,1,0,1,0,599
211,MAI,472,472,1,945,269,224,0,493,206,0,73,270,107,0,1,0,0,1,0,0,2,1,0,0,16,2,2,0,0,0,0,1,3,2,0,1,2,1,1,0,4,2,0,0,1,493
212,SHNAHA,509,493,0,1002,282,257,0,539,482,0,9,328,133,2,0,2,0,0,0,2,1,2,0,0,12,1,2,2,5,4,0,1,4,2,0,2,2,2,1,4,3,6,1,3,3,539
213,"PARTOSH MANIK",368,318,0,686,220,182,0,402,399,0,40,171,134,1,0,0,0,1,0,0,1,0,1,0,26,3,1,8,3,0,0,0,2,1,0,0,0,1,2,2,1,2,0,0,1,402
214,TIKAWAR,626,588,0,1214,323,338,0,661,661,0,86,228,264,3,4,1,1,1,2,1,1,3,5,4,14,9,2,1,3,4,0,1,2,1,0,0,1,8,2,0,2,7,0,0,0,661
215,GHATKAUR,411,378,0,789,226,235,0,461,461,0,40,140,212,3,7,0,10,0,0,0,1,0,0,6,16,1,3,2,2,0,0,0,0,1,0,0,3,1,2,4,5,0,0,2,0,461
216,BANSHUPUR,601,510,0,1111,355,337,0,692,683,0,142,292,157,2,0,0,0,1,0,0,0,0,2,0,45,2,9,4,6,1,1,1,0,3,0,3,2,5,0,3,2,5,1,0,3,692
217,KHANDAHAR,434,388,0,822,206,224,0,430,183,0,54,176,155,7,2,0,0,0,0,0,0,0,0,0,19,5,1,0,0,0,0,0,2,0,1,0,0,1,3,1,1,0,0,1,1,430
218,HEERAPUR,418,381,1,800,230,213,0,443,190,0,98,125,190,1,1,0,0,1,0,1,0,1,1,0,2,1,0,2,0,0,1,0,3,0,0,0,0,1,1,3,0,5,2,0,3,443
219,HEERAPUR,307,285,0,592,114,99,0,213,206,0,34,92,48,1,1,1,0,2,0,0,1,0,0,0,3,0,2,11,6,2,0,1,1,0,0,0,2,1,0,2,1,1,0,0,0,213
220,GAIRIKPUR,760,664,0,1424,357,373,0,730,730,0,169,246,212,2,3,0,1,3,1,0,0,1,4,0,33,7,7,4,0,0,1,2,4,2,0,2,3,5,1,1,2,9,2,1,2,730
221,HARIPUR,340,335,0,675,186,222,0,408,408,0,97,97,153,3,0,0,0,2,0,1,1,0,0,1,29,2,3,2,3,0,1,1,0,2,0,1,1,1,1,0,0,4,1,0,1,408
222,SHAHRI,537,444,0,981,296,271,0,567,567,0,55,258,130,0,0,0,1,0,2,0,0,0,0,1,59,3,5,1,1,2,0,1,3,1,1,3,3,18,3,2,5,4,1,2,2,567
223,"SARAIYA MOHAN",557,499,0,1056,272,242,0,514,412,0,43,225,142,2,3,0,1,3,0,3,1,1,2,5,57,4,0,1,0,1,0,2,3,0,0,1,0,6,1,3,1,1,1,1,0,514
224,AMEYMAFI,672,582,0,1254,297,246,0,543,500,0,69,189,218,0,1,1,0,1,0,0,0,0,1,2,6,4,3,1,1,1,3,0,7,2,1,2,4,5,3,5,4,5,1,2,1,543
225,AMEYMAFI,651,582,0,1233,274,277,0,551,549,0,44,269,159,4,2,2,2,3,3,1,2,1,4,3,26,4,1,2,0,0,0,1,0,0,1,0,3,6,2,1,0,5,0,0,0,551
226,"SHIVGARH JALALPUR",219,176,0,395,106,80,0,186,180,0,15,99,58,1,1,0,0,0,0,0,0,0,0,0,5,0,0,0,1,0,0,1,0,0,0,0,1,1,1,1,0,0,0,0,1,186
227,"SHIVGARH JALALPUR",519,460,0,979,269,280,0,549,449,0,80,157,205,1,1,1,2,4,1,3,0,0,1,1,46,5,2,2,0,2,0,0,8,2,0,0,6,6,1,3,0,7,0,0,2,549
228,GNAGHUA,430,385,1,816,218,198,0,416,416,0,63,139,139,2,3,0,0,2,0,0,0,1,0,0,39,0,2,1,0,1,0,3,2,1,0,0,2,5,0,2,2,4,2,1,0,416
229,BHIMI,694,577,0,1271,370,240,0,610,610,0,102,329,89,1,2,0,1,1,0,2,0,0,0,2,21,6,5,1,3,2,2,1,3,3,1,0,0,6,3,5,2,9,1,0,7,610
230,BHIMI,591,522,0,1113,312,304,0,616,615,0,130,204,226,5,2,1,0,0,1,0,1,1,0,1,22,3,2,0,2,1,2,1,2,0,0,0,1,4,1,0,2,1,0,0,0,616
231,BHIMI,677,616,0,1293,324,317,0,641,611,0,109,302,158,2,5,3,3,2,0,0,3,1,0,5,13,7,3,4,0,1,0,0,3,0,0,0,1,3,0,1,2,8,0,1,1,641
232,"BALIPUR DUHIYA",561,480,0,1041,259,206,0,465,455,0,58,205,120,1,1,0,0,1,0,0,2,0,0,1,41,2,2,2,2,0,1,2,0,2,0,1,4,6,0,2,2,5,1,0,1,465
233,TIKARMAFI,752,634,0,1386,397,361,0,758,600,0,94,334,156,2,2,0,1,2,0,1,3,1,2,2,76,11,10,5,4,3,2,0,6,2,4,2,3,14,1,4,2,5,4,0,0,758
234,TIKARMAFI,520,471,0,991,276,280,0,556,555,0,6,353,137,2,1,0,0,0,0,1,0,1,1,4,28,4,1,1,0,0,0,2,5,0,1,0,0,3,2,0,1,1,0,0,1,556
235,TIKARMAFI,378,326,0,704,211,194,0,405,350,0,25,216,116,1,1,1,0,1,1,1,1,0,0,1,23,2,0,2,1,0,0,0,3,0,1,0,0,1,0,1,2,3,0,0,1,405
236,TIKARMAFI,706,653,0,1359,341,372,0,713,30,0,47,381,184,8,2,0,0,3,0,1,1,1,6,1,21,9,4,1,2,0,1,0,4,4,1,2,4,7,1,8,1,6,2,0,0,713
237,"SONARI KALA",804,759,1,1564,424,450,0,874,872,0,208,315,229,5,9,4,0,2,1,0,2,0,2,4,46,2,14,5,3,1,0,0,2,1,1,0,1,7,3,1,2,1,2,1,0,874
238,"SONARI KALA",584,524,1,1109,283,261,0,544,417,0,104,234,109,5,3,0,0,2,2,0,3,0,0,3,59,2,8,1,0,0,0,1,1,1,2,1,1,0,0,0,0,0,1,1,0,544
239,AMETAHI,768,636,0,1404,406,405,0,811,811,0,81,316,313,8,3,1,2,1,1,2,0,1,1,3,25,6,9,2,1,0,3,3,1,1,2,1,2,4,4,3,3,5,0,2,1,811
240,GHORHA,791,727,0,1518,387,377,0,764,652,0,18,309,382,6,2,0,2,1,0,0,0,1,0,2,8,4,3,3,4,3,0,1,4,0,0,1,2,3,1,1,0,1,0,1,1,764
241,GHORHA,799,679,0,1478,338,301,0,639,639,75,75,217,253,3,7,2,2,2,1,0,1,1,0,3,17,7,8,5,1,2,1,4,3,0,0,5,2,7,0,0,3,4,0,3,0,639
242,GAJIPUR,422,413,0,835,207,197,0,404,404,0,34,228,98,4,2,0,0,1,0,1,0,1,0,2,7,1,5,2,2,0,0,1,1,0,0,1,0,1,0,2,3,4,0,0,3,404
243,BHADAR,620,583,0,1203,329,321,0,650,625,0,64,236,272,5,2,0,1,0,1,1,1,1,1,0,15,1,13,3,5,1,0,0,5,3,2,0,0,3,0,4,2,3,3,1,1,650
244,BHADAR,642,589,0,1231,321,315,0,636,305,0,115,171,322,3,2,0,1,0,2,0,0,0,0,1,5,1,1,3,2,0,1,1,1,0,0,0,0,2,0,0,0,0,1,0,1,636
245,GAJIPUR,756,672,0,1428,307,291,0,598,230,0,137,255,136,2,5,1,1,0,0,0,1,1,0,0,28,3,3,5,1,2,1,0,1,2,1,0,1,2,3,1,2,1,1,0,1,598
246,RATAPUR,658,571,0,1229,283,270,0,553,553,0,24,323,137,3,0,0,2,1,0,1,1,0,0,1,43,5,1,1,0,0,0,0,0,0,1,0,0,2,2,1,1,1,1,0,1,553
247,RATAPUR,744,632,2,1378,257,258,0,515,400,0,10,299,76,4,4,1,0,3,0,1,2,0,3,4,83,7,0,2,0,2,0,0,1,0,1,0,1,4,2,1,1,2,0,1,0,515
248,NARHARPUR,714,634,0,1348,299,387,0,686,510,0,117,330,162,6,6,0,8,0,1,0,0,0,2,4,21,8,1,0,2,0,1,4,0,0,0,0,1,4,0,2,3,2,1,0,0,686
249,BHAWAPUR,423,380,0,803,215,177,0,392,387,0,14,217,124,0,2,0,0,0,0,0,1,1,0,1,7,2,2,2,2,3,0,0,3,0,1,0,0,2,0,1,1,2,0,2,2,392
250,BHAWAPUR,287,245,0,532,132,120,0,252,222,0,16,123,96,1,1,0,0,0,0,0,0,0,0,0,5,0,1,0,0,0,0,1,1,1,0,0,0,2,0,1,1,0,0,2,0,252
251,GOKULA,278,258,0,536,147,147,0,294,294,0,38,155,70,1,0,0,0,1,1,1,0,0,0,0,13,2,0,4,0,0,0,0,1,0,1,1,0,4,0,0,0,0,1,0,0,294
