"Polling Station",,"Total No of Electors",,,,"Voters Turnout",,,,,,"Candidate ID and Name",,,,,,,,,,,,,,,,,,,,
"Part No","Part Name",Male,Female,Other,"Total No. of electors",Male,Female,Other,Total,"No of voters identifying using EPIC","Tendered Voter","1 - KADIR RANA","2 - PANKAJ AGARWAL","3 - VIRENDER SINGH","4 - DR. SANJEEV KUMAR BALYAN","5 - ANIL KUMAR","6 - CHATAR SINGH KASHYAP","7 - MANGE RAM KASHYAP","8 - MOHAMMED YAMIN","9 - MO. YAMIN","10 - RAJESH DEVI ALIAS RADHIKA BALIYAN","11 - LALIT CHAUHAN","12 - ANKUR","13 - GUFRAN AHMAD","14 - JAGBIR SINGH","15 - NASEEM AHMAD ANSARI","16 - PHOOL SINGH PAL","17 - RAKESH","18 - SHABNAM","19 - SHANDAR GUFRAN","20 - None of the Above","Total Votes Secured"
134,"PRATHMIK VIDHALAYA ROOM NO.2 KHANJAHAPUR",503,405,0,908,405,318,0,723,585,0,102,10,20,584,2,0,0,0,0,3,0,0,0,0,0,0,0,0,0,2,723
135,"PRATHMIK VIDHALAYA UMARPUR LISODA",616,515,0,1131,414,348,0,762,457,0,85,9,38,624,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,3,762
136,"KANYA PURV MADHYMIK VIDHYALA LADPUR NORTH PART NEW BUILDING",632,525,0,1157,498,360,0,858,400,0,242,7,10,577,2,0,0,0,0,3,2,1,2,4,1,6,0,0,0,1,858
137,"KANYA PURV MADHYMIK  VIDYALAYA LADPUR SOUTHERN PART NEW BUILDING",258,237,0,495,241,191,0,432,232,0,25,3,2,391,1,0,0,1,0,1,0,0,2,0,0,1,1,1,0,3,432
138,"PRATHMIK VIDHALAYA ROOM NO.3 PTTHA",256,213,0,469,193,153,0,346,180,0,25,0,3,310,3,2,0,0,0,0,0,1,0,0,0,0,0,0,0,2,346
139,"PRATHMIK VIDHALAYA PURVI BHAG GANGDHADI",516,463,0,979,413,366,0,779,761,0,128,1,97,544,0,0,0,1,0,0,0,0,1,0,0,4,2,0,0,1,779
140,"PRATHMIK VIDHALAYA PASCHIMI BHAG GANGDHADI",788,655,0,1443,587,479,0,1066,566,0,55,15,63,902,2,1,1,1,0,3,0,0,4,1,0,4,2,0,0,12,1066
141,"PRATHMIK VIDHALAYA ROOM NO.3 SHEKHPURA",816,696,0,1512,612,568,0,1180,620,0,99,7,354,693,0,0,0,1,0,8,0,0,0,2,1,2,2,0,1,10,1180
142,"SHRI GURUNANAK JUNIOR HIGH SCHOOL BHOOD ROOM NO.5 SHEKHPURA",450,374,0,824,334,284,0,618,500,0,157,3,18,420,2,0,1,0,0,5,0,0,2,0,0,2,0,0,1,7,618
143,"SHRI GURUNANAK JUNIOR HIGH SCHOOL BHOOD ROOM NO.8 SHEKHPURA",533,396,0,929,357,298,0,655,447,0,140,5,232,258,0,0,0,1,0,4,0,1,4,0,2,3,1,0,2,2,655
144,"SHRI GURUNANAK JUNIOR HIGH SCHOOL BHOOD ROOM NO.6 SHEKHPURA",707,626,0,1333,436,377,0,813,314,0,113,8,120,514,0,0,0,1,1,14,0,1,2,0,1,2,6,0,6,24,813
145,"SHRI GURUNANAK JUNIOR HIGH SCHOOL BHOOD ROOM NO.7 SEKHPURA",726,503,0,1229,403,236,0,639,537,0,13,11,41,563,0,0,0,5,0,0,0,0,2,0,0,3,0,0,0,1,639
146,"PRA PATHSSHALA YAHIYAPUR",463,377,0,840,327,267,0,594,444,0,77,2,43,459,1,0,0,0,1,1,0,1,1,0,1,2,3,0,1,1,594
147,"PRATHMIK VIDHALAYA ROOM NO.2 MOHIDDINPUR",523,418,0,941,396,300,0,696,300,0,251,7,76,328,8,0,0,3,0,3,0,2,2,1,0,7,4,1,0,3,696
148,"PRATHMIK VIDHALAYA ROOM NO.3 MOHIDDINPUR",539,450,0,989,358,294,0,652,204,0,102,5,334,190,4,0,0,0,0,1,0,0,2,3,0,2,1,0,4,4,652
149,"PRATHMIK VIDHALAYA SHAHPUR",506,399,0,905,364,303,0,667,596,0,90,3,138,420,3,0,1,0,0,4,0,0,1,0,1,2,1,0,0,3,667
150,"PRATHMIK VIDHALAYA NAYA ROOM NO.1 MADHKRIMPUR",513,466,0,979,435,395,0,830,270,0,8,3,10,753,1,1,1,0,2,12,19,2,4,0,1,1,1,0,0,11,830
151,"PRATHMIK VIDHALAYA NAYA ROOM NO.2 MADHKRIMPUR",457,374,0,831,383,195,0,578,363,0,207,0,10,337,1,0,1,1,0,6,4,0,3,0,2,2,2,0,0,2,578
152,"PRA PATHSHALA NAVEEN BHAWAN ROOM NO.1 SHAHBAJPUR TIGAI",500,431,0,931,396,334,0,730,310,0,44,2,74,599,0,0,0,0,1,1,0,1,1,0,0,0,0,0,2,5,730
153,"PRATHMIK PATHSHALA ROOM NO.1 MUBARIKPUR",450,409,0,859,330,312,0,642,210,0,102,8,44,472,3,0,0,3,0,2,1,2,0,0,1,2,0,0,1,1,642
154,"PRATHMIK PATHSHALA SARDHAN",589,498,0,1087,491,372,0,863,660,0,140,12,12,681,6,0,0,2,0,2,0,2,1,1,0,0,0,0,0,4,863
155,"PRATHMIK VIDHALAYA DUDHALI",332,312,0,644,256,244,0,500,325,0,61,2,64,367,1,1,0,0,0,1,0,1,0,0,0,1,1,0,0,0,500
156,"PRATHMIK VIDHALAYA NAYA PURVI BHAG BHAYANGI",442,402,0,844,375,305,0,680,550,0,122,2,35,510,1,0,0,0,0,0,0,2,4,0,1,0,1,0,1,1,680
157,"PRATHMIK VIDHALAYA NAYA PASCHIMI BHAG BHAYANGI",468,403,0,871,376,309,0,685,380,0,174,6,14,474,2,0,0,0,1,4,0,0,1,1,2,1,5,0,0,0,685
158,"PRATHMIK VIDHALAYA KHEDI RAGHDAN",795,661,0,1456,645,503,0,1148,648,0,118,6,9,992,1,1,0,0,0,2,0,1,2,0,0,0,4,1,0,11,1148
159,"PRATHMIK VIDHALAYA ROOM NO.1 RUKANPUR",333,278,0,611,255,226,0,481,435,0,155,2,3,316,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,2,481
160,"PRATHMIK VIDHALAYA NO2 ROOM NO.1 TITAUDA",582,490,0,1072,424,318,0,742,700,0,56,4,171,484,2,0,0,3,0,8,0,1,5,0,0,2,0,0,0,6,742
161,"PRATHMIK VIDHALAYA NO.2 ROOM NO.2 TITAUDA",809,631,0,1440,560,386,0,946,476,0,9,5,225,641,1,0,1,7,1,15,2,0,3,0,0,2,1,1,6,26,946
162,"PRA PATHSHALA TABITTA",311,284,0,595,279,245,0,524,448,0,28,1,10,476,2,0,0,0,1,2,0,1,0,0,0,0,2,0,0,1,524
163,"JR. HIGH SCHOOL ROOM NO.1 CHANDSAMAND",454,341,0,795,319,224,0,543,213,0,120,1,34,379,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,3,543
164,"JR. HIGH SCHOOL ROOM NO.3 CHANDSAMAND",458,366,0,824,364,260,0,624,407,0,154,1,37,413,1,1,0,0,0,2,0,1,5,0,1,5,1,0,1,1,624
165,"JR. HIGH SCHOOL ROOM NO.2 CHANDSAMAND",837,662,0,1499,604,411,0,1015,400,0,46,3,201,740,1,1,0,1,1,8,1,2,2,1,2,1,2,1,0,1,1015
166,"PRA PATHSHALA KAKRALA",418,386,0,804,369,313,0,682,677,0,1,3,80,583,1,0,0,0,0,5,0,1,2,1,0,0,1,0,0,4,682
167,"PRA PATHSHALA NAYA PURVI BHAG YUSUFPUR PIPLHEDA",586,485,0,1071,449,342,0,791,500,0,58,4,309,392,1,0,0,1,0,4,0,1,4,1,3,1,0,0,3,9,791
168,"PRA PATHSHALA NAYA PASCHIMI BHAG YUSUFPUR PIPLHEDA",606,500,0,1106,473,371,0,844,280,0,7,16,231,547,7,0,0,0,3,13,1,1,3,1,1,5,0,2,3,3,844
169,"PRA PATHSHALA FAHEEMPUR KHURD",777,687,0,1464,572,618,0,1190,690,0,220,2,11,927,3,1,0,0,0,5,2,2,2,0,0,6,2,0,1,6,1190
170,"PRA PATHSHALA ADAMPUR MOCHADI",625,498,0,1123,531,388,0,919,605,0,2,14,211,671,0,1,1,0,0,2,0,0,0,0,3,3,1,0,0,10,919
171,"PRA. VI. PURVI BHAG DAHAUD",567,498,0,1065,495,391,0,886,800,0,17,2,29,802,4,0,0,2,1,9,1,2,7,0,3,1,0,0,1,5,886
172,"PRA VI. PASCHIMI BHAG DAHAUD",504,415,0,919,436,290,0,726,652,0,13,3,54,617,13,1,0,1,0,6,2,0,4,2,0,1,1,1,2,5,726
173,"PRATHMIK VIDHALAYA BIHARIPUR MAJRA BAHPUR",527,394,0,921,398,289,0,687,679,0,327,4,23,301,4,1,0,2,0,4,1,0,0,0,0,0,15,0,0,5,687
174,"PRATHMIK VIDHALAYA NEW ROOM NO.1 GALIBPUR",495,420,0,915,317,306,0,623,200,0,120,5,230,255,1,0,0,1,1,5,1,0,0,2,0,2,0,0,0,0,623
175,"PRATHMIK VIDHALAYA NEW PURVI ROOM NO.5 GALIBPUR",407,342,0,749,267,218,0,485,100,0,182,4,215,61,3,1,0,3,1,2,0,0,1,1,0,1,6,0,2,2,485
176,"PRATHMIK VIDHALAYA NEW ROOM NO.2 GALIBPUR",668,554,0,1222,486,391,0,877,520,0,198,13,70,539,2,1,0,0,2,9,1,0,2,1,3,3,9,3,5,16,877
177,"PRA PATHSHALA JANDHEDI JATAN",609,497,0,1106,521,322,0,843,213,0,329,2,8,482,1,0,1,0,1,3,0,0,1,0,0,4,2,0,0,9,843
178,"PRATHMIK VIDHALAYA ROOM NO.1 JASAULA",582,481,0,1063,378,337,0,715,413,0,260,1,116,307,4,0,0,0,0,5,2,1,3,1,1,5,5,0,0,4,715
179,"PRATHMIK VIDHALAYA ROOM NO.4 JASAULA",544,450,0,994,377,313,0,690,180,0,168,1,202,309,2,0,0,0,1,1,0,0,1,0,0,0,2,0,2,1,690
180,"PRATHMIK VIDHALAYA KADHALI",795,685,0,1480,621,535,0,1156,765,0,463,9,79,575,6,1,0,0,0,5,0,1,1,1,0,3,8,0,0,4,1156
181,"PRATHMIK VIDHALAYA SIKANDERPUR KHURD",366,309,0,675,205,234,0,439,109,0,23,5,146,259,1,0,0,0,0,0,0,2,0,1,0,0,0,0,1,1,439
182,"PRATHMIK VIDHALAYA NO.1 ROOM NO.1 KAILAVADA KALAN",526,404,0,930,382,316,0,698,310,0,132,2,45,485,5,0,2,0,0,4,0,1,5,0,0,3,4,0,2,8,698
183,"PRATHMIK VIDHALAYA NO.1 ROOM NO.2 KAILAVADA KALAN",400,295,0,695,306,210,0,516,166,0,115,5,60,324,2,0,0,0,0,1,0,1,0,0,0,0,2,1,1,4,516
184,"PRATHMIK VIDHALAYA NO.2 ROOM NO.1 KAILAVADA KALAN",914,654,0,1568,592,409,0,1001,600,0,558,4,47,347,2,0,1,0,1,7,0,0,4,0,2,8,9,2,2,7,1001
185,"PRATHMIK VIDHALAYA GADANPURA",645,511,0,1156,489,351,0,840,200,0,291,10,2,508,1,0,0,3,0,7,1,1,1,1,2,2,4,0,2,4,840
186,"BABUSINGH INTER COLLEGE PURVI BHAG PAMNAVALI",542,425,0,967,406,343,0,749,650,0,77,1,19,630,2,0,0,0,0,1,0,1,6,0,1,4,2,1,0,4,749
187,"BABUSINGH INTER COLLEGE PASCHIMI BHAG PAMNAVALI",315,288,0,603,249,197,0,446,310,0,42,4,6,388,1,0,0,0,0,0,0,0,2,0,0,2,0,0,0,1,446
188,"PRATHMIK VIDHALAYA CHITTAUDA",337,272,0,609,268,219,0,487,365,0,1,0,10,459,0,0,1,0,0,5,1,0,2,0,0,0,0,0,0,8,487
189,"PRATHMIK VIDHALAYA CHCHARPUR",622,540,0,1162,562,440,0,1002,679,0,77,2,24,853,0,0,1,0,0,2,1,2,5,1,0,1,4,0,4,25,1002
190,"PRATHMIK VIDHALAYA NO.2 UTTARI BHAG ANTI",588,456,0,1044,426,371,0,797,380,0,434,2,63,282,0,0,0,0,3,1,0,0,3,0,0,3,2,0,2,2,797
191,"PRATHMIK VIDHALAYA NO.2 SOUTH SIDE ANTI",581,448,0,1029,442,346,0,788,470,0,299,1,32,441,0,0,0,0,1,0,0,0,0,0,0,1,6,0,0,7,788
192,"PRA PATHSHALA MEERAPUR KHURD",364,281,0,645,319,222,0,541,510,0,6,13,7,515,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,541
193,"PRA PATHSHALA KHANPUR",668,550,0,1218,493,412,0,905,902,0,148,10,5,729,0,0,0,0,0,0,1,1,1,0,1,2,1,0,3,3,905
194,"PRATHMIK VIDHALAYA NAGLA RUDRA",557,444,0,1001,372,292,0,664,460,0,406,4,202,41,0,2,0,0,0,1,0,0,0,1,0,1,5,0,0,1,664
195,"PRATHMIK VIDHALAYA VAJIDPUR KHURD",395,343,0,738,373,308,0,681,580,0,8,1,2,667,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,681
196,"PANCHAYAT GHAR HARIJAN KHEDI KURESH",686,584,0,1270,477,404,0,881,281,0,581,2,52,209,0,0,0,4,0,0,0,1,3,0,0,7,14,1,2,5,881
197,"PRATHMIK VIDHALAYA KHOKANI",787,749,0,1536,550,487,0,1037,500,0,633,3,243,125,1,0,0,1,1,6,0,0,0,2,2,6,6,0,6,2,1037
198,"PRATHMIK VIDHALAYA RASULPUR KAILORA",685,606,0,1291,594,491,0,1085,585,0,196,2,28,830,5,1,0,0,0,1,0,2,2,1,1,2,7,0,3,4,1085
199,"PRATHMIK VIDHALAYA PALDI",700,597,0,1297,504,417,0,921,310,0,353,4,40,488,3,0,0,0,0,2,1,0,0,0,2,1,8,0,3,16,921
200,"PRATHMIK VIDHALAYA BHALVA",627,537,0,1164,493,395,0,888,710,0,299,6,93,461,1,0,0,4,0,0,0,0,0,0,0,0,14,0,2,8,888
201,"PRATHMIK VIDHALAYA ROOM NO.1 ANTWADA",782,630,0,1412,606,476,0,1082,662,0,73,2,133,844,2,1,0,1,1,5,0,1,6,1,0,3,1,0,1,7,1082
202,"PRATHMIK VIDHALAYA ROOM NO.2 ANTWADA",550,443,0,993,446,358,0,804,603,0,30,1,90,672,3,0,0,0,0,7,0,0,0,0,0,0,0,0,1,0,804
203,"JR. HIGH SCHOOL PAL",524,450,0,974,366,325,0,691,640,0,159,14,97,404,0,0,0,1,0,5,0,0,0,1,1,1,3,0,0,5,691
204,"PANCHAYAT GHAR TULSIPUR",388,346,0,734,303,264,0,567,435,0,16,3,182,350,0,0,0,0,0,5,1,0,1,0,0,2,1,0,1,5,567
205,"PRATHMIK VIDHALAYA CHINDAURHA NO 2",740,623,0,1363,522,472,0,994,115,0,122,9,111,707,5,0,2,0,0,4,0,0,3,1,1,2,4,1,5,17,994
206,"PRATHMIK VIDHALAYA UTTARI BHAG ROOM NO.1 RATANPURI",489,416,0,905,385,347,0,732,123,0,79,0,4,638,2,0,0,0,0,4,0,0,1,0,0,1,0,0,2,1,732
207,"PRATHMIK VIDHALAYA UTTARI BHAG ROOM NO.2 RATANPURI",497,417,0,914,443,363,0,806,150,0,1,0,14,775,2,1,0,0,0,3,0,1,2,0,1,2,1,0,1,2,806
208,"PRATHMIK VIDHALAYA DAKSHNI BHAG RATANPURI",724,658,0,1382,599,498,0,1097,350,0,53,6,122,886,4,1,0,1,0,8,1,2,4,3,2,2,0,1,1,0,1097
209,"PRATHMIK VIDHALAYA PURVI BHAG MAJAHIDPUR",545,501,0,1046,430,391,0,821,613,0,98,0,34,660,1,0,0,0,1,9,4,0,1,0,2,3,1,1,0,6,821
210,"PRATHMIK VIDHALAYA PASCHIMI BHAG MAJAHIDPUR",405,347,0,752,306,246,0,552,130,0,41,0,15,480,1,1,0,2,0,4,0,0,2,1,0,0,0,0,1,4,552
211,"UCHH. PRA. VI. ROOM NO.2 BHOOPKHEDI",739,631,0,1370,581,451,0,1032,800,0,170,5,86,746,0,0,0,1,1,4,0,2,4,1,0,1,3,0,3,5,1032
212,"PRATHMIK VIDHALAYA PURVI BHAG SIKANDERPUR KALAN",744,658,0,1402,661,453,0,1114,690,0,15,3,99,988,1,0,0,0,0,3,1,0,0,0,0,0,1,1,2,0,1114
213,"PRATHMIK VIDHALAYA PASCHIMI BHAG SIKANDERPUR KALAN",782,677,0,1459,515,403,0,918,848,0,441,3,285,179,0,2,0,0,0,1,0,0,0,0,1,2,1,1,2,0,918
214,"JUNIOR HIGH SCHOOL ROOM NO.1 BADSU",461,374,0,835,392,270,0,662,212,0,27,7,93,532,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,662
215,"JUNIOR HIGH SCHOOL ROOM NO.3 BADSU",465,383,0,848,336,269,0,605,465,0,164,3,26,402,1,0,0,0,0,1,0,0,1,1,0,3,1,0,0,2,605
216,"JUNIOR HIGH SCHOOL ROOM NO.2 BADSU",811,659,0,1470,587,481,0,1068,268,0,263,6,88,684,1,0,1,0,1,3,0,0,5,2,2,2,4,0,2,4,1068
217,"PRATHMIK VIDHALAYA SAMAULI",847,669,0,1516,652,491,0,1143,1130,0,127,3,120,819,5,1,1,0,0,15,0,0,5,3,5,7,5,2,4,21,1143
218,"PRATHMIK VIDHALAYA GHANSHYAMPURA MAJRA SAMAULI",670,539,0,1209,528,417,0,945,545,0,2,2,8,902,4,0,0,1,1,6,0,0,3,0,0,3,1,1,0,11,945
219,"PRATHMIK VIDHALAYA PURVI BHAG CHANDSINA",908,721,0,1629,598,526,0,1124,400,0,74,8,294,708,5,0,1,0,3,6,2,1,4,1,0,5,5,0,3,4,1124
220,"PRATHMIK VIDHALAYA PASCHIMI BHAG CHANDSINA",978,763,0,1741,640,563,0,1203,661,0,266,3,273,596,6,0,0,0,2,9,0,1,3,2,0,1,6,2,9,24,1203
221,"PRATHMIK VIDHALAYA RAMPUR",373,332,0,705,328,268,0,596,480,0,121,26,12,412,1,1,0,1,1,1,0,2,3,0,0,3,4,0,1,7,596
222,"PRATHMIK VIDHALAYA AMBARPUR",610,523,0,1133,521,386,0,907,791,0,85,99,48,657,1,0,1,3,0,9,0,0,0,0,0,1,1,0,1,1,907
223,"PRA PATHSHALA MATHEDI",378,308,0,686,317,240,0,557,515,0,67,6,35,439,1,0,0,0,0,2,0,0,0,0,1,2,0,0,4,0,557
224,"PRA PATHSHALA NO.2 PURVI BHAG PHULAT",662,492,0,1154,424,306,0,730,100,0,168,9,294,231,5,1,0,1,0,3,0,0,3,1,1,4,5,0,3,1,730
225,"PRA PATHSHALA NO.2 PASCHIMI BHAG PHULAT",687,513,0,1200,351,280,0,631,605,0,152,7,177,270,0,0,1,0,0,3,1,0,2,0,3,5,4,0,1,5,631
226,"SHAHEED SATISH KUMAR JR. HIGH SCHOOL ROOM NO.1 PHULAT",549,386,0,935,338,190,0,528,52,0,204,5,297,3,0,0,0,0,0,0,0,1,0,1,0,1,2,1,11,2,528
227,"SHAHEED SATISH KUMAR JR. HIGH SCHOOL ROOM NO.2 PHULAT",478,343,0,821,292,202,0,494,237,0,166,5,268,47,0,0,1,0,0,0,0,0,0,0,0,1,1,0,5,0,494
228,"PRATHMIK VIDHALAYA NO. 1 ROOM NO.1 SATHEDI",554,481,0,1035,387,306,0,693,532,0,169,15,120,378,1,0,0,1,0,0,0,0,2,2,0,4,0,0,0,1,693
229,"PRATHMIK VIDHALAYA NO.1 ROOM NO.2 SATHEDI",513,453,0,966,416,325,0,741,719,0,19,8,125,569,5,1,0,6,0,1,0,0,0,1,1,0,0,1,2,2,741
230,"PRATHMIK PATHSHALA NO.2 SATHEDI",715,620,0,1335,535,485,0,1020,879,0,60,4,105,802,7,1,0,0,0,7,0,1,8,3,1,5,8,0,2,6,1020
231,"PRATHMIK VIDHALAYA LAHAUDDA",734,582,0,1316,552,443,0,995,450,0,67,2,48,856,3,0,0,0,1,7,0,2,1,0,0,2,4,0,1,1,995
232,"PRA PATHSHALA MOHAMMADPUR MAFI",455,359,0,814,353,272,0,625,582,0,74,1,488,37,1,0,0,0,0,0,0,0,0,0,0,3,1,1,19,0,625
233,"PIKET INTER COLLEGE UTTARI BHAG KHATAULI",670,587,0,1257,488,405,0,893,550,0,31,39,139,664,1,0,1,0,0,3,1,0,1,1,0,3,0,2,1,6,893
234,"PIKET INTER COLLEGE ROOM NO.1 KHATAULI",596,475,1,1072,370,307,0,677,240,0,12,9,3,639,1,0,0,4,0,3,0,1,0,1,0,1,0,0,1,2,677
235,"PIKET INTER COLLEGE DAKSHINI BHAG KHATAULI",475,434,0,909,328,294,0,622,200,0,10,69,15,512,1,0,0,0,0,5,0,0,0,0,3,0,0,0,1,6,622
236,"PIKET INTER COLLEGEBEECH KA KAMRA KHATAULI",792,667,1,1460,572,421,0,993,330,0,103,60,264,548,0,0,0,2,1,3,0,0,0,2,0,0,2,0,3,5,993
237,"SHRIDEVI MANDIR KANYA INTER COLLEGE ROOM NO.1 KHATAULI",723,656,0,1379,528,439,0,967,337,0,12,21,18,902,3,0,0,2,0,0,0,1,4,0,1,0,0,0,1,2,967
238,"SHRIDEVI MANDIR KANYA INTER COLLEGE ROOM NO.2 KHATAULI",509,429,0,938,344,286,0,630,80,0,47,4,250,325,1,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,630
239,"SHRIDEVI MANDIR KANYA INTER COLLEGE KA BARAMDA KHATAULI",467,383,0,850,312,247,0,559,23,0,20,14,92,426,0,0,0,3,0,2,0,0,0,0,0,1,0,0,0,1,559
240,"SHRIDEVI MANDIR KANYA INTER COLLEGE HAAL ROOM SOUTH SIDE KHATAULI",591,476,0,1067,436,338,0,774,710,0,124,28,225,383,4,0,1,2,1,3,0,0,1,0,0,0,1,0,1,0,774
241,"SHRIDEVI MANDIR KANYA INTER COLLEGE HAAL ROOM WEST SIDE KHATAULI",407,389,0,796,282,232,0,514,279,0,41,9,6,450,1,0,0,1,0,0,0,0,2,0,0,1,2,0,0,1,514
242,"PRABHAKAR ACADMI JR. HIGH SCHOOL ROOM NO.1 JAIN NAGAR PASCHIMI KHATAULI",608,474,0,1082,438,286,0,724,180,0,154,13,200,346,1,0,0,3,0,0,0,0,0,0,0,1,4,0,1,1,724
243,"PRABHAKAR ACADMI JR. HIGH SCHOOL ROOM NO.2 JAIN NAGAR PASCHIMI KHATAULI",878,663,0,1541,570,365,0,935,924,0,280,8,528,107,2,0,0,0,0,2,1,0,0,0,0,2,2,0,1,2,935
244,"PRA SCHOOL ROOM NO.1 SATHEDI ROAD KHATAULI",545,496,0,1041,367,334,0,701,90,0,96,18,25,537,2,0,1,1,0,7,1,0,1,3,0,1,0,0,1,7,701
245,"PRA SCHOOL ROOM NO.4 SATHEDI ROAD KHATAULI",470,379,0,849,316,231,0,547,505,0,137,3,132,241,1,0,0,2,1,7,0,0,2,1,0,4,3,0,7,6,547
246,"PRA SCHOOL ROOM NO.2 SATHEDI ROAD KHATAULI",428,379,0,807,340,243,0,583,470,0,177,7,47,340,3,0,0,0,0,3,0,1,0,0,0,3,0,0,1,1,583
247,"PRA SCHOOL ROOM NO.3 SATHEDI ROAD KHATAULI",513,419,0,932,297,236,0,533,530,0,148,5,344,30,0,0,0,0,0,1,0,2,0,0,0,0,0,0,2,1,533
248,"PURV MA. VIDH. KANOONGOYAN NAGAR KSHETRA KHATAULI",550,473,0,1023,391,290,0,681,160,0,426,4,127,107,1,0,0,1,0,0,0,1,0,0,0,0,6,0,4,4,681
249,"KUND KUND JAIN UCHCHATAR MA. VIDH. KHATAULI",346,327,0,673,251,215,0,466,202,0,84,9,15,348,0,0,0,2,0,2,0,0,0,0,1,0,2,0,0,3,466
250,"KUND KUND JAIN  UCHCHATAR MA. VIDH. KHATAULI",683,576,0,1259,535,370,0,905,800,0,332,22,167,375,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,3,905
251,"KUND KUND JAIN PUBLIC SCHOOL ROOM NO.1 KHATAULI",716,669,0,1385,453,397,0,850,800,0,370,4,104,366,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,3,850
252,"KUND KUND JAIN PUBLIC SCHOOL ROOM NO.2 KHATAULI",477,406,0,883,367,286,0,653,320,0,303,4,92,251,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,653
253,"KARYALAYA NAGAR PALIKA NAYA BHAWAN EO VALA KAMRA KHATAULI",860,697,0,1557,569,384,0,953,400,0,481,3,99,361,0,0,1,3,1,0,0,0,0,1,1,1,0,0,1,0,953
254,"KARYALAYA NAGAR PALIKA NAYA BHAWAN TANKI KE UTTAR MEIN GAIRIJ NO.2 KHATAULI",524,417,0,941,359,240,0,599,580,0,410,5,157,14,1,0,0,1,0,1,0,0,0,3,0,1,3,1,2,0,599
255,"KARYALAYA NAGAR PALIKA NAYA BHAWAN SOUTH PURVI BHAG KHATAULI",833,671,0,1504,547,427,0,974,953,0,401,18,523,25,1,0,0,0,1,1,0,0,0,0,1,1,1,1,0,0,974
256,"KARYALAYA NAGAR PALIKA NAYA BHAWAN UTTARI BHAG KHATAULI",505,414,0,919,340,283,0,623,160,0,184,1,120,304,0,0,0,1,1,2,1,0,2,0,1,0,2,0,1,3,623
257,"SHISHU SHIKSHA NIKETAN INTER COLLEGE ROOM NO.1 KHATAULI",648,522,0,1170,468,327,0,795,638,0,257,7,434,88,0,0,0,3,0,0,0,0,0,0,0,1,2,0,3,0,795
258,"SHISHU SHIKSHA NIKETAN INTER COLLEGE ROOM NO.2 KHATAULI",448,394,0,842,316,245,0,561,120,0,159,3,246,137,0,0,0,0,0,2,0,1,0,0,0,3,4,1,3,2,561
259,"SHISHU SHIKSHA NIKETAN INTER COLLEGE ROOM NO.3 KHATAULI",593,480,0,1073,387,244,0,631,201,0,244,16,317,42,2,0,0,0,1,0,0,0,1,1,0,1,1,0,3,2,631
260,"SHISHU SHIKSHA NIKETAN INTER COLLEGE ROOM NO.4 KHATAULI",771,656,0,1427,479,389,0,868,425,0,295,14,502,4,1,0,0,15,1,0,0,0,1,0,1,5,12,3,14,0,868
261,"KARYALAYA NAGAR PALIKA NAYA BHAWAN TANKI KE UTTAR MEIN GAIRIJ NO.1 KHATAULI",706,631,0,1337,515,407,0,922,310,0,128,13,82,679,1,1,1,0,1,4,0,0,1,0,1,0,3,0,2,5,922
262,"KARYALAYA NAGAR PALIKA NAYA BHAWAN OFFICE KA KAMRA KHATAULI",813,700,0,1513,600,397,0,997,975,0,208,7,462,308,0,0,2,2,0,2,0,0,0,0,0,5,1,0,0,0,997
263,"KARYALAYA NAGAR PALIKA NAYA BHAWAN PURVI BHAG KHATAULI",802,711,1,1514,606,495,0,1101,1083,0,90,8,14,965,5,0,1,4,1,3,0,1,3,0,0,2,1,0,0,3,1101
264,"JAME UL ULUM JR. HIGH SCHOOL ROOM NO.2 KHATAULI",475,453,0,928,341,303,0,644,220,0,6,15,16,590,0,0,0,7,0,0,0,0,0,0,0,0,0,1,1,8,644
265,"JAME UL ULUM JR. HIGH SCHOOL ROOM NO.3 KHATAULI",459,434,0,893,344,300,0,644,603,0,79,15,32,514,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,644
266,"JAME UL ULUM JR. HIGH SCHOOL ROOM NO.4 KHATAULI",665,512,0,1177,405,330,0,735,628,0,291,6,376,49,2,0,0,6,0,1,0,0,0,0,0,2,1,0,1,0,735
267,"JAME UL ULUM JR. HIGH SCHOOL ROOM NO.11 KHATAULI",665,514,0,1179,400,300,0,700,547,0,216,15,104,348,2,0,0,7,0,3,0,0,0,1,0,0,1,0,1,2,700
268,"JAME UL ULUM JR. HIGH SCHOOL ROOM NO.10 KHATAULI",500,468,0,968,360,271,0,631,615,0,421,14,132,53,0,0,0,0,0,1,0,0,0,0,0,0,8,0,1,1,631
