"Polling Station",,"Total No of Electors",,,,"Voters Turnout",,,,,,"Candidate ID and Name",,,,,,,,,,,,,,,,
"Part No","Part Name",Male,Female,Other,"Total No. of electors",Male,Female,Other,Total,"No of voters identifying using EPIC","Tendered Voter","1 - KANWAR SINGH TANWAR","2 - FARHAT HASAN","3 - RAKESH TIKAIT","4 - HUMERA AKHTAR","5 - KHAJAN SINGH","6 - BRAJLAL","7 - MAHESH","8 - RAKESH","9 - RAJPAL","10 - SARVESH KUMAR SAINI","11 - SYED KALBE RUSHAID RIZVI","12 - HUSNEIN RAZAA","13 - NARESH KUMAR","14 - NARESH CHAND","15 - SURENDRA SINGH","16 - None of the Above","Total Votes Secured"
148,"PRATHMIK VIDHYALAYA  BHOWAPUR MASTANNAGAR  R.N.-2",368,254,0,622,213,142,0,355,355,0,309,7,14,15,0,0,1,0,1,1,6,0,0,0,0,1,355
149,"PRATHMIK VIDHYALAYA  BHOWA.PURMASTANNAGER  R.N.-3",768,607,0,1375,543,402,0,945,945,0,704,171,2,47,0,0,1,0,0,0,4,1,1,1,3,10,945
150,"PURVA MADYAMIK VIDHYALAYA  BUXER R.N.-1",715,632,0,1347,529,412,0,941,881,0,295,105,13,510,2,1,1,0,0,1,0,1,3,0,1,8,941
151,"PURVA MADYAMIK VIDHYALAYA  BUXER R.N.-2",784,716,0,1500,538,479,0,1017,1009,0,454,120,5,421,2,1,0,0,2,3,0,1,2,1,1,4,1017
152,"KARYALAYA KHAND VIKAS ADHIKARI SIMBHOLI R.N.-1",727,611,0,1338,512,434,0,946,946,0,645,27,0,259,2,0,1,1,0,0,0,0,4,0,0,7,946
153,"KARYALAYA KHAND VIKAS ADHIKARI SIMBHOLI R.N.-2",783,606,0,1389,544,419,0,963,963,0,287,356,11,289,1,2,1,0,1,0,1,0,3,0,6,5,963
154,"KARYALAYA KHAND VIKAS ADHIKARI SIMBHOLI R.N.-3",602,545,0,1147,437,392,0,829,828,0,330,91,12,372,1,0,0,1,1,1,2,0,3,3,2,10,829
155,"PURVA MADHYAMIK VIDHYALAYA SAROORPUR",903,737,0,1640,583,501,0,1084,1083,0,85,108,10,870,1,0,3,0,1,1,0,1,4,0,0,0,1084
156,"PRATHMIK VIDHYALAYA SAROORPUR R.N.1",525,415,0,940,379,311,0,690,690,0,12,134,8,525,2,0,0,0,0,0,2,0,1,1,1,4,690
157,"PRATHMIK VIDHYALAYA SAROORPUR R.N.2",340,361,0,701,242,243,0,485,485,0,49,131,3,292,1,0,0,0,0,0,0,1,2,2,0,4,485
158,"PRATHMIK VIDHYALAYA VAIT R.N.-1",588,421,0,1009,407,287,0,694,691,0,21,216,5,434,5,0,1,0,0,0,3,1,1,1,2,4,694
159,"PRATHMIK VIDHYALAYA VAIT R.N.-2",440,321,0,761,267,200,0,467,466,0,4,92,2,360,0,0,0,1,1,0,1,1,0,1,0,4,467
160,"PRATHMIK VIDHYALAYA VAIT R.N.-3",550,443,0,993,300,332,0,632,632,0,10,201,2,412,0,0,0,0,0,0,1,0,5,0,0,1,632
161,"PRATHMIK VIDHYALAYA VAIT R.N.-4",382,365,0,747,234,231,0,465,465,0,3,150,7,299,1,0,0,0,0,0,0,1,1,2,0,1,465
162,"PURVA MADHYAMIK VIDHYALAYA VAIT R.N.-1",562,428,0,990,351,281,0,632,628,0,8,302,5,309,1,1,0,0,0,0,1,0,2,0,0,3,632
163,"PURVA MADHYAMIK  VIDHYALAYA VAIT R.N.-2",702,510,0,1212,403,293,0,696,696,0,34,347,4,297,2,2,1,0,0,0,2,1,2,0,2,2,696
164,"PURVA MADHYAMIK  VIDHYALAYA VAIT R.N.-3",697,622,0,1319,455,403,0,858,858,0,1,372,4,470,1,1,1,0,0,0,0,0,3,2,2,1,858
165,"KISAN DEGREE COLLEGE SIMBHOLI R.N.-1",799,654,0,1453,579,388,0,967,963,0,592,275,42,37,0,0,0,0,0,1,5,2,0,3,2,8,967
166,"KISAN DEGREE COLLEGE SIMBHOLI R.N.-2",573,470,0,1043,383,299,0,682,682,0,549,12,93,18,0,0,0,0,0,1,2,0,2,1,0,4,682
167,"KISAN DEGREE COLLEGE SIMBHOLI R.N.-3",1052,870,1,1923,660,538,0,1198,1173,0,827,60,13,283,2,0,0,1,1,0,0,0,0,2,1,8,1198
168,"KISAN DEGREE COLLEGE SIMBHOLI R.N.-4",770,689,0,1459,466,396,0,862,843,0,571,41,18,220,3,0,1,0,1,0,0,0,0,1,0,6,862
169,"PRATHMIK VIDHYALAYA  BADDA",352,306,0,658,244,226,0,470,469,0,443,6,1,1,1,0,0,0,0,0,4,2,1,1,1,9,470
170,"PRATHMIK VIDHYALAYA RATUPURA R.N.-1",751,679,0,1430,471,430,0,901,901,0,49,183,11,624,4,1,2,0,1,2,2,1,6,2,4,9,901
171,"PRATHMIK VIDHYALAYA RATUPURA R.N.-2",567,507,0,1074,393,325,0,718,718,0,44,133,2,513,5,2,3,1,0,0,0,0,3,1,3,8,718
172,"PRATHMIK VIDHYALAYA RAJHERA",766,652,0,1418,516,425,0,941,941,0,538,196,9,179,1,0,1,0,0,0,1,0,2,1,1,12,941
173,"PRATHMIK VIDHYALAYA BEERAMPUR",549,486,0,1035,352,328,0,680,680,0,17,131,3,517,2,1,0,0,0,0,0,0,3,1,1,4,680
174,"PRATHMIK VIDHYALAYA SAINA R.N.-1",657,527,0,1184,405,318,0,723,722,0,112,185,8,396,1,2,1,1,0,0,1,1,4,1,3,7,723
175,"PRATHMIK VIDHYALAYA SAINA R.N.-2",717,588,1,1306,426,377,0,803,799,0,11,475,5,291,4,1,0,1,0,1,0,1,5,1,5,2,803
176,"PURVA MADHYAMIK  VIDHYALAYA MURADPUR",964,710,0,1674,625,472,0,1097,1096,0,14,282,8,775,0,0,0,0,1,1,6,0,2,1,2,5,1097
177,"PRATHMIK VIDHYALAYA MURADPUR R.N.-1",536,451,0,987,354,320,0,674,674,0,11,225,1,430,1,0,0,0,0,0,0,0,0,0,4,2,674
178,"PRATHMIK VIDHYALAYA MURADPUR  R.N.-2",443,355,0,798,307,246,0,553,523,0,181,119,4,244,2,0,0,0,0,0,0,0,0,0,0,3,553
179,"PRATHMIK VIDHYALAYA BANGOLI",562,460,0,1022,366,281,0,647,647,0,337,167,4,130,0,0,1,0,0,0,3,0,0,0,0,5,647
180,"PRATHMIK VIDHYALAYA  KHURANA JAHAGIRABAD",698,578,0,1276,431,297,0,728,726,0,569,36,41,69,1,0,1,0,0,0,3,1,1,1,0,5,728
181,"PRATHMIK VIDHYALAYA DARIYAPUR R.N.-1",528,447,0,975,380,260,0,640,636,0,553,54,9,15,0,0,0,0,0,0,0,0,0,0,2,7,640
182,"PRATHMIK VIDHYALAYA DARIYAPUR R.N.-2",413,340,0,753,336,238,0,574,574,0,536,3,30,1,0,0,0,0,0,0,0,0,0,1,1,2,574
183,"PRATHMIK VIDHYALAYA -2 BHARNA R.N.-1",549,437,0,986,330,215,0,545,545,0,448,27,27,30,1,0,0,2,0,0,0,0,0,0,1,9,545
184,"PRATHMIK VIDHYALAYA -2 BHARNA R.N.-2",511,440,0,951,342,278,0,620,620,0,412,0,190,15,0,0,0,0,0,0,0,0,1,0,0,2,620
185,"PRATHMIK VIDHYALAYA HARODA R.N.-1",579,466,0,1045,324,274,0,598,598,0,190,85,7,307,3,1,0,0,0,0,0,1,2,0,1,1,598
186,"PRATHMIK VIDHYALAYA HARODA R.N.-2",369,341,0,710,257,231,0,488,488,0,386,6,33,59,0,0,1,0,0,0,0,0,1,0,0,2,488
187,"PRATHMIK VIDHYALAYA  SAHASPURA",210,182,0,392,172,139,0,311,311,0,196,111,0,1,0,0,0,0,0,0,0,0,0,0,1,2,311
188,"PRATHMIK VIDHYALAYA KHAGOAI",643,567,0,1210,433,397,0,830,826,0,320,153,9,325,3,0,0,2,0,0,3,1,1,1,2,10,830
189,"PRATHMIK VIDHYALAYA NAKNAMPUR FULRI",880,756,0,1636,570,464,0,1034,1034,0,18,185,6,804,1,0,0,1,0,2,0,5,7,0,3,2,1034
190,"PRATHMIK VIDHYALAYA GANDU NAGLA R.N.-1",522,462,0,984,364,326,0,690,690,0,623,24,1,39,0,0,0,0,0,1,1,0,0,0,0,1,690
191,"PRATHMIK VIDHYALAYA GANDU NAGLA R.N.-2",488,418,0,906,370,300,0,670,670,0,460,183,6,8,1,0,0,0,1,0,0,0,0,2,2,7,670
192,"PRATHMIK VIDHYALAYA NAGLA  BADH",851,702,0,1553,602,476,0,1078,1078,0,431,211,0,420,0,0,0,1,0,0,2,1,8,0,1,3,1078
193,"PRATHMIK VIDHYALAYA LUHARI R.N.-1",856,655,1,1512,451,369,0,820,807,0,418,211,17,147,0,2,0,0,2,0,0,1,2,0,2,18,820
194,"PRATHMIK VIDHYALAYA LUHARI  R.N.-2",774,641,0,1415,423,344,0,767,767,0,428,238,13,74,1,0,1,0,0,0,0,1,1,4,1,5,767
195,"PRATHMIK VIDHYALAYA KHEDA",667,541,0,1208,415,295,0,710,710,0,488,39,131,40,0,1,0,0,0,1,5,0,1,1,0,3,710
196,"PRATHMIK VIDHYALAYA-2 RAJHAITI R.N.-1",377,293,0,670,214,167,0,381,378,0,118,206,18,33,0,0,1,0,1,0,1,0,1,0,2,0,381
197,"PRATHMIK VIDHYALAYA-2 RAJHAITI R.N.-2",469,364,0,833,247,193,0,440,440,0,92,236,25,76,0,1,0,0,0,0,4,0,0,2,3,1,440
198,"PURVA MADHYAMIK VIDHYALAYA RAJHAITI R.N.-1",518,455,0,973,180,185,0,365,365,0,47,115,2,184,1,0,1,0,0,0,11,0,2,0,2,0,365
199,"PURVA MADHYAMIK  VIDHYALAYA RAJHAITI R.N.-2",478,396,0,874,298,250,0,548,518,0,66,176,12,284,3,0,0,1,0,0,0,1,2,2,0,1,548
200,"PRATHMIK VIDHYALAYA SINGANPUR",405,357,0,762,276,245,0,521,521,0,362,28,2,127,0,0,0,0,0,0,2,0,0,0,0,0,521
201,"PRATHMIK VIDHYALAYA  KAJMABAD JAMALPUR",613,487,0,1100,381,297,0,678,673,0,459,45,53,107,5,0,0,1,0,0,2,1,4,0,0,1,678
202,"PRATHMIK VIDHYALAYA SHALONI",858,685,0,1543,683,385,0,1068,1066,0,881,143,15,7,1,2,2,0,1,0,1,2,0,0,3,10,1068
203,"PRATHMIK VIDHYALAYA RAJAPUR",588,473,0,1061,428,344,0,772,772,0,629,103,23,4,1,0,1,0,0,1,0,1,1,1,0,7,772
204,"PRATHMIK VIDHYALAYA  JAKHEDA RAHAMATPURR.N.-1",905,713,0,1618,520,442,0,962,934,0,595,179,9,147,2,1,0,0,1,2,0,1,5,3,6,11,962
205,"PRATHMIK VIDHYALAYA  JAKHEDA RAHAMATPUR R.N.-2",525,459,0,984,309,296,0,605,603,0,355,45,2,181,1,1,0,2,0,0,0,0,2,0,7,9,605
206,"PRATHMIK VIDHYALAYA-2  DHOLPUR R.N.-1",642,553,0,1195,409,371,0,780,779,0,525,210,2,35,0,0,0,0,0,0,0,0,2,1,0,5,780
207,"PRATHMIK VIDHYALAYA-2  DHOLPUR R.N.-2",349,313,0,662,204,220,0,424,424,0,373,4,4,36,0,0,0,0,0,0,0,0,1,1,1,4,424
208,"PRATHMIK VIDHYALAYA KANOR",673,549,0,1222,489,398,0,887,886,0,761,101,2,7,1,0,2,0,0,0,1,0,1,0,2,9,887
209,"PRATHMIK VIDHYALAYA SALARPUR R.N.-1",501,410,0,911,307,270,0,577,577,0,445,39,4,74,0,1,0,0,0,0,0,1,4,2,1,6,577
210,"PRATHMIK VIDHYALAYA SALARPUR R.N.-2",467,385,0,852,224,186,0,410,410,0,342,18,2,45,0,0,1,1,0,0,0,0,0,0,0,1,410
211,"PRATHMIK VIDHYALAYA SIKANDARPUR",806,651,0,1457,601,489,0,1090,1090,0,555,177,7,323,4,1,0,0,2,1,2,0,5,0,4,9,1090
212,"PRATHMIK VIDHYALAYA BAGADPURR.N.-1",717,665,0,1382,552,465,0,1017,1017,0,554,359,4,76,0,3,0,0,0,2,1,1,1,3,3,10,1017
213,"PRATHMIK VIDHYALAYA BAGADPURR.N.-2",394,330,0,724,302,248,0,550,549,0,402,111,3,22,2,1,1,0,0,0,0,1,0,0,2,5,550
214,"PRATHMIK VIDHYALAYA KARIMPUR",718,595,0,1313,476,371,0,847,843,0,385,189,5,243,0,0,0,1,0,1,0,0,2,2,4,15,847
215,"PRATHMIK VIDHYALAYA BIHUNI R.N.-1",558,493,0,1051,422,311,0,733,731,0,648,5,2,63,1,1,0,0,0,0,0,0,0,0,0,13,733
216,"PRATHMIK VIDHYALAYA BIHUNI R.N.-2",525,469,0,994,365,293,0,658,658,0,567,18,0,67,1,0,0,0,0,0,0,0,1,0,0,4,658
217,"PRATHMIK VIDHYALAYA BADARKHA R.N.-1",843,740,1,1584,565,471,1,1037,1037,0,13,175,19,816,3,0,0,0,1,0,1,2,2,0,0,5,1037
218,"PRATHMIK VIDHYALAYA BADARKHA R.N.-2",542,491,0,1033,392,353,0,745,745,0,354,216,2,164,1,0,0,0,0,0,0,0,2,0,2,4,745
219,"PRATHMIK VIDHYALAYA BADARKHA R.N.-3",499,442,0,941,347,285,0,632,631,0,22,106,5,485,2,0,0,0,0,0,1,0,1,2,2,6,632
220,"PRATHMIK VIDHYALAYA OLD BADARKHA",875,706,0,1581,571,463,0,1034,1034,0,25,334,15,643,5,0,0,0,1,1,0,1,5,0,0,4,1034
221,"PRATHMIK VIDHYALAYA ALLABAKSHPUR R.N.-1",483,380,0,863,382,283,0,665,665,0,71,233,2,344,2,0,0,0,2,2,1,0,2,0,5,1,665
222,"PRATHMIK VIDHYALAYA ALLABAKSHPUR R.N.-2",511,422,0,933,370,313,0,683,683,0,139,288,6,223,2,0,1,0,2,1,10,0,0,1,4,6,683
223,"PRATHMIK VIDHYALAYA ALLABAKSHPUR R.N.-3",500,424,0,924,389,331,0,720,720,0,64,277,6,362,3,1,0,0,0,1,0,0,0,2,1,3,720
224,"PRATHMIK VIDHYALAYA ALLABAKSHPUR R.N.-4",504,444,0,948,348,316,0,664,664,0,242,222,4,178,3,0,0,0,0,0,4,0,2,1,1,7,664
225,"PRATHMIK VIDHYALAYA GADAWLI",396,370,0,766,331,249,0,580,580,0,553,1,4,3,2,0,0,1,1,2,1,0,1,3,2,6,580
226,"PRATHMIK VIDHYALAYA LATIRA",443,346,0,789,342,238,0,580,580,0,537,8,3,6,2,0,0,1,0,4,0,0,1,3,7,8,580
227,"PRATHMIK VIDHYALAYA N.- 2 GARH",442,412,0,854,305,257,0,562,551,0,108,442,4,2,0,0,0,0,0,0,1,0,2,0,1,2,562
228,"PRATHMIK VIDHYALAYA-1 GARH R.N.-1",715,616,1,1332,383,355,0,738,727,0,428,259,16,21,1,0,0,1,0,0,2,0,0,2,2,6,738
229,"PRATHMIK VIDHYALAYA-1 GARH R.N.-2",677,588,0,1265,466,399,0,865,865,0,307,71,4,458,5,1,0,0,1,2,3,0,5,1,0,7,865
230,"ADARSH KANYA INTER COLLEGE GARH R.N.-1",533,482,0,1015,448,369,0,817,817,0,648,64,16,70,0,1,0,0,0,0,8,0,0,1,2,7,817
231,"ADARSH KANYA INTER COLLEGE GARH R.N.-2",556,509,0,1065,404,374,0,778,778,0,727,8,12,20,0,0,0,0,0,1,2,0,0,1,1,6,778
232,"ADARSH KANYA INTER COLLEGE GARH R.N.-3",577,515,0,1092,440,363,0,803,803,0,673,14,1,96,2,0,1,2,0,1,0,0,2,1,1,9,803
233,"ADARSH KANYA INTER COLLEGE GARH R.N.-4",814,710,0,1524,577,425,0,1002,992,0,379,474,14,102,3,0,0,0,0,0,1,0,4,3,6,16,1002
234,"KARYALAYA  ANAUPCHARIK SHIKSHA PARI.GARH R.N.-1",435,387,0,822,286,248,0,534,530,0,113,20,4,380,4,0,1,2,1,0,3,0,3,3,0,0,534
235,"KARYALAYA  ANAUPCHARIK SHIKSHA PARI.GARH R.N.-2",645,526,0,1171,477,350,0,827,821,0,230,16,9,554,3,0,0,1,0,1,1,1,6,0,0,5,827
236,"KARYALAYA NAGAR PALIKA PARISHAD GARH R.N.-1",634,513,0,1147,428,332,0,760,760,0,284,231,3,217,2,1,2,0,1,0,2,2,1,1,5,8,760
237,"KARYALAYA  NAGAR PALIKA PARISHAD GARH R.N.-2",565,498,1,1064,394,336,0,730,729,0,49,34,5,612,5,0,4,0,2,2,0,3,6,3,0,5,730
238,"RAM MANOHAR LOHIYA  INTER COLLEGE GARH R.N.-1",451,389,0,840,325,273,0,598,593,0,186,205,19,172,1,3,0,0,1,2,0,1,2,1,1,4,598
239,"RAM MANOHAR LOHIYA  INTER COLLEGE GARH R.N.-2",617,504,0,1121,374,288,0,662,596,0,280,363,7,5,0,0,0,0,0,0,0,0,0,0,3,4,662
240,"RAM MANOHAR LOHIYA  INTER COLLEGE GARH R.N.-3",758,665,0,1423,474,394,0,868,868,0,718,92,9,27,0,0,2,2,1,2,2,0,3,0,2,8,868
241,"RAM MANOHAR LOHIYA  INTER COLLEGE GARH R.N.-4",655,541,0,1196,291,216,0,507,500,0,369,103,4,8,5,1,1,0,0,4,1,0,2,1,1,7,507
242,"RAM MANOHAR LOHIYA  INTER COLLEGE GARH R.N.-5",642,565,0,1207,426,370,0,796,795,0,452,281,10,34,1,0,0,0,1,0,1,0,1,1,3,11,796
243,"RAM MANOHAR LOHIYA  INTER COLLEGE GARH R.N.-6",800,652,1,1453,492,430,0,922,917,0,715,136,24,27,0,0,0,2,0,3,0,1,2,3,1,8,922
244,"JANTA INTER COLLEGE GARH R.N.-1",600,501,0,1101,385,305,0,690,689,0,536,125,8,11,0,0,0,0,1,0,0,0,0,0,1,8,690
245,"JANTA INTER COLLEGE GARH R.N.-2",370,307,0,677,247,189,0,436,434,0,389,40,0,2,0,0,0,0,0,0,0,0,0,0,1,4,436
246,"JANTA INTER COLLEGE GARH R.N.-3",772,663,0,1435,578,462,0,1040,1040,0,408,50,9,561,0,1,0,0,0,0,0,0,5,1,1,4,1040
247,"JANTA INTER COLLEGE GARH R.N.-4",683,536,0,1219,456,319,0,775,773,0,452,174,7,132,1,1,0,0,1,1,2,1,0,0,1,2,775
248,"KARYALAYA KHAND VIKAS ADHIKARI GARH R.N.-1",609,456,0,1065,364,283,0,647,647,0,195,214,15,208,1,0,0,0,0,0,4,1,0,0,6,3,647
249,"KARYALAYA KHAND VIKAS ADHIKARI GARH R.N.-2",543,435,0,978,328,271,0,599,595,0,255,116,19,198,3,0,0,0,0,0,1,1,1,2,0,3,599
250,"KARYALAYA KHAND VIKAS ADHIKARI GARH R.N.-3",717,594,0,1311,369,340,0,709,705,0,289,139,10,262,0,0,0,0,0,0,1,1,0,1,0,6,709
251,"PRATHMIK VIDHYALAYA NAYA BAS  BAKHTAWARPUR",395,376,1,772,341,315,0,656,654,0,529,95,1,12,0,1,0,0,0,0,1,0,0,5,0,12,656
252,"BHAGIRATHI INTERCOLLEGE BRIJGHAT  R.N.-1",765,575,1,1341,546,374,1,921,919,0,783,12,40,57,0,1,0,0,2,4,3,1,4,2,0,12,921
253,"BHAGIRATHI INTERCOLLEGE BRIJGHAT  R.N.-2",1131,695,1,1827,636,383,0,1019,1003,0,893,27,13,63,0,0,0,0,0,0,2,4,0,2,4,11,1019
254,"PRATHMIK VIDHYALAYA ALAMGIRPUR R.N.-1",477,379,0,856,382,273,0,655,655,0,609,32,1,1,1,1,0,1,0,2,0,0,2,0,0,5,655
255,"PRATHMIK VIDHYALAYA ALAMGIRPUR R.N.-2",569,468,0,1037,410,307,0,717,717,0,524,26,0,148,2,2,0,1,0,1,0,0,2,4,1,6,717
256,"PRATHMIK VIDHYALAYA CHITTORAMAHIUDDINPUR",635,548,0,1183,439,366,0,805,803,0,395,302,13,79,1,0,0,0,0,0,0,0,0,1,7,7,805
257,"PRATHMIK VIDHYALAYA NAKNAMPUR NANAI R.N.-1",575,467,0,1042,436,350,0,786,729,0,676,9,3,91,0,0,1,0,0,0,2,0,0,0,0,4,786
258,"PRATHMIK VIDHYALAYA NAKNAMPUR NANAI R.N.-2",531,419,0,950,362,295,0,657,652,0,429,215,3,0,0,2,0,0,0,0,0,0,0,0,3,5,657
259,"PRATHMIK VIDHYALAYA KATIRA JAFRABAD",701,630,0,1331,567,453,0,1020,1018,0,665,328,2,13,1,1,0,0,0,1,1,2,0,1,3,2,1020
260,"PRATHMIK VIDHYALAYA DAHRA R.N.-1",756,660,0,1416,485,440,0,925,925,0,600,202,3,97,0,0,0,0,0,1,3,1,2,3,2,11,925
261,"PRATHMIK VIDHYALAYA DAHRA R.N.-2",712,590,0,1302,415,390,0,805,798,0,452,259,8,57,1,0,1,1,1,2,0,1,1,0,8,13,805
262,"PRATHMIK VIDHYALAYA ALLIPUR",527,474,0,1001,404,357,0,761,761,0,706,21,0,20,0,0,0,0,0,0,1,0,2,1,1,9,761
263,"PRATHMIK VIDHYALAYA BHAINA R.N.-1",522,401,0,923,403,315,0,718,718,0,555,13,1,140,0,0,0,0,0,0,1,0,0,1,0,7,718
264,"PRATHMIK VIDHYALAYA BHAINA R.N.-2",438,337,0,775,283,221,0,504,503,0,350,134,7,2,0,0,0,0,0,0,0,0,1,0,2,8,504
265,"PRATHMIK VIDHYALAYA SADARPUR R.N.-1",741,650,0,1391,509,438,0,947,945,0,901,10,5,1,0,1,1,1,0,2,2,1,3,2,0,17,947
266,"PRATHMIK VIDHYALAYA SADARPUR R.N.-2",437,362,0,799,315,270,0,585,545,0,373,22,2,165,3,1,0,1,0,0,0,0,3,2,2,11,585
267,"PRATHMIK VIDHYALAYA BHAPUR THERA",327,307,0,634,181,180,0,361,358,0,128,135,1,90,0,0,0,0,0,0,0,0,1,1,5,0,361
268,"PRATHMIK VIDHYALAYA-2 CHANDNER R.N.-1",657,568,0,1225,412,393,0,805,805,0,422,354,7,2,1,0,0,0,0,1,0,0,0,0,4,14,805
269,"PRATHMIK VIDHYALAYA-2 CHANDNER R.N.-2",446,417,0,863,308,280,0,588,588,0,524,16,1,36,0,0,0,0,0,0,1,0,0,0,0,10,588
270,"PRATHMIK VIDHYALAYA  SEHAL R.N.-1",919,731,0,1650,608,473,0,1081,1081,0,892,117,49,15,0,0,1,0,0,1,1,0,0,0,1,4,1081
271,"PRATHMIK VIDHYALAYA  SEHAL R.N.-2",631,541,0,1172,478,344,0,822,822,0,787,4,9,7,1,0,0,0,0,0,1,0,0,2,0,11,822
272,"PRATHMIK VIDHYALAYA -2  BAHADUR GARH  R.N.-1",649,551,0,1200,441,419,0,860,860,0,710,15,5,116,1,1,0,0,0,0,0,0,1,0,3,8,860
273,"PRATHMIK VIDHYALAYA -2  BAHADUR GARH  R.N.-2",652,556,0,1208,457,389,0,846,844,0,415,269,6,125,1,0,1,0,0,1,1,1,1,1,3,21,846
274,"SAMUDAYIK VIKAS KENDRA BAHADUR GARH R.N.-1",756,619,0,1375,640,465,0,1105,1105,0,851,210,6,14,0,0,0,0,0,1,1,1,2,0,6,13,1105
275,"SAMUDAYIK VIKAS KENDRA BAHADUR GARH R.N.-2",636,489,0,1125,342,253,0,595,595,0,41,170,5,360,3,1,0,0,0,0,5,2,3,0,0,5,595
276,"POORVA MADHYAMIK VIDHYALAY  BAHADUR GARH R.N.-1",580,460,0,1040,378,296,0,674,674,0,130,100,9,409,7,4,0,0,2,1,0,0,3,0,1,8,674
277,"POORVA MADHYAMIK VIDHYALAY  BAHADUR GARH R.N.-2",546,479,0,1025,330,304,0,634,626,0,363,61,6,185,2,0,3,0,0,1,3,0,1,0,0,9,634
278,"PRATHMIK VIDHYALAYA -1  BAHADURGARH  R.N.-1",490,395,1,886,276,266,0,542,540,0,133,83,6,304,2,2,1,0,0,0,1,1,1,1,1,6,542
279,"PRATHMIK VIDHYALAYA -1  BAHADUR GARH  R.N.-2",511,395,0,906,284,235,0,519,519,0,413,25,0,54,0,0,0,0,2,0,1,0,2,2,1,19,519
280,"PRATHMIK VIDHYALAYA 1- PALWARA R.N.-1",739,620,0,1359,561,502,0,1063,1061,0,886,5,2,151,2,0,0,0,0,0,2,0,4,2,1,8,1063
281,"PRATHMIK VIDHYALAYA 1- PALWARA R.N.-2",687,562,0,1249,430,356,0,786,783,0,161,211,5,384,4,1,3,0,1,0,0,3,7,0,3,3,786
282,"PURVA MADHMAIK VIDHYALAYA  PALWARA",695,564,0,1259,461,381,0,842,837,0,54,88,6,668,7,1,0,0,0,0,3,2,7,1,4,1,842
283,"PRATHMIK VIDHYALAYA  MOHAMMADPUR RUSTAMPUR  R.N.-1",462,365,0,827,339,289,0,628,624,0,434,79,0,100,0,0,1,1,0,0,1,1,0,0,0,11,628
284,"PRATHMIK VIDHYALAYA  MOHAMMADPUR RUSTAMPUR  R.N.-2",477,357,0,834,319,251,0,570,570,0,426,17,3,105,3,0,0,0,0,0,0,0,0,1,1,14,570
285,"PRATHMIK VIDHYALAYA  MOHAMMADPUR RUSTAMPUR  R.N.-3",555,503,0,1058,361,357,0,718,718,0,301,15,8,380,2,1,1,0,0,0,0,0,3,2,0,5,718
286,"PRATHMIK VIDHYALAYA  PASWARA R.N.-1",603,541,1,1145,448,414,0,862,862,0,514,239,1,93,1,1,1,0,0,0,0,1,0,4,0,7,862
287,"PRATHMIK VIDHYALAYA  PASWARA R.N.-2",649,616,0,1265,458,445,0,903,903,0,575,85,4,227,1,0,1,1,0,0,1,1,0,1,0,6,903
288,"PRATHMIK VIDHYALAYA  ALAMNAGER R.N.-1",722,586,0,1308,477,417,0,894,890,0,693,142,3,33,0,1,0,1,0,0,0,0,0,0,4,17,894
289,"PRATHMIK VIDHYALAYA  ALAMNAGER R.N.-2",782,635,0,1417,414,378,0,792,791,0,566,112,9,79,1,0,1,1,1,0,2,0,0,0,0,20,792
290,"PRATHMIK VIDHYALAYA  ALAMNAGER R.N.-3",579,492,0,1071,345,321,0,666,666,0,562,34,3,50,1,0,1,0,1,0,1,0,1,0,2,10,666
291,"SARVA HITAISI INTER COLLEGE BHADSYANA R.N.-1",801,670,0,1471,463,427,0,890,890,0,518,271,1,85,1,0,1,2,1,1,0,1,1,0,0,7,890
292,"SARVA HITAISI INTER COLLEGE BHADSYANA R.N.-2",636,554,0,1190,328,321,0,649,649,0,498,3,2,142,0,0,0,0,0,0,1,0,0,0,1,2,649
293,"SARVA HITAISI INTER COLLEGE BHADSYANA R.N.-3",654,586,0,1240,345,355,0,700,699,0,539,27,3,116,1,0,0,0,0,1,1,0,1,2,2,7,700
294,"PRATHMIK VIDHYALAYA  LAHADRA  R.N.-1",454,396,0,850,325,272,0,597,597,0,508,12,0,68,0,0,0,0,2,1,0,0,1,0,1,4,597
295,"PRATHMIK VIDHYALAYA  LAHADRA  R.N.-2",385,331,0,716,281,207,0,488,488,0,285,145,2,42,2,0,0,0,0,0,0,0,0,1,6,5,488
296,"PRATHMIK VIDHYALAYA NAWADA KHURD",383,356,0,739,284,268,0,552,550,0,399,133,0,13,0,0,0,0,0,1,0,1,1,0,2,2,552
297,"PRATHMIK VIDHYALAYA POOTH",636,551,0,1187,476,423,0,899,898,0,543,30,6,301,4,0,0,0,0,2,0,0,2,2,2,7,899
298,"PRATHMIK VIDHYALAYA KERAWALI",216,199,0,415,137,111,0,248,247,0,235,1,0,9,0,0,0,0,0,0,0,0,0,0,1,2,248
299,"PRATHMIK VIDHYALAYA SANKARATILA",311,270,0,581,273,235,0,508,508,0,493,1,0,0,1,0,0,0,1,1,0,1,0,2,1,7,508
300,"PRATHMIK VIDHYALAYA  SHERPUR R.N.-1",777,632,0,1409,444,432,0,876,876,0,5,115,4,719,5,2,2,1,0,0,0,2,13,3,3,2,876
301,"PRATHMIK VIDHYALAYA  SHERPUR R.N.-2",572,506,0,1078,344,375,0,719,713,0,48,476,9,170,0,0,0,0,0,0,0,1,7,0,6,2,719
