"Polling Station",,"Total No of Electors",,,,"Voters Turnout",,,,,,"Candidate ID and Name",,,,,,,,,,,,,,,,,,,,,,
"Part No","Part Name",Male,Female,Other,"Total No. of electors",Male,Female,Other,Total,"No of voters identifying using EPIC","Tendered Voter","1 - ARUN SHANKAR SHUKLA","2 - BRAJESH PATHAK","3 - SUKHDEV","4 - SWAMI SACHCHIDANAND HARI SAKSHI","5 - SUMIT TEWARI","6 - ANIL KUMAR MISHRA","7 - SHALU DHARMENDRA","8 - ANIL KUMAR CHAUDHARY","9 - ANNU TANDON","10 - ARVIND KUMAR","11 - ROOP NARAYAN SINGH","12 - GIRJA SHANKAR RAJU","13 - SHIVNATH","14 - RAKESH KUMAR","15 - ANIL KUMAR","16 - RAMESHWAR","17 - MOHAMMAD AMIR KHAN","18 - RAJNIKANT","19 - SHIVKANT","20 - AKHILESH KUMAR","21 - CHETRAM PASI","22 - None of the Above","Total Votes Secured"
126,"RAJKIY BALIKA INTER COLLEGE UNNAO K0 N0 6 MOTINAGAR",371,294,0,665,231,189,0,420,420,0,19,44,1,299,0,0,0,3,42,3,0,2,1,0,0,2,0,0,0,0,1,3,420
127,"RAJKIY BALIKA INTER COLLEGE UNNAO K0 N0 7 MOTINAGAR",818,660,0,1478,421,260,0,681,681,0,61,169,1,291,1,0,0,1,134,2,0,2,0,1,1,2,2,4,0,4,0,5,681
128,"RAJKIY BALIKA INTER COLLEGE UNNAO K0 N0 8 MOTINAGAR",954,782,0,1736,460,355,0,815,815,0,66,200,1,465,0,0,2,1,60,4,0,2,1,0,0,3,2,2,1,2,0,3,815
129,"RAJKIY BALIKA INTER COLLEGE UNNAO K0 N0 1 MOTINAGAR",762,608,0,1370,388,274,0,662,662,0,93,150,0,318,1,0,0,1,84,2,1,1,0,2,0,3,0,1,0,1,0,4,662
130,"RAJKIY BALIKA INTER COLLEGE UNNAO K0 N0 10 MOTINAGAR",605,504,1,1110,313,222,0,535,535,0,38,73,0,355,0,0,1,3,52,6,0,0,0,0,0,1,2,0,1,1,0,2,535
131,"D0 G0 N0 G0 INTER COLLEGE CIVIL LINE K0 N0 1",758,656,0,1414,429,335,0,764,764,0,18,133,0,465,1,0,0,1,129,7,1,0,1,0,0,3,1,1,0,2,0,1,764
132,"D0 G0 N0 G0 INTER COLLEGE CIVIL LINE K0 N0 1",574,520,1,1095,300,263,0,563,563,0,22,77,0,378,0,0,0,1,70,5,2,0,0,0,0,2,2,0,0,2,0,2,563
133,"SHYAN KUMARI SETH BALIKA INTER COLLEGE K0 N0 1 CIVIL LINE",777,660,0,1437,451,348,0,799,799,0,52,109,0,505,0,0,0,1,110,10,4,0,0,0,0,0,0,0,0,1,0,7,799
134,"SHYAN KUMARI SETH BALIKA INTER COLLEGE K0 N0 2 CIVIL LINE",403,316,0,719,210,154,0,364,364,0,19,39,0,265,0,0,0,2,28,3,0,1,1,0,0,1,0,0,1,0,1,3,364
135,"D0 G0 N0 G0 INTER COLLEGE CIVIL LINE K0 N0 3",736,631,0,1367,390,317,0,707,707,0,28,76,0,472,0,0,0,5,113,5,0,0,2,0,1,1,0,1,0,1,1,1,707
136,"D0 G0 N0 G0 INTER COLLEGE CIVIL LINE K0 N0 4",926,782,0,1708,583,435,0,1018,1018,0,99,64,597,0,1,1,7,203,5,1,9,3,0,1,3,3,2,3,9,1,1,5,1018
137,"D0 G0 N0 G0 INTER COLLEGE CIVIL LINE K0 N0 96",628,647,0,1275,231,209,0,440,440,0,16,225,1,107,1,0,1,2,69,0,1,1,0,0,2,6,1,0,1,3,0,3,440
138,"D0 G0 N0 G0 INTER COLLEGE CIVIL LINE K0 N0 6",519,521,0,1040,218,194,0,412,412,0,11,192,2,130,0,1,0,2,64,1,0,0,0,0,1,2,2,0,1,0,0,3,412
139,"D0 G0 N0 G0 INTER COLLEGE CIVIL LINE K0 N0 7",767,613,0,1380,442,357,0,799,799,0,43,70,1,527,3,0,2,4,131,10,0,2,0,1,0,0,0,1,0,4,0,0,799
140,"D0 G0 N0 G0 INTER COLLEGE CIVIL LINE K0 N0 8",381,337,0,718,237,182,0,419,419,0,26,60,0,159,0,0,0,0,158,10,0,1,0,0,0,1,1,1,0,1,0,1,419
141,"RAJKIY INTER COLLEGE K0 N0 1 CIVIL LINE",719,626,0,1345,403,342,0,745,745,0,35,85,1,475,2,0,1,1,126,1,2,0,1,0,1,0,3,0,3,1,1,6,745
142,"RAJKIY INTER COLLEGE K0 N0 2 CIVIL LINE",647,553,0,1200,343,300,0,643,643,0,36,38,1,470,1,1,0,0,73,5,0,0,1,1,0,5,1,1,7,0,0,2,643
143,"RAJKIY INTER COLLEGE K0 N0 3 CIVIL LINE",455,383,0,838,254,202,0,456,456,0,46,56,1,284,0,1,0,1,44,8,0,0,0,0,0,2,3,2,0,3,0,5,456
144,"RAJKIY INTER COLLEGE K0 N0 4 CIVIL LINE",867,627,1,1495,420,230,0,650,650,0,30,53,0,482,2,0,0,0,65,6,1,0,0,0,0,4,0,2,0,0,1,4,650
145,"RAJKIY INTER COLLEGE K0 N0 5 CIVIL LINE",794,679,1,1474,464,308,0,772,772,0,23,106,1,482,0,0,1,4,134,6,0,1,0,0,0,1,2,2,6,1,0,2,772
146,"RAJKIY INTER COLLEGE K0 N0 6 CIVIL LINE",635,553,0,1188,372,289,0,661,661,0,60,23,1,384,0,1,0,1,177,5,1,2,1,1,0,0,0,0,1,0,0,3,661
147,"TEHSIL BHAWAN SANGRAH KARYALAY BRAMDA UCH ATALBIHARI NAGAR",494,432,0,926,288,215,0,503,503,0,41,43,0,340,0,0,0,1,73,0,0,0,0,2,0,1,0,0,0,1,0,1,503
148,"TEHSIL BHAWAN SANGRAH KARYALAY BRAMDA DACCHID ATALBIHARI NAGAR",639,570,0,1209,296,274,0,570,570,0,65,43,0,378,0,0,0,3,65,5,0,0,1,0,0,4,2,1,0,1,0,2,570
149,"TEHSIL BHAWAN ATALBIHARI NAGAR",1099,890,0,1989,388,312,0,700,700,0,82,41,0,498,0,1,0,2,63,6,0,0,0,0,1,1,0,0,1,3,0,1,700
150,"TEHSIL BHAWAN ATALBIHARI NAGAR",862,743,0,1605,355,266,0,621,621,0,44,51,1,439,1,0,0,1,58,12,1,2,1,0,0,2,0,0,2,2,0,4,621
151,"TEHSIL BHAWAN RAJAESHW KARAN K0 ATALBIHARI NAGAR",796,658,0,1454,410,221,0,631,631,0,70,57,0,434,0,0,2,1,54,3,1,1,0,2,0,3,0,0,0,1,0,2,631
152,"TEHSIL BHAWAN RAJAESHW PARIYAR K0 ATALBIHARI NAGAR",733,612,0,1345,396,295,0,691,691,0,58,83,1,453,0,1,0,2,79,3,0,0,1,0,0,1,1,2,2,1,1,2,691
153,"TEHSIL BHAWAN RAJAESHW HARAHA K0 ATALBIHARI NAGAR",757,609,0,1366,381,278,0,659,659,0,99,85,2,144,1,0,1,10,292,3,2,0,2,1,2,2,7,0,3,0,0,3,659
154,"TEHSIL BHAWAN RAJAESHW BICHHIYA K0 ATALBIHARI NAGAR",457,322,0,779,204,123,0,327,327,0,58,37,3,76,1,0,1,4,136,3,0,1,0,1,0,0,1,0,2,0,1,2,327
155,"PRAIMARI PATHSALA MOUHARIBAG PURW CIVIL LINE",509,428,0,937,276,178,0,454,454,0,98,21,0,188,0,0,0,4,138,1,0,0,0,0,0,0,2,0,0,2,0,0,454
156,"PRAIMARI PATHSALA MAUHARI BAG UTTAR SIVIL CLINI",505,429,0,934,283,245,0,528,528,0,37,66,1,350,2,0,0,2,55,1,0,2,0,1,0,1,2,1,1,3,0,3,528
157,"PRAIMARI PATHSALA MAUHARIBAG PASHCHIM SIVIL LINI",342,167,0,509,118,67,0,185,185,0,18,22,0,75,0,0,0,1,67,0,0,1,0,0,1,0,0,0,0,0,0,0,185
158,"CHAUDHRI KHAJAN SINGH MAHA VIDHALAY JURAKHAN KHERA K0 1",626,483,1,1110,346,213,0,559,559,0,80,47,0,330,0,1,0,0,68,1,0,0,2,0,0,7,6,7,5,1,0,4,559
159,"CHAUDHRI KHAJAN SINGH MAHA VIDHALAY JURAKHAN KHERA K0 2",874,666,0,1540,416,342,0,758,758,0,85,93,0,505,0,0,0,0,62,2,0,0,0,1,0,1,0,1,0,5,0,3,758
160,"SARSWATI VIDHALAY MANDIR INTER COLLEGE PURAN NAGAR K0 N0 1",464,370,0,834,234,169,0,403,403,0,29,48,0,252,0,0,0,2,67,2,0,1,1,0,0,0,0,0,0,0,0,1,403
161,"SARSWATI VIDHALAY MANDIR INTER COLLEGE PURAN NAGAR K0 N0 2",575,467,0,1042,335,259,0,594,594,0,38,116,1,298,2,0,0,6,115,3,0,0,1,0,1,3,0,1,2,1,1,5,594
162,"D0 B0 DO T0 INTER COLLEGE K0 N0 1 ATALBIHARI NAGAR",678,595,0,1273,324,310,0,634,634,0,35,46,1,420,0,0,1,0,120,5,0,0,1,0,1,0,0,1,2,0,0,1,634
163,"D0 V0 DO T0 INTER COLLEGE K0 N0 2 ATALBIHARI NAGAR",449,360,0,809,204,181,0,385,385,0,13,26,0,283,0,0,0,0,58,2,1,0,1,0,0,0,0,0,0,1,0,0,385
164,"D0 V0 DO T0 INTER COLLEGE K0 N0 3 ATALBIHARI NAGAR",502,471,0,973,261,204,0,465,465,0,34,32,0,290,0,0,0,0,101,3,0,0,0,0,1,0,0,1,1,1,0,1,465
165,"D0 V0 DO T0 INTER COLLEGE K0 N0 4 ATALBIHARI NAGAR",464,373,0,837,220,192,0,412,412,0,54,74,0,156,0,0,0,3,116,5,0,1,0,0,0,1,1,0,0,0,0,1,412
166,"D0 B0 DO T0 INTER COLLEGE K0 N0 5 ATALBIHARI NAGAR",582,493,0,1075,313,257,0,570,570,0,25,47,0,391,0,1,0,2,94,1,0,0,2,0,0,2,1,0,0,1,1,2,570
167,"D0 B0 DO T0 INTER COLLEGE K0 N0 6 ATALBIHARI NAGAR",728,642,0,1370,369,261,0,630,630,0,83,121,0,115,2,0,0,2,301,1,0,0,0,1,0,1,3,0,0,0,0,0,630
168,"D0 B0 DO T0 INTER COLLEGE K0 N0 7 ATALBIHARI NAGAR",751,599,0,1350,344,242,0,586,586,0,37,73,1,374,2,0,0,2,87,2,1,0,0,0,0,0,0,0,1,1,0,5,586
169,"D0 B0 DO T0 INTER COLLEGE K0 N0 8 ATALBIHARI NAGAR",263,223,0,486,124,113,0,237,237,0,10,22,0,151,0,0,0,1,49,2,0,0,0,0,0,2,0,0,0,0,0,0,237
170,"D0 B0 DO T0 INTER COLLEGE K0 N0 9 ATALBIHARI NAGAR",639,525,0,1164,326,256,0,582,582,0,16,43,0,419,0,1,0,1,81,7,0,0,2,0,0,2,1,1,4,1,0,3,582
171,"AWANTI BAI INTER COLLEGE K0 N0 1 ADARESH NAGAR",870,776,0,1646,443,353,0,796,796,0,48,83,1,520,1,0,0,4,117,6,0,1,1,0,1,0,2,2,2,4,2,1,796
172,"MAICHLAIS S0 V0 M0 INTER COLLEGE K0 N0 18 ADARESH NAGAR",775,643,0,1418,305,263,0,568,568,0,38,45,0,400,0,0,1,3,70,3,0,2,0,0,1,1,0,1,1,1,0,1,568
173,"MAICHALAIESH S0 V0 M0 INTER COLLEGE K0 N0 19 ADARESH NAGAR",359,274,1,634,155,130,0,285,285,0,28,45,1,182,0,0,0,1,25,0,0,0,0,0,0,1,0,1,1,0,0,0,285
174,"AWANTI BAI INTER COLLEGEE K0 N0 2 ADARESH NAGAR",851,777,0,1628,436,357,0,793,793,0,95,66,2,528,1,0,0,6,67,5,1,1,1,0,0,3,0,4,6,3,0,4,793
175,"AWANTI BAI INTER COLLEGE K0 N0 3 ADARESH NAGAR",346,305,0,651,199,139,0,338,338,0,36,22,0,247,0,0,0,0,22,5,0,0,0,0,1,0,1,0,1,1,0,2,338
176,"MAICHLAIS V0 M0 INTER COLLEGE GANDHI NAGAR K0 N0 1",428,373,0,801,263,222,0,485,285,0,49,42,0,351,0,0,0,0,38,4,0,0,0,0,0,0,0,0,0,1,0,0,485
177,"MAICHLAIS V0 M0 INTER COLLEGE GANDHI NAGAR K0 N0 2",999,819,0,1818,550,458,0,1008,1008,0,114,119,0,590,0,0,0,1,166,5,0,0,1,0,0,1,1,0,3,4,0,3,1008
178,"MAICHLAIS V0 M0 INTER COLLEGE GANDHI NAGAR K0 N0 3",263,253,0,516,160,155,0,315,315,0,38,37,0,170,0,0,0,0,62,2,1,0,0,0,0,0,0,1,0,2,0,2,315
179,"SARSWATI VIDHALAY MANDIR INTER COLLEGE K0 N0 3 PURAN NAGAR",678,570,0,1248,337,251,0,588,588,0,39,47,1,424,1,0,0,2,53,5,2,4,0,0,0,3,0,0,1,2,0,4,588
180,"SARSWATI VIDHALAY MANDIR INTER COLLEGE K0 N0 4 PURAN NAGAR",744,635,0,1379,380,301,0,681,681,0,32,319,3,235,1,0,1,3,61,2,0,2,1,4,2,4,0,0,2,4,2,3,681
181,"SARSWATI VIDHALAY MANDIR INTER COLLEGE K0 N0 5 PURAN NAGAR",689,610,0,1299,331,327,0,658,658,0,21,291,2,244,0,2,2,5,74,3,2,1,2,2,0,1,0,0,1,1,2,2,658
182,"CHAUDHRI KHAJAN SINGH MAHA VIDHALAY JURAKHAN KHERA K0 3 PURANNAGAR",511,405,0,916,239,187,0,426,426,0,34,41,1,291,0,0,1,0,35,2,1,1,2,0,0,4,3,2,2,0,0,6,426
183,"CHAUDHRI KHAJAN SINGH MAHA VIDHALAY JURAKHAN KHERA K0 4 PURANNAGAR",804,647,0,1451,453,375,0,828,828,0,83,86,3,569,0,1,2,7,59,2,3,6,1,0,0,2,0,1,0,0,1,2,828
184,"RANI LAXMI BAI INTER COLLEGE K0 N0 1 ABBASBAG",430,402,0,832,246,205,0,451,451,0,33,24,0,216,1,0,0,2,169,3,0,0,1,0,1,0,0,0,0,0,0,1,451
185,"RANI LAXMI BAI INTER COLLEGE K0 N0 2 ABBASBAG",528,480,0,1008,305,256,0,561,561,0,21,49,0,341,0,0,0,1,139,4,0,0,1,0,0,2,0,0,1,0,1,1,561
186,"PRAIMARI PATHSALA ABBASBAG PURW",491,373,0,864,285,206,0,491,491,0,175,38,0,123,0,0,0,1,143,3,1,0,1,0,1,1,1,2,0,0,0,1,491
187,"PRAIMARI PATHSALA ABBASBAG PASHCHIM",479,414,0,893,251,201,0,452,452,0,62,42,0,270,0,0,0,0,64,5,3,1,0,0,0,3,1,0,1,0,0,0,452
188,"KAMLABHAWAN HAL PURW SHAHGANJ",618,550,0,1168,410,317,0,727,727,0,38,37,0,547,0,0,0,3,84,2,0,0,3,4,0,0,2,0,2,1,0,4,727
189,"KAMLABHAWAN HAL PASHCHIM SHAHGANJ",582,535,0,1117,319,238,0,557,557,0,42,46,0,293,1,1,0,0,164,5,0,1,0,0,0,2,0,0,0,0,0,2,557
190,"RAJASHANKAR SAHAY INTER COLLEGE K0 N0 1 MOTINAGAR",532,432,0,964,339,266,0,605,605,0,7,15,0,467,0,0,0,1,99,13,0,0,1,0,0,1,0,0,0,0,0,1,605
191,"RAJASHANKAR SAHAY INTER COLLEGE K0 N0 2 MOTINAGAR",368,307,0,675,207,160,0,367,367,0,17,25,0,221,0,0,0,0,100,1,0,1,1,0,0,0,0,0,0,0,0,1,367
192,"RAJKIY SICHHAD PRASHCHHAD SANSTHAN PURW MOTINAGAR",735,663,0,1398,316,282,0,598,598,0,26,58,0,429,1,1,0,2,64,9,0,0,0,1,0,0,0,0,0,4,0,3,598
193,"RAJKIY SICHHAD PRASHCHHAD SANSTHAN  MADHAY MOTINAGAR",449,379,0,828,198,144,0,342,342,0,9,38,0,242,0,0,0,1,42,5,2,0,0,0,0,0,0,0,1,1,0,1,342
194,"RAJKIY SICHHAD PRASHCHHAD SANSTHAN PASHCHIM MOTINAGAR",306,281,0,587,118,145,0,263,263,0,13,44,0,166,0,0,2,1,29,3,0,0,0,0,0,0,0,0,0,1,0,4,263
195,"RAJKIY PRECHHAGREH PURW MOTINAGAR",571,481,0,1052,265,225,0,490,490,0,32,42,0,336,0,0,0,0,71,2,1,1,0,0,0,0,1,1,1,1,0,1,490
196,"RAJKIY PRECHHAGEH PASHCHIM MOTINAGAR",531,465,0,996,231,205,0,436,436,0,28,56,0,252,0,0,1,0,81,6,2,1,1,5,0,0,0,1,0,1,0,1,436
197,"KANYA PURW MADHIMIK  VIDAYLA DAYED CAMPAS UTTAR MOTINAGAR",372,302,0,674,175,102,0,277,277,0,17,47,1,162,0,0,0,1,42,3,0,1,0,0,0,0,0,0,0,2,0,1,277
198,"KANYA PURW MADHIMIK  VIDAYLA DAYED CAMPAS DACHID MOTINAGAR",605,478,0,1083,298,192,0,490,490,0,49,60,0,295,0,1,0,0,72,5,2,0,0,0,0,3,0,0,1,1,0,1,490
199,"PRAIMARI VIDAYLA DAYAD CAMPAS UTTAR  MOTINAGAR",472,449,1,922,237,212,0,449,449,0,28,33,0,317,0,0,0,0,66,2,0,0,0,0,0,0,1,0,0,0,0,2,449
200,"PRATHIMIC V0 DAYAT CAIMPAS D0 MOTINAGAR",496,435,0,931,249,211,0,460,460,0,37,49,0,297,0,0,0,0,71,4,0,1,0,0,0,0,1,0,0,0,0,0,460
201,"NAGARPALIKA PARISHAD HAL PURW UNTSAR",334,278,0,612,165,144,0,309,309,0,42,33,1,62,0,1,0,0,169,0,0,0,0,0,0,0,0,0,0,1,0,0,309
202,"NAGAR PALIKA PARISHAD HAL MADHAY UNTSAR",644,496,0,1140,330,246,0,576,576,0,103,68,0,99,0,0,0,1,288,3,0,1,2,0,0,4,2,1,0,1,1,2,576
203,"NAGAR PALIKA PARISHAD HAL DACHID UNTSAR",601,483,0,1084,314,213,0,527,527,0,39,69,1,37,0,1,1,2,361,5,0,0,3,0,0,1,3,1,1,0,0,2,527
204,"JUNIAR HIGH SCHOOL PURW KILA",486,477,0,963,266,206,0,472,472,0,47,85,0,31,0,0,0,0,302,5,0,0,0,0,0,0,1,0,0,0,1,0,472
205,"JUNIOR HIGH SCHOOL PASHCHIM KILA",519,413,0,932,262,210,0,472,472,0,40,36,0,10,0,0,0,0,371,0,0,0,4,0,0,3,2,1,2,0,1,2,472
206,"PRAIMARI PATHSALA HANUMANGADI KILA",727,639,2,1368,494,261,0,755,755,0,44,44,0,340,0,0,0,3,312,4,0,1,2,0,0,1,1,2,0,0,0,1,755
207,"MADRSA DARUL ULUM AJAM PURW JERKHIDKI",489,395,0,884,282,196,0,478,478,0,23,82,0,86,0,0,0,1,265,12,0,1,0,0,0,2,3,0,0,1,0,2,478
208,"MADRSA DARUL ULUM AJAM PASHCHIM JERKHIDKI",358,326,0,684,213,163,0,376,376,0,23,48,0,64,0,0,0,4,231,3,0,0,0,0,0,0,2,0,1,0,0,0,376
209,"MADRSA DARUL ULUM AJAM UTTAR JERKHIDKI",480,444,0,924,245,153,0,398,398,0,34,61,0,13,0,2,0,0,285,0,0,0,1,0,0,0,1,0,1,0,0,0,398
210,"MADRSA DARUL ULUM AJAM DACHHID JERKHIDKI",492,381,0,873,276,188,0,464,464,0,44,96,0,34,0,0,0,1,279,1,0,1,0,0,0,3,2,0,1,0,0,2,464
211,"KANYA PRAIMARI PATHSALA BHURI DEVI DUPRAPUR",792,744,0,1536,464,397,0,861,861,0,36,68,2,503,0,1,0,3,224,8,0,6,0,1,1,1,1,1,0,2,0,3,861
212,"KANYA PRAIMARI PATHSALA PURW KAISARGANJ",254,189,0,443,163,121,0,284,284,0,17,23,0,91,0,0,0,2,149,1,0,0,0,0,0,0,0,0,0,0,0,1,284
213,"KANYA PRAIMARI PATHSALA PASHCHIM KAISARGANJ",638,529,0,1167,378,235,0,613,613,0,25,36,0,218,1,0,1,1,321,3,0,0,2,0,0,3,1,0,1,0,0,0,613
214,"PRAIMARI PATHSALA  K. NO. 1 PURW RAMNAGAR",754,586,0,1340,463,285,0,748,748,0,99,73,1,357,2,2,1,2,186,0,0,2,1,0,0,2,4,1,3,6,4,2,748
215,"PRAIMARI PATHSALA K. NO. 1PASHCHIM RAMNAGAR",508,394,0,902,273,186,0,459,459,0,58,30,1,211,0,0,0,3,149,1,1,1,0,0,1,0,0,0,2,0,0,1,459
216,"PRAIMARI PATHSALA K. NO.2 PURW RAMNAGAR",565,428,1,994,274,171,0,445,445,0,66,38,0,151,0,1,0,1,181,1,0,1,0,0,0,0,0,1,0,0,2,2,445
217,"AJAD MANTESARI JUNIAR HIGH SCHOOL RAMNAGAR K.NO.1",587,484,0,1071,327,226,0,553,553,0,28,52,0,338,2,0,1,1,116,4,1,0,0,0,3,1,0,0,1,3,0,2,553
218,"AJAD MANTESARI JUNIAR HIGH SCHOOL RAMNAGAR K.N0.2",336,272,0,608,202,135,0,337,337,0,53,67,0,41,0,0,1,0,168,0,0,0,1,1,0,2,1,0,0,1,0,1,337
219,"AJAD MANTESARI JUNIAR HIGH SCHOOL RAMNAGAR K. NO.3",391,312,0,703,219,157,0,376,376,0,18,48,0,247,0,0,0,0,53,3,0,0,0,0,0,2,0,1,0,1,2,1,376
220,"PRAIMARI PATHSALA K. NO. 3 PURW RAMNAGAR",646,474,0,1120,308,219,0,527,527,0,33,28,0,15,0,0,0,3,439,3,0,0,2,0,0,0,1,2,0,0,0,1,527
221,"BARATSALA JHANDESHWAR MANDIR KE NIKAT TALIBSARAY",461,377,0,838,288,173,0,461,461,0,66,48,0,127,0,0,1,4,209,0,0,1,0,0,0,1,3,0,0,0,1,0,461
222,"BARATSALA JHANDESHWAR MANDIR KE NIKAT TALIBSARAY",492,397,0,889,256,168,0,424,424,0,46,122,1,75,0,0,1,2,171,0,0,0,0,1,2,1,1,0,0,0,0,1,424
223,"NAVYOU JUNIAR HIGH SCHOOL K0 N0 1 HAJARI TOLA",541,419,0,960,244,154,0,398,398,0,89,43,0,7,0,0,0,0,253,1,0,0,0,0,0,1,3,1,0,0,0,0,398
224,"NAVYOU JUNIAR HIGH SCHOOL K0 N0 2 HAJARI TOLA",509,434,0,943,238,164,0,402,402,0,69,41,1,2,1,0,0,0,285,1,0,0,0,0,0,1,0,1,0,0,0,0,402
225,"VIVEKA NAND HAIER SECANDRY SCHOOL  K0 N0 1 HAJARI TOLA",711,609,0,1320,418,291,0,709,709,0,112,69,0,77,1,1,1,2,434,2,1,0,0,0,2,2,3,0,0,1,0,1,709
226,"VIVEKA NAND HAIER SECANDRY SCHOOL  K0 N0 2 HAJARI TOLA",510,419,0,929,318,208,0,526,526,0,41,48,1,155,0,0,0,0,273,2,0,0,0,0,0,0,2,2,1,0,0,1,526
227,"VIVEKA NAND HAIER SECANDRY SCHOOL  K0 N0 3 HAJARI TOLA",502,396,0,898,343,251,0,594,594,0,34,72,3,234,0,0,0,2,189,1,0,0,3,0,1,19,12,14,1,6,3,0,594
228,"PRAIMARI PATHSALA AKRAMPUR",529,460,0,989,356,306,0,662,662,0,28,54,1,447,1,0,0,0,116,5,0,2,1,1,1,1,0,2,0,2,0,0,662
229,"PRAIMARI PATHSALA PASHCHIM AKRAMPUR",507,401,0,908,318,243,0,561,561,0,39,40,0,264,2,0,0,1,201,1,0,1,1,0,0,1,3,1,2,2,1,1,561
230,"ADARS BASIC PRAIMARI PATHSALA PURW SINGROSI",976,721,1,1698,602,379,0,981,981,0,95,126,4,465,5,1,4,4,238,4,1,4,5,0,0,6,4,5,4,3,0,3,981
231,"ADARS BESIC PRAIMARI PATHSALA PASHCHIM SINGROSI",618,520,0,1138,381,301,0,682,682,0,75,88,1,254,2,3,0,5,243,2,0,1,3,0,0,1,0,0,0,2,1,1,682
232,"PRAIMARI PATHSALA SULTANKHEDA",778,585,0,1363,461,271,0,732,732,0,118,33,0,497,5,1,1,3,58,1,0,5,0,0,1,1,1,2,0,5,0,0,732
233,"PRAIMARI PATHSALA PURW GADANKHEDA",650,529,0,1179,394,281,0,675,675,0,39,56,1,484,1,1,0,3,56,2,0,10,4,1,1,1,4,1,1,4,2,3,675
234,"PRAIMARI PATHSALA PASHCHIM GADANKHEDA",389,301,0,690,231,153,0,384,384,0,28,38,0,265,0,0,0,1,36,1,1,1,0,0,1,0,1,1,5,2,0,3,384
235,"PRAIMARI PATHSALA KOTRA",741,582,0,1323,497,377,0,874,874,0,386,47,7,331,2,3,4,5,36,4,1,8,4,5,3,12,5,2,0,3,3,3,874
236,"PRAIMARI PATHSALA SHERALI KHEDA",724,585,0,1309,469,313,0,782,782,0,189,72,4,424,3,2,1,14,39,3,1,9,0,3,4,2,2,2,2,1,3,2,782
237,"PRAIMARI PATHSALA PURW GAJAULI",518,421,0,939,357,227,0,584,584,0,241,51,2,219,2,0,2,3,30,0,2,6,4,2,1,1,4,5,1,4,0,4,584
238,"PRAIMARI PATHSALA PASHCHIM GAJAULI",540,395,0,935,376,221,0,597,597,0,279,45,0,198,2,0,1,2,56,2,1,3,0,1,0,1,0,1,0,3,0,2,597
239,"PRAIMARI PATHSALA CHANDPUR",646,541,0,1187,512,398,0,910,910,0,140,93,3,576,6,2,5,14,32,2,1,8,4,0,3,5,2,1,4,5,1,3,910
240,"PRAIMARI PATHSALA PURW  HUSAINNAGAR",521,425,0,946,314,259,0,573,573,0,45,150,4,278,2,1,0,5,46,2,1,8,1,3,3,3,2,2,2,3,4,8,573
241,"PRAIMARI PATHSALA PASHCHIM HUSAINNAGAR",486,399,0,885,253,193,0,446,446,0,113,48,1,181,2,1,1,1,71,3,0,4,1,0,0,3,3,3,5,1,1,3,446
242,"JUNIOR HIGH SCHOOL HUSAINNAGAR",318,227,0,545,168,140,0,308,308,0,68,110,5,87,0,1,0,5,18,1,0,2,1,0,1,4,1,0,0,1,3,0,308
243,"PRAIMARI PATHSALA BAKHHAKHEDA MAJHRA HUSAINNAGAR",473,422,0,895,329,208,0,537,537,0,121,26,2,327,0,0,3,8,24,0,0,5,0,3,3,2,1,1,5,2,4,0,537
244,"PRAIMARI PATHSALA PURW DIH",789,626,0,1415,498,314,0,812,812,0,176,133,2,305,0,1,0,7,170,0,0,2,0,0,3,5,1,0,1,5,1,0,812
245,"PRAIMARI PATHSALA PASHCHIM DIH",503,366,0,869,323,178,0,501,501,0,74,69,0,237,0,0,1,2,83,3,2,4,4,2,1,6,1,3,5,1,0,3,501
246,"PRAIMARI PATHSALA MADUKHEDA MAJHRA DIH",597,468,0,1065,443,317,0,760,760,0,135,82,2,441,0,4,0,2,62,1,1,2,2,2,2,5,1,3,3,5,2,3,760
247,"PRAIMARI PATHSALA LALLUKHEDA MAJHRA DIH",490,372,0,862,305,235,0,540,540,0,90,26,1,345,2,1,0,3,35,4,1,4,4,0,0,4,6,2,1,1,1,9,540
248,"PRAIMARI PATHSALA LALLUKHEDA MAJHRA DIH",567,451,0,1018,378,245,0,623,623,0,120,53,3,380,0,0,2,2,35,1,3,6,4,1,2,0,2,0,1,6,1,1,623
249,"PRAIMARI PATHSALA SHEKHPUR NARI PURW",744,571,0,1315,484,279,0,763,763,0,149,43,0,481,2,1,2,4,35,4,1,2,8,3,1,5,3,4,4,3,3,5,763
250,"PRAIMARI PATHSALA SHEKHPUR NARI PASHCHIM",904,668,0,1572,557,320,0,877,877,0,137,84,5,561,2,1,2,8,27,3,0,1,1,2,1,7,9,7,9,7,1,2,877
251,"PRAIMARI PATHSALA SHEKHPUR NARI",794,599,0,1393,499,272,0,771,771,0,186,37,3,493,0,1,1,4,17,0,1,4,4,4,0,3,2,2,2,2,0,5,771
252,"PRAIMARI PATHSALA PURW MAGRWARA",714,597,2,1313,466,358,0,824,824,0,105,66,5,443,2,1,4,9,157,4,0,6,1,3,1,3,4,2,2,3,0,3,824
253,"PRAIMARI PATHSALA MAGRWARA PASHCHIM",860,621,0,1481,517,281,0,798,798,0,120,47,4,507,3,0,1,5,86,6,1,3,0,2,2,0,2,0,0,4,1,4,798
