"Polling Station",,"Total No of Electors",,,,"Voters Turnout",,,,,,"Candidate ID and Name",,,,,,,,,,,,,,,,,,,,,,
"Part No","Part Name",Male,Female,Other,"Total No. of electors",Male,Female,Other,Total,"No of voters identifying using EPIC","Tendered Voter","1 - ARUN SHANKAR SHUKLA","2 - BRAJESH PATHAK","3 - SUKHDEV","4 - SWAMI SACHCHIDANAND HARI SAKSHI","5 - SUMIT TEWARI","6 - ANIL KUMAR MISHRA","7 - SHALU DHARMENDRA","8 - ANIL KUMAR CHAUDHARY","9 - ANNU TANDON","10 - ARVIND KUMAR","11 - ROOP NARAYAN SINGH","12 - GIRJA SHANKAR RAJU","13 - SHIVNATH","14 - RAKESH KUMAR","15 - ANIL KUMAR","16 - RAMESHWAR","17 - MOHAMMAD AMIR KHAN","18 - RAJNIKANT","19 - SHIVKANT","20 - AKHILESH KUMAR","21 - CHETRAM PASI","22 - None of the Above","Total Votes Secured"
254,"PANCHAYAT GHAR UTTAR MAGARWARA",589,514,0,1103,363,302,0,665,665,0,122,130,2,216,1,1,1,6,164,5,1,1,0,0,1,2,3,1,2,3,1,2,665
255,"PANCHAYAT GHAR DACHHIDN MAGARWARA",509,407,0,916,290,201,0,491,491,0,29,88,0,294,0,1,1,2,41,11,0,1,3,0,1,1,1,4,2,4,3,4,491
256,"PRAIMARI PATHSALA DEWARA KHURD",358,299,0,657,281,208,0,489,489,0,124,102,1,188,0,1,1,12,42,1,2,3,0,1,3,4,0,0,1,0,2,1,489
257,"PRAIMARI PATHSALA PURW SAHIJANI",368,277,0,645,226,165,0,391,391,0,52,134,3,139,0,0,0,2,48,7,0,1,1,1,0,1,1,0,0,1,0,0,391
258,"PRAIMARI PATHSALA PURW MASWASI",866,687,0,1553,514,315,0,829,829,0,85,351,12,259,3,1,2,14,51,2,7,7,0,7,7,9,2,3,0,4,2,1,829
259,"PRAIMARI PATHSALA PASHCHIM MASWASI",697,593,0,1290,474,301,0,775,775,0,90,134,2,409,7,1,1,10,80,5,3,4,1,12,3,2,1,0,0,3,3,4,775
260,"JUNIAR HIGH SCHOOL MASWASI",750,607,0,1357,451,354,0,805,805,0,201,100,12,368,2,1,1,5,80,0,0,2,7,0,0,8,3,3,7,2,0,3,805
261,"PRAIMARI PATHSALA GALGALHA",558,448,0,1006,413,254,0,667,667,0,35,236,1,287,2,1,1,12,68,5,0,2,3,0,1,2,7,2,1,0,0,1,667
262,"PRAIMARI PATHSALA KATAHADAL NARAYANPUR",733,575,0,1308,479,366,0,845,845,0,372,156,1,200,1,0,1,4,45,0,0,1,2,5,2,10,3,22,10,3,2,5,845
263,"PRAIMARI PATHSALA HAIBATPUR",634,493,0,1127,389,270,0,659,659,0,160,195,0,223,0,0,2,4,48,1,0,2,2,3,0,5,1,1,4,3,2,3,659
264,"PRAIMARI PATHSALA GHONGHIRAUTAPUR",902,692,0,1594,761,387,0,1148,1148,0,271,63,6,677,1,5,1,3,53,3,0,6,7,3,0,18,4,6,8,5,2,6,1148
265,"PRAIMARI PATHSALA PURW DEWARA KALA",541,427,0,968,222,115,0,337,337,0,135,74,2,88,0,1,2,3,21,2,0,4,1,0,1,0,1,0,0,1,1,0,337
266,"PRAIMARI PATHSALA PASHCHIM DEWARA KALA",580,477,0,1057,376,244,0,620,620,0,194,120,0,223,3,0,2,8,45,1,2,2,1,2,5,8,0,0,0,3,0,1,620
267,"KANYA PRAIMARI PATHSALA PURW DEWARA KALA",518,446,0,964,427,276,0,703,703,0,246,35,0,341,1,0,1,2,68,0,0,2,0,1,0,0,0,0,0,4,0,2,703
268,"KANYA PRAIMARI PATHSALA PASHCHIM DEWARA KALA",497,384,0,881,346,224,0,570,570,0,200,37,1,274,2,1,1,7,27,1,1,5,0,0,1,1,2,2,2,2,2,1,570
269,"PRAIMARI PATHSALA SARIYA",522,403,0,925,337,237,0,574,574,0,212,72,1,201,1,0,1,4,64,1,1,2,0,1,1,5,0,2,1,2,0,2,574
270,"PRAIMARI PATHSALA GAGNI KHEDA MAJHRA KHAIRAHA AEHTMALI",200,200,0,400,157,128,0,285,285,0,75,37,1,81,0,0,0,2,72,1,3,4,0,3,0,2,0,1,0,1,2,0,285
271,"UCH PRAIMARI VIDAYLA AJAD NAGAR NETUA GRAMID",868,690,0,1558,531,431,0,962,462,0,162,236,0,369,0,6,1,4,141,5,3,2,3,4,0,6,3,5,2,8,1,1,962
272,"PRAIMARI VIDAYLA AJAD NAGAR K.NO.1 NETUA GRAMID",472,435,0,907,268,229,0,497,497,0,67,162,0,198,0,0,1,5,47,4,1,1,2,1,1,1,1,0,1,3,0,1,497
273,"PRAIMARI VIDAYLA AJAD NAGAR K.NO.2 NETUA GRAMID",878,677,0,1555,464,341,0,805,805,0,180,172,0,324,0,1,2,0,82,10,2,3,0,4,2,2,3,5,0,6,2,5,805
274,"PANDIT BALGOVIND SHUKL MADHIMIK SCHOOL GANGAGHAT K.NO.1",565,436,0,1001,378,300,0,678,678,0,47,64,0,508,2,0,0,0,43,2,1,0,1,2,1,1,0,1,0,2,2,1,678
275,"PANDIT BALGOVIND SHUKL MADHIMIK SCHOOL GANGAGHAT K.NO.2",1117,862,0,1979,604,457,0,1061,1061,0,39,65,0,860,0,0,0,1,73,13,0,1,0,1,0,0,0,1,0,1,1,5,1061
276,"PANDIT BALGOVIND SHUKL MADHIMIK SCHOOL GANGAGHAT K.NO.3",490,395,0,885,288,249,0,537,537,0,28,62,0,408,0,1,0,2,29,2,1,0,0,0,0,1,2,0,0,0,0,1,537
277,"O.P.J.D.INTER COLLEGE  GANGAGHAT K.NO.1",511,471,0,982,309,225,0,534,534,0,10,122,0,342,0,1,0,1,43,9,0,0,1,0,0,1,2,0,0,2,0,0,534
278,"O.P.J.D.INTER COLLEGE  GANGAGHAT K.NO.2",564,515,0,1079,369,311,0,680,680,0,54,160,1,368,0,3,0,2,81,4,0,0,1,0,0,0,0,1,0,2,0,3,680
279,"O.P.J.D.INTER COLLEGE  GANGAGHAT K.NO.3",474,390,0,864,322,244,0,566,566,0,8,12,0,495,1,0,0,1,38,2,0,0,0,0,0,0,1,0,2,1,0,5,566
280,"O.P.J.D.INTER COLLEGE  GANGAGHAT K.NO.4",432,357,0,789,248,203,0,451,451,0,26,79,2,281,0,1,0,3,45,4,0,1,1,0,2,2,0,0,1,2,0,1,451
281,"MAHARISH DAYANAND PUBLIC SCHOOL SHUKLAGANJ K.NO.1",535,382,0,917,342,217,0,559,559,0,38,114,1,359,2,0,0,1,34,4,0,0,0,2,0,2,0,0,1,1,0,0,559
282,"MAHARISH DAYANAND PUBLIC SCHOOL SHUKLAGANJ K.NO.2",585,479,0,1064,349,280,0,629,629,0,59,45,1,464,0,0,0,2,45,9,0,1,0,0,0,0,0,1,0,1,1,0,629
283,"O.P.J.D.INTER COLLEGE  GANGAGHAT K.NO.6",834,704,0,1538,501,364,0,865,865,0,70,167,2,466,0,0,0,3,91,8,1,3,11,0,0,10,9,7,7,1,1,8,865
284,"O.P.J.D.INTER COLLEGE  GANGAGHAT K.NO.7",520,458,0,978,299,248,0,547,547,0,29,78,2,354,1,0,1,3,54,9,0,1,2,7,0,1,0,0,1,1,0,3,547
285,"O.P.J.D.INTER COLLEGE  GANGAGHAT K.NO.8",658,538,0,1196,350,290,0,640,640,0,71,154,0,319,0,0,1,2,52,5,0,2,6,5,0,6,6,4,3,0,0,4,640
286,"SHRI PRAKASH JWALA DEVI INTER COLLEGE GANGAGHAT K.NO.1",744,624,0,1368,372,292,0,664,664,0,36,121,0,432,1,0,0,0,56,8,2,0,0,0,0,3,0,0,3,0,0,2,664
287,"SHRI PRAKASH JWALA DEVI INTER COLLEGE GANGAGHAT K.NO.2",383,329,0,712,229,170,0,399,399,0,8,57,0,301,0,0,0,0,27,3,0,0,0,0,1,0,1,0,0,1,0,0,399
288,"SHRI PRAKASH JWALA DEVI INTER COLLEGE GANGAGHAT K.NO.3",742,601,0,1343,322,239,0,561,561,0,24,45,1,433,1,0,0,4,39,4,0,2,0,0,0,0,1,3,2,1,0,1,561
289,"SHRI PRAKASH JWALA DEVI INTER COLLEGE GANGAGHAT K.NO.4",901,805,0,1706,450,321,0,771,771,0,47,163,0,497,0,0,0,2,53,3,1,0,1,0,0,2,1,0,0,1,0,0,771
290,"SHRI PRAKASH JWALA DEVI INTER COLLEGE GANGAGHAT K.NO.5",541,495,0,1036,303,250,0,553,553,0,32,89,0,370,1,0,0,3,50,0,0,0,0,0,5,0,1,1,0,1,0,0,553
291,"HRI PRAKASH JWALA DEVI INTER COLLEGE GANGAGHAT K.NO.6",317,254,0,571,175,109,0,284,284,0,36,35,0,168,0,1,0,2,31,3,0,0,0,0,0,1,1,0,3,2,0,1,284
292,"HRI PRAKASH JWALA DEVI INTER COLLEGE GANGAGHAT K.NO.7",653,515,0,1168,400,275,0,675,675,0,53,268,0,274,2,0,0,3,50,6,0,2,2,3,0,5,6,0,0,0,1,0,675
293,"HRI PRAKASH JWALA DEVI INTER COLLEGE GANGAGHAT K.NO.8",567,442,0,1009,332,220,0,552,552,0,46,20,1,419,0,0,0,0,55,2,0,0,1,0,0,1,2,0,1,3,0,1,552
294,"HRI PRAKASH JWALA DEVI INTER COLLEGE GANGAGHAT K.NO.9",299,251,0,550,152,120,0,272,272,0,25,40,0,166,1,0,1,2,28,1,0,0,0,2,2,1,1,0,0,0,0,2,272
295,"DWARIKA MOHINI INTER COLLEGE K.NO.1 NAGARPALIKA PARISHAD GANGAGHAT",458,373,0,831,198,165,0,363,363,0,12,21,0,296,0,0,0,2,28,2,0,0,0,0,0,1,0,0,0,1,0,0,363
296,"DWARIKA MOHINI INTER COLLEGE K.NO.2 NAGARPALIKA PARISHAD GANGAGHAT",439,383,0,822,182,140,0,322,322,0,15,45,1,228,0,0,1,0,24,3,0,0,1,0,0,0,0,1,0,2,1,0,322
297,"DWARIKA MOHINI INTER COLLEGE K.NO.3 NAGARPALIKA PARISHAD GANGAGHAT",631,533,0,1164,333,233,0,566,566,0,98,7,0,180,0,0,0,0,264,11,0,0,0,0,0,2,0,2,0,1,1,0,566
298,"AVDHESH BAL VIDAYA MANDIR PURVI GANGAGHAT",470,378,0,848,265,167,0,432,432,0,35,3,0,235,0,1,0,2,153,0,0,0,0,0,0,0,0,0,0,2,0,1,432
299,"AVDHESH BAL VIDAYA MANDIR PASHCHIM GANGAGHAT",711,553,0,1264,328,221,0,549,549,0,56,41,2,266,1,0,0,4,170,1,2,1,0,1,1,2,1,0,0,0,0,0,549
300,"AVDHESH BAL VIDAYA MANDIR PASHCHIM GANGAGHAT",527,418,0,945,230,209,0,439,439,0,32,22,0,281,0,0,1,5,83,3,1,2,0,0,0,3,1,0,0,1,1,3,439
301,"MANJU KANVENT VIDAYLA PONI ROAD PURW GANGAGHAT",756,573,0,1329,391,230,0,621,621,0,39,24,0,447,1,0,0,0,93,0,2,0,5,1,0,2,0,3,1,0,0,3,621
302,"KRISHNA PABLIC SCHOOL PREM NAGAR SHUKLAGANJ K.NO.1",562,411,0,973,308,198,0,506,506,0,26,24,1,365,1,1,0,3,71,5,0,1,1,1,1,0,0,1,1,0,0,3,506
303,"KRISHNA PABLIC SCHOOL PREM NAGAR SHUKLAGANJ K.NO.2",499,401,1,901,295,212,0,507,507,0,34,18,1,402,1,1,2,3,35,2,0,0,0,0,0,2,0,0,0,2,0,4,507
304,"MANJU KANVENT VIDAYLA PONI ROAD PASHCHIM GANGAGHAT",605,474,0,1079,282,229,0,511,511,0,159,46,0,104,2,1,2,2,174,2,1,0,3,0,1,5,1,0,0,3,2,3,511
305,"GOPINATH CHANDRAWATI VIDYA MANDIR GANGAGHAT K.NO.1",646,525,0,1171,302,209,0,511,511,0,18,187,0,226,1,0,1,0,45,10,1,1,1,9,2,5,0,0,1,1,0,2,511
306,"GOPINATH CHANDRAWATI VIDYA MANDIR GANGAGHAT K.NO.2",588,475,0,1063,340,237,0,577,577,0,9,21,0,467,0,0,1,1,67,3,0,4,0,1,0,0,0,0,0,1,0,2,577
307,"GOPINATH CHANDRAWATI VIDYA MANDIR GANGAGHAT K.NO.3",740,556,0,1296,460,272,0,732,732,0,35,59,1,525,0,2,0,4,91,4,0,0,1,0,0,0,1,0,3,2,0,4,732
308,"GOPINATH CHANDRAWATI VIDYA MANDIR GANGAGHAT K.NO.4",653,564,1,1218,381,252,0,633,633,0,42,26,0,352,0,0,0,1,200,3,0,0,0,0,0,3,0,1,0,2,0,3,633
309,"GOPINATH CHANDRAWATI VIDYA MANDIR GANGAGHAT K.NO.5",776,589,1,1366,442,288,0,730,730,0,34,42,5,548,0,1,0,0,76,13,0,0,0,1,1,0,1,1,2,2,1,2,730
310,"KARMA BAI SITA RAM VIDYALA GANGAGHAT K.NO.1",671,515,0,1186,350,258,0,608,608,0,40,35,2,417,0,0,2,2,90,3,1,3,0,0,0,1,1,1,4,2,0,4,608
311,"KARMA BAI SITA RAM VIDYALA GANGAGHAT K.NO.2",237,207,0,444,146,96,0,242,242,0,29,5,0,172,0,0,0,1,27,1,0,0,0,0,0,2,0,2,0,1,0,2,242
312,"DWARIKA MOHNI DHARMSALA GANGAGHAT K.NO.2",799,702,0,1501,390,313,0,703,703,0,64,99,1,405,1,2,2,7,100,2,2,3,1,1,2,1,3,2,2,0,0,3,703
313,"DWARIKA MOHNI BAL VIDYA MANDIR GANGAGHT K.NO.4",530,461,0,991,307,265,0,572,572,0,57,36,0,414,1,2,1,0,48,7,0,1,0,0,0,0,0,0,0,1,0,4,572
314,"DWARIKA MOHNI BAL VIDYA MANDIR GANGAGHT K.NO.5",769,592,0,1361,401,300,0,701,701,0,78,86,0,368,0,0,0,3,140,3,0,1,2,1,0,6,1,0,1,6,0,5,701
315,"PRAIMARI PATHSALA KHAIRAHA AEHTMALI PURW",496,390,0,886,252,195,0,447,447,0,29,39,0,295,1,0,0,1,40,6,1,0,0,10,0,22,0,0,1,1,1,0,447
316,"PRAIMARI PATHSALA KHAIRAHA AEHTMALI PASHCHIM",532,419,1,952,323,240,0,563,563,0,38,38,0,415,0,0,0,1,57,3,0,3,0,3,0,0,1,0,1,0,1,2,563
317,"GAYETRI VIDYA MANDIR MISHRA CALONI GANGAGHAT PURW",744,625,0,1369,488,366,0,854,854,0,49,59,0,641,1,0,0,2,80,3,0,0,6,0,0,4,1,3,0,3,1,1,854
318,"GAYETRI VIDYA MANDIR MISHRA CALONI GANGAGHAT PASHCHIM",512,441,0,953,310,239,0,549,549,0,22,8,1,454,0,0,0,1,48,2,0,2,0,0,0,1,1,4,1,2,0,2,549
319,"DWARIKA MOHNI BAL VIDYA MANDIR GANGAGHT K.NO.6",706,593,1,1300,355,407,1,763,763,0,30,70,3,376,6,1,0,3,238,4,0,4,2,1,4,8,2,2,0,4,1,4,763
320,"KARMA BAI SITA RAM VIDYALA GANGAGHAT K.NO.3",729,603,0,1332,523,268,0,791,791,0,37,43,1,557,1,0,2,1,132,3,0,0,1,0,1,2,3,2,1,1,0,3,791
321,"NAVEEN BAD KENDRA MISHRA CALONI K.NO.1NAGARPALIKA PARISHAD GANGAGHAT",511,394,0,905,288,195,0,483,483,0,146,78,0,79,0,0,0,3,161,3,1,0,0,0,2,1,2,3,1,0,1,2,483
322,"NAVEEN BAD KENDRA MISHRA CALONI K.NO.2 NAGARPALIKA PARISHAD GANGAGHAT",632,544,0,1176,370,289,0,659,659,0,216,160,1,45,1,2,0,3,208,4,0,0,1,2,0,4,4,3,1,2,1,1,659
323,"SARVODAY VIDYA MANDIR CHAMPAPRWA PURW K.NO.1 NAGARPALIKA PARISHAD GANGAGHAT",435,337,0,772,263,180,0,443,443,0,60,10,0,291,1,0,0,2,43,3,0,1,1,1,1,6,2,9,5,5,1,1,443
324,"SARVODAY VIDYA MANDIR CHAMPAPRWA PURW K.NO.2 NAGARPALIKA PARISHAD GANGAGHAT",644,464,0,1108,297,216,0,513,513,0,85,41,1,227,0,1,1,3,136,8,0,2,2,0,0,0,0,0,0,2,2,2,513
325,"SARVODAY VIDYA MANDIR CHAMPAPRWA PURW K.NO.3 NAGARPALIKA PARISHAD GANGAGHAT",477,358,0,835,280,192,0,472,472,0,48,42,0,280,0,0,2,2,77,3,0,3,0,2,2,1,1,0,2,4,1,2,472
326,"SARVODAY VIDYA MANDIR CHAMPAPRWA PURW K.NO.4 NAGARPALIKA PARISHAD GANGAGHAT",636,508,0,1144,373,259,0,632,632,0,72,52,1,403,0,2,2,3,72,2,2,1,0,1,0,2,5,1,3,3,0,5,632
327,"PRAIMARI PATHSALA GADRIYAN WALA M0  MAJHRA PIPARKHEDA",924,637,0,1561,626,353,0,979,979,0,504,63,3,335,3,0,0,7,41,2,1,5,3,1,0,4,2,0,0,0,3,2,979
328,"PRAIMARI PATHSALA DERA WALA PURW  MAJHRA PIPARKHEDA",974,710,0,1684,616,350,0,966,966,0,500,76,4,299,1,1,2,7,52,1,1,5,1,2,1,3,2,3,1,3,0,1,966
329,"PRAIMARI PATHSALA NATHUKHEDA M0 MAJHRA PIPARKHEDA",572,450,0,1022,310,234,0,544,544,0,217,61,2,186,1,0,1,6,52,2,0,1,1,0,2,1,2,1,0,3,2,3,544
330,"PRAIMARI PATHSALA NATHUKHEDA M0 MAJHRA PIPARKHEDA",696,571,0,1267,312,212,0,524,524,0,95,59,1,239,0,0,0,4,81,2,3,2,4,2,0,5,3,4,5,8,1,6,524
331,"PRAIMARI PATHSALA KARMIVIJHLA MAU",715,599,0,1314,443,302,0,745,745,0,192,34,4,421,2,0,1,16,34,0,3,5,6,0,1,7,2,4,4,1,1,7,745
332,"PRAIMARI PATHSALA PONI",607,463,0,1070,420,249,0,669,669,0,90,54,5,444,2,2,4,10,37,3,0,7,0,1,1,3,0,1,1,4,0,0,669
333,"NAVEEN PRAIMARI PATHSALA NATHUKHEDA M0 MAJHRA PIPARKHEDA EHATMALI",613,485,0,1098,352,225,0,577,577,0,66,37,0,419,0,2,0,1,37,2,0,0,2,0,0,0,0,3,1,2,1,4,577
334,"NAVEEN PRAIMARI PATHSALA NATHUKHEDA M0 MAJHRA PIPARKHEDA EHATMALI",719,612,0,1331,500,290,0,790,790,0,60,39,2,604,0,1,0,3,57,4,0,3,0,2,0,4,3,2,4,1,0,1,790
335,"PRAIMARI PATHSALA NATHUKHEDA M0 MAJHRA PIPARKHEDA EHATMALI",597,479,1,1077,350,241,0,591,591,0,16,39,2,476,1,1,0,1,41,1,1,0,0,1,1,1,0,3,0,4,0,2,591
336,"PRAIMARI PATHSALA NATHUKHEDA M0 MAJHRA PIPARKHEDA EHATMALI",526,421,0,947,256,177,0,433,433,0,21,42,1,305,0,0,0,1,47,6,0,0,0,0,0,0,0,1,5,1,1,2,433
337,"PANCHAYAT GHAR NATHUKHEDA M0 MAJHRA PIPARKHEDA EHATMALI",471,366,0,837,205,195,0,400,400,0,37,55,0,264,0,0,0,1,30,1,0,4,2,4,0,0,0,0,0,0,1,1,400
338,"PANCHAYAT GHAR NATHUKHEDA M0 MAJHRA PIPARKHEDA EHATMALI",898,720,0,1618,504,410,0,914,914,0,68,147,2,574,0,0,1,7,71,10,0,2,4,6,1,4,3,3,4,2,2,3,914
339,"PANCHAYAT GHAR NATHUKHEDA M0 MAJHRA PIPARKHEDA EHATMALI",805,616,0,1421,449,281,0,730,730,0,68,82,0,493,1,1,2,0,54,6,1,1,4,2,0,7,2,1,3,0,0,2,730
340,"PANCHAYAT GHAR NATHUKHEDA M0 MAJHRA PIPARKHEDA EHATMALI",686,520,0,1206,388,271,0,659,659,0,45,66,2,488,2,1,0,2,34,4,0,2,1,1,3,1,2,0,1,1,0,3,659
341,"ANGANBADI KENDRA NATHUKHEDA M0  MAJHRA PIPARKHEDA EHATMALI",302,248,0,550,191,123,0,314,314,0,18,28,1,237,0,0,0,4,19,2,0,0,0,0,1,1,1,0,1,0,0,1,314
342,"MAHADEV VIDYALE PONI ROAD MAJHRA PIPARKHEDA EHATMALI",966,777,0,1743,516,328,0,844,844,0,123,180,0,28,1,0,0,5,495,2,2,0,1,0,1,2,2,0,0,1,1,0,844
343,"MAHADEV VIDYALE PONI ROAD MAJHRA PIPARKHEDA EHATMALI",470,369,0,839,248,214,0,462,462,0,36,17,0,342,1,0,0,0,53,2,0,0,0,0,0,1,2,1,7,0,0,0,462
344,"MAHADEV VIDYALE PONI ROAD MAJHRA PIPARKHEDA EHATMALI",895,666,1,1562,559,381,0,940,940,0,69,22,2,760,2,1,0,0,61,8,1,1,1,2,2,1,1,0,1,3,1,1,940
