"Polling Station",,"Total No of Electors",,,,"Voters Turnout",,,,,,"Candidate ID and Name",,,,,,,,,,,,,,,
"Part No","Part Name",Male,Female,Other,"Total No. of electors",Male,Female,Other,Total,"No of voters identifying using EPIC","Tendered Voter","1 - ASHOK SINGH","2 - RAKESH PANDEY","3 - RAM MURTI VERMA","4 - HARI OM PANDEY","5 - GOPAL NISHAD","6 - JAHAR SINGH KASHYAP","7 - BALMUKUND DHURIYA","8 - BRIJESH KUMAR","9 - RAM BAHAL VERMA","10 - SREERAM","11 - SURENDRA KUMAR","12 - SURESH KUMAR BAUDDH","13 - TIGER RAMNIHOR PATEL","14 - VINOD KUMAR TIWARI","15 - None of the Above","Total Votes Secured"
180,"P.P.  KHOJATPUR",483,433,0,916,271,262,0,533,530,0,12,159,103,230,1,5,4,3,0,1,1,4,4,3,3,533
181,"P.P.  GHARWASPUR CHAUVE",583,476,0,1059,333,296,0,629,600,0,15,228,60,303,3,1,3,2,0,1,0,2,3,3,5,629
182,"P.P.  BADERIYA",572,458,0,1030,324,326,0,650,650,0,5,219,59,299,4,2,5,3,1,2,4,10,6,12,19,650
183,"P.P. BASANTPUR",548,453,0,1001,297,274,0,571,555,0,5,155,56,311,3,2,2,6,2,3,2,6,5,5,8,571
184,"P.P.  BASANTPUR",605,523,0,1128,347,345,0,692,692,0,8,264,173,204,3,6,1,6,0,3,3,3,5,8,5,692
185,"P.P.  BENIPUR",615,505,2,1122,360,329,0,689,660,0,2,310,41,304,2,8,1,1,1,0,1,7,5,2,4,689
186,"P.P.  BENIPUR",302,273,0,575,193,179,0,372,372,0,3,70,33,248,3,0,0,1,0,0,3,5,3,2,1,372
187,"P.P.  BIBIPUR RANDAULI",547,470,0,1017,221,288,0,509,500,0,10,164,140,157,1,1,1,0,0,0,3,6,8,9,9,509
188,"P.P.  TIKARI",362,308,0,670,197,194,0,391,391,0,13,130,47,191,1,7,0,0,0,1,0,0,0,0,1,391
189,"P.P.  PRATABIPUR",456,390,0,846,250,223,0,473,468,0,10,127,23,300,0,7,0,1,0,0,0,0,4,1,0,473
190,"P.P. PRATIBIPUR",627,550,0,1177,350,353,0,703,703,0,19,285,178,194,1,7,1,2,1,0,1,6,2,1,5,703
191,"P.P.  BHAGWANPATTI",586,459,0,1045,373,308,0,681,681,0,6,307,58,273,3,1,1,8,3,1,0,4,6,4,6,681
192,"P.P.  CHAKKODAR",680,592,1,1273,377,412,0,789,789,0,18,250,164,307,2,2,3,3,2,3,2,13,4,6,10,789
193,"J.H.S. MIJHAURA",742,589,0,1331,267,268,0,535,534,0,12,64,385,63,0,1,3,3,0,0,0,0,0,1,3,535
194,"J.H.S. MIJHAURA",803,620,0,1423,405,230,0,635,635,0,10,207,326,71,1,1,1,3,0,0,0,1,1,7,6,635
195,"P.P. ARJUNPUR",471,393,0,864,286,258,0,544,540,0,9,109,19,375,1,3,12,1,0,0,2,7,2,2,2,544
196,"P.P. ARJUNPUR",444,356,0,800,263,220,0,483,483,0,13,169,28,253,1,3,2,0,0,4,0,4,3,1,2,483
197,"P.P.  BASOHARI",778,669,0,1447,442,411,0,853,853,0,29,375,113,294,4,2,10,1,1,1,8,3,4,4,4,853
198,"P.P.  BASOHARI",277,236,0,513,152,132,0,284,284,0,8,69,24,164,3,2,1,0,0,0,2,5,0,2,4,284
199,"P.P. JIVDHARPUR",409,345,0,754,247,232,0,479,479,0,5,117,30,309,2,0,2,0,0,0,0,4,4,3,3,479
200,"P.P.  RASALPARA",516,425,0,941,301,270,0,571,571,0,11,163,42,330,3,1,1,2,1,6,1,6,3,1,0,571
201,"P.P. DHARAMGANJ",338,313,0,651,193,216,0,409,409,0,24,46,57,254,3,1,1,0,0,5,0,9,7,1,1,409
202,"J.H.S. DHARAMGANJ",341,285,0,626,161,176,0,337,337,0,7,23,59,239,2,0,1,1,0,0,1,1,1,0,2,337
203,"P.P.  RAGGHUPATTI",273,239,0,512,139,170,0,309,300,0,9,69,74,141,1,2,1,2,0,2,1,3,2,0,2,309
204,"P.P.  BISHUNPUR",589,527,1,1117,385,356,0,741,741,0,6,208,191,321,3,0,0,1,1,0,1,3,4,1,1,741
205,"P.P.  TAKIYAKANUNGO",391,326,0,717,234,207,0,441,410,0,1,137,70,224,2,0,0,1,0,0,0,4,0,1,1,441
206,"P.P.  DULLAPUR",690,611,0,1301,455,420,0,875,875,0,21,164,255,403,0,1,3,2,2,0,2,8,4,6,4,875
207,"P.P.  SENPUR",512,463,0,975,384,321,0,705,704,0,10,159,229,277,2,7,1,0,2,0,0,4,10,2,2,705
208,"P.P.  SAYA",731,672,0,1403,459,436,0,895,895,0,24,293,65,464,2,3,5,1,0,4,4,14,9,4,3,895
209,"SHANTI ASHARAM I.C. SAYA",655,570,0,1225,461,400,0,861,861,0,19,122,142,539,9,0,1,1,2,5,3,8,4,2,4,861
210,"P.P.  PICHHAWARA",487,417,0,904,368,299,0,667,667,0,14,193,83,365,0,1,0,3,0,1,0,1,1,2,3,667
211,"P.P. PICHHAWARA",258,241,0,499,162,176,0,338,338,0,5,127,47,153,1,1,0,0,0,0,1,1,2,0,0,338
212,"P.P.  MUSTAFABAD",628,558,0,1186,367,352,0,719,719,0,23,206,73,361,4,2,4,2,4,1,2,14,8,5,10,719
213,"NAVEEN P.P. SARAYJANGAL",308,294,1,603,194,196,0,390,388,0,7,42,91,237,4,0,3,1,0,0,0,1,3,0,1,390
214,"P.P.  HRIDAYPUR",409,353,0,762,258,200,0,458,458,0,3,98,109,223,3,1,1,2,1,2,2,3,3,2,5,458
215,"PANCHAYAT GHAR SIGAVANPURUSHOTTAM PATTI",483,411,0,894,271,279,0,550,550,0,8,215,143,164,0,0,2,2,0,0,1,1,7,4,3,550
216,"SIGAVANPURUSHOTTAM PATTI",509,449,0,958,288,251,0,539,539,0,9,175,84,238,1,2,0,0,0,0,2,5,4,8,11,539
217,"P.P.  BELBANA",689,608,1,1298,381,381,0,762,762,0,43,187,83,429,2,1,1,2,0,0,3,3,2,1,5,762
218,"PURV M. V. RANIPURGIRANT",289,263,0,552,207,194,0,401,401,0,23,195,92,81,1,2,1,2,0,0,0,0,1,1,2,401
219,"P.P.  BALAPAIKOLI",432,397,0,829,253,251,0,504,504,0,14,239,25,204,1,1,0,2,0,1,2,4,3,2,6,504
220,"P.P.  BALAPAIKOLI",437,378,0,815,279,253,0,532,530,0,13,137,32,310,5,0,0,6,1,4,2,7,3,5,7,532
221,"P.P. PAKARI DALLAPUR",228,195,0,423,153,138,0,291,291,0,5,84,107,90,0,1,1,0,0,0,0,0,2,0,1,291
222,"P.P.  BIBIPUR SITKAHAVA",419,377,0,796,236,257,0,493,493,0,17,114,152,197,0,0,1,2,0,2,1,2,4,1,0,493
223,"P.P.  MAHAMADPUR",767,678,0,1445,560,396,0,956,956,0,42,197,311,352,3,5,0,3,1,2,5,6,12,7,10,956
224,"P.P.  NAGAHARA",384,355,0,739,254,247,0,501,501,0,55,94,77,243,1,0,3,2,2,0,5,4,5,2,8,501
225,"P.P.  ROHANPARA",495,424,0,919,276,271,0,547,547,0,24,222,14,264,1,1,1,0,0,2,2,4,5,4,3,547
226,"P.P. KANDRIYAVAN",545,467,0,1012,295,289,0,584,584,0,12,88,73,388,3,0,2,1,0,1,1,5,5,3,2,584
227,"P.P. KANDRIYAVAN",512,435,0,947,270,266,0,536,536,0,15,72,104,327,2,1,1,1,1,0,0,1,4,2,5,536
228,"P.P.  BERASPUR",583,488,2,1073,340,321,0,661,661,0,20,173,107,312,6,2,3,13,1,13,0,4,1,4,2,661
229,"P.P.  JAITPUR NIDHIYAVA",597,562,0,1159,357,353,0,710,700,0,20,201,100,338,4,2,1,9,1,1,3,6,2,6,16,710
230,"P.P.  RANIVAN KARMAJIT",432,395,0,827,245,260,0,505,505,0,10,202,110,166,0,2,0,0,0,0,1,3,3,2,6,505
231,"P.P.  PANDEY PAKAULI",344,295,0,639,169,187,0,356,339,0,9,82,166,86,1,1,0,1,0,2,1,0,4,2,1,356
232,"P.P.  PANDEY PAKAULI",745,642,0,1387,406,380,0,786,786,0,37,295,100,311,4,0,4,1,1,12,0,7,4,5,5,786
233,"P.P.  PARSAULI",797,712,0,1509,492,497,0,989,890,0,26,368,215,358,1,0,4,3,1,1,0,1,4,2,5,989
234,"P.P.  TANDAULI",339,301,0,640,224,195,0,419,419,0,13,156,73,162,1,1,0,0,0,1,0,5,2,1,4,419
235,"P.P.  RANIVAN RUDAU",393,327,0,720,243,217,0,460,460,0,25,106,50,265,1,1,0,0,0,1,1,4,2,2,2,460
236,"P.P.  RANIVAN ASHARAM",252,239,0,491,151,147,0,298,298,0,17,40,95,138,2,0,0,0,0,0,0,0,1,0,5,298
237,"P.P.  KENVARIPRAMANAND",599,496,0,1095,424,315,0,739,739,0,24,236,30,391,6,1,4,2,1,2,5,7,7,9,14,739
238,"P.P.  KHARAGPUR",634,552,0,1186,382,358,0,740,739,0,78,186,123,310,2,0,0,4,2,5,3,8,5,5,9,740
239,"P.P.  JALALPUR PARSHURAMPUR",276,261,0,537,202,184,0,386,386,0,9,98,44,210,3,0,0,3,1,3,3,4,4,2,2,386
240,"J.H.S. CHACHIKPUR",682,590,0,1272,387,343,0,730,730,0,17,242,159,281,4,1,0,1,0,6,3,4,4,1,7,730
241,"J.H.S. CHACHIKPUR",669,606,1,1276,401,371,0,772,772,0,22,163,188,374,0,2,5,1,3,2,0,4,6,0,2,772
242,"P.P.  BHATAULI FARIDPUR",506,442,0,948,318,299,0,617,617,0,4,82,72,407,5,3,1,1,0,11,2,16,3,3,7,617
243,"P.P.  ASAGAVAN",260,232,0,492,163,163,0,326,326,0,1,62,163,91,1,0,0,1,2,0,0,0,2,2,1,326
244,"P.P.  ASAGAVAN",394,335,0,729,210,252,0,462,462,0,15,135,95,201,1,3,0,2,1,2,0,0,5,2,0,462
245,"P.P.  SHAHPUR MANIYARI PATTI",403,372,1,776,238,276,0,514,496,0,5,201,11,283,4,2,0,0,0,0,0,2,1,3,2,514
246,"P.P.  MAHAMADPUR RAYGANJ",475,422,0,897,290,275,0,565,565,0,12,80,61,402,4,0,0,0,0,2,0,3,1,0,0,565
247,"P.P.  MAHAMADPUR RAYGANJ",311,281,0,592,189,185,0,374,374,0,12,139,20,188,2,0,3,0,0,1,0,4,2,2,1,374
248,"P.P.  PARVARBHARI",675,592,0,1267,412,333,0,745,745,0,15,210,139,280,3,67,1,1,3,1,1,4,7,2,11,745
249,"P.P.  PARVARBHARI",807,728,1,1536,426,473,0,899,899,0,36,193,233,386,2,20,5,1,1,1,2,4,5,4,6,899
250,"P.P.  DILAVALPUR",578,490,0,1068,342,311,0,653,353,0,15,167,75,369,0,3,3,1,1,1,5,3,4,5,1,653
251,"A.P.I.C. BHITI",492,422,0,914,235,273,0,508,508,0,7,204,62,200,2,3,1,2,0,0,1,8,5,5,8,508
252,"A.P.I.C. BHITI",412,398,0,810,239,246,0,485,472,0,12,157,104,145,5,19,3,3,2,1,3,5,10,8,8,485
253,"A.P.I.C. BHITI",814,691,0,1505,416,372,0,788,788,0,24,204,115,407,5,16,1,1,1,0,0,3,2,5,4,788
254,"A.P.I.C. BHITI",768,651,1,1420,400,378,0,778,778,0,47,237,154,297,7,13,0,1,1,2,1,5,5,3,5,778
255,"A.P.I.C. BHITI",495,424,0,919,245,219,0,464,464,0,8,164,42,232,1,0,1,2,0,1,1,1,4,1,6,464
256,"P.P.   SAMMAPUR CHHITUNIYA",465,404,2,871,285,267,0,552,550,0,17,149,38,330,1,0,1,3,0,0,2,6,3,0,2,552
257,"P.P.  SINGARA",340,303,0,643,169,165,0,334,334,0,9,42,25,239,1,2,0,1,0,1,0,3,3,2,6,334
258,"P.P.  SANJHAVAN",305,256,1,562,164,152,0,316,302,0,13,107,31,152,2,0,0,0,0,0,4,1,3,2,1,316
259,"P.P. UMARAVA",477,410,0,887,264,267,0,531,531,0,18,102,94,294,1,0,0,1,0,1,3,8,2,1,6,531
260,"P.P. UMARAVAN",413,363,0,776,235,225,0,460,450,0,6,116,80,233,3,0,0,0,1,0,2,10,5,1,3,460
261,"P.P.  UDHARANA",744,641,0,1385,328,417,0,745,745,0,9,184,119,388,5,3,0,2,0,0,5,4,5,9,12,745
262,"P.P.  TERIYA",361,360,0,721,206,241,0,447,447,0,11,128,44,219,1,16,0,2,0,9,0,3,4,3,7,447
263,"P.P.  TERIYA",514,454,0,968,285,285,0,570,570,0,11,195,18,289,1,13,0,0,2,17,1,4,6,4,9,570
264,"P.P.  PAMAULI",725,639,2,1366,369,374,0,743,740,0,33,145,190,323,5,6,4,3,0,6,1,8,7,3,9,743
265,"P.P. PUREDARBAR",610,486,0,1096,318,299,0,617,611,0,21,233,60,258,2,0,0,2,1,0,3,6,8,9,14,617
266,"P.P.  DAHEMA",358,323,0,681,159,164,0,323,323,0,8,96,150,52,0,1,2,7,1,0,0,1,2,0,3,323
267,"P.P. DAHEMA",481,465,0,946,262,277,0,539,539,0,14,240,114,159,1,1,1,1,1,0,1,0,0,3,3,539
268,"P.P. KICHHUTI",322,250,0,572,166,134,0,300,300,0,7,73,113,80,2,4,0,5,0,1,1,6,2,3,3,300
269,"P.P. MALLEPUR",519,463,0,982,273,307,0,580,580,0,28,234,12,281,2,0,1,1,1,12,0,2,5,1,0,580
270,"P.P. CHANDAUKA",701,623,0,1324,410,356,0,766,766,0,14,233,105,352,6,4,0,3,0,13,3,10,7,3,13,766
271,"P.P.  CHANDAUKA",321,291,0,612,177,195,0,372,369,0,8,19,39,286,8,1,0,1,0,2,0,1,1,4,2,372
272,"P.P.  RAMPUR GIRANT",586,512,0,1098,422,311,0,733,733,0,7,246,130,293,4,2,1,3,1,4,5,7,8,10,12,733
273,"P.P.  RAMPUR GIRANT",307,244,0,551,169,164,0,333,333,0,6,50,38,230,3,0,0,2,0,0,0,0,2,0,2,333
274,"P.P. BANGAON",452,369,0,821,252,255,0,507,504,0,16,80,48,264,3,67,1,1,4,0,1,5,8,2,7,507
275,"P.P. BANGAON",591,523,0,1114,330,342,0,672,672,0,13,225,89,291,6,10,2,1,0,5,5,2,7,4,12,672
276,"P.P. MADARBHARI",707,597,0,1304,396,406,0,802,802,0,32,252,77,376,6,18,9,1,0,2,4,15,4,2,4,802
277,"P.P. MADARBHARI",351,300,0,651,229,230,0,459,458,0,8,32,53,318,5,5,2,2,1,2,2,8,11,2,8,459
278,"P.P.  ADHANPUR",449,369,1,819,257,259,0,516,516,0,3,137,77,263,1,19,1,1,1,2,2,3,2,0,4,516
279,"P.P.  ADHANPUR",480,388,0,868,277,251,0,528,528,0,4,158,95,239,5,4,2,1,0,0,1,2,4,4,9,528
280,"P.P.  ADHANPUR",256,222,0,478,145,140,0,285,284,0,5,123,25,112,0,7,1,0,1,0,0,3,3,1,4,285
281,"J.H.S. KAHI",603,515,0,1118,288,268,0,556,556,0,17,80,116,335,1,1,0,0,0,0,0,2,1,2,1,556
282,"P.P.  DIHAWAKAHI",825,687,0,1512,467,382,0,849,841,0,25,186,281,275,6,19,6,5,2,4,4,6,8,5,17,849
283,"P.P. DIHAWAKAHI",380,312,0,692,223,201,0,424,424,0,12,116,74,197,2,0,1,2,0,0,3,4,7,1,5,424
284,"P.P.  MAHAPARA",371,347,0,718,205,232,0,437,437,0,15,129,39,223,3,2,1,0,2,3,2,5,8,3,2,437
285,"P.P.  TEMA",384,314,0,698,233,242,0,475,450,0,8,138,71,221,1,24,0,0,0,3,0,5,2,1,1,475
286,"P.P.  THARIYAKALA",677,545,0,1222,359,338,0,697,697,0,23,152,66,418,3,1,1,4,0,2,1,7,5,6,8,697
287,"P.P.  SUGAUTI",554,470,1,1025,277,294,0,571,571,0,14,210,98,186,4,14,1,2,1,26,1,4,7,1,2,571
288,"P.P.  SUGAUTI",550,445,1,996,300,292,0,592,522,0,22,60,183,276,3,15,7,4,1,4,1,5,7,3,1,592
289,"P.P. RUDAUPUR",353,297,0,650,163,189,0,352,333,0,5,134,38,160,0,0,7,3,1,1,0,0,0,0,3,352
290,"P.P.  RUDAUPUR",582,499,1,1082,306,337,0,643,643,0,8,128,225,232,0,1,3,3,2,17,2,6,5,5,6,643
291,"P.P.  ATTAULLAH NAUPUR",489,412,1,902,291,222,0,513,513,0,12,138,166,142,2,4,3,13,1,13,0,6,1,4,8,513
292,"P.P.  LOHJHHARA",334,300,0,634,207,220,0,427,427,0,5,94,53,249,2,0,0,4,0,10,1,2,3,2,2,427
293,"P.P.  LOHJHHARA",547,488,0,1035,248,269,0,517,517,0,7,116,366,8,1,3,3,3,0,2,1,2,1,1,3,517
294,"P.P.  BASUPUR BANIYANI",376,343,0,719,212,216,0,428,428,0,6,110,181,103,3,3,0,2,0,5,1,2,2,3,7,428
295,"P.P.  ITAWAN",695,576,0,1271,393,394,0,787,787,0,9,202,110,416,4,12,5,0,0,1,4,9,6,2,7,787
296,"P.P.  PAKARINAGAUPUR",602,538,0,1140,304,362,0,666,625,0,5,210,22,379,3,3,10,1,0,1,2,8,9,6,7,666
297,"P.P.  CHANDAPUR",780,716,0,1496,450,445,0,895,893,0,23,160,115,560,5,4,4,3,0,1,1,5,10,1,3,895
298,"P.P.  SAMANTHA",351,319,0,670,211,230,0,441,441,0,2,56,171,184,3,2,11,0,1,3,0,2,4,2,0,441
299,"P.P.  GOVINDAPUR",429,392,0,821,260,276,0,536,522,0,12,104,70,307,4,10,0,3,1,0,3,10,1,2,9,536
300,"P.P.  KHAJURI",666,564,1,1231,376,406,0,782,782,0,26,194,105,419,2,7,1,2,0,1,1,3,6,5,10,782
301,"P.P.  PIGIRIYANVA",401,362,0,763,207,218,0,425,424,0,3,119,22,251,3,12,1,1,0,4,0,4,2,1,2,425
302,"P.P.  PIGIRIYANVA",475,393,0,868,240,236,0,476,470,0,11,172,71,187,6,5,0,0,1,0,2,4,6,4,7,476
303,"P.P. PARIYAE",301,281,0,582,170,195,0,365,345,0,6,117,15,206,0,5,0,3,0,1,3,3,1,3,2,365
304,"P.P. GANAMAHAMUDPUR",209,199,0,408,120,137,0,257,254,0,3,107,21,115,1,3,0,0,1,0,0,1,3,2,0,257
305,"P.P.  BELA",501,428,0,929,257,269,0,526,526,0,10,105,124,251,5,3,0,4,1,5,2,1,3,4,8,526
306,"P.P.  RAMNAGARKARRI",429,389,0,818,248,267,0,515,515,0,8,166,81,221,6,3,0,2,2,4,3,2,4,3,10,515
307,"P.P.  RAMNAGARKARRI",724,594,0,1318,400,374,0,774,774,0,13,176,125,384,4,1,3,0,2,30,3,12,7,1,13,774
308,"P.P. JAITUPUR",691,601,1,1293,365,364,0,729,729,0,15,236,70,356,0,2,1,4,0,27,4,3,5,5,1,729
309,"P.P.  REVALI",653,570,0,1223,355,372,0,727,713,0,18,233,44,359,4,1,6,3,0,10,4,10,6,15,14,727
310,"P.P.  MANIKPUR",364,305,0,669,191,188,0,379,379,0,5,147,52,160,1,1,0,1,1,0,0,1,4,5,1,379
311,"P.P.  CHIUTIPARA",382,335,0,717,238,202,0,440,440,0,6,89,15,318,3,1,0,0,0,0,1,0,3,1,3,440
312,"P.P.  REUNA",453,382,0,835,343,288,0,631,631,0,11,85,53,454,7,1,1,2,0,3,1,5,4,1,3,631
313,"P.P.  PITHAPUR",399,366,0,765,208,271,0,479,479,0,5,182,81,191,1,6,0,0,0,6,1,1,1,0,4,479
314,"R.B.B.M.I,C. BARAHA",719,608,0,1327,406,392,0,798,798,0,13,257,137,340,12,5,1,2,2,10,2,4,5,4,4,798
315,"R.B.B.M.I,C. BARAHA",308,269,0,577,197,186,0,383,383,0,10,123,50,189,0,0,1,1,0,0,0,3,2,0,4,383
316,"R.B.B.M.I,C. BARAHA",612,569,0,1181,400,419,0,819,819,0,18,100,159,423,5,19,2,3,3,34,4,17,18,8,6,819
317,"PURV M. V. KEVTAHI",543,469,0,1012,392,316,0,708,708,0,13,269,46,361,0,3,0,0,0,4,1,4,5,1,1,708
318,"P.P.  MUKUNDIPUR",541,511,1,1053,284,307,0,591,591,0,9,277,61,203,0,2,0,1,0,29,1,1,2,3,2,591
319,"P.P.  TARSAVAN",294,281,0,575,170,182,0,352,352,0,11,138,50,141,1,0,0,1,1,1,1,3,3,1,0,352
320,"S.U.P.J.H.S.MANIKPUR UDAYPUR",273,223,0,496,145,133,0,278,278,0,3,49,32,182,1,0,0,0,1,8,0,1,0,0,1,278
321,"P.P.  HARINATHPUR LODHAVA",707,608,1,1316,413,401,0,814,787,0,22,123,141,485,11,4,1,1,1,2,2,5,7,3,6,814
322,"P.P. JALALPUR SEHARA",616,569,0,1185,374,389,0,763,763,0,21,199,103,396,3,9,2,1,0,3,2,8,7,6,3,763
323,"P.P.  JALALPUR SEHARA",734,644,0,1378,434,398,0,832,832,0,17,248,46,457,4,16,3,2,4,8,3,7,3,9,5,832
324,"P.P.  GOITHA",357,311,0,668,173,183,0,356,356,0,24,116,12,113,1,69,2,0,1,1,2,2,4,5,4,356
325,J.H.S.NARAHARPUR,755,647,0,1402,400,364,0,764,764,0,22,241,162,304,2,3,0,2,3,2,2,7,7,5,2,764
326,J.H.S.NARAHARPUR,396,325,0,721,196,185,0,381,370,0,13,83,144,108,2,5,1,2,0,1,0,4,13,2,3,381
327,"P.P.  HINDIPAKARIYA",488,441,0,929,266,275,0,541,541,0,11,136,55,326,2,2,0,0,1,0,0,3,1,1,3,541
328,"P.P.  HINDIPAKARIYA",527,454,0,981,281,271,0,552,550,0,9,87,131,295,3,1,2,1,1,2,1,9,5,1,4,552
329,"P.P.  HINDIPAKARIYA",485,416,1,902,262,258,0,520,520,0,15,145,78,249,3,1,0,0,1,1,1,6,3,5,12,520
330,"J.I.C. MAHARUA",511,419,0,930,267,295,0,562,562,0,12,172,289,71,1,3,1,1,4,0,0,3,3,0,2,562
331,"J.I.C. MAHARUA",900,706,0,1606,559,411,0,970,905,0,11,106,252,559,2,3,1,2,0,3,2,9,5,2,13,970
332,"P.P.  NARSINGHDASPUR",344,320,0,664,222,240,0,462,462,0,11,129,42,229,3,8,1,3,0,2,1,10,7,6,10,462
333,"P.P.  BAHARPUR",587,484,0,1071,335,342,0,677,677,0,11,280,130,223,5,1,0,0,0,1,4,7,4,6,5,677
334,"P.P.  GHANEPUR",324,248,0,572,182,177,0,359,358,0,6,117,95,125,0,0,0,0,0,3,0,5,5,1,2,359
335,"P.P. HUSENPURHIDI",524,490,0,1014,301,350,0,651,651,0,4,320,102,203,3,2,0,1,0,0,1,3,1,2,9,651
336,"J.H.S. BARAMADPUR JARIYARI",794,641,0,1435,475,400,0,875,875,0,28,91,242,474,7,3,1,2,2,0,1,4,11,5,4,875
337,"J.H.S. BARAMADPUR JARIYARI",785,703,0,1488,417,406,0,823,823,0,25,321,151,260,2,2,3,1,1,7,5,11,14,11,9,823
338,"P.P. RAMPUR BANETHU",577,487,0,1064,254,427,0,681,681,0,7,198,134,281,3,1,2,0,1,15,5,12,2,9,11,681
339,"P.P. KHARAGPUR",678,583,0,1261,375,395,0,770,750,0,9,181,213,340,4,4,1,1,1,1,2,5,3,3,2,770
340,"P.P. KURIYA CHITAUNA",711,640,0,1351,416,455,0,871,870,0,13,184,211,404,1,0,1,8,3,3,8,9,12,5,9,871
341,"P.P. CHIUTIPARA",882,698,0,1580,509,500,0,1009,1009,0,11,301,259,363,7,6,2,1,0,1,10,11,14,9,14,1009
342,"P.P. KADANAPUR",235,200,0,435,145,163,0,308,308,0,1,52,42,206,0,1,0,0,0,2,0,3,0,1,0,308
343,"PANCHAYAT GHAR PITHAPUR",282,245,0,527,164,174,0,338,317,0,4,91,76,154,2,1,0,0,0,0,1,5,1,0,3,338
344,"P.P. SHUKULPATTI",396,372,0,768,256,245,0,501,501,0,7,141,19,300,3,18,1,0,1,0,1,5,2,0,3,501
345,"P.P. SHUKULPATTI",774,598,2,1374,388,392,0,780,780,0,8,235,341,141,2,31,5,2,0,0,0,3,4,4,4,780
346,"P.P. AURANGNAGAR PURVI",567,446,0,1013,299,241,0,540,503,0,6,40,225,248,6,2,0,1,0,2,0,3,4,0,3,540
347,"P.P. AURANGNAGAR",691,590,0,1281,414,386,0,800,800,0,21,132,133,491,1,1,4,3,0,1,2,4,2,2,3,800
348,"P.P. AURANGNAGAR DAKHINI",651,540,0,1191,349,366,0,715,715,0,8,335,187,155,3,7,1,0,1,0,0,3,2,2,11,715
349,"P.P. AURANGNAGAR  UTTARI",467,403,0,870,270,254,0,524,512,0,4,158,92,219,3,27,3,0,4,2,1,3,5,2,1,524
350,"P.P. ANTDIH",760,641,0,1401,458,399,0,857,857,0,9,169,184,425,2,17,2,0,1,3,5,12,9,8,11,857
351,"P.P. KHAJURDIH",639,564,1,1204,399,394,0,793,793,0,6,224,170,347,1,15,2,1,0,1,1,7,10,0,8,793
352,"P.P. PATAUNA",700,623,0,1323,395,399,0,794,794,0,16,230,126,350,7,13,1,1,2,4,4,6,6,15,13,794
353,"P.P. DANDUPUR",625,539,0,1164,375,403,0,778,750,0,7,225,147,335,3,13,1,3,2,1,6,6,6,7,16,778
354,"P.P.  MADHAVPUR",686,604,0,1290,371,487,0,858,858,0,7,250,247,313,1,7,0,0,2,1,1,11,6,4,8,858
355,"P.P. VANDANDIH",532,451,0,983,338,290,0,628,628,0,1,200,41,361,2,4,0,0,0,1,0,7,2,2,7,628
356,"P.P. DURGUPUR",410,379,0,789,262,273,0,535,535,0,5,224,200,86,1,1,1,1,0,1,0,3,5,3,4,535
357,"P.P. ADAMPUR TINDAULI",699,571,0,1270,435,368,0,803,793,0,29,181,126,450,1,2,5,0,0,1,1,4,2,0,1,803
358,"P.P. SARKHANEKISHUNIPUR",514,397,0,911,363,216,0,579,579,0,10,312,11,198,2,2,17,2,1,3,1,2,7,1,10,579
359,"P.P. PANTI",505,439,0,944,337,292,0,629,629,0,8,229,105,272,1,0,0,0,1,0,1,3,2,2,5,629
360,"P.P. MEERPURMANSHA",458,384,0,842,283,268,0,551,551,0,8,217,87,215,1,0,0,1,0,0,2,11,4,2,3,551
361,"DR. R. M. L I. C. SEMARI",580,493,1,1074,329,296,0,625,625,0,21,156,226,200,2,4,2,5,2,0,0,1,3,2,1,625
362,"DR. R. M. L I. C. SEMARI",628,518,0,1146,360,325,0,685,685,0,19,159,241,227,3,3,2,3,3,4,4,5,4,5,3,685
363,"DR. R. M. L I. C. SEMARI",332,275,0,607,181,178,0,359,359,0,8,72,75,192,4,1,1,0,0,0,0,3,1,0,2,359
364,"P.P.  RAMPUR NONSILA",489,437,0,926,275,291,0,566,566,0,24,90,60,301,5,41,2,4,1,29,1,3,0,1,4,566
365,"P.P.  MATHANI",507,461,0,968,300,265,0,565,565,0,8,73,113,336,2,6,2,2,0,4,2,6,4,4,3,565
366,"P.P.  MATHANI",477,393,0,870,249,244,0,493,493,0,10,142,163,149,3,1,0,3,1,2,0,6,6,2,5,493
367,"P.P.  MATHANI",447,372,0,819,259,242,0,501,501,0,14,168,117,155,2,1,2,1,1,1,1,6,13,6,13,501
368,"P.P.  SUBHAKHARPUR",468,416,0,884,295,291,0,586,586,0,10,213,61,264,2,7,4,0,0,0,2,4,5,5,9,586
369,"P.P.  PITAMBERPUR(GOPIPUR)",530,464,0,994,318,360,0,678,678,0,15,241,100,291,8,1,1,0,0,5,1,4,8,0,3,678
370,"P.P.  NASIRPUR",382,341,0,723,204,222,0,426,226,0,20,154,35,200,2,1,4,0,1,2,0,1,0,3,3,426
371,"P.P.  BALAIPUR",772,684,0,1456,440,410,0,850,790,0,30,335,118,325,4,3,0,2,0,2,1,9,5,8,8,850
372,"P.P.  KATARIYA BARAGAON",502,435,0,937,291,267,0,558,558,0,10,196,55,275,3,1,0,4,0,1,2,2,4,4,1,558
