"Polling Station",,"Total No of Electors",,,,"Voters Turnout",,,,,,"Candidate ID and Name",,,,,,,,,,,,,,,,,,,,,,,,,
"Part No","Part Name",Male,Female,Other,"Total No. of electors",Male,Female,Other,Total,"No of voters identifying using EPIC","Tendered Voter","1 - NARENDRA BHATI","2 - DR.MAHESH  SHARMA","3 - RAMESH CHAND TOMAR","4 - SATISH KUMAR","5 - UDAYVEER","6 - KISHAN PAL SINGH","7 - GAJENDRA","8 - DHARMENDER","9 - RAVINDER SHARMA","10 - RAM VILAS","11 - RUVEZ ALAM RAHI","12 - MOHD. SABIR ANSARI","13 - LT COL SP SINGH","14 - SEEMA","15 - SONIA SHARMA","16 - KADEEM","17 - KADIR KHAN JAISWAL","18 - GRISA KUMAR","19 - MAHESH","20 - RAKESH","21 - SAFRUDDIN","22 - SAVITRI","23 - SUNIL GAUTAM","24 - SUMITI","25 - None of the Above","Total Votes Secured"
126,"RITOLI PRIMARY SCHOOL",668,609,0,1277,388,333,0,721,716,0,375,300,2,20,0,6,1,2,0,0,1,4,0,0,4,0,2,2,0,0,0,0,0,0,2,721
127,"NAGLA KALA PRIMARY SCHOOL",456,390,0,846,354,258,0,612,23,0,302,168,1,108,1,16,0,0,0,0,0,4,1,1,0,5,2,1,0,0,1,0,0,0,1,612
128,"ISMAILPUR PRIMARY SCHOOL R.N.-2",680,605,0,1285,325,320,0,645,632,0,266,172,5,191,1,4,0,2,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,645
129,"ISMAILPUR PRIMARY SCHOOL R.N.-2",647,594,0,1241,346,303,0,649,49,0,303,272,1,64,0,2,1,0,0,1,0,0,0,0,1,1,0,2,0,0,0,0,1,0,0,649
130,"SHAHPANI PRIMARY SCHOOL",841,717,0,1558,530,432,0,962,962,0,149,594,7,173,3,8,0,0,0,1,1,3,1,1,1,3,3,3,1,0,1,3,2,3,1,962
131,"HASANPUR FAKRUDDINPUR URF NAI BASTI PRIMARY SCHOOL",296,263,0,559,190,177,0,367,362,0,117,132,1,112,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,367
132,"MOHAMMADPUR KALAN PRIMARY SCHOOL R.N.-1",487,420,0,907,300,262,0,562,562,0,200,327,2,11,0,2,0,0,0,0,0,1,1,0,5,6,2,2,0,0,0,0,1,1,1,562
133,"MOHAMMADPUR KALAN PRIMARY SCHOOL R.N.-2",540,485,0,1025,329,253,0,582,36,0,334,121,3,104,0,0,0,0,0,0,1,2,0,1,1,9,5,1,0,0,0,0,0,0,0,582
134,"VEERKHERA INTER COLLEGE R.N.-1",575,530,0,1105,319,299,0,618,568,0,51,444,2,114,0,1,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,1,618
135,"VEERKHERA INTER COLLEGE R.N.-2",700,627,0,1327,396,347,0,743,703,0,82,453,7,191,1,1,0,0,0,0,0,3,0,2,0,2,0,1,0,0,0,0,0,0,0,743
136,"PILKHANWALI PRIMARY SCHOOL R.N.-1",661,606,1,1268,497,419,0,916,63,0,250,594,3,20,0,11,1,2,1,0,2,4,1,1,9,4,1,0,0,0,0,3,1,2,6,916
137,"PILKHANWALI PRIMARY SCHOOL R.N.-2",594,550,0,1144,374,313,0,687,28,0,209,166,1,287,0,0,1,1,0,0,0,2,1,0,0,6,5,4,1,0,0,1,1,1,0,687
138,"BILSURI SHYAM SINGH INTER COLLEGE R.N.-1",383,354,0,737,229,220,0,449,215,0,14,314,3,99,0,10,0,2,0,0,0,4,0,1,1,0,0,0,0,0,1,0,0,0,0,449
139,"BILSURI SHYAM SINGH INTER COLLEGE R.N.-2",421,371,0,792,295,260,0,555,550,0,7,448,2,90,1,0,0,0,0,0,0,0,1,0,4,0,0,1,0,0,0,0,1,0,0,555
140,"BILSURI SHYAM SINGH INTER COLLEGE R.N.-3",591,539,0,1130,386,360,0,746,730,0,47,507,10,152,1,1,0,0,0,0,0,4,3,1,3,0,1,8,0,2,0,1,1,2,2,746
141,"BILSURI SHYAM SINGH INTER COLLEGE R.N.-4",477,432,0,909,326,258,0,584,584,0,75,305,4,177,1,4,1,1,1,0,0,5,1,1,1,2,0,1,0,0,0,1,2,0,1,584
142,"LALPUR PRIMARY SCHOOL",278,278,0,556,259,237,0,496,496,0,291,195,0,6,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,496
143,"GENDPUR SHEKHPUR PRIMARY SCHOOL",620,575,0,1195,402,341,0,743,65,0,70,644,3,7,0,3,0,0,1,0,0,3,0,0,2,1,2,3,0,0,0,1,0,1,2,743
144,"SIRONDHAN ADARSH VIDHYALYA R.N.-1",798,732,0,1530,450,303,0,753,753,0,215,494,7,21,0,3,1,0,0,0,0,1,0,0,2,1,3,4,0,0,0,0,1,0,0,753
145,"SIRONDHAN ADARSH VIDHYALYA R.N.-2",802,751,0,1553,505,420,0,925,925,0,506,296,2,111,1,1,2,1,0,0,0,2,0,0,0,1,0,0,0,0,0,1,0,1,0,925
146,"BHATPURA JUNIOR HIGH SCHOOL",504,450,0,954,384,306,0,690,68,0,101,381,4,200,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,690
147,"BHATPURA PRIMARY SCHOOL",182,170,0,352,141,127,0,268,268,0,6,16,3,219,1,1,0,0,0,6,0,2,1,1,3,4,0,1,0,0,0,0,0,1,3,268
148,"KHAGUAVAS PRIMARY SCHOOL",488,440,0,928,341,299,0,640,639,0,140,316,0,164,2,5,0,1,0,1,0,2,1,2,2,0,0,3,0,0,0,0,1,0,0,640
149,"MANDWARA JUNIOR HIGH SCHOOL R.N.-1",574,512,0,1086,392,343,0,735,730,0,250,209,3,252,3,2,0,1,1,0,0,2,0,0,1,0,2,1,0,2,0,0,3,0,3,735
150,"MANDWARA JUNIOR HIGH SCHOOL R.N.-2",682,562,0,1244,532,428,0,960,650,0,3,14,14,912,2,0,0,2,0,1,0,0,2,0,0,2,1,0,0,1,0,0,1,1,4,960
151,"MANDWARA JUNIOR HIGH SCHOOL R.N.-3",196,185,0,381,179,153,0,332,328,0,11,13,1,298,0,1,0,0,0,0,0,2,1,0,0,1,0,0,3,1,0,0,0,0,0,332
152,"MANDWARA JUNIOR HIGH SCHOOL R.N.-4",234,215,0,449,212,180,0,392,380,0,29,354,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,3,0,1,0,0,0,0,1,392
153,"KANWARA UCCH PRIMARY VIDHYALYA",772,689,0,1461,591,457,0,1048,1048,0,899,51,3,74,0,0,0,1,0,2,2,2,1,0,0,6,1,3,0,2,0,0,1,0,0,1048
154,"JEETGARHI PRIMARY SCHOOL",392,331,0,723,334,272,0,606,352,0,0,18,2,583,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,606
155,"NANDGARHI PRIMARY SCHOOL",128,112,0,240,116,100,0,216,112,0,1,1,1,207,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,1,0,216
156,"KISHANPUR PRIMARY SCHOOL",270,259,0,529,192,160,0,352,19,0,50,290,2,6,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,352
157,"RAJARAMPUR PRIMARY SCHOOL",462,418,0,880,365,293,0,658,658,0,293,242,4,98,2,2,0,0,0,0,0,2,1,0,2,3,3,4,0,0,0,1,0,0,1,658
158,"GOPALPUR PRIMARY SCHOOL",395,305,0,700,338,224,0,562,562,0,255,240,1,40,0,2,0,0,0,2,0,3,2,0,2,6,3,2,0,0,0,1,1,0,2,562
159,"TILMADHIYA PRIMARY SCHOOL",234,206,0,440,209,160,0,369,369,0,221,92,1,51,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,369
160,"TILBEGAMPUR PRIMARY SCHOOL R.N.-1",563,473,0,1036,426,303,0,729,729,0,530,121,1,46,1,3,1,4,1,1,3,3,1,1,2,3,5,1,0,0,0,0,0,0,1,729
161,"TILBEGAMPUR PRIMARY SCHOOL R.N.-2",506,426,0,932,387,273,0,660,660,0,504,37,2,100,1,7,0,1,0,0,0,1,0,0,0,2,1,1,0,0,0,0,1,1,1,660
162,"TILBEGAMPUR JUNIOR HIGHSCHOOL R.N.-1",586,511,0,1097,423,303,0,726,300,0,415,175,7,47,2,56,0,5,0,0,4,1,1,0,1,0,3,2,1,1,0,0,2,1,2,726
163,"TILBEGAMPUR JUNIOR HIGHSCHOOL R.N.-2",473,424,0,897,341,280,0,621,621,0,503,12,1,85,2,3,1,0,0,2,0,2,0,2,0,3,2,0,0,0,0,0,1,1,1,621
164,"TILDERY MAZRA TILBEGAMPUR PRIMARY SCHOOL",398,361,0,759,321,241,0,562,320,0,238,86,0,219,0,1,0,1,1,1,0,2,2,0,3,2,3,0,0,1,1,1,0,0,0,562
165,"SHERPUR PRIMARY SCHOOL",668,561,0,1229,538,387,0,925,374,0,336,365,3,200,2,0,2,1,0,0,0,6,0,0,3,5,0,0,0,0,0,0,1,0,1,925
166,"JOKHABAD PRIMARY SCHOOL",352,256,0,608,319,215,0,534,481,0,322,160,4,40,0,1,0,1,0,0,0,1,0,0,0,0,2,0,0,0,0,1,0,0,2,534
167,"SANWALI PRIMARY SCHOOL",773,664,0,1437,707,468,0,1175,75,0,1018,143,1,1,0,1,0,0,0,0,0,0,0,0,5,3,0,1,0,0,0,1,0,1,0,1175
168,"HIRDYAPUR PRIMARY SCHOOL",585,499,0,1084,499,349,0,848,690,0,624,129,0,83,0,3,0,2,0,0,0,0,0,0,1,2,1,1,1,1,0,0,0,0,0,848
169,"SALEMPUR KAYASTH PRIMARY SCHOOL R.N.-1",493,428,0,921,349,348,0,697,97,0,129,127,5,403,2,5,0,3,0,0,0,3,0,2,2,6,2,2,0,1,1,1,1,1,1,697
170,"SALEMPUR KAYASTH PRIMARY SCHOOL R.N.-2",445,427,0,872,382,275,0,657,433,0,134,299,3,200,1,0,1,1,0,1,1,5,0,0,0,5,1,0,0,0,0,2,1,0,2,657
171,"ANDHEL PRIMARY SCHOOL",611,517,0,1128,537,427,0,964,963,0,469,136,2,337,3,2,0,0,0,1,0,4,0,0,1,1,0,4,0,2,0,0,0,1,1,964
172,"HASANPUR JAGIR PRIMARY SCHOOL R.N.-1",445,393,0,838,332,253,0,585,585,0,127,379,5,56,0,4,0,0,0,0,0,5,0,2,1,4,1,0,0,0,0,0,0,1,0,585
173,"HASANPUR JAGIR PRIMARY SCHOOL R.N.-2",426,390,0,816,301,254,0,555,10,0,56,163,7,311,1,0,0,0,0,1,0,1,2,1,1,1,1,3,1,3,0,0,0,1,1,555
174,"BISWANA PRIMARY SCHOOL R.N.-1",232,209,0,441,192,131,0,323,305,0,133,113,3,66,0,0,0,0,1,0,0,3,0,1,1,0,0,0,0,1,0,0,0,0,1,323
175,"BISWANA PRIMARY SCHOOL R.N.-2",336,280,0,616,215,142,0,357,84,0,253,77,2,15,0,0,1,0,0,0,0,3,0,0,2,2,1,1,0,0,0,0,0,0,0,357
176,"KHERPUR TIL PRIMARY SCHOOL",455,408,0,863,311,364,0,675,675,0,229,159,0,270,1,1,0,0,0,0,0,3,1,1,0,1,4,1,0,1,0,0,0,1,2,675
177,"FARIDPUR PRIMARY SCHOOL R.N.-1",576,478,0,1054,416,296,0,712,705,0,208,279,1,202,0,1,0,0,0,2,0,2,2,2,2,7,1,0,0,1,0,0,0,0,2,712
178,"FARIDPUR PRIMARY SCHOOL R.N.-2",756,650,0,1406,549,391,0,940,106,0,252,255,8,404,1,1,1,0,0,0,1,3,1,1,2,3,2,1,1,1,0,0,0,0,2,940
179,"M.S INTER COLLEGE SIKANDRABAD R.N.-1",654,640,0,1294,474,394,0,868,54,0,135,671,15,29,0,3,0,0,0,0,0,1,2,0,1,2,1,6,1,1,0,0,0,0,0,868
180,"M.S. INTER COLLEGE SIKANDRABAD R.N.-2",605,542,0,1147,425,371,0,796,96,0,14,710,6,45,1,8,0,0,1,0,2,2,0,0,2,1,0,3,0,0,0,1,0,0,0,796
181,"M.S INTER COLLEGE SIKANDRABAD R.N.-3",389,361,0,750,272,278,0,550,256,0,23,484,2,16,0,7,0,2,0,0,0,3,0,0,1,0,0,1,0,0,0,0,0,0,11,550
182,"M.S. INTER COLLEGE SIKANDRABAD R.N.-4",559,530,0,1089,442,291,0,733,315,0,44,571,8,85,0,2,0,0,0,0,1,6,0,0,3,0,1,7,1,2,0,0,2,0,0,733
183,"M.S. INTER COLLEGE SIKANDRABAD R.N.-5",338,298,0,636,286,186,0,472,422,0,20,445,1,2,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,472
184,"M.S. INTER COLLEGE SIKANDRABAD R.N.-6",249,227,0,476,189,141,0,330,30,0,18,306,1,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,330
185,"J.S. DEGREE COLLEGE SIKANDRABAD UTTRI BHAG R.N.-1",497,402,0,899,409,293,0,702,7,0,18,26,1,623,4,0,0,0,1,1,0,1,1,0,0,1,1,1,3,16,1,0,1,2,0,702
186,"J.S. DEGREE COLLEGE SIKANDRABAD UTTRI BHAG R.N.-2",418,365,0,783,310,247,0,557,549,0,15,236,1,289,3,1,1,0,1,0,0,1,0,0,0,2,0,0,0,4,0,0,1,1,1,557
187,"J.S. DEGREE COLLEGE UTTRI BHAG R.N.-3",424,379,0,803,294,248,0,542,537,0,340,32,0,154,0,7,0,0,0,0,1,2,0,0,0,1,1,1,0,0,0,0,1,0,2,542
188,"J.S. DEGREE COLLEGE UTTRI BHAG R.N.-4",576,503,0,1079,432,311,0,743,740,0,107,583,4,40,0,2,0,0,1,0,0,0,0,0,0,3,0,2,0,0,0,0,0,0,1,743
189,"J.S. DEGREE COLLEGE UTTRI BHAG R.N.-5",485,436,0,921,377,299,0,676,22,0,104,432,3,107,0,7,0,1,0,0,1,2,0,1,2,0,2,8,0,1,0,2,1,0,2,676
190,"J.S. DEGREE COLLEGE SIKANDRABAD SOUTH PART R.N.-11",539,485,1,1025,349,227,0,576,429,0,428,5,4,123,0,4,0,0,0,0,1,0,1,0,1,4,1,0,0,0,0,1,0,1,2,576
191,"J.S. DEGREE COLLEGE SIKANDRABAD SOUTH PART R.N.-12",468,391,0,859,308,223,0,531,530,0,421,18,1,78,2,0,1,0,0,0,2,1,0,0,0,1,3,0,0,0,0,0,0,2,1,531
192,"SWAMI DAYAL PUTRI INTER COLLEGE SIKANDRABAD R.N.-1",805,768,0,1573,559,414,0,973,973,0,503,121,4,321,0,4,0,1,0,0,0,2,0,0,1,3,0,1,1,2,1,0,1,2,5,973
193,"SWAMI DAYAL PUTRI INTER COLLEGE SIKANDRABAD R.N.-3",586,530,0,1116,473,375,0,848,700,0,402,154,9,271,0,3,0,1,0,0,0,0,0,0,0,1,3,1,0,0,0,1,0,1,1,848
194,"SWAMI DAYAL PUTRI INTER COLLEGE R.N.-4",775,686,0,1461,601,456,0,1057,1057,0,688,157,6,177,0,4,0,0,1,0,12,2,2,0,0,1,3,0,2,0,0,0,0,0,2,1057
195,"JAIN INTER COLLEGE SIKANDRABAD UTTRI BHAG R.N.-1",500,432,0,932,366,294,0,660,500,0,79,538,2,10,0,1,1,3,2,0,0,6,1,0,7,4,0,1,0,0,0,1,0,1,3,660
196,"JAIN INTER COLLEGE SIKANDRABAD UTTRI BHAG R.N.-5",568,495,0,1063,371,300,0,671,652,0,123,491,5,29,0,8,1,3,0,0,0,4,0,2,3,0,0,0,0,0,0,0,0,1,1,671
197,"JAIN INTER COLLEGE SIKANDRABAD UTTRI BHAG R.N.-2",789,711,0,1500,545,493,0,1038,110,0,615,351,1,35,1,8,0,0,3,0,0,0,0,1,3,7,6,2,0,0,0,0,1,1,3,1038
198,"JAIN INTER COLLEG SIKANDRABAD UTTRI BHAG R.N.-3",379,329,0,708,239,208,0,447,405,0,91,322,3,20,1,2,0,0,0,1,0,1,0,0,1,1,0,1,0,0,1,1,0,0,1,447
199,"JAIN INTER COLLEGE SIKANDRABAD UTTRI BHAG R.N.-9",528,459,0,987,344,299,0,643,643,0,183,348,4,89,0,1,0,0,0,1,0,4,0,0,5,3,2,1,0,1,0,0,0,1,0,643
200,"JAIN INTER COLLEGE SIKANDRABAD UTTRI BHAG R.N.-4",517,486,2,1005,298,246,0,544,544,0,184,302,4,29,0,0,1,0,1,1,0,5,0,1,1,6,1,1,1,0,0,2,1,0,3,544
201,"JAIN INTER COLLEGE SIKANDRABAD SOUTH PART R.N.-6",340,304,0,644,267,211,0,478,7,0,444,6,0,20,0,3,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2,478
202,"JAIN INTER COLLEGE SIKANDRABAD SOUTH PART R.N.-7",470,434,0,904,328,242,0,570,96,0,405,28,2,118,0,2,0,0,0,0,1,4,2,0,0,3,2,0,0,1,0,0,0,1,1,570
203,"JAIN INTER COLLEGE SIKANDRABAD SOUTH PART R.N.-10",358,325,0,683,226,158,0,384,348,0,255,5,1,105,0,2,0,0,0,1,4,2,2,0,0,3,1,0,0,0,0,0,0,0,3,384
204,"JAIN INTER COLLEGE SIKANDRABAD SOUTH PART R.N.-8",532,463,0,995,384,285,0,669,69,0,586,38,1,25,0,7,0,1,0,0,0,1,0,0,0,1,4,2,0,0,1,0,0,0,2,669
205,"NAGAR PALIKA KARYALYA SIKANDRABAD R.N.-1",652,587,0,1239,453,343,0,796,50,0,327,324,9,94,0,0,2,2,1,1,2,4,0,1,9,4,6,4,0,2,1,0,1,2,0,796
206,"NAGAR PALIKA KARYALYA SIKANDRABAD R.N.-2",207,203,0,410,150,134,0,284,200,0,169,101,1,9,0,1,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,284
207,"NAGAR PALIKA KARYALYA SIKANDRABAD R.N.-3",296,266,0,562,226,172,0,398,398,0,228,105,0,56,0,4,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,398
208,"NAGAR PALIKA KARYALYA SIKANDRABAD R.N.-4",359,359,0,718,268,225,0,493,42,0,9,459,3,3,1,4,0,1,0,0,0,0,0,0,1,0,0,6,0,0,0,1,0,2,3,493
209,"D.D. KABADI GIRLS INTER COLLEGE SIKANDRABAD R.N.-1",295,291,0,586,243,213,0,456,54,0,10,429,2,2,0,2,0,0,0,0,0,2,1,0,2,0,1,2,0,0,0,1,0,0,2,456
210,"D.D KABADI GIRLS INTER COLLEGE R.N.-2",248,221,0,469,207,153,0,360,10,0,10,214,0,127,1,0,0,1,1,0,0,0,0,0,1,1,0,2,0,1,0,1,0,0,0,360
211,"NAGAR PALIKA JUNIOR HIGHSCHOOL SIKANDRABAD R.N.-1",508,450,0,958,410,338,0,748,25,0,177,517,2,25,3,2,0,1,0,1,0,5,0,0,0,2,7,6,0,0,0,0,0,0,0,748
212,"NAGAR PALIKA JUNIOR HIGH SCHOOL R.N.-2",576,538,0,1114,378,286,0,664,645,0,103,492,1,42,0,8,0,2,0,1,0,3,1,0,0,3,1,3,0,0,0,0,0,2,2,664
213,"NAGAR PALIKA JUNIOR HIGH SCHOOL R.N.-3",690,601,0,1291,498,376,0,874,494,0,228,594,5,33,1,7,1,2,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,874
214,"NAGAR PALIKA JUNIOR HIGHSCHOOL R.N.-4",592,545,0,1137,365,330,0,695,339,0,60,587,0,20,1,4,0,1,0,0,0,1,0,0,4,2,1,9,0,0,0,0,1,0,4,695
215,"SIKANDRABAD PRIMARY PATHSHALA N.-12 BHATIYAWARA R.N.-1",504,530,0,1034,367,290,0,657,16,0,339,208,3,97,0,3,0,1,0,0,0,0,0,0,1,1,2,0,0,1,0,0,0,1,0,657
216,"SIKANDRABAD PRIMARY PATHSHALA N.-12 BHATIYAWARA R.N.-2",312,270,0,582,206,161,0,367,363,0,252,45,2,55,0,12,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,367
217,"NAGAR PALIKA PRIMARY SCHOOL N.-1 R.N.-1",572,532,0,1104,433,373,0,806,1,0,103,70,3,603,6,0,0,1,0,0,0,5,2,0,0,2,1,1,0,6,1,0,0,0,2,806
218,"NAGAR PALIKA PRIMARY SCHOOL N.-1 R.N.-2",575,515,0,1090,500,307,0,807,807,0,46,285,1,439,1,0,1,1,0,1,1,4,0,5,8,1,0,5,0,1,1,1,1,1,3,807
219,"NAGAR PALIKA PRIMARY SCHOOL N.-9 R.N.-1",628,556,0,1184,398,377,0,775,641,0,15,183,4,522,6,0,0,1,0,5,1,8,6,0,2,4,0,3,3,3,0,1,0,2,6,775
220,"NAGAR PALIKA PRIMARY SCHOOL N.-9 R.N.-2",346,298,0,644,243,174,0,417,406,0,118,117,4,164,0,0,1,0,0,0,0,1,0,1,2,2,4,0,0,0,0,0,2,1,0,417
221,"NAGAR PALIKA PRIMARY SCHOOL N.-9 R.N.-3",531,468,0,999,372,316,0,688,688,0,18,640,7,5,1,3,0,3,0,0,1,2,2,0,1,1,0,1,0,0,0,1,0,0,2,688
222,"NAGAR PALIKA PRIMARY SCHOOL N.-9 R.N.-4",591,473,0,1064,349,284,0,633,613,0,17,574,5,15,1,1,0,1,1,0,0,2,0,1,3,2,4,3,1,0,0,0,0,0,2,633
223,"NAGAR PALIKA PRIMARY SCHOOL N.-9 R.N.-5",756,633,0,1389,410,329,0,739,651,0,43,665,1,12,0,2,0,0,0,0,1,4,0,1,2,3,0,3,0,0,0,0,0,0,2,739
224,"NAGAR PALIKA BALIKA JUNIOR HIGH SCHOOL SIKANDRABAD R.N.-1",528,421,0,949,342,268,0,610,24,0,86,450,0,46,0,4,1,0,1,1,0,7,0,1,1,4,2,5,1,0,0,0,0,0,0,610
225,"NAGAR PALIKA BALIKA JUNIOR HIGH SCHOOL SIKANDRABAD R.N.-2",342,283,0,625,240,190,0,430,105,0,370,16,1,31,0,5,0,1,0,0,0,0,0,0,1,2,1,2,0,0,0,0,0,0,0,430
226,"SIKADNRABAD AGRESEN INTER COLLEGE MUKHYA BHAWAN R.N.-3",586,484,0,1070,392,270,0,662,660,0,312,206,0,122,1,3,0,0,0,0,1,1,2,1,0,3,3,2,0,0,0,1,0,0,4,662
227,"SIKANDRABAD AGRESEN INTER COLLEGE MUKHYA BHAWAN R.N.-4",144,141,0,285,125,103,0,228,198,0,35,189,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,228
228,"SIKANDRABAD AGRESEN INTER COLLEGE MUKHYA BHAWAN R.N.-12",415,424,0,839,322,268,0,590,583,0,394,3,0,187,2,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,590
229,"SIKANDRABAD AGRESEN INTER COLLEGE MUKHYA BHAWAN R.N.-13",578,551,0,1129,437,341,0,778,770,0,574,18,2,168,0,13,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,778
230,"SIKANDRABAD AGRESEN INTER COLLEGE MUKHYA BHAWAN R.N.-14",373,319,0,692,272,207,0,479,475,0,332,3,3,128,1,3,0,1,0,0,0,1,0,1,0,0,2,0,0,1,1,0,1,0,1,479
231,"SIKANDRABAD AGRESEN INTER COLLEGE NEW BHAWAN R.N.-34",607,509,0,1116,452,330,0,782,768,0,449,247,4,66,0,3,0,1,1,0,1,1,1,0,2,2,1,2,0,0,0,0,0,0,1,782
232,"SIKANDRABAD AGRESEN INTER COLLEGE NEW BHAWAN R.N.-36",578,511,0,1089,409,292,0,701,701,0,572,7,5,102,3,1,0,0,0,0,0,0,0,0,3,3,3,0,0,0,0,0,0,0,2,701
233,"SIKANDRABAD AGRESEN INTER COLLEGE NAYA BHAWAN R.N.-37",497,412,0,909,325,215,0,540,540,0,427,18,1,86,0,1,0,0,0,0,0,1,0,0,1,2,2,1,0,0,0,0,0,0,0,540
234,"SIKANDRABAD AGRESEN INTER COLLEGE NAYA BHAWAN R.N.-35",482,410,0,892,290,230,0,520,512,0,93,378,3,23,1,7,1,1,0,0,1,5,0,0,1,0,1,2,0,1,0,0,0,0,2,520
235,"SIKANDRABAD AGRESEN INTER COLLEGE TANKI WALA BHAWAN R.N. 26",504,410,0,914,322,250,0,572,572,0,30,523,4,4,0,3,0,0,0,0,0,1,0,1,0,2,0,0,0,0,0,0,0,2,2,572
236,"SIKANDRABAD AGRESEN INTER COLLEGE TANKI WALA BHAWAN R.N. 27",498,441,0,939,343,236,0,579,570,0,18,534,6,8,0,6,0,0,0,1,0,0,0,0,1,1,0,2,0,0,0,0,0,0,2,579
237,"SIKANDRABAD AGRESEN INTER COLLEGE TANKI WALA BHAWAN R.N. 28",630,516,0,1146,346,245,0,591,386,0,18,537,3,26,0,0,0,0,0,0,0,0,0,0,1,0,1,3,2,0,0,0,0,0,0,591
238,"SIKANDRABAD AGRESEN INTER COLLEGE TANKI WALA BHAWAN R.N. 29",195,155,0,350,139,74,0,213,213,0,169,4,1,27,0,1,0,0,0,0,0,1,0,0,0,1,1,2,0,0,1,0,0,1,4,213
239,"SIKANDRABAD AGRESEN INTER COLLEGE TANKI WALA BHAWAN R.N. 30",615,600,0,1215,395,298,0,693,234,0,379,189,4,105,0,0,1,2,0,0,0,1,0,0,1,5,1,1,0,0,0,0,0,2,2,693
240,"NAYA GAON PRIMARY SCHOOL R.N. 1",760,655,0,1415,515,460,0,975,69,0,182,113,6,659,0,1,1,0,0,0,1,3,0,0,2,0,1,1,0,1,1,0,2,0,1,975
241,"NAYA GAON PRIMARY SCHOOL R.N. 2",272,234,0,506,208,168,0,376,126,0,258,104,1,4,0,0,0,0,0,1,0,0,0,0,1,0,3,3,0,0,0,0,0,0,1,376
242,"SUKHLALPUR PRIMARY SCHOOL",314,285,0,599,221,179,0,400,150,0,64,318,0,9,0,1,1,0,0,0,4,1,1,0,0,0,0,1,0,0,0,0,0,0,0,400
243,"GAFURGARHI PRIMARY SCHOOL",535,469,0,1004,404,315,0,719,715,0,41,149,13,492,1,0,1,0,0,2,2,5,3,1,0,2,2,0,1,3,0,0,1,0,0,719
244,"MUKANDGARHI PRIMARY SCHOOL",268,243,0,511,211,180,0,391,19,0,95,29,2,249,1,0,0,1,1,1,1,1,2,0,2,3,3,0,0,0,0,0,0,0,0,391
245,"SIKANDRABAD KHAND VIKAS KARYALYA R.N. 1",628,550,0,1178,364,282,0,646,265,0,67,493,3,71,0,1,1,1,0,0,0,0,0,2,2,2,1,1,0,0,0,0,0,1,0,646
246,"SIKANDRABAD KHAND VIKAS KARYALYA R.N 2",319,264,0,583,171,135,0,306,219,0,66,215,1,15,0,2,0,1,0,0,0,3,0,0,0,1,0,0,0,0,1,1,0,0,0,306
247,"SIKANDRABAD KHAND VIKAS KARYALYA R.N. 3",743,617,0,1360,524,358,0,882,617,0,35,762,10,40,1,7,1,2,1,0,0,15,1,0,3,2,0,2,0,0,0,0,0,0,0,882
248,"SIKANDRABAD KHAND VIKAS KARYALYA R.N. 4",732,638,0,1370,418,316,0,734,575,0,452,25,3,222,2,4,0,1,0,0,1,1,0,0,0,3,8,4,1,0,4,0,0,0,3,734
249,"SIKANDRABAD KHAND VIKAS KARYALYA R.N. 5",749,630,0,1379,438,353,0,791,791,0,502,9,1,241,5,1,0,1,0,0,7,1,0,2,3,1,3,1,0,4,3,1,1,1,3,791
250,"SIKANDRABAD KHAND VIKAS KARYALYA R.N. 6",839,724,0,1563,517,340,0,857,857,0,520,114,2,169,0,12,2,1,0,1,0,5,2,0,2,9,5,5,0,1,0,2,1,0,4,857
251,"SIKANDRABAD NAGAR PALIKA PRIMARY KANYA PATHSHALA R.N. 1",497,430,0,927,310,229,0,539,503,0,34,469,2,21,0,2,0,0,0,0,0,2,0,2,1,2,0,3,0,1,0,0,0,0,0,539
