"Polling Station",,"Total No of Electors",,,,"Voters Turnout",,,,,,"Candidate ID and Name",,,,,,,,,,,,,,,,
"Part No","Part Name",Male,Female,Other,"Total No. of electors",Male,Female,Other,Total,"No of voters identifying using EPIC","Tendered Voter","1 - UPENDRA SINGH","2 - NARAYAN SINGH SUMAN","3 - MAHARAJ SINGH DHANGAR","4 - DR. RAM SHANKAR KATHERIA","5 - ANIL","6 - ANITA","7 - CHANDRA PAL","8 - PREM SINGH","9 - RAMESH","10 - RAVINDRA SINGH","11 - AMAR SINGH","12 - ASHOK KUMAR","13 - OM PRAKASH","14 - DINESH KUMAR GAUTAM","15 - VINOD KUMAR SINGH","16 - None of the Above","Total Votes Secured"
145,"GEETA GYAN GIRL I C DIFENCE COLONY CHAVLI R.NO 5",788,708,0,1496,462,418,0,880,876,0,26,9,87,735,0,1,0,0,0,13,1,0,2,1,0,5,880
146,"PRA.K.VI. TALFIROJ KHA R.NO.1",779,586,0,1365,389,276,0,665,602,0,42,89,24,464,5,2,1,2,0,5,4,16,4,3,3,1,665
147,"PRA.K.VI. TALFIROJ KHA R.NO.2",247,222,0,469,141,115,0,256,216,0,9,7,13,216,3,0,0,0,0,7,0,0,0,0,0,1,256
148,"PRA.K.VI. TALFIROJ KHA R.NO.3",579,455,0,1034,369,283,0,652,500,0,23,300,11,277,3,0,0,3,1,2,4,15,5,4,2,2,652
149,"PRA.K.VI. TALFIROJ KHA R.NO.4",392,319,0,711,268,216,0,484,468,0,17,68,16,313,7,3,0,2,1,14,0,36,0,2,1,4,484
150,"PANCHAYAT BHAVAN GAUTAM PARK TAL FIROJ KHA R.NO.1",333,309,0,642,185,189,0,374,297,0,14,43,12,286,2,0,1,1,1,3,0,8,1,1,0,1,374
151,"LAL BAHADUR SHASTRI H SE. SCHOOL MADHUNAGAR R.NO. 1",466,408,0,874,276,262,0,538,530,0,22,9,19,460,1,0,0,0,0,19,1,0,1,2,0,4,538
152,"LAL BAHADUR SHASTRI H SE. SCHOOL MADHUNAGAR R.NO. 2",628,543,0,1171,378,331,0,709,488,0,26,18,11,631,0,1,0,0,0,11,2,1,2,2,2,2,709
153,"LAL BAHADUR SHASTRI H SE. SCHOOL MADHUNAGAR R.NO. 3",669,573,0,1242,431,352,0,783,149,0,29,33,36,654,5,0,0,2,0,17,1,1,1,1,1,2,783
154,"LAL BAHADUR SHASTRI H SE. SCHOOL MADHUNAGAR R.NO. 4",548,472,0,1020,351,298,0,649,606,0,16,6,20,574,1,0,0,0,0,25,1,1,0,0,0,5,649
155,"LAL BAHADUR SHASTRI H SE. SCHOOL MADHUNAGAR R.NO. 5",550,483,2,1035,318,282,0,600,121,0,19,11,20,526,1,0,0,0,0,16,0,0,1,2,1,3,600
156,"SANT QUEEN MERRY P.SCHOOL DIFENCE STET BUNDU KATRA R.NO.1",750,669,0,1419,504,392,0,896,818,0,54,112,38,653,2,0,0,1,0,18,1,4,4,1,2,6,896
157,"SANT QUEEN MERRY P.SCHOOL DIFENCE STET BUNDU KATRA R.NO.2",673,540,0,1213,427,348,0,775,775,0,43,119,33,560,3,0,0,0,1,7,0,1,0,2,1,5,775
158,"NETAJI SUBHAS CHANDRA INTER COLLEGE MADHUNAGAR R.NO 1",702,527,0,1229,364,216,0,580,563,0,16,362,21,163,1,0,0,0,2,2,0,1,0,5,3,4,580
159,"NETAJI SUBHAS CHANDRA INTER COLLEGE MADHUNAGAR R.NO 2",519,403,0,922,300,209,0,509,508,0,28,276,22,172,2,0,0,0,0,3,1,0,1,3,0,1,509
160,"NETAJI SUBHAS CHANDRA INTER COLLEGE MADHUNAGAR R.NO 3",689,579,0,1268,426,332,0,758,105,0,18,549,40,108,5,0,0,0,0,2,2,2,4,13,6,9,758
161,"NETAJI SUBHAS CHANDRA INTER COLLEGE MADHUNAGAR R.NO 4",443,351,0,794,236,156,0,392,292,0,16,278,24,57,2,1,0,0,2,4,1,0,1,3,2,1,392
162,"NETAJI SUBHAS CHANDRA INTER COLLEGE MADHUNAGAR R.NO 5",581,479,0,1060,272,181,0,453,386,0,31,251,31,120,1,0,0,0,0,5,0,0,0,8,3,3,453
163,"SANT G.D. PUBLIC SCHOOL U.MA.VI. CHANDAN NAGAR GUMMAD TAKT PAHALVAN R.NO 1 EAST PART",522,440,0,962,295,193,0,488,441,0,3,440,3,21,3,1,0,0,1,0,1,1,0,5,7,2,488
164,"SANT G.D. PUBLIC SCHOOL U.MA.VI. CHANDAN NAGAR GUMMAD TAKT PAHALVAN R.NO 2 EAST PART",341,263,0,604,191,119,0,310,282,0,14,117,7,158,0,0,0,0,0,10,0,0,0,2,0,2,310
165,"SANT G.D. PUBLIC SCHOOL U.MA.VI. CHANDAN NAGAR GUMMAD TAKT PAHALVAN R.NO 3 EAST PART",475,397,0,872,293,219,0,512,455,0,7,458,3,26,2,1,1,0,0,1,2,1,4,1,1,4,512
166,"SANT G.D. PUBLIC SCHOOL U.MA.VI. CHANDAN NAGAR GUMMAD TAKT PAHALVAN R.NO 4 WEST PART",367,334,0,701,231,214,0,445,402,0,9,405,2,16,0,1,0,0,0,2,0,0,1,4,4,1,445
167,"SANT G.D. PUBLIC SCHOOL U.MA.VI. CHANDAN NAGAR GUMMAD TAKT PAHALVAN R.NO 5 WEST PART",623,475,0,1098,353,218,0,571,140,0,3,513,1,35,3,0,0,1,0,1,4,0,1,1,8,0,571
168,"SANT G.D. PUBLIC SCHOOL U.MA.VI. CHANDAN NAGAR GUMMAD TAKT PAHALVAN R.NO 6 WEST PART",302,248,0,550,172,118,0,290,190,0,4,258,1,21,0,0,0,0,0,1,1,0,0,2,2,0,290
169,"SANT G.D. PUBLIC SCHOOL U.MA.VI. CHANDAN NAGAR GUMMAD TAKT PAHALVAN R.NO 7 WEST PART",687,544,0,1231,393,251,0,644,81,0,29,361,28,191,1,2,0,0,0,8,2,0,6,4,6,6,644
170,"SANT G.D. PUBLIC SCHOOL U.MA.VI. CHANDAN NAGAR GUMMAD TAKT PAHALVAN R.NO 8 WEST PART",392,330,0,722,253,197,0,450,149,0,13,211,21,174,0,0,0,1,0,8,0,1,16,1,0,4,450
171,"SANT G.D. PUBLIC SCHOOL U.MA.VI. CHANDAN NAGAR GUMMAD TAKT PAHALVAN R.NO 9 WEST PART",593,498,0,1091,444,308,0,752,752,0,16,430,19,241,3,6,1,0,0,6,1,0,19,6,3,1,752
172,"SARVODAY I.C HIRAKUNJ DEVRI ROAD AGRA R.NO.1",524,395,0,919,274,215,0,489,397,0,17,71,37,348,2,0,0,0,0,7,0,0,1,3,0,3,489
173,"SARVODAY I.C HIRAKUNJ DEVRI ROAD AGRA R.NO.2",705,590,0,1295,405,335,0,740,502,0,49,36,94,538,5,0,0,1,0,11,3,0,1,1,0,1,740
174,"SARVODAY I.C HIRAKUNJ DEVRI ROAD AGRA R.NO.3",403,266,0,669,192,90,0,282,282,0,2,261,0,15,0,0,0,0,0,0,0,0,1,2,0,1,282
175,"SARVODAY I.C HIRAKUNJ DEVRI ROAD AGRA R.NO.4",530,398,0,928,296,212,0,508,427,0,8,450,8,32,1,0,0,1,0,3,1,0,1,1,2,0,508
176,"SARVODAY I.C HIRAKUNJ DEVRI ROAD AGRA R.NO.5",496,365,0,861,305,212,0,517,455,0,4,476,1,25,1,0,0,0,0,2,0,1,1,2,4,0,517
177,"SARVODAY I.C HIRAKUNJ DEVRI ROAD AGRA R.NO.6",530,411,0,941,303,248,0,551,540,0,2,517,6,4,0,1,0,0,0,4,3,0,0,7,5,2,551
178,"SARVODAY I.C HIRAKUNJ DEVRI ROAD AGRA R.NO.7",635,480,0,1115,264,216,0,480,390,0,22,161,8,278,0,1,0,0,0,3,1,0,2,1,0,3,480
179,"SARVODAY I.C HIRAKUNJ DEVRI ROAD AGRA R.NO.8",346,283,0,629,190,149,0,339,270,0,16,127,15,167,0,0,0,0,0,10,0,0,1,0,1,2,339
180,"SARVODAY I.C HIRAKUNJ DEVRI ROAD AGRA R.NO.9",795,647,0,1442,393,340,0,733,733,0,51,120,36,506,0,0,0,0,0,11,2,1,2,1,1,2,733
181,"SANT QUEEN MERRY J H SCHOOL BUNDU KATRA R. NO.1",479,429,0,908,308,242,0,550,550,0,23,15,15,482,1,0,0,0,1,8,1,1,0,2,1,0,550
182,"SANT QUEEN MERRY J H SCHOOL BUNDU KATRA R. NO.2",405,369,0,774,207,193,0,400,388,0,15,17,13,335,2,0,0,0,0,12,0,0,0,0,0,6,400
183,"SANT QUEEN MERRY J H SCHOOL BUNDU KATRA R. NO.3",729,546,0,1275,338,255,0,593,525,0,22,54,49,435,3,0,0,0,0,22,0,0,0,6,1,1,593
184,"TEGOR BAL NIKETAN DIFENCE STET R.NO 1",656,531,0,1187,329,253,0,582,571,0,30,27,19,480,3,0,0,0,0,21,1,0,0,0,0,1,582
185,"TEGOR BAL NIKETAN DIFENCE STET R.NO 2",397,313,0,710,184,152,0,336,300,0,24,18,16,262,1,0,0,0,0,11,1,0,1,0,0,2,336
186,"N.C VAIDIK INTER COLLEGE KACHHIPURA R.NO.1",835,667,0,1502,661,432,0,1093,1093,0,39,188,58,763,2,1,1,1,3,9,2,2,7,9,0,8,1093
187,"N.C VAIDIK INTER COLLEGE KACHHIPURA R.NO.2",487,459,0,946,353,301,0,654,586,0,82,57,12,477,4,0,0,2,0,6,4,0,2,1,1,6,654
188,"N.C VAIDIK INTER COLLEGE KACHHIPURA R.NO.3",429,337,0,766,264,186,0,450,305,0,73,47,26,284,3,0,0,9,0,3,0,0,2,2,0,1,450
189,"N.C VAIDIK INTER COLLEGE KACHHIPURA R.NO.4",512,407,0,919,342,251,0,593,240,0,51,73,11,430,2,0,0,1,0,15,1,0,4,0,1,4,593
190,"N.C VAIDIK INTER COLLEGE KACHHIPURA R.NO.5",651,523,0,1174,445,332,0,777,771,0,152,164,65,358,3,0,1,4,0,14,1,0,12,0,1,2,777
191,"CHAVNI PRISHAD PRA.VI.NO 2 GOPICHANDRA SHIVHARE MARG SADAR BAJAR R.NO.1",508,426,0,934,323,236,0,559,506,0,43,203,12,284,2,0,0,6,0,3,0,0,1,1,1,3,559
192,"CHAVNI PRISHAD PRA.VI.NO 2 GOPICHANDRA SHIVHARE MARG SADAR BAJAR R.NO.2",428,398,0,826,331,286,0,617,535,0,41,156,26,366,0,0,0,15,0,8,1,1,1,0,0,2,617
193,"CHAVNI PRISHAD PRA.VI.NO 2 GOPICHANDRA SHIVHARE MARG SADAR BAJAR R.NO.3",449,378,0,827,325,251,0,576,14,0,29,156,15,246,7,0,0,106,0,3,2,2,3,3,0,4,576
194,"CHAVNI PRISHAD PRA.VI.NO 2 GOPICHANDRA SHIVHARE MARG SADAR BAJAR R.NO.4",429,409,0,838,306,261,0,567,146,0,20,221,11,302,1,0,0,0,0,4,1,2,1,0,4,0,567
195,"CHAVNI PRISHAD PRA.VI.NO.4 SOLANKI MARKET R.NO 1",694,612,0,1306,486,400,0,886,770,0,40,230,22,554,3,1,1,9,0,7,0,3,4,1,4,7,886
196,"CHAVNI PRISHAD PRA.VI.NO.4 SOLANKI MARKET R.NO 2",473,397,0,870,351,244,0,595,500,0,37,89,15,440,2,0,0,0,1,6,0,0,1,1,0,3,595
197,"CHAVNI PRISHAD PRA.VI.NO.4 SOLANKI MARKET R.NO 3",664,526,0,1190,346,265,0,611,596,0,47,110,13,420,3,0,0,0,0,5,2,1,3,1,2,4,611
198,"CHAVNI PRISHAD PRA.VI.NO.4 SOLANKI MARKET R.NO 4",622,521,0,1143,421,311,0,732,724,0,20,309,9,373,1,0,0,0,0,8,1,1,6,1,2,1,732
199,"CHAVNI PRISHAD PRA.VI.NO.4 SOLANKI MARKET R.NO 5",590,399,0,989,257,162,0,419,322,0,98,28,2,266,2,0,0,4,1,11,0,0,0,2,0,5,419
200,"PANCHSEEL INTER COLLEGE DEVRI ROAD R.NO.1 EAST PART",787,633,0,1420,446,378,0,824,799,0,21,401,14,321,7,0,1,1,2,14,2,2,2,26,4,6,824
201,"PANCHSEEL INTER COLLEGE DEVRI ROAD R.NO.2 EAST PAR",673,565,0,1238,380,270,0,650,249,0,13,177,15,396,4,1,1,0,2,2,6,4,6,9,6,8,650
202,"PANCHSEEL INTER COLLEGE DEVRI ROAD R.NO.3 EAST PART",173,91,0,264,89,50,0,139,137,0,7,60,0,67,0,0,0,0,0,2,0,0,0,3,0,0,139
203,"PANCHSEEL INTER COLLEGE DEVRI ROAD R.NO.4 EAST PART",660,512,0,1172,313,217,0,530,488,0,14,19,132,344,1,0,0,0,0,14,2,0,2,0,0,2,530
204,"PANCHSEEL INTER COLLEGE DEVRI ROAD R.NO.5 EAST PART",744,655,1,1400,504,406,0,910,581,0,29,395,37,398,1,0,0,0,1,33,3,1,2,8,1,1,910
205,"PANCHSEEL INTER COLLEGE DEVRI ROAD R.NO.6 WEST PART",652,583,0,1235,348,288,0,636,614,0,46,309,29,224,0,1,0,0,2,9,1,1,1,8,2,3,636
206,"PANCHSEEL INTER COLLEGE DEVRI ROAD R.NO.7 WEST PART",593,529,0,1122,362,300,0,662,645,0,19,394,14,209,3,0,0,0,0,3,0,0,1,13,3,3,662
207,"PANCHSEEL INTER COLLEGE DEVRI ROAD R.NO.8 WEST PART",637,539,0,1176,367,314,0,681,519,0,31,379,9,210,1,0,0,0,0,8,2,0,1,37,3,0,681
208,"PANCHSEEL INTER COLLEGE DEVRI ROAD R.NO.9 EAST PART",382,285,0,667,181,123,0,304,210,0,14,115,10,145,2,0,0,0,0,2,0,0,0,13,2,1,304
209,"PANCHSEEL INTER COLLEGE DEVRI ROAD R.NO.10 WEST PART",481,401,0,882,252,227,0,479,429,0,21,61,24,353,0,1,0,0,0,11,0,0,0,3,3,2,479
210,"HARIPYARI DEVI GIRLS DIGREE COLLEGE JANGJEET NAGAR RAJPUR CHUNGI R.NO 1",476,372,0,848,223,148,0,371,323,0,8,7,10,338,1,0,0,0,0,0,0,2,1,0,0,4,371
211,"HARIPYARI DEVI GIRLS DIGREE COLLEGE JANGJEET NAGAR RAJPUR CHUNGI R.NO 2",495,400,0,895,243,192,0,435,435,0,4,19,11,386,2,0,0,1,1,2,1,0,0,1,2,5,435
212,"HARIPYARI DEVI GIRLS DIGREE COLLEGE JANGJEET NAGAR RAJPUR CHUNGI R.NO 3",639,528,0,1167,383,314,0,697,500,0,19,19,17,626,4,0,1,0,1,6,1,0,0,0,0,3,697
213,"GYAN BHARTI I.C. JANGJEET NAGAR RAJPUR CHUNGI R.NO 1",428,393,0,821,290,251,0,541,528,0,22,93,12,398,2,0,0,0,0,2,3,1,2,1,1,4,541
214,"GYAN BHARTI I.C. JANGJEET NAGAR RAJPUR CHUNGI R.NO 2",870,691,0,1561,504,404,0,908,905,0,25,134,14,714,2,0,1,0,0,3,1,3,4,1,2,4,908
215,"GYAN BHARTI I.C. JANGJEET NAGAR RAJPUR CHUNGI R.NO 3",844,626,1,1471,381,290,0,671,671,0,25,28,32,570,0,1,0,0,1,8,0,0,0,1,3,2,671
216,"GYAN BHARTI I.C SHAMSHAHBAD ROAD R.NO. 1",858,618,0,1476,366,275,0,641,167,0,28,14,22,555,2,0,0,0,0,12,1,0,1,4,0,2,641
217,"GYAN BHARTI I.C SHAMSHAHBAD ROAD R.NO. 2",690,446,0,1136,319,158,0,477,369,0,10,20,8,424,2,1,0,0,0,5,2,0,1,2,1,1,477
218,"GYAN BHARTI I.C SHAMSHAHBAD ROAD R.NO. 3",704,478,0,1182,327,239,0,566,450,0,28,12,23,469,3,0,1,0,1,8,6,2,4,4,1,4,566
219,"GYAN BHARTI I.C SHAMSHAHBAD ROAD R.NO. 4",467,344,0,811,265,170,0,435,350,0,15,17,8,391,0,0,0,0,4,0,0,0,0,0,0,0,435
220,"GYAN BHARTI I.C SHAMSHAHBAD ROAD R.NO. 5",387,304,0,691,223,154,0,377,366,0,25,25,17,302,1,0,0,0,0,3,1,0,1,0,0,2,377
221,"DR. RAJENDRA PRASHAD I.C. RAJPUR CHUNGI R.NO. 1 EAST PART",617,568,0,1185,334,310,0,644,638,0,20,44,45,525,0,1,0,0,1,6,1,0,0,1,0,0,644
222,"DR. RAJENDRA PRASHAD I.C. RAJPUR CHUNGI R.NO. 2 EAST PART",874,670,0,1544,480,297,0,777,468,0,20,86,40,609,2,0,0,0,0,4,3,0,0,5,1,7,777
223,"DR. RAJENDRA PRASHAD I.C. RAJPUR CHUNGI R.NO. 3 EAST PART",434,374,0,808,206,169,0,375,154,0,23,5,32,307,0,0,0,0,0,6,0,0,0,2,0,0,375
224,"DR. RAJENDRA PRASHAD I.C. RAJPUR CHUNGI R.NO. 4 WEST PART",328,271,0,599,144,116,0,260,232,0,12,17,13,212,0,0,0,0,0,4,0,0,0,0,0,2,260
225,"DR. RAJENDRA PRASHAD I.C. RAJPUR CHUNGI R.NO. 5 WEST PART",334,260,0,594,177,133,0,310,310,0,18,150,20,118,0,0,0,0,0,2,0,0,0,0,0,2,310
226,"DR. RAJENDRA PRASHAD I.C. RAJPUR CHUNGI R.NO. 6 WEST PART",671,549,0,1220,356,293,0,649,598,0,32,64,71,463,6,0,0,0,0,6,0,2,0,0,0,5,649
227,"GYAN BHARTI G.I.C. LAXMI PURAM UKHARRA ROAD R.NO.1",975,761,0,1736,438,363,0,801,674,0,51,15,68,651,4,0,0,0,0,7,1,0,2,0,0,2,801
228,"GYAN BHARTI G.I.C. LAXMI PURAM UKHARRA ROAD R.NO.2",245,212,0,457,98,83,0,181,174,0,8,1,11,158,0,0,0,0,0,3,0,0,0,0,0,0,181
229,"GYAN BHARTI G.I.C. LAXMI PURAM UKHARRA ROAD R.NO.3",629,507,0,1136,381,291,0,672,110,0,25,25,41,561,5,0,0,1,0,6,1,0,2,1,0,4,672
230,"GYAN BHARTI G.I.C. LAXMI PURAM UKHARRA ROAD R.NO.4",522,436,0,958,359,291,0,650,625,0,19,54,20,541,1,0,0,0,0,5,1,0,0,4,2,3,650
231,"GYAN BHARTI G.I.C. LAXMI PURAM UKHARRA ROAD R.NO.5",362,282,0,644,235,160,0,395,392,0,12,81,13,272,2,0,0,0,0,7,0,3,0,1,2,2,395
232,"PRA.PA.K SCHOOL BAG RAJPUR R.NO 1",602,488,0,1090,438,318,0,756,281,0,19,259,39,419,1,0,1,0,1,3,1,2,4,1,1,5,756
233,"PRA.PA.K SCHOOL BAG RAJPUR R.NO 2",425,357,0,782,254,198,0,452,440,0,8,116,34,280,0,0,0,0,2,1,1,4,2,2,1,1,452
234,"S.R. PUBLIC SCHOOL BAG RAJPUR R.NO.1",530,386,0,916,310,173,0,483,471,0,8,71,22,354,7,2,0,1,0,2,3,1,5,1,1,5,483
235,"NEW SHARVOOD I.C. NEHRU INCLAVE R.NO 1 NORTH PART",597,460,0,1057,401,271,0,672,526,0,14,46,23,565,5,0,1,0,0,0,4,1,1,1,5,6,672
236,"NEW SHARVOOD I.C. NEHRU INCLAVE R.NO 2 NORTH PART",748,601,0,1349,440,338,0,778,724,0,47,83,31,599,3,0,0,0,0,6,2,2,0,0,2,3,778
237,"NEW SHARVOOD I.C. NEHRU INCLAVE R.NO 3 NORTH PART",503,451,0,954,350,303,0,653,470,0,30,57,36,505,0,0,0,0,0,16,1,1,0,1,0,6,653
238,"NEW SHARVOOD I.C. NEHRU INCLAVE R.NO 4 NORTH PART",579,467,1,1047,336,296,0,632,632,0,48,133,69,354,1,0,1,1,0,23,0,0,1,0,0,1,632
239,"NEW SHARVOOD I.C. NEHRU INCLAVE R.NO 5 NORTH PART",282,224,0,506,126,125,0,251,185,0,8,16,25,193,0,0,0,0,0,9,0,0,0,0,0,0,251
240,"NEW SHARVOOD I.C. NEHRU INCLAVE R.NO 6 SOUTH PART",505,399,0,904,242,185,0,427,426,0,9,37,17,348,2,0,0,0,0,12,0,0,0,0,0,2,427
241,"NEW SHARVOOD I.C. NEHRU INCLAVE R.NO 7 SOUTH PART",460,392,0,852,279,228,0,507,486,0,16,49,18,418,0,0,0,0,0,3,0,0,0,0,0,3,507
242,"NEW SHARVOOD I.C. NEHRU INCLAVE R.NO 8 SOUTH PART",639,575,0,1214,376,336,0,712,615,0,34,48,38,576,3,0,0,0,0,5,0,2,1,2,1,2,712
243,"GYAN BHARTI KANYA INTER COLLEGE SHAHEED NAGAR R.NO.1",485,308,0,793,254,90,0,344,254,0,9,249,70,7,0,0,0,0,1,0,0,0,6,1,1,0,344
244,"GYAN BHARTI INTER COLLEGE SHAHEED NAGAR R.NO 2",572,361,0,933,261,70,0,331,30,0,16,240,56,7,1,0,0,1,0,0,1,1,6,0,2,0,331
245,"GYAN BHARTI INTER COLLEGE SHAHEED NAGAR R.NO 3",689,487,0,1176,412,226,0,638,412,0,23,431,154,18,0,1,1,0,0,0,0,0,4,3,1,2,638
246,"GYAN BHARTI INTER COLLEGE SHAHEED NAGAR R.NO 4",895,706,0,1601,552,448,0,1000,930,0,32,446,60,420,3,2,0,1,0,4,8,2,4,5,4,9,1000
247,"GYAN BHARTI INTER COLLEGE SHAHEED NAGAR R.NO 5",640,564,0,1204,363,322,0,685,322,0,36,474,32,124,1,1,0,0,0,2,0,0,8,6,1,0,685
248,"GYAN BHARTI INTER COLLEGE SHAHEED NAGAR R.NO 6",217,187,0,404,140,100,0,240,240,0,24,161,28,23,0,0,0,0,0,2,0,0,0,1,0,1,240
249,"GYAN BHARTI INTER COLLEGE SHAHEED NAGAR R.NO 7",482,334,0,816,222,109,0,331,312,0,11,227,38,45,1,0,0,0,0,3,0,0,2,1,3,0,331
250,"SHARIMATI SHANTI DEVI PUBLIC SCHOOL GOVER CHOKI R.NO 1",482,358,0,840,310,196,0,506,402,0,17,362,19,94,0,0,1,0,0,1,1,0,1,5,2,3,506
251,"SHARIMATI SHANTI DEVI PUBLIC SCHOOL GOVER CHOKI R.NO 2",659,517,0,1176,475,291,0,766,760,0,21,210,31,473,4,0,1,0,0,3,7,0,10,3,1,2,766
252,"SHARIMATI SHANTI DEVI PUBLIC SCHOOL GOVER CHOKI R.NO 3",808,587,0,1395,374,238,0,612,503,0,11,128,33,408,4,1,0,0,1,1,4,5,5,1,1,9,612
253,"L.B. GARDAN KANYA VIDHALAY DINESH NAGAR R.NO. 1",700,566,0,1266,412,282,0,694,661,0,6,466,18,177,0,0,1,0,0,10,4,0,3,4,0,5,694
254,"L.B. GARDAN KANYA VIDHALAY DINESH NAGAR R.NO. 2",630,546,0,1176,439,323,0,762,707,0,16,115,32,555,8,1,0,0,1,3,7,1,14,3,1,5,762
255,"L.B. GARDAN KANYA VIDHALAY DINESH NAGAR R.NO. 3",491,429,0,920,301,226,0,527,490,0,15,42,31,414,3,0,0,0,1,4,6,5,1,1,1,3,527
256,"BODDA SATYA VIDHAPEETH GOVER CHOKI R.NO.1",823,621,0,1444,441,285,0,726,691,0,12,95,33,561,2,0,0,0,0,1,3,6,5,4,0,4,726
257,"BODDA SATYA VIDHAPEETH GOVER CHOKI R.NO.2",753,678,0,1431,459,367,0,826,825,0,6,133,26,622,9,1,0,1,1,1,4,5,6,4,2,5,826
258,"BODDA SATYA VIDHAPEETH GOVER CHOKI R.NO.3",701,539,0,1240,356,246,0,602,602,0,11,256,28,280,4,2,0,0,0,2,4,3,6,1,3,2,602
259,"BODDA SATYA VIDHAPEETH GOVER CHOKI R.NO.4",261,201,0,462,162,118,0,280,119,0,13,112,35,115,1,0,0,0,0,2,1,1,0,0,0,0,280
260,"NAGAR MAHA KANYA PRA.PA M P PURA R.NO 1",691,563,0,1254,456,326,0,782,112,0,10,162,35,544,4,0,1,1,0,7,0,2,6,3,5,2,782
261,"NAGAR MAHA KANYA PRA.PA M P PURA R.NO 2",671,530,0,1201,424,308,0,732,530,0,17,17,72,598,8,0,1,0,0,2,4,2,7,2,0,2,732
262,"NAGAR MAHA KANYA PRA.PA M P PURA R.NO 3",432,341,0,773,238,207,0,445,348,0,10,4,20,395,4,1,0,0,0,1,2,0,3,1,1,3,445
263,"BE.PRA.VI.M P PURA R.NO.1",436,358,0,794,279,215,0,494,250,0,14,7,26,434,1,0,0,0,1,0,2,3,2,2,0,2,494
264,"NAGAR MAHA.INTER COLLEGE PURANI MANDI R.NO1",611,525,0,1136,220,243,0,463,463,0,1,107,69,278,0,0,0,0,0,7,0,0,0,0,0,1,463
265,"NAGAR MAHA INTER COLLEGE PURANI MANDI R NO.2",746,372,0,1118,156,109,0,265,222,0,4,56,35,162,0,0,1,0,1,5,0,0,0,1,0,0,265
266,"NAGAR MAHA INTER COLLEGE PURANI MANDI R NO.3",784,596,0,1380,465,253,0,718,538,0,38,71,91,494,6,2,0,0,0,5,3,0,1,4,1,2,718
267,"NAGAR MAHA INTER COLLEGE PURANI MANDI R NO.4",522,432,0,954,275,215,0,490,470,0,16,36,65,354,1,0,1,0,1,1,2,0,4,3,3,3,490
268,"NAGAR MAHA INTER COLLEGE PURANI MANDI R NO.5",289,217,0,506,133,62,0,195,182,0,7,34,19,128,1,0,0,0,0,1,1,1,1,0,0,2,195
269,"NAGAR MAHA INTER COLLEGE PURANI MANDI R NO.6",665,515,0,1180,379,235,0,614,600,0,27,42,30,507,1,0,1,0,0,4,0,0,0,0,0,2,614
270,"NAGAR MAHA INTER COLLEGE PURANI MANDI R NO.7",305,219,0,524,179,120,0,299,299,0,8,28,11,245,1,1,0,0,0,1,0,0,0,1,1,2,299
271,"K.D.P.J.H. SCHOOL CHOKINDARA TAJGANJ R.NO 1 EAST PART",564,429,0,993,294,188,0,482,482,0,20,311,25,111,0,0,2,0,2,1,2,1,1,3,2,1,482
272,"K.D.P.J.H. SCHOOL CHOKINDARA TAJGANJ R.NO 2 EAST PART",498,383,0,881,289,163,0,452,320,0,13,135,24,261,1,3,0,1,0,0,3,0,5,1,2,3,452
273,"K.D.P.J.H. SCHOOL CHOKINDARA TAJGANJ R.NO 3 EAST PART",673,603,0,1276,362,234,0,596,566,0,4,384,42,142,6,1,0,0,1,2,0,1,0,1,2,10,596
274,"K.D.P.J.H. SCHOOL CHOKINDARA TAJGANJ R.NO 4 WEST PART",488,438,0,926,255,194,0,449,319,0,7,379,19,34,1,0,0,1,1,1,0,2,0,2,2,0,449
275,"K.D.P.J.H. SCHOOL CHOKINDARA TAJGANJ R.NO 5 WEST PART",404,384,0,788,164,129,0,293,290,0,10,179,17,76,4,1,1,0,0,0,0,1,2,1,1,0,293
276,"K.D.P.J.H. SCHOOL CHOKINDARA TAJGANJ R.NO 6 WEST PART",500,409,0,909,331,228,0,559,559,0,5,336,32,171,2,0,0,0,0,4,1,2,3,1,2,0,559
277,"K.D.P.J.H. SCHOOL CHOKINDARA TAJGANJ R.NO 7 WEST PART",496,324,0,820,197,119,0,316,244,0,5,260,13,34,0,0,0,0,0,0,0,0,0,2,2,0,316
278,"BHARTIY VIDHAPEETH H.SE.SCHOOL VIBHAV NAGAR R.NO.1",694,616,0,1310,452,449,0,901,558,0,34,403,53,395,1,0,0,0,0,5,3,0,4,0,1,2,901
279,"BHARTIY VIDHAPEETH H.SE.SCHOOL VIBHAV NAGAR R.NO.2",534,522,0,1056,343,315,0,658,20,0,42,77,19,480,2,0,2,0,0,30,0,0,0,0,0,6,658
280,"BHARTIY VIDHAPEETH H.SE.SCHOOL VIBHAV NAGAR R.NO.3",645,569,0,1214,207,341,0,548,270,0,29,62,21,426,1,0,0,0,0,7,0,0,0,0,0,2,548
281,"BHARTIY VIDHAPEETH H.SE.SCHOOL VIBHAV NAGAR R.NO.4",341,330,0,671,159,139,0,298,206,0,20,46,10,214,0,0,0,1,0,6,0,0,1,0,0,0,298
282,"BHARTIY VIDHAPEETH H.SE.SCHOOL VIBHAV NAGAR R.NO.5",538,459,0,997,250,196,0,446,280,0,25,97,29,284,0,0,0,0,0,8,0,0,0,0,2,1,446
