"Polling Station",,"Total No of Electors",,,,"Voters Turnout",,,,,,"Candidate ID and Name",,,,,,,,,,,,,,,,,,,,,,,,
"Part No","Part Name",Male,Female,Other,"Total No. of electors",Male,Female,Other,Total,"No of voters identifying using EPIC","Tendered Voter","1 - LALITESH PATI TRIPATHI","2 - SAMUDRA BIND","3 - SURENDRA SINGH PATEL","4 - ANUPRIYA SINGH PATEL","5 - AJAD","6 - JITTOO RAM RATNA","7 - JEERA BHARTI","8 - BRIJESH KUMAR RAI","9 - BHAGWAN DAS","10 - RADHESHYAM INSAN","11 - VINEET SAHAI","12 - SHIVRAJ SAHNI","13 - SANTOSH KUMAR","14 - SARVESH DUBEY","15 - SUKCHARA NAND URF AALOO BABA","16 - ASHOK KUMAR","17 - ADESH TYAGI","18 - DR. KARNAIL SINGH","19 - GIRJA SHANKAR URF CHUNMUN","20 - DEVI","21 - RAJA RAM","22 - RAM MURAT","23 - HINCHH LAL","24 - None of the Above","Total Votes Secured"
160,PIPARAWAR,382,361,0,743,276,258,0,534,534,0,174,131,33,138,4,1,1,2,0,1,7,2,4,2,6,10,6,1,1,1,2,4,0,3,534
161,CHAUKHADA,600,554,0,1154,410,379,0,789,6,0,259,111,43,318,4,3,1,3,2,1,7,0,4,4,5,15,4,1,0,1,1,1,0,1,789
162,RAMAPUR-38,521,473,0,994,337,322,0,659,659,0,264,112,59,147,3,1,6,3,1,2,10,2,4,3,5,18,4,0,1,3,1,5,2,3,659
163,DARABAN,719,652,0,1371,505,423,0,928,12,0,211,224,44,367,6,4,5,2,3,3,4,3,11,2,4,13,4,0,0,4,3,9,0,2,928
164,BHITI,450,395,0,845,305,281,0,586,525,0,127,239,5,164,2,2,6,0,1,1,2,0,7,2,8,5,1,3,1,4,0,3,1,2,586
165,DADARA,500,450,0,950,310,258,0,568,480,0,124,134,65,215,4,0,1,1,1,0,0,2,3,1,5,4,0,1,0,1,1,1,1,3,568
166,DADARA,424,392,2,818,287,255,0,542,535,0,71,113,33,288,0,0,1,4,1,3,2,0,2,4,1,5,2,1,3,0,0,5,0,3,542
167,LOOSA,477,445,0,922,285,271,0,556,378,0,71,171,16,230,2,5,3,5,1,4,5,3,5,4,5,13,1,2,0,1,0,3,2,4,556
168,LOOSA,663,599,1,1263,427,368,0,795,780,0,70,305,58,288,2,2,1,3,1,2,2,2,4,4,1,7,10,2,3,10,2,7,6,3,795
169,ATARI,506,474,0,980,351,317,0,668,668,0,280,99,18,210,9,3,2,4,0,4,2,3,2,2,3,14,2,3,1,0,1,5,1,0,668
170,MATIHANI,804,699,0,1503,475,409,0,884,884,0,317,155,59,291,5,6,6,2,2,1,4,2,2,4,5,5,5,4,2,0,0,5,0,2,884
171,SEMARI,423,378,0,801,301,209,0,510,510,0,151,86,135,87,8,3,2,3,0,1,2,1,3,2,3,15,1,0,1,2,1,0,2,1,510
172,SARSO,475,437,1,913,281,255,0,536,536,0,103,180,63,108,5,9,2,5,6,0,2,3,3,2,4,5,4,7,3,4,0,8,4,6,536
173,KARAJI,493,414,0,907,294,244,0,538,20,0,78,48,85,251,2,9,4,1,1,1,2,3,6,5,4,16,0,3,0,3,1,7,3,5,538
174,KARAJI,451,383,0,834,261,207,0,468,468,0,45,21,51,285,4,3,1,2,1,2,1,1,9,3,1,15,2,3,2,3,0,5,3,5,468
175,DHOBAHI,588,535,0,1123,431,404,0,835,45,0,304,325,83,77,5,8,4,0,0,0,3,2,3,1,6,8,2,0,0,0,2,1,1,0,835
176,"BHUILI KHAS",824,684,0,1508,529,344,0,873,65,0,186,122,281,181,9,2,0,5,3,2,3,4,6,4,3,24,1,8,4,6,1,8,3,7,873
177,"BHUILI KHAS",765,681,0,1446,462,378,0,840,840,0,110,113,145,386,7,7,3,3,1,2,14,4,6,8,3,8,2,1,0,1,2,7,4,3,840
178,"BHUILI KHAS",276,273,0,549,174,165,0,339,250,0,71,21,53,142,5,3,1,3,2,1,4,2,6,6,4,4,0,0,0,3,0,6,0,2,339
179,DAULATABAD,716,641,0,1357,460,345,0,805,32,0,144,352,31,176,7,4,1,5,4,2,7,9,3,4,12,16,3,2,0,3,3,3,2,12,805
180,RAMAPUR,433,386,0,819,310,256,0,566,20,0,168,46,252,45,3,0,2,2,0,4,1,2,3,8,1,14,1,2,4,0,1,2,0,5,566
181,MANIKAPUR,249,234,0,483,194,174,0,368,26,0,179,67,5,92,5,1,3,0,0,1,1,3,0,1,0,3,3,1,0,1,2,0,0,0,368
182,MAHUAAWARI,487,462,0,949,359,298,0,657,21,0,113,63,13,386,7,2,0,1,2,2,1,8,4,1,4,3,5,9,4,16,3,8,1,1,657
183,SURAHA,656,585,0,1241,361,274,0,635,469,0,118,145,37,287,3,4,4,3,1,1,3,7,2,1,3,5,2,0,0,4,0,2,2,1,635
184,SURAHA,248,220,0,468,156,148,0,304,62,0,20,98,11,142,4,2,2,1,1,3,0,3,0,0,4,5,0,1,0,1,0,3,2,1,304
185,SURAHA,336,292,0,628,171,120,0,291,31,0,65,81,23,93,3,3,2,2,0,0,2,2,0,0,4,4,1,1,3,1,1,0,0,0,291
186,AMADAHA,380,345,0,725,236,195,0,431,12,0,19,120,81,148,1,3,1,1,0,1,2,27,2,3,3,7,1,1,0,2,1,4,0,3,431
187,ALHUAA,364,311,0,675,232,210,0,442,15,0,78,144,19,154,3,3,1,1,0,0,1,4,2,0,3,6,2,4,1,3,3,4,3,3,442
188,DOHARI,427,389,0,816,317,282,0,599,5,0,22,326,142,68,5,3,1,0,0,3,1,1,1,6,4,5,1,1,2,3,0,2,2,0,599
189,JIGANA,472,405,0,877,348,267,0,615,56,0,93,170,88,203,3,6,1,5,2,4,2,2,4,4,2,13,2,2,0,3,1,0,1,4,615
190,HUSENPUR,312,273,0,585,214,199,0,413,15,0,23,116,59,179,1,3,0,2,0,0,3,1,5,2,5,3,0,1,0,2,0,6,1,1,413
191,KUDARAN,746,688,0,1434,602,402,0,1004,70,0,118,336,50,341,6,4,3,3,7,6,8,9,14,7,11,31,4,7,1,3,1,14,5,15,1004
192,MUJEDIH,324,268,0,592,236,186,0,422,26,0,38,99,26,194,9,0,1,0,0,1,0,3,1,4,3,9,2,6,2,8,3,6,2,5,422
193,GHATAMPUR,503,486,0,989,366,314,0,680,32,0,90,124,46,329,11,9,2,1,1,0,5,4,0,3,3,2,5,5,2,4,2,23,3,6,680
194,BARBAKPUR,280,270,0,550,201,179,0,380,40,0,29,56,67,211,0,1,0,3,1,0,2,0,2,1,0,1,0,1,1,0,1,0,2,1,380
195,POUNI,826,699,0,1525,557,456,0,1013,202,0,128,162,132,532,7,5,3,2,4,1,5,5,3,0,1,3,1,1,1,7,0,7,2,1,1013
196,BHAOUGATIDEI,751,656,0,1407,530,407,0,937,745,0,84,242,113,407,8,4,1,7,1,1,5,5,4,8,4,12,4,2,3,7,0,10,3,2,937
197,BHOUGATIDEI,402,347,0,749,270,217,0,487,458,0,55,87,75,246,2,3,0,1,0,0,0,2,2,1,1,3,0,0,0,3,0,4,0,2,487
198,MIRAPUR,537,506,0,1043,381,330,0,711,45,0,93,120,70,386,4,2,1,2,2,4,3,3,4,1,1,2,1,2,1,0,0,6,2,1,711
199,MOHIUDDINPUR,580,520,0,1100,401,301,0,702,698,0,40,46,13,519,6,5,2,3,0,3,1,0,8,2,0,11,2,1,4,6,2,16,5,7,702
200,DHURIYA,786,663,0,1449,539,432,0,971,12,0,30,425,164,249,8,0,2,6,2,4,5,4,31,3,5,12,2,2,4,2,3,2,4,2,971
201,WARADIH,826,697,0,1523,479,428,0,907,66,0,169,267,68,321,7,7,2,3,2,4,4,2,4,0,7,8,3,7,1,5,1,10,3,2,907
202,AHAROURA,540,481,0,1021,371,308,0,679,678,0,117,76,13,364,7,8,9,4,0,1,4,6,10,10,1,18,2,0,2,6,3,10,1,7,679
203,AHROURA,396,329,0,725,256,211,0,467,25,0,162,2,29,243,7,2,0,2,0,0,1,3,2,1,1,1,2,0,2,3,0,2,1,1,467
204,AHROURA,549,474,0,1023,371,248,0,619,14,0,135,4,30,432,4,0,0,1,1,0,1,1,2,1,0,4,0,0,0,0,0,1,0,2,619
205,AHROURA,851,684,0,1535,548,355,0,903,763,0,345,45,45,404,4,4,4,5,0,0,0,1,2,4,2,6,6,2,1,7,5,5,1,5,903
206,AHROURA,792,590,0,1382,465,349,0,814,784,0,334,160,69,180,4,3,4,0,0,1,4,3,7,3,3,19,6,4,1,3,0,2,3,1,814
207,AHROURA,882,707,0,1589,546,395,0,941,939,0,117,36,149,554,4,4,3,8,4,3,3,4,6,8,3,12,2,3,3,1,2,4,3,5,941
208,"NAYADIH AHROURAQ",778,619,0,1397,461,344,0,805,804,0,136,119,99,394,4,5,5,3,0,1,6,5,4,4,2,5,2,0,2,1,1,3,2,2,805
209,AHROURA,517,465,0,982,309,275,0,584,582,0,177,58,39,247,3,3,3,3,1,0,3,1,4,3,6,2,7,2,1,5,2,9,1,4,584
210,AHROURA,444,387,0,831,234,199,0,433,433,0,180,56,50,126,3,1,2,0,0,0,4,0,2,1,0,4,0,0,0,0,0,3,1,0,433
211,AHROURA,773,676,0,1449,523,420,0,943,62,0,72,176,26,544,16,6,3,6,1,9,9,11,13,9,2,5,4,3,3,9,3,9,0,4,943
212,AHROURA,802,695,0,1497,479,388,0,867,45,0,89,292,91,325,8,4,2,5,2,3,2,7,10,4,5,10,0,2,0,1,0,2,2,1,867
213,AHROUHA,603,511,0,1114,372,322,0,694,694,0,100,143,21,301,8,5,4,3,2,6,5,2,9,6,7,26,5,4,1,3,2,11,7,13,694
214,AHROURA,773,678,0,1451,492,356,0,848,18,0,119,22,31,604,1,3,1,8,3,0,5,3,10,0,3,9,0,4,0,6,3,8,2,3,848
215,AHROURA,454,358,0,812,302,201,0,503,470,0,73,5,40,361,1,1,0,1,0,0,3,1,0,0,0,2,1,0,1,1,0,9,1,2,503
216,AHRORURA,562,492,0,1054,455,198,0,653,399,0,70,34,31,485,5,1,4,0,0,0,0,1,1,0,3,6,2,0,0,4,2,1,1,2,653
217,LATIFPUR,528,472,0,1000,310,298,0,608,10,0,24,238,42,201,6,8,4,1,5,6,6,4,6,7,7,18,0,5,1,0,0,13,3,3,608
218,MADAPUR,299,273,0,572,212,174,0,386,386,0,36,72,111,125,2,2,1,0,2,1,3,4,2,0,3,8,1,2,2,0,0,6,1,2,386
219,MADARPUR,538,444,0,982,368,270,0,638,93,0,35,184,54,323,12,10,5,1,1,0,1,0,1,1,1,1,0,3,0,2,1,2,0,0,638
220,DADO,648,551,0,1199,410,337,0,747,237,0,57,103,289,158,11,12,4,6,0,5,16,2,6,4,5,6,5,6,15,8,0,16,4,9,747
221,KHAJAGIPUR,534,449,0,983,369,193,0,562,10,0,93,167,20,239,3,3,0,0,2,1,2,4,1,0,4,4,3,1,1,2,2,7,0,3,562
222,KHAJAGIPUR,498,423,0,921,279,226,0,505,112,0,63,116,49,213,4,1,1,9,2,0,2,4,2,4,4,12,0,2,0,2,2,5,0,8,505
223,JUDAEI,596,511,0,1107,421,335,0,756,16,0,160,143,30,363,7,2,1,2,3,4,1,5,6,9,2,6,2,1,2,0,0,4,1,2,756
224,BELAKHARA,734,559,0,1293,430,380,0,810,810,0,62,277,68,312,9,4,6,3,1,2,2,5,7,6,9,14,0,4,0,2,3,6,2,6,810
225,BELAKHARA,775,691,0,1466,419,328,0,747,20,0,111,46,74,385,9,8,5,7,3,4,8,0,6,4,6,7,5,7,4,16,2,15,2,13,747
226,"MANIKAPUR PASHCHIMI",614,492,0,1106,393,281,0,674,30,0,121,177,93,187,9,5,8,1,4,2,7,0,2,2,3,1,14,7,3,4,3,15,5,1,674
227,"MANIKAPUR PASHCHIMI",303,264,0,567,197,178,0,375,26,0,32,205,47,47,1,6,7,2,1,0,5,2,0,4,0,2,3,2,0,1,0,4,2,2,375
228,"MANIKAPUR PURVI",791,639,0,1430,449,386,0,835,10,0,41,438,16,264,5,5,10,1,0,1,4,3,3,2,9,9,3,3,2,2,3,4,1,6,835
229,WAIRAMPUR,171,138,0,309,110,73,0,183,172,0,9,10,10,136,1,1,1,0,0,2,0,3,1,1,1,2,0,0,2,1,1,0,0,1,183
230,WAIRAMPUR,736,557,0,1293,403,317,0,720,20,0,67,110,20,443,9,1,2,3,0,0,2,3,4,4,3,6,2,4,2,10,3,8,3,11,720
231,SHEKHWA,410,376,0,786,325,248,0,573,20,0,145,187,63,117,6,1,3,2,2,4,2,3,0,2,9,10,2,1,1,1,1,4,2,5,573
232,"RAMPUR DABAHI",562,418,0,980,329,269,0,598,300,0,39,203,5,299,8,3,0,2,3,1,1,3,4,3,5,5,1,2,0,2,0,5,1,3,598
233,"RAMPUR DABAHI",576,471,0,1047,385,248,0,633,63,0,93,58,74,326,8,2,1,4,0,1,4,3,6,3,5,16,2,1,1,6,3,9,4,3,633
234,BINDANPURVA,628,532,0,1160,477,377,0,854,160,0,102,498,25,174,3,2,3,4,2,2,2,0,2,2,5,5,1,4,1,1,1,7,2,6,854
235,SARIYA,689,531,0,1220,359,257,0,616,45,0,147,61,169,186,1,2,2,2,0,3,1,1,5,7,2,17,0,0,1,1,0,2,2,4,616
236,SARIYA,322,276,0,598,207,167,0,374,2,0,72,2,17,267,1,0,0,2,0,0,1,1,1,0,1,2,0,0,0,3,0,3,0,1,374
237,EKLI,410,382,0,792,277,250,0,527,17,0,20,123,43,324,5,2,0,0,0,0,0,0,1,1,2,0,1,1,2,0,1,1,0,0,527
238,ROHANHAR,333,294,0,627,243,197,0,440,439,0,11,186,107,95,2,0,0,1,2,2,0,5,2,6,1,7,0,4,1,3,1,1,1,2,440
239,JASHAWA,279,285,0,564,189,191,0,380,244,0,16,178,16,134,4,0,0,0,3,0,2,1,0,1,3,1,2,3,1,0,1,8,3,3,380
240,MAHULI,525,437,0,962,360,285,0,645,17,0,155,124,21,299,5,2,1,1,2,2,2,2,5,2,3,9,0,5,0,2,0,3,0,0,645
241,SONPUR,779,701,0,1480,561,471,0,1032,495,0,266,361,49,267,7,1,3,3,3,0,3,1,5,8,15,19,2,8,2,1,1,1,1,5,1032
242,PATIHATA,563,504,0,1067,438,346,0,784,60,0,25,226,87,397,4,2,2,1,3,1,3,2,4,4,3,6,1,1,2,2,0,4,1,3,784
243,PATIHATA,784,661,0,1445,485,395,0,880,880,0,158,83,266,302,10,6,4,3,1,2,4,2,3,1,1,3,2,8,9,4,1,3,2,2,880
244,PATIHATA,540,407,0,947,314,258,0,572,154,0,89,132,79,220,3,3,0,0,1,0,2,2,5,1,3,8,0,4,1,3,4,6,2,4,572
245,PATIHATA,784,540,0,1324,503,334,0,837,45,0,314,30,201,242,3,3,1,4,0,2,3,1,3,6,3,9,2,0,2,0,0,6,1,1,837
246,"IMILIYA KALA",507,432,0,939,308,245,0,553,82,0,147,61,66,249,2,0,2,5,1,1,3,2,1,1,1,4,0,2,0,1,0,4,0,0,553
247,"IMIYA KALA",320,277,0,597,234,184,0,418,416,0,46,35,57,262,0,2,0,1,0,0,0,1,2,0,1,0,0,1,0,4,3,3,0,0,418
248,BABHANI,374,333,0,707,249,201,0,450,448,0,56,77,8,261,2,0,1,5,0,1,4,2,3,6,1,7,3,0,0,3,4,2,2,2,450
249,"ATROULI KALA",423,374,0,797,325,245,0,570,440,0,32,84,34,411,2,0,0,2,0,0,0,0,1,0,0,0,0,3,0,0,0,1,0,0,570
250,"ATROULI KHURD",295,303,0,598,179,198,0,377,12,0,38,46,6,268,1,1,0,3,1,0,0,2,4,2,1,1,0,0,0,1,0,2,0,0,377
251,"SONEBARSHA KHURD",521,452,0,973,274,259,0,533,13,0,47,59,29,351,1,3,0,0,2,1,2,2,3,4,1,2,0,2,1,5,3,8,1,6,533
252,KHANJADIPUR,420,361,0,781,225,222,0,447,10,0,98,113,16,201,0,1,0,7,1,0,2,0,1,1,1,2,0,0,1,1,0,1,0,0,447
253,"VISHUNPURA JARAHA",294,273,0,567,195,184,0,379,60,0,16,25,9,306,2,0,1,0,1,1,0,3,4,0,1,3,2,0,0,4,0,1,0,0,379
254,CHOUKIYA,688,605,0,1293,423,348,0,771,45,0,124,192,17,381,3,3,2,0,1,2,3,3,9,2,1,9,1,3,2,4,2,2,2,3,771
255,JANGALBAHAL,783,672,0,1455,402,311,0,713,528,0,98,106,47,280,15,11,7,6,3,7,18,13,30,7,8,32,3,2,2,4,3,2,2,7,713
256,"JANGAL MAHAL",624,468,1,1093,132,103,0,235,3,0,17,151,5,43,0,1,1,1,0,0,0,1,0,0,0,2,0,6,1,1,0,2,0,3,235
257,JANGALMAHAL,416,342,0,758,119,73,0,192,44,0,6,124,17,22,2,2,0,0,0,0,4,2,1,1,1,3,0,1,0,1,0,1,2,2,192
258,BANIMILIYA,817,654,0,1471,576,442,0,1018,756,0,98,669,37,105,6,2,1,0,2,4,2,3,4,7,21,20,1,5,4,1,0,9,4,13,1018
259,BANIMILIYA,457,375,0,832,298,184,0,482,433,0,21,166,6,238,8,1,1,0,0,2,10,2,3,1,0,2,0,5,1,2,3,5,1,4,482
260,BAHAREWA,396,342,0,738,276,225,0,501,125,0,31,256,41,107,4,5,0,0,1,0,6,2,7,3,0,10,2,2,3,0,2,7,4,8,501
261,SAMUDAWA,515,447,0,962,321,301,0,622,180,0,62,268,32,208,8,1,1,0,0,2,1,5,5,4,4,13,0,0,3,1,0,2,1,1,622
262,DHAUHA,702,555,0,1257,377,256,0,633,633,0,98,67,86,308,9,4,3,3,0,1,5,2,6,4,7,6,3,1,1,2,0,10,1,6,633
263,DHAUHA,529,436,0,965,310,255,0,565,12,0,76,202,33,189,7,2,4,1,0,0,3,1,5,5,7,9,4,1,1,2,1,6,4,2,565
264,BIJURAHI,327,299,0,626,230,198,0,428,4,0,71,124,2,160,7,1,0,2,1,3,3,4,7,1,2,10,2,5,1,4,3,5,6,4,428
265,BADAGANW,724,659,0,1383,480,445,0,925,917,0,124,582,17,123,8,6,1,3,3,1,4,1,6,2,4,11,4,2,0,1,3,2,6,11,925
266,KUSUMAHI,574,465,0,1039,356,251,0,607,12,0,131,103,141,203,3,0,1,2,1,1,1,1,0,0,3,2,0,0,0,0,1,6,6,1,607
267,BHEDI,734,651,0,1385,521,434,0,955,10,0,113,235,160,382,10,4,2,9,0,0,2,2,6,1,2,8,3,3,1,2,0,3,0,7,955
268,KANAWAHI,314,285,0,599,193,172,0,365,63,0,80,49,24,188,2,2,3,3,0,0,1,2,0,2,2,5,1,0,0,0,1,0,0,0,365
269,BARADIH,691,560,0,1251,400,329,0,729,103,0,99,124,73,348,9,4,4,3,2,2,5,1,6,2,3,13,9,1,1,3,0,7,3,7,729
270,CHATURBHUJPUR,383,327,0,710,266,204,0,470,470,0,90,82,33,233,0,2,0,3,1,3,3,0,1,1,2,7,1,1,0,2,0,3,1,1,470
271,BALLIPUR,410,320,0,730,263,222,0,485,82,0,98,35,146,141,6,5,1,3,1,3,7,2,3,3,3,12,0,1,1,1,2,4,3,4,485
272,MADAFA,495,456,0,951,333,287,0,620,65,0,77,282,53,147,3,0,2,1,0,0,3,0,3,3,3,6,6,9,1,3,1,9,2,6,620
273,"DULAHA DAUL",392,314,0,706,210,149,0,359,359,0,15,213,83,26,2,2,0,0,1,1,0,0,1,1,2,5,0,1,2,1,0,1,0,2,359
274,CHHITAMAPUR,443,429,1,873,341,292,0,633,633,0,58,268,58,158,1,1,3,2,1,0,2,0,3,4,3,7,4,21,9,11,2,9,2,6,633
275,PIPARAHI,486,444,0,930,374,224,0,598,10,0,67,29,124,322,7,6,3,1,1,1,2,1,6,3,2,8,2,3,1,1,1,4,1,2,598
276,LAHAURA,485,444,0,929,341,292,0,633,633,0,172,123,23,233,11,4,4,1,3,4,7,1,6,3,2,13,0,2,0,3,0,5,5,8,633
277,GOGADARA,560,526,0,1086,465,319,0,784,781,0,175,220,69,156,11,5,7,4,4,4,4,10,15,11,14,26,8,10,5,8,1,5,5,7,784
278,GOLHANPUR,438,383,0,821,310,286,0,596,63,0,55,325,121,56,1,1,1,0,1,1,2,1,1,1,1,8,0,9,1,0,0,1,5,4,596
279,GOLHANAPUR,484,412,0,896,352,302,0,654,595,0,164,46,245,150,3,0,1,1,0,1,3,2,4,3,2,13,4,1,1,2,0,5,2,1,654
280,"TENDUAA KALA",556,478,0,1034,353,332,0,685,541,0,69,294,79,196,4,1,3,2,2,1,3,3,2,3,3,4,1,2,0,1,0,8,3,1,685
281,NUNAUTI,803,728,0,1531,547,492,0,1039,25,0,93,354,44,370,4,6,5,8,5,5,9,0,9,4,8,34,4,7,6,6,4,22,10,22,1039
282,NUNAUTI,752,646,0,1398,429,290,0,719,320,0,180,172,43,212,10,2,0,3,2,2,12,2,8,9,9,29,2,1,1,6,2,6,3,3,719
283,BADAGAWA,824,709,0,1533,569,474,0,1043,390,0,78,122,90,684,5,4,1,5,2,2,3,4,8,1,1,2,2,3,1,7,4,12,1,1,1043
284,BADAGAWA,188,176,0,364,139,133,0,272,210,0,15,161,8,62,1,0,0,1,0,0,1,0,1,4,1,5,4,3,1,0,0,2,0,2,272
285,"KOOVA KHURD",677,604,0,1281,412,365,0,777,453,0,180,197,18,354,4,0,0,3,3,1,0,0,2,0,1,0,4,2,0,0,0,6,1,1,777
286,"KOOVA KHURD",379,306,0,685,207,169,0,376,142,0,35,77,10,213,1,0,0,2,0,1,1,0,2,1,0,2,7,3,1,3,2,12,2,1,376
287,"KOOVA KALA",409,374,0,783,327,245,0,572,20,0,241,94,42,142,4,3,2,2,2,2,2,1,2,4,3,11,3,1,0,0,1,3,2,5,572
288,"RAMAPUR SAKTESHAGARH",667,583,0,1250,356,287,0,643,600,0,259,113,38,163,6,5,3,1,2,1,2,3,2,4,3,22,6,0,0,2,3,2,0,3,643
289,"RAMAPUR SAKTESHAGARH",294,256,0,550,191,136,0,327,72,0,101,36,37,125,5,1,1,1,0,0,1,0,2,1,3,4,1,1,0,0,1,5,0,1,327
290,"RAMAPUR SAKTESHAGARH",904,659,0,1563,563,458,0,1021,167,0,193,490,47,179,6,0,1,6,2,11,13,4,7,3,8,21,3,4,3,2,2,6,2,8,1021
291,KHAMHAJAMATI,524,467,0,991,350,319,0,669,669,0,169,160,30,265,4,0,8,1,2,2,3,2,3,3,2,11,1,0,0,1,0,1,0,1,669
292,"BALUAA BAJAHUR",450,406,0,856,295,257,0,552,552,0,66,244,11,176,4,2,1,1,1,3,6,5,1,5,5,8,1,3,0,1,0,5,1,2,552
293,GOBARADAHA,626,563,0,1189,419,364,0,783,30,0,257,85,22,318,18,4,1,2,3,4,5,10,4,2,5,18,4,1,2,3,1,13,0,1,783
294,JAUGARH,751,638,0,1389,457,391,0,848,844,0,145,191,242,155,3,4,0,3,1,2,3,1,9,7,3,25,4,6,15,8,4,6,3,8,848
295,LALAPUR,265,241,0,506,174,158,0,332,332,0,130,46,2,117,4,0,0,0,0,1,6,3,2,1,2,6,4,0,0,1,2,4,0,1,332
296,BAKIYABAD,851,340,0,1191,358,147,0,505,505,0,48,126,5,313,1,0,0,3,2,0,0,0,0,3,0,1,1,0,0,0,0,0,1,1,505
297,JAMUHAR,761,669,0,1430,527,442,0,969,15,0,260,6,80,556,10,4,3,6,1,1,1,1,7,3,1,6,2,2,0,3,2,9,2,3,969
298,JAMUHAR,740,657,0,1397,465,427,0,892,162,0,203,269,65,283,8,9,2,2,1,1,4,2,5,2,1,2,3,5,5,2,5,8,2,3,892
299,BAKIYABAD,803,628,0,1431,412,338,0,750,748,0,188,228,50,218,9,8,2,2,3,0,1,2,2,1,5,6,5,3,1,5,6,1,3,1,750
300,NUAAW,571,503,0,1074,424,332,0,756,327,0,34,27,12,661,3,2,0,6,0,0,0,0,1,0,1,2,0,1,0,3,0,3,0,0,756
301,NUAAW,587,448,0,1035,393,271,0,664,662,0,130,133,31,354,2,0,1,0,0,0,1,0,0,1,0,2,1,1,0,1,1,3,1,1,664
302,KADAWA,305,270,0,575,213,175,0,388,20,0,28,0,13,337,1,0,2,0,0,0,0,0,0,1,0,1,0,1,1,1,0,2,0,0,388
303,SILAUDI,189,174,0,363,127,109,0,236,65,0,74,10,4,135,0,0,1,0,1,0,0,1,0,1,0,1,3,0,0,1,0,1,0,3,236
304,GAURA,529,457,0,986,368,294,0,662,620,0,172,180,21,263,3,2,4,1,1,0,0,0,0,2,0,0,0,5,0,1,2,4,0,1,662
305,DARIYAPUR,492,421,0,913,319,257,0,576,225,0,60,130,13,335,3,0,0,2,0,1,0,0,0,1,1,4,1,5,1,6,4,6,0,3,576
306,FIROJAPUR,510,461,0,971,324,260,0,584,584,0,71,81,31,354,3,0,0,0,2,0,0,0,2,2,2,2,2,3,2,12,1,12,0,2,584
307,SHRIPUR,426,410,0,836,296,269,0,565,8,0,63,187,140,141,6,4,13,0,0,0,2,0,1,0,0,2,0,0,1,0,0,3,1,1,565
308,"HINAUTI MAFI",693,604,0,1297,474,375,0,849,10,0,33,188,124,466,1,3,2,3,0,1,2,4,0,0,2,2,1,2,0,3,0,10,0,2,849
309,GOTHAURA,573,497,0,1070,394,319,0,713,713,0,90,210,183,160,4,6,6,3,0,3,2,5,2,5,8,14,2,1,2,1,1,5,0,0,713
310,KODIYAKALA,824,709,0,1533,519,472,0,991,53,0,276,220,35,386,7,4,2,0,1,2,5,8,6,5,3,14,4,1,1,1,0,6,0,4,991
311,"BISHORA KHURD",510,426,0,936,343,287,0,630,63,0,59,243,21,259,3,2,0,0,2,1,3,7,4,1,5,11,0,0,0,2,1,4,0,2,630
312,SHIVPUR,255,218,0,473,159,143,0,302,20,0,26,30,9,209,1,1,0,4,1,0,2,1,0,1,0,3,1,2,0,0,3,3,0,5,302
313,HAJIPUR,731,563,0,1294,401,293,0,694,12,0,94,80,68,405,3,2,5,9,2,0,1,1,3,5,2,4,0,2,1,2,0,1,2,2,694
314,BABHANI,655,556,0,1211,393,355,0,748,18,0,37,110,30,460,9,2,6,5,1,2,2,31,8,3,2,13,3,1,1,4,1,10,1,6,748
315,SHUTIHAR,748,669,0,1417,449,378,0,827,26,0,119,147,34,509,0,1,1,3,1,0,0,0,1,0,0,0,3,0,0,4,0,3,1,0,827
316,PATHROURA,655,572,0,1227,394,316,0,710,36,0,272,43,76,241,10,3,4,2,0,0,0,3,0,1,1,2,5,1,1,2,8,15,5,15,710
317,MOHAMMADBAD,326,276,0,602,184,160,0,344,20,0,57,39,31,196,1,2,0,2,0,0,0,2,0,0,1,2,0,2,0,2,0,4,1,2,344
318,GHURAHUPUR,422,368,0,790,256,202,0,458,12,0,18,68,41,301,3,0,0,8,0,0,2,2,3,1,1,2,0,0,1,0,0,3,1,3,458
319,GARAUDI,761,523,0,1284,374,315,0,689,45,0,414,83,88,81,1,0,1,7,0,0,0,0,1,0,1,6,2,0,0,1,0,2,0,1,689
320,GARAUDI,455,347,0,802,262,208,0,470,466,0,76,20,14,305,1,3,5,2,0,1,3,1,5,1,3,7,2,0,1,2,3,13,0,2,470
321,"BISAURA KALA",893,633,0,1526,412,259,0,671,644,0,271,30,92,236,1,2,1,4,1,1,1,0,0,1,0,4,6,2,2,4,2,6,1,3,671
322,GARAUDI,487,380,0,867,302,216,0,518,501,0,103,70,25,277,6,2,0,3,1,1,3,1,2,1,1,3,3,2,2,6,1,3,0,2,518
323,BADABHUELI,743,688,0,1431,543,501,0,1044,425,0,91,68,41,776,2,4,3,7,3,3,3,5,6,0,3,6,5,1,0,3,5,7,0,2,1044
324,ADALAHAT,678,579,0,1257,441,332,0,773,766,0,87,105,29,513,1,1,0,2,1,1,2,1,1,2,1,6,1,1,1,1,1,11,0,4,773
325,BAREW,693,580,0,1273,484,379,0,863,860,0,129,79,33,565,8,6,4,4,2,0,3,2,2,0,0,7,3,1,2,2,1,6,2,2,863
