"Polling Station",,"Total No of Electors",,,,"Voters Turnout",,,,,,"Candidate ID and Name",,,,,,,,,,,,,,
"Part No","Part Name",Male,Female,Other,"Total No. of electors",Male,Female,Other,Total,"No of voters identifying using EPIC","Tendered Voter","1 - BAL KUMAR PATEL ALIAS RAJKUMAR","2 - BHAIRON PRASAD MISHRA","3 - RAMCHANDRA SARAS","4 - VIVEK KUMAR SINGH","5 - R. K. SINGH PATEL","6 - AMAR SINGH RATHAUR","7 - PAPPU YADAV","8 - PRABHAKAR PRASAD","9 - VISHVAMBHAR NATH","10 - MO. SAGEER","11 - SUSHEELA SINGH","12 - NARENDRA KUMAR SHRIVASTAVA","13 - VIJAY PRAKASH","14 - None of the Above","Total Votes Secured"
156,"PRATHMIK VIDYALAY BADHAWARA - CENRAL PART",361,304,0,665,199,190,0,389,343,0,17,204,7,4,129,2,1,0,1,0,3,3,11,7,389
157,"PRATHMIK VIDYALAY DEVKALI - CENTRAL PART",612,525,0,1137,433,299,0,732,586,0,431,92,5,3,148,3,4,3,3,6,2,10,3,19,732
158,"PRATHMIK VIDYALAY JAMAHILI - CENTRAL PART",167,159,0,326,110,106,0,216,150,0,104,38,2,2,51,3,1,0,0,1,1,4,3,6,216
159,"PRATHMIK VIDYALAY PAIKORAMAFI - CENTRAL PART",274,233,0,507,185,172,0,357,249,0,208,25,7,3,104,1,1,0,3,1,1,0,1,2,357
160,"PRATHMIK VIDYALAY BASILA - CENTRAL PART",647,569,0,1216,388,306,0,694,586,0,157,104,4,189,190,2,1,2,5,6,2,7,14,11,694
161,"PRATHMIK VIDYALAY DARIYAPURWA MAJRA ATAULIMAFI",561,491,0,1052,304,253,0,557,550,0,156,102,4,26,243,2,1,4,4,2,2,5,4,2,557
162,"PRATHMIK VIDYALAY KUI - CENTRAL PART",600,493,0,1093,342,322,0,664,388,0,30,213,6,16,356,3,2,3,3,2,4,3,8,15,664
163,"PRATHMIK VIDYALAY BYASBANNA - CENTRAL PART",201,176,0,377,127,129,0,256,256,0,10,126,6,2,95,2,2,1,0,3,0,1,3,5,256
164,"PRATHMIK VIDYALAY BALAPUR KHALASA - CETRAL PART",413,360,0,773,230,294,0,524,314,0,51,65,0,5,368,4,2,2,12,1,1,5,4,4,524
165,"PRATHMIK VIDYALAY BUDHA - CENTRAL PART",716,537,0,1253,324,328,0,652,536,0,286,113,9,15,187,2,0,4,2,15,3,2,4,10,652
166,"PRATHMIK VIDYALAY KANTHIPUR - CENTRAL PART",493,421,0,914,325,257,0,582,288,0,131,109,13,24,250,2,0,1,24,2,4,9,3,10,582
167,"UPPER PRATHMIK VIDYALAY KANTHIPUR - CENTRAL PART",355,282,0,637,193,164,0,357,342,0,62,69,0,5,192,3,0,1,5,4,0,2,3,11,357
168,"UPPER PRATHMIK VIDYALAY CHAKAUNDH - CENTRAL PART",583,491,0,1074,360,313,0,673,662,0,103,265,12,22,256,4,0,0,1,1,1,3,2,3,673
169,"PRATHMIK VIDYALAY BHARAKURRA - NORTH PART",430,387,0,817,269,274,0,543,529,0,18,295,14,12,161,1,5,1,1,2,3,5,10,15,543
170,"PRATHMIK VIDYALAY BHUIHARIMAFI - CENTRAL PART",581,492,0,1073,331,254,0,585,347,0,266,156,9,6,123,2,2,1,0,2,3,4,3,8,585
171,"PRATHMIK VIDYALAY ITRAUR - CENTRAL PART",345,279,0,624,267,214,0,481,406,0,172,106,3,8,181,2,1,1,2,0,1,0,1,3,481
172,"PRATHMIK VIDYALAY CHAKAJAFAR-CENTRAL PART",516,429,0,945,338,261,0,599,487,0,145,241,16,21,149,4,2,1,1,4,0,4,4,7,599
173,"UPPER PRATHMIK VIDYALAY RAGAULI - NORTH  PART",644,530,0,1174,401,318,0,719,691,0,68,346,20,11,222,4,5,1,3,6,9,4,5,15,719
174,"UPPER PRATHMIK VIDYALAY RAGAULI - SOUTH PART",245,192,0,437,115,94,0,209,112,0,16,86,2,5,87,1,2,1,1,1,0,2,3,2,209
175,"PRATHMIK VIDYALAY CHHECHHARIYA KHURD EAST PART",421,340,0,761,213,180,0,393,271,0,46,202,11,3,122,1,1,0,4,0,0,0,2,1,393
176,"PRATHMIK VIDYALAY CHHECHHARIYA KHURD - WEST PART",446,384,1,831,249,193,0,442,280,0,87,161,9,3,158,5,1,1,1,2,3,3,3,5,442
177,"PRATHMIK VIDYALAY ANANDPUR MAJARA CHHECHHARIYA KHURD - CENTRAL PART",507,414,0,921,306,266,0,572,565,0,272,137,8,10,110,8,0,3,1,2,2,4,5,10,572
178,"PRATHMIK VIDYALAY LAUDHIYA KHURD - CENTRAL PART",637,528,0,1165,405,321,0,726,417,0,173,287,18,11,186,4,7,6,2,6,3,5,5,13,726
179,"PRATHMIK VIDYALAY SAPAHA - CENTRAL PART",624,527,0,1151,430,311,0,741,722,0,194,162,3,5,343,6,0,1,2,2,4,5,6,8,741
180,"UPPER PRATHMIK VIDYALAY KASAHAI FIRST - NORTH PART",527,446,0,973,360,286,0,646,646,0,179,313,11,11,101,3,3,0,2,3,4,3,4,9,646
181,"UPPER PRATHMIK VIDYALAY KASAHAI FIRST - SOUTH PART",414,338,0,752,284,182,0,466,303,0,88,259,10,12,81,2,2,1,0,0,2,1,1,7,466
182,"PRATHMIK JVIDYALAY KASAHAI FIRST - NORTH PART",532,476,0,1008,289,307,0,596,563,0,43,69,6,42,397,5,3,1,6,2,1,0,10,11,596
183,"PRATHMIK VIDYALAY KUNJANPURWA MAJRA KASAHAI - NORTH PART",665,565,0,1230,308,328,0,636,580,0,51,154,4,18,385,1,1,2,4,3,3,4,2,4,636
184,"PRATHMIK VIDYALAY KUNJANPURWA MAJRA KASAHAI - SOUTH PART",637,490,0,1127,343,299,0,642,639,0,50,374,10,31,152,8,1,3,2,0,1,3,1,6,642
185,"PRATHMIK VIDYALAY NAIDUNIYA MAJRA KASAHAI - CENTRAL PART",491,417,0,908,250,241,0,491,487,0,42,177,8,18,211,8,1,3,9,2,1,1,1,9,491
186,"PRATHMIK VIDYALAY BANAWARIPUR - CENTRAL PART",244,195,0,439,160,129,0,289,261,0,53,45,1,2,183,1,0,0,1,0,0,2,1,0,289
187,"UPPER PRATHMIK VIDYALAY BANKAT - NORTH PART",807,640,0,1447,395,311,0,706,698,0,137,429,12,14,70,3,4,0,6,5,3,5,5,13,706
188,"UPPER PRATHMIK VIDYALY BANKAT- SOUTH PART",370,264,0,634,173,93,0,266,251,0,85,141,3,3,29,1,0,0,1,0,0,0,1,2,266
189,"PRATHMIK JVIDYALAY BANKAT - EAST PART",713,555,0,1268,328,228,0,556,432,0,81,110,7,11,314,4,0,0,3,5,2,5,4,10,556
190,"PRATHMIK VIDYALAY BANKAT - WEST PART",673,551,0,1224,326,248,0,574,322,0,163,331,12,8,23,1,2,3,3,4,0,6,11,7,574
191,"UPPER PRATHMIK VIDYALAY BANDHUIN - CENTRAL PART",382,338,0,720,256,259,0,515,480,0,137,114,10,5,226,4,5,1,1,0,1,2,2,7,515
192,"PRATHMIK VIDYALAY LODHAWARA - CENTRAL PART",665,561,0,1226,425,308,0,733,518,0,130,255,16,12,272,11,3,2,5,0,3,7,10,7,733
193,"UPPER PRATHMIK VIDYALAY LODHAWARA - CENTRAL PART",263,270,0,533,100,116,0,216,208,0,15,64,0,19,112,1,1,0,0,1,1,0,0,2,216
194,"PRATHMIK VIDYALAY CHHIPANI BAHAR KHEDA - CENTRAL PART",484,427,0,911,308,248,0,556,302,0,197,76,3,13,250,2,0,0,1,0,1,4,1,8,556
195,"PRATHMIK VIDYALY BARAWARA - CENTRAL PART",550,482,0,1032,376,263,0,639,577,0,108,247,10,6,231,7,3,1,4,0,2,3,7,10,639
196,"PRATHMIK VIDYALAY KHAJURIHA - CENTRAL PART",375,302,0,677,217,188,0,405,300,0,181,161,7,1,25,0,2,1,0,2,0,3,4,18,405
197,"PRATHMIK VIDYALAY KADIKHEDA - CENTRAL PART",533,482,0,1015,341,297,0,638,638,0,136,155,10,38,283,4,2,1,1,1,0,0,1,6,638
198,"PRATHMIK VIDYALAY SABHAPUR TARANW - CENTRAL PART",221,194,0,415,180,144,0,324,324,0,135,90,2,3,86,2,0,0,0,1,1,1,1,2,324
199,"PRATHMIK VIDYALAY TAMRAVANI - NORTH PART",394,354,0,748,234,222,0,456,424,0,4,274,12,9,121,3,3,0,12,0,2,5,4,7,456
200,"PRATHMIK VIDYALAY SHITALPUR - CENTRAL PART",92,61,0,153,59,38,0,97,55,0,1,49,2,1,44,0,0,0,0,0,0,0,0,0,97
201,"PRATHMIK JVIDYALAY DUBARI - CENTRAL PART",342,269,0,611,213,185,0,398,390,0,66,173,9,21,108,1,0,2,0,4,0,3,1,10,398
202,"PRATHMIK VIDYALYA REHUTA - CENTRAL PART",445,416,0,861,286,253,0,539,340,0,250,146,5,3,95,3,5,3,1,2,2,6,8,10,539
203,"UPPER PRATHMIK VIDYALAY  REHUTA - NORTH PART",350,287,0,637,181,132,0,313,150,0,248,45,4,2,6,0,1,0,0,1,1,2,0,3,313
204,"PRATHMIK VIDYALAY BHABHAUR - SOUTH PART",713,631,0,1344,393,305,0,698,698,0,194,167,8,6,260,7,2,2,4,8,2,12,10,16,698
205,"PRATHMIK VIDYALAY USARI PURWA MAJRA BHABHAUR - CENTRAL PART",299,256,0,555,209,174,0,383,326,0,248,65,2,14,44,3,0,2,1,0,0,0,0,4,383
206,"PRATHMIK VIDYALAY MAKARI PALDEV - CENTRAL PART",461,408,0,869,269,246,0,515,515,0,187,152,11,12,101,2,1,2,1,4,4,7,10,21,515
207,"PRATHMIK VIDYALAY CHILLIMAFI - CENTRAL PART",510,407,0,917,296,244,0,540,502,0,159,181,11,5,134,3,2,3,2,4,7,5,7,17,540
208,"PRATHMIK VIDYALAY AIRANMAFI-CENTRAL PART",268,209,0,477,158,128,0,286,269,0,100,146,2,3,20,1,0,0,1,0,2,3,5,3,286
209,"PRATHMIK VIDYALAY RMAYAPUR-CENTRAL PART",731,513,0,1244,404,325,0,729,650,0,88,528,11,4,82,1,0,0,0,0,1,1,3,10,729
210,"PRATHMIK VIDYALAY HINAUTAMAFI-CENTRAL PART",677,498,0,1175,293,267,0,560,335,0,132,289,17,10,77,3,4,1,4,2,3,3,8,7,560
211,"PRATHMIK VIDYALAY VEERA-CENTRAL PART",310,262,0,572,182,179,0,361,361,0,53,99,6,3,186,1,0,2,2,1,1,0,2,5,361
212,"UPPER PRATHMIK VIDYALAY ITKHARI-EAST PART",491,401,0,892,314,280,0,594,592,0,148,206,12,9,171,2,2,2,22,2,4,1,5,8,594
213,"UPPER PRATHMIK VIDYALAY ITKHARI-WEST PART",417,339,0,756,265,252,0,517,517,0,80,239,13,51,78,2,1,2,34,0,1,4,4,8,517
214,"PRATHMIK VIDYALAY KADARGANJ-CENTRAL PART",519,416,0,935,236,193,0,429,417,0,193,121,17,19,56,1,1,1,0,3,1,3,3,10,429
215,"PRATHMIK VIDYALAY BARAMAFI-WEST PART",685,605,0,1290,391,272,0,663,552,0,324,182,5,11,115,3,5,2,1,3,1,2,5,4,663
216,"PRATHMIK VIDYALAY GADHIGHAT-CENTRAL PART",502,421,0,923,222,156,0,378,378,0,157,120,11,11,55,2,3,1,2,1,2,3,2,8,378
217,"PRATHMIK VIDYALAY DOMANKHERA-CENTRAL PART",405,347,0,752,227,212,0,439,438,0,214,106,4,6,90,3,2,1,3,1,0,1,1,7,439
218,"PRATHMIK VIDYALAY DAHINI-CENTRAL PART",357,286,0,643,220,143,0,363,285,0,190,115,2,3,28,2,1,2,0,2,1,3,2,12,363
219,"UPPER PRATHMIK VIDYALAY KHUMANIPURWA MAJRA DAHINI-CENTRAL PART",295,236,0,531,160,175,0,335,302,0,8,219,3,3,91,2,1,1,0,0,0,1,2,4,335
220,"PRATHMIK VIDYALAY PAHADIBUJURGSANI-CENTRAL PART",486,373,0,859,298,221,0,519,516,0,178,194,4,28,73,2,0,3,2,3,2,3,4,23,519
221,"PRATHMIK VIDYALAY SAHADEV KA PURWA MAJRA BHAISAUNDHA-CENTRAL PART",691,624,0,1315,279,366,0,645,578,0,467,60,3,0,90,2,2,1,0,0,0,3,2,15,645
222,"PRATHMIK VIDYALAY VANSHIPUR MAJRA BHAISAUNDHA-CENTRAL PART",434,417,0,851,266,250,0,516,346,0,142,69,2,7,259,4,1,1,1,11,4,1,5,9,516
223,"PRATHMIK VIDYALAY BHAISAUNDHA PART 1--CENTRAL PART",475,415,0,890,204,250,0,454,308,0,184,136,3,6,104,4,1,0,0,0,3,4,1,8,454
224,"PRATHMIK VIDYALAY BHAISAUNDHA PART 2-WEST PART",436,389,0,825,211,202,0,413,381,0,99,152,3,3,128,3,0,4,1,0,2,3,4,11,413
225,"UPPER PRATHMIK VIDYALAY BHAISAUNDHA-CENTRAL PART",368,297,0,665,212,165,0,377,313,0,38,187,9,7,113,3,0,2,2,1,2,2,5,6,377
226,"PRATHMIK VIDYALAY BAGLAI-CENTRAL PART",773,627,0,1400,411,373,0,784,783,0,290,239,13,6,194,3,5,7,6,1,3,1,7,9,784
227,"PRATHMIK VIDYALAY GOPALPUR-CENTRAL PART",288,229,0,517,168,137,0,305,300,0,92,117,8,47,30,6,0,1,0,2,0,1,0,1,305
228,"PRATHMIK VIDYALAY PURWA TARAUNHA-NORTH PART",581,450,0,1031,342,238,0,580,556,0,45,380,9,11,119,1,0,1,1,2,1,0,4,6,580
229,"PRATHMIK VIDYALAY PURWA TARAUNHA-SOUTH PART",506,432,0,938,288,239,0,527,487,0,99,77,4,17,310,3,1,4,1,2,1,4,0,4,527
230,"PRATHMIK VIDYALAY CHANDRAGAHNA-WEST PART",339,309,0,648,243,192,0,435,433,0,104,192,4,7,104,2,2,0,3,5,2,1,3,6,435
231,"PRATHMIK VIDYALAY NARAYANPUR-SOUTH PART",353,309,0,662,207,188,0,395,354,0,135,117,7,12,117,0,0,1,0,0,0,2,2,2,395
232,"PRATHMIK VIDYALAY AMANPUR-NORTH PART",505,418,0,923,350,230,0,580,580,0,202,248,7,14,85,5,7,3,0,1,2,1,3,2,580
233,"PRATHMIK VIDYALAY TERIYA PURWA MAJRA AMANPUR-WEST PART",681,620,0,1301,468,404,0,872,867,0,181,489,26,22,102,8,2,2,9,4,2,4,2,19,872
234,"PRATHMIK VIDYALAY BHANBHAI-NORTH PART",693,594,0,1287,410,327,0,737,737,0,215,263,11,12,168,3,4,6,5,10,8,12,7,13,737
235,"PRATHMIK VIDYALAY AHMADGANJ-SOUTH PART",271,230,0,501,179,130,0,309,300,0,121,112,1,6,56,2,0,0,0,1,2,0,2,6,309
236,"PRATHMIK VIDYALAY PADARIMAFI-CENTRAL PART",650,570,1,1221,412,363,0,775,773,0,202,320,15,40,166,4,1,3,10,0,2,3,5,4,775
237,"PRATHMIK VIDYALAY CHAKLAGURUBABA-CENTRAL PART",369,290,0,659,213,145,0,358,259,0,33,139,5,5,159,1,0,0,1,2,2,0,6,5,358
238,"PRATHMIK VIDYALAY KALLA-NORTH PART",395,362,0,757,269,266,0,535,463,0,144,237,3,8,113,1,3,1,0,0,1,7,4,13,535
239,"PRATHMIK VIDYALAY RAIPURWAMAFI-WEST PART",704,646,0,1350,443,409,0,852,758,0,112,250,17,9,409,5,0,3,6,9,2,3,6,21,852
240,"PRATHMIK VIDYALAY PATHRAUDI-CENTRAL PART",731,608,0,1339,457,371,0,828,804,0,177,373,15,24,212,1,2,4,1,1,1,4,7,6,828
241,"PRATHMIK VIDYALAY TARAV-NORTH PART",738,616,0,1354,427,383,0,810,809,0,90,243,19,7,414,8,7,3,1,1,1,7,2,7,810
242,"PRATHMIK VIDYALAY TARAV-SOUTH PART",173,155,0,328,128,105,0,233,221,0,37,162,1,2,24,0,0,1,0,0,0,0,2,4,233
243,"PRATHMIK VIDYALAY BAIHAR-CENTRAL PART",538,451,0,989,329,275,0,604,600,0,336,98,6,6,144,1,1,4,1,1,1,2,2,1,604
244,"PRATHMIK VIDYALAY DADHIYA MAJRA PAHRA-CENTRAL PART",228,196,0,424,170,134,0,304,292,0,245,21,1,5,29,0,0,1,1,0,1,0,0,0,304
245,"PRATHMIK VIDYALAY BEEHAR MAJRA PAHRA-CENTRAL PART",333,286,0,619,276,227,0,503,451,0,79,274,6,22,98,3,2,2,1,3,0,1,12,0,503
246,"PRATHMIK VIDYALAY SEHRA MAJRA PAHRA-CENTRAL PART",349,324,0,673,218,172,0,390,377,0,262,36,13,18,50,1,1,0,0,2,1,0,1,5,390
247,"NAVEEN PRATHMIK VIDYALAY PAHRA-CENTRAL PART",491,397,0,888,239,195,0,434,434,0,99,149,3,20,137,2,0,4,0,1,3,7,2,7,434
248,"UPPER PRATHMIK VIDYALAY PAHRA-CENTRAL PART",646,591,0,1237,369,351,0,720,574,0,257,262,13,27,126,1,0,3,4,3,3,4,8,9,720
249,"PRATHMIK VIDYALAY BHIKHAMPUR-CENTRAL PART",245,208,0,453,183,142,0,325,325,0,215,66,10,9,10,0,0,0,1,1,1,2,1,9,325
250,"PRATHMIK VIDYALAY GOBARIYA BUJUG-CENTRAL PART",670,567,0,1237,405,323,0,728,727,0,213,366,29,26,47,3,9,5,4,3,1,3,4,15,728
251,"PRATHMIK VIDYALAY TITIHARA-EAST PART",466,342,0,808,256,206,0,462,461,0,9,329,15,6,94,2,1,1,0,0,0,1,1,3,462
252,"PRATHMIK VIDYALAY TITIHARA-WEST PART",461,398,0,859,288,216,0,504,502,0,29,336,7,1,100,2,3,3,9,2,1,3,3,5,504
253,"PRATHMIK VIDYALAY MAU  B  -CENTRAL PART",390,331,0,721,189,154,0,343,336,0,7,178,11,14,96,4,2,1,3,7,2,2,3,13,343
254,"PRATHMIK VIDYALAY DURJANPURWA MAJRA MAU B -CENTRAL PART",405,347,0,752,182,138,0,320,256,0,251,34,4,4,6,0,0,0,1,0,1,5,1,13,320
255,"UPPER PRATHMIK VIDYALAY MAU (B)-CENTRAL PART",415,319,0,734,196,141,0,337,335,0,211,76,8,2,27,1,2,1,1,0,1,1,2,4,337
256,"PRATHMIK VIDYALAY KAREDI KA PURWA SITUATED AMNAR KA PURWA MAJRA MAU(B)-CENTRAL PART",271,245,0,516,157,147,0,304,303,0,249,24,5,1,2,0,5,0,1,1,0,3,1,12,304
257,"PRATHMIK VIDYALAY KARARI-CENTRAL PART",500,422,0,922,304,248,0,552,552,0,235,106,3,7,172,6,0,1,4,1,0,2,3,12,552
258,"PRATHMIK VIDYALAY DHAURHARIMAFI-CENTRAL PART",671,578,0,1249,360,270,0,630,630,0,172,200,5,2,218,7,0,2,2,3,1,6,6,6,630
259,"PRATHMIK VIDYALAY CHAK BHATAURA-CENTRAL PART",244,221,0,465,135,108,0,243,179,0,37,194,4,0,1,1,1,0,0,0,0,1,2,2,243
260,"PRATHMIK VIDYALAY LOOK-CENTRAL PART",331,276,0,607,174,147,0,321,61,0,11,172,5,7,113,2,2,0,1,0,0,2,1,5,321
261,"UPPER PRATHMIK VIDYALAY PATODA - CENTRAL PART",621,538,0,1159,361,301,0,662,662,0,261,174,18,6,131,2,2,5,4,3,7,8,15,26,662
262,"PRATHMIK VIDYALAY AMILIHA - CENTRAL PART",555,472,0,1027,294,266,0,560,434,0,74,375,10,2,74,2,1,1,0,1,3,4,8,5,560
263,"PRATHMIK VIDYALAY SUDINPUR - CENTRAL PART",824,722,0,1546,486,429,0,915,728,0,162,383,14,15,277,16,1,6,4,2,4,2,7,22,915
264,"PRATHMIK VIDYALAY RAULIKALYANNPUR - EAST PART",736,635,0,1371,491,416,0,907,813,0,60,380,20,7,390,7,3,3,9,1,2,4,9,12,907
265,"PRATHMIK VIDYALAY RAULIKALYANPUR - WEST PART",406,354,0,760,244,195,0,439,425,0,31,226,6,4,160,4,0,0,1,0,1,1,3,2,439
266,"PRATHMIK VIDYALAY GADATIYAN PURWA MAJRA RAULIKALYANPUR - CENTRAL PART",516,411,0,927,297,176,0,473,427,0,82,237,17,14,86,0,3,2,3,1,3,7,5,13,473
267,"PRATHMIK VIDYALAY MAHADEVAN MAJRA RASIN - CENTRAL PART",772,663,0,1435,422,350,0,772,622,0,225,268,26,22,180,8,2,4,7,1,2,3,6,18,772
268,"PRATHMIK VIDYALAY BHADIYAI MAJRA RASIN - NORTH PART",146,132,0,278,89,89,0,178,172,0,73,9,1,2,83,3,0,0,1,0,0,3,0,3,178
269,"PRATHMIK VIDYALAY TAMARAR MAJRA RASIN - NORTH PART",484,411,0,895,281,199,0,480,477,0,297,67,6,5,72,1,2,3,4,3,2,3,4,11,480
270,"GOPAL HINDI SANKRIT MAHAVIDYALAY RASIN ROOM NO. -2",800,654,0,1454,419,330,0,749,698,0,97,250,13,14,307,5,3,3,10,6,6,5,15,15,749
271,"PRATHMIK VIDYALAY FATAPURWA MAJRA RASIN - CENTRAL PART",326,274,0,600,180,167,0,347,173,0,152,101,6,4,64,2,3,0,1,1,0,1,3,9,347
272,"RATAN NATH INTER COLLEGE RASIN ROOM NO. -4",730,580,0,1310,397,320,0,717,717,0,96,444,12,8,130,5,0,5,2,1,1,3,2,8,717
273,"PRATHMIK VIDYALAY BHAGAVATPUR - CENTRAL PART",506,395,0,901,310,246,0,556,556,0,182,102,10,25,204,0,2,2,3,5,1,5,5,10,556
274,"PRATHMIK VIDYALAY KOLAUNHA - CENTRAL PART",407,317,0,724,232,187,0,419,400,0,95,188,6,12,91,2,0,2,3,2,3,3,5,7,419
275,"PRATHMIK VIDYALAY BHAWANIPUR - CENTRAL PART`",301,254,0,555,181,149,0,330,271,0,115,120,4,7,55,19,1,1,1,0,0,1,3,3,330
276,"PRATHMIK VIDYALAY KHAMHARIYA - NORTH PART",632,448,0,1080,385,257,0,642,642,0,338,107,8,5,140,6,1,2,3,1,3,4,6,18,642
277,"PRATHMIK VIDYALAY KOLHUVAMAFI - SOUTH PART",62,51,0,113,41,36,0,77,77,0,61,5,1,1,6,0,1,0,0,0,1,0,0,1,77
278,"PRATHMIK VIDYALAY MANPUR - EAST PART",390,291,0,681,238,173,0,411,215,0,136,161,7,4,80,2,0,1,2,0,2,8,5,3,411
279,"PRATHMIK VIDYALAY BANDARI - WEST PART",354,300,0,654,222,195,0,417,338,0,18,181,8,6,163,4,4,3,0,2,5,11,6,6,417
280,"PRATHMIK VIDYALAY GHURETANPUR - SOUTH PART",592,489,0,1081,351,230,0,581,551,0,89,214,13,14,220,3,1,1,6,5,0,4,5,6,581
281,"PRATHMIK VIDYALAY GHURETANPUR - NORTH PART",484,444,0,928,247,185,0,432,355,0,228,41,4,0,110,3,0,1,1,0,7,7,4,26,432
282,"PRATHMIK VIDYALAY SIRKHORI - NORTH PART",183,147,0,330,105,108,0,213,158,0,14,122,8,2,49,2,1,0,0,0,0,3,5,7,213
283,"PRATHMIK VIDYALAY DHOLBAJA - CENTRAL PART",478,413,0,891,265,226,0,491,275,0,63,107,12,6,235,7,1,3,8,5,6,6,5,27,491
284,"UPPER PRATHMIK VIDYALAY MUKUNDPUR - CENTRAL PART",576,502,0,1078,251,372,0,623,511,0,384,52,1,6,139,3,1,3,3,2,5,5,9,10,623
285,"PRATHMIK VIDYALAY HARIHARPUR - NORTH PART",544,454,0,998,317,253,0,570,509,0,103,205,9,22,193,1,1,1,9,3,1,6,9,7,570
286,"PRATHMIK VIDYALAY KHARAIHA - CENTRAL PART",199,160,0,359,136,104,0,240,239,0,64,124,8,1,28,0,2,0,1,1,3,3,3,2,240
287,"UPPER PRATHMIK VIDYALAY DUGAWA - WEST PART",745,613,0,1358,446,358,0,804,801,0,182,324,27,8,201,1,2,4,7,8,11,8,5,16,804
288,"PRATHMIK VIDYALAY GODA - CENTRAL PART",567,450,0,1017,325,204,0,529,495,0,186,54,5,5,266,2,2,0,2,3,0,0,2,2,529
289,"PRATHMIK VIDYALAY GODA - SOUTH PART",393,310,0,703,224,161,0,385,383,0,30,111,7,15,212,5,1,2,1,0,0,0,0,1,385
290,"PRATHMIK VIDYALAY VIDARPURWA GODA - CENTRAL PART",361,324,0,685,230,158,0,388,305,0,96,79,2,6,186,1,1,1,2,0,2,1,4,7,388
291,"UPPER PRATHMIK VIDYALAY KORKRI MAJRA GONDA- CENTRAL PART",518,409,0,927,301,221,0,522,328,0,89,266,19,8,107,5,1,0,4,2,2,5,7,7,522
292,"PRATHMIK VIDYALAY AKABARPUR(B) - CENTRAL PART",556,492,0,1048,317,274,0,591,503,0,126,177,5,33,212,4,0,5,3,1,8,1,4,12,591
293,"UPPER PRATHMIK VIDYALAY BHARATKOOP  MAJRA AKABARPUR(B) - SOUTH PART",477,426,0,903,344,297,0,641,526,0,17,248,9,95,233,1,1,1,3,3,1,5,8,16,641
294,"UPPER PRATHMIK VIDYALAY BHATATKOOP MAJRA AKABARPUR(B) - NORTH PART",557,520,0,1077,367,325,0,692,691,0,60,223,8,34,323,9,2,2,2,1,5,7,7,9,692
295,"PRATHMIK VIDYALAY KHAPATIHA MAJRA BHARATPUR TARANV - CENTRAL PART",273,237,0,510,183,144,0,327,300,0,95,57,4,4,118,1,0,0,43,0,0,1,0,4,327
296,"PRATHMIK VIDYALAY BHARATPUR TARANVA - EAST PART",800,663,0,1463,396,250,0,646,602,0,198,284,13,17,108,0,0,2,5,2,0,3,7,7,646
297,"PRATHMIK VIDYALAY BHARATPUR TARANVA- WEST PART",404,342,0,746,217,157,0,374,307,0,54,82,7,11,172,4,0,1,26,2,3,2,2,8,374
298,"PRATHMIK VIDYALAY SABHAPUR SITUATED",323,277,0,600,193,135,0,328,186,0,69,172,12,5,55,0,1,1,2,0,1,0,5,5,328
299,"UPPER PRATHMIK VIDYALAY BARACHH SITUATED",274,245,0,519,159,145,0,304,280,0,2,273,4,2,16,0,0,0,0,0,0,0,4,3,304
300,"UPPER PRATHMIK VIDYALAY  MAINAHAIMAFI - CENTRAL PART",392,356,0,748,229,185,0,414,196,0,193,76,4,1,111,1,1,2,1,1,0,6,4,13,414
301,"PRATHMIK VIDYALAY BAUNA PURWA- CENTRAL PART",280,242,0,522,139,73,0,212,203,0,140,36,2,1,26,0,0,1,0,0,0,0,2,4,212
302,"PRATHMIK VIDYALAY SEMARIYA JAGNNATHWASI - CENTRAL PART",736,619,0,1355,415,322,0,737,688,0,93,361,21,9,210,7,3,1,5,0,0,5,6,16,737
303,"PRATHMIK VIDYALAY BHAGANPUR - SOUTH PART",439,332,0,771,250,186,0,436,239,0,158,160,9,3,85,3,0,1,1,4,2,2,2,6,436
304,"PRATHMIK VIDYALAY BALAPUR MAFI - EAS PART",373,301,0,674,230,152,0,382,382,0,116,102,4,8,141,1,1,2,3,0,1,1,0,2,382
305,"PRATHMIK VIDYALAY BANDARKOL - EAST PART",300,243,0,543,206,156,0,362,278,0,196,56,5,2,80,2,1,2,2,0,0,2,7,7,362
306,"PRATHMIK VIDYALAY CHHAPARAMAFI ROOM NO. 1",528,392,0,920,319,210,0,529,527,0,10,373,15,3,84,3,0,1,2,1,0,5,13,19,529
307,"PRATHMIK VIDYALAY CHHAPARAMAFI ROOM NO. 2",373,292,0,665,211,110,0,321,263,0,106,59,4,1,140,0,0,2,1,2,0,2,0,4,321
308,"PRATHMIK VIDYALAY THARRI - WEST PART",276,234,0,510,142,119,0,261,215,0,130,61,8,2,42,0,0,0,2,2,1,4,3,6,261
309,"PRATHMIK VIDYALAY BHARATHAUL - WEST PART",678,581,0,1259,418,364,0,782,779,0,126,343,10,14,258,3,0,0,1,3,1,3,3,17,782
310,"PRATHMIK VIDYALAY BIHARA - EAST PART",529,437,0,966,315,258,0,573,560,0,22,419,4,8,97,0,0,2,2,0,0,3,6,10,573
311,"PRATHMIK VIDYALAY BARAGADHA PURWA BIHARA - WEST PART",697,571,0,1268,418,271,0,689,669,0,148,265,22,19,146,9,2,3,6,13,3,8,30,15,689
