"Polling Station",,"Total No of Electors",,,,"Voters Turnout",,,,,,"Candidate ID and Name",,,,,,,,,,,,,,
"Part No","Part Name",Male,Female,Other,"Total No. of electors",Male,Female,Other,Total,"No of voters identifying using EPIC","Tendered Voter","1 - DR.BHOLA PANDEY","2 - RAVINDRA KUSHAWAHA","3 - RAVI SHANKER SINGH","4 - HARIBANSH SAHAI KUSHWAHA","5 - ONKAR SINGH","6 - OM PRAKASH RAJBHAR","7 - CHANDRA PRATAP SINGH","8 - FIROZ AKHTAR","9 - SHRIRAM CHAUDHARY","10 - DR SANJAY KR. SINGH","11 - RAM KRIPAL","12 - SIYARAM DAS","13 - SUSHANT RAJ PATHAK","14 - None of the Above","Total Votes Secured"
169,"P.S.AHIRAULI R.N.3",555,485,0,1040,282,296,0,578,577,0,16,170,332,20,0,13,1,1,1,3,3,7,2,9,578
170,S.B.D.J.H.S.MALIPUR,711,683,0,1394,344,382,0,726,723,0,50,416,120,77,4,15,1,2,2,7,7,0,7,18,726
171,P.S.URDAULI,719,652,0,1371,411,408,0,819,417,0,46,510,26,140,4,24,33,1,3,2,3,5,6,16,819
172,P.S.SAHALA,673,599,0,1272,347,310,0,657,656,0,58,413,79,72,1,14,5,0,1,0,1,3,3,7,657
173,"J.H.S. VISHUNPURA",645,548,0,1193,313,231,0,544,542,0,72,304,101,38,4,1,2,1,1,3,2,2,5,8,544
174,P.S.TATIL,409,331,0,740,211,172,0,383,380,0,76,71,14,197,3,14,1,1,0,0,1,1,1,3,383
175,"P.S.CHAMUKAM ALI",211,228,0,439,108,137,0,245,243,0,155,8,26,33,0,18,0,1,0,1,0,1,1,1,245
176,"J.H.S ATRAULI",299,275,0,574,186,195,0,381,380,0,46,97,60,148,2,14,10,0,1,0,0,0,0,3,381
177,P.S.BHANKARPUR,353,307,0,660,167,152,0,319,316,0,104,79,91,27,0,9,2,0,1,0,2,0,0,4,319
178,"P.S.BHATWA PANDEY",548,437,0,985,286,225,0,511,509,0,6,169,79,220,3,13,3,1,0,2,4,3,1,7,511
179,"P.S.DOL CHHAPRA R.N.1",448,397,0,845,276,199,0,475,474,0,23,408,13,13,0,5,1,0,0,1,8,0,1,2,475
180,"P.S.DOL CHHAPRA R.N.2",367,360,0,727,187,188,0,375,372,0,29,145,129,37,1,19,1,1,1,2,5,1,0,4,375
181,P.S.SAHAJAUR,504,386,0,890,255,209,0,464,462,0,14,260,18,129,4,25,0,0,0,0,0,3,2,9,464
182,P.S.MAJHAWLIYA,464,433,0,897,248,235,0,483,482,0,36,254,63,56,1,52,3,1,0,1,2,3,0,11,483
183,J.H.S.MAJHAWALIYA,272,214,0,486,151,92,0,243,240,0,8,188,19,14,0,11,0,1,0,0,0,0,1,1,243
184,P.S.BAURDIH,361,347,0,708,185,180,0,365,363,0,4,226,64,51,1,13,1,0,0,0,2,0,1,2,365
185,P.S.GAHODILA,214,180,0,394,129,107,0,236,234,0,21,173,12,10,2,14,1,0,0,0,2,0,1,0,236
186,"KANYA P.S.MADHOPUR",310,265,0,575,207,179,0,386,385,0,14,95,62,209,2,0,0,0,0,0,1,2,0,1,386
187,P.S.SAKRAPAR,190,168,0,358,108,106,0,214,211,0,0,76,1,136,1,0,0,0,0,0,0,0,0,0,214
188,P.S.AMAUNA,509,415,0,924,233,221,0,454,452,0,38,284,59,47,4,2,0,1,1,1,2,0,2,13,454
189,P.S.BHURSURI,515,449,0,964,264,266,0,530,529,0,24,254,243,1,0,2,0,0,0,0,1,2,3,0,530
190,"J.H.S.RAWATPAR AMETHIYA R.N.1",475,428,0,903,200,147,0,347,345,0,10,258,16,34,1,11,1,0,0,1,1,3,1,10,347
191,"J.H.S.RAWATPAR AMETHIYA R.N.2",653,539,0,1192,281,250,0,531,528,0,13,328,29,133,3,4,0,0,0,1,4,1,4,11,531
192,"P.S.RAWATPAR AMETHIYA R.N.1",381,308,0,689,150,149,0,299,297,0,18,140,92,33,1,3,1,0,1,1,6,0,1,2,299
193,"P.S.RAWATPAR AMETHIYA R.N.1",448,394,0,842,220,251,0,471,470,0,19,135,233,38,3,3,2,0,1,0,1,6,12,18,471
194,"P.S.RAWATPAR RAGHEN R.N.1",575,461,0,1036,242,214,0,456,453,0,27,329,48,32,1,9,0,1,1,0,0,0,5,3,456
195,"P.S.RAWATPAR RAGHEN R.N.2",626,521,0,1147,311,281,0,592,590,0,23,306,115,103,3,30,1,1,3,1,2,0,2,2,592
196,"P.S.RAMNAGAR R.N. 1",565,449,0,1014,296,223,0,519,516,0,70,336,40,35,1,6,10,1,4,0,5,1,3,7,519
197,"P.S.RAMNAGAR R.N. 2",674,578,0,1252,235,239,0,474,472,0,85,272,44,60,0,2,6,1,0,1,0,0,1,2,474
198,"P.S.RAMNAGAR R.N. 3",588,495,0,1083,299,298,0,597,596,0,27,143,196,162,5,31,7,2,1,0,5,7,1,10,597
199,"P.S.MATIYARA JAGDISH R.N.1",699,600,0,1299,322,292,0,614,612,0,13,263,260,61,4,1,0,0,0,0,2,0,2,8,614
200,"P.S.MATIYARA JAGDISH R.N.2",353,295,0,648,143,118,0,261,258,0,30,89,40,79,1,8,3,1,3,1,1,1,2,2,261
201,"P.S.DOGARI MISHRA",495,445,0,940,254,248,0,502,499,0,8,224,72,161,2,8,0,2,4,3,3,3,6,6,502
202,P.S.PATNEJI,502,423,0,925,224,228,0,452,451,0,61,336,26,11,0,4,1,0,2,1,0,0,3,7,452
203,"P.S.PARASI CHAKLAL R.N.1",716,621,0,1337,336,300,0,636,633,0,148,338,59,45,2,26,1,0,0,1,2,1,5,8,636
204,"P.S.PARASI CHAKLAL R.N.2",134,107,0,241,41,61,0,102,100,0,3,56,5,22,0,3,0,0,1,1,1,1,2,7,102
205,"P.S.GAURA PANDEY",218,189,0,407,124,119,0,243,242,0,16,79,92,51,0,0,0,0,0,0,3,0,0,2,243
206,"P.S. ROPAN CHHAPRA R.N. 1",736,645,0,1381,347,386,0,733,730,0,53,425,47,132,14,40,6,2,2,2,7,1,0,2,733
207,"P.S.ROPAN CHHAPRA R.N.2",651,540,0,1191,290,304,0,594,592,0,16,360,162,18,4,2,1,1,2,2,17,2,2,5,594
208,"P.S.RATANPUR R.N. 1",532,430,0,962,231,247,0,478,477,0,103,108,25,70,2,150,3,0,1,0,0,2,1,13,478
209,"P.S.RATANPUR R.N. 2",408,328,0,736,169,178,0,347,345,0,10,122,34,92,2,77,3,0,0,1,1,2,2,1,347
210,"J.H.S. BALUA GAURI R.N.1",674,533,0,1207,250,239,0,489,486,0,56,303,88,22,6,0,2,0,0,0,1,1,2,8,489
211,"J.H.S.BALUA GAURI R.N. 2",715,566,0,1281,294,279,0,573,571,0,42,325,130,32,2,16,0,0,1,2,4,1,5,13,573
212,"P.S.THAKUR GAURI R.N. 1",235,266,0,501,108,111,0,219,218,0,5,63,24,43,1,75,1,1,4,0,0,1,0,1,219
213,"P.S.THAKUR GAURI R.N. 2",664,517,0,1181,333,266,0,599,596,0,16,198,33,36,9,258,4,1,8,8,11,5,4,8,599
214,"P.S.PIPRA LAR",426,324,0,750,211,171,0,382,380,0,0,37,261,62,0,1,1,0,0,0,2,4,1,13,382
215,"P.S.HARIJAN BASTI LAR",755,629,0,1384,325,381,0,706,705,0,25,111,477,9,2,37,3,0,2,1,10,9,4,16,706
216,"P.S.KOIRI TOLA LAR R.N.1",666,542,0,1208,252,229,0,481,478,0,19,249,108,41,3,48,4,0,1,0,1,1,2,4,481
217,"P.S.KOIRI TOLA LAR R.N.2",610,528,0,1138,280,229,0,509,507,0,16,363,55,29,6,36,2,0,0,0,0,0,1,1,509
218,"P.S.KOIRI TOLA LAR R.N.3",728,651,0,1379,341,323,0,664,663,0,236,176,61,87,2,85,1,0,2,2,2,0,3,7,664
219,"P.S.DHAWARIYA LAR R.N.1",441,378,0,819,201,183,0,384,381,0,21,150,84,103,1,12,1,0,0,1,4,3,0,4,384
220,"P.S.DHAWARIYA LAR R.N.2",481,413,0,894,245,276,0,521,519,0,12,471,13,12,0,4,2,0,0,0,1,0,3,3,521
221,"CHANDRASHEKHAR GIRI BALIKA V..MATH LAR R.N.1",860,748,0,1608,273,240,0,513,511,0,74,60,191,144,1,18,8,3,1,2,3,2,2,4,513
222,"CHANDRASHEKHAR GIRI BALIKA V MATH LAR R.N.2",880,651,0,1531,428,321,0,749,748,0,155,250,121,107,4,76,4,1,5,0,3,2,3,18,749
223,"CHANDRASHEKHAR GIRI BALIKA V .LAR R.N.3",537,380,0,917,207,181,0,388,385,0,19,243,27,58,4,19,3,2,1,2,4,0,1,5,388
224,"CHANDRASHEKHAR GIRI V  BALIKA V MATH LAR R.N.4",473,355,0,828,182,148,0,330,328,0,35,169,19,76,1,27,0,0,0,0,0,1,0,2,330
225,"J.H.S.NEAR DAK BANGLA LAR R.N.1",387,339,0,726,193,168,0,361,360,0,37,209,57,16,2,23,2,3,1,1,2,3,1,4,361
226,"J.H.S.NEAR DAK BANGLA LAR R.N. 2",431,330,0,761,189,165,0,354,351,0,36,231,30,29,1,17,0,0,0,1,0,3,3,3,354
227,"P.S.GAYAGIR LAR",660,519,0,1179,364,332,0,696,693,0,15,154,94,197,11,193,2,3,1,2,6,2,2,14,696
228,"P.S.J.H.S.NEAR LAR R.N.1",499,433,0,932,194,202,0,396,394,0,16,101,85,52,1,123,2,4,2,2,1,2,1,4,396
229,"P.S.J.H.S.NEAR LAR R.N.2",489,377,0,866,128,94,0,222,221,0,16,70,85,26,2,19,0,0,2,0,1,0,0,1,222
230,"P.S.J.H.S.NEAR LAR R.N.3",604,537,0,1141,286,268,0,554,551,0,48,334,50,50,1,55,4,0,1,1,0,1,5,4,554
231,"P.S.J.H.S.NEAR LAR R.N.4",619,579,0,1198,270,214,0,484,482,0,76,31,254,72,1,48,0,1,0,0,0,0,0,1,484
232,"KANYA J.H.S.LAR",569,511,0,1080,244,224,0,468,465,0,49,226,123,31,3,19,2,0,0,0,1,0,3,11,468
233,"KANYA P.S. LAR R.N.1",472,435,1,908,209,242,0,451,449,0,49,277,50,52,2,7,4,1,1,1,3,2,1,1,451
234,"KANYA P.S. LAR R.N.2",700,534,0,1234,230,273,0,503,502,0,31,200,148,54,3,59,3,0,0,1,1,1,0,2,503
235,"PANCHAYAT BHAWAN BARARI",184,168,0,352,91,102,0,193,191,0,6,45,110,2,2,17,0,1,1,1,2,0,2,4,193
236,P.S.BHARAULI,522,458,0,980,265,213,0,478,475,0,12,242,57,98,4,55,0,0,0,1,0,1,2,6,478
237,P.S.RUCHCHAPAR,386,310,0,696,153,147,0,300,298,0,15,175,12,82,1,4,7,0,0,0,1,1,2,0,300
238,"P.U.L.M.V. BATHAYA HARDO",702,553,0,1255,408,326,0,734,733,0,12,293,257,117,14,3,0,1,1,1,8,4,5,18,734
239,"PANCHAYAY BHAWAN RAWATPAR PANDEY",565,531,0,1096,270,248,0,518,515,0,19,150,202,128,3,4,6,1,0,1,2,0,1,1,518
240,P.S.SATOTAR,441,373,0,814,230,241,0,471,469,0,14,272,99,37,0,19,5,0,1,0,5,7,4,8,471
241,"P.S.BARDIHA PARSHURAM R.N.1",737,677,0,1414,321,288,0,609,608,0,16,175,141,197,8,44,0,2,2,1,3,2,7,11,609
242,"P.S.BARDIHA PARSHURAM R.N.2",618,498,0,1116,272,254,0,526,523,0,21,239,165,37,8,36,0,0,1,0,6,1,3,9,526
243,"KANYA P.S. BARDIHA PRASHURAM R.N 1",706,548,0,1254,275,267,0,542,540,0,29,366,89,35,1,1,2,0,0,0,2,2,2,13,542
244,"KANYA P.S. BARDIHA PRASHURAM R.N 2",362,326,0,688,150,99,0,249,248,0,5,129,29,77,0,0,2,0,0,1,1,1,3,1,249
245,"P.S. PARARI GAJRAJ",424,372,0,796,291,246,0,537,535,0,17,347,130,41,2,0,0,0,0,0,0,0,0,0,537
246,P.S.KARJAHAN,468,381,0,849,266,229,0,495,492,0,6,78,105,288,4,1,0,0,0,1,0,2,1,9,495
247,P.S.USRAHA,299,268,0,567,126,132,0,258,256,0,1,129,72,42,2,2,1,3,1,2,1,1,0,1,258
248,"P.S.ITAHURA MISHRA",561,479,0,1040,257,221,0,478,471,0,19,231,183,30,0,0,3,0,0,0,2,1,3,6,478
249,"P.S. ITAHURA HAJAM",248,216,0,464,151,153,0,304,301,0,8,166,94,31,1,0,0,0,0,1,0,1,1,1,304
250,"J.H.S. KUNDAULI R.N.1",682,561,0,1243,274,267,0,541,539,0,29,219,173,92,1,1,3,3,3,2,1,5,2,7,541
251,"J.H.S. KUNDAULI R.N.2",724,543,0,1267,364,273,0,637,637,0,19,480,68,53,0,11,1,0,0,0,1,1,2,1,637
252,P.S.KUNDAULI,663,569,0,1232,326,210,0,536,533,0,2,490,21,16,1,1,2,0,0,1,0,0,1,1,536
253,"P.S.KUNDAWAL HARI",694,554,0,1248,334,320,0,654,652,0,9,182,194,101,6,134,8,1,1,0,4,4,3,7,654
254,"P.S.KUNDAWAL TARA",547,439,0,986,302,233,0,535,534,0,66,290,109,57,0,1,0,3,1,0,2,1,3,2,535
255,P.S.HARKHAULI,650,586,1,1237,290,284,0,574,571,0,37,307,61,143,4,8,3,0,1,0,2,1,5,2,574
256,P.S.TILAULI,703,617,0,1320,301,312,0,613,611,0,20,421,114,18,2,1,1,0,25,0,2,1,3,5,613
257,"SADHAN SAHKARI SAMITI  RAKSA",493,382,0,875,190,170,0,360,358,0,10,164,36,126,6,1,2,1,1,0,4,2,2,5,360
258,"P.S.SARKARA R.N.1",184,162,0,346,102,103,0,205,204,0,19,62,56,59,2,0,0,0,0,1,2,2,0,2,205
259,"P.S.SARKARA R.N.2",442,384,0,826,210,210,0,420,417,0,10,272,26,93,1,2,0,0,2,0,2,1,6,5,420
260,"P.S. DAINI",650,528,0,1178,316,299,0,615,613,0,16,180,176,168,2,45,2,3,1,4,5,5,1,7,615
261,P.S.KHARKATULA,410,328,0,738,203,170,0,373,372,0,9,247,80,15,2,4,1,0,3,3,2,1,2,4,373
262,"P.S.BABHANAULI PANDEY R.N.1",790,664,0,1454,319,305,0,624,622,0,36,411,50,109,1,2,3,0,1,3,3,0,4,1,624
263,"P.S.BABHANAULI PANDEY R.N.2",482,415,0,897,211,223,0,434,431,0,12,151,66,6,1,132,6,2,42,2,3,5,0,6,434
264,P.S.PATKHAULI,245,206,0,451,125,123,0,248,246,0,10,93,66,69,3,2,0,0,0,0,2,0,2,1,248
265,"P.S.SAJANW R.N.1",556,475,0,1031,197,177,0,374,373,0,24,270,17,56,0,2,0,0,0,1,1,0,0,3,374
266,"P.S.SAJANW R.N.2",567,468,0,1035,244,231,0,475,472,0,12,183,206,62,2,0,3,1,0,0,2,1,0,3,475
267,"P.S.SAJANW R.N.3",649,571,0,1220,260,259,0,519,517,0,20,358,27,55,4,36,4,1,0,1,2,1,1,9,519
268,P.S.JOGIYA,454,384,0,838,215,186,0,401,398,0,12,269,82,17,4,3,0,0,0,1,3,0,0,10,401
269,P.S.BIRANI,523,427,0,950,272,205,0,477,475,0,119,185,47,108,3,1,6,1,1,1,1,1,2,1,477
270,"P.S.BAWANPALI BASDEV",544,449,0,993,306,276,0,582,581,0,5,346,14,38,5,158,1,1,3,0,5,0,1,5,582
271,"P.S.AJANA R.N. 1",554,488,0,1042,294,264,0,558,556,0,13,312,189,19,5,5,2,0,0,0,0,3,3,7,558
272,"P.S.AJANA R.N. 2",509,417,0,926,202,187,0,389,386,0,11,205,125,23,0,2,0,1,3,0,3,2,8,6,389
273,"SHREE GANDHI ADARSH I C  REWALI R.N.1",551,462,0,1013,260,233,0,493,491,0,23,358,21,39,3,22,0,2,16,0,2,2,2,3,493
274,"SHREE GANDHI ADRASH I C REWALI R.N.2",552,461,0,1013,264,220,0,484,483,0,2,249,166,31,1,2,0,0,17,0,1,8,0,7,484
275,P.S.BHEWALI,544,462,0,1006,211,264,0,475,472,0,34,212,142,66,1,10,2,0,3,0,2,1,1,1,475
276,P.S.VISHUNPURA,316,278,0,594,143,144,0,287,285,0,38,191,1,45,2,0,1,0,1,0,0,0,1,7,287
277,P.S.DHANDHAWAR,330,315,0,645,196,180,0,376,375,0,27,272,10,8,2,54,1,0,0,0,1,0,0,1,376
278,P.S.ISRAULI,624,548,0,1172,156,367,0,523,520,0,16,331,50,12,0,101,1,1,3,1,2,1,0,4,523
279,P.S.RAMHAULI,465,403,0,868,231,205,0,436,434,0,14,206,86,6,1,87,2,0,16,2,5,2,2,7,436
280,"K.J.H.S.DHARMER R.N.1",848,746,1,1595,359,332,0,691,690,0,59,401,82,108,1,9,4,1,3,1,3,5,3,11,691
281,"K.J.H.S.DHARMER R.N.2",854,658,0,1512,330,305,0,635,633,0,43,392,69,96,3,3,0,1,1,1,1,7,2,16,635
282,"P.S. ISARU R.N.1",714,521,0,1235,353,258,0,611,608,0,17,271,221,9,1,66,5,1,2,2,2,3,5,6,611
283,"P.S.ISARU R.N.2",709,569,0,1278,340,253,0,593,591,0,20,355,56,35,3,97,3,5,0,3,4,3,6,3,593
284,"P.S.BALIYA UTTAR",891,747,0,1638,345,355,0,700,699,0,53,393,173,15,6,20,2,0,0,2,4,8,5,19,700
285,"P.S.BALIYA DAKHIN R.N.1",452,425,0,877,202,191,0,393,390,0,20,321,9,21,1,14,3,1,0,1,0,0,2,0,393
286,"P.S.BALIYA DAKHIN R.N.2",497,435,0,932,232,205,0,437,435,0,52,194,38,87,5,39,1,1,1,0,3,3,3,10,437
287,"SHREE JAWAHAR LAL H.S.JIRASO R.N. 1",560,470,0,1030,240,220,0,460,459,0,30,214,144,48,3,2,0,3,3,2,1,0,2,8,460
288,"SHREE JAWAHAR LAL H S  JIRASO R.N.2",541,455,0,996,214,190,0,404,401,0,4,111,34,240,0,0,2,0,5,0,3,1,0,4,404
289,"P.S. DEWKALI",532,458,0,990,209,229,0,438,436,0,4,299,106,17,0,1,0,0,1,2,2,1,2,3,438
290,P.S.DHAKPURA,482,398,0,880,221,210,0,431,430,0,16,251,117,9,0,1,1,1,27,2,2,0,1,3,431
291,"P.S.SAHIYA R.N.1",447,407,0,854,152,155,0,307,304,0,22,198,19,61,2,0,2,0,1,0,1,0,1,0,307
292,"P.S.SAHIYA R.N.2",399,342,0,741,193,206,0,399,397,0,8,142,104,134,1,5,0,1,1,1,1,0,0,1,399
293,"P.S.NEMA R.N.1",608,518,0,1126,304,303,0,607,605,0,16,304,131,17,6,126,0,1,1,0,3,1,0,1,607
294,"P.S.NEMA R.N.2",595,516,0,1111,340,264,0,604,603,0,5,510,34,14,0,33,1,0,2,0,0,0,1,4,604
295,"J.H.S. DHARHARA",640,542,0,1182,246,255,0,501,498,0,9,221,92,125,4,33,3,3,2,1,3,0,0,5,501
296,"P.S.TAKIYA R.N.1",731,636,0,1367,300,272,0,572,570,0,20,135,50,232,7,98,0,3,1,1,10,4,3,8,572
297,"P.S.TAKIYA R.N.2",680,564,0,1244,272,256,0,528,527,0,13,209,87,182,4,13,0,0,2,2,1,2,3,10,528
298,P.S.KHARWANIYA,884,650,0,1534,327,475,0,802,800,0,26,400,103,35,6,198,8,1,3,1,4,3,5,9,802
299,"P.S. DUMARI R.N.1",686,559,0,1245,326,355,0,681,678,0,9,230,172,246,4,7,0,1,2,0,4,0,1,5,681
300,"P.S.DUMARI R.N 2",465,395,0,860,280,268,0,548,546,0,23,259,94,30,4,124,1,0,1,2,1,1,3,5,548
301,"P.S. FARIYANWDIH",159,153,0,312,70,69,0,139,138,0,1,48,4,44,0,41,0,1,0,0,0,0,0,0,139
302,"P.S.BAWANPALI GOSANI",482,354,0,836,196,191,0,387,384,0,33,88,44,92,5,116,1,0,0,2,2,0,0,4,387
303,"P.S. DHAMAULI",584,516,0,1100,298,266,0,564,562,0,12,346,106,80,0,2,2,0,1,0,1,2,6,6,564
304,"P.S. JAMASRA R.N.1",487,437,0,924,205,223,0,428,425,0,29,153,159,59,1,2,2,0,2,0,6,2,6,7,428
305,"P.S.JAMASRA R.N.2",455,449,0,904,225,235,0,460,458,0,20,178,218,31,2,4,1,1,1,1,2,1,0,0,460
306,"KANYA J.H.S. PINDI R.N.1",735,589,0,1324,303,391,0,694,693,0,31,303,95,118,4,105,3,4,3,2,5,4,8,9,694
307,"KANYA J.H.S. PINDI R.N.2",773,643,0,1416,375,320,0,695,693,0,36,320,116,141,4,63,4,1,0,4,2,0,2,2,695
308,"KANYA J.H.S. PINDI R.N.3",741,608,0,1349,350,269,0,619,616,0,69,359,73,85,4,7,6,2,0,1,2,0,2,9,619
309,"P.S. KOHARA R.N.1",713,641,0,1354,336,226,0,562,560,0,19,403,5,96,0,21,1,0,1,0,1,1,2,12,562
310,"P.S. KOHARA R.N.2",208,177,0,385,110,127,0,237,236,0,2,12,216,1,1,1,0,0,0,0,1,0,1,2,237
311,P.S.DHANGARA,415,360,0,775,215,196,0,411,408,0,29,244,43,29,1,49,2,1,2,1,2,0,2,6,411
312,"P.S.CHAUMUKHA R.N.1",690,636,0,1326,342,281,0,623,621,0,48,357,110,50,0,19,5,2,3,4,4,6,6,9,623
313,"P.S.CHAUMUKHA R.N.2",359,331,0,690,133,144,0,277,276,0,8,210,8,31,1,10,0,2,1,1,0,1,0,4,277
314,P.S.BHASKARI,276,232,0,508,131,127,0,258,255,0,4,46,188,3,1,7,0,1,0,0,5,0,2,1,258
315,"P.S. SUTAWAR",650,582,0,1232,247,321,0,568,566,0,210,95,102,123,2,20,7,0,0,0,4,2,2,1,568
316,P.S.CHATIYA,383,302,0,685,218,197,0,415,414,0,34,102,130,89,3,48,1,0,0,0,0,3,0,5,415
317,P.S.CHORDIHA,633,547,0,1180,325,325,0,650,648,0,101,140,241,139,3,3,0,1,4,2,6,2,2,6,650
318,"P.S.UKINA KHAS",496,382,0,878,198,202,0,400,397,0,80,191,53,27,1,29,0,0,1,0,4,4,2,8,400
319,"P.S.PATANA  R.N.1",537,469,0,1006,214,219,0,433,431,0,67,147,112,89,0,5,0,0,0,0,3,3,3,4,433
320,"P.S.PATANA R.N.2",453,373,0,826,178,166,0,344,343,0,65,124,115,11,1,20,1,0,0,0,3,1,0,3,344
321,"P.S. MEHARAUNA R.N.1",731,675,0,1406,303,270,0,573,570,0,114,138,64,219,4,16,6,0,0,0,2,2,5,3,573
322,"P.S. MEHARAUNA R.N.2",709,687,0,1396,311,307,0,618,616,0,90,272,56,128,5,48,6,1,1,1,1,2,3,4,618
323,"P.S.GADHAWA KHAS R.N.1",620,618,0,1238,246,293,0,539,538,0,31,122,102,236,5,31,3,2,0,1,4,1,0,1,539
324,"P.S.GADHAWA KHAS R.N.2",514,426,0,940,184,201,0,385,382,0,32,125,79,115,7,12,1,0,1,0,8,0,1,4,385
325,P.S.MAJHAWLIYA,489,392,0,881,201,181,0,382,380,0,9,204,41,15,2,94,0,1,2,1,3,1,2,7,382
326,"P.S. MATHIL UPADHYAY",443,367,0,810,218,185,0,403,402,0,16,229,27,25,0,96,0,1,0,1,4,0,4,0,403
327,"J.H.S. KHEMADEI R.N.1",643,562,0,1205,255,240,0,495,492,0,10,171,116,53,6,114,2,0,1,2,5,4,0,11,495
328,"J.H.S. KHEMADEI R.N.2",774,637,0,1411,259,235,0,494,492,0,19,260,112,37,2,34,8,0,0,2,7,6,3,4,494
329,"J.H.S. KHEMADEI R.N.3",570,498,0,1068,240,206,0,446,444,0,21,191,123,39,1,44,2,2,0,2,5,1,5,10,446
330,"P.S. KAUSAR R.N.1",600,524,0,1124,328,202,0,530,529,0,11,475,12,23,1,2,0,0,0,0,0,0,0,6,530
331,"P.S.KAUSAR R.N.2",524,405,0,929,249,232,0,481,478,0,2,350,7,46,0,63,0,0,0,0,2,2,4,5,481
332,"J H S NADAULI",620,544,0,1164,295,270,0,565,563,0,54,292,32,130,4,27,0,2,1,1,5,4,6,7,565
333,"P.S.NADAULI R.N.1",640,599,0,1239,283,268,0,551,550,0,38,234,160,76,0,16,4,1,2,2,4,3,5,6,551
334,"P.S.NADAULI R.N.2",298,248,0,546,123,112,0,235,233,0,8,169,14,29,1,3,1,0,0,1,0,1,1,7,235
335,P.S.KARCHO,337,326,0,663,197,160,0,357,354,0,9,229,92,16,2,0,3,0,1,0,0,0,3,2,357
336,P.S.HATA,799,739,1,1539,395,413,0,808,806,0,49,359,271,64,4,25,8,1,6,2,4,2,6,7,808
337,"J H S CHURIYA",898,724,0,1622,377,354,0,731,731,0,51,408,142,8,1,97,0,1,1,1,9,3,6,3,731
338,"P.S.CHURIYA R.N.1",500,430,0,930,210,147,0,357,354,0,17,257,68,3,0,3,0,0,1,0,1,1,2,4,357
339,"P.S.CHURIYA R.N.2",701,626,0,1327,340,300,0,640,638,0,28,318,266,15,1,4,2,1,0,0,2,0,2,1,640
340,"P.S.CHURIYA BHAGAT TOLA",616,507,0,1123,301,230,0,531,528,0,16,95,22,231,9,121,3,1,0,2,8,4,4,15,531
341,P.S.MANIKPUR,508,430,0,938,204,183,0,387,385,0,10,274,25,34,5,10,3,1,3,4,9,1,2,6,387
342,"P. S. ADARSH NAGAR  R.N.1",179,146,0,325,105,95,0,200,199,0,6,85,37,14,3,51,1,1,0,0,0,0,1,1,200
343,"P.S. ADARSH NAGAR  R.N.2",427,371,0,798,245,217,0,462,460,0,13,62,29,114,8,209,0,1,1,4,6,3,1,11,462
