"Polling Station",,"Total No of Electors",,,,"Voters Turnout",,,,,,"Candidate ID and Name",,,,,,,,,,,,,,
"Part No","Part Name",Male,Female,Other,"Total No. of electors",Male,Female,Other,Total,"No of voters identifying using EPIC","Tendered Voter","1 - NAGMA","2 - RAJENDRA AGARWAL","3 - MOHD.SHAHID AKHLAK","4 - SHAHID MANZOOR","5 - MOHD.USMAN GHAZI","6 - MOHD. SAJID SAIFI","7 - DR. EX. MAJ HIMANSHU SINGH","8 - ATUL KHODAWAL","9 - ANIL","10 - APHAJAL","11 - IQRA CHOUDHARY","12 - MUKESH KUMAR","13 - SUNIL DUTT","14 - None of the Above","Total Votes Secured"
271,"KALYANKARI ADARSH JUNIOR HIGH SCHOOL ROOM N0 1 SHERGARHI",722,619,0,1341,485,393,0,878,877,0,12,80,703,63,3,2,6,2,0,0,1,2,1,3,878
272,"KALYANKARI ADARSH JUNIOR HIGH SCHOOL ROOM N0 2 SHERGARHI",577,444,0,1021,383,291,0,674,672,0,6,59,586,4,0,1,9,0,0,0,1,0,2,6,674
273,"KALYANKARI ADARSH JUNIOR HIGH SCHOOL ROOM N0 3 SHERGARHI",435,353,0,788,220,174,0,394,394,0,5,51,322,6,0,1,2,0,0,0,2,1,1,3,394
274,"KALYANKARI ADARSH JUNIOR HIGH SCHOOL ROOM N0 4 SHERGARHI",597,529,0,1126,375,337,0,712,712,0,6,131,560,6,1,0,3,1,1,0,0,0,2,1,712
275,"KALYANKARI ADARSH JUNIOR HIGH SCHOOL ROOM N0 5 SHERGARHI",714,609,0,1323,358,445,0,803,798,0,25,110,653,5,1,0,7,0,0,1,0,1,0,0,803
276,"KALYANKARI ADARSH JUNIOR HIGH SCHOOL ROOM N0 6 SHERGARHI",710,515,0,1225,431,310,0,741,736,0,1,100,618,10,0,0,2,1,1,0,1,0,2,5,741
277,"DHARAMSHALA KUTI AMBEDKAR ROOM N0 1 SHASHTRINAGAR",487,410,0,897,294,219,0,513,513,0,7,41,438,13,1,0,4,1,2,1,0,2,1,2,513
278,"DHARAMSHALA KUTI AMBEDKAR ROOM N0 2",457,363,0,820,318,267,0,585,585,0,8,115,424,26,1,1,3,0,0,0,1,0,2,4,585
279,"COMUNITI HALL ROOM N0 1 SEC0 3 JAGRATI VIHAR",646,567,0,1213,373,326,0,699,698,0,52,584,40,5,0,0,13,0,0,1,0,0,0,4,699
280,"COMUNITI HALL ROOM N0 2 SEC0 3 JAGRATI VIHAR",282,276,0,558,171,166,0,337,330,0,34,247,26,8,0,0,19,0,0,0,0,0,0,3,337
281,"COMUNITI HALL ROOM N0 3 SEC0 3 JAGRATI VIHAR",982,872,0,1854,589,536,0,1125,1125,0,72,874,124,15,0,1,32,0,0,0,0,2,2,3,1125
282,"COMUNITI HALL ROOM N0 4 SEC0 3 JAGRATI VIHAR",849,729,0,1578,535,467,0,1002,994,0,56,640,250,18,0,1,25,2,0,1,0,1,1,7,1002
283,"NEW DELHI PUBLIC SCHOOL JAGRATI VIHAR SEC0 3 ROOM N0 1",643,578,0,1221,398,348,0,746,737,0,47,602,65,8,0,1,17,0,0,0,0,0,1,5,746
284,"NEW DELHI PUBLIC SCHOOL JAGRATI VIHAR SEC0 3 ROOM N0 2",559,483,0,1042,387,325,0,712,524,0,56,585,47,8,0,0,11,1,0,0,0,0,0,4,712
285,"NEW DELHI PUBLIC SCHOOL JAGRATI VIHAR SEC0 3 ROOM N0 3",373,334,0,707,272,151,0,423,423,0,29,345,29,9,0,0,7,0,0,0,0,1,0,3,423
286,"NEW DELHI PUBLIC SCHOOL JAGRATI VIHAR SEC0 3 ROOM N0 4",696,641,0,1337,369,404,0,773,759,0,33,581,100,13,0,0,42,0,0,0,0,0,0,4,773
287,"KHAND VIKAS OFFICE ROOM N0 1 RAJPURA",671,582,0,1253,364,332,0,696,696,0,45,494,95,23,0,3,27,0,0,0,0,1,0,8,696
288,"KHAND VIKAS OFFICE ROOM N0 2 RAJPURA",556,510,0,1066,306,301,0,607,605,0,35,485,50,14,0,0,19,0,0,0,0,0,1,3,607
289,"KHAND VIKAS OFFICE ROOM N0 3 RAJPURA",701,642,0,1343,413,275,0,688,597,0,45,470,124,22,0,0,18,0,0,0,0,0,0,9,688
290,"KHAND VIKAS OFFICE ROOM N0 4 RAJPURA",588,497,0,1085,332,275,0,607,597,0,90,338,71,75,1,0,28,0,0,0,0,0,0,4,607
291,"KHAND VIKAS OFFICE ROOM N0 5 RAJPURA",387,281,0,668,202,129,0,331,331,0,27,179,60,57,0,0,7,0,0,0,0,0,0,1,331
292,"K.V.S.S.H.SEC. PUBLIC SCHOOL ROOM N0 1 SEC0 8 JAGRITI VIHAR",637,517,0,1154,363,323,0,686,672,0,33,502,107,17,0,0,10,0,0,0,0,3,8,6,686
293,"K.V.S.S.H.SEC. PUBLIC SCHOOL ROOM N0 2 SEC0 8 JAGRITI VIHAR",700,563,0,1263,403,342,0,745,701,0,39,581,85,15,0,0,16,0,0,0,1,6,0,2,745
294,"K.V.S.S.H.SEC. PUBLIC SCHOOL ROOM N0 3 SEC0 8 JAGRITI VIHAR",494,408,0,902,309,298,0,607,592,0,38,480,46,31,0,0,8,0,0,0,0,1,0,3,607
295,"TAKSHISHLA PUBLIC SCHOOL ROOM N0 1 JAGRATI VIHAR",781,653,0,1434,489,381,0,870,830,0,59,651,125,11,0,0,21,0,0,0,0,0,0,3,870
296,"TAKSHISHLA PUBLIC SCHOOL ROOM N0 2 JAGRATI VIHAR",736,633,0,1369,445,376,0,821,814,0,42,570,154,17,0,0,24,0,0,0,0,0,1,13,821
297,"TAKSHISHLA PUBLIC SCHOOL ROOM N0 3 JAGRATI VIHAR",606,485,0,1091,382,328,0,710,650,0,13,291,376,23,0,0,4,1,0,0,1,0,1,0,710
298,"K.L.INTER NATIONAL PUBLIC SCHOOL ROOM N0 1 JAGARATI VIHAR",598,516,0,1114,338,317,0,655,600,0,36,450,138,8,1,0,14,0,0,0,0,0,2,6,655
299,"K.L.INTER NATIONAL PUBLIC SCHOOL ROOM N0 2 JAGARATI VIHAR",503,441,0,944,291,280,0,571,567,0,38,438,67,11,0,0,14,0,0,0,0,0,1,2,571
300,"K.L.INTER NATIONAL PUBLIC SCHOOL ROOM N0 3 JAGARATI VIHAR",290,282,0,572,162,155,0,317,317,0,17,247,15,24,1,0,11,0,0,0,0,0,0,2,317
301,"K.L.INTER NATIONAL PUBLIC SCHOOL ROOM N0 4 JAGARATI VIHAR",547,429,0,976,324,242,0,566,566,0,15,458,60,28,0,0,2,2,0,0,0,0,0,1,566
302,"K.L.INTER NATIONAL PUBLIC SCHOOL ROOM N0 5 JAGARATI VIHAR",573,471,0,1044,340,263,0,603,560,0,21,417,138,13,0,2,9,1,0,0,0,0,0,2,603
303,"K.L.INTER NATIONAL PUBLIC SCHOOL ROOM N0 6 JAGARATI VIHAR",562,525,0,1087,337,319,0,656,656,0,16,543,61,14,0,1,13,0,0,0,0,0,0,8,656
304,"SIDDARTH VIDHALAYA ROOM N0 1 KALIYAGARHI",492,382,0,874,306,205,0,511,503,0,21,183,288,2,0,1,4,0,0,0,0,5,4,3,511
305,"SIDDARTH VIDHALAYA ROOM N0 2 KALIYAGARHI",402,302,0,704,234,181,0,415,300,0,6,147,248,1,0,0,2,0,0,1,1,2,3,4,415
306,"SIDDARTH VIDHALAYA ROOM N0 3 KALIYAGARHI",640,556,0,1196,360,281,0,641,641,0,17,262,339,5,0,2,9,0,0,0,0,2,3,2,641
307,"SIDDARTH VIDHALAYA ROOM N0 4 KALIYAGARHI",616,538,0,1154,333,282,0,615,596,0,16,202,380,7,0,0,5,0,1,0,0,0,0,4,615
308,"A.I.M. INTER NATIONAL ACADEMY DAMODAR COLONY",629,615,0,1244,573,291,0,864,673,0,19,496,316,4,1,1,17,1,1,0,0,0,2,6,864
309,"J.P.PUBLIC SCHOOL JAYBHEEMNAGAR ROOM N0 1",833,652,0,1485,485,370,0,855,855,0,24,723,64,25,0,0,3,3,0,0,1,1,0,11,855
310,"J.P.PUBLIC SCHOOL JAYBHEEMNAGAR ROOM N0 2",954,737,0,1691,559,385,0,944,934,0,19,793,85,31,3,1,7,1,1,0,0,1,0,2,944
311,"PRAGHYA GHYAN MANDIR SCHOOL GARH ROAD MEERUT NEAR RADHA GOVIND ENGENERING COLLEGE",362,286,0,648,224,203,0,427,45,0,2,306,105,5,0,0,5,0,0,0,0,1,1,2,427
312,"S.G.M.HAYER SEC0 SCHOOL ROOM N0 1 PRATAPNAGAR",679,517,0,1196,382,273,0,655,646,0,17,208,403,13,1,2,3,1,0,1,0,1,3,2,655
313,"S.G.M.HAYER SEC0 SCHOOL ROOM N0 2 PRATAPNAGAR",618,497,0,1115,360,240,0,600,213,0,9,269,310,6,0,1,1,1,0,0,0,1,0,2,600
314,"S.G.M.HAYER SEC0 SCHOOL ROOM N0 3 PRATAPNAGAR",468,367,0,835,277,189,0,466,364,0,23,277,155,3,2,0,2,0,1,0,0,0,2,1,466
315,"S.G.M.HAYER SEC0 SCHOOL ROOM N0 4 PRATAPNAGAR",452,419,0,871,256,192,0,448,405,0,7,279,144,6,0,1,4,1,0,0,2,1,1,2,448
316,"S.G.M.HAYER SEC0 SCHOOL ROOM N0 5 PRATAPNAGAR",674,536,0,1210,367,286,0,653,649,0,25,361,243,15,0,0,5,0,1,0,0,1,0,2,653
317,"S.G.M.HAYER SEC0 SCHOOL ROOM N0 6 PRATAPNAGAR",567,427,0,994,313,205,0,518,518,0,32,264,208,6,0,0,1,0,0,0,0,0,2,5,518
318,"UCCH PRATHMIK VIDHALAYA ROOM N0 1 SARAY KAJI",797,623,0,1420,618,476,0,1094,1094,0,10,249,809,6,0,3,2,0,0,0,1,9,3,2,1094
319,"UCCH PRATHMIK VIDHALAYA ROOM N0 2 SARAY KAJI",555,407,0,962,424,315,0,739,739,0,1,162,543,3,0,2,1,1,0,0,1,12,6,7,739
320,"MODAL PUBLIC SCHOOL ROOM N0 1 SHASHTRINAGAR L BLOCK",530,490,0,1020,349,287,0,636,636,0,32,541,37,3,0,0,19,0,0,0,0,0,0,4,636
321,"MODAL PUBLIC SCHOOL ROOM N0 2 SHASHTRINAGAR L BLOCK",441,400,1,842,241,217,0,458,456,0,42,351,21,14,0,0,29,0,0,0,0,0,0,1,458
322,"MODAL PUBLIC SCHOOL ROOM N0 3 SHASHTRINAGAR L BLOCK",649,560,0,1209,355,323,0,678,652,0,47,564,35,7,0,0,19,1,1,0,0,1,2,1,678
323,"ISMAIL NATIONAL GIRLS INTER COLLEGE SHASHTRINAGAR L BLOCK ROOM N0 1",395,344,0,739,267,201,0,468,458,0,32,409,14,2,0,0,10,0,0,0,0,0,0,1,468
324,"ISMAIL NATIONAL GIRLS INTER COLLEGE SHASHTRINAGAR L BLOCK ROOM N0 2",494,433,0,927,353,341,0,694,693,0,41,617,14,4,0,0,12,0,1,0,0,0,0,5,694
325,"ISMAIL NATIONAL GIRLS INTER COLLEGE SHASHTRINAGAR L BLOCK ROOM N0 3",363,342,0,705,247,268,0,515,515,0,53,421,24,4,0,1,11,0,0,0,0,0,0,1,515
326,"ISMAIL NATIONAL GIRLS INTER COLLEGE SHASHTRINAGAR L BLOCK ROOM N0 4",808,719,0,1527,505,459,0,964,754,0,45,680,117,98,0,0,18,0,0,0,0,0,0,6,964
327,"ISMAIL NATIONAL GIRLS INTER COLLEGE SHASHTRINAGAR L BLOCK ROOM N0 5",561,476,0,1037,325,200,0,525,522,0,22,448,25,11,0,0,17,0,0,0,0,0,0,2,525
328,"PRATHMIK VIDHALAYA ROOM N0 1 GHOSIPUR",708,554,0,1262,519,342,0,861,600,0,10,204,324,153,153,2,1,1,1,2,1,2,2,5,861
329,"PRATHMIK VIDHALAYA ROOM N0 2 GOSIPUR",715,511,0,1226,505,284,0,789,745,0,1,16,472,231,64,0,3,0,0,0,1,0,0,1,789
330,"PANDIT BAKHASHIDAS ISMARAK INTER COLLEGE ROOM N0 1 BUDHERA JAHIDPUR",856,634,0,1490,518,363,0,881,876,0,13,471,245,143,1,0,2,0,0,1,1,2,1,1,881
331,"PANDIT BAKHASHIDAS ISMARAK INTER COLLEGE ROOM N0 2 BUDHERA JAHIDPUR",641,475,0,1116,416,281,0,697,690,0,8,188,466,26,2,0,0,0,0,1,0,3,1,2,697
332,"PANDIT BAKHASHIDAS ISMARAK INTER COLLEGE ROOM N0 3 BUDHERA JAHIDPUR",436,352,0,788,279,211,0,490,489,0,0,54,370,57,0,2,0,1,1,0,0,3,0,2,490
333,"PANDIT BAKHASHIDAS ISMARAK INTER COLLEGE ROOM N0 4 BUDHERA JAHIDPUR",1255,785,0,2040,676,534,0,1210,1194,0,7,297,863,18,4,0,0,1,0,0,1,6,3,10,1210
334,"PRATHMIK VIDHALAYA ROOM N0 1 FATHEHULLAPUR",657,509,0,1166,432,287,0,719,491,0,7,261,290,141,4,1,3,3,1,0,0,1,3,4,719
335,"PRATHMIK VIDHALAYA ROOM N0 2 FATHEHULLAPUR",351,251,0,602,179,131,0,310,310,0,7,30,173,97,0,0,2,0,0,0,0,0,0,1,310
336,"PRATHMIK VIDHALAYA ROOM N0 3 FATHEHULLAPUR",574,376,1,951,284,168,0,452,452,0,3,2,161,283,1,0,0,0,0,0,0,0,0,2,452
337,"UCCH PRATHMIK VIDHALAYA R.N.3 FATHEHULLAPUR",660,449,1,1110,326,220,0,546,536,0,8,5,256,260,2,7,1,2,0,0,0,0,1,4,546
338,"UCCH PRATHMIK VIDHALAYA ROOM N0 1 FATHEHULLAPUR",552,438,0,990,344,274,0,618,506,0,10,4,414,180,3,0,2,0,0,0,1,1,0,3,618
339,"UCCH PRATHMIK VIDHALAYA ROOM N0 2 FATHEHULLAPUR",830,692,1,1523,510,449,0,959,959,0,9,88,694,153,1,0,2,1,0,0,1,2,2,6,959
340,"TAJ PUBLIC SCHOOL ROOM N0 1 SHAKOOR NAGAR LISARI ROAD",536,461,0,997,382,259,0,641,576,0,9,9,185,424,2,2,3,1,0,0,0,0,0,6,641
341,"TAJ PUBLIC SCHOOL ROOM N0 2 SHAKOOR NAGAR LISARI ROAD",438,387,0,825,288,187,0,475,475,0,8,8,156,298,0,0,0,0,1,0,1,1,2,0,475
342,"TAJ PUBLIC SCHOOL ROOM N0 3 SHAKOOR NAGAR LISARI ROAD",505,479,0,984,328,292,0,620,620,0,12,4,202,396,1,0,4,0,0,0,0,0,0,1,620
343,"PRATHMIK VIDHALAYA BAJOT",681,549,0,1230,505,358,0,863,863,0,9,498,320,13,0,0,2,7,0,0,1,3,1,9,863
344,"PRATHMIK VIDHALAYA M0PUR GUMI",227,194,0,421,221,170,0,391,391,0,3,249,72,63,0,0,0,1,0,0,0,0,1,2,391
345,"SHIV NARAYAN JUNIOUR HIGH SCHOOL JURANPUR",384,328,0,712,303,224,0,527,527,0,3,273,155,90,0,0,0,1,0,0,0,2,1,2,527
346,"ADARSH PRATHMIK VIDHALAYA TATINA SANI",466,412,0,878,380,315,0,695,679,0,5,163,469,47,0,1,0,0,0,1,0,4,0,5,695
347,"PRATHMIK VIDHALAYA ROOM N0 1 NARAHDA",840,726,0,1566,583,464,0,1047,1047,0,15,343,514,147,8,0,2,0,0,2,1,3,2,10,1047
348,"PRATHMIK VIDHALAYA ROOM N0. 2 NARAHADA",682,487,0,1169,485,284,0,769,758,0,2,140,301,296,17,2,2,0,0,1,1,0,0,7,769
349,"PRATHMIK VIDHALAYA HAJIPUR",527,434,0,961,394,273,0,667,667,0,2,31,398,210,13,0,0,1,0,0,1,4,1,6,667
350,"PRATHMIK VIDHALAYA ROOM N0 1 GAGOL",480,369,0,849,363,270,0,633,411,0,8,457,141,24,0,0,0,1,0,1,0,0,1,0,633
351,"PRATHMIK VIDHALAYA ROOM N0 2 GAGOL",422,316,0,738,344,212,0,556,550,0,5,523,16,9,0,0,1,0,0,0,0,0,0,2,556
352,"PRATHMIK VIDHALAYA ROOM N0. 3 GAGOL",872,635,1,1508,681,469,0,1150,72,0,13,513,308,295,3,0,0,2,0,0,3,2,3,8,1150
353,"UCCH PRATHMIK  VIDHALAYA GAGOL ROOM N0 1",457,379,0,836,377,285,0,662,647,0,6,188,454,2,0,0,1,3,0,0,0,2,0,6,662
354,"UCCH PRATHMIK  VIDHALAYA GAGOL ROOM N0 2",407,304,0,711,301,219,0,520,520,0,4,261,100,151,1,0,0,0,0,0,1,0,0,2,520
355,"PRATHMIK VIDHALAYA ITAYARA",861,673,0,1534,676,464,0,1140,1138,0,37,468,595,20,0,0,4,0,1,3,1,3,4,4,1140
356,"UCCH PRATHMIK VIDHALAYA  ROOM N0 1 SHOLANA",609,477,0,1086,456,316,0,772,772,0,18,8,242,480,8,3,0,1,1,0,5,0,1,5,772
357,"UCCH PRATHMIK VIDHALAYA ROOM N0 2 SHOLANA",476,380,0,856,335,285,0,620,50,0,8,5,169,416,3,0,1,1,0,1,4,2,2,8,620
358,"PRATHMIK VIDHALAYA KHERA BALRAMPUR",635,474,0,1109,524,365,0,889,20,0,8,748,8,117,1,0,1,2,0,0,0,1,3,0,889
359,"PRATHMIK VIDHALAYA SALEMPUR",191,172,0,363,147,96,0,243,20,0,0,2,116,118,6,1,0,0,0,0,0,0,0,0,243
360,"PRATHMIK VIDHALAYA ROOM N0 1 CHANDSARA",413,371,0,784,293,258,0,551,365,0,6,307,159,69,0,0,6,0,0,0,0,1,1,2,551
361,"PRATHMIK VIDHALAYA ROOM N0. 2 CHANDSARA",276,241,0,517,193,173,0,366,366,0,2,247,61,48,0,0,6,0,0,0,0,1,0,1,366
362,"PRATHMIK VIDHALAYA ROOM N0 1 ALLIPUR JIJMANA",551,473,0,1024,428,353,0,781,771,0,3,132,384,258,0,0,0,0,0,0,0,0,3,1,781
363,"PRATHMIK VIDHALAYA ROOM N0 2 ALLIPUR JIJMANA",662,529,0,1191,471,325,0,796,729,0,6,169,216,393,2,1,1,2,0,0,3,0,0,3,796
364,"PRATHMIK VIDHALAYA KUDHALA",692,569,0,1261,482,393,0,875,870,0,6,111,397,335,6,3,3,0,0,1,2,4,2,5,875
365,"PRATHMIK VIDHALAYA JALALPUR",495,357,0,852,386,268,0,654,404,0,11,221,406,5,4,0,0,0,0,0,0,1,4,2,654
366,"PRATHMIK VIDHALAYA ROOM N0 1 FAFUNDA",646,579,0,1225,430,344,0,774,774,0,20,480,188,78,1,0,3,0,0,0,1,1,1,1,774
367,"PRATHMIK VIDHALAYA ROOM N0. 2 FAFUNDA",836,684,0,1520,542,403,0,945,945,0,11,588,273,62,0,0,4,2,0,0,0,1,1,3,945
368,"UCCH PRATHMIK VIDHALAYA ROOM N0 1 FAFUNDA",604,461,0,1065,452,317,0,769,769,0,21,523,178,36,1,1,1,1,0,0,0,0,3,4,769
369,"UCCH PRATHMIK VIDHALAYA ROOM N0 2 FAFUNDA",783,548,0,1331,598,401,0,999,896,0,3,124,858,6,0,1,0,0,0,0,0,0,0,7,999
