"Polling Station",,"Total No of Electors",,,,"Voters Turnout",,,,,,"Candidate ID and Name",,,,,,,,,,,,,,
"Part No","Part Name",Male,Female,Other,"Total No. of electors",Male,Female,Other,Total,"No of voters identifying using EPIC","Tendered Voter","1 - NAGMA","2 - RAJENDRA AGARWAL","3 - MOHD.SHAHID AKHLAK","4 - SHAHID MANZOOR","5 - MOHD.USMAN GHAZI","6 - MOHD. SAJID SAIFI","7 - DR. EX. MAJ HIMANSHU SINGH","8 - ATUL KHODAWAL","9 - ANIL","10 - APHAJAL","11 - IQRA CHOUDHARY","12 - MUKESH KUMAR","13 - SUNIL DUTT","14 - None of the Above","Total Votes Secured"
137,"AJAM PUBLIC SCHOOL ROOM NO. 3 MAJID NAGAR GALI NO.1 PILOKHARI ROAD",504,409,0,913,263,175,0,438,437,0,3,0,111,315,1,0,0,0,1,0,2,1,2,2,438
138,"DEVWATI DEVI VIRENDRA KUMAR R.U.M. VIDHYALYA ROOM NO.1 MADHAV PURAM",708,626,0,1334,487,326,0,813,811,0,24,676,74,17,1,0,16,0,0,0,1,0,0,4,813
139,"DEVWATI DEVI VIRENDRA KUMAR R.U.M. VIDHYALYA ROOM NO.2 MADHAV PURAM",481,390,0,871,282,217,0,499,270,0,27,414,30,17,0,0,8,0,0,1,0,0,1,1,499
140,"DEVWATI DEVI VIRENDRA KUMAR R.U.M. VIDHYALYA ROOM NO.3 MADHAV PURAM",726,642,0,1368,541,404,0,945,935,0,40,850,30,4,0,0,18,0,0,0,0,0,1,2,945
141,"DEVWATI DEVI VIRENDRA KUMAR R.U.M. VIDHYALYA ROOM NO.4 MADHAV PURAM",363,346,0,709,278,246,0,524,522,0,11,490,16,1,1,0,2,0,1,0,0,0,0,2,524
142,"MAHAVEER ACADEMY SECTOR NO. 1 MADHAVPURAM ROOM NO. 1",563,466,0,1029,366,289,0,655,655,0,23,533,51,29,0,0,10,1,0,0,0,3,0,5,655
143,"MAHAVEER ACADEMY SECTOR NO. 1 MADHAVPURAM ROOM NO. 2",434,353,0,787,295,233,0,528,528,0,22,466,25,9,0,0,3,0,0,0,1,0,0,2,528
144,"MAHAVEER ACADEMY SECTOR NO. 1 MADHAVPURAM ROOM NO. 3",948,810,0,1758,617,496,0,1113,1048,0,52,898,104,45,0,0,11,0,0,0,0,0,0,3,1113
145,"SHAHID MANGALPANDEY  MAHILA DIGRI COLLEGE MADHAVPURAM ROOM N0 1",704,592,0,1296,377,275,0,652,620,0,26,532,64,21,0,0,8,0,0,0,0,0,1,0,652
146,"SHAHID MANGALPANDEY  MAHILA DIGRI COLLEGE MADHAVPURAM ROOM N0 2",868,743,0,1611,486,380,0,866,268,0,22,646,133,46,2,0,10,0,1,1,0,0,0,5,866
147,"SHAHID MANGALPANDEY  MAHILA DIGRI COLLEGE MADHAVPURAM ROOM N0 3",646,539,0,1185,408,322,0,730,730,0,49,575,66,4,1,1,19,0,1,1,0,4,1,8,730
148,"SHAHID MANGALPANDEY  MAHILA DIGRI COLLEGE MADHAVPURAM ROOM N0 4",1057,901,0,1958,671,527,0,1198,1198,0,40,920,108,87,1,2,36,1,0,0,0,1,0,2,1198
149,"LORD KRISHNA INTER COLLEGE ROOM N0 1 PREMVIHAR MADHAVPURAM",706,601,0,1307,482,357,0,839,611,0,40,766,12,10,0,0,3,0,0,2,0,1,0,5,839
150,"LORD KRISHNA INTER COLLEGE ROOM N0 2 PREMVIHAR MADHAVPURAM",569,468,0,1037,328,262,0,590,585,0,33,524,12,7,0,1,8,0,0,0,0,1,2,2,590
151,"B.B.C.PUBLIC SCHOOL ROOM N0 1 PANI KI TANKI KE PAS SHIVSHAKTI NAGAR",663,546,0,1209,500,370,0,870,870,0,53,773,12,7,1,1,17,1,0,0,0,2,0,3,870
152,"B.B.C.PUBLIC SCHOOL ROOM N0 2 PANI KI TANKI KE PAS SHIVSHAKTI NAGAR",729,645,0,1374,494,386,0,880,874,0,44,799,14,14,0,0,5,0,0,0,0,1,2,1,880
153,"B.B.C.PUBLIC SCHOOL ROOM N0 3 PANI KI TANKI KE PAS SHIVSHAKTI NAGAR",619,489,0,1108,400,249,0,649,649,0,44,567,19,2,0,1,13,0,0,0,0,0,0,3,649
154,"B.B.C.PUBLIC SCHOOL ROOM N0 4 PANI KI TANKI KE PAS SHIVSHAKTI NAGAR",308,227,0,535,197,109,0,306,306,0,14,277,10,1,0,1,2,0,0,0,0,0,0,1,306
155,"NAVBHARAT PUBLIC SCHOOL ROOM N0 1 PREM BIHAR",338,263,0,601,226,175,0,401,374,0,2,164,227,1,0,0,0,1,1,0,0,1,0,4,401
156,"NAVBHARAT PUBLIC SCHOOL ROOM N0 2 PREM BIHAR",680,567,1,1248,452,333,0,785,750,0,39,660,50,15,0,1,11,1,0,1,1,0,3,3,785
157,"GAUTAM INTER COLLEGE UTTAM NAGAR MEERUT ROOM N0 1",502,426,0,928,338,267,0,605,490,0,27,514,38,5,1,0,14,0,0,0,1,0,0,5,605
158,"GAUTAM INTER COLLEGE UTTAM NAGAR MEERUT ROOM N0 2",471,417,0,888,321,282,0,603,600,0,16,500,45,17,0,0,21,0,0,0,0,0,0,4,603
159,"AZAD PUBLIC SCHOOL GANESHPURI KHATTA ROAD",711,667,0,1378,524,441,0,965,965,0,11,4,544,368,1,1,1,0,1,0,4,10,4,16,965
160,"J.K. PUBLIC SCHOOL ROOM N0 1 RASHID NAGAR GALI N0 4 DHALAI WALI GALI",767,599,0,1366,481,313,0,794,794,0,22,13,431,325,0,0,1,0,0,0,0,0,0,2,794
161,"J.K. PUBLIC SCHOOL ROOM N0 2 RASHID NAGAR GALI N0 4 DHALAI WALI GALI",693,582,0,1275,460,339,0,799,799,0,23,2,399,360,2,4,0,0,0,1,0,4,2,2,799
162,"NEW PUBLIC SCHOOL ROOM N0 1 RASHID NAGAR",794,616,0,1410,476,349,0,825,212,0,14,1,315,474,0,0,3,0,1,0,0,3,0,14,825
163,"NEW PUBLIC SCHOOL ROOM N0 2 RASHID NAGAR",763,628,0,1391,428,279,0,707,524,0,9,11,268,410,2,1,2,0,0,1,0,1,1,1,707
164,"NEW PUBLIC SCHOOL ROOM N0 3 RASHID NAGAR",729,570,0,1299,461,288,0,749,563,0,6,3,331,393,6,0,3,0,0,0,0,2,1,4,749
165,"NEW PUBLIC SCHOOL ROOM N0 4 RASHID NAGAR",255,203,0,458,175,107,0,282,282,0,9,2,84,174,10,2,0,0,0,0,0,0,0,1,282
166,"AKBARI MEMO0 JUNIOR HIGH SCHOOL ROOM N0 1 FIROJNAGAR LISARI ROAD",756,574,0,1330,480,308,0,788,760,0,4,8,271,494,1,2,0,1,1,1,0,1,0,4,788
167,"AKBARI MEMO0 JUNIOR HIGH SCHOOL ROOM N0 2 FIROJNAGAR LISARI ROAD",768,598,0,1366,484,309,0,793,773,0,11,1,244,516,3,1,2,3,1,0,1,4,1,5,793
168,"AKBARI MEMO0 JUNIOR HIGH SCHOOL ROOM N0 3 FIROJNAGAR LISARI ROAD",691,541,0,1232,428,239,0,667,628,0,6,3,283,363,2,0,1,0,1,0,0,3,0,5,667
169,"S.M.PUBLIC JUNIOR HIGH SCHOOL MAJID NAGAR ROOM N0 1",612,479,0,1091,310,254,0,564,560,0,16,1,137,405,1,1,0,1,1,0,0,0,0,1,564
170,"S.M.PUBLIC JUNIOR HIGH SCHOOL MAJID NAGAR ROOM N0 2",457,339,0,796,249,157,0,406,406,0,4,2,114,281,0,1,0,0,0,0,0,1,1,2,406
171,"S.M.PUBLIC JUNIOR HIGH SCHOOL MAJID NAGAR ROOM N0 3",739,554,0,1293,429,292,0,721,603,0,4,5,103,599,0,0,2,0,1,0,1,1,0,5,721
172,"MADARSA ISLMIYA ARBIYA KASMIYA ULOOM ROOM N0 1 LAKHIPURA ROAD MAJIDNAGAR",782,613,0,1395,391,249,0,640,618,0,5,15,179,429,3,0,0,0,0,1,0,0,0,8,640
173,"MADARSA ISLMIYA ARBIYA KASMIYA ULOOM ROOM N0 2 LAKHIPURA ROAD MAJIDNAGAR",837,585,0,1422,376,236,0,612,599,0,6,1,118,471,3,2,0,6,0,0,3,0,0,2,612
174,"NEW H.A.M.JUNIOR HIGH SCHOOL ROOM NO 1 CHAUNGHI WALI GALI RASHID NAGAR",237,203,0,440,138,107,0,245,245,0,6,0,87,152,0,0,0,0,0,0,0,0,0,0,245
175,"NEW H.A.M.JUNIOR HIGH SCHOOL ROOM NO 2 CHAUNGHI WALI GALI RASHID NAGAR",614,508,1,1123,402,320,0,722,722,0,15,6,266,428,3,1,0,0,0,0,1,1,1,0,722
176,"SINIOUR BASIC KANYA PRATHMIK VIDHALAYA PRAHALADNAGAR NEAR POLICE STATION ROOM N0 1",832,684,0,1516,537,409,0,946,946,0,9,380,509,5,1,1,27,1,0,0,1,6,0,6,946
177,"SINIOUR BASIC KANYA PRATHMIK VIDHALAYA PRAHALADNAGAR NEAR POLICE STATION ROOM N0 2",825,692,0,1517,535,442,0,977,977,0,10,674,258,5,0,0,17,0,1,1,2,2,0,7,977
178,"SINIOUR BASIC KANYA PRATHMIK VIDHALAYA PRAHALADNAGAR NEAR POLICE STATION ROOM N0 3",633,538,0,1171,463,353,0,816,816,0,19,722,14,49,0,0,9,0,0,0,0,0,0,3,816
179,"SHRI HARMILAP MISHAN INTER COLLEGE ROOM N0 1 PRAHDAD NAGAR",626,531,0,1157,430,372,0,802,802,0,10,656,57,71,0,0,7,0,0,0,0,0,0,1,802
180,"SHRI HARMILAP MISHAN INTER COLLEGE ROOM N0 2 PRAHDAD NAGAR",553,500,0,1053,411,346,0,757,757,0,10,691,9,33,0,0,12,0,0,0,0,0,0,2,757
181,"OFFICE SAMBHAGAYA PARIWAHAN MEERUT ROOM N0 1 HAPUR ROAD",727,546,0,1273,415,301,0,716,713,0,8,2,364,327,3,1,5,0,0,0,1,0,0,5,716
182,"OFFICE SAMBHAGAYA PARIWAHAN MEERUT ROOM N0 2 HAPUR ROAD",330,247,0,577,182,108,0,290,263,0,3,1,143,139,1,1,0,0,0,0,1,0,0,1,290
183,"OFFICE SAMBHAGAYA PARIWAHAN MEERUT ROOM N0 3 HAPUR ROAD",625,473,0,1098,401,270,0,671,668,0,7,0,286,371,2,1,3,0,0,0,0,0,0,1,671
184,"OFFICE SAMBHAGAYA PARIWAHAN MEERUT ROOM N0 4 HAPUR ROAD",459,327,0,786,263,181,0,444,444,0,3,1,187,249,0,1,0,1,0,0,0,0,1,1,444
185,"OFFICE SAMBHAGAYA PARIWAHAN MEERUT ROOM N0 5 HAPUR ROAD",656,487,0,1143,396,238,0,634,498,0,6,4,268,349,1,0,2,1,0,0,0,0,0,3,634
186,"CAPITAL PUBLIC SCHOOL ROOM N0 1 SOUTH JAKIR HUSAIN COLONY",827,584,0,1411,458,320,0,778,547,0,4,2,524,236,0,0,5,0,0,1,0,1,2,3,778
187,"CAPITAL PUBLIC SCHOOL ROOM N0 2 SOUTH JAKIR HUSAIN COLONY",712,571,0,1283,465,332,0,797,797,0,2,3,506,269,5,8,2,0,0,0,0,0,0,2,797
188,"CAPITAL PUBLIC SCHOOL ROOM N0 3 SOUTH JAKIR HUSAIN COLONY",742,566,0,1308,382,276,0,658,640,0,2,3,400,245,0,5,0,0,0,0,1,0,1,1,658
189,"MADRSA HAMIDIYA MISBAUL ULAM FATEULLAPUR ROAD GALI N0 23 KE SAMNE LAKHIPURA MEERUT ROOM N0 1",613,468,0,1081,456,313,0,769,768,0,8,8,330,411,0,2,5,0,1,0,0,1,0,3,769
190,"MADRSA HAMIDIYA MISBAUL ULAM FATEULLAPUR ROAD GALI N0 23 KE SAMNE LAKHIPURA MEERUT ROOM N0 2",564,390,0,954,456,232,0,688,688,0,7,1,175,500,3,0,1,0,0,1,0,0,0,0,688
191,"BALIYAN PUBLIC SCHOOL JAKIR HUSAIN COLONY",753,600,0,1353,511,373,0,884,874,0,18,2,513,327,1,5,11,1,1,0,0,0,0,5,884
192,"S.A.M. INDIAN PUBLIC SCHOOL ROOM N0 1 DR. JAKIR HUSAIN COLONY",687,614,0,1301,370,332,0,702,644,0,9,4,458,200,2,3,17,0,0,0,0,3,0,6,702
193,"S.A.M. INDIAN PUBLIC SCHOOL ROOM N0 2 DR. JAKIR HUSAIN COLONY",588,467,0,1055,361,254,0,615,610,0,7,2,411,184,0,1,8,0,0,0,0,0,0,2,615
194,"S.A.M. INDIAN PUBLIC SCHOOL ROOM N0 3 DR. JAKIR HUSAIN COLONY",436,337,0,773,282,202,0,484,455,0,4,4,320,141,1,1,7,0,0,0,0,2,0,4,484
195,"S.A.M. INDIAN PUBLIC SCHOOL ROOM N0 4 DR. JAKIR HUSAIN COLONY",457,360,0,817,284,224,0,508,433,0,4,2,319,175,1,0,6,0,0,0,0,0,0,1,508
196,"MEERUT GIRLS INTER COLLEGE ROOM N0 1 HUMAYUN NAGAR HAPUR ROAD",692,511,1,1204,399,288,0,687,686,0,8,3,444,209,1,1,16,1,1,0,1,1,0,1,687
197,"MEERUT GIRLS INTER COLLEGE ROOM N0 2 HUMAYUN NAGAR HAPUR ROAD",789,613,0,1402,475,313,0,788,788,0,7,8,440,326,2,2,2,0,0,0,1,0,0,0,788
198,"MEERUT GIRLS INTER COLLEGE ROOM N0 3 HUMAYUN NAGAR HAPUR ROAD",765,579,0,1344,444,284,0,728,728,0,3,5,444,263,1,3,5,0,0,0,1,0,0,3,728
199,"MEERUT GIRLS INTER COLLEGE ROOM N0 4 HUMAYUN NAGAR HAPUR ROAD",428,327,0,755,242,154,0,396,395,0,7,1,224,155,0,1,6,1,0,0,0,0,0,1,396
200,"MADRSA ARBIYA DARUL ULOOM NIJAMIYAN ROOM N0 1 HUMAYUN NAGAR",597,430,1,1028,334,223,0,557,557,0,8,16,279,245,6,0,0,1,0,0,0,0,0,2,557
201,"MADRSA ARBIYA DARUL ULOOM NIJAMIYAN ROOM N0 2 HUMAYUN NAGAR",442,321,0,763,309,191,0,500,500,0,3,6,275,212,3,0,1,0,0,0,0,0,0,0,500
202,"MILLAT PUBLIC SCHOOL ROOM N0 1 JAMUNANAGAR HAPUR ROAD",605,459,0,1064,317,219,0,536,533,0,9,5,222,283,2,2,7,0,0,0,1,1,1,3,536
203,"MILLAT PUBLIC SCHOOL ROOM N0 2 JAMUNANAGAR HAPUR ROAD",941,693,0,1634,503,332,0,835,835,0,14,50,285,471,0,1,8,0,0,0,0,0,2,4,835
204,"MILLAT PUBLIC SCHOOL ROOM N0 3 JAMUNANAGAR HAPUR ROAD",861,661,1,1523,498,337,0,835,835,0,17,3,298,508,3,0,4,0,1,0,0,0,0,1,835
205,"MILLAT PUBLIC SCHOOL ROOM N0 4 JAMUNANAGAR HAPUR ROAD",622,470,0,1092,343,225,0,568,563,0,6,2,291,260,0,0,6,0,0,0,1,0,0,2,568
206,"MILLAT PUBLIC SCHOOL ROOM N0 5 JAMUNANAGAR HAPUR ROAD",722,550,0,1272,405,267,0,672,104,0,11,2,319,329,2,1,8,0,0,0,0,0,0,0,672
207,"RIFAYAAM JUNIOR HIGH SCHOOL ROOM N0 1 KARIMNAGAR",629,447,1,1077,398,226,0,624,607,0,6,1,307,304,4,0,1,0,0,0,0,0,0,1,624
208,"RIFAYAAM JUNIOR HIGH SCHOOL ROOM N0 2 KARIMNAGAR",297,235,0,532,190,141,0,331,309,0,4,2,124,197,1,0,1,0,0,0,0,0,0,2,331
209,"RIFAYAAM JUNIOR HIGH SCHOOL ROOM N0 3 KARIMNAGAR",237,186,0,423,141,104,0,245,245,0,1,2,177,62,0,0,2,0,0,0,0,0,1,0,245
210,"RIFAYAAM JUNIOR HIGH SCHOOL ROOM N0 4 KARIMNAGAR",647,488,0,1135,405,254,0,659,615,0,15,1,242,384,1,0,10,2,1,1,0,0,1,1,659
211,"RAFIQ MEMORIYAL PUBLIC JUNIOUR HIGH SCHOOL ROOM N0 1 MANJOOR NAGAR",884,628,0,1512,517,347,0,864,864,0,18,6,349,482,1,1,5,0,0,0,0,1,0,1,864
212,"RAFIQ MEMORIYAL PUBLIC JUNIOUR HIGH SCHOOL ROOM N0 2 MANJOOR NAGAR",275,209,0,484,145,93,0,238,238,0,9,3,82,140,2,0,1,0,0,0,0,1,0,0,238
213,"AFTAB NISHAN JUNIOUR HIGH SCHOOL ZAIDI FARAM",722,614,0,1336,477,325,0,802,525,0,13,8,347,420,0,2,7,0,0,1,0,2,0,2,802
214,"MURTAJA ZAIDI BASIC PRATHMIK SCHOOL ZAIDI NAGAR CHOWK",591,501,0,1092,374,283,0,657,655,0,7,6,357,275,1,2,5,0,0,0,0,1,1,2,657
215,"NEW HORIJAN PUBLIC SCHOOL ROOM N0 1 ZAIDI SOCIETY",744,596,0,1340,460,323,0,783,778,0,21,8,400,337,0,0,10,0,0,1,0,0,1,5,783
216,"NEW HORIJAN PUBLIC SCHOOL ROOM N0 2 ZAIDI SOCIETY",614,534,0,1148,388,296,0,684,684,0,32,5,290,345,1,0,6,1,0,0,0,0,0,4,684
217,"NEW HORIJAN PUBLIC SCHOOL ROOM N0 3 ZAIDI SOCIETY",261,225,0,486,156,106,0,262,260,0,3,0,126,124,0,0,7,0,1,0,0,0,0,1,262
218,"OFFICE UP AWAS AAYUKAT MEERUT ZONE ROOM N0 1 NEW BHAWAN SEC. 9 SHASHTRI NAGAR",898,766,0,1664,499,368,0,867,622,0,27,322,279,221,0,1,15,0,0,1,0,0,0,1,867
219,"OFFICE UP AWAS AAYUKAT MEERUT ZONE ROOM N0 2 NEW BHAWAN SEC. 9 SHASHTRI NAGAR",508,456,1,965,274,218,0,492,195,0,9,84,167,214,0,0,14,0,0,1,0,0,1,2,492
220,"OFFICE UP AWAS AAYUKAT MEERUT ZONE ROOM N0 3 NEW BHAWAN SEC. 9 SHASHTRI NAGAR",682,562,0,1244,426,305,0,731,731,0,13,35,322,350,1,1,8,1,0,0,0,0,0,0,731
221,"OFFICE UP AWAS AAYUKAT MEERUT ZONE ROOM N0 4 NEW BHAWAN SEC. 9 SHASHTRI NAGAR",520,465,0,985,313,245,0,558,528,0,26,497,10,7,0,0,14,0,1,0,0,0,1,2,558
222,"OFFICE UP AWAS AAYUKAT MEERUT ZONE ROOM N0 5 NEW BHAWAN SEC. 9 SHASHTRI NAGAR",408,398,0,806,256,222,0,478,474,0,33,385,25,13,0,0,22,0,0,0,0,0,0,0,478
223,"ANANDI DEVI SHISHU VIHAR ROOM N0 1 24/3 SHASHTRINAGAR",481,445,0,926,344,318,0,662,660,0,17,554,62,2,0,0,20,0,0,0,0,0,3,4,662
224,"ANANDI DEVI SHISHU VIHAR ROOM N0 2  24/3 SHASHTRINAGAR",306,319,0,625,258,204,0,462,462,0,23,378,45,4,1,0,8,1,0,0,0,0,0,2,462
225,"ANANDI DEVI SHISHU VIHAR ROOM N0 3  24/3 SHASHTRINAGAR",678,671,0,1349,447,407,0,854,854,0,60,709,52,8,0,0,19,0,0,0,0,0,0,6,854
226,"ANANDI DEVI SHISHU VIHAR ROOM N0 4  24/3 SHASHTRINAGAR",442,384,0,826,263,254,0,517,500,0,29,433,28,4,0,0,18,0,0,0,0,0,1,4,517
227,"ANANDI DEVI SHISHU VIHAR ROOM N0 5  24/3 SHASHTRINAGAR",402,408,0,810,256,242,0,498,493,0,25,393,40,28,0,0,12,0,0,0,0,0,0,0,498
228,"DHANVANTRI AYURVEDICK MAHAVIDHALAYA ROOM N0 1 DURGA MANDIR KE PASS SHASHTRINAGAR",729,686,0,1415,389,455,0,844,832,0,28,728,45,23,0,0,13,0,0,0,0,2,0,5,844
229,"DHANVANTRI AYURVEDICK MAHAVIDHALAYA ROOM N0 2 DURGA MANDIR KE PASS SHASHTRINAGAR",548,472,0,1020,363,270,0,633,633,0,43,416,80,78,0,0,10,0,1,1,0,1,0,3,633
230,"SAMUDAYIK KENDRA ROOM N0 1 SHASHTRINAGAR SEC0 7",542,548,0,1090,312,305,0,617,617,0,21,520,39,9,1,0,22,0,0,0,0,0,0,5,617
231,"SAMUDAYIK KENDRA ROOM N0 2 SHASHTRINAGAR SEC0 7",679,618,0,1297,419,398,0,817,817,0,65,695,32,8,0,1,12,0,0,0,0,0,1,3,817
232,"MINAKSHI PUBLIC SCHOOL HINDI MEDIYAM 671-672/6 SHASHTRINAGAR",726,660,0,1386,523,436,0,959,957,0,48,836,21,13,0,0,31,0,0,1,0,0,0,9,959
233,"BASANTIKA CHAILD BLUING PUBLIC SCHOOL ROOM N0 1 100/9 SHASHTRINAGAR",375,396,0,771,282,247,0,529,398,0,28,460,13,9,0,0,16,0,0,0,0,0,0,3,529
234,"BASANTIKA CHAILD BLUING PUBLIC SCHOOL ROOM N0 2 100/9 SHASHTRINAGAR",398,361,0,759,280,219,0,499,476,0,37,415,25,13,0,2,6,0,0,0,0,0,0,1,499
235,"BASANTIKA CHAILD BLUING PUBLIC SCHOOL ROOM N0 3 100/9 SHASHTRINAGAR",758,663,0,1421,463,385,0,848,666,0,42,685,38,45,0,0,26,0,0,0,0,0,0,12,848
236,"SENT DEVASHRAM PUBLIC SCHOOL SEC 2 SHASHTRINAGAR",695,658,1,1354,440,390,0,830,788,0,31,706,63,2,0,0,19,0,0,0,0,2,1,6,830
237,"MAHARANA PRATAT SHIKSHA SADAN ROOM N0 1 SEC0 2 SHASHTRINAGAR",606,488,0,1094,446,296,0,742,440,0,28,644,44,5,0,0,13,0,0,1,0,0,2,5,742
238,"MAHARANA PRATAT SHIKSHA SADAN ROOM N0 2 SEC0 2 SHASHTRINAGAR",588,553,0,1141,360,326,0,686,13,0,38,580,44,8,0,0,11,0,0,0,0,0,0,5,686
239,"MAHARANA PRATAT SHIKSHA SADAN ROOM N0 3 SEC0 2 SHASHTRINAGAR",591,578,0,1169,403,377,0,780,780,0,30,661,77,4,0,0,5,0,1,0,0,0,1,1,780
240,"DR. AMBEDKAR INTER COLLEGE TEJGARHI",348,272,0,620,260,193,0,453,453,0,13,142,287,7,0,0,2,0,0,0,0,0,0,2,453
241,"SANT VIVEKANAND INTER COLLEGE ROOM N0 1 SHASTRINAGAR",432,394,0,826,279,224,0,503,503,0,22,380,86,4,0,0,10,0,0,0,0,0,0,1,503
242,"SANT VIVEKANAND INTER COLLEGE ROOM N0 2 SHASTRINAGAR",443,405,0,848,275,201,0,476,465,0,21,407,26,4,0,1,15,0,0,0,0,0,0,2,476
243,"BARAT GHAR ROOM HALL SHASTRINAGAR B BLOCK",529,510,0,1039,284,258,0,542,497,0,44,466,7,5,0,1,16,0,0,0,0,0,0,3,542
244,"BALE RAM BRAJBHUSHAN SARASWATI SHISHU MANDIR ROOM N0 1 D BLOCK SHASHTRINAGAR",520,473,0,993,312,298,0,610,610,0,25,541,12,3,0,0,27,0,0,0,0,0,0,2,610
245,"BALE RAM BRAJBHUSHAN SARASWATI SHISHU MANDIR ROOM N0 2 D BLOCK SHASHTRINAGAR",747,673,0,1420,489,428,0,917,912,0,47,805,5,16,0,1,32,1,0,0,0,0,0,10,917
246,"ANI BISENT PUBLIC SCHOOL ROOM N0 1 F BLOCK SHASHRINAGAR",559,516,0,1075,373,335,0,708,708,0,48,613,12,6,0,0,21,0,0,0,0,0,1,7,708
247,"ANI BISENT PUBLIC SCHOOL ROOM N0 2 F BLOCK SHASHRINAGAR",727,707,1,1435,496,463,0,959,959,0,49,849,15,9,0,0,27,0,0,0,1,0,0,9,959
248,"ANI BISENT PUBLIC SCHOOL ROOM N0 3 F BLOCK SHASHRINAGAR",566,568,0,1134,348,326,0,674,674,0,53,558,30,8,0,0,20,0,0,0,0,0,0,5,674
249,"BARAT GHAR ROOM HALL PURANA K BLOCK ROOM N0 1 SHIV MANDIR SHASHTRINAGAR MEERUT",651,584,0,1235,404,369,0,773,751,0,36,669,46,10,0,0,7,2,0,0,0,0,0,3,773
250,"BARAT GHAR ROOM HALL PURANA K BLOCK ROOM N0 2 SHIV MANDIR SHASHTRINAGAR MEERUT",627,585,0,1212,386,330,0,716,704,0,29,643,7,10,0,0,24,0,0,0,0,0,1,2,716
251,"OFFICE SAHAYAK NIDESHAK ISTANIYA NIDHI LEKHA ROOM N0 1 KE 5 SHASHTRINAGAR",590,542,0,1132,466,379,0,845,841,0,39,750,32,4,0,0,13,0,0,0,0,0,0,7,845
252,"OFFICE SAHAYAK NIDESHAK ISTANIYA NIDHI LEKHA ROOM N0 2 KE 5 SHASHTRINAGAR",660,583,0,1243,471,402,0,873,853,0,68,737,44,7,0,0,11,0,1,0,0,0,0,5,873
253,"VIDHA MANDIR ROOM N0 1 SHASTHINAGAR",513,462,0,975,345,301,0,646,99,0,51,547,21,9,0,1,10,0,0,0,0,0,0,7,646
254,"VIDHA MANDIR ROOM N0 2 SHASTHINAGAR",683,579,0,1262,407,322,0,729,729,0,48,619,15,20,0,1,20,0,0,0,0,1,1,4,729
255,"VIDHA MANDIR ROOM N0 3 SHASTHINAGAR",468,422,0,890,303,300,0,603,595,0,43,494,18,9,1,1,27,1,0,1,0,1,0,7,603
256,"VIDHA MANDIR ROOM N0 4 SHASTHINAGAR",649,530,0,1179,403,265,0,668,640,0,42,548,11,40,0,0,16,1,0,0,0,1,0,9,668
257,"VIDHA MANDIR ROOM N0 5 SHASTHINAGAR",703,529,0,1232,395,313,0,708,708,0,37,581,47,33,0,0,4,0,1,0,0,0,0,5,708
258,"VIDHA MANDIR ROOM N0 6 SHASTHINAGAR",483,347,0,830,284,195,0,479,476,0,24,384,39,18,0,0,5,2,0,1,2,0,0,4,479
259,"MASTAR SCHOOL OF MANEGMENT ROOM N0 1 F0 17-19-21 SHASTRINAGAR",653,597,0,1250,425,378,0,803,803,0,25,631,115,9,0,0,16,1,0,0,0,1,0,5,803
260,"MASTAR SCHOOL OF MANEGMENT ROOM N0 2 F0 17-19-21 SHASTRINAGAR",813,779,0,1592,459,483,0,942,925,0,43,721,38,96,1,0,38,0,0,0,0,0,0,5,942
261,"PRATHMIK VIDHALAYA KAJIPUR ROOM N0 1",609,459,0,1068,441,302,0,743,743,0,8,153,558,15,1,0,0,2,0,1,0,0,2,3,743
262,"PRATHMIK VIDHALAYA KAJIPUR ROOM N0 2",748,581,0,1329,505,341,0,846,842,0,32,507,209,88,2,1,0,0,0,0,0,0,2,5,846
263,"PRATHMIK VIDHALAYA KAJIPUR ROOM N0 3",384,278,0,662,230,140,0,370,331,0,5,257,91,15,0,0,1,0,0,0,0,0,1,0,370
264,"H.R.RAJAJI MEMORIYAL PUBLIC SCHOOL ROOM N0 1 LOHIYA",642,558,0,1200,403,289,0,692,675,0,15,254,328,76,6,0,5,0,0,1,0,1,1,5,692
265,"H.R.RAJAJI MEMORIYAL PUBLIC SCHOOL ROOM N0 2 LOHIYA",792,578,0,1370,483,356,0,839,839,0,21,315,410,71,1,1,10,0,0,0,0,3,1,6,839
266,"H.R.RAJAJI MEMORIYAL PUBLIC SCHOOL ROOM N0 3 LOHIYA",796,608,1,1405,461,357,0,818,818,0,27,226,348,193,3,0,12,3,0,2,0,0,4,0,818
267,"UCCH PRATHMIK VIDHALAYA KAJIPUR ROOM N0 1",574,576,0,1150,271,241,0,512,512,0,9,113,344,33,1,2,2,0,0,1,0,0,3,4,512
268,"UCCH PRATHMIK VIDHALAYA KAJIPUR ROOM N0 2",506,504,0,1010,227,225,0,452,448,0,5,115,269,52,2,1,3,0,0,0,1,1,1,2,452
269,"COMPOJIT VIDHALAYA K0 Y0 LOHIYANAGAR FES 1 ROOM N0 1 NAGAR KSHETRA MEERUT",442,495,0,937,202,262,0,464,464,0,11,86,323,41,0,0,2,1,0,0,0,0,0,0,464
270,"COMPOJIT VIDHALAYA K0 Y0 LOHIYANAGAR FES 1 ROOM N0 2 NAGAR KSHETRA MEERUT",374,451,0,825,180,219,0,399,399,0,13,85,261,34,0,0,1,1,0,0,1,1,1,1,399
