"Polling Station",,"Total No of Electors",,,,"Voters Turnout",,,,,,"Candidate ID and Name",,,,,,,,,,,,,,
"Part No","Part Name",Male,Female,Other,"Total No. of electors",Male,Female,Other,Total,"No of voters identifying using EPIC","Tendered Voter","1 - AMBIKA SINGH","2 - BRIJ KISHOR SINGH","3 - RAM PRASAD CHAUDHARY","4 - HARISH CHANDRA  ALIAS  HARISH DWIVEDI","5 - ANAND RAJPAL","6 - PURUSHOTTAM PANDEY","7 - BHAGWANDAS","8 - RAM KARAN ALIAS R.K. GAUTAM","9 - SHIVPOOJAN RAJBHAR","10 - SITA RAM","11 - ARUN KUMAR","12 - KRISHNA  KUMAR UPADHYAY ADVOCATE","13 - RAM SHANKAR GUPTA","14 - None of the Above","Total Votes Secured"
197,"P.S. PACHVAS",487,442,0,929,262,235,0,497,496,0,7,88,28,367,5,0,0,0,0,1,0,0,0,1,497
198,"P.S. PACHVAS",447,401,0,848,204,202,0,406,402,0,5,74,47,266,2,0,0,2,0,1,1,2,3,3,406
199,"P.S. DUBHRANIRWAHAN",799,673,0,1472,491,386,0,877,29,0,23,368,148,313,6,3,3,2,0,2,3,1,2,3,877
200,"P.S. HIYARUPUR",341,298,0,639,222,151,0,373,310,0,5,233,43,79,1,1,2,0,2,0,0,2,1,4,373
201,"P.S. CHAPILAUN",376,345,0,721,283,240,0,523,523,0,16,277,84,137,1,0,1,1,0,0,1,2,1,2,523
202,P.S.AJANDEEH,680,636,0,1316,471,367,0,838,811,0,12,306,128,356,6,4,4,2,0,2,0,2,5,11,838
203,"P.S. NATAUVA",445,394,0,839,233,242,0,475,419,0,14,217,16,209,3,1,1,2,1,2,1,3,3,2,475
204,P.S.JITIYAPUR,307,282,0,589,176,154,0,330,217,0,2,44,105,174,1,0,1,1,1,0,0,0,1,0,330
205,"J.H.S. JITIYAPUR",220,223,0,443,144,159,0,303,303,0,1,27,181,86,2,0,1,0,1,0,1,1,1,1,303
206,P.S.JITIYAPUR,596,547,0,1143,404,307,0,711,711,0,8,110,108,470,5,0,0,1,1,0,0,2,2,4,711
207,P.S.JITIYAPUR,473,430,0,903,242,231,0,473,393,0,18,131,169,133,6,7,0,1,0,0,0,1,2,5,473
208,P.S.JITIYAPUR,340,271,0,611,167,170,0,337,337,0,9,150,71,96,3,1,0,0,0,0,0,0,3,4,337
209,"P.S. PURE HINDU",437,401,0,838,249,267,0,516,504,0,11,70,47,355,6,5,3,2,2,1,6,3,0,5,516
210,"P.S. KHESUA",476,419,1,896,256,247,0,503,495,0,9,117,65,288,3,0,5,0,8,1,2,3,0,2,503
211,"P.S. DEVKHAR MISHR",277,228,0,505,131,116,0,247,247,0,3,79,27,128,3,0,2,1,1,0,0,0,1,2,247
212,"P.S. DEVKHAR MISHR",490,434,0,924,284,262,0,546,546,0,13,107,91,322,4,1,2,0,0,2,3,0,0,1,546
213,"P.S. HILSI",360,324,0,684,187,194,0,381,351,0,7,149,50,159,2,1,3,1,1,0,2,1,0,5,381
214,"P.S. TURSI",610,488,0,1098,361,333,0,694,500,0,17,211,155,290,2,0,3,0,2,1,2,0,3,8,694
215,"P.S. SHAKTIPUR",532,474,0,1006,282,301,0,583,583,0,16,176,82,291,9,1,3,1,1,1,1,0,0,1,583
216,"P.S. LAKHNA",228,206,0,434,121,129,0,250,95,0,4,61,50,120,3,0,1,0,1,2,1,4,1,2,250
217,P.S.ARJUNPUR,274,231,0,505,146,132,0,278,159,0,10,87,56,106,6,0,0,0,0,3,0,0,2,8,278
218,"P.S. SUNGAHABADLI",211,167,0,378,104,105,0,209,109,0,3,79,18,101,0,2,1,0,1,0,0,1,2,1,209
219,"P.S. SUNGAHABADLI",293,244,0,537,161,139,0,300,274,0,13,54,56,171,3,1,0,0,0,0,0,2,0,0,300
220,"P.S. MAJHIL GAUN",586,506,0,1092,337,294,0,631,630,0,11,235,150,207,2,0,3,1,2,5,2,2,3,8,631
221,"P.S.DUDHAURA PURE KUMAR",296,271,0,567,142,161,0,303,8,0,6,65,53,163,8,0,0,1,1,2,1,1,0,2,303
222,"P.S.DUDHAURA PURE KUMAR",319,264,0,583,165,133,0,298,298,0,7,146,78,61,1,0,0,0,1,0,1,1,0,2,298
223,P.S.AKLA,426,389,0,815,220,250,0,470,470,0,7,244,102,108,0,0,1,1,1,1,0,0,1,4,470
224,"P.S. AKLA",327,291,0,618,209,204,0,413,200,0,12,257,67,62,2,0,0,2,0,2,0,2,0,7,413
225,"P.S. GUNDA KUNWAR",525,462,0,987,318,292,0,610,68,0,15,96,113,360,4,1,4,1,2,0,1,4,2,7,610
226,"P.S. GUNDA KUNWAR",567,477,1,1045,354,311,0,665,665,0,16,138,160,327,2,3,2,0,3,0,3,6,1,4,665
227,"P.S. PUREHEMRAJ",639,563,0,1202,341,385,0,726,726,0,8,317,138,230,3,1,5,1,4,2,2,7,2,6,726
228,"P.S. BABHANGANVA",554,455,0,1009,330,333,0,663,600,0,7,200,170,264,5,1,1,3,0,0,2,1,3,6,663
229,"P.S. KUNVAGAUN",488,398,0,886,260,250,0,510,509,0,9,129,40,313,8,0,2,0,1,1,2,1,1,3,510
230,"P.S. KUNVAGAUN",639,525,0,1164,325,319,0,644,637,0,10,135,134,328,7,1,6,1,1,3,3,4,2,9,644
231,"P.S. AMODHA",773,643,0,1416,351,377,0,728,413,0,8,131,43,476,11,0,2,4,2,2,4,6,8,31,728
232,"P.S. AMODHA",702,587,0,1289,354,396,0,750,750,0,14,325,143,239,5,2,2,2,1,1,2,1,5,8,750
233,"P.S. AMODHA",738,558,0,1296,388,345,0,733,701,0,4,256,115,331,3,0,1,1,1,0,1,2,7,11,733
234,"P.S. DEVKHAL",422,385,0,807,257,262,0,519,431,0,10,271,38,177,0,2,0,0,0,1,4,5,1,10,519
235,"P.S. DHAURAHRA CHAUHAN",389,318,0,707,224,202,0,426,425,0,11,124,73,200,4,1,4,1,0,0,3,1,2,2,426
236,"J.H.S. DHIRAULI BABU",319,251,0,570,166,140,0,306,301,0,0,109,67,123,1,1,0,0,0,1,1,0,2,1,306
237,"J.H.S. DHIRAULI BABU",610,507,0,1117,385,339,0,724,724,0,16,431,128,126,1,0,3,0,2,0,2,5,3,7,724
238,"P.S. BATAULI",457,375,0,832,276,270,0,546,546,0,11,223,63,226,6,2,1,0,1,1,2,4,3,3,546
239,"P.S. MAJHAKITA AVVAL",599,515,0,1114,331,220,0,551,543,0,18,392,57,61,1,0,1,1,3,1,2,2,3,9,551
240,"P.S. MAJHAKITA AVVAL",235,195,0,430,131,85,0,216,215,0,10,149,33,14,0,3,0,1,1,0,1,0,2,2,216
241,"J.H.S. MAJHAKITA AVVAL",373,311,1,685,171,103,0,274,270,0,5,147,76,25,1,0,2,0,2,0,0,5,2,9,274
242,"P.S. JAITAPUR",629,546,0,1175,315,352,0,667,21,0,24,144,153,308,6,2,4,3,2,1,2,2,6,10,667
243,"P.S. JAITAPUR",616,546,0,1162,369,297,0,666,6,0,14,79,206,346,7,1,2,0,2,1,1,0,4,3,666
244,"P.S. JAITAPUR",258,242,0,500,180,171,0,351,351,0,12,129,98,97,4,0,1,2,0,2,2,2,0,2,351
245,"P.S. BABHRAULI",368,322,0,690,205,205,0,410,410,0,10,114,91,167,2,1,1,0,1,3,4,3,3,10,410
246,"P.S. BARDIYA LOHAR",377,338,0,715,233,227,0,460,425,0,15,127,48,253,4,2,2,3,1,1,2,0,0,2,460
247,"P.S.PITHIYA LASKARI",521,475,0,996,332,303,0,635,635,0,13,447,103,41,4,2,0,0,2,3,2,3,3,12,635
248,"P.S. MAJHAAKHANPUR",580,514,1,1095,294,229,0,523,333,0,10,75,80,315,17,2,1,1,1,11,1,3,1,5,523
249,P.S.MAJHAAKHANPUR,497,430,0,927,319,261,0,580,50,0,17,139,61,326,8,4,2,3,6,1,3,3,3,4,580
250,"P.S BARDIYA KUNWAR",455,385,0,840,277,250,0,527,525,0,15,125,88,279,4,2,1,1,1,0,2,0,4,5,527
251,"P.S. SUDIPUR",563,450,0,1013,333,287,0,620,619,0,13,81,176,313,8,2,4,3,3,2,4,3,1,7,620
252,"P.S. CHHAPIYA MALIK",453,391,0,844,232,239,0,471,466,0,9,140,121,188,2,0,2,0,1,1,1,1,1,4,471
253,"P.S. RANIPUR LAD",516,470,0,986,267,285,0,552,550,0,12,102,138,278,6,0,1,0,2,1,0,1,3,8,552
254,"P.S. KUDRAHI",455,380,0,835,243,237,0,480,480,0,10,206,91,163,0,0,1,1,0,0,5,0,0,3,480
255,P.S.BHAKRAHI,575,473,0,1048,363,312,0,675,355,0,17,223,112,312,4,0,1,1,1,0,0,1,2,1,675
256,"P.S. BHAKRAHI",413,355,0,768,269,232,0,501,151,0,10,165,167,141,5,0,2,2,0,1,2,1,2,3,501
257,"P.S. RAMNAGAR",744,635,0,1379,421,390,0,811,811,0,20,155,115,489,8,0,2,0,2,3,2,3,4,8,811
258,"P.S. MARAUTI PANDEY",293,248,0,541,165,163,0,328,306,0,5,114,27,177,3,1,0,0,0,0,0,0,1,0,328
259,"P.S. SAMAUDA STHIT PURE JHARIHANG",401,365,0,766,266,238,0,504,501,0,11,121,108,242,7,0,1,0,3,0,1,2,0,8,504
260,"P.S.SAMAUDHA STHIT POOREJHARIHANG",605,533,1,1139,317,308,0,625,80,0,8,136,147,300,7,4,0,2,1,2,2,4,3,9,625
261,"P.S. RAMNATAUFEER",262,212,0,474,158,142,0,300,300,0,8,47,68,139,5,0,3,0,22,1,2,1,0,4,300
262,"P.S RAMVAPUR RAJA",560,521,0,1081,371,344,0,715,515,0,7,268,186,210,6,1,2,2,8,2,5,4,5,9,715
263,"J.H.S. CHAKOHI",577,543,0,1120,293,296,0,589,309,0,14,112,201,229,3,0,1,3,21,0,1,1,2,1,589
264,"P.S. HENGAPUR",504,397,0,901,314,248,0,562,501,0,5,129,128,266,16,1,3,2,2,6,0,1,0,3,562
265,"P.S. SANDPUR",769,621,0,1390,434,385,0,819,812,0,21,214,256,269,9,2,4,2,9,7,4,4,3,15,819
266,"P.S. ASHOKPUR",726,645,0,1371,388,323,0,711,700,0,21,218,119,300,7,3,3,6,0,3,6,6,3,16,711
267,"P.S. ASHOKPUR",806,729,0,1535,370,405,0,775,720,0,19,172,96,464,7,3,6,1,2,0,4,1,0,0,775
268,"P.S. POOREORIRAI",566,499,0,1065,424,346,0,770,770,0,14,323,211,196,6,4,0,1,2,2,2,2,1,6,770
269,"J.H.S. BARSAWN",400,382,0,782,237,244,0,481,453,0,8,144,102,209,9,1,1,0,1,0,0,0,2,4,481
270,"P.S. PAKARIBAKHATAWAR",447,388,0,835,240,264,0,504,325,0,9,220,102,128,3,1,7,1,18,2,0,5,2,6,504
271,P.S.PAKARIBAKHATAWAR,524,454,0,978,323,275,0,598,400,0,10,98,244,226,3,0,2,1,1,1,2,2,3,5,598
272,"P.S. DUBAULIYA",837,687,0,1524,508,356,0,864,852,0,10,263,117,460,6,1,1,1,1,0,0,2,0,2,864
273,"P.S. SEMARA",168,150,0,318,109,121,0,230,230,0,4,19,182,20,1,0,0,0,0,0,0,3,1,0,230
274,"SHIVPUJAN RAMPADARATH J.H. SEMARA",655,569,1,1225,397,368,0,765,750,0,12,205,202,315,5,1,2,2,3,1,1,2,3,11,765
275,"P.S. NANDEKUNWA",626,525,0,1151,318,328,0,646,183,0,13,101,185,302,9,1,3,4,4,2,4,6,3,9,646
276,P.S.JOGAHATA,556,481,0,1037,293,326,0,619,607,0,23,105,210,230,11,0,7,4,1,1,1,8,5,13,619
277,P.S.SINGAHARAJA,575,510,0,1085,324,318,0,642,637,0,15,120,184,298,3,3,3,0,3,0,1,2,5,5,642
278,P.S.JOGAPUR,453,409,0,862,282,281,0,563,562,0,12,174,144,221,1,2,1,0,2,2,2,1,0,1,563
279,P.S.UBHANAI,666,561,0,1227,353,335,0,688,557,0,13,172,142,323,14,2,1,1,4,1,0,2,5,8,688
280,P.S.UBHANAI,609,460,0,1069,343,236,0,579,541,0,8,109,243,200,4,5,1,1,1,1,0,1,1,4,579
281,"P.S.MIRJAPUR AT MAHRAJGANJ",728,574,0,1302,390,344,0,734,615,0,10,151,281,273,5,1,1,0,1,1,1,3,1,5,734
282,P.S.CHUILBABU,501,440,0,941,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
283,J.H.DEVKHAR,346,320,0,666,187,200,0,387,387,0,6,95,77,177,3,0,1,1,17,2,2,0,0,6,387
284,"J.H. LACHIMANPUR",427,365,0,792,255,226,0,481,481,0,12,156,136,151,5,1,1,0,2,1,2,4,7,3,481
285,P.S.SARAIYAATIBAL,376,331,0,707,250,231,0,481,110,0,16,184,116,153,0,0,1,0,0,1,1,4,1,4,481
286,P.S.CHUILKAJEE,359,309,0,668,231,221,0,452,432,0,13,187,87,160,1,0,0,0,2,0,0,1,0,1,452
287,P.S.KOHALTIWARI,393,354,0,747,244,257,0,501,501,0,11,228,117,130,1,1,0,0,8,0,1,3,0,1,501
288,P.S.NIDURIKHAMOYA,838,643,0,1481,488,436,0,924,920,0,31,470,159,223,15,4,3,1,3,2,4,4,3,2,924
289,P.S.NIDURIKHAMOYA,664,580,0,1244,340,297,0,637,637,0,10,83,178,329,10,1,2,2,2,2,3,8,1,6,637
290,P.S.DUHARIYA,630,518,0,1148,321,339,0,660,649,0,11,254,211,163,4,1,1,1,1,1,0,4,2,6,660
291,P.S.RUPGHAY,806,686,0,1492,432,421,0,853,829,0,36,374,187,230,8,2,8,0,1,2,0,1,1,3,853
292,P.S.PAULII,596,554,0,1150,393,307,0,700,532,0,12,184,143,333,8,1,0,2,2,1,1,3,1,9,700
293,P.S.SANHRAMPUR,672,566,0,1238,325,479,0,804,4,0,20,411,188,159,3,4,3,1,0,1,2,4,3,5,804
294,P.S.DUHAWAMISHRA,676,613,0,1289,409,358,0,767,150,0,40,178,167,349,4,4,6,3,1,1,6,4,2,2,767
295,P.S.MAHEWAJOTMALI,902,712,0,1614,404,399,0,803,803,0,17,229,188,336,8,1,3,1,1,1,6,4,1,7,803
296,"P.S.MIRJAPUR AT MAHRAJGANJ",470,383,0,853,249,176,0,425,424,0,7,45,210,144,1,1,2,1,1,0,4,2,1,6,425
297,P.S.MAHEWAJOTMALI,773,672,0,1445,467,362,0,829,800,0,14,207,225,357,6,8,0,0,1,0,2,2,3,4,829
298,J.H.MALOOPIR,776,668,0,1444,387,397,0,784,779,0,12,157,188,391,5,4,2,2,1,0,5,4,3,10,784
299,P.S.SEWARALALA,606,531,0,1137,375,368,0,743,743,0,19,215,125,343,12,5,2,3,0,3,0,6,5,5,743
300,P.S.SEWARALALA,256,218,0,474,157,136,0,293,290,0,2,58,44,182,2,0,1,0,0,0,3,0,0,1,293
301,P.S.RAMGARH,785,687,0,1472,431,427,0,858,800,0,12,250,194,328,5,40,5,2,1,1,3,8,4,5,858
302,P.S.RAMGARH,443,370,0,813,285,260,0,545,360,0,19,198,98,217,1,2,4,0,1,0,1,1,0,3,545
303,P.S.VIRPURKHARAHARA,582,523,0,1105,293,316,0,609,498,0,17,168,129,277,8,3,1,3,0,1,1,0,0,1,609
304,"P.S. PADARI MISHR",540,486,0,1026,288,286,0,574,549,0,7,96,177,258,7,1,3,3,3,3,2,6,1,7,574
305,"P.S. KALANIKALA",698,607,0,1305,389,353,0,742,200,0,19,153,161,357,11,4,4,0,0,1,3,7,4,18,742
306,"J.H.S. IN‍DAULI STHIT GRAM SHERAPUR",334,275,0,609,187,155,0,342,202,0,6,105,52,161,5,0,2,1,2,3,0,1,2,2,342
307,"P.S. IN‍DAULI",389,369,0,758,215,252,0,467,410,0,2,186,51,210,3,0,2,2,1,1,4,2,1,2,467
308,"P.S. BARGADWAMAFFI",718,623,0,1341,426,414,0,840,415,0,16,293,313,188,6,0,1,0,2,0,4,5,3,9,840
309,"J.H.S BARGADWAMAFFI",406,333,0,739,202,200,0,402,260,0,10,28,153,194,3,0,2,1,1,0,4,4,0,2,402
310,"P.S. UMRIYA GOP‍TARSINGH",565,483,0,1048,310,325,0,635,150,0,7,158,250,188,5,2,2,1,5,0,3,3,3,8,635
311,"P.S. BHADASI",561,459,0,1020,327,290,0,617,617,0,40,172,51,328,8,2,2,1,2,1,0,3,4,3,617
312,"K.BHAWAN SISAIE",281,241,0,522,161,170,0,331,321,0,8,53,163,103,0,0,1,0,0,0,0,1,1,1,331
313,"P.S. BADAHARAKLA",703,605,0,1308,413,370,0,783,206,0,11,93,254,391,3,3,4,2,2,2,3,2,5,8,783
314,"P.S. MAHUGHAT",572,523,0,1095,334,330,0,664,610,0,13,220,222,191,4,2,2,1,0,1,0,4,1,3,664
315,"P.S. BELADESHUK‍L",502,454,0,956,299,280,0,579,23,0,12,221,222,101,3,1,0,2,2,0,0,4,1,10,579
316,"P.S. BELADE SHUK‍LA",417,377,0,794,217,212,0,429,427,0,14,129,118,160,0,2,1,1,0,0,1,1,1,1,429
317,"J.H.S.NRAINPUR MISHR",666,571,0,1237,221,563,0,784,784,0,10,88,107,567,6,2,1,0,0,0,0,3,0,0,784
318,"P.S. HARDIYA",267,254,0,521,215,191,0,406,402,0,11,297,58,27,3,0,0,2,0,1,3,0,2,2,406
319,"P.S. REVRADAS STHIT GRAM BHIRVA",442,382,0,824,255,227,0,482,482,0,10,174,181,88,7,0,0,1,6,0,3,2,2,8,482
320,"P.S. REVRADAS STHIT GRAM BHIRVA",529,432,0,961,303,195,0,498,498,0,18,156,95,225,1,0,1,0,0,0,1,0,0,1,498
321,"P.S. REVRADAS STHIT GRAM BHIRVA",574,491,0,1065,280,316,0,596,596,0,14,176,180,206,4,3,3,1,4,2,1,1,0,1,596
322,"P.S.KHAM‍HRIYA SUJAT",824,679,0,1503,395,405,0,800,30,0,11,222,275,256,6,0,0,1,3,1,5,7,6,7,800
323,P.S.JAGDISHPUR,425,355,0,780,211,229,0,440,439,0,23,125,139,138,1,1,2,2,0,2,1,3,1,2,440
324,P.S.JAGDISHPUR,607,534,0,1141,355,337,0,692,692,0,11,153,205,291,14,0,1,3,1,1,4,2,2,4,692
325,"P.S. HAHI",709,655,0,1364,425,386,0,811,700,0,20,273,247,257,0,2,2,0,1,1,2,3,1,2,811
326,"P.S. MAJHARI",218,197,0,415,122,151,0,273,273,0,7,153,44,58,2,2,0,1,0,0,0,2,2,2,273
327,"P.S GAUHANIYA",674,581,0,1255,347,343,0,690,685,0,13,271,208,178,1,0,1,0,0,2,2,3,4,7,690
328,"P.S HARRAIYAGHAT",459,335,0,794,296,205,0,501,492,0,5,112,131,236,5,1,2,0,0,1,0,2,1,5,501
329,"P.S. MURADIPUR",400,381,0,781,240,173,0,413,168,0,8,94,106,202,1,0,1,0,0,0,0,0,0,1,413
330,"P.S. HARRAIYA GHAT",771,719,0,1490,485,417,0,902,535,0,10,260,79,529,6,1,2,2,0,1,2,1,1,8,902
331,"G.J.H.S.HARRAIYA GHAT",341,327,0,668,207,182,0,389,389,0,11,150,17,206,2,0,1,0,0,0,0,0,0,2,389
332,"MAHAJN I.C. HARRAIYAGHAT",501,432,0,933,311,227,0,538,533,0,22,263,52,194,0,0,0,0,0,1,0,0,1,5,538
333,"P.S. KARAMDAD",638,573,0,1211,332,364,0,696,694,0,7,282,87,278,10,1,3,3,1,2,3,3,4,12,696
334,"P.S. MAHEWA KUNWAR",564,525,0,1089,356,328,0,684,684,0,6,250,267,140,2,0,2,4,0,1,2,4,1,5,684
335,"P.S. SAKARDAHA",423,369,0,792,226,215,0,441,441,0,3,109,128,191,2,2,3,0,1,0,0,2,0,0,441
336,"P.S. SAKARDAHA",472,422,0,894,265,262,0,527,185,0,14,178,113,209,4,0,3,1,1,1,0,1,1,1,527
337,"P.S. BARAHPUR",495,453,0,948,303,235,0,538,75,0,4,202,127,183,4,1,4,0,2,0,0,3,2,6,538
338,"P.S. BARAHPUR",422,377,0,799,276,209,0,485,484,0,11,115,211,123,5,0,2,3,3,0,1,6,1,4,485
339,"P.S. BARAHPUR",790,658,0,1448,436,365,0,801,751,0,11,231,343,179,2,1,3,2,2,2,3,7,2,13,801
340,"P.S. SRIPAATPUR",273,247,0,520,164,139,0,303,303,0,9,133,99,49,3,1,1,0,1,0,0,0,4,3,303
341,"P.S. THANAKHAS",752,683,0,1435,447,385,0,832,795,0,5,124,287,399,6,1,0,1,0,2,0,3,0,4,832
342,J.H.S.ATVA,648,565,0,1213,475,315,0,790,292,0,4,228,265,261,14,2,1,1,0,2,1,4,3,4,790
343,J.H.S.ATVA,776,672,0,1448,573,357,0,930,910,0,17,342,208,352,3,0,1,1,2,0,0,1,0,3,930
344,"P.S. PUREAVADHI",221,195,0,416,182,145,0,327,249,0,10,134,10,151,11,2,1,0,0,0,0,3,3,2,327
345,"P.S.KHAM‍HRIYAGANGARAM",603,538,0,1141,411,363,0,774,774,0,13,152,257,314,12,1,0,2,2,4,3,6,2,6,774
346,"P.S. NARAYANPUR",848,712,0,1560,465,430,0,895,695,0,23,141,364,332,5,5,5,2,2,1,3,3,2,7,895
347,"P.S. HARIVANSHPUR",317,286,0,603,224,200,0,424,210,0,7,163,102,142,0,0,3,0,1,0,3,1,0,2,424
348,"P.S. BADERIYA KUNWAR",699,616,0,1315,385,380,0,765,765,0,24,173,319,217,3,2,5,2,1,3,1,3,5,7,765
349,"P.S. BADERIYA KUNWAR",395,358,0,753,198,200,0,398,398,0,6,42,213,118,2,1,1,1,0,1,1,5,1,6,398
350,"P.S. RANIPUR",366,302,0,668,236,204,0,440,120,0,7,133,65,220,2,0,0,0,0,0,2,2,3,6,440
351,"P.S. GAJIPUR",556,502,0,1058,406,350,0,756,750,0,18,393,153,157,3,3,3,5,3,1,2,3,4,8,756
352,"P.S. PURAINAKHAS",827,681,0,1508,373,400,0,773,650,0,34,534,116,50,6,1,1,1,0,1,3,7,5,14,773
353,"P.S. PURAINAKHAS",329,297,0,626,195,160,0,355,353,0,6,86,154,92,0,1,1,1,2,0,2,3,1,6,355
354,"P.S. BHITIMISHR",594,536,0,1130,351,380,0,731,729,0,11,173,193,311,6,2,2,1,1,5,4,9,7,6,731
355,"P.S. DEBYABK‍SH PAN‍DEYA",592,511,0,1103,365,285,0,650,590,0,12,90,408,107,4,2,3,2,1,2,3,7,2,7,650
356,"P.S. CHORKHRI",728,634,0,1362,402,401,0,803,790,0,13,425,216,114,2,0,6,5,2,1,1,10,3,5,803
357,"P.S. MAHUAPAR",842,750,0,1592,484,432,0,916,850,0,14,226,242,404,3,1,1,0,3,2,2,5,4,9,916
358,"P.S. SARAIYA TIVARI",414,398,0,812,257,275,0,532,532,0,2,219,164,128,2,0,0,1,1,2,3,2,1,7,532
359,"P.S. TRILOKPUR TIVARI",461,403,0,864,252,255,0,507,432,0,17,105,190,174,2,1,1,2,1,3,2,1,0,8,507
360,"P.S. MAJHAUVA BABOO",758,663,0,1421,497,409,0,906,906,0,16,206,183,448,13,1,2,4,12,0,3,4,5,9,906
361,"P.S PARSAUDA",609,512,0,1121,328,361,0,689,285,0,8,124,350,178,7,1,2,1,4,2,1,7,1,3,689
362,"K.U.M.V.BHARTANAGAR TENUA",591,526,0,1117,277,267,0,544,270,0,6,72,101,346,6,5,4,0,0,0,0,1,0,3,544
363,"K.U.M.V.BHARTANAGAR TENUA",720,627,0,1347,444,366,0,810,665,0,13,237,301,234,6,1,0,1,1,0,5,2,4,5,810
364,"P.S. KUCHAILA",307,287,0,594,151,190,0,341,312,0,2,45,140,147,2,1,1,0,0,1,1,1,0,0,341
365,"P.S BHADAVLKHURD",361,304,0,665,189,197,0,386,35,0,3,153,119,101,3,1,1,0,0,1,1,2,0,1,386
366,"P.S. BHADAVLKHURD",385,328,0,713,226,211,0,437,8,0,6,84,208,132,2,0,0,0,0,0,1,1,0,3,437
367,"P.S. KHARTHUVA",294,280,0,574,177,193,0,370,364,0,5,147,131,57,2,1,4,0,1,1,2,4,4,11,370
368,"P.S GOBHIYA STHIT GRAM SAMAUDA KALA",604,530,0,1134,332,329,0,661,601,0,12,194,212,233,0,1,2,1,2,1,0,0,2,1,661
369,"P.S. MAHADEVARI",633,557,0,1190,346,286,0,632,603,0,9,78,119,407,4,1,0,0,0,2,2,1,3,6,632
370,"P.S. GANGAPUR",426,411,0,837,270,281,0,551,551,0,10,93,258,143,6,0,1,3,6,5,7,3,7,9,551
371,"P.S. PINESAR",499,419,0,918,305,298,0,603,603,0,8,181,170,201,10,3,5,1,1,2,7,3,6,5,603
372,"P.S PENDA",635,569,0,1204,415,404,0,819,799,0,13,248,278,233,15,2,5,3,0,3,5,4,4,6,819
373,"J.H.S. MAHARAJGANJ",725,617,0,1342,487,397,0,884,874,0,13,344,66,442,0,0,2,0,3,0,2,1,8,3,884
374,"P.S TELIYADEEH",808,709,0,1517,500,430,0,930,918,0,15,286,269,325,5,2,2,1,4,9,2,4,2,4,930
375,"P.S. SOMA",235,205,0,440,181,163,0,344,344,0,1,56,163,115,1,0,4,0,1,2,1,0,0,0,344
376,"P.S. BIHRA BHALUHIYA",556,482,0,1038,374,371,0,745,10,0,9,189,317,165,4,2,1,2,42,2,5,4,1,2,745
377,"INTER COLLAGE BIHRA",699,596,0,1295,411,341,0,752,752,0,20,141,282,277,2,1,2,1,1,1,3,7,3,11,752
378,"P.S. PALIVARPUR",540,456,0,996,286,340,0,626,304,0,14,207,194,182,3,0,5,2,2,4,3,4,3,3,626
379,"P.S. BANHARA",225,182,0,407,135,145,0,280,280,0,5,103,116,48,0,0,1,0,1,0,0,1,0,5,280
380,"P.S. MARVATIYA TIWARI",640,531,0,1171,336,315,0,651,369,0,21,240,95,237,5,1,9,3,2,6,5,2,9,16,651
