"Polling Station",,"Total No of Electors",,,,"Voters Turnout",,,,,,"Candidate ID and Name",,,,,,,,,,,,,,
"Part No","Part Name",Male,Female,Other,"Total No. of electors",Male,Female,Other,Total,"No of voters identifying using EPIC","Tendered Voter","1 - AQEEL UR REHMAN KHAN","2 - ACHARYA PRAMOD KRISHNAM","3 - DR SHAFIQ UR RAHMAN BARQ","4 - SATYAPAL SINGH","5 - MOHD ASLAM URF PASHA","6 - DHARAM YADAV","7 - DR. RASHID ALI","8 - REKHA DEVI YADAV","9 - AQEEL AHMAD","10 - NANAD RAM KHADAGVANSHI","11 - NUTAN VIJAY ADVOCATE","12 - FIROZ HAIDER","13 - RASHID","14 - None of the Above","Total Votes Secured"
158,"PRI. SCHOOL LAUDHI SARAI ROOM-3",501,423,0,924,403,281,0,684,684,0,2,2,9,629,1,1,0,2,3,3,19,3,5,5,684
159,"PRI. SCHOOL HATIM SARAI KALAN",490,383,0,873,332,236,0,568,568,0,2,0,5,545,1,0,0,0,0,0,13,1,0,1,568
160,"PRI. SCHOOL SHEHJADI SARAI ROOM-1",453,403,1,857,344,276,0,620,620,0,30,0,11,545,7,0,0,0,0,4,16,2,2,3,620
161,"PRI. SCHOOL SHEHJADI SARAI ROOM-2",493,404,0,897,343,260,0,603,603,0,42,2,8,507,4,1,2,1,2,6,20,2,0,6,603
162,"PRI. SCHOOL SAIF KHAN SARAI ROOM-1",857,759,0,1616,558,416,0,974,974,0,140,14,794,6,0,5,0,0,0,0,1,7,2,5,974
163,"PRI. SCHOOL SAIF KHAN SARAI ROOM-2",445,356,1,802,267,175,0,442,442,0,94,24,309,2,0,3,1,1,2,0,0,1,1,4,442
164,"PRI. SCHOOL SAIF KHAN SARAI ROOM-3",403,353,0,756,240,174,0,414,414,0,102,21,275,3,2,6,1,0,1,0,0,2,0,1,414
165,"PRI. SCHOOL SAIF KHAN SARAI ROOM-4",884,700,0,1584,512,362,0,874,874,0,285,18,539,4,3,4,1,0,0,1,0,2,4,13,874
166,"PRI. SCHOOL NURIYO SARAI ROOM-1",518,404,0,922,298,228,0,526,526,0,320,17,77,100,2,0,1,2,0,0,1,1,1,4,526
167,"PRI. SCHOOL NURIYO SARAI ROOM-2",483,410,0,893,293,223,0,516,516,0,162,13,165,151,0,0,1,0,0,5,8,1,5,5,516
168,"PRI. SCHOOL NURIYO SARAI ROOM-3",550,419,0,969,351,218,0,569,569,0,52,15,274,211,2,0,2,0,1,0,9,0,3,0,569
169,"PRI. SCHOOL NURIYO SARAI ROOM-4",590,526,0,1116,376,280,0,656,656,0,146,10,443,43,1,3,0,0,0,1,1,1,0,7,656
170,"PRI. SCHOOL SHER KHAN SARAI ROOM-1",540,464,0,1004,397,310,0,707,707,0,225,11,335,104,1,9,4,1,2,1,1,4,4,5,707
171,"PRI. SCHOOL SHER KHAN SARAI ROOM-2",523,435,1,959,391,299,0,690,690,0,49,2,335,253,1,25,7,1,1,1,4,1,4,6,690
172,"PRI. SCHOOL SHER KHAN SARAI ROOM-3",587,503,0,1090,390,310,0,700,700,0,117,4,357,185,4,1,8,0,0,2,6,1,6,9,700
173,"PRI. SCHOOL SHER KHAN SARAI ROOM-4",656,579,0,1235,424,301,0,725,725,0,111,7,567,4,0,0,25,0,1,0,1,0,1,8,725
174,"PRI. SCHOOL ALAM SARAI",771,592,0,1363,511,357,0,868,868,0,404,4,191,213,2,23,3,2,2,3,8,2,4,7,868
175,"PRI. SCHOOL GOVINDPUR ROOM-1",544,429,0,973,392,303,0,695,695,0,289,1,271,114,0,9,0,0,0,0,3,4,2,2,695
176,"PRI. SCHOOL GOVINDPUR ROOM-2",552,496,0,1048,343,356,0,699,699,0,133,5,537,19,0,0,0,0,1,0,1,0,1,2,699
177,"PRI. SCHOOL TURTIPUR ILAHA ROOM-1",860,692,0,1552,458,315,0,773,773,0,242,70,382,11,4,18,5,6,1,0,0,4,28,2,773
178,"PRI. SCHOOL TURTIPUR ILAHA ROOM-2",785,677,0,1462,426,288,0,714,714,0,74,26,469,70,0,50,9,0,1,0,4,3,3,5,714
179,"PRI. SCHOOL TURTIPUR ILAHA ROOM-3",471,385,0,856,283,205,0,488,488,0,64,8,372,7,1,24,0,0,0,0,1,0,6,5,488
180,"PRI. SCHOOL IMADUL MULK",431,349,0,780,202,156,0,358,358,0,11,23,279,17,1,1,15,1,0,0,2,3,2,3,358
181,"GANDHI MEMO. DEGREE COLLEGE ROOM-1",525,468,0,993,353,269,0,622,622,0,84,14,509,6,0,3,0,0,0,0,0,1,2,3,622
182,"GANDHI MEMO. DEGREE COLLEGE ROOM-2",521,411,0,932,344,221,0,565,565,0,140,11,402,4,0,0,0,1,0,1,1,0,3,2,565
183,"GANDHI MEMO. DEGREE COLLEGE ROOM-3",436,342,0,778,283,178,0,461,461,0,130,4,215,94,2,3,0,1,1,1,1,3,3,3,461
184,"GANDHI MEMO. DEGREE COLLEGE ROOM-4",479,413,0,892,332,228,0,560,560,0,101,9,411,24,2,4,0,0,1,0,2,1,1,4,560
185,"GANDHI MEMO DEGREE COLLEGE ROOM-5",907,752,0,1659,621,434,0,1055,1055,0,130,11,884,5,0,10,2,0,0,1,0,1,3,8,1055
186,"GANDHI MEMO DEGREE COLLEGE ROOM-6",174,172,0,346,86,71,0,157,157,0,11,3,142,0,0,0,0,0,0,0,0,0,0,1,157
187,"GANDHI MEMO. DEGREE COLLEGE ROOM-7",484,450,0,934,334,243,0,577,577,0,71,7,480,2,0,0,1,0,1,2,4,2,0,7,577
188,"GANDHI MEMO. DEGREE COLLEGE ROOM-8",461,457,0,918,271,235,0,506,506,0,75,14,389,20,1,3,0,0,0,1,0,0,0,3,506
189,"SAINI DHARMSHALA LADAMSARAI",815,748,0,1563,648,576,0,1224,1224,0,29,0,117,1034,9,9,4,2,0,1,10,2,6,1,1224
190,"PANCHAYAT GHAR HALLU SARAI ROOM-1",844,708,0,1552,574,423,0,997,997,0,29,6,91,745,3,85,1,4,2,3,10,4,2,12,997
191,"PANCHAYAT GHAR HALLU SARAI ROOM-2",809,656,0,1465,545,436,0,981,981,0,4,3,14,848,6,81,2,0,2,1,8,2,3,7,981
192,"A.MU.H.INTER COLLEGE ROOM-1",554,515,0,1069,335,255,0,590,590,0,86,4,459,15,1,1,0,1,1,3,1,5,2,11,590
193,"A.MU.H.INTER COLLEGE ROOM-2",704,583,1,1288,357,250,0,607,607,0,71,6,506,14,0,0,3,0,2,1,0,0,1,3,607
194,"A.MU.H.INTER COLLEGE ROOM-3",841,688,1,1530,673,293,0,966,966,0,66,6,868,3,0,1,18,0,0,0,1,1,0,2,966
195,"A.MU.H.INTER COLLEGE ROOM-4",807,626,0,1433,468,275,0,743,743,0,31,16,658,12,0,0,19,0,0,0,0,1,2,4,743
196,"A.MU.H.INTER COLLEGE ROOM-4",705,581,0,1286,454,326,0,780,780,0,84,4,661,18,0,2,5,0,0,1,0,0,3,2,780
197,"JU. HI. SCHOOL KOT GARVI ROOM-1",467,450,0,917,287,226,0,513,513,0,109,4,385,6,1,1,0,0,0,0,0,0,3,4,513
198,"JU. HI. SCHOOL KOT GARVI ROOM-2",538,452,0,990,297,220,0,517,517,0,69,3,430,3,1,3,0,0,1,1,2,1,0,3,517
199,"JU. HI. SCHOOL KOT GARVI ROOM-3",817,646,0,1463,396,218,0,614,614,0,82,9,509,3,0,1,5,0,0,1,0,0,1,3,614
200,"JU. HI. SCHOOL KOT GARVI ROOM-4",641,518,0,1159,358,254,0,612,612,0,61,0,506,32,2,3,5,0,0,1,0,0,1,1,612
201,"JU. HI. SCHOOL KOT GARVI ROOM-5",581,511,0,1092,290,207,0,497,497,1,35,10,439,5,1,2,1,1,0,1,0,0,0,2,497
202,"KANIYA JU. HI. SCHOOL ROOM-1",426,403,0,829,233,142,0,375,375,0,71,4,290,0,0,0,0,0,1,0,0,0,5,4,375
203,"KANIYA JU. HI. SCHOOL ROOM-2",397,355,0,752,205,126,0,331,331,0,56,4,265,0,0,1,0,0,0,0,0,3,1,1,331
204,"KANIYA JU. HI. SCHOOL ROOM-3",844,745,0,1589,499,358,0,857,857,0,91,6,735,7,0,4,2,1,0,0,0,1,1,9,857
205,"SEH. BEEJ BHANDAR NEAR OLD POLICE STATION NAKHASA ROOM-1",969,831,0,1800,709,552,0,1261,1261,0,138,6,983,94,1,6,15,3,1,1,2,3,0,8,1261
206,"SEH. BEEJ BHANDAR NEAR OLD POLICE STATION NAKHASA ROOM-2",851,679,0,1530,525,315,0,840,840,0,50,14,427,335,0,4,0,0,0,0,6,1,0,3,840
207,"SHANKAR BHUSHAN SHARAN JANTA INTER COLLEGE ROOM-1",425,404,0,829,278,208,0,486,486,0,9,8,67,387,1,7,0,0,0,1,0,1,1,4,486
208,"SHANKAR BHUSHAN SHARAN JANTA INTER COLLEGE ROOM-2",485,440,0,925,271,255,0,526,526,0,8,11,40,453,0,7,0,2,1,0,2,0,1,1,526
209,"SHANKAR BHUSHAN SHARAN JANTA INTER COLLEGE ROOM-3",453,453,0,906,254,202,0,456,456,0,1,9,16,410,0,13,0,1,1,0,1,1,0,3,456
210,"SHANKAR BHUSHAN SHARAN JANTA INTER COLLEGE ROOM-4",384,381,0,765,255,200,0,455,455,0,2,3,27,380,0,33,0,0,1,1,0,1,1,6,455
211,"SHANKAR BHUSHAN SHARAN JANTA INTER COLLEGE ROOM-5",571,540,0,1111,309,259,0,568,568,0,48,7,152,329,0,27,0,1,0,1,0,0,1,2,568
212,"SHANKAR BHUSHAN SHARAN JANTA INTER COLLEGE ROOM-6",643,582,0,1225,369,290,0,659,659,0,2,28,15,579,3,29,0,0,0,0,0,0,1,2,659
213,"BESIC PRI. PATHSALA ROOM-1",422,414,0,836,257,227,0,484,484,0,4,11,8,448,1,8,0,0,0,0,0,1,0,3,484
214,"BESIC PRI. PATHSALA ROOM-2",458,426,0,884,302,244,0,546,546,0,31,14,213,276,2,6,0,0,0,0,0,1,1,2,546
215,"HIND INTER COLLEGE ROOM-1",566,449,0,1015,289,194,0,483,483,0,26,4,8,329,4,96,0,1,0,1,6,1,3,4,483
216,"HIND INTER COLLEGE ROOM-2",628,522,0,1150,335,256,0,591,591,0,19,3,10,482,3,57,1,0,0,4,3,2,2,5,591
217,"HIND INTER COLLEGE ROOM-3",733,565,0,1298,411,310,0,721,721,0,32,1,407,259,0,5,8,0,1,0,2,0,0,6,721
218,"HIND INTER COLLEGE ROOM-4",514,417,0,931,358,257,0,615,615,0,16,2,8,535,6,23,0,1,0,1,6,2,3,12,615
219,"HIND INTER COLLEGE ROOM-5",560,451,0,1011,349,239,0,588,588,0,13,19,180,333,4,19,0,1,0,1,5,1,4,8,588
220,"HIND INTER COLLEGE ROOM-6",496,468,0,964,332,280,0,612,612,0,34,2,564,4,1,0,2,0,0,0,0,0,0,5,612
221,"HIND INTER COLLEGE ROOM-7",469,443,0,912,316,278,0,594,594,0,92,6,469,17,0,1,3,0,1,1,0,0,1,3,594
222,"MADRSA ANJUMANMUJEBUL ISLAM NAKHASA ROOM-1",457,454,0,911,294,299,0,593,593,0,21,4,545,2,0,21,0,0,0,0,0,0,0,0,593
223,"MADRSA ANJUMANMUJEBUL ISLAM NAKHASA ROOM-2",468,431,0,899,310,274,0,584,584,0,12,0,567,0,0,2,1,0,0,0,0,0,2,0,584
224,"MADRSA ANJUMANMUJEBUL ISLAM NAKHASA ROOM-3",882,773,0,1655,535,457,0,992,992,0,18,3,951,4,0,2,6,1,0,1,0,0,3,3,992
225,"MADRSA ANJUMAN MUJEBUL ISLAM NAKHASA ROOM-4",535,507,0,1042,404,365,0,769,769,0,35,2,701,6,0,8,3,0,0,0,3,6,2,3,769
226,"ALHUDA PUBLIC SCHOOL",711,752,0,1463,603,557,0,1160,1160,0,20,4,1124,3,0,3,1,0,0,0,2,0,0,3,1160
227,"H.N.M.PUBLIC SCHOOL ROOM-1",669,551,0,1220,449,400,0,849,849,0,35,2,797,3,0,8,0,0,0,1,0,1,1,1,849
228,"H.N.M.PUBLIC SCHOOL ROOM-2",695,559,0,1254,480,388,0,868,868,0,54,1,803,2,0,3,2,0,0,0,0,0,0,3,868
229,"S.N.M. PUBLIC SCHOOL HINDUPURA KHERA ROOM-1",617,586,1,1204,397,442,0,839,839,0,47,2,774,3,0,11,0,0,0,0,0,0,0,2,839
230,"S.N.M. PUBLIC SCHOOL HINDUPURA KHERA ROOM-2",684,556,2,1242,434,364,0,798,798,0,22,9,731,7,1,12,2,0,3,0,1,0,1,9,798
231,"PRI. SCHOOL HINDUPURA KHERA",568,463,0,1031,462,380,0,842,842,0,13,7,817,1,0,2,0,0,0,0,0,2,0,0,842
232,"PRI. SCHOOL HINDUPURA KHERA ROOM-2",872,756,0,1628,690,653,0,1343,1343,0,8,1,1324,2,0,3,0,0,0,0,0,1,1,3,1343
233,"PRI. SCHOOL HINDUPURA KHERA ROOM-3",960,846,0,1806,742,692,0,1434,1434,0,11,10,1395,2,1,12,1,0,0,0,0,1,0,1,1434
234,"JU. HI. SCHOOL TIMARDAS SARAI ROOM-1",646,616,0,1262,290,230,0,520,520,0,71,7,419,1,0,9,6,0,0,0,0,0,2,5,520
235,"JU. HI. SCHOOL TIMARDAS SARAI ROOM-2",391,322,0,713,204,161,0,365,365,0,24,1,335,4,0,0,0,0,0,1,0,0,0,0,365
236,"JU. HI. SCHOOL TIMARDAS SARAI ROOM-3",611,561,0,1172,383,292,0,675,675,0,94,3,551,19,0,6,0,0,0,0,0,0,1,1,675
237,"AZAD GIRLS JU. HI SCHOOL ROOM-1",439,397,0,836,283,241,0,524,524,0,41,2,470,9,0,1,0,0,0,0,0,0,0,1,524
238,"AZAD GIRLS JU. HI SCHOOL ROOM-2",466,379,0,845,319,236,0,555,555,0,363,6,147,6,0,17,2,0,0,0,1,2,0,11,555
239,"MADRSA KHALILUL ULOOM JU. HI. SCHOOL ROOM-1",422,314,0,736,253,195,0,448,448,0,58,2,289,82,1,2,0,1,1,1,2,2,3,4,448
240,"MADRSA KHALILUL ULOOM JU. HI. SCHOOL ROOM-2",778,613,0,1391,462,387,0,849,849,0,92,9,705,22,1,6,0,0,0,2,0,1,2,9,849
241,"MADRSA KHALILUL ULOOM JU. HI. SCHOOL ROOM-3",705,544,0,1249,366,260,0,626,626,0,73,8,517,18,0,2,1,0,0,1,0,1,1,4,626
242,"MADRSA KHALILUL ULOOM JU. HI. SCHOOL ROOM-4",504,417,0,921,345,230,0,575,575,0,104,2,440,2,0,3,4,0,5,2,0,2,1,10,575
243,"SEH. BEEJ GODOWN HATIM SARAI ROOM-1",516,425,0,941,275,215,0,490,490,0,227,8,184,52,0,5,2,1,1,0,2,1,1,6,490
244,"SEH. BEEJ GODOWN HATIM SARAI ROOM-2",552,463,0,1015,270,200,0,470,470,0,56,5,214,181,3,7,0,0,0,1,1,0,0,2,470
245,"RAJARAM SIKSHA NIKERAN JU. HI. SCHOOL ROOM-1",431,357,1,789,252,185,0,437,437,0,31,6,152,215,3,7,0,0,1,0,9,4,3,6,437
246,"RAJARAM SIKSHA NIKERAN JU. HI. SCHOOL ROOM-2",537,440,1,978,310,220,0,530,530,0,31,4,287,184,4,6,1,0,2,0,2,1,3,5,530
247,"JU. HI. SCHOOL NAWABPURA ROOM-1",679,547,0,1226,333,168,0,501,501,0,181,1,198,94,0,10,10,1,0,0,3,1,0,2,501
248,"JU. HI. SCHOOL NAWABPURA ROOM-2",699,523,0,1222,446,315,0,761,761,0,374,5,350,5,1,4,2,0,1,2,2,7,2,6,761
249,"JU. HI. SCHOOL NAWABPURA ROOM-3",362,324,1,687,184,104,0,288,288,0,61,20,188,3,2,4,6,1,1,0,0,0,1,1,288
250,"JU. HI. SCHOOL NAWABPURA ROOM-4",515,449,0,964,281,205,0,486,486,0,102,11,338,1,0,0,26,0,0,0,1,1,1,5,486
251,"KANIYA PATHSHALA MIYAN SARAI ROOM-1",587,509,0,1096,395,304,0,699,699,0,253,2,424,1,1,6,6,0,0,1,2,0,0,3,699
252,"KANIYA PATHSHALA MIYAN SARAI ROOM-2",716,630,0,1346,355,207,0,562,562,0,221,5,319,5,1,3,2,0,0,0,0,0,0,6,562
253,"NIGAR MONTESORY SCHOOL PANJU SARAI ROOM-1",417,348,0,765,160,96,0,256,256,0,164,2,89,0,0,1,0,0,0,0,0,0,0,0,256
254,"NIGAR MONTESORY SCHOOL PANJU SARAI ROOM-2",445,398,0,843,227,127,0,354,354,0,165,2,164,16,0,0,2,0,0,1,1,1,0,2,354
255,"NIGAR MONTESORY SCHOOL PANJU SARAI ROOM-1",625,593,1,1219,224,120,0,344,344,0,94,13,229,2,0,1,3,0,0,1,0,0,1,0,344
256,"NIGAR MONTESORY SCHOOL PANJU SARAI ROOM-4",848,624,0,1472,540,304,0,844,844,0,367,9,429,2,1,5,12,1,1,3,0,1,2,11,844
257,"NIGAR MONTESORY SCHOOL PANJU SARAI ROOM-5",506,434,1,941,259,179,0,438,438,0,143,2,279,1,0,2,7,0,0,0,0,0,1,3,438
258,"NIGAR MONTESORY SCHOOL PANJU SARAI ROOM-6",474,362,0,836,266,133,0,399,399,0,142,10,227,2,0,2,14,0,1,0,0,0,0,1,399
259,"SHOBHARAM DHARMSHALA ROOM-1",575,495,1,1071,292,184,0,476,476,0,181,6,274,3,0,2,5,1,0,0,0,2,0,2,476
260,"SHOBHARAM DHARMSHALA ROOM-2",408,311,0,719,208,132,0,340,340,0,116,2,214,1,0,2,4,0,0,0,0,0,1,0,340
261,"BAL VIDYA MANDIR ROOM-1",656,517,0,1173,392,266,0,658,658,0,83,4,524,28,0,9,3,0,2,0,0,0,0,5,658
262,"BAL VIDYA MANDIR ROOM-2",359,326,0,685,220,154,0,374,374,0,62,1,225,58,0,19,1,0,1,1,1,0,0,5,374
263,"BAL VIDYA MANDIR ROOM-3",697,589,0,1286,372,190,0,562,562,0,121,10,370,15,1,5,28,1,0,0,0,3,1,7,562
264,"BAL VIDYA MANDIR ROOM-4",723,718,0,1441,429,298,0,727,727,0,173,17,507,17,0,2,4,0,0,0,1,0,2,4,727
265,"BAL VIDYA MANDIR ROOM-5",541,398,0,939,321,209,0,530,530,0,138,6,337,36,2,0,7,1,1,0,0,0,0,2,530
266,"BAL VIDYA MANDIR ROOM-6",492,395,0,887,324,216,0,540,540,0,74,1,119,332,2,2,0,0,1,1,5,1,2,0,540
267,"JU. HI. SCHOOL SHEHJADI SARAI ROOM-1",507,423,0,930,314,212,0,526,526,0,88,8,304,99,0,11,2,1,0,1,2,3,1,6,526
268,"JU. HI. SCHOOL SHEHJADI SARAI ROOM-2",587,447,0,1034,375,298,0,673,673,0,17,6,12,616,3,4,1,1,5,0,2,2,2,2,673
269,"OLD BUILDING N.P.P. SAMBHAL ROOM-1",489,451,0,940,344,266,0,610,610,0,110,6,446,40,6,0,0,0,0,0,0,0,0,2,610
270,"OLD BUILDING N.P.P. SAMBHAL ROOM-2",666,629,0,1295,440,308,0,748,748,0,150,5,573,11,0,2,2,0,0,0,1,0,2,2,748
271,"NEW BUILDING N.PA.P. SAMBHAL",725,679,0,1404,484,370,0,854,854,0,145,7,646,43,1,3,1,0,0,0,1,2,0,5,854
272,"BIRJRATAN ARYA KANIYA INTER COLLEGE ROOM-1",576,528,1,1105,375,287,0,662,662,0,39,6,269,336,1,5,2,0,0,1,1,1,0,1,662
273,"BIRJRATAN ARYA KANIYA INTER COLLEGE ROOM-2",443,425,0,868,310,238,0,548,548,0,1,8,8,520,0,7,0,0,0,0,2,1,0,1,548
274,"BIRJRATAN ARYA KANIYA INTER COLLEGE ROOM-3",458,376,0,834,298,204,0,502,502,0,40,0,459,1,0,0,1,0,0,0,0,0,0,1,502
275,"BIRJRATAN ARYA KANIYA INTER COLLEGE ROOM-4",492,410,0,902,298,196,0,494,494,0,22,2,459,1,0,1,3,0,1,1,0,1,1,2,494
276,"DAYANAND BAL VIDYA MANDIR ROOM-1",494,431,0,925,337,233,0,570,570,0,33,5,524,3,0,2,1,0,0,0,0,1,1,0,570
277,"DAYANAND BAL VIDYA MANDIR ROOM-2",458,361,0,819,311,205,0,516,516,0,18,3,485,1,1,2,0,0,0,1,0,2,2,1,516
278,"DAYANAND BAL VIDYA MANDIR ROOM-3",690,576,0,1266,447,325,0,772,772,0,28,6,263,450,3,5,4,0,1,1,2,1,3,5,772
279,"RASHTRIYA KANIYA INTER COLLEGE ROOM-1",841,725,0,1566,567,411,0,978,978,0,31,4,248,672,3,6,2,0,0,1,7,1,3,0,978
280,"RASHTRIYA KANIYA INTER COLLEGE ROOM-2",510,436,0,946,346,267,0,613,613,0,24,4,108,456,2,2,0,0,1,0,12,2,0,2,613
281,"RASHTRIYA KANIYA INTER COLLEGE ROOM-3",465,392,0,857,306,206,0,512,512,0,43,1,220,236,1,2,0,0,0,0,4,1,1,3,512
282,"UMEDRAI INTER COLLEGE ROOM-1",448,357,1,806,312,218,0,530,530,0,375,3,140,9,0,0,0,0,0,0,0,0,1,2,530
283,"UMEDRAI INTER COLLEGE ROOM-2",429,336,0,765,261,165,0,426,426,0,359,4,29,24,0,0,0,1,1,1,0,1,1,5,426
284,"UMEDRAI INTER COLLEGE ROOM-3",884,735,0,1619,578,423,0,1001,1001,0,139,16,705,124,4,2,2,2,0,0,3,1,2,1,1001
285,"UMEDRAI INTER COLLEGE ROOM-4",679,580,0,1259,477,336,0,813,813,0,123,12,606,54,2,0,0,0,1,2,1,3,5,4,813
286,"UMEDRAI INTER COLLEGE ROOM-5",585,458,0,1043,338,200,0,538,538,0,70,2,217,203,3,0,16,5,1,1,5,8,3,4,538
287,"UMEDRAI INTER COLLEGE ROOM-6",534,423,0,957,367,228,0,595,595,0,25,4,152,372,9,1,7,2,1,2,10,3,5,2,595
288,"DR. AMBEDKAR BAL VIDYALAY ROOM-1",644,448,0,1092,436,278,0,714,714,0,478,9,17,174,3,2,2,2,2,1,3,6,3,12,714
289,"DR. AMBEDKAR BAL VIDYALAY ROOM-2",602,436,0,1038,385,222,0,607,607,0,235,6,226,126,0,4,1,0,0,0,0,3,3,3,607
290,"FAIZ GIRLS INTER COLLEGE NAKHASA ROOM-1",522,438,0,960,278,176,0,454,454,0,111,1,286,50,0,1,0,0,0,0,0,1,1,3,454
291,"FAIZ GIRLS INTER COLLEGE NAKHASA ROOM-2",518,396,0,914,340,209,0,549,549,0,82,7,232,213,2,0,3,0,1,1,3,3,1,1,549
292,"FAIZ GIRLS INTER COLLEGE NAKHASA ROOM-3",998,742,0,1740,563,436,0,999,999,0,221,10,709,53,0,0,0,0,1,0,0,0,2,3,999
293,"FAIZ GIRLS INTER COLLEGE NAKHASA ROOM-4",167,133,0,300,107,68,0,175,175,0,12,0,84,73,0,0,2,0,0,0,1,1,0,2,175
294,"UWAIS JU. HI .SCHOOL ROOM-1",393,324,0,717,270,175,0,445,445,0,200,5,234,1,0,0,4,0,0,0,0,0,0,1,445
295,"UWAIS JU. HI .SCHOOL ROOM-2",422,343,0,765,306,196,0,502,502,0,326,3,106,1,0,3,63,0,0,0,0,0,0,0,502
296,"JIYA ULULOOM ARABIKA AND PARSIYAN COLLEGE ROOM-1",816,646,1,1463,525,276,0,801,801,0,157,1,598,28,2,5,0,0,0,2,0,1,0,7,801
297,"JIYA ULULOOM ARABIKA AND PARSIYAN COLLEGE ROOM-2",438,386,0,824,272,214,0,486,486,0,66,5,325,82,0,3,1,0,0,0,0,1,0,3,486
298,"JIYA ULULOOM ARABIKA AND PARSIYAN COLLEGE ROOM-3",462,378,0,840,308,202,0,510,510,0,91,2,375,35,0,1,0,0,0,1,1,0,1,3,510
299,"JIYA ULULOOM ARABIKA AND PARSIYAN COLLEGE ROOM-4",752,549,0,1301,378,304,0,682,682,0,175,7,486,3,1,1,0,0,0,0,1,1,1,6,682
300,"JIYA ULULOOM ARABIKA AND PARSIYAN COLLEGE ROOM-5",287,245,0,532,204,144,0,348,348,0,44,2,296,4,0,0,0,0,0,0,0,0,0,2,348
301,"JIYA ULULOOM ARABIKA AND PARSIYAN COLLEGE ROOM-6",555,440,0,995,305,250,0,555,555,0,136,5,305,100,1,0,1,1,0,1,0,1,0,4,555
302,"JIYA ULULOOM INTER COLLEGE PAKKA BAAG ROOM-1",911,725,0,1636,478,339,0,817,817,0,89,8,502,198,0,0,3,1,1,2,1,4,2,6,817
303,"JIYA ULULOOM INTER COLLEGE PAKKA BAAG ROOM-2",694,602,0,1296,462,254,0,716,716,0,52,12,305,330,2,9,1,1,1,0,0,2,0,1,716
304,"JIYA ULULOOM INTER COLLEGE PAKKA BAAG ROOM-3",498,381,0,879,340,244,0,584,584,0,41,1,281,242,2,0,1,0,1,3,5,0,3,4,584
305,"JIYA ULULOOM INTER COLLEGE PAKKA BAAG ROOM-4",678,575,0,1253,375,210,0,585,585,0,77,3,478,2,0,10,12,0,0,0,0,0,0,3,585
306,"MUSLIM PUBLIC JU. HI. SCHOOL ROOM-1",701,510,0,1211,396,180,0,576,576,0,203,7,353,2,1,1,4,0,1,0,1,1,2,0,576
307,"MUSLIM PUBLIC JU. HI. SCHOOL ROOM-2",757,572,0,1329,462,226,0,688,688,0,313,25,333,4,2,0,6,1,0,0,0,0,1,3,688
308,"MUSLIM PUBLIC JU. HI. SCHOOL ROOM-3",787,549,0,1336,529,272,0,801,801,0,455,4,246,62,2,0,27,0,1,0,1,0,0,3,801
309,"MUSLIM PUBLIC JU. HI. SCHOOL ROOM-4",768,525,0,1293,506,255,0,761,761,0,397,5,270,2,0,2,74,1,0,0,1,1,1,7,761
310,"JU. HI. SCHOOL OLD BUILDING",586,469,0,1055,347,198,0,545,545,0,179,8,270,67,0,1,15,0,0,0,0,0,0,5,545
311,"JU. HI. SCHOOL NEW BUILDING",543,413,0,956,318,168,0,486,486,0,200,2,167,3,0,3,103,2,1,1,1,1,0,2,486
312,"KANIYA PATHSHALA CHAKLI",551,458,0,1009,313,221,0,534,534,0,139,9,310,67,0,3,2,0,0,1,1,1,1,0,534
313,"MADRSA SHULULOOM KOJRAN ROOM-1",571,524,0,1095,335,229,0,564,564,0,159,10,205,186,0,0,3,0,0,0,0,1,0,0,564
314,"MADRSA SHULULOOM KOJRAN ROOM-2",796,589,0,1385,562,322,0,884,884,0,383,26,457,2,0,0,1,0,0,0,3,1,1,10,884
315,"MADRSA SHULULOOM KOJRAN ROOM-3",739,627,0,1366,520,281,0,801,801,0,281,12,487,17,0,1,0,0,0,0,0,1,0,2,801
316,"MADRSA SHULULOOM KOJRAN ROOM-4",505,444,0,949,317,164,0,481,481,0,115,5,339,2,0,0,17,1,1,0,0,0,0,1,481
317,"MADRSA SHULULOOM KOJRAN ROOM-5",560,431,0,991,325,142,0,467,467,0,86,5,268,3,0,0,101,0,0,0,0,1,1,2,467
318,"JU. HI. SCHOOL BHALE BAJ KHAN ROOM-1",549,455,0,1004,361,213,0,574,574,0,237,5,265,53,1,1,6,0,0,0,0,1,1,4,574
319,"JU. HI. SCHOOL BHALE BAJ KHAN ROOM-2",482,453,0,935,347,284,0,631,631,0,221,3,295,105,0,1,1,0,1,0,0,0,2,2,631
320,"BIRJNANDAN PRASAD DEENDAYAL INTER COLLEGE ROOM-1",825,686,0,1511,588,410,0,998,998,0,314,9,269,389,1,3,2,0,1,0,4,1,0,5,998
321,"BIRJNANDAN PRASAD DEENDAYAL INTER COLLEGE ROOM-2",638,493,0,1131,404,291,0,695,695,0,214,11,165,281,3,3,4,0,1,1,4,4,4,0,695
322,"BIRJNANDAN PRASAD DEENDAYAL INTER COLLEGE ROOM-3",499,387,0,886,266,155,0,421,421,9,92,5,297,7,0,0,7,0,5,0,1,0,2,5,421
323,"BIRJNANDAN PRASAD DEENDAYAL INTER COLLEGE ROOM-4",534,444,1,979,256,163,0,419,419,0,71,8,304,22,0,2,4,0,1,2,0,0,2,3,419
