"Polling Station",,"Total No of Electors",,,,"Voters Turnout",,,,,,"Candidate ID and Name",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Part No","Part Name",Male,Female,Other,"Total No. of electors",Male,Female,Other,Total,"No of voters identifying using EPIC","Tendered Voter","1 - AJAY RAI","2 - KAILASH CHAURASIYA","3 - NARENDRA MODI","4 - VIJAY PRAKASH JAISAWAL","5 - HIRALAL YADAV","6 - A.K. AGGARWAL","7 - ABHIMANYU SINGH PATEL","8 - ARVIND KEJRIWAL","9 - ARUN","10 - INDIRA TIWARI","11 - USMAN","12 - OM GURU CHARAN DAS ALIAS VIMAL KUMAR SINGH","13 - DEVI PRASAD NAND","14 - NARENDRA NATH DUBEY ADIG","15 - BACHCHELAL","16 - RAJESH BHARTI SURYA","17 - RAM LAKHAN GUPTA","18 - LALLAN","19 - SHIVHARI AGARWAL","20 - SANTOSH KUMAR","21 - HARI LAL","22 - HEMANT KUMAR YADAV","23 - AHMED SOHEL SIDDIQUI","24 - IFTEKHAR KURAISHI","25 - GHANSHYAM","26 - JOHNSON THOMAS","27 - NARENDRA BAHADUR SINGH","28 - PRAKASH PRASAD","29 - PRABHAT KUMAR","30 - PRAMOD KUMAR","31 - BACHCHAN PRASAD YADAV","32 - BASEER KINNAR","33 - MANOJ KUMAR CHAUBEY","34 - MAHENDRA MISHRA","35 - RAVINDRA KUMAR","36 - RAJIV KUMAR MISHRA","37 - RAJENDRA PRASAD GARIB DAS","38 - RAMPYARE SINGH","39 - SHIV KUMAR SHAH","40 - SATISH SHANKAR JAYASWAL","41 - SATYAPRAKASH SRIVASTAVA","42 - SARVESH KUMAR GUPTA","43 - None of the Above","Total Votes Secured"
178,"JAL SAMPURTI KARYALAY BHADAU CHUNGI R.NO.2",758,561,0,1319,448,286,0,734,610,0,26,20,533,48,1,1,2,64,2,4,2,1,1,0,1,3,0,1,1,0,1,0,0,1,2,0,1,3,0,1,1,4,0,1,1,1,2,0,1,0,1,2,0,734
179,"JAL SAMPURTI KARYALAY BHADAU CHUNGI R.NO.3",1000,772,0,1772,615,457,0,1072,922,0,56,35,751,61,2,3,0,94,0,4,1,0,2,4,2,5,2,3,2,1,0,2,0,5,0,1,1,0,0,2,0,3,4,0,5,1,3,0,1,0,1,5,10,1072
180,"SARVAJANIK NIRMAN KARYALAY RAJGHAT R.NO.1",902,696,0,1598,559,335,0,894,718,0,82,7,674,13,0,0,0,96,2,0,2,0,0,0,0,3,1,0,0,0,0,0,0,1,0,2,0,1,0,2,1,2,0,0,1,0,0,0,0,1,0,2,1,894
181,"SARVAJANIK NIRMAN KARYALAY RAJGHAT R.NO.2",582,404,0,986,351,250,0,601,564,0,15,11,511,10,0,1,0,28,0,0,0,0,0,1,1,2,1,0,1,1,2,1,0,0,0,5,0,0,1,1,1,1,0,0,1,0,1,0,0,0,0,1,3,601
182,"SARVAJANIK NIRMAN KARYALAY RAJGHAT R.NO.3",447,379,0,826,300,227,0,527,509,0,17,15,445,7,0,0,1,30,0,1,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,1,0,3,0,0,0,0,0,0,0,0,527
183,"P.P GHASIYARI TOLA RAJGHAT R.NO.1",736,680,0,1416,498,358,0,856,806,0,51,36,603,16,0,0,0,97,3,2,0,0,3,2,0,6,1,2,3,0,0,1,1,2,0,1,1,0,1,2,2,5,3,1,4,0,0,0,2,0,1,1,3,856
184,"P.P GHASIYARI TOLA RAJGHAT R.NO.2",714,509,0,1223,422,266,0,688,525,0,55,52,387,0,2,0,3,150,6,3,0,1,0,1,1,1,1,0,0,0,0,0,0,2,1,1,1,1,0,3,1,4,0,0,1,2,0,0,0,0,2,2,4,688
185,"P.P GHASIYARI TOLA RAJGHAT R.NO.3",669,485,0,1154,395,243,0,638,638,0,72,9,134,0,0,0,1,383,10,1,0,0,0,0,1,1,1,0,0,1,1,0,1,6,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,9,1,638
186,"P.P GHASIYARI TOLA RAJGHAT R.NO.4",681,519,0,1200,403,270,0,673,650,0,30,8,164,0,8,0,1,438,5,0,0,1,0,0,0,0,0,0,0,0,0,0,1,4,1,1,0,0,1,1,0,0,1,1,0,0,0,1,0,1,0,5,0,673
187,"B.P.P. PATHANI TOLA R.NO.1",718,627,0,1345,437,322,0,759,736,0,26,15,571,6,1,0,1,96,0,1,0,2,0,1,0,2,2,3,1,0,1,0,0,1,2,1,1,1,1,3,1,6,0,1,9,0,0,0,0,1,0,1,1,759
188,"B.P.P.PATHANI TOLA R.NO.2",528,419,0,947,327,207,0,534,505,0,47,4,70,0,0,0,2,399,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,1,0,0,1,2,0,0,0,0,0,0,0,0,0,1,2,534
189,"MADAR HALIMA CENTRAL SCHOOL JERGULAR R.NO.1",465,438,0,903,329,257,0,586,457,0,29,10,384,1,0,0,1,143,2,0,0,0,0,2,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,2,0,0,1,0,2,0,1,1,0,0,0,1,1,586
190,"MADAR HALIMA CENTRAL SCHOOL JERGULAR R.NO.2",395,378,0,773,265,212,0,477,457,0,19,17,365,19,1,0,1,36,0,0,0,0,0,1,0,3,1,1,4,0,1,1,0,0,0,0,1,0,0,0,1,2,1,0,1,0,0,0,0,0,0,1,0,477
191,"FALAHI GIRLS SCHOOL KOYALA BAZAR R.NO.1",543,348,0,891,374,184,0,558,558,0,67,4,0,1,1,0,0,453,8,1,0,0,1,0,0,3,4,0,0,0,0,0,0,3,0,0,2,0,0,0,0,2,0,0,0,0,1,0,0,0,1,6,0,558
192,"FALAHI GIRLS SCHOOL  KOYALA BAZAR R.NO.2",483,304,0,787,315,137,0,452,412,0,49,1,2,0,0,0,4,376,4,0,0,0,0,0,0,2,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,3,4,1,452
193,"FALAHI GIRLS SCHOOL  KOYALA BAZAR R.NO.3",603,436,0,1039,412,222,0,634,545,0,61,3,2,1,0,0,2,522,8,1,1,2,1,1,0,1,0,1,1,0,0,2,0,3,1,1,1,0,0,0,0,4,1,1,0,0,2,0,0,1,0,8,1,634
194,"MADAL EDUCATION HOM J.H.SCHOOL  JUGULTOLA KOYALA BAZAR R.NO.1",554,373,0,927,428,232,0,660,648,0,72,5,3,1,0,0,2,523,6,0,0,0,0,0,0,2,0,0,0,0,1,0,2,14,4,0,0,0,0,0,1,2,1,3,0,2,0,0,0,0,2,10,4,660
195,"MADAL EDUCATION HOM J.H.SCHOOL  JUGULTOLA KOYALA BAZAR R.NO.2",662,436,1,1099,367,215,0,582,543,0,11,15,7,0,1,1,2,501,16,0,0,0,0,0,1,3,1,0,0,0,0,0,0,5,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,1,0,10,3,582
196,"MADAL EDUCATION HOM J.H.SCHOOL  JUGULTOLA KOYALA BAZAR R.NO.3",353,243,0,596,220,125,0,345,340,0,22,5,10,0,1,2,3,291,4,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,345
197,"SUNRISE CONVENT SCHOOL MUKIMGANJ R.NO.1",365,362,0,727,252,217,0,469,395,0,17,10,359,2,0,0,1,68,0,1,0,1,0,0,0,2,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,1,469
198,"SUNRISE CONVENT SCHOOL MUKIMGANJ R.NO.2",546,510,0,1056,329,271,0,600,583,0,17,9,409,16,1,1,3,101,2,1,0,3,2,4,1,3,0,0,5,1,1,1,0,1,1,1,1,1,1,4,2,2,0,0,0,1,1,1,0,0,0,1,1,600
199,"SUNRISE CONVENT SCHOOL MUKIMGANJ R.NO.3",856,780,0,1636,527,459,0,986,943,0,29,32,663,78,24,0,5,127,2,1,0,2,0,1,0,2,0,1,5,2,0,1,1,0,2,1,0,2,0,0,1,1,0,0,0,1,1,0,0,0,0,1,0,986
200,"SUNRISE CONVENT SCHOOL MUKIMGANJ R.NO.4",800,696,0,1496,532,427,0,959,951,0,44,31,779,12,1,0,2,74,2,1,0,0,0,3,0,1,1,0,2,2,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,959
201,"N.M.P.U.M.V. MACHHODARI R.NO.1",439,390,0,829,302,208,0,510,460,0,34,10,396,2,0,1,0,52,1,1,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,1,0,0,0,1,0,2,1,0,0,2,1,1,0,0,0,0,0,510
202,"N.M.P.U.M.V. MACHHODARI R.NO.2",310,316,0,626,217,184,0,401,379,0,15,6,338,2,0,0,0,30,1,0,0,0,1,0,0,0,0,0,1,2,0,0,0,0,0,0,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,401
203,"N.M.P.U.M.V. MACHHODARI R.NO.3",589,353,0,942,321,300,0,621,590,0,87,10,67,6,0,0,1,429,3,1,1,0,0,0,0,0,0,1,0,0,0,1,0,5,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,6,1,621
204,"N.M.P.U.M.V. MACHHODARI R.NO.4",404,306,0,710,295,153,0,448,438,0,18,5,56,3,1,0,2,348,2,0,0,0,0,0,0,1,0,1,0,0,0,0,0,4,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,3,0,448
205,"N.M.P.U.M.V. MACHHODARI R.NO.5",629,397,0,1026,452,189,0,641,630,0,126,2,21,0,0,0,1,465,3,4,0,0,0,0,0,2,0,0,0,2,0,1,2,4,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,4,0,641
206,"N.M.P.U.M.V. MACHHODARI R.NO.6",847,530,0,1377,588,267,0,855,855,0,67,8,145,3,0,0,1,604,5,1,1,2,0,0,0,3,0,0,1,0,0,0,1,1,0,1,0,0,2,1,0,2,1,0,0,0,0,0,0,0,1,3,1,855
207,"N.M.P.U.M.V. MACHHODARI R.NO.7",717,518,0,1235,477,255,0,732,722,0,50,6,8,1,3,0,0,605,9,0,1,0,2,0,0,6,0,1,1,1,0,1,0,8,1,1,3,0,0,1,3,4,2,0,0,1,0,0,1,2,0,8,2,732
208,"N.M.P.U.M.V. MACHHODARI R.NO.8",397,306,0,703,272,151,0,423,416,0,26,27,110,2,0,0,0,245,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,4,0,1,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,1,2,423
209,"N.M.P.U.M.V. MACHHODARI R.NO.9",452,341,0,793,285,173,0,458,432,0,30,11,42,1,0,0,3,354,5,0,0,0,0,0,0,0,2,0,0,2,0,1,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,2,0,458
210,"N.M.P.U.M.V. MACHHODARI R.NO.10",640,550,0,1190,425,326,0,751,738,0,66,10,60,25,2,0,1,537,5,1,0,1,0,1,2,1,1,1,2,0,0,2,2,2,4,4,0,0,1,0,1,4,2,0,0,1,0,0,0,1,0,9,2,751
211,"N.M.P.U.M.V. MACHHODARI R.NO.11",862,546,0,1408,524,282,0,806,798,0,17,21,15,2,2,1,2,710,7,1,0,2,1,2,0,2,0,0,0,0,0,0,1,5,1,1,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,6,2,806
212,"N.M.P.U.M.V. MACHHODARI R.NO.12",585,426,0,1011,362,172,0,534,493,0,31,5,93,5,0,1,1,376,2,1,0,0,0,0,0,0,2,0,1,0,0,0,2,3,1,2,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,5,0,534
213,"N.M.P.P.P. MACHHODARI R.NO.1",389,322,0,711,255,198,0,453,429,0,17,32,199,3,0,0,1,187,1,2,0,0,1,0,0,3,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,453
214,"N.M.P.P.P. MACHHODARI R.NO.2",504,443,0,947,396,317,0,713,590,0,25,6,488,2,1,0,2,158,4,3,0,3,0,1,0,2,0,0,2,0,0,1,1,2,0,1,0,0,0,2,0,2,0,0,1,0,0,0,0,0,1,4,1,713
215,"N.M.P.ATITHIGRIH MACHHODARI PARK R.NO.1",504,395,0,899,322,212,0,534,475,0,17,27,363,17,0,0,0,97,2,2,0,0,1,3,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,534
216,"N.M.P.ATITHIGRIH MACHHODARI PARK R.NO.2",695,531,0,1226,455,303,0,758,736,0,34,36,528,48,0,1,0,74,3,1,1,0,1,5,1,4,0,2,4,3,0,0,0,2,0,0,2,1,0,2,0,1,1,1,0,0,0,0,0,0,1,0,1,758
217,"N.M.P.ATITHIGRIH MACHHODARI PARK R.NO.3",733,627,1,1361,585,320,0,905,800,0,24,94,660,5,2,1,0,80,0,1,2,0,0,4,0,3,0,3,7,0,0,1,0,0,1,3,0,0,1,1,2,1,0,0,2,0,0,0,1,0,1,0,5,905
218,"KASHI S.V.MANDIR  RAJ MANDIR GAYGHAT R.NO.1",619,475,1,1095,405,250,0,655,590,0,40,15,543,4,1,1,0,44,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,655
219,"KASHI S.V.MANDIR  RAJ MANDIR GAYGHAT R.NO.2",637,519,0,1156,407,298,0,705,687,0,52,15,438,6,0,2,0,150,2,1,0,0,0,0,0,1,2,0,3,1,2,1,1,1,1,1,0,1,2,1,0,2,2,1,3,1,0,0,1,1,2,6,2,705
220,"KASHI S.V.MANDIR  RAJ MANDIR GAYGHAT R.NO.3",446,372,0,818,288,193,0,481,410,0,22,11,406,5,0,0,0,26,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,2,0,1,0,0,1,0,0,1,481
221,"KASHI S.V.MANDIR  RAJ MANDIR GAYGHAT R.NO.4",744,619,0,1363,444,355,0,799,784,0,44,76,521,78,0,0,1,63,0,0,0,0,0,1,0,2,1,0,2,0,0,0,1,0,0,1,0,0,2,1,1,0,3,1,0,0,0,0,0,0,0,0,0,799
222,"KASHI V.M.GAYGHAT R.NO.1",648,567,0,1215,392,318,0,710,592,0,60,5,576,2,0,0,0,47,0,1,0,0,1,2,0,2,1,0,1,0,1,1,0,1,0,0,0,0,2,1,2,1,0,0,2,0,0,0,0,0,0,0,1,710
223,"KASHI V.M.GAYGHAT R.NO.2",576,450,0,1026,367,265,0,632,585,0,24,29,513,6,0,1,1,30,0,1,2,0,0,4,0,0,3,2,1,1,0,0,1,1,1,1,1,0,0,1,1,2,1,0,3,0,0,0,0,0,0,0,1,632
224,"B.U.M.V. RAMGHAT R.NO.1",672,538,0,1210,444,368,0,812,800,0,61,18,661,4,1,0,0,55,0,0,0,0,0,1,0,0,0,0,2,1,0,0,0,1,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,1,2,812
225,"B.U.M.V. RAMGHAT R.NO.2",605,589,0,1194,380,313,0,693,663,0,28,26,593,5,0,1,0,34,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,693
226,"B.U.M.V. RAMGHAT R.NO.3",813,809,1,1623,574,474,0,1048,1033,0,51,34,869,5,0,0,1,60,0,1,0,0,0,0,0,1,2,3,3,1,0,0,1,0,0,0,0,1,1,2,1,2,0,0,2,4,1,0,0,0,1,1,0,1048
227,"B.U.M.V. RAMGHAT R.NO.4",481,489,0,970,334,299,0,633,580,0,9,13,587,1,0,0,0,16,0,0,0,0,0,1,0,1,0,0,2,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,633
228,"PARSHVANATH V.SUTTOLA R.NO.1",376,317,0,693,217,157,0,374,354,0,38,1,309,2,0,0,1,17,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2,374
229,"PARSHVANATH V.SUTTOLA R.NO.2",553,409,0,962,299,187,0,486,414,0,35,15,395,1,0,0,1,32,0,0,0,0,0,0,0,2,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,486
230,"PARSHVANATH V.SUTTOLA R.NO.3",544,443,0,987,380,248,0,628,620,0,19,33,472,2,1,1,1,74,1,1,0,0,1,1,1,1,1,3,4,0,0,0,0,2,0,0,0,1,0,1,0,0,1,0,2,0,0,0,0,0,1,1,2,628
231,"PARSHVANATH V.SUTTOLA R.NO.4",578,477,0,1055,334,239,0,573,556,0,39,15,479,0,2,0,0,27,0,0,0,0,0,0,0,1,2,0,4,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,573
232,"B.P.GUJARAT V.M.I.C.BHAIRONATH R.NO.1",608,474,0,1082,357,299,0,656,500,0,34,20,559,3,0,0,0,25,1,0,0,0,1,1,0,1,0,0,1,0,0,0,1,0,2,0,0,0,1,0,5,0,0,1,0,0,0,0,0,0,0,0,0,656
233,"B.P.GUJARAT V.M.I.C.BHAIRONATH R.NO.2",327,254,0,581,235,154,0,389,365,0,12,13,324,1,1,1,0,29,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,1,0,1,0,0,0,0,0,0,389
234,"BALLABH V.B.I.C. BHAIRONATH R.NO.1",343,296,0,639,252,201,0,453,411,0,12,3,426,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,453
235,"BALLABH V.B.I.C. BHAIRONATH R.NO.2",386,276,0,662,310,184,0,494,418,0,24,5,255,2,3,0,1,188,2,1,0,0,0,1,0,7,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,494
236,"BALLABH V.B.I.C. BHAIRONATH R.NO.3",698,460,0,1158,543,275,0,818,772,0,111,12,201,110,2,0,1,367,3,0,0,0,1,2,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,2,1,0,0,0,0,0,0,0,0,0,1,818
237,"BALLABH V.B.I.C. BHAIRONATH R.NO.4",600,511,0,1111,501,368,0,869,644,0,35,105,640,1,1,0,0,70,0,0,0,0,0,3,1,1,2,0,1,2,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,1,0,1,0,1,869
238,"BALLABH V.B.I.C. BHAIRONATH R.NO.5",653,532,0,1185,435,358,0,793,743,0,26,52,490,4,0,0,0,178,0,3,0,2,0,2,0,2,1,4,4,1,2,2,0,4,1,3,1,0,0,1,4,4,0,0,1,1,0,0,0,0,0,0,0,793
239,"AGRASEN K.I.C. MAIDAGEEN R.NO.1",487,386,0,873,325,246,0,571,541,0,16,16,492,1,1,1,0,34,0,1,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,3,0,0,0,0,0,0,0,0,0,0,1,571
240,"AGRASEN K.I.C. MAIDAGIN R.NO.2",361,328,0,689,244,192,0,436,433,0,11,16,377,1,1,0,0,21,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,2,436
241,"AGRASEN K.I.C. MAIDAGIN R.NO.3",608,503,0,1111,415,316,0,731,719,0,29,63,582,9,0,0,0,38,0,0,0,0,0,2,0,1,1,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,731
242,"AGRASEN K.I.C. MAIDAGIN R.NO.4",693,455,0,1148,396,236,0,632,620,0,121,64,162,2,0,0,1,245,1,0,2,1,0,0,1,2,3,8,1,3,0,0,0,5,1,0,0,0,0,0,1,2,0,3,0,0,0,0,0,1,1,1,0,632
243,"AGRASEN K.I.C. MAIDAGIN R.NO.5",418,332,0,750,276,188,0,464,200,0,28,10,384,3,1,0,0,25,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,3,0,2,0,0,0,0,0,1,464
244,"AGRASEN K.I.C. MAIDAGIN R.NO.6",678,478,0,1156,400,248,0,648,638,0,32,25,559,2,0,0,0,26,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,648
245,"SHRI KRISHNA P.V. BULANALA R.NO.1",598,443,0,1041,448,238,0,686,647,0,80,17,434,3,0,0,0,131,2,0,0,0,0,1,2,3,0,2,0,0,0,0,0,1,0,0,0,0,1,0,0,0,4,0,0,0,0,0,0,0,0,4,1,686
246,"SHRI KRISHNA P.V. BULANALA R.NO.2",364,267,0,631,253,143,0,396,356,0,28,11,268,2,0,0,0,81,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,396
247,"SARASWATI I.C.SUDIYA R.NO.1",532,394,0,926,294,268,0,562,500,0,20,23,483,7,0,0,1,19,1,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,1,562
248,"SARASWATI I.C.SUDIYA R.NO.2",348,274,0,622,203,157,0,360,343,0,21,3,310,1,0,0,0,20,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,360
249,"SARASWATI I.C.SUDIYA R.NO.3",318,241,0,559,198,147,0,345,326,0,6,3,312,0,1,1,1,15,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,1,0,345
250,"SARASWATI I.C.SUDIYA R.NO.4",410,317,0,727,262,169,0,431,428,0,21,10,350,2,0,0,0,21,0,1,0,0,1,0,1,2,0,18,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,431
251,"AGRASEN MAHAJANI MAHAVIDHYALAY.THATHERI BAZAR R.NO.1",592,554,0,1146,419,338,0,757,743,0,36,51,615,4,1,1,1,31,1,1,0,0,0,1,1,1,1,3,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,2,0,0,0,0,0,0,1,1,1,757
252,"AGRASEN MAHAJANI MAHAVIDHYALAY THATHERI BAZAR R.NO.2",472,380,1,853,327,217,0,544,524,0,41,12,419,0,0,0,0,54,0,0,0,0,0,0,0,2,0,4,0,1,1,0,0,1,0,1,0,0,0,1,2,0,1,0,0,1,0,0,0,0,0,1,2,544
253,"AGRASEN MAHAJANI MAHAVIDHYALAY THATHERI BAZAR R.NO.3",624,560,0,1184,393,306,0,699,619,0,40,10,538,53,1,1,0,35,1,0,0,0,1,1,1,3,0,1,2,0,0,0,0,0,0,0,0,0,2,0,1,1,1,0,1,1,2,0,0,0,1,1,0,699
254,"AGRASEN MAHAJANI MAHAVIDHYALAY THATHERI BAZAR R.NO.4",509,419,0,928,300,227,0,527,490,0,55,31,411,0,1,0,1,18,0,0,0,0,0,2,0,2,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,527
255,"AGRASEN MAHAJANI MAHAVIDHYALAY THATHERI BAZAR R.NO.5",598,447,0,1045,327,224,0,551,402,0,56,16,433,0,0,1,0,26,1,1,0,0,3,1,1,3,2,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,551
256,"AGRASEN MAHAJANI MAHAVIDHYALAY THATHERI BAZAR R.NO.6",474,355,0,829,229,164,0,393,329,0,30,4,318,1,0,0,0,35,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,393
257,"AGRASEN MAHAJANI MAHAVIDHYALAY THATHERI BAZAR R.NO.7",407,480,1,888,240,264,0,504,449,0,16,8,437,0,1,0,0,36,0,1,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,504
258,"SARASWATI K.I.C. NEELKANTH R.NO.1",496,374,0,870,303,215,0,518,518,0,46,8,440,3,0,0,0,12,1,1,0,0,0,1,0,1,2,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,518
259,"SARASWATI K.I.C. NEELKANTH R.NO.2",659,479,0,1138,367,258,0,625,559,0,24,7,507,4,1,2,0,60,0,1,0,0,1,3,0,0,1,1,3,0,0,1,1,0,1,0,0,0,0,1,0,2,0,0,1,1,0,0,0,0,0,0,2,625
260,"TIKMANI VIDYALAY SHAKARKAND GALI R.NO.1",353,264,0,617,222,169,0,391,378,0,25,6,301,1,6,1,0,36,0,1,0,1,0,1,1,2,2,0,0,0,1,0,0,0,0,0,0,2,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,391
261,"TIKMANI VIDYALAY SHAKARKAND GALI R.NO.2",318,253,0,571,191,243,0,434,423,0,36,12,330,2,2,1,0,43,0,0,1,0,0,1,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,434
262,"TIKMANI VIDYALAY SHAKARKAND GALI R.NO.3",828,533,0,1361,475,260,0,735,710,0,64,13,571,3,0,0,1,58,0,0,0,0,0,1,1,0,0,1,0,3,0,0,0,0,1,0,0,1,0,0,9,0,3,0,2,0,0,0,0,0,0,2,1,735
263,"VISHWANATH SANATAN DHARM I.C.SHAKARKAND GALI KALIKA GALI R.NO.1",918,731,0,1649,519,417,0,936,880,0,68,8,760,5,2,1,0,53,1,2,0,0,0,1,0,4,3,1,4,0,0,1,0,0,0,0,1,0,0,2,1,2,8,0,2,0,1,0,1,0,0,0,4,936
264,"VISHWANATH SANATAN DHARM I.C.SHAKARKAND GALI KALIKA GALI R.NO.2",677,492,0,1169,379,263,0,642,584,0,44,15,512,5,3,0,0,38,2,0,0,0,2,2,1,3,2,0,1,0,1,0,0,0,0,0,0,0,0,2,3,1,1,0,0,1,0,0,0,1,0,1,1,642
265,"SINEFOART ACEDMY MANDIR DASHASHWAMEDH",456,376,0,832,282,211,0,493,473,0,38,7,402,8,0,0,0,26,0,0,0,1,0,2,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,4,493
266,"SINEFOART ACEDMY MANDIR DASHASHWAMEDH",316,197,0,513,188,112,0,300,298,0,8,3,261,0,5,0,15,0,0,0,1,1,0,1,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,300
267,"SINEFOART ACEDMY MANDIR DASHASHWAMEDH",706,544,0,1250,416,292,0,708,694,0,25,5,587,4,7,1,0,52,0,1,2,0,0,1,0,1,2,2,1,1,1,0,1,3,0,1,1,0,0,2,0,1,2,0,0,0,2,0,0,0,1,0,1,708
268,"SRI HANUMAN PRASAD PODDAR ANDHA V.E.M. DURGAKUND",246,187,0,433,127,83,0,210,204,0,5,1,147,9,0,0,0,37,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,3,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,210
269,"SRI HANUMAN PRASAD PODDAR ANDHA V.E.M. B026/12   DURGAKUND",621,465,0,1086,363,274,0,637,601,0,33,4,420,70,0,2,1,78,4,0,1,2,1,0,1,4,0,0,1,0,1,0,1,0,0,0,1,3,1,2,1,1,0,1,0,1,1,0,0,0,0,0,1,637
