"Polling Station",,"Total No of Electors",,,,"Voters Turnout",,,,,,"Candidate ID and Name",,,,,,,,,,,,,,,,,,,,,,,,
"Part No","Part Name",Male,Female,Other,"Total No. of electors",Male,Female,Other,Total,"No of voters identifying using EPIC","Tendered Voter","1 - KESHRI DEVI","2 - NAND GOPAL GUPTA NANDI","3 - SHYAMA CHARAN GUPTA","4 - KUNWAR REWATI RAMAN SINGH ALIAS MANI","5 - MOHD. AMEEN AZHAR ANSARI","6 - ADARSH SHASTRI","7 - GAYTRI PRASAD","8 - CHANDRA PRAKASH TIWARI ALIAS C. P. TIWARI ADVOCATE","9 - NISTHA DEV MAURYA","10 - MAHENDRA KUMAR","11 - SHYAM SUNDAR DAS","12 - RAJENDRA PRASAD","13 - WAHID ALI ALIAS WAJID ALI","14 - SANJAY ROBINSON","15 - AJEET KUMAR","16 - DRAUPADI DEVI","17 - PARMANAND","18 - BRIJESH KUMAR","19 - SHYAM CHARAN","20 - SHIV PRASAD AGRAHARI","21 - SHAILENDRA KUMAR PRAJAPATI","22 - HIRA LAL","23 - HANSRAJ","24 - None of the Above","Total Votes Secured"
127,"ZILA P0PRA0PA0 RASAULI PURVI BHAG",692,548,0,1240,313,280,0,593,467,0,96,7,255,181,1,1,0,0,3,1,2,3,2,6,2,7,4,1,4,8,0,1,4,4,593
128,"ZILA P0PRA0PA0 RASAULI PASHICHAMI BHAG",682,491,0,1173,285,215,0,500,498,0,65,14,263,144,2,0,0,1,0,1,0,0,0,0,1,3,0,0,0,4,0,0,1,1,500
129,"ZILA P0PRA0PA0 TANDRIYA UPARHAR",364,263,0,627,186,186,0,372,349,0,166,7,17,163,5,0,0,0,0,1,0,0,0,0,2,4,5,0,0,0,1,0,0,1,372
130,"ZILA P0PRA0PA0 KANJAULI UPARHAR",690,521,0,1211,369,317,0,686,686,0,244,15,67,314,8,1,0,2,1,1,1,0,3,2,4,6,4,0,1,6,0,0,3,3,686
131,"ZILA P0PRA0PA0 RAUPURA UPARHAR",617,433,0,1050,306,242,0,548,428,0,261,5,86,176,1,0,1,0,0,0,1,0,4,1,0,4,3,1,1,2,0,0,1,0,548
132,"ZILA P0PRA0PA0 1 MADRA MUKUNDRAPUR",607,479,0,1086,309,226,0,535,533,0,19,15,412,69,1,1,0,1,2,0,0,0,0,2,1,2,1,2,0,5,0,0,2,0,535
133,"ZILA P0PRA0PA02 MADRA MUKUNDRA PUR",601,479,0,1080,291,228,0,519,98,0,119,31,193,144,3,2,0,0,0,0,1,0,2,1,1,2,5,0,3,5,0,2,2,3,519
134,"ZILA P0PRA0PA0 ARAIY MADRA MUKUNDPUR",610,512,0,1122,284,273,0,557,502,0,13,35,262,191,4,3,0,5,0,1,2,1,1,0,2,1,1,2,6,13,4,4,3,3,557
135,"ZILA P0PRA0PA0 PARVA UPARHAR",715,563,0,1278,468,328,0,796,282,0,99,30,121,496,4,4,1,1,0,1,3,2,5,2,6,9,3,1,0,2,0,0,3,3,796
136,"P.M.V. BHABHAURA",746,551,0,1297,405,337,0,742,742,0,141,10,168,383,5,4,2,3,2,4,1,0,0,3,3,3,3,0,2,1,2,1,0,1,742
137,"ZILA P0PRA0PA0 JEVANIYA UTTRI BHAG -1",434,361,0,795,212,203,0,415,14,0,50,9,137,206,1,1,1,1,1,0,0,0,0,2,0,1,0,0,0,3,0,0,2,0,415
138,"ZILA P0PRA0PA0 JEVANIYA UTTRI BHAG-2",429,337,0,766,225,182,0,407,407,0,141,8,123,105,1,0,1,1,0,0,0,1,0,5,1,4,7,0,1,2,0,0,2,4,407
139,"ZILA P0PRA0PA0 JEVANIYA DHADCHINI BHAG",897,742,0,1639,434,431,0,865,131,0,345,36,142,287,3,2,1,2,2,2,2,1,5,0,5,16,6,1,1,0,2,2,0,2,865
140,"P0BHVAN KANEDA UPRAHAR",372,307,0,679,247,226,0,473,200,0,125,1,46,283,4,3,0,0,0,0,0,0,1,1,0,1,1,0,0,3,3,0,1,0,473
141,"ZILA P0PRA0PA0 KANEDA UPRAHAR",281,218,0,499,140,116,0,256,255,0,88,10,43,106,0,0,0,0,0,0,0,0,2,3,0,2,0,0,1,0,1,0,0,0,256
142,"ZILA P0PRA0PA0 CHAPAUR",284,235,0,519,146,155,0,301,301,0,14,10,201,68,2,1,0,0,0,0,0,1,2,1,0,0,0,1,0,0,0,0,0,0,301
143,"JUNIOR HIGH SCHOOL DHARMPUR",343,272,0,615,189,160,0,349,349,0,56,25,182,61,1,0,2,0,2,1,1,0,0,4,2,4,2,0,2,2,0,1,0,1,349
144,"ZILA P0PRA0PA0 AONAUR UPRAHAR PURVI BHAG",770,554,0,1324,321,238,0,559,300,0,188,31,196,99,0,1,3,0,1,1,2,3,0,1,3,7,8,1,2,4,1,2,2,3,559
145,"ZILA P0PRA0PA0 AONAUR UPRAHAR PASHICHAMI BHAG",709,522,0,1231,301,273,0,574,168,0,110,56,143,209,2,4,0,0,2,0,1,4,2,2,4,10,5,1,4,8,1,0,3,3,574
146,"JUNIOR HIGH SCHOOL AONAUR UPRAHAR",535,418,0,953,219,173,0,392,390,0,106,6,135,131,1,2,0,0,2,0,1,0,1,0,1,3,1,0,0,1,0,0,1,0,392
147,"PU0MA0VID0JERA PURVI BHAG",651,459,0,1110,299,238,0,537,537,0,125,4,161,212,5,0,0,1,1,1,3,4,2,0,2,10,0,0,0,1,0,0,2,3,537
148,"PU0MA0VID0JERA PASHICHAMI BHAG",216,192,0,408,138,137,0,275,262,0,158,2,22,75,1,1,0,0,1,0,0,0,1,0,1,5,3,0,0,1,0,0,1,3,275
149,"PRA0PA0 KOTHARI",213,178,0,391,131,111,0,242,100,0,99,18,41,71,1,0,1,0,0,0,0,0,0,0,1,4,3,0,0,3,0,0,0,0,242
150,"ZILA P0PRA0PA0 KHAMIHANIYA",430,355,0,785,283,225,0,508,263,0,42,26,189,235,3,0,0,1,2,0,0,0,1,3,0,1,2,0,0,1,0,1,1,0,508
151,"PRA0PA0 SRAY KHURD",451,367,0,818,238,217,0,455,312,0,190,6,86,151,2,0,0,0,1,1,0,0,0,0,2,4,6,0,1,4,1,0,0,0,455
152,"ZILA P0PRA0PA0 ACHAOLA UPRAHAR",883,675,0,1558,497,434,0,931,550,0,258,22,255,356,6,1,2,1,0,2,1,0,0,3,1,8,6,0,3,3,2,0,1,0,931
153,"ZILA P0PRA0PA0 BAMHNI HEDHAR-1",480,402,0,882,285,222,0,507,30,0,144,13,123,215,0,0,0,0,0,0,0,1,3,0,1,0,0,1,1,4,0,0,0,1,507
154,"ZILA P0PRA0PA0  BAMHNI HEDHAR-2",494,428,1,923,259,222,0,481,8,0,102,41,195,114,2,0,0,0,2,4,2,1,0,3,0,3,2,0,1,3,0,2,0,4,481
155,"ZILA P0PRA0PA0 TIKARI PURVI BHAG",821,648,0,1469,477,369,0,846,846,0,389,37,246,124,0,9,1,0,0,2,1,2,1,0,3,8,8,0,3,4,2,0,1,5,846
156,"ZILA P0PRA0PA0 TIKARI PASHICHAMI BHAG",379,319,0,698,185,154,0,339,339,0,95,30,155,37,1,2,0,2,1,1,0,2,0,2,0,0,3,1,2,1,1,1,2,0,339
157,"ZILA P0PRA0PA0 UMAPUR KALA",463,400,0,863,211,183,0,394,16,0,47,40,222,64,2,1,1,0,0,1,3,0,0,0,1,5,0,1,1,2,1,0,0,2,394
158,"ZILA P0PRA0PA0 DENGUR PUR",641,524,0,1165,328,285,0,613,55,0,113,82,187,192,3,6,0,0,1,3,1,2,0,1,4,7,0,1,3,1,0,1,0,5,613
159,"ZILA P0PRA0PA0 DHRAVNARA",572,472,0,1044,409,249,0,658,639,0,108,14,216,275,6,2,2,1,0,0,1,3,2,1,3,6,2,0,2,9,2,0,1,2,658
160,"ZILA P0PRA0PA0 AAHOAPUR",662,502,0,1164,391,290,0,681,361,0,22,34,440,166,2,0,0,1,0,0,0,0,0,3,2,4,0,0,2,1,1,0,2,1,681
161,"JUNIOR HIGH SCHOOL DIKHEYA PURVI BHAG -1",471,367,0,838,216,185,0,401,6,0,87,7,191,95,0,0,2,1,0,1,0,0,0,3,0,6,1,0,0,2,0,1,1,3,401
162,"JUNIOR HIGH SCHOOL DIKHEYA PURVI BHAG -2",543,392,0,935,280,231,0,511,511,0,175,10,254,61,0,0,0,0,0,1,0,0,0,1,0,4,2,0,1,1,0,0,0,1,511
163,"JUNIOR HIGH SCHOOL DIKHGEYA PASHICHAMI BHAG-1",419,370,0,789,213,203,0,416,317,0,130,9,69,159,3,7,1,1,1,0,0,0,1,3,0,14,3,0,2,5,0,3,0,5,416
164,"JUNIOR HIGHSCHOOL DIGHEYA PASHICHAMI BHAG",520,410,0,930,289,219,0,508,11,0,185,18,153,91,3,0,0,11,2,3,1,1,1,3,3,13,9,0,0,2,1,1,1,6,508
165,"ZILA P0PRA0PA0 BHRARI",800,672,0,1472,454,381,0,835,835,0,263,79,377,81,1,1,0,0,2,0,2,2,0,2,5,6,4,0,3,3,0,0,2,2,835
166,"ZILA P0PRA0PA0 AANDHI",542,413,0,955,319,221,0,540,481,0,37,33,169,261,5,2,0,0,1,0,5,0,2,1,0,6,2,2,1,10,1,1,0,1,540
167,"PRA0PA0 CHAUKTHA LAKHAN",381,310,0,691,241,207,0,448,23,0,143,55,84,143,2,2,0,1,3,0,1,3,3,0,1,4,0,0,1,0,0,1,0,1,448
168,"PRA0PA0 GRETHA",538,409,0,947,360,240,0,600,350,0,82,113,167,201,5,9,0,2,4,1,0,0,1,1,1,3,1,0,1,5,1,1,0,1,600
169,"ZILA P0PRA0PA0 TUDIHAR PURVI BHAG",765,607,0,1372,428,373,0,801,595,0,162,17,337,223,5,1,0,0,2,1,1,1,2,9,5,17,7,1,3,2,0,0,1,4,801
170,"ZILA P0PRA0PA0 TUDIHAR PASHICHAMI BHAG",453,347,0,800,216,184,0,400,368,0,174,2,51,144,0,2,0,1,1,7,2,0,0,1,0,8,2,0,0,1,0,1,1,2,400
171,"ZILA P0PRA0PA0 KODHNIYA",488,404,0,892,333,240,0,573,300,0,232,8,169,140,2,2,0,0,0,2,1,0,0,2,0,7,1,0,0,4,0,1,0,2,573
172,"ZILA P0PRA0PA0 BHDEVRA",627,609,0,1236,405,407,0,812,812,0,300,26,98,318,9,5,0,0,5,5,3,1,9,1,1,14,7,0,0,2,1,0,2,5,812
173,"ZILA P.PRA.PA.  CHAPRTALA",616,555,0,1171,437,394,0,831,700,0,273,33,77,400,11,4,1,0,6,1,0,1,3,0,2,5,7,0,1,3,1,0,1,1,831
174,"ZILA P.PRA.PA. LOTADH PURVI BHAG",621,507,0,1128,387,297,0,684,13,0,128,47,242,224,6,4,3,0,0,1,3,2,1,3,1,3,3,0,4,4,1,0,2,2,684
175,"ZILA P.PRA.PA. LOTADH PASHICHAMI BHAG-1",480,423,0,903,273,269,0,542,542,0,30,56,252,184,2,2,0,2,1,0,0,1,0,2,2,3,0,0,0,3,0,0,0,2,542
176,"ZILA P.PRA.PA. LOTADH PASHICHAMI BHAG -2",439,308,0,747,261,202,0,463,2,0,38,57,157,194,2,1,1,0,0,3,0,1,0,0,1,1,1,0,1,3,0,0,1,1,463
177,"ZILA P.PRA.PA. LOTADH MADHAY BHAG",393,328,0,721,232,168,0,400,400,0,129,5,69,178,1,0,0,0,0,0,0,1,3,1,2,8,1,0,1,0,1,0,0,0,400
178,"ZILA P.PRA.PA. DELAUHA PURVI BHAG",589,473,0,1062,339,285,0,624,624,0,100,40,207,250,3,6,0,1,2,1,1,0,3,3,2,2,0,0,0,2,1,0,0,0,624
179,"ZILA P.PRA.PA. DELAUHA PASHICHAMI BHAG",834,674,0,1508,543,376,0,919,600,0,150,78,222,425,6,5,0,0,4,2,3,2,2,1,1,8,2,0,1,3,0,1,1,2,919
180,"ZILA P.PRA.PA. GAURA",826,681,0,1507,532,444,0,976,473,0,250,59,446,162,9,2,0,2,3,1,5,1,4,2,1,9,4,1,3,6,2,0,0,4,976
181,"ZILA P.PRA.PA. AMORA",614,538,0,1152,393,369,0,762,752,0,296,21,153,240,3,1,0,1,2,5,0,1,1,1,4,10,6,1,3,10,2,0,0,1,762
182,"ZILA P.PRA.PA. LOOTR UTTRI BHAG",707,550,0,1257,419,295,0,714,470,0,130,53,90,369,1,19,0,2,2,0,2,3,6,4,2,5,7,2,1,6,4,1,3,2,714
183,"ZILA P.PRA.PA. TENDUA KALA",805,660,0,1465,561,391,0,952,928,0,289,53,152,384,6,0,1,0,5,0,1,6,2,5,11,18,3,3,4,3,2,4,0,0,952
184,"ZILA P.PRA.PA. USKI PURVI BHAG",621,512,2,1135,378,345,0,723,718,0,258,49,36,347,5,2,0,1,4,0,1,0,8,1,0,7,3,0,1,0,0,0,0,0,723
185,"ZILA P.PRA.PA. USAKI PASHICHAMI BHAG",846,695,0,1541,423,378,0,801,23,0,201,73,144,342,1,1,0,0,3,0,0,3,11,2,5,7,2,0,0,2,0,0,3,1,801
186,"ZILA P.PRA.PA. BHATAUTI UTTRI BHAG-1",625,450,0,1075,293,201,0,494,275,0,56,48,249,122,1,3,1,0,3,3,2,0,2,0,0,2,0,0,0,0,0,0,0,2,494
187,"ZILA P.PRA.PA. BHAUTI UTTRI BHAG-2",305,274,0,579,173,168,0,341,71,0,31,49,132,104,1,0,0,0,0,3,2,1,0,0,0,0,7,1,1,4,1,1,1,2,341
188,"ZILA P.PRA.PA. BHTAUTI DADCHINI BHAG",781,589,0,1370,401,324,0,725,691,0,16,67,129,466,4,3,1,2,2,1,0,2,1,4,5,15,1,0,1,0,1,0,2,2,725
189,"ZILA P.PRA.PA. KONA",694,560,0,1254,418,344,0,762,737,0,119,38,220,323,5,10,0,1,0,2,1,2,1,0,5,4,1,0,9,13,2,0,3,3,762
190,"ZILA P.PRA.PA. SINGHPUR KALA",608,451,0,1059,350,245,0,595,310,0,32,61,235,207,2,4,2,1,1,1,2,1,3,5,1,4,3,1,11,12,1,0,1,4,595
191,"ZILA P.PRA.PA. BHASUNDR KALA PASHICHAMI BHAG",546,470,0,1016,304,282,0,586,455,0,269,30,62,174,2,2,2,1,4,1,2,1,4,4,8,14,2,0,0,1,1,0,1,1,586
192,"ZILA P.PRA.PA. BHALUNDR KHURD",427,366,0,793,231,196,0,427,427,0,120,11,119,146,6,1,0,3,0,1,3,2,0,0,1,5,5,0,0,0,1,1,0,2,427
193,"ZILA P.PRA.PA. BARSAUTA",827,687,0,1514,465,440,0,905,905,0,75,46,352,347,11,6,4,2,2,3,8,1,2,9,12,11,0,1,2,6,1,0,1,3,905
194,"ZILA P.PRA.PA. PURALKHAN",404,346,0,750,269,194,0,463,48,0,78,58,208,99,1,0,1,2,2,1,4,1,0,1,0,0,1,1,1,2,0,0,1,1,463
195,"ZILA P.PRA.PA. DHRAVAL",717,565,0,1282,405,348,0,753,753,0,155,124,176,205,8,3,5,1,2,3,2,0,1,4,7,7,10,10,5,15,2,0,3,5,753
196,"ZILA P.PRA.PA. DARI",767,640,0,1407,485,328,0,813,813,0,85,42,129,526,5,3,0,3,3,0,0,0,0,2,1,3,3,0,1,1,0,0,2,4,813
197,"ZILA P.KANYA.PA. TIGJA PASHICHAMI BHAG",627,568,0,1195,354,309,0,663,638,0,102,42,174,260,7,5,0,1,0,3,5,2,2,2,1,16,8,0,3,5,5,4,2,14,663
198,PRA0PA0KHAUR,320,251,0,571,213,174,0,387,387,0,53,31,70,204,7,1,2,1,1,1,1,1,1,1,1,4,1,0,1,3,0,0,0,2,387
199,PRA0PA0SIDKHIDI,400,295,0,695,243,181,0,424,300,0,23,6,100,273,4,1,0,0,0,0,1,2,2,1,0,4,3,0,1,0,1,0,1,1,424
200,"HARIJAN PRA0PA0MARHA",590,507,0,1097,323,269,0,592,589,0,103,15,219,224,3,6,1,3,0,4,2,0,0,0,1,3,0,2,0,2,2,0,0,2,592
201,"ZILA P.PRA.PA.AKHRI SHAHPUR-1",437,384,0,821,254,221,0,475,475,0,153,5,129,157,1,2,0,0,1,0,1,0,0,1,0,9,4,0,1,4,1,0,2,4,475
202,"ZILA P.PRA.PA.AKHRI SHAHPUR-2",472,434,0,906,324,318,0,642,636,0,48,13,331,219,0,0,0,0,3,0,5,2,1,4,2,3,0,2,2,5,1,0,1,0,642
203,"ZILA P.PRA.KANYA PA. NEVDHIYA-1",500,384,0,884,264,213,0,477,477,0,58,31,150,218,1,2,1,0,0,9,1,0,1,2,0,1,0,0,0,2,0,0,0,0,477
204,"ZILA P.PRA.KANYA PA. NEVDHIYA-2",411,353,0,764,199,215,0,414,414,0,61,33,128,167,1,0,0,0,1,5,0,0,0,1,2,7,1,2,0,2,0,2,0,1,414
205,"ZILA P.PRA. KANYA PA. KANVRIYA KA PURA NSVDHIYA DH0 BHAG -1",646,535,0,1181,304,225,0,529,529,0,255,6,96,160,1,0,0,0,1,2,1,0,0,0,1,3,0,0,0,1,1,1,0,0,529
206,"ZILA P.PRA. KANYA PA. KANVRIYA KA PURA NSVDHIYA DH0 BHAG -2",602,496,0,1098,426,260,0,686,260,0,136,28,228,247,5,0,0,0,3,1,0,1,1,4,2,6,4,1,6,11,0,1,0,1,686
207,"MAHRAJ SHRI DANDI SAVMI KESHVANAND VID.GUNI GHARPUR",674,553,0,1227,377,323,0,700,410,0,29,59,165,388,5,4,1,1,1,3,0,2,4,2,2,4,5,2,3,7,0,8,0,5,700
208,"AAGANVADI KENDR GUNI GAHRPUR",624,490,0,1114,356,283,0,639,630,0,211,30,156,195,3,4,1,2,2,1,3,2,1,2,7,7,3,0,0,2,1,1,3,2,639
209,"ZILA P.PRA. PA.BARHA KALA PURVI BHAG",823,602,0,1425,381,282,0,663,660,0,201,49,115,257,6,3,0,1,3,0,2,0,2,2,2,4,6,0,0,4,2,1,2,1,663
210,"ZILA P.PRA. PA.BARHA KALA PASHICHAMI BHAG",755,589,0,1344,376,310,0,686,328,0,246,27,143,207,4,4,0,1,2,2,2,3,2,2,1,21,5,1,2,6,0,1,2,2,686
211,"JUNIOR HIGH SCHOOL BARHA KALA",707,540,0,1247,396,313,0,709,500,0,210,30,316,102,1,1,2,5,2,4,3,1,3,3,6,6,1,0,4,7,1,0,0,1,709
212,"ZILA P.PRA. PA.DHILIYA",371,321,0,692,203,155,0,358,357,0,89,99,30,123,1,1,0,0,1,2,0,0,0,0,4,2,0,2,0,2,0,0,1,1,358
213,"PRA.PA. DHEDHRA",463,378,0,841,205,175,0,380,250,0,194,16,109,30,0,1,0,0,2,1,1,0,0,3,2,6,2,2,1,5,1,0,1,3,380
214,"ZILA P.PRA. PA.MSAULI",485,410,0,895,282,212,0,494,494,0,140,19,177,128,2,0,0,0,2,1,2,0,2,4,2,4,3,0,0,2,2,1,1,2,494
215,PRA.PA.JAFRA,260,211,0,471,197,149,0,346,3,0,46,12,186,97,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,346
216,"ZILA P.PRA. PA.AUTI",530,415,0,945,274,202,0,476,259,0,30,25,58,331,6,10,0,0,0,0,0,2,1,2,5,1,0,0,1,1,1,0,0,2,476
217,PRA0PA0SUABSA,542,432,0,974,307,224,0,531,488,0,279,101,69,18,3,1,3,0,1,0,0,1,1,1,11,13,14,1,5,5,0,1,2,1,531
218,"PRA.VID. MAHUVARIKALA",757,564,0,1321,405,300,0,705,690,0,251,40,311,86,1,2,1,0,1,0,0,1,0,2,0,3,3,0,1,0,1,0,0,1,705
219,"ZILA P.PRA. PA.CHILVILA-1",576,418,0,994,311,203,0,514,34,0,46,108,166,179,4,0,0,0,0,0,0,0,0,0,1,0,0,2,1,4,0,0,1,2,514
220,"ZILA P.PRA. PA.CHILVILA -2",513,363,0,876,262,185,0,447,88,0,83,71,148,114,3,1,1,1,0,0,0,0,2,2,0,5,6,0,0,2,0,0,4,4,447
221,"PRA0PA0 PYAGPUR",766,595,0,1361,473,335,0,808,22,0,329,48,321,31,7,1,0,0,2,1,3,0,0,6,1,6,9,2,3,18,5,6,4,5,808
222,"ZILA P.PRA. PA.MAHEVAKALA PURVI BHAG",623,495,0,1118,265,253,0,518,518,0,134,75,196,72,2,2,0,2,3,1,2,1,1,3,0,12,0,2,2,3,1,1,2,1,518
223,"ZILA P.PRA. PA.MAHEVAKALA PASHICHAMI BHAG",623,459,0,1082,288,218,0,506,506,0,151,17,125,176,6,1,0,0,1,0,0,1,0,0,2,7,4,1,5,4,0,0,1,4,506
224,"PRA.VID.BAMPUR PURVI BHAG",789,619,0,1408,390,302,0,692,692,0,153,46,209,222,4,2,0,0,2,13,4,3,3,2,4,12,4,0,1,4,0,2,2,0,692
225,"PRA.PA.BAMPUR P.BHAG",635,482,0,1117,230,222,0,452,288,0,89,10,209,91,2,8,0,2,1,4,1,2,2,4,4,9,4,1,2,3,1,0,0,3,452
226,"PRA.VID.VADPUR BHAG -1",515,382,0,897,253,206,0,459,249,0,125,14,122,165,5,3,0,0,1,1,0,2,1,1,3,8,2,0,1,1,1,0,0,3,459
227,"PRA.VID.VADPUR BHAG-2",415,340,0,755,244,180,0,424,421,0,15,7,61,341,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,424
228,"PRA. PA.KUKHUDI",900,702,0,1602,429,364,0,793,20,0,147,28,339,230,4,4,2,0,3,1,0,0,1,1,5,6,0,1,2,11,3,0,3,2,793
229,PRA.PA.MANPUR,486,351,0,837,215,169,0,384,250,0,74,37,203,22,0,14,1,1,3,11,1,0,0,0,2,2,1,0,2,3,2,1,2,2,384
230,"ZILA P.PRA. PA.NAHVAIY UTTRI BHAG-1",417,318,1,736,223,154,0,377,373,0,98,46,150,45,1,2,0,0,1,0,3,0,1,4,4,10,4,1,2,0,0,1,0,4,377
231,"ZILA P.PRA. PA.NAHVAIY UTTRI BHAG-2",492,354,0,846,247,162,0,409,301,0,21,38,299,36,0,2,0,0,0,1,0,1,1,1,0,0,0,1,1,4,0,0,0,3,409
232,"ZILA P.PRA. PA.NAHVAIY DH.BHAG",412,365,0,777,237,155,0,392,3,0,25,108,161,57,2,2,1,0,1,16,0,0,0,1,1,7,1,1,1,2,0,1,2,2,392
233,"ZILA P.PRA. PA.CHAKDIHA-1",450,370,0,820,247,207,0,454,4,0,107,13,96,210,3,2,0,0,0,1,1,0,3,2,3,2,6,0,1,0,2,0,0,2,454
234,"ZILA P.PRA. PA.CHAKDIHA -2",438,362,0,800,214,203,0,417,413,0,49,36,74,230,1,2,0,0,0,1,1,1,0,0,0,3,0,1,5,2,2,3,2,4,417
235,"PRA0PA0BHAUSRIYA KHURD UT.BHAG -1",483,370,0,853,237,154,0,391,370,0,49,33,220,70,3,1,1,1,0,0,1,0,1,4,2,1,2,0,0,0,2,0,0,0,391
236,"PRA0PA0BHAUSRIYA KHURD UT.BHAG -2",364,329,0,693,241,198,0,439,428,0,72,12,274,54,0,0,0,1,1,1,0,1,5,7,2,2,1,0,1,3,2,0,0,0,439
237,PRA0PA0MLDA,314,270,0,584,176,160,0,336,263,0,36,82,158,44,0,0,0,0,2,1,0,0,1,0,0,1,1,3,3,4,0,0,0,0,336
238,"ZILA .P.PRA.PA. MANDAR",535,451,0,986,310,264,0,574,568,0,69,36,271,157,8,0,2,2,3,1,0,0,0,3,2,1,1,1,3,4,5,2,0,3,574
239,"SAMUDAYIK VI.KENDR RAMPUR SIRIYA",290,249,0,539,164,136,0,300,300,0,118,21,123,16,1,0,0,1,0,0,1,1,1,1,1,5,5,0,1,2,0,0,0,2,300
240,"RAJKAIY UCHACHTAR M.VI.SURVADLAPUR",422,329,0,751,234,213,0,447,130,0,136,19,199,51,2,0,1,1,1,1,1,0,3,9,0,10,5,1,3,3,0,0,1,0,447
241,"RAJKAIY UCHACHTAR M.VI.SURVADLAPUR-२",627,508,0,1135,329,287,0,616,616,0,243,35,186,91,0,6,0,0,2,1,0,3,2,0,8,26,3,2,1,1,2,1,0,3,616
242,"ZILA P.PRA.PA. UMAN",432,358,1,791,226,168,0,394,394,0,58,17,161,127,5,1,1,1,0,1,1,1,3,3,1,2,3,0,0,2,0,2,3,1,394
243,"PANCHAYT BHAVN SANDI",438,370,0,808,303,226,0,529,48,0,146,53,138,125,4,15,0,1,9,2,5,3,1,6,3,8,1,1,1,3,0,0,2,2,529
244,"ZILA P.PRA.PA. GOJAUYA KALA",481,395,0,876,288,150,0,438,358,0,39,8,232,141,0,0,0,0,3,0,0,0,1,2,2,4,1,0,0,2,0,0,1,2,438
245,"PU.MA.VI.KHURMA UTT.BHAG",548,450,0,998,295,253,0,548,5,0,74,50,242,105,2,0,1,0,1,21,18,1,0,3,2,7,1,0,4,10,1,1,2,2,548
246,"PU.MA.VI.KHURMA DH.BHAG",476,358,0,834,241,175,0,416,172,0,98,41,202,40,2,2,1,1,0,12,3,1,1,3,2,2,2,1,0,2,0,0,0,0,416
247,"ZILA P.PRA.PA.KOSDNAKALA-1",491,404,1,896,226,198,0,424,424,0,83,93,168,64,2,1,0,0,0,0,0,1,1,2,1,4,0,0,1,2,0,1,0,0,424
248,"ZILA P.PRA.PA.KOSNDA KALA -2",486,358,0,844,248,195,0,443,443,0,47,97,160,97,8,2,2,0,1,3,1,3,2,5,6,0,0,2,0,2,1,0,2,2,443
249,"ZILA P.PRA.PA.KADVA KOSNDA KALA UTTRI BHAG",577,466,0,1043,350,306,0,656,56,0,275,23,19,306,4,1,1,1,1,0,0,0,2,0,3,2,6,0,0,6,1,0,3,2,656
250,"ZILA P.PRA.PA.KANDVA KOSDNAKALA DH.BHAG",517,439,0,956,262,230,0,492,242,0,59,56,146,157,9,2,3,2,3,2,6,1,2,4,10,15,2,0,0,3,0,0,6,4,492
251,"PRA.VID.BAGHAURA KHVASAN",694,558,0,1252,405,374,0,779,779,0,184,57,277,173,5,5,3,1,2,2,4,2,3,2,6,14,3,3,1,14,1,1,7,9,779
252,"ZILA P.PRA.PA.TISEN TULAPUR UTTRI BHAG",868,582,0,1450,418,270,0,688,142,0,128,20,348,135,2,2,0,3,0,0,0,0,4,1,2,4,2,1,11,14,2,1,3,5,688
253,"ZILA P.PRA.PA.TISEN TULAPUR DH.BHAG",791,583,0,1374,390,301,0,691,691,0,159,21,336,124,6,4,0,1,2,5,2,2,2,3,5,10,0,1,1,2,0,1,1,3,691
254,PRA.PA.BHVANIPUR,651,534,0,1185,294,350,0,644,241,0,57,22,364,168,3,2,0,0,2,0,3,0,0,6,2,5,1,0,0,3,1,0,1,4,644
255,"ZILA P.PRA.PA.DEVARI",268,220,0,488,157,143,0,300,300,0,44,104,25,62,7,1,1,1,2,3,2,2,0,2,0,14,2,7,2,6,1,2,2,8,300
256,"ZILA P.PRA.PA.SIKARA",667,575,0,1242,362,342,0,704,400,0,220,12,160,267,8,0,1,1,0,0,0,0,2,3,1,10,5,0,1,2,0,1,1,9,704
257,PRA.VID.BAKULIYA,380,317,0,697,206,223,0,429,429,0,125,5,73,199,4,1,1,1,0,0,0,1,1,3,2,7,1,2,0,2,0,1,0,0,429
258,"ZILA P.PRA.PA. BEDAULI",988,773,0,1761,322,243,0,565,565,0,139,14,156,200,1,5,4,1,0,1,4,3,5,6,4,5,2,1,3,6,2,0,0,3,565
259,"PURV MA.VID.BHINSH-1",387,354,0,741,176,134,0,310,23,0,13,25,127,107,6,3,0,0,0,13,0,1,0,0,1,2,1,0,1,8,0,0,0,2,310
260,"PURV MA.VID.BHISH -2",431,362,0,793,213,211,0,424,25,0,149,6,75,150,2,0,2,0,1,4,1,0,3,2,4,12,3,0,1,5,1,1,2,0,424
261,PRA.VID.DANPANPUR,396,321,0,717,241,193,0,434,209,0,121,15,191,71,1,4,0,0,0,3,0,1,1,2,4,7,2,1,0,7,0,1,0,2,434
