"Polling Station",,"Total No of Electors",,,,"Voters Turnout",,,,,,"Candidate ID and Name",,,,,,,,,,,,,
"Part No","Part Name",Male,Female,Other,"Total No. of electors",Male,Female,Other,Total,"No of voters identifying using EPIC","Tendered Voter","1 - KAMLESH PASWAN","2 - GORAKH PRASAD PASWAN","3 - SADAL PRASAD","4 - SANJAI KUMAR","5 - ARJUN PRASAD RAW","6 - CHANDRIKA PRASAD BHARATI","7 - RAMNARESH","8 - RAMNIVAS  PASWAN","9 - RAMPRIT JAKHMEE","10 - LALCHAND PRASAD JATAV","11 - KUNJAWATI","12 - SHEO SHANKAR","13 - None of the Above","Total Votes Secured"
196,"P.V.MARHAWA R.NO..2",492,399,0,891,219,253,0,472,350,0,228,144,59,19,0,1,1,0,3,7,4,3,3,472
197,"P.V.PIPARA KHEMAKARAN R.NO.1",684,563,0,1247,306,363,0,669,319,0,425,29,163,22,5,0,1,0,1,3,3,5,12,669
198,"P.V.PIPARAKHEMKHARAN R.NO.2",230,169,0,399,130,92,0,222,150,0,44,160,3,0,0,1,0,6,1,1,1,2,3,222
199,P.V.RARBADI,509,403,0,912,316,251,0,567,8,0,197,213,87,22,1,2,4,2,6,13,6,4,10,567
200,"P.V.SHERAWA BHANAULI R.NO.1",842,655,1,1498,390,343,0,733,48,0,481,123,46,20,2,1,4,6,5,15,0,8,22,733
201,"P.V.SHERAWA BHANAULI R.NO.2",817,693,0,1510,432,422,0,854,20,0,417,51,274,20,5,1,1,3,8,26,7,10,31,854
202,"HARIJAN P.V.SELHARAPUR",311,258,0,569,174,150,0,324,20,0,142,24,146,7,2,0,0,0,0,1,0,0,2,324
203,"P.V.MAHUI SRIKANT R.NO.1",628,455,0,1083,258,260,0,518,10,0,298,86,28,35,1,3,7,7,4,16,8,3,22,518
204,"P.V.MAHUI SRIKANT R.NO.2",581,459,0,1040,232,182,0,414,20,0,205,91,79,12,2,1,4,5,2,5,1,1,6,414
205,"PURV MA.V. BIJAPUR JHANTAUR R.NO.1",699,562,0,1261,340,301,0,641,25,0,386,13,189,15,0,1,1,2,2,11,6,0,15,641
206,"PURV MA.V. BIJAPUR JHANGTAUR R.NO.2",453,353,0,806,166,129,0,295,295,0,139,80,49,6,2,1,2,1,1,6,2,1,5,295
207,"P.V.BIRPUR MISHRA",549,434,0,983,335,275,0,610,25,0,422,44,107,10,1,1,1,0,2,9,1,3,9,610
208,"P.V.BABHANI SAKARAPAR",396,355,0,751,212,192,0,404,24,0,276,58,40,10,2,0,0,1,0,8,0,4,5,404
209,"P.V.JIGANI SONHAULI",556,554,0,1110,275,306,0,581,128,0,217,200,81,17,3,2,4,5,7,13,6,7,19,581
210,"P.V.BANJARIYA JHANTAUR",217,185,0,402,109,132,0,241,26,0,181,11,18,14,0,1,0,0,0,6,4,3,3,241
211,P.V.BELASPUR,566,481,0,1047,354,323,0,677,132,0,545,39,47,17,0,0,2,2,1,6,5,1,12,677
212,"P.V.MARAKADA R.NO.1",614,540,0,1154,343,308,0,651,26,0,538,14,55,18,1,1,2,2,2,11,2,0,5,651
213,"P.V.MARAKADA R.NO.2",578,576,0,1154,322,356,0,678,10,0,329,33,244,41,3,1,3,1,2,8,4,3,6,678
214,"P.V.MAHUI SNGRAM R.NO.1",384,377,0,761,207,187,0,394,25,0,349,19,8,13,0,0,0,1,0,2,0,0,2,394
215,"P.V.MAHUI SNGRAM R.NO.2",484,411,0,895,286,298,0,584,20,0,198,7,354,11,0,0,2,1,0,0,2,3,6,584
216,"P.V.LAKHANA TOLA PANDEYPUR",828,645,0,1473,370,345,0,715,56,0,441,48,159,38,2,1,2,3,5,13,1,0,2,715
217,P.V.NARANGA,479,406,0,885,203,233,0,436,25,0,247,65,85,16,1,0,0,3,0,8,3,1,7,436
218,"P.V.DOHANI TOLA MATHIYA",601,547,1,1149,336,337,0,673,28,0,389,129,71,32,4,1,0,9,1,5,12,2,18,673
219,P.V.CHORBHARIYA,389,294,0,683,249,189,0,438,20,0,179,16,215,11,0,1,1,2,0,1,6,0,6,438
220,P.V.BAKUCHI,572,502,0,1074,302,300,0,602,71,0,468,39,22,14,1,2,4,3,3,21,6,8,11,602
221,"PURV MA.V. BANJARIYA",425,326,0,751,288,228,0,516,495,0,295,32,162,15,0,2,0,2,0,3,2,2,1,516
222,"P.V.PADARI GURURAO",428,385,0,813,224,212,0,436,20,0,348,31,31,6,3,1,0,1,1,12,0,1,1,436
223,"P.V.CHAKARA UPADHYAY",308,267,0,575,190,196,0,386,26,0,145,12,203,8,2,0,0,5,0,2,2,1,6,386
224,P.V.BHIKHIBARAWA,881,650,0,1531,401,324,0,725,722,0,353,260,50,7,2,1,1,6,1,7,1,7,29,725
225,"PURV MA.V.BHAIDAWA",611,547,0,1158,316,343,0,659,27,0,315,40,221,25,5,2,3,5,4,21,7,7,4,659
226,P.V.TILAULI,276,287,0,563,166,179,0,345,21,0,214,41,60,21,0,2,0,0,0,4,2,0,1,345
227,"P.V.DHAULA PANDIT",677,540,0,1217,335,282,0,617,25,0,387,57,107,20,7,0,8,0,2,11,4,4,10,617
228,P.V.NADUAA,556,472,0,1028,305,281,0,586,26,0,356,20,171,20,1,0,1,4,1,1,4,0,7,586
229,"P.V.CHHAPARA NADUAA",362,313,0,675,226,189,0,415,281,0,300,8,48,33,1,0,0,3,0,5,2,0,15,415
230,P.V.HARANUTHA,373,329,0,702,202,216,0,418,416,0,154,15,217,10,1,1,2,2,1,4,2,2,7,418
231,"ANGAN BADI KENDRA BANKATIYA BARCHHAULI",246,220,0,466,150,148,0,298,288,0,99,103,81,8,1,0,0,3,0,2,0,1,0,298
232,"PURV MA.V.HARANADIH",156,147,0,303,88,93,0,181,164,0,97,4,67,8,0,0,1,0,0,3,0,1,0,181
233,"P.V.UJARA MOHAOW",394,365,0,759,146,164,0,310,309,0,55,13,220,3,0,1,2,1,2,3,2,1,7,310
234,"PANCHAYAT BHAWAN MOHAW R.NO.1",494,389,1,884,251,209,0,460,24,0,149,178,31,64,2,3,3,4,0,6,3,6,11,460
235,"PANCHAYAT BHAWAN MOHAW R.NO.2",371,313,0,684,198,144,0,342,26,0,224,38,19,28,2,1,2,1,2,15,2,0,8,342
236,"P.V.LAWARCHHI R.NO.1",499,395,0,894,268,201,0,469,28,0,166,188,71,20,1,3,1,7,4,7,0,0,1,469
237,"P.V.LAWARCHHI R.NO.2",538,399,0,937,234,205,0,439,409,0,133,226,52,14,1,0,0,1,2,3,0,0,7,439
238,"S.K.IN.CO.BARHAJ R.NO.1",811,683,1,1495,318,243,0,561,466,0,334,82,75,42,1,1,1,5,0,7,3,4,6,561
239,"S.K.IN.CO.BARHAJ R.NO.2",637,497,1,1135,294,198,0,492,262,0,413,19,32,21,1,0,0,1,0,0,0,1,4,492
240,"S.K.IN.CO.BARHAJ R.NO.3",707,531,0,1238,340,295,0,635,20,0,319,139,118,26,2,1,3,1,1,4,4,6,11,635
241,"S.K.IN.CO.BARHAJ R.NO.4",520,419,0,939,249,154,0,403,8,0,311,42,38,9,0,0,1,1,0,1,0,0,0,403
242,"PURV MA.V. BARHAJ R.NO.1",427,341,0,768,242,188,0,430,307,0,212,36,162,5,0,0,4,2,0,2,2,1,4,430
243,"PURV MA.V. BARHAJ R.NO.2",472,356,0,828,202,136,0,338,220,0,254,15,14,39,2,0,1,2,0,1,1,1,8,338
244,"PURV MA.V. BARHAJ R.NO.3",548,454,0,1002,299,232,0,531,4,0,429,27,49,16,0,0,0,2,0,4,0,1,3,531
245,"PURV MA.V. BARHAJ R.NO.4",578,436,0,1014,294,231,0,525,525,0,316,49,130,19,0,0,3,1,1,2,0,0,4,525
246,"P.V.BARHAJ R.NO.1",486,364,0,850,182,148,0,330,323,0,166,41,103,11,0,0,0,3,0,3,0,0,3,330
247,"P.V.BARAULI R.NO.2",496,380,0,876,244,210,0,454,26,0,203,50,147,42,1,1,1,3,1,1,2,0,2,454
248,"P.V.BARHAJ R.NO.3",722,563,0,1285,270,204,0,474,350,0,318,30,99,16,0,0,0,0,0,2,0,2,7,474
249,"P.V.BARHAJ R.NO.4",620,442,0,1062,240,213,0,453,405,0,306,30,79,11,1,1,0,1,0,4,3,6,11,453
250,"P.V.BARHAJ R.NO.5",538,376,0,914,242,166,0,408,104,0,247,13,104,22,0,1,0,3,2,4,2,3,7,408
251,"P.V.TIWARIPUR R.NO.1",468,375,0,843,234,199,0,433,277,0,296,49,37,15,1,0,2,5,2,11,3,4,8,433
252,"P.V.TIWARIPUR R.NO.2",476,351,0,827,223,148,0,371,371,0,198,34,112,14,1,0,1,3,0,1,0,1,6,371
253,"P.V.JAYNAGAR R.NO.1",680,555,0,1235,324,335,0,659,647,0,311,35,240,13,2,0,5,5,10,11,2,7,18,659
254,"P.V.JAYNAGAR R.NO.2",440,327,0,767,194,171,0,365,313,0,295,20,18,11,2,0,1,1,0,9,0,0,8,365
255,"P.V.JAYNAGAR R.NO.3",429,343,0,772,210,175,0,385,305,0,275,12,75,5,0,0,2,0,0,8,3,1,4,385
256,"KANYA PURV MA.V. GAURA",591,468,0,1059,279,244,0,523,20,0,331,34,122,13,0,2,7,3,2,3,2,2,2,523
257,"P.V.GAURA R.NO.1",568,454,0,1022,217,196,0,413,376,0,271,27,60,29,1,1,1,2,4,7,2,1,7,413
258,"P.V.GAURA R.NO.2",343,262,0,605,140,118,0,258,158,0,143,48,33,12,1,0,1,0,2,14,2,0,2,258
259,"P.V.GAURA R.NO.3",833,658,0,1491,333,286,0,619,15,0,406,45,116,20,0,3,3,6,1,13,0,1,5,619
260,"VIKAS BHAVAN BARHAJ R.NO.1",518,409,1,928,194,175,0,369,10,0,260,36,58,7,0,0,0,1,0,3,0,0,4,369
261,"VIKAS BHAVAN BARHAJ R.NO.2",353,286,0,639,177,151,0,328,10,0,232,43,15,9,1,3,1,2,1,8,2,3,8,328
262,"VIKAS BHAVAN BARHAJ R.NO.3",573,487,0,1060,300,226,0,526,20,0,414,40,30,14,2,1,1,1,4,9,1,1,8,526
263,"VIKAS BHAVAN BARHAJ R.NO.4",545,399,0,944,204,185,0,389,39,0,114,68,161,11,1,0,2,0,2,8,6,3,13,389
264,"P.V.RAYPURA CHAKLAL BALUCHHAPAR",516,374,0,890,232,207,0,439,21,0,218,84,90,16,3,2,0,4,1,8,3,5,5,439
265,P.V.DEIDIHA,568,419,0,987,303,259,0,562,462,0,266,27,206,22,1,1,7,4,1,17,2,2,6,562
266,P.V.BHADASARA,309,245,0,554,186,139,0,325,19,0,196,9,93,17,0,0,0,2,0,2,1,2,3,325
267,"P.V.NAVAPAR TOLA MEHIYAWA",462,368,0,830,299,214,0,513,20,0,210,238,26,5,2,1,2,16,1,10,0,1,1,513
268,P.V.NAVAPAR,598,475,0,1073,259,227,0,486,485,0,240,78,121,9,3,1,2,12,2,5,1,2,10,486
269,"P.V.KOTAWA RAMPUR",475,417,0,892,185,227,0,412,35,0,314,16,20,5,2,0,1,2,1,16,12,8,15,412
270,"P.V.SISAI GULABRAY",708,543,0,1251,320,274,0,594,42,0,336,109,99,23,3,1,2,1,1,2,3,6,8,594
271,P.V.GOPAVAPAR,476,365,0,841,271,205,0,476,470,0,334,8,81,45,1,0,1,2,0,0,0,1,3,476
272,P.V.PALIYA,323,253,0,576,162,172,0,334,55,0,250,1,57,6,0,1,0,4,0,5,2,3,5,334
273,"PURV MA.V. TIKAR",580,438,0,1018,280,236,0,516,15,0,376,23,57,20,2,2,3,3,3,6,0,5,16,516
274,P.V.KARAUDI,330,290,0,620,150,152,0,302,302,0,186,54,28,14,0,1,2,1,0,8,1,0,7,302
275,"PANCHAYAT BHAWAN CHAKARABODHA",483,425,0,908,230,241,0,471,10,0,183,77,182,15,2,1,2,0,0,8,0,1,0,471
276,"P.V.SUKARAULI R.NO.1",438,346,0,784,231,161,0,392,230,0,218,49,97,20,1,0,2,1,1,0,0,1,2,392
277,".V.SUKARAULI R.NO.2",328,268,0,596,175,111,0,286,200,0,212,46,13,11,0,0,1,2,0,0,0,1,0,286
278,"P.V.PARSIYA CHANDAUR R.NO.1",508,446,0,954,235,231,0,466,51,0,351,13,23,27,2,2,0,11,1,10,14,4,8,466
279,"P.V.PARSIYA CHANDAUR R.NO.2",405,342,0,747,213,194,0,407,44,0,47,0,349,1,2,0,0,1,0,4,3,0,0,407
280,"P.V.KASILI R.NO.1",645,502,1,1148,320,237,0,557,55,0,333,4,174,31,0,2,3,0,3,0,1,1,5,557
281,"P.V.KASILI R.NO.2",503,440,0,943,226,170,0,396,10,0,231,131,3,9,2,0,1,6,1,6,3,1,2,396
282,P.V.DHURIHAT,467,403,0,870,229,242,0,471,50,0,166,179,105,6,2,1,0,2,1,3,0,3,3,471
283,P.V.BHOSIMPUR,231,193,0,424,193,152,0,345,6,0,156,4,174,7,0,0,0,1,0,0,0,0,3,345
284,"PURV MA.V. PIPARABENI",432,408,0,840,226,225,0,451,251,0,252,49,115,13,1,1,0,4,0,5,2,2,7,451
285,"HIGHSCHOOL SATRAW R.NO.1",545,404,0,949,266,217,0,483,20,0,223,161,31,33,4,3,0,3,1,9,2,4,9,483
286,"HIGHSCHOOL SATRAW R.NO.2",628,500,0,1128,322,269,0,591,500,0,115,230,187,20,1,0,6,3,3,6,4,6,10,591
287,P.V.PIPARABHULI,539,439,0,978,335,356,0,691,32,0,351,64,234,25,0,3,3,0,0,6,1,0,4,691
288,P.V.GADAUNA,722,592,0,1314,351,300,0,651,25,0,181,184,247,26,1,0,2,0,3,1,1,1,4,651
289,"P.V.KATIYARI R.NO.1",465,351,0,816,300,277,0,577,21,0,521,10,27,17,0,0,1,0,0,1,0,0,0,577
290,"P.V.KATIYARI R.NO.2",404,346,0,750,277,197,0,474,474,0,374,6,68,9,0,0,1,1,1,4,1,1,8,474
291,"ADARSH P.V.PAINAR.NO.1",509,329,0,838,200,250,0,450,215,0,314,33,86,5,0,1,1,0,2,2,0,1,5,450
292,"ADARSH P.V.PAINAR.NO.2",392,292,0,684,213,152,0,365,241,0,312,16,15,6,0,0,1,0,0,6,1,2,6,365
293,"ADARSH P.V.PAINAR.NO.3",430,353,0,783,228,169,0,397,21,0,313,19,39,1,1,0,0,1,2,6,2,1,12,397
294,"PURV MA.V. PAINA R.NO.1",624,556,0,1180,270,281,0,551,216,0,436,29,50,6,0,0,3,5,0,13,0,3,6,551
295,"PURV MA.V. PAINA R.NO.2",725,611,0,1336,277,248,0,525,509,0,333,43,100,15,1,0,2,2,4,7,4,1,13,525
296,"PURV MA.V.PAINA R.NO.3",656,470,0,1126,228,191,0,419,14,0,309,27,44,6,0,0,0,3,1,5,3,3,18,419
297,"P.V.PASHCHIM PAINAR.NO.1",380,265,0,645,215,119,0,334,294,0,259,45,15,0,0,1,1,3,3,2,1,0,4,334
298,"P.V.PASHCHIM PAINAR.NO.2",486,390,0,876,204,154,0,358,358,0,282,26,9,6,1,1,3,0,0,12,1,5,12,358
299,"P.V.PASHCHIM PAINAR.NO.3",429,319,0,748,250,115,0,365,10,0,189,20,136,5,0,0,1,2,1,3,1,1,6,365
300,"P.V.MAUNAGADAWA R.NO.1",582,478,0,1060,267,268,0,535,425,0,295,53,106,38,4,0,3,1,1,6,6,5,17,535
301,"P.V.MAUNAGADAWA R.NO.2",508,412,0,920,252,227,0,479,370,0,346,27,44,18,2,1,3,1,3,11,1,4,18,479
302,P.V.DEUBARI,694,503,0,1197,327,272,0,599,10,0,233,247,78,3,2,2,0,1,7,3,3,1,19,599
303,"PURV MA.V. BADAUNA HARADO",512,341,0,853,210,192,0,402,354,0,229,69,84,6,0,0,1,2,1,6,1,1,2,402
304,"P.V.TELIYA AFAGAN R.NO.1",449,366,0,815,202,190,0,392,362,0,338,7,18,12,1,0,0,0,0,7,0,1,8,392
305,"P.V.TELIYA AFAGAN R.NO.2",486,384,0,870,219,258,0,477,10,0,242,82,117,11,3,0,1,1,2,9,2,2,5,477
306,P.V.BAREJI,396,322,0,718,156,155,0,311,185,0,186,36,27,51,0,0,0,2,2,5,2,0,0,311
307,P.V.AKUBA,584,476,0,1060,294,287,0,581,10,0,448,17,83,12,3,3,0,0,0,7,2,2,4,581
308,"P.V.DEHARI R.NO.1",505,388,0,893,249,211,0,460,10,0,315,7,83,29,2,3,0,3,2,14,0,2,0,460
309,"P.V.DEHARI R.NO.2",676,494,1,1171,326,276,0,602,10,0,427,16,103,21,3,0,5,2,0,13,2,2,8,602
310,"P.V.GAHILA R.NO.1",386,331,0,717,238,212,0,450,21,0,271,66,60,18,3,0,1,1,3,6,3,0,18,450
311,"P.V.GAHILA R.NO.2",431,332,0,763,260,190,0,450,310,0,67,174,180,7,2,1,0,6,2,6,3,1,1,450
312,P.V.KAILANI,245,203,0,448,98,110,0,208,203,0,104,30,52,18,0,0,1,1,0,1,0,0,1,208
313,P.V.KAHAW,557,495,1,1053,282,300,0,582,150,0,292,86,150,21,2,0,3,4,1,7,3,6,7,582
314,"P.V.CHHAPARA GYAN",173,175,0,348,115,126,0,241,10,0,216,6,4,12,0,0,1,0,0,1,0,0,1,241
315,P.V.DYODI,487,397,0,884,259,240,0,499,400,0,277,81,101,6,0,0,3,1,5,6,6,4,9,499
316,"P.V.ANDILA R.NO.1",270,211,0,481,135,118,0,253,153,0,132,25,61,28,0,0,2,0,2,1,0,0,2,253
317,"P.V.ANDILA R.NO.2",350,305,0,655,184,183,0,367,20,0,279,16,25,27,3,0,1,1,0,7,0,3,5,367
318,"PURV MA.V. ANDILA",384,289,0,673,220,205,0,425,10,0,159,11,206,16,2,1,2,1,0,6,3,2,16,425
319,P.V.BELAWA,369,286,0,655,229,189,0,418,21,0,66,26,304,4,1,0,2,0,2,6,3,1,3,418
320,"SRIRAM IN.COLLEGE TELIYA KALA R.NO.1",559,474,0,1033,285,267,0,552,26,0,280,69,106,36,3,4,5,3,4,15,7,3,17,552
321,"SRIRAM IN.COLLEGE TELIYA KALA R.NO.2",550,427,0,977,212,198,0,410,5,0,295,20,68,10,1,0,2,3,0,4,0,2,5,410
322,"SRIRAM IN.COLLEGE TELIYA KALA R.NO.3",399,312,0,711,148,164,0,312,312,0,147,58,76,14,0,0,2,2,0,6,2,1,4,312
323,"PURV MA.V. PANIKA R.NO.1",478,385,0,863,200,190,0,390,390,0,252,34,28,32,1,0,2,4,2,8,3,7,17,390
324,"PURV MA.V. PANIKA R.NO.2",545,420,0,965,203,221,0,424,25,0,121,35,165,63,3,0,1,7,2,3,6,3,15,424
325,P.V.NENUA,453,363,0,816,248,196,0,444,10,0,158,139,106,19,1,0,2,1,1,8,3,2,4,444
326,P.V.GOHARIYA,469,397,0,866,212,203,0,415,20,0,214,103,60,13,1,0,1,2,1,6,5,2,7,415
327,P.V.SONBARSA,294,272,0,566,158,167,0,325,10,0,115,126,68,15,0,0,0,1,0,0,0,0,0,325
328,"P.V.NARSINGHDAD R.NO.1",467,392,0,859,214,203,0,417,21,0,248,99,28,7,2,0,3,0,2,11,1,7,9,417
329,"P.V.NARSINGHDAD R.NO.2",434,353,1,788,256,207,0,463,463,0,180,121,141,2,1,0,1,1,0,4,3,1,8,463
330,"P.V.MAIL R.NO.1",511,407,0,918,265,193,0,458,10,0,182,194,23,21,4,1,0,3,2,6,5,7,10,458
331,"P.V.MAIL R.NO.2",503,400,0,903,198,177,0,375,326,0,218,91,26,7,3,0,4,12,0,4,2,0,8,375
332,"P.V.MAIL R.NO.3",517,411,0,928,278,238,0,516,466,0,102,67,290,23,3,0,8,5,2,2,5,3,6,516
333,"PURV MA.V. MAIL",358,296,0,654,178,137,0,315,5,0,133,63,97,7,1,0,2,0,0,5,5,0,2,315
334,P.V.BAKUCHI,344,290,0,634,197,208,0,405,360,0,209,22,149,13,2,0,0,1,0,4,1,0,4,405
335,"P.V.NARIYAW R.NO.1",583,464,0,1047,289,266,0,555,480,0,438,23,66,12,1,1,1,4,0,7,0,2,0,555
336,"P.V.NARIYAW R.NO.2",597,459,0,1056,305,288,0,593,485,0,155,111,294,10,1,1,2,1,1,6,3,1,7,593
337,"P.V.GONDAULI R.NO.1",586,490,0,1076,322,305,0,627,33,0,306,30,260,7,1,0,6,3,0,0,1,1,12,627
338,"P.V.GONDAULI R.NO.2",241,194,0,435,104,105,0,209,21,0,106,1,86,4,0,1,0,1,1,7,0,1,1,209
339,"P.V.DEOSIYA R.NO.1",528,402,0,930,335,180,0,515,500,0,151,105,206,7,5,1,1,3,4,6,11,6,9,515
340,"P.V.DEOSIYA R.NO.2",447,409,0,856,231,180,0,411,317,0,255,18,116,7,1,0,2,0,2,1,3,0,6,411
341,"P.V.DEOSIYA R.NO.3",296,243,0,539,201,135,0,336,40,0,200,48,74,7,0,2,0,0,0,1,0,1,3,336
342,P.V.CHHITTUPUR,443,314,0,757,143,168,0,311,93,0,134,44,71,51,0,1,2,2,0,4,0,0,2,311
343,"B.G.M.IN.CO.BHAGALPUR R.NO.1",656,501,0,1157,294,247,0,541,400,0,284,114,31,82,2,0,2,2,1,6,2,0,15,541
344,"B.G.M.IN.CO.BHAGALPUR R.NO.2",520,427,0,947,270,238,0,508,483,0,257,71,57,84,0,1,2,1,2,7,4,4,18,508
345,"B.G.M.IN.CO.BHAGALPUR R.NO.3",510,398,0,908,230,210,0,440,440,0,226,153,19,22,0,0,0,1,0,3,1,5,10,440
346,"B.G.M.IN.CO.BHAGALPUR R.NO.4",555,408,0,963,288,234,0,522,22,0,253,71,150,8,1,1,3,4,3,5,4,4,15,522
347,"B.G.M.IN.CO.BHAGALPUR R.NO.5",563,423,0,986,241,245,0,486,332,0,228,73,96,65,1,0,2,3,2,5,6,1,4,486
