"Polling Station",,"Total No of Electors",,,,"Voters Turnout",,,,,,"Candidate ID and Name",,,,,,,,,,,,,,,,,,,
"Part No","Part Name",Male,Female,Other,"Total No. of electors",Male,Female,Other,Total,"No of voters identifying using EPIC","Tendered Voter","1 - KAUSHAL KISHORE","2 - R.K CHAUDHARY","3 - NARENDRA GAUTAM","4 - SUSHILA SAROJ","5 - AMIT RAWAT","6 - OM PRAKASH","7 - GOPAL KANAUJIYA","8 - GAUTAM BHARTI","9 - JAGDISH PRASAD GAUTAM","10 - BRIJLAL","11 - MAHENDRA KUMAR RAWAT","12 - MEENA RAWAT","13 - MEERA DEVI","14 - SANTOSH KUMAR DHARKAR","15 - SUNIL GAUTAM","16 - MAHESH KUMAR","17 - REENA CHAUDHARY","18 - SHATROHANLAL RAWAT","19 - None of the Above","Total Votes Secured"
150,"JU.HA. SCHOOL KATHWARA ROOM NO-1",764,686,0,1450,558,398,0,956,956,0,410,360,25,80,7,0,2,2,2,1,3,3,3,3,7,8,15,12,13,956
151,"PRA.VI. KATHWARA ROOM NO-1",571,564,0,1135,397,303,0,700,700,0,247,337,27,50,4,5,4,1,1,1,0,0,1,6,4,7,4,1,0,700
152,"PRA.VI. KATHWARA ROOM NO-2",539,438,0,977,347,203,0,550,550,0,408,37,10,57,5,3,3,2,0,0,2,0,0,6,3,6,7,0,1,550
153,"PRA.VI. MALLHAN KHEDA ROOM NO-1",225,194,0,419,180,154,0,334,334,0,206,77,4,24,1,0,0,0,1,2,0,0,0,5,2,6,4,2,0,334
154,"PRA.VI. HARDAURPUR ROOM NO-1",709,581,0,1290,498,353,0,851,851,0,274,447,35,54,7,1,0,0,0,1,0,0,2,5,6,3,5,10,1,851
155,"PRA.VI. PARWATPUR ROOM NO-1",374,316,0,690,246,160,0,406,406,0,117,28,9,239,2,0,2,1,0,2,0,0,1,0,0,2,0,0,3,406
156,"PRA.VI. BHAWANIPUR ROOM NO-1",358,326,0,684,270,235,0,505,505,0,203,226,15,36,3,1,1,0,0,0,1,0,1,5,4,3,3,1,2,505
157,"PRA.VI. MANJHAURIYA ROOM NO-1",455,354,0,809,291,281,0,572,572,0,105,113,8,310,6,0,2,1,1,0,0,2,1,2,3,2,4,7,5,572
158,"PU.MA.VI. BHAULI ROOM NO-1",739,660,0,1399,474,336,0,810,810,0,368,318,37,64,0,1,1,0,0,1,2,0,1,2,5,3,4,1,2,810
159,"PU.MA.VI. BHAULI ROOM NO-2",623,549,0,1172,418,314,0,732,732,0,445,167,62,25,4,1,0,1,0,1,2,2,2,1,4,8,3,1,3,732
160,"PU.MA.VI BHAULI ROOM NO-3",618,538,0,1156,403,331,0,734,734,0,333,303,16,52,4,2,0,3,1,0,1,0,1,2,6,3,2,4,1,734
161,"PRA.VI. PASHCHIM GAWAN ROOM NO-1",406,365,0,771,306,229,0,535,535,0,272,83,11,148,1,0,3,0,0,0,0,0,3,2,1,4,3,3,1,535
162,"JU.HA.SCHOOL RAITHA ROOM NO-1",532,482,0,1014,424,342,0,766,766,0,267,403,26,33,7,1,1,1,0,0,1,0,1,2,2,4,9,6,2,766
163,"JU.HA. SCHOOL RAITHA ROOM NO-2",461,416,0,877,353,255,0,608,608,0,380,104,32,60,6,2,0,3,2,0,0,1,3,3,3,3,3,2,1,608
164,"PU.MA.VI. DHATINGARA ROOM NO-1",772,626,0,1398,528,357,0,885,885,0,333,332,17,187,3,1,1,0,1,0,0,0,2,2,2,2,1,1,0,885
165,"PRA.VI. BAURUMAU ROOM NO-1",532,448,0,980,361,251,0,612,612,0,253,247,8,74,2,0,1,3,0,1,1,1,1,4,1,7,6,1,1,612
166,"PRA.VI. BAURUMAU ROOM NO-2",451,336,0,787,317,178,0,495,495,0,160,170,13,126,3,0,1,1,2,1,2,2,0,5,1,3,3,2,0,495
167,"PRA.VI. KODARI BHAULI ROOM NO-1",511,431,0,942,428,301,0,729,729,0,507,153,12,39,1,1,1,0,1,1,1,0,1,1,2,5,1,1,1,729
168,"PRA.VI. DUGGAUR ROOM NO-1",593,507,0,1100,378,252,0,630,630,0,323,176,9,71,3,1,1,0,1,1,0,0,0,2,2,9,19,4,8,630
169,"PRA.VI.  KHATAIYA ROOM NO-1",267,205,0,472,193,124,0,317,317,0,163,100,12,26,1,0,0,0,0,1,0,0,1,4,0,0,4,1,4,317
170,"PU.MA.VI. MAHIPATMAU ROOM NO-1",632,532,1,1165,342,235,0,577,577,0,82,84,98,292,0,2,1,0,0,1,0,0,0,0,8,2,2,1,4,577
171,"PU.MA.VI. MAHIPATMAU ROOM NO-2",652,564,0,1216,426,331,0,757,757,0,136,280,33,297,2,0,2,0,0,0,0,1,2,0,1,1,0,1,1,757
172,"PU.MA.VI. MAHIPATMAU ROOM NO-3",607,511,0,1118,300,206,0,506,506,0,60,73,94,266,1,4,0,0,0,0,0,0,0,0,6,1,0,1,0,506
173,"PRA.VI. SIKARORI ROOM NO-1",591,486,0,1077,431,292,0,723,723,0,55,388,26,223,3,4,0,1,0,1,0,0,2,2,1,2,1,10,4,723
174,"MAIP MARDAN PABLIC HIGH SCHOOL SIKRORI ROOM NO-1",646,516,0,1162,348,173,0,521,521,0,24,116,94,266,1,0,1,0,0,1,0,0,0,2,13,1,0,0,2,521
175,"MAIP MARDAN PABLIC HIGH SCHOOL SIKRORI ROOM NO-2",551,428,0,979,390,225,0,615,615,0,223,81,10,270,3,0,1,1,0,2,2,2,2,3,5,1,7,0,2,615
176,"MAIP MARDAN PABLIC HIGH SCHOOL SIKRORI ROOM NO-3",748,566,1,1315,418,285,0,703,703,0,165,44,100,366,4,1,2,1,0,1,1,0,0,2,10,1,1,0,4,703
177,"PRA.VI. SARAURA ROOM NO-1",441,362,0,803,343,264,0,607,607,0,173,261,20,128,3,0,0,2,0,0,0,2,1,3,2,3,2,2,5,607
178,"PRA.VI. SARAURA ROOM NO-2",469,357,0,826,353,195,0,548,548,0,374,31,10,110,2,4,1,0,0,0,0,0,0,1,0,6,7,0,2,548
179,"PU.MA.VI PURABGAVAN ROOM NO-1",396,371,0,767,307,245,0,552,552,0,398,68,13,27,1,0,0,1,1,3,7,3,3,2,1,8,6,8,2,552
180,"PU.MA.VI. PURABGAVAN ROOM NO-2",408,358,0,766,310,235,0,545,545,0,335,38,13,142,3,0,1,2,0,0,0,0,0,2,1,6,0,0,2,545
181,"PRA.VI. PALHARI ROOM NO-1",462,376,0,838,319,225,0,544,544,0,135,112,14,269,1,0,2,0,2,0,1,0,0,1,2,1,2,0,2,544
182,"PRA.VI. SAIDAPUR (FARUKHABAD) ROOM NO-1",439,424,0,863,316,237,0,553,553,0,185,61,36,250,3,0,0,1,1,0,1,0,2,4,5,1,3,0,0,553
183,"PU.MA.VI ALINAGAR GARM PANCHYAT NARHARPUR ROOM NO-1",227,227,0,454,186,158,0,344,344,0,132,36,13,148,1,0,2,3,1,2,0,0,0,2,1,2,1,0,0,344
184,"PRA.VI. GHAILA ROOM NO-1",923,692,0,1615,389,256,0,645,645,0,75,300,37,200,6,1,0,2,1,0,0,0,1,2,5,3,3,6,3,645
185,"PRA.VI. GHAILA ROOM NO-2",698,605,0,1303,424,258,0,682,682,0,309,128,61,157,2,2,1,1,2,0,0,1,1,5,4,4,4,0,0,682
186,"PRA.VI.  ALLUNAGAR DIGURIYA ROOM NO-1",878,667,0,1545,622,367,0,989,989,0,293,275,81,288,1,2,3,1,1,0,1,0,4,8,15,5,3,5,3,989
187,"PRA.VI. ALLUNAGAR DIGURIYA ROOM NO-2",704,515,0,1219,526,276,0,802,802,0,166,201,125,289,4,0,0,1,2,1,0,1,5,1,4,0,1,0,1,802
188,"PRA.VI. NARHARPUR ROOM NO-1",423,352,0,775,300,203,0,503,503,0,122,219,5,121,3,1,2,0,0,0,0,1,1,2,3,2,7,10,4,503
189,"PRA.VI.  MUTKKIPUR ROOM NO-1",533,445,0,978,348,251,0,599,599,0,73,170,37,288,3,0,0,2,0,0,1,1,1,1,12,3,1,3,3,599
190,"PRA.VI.  MUTKKIPUR ROOM NO-2",549,468,0,1017,367,290,0,657,657,0,131,238,50,213,5,0,0,1,0,0,1,1,2,0,7,4,0,0,4,657
191,"PRA.VI.  MUBARAKPUR  ROOM NO-1",583,490,0,1073,396,269,0,665,665,0,207,55,23,331,2,1,2,1,0,0,0,0,2,1,23,2,8,2,5,665
192,"PRA.VI. UMARBHARI ROOM NO-1",295,262,0,557,231,163,0,394,394,0,88,48,2,250,0,0,0,0,0,0,0,1,0,0,2,2,0,0,1,394
193,"PU.MA.VI RAIPUR ROOM NO-1",1034,813,0,1847,633,507,0,1140,1140,0,606,212,38,257,1,0,1,0,0,0,1,0,2,3,9,2,2,2,4,1140
194,"PRA.VI.  BHITHAULI KHURD ROOM NO-1",775,587,0,1362,393,266,0,659,659,0,479,49,48,62,0,0,0,0,0,0,1,1,0,0,6,2,5,0,6,659
195,"PRA.VI.  BHITHAULI KHURD ROOM NO-2",744,669,0,1413,481,365,0,846,846,0,273,227,100,209,5,0,1,2,0,0,3,1,1,2,6,3,8,3,2,846
196,"PRA.VI.  KHARGPUR JAGIR ROOM NO-1",571,537,0,1108,369,357,0,726,726,0,363,158,34,141,1,0,1,2,0,0,1,3,6,4,2,5,3,1,1,726
197,"PRA.VI. KHARGPUR JAGIR ROOM NO-2",319,251,0,570,207,146,0,353,353,0,95,121,11,119,1,0,1,0,0,0,0,0,1,1,2,0,0,0,1,353
198,"DELHI PABLIC SCHOOL SEC.-6 JANKIPURAM VISTAR ROOM NO-1",1060,933,0,1993,614,526,0,1140,1140,0,723,97,178,90,1,0,0,1,0,0,0,1,0,0,35,3,1,1,9,1140
199,"DELHI PABLIC SCHOOL SEC.-6 JANKIPURAM VISTAR ROOM NO-2",957,852,0,1809,526,490,0,1016,1016,0,695,101,100,71,0,1,0,2,0,0,0,2,0,0,33,0,0,2,9,1016
200,"DELHI PABLIC SCHOOL SEC.-6 JANKIPURAM VISTAR ROOM NO-3",843,765,0,1608,463,395,0,858,858,0,611,89,77,45,0,0,0,1,0,0,0,0,0,0,25,0,0,0,10,858
201,"PRA.VI.  MIRJAPUR ROOM NO-1",891,747,0,1638,577,427,0,1004,1004,0,701,153,67,31,4,1,0,1,1,4,1,1,0,6,6,8,12,2,5,1004
202,"PRA.VI. TIWARIPUR ROOM NO-1",507,438,0,945,384,259,0,643,643,0,334,96,71,121,3,0,1,2,0,1,0,0,1,0,6,3,1,0,3,643
203,"PU.MA.VI. KAMLABAD BADHAULI ROOM NO-1",628,534,0,1162,441,318,0,759,759,0,340,203,62,142,0,0,2,0,0,1,0,0,1,2,4,2,0,0,0,759
204,"PU.MA.VI. KAMLABAD BADHAULI ROOM NO-2",549,419,0,968,343,223,0,566,566,0,245,132,65,106,1,0,1,2,1,1,0,0,1,1,1,6,1,1,1,566
205,"PU.MA.VI. KAMLABAD BADHAULI ROOM NO-3",501,417,0,918,282,216,0,498,498,0,234,99,44,104,2,1,1,0,0,2,0,0,2,2,1,3,2,0,1,498
206,"PU.MA.VI. KAMLABAD BADHAULI ROOM NO-4",521,411,0,932,279,180,0,459,459,0,229,71,69,76,0,1,0,0,0,0,1,0,2,2,4,3,0,1,0,459
207,"PRA.VI. TARHIYA ROOM NO-1",658,588,0,1246,501,356,0,857,857,0,252,340,13,218,3,3,2,0,1,0,1,2,1,4,4,2,3,2,6,857
208,"PRA.VI. CHAKGANJAGIRI ROOM NO-1",197,169,0,366,175,127,0,302,302,0,156,89,19,27,0,1,0,0,0,0,1,0,1,0,3,2,0,0,3,302
209,"PRA.VI. SARKPUR SARAIYA ROOM NO-1",493,435,0,928,352,198,0,550,550,0,283,111,22,117,1,0,1,0,1,0,1,1,1,2,1,4,1,2,1,550
210,"PUMA.VI SARKPUR SARAIYA ROOM NO-1",429,393,0,822,286,232,0,518,518,0,182,277,28,17,0,4,0,0,1,0,0,0,0,2,1,1,3,2,0,518
211,"PRA.VI. RUDHI ROOM NO-1",724,692,0,1416,556,462,0,1018,1018,0,581,97,41,272,2,0,0,0,0,1,0,0,1,2,7,4,6,2,2,1018
212,"PRA.VI. RUDHI ROOM NO-2",608,555,0,1163,370,310,0,680,680,0,434,71,37,117,2,1,1,1,0,0,1,0,1,1,8,2,1,1,1,680
213,"PRA.VI. RUDHI ROOM NO-3",313,298,0,611,174,149,0,323,323,0,201,53,18,46,1,0,0,0,0,0,0,1,0,0,1,0,0,0,2,323
214,"B.K.T. INTER COLLAGE ROOM NO-1",611,530,0,1141,334,233,0,567,567,0,195,138,34,188,0,1,0,1,0,0,0,0,0,0,4,1,2,2,1,567
215,"B.K.T. INTER COLLAGE ROOM NO-2",465,414,0,879,298,233,0,531,531,0,199,199,27,90,2,0,1,2,0,0,1,0,0,0,4,1,2,0,3,531
216,"B.K.T. INTER COLLAGE ROOM NO-3",455,376,0,831,236,162,0,398,398,0,242,58,31,59,1,0,0,0,0,0,1,0,0,0,2,0,1,3,0,398
217,"B.K.T. INTER COLLAGE ROOM NO-4",497,442,0,939,278,202,0,480,480,0,282,93,19,72,1,1,0,2,0,0,0,2,0,2,2,1,3,0,0,480
218,"PRA.VI. DINKARPUR JHALAUWA ROOM NO-1",312,290,0,602,278,138,0,416,416,0,80,245,18,52,2,1,1,0,1,1,1,1,0,1,1,1,3,3,4,416
219,"PRA.VI. CHANDAKODAR ROOM NO -1",633,485,0,1118,428,292,0,720,720,0,146,185,15,344,4,1,1,3,0,1,1,2,1,2,2,6,4,2,0,720
220,"PRA.VI. NAVIKOT NANDANA ROOM NO-1",612,537,0,1149,436,359,0,795,795,0,568,65,25,105,8,0,1,0,1,1,0,2,1,2,3,6,5,0,2,795
221,"KANYA PU.MA.VI. NAVIKOT NA ROOM NO-1NDANA (KOTWA)",534,440,0,974,356,253,0,609,609,0,208,292,30,41,0,1,2,2,1,1,1,1,2,4,4,6,5,6,2,609
222,"KANYA PU.MA.VI. NAVIKOT NANDANA (KOTWA) ROOM NO-2",631,571,0,1202,385,263,0,648,648,0,414,54,44,108,5,1,0,3,0,2,0,1,0,0,5,3,6,2,0,648
223,"PRA.VI. AJNAHAR KALA ROOM NO-1",285,253,0,538,223,177,0,400,400,0,223,76,13,73,2,0,1,0,1,2,0,2,0,0,4,1,1,0,1,400
224,"PRA.VI. RASULPUR KAYASTH ROOM NO-1",539,470,0,1009,392,285,0,677,677,0,378,188,33,18,4,1,0,1,0,0,0,2,2,5,10,12,12,10,1,677
225,"PU.MA.VI. GOHNA KALA ROOM NO-1",540,500,0,1040,399,291,0,690,690,0,339,196,25,82,5,1,1,2,3,1,13,5,1,3,6,3,1,1,2,690
226,"PU.MA.VI. GOHNA KALA ROOM NO-2",531,452,0,983,378,225,0,603,603,0,118,118,9,337,7,1,0,1,0,0,4,0,0,0,0,4,1,3,0,603
227,"MAA DURGA MANTESARI SCHOOL DURJANPUR RROM NO-1",380,329,0,709,315,221,0,536,536,0,198,44,11,262,2,1,0,0,0,1,0,0,1,3,0,6,1,0,6,536
228,"PRA.VI. ACHRAMAU ROOM NO-1",752,599,0,1351,525,312,0,837,837,0,58,553,32,158,2,3,0,3,1,0,2,1,3,4,9,4,2,2,0,837
229,"PRA.VI. ACHRAMAU ROOM NO-2",480,369,0,849,349,242,0,591,591,0,96,254,7,217,2,1,1,1,3,1,1,1,0,2,1,2,1,0,0,591
230,"PRA.VI. JAGDISHPUR MAJRA MANPUR LALA ROOM NO-1",330,286,0,616,242,180,0,422,422,0,117,85,38,155,3,3,0,1,1,0,1,0,2,2,4,7,1,1,1,422
231,"PU.MA.VI MANPUR LALA ROOM NO-1",366,328,0,694,277,159,0,436,436,0,120,128,11,159,2,1,1,0,0,0,3,3,2,1,1,2,2,0,0,436
232,"JU.BE.PRA. PATHSHALA SIWA ROOM NO-1",637,546,0,1183,400,411,0,811,811,0,309,220,53,194,7,3,0,0,0,3,0,0,1,4,7,6,2,2,0,811
233,"PANCHAYAT GHAR KAUDIYAMAU ROOM NO-1",473,390,0,863,363,248,0,611,611,0,185,163,23,213,3,0,0,0,0,2,1,0,0,3,6,6,2,1,3,611
234,"JU.HA. SCHOOL BEHTA ROOM NO-1",566,506,0,1072,404,287,0,691,691,0,167,202,124,181,1,1,1,1,1,0,0,2,1,3,4,2,0,0,0,691
235,"JU.HA. SCHOOL BEHTA ROOM NO-2",781,634,0,1415,589,371,0,960,960,0,284,280,104,262,2,0,0,2,0,0,2,1,0,3,3,4,7,3,3,960
236,"PRA.VI.  PARA ROOM NO-1",495,420,0,915,327,227,0,554,554,0,139,69,20,306,3,1,1,0,0,0,0,1,0,0,2,11,0,0,1,554
237,"PU.MA.VI. RAJAULI ROOM NO-1",612,529,0,1141,327,227,0,554,554,0,139,69,20,306,3,1,1,0,0,0,0,1,0,0,2,11,0,0,1,554
238,"PU.MA.VI. RAJAULI ROOM NO-2",606,494,0,1100,445,244,0,689,689,0,173,326,60,97,2,0,1,2,0,2,1,0,2,2,3,4,6,0,8,689
239,"JU.BE.VI. PAIKRAMAU ROOM NO-1",772,654,0,1426,572,357,0,929,929,0,206,426,87,176,2,2,0,0,1,2,1,0,5,1,5,6,6,1,2,929
240,"JU.BE.VI. PAIKRAMAU ROOM NO-2",670,566,0,1236,460,298,0,758,758,0,403,27,15,273,1,1,3,1,3,0,1,2,1,7,3,9,5,0,3,758
241,"PRA.VI. PALKA ROOM NO-1",576,490,0,1066,444,316,0,760,760,0,125,342,80,186,1,7,2,0,0,1,1,2,2,1,3,3,1,1,2,760
242,"PRA.VI. SADAMAU ROOM NO-1",322,305,0,627,259,183,0,442,442,0,95,220,40,73,2,0,0,1,0,1,0,1,1,1,3,2,2,0,0,442
243,"PU.MA.VI. BHAKHAMAU ROOM NO-1",536,465,0,1001,433,269,0,702,702,0,42,334,65,239,3,0,0,0,0,0,0,0,1,4,4,5,3,2,0,702
244,"PU.MA.VI. BHAKHAMAU ROOM NO-2",488,395,0,883,311,218,0,529,529,0,39,305,32,137,1,1,1,1,0,0,1,0,1,0,5,5,0,0,0,529
245,"PRA.VI. ADHARKHEDA ROOM NO-1",335,316,0,651,282,235,0,517,517,0,208,44,8,241,1,1,0,0,0,1,1,0,3,1,5,1,0,1,1,517
246,"PRA.VI. MISHRPUR ROOM NO-1",825,659,0,1484,555,375,0,930,930,0,375,270,92,148,2,1,1,0,3,1,3,2,1,0,10,8,3,1,9,930
247,"PRA.VI. MISHRPUR ROOM NO-2",632,536,0,1168,386,264,0,650,650,0,253,158,110,75,4,0,1,0,1,2,2,1,0,8,12,16,2,5,0,650
248,"PRA.VI. GUDAMBA ROOM NO-1",528,488,0,1016,411,348,0,759,759,0,365,133,58,180,3,1,0,0,0,0,2,2,0,2,4,4,1,2,2,759
249,"PRA.VI. GUDAMBA ROOM NO-2",437,342,0,779,266,201,0,467,467,0,260,32,61,100,2,0,0,0,1,0,0,2,1,1,5,1,0,0,1,467
250,"DR. SHYAM SINGH PABILC HA.SE. SCHOOL BARKHUDARPUR ROOM NO-1",494,444,0,938,316,229,0,545,545,0,319,123,38,16,6,1,2,0,2,1,2,4,5,3,5,7,7,1,3,545
251,"PRA.VI. BSAHA ROOM NO-1",840,675,0,1515,527,305,0,832,832,0,472,200,34,69,4,0,2,1,1,1,3,1,4,0,8,6,12,11,3,832
252,"PRA.VI. DASAULI ROOM NO-1",631,585,0,1216,526,430,0,956,956,0,617,225,57,19,1,0,0,2,2,2,2,2,2,3,8,6,3,1,4,956
253,"PU.MA.VI. KAPASI ROOM NO-1",574,465,0,1039,444,295,0,739,739,0,98,418,15,183,3,1,2,1,1,0,0,0,3,0,2,1,5,2,4,739
254,"PU.MA.VI. RASULPUR SADAT ROOM NO-1",523,467,0,990,392,262,0,654,654,0,183,290,122,34,3,0,1,3,0,1,1,0,2,1,6,1,3,2,1,654
255,"PU.MA.VI RASULPUR SADAT ROOM NO-2",336,312,0,648,228,176,0,404,404,0,112,57,50,176,0,0,0,0,1,0,0,0,0,1,2,4,0,0,1,404
256,"PU.MA.VI. RASULPUR SADAT ROOM NO-3",504,456,0,960,369,286,0,655,655,0,200,131,8,283,4,3,0,1,2,1,3,0,0,1,6,6,4,0,2,655
257,"PRA.VI. MOHMMADPUR MAJRA ROOM NO-1",544,462,0,1006,449,280,0,729,729,0,155,184,75,285,2,1,1,0,0,2,1,0,2,2,16,2,1,0,0,729
258,"PRA.VI. MURLI PURWA ROOM NO-1",843,711,0,1554,567,374,0,941,941,0,356,325,70,146,5,0,2,2,3,1,2,0,2,2,10,3,7,4,1,941
259,"PRA.VI. GOYLA ROOM NO-1",800,666,0,1466,517,336,0,853,853,0,187,380,135,122,6,0,3,1,4,0,0,0,1,1,6,5,1,0,1,853
260,"PRA.VI. GOYAL ROOM NO-2",612,553,0,1165,419,263,0,682,682,0,210,269,37,139,1,1,1,0,1,0,1,0,0,0,4,5,3,5,5,682
261,"PRA.VI. GOYLA ROOM NO-3",394,351,0,745,252,165,0,417,417,0,175,130,30,76,0,0,2,0,0,0,0,0,0,0,0,1,1,1,1,417
262,"PRA.VI. DHAWAN ROOM NO-1",804,681,0,1485,522,348,0,870,870,0,182,147,34,474,4,1,2,2,2,0,1,0,3,5,7,2,1,2,1,870
263,"PRA.VI. HARDASI KHEDA ROOM NO-1",712,522,0,1234,429,291,0,720,720,0,169,369,22,132,2,0,2,2,1,0,3,0,1,1,3,2,6,2,3,720
264,"PRA.VI. NAUBASTA KALA ROOM NO-1",583,562,0,1145,375,324,0,699,699,0,326,191,74,81,2,1,1,1,1,0,0,0,1,4,6,2,4,3,1,699
265,"PRA.VI. NAUBASTA KALA ROOM NO-2",473,366,0,839,296,168,0,464,464,0,261,119,21,48,0,0,0,0,0,1,0,1,0,3,6,2,1,1,0,464
266,"JU.HA. SCHOOL AMRAIGAVAN ROOM NO-1",604,471,0,1075,461,301,0,762,762,0,420,53,54,207,2,0,1,0,0,1,0,1,2,1,11,4,2,1,2,762
267,"JU.HA. SCHOOL AMRAIGAVAN ROOM NO-2",500,413,0,913,339,193,0,532,532,0,204,78,119,120,1,0,0,0,1,0,0,1,1,0,6,1,0,0,0,532
268,"JU.HA. SCHOOL AMRAIGAVAN ROOM NO-3",699,578,0,1277,435,282,0,717,717,0,311,174,111,94,3,0,0,1,1,0,0,0,1,2,2,8,2,2,5,717
269,"JU.HA. SCHOOL AMRAIGAVAN ROOM NO-4",491,443,0,934,339,232,0,571,571,0,216,252,47,34,3,2,0,0,0,1,0,0,2,5,3,1,1,3,1,571
270,"SARSWATI SHISHU MANDIR TAKROHI ROOM NO-1",840,686,0,1526,478,350,0,828,828,0,393,262,87,56,0,0,0,1,1,0,0,2,0,1,5,3,6,6,5,828
271,"SARSWATI SHISHU MANDIR TAKROHI ROOM NO-2",648,538,0,1186,334,256,0,590,590,0,406,72,60,24,1,1,1,1,0,0,0,0,0,0,18,1,1,0,4,590
272,"B.K. CONVENT TAKROHI ROOM NO-4",990,791,0,1781,603,424,0,1027,1027,0,565,157,137,127,3,1,0,0,0,0,2,1,0,3,23,1,1,1,5,1027
273,"SARSWATI SHISHU MANDIR TAKROHI ROOM NO-4",662,531,0,1193,354,236,0,590,590,0,264,138,80,68,6,0,0,1,0,1,0,0,1,2,9,3,7,5,5,590
274,"SARSWATI SHISHU MANDIR TAKROHI ROOM NO-5",718,560,0,1278,402,236,0,638,638,0,407,103,55,43,1,0,0,0,6,1,0,1,0,1,12,5,0,0,3,638
275,"SARSWATI SHISHU MANDIR TAKROHI ROOM NO-6",596,470,0,1066,351,194,0,545,545,0,315,82,65,53,0,0,0,0,0,0,0,1,1,3,13,1,5,1,5,545
276,"B.K. CONVENT SCHOOL TAKROHI ROOM NO-1",685,506,0,1191,377,248,0,625,625,0,329,154,78,32,1,1,0,0,0,0,1,0,2,1,14,4,3,3,2,625
277,"SARSWATI SHISHU MANDIR TAKROHI ROOM NO-7",453,319,0,772,232,135,0,367,367,0,188,80,48,34,2,0,0,0,0,0,0,0,1,0,8,0,1,3,2,367
278,"SARSWATI SHISHU MANDIR TAKROHI ROOM NO-8",1005,801,0,1806,608,438,0,1046,1046,0,647,186,106,59,2,0,0,2,0,0,2,0,1,0,21,7,2,1,10,1046
279,"B.K. CONVENT SCHOOL TAKROHI ROOM NO-2",975,722,0,1697,546,414,0,960,960,0,503,177,126,100,0,1,0,2,0,0,1,2,2,3,25,7,4,2,5,960
280,"PRA.VI. KANCHANPUR MATIYARI ROOM NO-1",878,701,0,1579,552,352,0,904,904,0,339,84,117,333,3,3,0,1,0,0,2,0,1,1,12,2,2,0,4,904
281,"PRA.VI. KANCHANPUR MATIYARI ROOM NO-2",649,504,0,1153,356,293,0,649,649,0,489,31,67,38,0,0,0,0,1,0,1,0,0,0,11,5,2,1,3,649
282,"PRA.VI. KANCHANPUR MATIYARI ROOM NO-3",804,615,0,1419,400,291,0,691,691,0,480,28,80,74,2,2,0,1,0,0,0,0,0,0,19,0,1,0,4,691
283,"PU.MA.VI. KANCHANPUR MATIYARI ROOM NO-1",787,662,0,1449,503,315,0,818,818,0,334,77,55,329,2,0,2,1,1,1,0,0,0,0,4,1,6,0,5,818
284,"PU.MA.VI. KANCHANPUR MATIYARI ROOM NO-2",598,514,0,1112,339,289,0,628,628,0,447,49,41,58,3,0,0,1,0,1,0,0,1,0,15,6,2,0,4,628
285,"R.L.B. S. SCHOOL CHINHAT ROOM NO-1",667,577,0,1244,357,248,0,605,605,0,161,312,47,72,1,0,0,1,0,0,1,0,0,2,3,2,0,0,3,605
286,"R.L.B. S. SCHOOL CHINHAT ROOM NO-2",527,508,0,1035,345,172,0,517,517,0,318,61,75,49,0,1,0,0,1,1,0,0,1,0,6,2,0,0,2,517
287,"R.L.B. S. SCHOOL CHINHAT ROOM NO-3",633,507,0,1140,299,167,0,466,466,0,260,51,49,98,1,0,0,0,0,1,0,1,0,0,3,0,2,0,0,466
288,"R.L.B. S. SCHOOL CHINHAT ROOM NO-4",680,507,0,1187,303,182,0,485,485,0,282,65,65,49,1,0,0,0,0,0,0,0,0,1,11,0,1,0,10,485
289,"R.L.B. S. SCHOOL CHINHAT ROOM NO-5",852,624,0,1476,374,232,0,606,606,0,338,80,88,85,0,1,0,1,0,0,0,1,0,0,5,3,2,0,2,606
290,"R.L.B. S. SCHOOL CHINHAT ROOM NO-6",868,662,0,1530,385,276,0,661,661,0,403,108,85,46,1,0,1,0,0,1,1,0,0,0,10,2,0,0,3,661
291,"JU.HA. SCHOOL CHINHAT ROOM NO-1",469,393,0,862,241,174,0,415,415,0,104,131,100,69,0,0,1,0,0,1,0,0,0,2,3,1,1,0,2,415
292,"JU.HA. SCHOOL CHINHAT ROOM NO-2",602,450,0,1052,282,183,0,465,465,0,236,75,96,36,1,1,0,1,0,0,1,1,1,0,6,4,0,0,6,465
293,"JU.HA. SCHOOL CHINHAT ROOM NO-3",528,387,0,915,274,169,0,443,443,0,237,71,70,55,0,0,1,0,0,0,0,0,0,1,5,2,0,0,1,443
294,"JU.HA. SCHOOL CHINHAT ROOM NO-4",488,416,0,904,219,149,0,368,368,0,174,41,88,55,0,0,0,0,0,0,0,0,0,0,8,1,0,0,1,368
295,"SHANTI NIKETAN INTER COLLAGE CHINHAT ROOM NO-1",726,519,0,1245,322,222,0,544,544,0,285,41,106,83,2,0,0,0,1,0,0,0,0,2,19,3,0,0,2,544
296,"SHANTI NIKETAN INTER COLLAGE CHINHAT ROOM NO-2",561,445,0,1006,293,248,0,541,541,0,354,52,64,45,2,1,0,2,0,0,0,1,1,0,14,1,0,1,3,541
297,"SHANTI NIKETAN INTER COLLAGE CHINHAT ROOM NO-3",809,689,0,1498,482,325,0,807,807,0,530,68,89,92,0,0,0,1,0,0,0,0,0,1,17,2,2,0,5,807
