"Polling Station",,"Total No of Electors",,,,"Voters Turnout",,,,,,"Candidate ID and Name",,,,,,,,,,,,,,,,
"Part No","Part Name",Male,Female,Other,"Total No. of electors",Male,Female,Other,Total,"No of voters identifying using EPIC","Tendered Voter","1 - UPENDRA SINGH","2 - NARAYAN SINGH SUMAN","3 - MAHARAJ SINGH DHANGAR","4 - DR. RAM SHANKAR KATHERIA","5 - ANIL","6 - ANITA","7 - CHANDRA PAL","8 - PREM SINGH","9 - RAMESH","10 - RAVINDRA SINGH","11 - AMAR SINGH","12 - ASHOK KUMAR","13 - OM PRAKASH","14 - DINESH KUMAR GAUTAM","15 - VINOD KUMAR SINGH","16 - None of the Above","Total Votes Secured"
320,"RA.INTER COLLEGE BARHAN R0 N0-3 ESAT",508,400,0,908,258,180,0,438,139,0,13,60,60,296,3,1,0,0,0,1,0,0,1,1,0,2,438
321,"RA.INTER COLLEGE BARHAN -4 ESAT",538,410,0,948,311,208,0,519,69,0,5,39,48,401,6,2,0,0,0,2,5,0,3,5,0,3,519
322,"RA.INTER COLLEGE BARHAN -2",510,431,1,942,292,232,0,524,98,0,16,75,46,364,2,0,0,1,0,11,2,1,4,0,0,2,524
323,"RA.INTER COLLEGE BARHAN -1",382,328,0,710,223,184,0,407,72,0,1,144,5,246,3,0,0,0,0,2,1,0,2,2,0,1,407
324,"PRA.VI.NAGALA CHHAVILA R0 N0-1",586,452,0,1038,330,262,0,592,115,0,12,186,47,335,3,0,0,0,0,2,1,0,2,2,0,2,592
325,"PRA.VI.GADHI BHANDAR",705,526,0,1231,429,276,0,705,122,0,9,182,158,346,2,0,0,0,0,0,1,1,3,2,1,0,705
326,"PRA.VI.NAGALA BRIJ",222,129,0,351,152,96,0,248,27,0,0,12,40,191,1,0,0,0,2,2,0,0,0,0,0,0,248
327,"PRA.VI.WAS SUNDAR",320,238,0,558,213,158,0,371,76,0,0,119,8,227,4,0,0,0,0,1,2,1,4,2,2,1,371
328,PRA.VI.IMALIYA,426,336,0,762,329,256,0,585,130,0,4,470,1,100,0,1,0,0,0,1,1,0,0,5,2,0,585
329,PRA.VI.SEHOOTH,340,280,0,620,227,169,0,396,42,0,3,99,51,238,1,0,0,0,0,0,2,0,0,2,0,0,396
330,"PRA.VI.GOHILA R0 N0-1",435,323,0,758,319,216,0,535,120,0,9,22,77,412,3,1,0,0,0,3,1,0,1,3,0,3,535
331,"PRA.VI.GOHILA R0 N0-2",571,408,0,979,341,235,0,576,135,0,4,110,160,296,0,0,0,0,0,0,1,1,2,0,0,2,576
332,"PRA.VI.NAGALA BEL R0 N0-1",519,456,0,975,378,278,0,656,79,0,0,47,69,532,4,0,0,0,0,0,0,0,1,0,1,2,656
333,"PRA.VI.NAGALA BEL R0 N0-2",244,195,0,439,168,112,0,280,96,0,1,135,10,128,3,1,0,0,0,0,1,0,0,1,0,0,280
334,"PRA.VI.WAS GUMAN SINGH",288,227,0,515,236,199,0,435,65,0,1,183,243,4,0,0,0,0,0,0,0,0,0,4,0,0,435
335,"PRA.VI.SARAI JAIRAM R0 N0-1",813,651,0,1464,526,424,0,950,157,0,1,203,312,407,1,1,1,2,1,5,5,0,1,4,3,3,950
336,"PRA.VI.SEWARA R0N0-1",503,395,0,898,346,236,0,582,123,0,5,168,8,377,4,1,0,1,0,1,2,1,6,3,3,2,582
337,"PRA.VI.BIRUNI R0 N0-1",546,417,0,963,371,263,0,634,162,0,3,46,38,539,1,0,0,0,0,0,2,1,2,1,1,0,634
338,PRA.VI.MOHSANABAD,412,309,0,721,254,176,0,430,79,0,4,30,72,317,0,0,0,0,0,0,4,1,0,1,0,1,430
339,"PRA.VI.MUKHAWAR R0 N0-1",291,209,0,500,143,83,0,226,69,0,1,32,87,99,0,0,0,0,0,2,0,1,1,2,0,1,226
340,"PRA.VI.MUKHAWAR R0 N0-2",354,265,0,619,214,110,0,324,64,0,1,22,5,290,1,0,0,0,0,0,2,0,2,1,0,0,324
341,"PRA.VI.NAGALA TAJ",252,181,0,433,196,135,0,331,58,0,0,3,31,294,3,0,0,0,0,0,0,0,0,0,0,0,331
342,"POO.MA.VI.MUKHAWAR  R0.N0-1",466,345,0,811,268,174,0,442,68,0,6,49,68,299,3,0,0,0,1,8,1,1,1,1,2,2,442
343,"PRA.VI.WAS BODHIYA",377,274,0,651,284,182,0,466,101,0,10,39,6,407,2,0,0,0,0,0,0,2,0,0,0,0,466
344,"PRA.VI.GADHI TEEKET",640,509,0,1149,360,277,0,637,111,0,6,237,98,277,0,1,1,0,1,0,4,1,0,6,2,3,637
345,"PRA.VI.NAGALA GOL",459,378,0,837,299,248,0,547,54,0,4,127,63,335,3,0,0,0,0,3,3,1,3,4,0,1,547
346,"PRA.VI.GADHI MAHA SINGH R0 N0-1",248,194,0,442,188,152,0,340,34,0,1,160,6,170,1,0,0,0,0,0,1,1,0,0,0,0,340
347,"PRA.VI.OMKARPUR R0 N0-1",252,220,0,472,203,156,0,359,65,0,3,162,12,173,2,0,0,0,0,1,0,2,1,2,1,0,359
348,"PRA.VI.MITAWALI R0 N0-1",352,349,0,701,232,215,0,447,132,0,8,87,131,216,0,0,0,0,0,1,0,0,0,2,0,2,447
349,"PRA.VI.MITAWALI R0 N0-2",483,389,0,872,293,237,0,530,88,0,2,135,90,296,2,0,0,0,0,0,2,0,1,0,1,1,530
350,"PRA.VI. SHEKHPUR",543,376,0,919,406,272,0,678,79,0,6,52,78,534,0,0,1,0,0,2,0,1,1,0,1,2,678
351,"PRA.VI.GADHI MAHARAM",424,302,0,726,280,194,0,474,73,0,3,338,23,108,0,0,0,0,0,0,1,0,0,0,1,0,474
352,"PRA.VI.SAWAI R0 N0-1",687,521,0,1208,496,300,0,796,142,0,24,304,250,204,2,0,0,0,0,1,2,0,0,3,5,1,796
353,"PRA.VI.SAWAI R0 N0-2",786,618,0,1404,541,418,0,959,159,0,19,184,41,684,5,1,2,0,0,2,1,0,11,3,4,2,959
354,PRA.VI.MAGALPUR,207,181,0,388,158,127,0,285,34,0,6,108,17,148,1,0,1,0,0,1,1,0,1,0,0,1,285
355,POO.MA.VI.WAMAN,466,346,0,812,270,168,0,438,41,0,10,7,90,319,1,1,0,0,0,2,1,1,2,3,0,1,438
356,POO.MA.VI.RASOOLPUR,444,337,0,781,378,273,0,651,65,0,5,173,127,327,2,0,0,0,0,1,2,1,8,4,0,1,651
357,PRA.VI.BIHARIPUR,666,512,0,1178,476,367,0,843,112,0,9,189,338,283,2,2,0,0,1,2,3,1,2,5,1,5,843
358,"JANTA INTER COLLEGE ETMADPUR R0 N0-1 ESAT",511,370,0,881,329,221,0,550,208,0,8,362,59,114,1,0,0,0,0,0,0,0,1,2,3,0,550
359,"JANTA INTER COLLEGE ETMADPUR R0 N0-2 ESAT",821,594,0,1415,552,362,0,914,302,0,10,25,431,422,3,1,1,0,0,1,3,2,5,8,0,2,914
360,"JANTA INTER COLLEGE ETMADPUR R0 N0-3 ESAT",525,433,0,958,384,285,0,669,330,0,7,16,237,386,3,0,0,0,2,1,4,1,1,7,1,3,669
361,"JANTA INTER COLLEGE ETMADPUR R0 N0-4 ESAT",221,195,0,416,156,107,0,263,58,0,4,109,24,123,0,0,0,0,0,0,0,0,1,1,0,1,263
362,"JANTA INTER COLLEGE ETMADPUR R0 N0-1 BATH",626,506,0,1132,407,290,0,697,97,0,4,477,43,160,1,0,0,0,0,1,1,0,1,3,5,1,697
363,"JANTA INTER COLLEGE ETMADPUR R0 N0-2WEST",673,566,0,1239,461,330,0,791,321,0,4,15,286,472,1,0,0,1,0,1,0,1,6,0,0,4,791
364,"AADARSH PRA.VI.ETMADPUR R0 N0-1",265,218,0,483,167,123,0,290,15,0,1,20,93,170,2,0,0,0,0,1,1,0,0,0,1,1,290
365,"POO.MA.VI.ETMADPUR R0.N0-1",480,335,0,815,357,217,0,574,67,0,6,4,85,460,0,1,1,0,0,2,1,1,4,4,0,5,574
366,"POO.MA.VI.ETMADPUR R0.N0-2",679,598,0,1277,490,381,0,871,198,0,7,60,328,458,2,1,0,1,2,3,0,1,3,2,1,2,871
367,"POO.MA.VI.ETMADPUR R0.N0-3",321,233,0,554,207,127,0,334,101,0,3,10,121,197,2,0,0,0,0,1,0,0,0,0,0,0,334
368,"POO.MA.VI.ETMADPUR R0.N0-4",645,487,0,1132,447,300,0,747,302,0,7,35,450,246,0,0,0,0,0,2,0,1,1,1,0,4,747
369,"AADARSH .POO.VI.ETMADPUR R0 N0-1",612,467,0,1079,332,211,0,543,139,0,5,62,111,355,0,0,0,0,0,1,1,1,2,3,0,2,543
370,"AADARSH PRA.VI.ETMADPUR R0 N0-2",854,700,0,1554,510,379,0,889,97,0,15,45,242,569,6,0,0,0,0,3,1,0,1,2,1,4,889
371,"PRA..KANYA VI.ETMADPUR R0 N0-1",372,301,0,673,250,196,0,446,132,0,4,42,68,330,1,0,0,0,1,0,0,0,0,0,0,0,446
372,"PRA.KANYA VI ETMADPUR R0.N0-2",882,752,0,1634,590,443,0,1033,221,0,20,68,370,550,4,0,0,0,0,8,0,1,3,3,0,6,1033
373,PRA.VI.BHIKANPUR,615,471,0,1086,429,284,0,713,113,0,10,198,89,407,1,0,0,1,0,0,1,1,1,0,0,4,713
374,"PRA.VI.SURHARA R0N0-1",499,336,0,835,333,180,0,513,101,0,2,35,36,423,3,0,0,0,1,1,3,3,2,0,1,3,513
375,"PRA.VI.SURHARA R0N0-2",193,147,0,340,111,60,0,171,26,0,1,33,12,123,0,0,0,0,0,0,0,0,0,1,0,1,171
376,PRA.VI.CHHIRAWAI,550,447,0,997,343,228,0,571,37,0,2,45,252,262,0,0,0,0,0,1,3,0,1,4,0,1,571
377,PRA.VI.GARAPUR,744,592,0,1336,562,392,0,954,54,0,8,164,317,435,2,3,2,1,3,4,7,1,4,2,0,1,954
378,"PRA.VI.KHEDHI ADU R0 N0-1",690,511,0,1201,473,340,0,813,108,0,3,104,167,520,4,0,0,1,1,2,3,0,3,2,0,3,813
379,"PRA.VI.NAGALA ADU R0 N0-1",620,476,0,1096,425,295,0,720,270,0,3,132,16,548,1,0,14,0,0,0,0,0,1,1,1,3,720
380,"PRA.VI.BURJ ATIBAL",668,503,0,1171,415,283,0,698,64,0,10,146,122,404,5,2,1,1,0,1,0,1,3,1,0,1,698
381,"PRA.VI.NAGALA BARI",715,534,0,1249,436,283,0,719,118,0,10,236,96,356,3,2,0,0,0,0,7,2,0,2,2,3,719
382,"BHAGWAN SHANKAR JU.H.SCHOOL AHARAN R0 N0-1",731,595,0,1326,446,350,0,796,62,0,4,214,127,435,2,1,0,0,0,0,1,2,4,2,3,1,796
383,"BHAGWAN SHANKAR JU.H.SCHOOL AHARAN R0 N0-2",571,456,0,1027,332,273,0,605,44,0,3,50,167,363,3,1,0,1,0,1,5,0,2,4,1,4,605
384,"BHAGWAN SHANKAR JU.H.SCHOOL AHARAN R0 N0-3",151,118,0,269,86,56,0,142,15,0,1,88,18,32,0,0,0,0,0,0,0,0,0,0,2,1,142
385,"BHAGWAN SHANKAR JU.H.SCHOOL AHARAN R0 N0-4",730,554,0,1284,444,304,0,748,144,0,1,103,86,539,5,0,0,0,0,0,6,0,3,2,1,2,748
386,"PRA.VI.UDAIPUR R0 N0-1",750,591,0,1341,611,426,0,1037,107,0,6,33,885,92,5,0,0,2,0,1,1,1,4,2,1,4,1037
387,"PRA.VI.UDAIPUR R0 N0-2",506,361,0,867,294,154,0,448,98,0,0,43,318,69,2,0,0,0,0,2,3,0,2,2,2,5,448
388,"PRA.VI.JATAUA R0.N0-1",214,146,0,360,143,97,0,240,22,0,4,2,62,163,3,0,0,0,0,2,0,1,0,1,0,2,240
389,"PRA.VI.NAGALA SWAROOP R0 N0-1",710,517,0,1227,430,293,0,723,72,0,5,323,119,257,2,0,0,0,0,2,3,2,1,4,4,1,723
390,"PRA.VI.HASAN JAHANPUR",287,215,0,502,217,162,0,379,69,0,4,41,132,198,2,0,0,0,0,0,1,0,1,0,0,0,379
391,PRA.VI.KHARKANA,373,307,0,680,235,152,0,387,46,0,3,66,204,101,0,0,0,0,0,6,2,1,1,0,1,2,387
392,"PRA.VI.MURTHAR ALIPUR R0 N0-1",459,352,0,811,319,233,0,552,270,0,3,257,7,274,1,0,0,1,1,0,1,0,0,3,2,2,552
393,"PRA.VI.MUKHAWAR R0 N0-2",680,451,0,1131,399,242,0,641,145,0,3,61,77,477,6,0,0,1,0,0,4,0,4,5,1,2,641
394,PRA.VI.KHUSHALPUR,513,390,0,903,398,256,0,654,154,0,1,92,482,68,2,0,0,0,0,0,0,1,0,6,1,1,654
395,PRA.VI.YUSUFPUR,546,397,0,943,306,205,0,511,105,0,7,164,157,166,4,0,1,0,1,0,1,0,0,5,3,2,511
396,PRA.VI.SAIFUDDINPUR,415,336,0,751,397,262,0,659,101,0,0,1,652,4,0,0,0,0,0,0,0,0,1,0,1,0,659
397,PRA.VI.CHOOHARPUR,512,433,0,945,391,340,0,731,136,0,0,8,671,44,2,0,0,0,0,1,0,0,0,4,0,1,731
398,PRA.VI.SIHORGADH,325,261,0,586,288,213,0,501,501,0,2,468,24,1,0,0,0,0,0,1,1,0,0,1,2,1,501
399,"PRA.VI.GADHI THALU",833,657,0,1490,517,361,0,878,168,0,9,272,324,226,4,2,1,0,0,4,3,3,4,8,5,13,878
400,"PRA.VI.NAGALA SIRJI",530,421,0,951,309,207,0,516,126,0,6,9,133,347,4,0,1,0,0,0,7,0,4,1,3,1,516
401,"PRA.VI.KURGAWA KHOKHAR R0 N0-1",676,533,0,1209,458,306,0,764,66,0,10,151,113,440,5,1,0,0,0,19,2,3,4,6,6,4,764
402,"PRA.VI.KURGAWA KHOKHAR R0 N0-2",141,109,0,250,89,57,0,146,26,0,1,27,26,84,0,0,0,0,0,1,2,0,1,1,1,2,146
403,"PRA.VI.NAGALA MAHA SINGH",427,328,0,755,320,233,0,553,110,0,8,220,137,162,4,1,0,2,0,1,3,2,4,5,1,3,553
