"Polling Station",,"Total No of Electors",,,,"Voters Turnout",,,,,,"Candidate ID and Name",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Part No","Part Name",Male,Female,Other,"Total No. of electors",Male,Female,Other,Total,"No of voters identifying using EPIC","Tendered Voter","1 - DHARMENDRA PRATAP SINGH","2 - RAHUL GANDHI","3 - SMRITI ZUBIN IRANI","4 - GOPAL SWAROOP GANDHI","5 - CHHAYA SINGH","6 - ZAHIDA BEGAM","7 - BABU LAL","8 - C L MAURYA","9 - RAVI KUMAR","10 - RADHE MOHAN","11 - RAM ASREY","12 - RAM NEWAJ","13 - RAMSIDDH YADAV","14 - VASDEO","15 - DR. KUMAR VISHVAS","16 - VEDPAL SHASATRI","17 - MOHD HASAN LAHRI","18 - UMAKANT","19 - GIRIJA BAKS","20 - GANGESH KUMAR GUPTA","21 - JAGAT SINGH CHAUDHARY","22 - JITENDRA SINGH","23 - TULSIRAM","24 - DWARIKA PRASAD","25 - NARESH SINGH BHADAURIYA","26 - BHAGWAN DEEN","27 - MITHILESH KUMARI","28 - RAMESH CHANDRA","29 - RAM SAJIWAN","30 - LAL BAHADUR","31 - SHIV KUMAR","32 - SWAMINATH","33 - SONAM KINNAR","34 - SANJAY KUMAR","35 - None of the Above","Total Votes Secured"
94,CHHATOH,707,611,0,1318,365,328,0,693,670,0,3,404,176,6,4,0,1,3,0,2,3,1,5,5,12,4,6,2,2,5,0,2,4,1,0,2,4,5,15,5,3,6,2,0,0,693
95,MEDAPUR,660,545,0,1205,306,302,0,608,608,0,10,229,258,3,3,0,0,3,0,3,0,0,4,4,18,6,1,0,1,0,1,1,4,0,1,0,1,8,43,1,0,5,0,0,0,608
96,CHATURPUR,320,286,0,606,160,168,0,328,326,0,1,132,173,0,0,2,0,0,0,2,1,0,0,0,0,5,0,0,2,0,0,0,1,2,0,0,1,1,0,3,0,2,0,0,0,328
97,CHATURPUR,311,259,0,570,115,152,0,267,243,0,19,98,114,3,1,1,0,0,1,2,1,0,0,0,3,2,2,3,2,0,1,2,3,0,0,1,0,1,0,3,0,1,1,2,0,267
98,KODRA,391,327,0,718,200,198,0,398,383,0,24,235,101,4,2,0,0,1,2,0,1,0,1,1,16,3,1,0,0,0,0,0,1,1,0,0,0,3,1,0,0,0,0,0,0,398
99,ALAMPUR,742,655,0,1397,380,347,0,727,719,0,65,279,304,5,8,1,1,4,0,5,0,2,1,1,7,10,1,1,2,1,0,1,5,2,0,0,2,6,0,1,0,9,2,0,1,727
100,KUNWARMAU,549,430,0,979,244,226,0,470,463,0,10,268,123,3,1,1,1,1,3,0,3,1,0,2,3,8,2,13,5,0,0,1,2,3,1,1,3,1,3,0,3,2,1,0,1,470
101,KUNWARMAU,417,348,1,766,174,160,0,334,334,0,13,179,92,4,2,0,0,0,0,3,3,3,2,1,3,6,1,0,0,2,0,2,3,2,0,0,0,3,2,2,1,5,0,0,0,334
102,KUNWARMAU,423,368,0,791,162,161,0,323,199,0,4,139,141,3,1,1,1,0,0,1,0,0,1,1,4,5,0,1,1,2,1,0,3,0,0,0,3,1,0,0,1,2,0,2,4,323
103,KUNWARMAU,435,366,0,801,250,182,0,432,432,0,6,218,153,2,3,0,1,1,0,2,1,1,1,3,9,3,1,1,1,0,0,2,5,3,2,0,2,3,3,1,0,2,1,0,1,432
104,NASIRABAD,450,368,0,818,251,232,0,483,479,0,7,137,181,7,6,1,1,4,1,4,1,0,1,0,4,9,1,0,2,1,0,3,80,2,1,5,2,4,2,3,2,5,0,3,3,483
105,NASIRABAD,403,313,0,716,162,153,0,315,127,0,18,169,92,1,0,0,4,0,0,1,0,0,0,0,1,4,5,0,0,0,0,0,0,3,0,1,2,5,0,0,0,5,2,2,0,315
106,NASIRABAD,510,414,0,924,257,217,0,474,469,0,11,323,105,2,0,0,0,0,0,0,0,0,2,0,1,1,3,2,0,0,0,2,5,2,0,1,1,3,1,0,0,4,1,3,1,474
107,NASIRABAD,325,295,0,620,168,178,0,346,168,0,32,222,46,2,1,0,0,3,0,2,1,0,2,1,1,3,4,7,1,0,0,1,2,3,1,2,0,2,0,2,2,1,0,1,1,346
108,NASIRABAD,529,436,0,965,265,273,0,538,534,0,4,437,67,2,0,1,0,1,0,0,0,0,0,1,8,3,2,2,1,1,1,0,0,0,0,1,0,3,1,1,0,1,0,0,0,538
109,NASIRABAD,514,423,0,937,278,250,0,528,526,0,8,314,188,2,1,0,2,1,0,1,0,0,0,1,2,1,0,4,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,528
110,NASIRABAD,365,355,0,720,186,136,0,322,223,0,2,248,54,1,4,0,0,0,2,0,1,0,0,1,2,1,0,0,0,0,1,1,2,0,0,0,0,1,0,0,1,0,0,0,0,322
111,NASIRABAD,532,449,0,981,248,245,0,493,381,0,18,398,54,2,3,0,2,0,0,0,0,0,1,0,3,2,1,0,0,0,0,0,0,1,0,0,3,1,2,0,1,0,1,0,0,493
112,NASIRABAD,373,331,0,704,184,187,0,371,370,0,5,170,163,4,0,0,0,0,0,0,1,0,0,0,2,5,0,1,1,0,0,1,4,2,1,0,1,5,2,0,2,0,0,1,0,371
113,NASIRABAD,733,636,0,1369,421,396,0,817,780,0,17,450,293,7,3,1,1,2,1,2,1,1,1,0,4,6,0,0,2,3,1,1,4,1,1,0,2,1,2,3,1,3,2,0,0,817
114,BEDAUNA,665,596,0,1261,334,385,0,719,581,0,15,383,219,8,5,1,11,0,0,1,1,1,2,2,6,7,1,3,1,2,0,6,4,2,2,1,2,8,2,4,5,5,2,0,7,719
115,KOLWA,759,627,0,1386,389,362,0,751,741,0,28,332,250,4,8,3,2,3,1,4,5,1,3,2,14,9,11,11,6,5,4,2,10,2,3,1,4,10,0,3,1,5,2,1,1,751
116,BARKHURDARPUR,526,437,0,963,183,200,0,383,352,0,1,295,29,0,1,6,0,0,2,0,0,0,0,1,29,3,2,2,2,0,0,1,3,0,0,0,0,4,0,0,0,2,0,0,0,383
117,BARKHURDARPUR,418,330,0,748,185,185,0,370,219,0,2,264,47,0,1,4,0,0,0,0,0,0,0,1,13,2,2,10,3,0,0,1,1,1,0,0,1,2,0,2,6,1,1,3,2,370
118,"KAJIPUR TELIYANI",533,450,0,983,276,237,0,513,513,0,16,284,167,5,3,1,1,0,0,2,1,0,3,1,11,1,3,1,0,0,0,1,4,2,0,0,0,2,1,1,0,1,0,0,1,513
119,"KAJIPUR TELIYANI",524,398,0,922,231,186,0,417,416,0,5,219,136,3,7,0,0,2,1,1,2,0,3,2,4,2,3,1,2,0,0,3,7,0,0,1,1,4,0,0,0,7,0,0,1,417
120,"KAJIPUR TELIYANI",393,321,0,714,142,137,0,279,279,0,5,216,26,1,2,1,0,1,0,0,1,0,1,0,6,1,3,5,0,1,0,1,2,1,0,0,0,1,1,2,0,1,0,0,0,279
121,SARAYAN,669,535,0,1204,380,322,0,702,698,0,51,276,293,3,5,1,1,2,1,0,0,0,1,2,10,8,5,2,2,0,1,1,9,0,1,1,3,3,7,4,1,5,1,1,1,702
122,"HAJIPUR BANI",475,449,0,924,286,304,0,590,487,0,23,368,133,1,1,1,0,2,2,3,2,0,0,2,19,5,2,1,0,0,2,0,2,2,4,0,1,2,2,3,2,5,0,0,0,590
123,BANI,531,448,0,979,340,223,0,563,562,0,29,375,104,2,2,2,2,1,1,0,1,1,0,0,8,6,4,3,1,1,0,0,1,0,0,1,1,0,4,1,1,4,2,1,4,563
124,TARAPUR,322,269,0,591,181,184,0,365,365,0,12,148,136,4,1,0,3,1,0,1,1,1,2,6,7,5,0,0,1,0,1,4,2,1,0,0,1,5,16,0,1,3,1,0,1,365
125,KURHA,604,512,0,1116,325,313,0,638,473,0,22,256,277,5,9,0,3,1,2,4,1,3,2,3,4,8,2,1,4,2,2,1,2,4,0,0,4,4,6,2,0,3,0,0,1,638
126,KURHA,575,493,0,1068,303,281,0,584,441,0,5,210,262,5,5,1,1,0,3,0,2,1,1,5,26,3,4,2,2,1,1,2,3,3,0,2,5,11,3,3,2,7,1,0,2,584
127,KANTA,713,596,0,1309,408,404,0,812,812,0,14,470,241,9,2,1,4,1,1,2,3,2,4,3,6,2,3,1,3,3,2,3,2,2,0,0,5,9,2,3,5,3,0,0,1,812
128,BHELIYA,482,450,0,932,230,232,0,462,459,0,10,268,145,2,1,0,1,0,0,2,1,0,0,0,2,3,3,1,2,1,1,0,2,1,1,0,4,4,3,0,0,3,0,0,1,462
129,BHELIYA,519,444,0,963,266,256,0,522,520,0,26,307,136,3,2,0,0,3,0,0,1,1,0,1,1,7,2,2,1,1,0,0,4,3,2,0,3,4,2,0,2,6,0,1,1,522
130,ASHRAFPUR,825,743,0,1568,390,369,0,759,740,0,12,422,243,7,2,1,1,4,1,1,1,1,1,2,40,2,0,2,1,0,0,2,2,0,0,1,1,4,1,0,0,2,2,0,0,759
131,ASHRAFPUR,773,668,0,1441,310,332,0,642,426,0,31,363,145,4,2,2,0,2,1,2,2,0,0,1,6,2,6,2,0,3,2,7,6,1,3,1,3,7,19,4,9,0,2,3,1,642
132,LAHENGA,567,476,0,1043,278,250,0,528,522,0,7,237,182,5,4,3,3,0,2,6,4,2,2,4,28,5,2,0,2,3,3,0,1,3,0,0,0,5,1,2,0,8,1,1,2,528
133,LAHENGA,572,530,0,1102,301,264,0,565,565,0,89,260,152,3,4,2,0,2,0,4,1,1,1,1,13,3,4,1,2,1,0,0,3,2,0,0,2,4,4,3,0,2,0,1,0,565
134,DIGHA,498,461,0,959,315,289,0,604,599,0,13,351,120,1,4,1,1,1,0,2,0,0,1,5,46,8,0,0,1,2,0,4,6,4,4,4,2,9,1,2,4,5,2,0,0,604
135,ITRAURA,269,232,0,501,156,136,0,292,280,0,13,113,129,2,0,1,0,0,0,0,0,0,1,0,16,3,0,0,2,0,0,0,2,0,0,0,0,2,5,0,0,1,0,1,1,292
136,ABDUMAU,486,404,0,890,276,253,0,529,529,0,33,304,121,0,4,0,0,1,1,0,0,0,0,1,10,5,6,3,1,2,2,3,3,4,0,1,1,7,3,2,3,4,2,0,2,529
137,SANDAHA,825,685,0,1510,432,413,0,845,827,0,27,413,196,8,4,2,1,2,1,2,1,4,3,6,101,9,3,4,2,1,0,0,11,1,3,3,4,11,4,4,0,11,1,0,2,845
138,SANDAHA,553,514,0,1067,186,261,0,447,439,0,6,215,80,6,3,2,1,3,1,1,2,2,4,1,79,5,3,0,0,0,0,2,1,2,0,2,2,10,3,1,3,4,1,1,1,447
139,MAKHDOOMPUR,505,439,0,944,282,259,0,541,370,0,7,302,142,4,3,0,1,2,0,0,0,1,3,2,20,8,3,3,0,3,1,0,2,2,3,0,5,12,1,2,1,6,1,1,0,541
140,"PURE RAI",576,480,0,1056,300,239,0,539,538,0,19,283,93,4,4,1,0,1,0,0,1,1,0,1,68,7,2,3,1,0,0,4,6,2,0,0,1,20,5,3,4,2,0,1,2,539
141,RAJIYAPUR,387,320,0,707,213,201,0,414,414,0,4,183,167,6,1,0,0,0,0,1,1,2,3,1,21,3,0,0,0,0,0,2,1,1,0,0,4,5,2,3,0,1,0,2,0,414
142,"PARAIYA NAMAKSAR",612,529,0,1141,297,272,0,569,569,0,6,182,269,3,3,1,0,0,0,2,1,0,0,2,44,1,5,1,0,1,2,4,4,2,0,2,3,6,17,2,0,2,1,3,0,569
143,"PARAIYA NAMAKSAR",284,228,0,512,98,93,0,191,191,0,2,84,59,2,0,0,1,0,1,0,0,1,0,2,23,1,3,0,2,0,0,0,0,1,1,1,2,1,2,0,0,0,1,0,1,191
144,"PARAIYA NAMAKSAR",511,438,0,949,273,224,0,497,496,0,18,217,170,4,4,0,1,1,0,1,0,2,2,1,39,4,4,2,1,0,0,0,4,1,0,0,3,4,5,3,1,3,0,1,1,497
145,"PARAIYA NAMAKSAR",292,245,0,537,169,145,0,314,314,0,3,209,54,2,2,1,0,0,0,0,1,0,0,1,14,3,1,1,0,1,0,1,4,2,0,0,1,4,4,1,0,3,0,0,1,314
146,BABHANPUR,543,497,0,1040,304,290,0,594,26,0,86,279,137,6,3,0,1,1,3,0,1,0,3,3,10,4,4,8,4,2,1,2,1,2,0,1,4,7,2,2,5,6,3,1,2,594
147,BABHANPUR,752,589,0,1341,379,342,0,721,536,0,28,344,238,1,3,0,0,2,0,1,0,3,2,0,13,11,10,6,2,2,1,5,5,6,2,3,3,14,3,2,1,5,2,1,2,721
148,GARHA,536,457,0,993,297,315,0,612,609,0,10,348,196,5,4,0,1,1,1,2,3,2,1,0,10,1,4,3,1,0,2,0,2,2,0,1,1,3,1,4,0,2,0,1,0,612
149,GARHA,295,221,0,516,150,132,0,282,282,0,16,155,88,1,1,0,2,0,0,0,0,0,1,0,1,0,1,0,1,0,0,3,4,1,0,0,0,2,1,0,0,0,1,2,1,282
150,SUJWARIYA,317,288,0,605,177,191,0,368,367,0,87,161,51,2,1,0,2,1,0,0,0,2,1,0,10,4,3,2,0,2,1,2,9,1,1,0,2,7,6,3,2,3,0,1,1,368
151,BEWAL,624,533,0,1157,290,230,0,520,516,0,12,298,134,2,2,2,1,0,2,4,5,1,11,3,9,10,1,0,2,2,0,1,7,0,0,0,4,2,1,0,0,3,0,0,1,520
152,BEWAL,554,476,0,1030,251,232,0,483,479,0,2,119,205,6,6,2,1,1,0,5,4,4,3,5,63,8,4,4,6,3,1,3,3,3,2,1,2,5,1,2,1,4,1,1,2,483
153,SULAIPUR,356,277,0,633,194,168,0,362,362,0,32,140,144,1,6,1,2,2,2,4,0,3,1,2,2,3,0,0,1,0,0,0,0,0,1,2,2,4,1,1,0,4,0,1,0,362
154,"BHAINAPUR MAJRE BHUWALPUR SISNI",348,282,0,630,212,173,0,385,316,0,32,143,141,2,3,0,0,2,0,0,0,0,0,3,14,4,1,1,1,2,1,1,10,1,1,1,1,4,2,4,0,8,0,1,1,385
155,"BHUWALPUR SISNI",405,396,0,801,212,211,0,423,423,0,27,137,148,3,12,2,0,1,3,3,0,1,7,0,19,9,3,5,5,1,0,1,5,2,4,1,2,8,2,2,3,3,2,2,0,423
156,"BHUWALPUR SISNI",653,604,0,1257,323,298,0,621,601,0,15,335,173,5,3,2,1,0,0,2,1,2,0,0,8,4,6,11,5,0,2,3,11,2,1,3,2,8,3,1,1,7,1,2,1,621
157,JAGATPUR,300,293,0,593,181,179,0,360,272,0,30,198,77,4,0,0,0,1,0,0,1,1,2,0,11,7,2,0,1,1,1,2,4,2,1,1,2,2,2,0,0,5,2,0,0,360
158,"SARAIN DULA",196,186,0,382,112,131,0,243,242,0,7,166,45,0,2,0,0,0,0,0,0,0,1,0,7,2,1,1,0,0,0,0,0,1,0,0,0,5,2,1,1,1,0,0,0,243
159,GOPALIPUR,531,436,0,967,250,225,0,475,472,0,18,132,202,3,2,1,5,0,0,0,6,0,4,1,53,7,6,0,1,0,1,1,5,1,2,1,1,9,3,0,2,7,0,1,0,475
160,PADUMPUR,404,354,0,758,284,271,0,555,555,0,13,186,227,11,6,2,2,2,0,3,1,4,55,6,7,5,3,1,0,0,1,1,5,1,1,0,2,4,0,3,0,3,0,0,0,555
161,BARAWAN,729,615,0,1344,380,332,0,712,712,0,11,282,251,4,8,1,1,5,2,3,5,3,26,5,30,19,2,3,5,0,0,3,4,3,2,2,2,7,5,1,2,12,0,0,3,712
162,BARAWAN,237,187,0,424,119,106,0,225,225,0,6,123,68,3,2,1,1,0,0,1,0,1,4,0,6,1,3,0,1,0,0,0,1,0,0,0,0,1,0,0,0,2,0,0,0,225
163,"DOSTPUR BUDWARA",350,286,0,636,188,165,0,353,265,0,6,194,108,1,2,0,0,2,2,3,3,3,2,1,9,4,1,0,1,0,0,1,4,1,0,1,1,0,0,0,0,3,0,0,0,353
164,PACHHUWABARA,237,231,0,468,127,162,0,289,288,0,13,90,119,8,2,0,0,1,0,1,1,1,2,1,3,1,4,4,3,3,3,2,2,0,1,1,3,4,1,0,2,10,1,0,2,289
165,BARA,556,475,0,1031,284,241,0,525,525,0,37,216,198,7,3,2,0,3,1,3,6,0,1,3,9,4,3,3,4,0,0,1,1,1,0,0,0,3,6,2,1,7,0,0,0,525
166,BARA,452,387,0,839,196,181,0,377,377,0,47,136,106,1,1,2,0,4,3,3,2,0,4,3,16,9,3,3,4,2,1,0,3,1,0,1,1,7,4,1,0,7,1,0,1,377
167,BARA,316,261,0,577,175,160,0,335,335,0,17,140,108,3,13,0,1,2,0,0,1,0,4,1,12,5,1,0,1,1,3,2,4,0,1,0,2,4,0,0,0,3,2,3,1,335
168,NINAWA,542,480,0,1022,290,269,0,559,558,0,8,350,138,1,2,1,0,0,0,0,1,0,1,1,5,12,4,0,2,0,2,0,2,2,0,1,1,13,0,1,5,6,0,0,0,559
169,PARSHADEPUR,492,425,0,917,198,232,0,430,430,0,9,303,75,1,0,0,0,0,0,0,1,0,0,1,5,6,5,2,1,0,0,2,2,0,1,0,2,6,1,1,0,2,0,1,3,430
170,PARSHADEPUR,409,345,0,754,249,215,0,464,464,0,6,271,141,2,5,1,0,0,0,2,0,0,1,1,12,2,4,0,2,0,2,0,2,2,0,0,1,0,1,3,3,0,0,0,0,464
171,PARSHADEPUR,745,644,0,1389,350,360,0,710,632,0,9,625,50,3,0,0,0,2,0,0,0,0,0,1,7,1,1,2,0,1,0,0,0,0,1,2,0,1,3,0,0,0,1,0,0,710
172,PARSHADEPUR,681,538,0,1219,355,293,0,648,590,0,19,463,107,1,1,0,4,0,1,0,0,0,3,0,9,3,4,14,2,1,0,0,2,0,0,1,0,4,1,1,1,2,2,0,2,648
173,PARSHADEPUR,732,593,0,1325,405,363,0,768,760,0,9,639,51,1,2,0,8,0,0,0,0,0,2,0,12,4,4,4,2,3,1,2,1,1,0,0,2,4,1,0,2,5,1,5,2,768
174,PARSHADEPUR,429,365,0,794,218,215,0,433,423,0,24,154,225,3,4,0,0,0,0,0,0,0,1,0,2,3,1,0,0,0,0,1,2,2,1,0,2,0,1,0,1,2,2,2,0,433
175,PARSHADEPUR,420,390,0,810,257,244,0,501,362,0,22,122,304,1,2,2,0,1,1,3,2,0,6,1,2,7,2,2,1,1,0,1,1,3,1,0,1,4,2,1,0,3,0,1,1,501
176,PARSHADEPUR,673,629,0,1302,327,320,0,647,611,0,10,126,421,5,2,2,0,1,0,0,1,3,1,4,6,9,5,3,2,3,3,4,3,3,0,0,2,8,2,3,1,7,2,2,3,647
177,FAGUPUR,806,691,0,1497,351,372,0,723,721,0,18,432,132,4,1,1,2,4,3,0,2,0,18,6,11,6,5,2,2,0,0,4,14,1,1,5,6,12,3,2,4,14,3,2,3,723
178,MAHANANDPUR,546,517,0,1063,278,269,0,547,542,0,10,270,186,3,1,0,0,0,2,1,4,1,4,2,6,8,4,0,0,1,0,0,6,3,0,1,4,7,4,0,8,6,1,3,1,547
179,MAHESHPUR,323,296,0,619,168,155,0,323,98,0,0,98,163,5,1,1,0,2,1,1,0,0,1,1,14,2,3,3,1,0,0,2,0,3,0,2,0,4,0,4,3,5,1,1,1,323
180,MADHUKARPUR,431,396,0,827,230,240,0,470,37,0,25,209,197,5,6,0,3,0,0,0,0,0,9,0,0,1,0,3,0,3,1,0,0,0,1,0,0,1,0,3,0,1,0,1,1,470
181,HAJIPUR,477,417,0,894,297,260,0,557,557,0,12,56,479,2,0,0,0,1,0,1,1,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,557
182,FARIDAKGARH,200,189,0,389,141,123,0,264,195,0,27,122,55,3,2,0,0,0,0,0,0,2,0,1,7,6,7,8,0,2,0,0,1,1,0,0,1,7,1,2,1,5,1,0,2,264
183,BAGHAULA,764,644,0,1408,469,391,0,860,824,0,65,513,156,7,7,3,2,3,0,3,3,0,2,1,16,5,8,6,0,1,1,2,7,3,0,1,5,17,1,5,6,7,2,0,2,860
184,BAGHAULA,196,164,0,360,83,87,0,170,159,0,30,107,15,0,0,0,0,1,0,2,0,0,0,2,0,0,2,0,0,0,0,0,1,2,0,1,0,4,0,0,0,3,0,0,0,170
185,"RAIPUR MAHEWA",341,281,0,622,243,197,0,440,425,0,21,183,57,7,1,0,0,1,1,1,1,0,1,1,78,5,8,0,1,1,1,3,6,6,2,4,3,18,2,5,5,10,4,2,1,440
186,DANDUPUR,268,235,0,503,160,156,0,316,255,0,33,125,124,2,3,0,1,3,0,2,1,0,0,1,0,1,1,0,0,0,1,1,2,4,1,1,2,3,0,1,0,2,0,1,0,316
187,BARADEEH,355,303,0,658,217,142,0,359,359,0,55,166,100,1,1,0,1,0,0,0,0,0,0,1,18,1,4,0,0,1,0,0,1,0,0,0,1,3,0,0,1,2,1,0,1,359
188,BARADEEH,538,455,0,993,309,254,0,563,465,0,38,331,142,5,2,1,0,2,0,0,0,0,2,0,18,5,0,2,1,0,1,0,1,0,1,0,2,3,0,1,0,2,0,1,2,563
189,GAUWA,182,176,0,358,121,113,0,234,232,0,9,119,53,0,1,0,0,1,0,0,0,0,0,0,15,2,3,1,1,2,1,2,5,2,1,1,1,5,0,2,1,2,2,1,1,234
190,SUCHI,700,641,0,1341,391,397,0,788,786,0,87,450,170,5,3,1,1,2,0,3,2,0,0,1,13,7,2,2,0,0,0,3,6,4,1,0,2,10,1,2,3,7,0,0,0,788
191,SUCHI,674,591,0,1265,371,376,0,747,720,0,25,480,168,3,3,1,0,1,0,1,2,1,2,3,7,5,1,4,0,3,1,5,3,2,2,2,3,15,0,1,2,1,0,0,0,747
192,SUCHI,526,442,0,968,302,297,0,599,346,0,10,419,102,0,1,1,1,1,2,5,2,2,2,2,14,4,3,0,1,3,0,2,3,0,1,2,1,6,0,1,1,7,0,0,0,599
193,"JAMURWA BUJURG",750,670,0,1420,442,345,0,787,784,0,25,420,164,2,3,1,2,7,0,4,5,3,3,2,20,13,11,6,4,2,0,4,11,6,7,2,7,14,2,10,9,16,0,0,2,787
194,"SEMRI JHAKRASI",504,460,0,964,283,283,0,566,22,0,20,233,165,2,1,1,0,1,0,0,2,0,1,2,57,4,4,2,1,5,4,2,4,3,1,0,2,16,4,5,3,10,2,3,6,566
195,NAYAN,638,567,0,1205,380,300,0,680,680,0,66,342,232,8,3,0,2,2,0,0,1,0,1,1,11,2,0,0,0,1,0,1,1,3,0,0,0,2,0,0,0,0,0,0,1,680
196,"JAMURWA KHURD",346,343,0,689,193,189,0,382,348,0,19,231,100,2,2,2,0,1,0,1,0,1,0,0,2,3,2,1,0,0,1,1,2,1,0,0,1,4,1,3,0,0,0,1,0,382
197,REWHARA,595,555,0,1150,368,343,0,711,711,0,21,387,241,5,3,0,0,0,2,0,3,0,1,0,7,4,6,2,1,3,2,1,4,1,0,3,1,3,1,1,1,3,2,1,1,711
198,DARSAWAN,575,557,0,1132,351,332,0,683,637,0,54,442,77,1,1,2,1,3,0,4,2,0,2,1,22,6,10,2,1,2,1,3,3,5,0,0,6,11,0,2,4,10,1,2,2,683
199,DARSAWAN,405,364,0,769,241,232,0,473,470,0,11,317,64,3,1,0,0,0,0,0,3,0,1,2,5,8,5,5,8,5,1,1,4,3,1,0,3,6,3,1,2,8,1,0,1,473
200,TIWARIPUR,500,420,0,920,241,205,0,446,440,0,15,259,113,1,3,0,0,0,0,1,2,0,0,0,2,3,6,5,2,1,0,0,2,4,0,1,2,9,2,1,0,6,3,2,1,446
201,FATEHABAD,467,426,0,893,227,207,0,434,414,0,52,164,149,4,4,3,0,0,1,0,0,0,2,1,8,5,4,0,2,3,2,1,4,1,0,1,3,6,2,4,1,2,2,1,2,434
202,BHATNOSA,589,547,0,1136,327,288,0,615,613,0,43,327,142,6,4,2,1,8,0,2,3,2,6,5,12,13,5,3,2,1,1,2,6,3,2,0,3,2,1,1,1,4,0,1,1,615
203,"TIKRIYA TALUKE BARADEEH",344,321,0,665,134,189,0,323,321,0,10,165,118,0,1,0,0,0,0,0,2,0,1,3,7,1,2,0,1,0,0,1,0,0,0,0,0,5,0,1,0,2,0,2,1,323
204,"PARSHURAMPUR THEKHAI",383,338,0,721,214,211,0,425,425,0,20,291,76,5,0,0,2,0,0,3,0,0,1,0,5,5,0,6,0,0,0,1,1,0,1,0,4,1,1,0,0,1,0,0,1,425
205,"HARPUR HALLA",662,585,0,1247,327,309,0,636,633,0,56,386,138,4,2,0,1,3,1,0,1,0,1,3,14,2,2,2,1,0,0,2,1,1,3,0,0,7,0,1,0,1,2,0,1,636
206,PARI,457,403,0,860,250,234,0,484,42,0,28,214,171,6,2,1,1,1,0,0,1,0,1,3,21,2,2,1,1,0,1,0,2,0,3,0,1,6,1,5,1,4,2,1,1,484
207,PARI,544,435,0,979,244,201,0,445,442,0,60,222,106,1,3,2,3,5,1,1,0,0,2,0,13,8,2,0,1,1,0,1,2,0,0,1,0,2,1,1,2,3,1,0,0,445
208,PARI,459,440,0,899,241,265,0,506,200,0,8,308,102,3,0,2,1,0,0,0,0,0,0,1,5,2,10,8,3,1,1,5,4,2,4,0,1,11,4,1,3,13,0,2,1,506
209,PARI,531,453,0,984,290,241,0,531,531,0,13,295,180,2,3,2,2,0,0,1,0,1,0,0,4,2,6,1,1,2,0,0,1,2,0,1,0,7,0,2,0,1,0,1,1,531
210,PARI,365,307,0,672,203,156,0,359,340,0,8,198,105,2,2,0,2,0,1,0,0,1,0,1,8,1,1,1,3,1,0,0,1,2,3,1,4,6,1,1,1,3,1,0,0,359
211,"KHAIRAHNI PAHADGARH",257,234,0,491,155,137,0,292,292,0,36,180,54,4,0,0,0,0,0,2,0,0,2,0,1,1,0,0,1,0,0,0,0,2,1,0,1,3,0,2,0,2,0,0,0,292
212,ALIGANJ,380,350,0,730,214,167,0,381,375,0,40,220,67,4,0,0,0,0,0,0,1,1,1,0,8,3,0,4,3,1,0,3,2,0,1,0,3,7,0,3,0,8,0,1,0,381
213,"KHAIRAHNI PAHADGARH",457,420,0,877,248,224,0,472,465,0,66,183,177,3,2,0,0,0,0,0,1,1,1,2,2,4,2,0,0,0,1,2,3,1,0,2,5,6,0,0,1,6,0,1,0,472
214,"KHAIRAHNI PAHADGARH",677,558,0,1235,304,255,0,559,559,0,26,314,165,4,2,0,1,1,1,2,0,0,2,0,17,2,3,0,1,0,0,0,1,2,1,0,1,8,1,0,0,3,0,1,0,559
215,KEWALPUR,271,227,0,498,175,171,0,346,345,0,65,130,83,6,2,1,0,1,0,1,1,0,1,1,34,3,2,3,0,0,0,0,1,0,2,1,0,4,1,0,2,0,0,0,1,346
216,"BHAGWANPUR BADAIYA",219,208,0,427,136,150,0,286,284,0,38,119,67,2,2,0,3,3,2,1,0,1,0,1,20,3,2,2,0,0,2,0,2,0,0,1,2,2,0,0,3,6,0,0,2,286
217,"SAHRI ANSHIK",665,583,0,1248,391,332,0,723,716,0,32,457,142,2,2,2,2,0,0,1,0,0,0,1,50,4,3,2,1,0,1,0,1,1,0,1,1,11,0,0,2,3,1,0,0,723
218,"SAHRI ANSHIK",757,639,0,1396,353,295,0,648,639,0,24,304,241,2,1,0,1,1,0,0,3,0,1,2,35,7,4,2,2,2,0,0,3,1,1,0,2,4,0,0,0,4,0,0,1,648
219,"GODWA HASANPUR",429,380,0,809,209,200,0,409,409,0,45,130,139,6,3,0,9,3,0,1,2,0,1,2,24,2,3,2,2,1,3,1,5,1,1,1,0,8,2,4,1,4,0,0,3,409
220,GHURHAT,438,417,0,855,205,196,0,401,397,0,12,231,103,2,1,2,0,0,0,2,1,0,0,0,11,3,4,2,0,1,1,2,3,1,4,0,2,6,1,3,0,2,0,1,0,401
221,CHAKNEKNAMPUR,217,190,0,407,120,121,0,241,232,0,3,125,98,0,0,1,0,0,0,2,1,0,1,0,1,3,0,2,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,241
