"Polling Station",,"Total No of Electors",,,,"Voters Turnout",,,,,,"Candidate ID and Name",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Part No","Part Name",Male,Female,Other,"Total No. of electors",Male,Female,Other,Total,"No of voters identifying using EPIC","Tendered Voter","1 - DHARMENDRA PRATAP SINGH","2 - RAHUL GANDHI","3 - SMRITI ZUBIN IRANI","4 - GOPAL SWAROOP GANDHI","5 - CHHAYA SINGH","6 - ZAHIDA BEGAM","7 - BABU LAL","8 - C L MAURYA","9 - RAVI KUMAR","10 - RADHE MOHAN","11 - RAM ASREY","12 - RAM NEWAJ","13 - RAMSIDDH YADAV","14 - VASDEO","15 - DR. KUMAR VISHVAS","16 - VEDPAL SHASATRI","17 - MOHD HASAN LAHRI","18 - UMAKANT","19 - GIRIJA BAKS","20 - GANGESH KUMAR GUPTA","21 - JAGAT SINGH CHAUDHARY","22 - JITENDRA SINGH","23 - TULSIRAM","24 - DWARIKA PRASAD","25 - NARESH SINGH BHADAURIYA","26 - BHAGWAN DEEN","27 - MITHILESH KUMARI","28 - RAMESH CHANDRA","29 - RAM SAJIWAN","30 - LAL BAHADUR","31 - SHIV KUMAR","32 - SWAMINATH","33 - SONAM KINNAR","34 - SANJAY KUMAR","35 - None of the Above","Total Votes Secured"
222,"MAMUNI ANSHIK",650,542,0,1192,329,217,0,546,546,0,22,131,323,8,3,1,1,2,3,3,2,2,4,0,14,9,1,1,0,2,2,0,1,0,1,0,0,2,2,1,1,0,3,1,0,546
223,"MAMUNI ANSHIK",662,594,0,1256,311,295,0,606,605,0,20,192,327,3,3,0,7,0,0,2,0,2,4,2,9,6,4,0,3,5,0,2,5,0,1,1,1,1,1,1,2,2,0,0,0,606
224,"MAMUNI ANSHIK",653,557,0,1210,316,326,0,642,631,0,34,176,337,8,3,2,6,4,0,3,1,3,0,2,8,3,2,4,3,1,0,2,4,5,3,2,2,8,0,3,2,8,0,1,2,642
225,"BISAIYA ANSHIK",634,553,0,1187,307,269,0,576,576,0,11,228,227,4,5,1,0,2,0,0,3,0,0,1,17,3,6,1,2,1,4,6,8,3,3,1,3,18,3,4,2,5,0,1,3,576
226,"BISAIYA ANSHIK",420,392,0,812,213,207,0,420,348,0,11,228,86,4,2,0,3,1,0,0,1,0,0,2,9,20,0,17,3,1,0,0,2,4,0,0,1,8,2,2,1,9,2,0,1,420
227,SONBARSA,427,389,0,816,258,220,0,478,478,0,3,122,279,4,5,0,0,2,3,0,1,1,1,3,34,3,0,0,0,0,0,3,1,0,1,0,1,2,1,1,0,4,0,0,3,478
228,KAREMUWA,500,456,0,956,236,234,0,470,459,0,9,269,157,2,0,0,0,0,0,0,0,0,0,1,8,2,0,6,5,0,0,1,1,1,1,0,0,2,0,0,0,3,0,1,1,470
229,REWLI,768,638,0,1406,354,354,0,708,708,0,28,424,207,6,3,3,0,1,1,1,0,0,1,2,9,3,2,2,0,0,0,1,1,1,0,0,0,5,0,1,0,2,1,0,3,708
230,REWLI,201,180,0,381,114,101,0,215,210,0,9,149,33,1,0,0,1,1,0,1,2,0,1,2,1,1,3,3,0,0,1,0,0,1,0,0,0,2,0,0,1,2,0,0,0,215
231,BAHADURPUR,507,454,0,961,307,273,0,580,580,0,47,338,106,3,6,0,2,2,0,4,0,0,1,1,37,7,2,1,0,1,0,0,2,1,2,0,0,7,1,1,1,4,0,1,2,580
232,ATARTHARIYA,678,633,0,1311,372,374,0,746,746,0,26,465,188,1,1,3,1,2,1,1,3,2,1,1,10,4,5,1,2,1,0,2,3,0,2,0,2,5,2,1,2,4,0,0,4,746
233,MATKA,670,611,0,1281,370,313,0,683,364,0,76,194,333,5,2,0,8,3,1,3,2,0,3,2,14,5,4,1,1,0,1,0,3,2,1,2,1,4,4,3,1,3,0,0,1,683
234,MATKA,239,217,0,456,135,151,0,286,261,0,48,84,128,1,3,1,5,1,1,1,0,0,0,0,2,0,2,1,0,0,0,0,0,0,0,1,0,4,0,0,0,1,0,0,2,286
235,BAGHA,562,508,0,1070,306,361,0,667,366,0,57,420,117,2,2,0,1,1,1,0,1,1,1,2,9,2,11,3,1,0,0,2,1,4,1,3,1,9,0,3,4,3,0,0,4,667
236,BAGHA,499,413,0,912,264,251,0,515,515,0,29,346,73,1,4,1,0,0,1,3,0,0,1,1,4,4,1,4,0,2,0,1,5,0,2,1,5,10,1,0,3,6,2,0,4,515
237,KHATIYARA,528,521,0,1049,277,269,0,546,331,0,30,231,242,1,1,0,2,0,0,1,0,0,0,1,11,4,1,1,1,2,1,0,0,1,1,0,0,3,2,1,3,5,0,0,0,546
238,UMARI,808,711,0,1519,495,362,0,857,816,0,29,583,193,1,2,0,1,2,0,0,0,0,1,1,9,1,3,2,0,1,1,1,0,0,1,2,1,6,1,5,1,5,1,0,3,857
239,"MURTJANAGAR URF MUDWALIYA",493,412,0,905,268,201,0,469,468,0,26,157,206,5,4,1,0,1,0,2,0,2,3,1,5,0,4,2,1,1,1,3,4,1,2,4,7,9,2,3,1,8,1,0,2,469
240,"MURTJANAGAR URF MUDWALIYA",398,366,0,764,251,233,0,484,482,0,69,163,168,2,0,1,1,3,0,3,0,2,0,2,3,8,4,2,1,0,0,3,7,3,1,4,3,14,3,3,1,5,3,1,1,484
241,KATEH,588,505,0,1093,334,295,0,629,629,0,83,365,112,5,1,0,5,0,0,0,0,0,1,2,41,1,2,2,0,0,0,0,3,0,1,0,0,1,0,0,0,3,0,1,0,629
242,KATEH,463,407,0,870,263,210,0,473,462,0,56,248,122,2,1,0,3,3,2,0,1,3,0,0,15,3,1,1,0,1,1,2,1,0,0,0,1,3,0,1,0,0,1,0,1,473
243,"KHAMHARIYA PURE KUSHAL",803,669,1,1473,511,424,0,935,926,0,24,602,205,5,5,0,1,2,1,4,0,0,3,1,23,2,4,3,1,1,1,0,4,1,1,1,0,15,4,5,7,4,2,0,3,935
244,SALON,456,424,0,880,192,226,0,418,418,0,18,326,34,0,0,0,0,2,1,1,0,0,2,2,15,1,2,2,0,0,0,1,2,0,0,0,2,3,1,0,0,0,1,1,1,418
245,SALON,384,347,0,731,185,178,0,363,313,0,1,283,50,0,0,0,0,0,0,0,0,0,0,0,11,0,7,0,2,0,0,0,2,0,0,0,0,0,1,0,0,2,0,4,0,363
246,SALON,552,494,0,1046,253,241,0,494,430,0,4,422,48,1,2,1,0,1,0,0,0,0,0,0,9,1,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,494
247,SALON,503,465,0,968,274,260,0,534,480,0,26,235,249,5,3,0,0,1,1,1,0,0,2,0,6,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,534
248,SALON,339,285,0,624,231,164,0,395,369,0,2,129,242,1,0,0,0,0,0,0,0,0,0,1,6,1,2,1,0,0,0,1,1,0,0,0,0,3,1,1,0,1,1,0,1,395
249,SALON,542,506,0,1048,294,251,0,545,490,0,1,278,244,0,1,0,0,0,0,0,0,0,0,0,10,0,4,0,0,0,0,0,0,2,0,0,0,0,0,1,0,1,1,0,2,545
250,SALON,548,476,0,1024,292,250,0,542,500,0,1,358,129,1,0,1,0,1,1,1,1,0,1,0,9,2,4,11,4,0,0,2,0,2,0,0,2,2,0,1,2,2,2,1,1,542
251,SALON,774,687,0,1461,408,343,0,751,749,0,10,542,165,3,0,0,1,0,1,1,0,1,0,0,14,0,2,2,0,0,0,0,1,1,0,0,1,1,0,1,0,1,0,1,2,751
252,SALON,219,217,0,436,119,119,0,238,238,0,3,197,16,0,0,0,0,0,0,0,0,0,0,0,9,2,3,0,0,0,0,1,0,0,0,1,0,0,0,4,0,0,0,1,1,238
253,SALON,736,598,0,1334,356,321,0,677,673,0,5,572,74,1,2,1,0,0,1,1,1,1,0,0,7,2,0,0,1,0,0,0,0,0,0,0,0,4,1,1,0,0,0,0,2,677
254,SALON,727,578,0,1305,388,305,0,693,520,0,11,471,157,2,4,0,0,1,0,2,1,0,1,1,11,0,7,2,1,2,1,0,4,1,1,0,1,2,0,1,1,4,2,1,0,693
255,SALON,441,351,0,792,183,140,0,323,266,0,4,121,166,2,2,1,0,0,0,0,1,1,1,0,6,2,0,0,0,0,0,0,1,2,2,0,3,2,0,2,0,1,0,2,1,323
256,SALON,677,563,0,1240,321,320,0,641,611,0,22,146,380,10,6,1,0,2,0,3,2,0,1,0,3,1,5,5,3,0,3,1,6,3,6,1,0,6,1,4,2,7,0,1,10,641
257,SALON,675,594,0,1269,432,322,0,754,725,0,72,336,237,2,7,0,0,1,3,4,1,2,5,1,9,8,11,2,3,0,0,5,11,3,2,2,2,5,1,5,2,9,0,0,3,754
258,SALON,406,311,0,717,225,156,0,381,365,0,5,169,179,2,1,0,0,0,0,0,1,0,0,1,3,1,0,0,0,0,0,1,1,1,0,1,1,4,4,1,0,4,0,0,1,381
259,SALON,708,532,0,1240,347,284,0,631,604,0,9,244,297,3,8,1,1,3,2,2,1,1,2,3,5,0,2,0,1,2,3,4,11,1,1,0,4,7,2,4,2,2,1,1,1,631
260,KAHUWA,438,414,0,852,210,216,0,426,58,0,2,239,102,4,2,1,0,0,1,1,0,0,0,2,31,5,7,1,1,0,0,1,3,2,1,0,2,10,2,0,3,2,1,0,0,426
261,KAHUWA,490,407,0,897,242,215,0,457,79,0,8,178,175,8,3,2,0,1,3,0,3,1,1,5,15,14,1,3,2,1,0,0,7,3,0,4,1,4,3,1,2,5,1,1,1,457
262,"KEWLI MAHIMA",717,609,0,1326,392,381,0,773,773,0,74,384,232,0,3,0,0,3,1,2,1,3,4,1,5,3,3,4,0,1,1,4,9,5,0,3,4,8,1,1,4,5,1,1,2,773
263,"KEWALI MAHIMA",177,176,0,353,70,78,0,148,145,0,32,39,60,1,1,0,1,2,0,0,0,0,0,0,0,0,2,2,2,0,0,0,1,1,0,1,0,3,0,0,0,0,0,0,0,148
264,BEWALI,855,707,0,1562,418,442,0,860,859,0,11,678,136,1,2,3,0,1,0,1,1,0,2,1,6,6,1,1,0,0,0,0,4,1,0,0,0,2,1,0,0,0,1,0,0,860
265,BHAWANIPUR,695,664,0,1359,438,447,0,885,852,0,32,289,493,13,8,1,1,1,0,2,1,1,2,1,11,5,2,2,1,1,0,1,2,2,1,0,1,5,0,2,1,1,1,0,1,885
266,LALAPUR,545,477,0,1022,304,327,0,631,600,0,42,95,422,5,11,1,0,3,1,4,1,1,3,3,2,5,1,0,1,0,0,2,3,3,1,0,1,7,2,3,1,3,1,0,3,631
267,BEWALI,545,427,0,972,269,238,0,507,490,0,49,172,231,7,3,1,0,0,0,3,0,0,1,1,4,2,0,0,0,1,1,6,9,3,0,1,1,5,0,1,1,4,0,0,0,507
268,BEWALI,464,408,0,872,223,209,0,432,430,0,28,215,146,0,4,0,0,0,0,1,1,0,0,2,7,4,5,2,5,2,0,1,3,2,0,0,0,3,0,0,1,0,0,0,0,432
269,ASHIKABAD,664,551,0,1215,340,361,0,701,561,0,10,290,343,3,5,1,1,0,0,3,1,3,3,5,5,4,1,4,3,2,1,1,3,0,0,0,1,2,1,0,0,0,0,2,3,701
270,ASHIKABAD,293,253,0,546,177,149,0,326,325,0,34,100,159,1,2,1,2,0,0,0,1,0,0,0,3,0,3,0,1,0,0,2,2,2,1,0,2,6,1,1,1,1,0,0,0,326
271,RUNIPUR,288,245,0,533,165,140,0,305,277,0,20,128,121,3,5,2,1,1,0,1,0,1,3,1,4,2,0,5,0,0,0,0,0,0,0,0,1,0,2,1,1,1,0,1,0,305
272,"SAMSPUR KHALSA",524,441,0,965,268,227,0,495,495,0,23,256,146,4,5,0,0,4,0,2,1,3,1,4,8,8,4,3,0,0,0,1,3,3,1,3,2,3,1,2,0,3,0,0,1,495
273,PAKSRAWAN,600,520,0,1120,321,316,0,637,629,0,41,348,150,6,1,2,4,0,2,3,4,1,3,4,18,3,2,2,3,0,1,2,6,2,0,1,3,7,1,3,3,6,3,0,2,637
274,PAKSRAWAN,587,512,0,1099,250,278,0,528,521,0,1,377,99,5,2,2,0,0,0,0,0,0,0,0,34,0,1,1,0,0,0,1,0,1,0,0,1,3,0,0,0,0,0,0,0,528
275,PAKSRAWAN,376,347,0,723,176,203,0,379,379,0,109,59,170,2,1,0,0,0,0,0,0,0,0,0,1,5,4,1,2,4,1,1,4,0,1,0,4,5,0,1,2,2,0,0,0,379
276,AUTAHIYA,307,285,0,592,205,178,0,383,360,0,20,55,249,4,3,3,0,0,0,2,2,1,2,3,5,6,1,0,6,0,0,0,1,5,2,0,0,2,0,2,1,3,3,0,2,383
277,KHAWAJAPUR,630,503,0,1133,268,288,0,556,556,0,2,390,82,3,2,1,1,1,2,3,2,1,1,1,3,8,2,7,2,1,0,3,9,5,2,2,1,7,3,1,1,4,0,2,1,556
278,KHAWAJAPUR,300,295,0,595,101,183,0,284,272,0,21,42,189,3,1,0,0,0,0,1,1,0,1,0,1,1,2,1,2,1,0,0,4,1,0,1,0,2,0,4,2,2,1,0,0,284
279,DUBHAN,628,540,0,1168,313,250,0,563,481,0,10,150,326,7,10,4,0,0,0,4,4,0,0,1,2,1,1,4,4,0,1,1,6,1,2,2,3,5,1,1,2,3,0,2,5,563
280,DUBHAN,512,422,0,934,298,257,0,555,494,0,58,221,233,2,1,2,0,3,0,1,1,1,3,2,1,3,4,1,2,0,1,0,0,1,0,0,2,3,1,1,0,6,1,0,0,555
281,DUBHAN,382,338,0,720,207,196,0,403,402,0,23,160,161,3,1,3,1,3,1,1,2,0,0,1,21,0,2,0,0,1,0,0,1,2,1,3,2,3,1,3,0,3,0,0,0,403
282,"RAJAPUR CHAKBIBI",639,578,0,1217,432,295,0,727,683,0,8,190,446,4,9,3,2,2,0,2,1,0,2,1,8,3,3,2,2,3,0,2,7,2,3,1,1,8,1,1,0,5,0,1,4,727
283,MOHAMDABAD,626,563,0,1189,365,310,0,675,331,0,14,208,399,2,4,0,1,1,0,2,0,2,0,0,5,5,5,0,3,0,2,1,5,1,3,0,0,2,0,2,2,3,0,1,2,675
284,PALHIPUR,740,630,0,1370,342,349,0,691,602,0,42,200,311,7,4,2,0,1,0,2,4,0,3,0,16,9,9,2,4,3,0,2,12,7,0,0,6,19,2,1,4,10,1,2,6,691
285,MOHANGANJ,575,496,0,1071,276,267,0,543,543,0,40,258,186,3,3,0,1,0,1,2,2,0,1,4,8,12,4,1,0,0,0,1,2,0,1,0,3,2,1,1,0,1,0,2,3,543
286,MOHANGANJ,554,561,0,1115,263,253,0,516,481,0,24,273,167,3,3,3,1,4,1,1,1,1,1,2,4,4,3,1,0,2,2,0,2,2,0,0,2,5,0,0,2,2,0,0,0,516
287,"ATAGANJ USARI",812,713,1,1526,435,444,0,879,148,0,73,358,350,5,4,2,1,3,1,0,1,2,1,2,13,9,3,1,3,3,0,0,10,0,4,1,4,10,1,5,2,3,2,0,2,879
288,PRITHAVIPUR,479,449,0,928,216,271,0,487,487,0,25,188,194,8,2,0,1,3,0,2,3,0,3,3,9,9,2,3,4,1,1,1,1,1,0,1,1,5,2,7,0,4,2,0,1,487
289,AUNANIS,374,358,0,732,188,199,0,387,297,0,3,45,286,4,5,0,0,0,1,1,0,0,2,0,8,1,1,3,1,2,2,1,3,3,2,1,1,2,1,1,0,1,1,2,3,387
290,"SANDA SAIDAN",638,622,0,1260,286,290,0,576,543,0,21,362,117,7,5,1,3,2,2,4,3,0,2,1,18,3,2,2,1,4,0,0,5,2,0,1,0,1,2,0,2,2,1,0,0,576
291,"SANDA SAIDAN",496,452,0,948,252,270,0,522,522,0,13,118,314,3,7,0,0,1,3,1,3,1,1,1,3,5,3,1,1,1,0,2,3,2,1,1,4,6,4,2,1,5,3,1,7,522
292,MAKHDUMPUR,603,510,0,1113,344,282,0,626,622,0,15,179,363,6,6,1,1,1,5,3,1,3,4,3,15,1,1,1,0,0,0,2,1,2,0,0,0,3,1,3,2,1,0,0,2,626
293,"JIJWALIYA URF BIJWALIYA",826,704,0,1530,393,362,0,755,730,0,60,239,354,5,4,1,1,0,0,1,2,1,6,4,4,5,11,4,1,2,0,3,6,4,3,0,3,13,3,2,1,7,1,0,4,755
294,KESHAWPUR,460,425,0,885,304,272,0,576,517,0,6,182,323,9,4,1,0,0,1,1,4,2,0,2,12,3,4,1,1,0,0,1,3,1,0,0,1,5,1,2,0,4,1,0,1,576
295,"PIRANAGAR MOHDDINPUR",599,564,0,1163,335,332,0,667,667,0,17,290,284,2,4,2,1,0,0,0,0,0,9,2,15,5,3,0,1,1,2,3,3,0,0,0,1,4,4,5,5,2,0,1,1,667
296,BARWALIYA,711,626,0,1337,336,373,0,709,709,0,60,343,257,5,2,1,1,2,0,0,2,0,1,1,9,5,0,1,0,2,0,0,1,1,0,0,2,7,1,1,1,3,0,0,0,709
297,RAMIPUR,686,619,0,1305,369,417,0,786,786,0,134,139,374,4,5,1,1,3,2,2,0,4,3,5,13,8,7,4,4,3,1,5,10,3,1,1,2,13,3,11,4,7,4,0,5,786
298,"MADHAWPUR NINAIYA",579,510,0,1089,285,328,0,613,595,0,55,154,291,8,9,1,2,2,1,2,2,1,1,2,27,13,3,2,2,0,0,2,2,0,3,1,2,4,1,6,3,8,0,1,2,613
299,SIRSIRA,665,568,0,1233,301,293,0,594,594,0,17,349,125,4,1,2,1,3,2,2,2,1,12,1,10,8,4,3,0,3,1,1,7,2,2,2,5,7,2,3,5,4,1,0,2,594
300,SIRSIRA,744,605,0,1349,414,350,0,764,761,0,25,360,324,2,5,3,3,2,2,0,3,2,3,2,3,4,5,1,1,0,0,1,3,2,1,0,1,3,0,2,0,0,0,0,1,764
301,RAGGHUPUR,494,427,0,921,296,286,0,582,582,0,53,205,266,5,2,1,2,1,1,0,1,1,1,2,5,5,1,0,3,1,2,0,4,2,0,3,1,6,0,3,1,2,1,0,1,582
302,"KEWLPUR MAPHI",271,256,0,527,153,181,0,334,332,0,10,102,179,0,5,0,1,0,0,1,0,2,0,1,1,3,6,2,1,1,1,0,4,3,0,1,1,2,0,1,0,4,1,0,1,334
303,KALUJALALPUR,529,477,0,1006,303,254,0,557,557,0,49,313,117,0,1,0,0,2,2,1,1,0,0,1,2,3,3,11,2,1,0,0,7,4,0,0,5,13,1,1,1,13,2,0,1,557
304,"JOTBHADI URF AIRIDIH",225,197,0,422,135,119,0,254,254,0,30,77,126,3,0,0,1,0,0,1,0,0,2,0,9,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,254
305,"MADHAWPUR PATHAK",311,272,0,583,174,188,0,362,361,0,46,93,173,6,6,0,0,4,0,3,3,1,0,0,4,0,6,1,0,1,0,0,2,1,0,0,0,6,0,1,1,4,0,0,0,362
306,"RAMPUR KASIHA",321,309,0,630,164,175,0,339,337,0,7,90,216,1,1,0,0,1,0,1,0,0,2,0,3,1,2,1,0,1,1,0,2,0,0,0,1,1,2,2,0,3,0,0,0,339
307,"GARHI ISLAMNAGAR",537,474,0,1011,271,301,0,572,571,0,42,196,204,3,3,0,1,1,1,2,2,1,36,2,10,8,8,2,1,1,0,2,5,2,4,1,3,8,4,5,2,9,1,1,1,572
308,"GARHI ISLAMNAGAR",417,370,0,787,214,231,0,445,445,0,41,323,51,1,1,1,0,0,1,0,0,0,0,3,6,1,1,2,1,0,0,0,0,0,0,1,2,2,0,0,1,5,0,1,0,445
309,KANHPUR,199,166,0,365,103,77,0,180,180,0,5,91,68,2,1,1,0,1,0,0,1,0,0,0,8,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,180
310,KANHPUR,671,608,0,1279,331,339,0,670,670,0,49,274,229,5,7,0,1,4,2,1,1,0,1,3,46,4,3,3,0,3,1,1,2,2,1,0,3,8,4,2,5,3,2,0,0,670
311,KAMALUDDINPUR,512,459,0,971,290,276,0,566,566,0,17,197,306,11,1,0,1,2,0,0,0,1,3,1,5,4,1,0,2,1,0,0,4,2,0,0,0,3,1,1,0,1,0,0,1,566
312,BAIRAMPUR,398,327,0,725,163,162,0,325,128,0,12,192,81,4,1,0,2,1,0,1,0,0,1,3,9,1,0,0,0,0,1,0,1,1,1,2,1,4,0,1,0,5,0,0,0,325
313,BAIRAMPUR,607,518,0,1125,332,304,0,636,636,0,27,309,157,5,7,1,1,5,0,1,2,2,10,3,27,3,10,5,4,1,0,0,6,7,2,1,5,5,3,6,3,7,4,1,6,636
314,GHURANPUR,272,229,0,501,156,168,0,324,323,0,26,159,109,1,0,0,0,0,0,1,1,0,0,1,10,0,0,1,0,1,0,0,2,1,0,0,0,5,0,0,1,3,1,1,0,324
315,LAHUREPUR,479,398,0,877,244,236,0,480,464,0,40,130,253,1,3,2,0,0,3,1,3,0,1,0,4,4,2,6,7,0,3,2,0,1,1,0,1,3,2,0,0,5,1,1,0,480
316,"KAJIPUR GOSAI",166,133,0,299,109,91,0,200,169,0,10,84,77,2,3,0,2,1,0,0,1,0,0,1,3,0,2,0,1,0,1,0,1,1,0,0,1,1,0,2,0,0,1,3,2,200
317,"GOPALPUR ANANTPUR",392,367,0,759,206,221,0,427,427,0,14,119,192,7,6,1,0,0,2,1,2,2,3,2,6,7,2,5,1,1,0,2,5,11,2,2,1,7,6,6,3,7,0,0,2,427
318,NUROODDINPUR,700,585,0,1285,379,340,0,719,399,0,33,250,260,4,10,2,1,3,0,2,2,3,4,4,5,13,4,2,0,3,0,0,5,74,2,1,9,5,1,5,3,7,1,1,0,719
319,NUROODDINPUR,698,593,0,1291,307,314,0,621,619,0,58,258,170,3,5,1,1,4,4,4,0,2,0,1,6,7,6,2,1,1,1,2,6,51,2,2,1,8,0,1,1,8,1,1,2,621
320,LAKHANPUR,121,90,0,211,70,71,0,141,141,0,92,29,8,0,1,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1,0,1,0,0,1,0,0,1,1,0,0,141
321,JAUDAHA,365,304,0,669,190,177,0,367,357,0,94,125,113,8,5,4,0,0,0,1,0,1,0,1,2,2,3,0,0,0,0,2,0,0,0,0,0,2,0,0,1,0,2,1,0,367
322,JAUDAHA,644,578,0,1222,339,333,0,672,662,0,57,208,352,11,5,0,2,1,1,5,0,0,2,1,4,4,0,1,0,0,0,2,3,2,1,0,1,3,1,2,2,1,0,0,0,672
323,PIYAREPUR,810,713,0,1523,493,415,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
