"Polling Station",,"Total No of Electors",,,,"Voters Turnout",,,,,,"Candidate ID and Name",,,,,,,,,,,,,,,,,,
"Part No","Part Name",Male,Female,Other,"Total No. of electors",Male,Female,Other,Total,"No of voters identifying using EPIC","Tendered Voter","1 - JAGDAMBIKA PAL","2 - MATA PRASAD PANDEY","3 - MUHAMMAD MUQEEM","4 - VASUNDHARA","5 - HAMIDULLAH CHAUDHARY","6 - DR. MOHD. AYUB","7 - ARJUN SINGH","8 - PINGLE PRASAD","9 - BADRE ALAM","10 - MANOJ KUMAR","11 - RAVI KUMAR","12 - DR. SATYENDRA  NATH PANDEY","13 - SANTRAM","14 - KALI RAM","15 - DIWAKAR PRASAD","16 - MUKESH NARAYAN SHUKLA URF GYANESH NARAYAN SHUKLA","17 - RAM UGRAH","18 - None of the Above","Total Votes Secured"
382,CHURIHARI,586,460,0,1046,328,279,0,607,605,0,320,13,176,33,9,21,1,3,2,1,0,9,5,3,1,8,0,2,607
383,MAHULANI,537,405,0,942,308,217,0,525,522,0,285,106,70,22,5,1,0,6,3,0,0,2,2,4,2,10,4,3,525
384,MAHULANI,462,377,0,839,280,206,0,486,483,0,245,29,168,13,0,0,1,2,1,0,3,7,2,1,2,5,4,3,486
385,"MARVATIYA MAFI",453,389,0,842,251,235,0,486,486,0,269,29,110,46,5,4,1,4,0,1,0,4,2,1,3,4,3,0,486
386,MADHAVAPUR,350,311,0,661,243,208,0,451,451,0,279,32,69,49,2,3,1,1,0,0,1,2,3,1,0,6,2,0,451
387,KATKI,392,375,0,767,210,217,0,427,424,0,157,4,186,37,3,0,5,5,1,0,0,2,0,2,7,7,8,3,427
388,MADANPUR,672,523,0,1195,331,287,0,618,617,0,324,49,86,77,5,16,2,4,2,2,4,9,2,5,3,13,14,1,618
389,MADANPUR,630,514,0,1144,362,272,0,634,630,0,277,132,137,41,6,2,2,6,3,0,1,5,0,1,5,8,4,4,634
390,BHITIA,591,555,0,1146,344,350,0,694,683,0,290,219,121,15,1,1,6,1,1,1,1,6,1,2,6,4,7,11,694
391,KUDIA,464,423,0,887,275,274,0,549,549,0,111,59,240,34,0,69,1,2,2,3,0,6,4,3,1,11,3,0,549
392,KHUTVA,418,364,1,783,217,223,0,440,435,0,188,19,104,49,2,43,3,0,1,0,0,6,2,3,1,8,6,5,440
393,CHANRAIYA,254,178,0,432,110,100,0,210,210,0,90,10,33,60,0,0,4,0,2,0,1,1,4,0,1,0,4,0,210
394,BASAVANPUR,266,203,0,469,161,129,0,290,290,0,157,21,72,17,1,0,1,3,0,0,1,4,1,1,1,10,0,0,290
395,NAGVA,465,388,1,854,130,152,0,282,280,0,31,46,13,37,3,143,1,1,0,0,2,0,1,1,0,0,1,2,282
396,NAGVA,466,374,0,840,156,198,0,354,353,0,49,32,129,30,1,103,1,1,0,0,0,0,2,1,1,1,2,1,354
397,"KARCHULIYA GRANT",634,500,0,1134,252,268,0,520,515,0,63,53,172,61,6,121,4,2,0,1,1,5,2,5,5,10,4,5,520
398,FULVARIYA,493,373,0,866,242,236,0,478,476,0,39,45,303,29,8,26,2,5,2,0,0,2,4,8,1,1,1,2,478
399,GAURA,275,228,0,503,141,131,0,272,269,0,75,14,101,12,1,47,2,1,0,1,2,4,0,2,3,2,2,3,272
400,"PARSA BUJURG",513,437,2,952,294,247,0,541,540,0,252,125,62,33,5,46,0,2,1,1,0,2,1,2,1,2,5,1,541
401,UDVALIYA,368,293,0,661,211,164,0,375,373,0,188,43,82,29,1,3,3,7,0,1,1,1,1,1,1,6,5,2,375
402,"PARSA KHURD",416,374,0,790,232,229,0,461,460,0,329,23,54,17,4,4,0,1,3,1,0,7,2,2,2,9,2,1,461
403,"TETRI KHURD",453,426,0,879,222,260,0,482,479,0,219,100,63,72,1,7,1,1,1,0,0,6,0,2,1,2,3,3,482
404,"PARTI BAJAR",633,539,0,1172,342,307,0,649,648,0,193,104,199,68,4,57,3,0,4,2,1,2,1,2,2,2,4,1,649
405,"PARTI BAJAR",462,430,0,892,266,235,0,501,499,0,123,67,54,40,1,198,1,0,0,2,2,3,1,2,2,2,1,2,501
406,"PARTI BAJAR",312,263,0,575,145,112,0,257,257,0,159,11,46,7,0,21,0,1,0,1,0,3,1,0,0,5,2,0,257
407,SASNI,278,235,0,513,180,148,0,328,325,0,142,63,74,20,1,16,0,1,1,2,0,0,0,0,0,2,3,3,328
408,"HATHIVAD TAL",627,573,0,1200,390,365,0,755,752,0,87,112,443,33,5,2,4,6,6,6,4,11,6,3,5,18,1,3,755
409,AJGARA,427,350,0,777,240,205,0,445,444,0,67,76,213,56,3,3,1,6,1,2,1,5,1,3,1,4,1,1,445
410,TAALBAGHIYA,333,228,0,561,195,132,0,327,315,0,55,127,61,43,3,0,0,3,1,0,2,4,2,4,3,3,4,12,327
411,SEKHUI,461,380,0,841,260,226,0,486,485,0,162,118,81,85,2,2,0,2,2,2,0,5,3,3,4,12,2,1,486
412,SEKHUI,499,420,0,919,253,222,0,475,472,0,144,76,43,115,5,69,1,3,0,0,0,7,1,3,2,1,2,3,475
413,MADHURI,420,317,0,737,247,212,0,459,452,0,110,56,172,34,3,41,2,3,1,0,0,5,2,6,2,11,4,7,459
414,GHUGHLIYA,399,344,0,743,239,224,0,463,462,0,117,29,268,16,0,2,1,8,1,1,1,1,2,4,3,5,3,1,463
415,MOGLAHA,550,452,0,1002,330,308,0,638,625,0,239,54,185,74,5,15,1,2,1,2,8,7,2,6,2,14,8,13,638
416,MOGLAHA,471,416,0,887,305,253,0,558,556,0,353,28,114,34,0,1,2,2,1,1,0,3,1,0,1,9,6,2,558
417,"REHRA BAJAR",754,674,0,1428,447,350,0,797,789,0,524,106,86,43,2,11,0,5,1,1,1,4,2,0,0,0,3,8,797
418,"REHRA BAJAR",723,657,0,1380,395,372,0,767,763,0,438,87,74,43,1,92,2,2,5,1,0,4,2,5,2,3,2,4,767
419,GANGADHARPUR,487,414,0,901,255,200,0,455,453,0,190,22,100,103,5,13,2,3,1,0,3,3,0,3,2,2,1,2,455
420,MAHNI,685,584,0,1269,299,299,0,598,593,0,240,139,66,69,3,8,9,7,3,6,3,5,3,1,10,14,7,5,598
421,BARDAHA,631,550,0,1181,361,317,0,678,676,0,421,67,88,28,0,8,3,4,5,1,3,11,5,3,7,14,8,2,678
422,BARDAHA,787,630,0,1417,389,358,0,747,743,0,364,168,73,51,4,0,8,1,0,6,2,17,5,9,7,18,10,4,747
423,MAINKHAI,199,200,0,399,103,124,0,227,223,0,108,59,29,6,1,7,0,1,0,0,0,0,1,3,2,2,4,4,227
424,"SARAULI KOTHI",599,471,0,1070,278,226,0,504,500,0,182,36,185,36,6,13,7,6,5,1,0,6,6,0,1,5,5,4,504
425,"SARAULI KOTHI",599,478,0,1077,254,253,0,507,504,0,198,19,143,65,5,47,3,9,0,0,0,3,0,3,1,3,5,3,507
426,"USKA RAJA",713,647,0,1360,362,381,0,743,738,0,382,79,173,53,3,21,1,2,2,2,1,1,5,0,2,10,1,5,743
427,GANGADHARPUR,603,493,0,1096,337,262,0,599,594,0,330,41,124,56,3,11,6,2,2,0,0,6,0,4,3,1,5,5,599
428,USKI,264,228,0,492,136,181,0,317,316,0,104,22,167,15,1,0,0,1,1,0,0,1,0,1,0,1,2,1,317
429,KOLHUA,405,328,0,733,212,162,0,374,374,0,206,10,85,37,0,1,0,1,1,1,2,5,0,3,3,11,8,0,374
430,UTAPAR,300,244,1,545,155,142,0,297,292,0,92,41,92,33,0,9,1,5,0,2,0,2,0,6,1,3,5,5,297
431,SUGAHI,523,465,0,988,259,255,0,514,506,0,269,25,135,40,2,1,3,1,3,1,0,0,3,7,2,8,6,8,514
432,SEMRAHNA,777,615,0,1392,255,400,0,655,644,0,213,81,133,67,3,92,6,4,0,2,1,9,0,2,3,9,19,11,655
433,BHATHIA,790,668,0,1458,357,366,0,723,716,0,265,187,141,39,5,40,0,2,3,1,2,5,2,3,7,9,5,7,723
434,UTIYA,614,476,0,1090,283,252,0,535,533,0,246,55,43,48,3,76,2,3,3,7,3,14,5,2,6,14,3,2,535
435,UTIYA,724,608,0,1332,293,369,0,662,659,0,194,32,201,22,6,172,3,4,2,1,3,5,1,2,1,6,4,3,662
436,LAXANPUR,389,315,0,704,203,176,0,379,378,0,168,43,101,40,6,0,1,3,0,2,0,3,2,3,1,2,3,1,379
437,KARMA,577,461,0,1038,300,236,0,536,534,0,267,46,87,72,7,4,4,4,3,2,0,10,5,5,1,10,7,2,536
438,KARMA,424,377,0,801,197,179,0,376,372,0,96,27,121,97,8,0,2,6,2,1,0,5,2,1,2,0,2,4,376
439,TAALNATWA,487,366,0,853,263,231,0,494,487,0,88,48,34,258,17,7,1,0,1,3,2,9,1,3,1,11,3,7,494
440,TAALNATWA,395,332,0,727,190,168,0,358,357,0,82,41,51,142,4,6,1,4,1,1,0,3,2,5,1,10,3,1,358
