"Polling Station",,"Total No of Electors",,,,"Voters Turnout",,,,,,"Candidate ID and Name",,,,,,,,,,,,,,,,
"Part No","Part Name",Male,Female,Other,"Total No. of electors",Male,Female,Other,Total,"No of voters identifying using EPIC","Tendered Voter","1 - KAPIL MUNI KARWARIYA","2 - KESHAV PRASAD MAURYA","3 - MOHD. KAIF","4 - DHARAM RAJ SINGH PATEL","5 - GYANENDRA KUMAR SRIVASTAVA GYANI BHAI","6 - GANESHJI TRIPATHI","7 - DAKKHINI PRASAD KUSHWAHA","8 - NATHU RAM BOUDHA","9 - PARVEZ ASHFAQUE SIDDIQUI","10 - SHIMALA SHRI","11 - SURENDRA KUMAR MISHRA","12 - ZIAOUL HAQUE","13 - DR. NEERAJ","14 - MITHILESH KUMAR","15 - MILAN MUKERJEE","16 - None of the Above","Total Votes Secured"
288,"JUNIOR HIGH SCHOOL JAMUNIPUR PASCHIMI BHAG",718,481,0,1199,380,215,0,595,495,0,67,347,55,102,0,0,1,1,1,1,2,1,1,4,4,8,595
289,"PRATHMIK PATHSHALA JIRAT KAKRA",413,296,0,709,195,157,0,352,33,0,64,260,12,5,2,1,0,0,1,2,0,1,0,1,1,2,352
290,"PANCHAYAT BHAWAN KOTVA PURVI BHAG",867,599,0,1466,290,273,0,563,160,0,25,437,21,43,0,3,1,1,0,17,0,1,1,3,3,7,563
291,"PANCHAYAT BHAWAN KOTVA PASHCHIMI BHAG",728,483,0,1211,350,213,0,563,25,0,63,270,10,205,3,0,0,1,0,1,0,1,1,3,4,1,563
292,"JILA PARISHAD PRA0 PA0 KOTVA MADHYA BHAG DVITIYA",823,591,0,1414,384,225,0,609,606,0,131,227,24,200,4,0,0,1,1,3,0,0,4,2,5,7,609
293,"NAVNIRMIT SHANKUL BHAVAN KOTVA EAST BHAG",785,562,0,1347,394,256,0,650,598,0,83,368,16,163,3,0,1,3,1,4,4,1,0,1,1,1,650
294,"TILAK INTER COLLEGE KOTVA DAKSHINI KASHA",369,292,1,662,190,138,0,328,16,0,14,187,11,101,1,0,0,2,1,0,1,1,1,1,7,0,328
295,"TILAK INTER COLLEGE KOTVA MADHYA BHAG",687,529,1,1217,336,284,0,620,610,0,33,383,11,164,2,1,2,0,0,3,1,3,1,2,7,7,620
296,"PRATHMIK PATHSHALA BARAIPUR",691,551,0,1242,430,365,0,795,30,0,341,338,15,68,3,1,1,1,1,5,0,3,0,1,6,11,795
297,"JUNIOR HIGH SCHOOL LILAPUR KALA PURVI BHAG",763,573,1,1337,373,266,0,639,221,0,78,395,16,123,2,1,1,0,0,1,2,1,2,3,5,9,639
298,"JILA PARISHAD PRA0 PA0 LILAPUR KALA PASHCHIMI BHAG",575,448,0,1023,339,295,0,634,30,0,340,136,9,143,0,0,0,0,0,1,1,1,2,0,0,1,634
299,"JILA PARISHAD PRA0 PA0 LILAPUR KHURD NAYA BHAWAN",633,485,0,1118,355,271,0,626,622,0,102,386,9,102,1,3,0,1,1,0,0,7,3,2,3,6,626
300,"JILA PARISHAD PRA0 PA0 DHANAICHA ATARSUIYA MALKHANPUR NAYA BHAWAN",666,532,0,1198,338,265,0,603,278,0,82,436,8,51,2,1,1,1,1,0,1,2,0,2,8,7,603
301,"JILA PARISHAD PRA0 PA0 DHANAICHA ATARSUIYA MALKHANPUR MADHYA BHAG",270,199,0,469,150,112,0,262,257,0,0,139,1,112,2,1,0,0,1,1,0,0,0,1,1,3,262
302,"JILA PARISHAD PRA0 PA0 DHANAICHA ATARSUIYA MALKHANPUR PASHCHIMI BHAG",757,630,0,1387,445,379,0,824,500,0,286,390,15,74,0,1,3,3,1,1,1,5,0,1,18,25,824
303,"JILA PARISHAD PRA0 PA0 KATWARUPUR PURVI BHAG",895,701,0,1596,479,382,0,861,849,0,101,606,20,98,4,0,1,0,1,3,0,2,0,3,10,12,861
304,"JILA PARISHAD PRA0 PA0 KATWARUPUR PASHCHIMI BHAG",444,386,0,830,264,229,0,493,93,0,165,301,4,11,0,0,0,0,0,2,0,0,0,2,4,4,493
305,"JILA PARISHAD PRA0 PA0 KATWARUPUR DAKSHINI BHAG",498,416,0,914,298,243,0,541,10,0,159,213,2,150,1,0,0,3,2,0,0,1,2,2,5,1,541
306,"JILA PARISHAD PRA0 PA0 SUDANIPUR KALA UTTARI BHAG",754,601,0,1355,377,345,0,722,310,0,121,356,35,190,3,2,0,0,1,1,1,1,3,1,4,3,722
307,"JILA PARISHAD PRA0 PA0 SUDANIPUR KALA MADHYA BHAG",887,668,0,1555,531,364,0,895,716,0,129,643,15,70,2,4,1,1,1,3,1,2,3,5,9,6,895
308,"PRATHMIK PATHSHALA DEVKALI",729,531,0,1260,422,294,0,716,682,0,77,257,10,334,7,3,0,2,1,2,3,4,3,3,4,6,716
309,"PRATHMIK PATHSHALA JAITPUR",923,687,0,1610,529,423,0,952,150,0,179,389,54,287,4,2,2,0,1,2,2,3,5,2,13,7,952
310,"JUNIOR HIGH SCHOOL PURVI HANUMANGANJ PASHCHIMI BHAG",440,350,0,790,285,204,0,489,489,0,31,335,19,88,2,0,1,0,0,2,0,1,0,2,5,3,489
311,"JUNIOR HIGH SCHOOL PURVI HANUMANGANJ MADHYA BHAG",916,698,0,1614,511,351,0,862,54,0,137,441,32,221,1,3,1,4,3,1,1,3,2,4,4,4,862
312,"PRATHMIK PATHSHALA HANUMANGANJ PASHCHIMI BHAG",539,406,0,945,348,222,0,570,151,0,19,376,13,145,0,0,1,1,1,2,2,1,0,0,3,6,570
313,"JILA PARISHAD PRA0 PA0 LODHVA",231,186,0,417,131,99,0,230,6,0,11,90,7,109,3,0,0,0,0,0,0,0,0,1,7,2,230
314,"JILA PARISHAD PRA0 PA0 LODHVA",746,599,0,1345,401,366,0,767,17,0,67,314,37,310,2,1,0,0,1,2,2,6,8,2,5,10,767
315,"PANCHAYAT BHAWAN JUNEDPUR",692,512,0,1204,461,325,0,786,13,0,78,335,4,330,2,0,2,1,2,4,1,4,4,5,8,6,786
316,"JILA PARISHAD PRA0 PA0 BIKAPUR",499,403,0,902,333,170,0,503,170,0,35,211,17,206,3,0,0,1,1,2,4,5,2,4,7,5,503
317,"JILA PARISHAD PRA0 PA0 RAMPUR URF RUDAPUR PASHCHIMI BHAG",684,557,0,1241,398,285,0,683,327,0,44,156,10,444,6,1,2,1,0,1,0,5,4,4,3,2,683
318,"JILA PARISHAD PRA0 PA0 BIRGAPUR PURVI BHAG",887,689,0,1576,525,408,0,933,13,0,133,523,16,218,4,2,0,2,1,1,0,3,2,1,14,13,933
319,"JILA PARISHAD PRA0 PA0 BIRGAPUR PURVI MADHYA BHAG",620,496,0,1116,363,269,0,632,90,0,98,322,9,146,5,3,0,4,1,3,3,5,6,10,8,9,632
320,"JILA PARISHAD PRA0 PA0 KAITHVAL",746,593,0,1339,503,415,0,918,109,0,92,384,7,362,6,2,0,3,3,5,6,10,5,9,11,13,918
321,"JILA PARISHAD PRA0 PA0 MANDAUR UTTARI BHAG",775,582,1,1358,421,318,0,739,739,0,285,151,50,241,1,1,0,1,0,0,0,2,1,0,2,4,739
322,"JILA PARISHAD PRA0 PA0 MANDAUR UTTARI BHAG",583,526,0,1109,334,327,0,661,21,0,227,344,8,54,1,0,0,2,0,0,1,2,3,5,7,7,661
323,"PRATHMIK PATHSHALA BALRAMPUR",772,635,0,1407,486,391,0,877,115,0,82,722,14,33,2,2,0,2,1,3,0,1,1,2,5,7,877
324,"PRATHMIK PATHSHALA PAHADPUR",655,526,0,1181,424,320,0,744,9,0,21,64,7,601,6,2,1,1,1,0,4,5,9,2,2,18,744
325,"PRATHMIK PATHSHALA GOPALPUR",197,158,0,355,132,105,0,237,3,0,94,43,0,92,0,3,0,0,0,0,0,0,0,0,0,5,237
326,"JILA PARISHAD PRA0 PA0 DHOKARI UPARHAR PURVI BHAG",611,430,0,1041,302,205,0,507,16,0,26,270,24,163,6,0,2,0,1,1,1,2,2,0,5,4,507
327,"JILA PARISHAD PRA0 PA0 DHOKARI PASHCHIMI BHAG",339,282,0,621,164,153,0,317,43,0,35,225,29,14,3,1,1,0,1,0,0,1,0,1,3,3,317
328,"JILA PARISHAD PRA0 PA0 DHOKARI UPARHAR MADHYA BHAG",623,439,0,1062,342,229,0,571,228,0,10,334,19,174,3,0,2,0,1,1,3,3,3,7,4,7,571
329,"JUNIOR HIGH SCHOOL DHOKARI PURVI BHAG",513,380,0,893,275,212,0,487,97,0,196,157,12,100,3,1,0,0,2,3,1,2,2,4,1,3,487
330,"JUNIOR HIGH SCHOOL DHOKARI UPARHAR PASHCHIMI BHAG",674,540,0,1214,300,283,0,583,383,0,241,244,11,41,4,1,2,2,2,2,3,9,4,4,4,9,583
