"Polling Station",,"Total No of Electors",,,,"Voters Turnout",,,,,,"Candidate ID and Name",,,,,,,,,,,,,,,,
"Part No","Part Name",Male,Female,Other,"Total No. of electors",Male,Female,Other,Total,"No of voters identifying using EPIC","Tendered Voter","1 - KAPIL MUNI KARWARIYA","2 - KESHAV PRASAD MAURYA","3 - MOHD. KAIF","4 - DHARAM RAJ SINGH PATEL","5 - GYANENDRA KUMAR SRIVASTAVA GYANI BHAI","6 - GANESHJI TRIPATHI","7 - DAKKHINI PRASAD KUSHWAHA","8 - NATHU RAM BOUDHA","9 - PARVEZ ASHFAQUE SIDDIQUI","10 - SHIMALA SHRI","11 - SURENDRA KUMAR MISHRA","12 - ZIAOUL HAQUE","13 - DR. NEERAJ","14 - MITHILESH KUMAR","15 - MILAN MUKERJEE","16 - None of the Above","Total Votes Secured"
138,"JU0 HIGH SCHOOL DAMODARPUR URF TIWARIPUR",145,105,1,251,97,68,0,165,8,0,1,33,2,125,2,0,0,0,0,0,0,0,1,1,0,0,165
139,"ZILA PARISAD PRIMARY PATHSHALA  CHANDERPUR URF BASMAHUVA PURV BHAG",786,617,1,1404,501,375,0,876,201,0,355,440,10,40,3,0,1,1,0,3,0,3,2,5,3,10,876
140,"ZILA PARISAD PRIMARY PATHSHALA  CHANDERPUR URF BASMAHUVA  PASCHIMEE BHAG",650,489,0,1139,377,283,0,660,347,0,307,206,10,109,3,0,1,0,1,0,0,5,4,2,3,9,660
141,"ZILA PARISAD PRIMARY PATHSHALA  KANDI UTTARI BHAG",885,710,0,1595,519,395,0,914,914,0,129,503,31,213,3,2,0,2,1,5,0,5,5,4,4,7,914
142,"ZILA PARISAD PRIMARY PATHSHALA  KANDI MADHAY BHAG",163,123,0,286,120,90,0,210,8,0,86,113,3,3,0,0,0,1,0,0,1,1,1,0,1,0,210
143,"ZILA PARISAD PRIMARY PATHSHALA  RAMNAGER",565,465,1,1031,362,289,0,651,497,0,130,321,25,157,0,0,2,2,1,0,2,1,2,1,3,4,651
144,"ZILA PARISAD PRIMARY PATHSHALA  BERUI PACHIMEE BHAG",821,677,0,1498,527,340,0,867,29,0,269,373,21,159,2,1,3,4,2,1,0,6,4,3,6,13,867
145,"ZILA PARISAD PRIMARY PATHSHALA  BERUI MADHAY BHAG",486,413,0,899,314,269,0,583,27,0,166,345,10,25,2,2,2,2,2,2,2,8,2,6,2,5,583
146,"PRIMARY PATHSHALA PRATAPPUR",711,548,0,1259,436,331,0,767,538,0,360,288,4,93,3,2,1,1,2,2,0,1,2,3,1,4,767
147,"PANCHAYAT BHAWAN KADIPUR",341,305,0,646,232,212,0,444,444,0,161,216,9,26,0,1,0,0,2,1,0,5,11,3,3,6,444
148,"ZILA PARISAD PRIMARY PATHSHALA  SUPRAWARI PASCHIMEE BHAG",384,291,0,675,258,188,0,446,214,0,79,294,12,52,0,0,0,0,1,0,0,1,3,0,2,2,446
149,"ZILA PARISAD PRIMARY PATHSHALA  MEDUVA",877,760,2,1639,548,489,0,1037,960,0,180,514,18,248,7,1,4,14,2,2,4,6,11,3,11,12,1037
150,"ZILA PARISAD PRIMARY PATHSHALA  DARIYAPUR URF GULALPUR",825,652,1,1478,511,398,0,909,894,0,295,530,9,39,2,4,0,4,1,2,2,5,1,2,6,7,909
151,"SHIVAJI INTER COLLAGE SAHSON SOUTH",512,443,0,955,305,263,0,568,552,0,29,458,42,28,0,1,0,0,0,3,0,1,1,2,3,0,568
152,"SHIVAJI INTER COLLAGE SAHSON NORTH",428,370,0,798,276,253,0,529,10,0,123,242,116,30,2,1,2,0,0,2,1,1,0,1,4,4,529
153,"SHIVAJI INTER COLLAGE MADHAY SAHSON",833,747,0,1580,576,458,0,1034,424,0,95,817,15,64,3,1,2,1,1,3,3,3,0,2,10,14,1034
154,"SHIVAJI INTER COLLAGE SAHSON NORTH",619,501,0,1120,346,328,0,674,15,0,218,203,55,165,3,2,1,0,0,0,0,0,3,4,5,15,674
155,"JUNIOR HIGH SCHOOL KASERUVA KHURD SOUTH",916,696,0,1612,584,436,0,1020,128,0,243,545,16,187,4,1,2,3,0,2,2,1,1,4,3,6,1020
156,"PANCHAYAT BHAWAN KASERUVA KALA",856,705,0,1561,614,457,0,1071,22,0,164,824,15,22,2,1,1,1,0,1,3,7,3,10,13,4,1071
157,"ZILA PARISAD PRIMARY PATHSHALA  HETAPATTI EAST",683,445,0,1128,363,209,0,572,258,0,80,238,12,230,3,0,1,1,0,2,0,0,1,2,1,1,572
158,"JUNIOR HIGH SCHOOL HETAPATTI EAST",405,292,0,697,224,145,0,369,57,0,47,168,6,130,2,2,0,0,2,1,0,0,0,1,3,7,369
159,"PANCHAYAT BHAWAN BAHADURPUR TH0 EBRAHIMPUR",936,635,0,1571,603,409,0,1012,221,0,255,152,9,555,4,5,4,0,0,2,2,8,3,1,4,8,1012
160,"ZILA PARISAD PRIMARY PATHSHALA  MADARPUR",485,361,0,846,279,218,0,497,97,0,73,268,15,122,1,2,2,0,1,1,0,1,1,1,3,6,497
161,"ZILA PARISAD PRIMARY PATHSHALA  PAIGAMBERPUR EAST",848,563,0,1411,407,279,0,686,686,0,58,73,10,516,7,3,0,0,2,0,0,0,2,2,1,12,686
162,"ZILA PARISAD PRIMARY PATHSHALA  PAIGAMBERPUR WEST",507,341,0,848,313,198,0,511,509,0,55,261,9,172,4,0,2,0,1,2,1,0,1,0,3,0,511
163,"ZILA PARISAD PRIMARY PATHSHALA  DHARAMPUR URF GHURWAN NORTH",869,572,0,1441,402,186,0,588,44,0,45,79,5,426,4,0,0,1,2,7,1,1,1,1,4,11,588
164,"ZILA PARISAD PRIMARY PATHSHALA DHARAMPUR URF GHURWAN SOUTH",295,171,0,466,98,43,0,141,2,0,0,13,0,126,2,0,0,0,0,0,0,0,0,0,0,0,141
165,"JUNIOR HIGH SCHOOL SAKRA",466,378,0,844,291,218,0,509,115,0,289,125,5,63,0,1,0,3,0,1,1,5,1,3,5,7,509
166,"PRIMARY PATHSHALA NARAYANPUR EAST",338,263,0,601,227,182,0,409,403,0,227,75,8,77,2,0,0,0,0,3,1,3,1,3,1,8,409
167,"PRIMARY PATHSHALA NARAYANPUR WEST",419,277,0,696,204,135,0,339,40,0,129,189,5,8,0,0,0,0,0,0,0,0,0,0,5,3,339
168,"ZILA PARISAD PRIMARY PATHSHALA  FAIJULLAPUR",699,521,0,1220,426,325,0,751,241,0,239,383,16,72,0,1,2,1,0,2,0,0,3,13,9,10,751
169,"ZILA PARISAD PRIMARY PATHSHALA  KOTARI NORTH",862,639,0,1501,578,426,0,1004,800,0,268,571,20,123,2,3,1,2,0,1,0,3,0,2,4,4,1004
170,"JUNIOR HIGH SCHOOL FIROJPUR TH0 EBRAHIMPUR",412,314,0,726,254,195,0,449,340,0,110,88,3,232,1,1,0,0,1,0,1,0,2,2,2,6,449
171,"ZILA PARISAD PRIMARY PATHSHALA  EBRAHIMPUR UPERHAR (GAJIYA KA PURA)",389,307,2,698,235,175,0,410,77,0,82,117,4,201,2,0,0,0,0,0,0,1,1,1,0,1,410
172,"ZILA PARISAD PRIMARY PATHSHALA  MALAWAN BUJURG EAST",874,689,0,1563,473,376,0,849,689,0,225,253,17,302,5,2,1,1,2,1,1,7,2,3,4,23,849
173,"ZILA PARISAD PRIMARY PATHSHALA MALAWAN BUJURG WEST",679,535,0,1214,362,297,0,659,210,0,185,147,11,276,3,0,1,3,2,2,1,9,3,5,4,7,659
174,"ZILA PARISAD PRIMARY PATHSHALA  MALAWAN BUJURG SOUTH",563,453,0,1016,333,252,0,585,18,0,23,60,17,466,3,1,0,1,0,1,0,0,3,1,2,7,585
175,"PRIMARY PATHSHALA SARAYASHANKER",588,500,0,1088,303,270,0,573,323,0,161,92,72,213,2,2,1,0,3,3,2,2,1,6,6,7,573
176,"ZILA PARISAD PRIMARY PATHSHALA AMERSAPUR",822,645,0,1467,568,327,0,895,45,0,159,451,15,216,1,1,1,3,1,2,3,4,1,8,12,17,895
177,"PANCHAYAT BHAWAN CHAKRAGHUNATH",301,262,0,563,215,155,0,370,206,0,176,151,3,27,1,1,0,0,0,0,0,4,0,1,3,3,370
178,"ZILA PARISAD PRIMARY PATHSHALA  MALAWAN KHURDH EAST",904,625,0,1529,478,288,0,766,49,0,75,190,9,441,4,1,1,4,2,2,1,7,5,7,10,7,766
179,"ZILA PARISAD PRIMARY PATHSHALA  MALAWAN KHURDH WEST",531,414,0,945,273,253,0,526,153,0,85,245,19,170,0,1,0,0,0,1,1,0,1,0,3,0,526
180,"ZILA PARISAD PRIMARY PATHSHALA  MALAWAN KHURDH NORTH",537,437,0,974,313,266,0,579,20,0,207,203,8,141,0,1,0,0,0,0,0,1,0,1,4,13,579
181,"SHREE GANDHI INTER COLLAGE SHERDHREEH EAST",549,413,0,962,322,244,0,566,6,0,34,188,8,283,11,0,1,2,1,6,2,3,10,1,6,10,566
182,"SHREE GANDHI INTER COLLAGE SHERDHREEH EAST",512,411,0,923,355,261,0,616,158,0,8,107,8,457,14,0,0,1,0,0,1,3,2,1,1,13,616
183,"SHREE GANDHI INTER COLLAGE SHERDHREEH WEST",422,339,0,761,250,198,0,448,430,0,127,192,6,98,2,1,0,1,3,1,1,1,1,1,6,7,448
184,"SHREE GANDHI INTER COLLAGE SHERDHREEH SOUTH",251,167,0,418,186,113,0,299,97,0,7,142,17,122,1,0,1,0,0,0,0,1,2,0,3,3,299
185,"PRA0 PA0 RAHIMAPUR",649,456,0,1105,359,292,0,651,651,0,72,299,106,144,5,1,1,1,2,1,0,0,2,5,5,7,651
186,"ZILA PARISAD PRIMARY PATHSHALA  MAHESHPUR",489,414,0,903,333,283,0,616,599,0,88,407,16,91,0,1,1,0,1,0,2,3,1,1,3,1,616
187,"ZILA PARISAD PRIMARY PATHSHALA  BADRA",544,399,0,943,330,271,0,601,492,0,188,44,7,326,4,0,1,1,2,1,1,5,6,2,1,12,601
188,"ZILA PARISAD PRIMARY PATHSHALA  SONAUTI SOUTH",871,591,0,1462,527,318,0,845,39,0,134,104,6,566,10,3,3,1,0,1,2,2,5,4,1,3,845
189,"ZILA PARISAD PRIMARY PATHSHALA  JHUNSHI EAST",759,564,0,1323,464,348,0,812,153,0,32,657,29,66,1,1,0,0,3,1,1,0,1,2,3,15,812
190,"ZILA PARISAD PRIMARY PATHSALA JHUNSHI MADHAY",845,645,1,1491,492,382,0,874,531,0,128,530,41,145,3,1,0,0,1,4,1,2,3,3,1,11,874
191,"ZILA PARISAD PRIMARY PATHSHALA  JHUNSHI WEST",656,541,0,1197,322,274,0,596,573,0,112,384,13,58,0,1,1,1,0,13,1,0,0,2,4,6,596
192,"ZILA PARISAD PRIMARY PATHSHALA  PUREY SURDAS",890,590,1,1481,539,344,0,883,83,0,163,269,15,399,3,1,1,5,0,2,1,7,2,2,6,7,883
193,"INTER COLLAGE JHUNSHI WEST",540,421,0,961,326,232,0,558,32,0,17,323,35,168,3,0,0,0,0,3,1,3,0,2,2,1,558
194,"INTER COLLAGE JHUNSHI NORTH",789,568,0,1357,427,303,0,730,257,0,34,376,32,274,1,1,0,0,0,1,0,1,2,0,6,2,730
195,"INTER COLLAGE JHUNSHI EAST",927,710,1,1638,496,381,0,877,105,0,42,463,53,287,3,2,1,2,2,2,1,2,3,1,7,6,877
196,"LAL MANMOHAN DAS UCCHTAR  MADHYMIK VIDYALYA JHUNSHI",363,343,0,706,168,139,0,307,28,0,21,247,18,10,0,0,0,0,1,1,0,2,0,2,1,4,307
197,"PRO PA0 TULAPUR",852,629,0,1481,520,361,0,881,881,0,65,397,11,378,3,2,0,0,1,0,2,1,6,3,6,6,881
198,"PRO PA0 KATKA SOUTH",934,741,1,1676,624,479,0,1103,591,0,193,529,28,280,9,0,4,2,1,12,6,9,2,8,10,10,1103
199,"PRO PA0 KATKA EAST MADHYA",772,589,0,1361,452,322,0,774,629,0,161,277,17,292,4,0,2,2,2,4,1,3,2,3,0,4,774
200,"ZILA PARISAD PRIMARY PATHSHALA  JHUNSHI KHOHANA NORTH",423,342,0,765,221,167,0,388,193,0,23,76,104,174,0,0,0,0,1,1,0,0,0,1,6,2,388
201,"ZILA PARISAD PRIMARY PATHSHALA  JHUNSHI KHOHANA",941,670,2,1613,363,257,0,620,607,0,45,508,29,21,2,0,0,0,0,3,0,1,0,1,2,8,620
202,"ZILA PARISHAD PRA0 PA0 JHUNSI KOHNA WEST",880,671,0,1551,382,232,0,614,603,0,112,431,26,22,0,2,0,1,0,4,1,0,1,1,6,7,614
203,"NAVNIRMIT JUNIOR HIGH SCHOOL JHUNSI KOHNA",934,730,0,1664,486,358,0,844,650,0,61,127,86,548,2,1,0,0,3,4,1,2,1,0,5,3,844
204,"GOVIND BALLABH PANT SANSTHAN JHUNSI KOHNA ROOM NO-1",877,698,0,1575,426,366,0,792,792,0,72,581,36,71,1,0,0,0,0,27,0,2,0,0,0,2,792
205,"GOVIND BALLABH PANT SANSTHAN JHUNSI KOHNA ROOM NO-2",965,802,0,1767,253,169,0,422,322,0,37,323,21,24,0,0,0,0,0,8,1,1,0,2,2,3,422
206,"GOVIND BALLABH PANT SANSTHAN JHUNSI KOHNA ROOM NO-3",881,698,1,1580,405,283,0,688,688,0,69,503,38,60,0,0,0,0,0,14,1,0,0,0,0,3,688
207,"GOVIND BALLABH PANT SANSTHAN JHUNSI KOHNA ROOM NO-4",1103,929,1,2033,245,194,0,439,375,0,36,334,19,42,0,0,0,0,0,6,0,0,0,0,0,2,439
208,"GOVIND BALLABH PANT SANSTHAN JHUNSI KOHNA ROOM NO-5",819,639,0,1458,385,315,0,700,85,0,57,539,30,51,0,0,0,0,0,19,0,0,0,0,0,4,700
209,"GOVIND BALLABH PANT SANSTHAN JHUNSI KOHNA ROOM NO-6",1029,805,0,1834,262,210,0,472,405,0,65,329,17,44,0,0,0,0,1,12,1,0,0,0,0,3,472
210,"GOVIND BALLABH PANT SANSTHAN JHUNSI KOHNA ROOM NO-7",855,685,0,1540,471,385,0,856,856,0,43,664,26,96,0,0,0,0,0,15,0,1,0,0,6,5,856
211,"ZILA PARISHAD PRA0 PA0 HAVELIYA",1219,927,0,2146,318,220,0,538,38,0,66,133,53,255,5,1,1,2,4,2,0,4,2,2,6,2,538
212,"ZILA PARISHAD PRA0 PA0 HAVELIYA WEST",1234,889,0,2123,326,244,0,570,12,0,46,412,18,67,0,0,0,0,1,16,0,0,1,0,2,7,570
213,"ZILA PARISHAD PRA0 PA0 HAVELIYA MADHYA",631,453,0,1084,307,260,0,567,500,0,17,399,13,119,0,0,0,0,0,12,2,1,1,0,0,3,567
214,"ZILA PARISHAD PRA0 PA0 CHAK HARIHARVAN SOUTH EAST",1061,818,1,1880,295,213,0,508,123,0,94,160,24,205,1,0,0,0,0,13,1,1,1,2,1,5,508
215,"ZILA PARISHAD PRA0 PA0 CHAK HARIHARVAN SOUTH WEST",1163,902,0,2065,283,237,0,520,520,0,89,317,25,66,1,0,1,0,0,12,0,1,1,1,0,6,520
216,"ZILA PARISHAD PRA0 PA0 CHAK HARIHARVAN",698,513,0,1211,300,254,0,554,20,0,45,398,19,70,0,0,0,0,0,1,17,0,0,0,0,4,554
217,"ZILA PARISHAD PRA0 PA0 CHAK HARIHARVAN",823,679,1,1503,331,303,0,634,634,0,38,461,18,90,2,2,0,0,0,0,12,0,1,1,1,8,634
218,"ZILA PARISHAD PRA0 NAIKA",850,632,0,1482,416,327,0,743,328,0,249,374,35,58,1,0,0,0,0,8,1,4,3,1,2,7,743
219,"ZILA PARISHAD PRA0 PA0 NAIKA",795,550,0,1345,443,255,0,698,18,0,79,177,7,413,5,0,2,0,1,3,1,1,3,2,0,4,698
220,"JUNIOR HIGH SCHOOL NAIKA",891,703,1,1595,513,365,0,878,80,0,68,509,28,245,0,1,1,1,0,7,0,3,2,2,4,7,878
221,"SADHAN SAHKARI SAMITI JIRATMATAN URF NARAYANDAS KA PURA",684,512,0,1196,408,298,0,706,337,0,64,361,30,220,1,2,0,1,1,9,1,2,0,2,6,6,706
222,"ZILA PARISHAD PRA0 PA0 USTAPUR MAHMUDABAD",973,640,1,1614,587,292,0,879,70,0,51,190,15,588,9,1,2,1,0,2,4,4,2,3,3,4,879
223,"PANCHAYAT BHAWAN USTAPUR MAHMUDABAD",905,701,0,1606,523,353,0,876,876,0,227,501,43,62,0,2,0,2,0,16,1,2,3,3,7,7,876
224,"VIDLA SCHOOL CHATNAAG UPERHAR BHAF-1",543,423,0,966,316,209,0,525,38,0,34,291,15,165,1,1,0,0,3,5,2,3,1,1,1,2,525
225,"VIDLA SCHOOL CHATNAAG UPERHAR BHAG-2",689,471,1,1161,422,285,0,707,707,0,65,492,21,81,6,3,0,1,1,5,1,1,0,2,8,20,707
226,"ZILA PARISHAD PRA0 PA0 NIVI KALA BARAMDA SAHIT",798,634,0,1432,521,317,0,838,26,0,138,489,16,180,2,1,2,1,0,0,1,0,0,2,2,4,838
227,"ZILA PARISHAD PRA0 PA0 NIVI KALA NORTH",641,503,0,1144,329,247,0,576,38,0,155,331,16,36,1,1,0,0,2,1,2,3,0,7,7,14,576
228,"ZILA PARISHAD PRA0 PA0 BHADKAR UPERHAR",588,376,0,964,406,230,0,636,162,0,146,139,5,311,9,0,2,2,0,1,1,7,2,0,3,8,636
229,"ZILA PARISHAD PRA0 PA0 BHADKAR UPERHAR MALLAHI TOLA",768,569,0,1337,456,297,0,753,6,0,28,553,37,70,2,1,0,1,1,1,2,7,3,10,14,23,753
230,"ZILA PARISHAD PRA0 PA0 BAJAHA NORTH",633,471,1,1105,368,262,0,630,284,0,213,202,6,188,1,0,0,0,0,0,1,1,3,0,5,10,630
231,"ZILA PARISHAD PRA0 PA0 BAJAHA SOUTH",1008,775,0,1783,286,203,0,489,246,0,159,244,2,72,0,0,0,0,0,0,0,0,4,0,1,7,489
232,"ZILA PARISHAD PRA0 PA0 CHAK HINAUTA",313,241,0,554,243,188,0,431,431,0,85,48,12,272,3,0,0,0,0,0,1,1,2,2,3,2,431
233,"ZILA PARISHAD PRA0 PA0 KANIHAR MADHYA",553,409,1,963,288,196,0,484,208,0,43,360,13,44,0,0,0,1,2,2,1,1,1,3,7,6,484
234,"ZILA PARISHAD PRA0 PA0 KANIHAR NORTH",539,399,0,938,367,255,0,622,228,0,111,456,11,11,0,0,1,0,0,3,0,5,0,8,9,7,622
235,"ZILA PARISHAD PRA0 PA0 KANIHAR EAST",958,729,1,1688,554,346,0,900,810,0,60,325,104,342,9,0,0,0,2,13,1,5,1,9,11,18,900
236,"ZILA PARISHAD PRA0 PA0 KANIHAR EAST MADHYA",628,420,0,1048,303,199,0,502,201,0,33,260,22,174,0,0,0,1,0,3,0,1,1,1,0,6,502
237,"ZILA PARISHAD PRA0 PA0 KANIHAR WEST",470,359,0,829,284,178,0,462,40,0,157,94,27,172,2,0,0,0,1,0,1,2,4,0,1,1,462
238,"ZILA PARISHAD PRA0 PA0 CHAK CHURAVAN TA0 KANIHAR",887,648,0,1535,496,320,0,816,807,0,272,267,15,210,4,3,0,2,2,5,2,5,1,5,9,14,816
239,"ZILA PARISHAD PRA0 PA0 CHAK CHURAVAN TA0",383,251,0,634,208,121,0,329,329,0,101,209,2,14,0,0,0,0,0,0,0,0,0,0,2,1,329
240,"ZILA PARISHAD PRA0 PA0 DUDUHI SOUTH",622,492,0,1114,418,324,0,742,739,0,227,261,5,223,5,0,1,1,0,2,1,3,2,2,4,5,742
241,"ZILA PARISHAD PRA0 PA0 DUDUHI NORTH",453,354,0,807,288,204,0,492,484,0,112,301,4,62,1,0,1,0,0,0,0,3,2,1,1,4,492
242,"ZILA PARISHAD PRA0 PA0 ANDANVA EAST",878,728,0,1606,578,396,0,974,850,0,226,585,11,75,3,1,3,4,4,7,1,9,3,5,18,19,974
243,"ZILA PARISHAD PRA0 PA0 ANDANVA WEST",736,606,0,1342,534,338,0,872,306,0,137,572,14,75,4,2,1,0,1,27,3,9,3,7,8,9,872
244,"PRATHMIK PATHSHALA DURJANPUR",674,554,0,1228,505,357,0,862,6,0,321,303,15,172,3,2,1,1,0,3,5,5,5,2,10,14,862
245,"PRATHMIK PATHSHALA BADHVA TAHIRPUR",550,450,0,1000,323,230,0,553,378,0,98,334,8,69,0,1,1,0,0,23,4,0,2,2,3,8,553
246,"ZILA PARISHAD PRA0 PA0 KUNVADIH EAST",725,591,0,1316,471,357,0,828,827,0,32,454,28,282,4,1,0,2,1,3,1,3,3,3,3,8,828
247,"ZILA PARISHAD PRA0 PA0 KUNVADIH WEST",551,460,0,1011,360,287,0,647,647,0,152,188,10,268,4,1,0,2,0,1,2,2,3,1,3,10,647
248,"PRATHMIK PATHSHALA NASIRAPUR",332,276,0,608,198,180,0,378,3,0,64,79,12,216,2,0,0,0,1,1,0,0,0,1,1,1,378
249,"PRATHMIK PATHSHALA BHAGIPUR NORTH",741,609,0,1350,513,387,0,900,26,0,178,503,13,180,1,0,0,1,0,0,2,2,2,4,3,11,900
250,"ZILA PARISHAD PRA0 PA0 RAMAPUR NORTH",934,691,2,1627,594,439,0,1033,1033,0,180,429,11,373,8,3,0,7,2,2,1,1,2,5,4,5,1033
251,"KAMLESH INTER COLLEGE HABIBPUR",543,393,0,936,327,263,0,590,61,0,25,317,36,186,1,3,0,1,3,0,0,3,1,1,8,5,590
252,"ZILA PARISHAD PRA0 PA0 VARIYARI WEST",885,656,0,1541,554,393,0,947,554,0,399,210,13,304,3,2,1,2,0,0,1,3,1,0,2,6,947
253,"KISAN UCCHTAR MADHYMIK VIDYALAY SHARFUDDINPUR NORTH",718,592,0,1310,511,396,0,907,61,0,165,448,56,182,5,1,0,4,2,4,1,5,6,8,7,13,907
254,"ZILA PARISHAD PRA0 PA0 TENDUI",771,583,0,1354,444,338,0,782,2,0,129,283,84,231,7,2,0,1,2,2,2,6,4,6,6,17,782
255,"ZILA PARISHAD PRA0 PA0 TENDUI WEST",1012,793,0,1805,292,210,0,502,412,0,133,246,13,81,3,2,0,1,0,1,0,1,2,3,10,6,502
256,"ZILA PARISHAD PRA0 PA0 BAHADURPUR EAST",818,700,1,1519,491,390,0,881,361,0,156,572,16,97,1,2,1,1,8,0,0,3,4,4,8,8,881
257,"PRATHMIK PATHSHALA DONDAPUR",448,355,0,803,287,237,0,524,20,0,213,215,9,65,0,0,1,4,1,0,0,3,1,1,5,6,524
258,"ZILA PARISHAD PRA0 PA0 RAMNATHPUR EAST",626,500,0,1126,411,323,0,734,212,0,198,308,8,188,1,0,0,1,2,3,1,4,4,2,4,10,734
259,"ZILA PARISHAD PRA0 PA0 SONI",484,386,0,870,312,263,0,575,183,0,126,358,10,64,2,1,0,0,1,5,0,2,0,2,2,2,575
260,"ZILA PARISHAD PRA0 PA0 SIHIPUR NORTH",696,514,0,1210,389,263,0,652,2,0,127,425,30,52,0,1,1,0,0,3,1,0,1,3,3,5,652
261,"ZILA PARISHAD PRA0 PA0 SIHIPUR SOUTH",304,233,0,537,191,145,0,336,206,0,51,228,9,32,0,1,0,0,1,4,1,0,0,3,5,1,336
262,"ZILA PARISHAD PRA0 PA0 DHAMOHIYA",781,684,0,1465,447,386,0,833,56,0,198,491,10,113,3,0,1,0,0,0,1,1,1,2,6,6,833
263,"ZILA PARISHAD PRA0 PA0 RAMAIPUR NORTH",500,396,0,896,327,265,0,592,460,0,89,421,8,51,0,3,0,1,2,1,0,3,1,4,3,5,592
264,"ZILA PARISHAD PRA0 PA0 KARANPUR",604,440,0,1044,405,299,0,704,49,0,218,326,16,110,1,0,0,1,0,2,0,1,0,6,13,10,704
265,"ZILA PARISHAD PRA0 PA0 DALAPUR EAST",543,471,0,1014,291,267,0,558,400,0,127,386,14,26,0,0,0,0,0,0,1,2,2,0,0,0,558
266,"ZILA PARISHAD PRA0 PA0 DALAPUR WEST",601,494,0,1095,342,250,0,592,402,0,129,390,27,25,1,2,1,3,2,2,2,2,0,2,0,4,592
267,"ZILA PARISHAD PRA0 PA0 RITHAIYA NORTH",939,703,0,1642,512,534,0,1046,645,0,289,598,16,99,0,3,0,0,2,2,3,6,4,4,9,11,1046
268,"SADHAN SAHKARI SAMITI CHAKIYA HINAUTA",525,422,0,947,367,278,0,645,339,0,39,446,43,102,2,2,0,0,2,0,2,0,0,1,5,1,645
269,"PRATHMIK PATHSHALA SARAYNOORUDDINPUR",367,299,0,666,243,208,0,451,35,0,94,318,4,26,2,1,2,1,0,0,0,0,0,0,1,2,451
270,"PRATHMIK PATHSHALA RATAURA",555,420,0,975,311,263,0,574,571,0,122,257,11,157,6,0,1,3,1,1,0,2,3,2,2,6,574
271,"PRATHMIK PATHSHALA CHAKIYA KATIYARI",593,439,1,1033,293,250,0,543,141,0,117,283,7,107,2,1,0,2,0,2,0,2,0,3,11,6,543
272,"ZILA PARISHAD PRA0 PA0 CHIVAIYA UPERHAR NAVNIRMIT ROOM NORTH",672,428,0,1100,349,237,0,586,577,0,116,201,9,236,6,1,2,0,0,2,0,2,2,1,3,5,586
273,"ZILA PARISHAD PRA0 PA0 CHIVAIYA UPERHAR NAVNIRMIT ROOM MADHYA",693,530,0,1223,340,239,0,579,578,0,124,290,43,106,2,0,1,1,1,0,1,2,1,1,1,5,579
274,"ZILA PARISHAD PRA0 PA0 CHHIBAIYA UPARHAR NAVNIRMIT BHAG-2",502,314,0,816,275,130,0,405,311,0,28,146,10,201,3,2,0,2,1,1,2,0,0,1,4,4,405
275,"PRATHMIK PATHSHALA SUDANIPUR KHURD",808,581,0,1389,432,330,0,762,162,0,79,178,18,432,10,5,0,1,0,4,1,5,7,3,7,12,762
276,"JILA PARISHAD PRA0 PA0 MURARPATTI",929,649,0,1578,481,336,0,817,80,0,139,210,13,426,4,2,0,0,2,2,0,1,6,3,4,5,817
277,"JILA PARISHAD PRA0 PA0 PALIKARANPUR",963,640,0,1603,555,282,0,837,736,0,38,183,8,567,9,2,0,1,0,2,0,4,5,1,8,9,837
278,"PRATHMIK PATHSHALA PATTI BAIRISHAL",619,469,0,1088,399,234,0,633,631,0,62,245,6,292,3,0,1,1,0,3,1,4,3,0,3,9,633
279,"JILA PARISHAD PRA0 PA0 KAKARA PASCHIMI BHAG",604,390,1,995,254,143,0,397,377,0,74,239,6,59,1,0,0,2,0,1,0,1,2,3,3,6,397
280,"JILA PARISHAD PRA0 PA0 KAKARA DUBAVAL PURVI BHAG",720,524,1,1245,305,215,0,520,520,0,234,195,5,63,1,1,1,0,0,1,3,6,1,0,2,7,520
281,"JILA PARISHAD PRA0 PA0 DUBAVAL UPARHAR PURVI BHAG",537,404,0,941,224,186,0,410,43,0,97,247,18,23,1,4,1,1,0,0,1,2,3,3,6,3,410
282,"JILA PARISHAD PRA0 PA0 DUBAVAL UPARHAR PASHCHIMI BHAG",455,271,0,726,225,122,0,347,250,0,37,181,8,107,2,0,1,0,0,2,1,2,2,0,2,2,347
283,"MAHARSHI DURVASA I C DUBAVAL PURVI MADHYA BHAG",517,382,0,899,260,163,0,423,350,0,31,330,3,49,2,0,2,0,0,1,0,0,2,1,2,0,423
284,"MAHARSHI DURVASA I C DUBAVAL",486,360,0,846,219,137,0,356,150,0,26,285,2,37,1,1,0,0,0,1,0,0,0,1,0,2,356
285,"MAHARSHI DURVASA I C DUBAVAL PASHCHIMI BHAG",686,492,0,1178,279,190,0,469,19,0,64,265,11,111,1,3,0,0,0,0,1,2,3,1,2,5,469
286,"MAHARSHI INTER COLLEGE DUBAVAL",692,462,0,1154,294,199,0,493,492,0,63,258,24,122,3,0,0,1,3,1,1,2,2,4,5,4,493
287,"JILA PARISHAD PRA0 PA0 JAMUNIPUR PURVI BHAG",706,504,1,1211,358,217,0,575,408,0,73,381,20,84,0,1,2,1,0,1,1,3,0,4,2,2,575
