"Polling Station",,"Total No of Electors",,,,"Voters Turnout",,,,,,"Candidate ID and Name",,,,,,,,,,,,,,,
"Part No","Part Name",Male,Female,Other,"Total No. of electors",Male,Female,Other,Total,"No of voters identifying using EPIC","Tendered Voter","1 - KUNWAR RATANJIT PRATAP NARAIN SINGH","2 - RAJESH PANDEY URF GUDDU","3 - RADHE SHYAM SINGH","4 - DR. SANGAM MISHRA","5 - AKHAND","6 - AMEERUDDIN","7 - ARVIND","8 - KASHEEM ALI","9 - GOBARDHAN PRASAD","10 - JAHID","11 - BACHCHOOLAAL","12 - MARKANDE","13 - RAMDHANEE","14 - RAMPRATAP","15 - None of the Above","Total Votes Secured"
159,"PRIMARY SCHOOLKOHARGADDI",512,404,0,916,277,270,0,547,534,0,223,127,14,90,1,4,1,71,3,2,1,4,3,1,2,547
160,"PRIMARY SCHOOLKOHARGADDI",431,341,0,772,202,198,0,400,398,0,182,140,26,18,2,2,0,14,2,0,2,2,1,4,5,400
161,"JUNIOR HIGH SCHOOL KOHARGADDI",627,479,0,1106,330,322,0,652,575,0,310,239,31,38,2,5,2,12,1,3,2,0,1,2,4,652
162,"JUNIOR HIGH SCHOOL KOHARGADDI",606,483,0,1089,314,297,0,611,611,0,237,128,21,172,3,2,2,29,3,1,1,1,5,1,5,611
163,"PRIMARY SCHOOL  DARBAHA GANGA  CHHAPRA",577,397,0,974,271,273,0,544,544,0,276,125,63,36,1,1,2,36,0,0,1,0,1,1,1,544
164,"PRIMARY SCHOOL BANDHU CHHAPRA",337,273,1,611,199,209,0,408,408,0,122,142,19,105,0,3,2,1,0,0,2,3,5,3,1,408
165,"PRIMARY SCHOOL EKDANGA BHAJAN CHHAPRA",563,433,0,996,330,276,0,606,506,0,217,170,39,150,0,2,2,9,1,1,1,1,7,1,5,606
166,"PRIMARY SCHOOL GULRIHA",389,322,0,711,272,244,0,516,516,0,93,122,58,229,4,0,0,4,0,0,1,2,0,0,3,516
167,"PRIMARY SCHOOL EKDANGI",774,602,0,1376,550,403,0,953,953,0,285,421,90,83,3,8,4,4,2,3,3,7,12,12,16,953
168,"PRIMARY SCHOOL KUNDELI PATTI",579,432,0,1011,330,295,0,625,625,0,113,182,210,79,1,2,3,1,1,2,4,10,3,4,10,625
169,"DOCTOR RAJENDRA PRASAD INTER COLLAGE BARWA RATANPUR",804,632,1,1437,442,312,0,754,667,0,243,288,43,150,5,4,6,3,1,1,1,2,1,0,6,754
170,"DOCTOR RAJENDRA PRASAD INTER COLLAGE BARWA RATANPUR",754,615,0,1369,349,286,0,635,618,0,130,284,48,137,0,2,8,6,1,2,2,2,7,1,5,635
171,"DOCTOR RAJENDRA PRASAD INTER COLLAGE BARWA RATANPUR",696,559,0,1255,349,320,0,669,664,0,305,184,82,58,5,4,1,11,0,1,1,4,4,1,8,669
172,"DOCTOR RAJENDRA PRASAD INTER COLLAGE BARWA RATANPUR",645,500,0,1145,345,254,0,599,599,0,216,289,26,34,3,2,0,5,2,0,0,1,5,4,12,599
173,"PRIMARY SCHOOL VINDAWALIYA",382,325,0,707,232,205,0,437,337,0,117,118,96,89,1,4,0,0,1,3,1,1,3,1,2,437
174,"PRIMARY SCHOOL ATARDIHA",639,517,1,1157,408,372,0,780,700,0,274,204,22,233,4,4,7,1,2,0,1,5,12,3,8,780
175,"PRIMARY SCHOOL BELWA",693,592,0,1285,432,356,0,788,788,0,367,223,58,98,3,3,2,1,3,1,1,3,4,7,14,788
176,"PRIMARY SCHOOL SEMRA",437,335,0,772,227,216,0,443,443,0,310,94,8,9,1,3,0,0,3,1,1,0,2,3,8,443
177,"PRIMARY SCHOOL SISVA /SISVANIYA",546,429,0,975,351,281,0,632,632,0,199,177,98,122,1,2,4,0,0,0,2,10,8,4,5,632
178,"PRIMARY SCHOOL BALUWAHE",562,463,0,1025,367,330,0,697,697,0,229,199,63,171,2,2,6,0,0,2,2,3,11,3,4,697
179,"PRIMARY SCHOOL BALI",346,304,0,650,204,169,0,373,373,0,162,62,19,99,6,0,3,2,0,2,2,4,3,2,7,373
180,"JUNIOR HIGH SCHOOL DEVATAHA",604,464,1,1069,400,285,0,685,500,0,128,267,129,81,3,1,5,3,6,0,3,1,13,15,30,685
181,"JUNIOR HIGH SCHOOL DEVATAHA",581,429,0,1010,319,270,0,589,589,0,219,213,71,45,4,6,4,1,2,4,0,6,4,3,7,589
182,"PRIMARY SCHOOL DEVATAHA",767,643,0,1410,407,374,0,781,781,0,311,235,59,110,5,3,3,17,4,5,1,0,8,6,14,781
183,"PRIMARY SCHOOL RAIPUR BHAISAHE",522,496,0,1018,285,304,0,589,570,0,285,178,46,53,1,3,0,1,4,2,3,1,6,2,4,589
184,"PRIMARY SCHOOL RAIPUR BHAISAHE",296,267,0,563,157,161,0,318,310,0,134,116,26,29,0,1,0,0,0,0,2,0,1,2,7,318
185,"JUNIOR HIGH SCHOOL BARWA",334,282,0,616,128,200,0,328,320,0,24,207,54,21,1,3,0,0,0,0,0,0,4,7,7,328
186,"PRIMARY SCHOOL RAIPUR KHAS",609,498,0,1107,379,327,0,706,705,0,56,196,201,205,2,3,1,3,0,2,4,9,4,4,16,706
187,"PRIMARY SCHOOL RAIPUR FULWARIYA",306,295,0,601,158,200,0,358,358,0,70,183,68,10,1,0,0,1,2,0,0,2,5,10,6,358
188,"PANCHAYAT BHAVAN RAIPUR BANJARI",544,466,0,1010,332,312,0,644,627,0,105,349,79,62,2,3,2,12,2,0,1,8,5,7,7,644
189,"PRIMARY SCHOOL SAKHUYI",461,366,0,827,298,245,0,543,445,0,149,195,19,134,3,4,6,0,2,1,0,20,3,2,5,543
190,"PRIMARY SCHOOL KHAJURI",587,433,0,1020,200,337,0,537,507,0,117,358,22,20,1,4,0,1,1,1,1,4,2,2,3,537
191,"PRIMARY SCHOOL KHAJURI",418,282,0,700,246,203,0,449,402,0,146,198,34,45,4,3,1,1,1,1,0,5,1,2,7,449
192,"PRIMARY SCHOOL PADARI MEHADIYA",671,504,0,1175,368,308,0,676,608,0,236,284,49,85,1,2,1,1,1,1,0,3,3,1,8,676
193,"PRIMARY SCHOOL PADARI MEHADIYA",446,318,0,764,255,185,0,440,427,0,77,311,19,23,0,0,0,0,1,0,1,0,2,1,5,440
194,"PRIMARY SCHOOL RAMPUR BANGAR",408,315,0,723,261,203,0,464,372,0,178,138,111,21,0,3,2,2,2,1,2,0,2,0,2,464
195,"PRIMARY SCHOOL RAMPUR BANGAR",466,412,0,878,318,260,0,578,578,0,195,175,125,58,0,1,1,2,1,1,1,2,4,3,9,578
196,"PRIMARY SCHOOL MAHESHRA",292,238,0,530,177,163,0,340,340,0,42,231,7,49,1,3,1,1,0,0,0,0,2,2,1,340
197,"PRIMARY SCHOOL NAUGAWA",699,486,0,1185,437,340,0,777,677,0,325,292,64,79,3,3,3,1,1,0,1,0,1,1,3,777
198,"PRIMARY SCHOOL GADAHEYA BASANTPUR",728,538,0,1266,415,331,0,746,730,0,357,320,36,15,1,2,1,11,0,0,0,1,2,0,0,746
199,"PRIMARY SCHOOL GADAHEYA BASANTPUR",714,511,0,1225,399,357,0,756,756,0,304,352,13,17,6,4,4,25,1,5,2,3,6,4,10,756
200,"PRIMARY SCHOOL DHOLHA",565,370,0,935,318,272,0,590,559,0,206,81,190,46,4,2,0,20,0,2,1,3,9,10,16,590
201,"PRIMARY SCHOOL DHOLHA",733,522,0,1255,472,329,0,801,670,0,389,91,212,67,2,3,1,30,0,0,1,0,0,1,4,801
202,"PRIMARY SCHOOL HARPUR BATESARA",509,378,0,887,400,189,0,589,589,0,343,78,46,45,1,3,4,24,5,4,1,4,4,6,21,589
203,"PRIMARY SCHOOL PIPARIYA NARHAR",428,353,0,781,252,193,0,445,340,0,212,144,37,32,1,2,0,13,0,1,0,0,0,1,2,445
204,"PRIMARY SCHOOL PIPARIYA NARHAR",264,200,0,464,155,114,0,269,268,0,82,49,67,62,0,2,0,0,0,0,1,2,2,1,1,269
205,"JANTA INTER COLLAGE KOTWA KALA",712,590,0,1302,426,334,0,760,700,0,286,268,132,46,3,3,1,10,1,1,0,2,1,2,4,760
206,"JANTA INTER COLLAGE KOTWA KALA",893,733,0,1626,423,533,0,956,956,0,395,283,61,161,8,5,2,13,2,1,5,5,6,4,5,956
207,"JANTA INTER COLLAGE KOTWA KALA",142,110,0,252,79,49,0,128,125,0,58,39,17,7,0,0,0,4,0,0,0,0,0,1,2,128
208,"PANCHAYAT BHAWAN VISHUNPURA KHURD",552,416,0,968,333,288,0,621,621,0,180,148,148,121,5,0,3,1,0,0,0,4,6,1,4,621
209,"PANCHAYAT BHAWAN VISHUNPURA KHURD",265,198,0,463,191,142,0,333,333,0,62,213,15,12,1,3,4,1,0,6,1,2,0,5,8,333
210,"PRIMARY SCHOOL MANSHA CHHAPRA",371,303,0,674,216,170,0,386,382,0,131,174,20,35,3,3,0,0,0,1,1,7,3,4,4,386
211,"PRIMARY SCHOOL PARSAUNI",612,512,0,1124,374,344,0,718,718,0,84,334,121,158,1,2,1,1,1,2,4,3,3,1,2,718
212,"PRIMARY SCHOOL BARGAHA",485,357,0,842,319,249,0,568,565,0,135,284,50,48,2,4,2,14,1,1,1,0,4,7,15,568
213,"JUNIOR HIGH SCHOOL PANDEY CHHAPRA",712,563,0,1275,430,327,0,757,732,0,177,202,33,293,4,4,4,5,2,9,5,7,6,1,5,757
214,"JUNIOR HIGH SCHOOL PANDEY CHHAPRA",289,207,0,496,144,104,0,248,247,0,116,71,21,18,2,3,1,0,0,3,2,3,1,0,7,248
215,"PRIMARY SCHOOL NAURANGIYA",723,640,1,1364,416,452,0,868,868,0,212,460,23,117,3,7,0,1,1,3,2,2,4,8,25,868
216,"PRIMARY SCHOOL NAURANGIYA",593,513,0,1106,388,324,0,712,712,0,230,265,53,122,2,1,2,18,0,3,3,3,3,1,6,712
217,"JUNIOR HIGH SCHOOL NAURANGIYA",577,466,0,1043,310,262,0,572,572,0,148,281,50,26,3,1,3,32,2,2,0,4,5,5,10,572
218,"PRIMARY SCHOOL  PIPARPATI",540,450,1,991,360,309,0,669,669,0,185,219,90,138,4,2,2,6,1,2,0,4,5,2,9,669
219,"PRIMARY SCHOOL SARGATIYA",405,322,1,728,256,211,0,467,467,0,79,229,37,97,1,4,0,2,0,0,2,3,3,3,7,467
220,"HARIJAN PRIMARY SCHOOL SIRSIYAKALA",627,494,0,1121,389,312,0,701,701,0,339,174,80,82,3,2,5,14,0,0,0,0,0,2,0,701
221,"HARIJAN PRIMARY SCHOOL SIRSIYAKALA",583,499,0,1082,389,323,0,712,712,0,203,272,128,88,4,5,0,7,0,1,0,0,0,3,1,712
222,"PRIMARY SCHOOLBASANTPUR",328,252,0,580,231,146,0,377,360,0,108,201,31,27,1,0,2,1,0,0,1,0,2,1,2,377
223,"PRIMARY SCHOOL  RAMPUR KHURD",594,506,0,1100,395,382,0,777,777,0,240,240,107,152,1,2,0,24,0,3,0,1,0,1,6,777
224,"PRIMARY SCHOOL SHOBHA CHHAPRA",275,250,0,525,240,171,0,411,411,0,89,258,16,8,2,0,1,34,1,0,0,0,0,1,1,411
225,"PRIMARY SCHOOL  HARPUR PURANA",558,518,0,1076,351,333,0,684,684,0,183,252,120,91,0,4,5,9,2,2,1,3,4,3,5,684
226,"PRIMARY SCHOOL HARPUR  KESARI CHHAPRA",396,335,0,731,228,212,0,440,440,0,135,182,56,26,1,3,0,9,0,2,2,5,6,5,8,440
227,"PRIMARY SCHOOL SAURAHA BUJURGA",534,417,0,951,352,266,0,618,618,0,124,201,76,20,2,3,0,161,4,3,1,5,7,4,7,618
228,"PRIMARY SCHOOL  SAURAHA  BUJURG",640,515,0,1155,369,315,0,684,684,0,49,229,66,4,5,3,4,311,3,1,1,0,2,4,2,684
229,"JUNIOR HIGH SCHOOL SAURAHA BUJURG",573,488,0,1061,261,323,0,584,584,0,40,47,146,133,2,3,1,200,4,0,0,1,4,0,3,584
230,"JUNIOR HIGH SCHOOL SAURAHA BUJURG",567,407,0,974,302,200,0,502,502,0,90,187,66,16,2,6,1,124,1,1,2,0,3,0,3,502
231,"PANCHAYAT BHAWAN SAURAHA BUJURG",728,533,0,1261,402,330,0,732,732,0,141,56,150,242,2,4,7,95,4,3,1,7,5,7,8,732
232,"PRIMARY SCHOOL KALWARI PATTI",384,316,0,700,260,231,0,491,480,0,191,96,160,14,2,0,2,0,2,2,2,4,5,3,8,491
233,"PRIMARY SCHOOL SAURAHA KHURD  DUBARAHA",433,395,0,828,280,243,0,523,523,0,119,233,98,48,1,3,6,3,3,0,1,1,2,0,5,523
234,"PANCHAYAT BHAWAN SAURAHA KHURD  CHARGHARWA",619,456,0,1075,384,296,0,680,680,0,92,259,164,106,5,7,4,1,1,5,6,2,8,7,13,680
235,"PRIMARY SCHOOLMATHIYA AALAM",554,404,2,960,256,280,0,536,500,0,286,62,108,21,0,1,0,52,2,0,1,0,0,1,2,536
236,"PRIMARY SCHOOLMATHIYA AALAM",407,273,0,680,234,144,0,378,378,0,60,181,25,103,0,1,0,3,0,0,1,1,1,1,1,378
237,"PRIMARY SCHOOLMATHIYA AALAM",555,435,1,991,337,263,0,600,330,0,99,259,138,72,5,2,2,1,3,1,2,3,4,2,7,600
238,"PRIMARY SCHOOL  BAGALAHA",529,519,0,1048,255,282,0,537,537,0,153,283,45,27,2,4,2,2,0,1,1,6,3,1,7,537
239,"PRIMARY SCHOOL KAUVASAR",744,725,0,1469,476,437,0,913,900,0,230,480,52,117,4,6,5,6,0,4,0,3,3,1,2,913
240,"PRIMARY SCHOOL KAUVASAR",553,514,0,1067,284,341,0,625,625,0,181,246,47,102,4,5,2,0,0,3,4,3,3,8,17,625
241,"PRIMARY SCHOOLSIRSIYA BUJURG",791,677,0,1468,464,415,0,879,879,0,104,533,26,170,8,6,3,5,2,0,1,6,4,5,6,879
242,"PRIMARY SCHOOLSIRSIYA BUJURG",457,410,0,867,241,234,0,475,470,0,183,210,31,34,2,2,0,2,2,1,0,3,2,3,0,475
243,"PRIMARY SCHOOLSIRSIYA BUJURG",269,229,0,498,172,148,0,320,290,0,41,240,6,18,0,1,0,2,0,3,0,3,1,3,2,320
244,"PRIMARY SCHOOLSAGAR",511,387,0,898,421,177,0,598,587,0,120,365,54,26,2,2,0,1,2,8,1,3,4,6,4,598
245,"JUNIOR HIGH SCHOOL MADAR VINDAWALIYA",644,477,0,1121,357,267,0,624,624,0,149,336,48,51,5,2,1,1,3,0,1,2,10,6,9,624
246,"JUNIOR HIGH SCHOOL MADAR VINDAWALIYA",452,349,0,801,249,197,0,446,439,0,125,88,32,185,1,1,7,0,0,2,0,1,2,1,1,446
247,"JUNIOR HIGH SCHOOL MADAR VINDAWALIYA",573,400,0,973,312,251,0,563,563,0,73,337,60,66,3,5,2,3,3,3,2,0,1,3,2,563
248,"JUNIOR HIGH SCHOOL MADAR VINDAWALIYA",624,428,0,1052,300,281,0,581,581,0,223,255,17,60,1,2,4,0,1,5,0,1,2,4,6,581
249,"JUNIOR HIGH SCHOOL MADAR VINDAWALIYA",245,203,0,448,129,124,0,253,253,0,105,123,5,10,2,1,0,0,0,0,0,1,1,1,4,253
250,"JUNIOR HIGH SCHOOL MADAR VINDAWALIYA",498,405,0,903,291,218,0,509,509,0,181,247,13,47,3,3,1,0,1,6,1,3,1,0,2,509
251,"JUNIOR HIGH SCHOOL MADAR VINDAWALIYA",522,406,0,928,287,242,0,529,526,0,109,349,16,20,2,2,4,0,1,0,1,6,10,2,7,529
252,"PRIMARY SCHOOL MALAHE PATTI",550,390,0,940,367,239,0,606,606,0,148,386,15,34,0,1,1,1,3,2,0,0,3,6,6,606
253,"PRIMARY SCHOOL MALAHE PATTI",522,405,0,927,302,293,0,595,500,0,142,234,98,87,3,4,1,0,1,7,1,1,2,6,8,595
254,"PRIMARY SCHOOLSRI NAGAR MADAR VINDAVALIYA",523,368,0,891,388,259,0,647,647,0,158,188,148,71,2,3,1,1,0,65,1,4,2,0,3,647
255,"PRIMARY SCHOOL LAXMIPUR / KURMIPATTI",482,343,0,825,321,230,0,551,551,0,89,383,27,30,0,1,2,1,1,3,2,1,1,2,8,551
256,"PRIMARY SCHOOL LAXMIPUR / KURMIPATTI",795,554,1,1350,514,365,0,879,874,0,106,389,134,160,4,2,4,1,3,25,4,5,15,12,15,879
257,"PANCHAYAT BHAVAN LAXMIPUR / KURMIPATTI",777,536,0,1313,495,339,0,834,700,0,141,299,126,173,1,2,10,4,5,29,5,9,10,10,10,834
258,"PANCHAYAT BHAVAN LAXMIPUR / KURMIPATTI",270,219,0,489,152,179,0,331,331,0,68,128,13,99,0,2,2,0,0,0,1,2,3,2,11,331
259,"PRIMARY SCHOOLCHAKHANI BHOJ CHHAPRA",817,648,1,1466,493,372,0,865,795,0,230,354,74,160,2,3,4,10,2,0,1,1,5,7,12,865
260,"PRIMARY SCHOOL CHAKHANI PURAN CHHAPRA  UDHO CHHAPRA",511,442,0,953,425,187,0,612,612,0,107,293,103,80,1,5,1,5,4,1,3,5,2,1,1,612
261,"PRIMARY SCHOOL CHAKHANI BHUMIHARI PATTI",608,485,0,1093,344,310,0,654,654,0,153,276,47,145,1,1,5,0,1,1,3,9,4,1,7,654
262,"PRIMARY SCHOOL CHAKHANI BHUMIHARI PATTI",634,507,0,1141,357,305,0,662,662,0,87,424,20,102,4,1,5,1,1,1,2,2,5,0,7,662
263,"PRIMARY SCHOOLPACHFEDA",479,386,0,865,292,253,0,545,545,0,60,415,33,2,0,5,0,0,1,0,4,4,7,6,8,545
264,"PRIMARY SCHOOLPACHFEDA",629,443,0,1072,374,301,0,675,675,0,215,177,127,99,6,5,10,6,2,1,1,4,3,3,16,675
265,"PRIMARY SCHOOLKHANU CHHAPRA",482,369,0,851,279,228,0,507,500,0,103,284,52,28,1,6,2,0,2,3,5,0,6,5,10,507
266,"PRIMARY SCHOOLKHANU CHHAPRA",442,352,0,794,290,227,0,517,517,0,58,275,29,122,1,10,3,2,1,2,2,1,6,1,4,517
267,"PRIMARY SCHOOL PAKADIYAR",535,467,2,1004,337,308,0,645,600,0,117,312,49,141,1,3,3,7,3,1,1,1,3,2,1,645
268,"PRIMARY SCHOOLPAKADIYAR",480,426,0,906,251,241,0,492,425,0,202,180,62,25,1,3,0,15,0,1,0,0,2,1,0,492
269,"JUNIOR HIGH SCHOOL KHAIRATIYA SHITALAPUR",644,475,0,1119,411,327,0,738,652,0,151,233,203,117,1,1,1,1,2,2,2,6,6,5,7,738
270,"PRIMARY SCHOOL RAJMAN CHHAPRA",456,373,0,829,241,270,0,511,511,0,148,220,83,33,5,4,0,3,1,1,3,3,3,1,3,511
271,"PRIMARY SCHOOLRAJMAN CHHAPRA",559,446,2,1007,374,300,0,674,670,0,99,286,71,168,7,1,4,6,1,3,3,3,7,3,12,674
272,"PRIMARY SCHOOL SUKHARI CHHAPRA",334,281,0,615,230,199,0,429,429,0,30,304,14,34,1,3,4,0,0,21,1,1,0,5,11,429
273,"PRIMARY SCHOOLBADAHARA",283,217,0,500,200,133,0,333,333,0,86,55,72,92,3,1,4,9,0,0,0,1,5,2,3,333
274,"PRIMARY SCHOOL SINGHA",571,437,0,1008,302,313,0,615,615,0,86,203,196,107,6,2,4,2,1,1,1,1,2,1,2,615
275,"PRIMARY SCHOOL SINGHA",398,306,0,704,248,188,0,436,436,0,53,165,141,58,2,4,1,0,0,1,0,1,2,1,7,436
276,"PRIMARY SCHOOL SINGHA",673,562,1,1236,421,321,0,742,742,0,219,245,220,19,1,2,0,5,1,6,2,3,3,5,11,742
277,"GANNA KRISHK INTER COLLAGE SINGHA",743,557,0,1300,386,312,0,698,696,0,272,209,104,49,2,5,2,27,0,1,0,1,6,5,15,698
278,"GANNA KRISHK INTER COLLAGE SINGHA",307,244,0,551,187,141,0,328,315,0,83,18,17,188,3,0,2,7,0,1,0,2,2,0,5,328
279,"PRIMARY SCHOOLMATHIYA KHURD",481,411,0,892,301,284,0,585,570,0,196,191,122,47,4,4,1,0,3,0,0,2,2,3,10,585
280,"PRIMARY SCHOOLKATHINAEYA",613,474,0,1087,401,265,0,666,666,0,154,222,106,161,2,0,2,0,1,2,1,3,1,0,11,666
281,"PRIMARY SCHOOLKATHINAEYA",293,277,0,570,202,160,0,362,300,0,146,98,70,14,2,3,1,0,0,2,4,0,6,5,11,362
282,"PRIMARY SCHOOLCHAK CHINTAMAN",625,545,0,1170,421,338,0,759,751,0,100,304,193,134,0,3,3,1,0,6,0,5,3,0,7,759
283,"PRIMARY SCHOOLLAUKARIYA",551,441,0,992,379,306,0,685,680,0,106,394,36,113,1,1,2,1,1,4,0,12,5,3,6,685
284,"PRIMARY SCHOOL KUEYA",408,354,1,763,276,247,0,523,487,0,151,196,29,104,3,1,3,1,1,0,1,8,6,5,14,523
285,"PRIMARY SCHOOLPIPRAWAR SIWAN",706,525,0,1231,431,341,0,772,700,0,289,223,121,107,5,2,0,6,0,1,3,2,3,1,9,772
286,"PRIMARY SCHOOLPIPRAWAR SIWAN",580,470,0,1050,370,325,0,695,695,0,95,359,171,36,1,3,4,1,3,2,0,4,5,1,10,695
287,"PRIMARY SCHOOLVIJAYPUR",771,660,0,1431,444,382,0,826,817,0,89,445,29,200,7,3,5,0,0,2,4,5,13,11,13,826
288,"PRIMARY SCHOOLVIJAYPUR",724,517,0,1241,419,331,0,750,750,0,213,276,46,175,3,2,4,4,1,0,2,8,4,3,9,750
289,"PRIMARY SCHOOL HARPUR MAFI",639,504,0,1143,418,332,0,750,750,0,143,190,202,168,4,2,3,8,0,1,3,4,6,2,14,750
290,"PRIMARY SCHOOL HARPUR MAFI",717,537,4,1258,429,369,0,798,798,0,91,153,89,402,4,0,3,0,1,4,3,8,13,8,19,798
291,"PRIMARY SCHOOL HARKESHWA",298,229,0,527,173,155,0,328,318,0,14,117,13,171,2,2,7,1,1,0,0,0,0,0,0,328
292,"PRIMARY SCHOOL RAMPUR BHATH",415,344,0,759,235,195,0,430,430,0,129,80,86,106,1,3,1,2,1,2,3,6,6,0,4,430
293,"PRIMARY SCHOOL RAMPUR BHATH",741,552,0,1293,410,311,0,721,621,0,161,288,139,98,1,2,3,1,1,0,1,5,8,4,9,721
294,"PRIMARY SCHOOL MAHUAVA",624,474,0,1098,398,328,0,726,700,0,94,218,147,189,7,4,12,2,3,1,6,5,13,7,18,726
295,"PRIMARY SCHOOLMAHUAVA",168,131,0,299,94,75,0,169,169,0,17,29,9,111,1,2,0,0,0,0,0,0,0,0,0,169
296,"PRIMARY SCHOOL GHINAHUVA",394,325,0,719,244,207,0,451,451,0,136,110,76,101,1,2,2,2,1,0,1,4,7,2,6,451
297,"PRIMARY SCHOOL PIPRA BUJURG",819,718,0,1537,481,428,0,909,909,0,135,438,108,142,9,8,9,2,2,2,4,11,8,8,23,909
298,"JUNIOR HIGH SCHOOLPIPRA BUJURG",358,346,0,704,220,210,0,430,430,0,68,218,20,79,3,0,3,2,2,20,1,3,3,3,5,430
299,"PRIMARY SCHOOLPIPRA KHURD",702,651,0,1353,439,405,0,844,844,0,255,385,56,64,7,5,6,32,3,4,1,5,6,1,14,844
300,"PRIMARY SCHOOLPIPRA KHURD",322,291,0,613,208,203,0,411,405,0,47,115,12,218,1,3,6,1,1,1,2,1,0,1,2,411
301,"PRIMARY SCHOOLMATHIYA DHIR",460,387,0,847,280,234,0,514,490,0,99,186,130,67,2,2,2,1,2,5,3,6,4,0,5,514
302,"PRIMARY SCHOOLMATHIYA DHIR",417,358,0,775,243,244,0,487,487,0,137,144,109,61,6,3,1,5,3,2,4,1,3,3,5,487
303,"PRIMARY SCHOOLBARWA KHURD",455,353,0,808,234,178,0,412,412,0,78,197,36,72,5,2,3,1,1,0,0,3,2,4,8,412
304,"PRIMARY SCHOOLBARWA KHURD",793,611,1,1405,351,344,0,695,455,0,184,323,43,98,4,4,3,1,2,2,2,4,5,5,15,695
305,"PRIMARY SCHOOLBARWA KHURD",164,117,0,281,93,60,0,153,153,0,8,76,23,37,0,1,4,0,1,0,1,1,0,1,0,153
306,"PRIMARY SCHOOL BABHNAULI KHAPARDHIKKA",561,514,0,1075,368,307,0,675,675,0,255,194,121,87,2,2,5,0,0,1,0,3,2,1,2,675
307,"PRIMARY SCHOOLBANDHVA",753,671,0,1424,378,328,0,706,700,0,189,350,96,53,2,3,2,5,0,0,0,0,2,2,2,706
