"Polling Station",,"Total No of Electors",,,,"Voters Turnout",,,,,,"Candidate ID and Name",,,,,,,,,,,,,,,,,,,
"Part No","Part Name",Male,Female,Other,"Total No. of electors",Male,Female,Other,Total,"No of voters identifying using EPIC","Tendered Voter","1 - ARVIND KUMAR JAISWAL","2 - MULAYAM SINGH YADAV","3 - RAMAKANT YADAV","4 - SHAH ALAM ALIAS GUDDU JAMALI","5 - M. AMIR RASHADI","6 - KIRAN SHARAMA","7 - DURG VIJAY YADAV","8 - PRAKASH CHANDRA","9 - MADAN","10 - RAJDHARI RAJBHAR","11 - RAJESH YADAV","12 - SANJAY KUMAR CHATURVEDI","13 - SANTOSH KUMAR GAUTAM","14 - PRAMOD SINGH","15 - RAM SINGH CHAUHAN","16 - SHAMSHAD AHMAD","17 - SUGRIV CHAUHAN","18 - SANJAY CHAUHAN","19 - None of the Above","Total Votes Secured"
121,"P. V. DAM MAHULA",740,613,0,1353,391,371,0,762,762,0,15,307,312,79,2,1,3,4,9,5,1,6,1,6,4,6,0,1,0,762
122,"J. H. S. MAHULA (R.N.-1)",768,598,1,1367,412,395,0,807,806,0,10,186,466,67,3,1,1,4,15,5,8,6,5,5,2,9,3,4,7,807
123,"J. H. S. MAHULA (R.N.-2)",902,756,0,1658,430,433,0,863,798,0,15,183,373,225,2,1,2,2,7,2,11,8,10,1,4,10,2,0,5,863
124,"P. V. MAHULA",814,649,0,1463,436,413,0,849,846,0,7,150,384,226,3,1,4,3,16,6,7,8,3,6,3,7,1,6,8,849
125,"J. H. S. KANKHBHAR (R.N.-1)",661,548,0,1209,347,320,0,667,663,0,15,152,309,142,7,3,4,7,4,3,2,3,4,2,2,5,0,0,3,667
126,"J. H. S. KANKHBHAR (R.N.-2)",623,509,0,1132,341,313,0,654,648,0,12,110,290,231,2,0,0,0,2,0,2,1,0,1,0,0,1,1,1,654
127,"P. V. BANKATIYA (R.N.-1)",458,384,0,842,266,223,0,489,466,0,10,124,274,55,3,0,2,4,8,0,0,1,0,2,0,2,1,3,0,489
128,"P. V. BANKATIYA (R.N.-2)",475,397,0,872,241,254,0,495,495,0,4,51,161,242,27,0,1,1,5,0,0,1,0,0,1,1,0,0,0,495
129,"J. H. S. SURAINA (R.N.-1)",249,227,0,476,141,138,0,279,278,0,1,59,189,10,0,1,0,0,6,0,4,2,2,1,1,0,0,3,0,279
130,"J. H. S. SURAINA (R.N.-2)",377,317,0,694,215,177,0,392,392,0,12,72,157,93,2,1,3,2,5,2,1,1,0,1,0,5,2,5,28,392
131,"P. V. SOHRABHAR MU. BARDEEHA",428,365,0,793,262,268,0,530,530,0,10,62,339,70,8,0,1,1,6,2,4,2,0,4,4,3,0,2,12,530
132,"P. V. BALUVA",454,379,0,833,222,200,0,422,422,0,13,114,165,114,1,0,1,4,2,1,1,1,0,2,0,2,1,0,0,422
133,"P. V. PIPRI",291,262,0,553,139,156,0,295,285,0,7,91,97,76,0,0,0,0,3,1,0,3,0,3,1,5,3,3,2,295
134,"P. V. BARIDARH",412,338,0,750,209,238,0,447,447,0,9,73,288,49,8,0,0,3,4,1,1,0,3,1,0,3,2,1,1,447
135,"P. V. PANDARKUNDA",739,681,0,1420,355,389,0,744,740,0,4,278,237,185,5,0,1,1,8,3,1,6,0,2,1,7,0,2,3,744
136,"P. V. DIGHVANIYA KAZI (R.N.-1)",579,485,0,1064,282,319,0,601,598,0,46,124,254,96,7,1,4,5,11,5,3,5,8,5,2,15,1,1,8,601
137,"P. V. DIGHVANIYA KAZI (R.N.-2)",420,380,0,800,265,242,0,507,507,0,9,310,62,95,5,1,3,0,3,1,1,4,3,3,0,4,1,1,1,507
138,"P. V. BALIPUR",554,472,0,1026,410,373,0,783,783,0,3,706,64,5,0,0,0,0,1,0,1,0,0,1,0,0,0,2,0,783
139,"P. V. BARDEEHA (R.N.-1)",314,261,0,575,123,125,0,248,239,0,12,113,10,101,8,1,1,0,0,0,0,1,1,0,0,0,0,0,0,248
140,"P. V. BARDEEHA (R.N.-2)",482,352,0,834,196,176,0,372,372,0,4,70,119,159,3,0,2,0,4,1,1,1,3,1,0,2,0,1,1,372
141,"P. V. ATARKACHHA",563,492,0,1055,217,283,0,500,500,0,12,230,90,151,10,0,0,0,1,0,0,2,1,0,0,0,3,0,0,500
142,"P. V. BARHAMAULI BENI",417,335,0,752,214,193,0,407,407,0,5,156,127,91,0,0,1,1,2,1,2,2,1,3,5,1,1,5,3,407
143,"SANSKRIT PATHSHALA  KODRA",654,535,0,1189,347,304,0,651,648,0,11,230,342,35,2,0,0,2,6,0,1,3,5,2,1,3,1,4,3,651
144,"P. V. CHOUKO KHURD",707,521,0,1228,351,304,0,655,645,0,31,176,152,212,2,2,0,2,2,0,1,16,2,2,4,2,16,11,22,655
145,"VIKRAM I. C. MUHAMMADPUR (R.N.-1)",649,542,1,1192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
146,"VIKRAM I. C. MUHAMMADPUR (R.N.-2)",518,390,0,908,295,218,0,513,513,0,32,78,250,130,2,1,0,3,2,1,3,4,2,0,0,2,0,0,3,513
147,"P. V. MUHAMMADPUR",554,428,1,983,324,240,0,564,564,0,14,222,242,62,4,1,0,0,3,0,2,4,0,0,4,3,0,1,2,564
148,"P. M. V. LAKHMI ROHUVAR",236,199,0,435,113,111,0,224,224,0,6,17,133,60,0,0,0,0,1,1,0,0,2,0,0,0,1,1,2,224
149,"P. V. BELVANIYA MUHAMMADPUR",677,525,0,1202,350,365,0,715,715,0,9,228,207,225,1,1,1,3,4,2,6,1,2,2,0,5,2,4,12,715
150,"P. V. MAJHOUVA",287,234,0,521,177,179,0,356,356,0,2,55,148,138,2,1,1,0,2,0,0,0,1,1,1,0,0,0,4,356
151,"P. V. JOKAHRA (R.N.-1)",573,495,0,1068,313,240,0,553,547,0,16,152,238,90,7,1,3,7,8,1,0,3,2,1,0,1,4,11,8,553
152,"P. V. JOKAHRA (R.N.-2)",643,545,0,1188,295,342,0,637,610,0,13,143,172,262,4,0,3,2,12,1,2,5,3,4,2,3,1,2,3,637
153,"KANIYA J. H. S. JOKAHRA",596,472,0,1068,290,282,0,572,547,0,11,160,60,281,5,1,6,1,3,1,1,2,2,1,1,6,4,16,10,572
154,"P. V. SHAHNUPUR",819,678,0,1497,498,478,0,976,976,0,11,498,324,102,0,2,4,2,9,1,1,2,3,6,3,1,1,5,1,976
155,"P. V. RAMPUR DEVARA",549,446,0,995,308,298,0,606,566,0,11,58,483,31,1,1,0,6,5,1,1,0,1,1,1,3,0,2,0,606
156,"P. V. TAKENPUR",193,169,0,362,111,115,0,226,226,0,5,53,156,8,0,0,0,0,2,0,0,0,1,1,0,0,0,0,0,226
157,"J. H. S. SHAHBADIYA SULTANPUR",494,427,1,922,387,197,0,584,500,0,12,162,211,158,4,0,0,3,6,0,3,2,2,3,3,1,3,6,5,584
158,"P. V. BANIYAPAR",391,310,0,701,223,202,0,425,397,0,7,178,100,110,0,0,1,3,0,0,0,1,1,2,0,0,5,5,12,425
159,"PANCHYAT BHAVA PARAVA RUDRAPUR",206,170,0,376,167,125,0,292,208,0,2,217,27,44,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,292
160,"S. M. K. PAHARPUR",507,465,0,972,268,293,0,561,500,0,22,102,296,110,6,0,2,3,7,0,5,4,0,3,0,0,1,0,0,561
161,"JAI KISHAN I. C. LATGHAT GHAGRA",599,474,0,1073,334,298,0,632,622,0,13,116,285,183,7,0,1,3,4,0,2,5,0,4,1,4,0,3,1,632
162,"JAI KISHAN I. C. LATGHAT GHAGRA",508,416,0,924,262,227,0,489,489,0,16,59,354,23,1,0,0,1,5,0,3,4,1,1,1,4,0,2,14,489
163,"P. B. KALYANPUR",318,236,0,554,134,151,0,285,285,0,2,63,20,188,1,0,1,0,0,1,1,3,1,1,0,0,0,0,3,285
164,"P. V. HASANPUR",681,563,1,1245,424,336,0,760,760,0,8,352,208,159,2,0,2,1,4,1,2,3,2,2,3,3,0,7,1,760
165,"J. H. S. PIHAR",691,570,0,1261,401,401,0,802,802,0,9,190,310,249,5,2,1,3,3,1,4,5,4,3,1,4,0,1,7,802
166,"P. V. ROHUVAR",619,562,0,1181,400,371,0,771,771,0,15,164,335,207,5,1,2,1,6,3,2,1,2,2,1,5,3,4,12,771
167,"P. V. SANSKRIT BARAHPUR",606,496,0,1102,300,271,0,571,550,0,8,62,280,177,8,1,0,1,4,0,1,4,4,4,2,5,2,1,7,571
168,"P. B. KARMANI GADARAUVA",625,520,0,1145,320,316,0,636,636,0,13,141,370,62,3,0,0,2,9,2,1,3,4,11,5,4,1,2,3,636
169,"P. V. GADARUVA",629,529,0,1158,333,327,0,660,660,0,14,119,272,222,5,2,1,3,0,0,2,4,5,3,1,1,1,1,4,660
170,"P. B. MANIKADEEH",651,527,0,1178,341,328,0,669,654,0,15,180,228,209,5,0,10,3,2,0,1,6,2,2,0,2,1,0,3,669
171,"P. V. LUCHUIE (R.N.-1)",674,548,0,1222,323,322,0,645,614,0,11,272,153,189,1,0,0,0,1,1,3,2,1,4,1,2,0,3,1,645
172,"P. V. LUCHUIE (R.N.-2)",836,682,0,1518,415,360,0,775,770,0,18,211,261,235,4,0,0,1,4,1,2,5,2,4,7,6,2,3,9,775
173,"P. V. TARAUKA - 1 (R.N.-1)",712,575,0,1287,398,372,0,770,744,0,12,138,199,373,6,3,2,0,3,2,3,3,3,5,3,8,1,2,4,770
174,"P. V. TARAUKA - 1 (R.N.-2)",671,570,0,1241,327,308,0,635,600,0,28,157,236,174,3,2,1,3,10,0,2,0,2,2,1,8,1,0,5,635
175,"P. V. TARAUKA - 2 (R.N.-1)",629,594,0,1223,347,334,0,681,681,0,29,109,238,276,5,2,0,1,1,1,1,0,3,2,2,6,0,0,5,681
176,"P. V. TARAUKA - 2 (R.N.-2)",673,544,0,1217,356,317,0,673,386,0,2,407,186,51,0,0,0,2,3,0,1,4,3,2,1,4,1,4,2,673
177,"P. V. JAMIN HARKHORI (R.N.-1)",729,615,1,1345,404,268,0,672,667,0,23,74,278,257,7,0,3,0,7,1,3,3,2,3,1,4,0,4,2,672
178,"P. V. JAMIN HARKHORI (R.N.-2)",668,558,0,1226,317,340,0,657,655,0,5,135,136,296,9,4,2,4,8,3,4,4,3,4,4,12,3,6,15,657
179,"P. V. NANUVAPUR PIPARPATI",725,600,0,1325,374,375,0,749,590,0,10,251,60,377,6,0,1,0,5,1,3,2,2,7,6,6,5,3,4,749
180,"P. V. PURUSOTTAMPUR URF. KAITHAULI (R.N.-1)",629,509,0,1138,346,328,0,674,664,0,9,110,187,323,4,3,1,1,5,1,3,2,3,3,0,5,2,1,11,674
181,"P. V. PURUSOTTAMPUR URF. KAITHAULI (R.N.-2)",756,620,0,1376,389,362,0,751,500,0,26,128,103,446,5,0,0,0,2,0,3,4,7,5,0,11,2,2,7,751
182,"P. V. PUNAPAR",682,598,0,1280,393,369,0,762,732,0,10,108,292,319,6,2,0,2,6,1,1,1,1,3,0,4,0,0,6,762
183,"P. V. BARJALA GANGEPUR (R.N.-1)",558,472,0,1030,296,258,0,554,554,0,8,222,156,133,2,0,3,0,1,1,3,3,0,6,4,5,0,2,5,554
184,"P. V. BARJALA GANGEPUR (R.N.-2)",514,447,0,961,309,245,0,554,554,0,11,264,187,85,1,0,0,2,2,0,1,0,0,0,0,1,0,0,0,554
185,"P. V. CHAKLALCHAND (R.N.-1)",634,507,0,1141,321,251,0,572,516,0,12,262,135,146,5,0,1,0,2,1,0,5,1,1,0,0,0,1,0,572
186,"P. V. CHAKLALCHAND (R.N.-2)",573,458,0,1031,270,268,0,538,532,0,16,214,95,196,1,0,0,0,1,0,3,4,1,2,2,2,1,0,0,538
187,"P. V. BALAPUR",699,588,0,1287,318,303,0,621,614,0,9,127,267,199,3,3,0,2,5,0,0,1,2,1,0,1,1,0,0,621
188,"P. V. GADAURA MAJHOURA",657,551,0,1208,352,334,0,686,650,0,18,229,219,192,2,3,1,1,4,5,1,2,0,4,0,1,1,0,3,686
189,"P. V. KALAYANPUR",506,424,0,930,267,252,0,519,500,0,13,152,214,115,3,0,1,1,3,1,0,2,2,3,3,4,0,1,1,519
190,"P. V. KARANPUR (R.N.-1)",654,521,0,1175,341,326,0,667,657,0,10,211,214,191,4,1,0,1,3,2,1,2,7,6,0,7,0,4,3,667
191,"P. V. KARANPUR (R.N.-2)",573,468,0,1041,303,281,0,584,579,0,8,212,179,136,2,1,2,3,5,1,0,6,2,2,2,7,0,9,7,584
192,"P. V. GADARIPATTI",195,160,0,355,117,124,0,241,226,0,2,16,40,182,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,241
193,"SRI. SATIYASEVA B. I. C. MALTARI (R.N.-1)",744,669,0,1413,410,405,0,815,804,0,23,169,196,383,6,3,1,1,5,1,1,2,1,0,0,0,1,7,15,815
194,"SRI. SATIYASEVA B. I. C. MALTARI (R.N.-2)",736,660,0,1396,387,357,0,744,743,0,18,161,290,236,2,1,0,2,6,1,3,3,1,7,6,5,0,1,1,744
195,"ADARSH P. M. V. BHADAV (R.N.-1)",636,482,0,1118,334,311,0,645,625,0,14,302,91,185,3,1,0,3,1,0,3,5,3,8,3,6,0,7,10,645
196,"ADARSH P. M. V. BHADAV (R.N.-2)",464,419,0,883,264,220,0,484,400,0,5,43,106,303,3,1,16,0,0,1,0,0,0,1,2,1,0,1,1,484
197,"P. V. MAHULIYA BOJHIYA",646,550,0,1196,352,252,0,604,604,0,14,313,203,38,0,0,1,0,6,0,3,4,3,2,2,8,1,0,6,604
198,"P. V. MAHULIYA KATAUVA",711,582,2,1295,391,370,0,761,700,0,18,537,122,65,1,0,0,1,0,0,1,3,1,5,2,4,0,0,1,761
199,"P. V. MUHAMMADPUR JAMIN MUHAMMADPUR (R.N..-1)",816,633,0,1449,406,447,0,853,851,0,6,101,257,448,6,2,2,7,5,1,1,0,2,4,0,7,1,1,2,853
200,"P. V. MUHAMMADPUR JAMIN MUHAMMADPUR (R.N..-2)",248,209,0,457,140,121,0,261,255,0,9,56,181,6,1,0,0,0,1,0,1,1,1,1,0,2,0,0,1,261
201,"P. V. RAJUPATTI (R.N.-1)",434,351,0,785,257,221,0,478,474,0,2,239,76,143,3,1,6,0,3,0,1,0,0,2,1,0,0,1,0,478
202,"P. V. RAJUPATTI (R.N.-2)",494,425,0,919,263,283,0,546,541,0,6,273,33,201,10,1,0,0,2,2,1,1,2,2,2,7,0,1,2,546
203,"P. V. MIRZAPUR",299,267,0,566,172,144,0,316,315,0,7,39,144,96,1,0,0,4,5,1,4,4,2,0,0,4,0,3,2,316
204,"MAKTAB SCHOOL ANJAN SAHID",795,663,0,1458,419,446,0,865,861,0,15,226,135,449,18,3,0,0,2,1,2,1,2,1,0,4,2,1,3,865
205,"KANIYA P. V. ANJAN SAHID (R.N.-1)",704,579,1,1284,303,345,0,648,638,0,10,346,45,225,5,0,0,2,0,2,0,3,1,3,1,1,0,2,2,648
206,"KANIYA P. V. ANJAN SAHID (R.N.-2)",132,98,0,230,50,58,0,108,100,0,0,53,1,46,6,0,0,0,0,0,0,1,0,0,0,0,0,0,1,108
207,"P. V. ANJAN SAHID (R.N.-1)",489,451,0,940,214,242,0,456,456,0,7,177,36,212,11,1,0,0,2,0,2,2,0,1,2,0,1,1,1,456
208,"P. V. ANJAN SAHID (R.N.-2)",783,600,1,1384,346,361,0,707,705,0,10,228,149,292,6,1,2,0,1,2,8,4,0,0,1,2,0,0,1,707
209,"P. V. TURKAULI (R.N.-1)",576,471,0,1047,301,320,0,621,621,0,12,283,294,5,6,0,1,3,2,0,1,1,1,0,0,0,2,9,1,621
210,"P. V. TURKAULI (R.N.-2)",442,343,0,785,207,237,0,444,444,0,4,82,208,115,2,2,0,2,6,2,0,1,3,3,1,2,1,6,4,444
211,"P. V. SUNDAR SARAI BALLO (R.N.-1)",754,596,0,1350,462,337,0,799,799,0,18,351,196,155,1,2,0,2,5,1,2,11,9,6,5,3,2,12,18,799
212,"P. V. SUNDAR SARAI BALLO (R.N.-2)",505,388,0,893,248,243,0,491,491,0,14,207,127,104,1,1,0,1,7,0,0,1,1,4,2,8,3,4,6,491
213,"P. V. BHARAULI",204,146,0,350,134,104,0,238,200,0,10,120,91,2,1,0,0,0,7,0,0,2,0,1,0,0,3,1,0,238
214,"PARSHADIYA P. V. KOKILPAR",274,232,0,506,157,153,0,310,305,0,2,53,155,76,1,1,0,1,3,0,3,0,1,0,1,6,0,2,5,310
215,"P. V. DAUDPUR",775,624,0,1399,369,337,0,706,705,0,13,259,316,45,39,2,0,3,9,1,8,1,1,1,1,1,2,2,2,706
216,"P. V. CHATTARPUR KHUSHAL (R.N.-1)",717,575,0,1292,384,338,0,722,721,0,14,300,217,142,1,0,9,3,6,2,1,3,4,11,2,6,0,0,1,722
217,"P. V. CHATTARPUR KHUSHAL (R.N.-2)",258,211,0,469,160,113,0,273,271,0,6,77,129,20,1,0,0,5,7,0,0,2,2,3,0,1,3,8,9,273
218,"P. V. AINPUR (CHAK AJIJ)",97,65,0,162,63,40,0,103,72,0,1,48,44,1,0,0,0,0,1,0,0,0,0,0,0,0,2,6,0,103
219,"P. V. NATTHUPUR",626,526,0,1152,303,307,0,610,205,0,4,283,122,171,9,0,2,1,2,0,2,1,2,5,1,2,0,0,3,610
220,"MAKTAB SCHOOL DHAURAHRA (R.N.-1)",709,568,0,1277,367,356,0,723,723,0,7,267,184,208,16,1,1,3,3,3,2,7,2,10,0,5,1,2,1,723
221,"MAKTAB SCHOOL DHAURAHRA (R.N.-2)",912,682,0,1594,391,407,0,798,798,0,5,415,79,200,75,2,0,2,1,1,1,4,0,4,1,6,1,0,1,798
222,"P. V. BERMA (R.N.-1)",835,680,0,1515,536,483,0,1019,1012,0,12,306,76,569,6,2,4,2,2,1,2,4,2,5,2,5,5,4,10,1019
223,"P. V. BERMA (R.N.-2)",652,533,0,1185,325,276,0,601,596,0,12,299,205,36,3,2,1,1,4,0,0,10,2,2,3,7,3,4,7,601
224,"P. V. HARSINGHPUR",473,405,0,878,245,249,0,494,489,0,20,111,151,184,3,1,2,1,5,1,2,4,0,2,2,5,0,0,0,494
225,"U. M. V. GHARSHRA",401,325,0,726,158,216,0,374,340,0,3,127,0,173,61,2,0,1,0,0,1,1,0,1,0,1,2,1,0,374
226,"P. V. OLMAPUR",639,505,0,1144,358,350,0,708,673,0,4,210,134,328,6,1,0,2,5,2,1,5,0,2,2,4,1,1,0,708
227,"P. V. DHOLIPUR PAKKHOPUR (R.N.-1)",602,508,0,1110,305,331,0,636,528,0,6,145,292,146,8,0,0,0,5,3,1,5,6,6,3,3,0,0,7,636
228,"P. V. DHOLIPUR PAKKHOPUR (R.N.-2)",590,494,0,1084,248,305,0,553,552,0,8,104,22,327,59,0,1,0,3,1,2,4,6,3,0,3,0,1,9,553
229,"P. V. KASBA SAGRI (R.N.-1)",549,429,0,978,289,280,0,569,569,0,8,118,261,136,7,1,0,3,6,3,1,2,1,3,2,6,2,6,3,569
230,"P. V. KASBA SAGRI (R.N.-2)",514,443,1,958,236,242,0,478,276,0,8,281,80,87,2,1,1,1,3,1,5,1,1,3,1,0,1,0,1,478
231,"P. V. KASBA SAGRI (R.N.-3)",361,288,0,649,174,200,0,374,372,0,8,93,180,48,3,0,1,4,5,1,4,2,2,1,2,1,2,5,12,374
232,"ISLAMIYA SCHOOL KASBA SAGRI (R.N.-1)",557,586,0,1143,200,294,0,494,480,0,6,337,65,77,6,0,0,0,0,0,0,1,0,0,1,0,1,0,0,494
233,"ISLAMIYA SCHOOL KASBA SAGRI (R.N.-2)",579,432,0,1011,230,271,0,501,497,0,8,272,74,117,4,0,2,2,3,1,4,2,3,3,0,2,1,1,2,501
234,"P. V. ALAMPUR",916,632,0,1548,463,373,0,836,826,0,16,335,159,298,7,3,0,3,2,0,4,0,3,2,1,0,0,3,0,836
235,"ISLAMIYA SCHOOL KHALISPUR  (R.N.-1)",686,593,0,1279,314,335,0,649,627,0,13,392,8,220,6,0,0,0,0,0,0,0,3,2,1,3,0,0,1,649
236,"ISLAMIYA SCHOOL KHALISPUR  (R.N.-2)",821,687,0,1508,328,413,0,741,641,0,6,387,25,286,8,1,3,0,1,0,1,5,2,0,0,5,1,5,5,741
237,"P. V. RAUJA SAIFANPATTI",373,309,0,682,163,202,0,365,325,0,4,248,47,38,6,0,0,0,1,0,4,0,0,1,0,0,1,13,2,365
238,"J. H. S. JIYANPUR (R.N.-1)",388,367,0,755,182,202,0,384,284,0,8,214,58,90,2,0,0,0,1,0,4,0,2,1,0,1,0,0,3,384
239,"J. H. S. JIYANPUR (R.N.-2)",651,552,0,1203,327,325,0,652,652,0,23,214,206,159,2,3,1,6,12,1,1,7,3,6,1,5,0,1,1,652
240,"P. V. JIYANPUR (R.N.-1)",690,583,0,1273,409,378,0,787,777,0,18,275,325,143,3,1,1,3,3,1,1,3,0,5,0,2,0,0,3,787
241,"P. V. JIYANPUR (R.N.-2)",814,650,0,1464,494,341,0,835,835,0,16,148,499,143,11,1,1,1,2,1,3,1,1,1,1,3,0,0,2,835
242,"P. V. JIYANPUR (R.N.-3)",676,520,0,1196,424,300,0,724,700,0,9,183,455,62,2,1,0,1,2,1,2,0,2,1,1,1,1,0,0,724
243,"KANIYA P. M. V. JIYANPUR (R.N.-1)",800,662,0,1462,404,390,0,794,748,0,15,234,357,165,6,0,0,1,2,0,0,6,2,1,1,1,1,1,1,794
244,"KANIYA P. M. V. JIYANPUR (R.N.-2)",393,286,0,679,213,149,0,362,358,0,6,223,49,74,0,0,0,0,2,0,0,2,0,1,0,2,1,1,1,362
245,"KANIYA P. M. V. JIYANPUR (R.N.-3)",781,647,0,1428,391,378,0,769,754,0,5,202,78,432,24,2,2,0,1,0,1,4,2,5,0,9,0,2,0,769
246,"P. V. BASUPAR BANKAT (R.N.-1)",711,536,0,1247,381,363,0,744,620,0,9,152,124,411,14,4,1,2,3,0,2,7,4,1,2,3,0,0,5,744
247,"P. V. BASUPAR BANKAT (R.N.-2)",564,435,0,999,249,231,0,480,480,0,4,271,19,77,96,1,1,1,0,2,1,0,2,3,1,1,0,0,0,480
248,"MADARSHA ISLAMIYA SCHOOL CHANDPAR",749,670,0,1419,312,395,0,707,703,0,17,264,86,269,52,1,1,4,5,2,0,2,0,0,1,1,2,0,0,707
249,"P. V. CHUNUGPAR (R.N.-1)",426,372,0,798,230,225,0,455,400,0,15,124,43,259,5,0,3,0,2,0,0,0,1,0,0,1,0,0,2,455
250,"P. V. CHUNUGPAR (R.N.-2)",567,433,1,1001,264,226,0,490,295,0,22,229,85,95,13,0,1,3,6,2,1,4,0,1,3,3,0,16,6,490
251,"P V. CHANGAIEPUR",915,732,1,1648,492,442,0,934,934,0,14,381,278,203,3,1,7,0,5,3,3,7,4,4,1,4,1,10,5,934
252,"J. H. S. CHANGAIEPUR",146,124,0,270,80,75,0,155,155,0,3,64,66,21,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,155
253,"P. V. JAHIRUDDINPUR",387,337,0,724,168,194,0,362,354,0,9,166,41,109,15,0,1,0,1,0,1,2,2,1,0,2,0,7,5,362
254,"P. V. SAVARUPUR (R.N.-1)",519,421,0,940,324,286,0,610,610,0,5,269,123,203,1,0,0,0,1,0,0,1,0,0,0,1,2,2,2,610
255,"P. V. SAVARUPUR (R.N.-2)",521,450,0,971,308,306,0,614,530,0,8,185,61,340,3,0,0,1,1,0,0,3,2,1,2,4,0,2,1,614
256,"P. V. TAKENGADHA",834,684,0,1518,397,394,0,791,789,0,15,160,264,293,10,3,1,0,11,2,2,10,7,5,3,2,0,1,2,791
257,"P. V. BHUVNA BUJURG (R.N.-1)",631,507,0,1138,281,261,0,542,542,0,16,93,304,76,4,0,1,6,9,2,1,3,2,0,1,0,5,3,16,542
258,"P. V. BHUVNA BUJURG (R.N.-2)",460,374,0,834,218,216,0,434,410,0,10,119,174,112,2,0,0,1,2,1,2,1,1,3,0,2,0,2,2,434
259,"SANSKRIT PRAYAGPUR PRAYAGPUR",598,505,0,1103,417,215,0,632,570,0,9,271,150,179,2,1,2,0,0,0,2,2,0,0,0,2,4,5,3,632
260,"P. V. AMUVARI NARAYANPUR (R.N.-1)",586,534,0,1120,364,349,0,713,713,0,11,36,103,519,13,4,4,1,1,2,0,8,3,2,2,1,1,0,2,713
261,"P. V. AMUVARI NARAYANPUR (R.N.-2)",642,504,0,1146,390,313,0,703,700,0,7,32,136,477,7,0,2,1,3,2,4,4,9,0,1,6,1,9,2,703
262,"P. V. MAHAVATGARH (R.N.-1)",661,540,0,1201,407,398,0,805,805,0,15,153,204,391,2,2,1,2,7,1,0,2,5,1,5,5,1,5,3,805
263,"P. V. MAHAVATGARH (R.N.-2)",557,441,0,998,324,298,0,622,613,0,6,193,220,179,2,1,1,1,7,5,0,2,1,0,2,0,0,0,2,622
264,"P. V. MURARPUR (R.N.-1)",605,502,0,1107,317,285,0,602,602,0,22,90,274,152,6,0,2,0,7,0,4,3,4,4,4,7,1,4,18,602
265,"P. V. MURARPUR (R.N.-1)",758,610,0,1368,378,347,0,725,722,0,15,238,215,201,4,2,0,3,10,2,0,3,5,3,2,9,1,6,6,725
266,"P. V. MURARPUR (R.N.-3)",620,460,0,1080,326,259,0,585,485,0,19,301,138,107,1,0,0,0,5,2,0,2,1,2,0,2,0,4,1,585
267,"P. V. SOKHNA AIMA",608,466,0,1074,300,293,0,593,350,0,17,148,119,260,19,0,1,4,4,0,3,6,3,2,2,3,0,1,1,593
268,"P. V. MEGHAIE KHAS",571,452,0,1023,300,236,0,536,533,0,69,34,144,248,3,0,0,0,1,1,6,0,0,0,3,2,1,7,17,536
269,"P. V. MASONA (R.N.-1)",589,502,0,1091,346,333,0,679,272,0,66,78,335,173,2,4,1,1,6,2,0,2,0,1,0,1,2,2,3,679
270,"P. V. MASINA (R.N.-2)",574,474,0,1048,242,275,0,517,480,0,21,87,163,190,18,2,2,2,9,1,0,0,4,0,3,5,7,2,1,517
271,"SMITH I. C. AZMATGARH (R.N.-1)",803,562,0,1365,317,372,0,689,669,0,193,197,132,148,7,0,0,0,1,1,1,0,0,2,0,0,4,0,3,689
272,"SMITH I. C. AZMATGARH (R.N.-2)",664,520,0,1184,385,330,0,715,500,0,147,100,390,21,5,1,1,2,3,3,3,1,2,4,2,12,8,2,8,715
273,"SMITH I. C. AZMATGARH (R.N.-3)",682,537,0,1219,350,273,0,623,623,0,156,90,300,41,0,0,0,3,7,0,0,5,2,3,2,6,2,1,5,623
274,"SMITH I. C. AZMATGARH (R.N.-4)",649,508,0,1157,325,275,0,600,600,0,158,99,286,19,2,0,1,2,8,1,4,3,1,5,3,5,0,1,2,600
275,"P. V. AZMATGARH (R.N.-1)",632,499,0,1131,368,330,0,698,698,0,83,49,117,404,8,1,0,0,1,2,1,2,1,0,4,3,11,2,9,698
276,"P. V. AZMATGARH (R.N.-2)",265,214,0,479,132,139,0,271,271,0,53,69,73,55,1,1,0,0,2,0,1,1,2,0,1,4,2,1,5,271
277,"P. V. AZMATGARH (R.N.-3)",681,599,0,1280,379,371,0,750,700,0,164,187,252,109,17,0,0,0,1,1,3,1,1,2,1,4,4,1,2,750
278,"P. V. DIGHWANIYA MAJHOUVA",666,583,0,1249,368,374,0,742,730,0,11,377,240,79,6,1,0,1,7,0,4,6,0,4,0,3,0,0,3,742
279,"P. V. HARAULI (R.N.-1)",870,697,0,1567,443,414,0,857,834,0,15,290,360,124,4,0,0,1,9,1,3,3,3,3,5,2,2,10,22,857
280,"P. V. BHARAULI (R.N.-2)",670,494,0,1164,312,307,0,619,619,0,16,80,389,103,0,1,2,0,7,0,2,3,1,3,1,3,2,3,3,619
