"Polling Station",,"Total No of Electors",,,,"Voters Turnout",,,,,,"Candidate ID and Name",,,,,,,,,,,,
"Part No","Part Name",Male,Female,Other,"Total No. of electors",Male,Female,Other,Total,"No of voters identifying using EPIC","Tendered Voter","1 - KARTAR SINGH BHADANA","2 - KANWAR HASAN","3 - NAHID HASAN","4 - HUKUM SINGH","5 - DIVAKAR KASHYAP","6 - PARDIP","7 - RAMKARAN KASHYAP","8 - SUNITA","9 - SUNIL KUMAR KASANA","10 - KRISHANPAL","11 - MOHANLAL","12 - None of the Above","Total Votes Secured"
140,"PRATHMIK VIDHALAY UMMEDGADH",361,294,0,655,305,228,0,533,512,0,10,12,50,448,5,1,1,1,3,1,1,0,533
141,"PRATHMIK VIDHALAY JOGIPURA",629,550,0,1179,520,442,0,962,190,0,1,127,712,107,5,0,0,0,2,4,3,1,962
142,"PRATHMIK VIDHALAY JOGIPURA",209,178,0,387,198,167,0,365,360,0,0,25,339,1,0,0,0,0,0,0,0,0,365
143,"PRATHMIK VIDHALAY UTTERI BHAG FATEHPUR DHOLA",866,638,0,1504,634,520,0,1154,1151,0,6,289,280,541,10,0,1,1,7,9,4,6,1154
144,"PRATHMIK VIDHALAY DAKSHINI BHAG FATEHPUR DHOLA",152,113,0,265,111,89,0,200,198,0,6,21,25,145,1,1,0,0,0,0,0,1,200
145,"PRATHMIK VIDHALAY KAMRA NUMBER-1 KUTUBKHERI",513,466,0,979,323,307,0,630,627,0,14,214,19,370,4,0,1,0,3,2,0,3,630
146,"PRATHMIK VIDHALAY KAMRA NUMBER-2 KUTUBKHERI",601,486,0,1087,428,308,0,736,611,0,3,418,261,47,2,2,0,0,1,0,0,2,736
147,"PRATHMIK VIDHALAY VAJEERPUR",506,424,0,930,421,349,0,770,15,0,5,171,30,542,8,1,0,1,4,3,3,2,770
148,"PRATHMIK VIDHALAY BODPUR",612,523,0,1135,524,437,0,961,956,0,60,70,775,36,4,1,0,1,4,2,2,6,961
149,"PRATHMIK VIDHALAY UTTERI BHAG MOHDA",609,491,0,1100,556,415,0,971,971,0,28,4,10,902,6,2,1,0,6,2,1,9,971
150,"PRATHMIK VIDHALAY DAKSHINI BHAG MOHDA",453,398,0,851,424,327,0,751,751,0,34,5,27,672,5,0,0,0,6,2,0,0,751
151,"PRATHMIK VIDHALAY TATARPUR KALAN",687,563,0,1250,585,467,0,1052,1022,0,2,0,2,1041,3,0,0,0,1,0,0,3,1052
152,"NAYA PURV MADHAYMIK VIDHALAY PURVI BHAG LAKHNAUTI",784,683,0,1467,539,499,0,1038,681,0,4,259,60,688,9,0,1,1,3,7,1,5,1038
153,"NAYA PURV MADHAYMIK VIDHALAY MADHYA PURVI BHAG LAKHNAUTI",811,714,0,1525,547,491,0,1038,400,0,59,40,358,553,10,2,3,3,3,3,1,3,1038
154,"NAYA PURV MADHAYMIK VIDHALAY MADHYA  BHAG DAKSHINLAKHNAUTI",765,595,0,1360,491,391,0,882,760,0,14,212,374,271,4,1,0,0,1,2,0,3,882
155,"NAYA PURV MADHAYMIK VIDHALAY PASCHIMI  BHAG  LAKHNAUTI",833,579,0,1412,574,374,0,948,719,0,117,57,735,31,1,1,1,0,2,3,0,0,948
156,"PRATHMIK VIDHALAY KAMRA NUMBER-1 LAKHNAUTI",637,448,0,1085,445,313,0,758,528,0,7,36,641,60,3,1,0,0,0,5,3,2,758
157,"PRATHMIK VIDHALAY KAMRA NUMBER-2 LAKHNAUTI",297,252,0,549,218,191,0,409,409,0,2,27,375,2,0,0,0,0,0,2,0,1,409
158,"PRATHMIK VIDHALAY KAMRA NUMBER-3 LAKHNAUTI",348,315,0,663,263,236,0,499,422,0,57,6,55,371,4,2,0,1,0,2,1,0,499
159,"PRATHMIK VIDHALAY RANGAIL",400,364,0,764,379,331,0,710,71,0,14,1,28,657,3,0,1,0,2,1,1,2,710
160,"PRATHMIK VIDHALAY GANDHINAGAR",616,538,0,1154,547,475,0,1022,331,0,5,3,58,952,2,0,1,0,0,0,0,1,1022
161,"PRATHMIK VIDHALAY PURVI BHAG AALAMPUR",415,357,0,772,385,295,0,680,680,0,1,62,229,375,3,2,0,2,0,2,0,4,680
162,"PRATHMIK VIDHALAY PASCHIMI BHAG AALAMPUR",742,627,0,1369,666,513,0,1179,1179,0,37,98,464,548,12,1,1,0,3,7,2,6,1179
163,"PRATHMIK VIDHALAY UTTERI BHAG DABKAULA KALA",498,395,0,893,344,285,0,629,604,0,27,245,147,204,1,1,0,0,0,2,0,2,629
164,"PRATHMIK VIDHALAY SARAJPUR TAKIPUR",383,352,0,735,353,296,0,649,640,0,2,1,5,640,0,0,0,0,0,0,0,1,649
165,"PRATHMIK VIDHALAY KAMRA NUMBER-1 SAKARPUR SAKRAUR",764,546,0,1310,576,423,0,999,999,0,13,16,53,900,4,0,3,0,1,2,1,6,999
166,"PRATHMIK VIDHALAY KAMRA NUMBER-2 SAKARPUR SAKRAUR",702,571,0,1273,516,417,0,933,933,0,21,71,304,527,3,0,1,0,0,3,0,3,933
167,"PRATHMIK VIDHALAY UTTERI BHAG KAMRA NUMBER-2 JANPUR MAZRI",404,306,0,710,266,213,0,479,479,0,16,5,67,383,6,0,0,0,1,0,1,0,479
168,"PRATHMIK VIDHALAY FAKHANPUR",375,327,0,702,327,279,0,606,606,0,53,19,174,356,0,0,0,1,1,2,0,0,606
169,"PRATHMIK VIDHALAY MANPUR THALI",359,289,0,648,272,232,0,504,10,0,88,74,54,271,8,0,1,0,2,3,1,2,504
170,"PRATHMIK VIDHALAY MANPUR  MU0 A0",272,232,0,504,245,197,0,442,410,0,18,29,88,301,3,0,0,0,2,0,0,1,442
171,"PRATHMIK VIDHALAY DAKSHIN KA KAMRA NUMBER -1 SHAHALIPUR URF HAMEERPUR",887,693,0,1580,719,593,0,1312,323,0,20,225,944,93,4,2,2,0,0,11,2,9,1312
172,"PRATHMIK VIDHALAY BEGI",774,505,0,1279,500,289,0,789,10,0,119,159,495,8,3,0,1,0,0,2,2,0,789
173,"PRATHMIK VIDHALAY SHAHPUR ROAD",531,465,0,996,362,314,0,676,661,0,120,46,494,6,1,0,0,1,1,5,0,2,676
174,"PRATHMIK VIDHALAY DAKSHIN KA KAMRA BANSDEVA",401,405,0,806,311,344,0,655,655,0,102,33,505,4,0,0,1,0,2,2,1,5,655
175,"PRATHMIK VIDHALAY KUNDA KHURD",665,683,0,1348,515,502,0,1017,905,0,43,253,687,7,0,2,1,0,1,8,3,12,1017
176,"PRATHMIK VIDHALAY KAMRA NUMBER-1 KUNDA KALAN",421,374,0,795,343,278,0,621,7,0,11,34,557,8,1,0,1,0,0,4,1,4,621
177,"PRATHMIK VIDHALAY KAMRA NUMBER-2KUNDA KALAN",603,417,0,1020,467,327,0,794,125,0,3,26,720,37,1,1,2,0,1,1,0,2,794
178,"PRATHMIK VIDHALAY KAMRA NUMBER-3 KUNDA KALAN",753,593,0,1346,521,403,0,924,557,0,27,124,634,116,8,2,1,1,2,5,0,4,924
179,"PRATHMIK VIDHALAY AAGANBADI BHAWAN KUNDA KALAN",207,189,0,396,138,123,0,261,164,0,0,35,219,4,0,0,1,0,0,1,0,1,261
180,"PRATHMIK VIDHALAY KAMRA NUMBER-4 KUNDA KALAN",592,553,0,1145,461,415,0,876,5,0,30,119,708,4,0,2,2,1,1,4,4,1,876
181,"PRATHMIK VIDHALAY KAMRA NUMBER-1DHULAVALI",726,595,0,1321,581,410,0,991,991,0,42,27,187,728,2,0,0,2,1,0,1,1,991
182,"PRATHMIK VIDHALAY BASI",471,438,0,909,330,351,0,681,681,0,1,229,356,75,3,2,2,0,4,5,0,4,681
183,"PRATHMIK VIDHALAY NAYA BHAWAN KUNDA MAZRA BASI",794,682,0,1476,651,534,0,1185,162,0,6,190,906,53,1,1,2,3,1,16,4,2,1185
184,"PRATHMIK VIDHALAY UTTERI BHAG ESSAPUR",600,485,0,1085,538,430,0,968,968,0,6,4,45,895,7,1,0,3,4,1,0,2,968
185,"PRATHMIK VIDHALAY DAKSHINI BHAG ESSAPUR",572,506,0,1078,424,364,0,788,788,0,87,2,16,672,5,0,0,2,3,1,0,0,788
186,"PRATHMIK VIDHALAY CHAUPURA",415,360,0,775,397,323,0,720,710,0,18,12,4,685,0,0,0,1,0,0,0,0,720
187,"PRATHMIK VIDHALAY BANSDEVI",816,659,1,1476,564,479,0,1043,1042,0,248,19,237,520,10,0,0,0,2,4,1,2,1043
188,"PRATHMIK VIDHALAY UMARPUR",372,322,0,694,323,272,0,595,522,0,23,11,14,541,4,0,0,0,0,1,1,0,595
189,"PURV MADHAYMIK VIDHALAY SIKANDERPUR URF GONSGADH",780,598,0,1378,590,445,0,1035,900,0,86,19,173,738,7,0,2,2,0,4,2,2,1035
190,"PRATHMIK VIDHALAY KHALIDPUR",657,533,0,1190,490,401,0,891,871,0,35,141,46,632,7,4,1,2,8,6,5,4,891
191,"PURV MADHAYMIK VIDHALAY KAMRA NUMBER-1 BEENPUR",493,452,0,945,350,307,0,657,645,0,103,9,98,437,4,0,0,1,1,1,0,3,657
192,"PURV MADHAYMIK VIDHALAY KAMRA NUMBER-2 BEENPUR",370,295,0,665,270,200,0,470,394,0,106,2,106,238,6,0,2,1,2,2,2,3,470
193,"PURV MADHAYMIK VIDHALAY KAMRA NUMBER-1 BEENPUR",532,439,0,971,410,326,0,736,735,0,19,23,47,632,5,2,1,0,3,1,2,1,736
194,"V.H.U.MADHAYMIK SCHOOL BILASPUR TATARPUR KALAN DAKSHINI BHAG BILASPUR",583,422,0,1005,508,334,0,842,540,0,5,10,31,792,3,0,0,0,1,0,0,0,842
195,"V.H.U.MADHAYMIK SCHOOL BILASPUR TATARPUR KALAN DAKSHINI BHAG BILASPUR",748,615,0,1363,695,504,0,1199,1102,0,13,16,110,1043,6,0,1,1,5,0,2,2,1199
196,"PRATHMIK VIDHALAY UTTERI BHAG DUDHALA",629,471,0,1100,512,371,0,883,700,0,12,4,238,610,7,0,3,1,2,2,1,3,883
197,"PRATHMIK VIDHALAY DAKSHINI BHAG DUDHALA",599,462,0,1061,561,310,0,871,711,0,51,26,87,692,5,1,1,0,2,1,3,2,871
198,"PRATHMIK VIDHALAY KAMRA NUMBER-1 JEHRA",695,560,0,1255,660,455,0,1115,81,0,40,19,10,1035,8,0,0,1,1,0,0,1,1115
199,"PRATHMIK VIDHALAY KAMRA NUMBER-2 JEHRA",669,482,0,1151,610,412,0,1022,1020,0,25,26,22,933,7,0,1,1,6,0,0,1,1022
200,"PURV MADHAYMIK VIDHALAY KAMRA NUMBER-1 KHANDLANA",784,678,0,1462,484,487,0,971,960,0,148,12,49,723,19,2,3,2,1,4,2,6,971
201,"PURV MADHAYMIK VIDHALAY KAMRA NUMBER-2 KHANDLANA",695,524,0,1219,458,360,0,818,672,0,93,130,29,539,11,3,0,2,3,0,4,4,818
202,"PURV MADHAYMIK VIDHALAY KAMRA NUMBER-3 KHANDLANA",403,343,0,746,293,247,0,540,505,0,114,9,54,344,5,0,2,2,2,3,1,4,540
203,"PRATHMIK VIDHALAY UTTER PASCHIMI BHAG DHANVA",679,565,0,1244,480,440,0,920,820,0,140,108,406,256,4,0,3,0,0,1,0,2,920
204,"PRATHMIK VIDHALAY UTTER PURVI BHAG DHANVA",396,328,0,724,295,268,0,563,13,0,32,71,127,312,13,0,0,4,1,1,1,1,563
205,"PRATHMIK VIDHALAY DAKSHINI PURVI BHAG KAMRA NUMBER-1 DHANVA",613,554,0,1167,483,400,0,883,704,0,62,202,528,84,2,0,0,0,0,1,2,2,883
206,"PRATHMIK VIDHALAY DAKSHINI PURVI BHAG KAMRA NUMBER-2 DHANVA",495,424,0,919,366,334,0,700,700,0,74,41,391,186,2,1,2,0,0,0,1,2,700
207,"PRATHMIK VIDHALAY KOLAKHERI",800,627,0,1427,610,484,0,1094,1094,0,59,3,104,895,14,3,1,1,5,3,2,4,1094
208,"VADIK PURV MADHAYMIK VIDHALAY KAMRA NUMBER-1 RADAUR",555,459,0,1014,455,374,0,829,829,0,115,4,16,674,7,1,4,0,3,1,0,4,829
209,"VADIK PURV MADHAYMIK VIDHALAY KAMRA NUMBER-2 RADAUR",660,542,0,1202,563,450,0,1013,1013,0,26,4,39,919,13,0,1,3,2,0,2,4,1013
210,"PRATHMIK VIDHALAY UTTERI BHAG DUBHAR KISHANPUR",704,572,0,1276,579,450,0,1029,1029,0,144,28,2,834,12,0,0,2,4,0,2,1,1029
211,"PRATHMIK VIDHALAY DAKSHINI BHAG DUBHAR KISHANPUR",623,509,0,1132,564,443,0,1007,1006,0,86,62,98,737,6,0,2,1,6,2,2,5,1007
212,"PURV MADHAYMIK VIDHALAY KAMRA NUMBER-1 JHHADWAN",504,406,0,910,411,333,0,744,744,0,15,246,339,133,0,0,0,0,0,6,1,4,744
213,"PURV MADHAYMIK VIDHALAY KAMRA NUMBER-2 JHHADWAN",749,657,0,1406,590,555,0,1145,1145,0,66,125,559,349,12,2,2,4,4,12,6,4,1145
214,"ESLAMIYA SCHOOL ROSHANPUR",446,362,0,808,356,312,0,668,408,0,18,106,497,44,0,0,0,0,0,2,0,1,668
215,"PRATHMIK VIDHALAY PURVI BHAG KALSI",602,565,0,1167,527,445,0,972,250,0,25,2,66,873,2,0,1,0,0,0,0,3,972
216,"PRATHMIK VIDHALAY PASCHIMI BHAG KALSI",563,483,0,1046,453,364,0,817,63,0,24,138,161,473,4,1,2,0,1,5,3,5,817
217,"NARAYAN SINGH JANTA H0S0SCHOOL UTTERI BHAG MAHNGI",654,546,0,1200,508,427,0,935,49,0,40,29,221,609,7,2,1,1,6,5,4,10,935
218,"NARAYAN SINGH JANTA H0S0SCHOOL DAKSHINI BHAG MAHNGI",678,605,0,1283,538,473,0,1011,900,0,9,12,84,871,13,1,3,4,1,0,5,8,1011
219,"PRATHMIK VIDHALAY KAMRA NUMBER-1 BALOO",465,445,0,910,436,347,0,783,783,0,6,69,551,149,2,0,0,0,0,1,1,4,783
220,"PRATHMIK VIDHALAY KAMRA NUMBER-2 BALOO",452,395,0,847,374,338,0,712,665,0,19,7,130,544,6,0,2,1,1,0,0,2,712
221,"PRATHMIK VIDHALAY UTTERI BHAG THOLAFATEHPUR",728,577,0,1305,488,440,0,928,745,0,29,299,199,391,2,1,0,0,1,4,2,0,928
222,"PRATHMIK VIDHALAY DAKSHINI BHAG THOLAFATEHPUR",617,498,0,1115,472,372,0,844,385,0,8,347,124,346,9,1,0,3,1,2,0,3,844
223,"PRATHMIK VIDHALAY BARSI",757,618,0,1375,526,468,0,994,600,0,53,336,85,510,5,0,0,0,0,2,1,2,994
224,"PRATHMIK VIDHALAY MADHOPUR",711,591,0,1302,617,485,0,1102,600,0,39,211,31,801,7,1,0,1,3,3,2,3,1102
225,"PRATHMIK VIDHALAY SALIYER",477,401,0,878,424,300,0,724,260,0,131,61,36,480,8,0,1,2,1,0,2,2,724
226,"PURV MADHAYMIK VIDHALAY MANOHARA",536,438,0,974,458,348,0,806,806,0,53,94,35,611,5,1,1,0,2,2,1,1,806
227,"PRATHMIK VIDHALAY FATEHCHANDPUR",585,467,0,1052,512,370,0,882,882,0,60,210,53,546,3,1,1,0,1,1,3,3,882
228,"PRATHMIK VIDHALAY TABRRAKPUR",608,590,0,1198,555,493,0,1048,1048,0,30,185,35,786,6,0,1,0,0,1,2,2,1048
229,"PRATHMIK VIDHALAY MOHD.PUR GURJER",508,460,0,968,436,376,0,812,812,0,27,4,73,687,3,1,1,0,4,3,1,8,812
230,"PRATHMIK VIDHALAY MOHD.PUR GURJER",344,276,0,620,298,230,0,528,160,0,10,2,48,452,7,2,0,1,5,1,0,0,528
231,"PRATHMIK VIDHALAY KHANPUR AFGAN",273,223,0,496,209,164,0,373,345,0,99,44,30,193,2,0,0,0,3,0,1,1,373
232,"SARASVATI INTER COLLEGE PASCHIMI BHAG KAMRA NUMBER-5 NAGAR PANCHAYAT TITRO",588,475,0,1063,377,309,0,686,624,0,38,3,4,605,24,1,2,1,5,0,2,1,686
233,"SARASVATI INTER COLLEGE PASCHIMI BHAG KAMRA NUMBER-6 NAGAR PANCHAYAT TITRO",553,449,0,1002,366,307,0,673,464,0,15,349,17,277,13,0,0,1,0,0,0,1,673
234,"ESLAMIYA SCHOOL UTTERI BHAG NAGAR PANCHAYAT TITRO",582,494,0,1076,355,433,0,788,687,0,5,48,592,136,2,0,2,0,0,2,0,1,788
235,"ESLAMIYA SCHOOL MADHYA BHAG NAGAR PANCHAYAT TITRO",628,490,0,1118,449,344,0,793,793,0,18,227,451,91,2,0,1,0,1,0,1,1,793
236,"ESLAMIYA SCHOOL PASCHIMI BHAG NAGAR PANCHAYAT TITRO",499,418,0,917,346,275,0,621,620,0,12,52,551,1,0,1,0,0,0,1,2,1,621
237,"SARASVATI INTER COLLEGE PASCHIMI BHAG KAMRA NUMBER-1 NAGAR PANCHAYAT TITRO",690,544,0,1234,428,348,0,776,586,0,19,127,98,513,9,1,2,0,2,2,1,2,776
238,"SARASVATI INTER COLLEGE PASCHIMI BHAG KAMRA NUMBER-2 NAGAR PANCHAYAT TITRO",492,386,0,878,320,257,0,577,577,0,13,8,37,498,10,0,3,1,2,1,2,2,577
239,"PRATHMIK VIDHALAY AASAFGADH",457,382,0,839,233,222,0,455,455,0,3,133,286,25,1,0,0,0,1,3,0,3,455
240,"PRATHMIK VIDHALAY PUJNA",540,407,0,947,485,331,0,816,815,0,38,145,7,602,8,0,1,1,5,1,5,3,816
241,"PRATHMIK VIDHALAY BHAVSA",370,324,0,694,257,241,0,498,494,0,157,121,50,158,8,0,0,1,0,3,0,0,498
242,"PRATHMIK VIDHALAY BERKHEDI HINDU",309,267,0,576,254,225,0,479,479,0,5,179,93,194,4,0,1,0,0,1,2,0,479
243,"JUNIYER BASIC VIDHALAY PURVI BHAG BHAVSI  RAYPUR",529,423,0,952,380,302,0,682,55,0,29,196,51,388,4,1,1,2,0,1,3,6,682
244,"JUNIYER BASIC VIDHALAY PASCHIMI BHAG BHAVSI  RAYPUR",507,430,0,937,452,346,0,798,8,0,49,12,7,721,2,0,1,0,0,1,3,2,798
245,"PRATHMIK VIDHALAY UTTERI BHAG KUAKHERA",802,657,0,1459,513,449,0,962,960,0,7,445,26,464,4,0,1,1,0,4,5,5,962
246,"PRATHMIK VIDHALAY DAKSHINI BHAG KUAKHERA",600,476,0,1076,419,350,0,769,769,0,9,15,126,602,11,2,0,0,0,2,0,2,769
247,"PRATHMIK VIDHALAY PURVI BHAG KASHIPUR",412,394,0,806,362,340,0,702,702,0,2,39,6,647,1,1,0,1,1,0,2,2,702
248,"PRATHMIK VIDHALAY PASCHIMI BHAG KASHIPUR",573,487,0,1060,382,303,0,685,683,0,2,313,5,351,4,2,0,0,2,1,2,3,685
249,"PRATHMIK VIDHALAY KAMRA NUMBER-1 YAHIYAPUR",377,313,0,690,269,228,0,497,479,0,5,346,7,128,4,0,0,0,0,1,3,3,497
250,"PRATHMIK VIDHALAY UTTERI BHAG BHARIDINARPUR",542,429,0,971,271,254,0,525,525,0,3,218,71,221,3,0,0,0,4,3,2,0,525
251,"PRATHMIK VIDHALAY DAKSHINI BHAG BHARIDINARPUR",619,537,0,1156,414,339,0,753,751,0,5,38,157,516,10,1,9,1,2,5,5,4,753
252,"PRATHMIK VIDHALAY KAMRA NUMBER-1 DADANPUR",479,406,0,885,400,334,0,734,734,0,3,202,6,513,3,2,1,1,2,0,1,0,734
253,"PRATHMIK VIDHALAY KAMRA NUMBER-1 MADHOPUR",629,525,0,1154,526,394,0,920,12,0,3,477,292,134,3,0,0,1,2,3,2,3,920
254,"PRATHMIK VIDHALAY UTTERI BHAG BHASRAU",573,457,0,1030,395,318,0,713,704,0,5,306,28,361,4,1,3,0,1,2,1,1,713
255,"PRATHMIK VIDHALAY KAMRA NUMBER-1 CHAURA",610,499,0,1109,422,365,0,787,71,0,5,339,40,391,6,0,0,1,1,0,1,3,787
256,"PRATHMIK VIDHALAY UTTERI BHAG JANDHERI",753,640,0,1393,536,462,0,998,524,0,6,425,5,544,8,2,0,0,0,0,4,4,998
257,"PRATHMIK VIDHALAY KAMRA NUMBER-1 DEVPUR",368,284,0,652,229,192,0,421,416,0,13,334,4,62,0,0,0,0,0,1,0,7,421
258,"PRATHMIK VIDHALAY UTTERI BHAG PANDOKHERI",779,654,0,1433,564,452,0,1016,1016,0,27,355,52,556,12,0,2,0,2,5,1,4,1016
259,"PRATHMIK VIDHALAY KAMRA NUMBER-1 KAMALPUR BAGDOLI",553,463,0,1016,466,405,0,871,750,0,4,202,13,640,7,1,2,0,1,0,1,0,871
260,"PRATHMIK VIDHALAY KAMRA NUMBER-1 JAIDPURA",449,368,0,817,356,283,0,639,300,0,4,198,4,418,4,1,1,0,2,1,2,4,639
261,"ESLAMIYA FATMI PURV MADHAYMIK VIDHALAY KAMRA NUMBER-1 NAGAR PANCHAYAT NANAUTA",686,533,0,1219,460,333,0,793,514,0,6,70,297,402,7,2,1,0,0,1,0,7,793
262,"ESLAMIYA FATMI PURV MADHAYMIK VIDHALAY KAMRA NUMBER-2 NAGAR PANCHAYAT NANAUTA",505,435,0,940,331,283,0,614,612,0,11,62,231,297,6,1,0,1,1,2,1,1,614
263,"ESLAMIYA FATMI PURV MADHAYMIK VIDHALAY KAMRA NUMBER-3 NAGAR PANCHAYAT NANAUTA",649,510,0,1159,388,315,0,703,700,0,9,34,329,320,3,1,0,0,0,0,2,5,703
264,"ESLAMIYA FATMI PURV MADHAYMIK VIDHALAY KAMRA NUMBER-4 NAGAR PANCHAYAT NANAUTA",505,413,0,918,314,255,0,569,569,0,1,61,265,238,1,0,0,0,0,1,2,0,569
265,"KISAN SEVAK INTER COLLEGE PASCHIMI BHAG KAMRA NUMBER -6 NAGAR PANCHAYAT NANAUTA",538,461,0,999,362,298,0,660,660,0,2,94,23,533,4,0,0,0,1,1,0,2,660
266,"KISAN SEVAK INTER COLLEGE PASCHIMI BHAG KAMRA NUMBER -7 NAGAR PANCHAYAT NANAUTA",471,407,0,878,299,258,0,557,527,0,9,19,33,485,4,1,0,3,0,0,1,2,557
267,"KISAN SEVAK INTER COLLEGE PASCHIMI BHAG KAMRA NUMBER -2NAGAR PANCHAYAT NANAUTA",605,514,1,1120,449,383,0,832,808,0,5,105,301,397,6,3,1,2,2,3,4,3,832
268,"KISAN SEVAK INTER COLLEGE PASCHIMI BHAG KAMRA NUMBER -8 NAGAR PANCHAYAT NANAUTA",465,412,0,877,316,278,0,594,578,0,3,52,120,404,4,6,1,0,0,0,1,3,594
269,"KISAN SEVAK INTER COLLEGE PASCHIMI BHAG KAMRA NUMBER -16 NAGAR PANCHAYAT NANAUTA",696,602,0,1298,463,382,0,845,823,0,28,85,471,250,2,1,1,0,0,1,1,5,845
270,"KISAN SEVAK INTER COLLEGE PASCHIMI BHAG KAMRA NUMBER -15 NAGAR PANCHAYAT NANAUTA",467,425,0,892,305,260,0,565,560,0,5,103,365,85,1,1,0,0,0,2,0,3,565
271,"KISAN SEVAK INTER COLLEGE PASCHIMI BHAG KAMRA NUMBER-1 NAGAR PANCHAYAT NANAUTA",797,687,0,1484,456,342,0,798,795,0,13,135,550,90,1,0,1,1,1,2,0,4,798
272,"KISAN SEVAK INTER COLLEGE PASCHIMI BHAG KAMRA NUMBER-2 NAGAR PANCHAYAT NANAUTA",428,354,0,782,273,201,0,474,465,0,33,85,223,130,1,0,0,0,1,1,0,0,474
273,"KISAN SEVEK INTER COLLEGE NAGAR PANCHAYAT NANAUTA",454,307,0,761,275,158,0,433,433,0,12,32,38,334,2,1,0,1,9,2,1,1,433
274,"KISAN SEVEK INTER COLLEGE PASCHIMI BHAG  NAGAR PANCHAYAT NANAUTA",542,444,0,986,308,253,0,561,561,0,12,33,19,482,5,1,3,0,4,1,0,1,561
275,"PRATHMIK VIDHALAY NUMBER-1 PURVI BHAG NAGAR PANCHAYAT NANAUTA",739,602,0,1341,534,459,0,993,930,0,9,52,710,209,4,0,1,0,2,2,2,2,993
276,"PRATHMIK VIDHALAY NUMBER-1 PASCHIMI BHAG NAGAR PANCHAYAT NANAUTA",574,463,1,1038,399,350,0,749,746,0,3,228,447,57,4,0,1,0,2,3,1,3,749
277,"PRATHMIK VIDHALAY NUMBER-1 DAKSHINI  BHAG NAGAR PANCHAYAT NANAUTA",821,632,0,1453,586,401,0,987,987,0,9,35,662,258,2,1,1,0,3,6,2,8,987
278,"PRATHMIK VIDHALAY JAMBUGADH",436,351,0,787,317,288,0,605,605,0,0,542,33,15,3,0,0,0,0,4,2,6,605
279,"PRATHMIK VIDHALAY KAMRA NUMBER-1 EMAMPURA",336,288,0,624,197,208,0,405,405,0,6,349,6,40,1,0,0,0,0,1,0,2,405
280,"PRATHMIK VIDHALAY KAMRA NUMBER-1 BARSA",435,385,0,820,355,320,0,675,437,0,4,202,323,137,1,0,0,0,5,1,2,0,675
281,"PRATHMIK VIDHALAY UTTERI BHAG LANDHORA",669,574,0,1243,417,381,0,798,798,0,34,217,13,523,3,0,1,0,2,2,1,2,798
282,"PURV MADHAYMIK VIDHALAY KAMRA NUMBER-1 TIKRAUL",630,529,0,1159,448,384,0,832,832,0,41,177,72,502,12,2,0,4,5,2,6,9,832
283,"PURV MADHAYMIK VIDHALAY KAMRA NUMBER-2 TIKRAUL",305,260,0,565,207,184,0,391,391,0,15,139,33,186,4,0,2,1,1,4,1,5,391
284,"PURV MADHAYMIK VIDHALAY KAMRA NUMBER-3 TIKRAUL",762,639,1,1402,515,406,0,921,919,0,55,211,128,507,7,0,1,3,2,1,1,5,921
285,"PURV MADHAYMIK VIDHALAY KAMRA NUMBER-4 TIKRAUL",827,731,0,1558,596,487,0,1083,1031,0,40,444,80,500,6,1,0,2,2,3,3,2,1083
286,"PRATHMIK VIDHALAY MADHYA BHAG CHHACHHARAULI",766,657,0,1423,519,480,0,999,944,0,2,347,234,396,6,0,0,1,2,4,3,4,999
287,"PRATHMIK VIDHALAY KAMRA NUMBER-1 PATHANPUR",372,311,0,683,253,220,0,473,473,0,4,187,171,98,1,0,1,0,1,5,4,1,473
288,"PRATHMIK VIDHALAY UTTERI BHAG INDRAWALI KALYANPUR",771,665,0,1436,572,500,0,1072,1,0,22,453,40,531,7,2,1,1,11,1,2,1,1072
289,"PRATHMIK VIDHALAY  NAYA BHAWAN AABHA",763,627,0,1390,543,462,0,1005,1005,0,3,428,491,71,1,0,1,0,3,2,4,1,1005
290,"PRATHMIK VIDHALAY KAMRA NUMBER-1 NAINPUR SAIYYAD",281,243,0,524,216,195,0,411,61,0,1,140,202,60,0,0,0,0,2,2,0,4,411
291,"PRATHMIK VIDHALAY UTTERI BHAG OLARA",469,398,0,867,360,326,0,686,674,0,11,172,31,459,3,1,1,0,1,2,1,4,686
292,"PRATHMIK VIDHALAY DAKSHINI BHAG OLARA",491,440,0,931,392,306,0,698,686,0,8,564,10,109,0,1,0,0,0,4,2,0,698
293,"PRATHMIK VIDHALAY UTTERI BHAG SADHAULI DUNICHANDPUR",707,605,0,1312,494,431,0,925,921,0,5,376,56,473,6,2,0,0,0,0,2,5,925
294,"PRATHMIK VIDHALAY  KAMRA NUMBER-1 DARIYAPUR",348,284,0,632,222,198,0,420,375,0,0,244,0,171,0,0,0,1,0,1,1,2,420
295,"PRATHMIK VIDHALAY KAMRA NUMBER-1 BABUPURA",825,667,0,1492,660,551,0,1211,10,0,2,469,644,84,2,0,1,0,1,2,3,3,1211
296,"PRATHMIK VIDHALAY KAMRA NUMBER-1 FATEHPUR",556,462,0,1018,431,358,0,789,786,0,3,218,22,528,10,0,0,0,0,1,2,5,789
297,"PRATHMIK VIDHALAY KAMRA NUMBER-2 MITARGADH",374,297,0,671,242,219,0,461,278,0,1,216,129,106,3,0,0,0,0,2,2,2,461
