"Polling Station",,"Total No of Electors",,,,"Voters Turnout",,,,,,"Candidate ID and Name",,,,,,,,,,,,
"Part No","Part Name",Male,Female,Other,"Total No. of electors",Male,Female,Other,Total,"No of voters identifying using EPIC","Tendered Voter","1 - KARTAR SINGH BHADANA","2 - KANWAR HASAN","3 - NAHID HASAN","4 - HUKUM SINGH","5 - DIVAKAR KASHYAP","6 - PARDIP","7 - RAMKARAN KASHYAP","8 - SUNITA","9 - SUNIL KUMAR KASANA","10 - KRISHANPAL","11 - MOHANLAL","12 - None of the Above","Total Votes Secured"
298,"PURV MADHAYMIK VIDHALAY PURVI BHAG KAMRA NUMBER-1 KHUDANA",864,755,0,1619,561,450,0,1011,1011,0,21,85,58,826,10,0,1,1,2,3,1,3,1011
299,"PURV MADHAYMIK VIDHALAY PURVI BHAG KAMRA NUMBER-2 KHUDANA",541,438,0,979,398,316,0,714,581,0,17,174,22,490,3,0,2,0,1,1,3,1,714
300,"PURV MADHAYMIK VIDHALAY PURVI BHAG KAMRA NUMBER-3 KHUDANA",662,565,0,1227,445,386,0,831,831,0,4,251,17,550,5,0,0,1,0,1,0,2,831
301,"PRATHMIK VIDHALAY KAMRA NUMBER-1 SUBHARI",513,435,0,948,352,314,0,666,666,0,5,269,6,370,4,0,3,0,4,2,2,1,666
302,"PRATHMIK VIDHALAYUTTERY BHAG GUDUMB",595,482,0,1077,439,371,0,810,810,0,30,115,33,622,2,0,1,0,0,0,1,6,810
303,"PRATHMIK VIDHALAY MADHAY BHAG GUDUMB",510,449,0,959,396,323,0,719,119,0,15,165,13,514,4,1,1,0,2,2,2,0,719
304,"PRATHMIK VIDHALAY PURVI BHAG SAMBALHERI",477,429,0,906,384,336,0,720,719,0,7,102,6,585,6,1,0,1,1,2,2,7,720
305,"PRATHMIK VIDHALAY PASCHIMI BHAG SAMBALHERI",730,597,0,1327,545,436,0,981,981,0,15,286,13,627,13,1,5,1,6,1,5,8,981
306,"PRATHMIK VIDHALAY  KAMRA NUMBER-1 HUSSAINPUR",630,583,0,1213,489,477,0,966,966,0,6,248,8,671,16,2,0,3,2,2,5,3,966
307,"PRATHMIK VIDHALAY KAMRA NUMBER-1 SIRSALI KHURD",450,364,0,814,339,317,0,656,50,0,1,47,569,23,2,1,0,0,3,4,2,4,656
308,"PRATHMIK VIDHALAY PURVI BHAG SIRSALI KALAN",501,389,0,890,348,322,0,670,248,0,4,166,371,113,4,2,2,0,3,3,0,2,670
309,"PRATHMIK VIDHALAY PASCHIMI BHAG SIRSALI KALAN",464,357,0,821,326,281,0,607,605,0,0,160,378,62,1,0,0,0,0,1,3,2,607
310,"PRATHMIK VIDHALAY KAMRA NUMBER-1 REDA",302,266,0,568,210,197,0,407,5,0,2,179,1,217,0,0,1,0,0,1,4,2,407
311,"PURV MADHAYMIK VIDHALAY KAMRA NUMBER-1 DELHERI",846,730,0,1576,619,540,0,1159,950,0,3,26,88,1015,11,0,1,2,2,2,2,7,1159
312,"PURV MADHAYMIK VIDHALAY KAMRA NUMBER-2 DELHERI",544,483,0,1027,456,395,0,851,136,0,4,9,50,767,5,2,3,1,3,3,2,2,851
313,"PURV MADHAYMIK VIDHALAY KAMRA NUMBER-3 DELHERI",389,315,0,704,269,233,0,502,60,5,5,319,16,149,3,1,1,1,1,4,1,1,502
314,"PRATHMIK VIDHALAY KAMRA NUMBER-1 MOHD.PUR GADA",315,249,0,564,247,193,0,440,350,0,8,148,260,17,0,0,0,0,1,2,3,1,440
315,"PRATHMIK VIDHALAY KAMRA NUMBER -1 KATLA",410,372,0,782,291,243,0,534,291,0,22,76,30,399,1,0,2,1,0,2,1,0,534
316,"PRATHMIK VIDHALAY UTTERI BHAG KAMRA NUMBER -2 JHHABIRAN",618,545,0,1163,507,431,0,938,785,0,25,221,46,626,7,0,1,1,1,0,6,4,938
317,"PRATHMIK VIDHALAY KAMRA NUMBER-1 UMAHI RAJPOOT",397,307,0,704,274,213,0,487,478,0,10,67,4,398,2,3,0,1,0,0,0,2,487
318,"PRATHMIK VIDHALAY KAMRA NUMBER-1 KALLERPUR RAJPOOT",425,363,0,788,335,305,0,640,633,0,2,297,2,335,1,0,0,0,0,0,1,2,640
319,"PRATHMIK VIDHALAY PASCHIMI BHAG KACHRAI",609,494,0,1103,458,393,0,851,851,0,20,309,22,477,7,1,1,1,1,4,8,0,851
320,"PRATHMIK VIDHALAY UTTERI BHAG THASKA",776,624,0,1400,551,436,0,987,976,0,2,37,372,549,9,1,1,1,1,5,1,8,987
321,"PRATHMIK VIDHALAY DAKSHINI BHAG THASKA",512,419,0,931,369,307,0,676,336,0,1,574,3,85,2,1,1,1,0,3,3,2,676
322,"PRATHMIK VIDHALAY MADHAY BHAG THASKA",450,350,0,800,311,235,0,546,500,0,3,393,4,134,2,0,3,0,1,1,4,1,546
323,"PURV MADHAYMIK VIDHALAY KAMRA NUMBER-1 BANHERA KHEMCHANDPUR",512,456,0,968,437,389,0,826,729,0,1,66,53,699,5,1,0,0,0,0,0,1,826
324,"PRATHMIK VIDHALAY KAMRA NUMBER-1  BHOJPUR",825,710,0,1535,748,603,0,1351,1351,0,2,200,31,1099,9,0,3,0,0,6,0,1,1351
325,"PRATHMIK VIDHALAY NUMBER-2 KAMRA NUMBER-1 MORA",635,570,0,1205,600,410,0,1010,1010,0,3,29,6,962,3,2,1,1,2,0,0,1,1010
326,"PRATHMIK VIDHALAY NUMBER-1 KAMRA NUMBER-2 MORA",588,490,0,1078,397,327,0,724,614,0,0,318,20,370,3,0,0,1,2,4,3,3,724
327,"PRATHMIK VIDHALAY NUMBER-1 KAMRA NUMBER-2 MORA",845,742,0,1587,587,511,0,1098,1096,0,6,180,23,853,9,1,4,2,4,8,3,5,1098
328,"PRATHMIK VIDHALAY PURVI BHAG TILAFRA EANABAD",651,572,0,1223,480,409,0,889,889,0,13,183,13,665,5,1,0,1,1,1,1,5,889
329,"PRATHMIK VIDHALAY PASCHIMI  BHAG TILAFRA EANABAD",721,634,0,1355,630,495,0,1125,700,0,4,129,60,909,6,1,0,0,1,4,4,7,1125
