"Polling Station",,"Total No of Electors",,,,"Voters Turnout",,,,,,"Candidate ID and Name",,,,,,,,,,,,,,
"Part No","Part Name",Male,Female,Other,"Total No. of electors",Male,Female,Other,Total,"No of voters identifying using EPIC","Tendered Voter","1 - AQEEL UR REHMAN KHAN","2 - ACHARYA PRAMOD KRISHNAM","3 - DR SHAFIQ UR RAHMAN BARQ","4 - SATYAPAL SINGH","5 - MOHD ASLAM URF PASHA","6 - DHARAM YADAV","7 - DR. RASHID ALI","8 - REKHA DEVI YADAV","9 - AQEEL AHMAD","10 - NANAD RAM KHADAGVANSHI","11 - NUTAN VIJAY ADVOCATE","12 - FIROZ HAIDER","13 - RASHID","14 - None of the Above","Total Votes Secured"
170,"PRI. SCHOOL DABOI, ROOM 1",398,357,0,755,282,246,0,528,528,0,92,6,46,337,0,40,2,0,1,1,0,0,0,3,528
171,"PRI. SCHOOL DABOI, ROOM 2",431,361,0,792,273,230,0,503,503,0,173,2,247,51,2,3,6,0,0,1,2,5,4,7,503
172,"PRI. SCHOOL SIROULI",277,234,0,511,167,143,0,310,310,0,84,4,96,113,0,8,0,1,0,0,2,0,0,2,310
173,"JUNIOR HIGH SCHOOL DULHAPUR BAND URF DARAPUR",860,722,0,1582,562,451,0,1013,1013,0,241,9,624,119,1,1,2,2,1,0,2,2,4,5,1013
174,"PRI. SCHOOL KUTUBPUR SAKTA",514,458,0,972,401,377,0,778,778,0,330,1,163,242,0,32,1,1,1,1,1,1,0,4,778
175,"PRI. SCHOOL MURTHALA",447,395,0,842,367,319,0,686,686,0,300,13,37,320,0,3,0,2,2,0,4,1,0,4,686
176,"PRI. SCHOOL FATEHPUR SAKTA",486,436,0,922,388,324,0,712,712,0,49,9,171,444,2,3,1,1,3,3,10,8,1,7,712
177,"PRI. SCHOOL DARIYAPUR BAND",618,504,0,1122,473,361,0,834,834,0,308,7,167,334,4,0,0,0,0,1,2,3,3,5,834
178,"PRI. SCHOOL ALIYA KALYANPUR",362,311,0,673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
179,"PRI. SCHOOL HARIPUR MILAK",485,475,0,960,422,395,0,817,817,0,255,5,111,431,0,1,2,0,3,1,2,1,2,3,817
180,"JANTA HIGHER SECONDARY SCHOOL SATUPURA",771,672,0,1443,647,431,0,1078,1078,0,135,40,46,819,7,9,1,0,2,4,5,1,1,8,1078
181,"PRI. SCHOOL EACHODA KAMBOH, ROOM 1",816,747,0,1563,578,442,0,1020,1020,0,41,242,47,645,1,1,0,1,3,3,11,9,2,14,1020
182,"PRI. SCHOOL EACHODA KAMBOH, ROOM 2",761,665,0,1426,602,471,0,1073,1073,0,94,327,357,256,4,1,1,1,4,2,6,7,2,11,1073
183,"PRI. SCHOOL NEHROULI, ROOM 1",433,379,0,812,258,214,0,472,472,0,86,21,337,4,0,1,0,0,1,2,3,3,4,10,472
184,"PRI. SCHOOL NEHROULI, ROOM 2",494,388,0,882,345,248,0,593,593,0,100,7,455,13,0,0,0,0,4,2,1,2,1,8,593
185,"PRI. SCHOOL MILAK PANSUKHA",342,266,0,608,308,223,0,531,531,0,1,1,7,510,3,4,1,0,0,2,2,0,0,0,531
186,"PRI. SCHOOL PANSUKHA",741,648,0,1389,538,433,0,971,971,0,54,11,701,166,3,2,0,3,0,0,7,11,3,10,971
187,"PRI. SCHOOL GOJANI",791,698,0,1489,475,454,0,929,929,0,445,15,330,119,1,2,0,1,3,2,2,2,1,6,929
188,"PRI. SCHOOL EATKADPUR BHATPURA",734,657,0,1391,639,552,0,1191,1191,0,433,9,134,594,2,2,2,0,1,2,3,3,1,5,1191
189,"PRI. SCHOOL CHANDPURA",263,208,0,471,215,147,0,362,362,0,13,36,42,259,2,3,0,0,0,1,2,0,1,3,362
190,"PRI. SCHOOL RAJHA",364,301,0,665,239,205,0,444,444,0,42,15,24,349,2,6,0,0,3,1,2,0,0,0,444
191,"PRI. SCHOOL RAVA BUJURG, ROOM 1",670,548,0,1218,592,180,0,772,772,0,310,97,340,1,2,5,3,0,3,2,0,1,1,7,772
192,"PRI. SCHOOL RAVA BUJURG, ROOM 2",686,643,0,1329,434,429,0,863,863,0,351,47,410,11,0,16,3,1,1,3,0,2,3,15,863
193,"PRI. SCHOOL AKBARPUR GEHRA, ROOM 1",625,548,0,1173,415,381,0,796,796,0,301,7,144,295,5,7,3,1,2,0,11,5,3,12,796
194,"PRI. SCHOOL AKBARPUR GEHRA, ROOM 2",626,542,0,1168,442,336,0,778,778,0,276,13,187,272,2,4,8,1,1,0,3,1,3,7,778
195,"PRI. SCHOOL IKROTIYA",700,652,0,1352,398,280,0,678,678,0,332,92,183,5,3,31,2,2,3,1,1,12,0,11,678
196,"KISAN INTER COLLEGE ASMOLI, ROOM 1",612,571,0,1183,445,289,0,734,734,0,243,6,125,297,3,30,3,2,8,6,2,2,2,5,734
197,"KISAN INTER COLLEGE ASMOLI, ROOM 2",632,541,0,1173,444,341,0,785,785,0,240,8,263,230,6,1,3,1,2,1,5,6,4,15,785
198,"KISAN INTER COLLEGE ASMOLI, ROOM 3",710,551,0,1261,456,348,0,804,804,0,184,3,139,429,3,26,0,1,6,3,2,2,2,4,804
199,"KISAN INTER COLLEGE ASMOLI, ROOM 4",656,586,0,1242,422,344,0,766,766,0,163,9,102,451,2,19,1,2,1,0,4,3,2,7,766
200,"PRI. SCHOOL BHOODA BEGAMPUR",626,505,0,1131,390,311,0,701,701,0,245,3,121,309,3,5,1,1,2,1,5,2,1,2,701
201,"PRI. SCHOOL GARVARA",537,471,0,1008,363,279,0,642,642,0,325,11,195,87,3,5,2,1,2,2,2,0,2,5,642
202,"PRI. SCHOOL KHANPUR BAND, ROOM 1",501,371,0,872,330,238,0,568,568,0,231,2,226,97,3,0,3,0,0,0,1,0,2,3,568
203,"PRI. SCHOOL KHANPUR BAND, ROOM 2",452,358,1,811,322,241,0,563,563,0,35,1,207,302,3,2,2,1,0,1,5,2,1,1,563
204,"PRI. SCHOOL SAIDPUR JASKOLI, ROOM 1",513,478,0,991,362,305,0,667,667,0,9,5,93,538,1,3,0,1,0,5,8,2,1,1,667
205,"PRI. SCHOOL SAIDPUR JASKOLI, ROOM 2",528,442,0,970,327,254,0,581,581,0,225,4,184,129,2,6,1,2,5,1,6,5,5,6,581
206,"PRI. SCHOOL MADALA FATTEHPUR, ROOM 1",532,357,0,889,350,229,0,579,579,0,361,9,120,50,3,5,1,0,5,2,4,3,3,13,579
207,"PRI. SCHOOL MADALA FATTEHPUR, ROOM 2",518,346,0,864,315,175,0,490,490,0,308,2,163,1,0,2,1,0,3,0,0,2,5,3,490
208,"PRI. SCHOOL MADALA FATEHPUR ROOM 2",534,406,0,940,351,259,0,610,610,0,392,6,182,18,0,6,2,2,0,0,0,0,1,1,610
209,"PRI. SCHOOL MADALA FATEHPUR ROOM 4",506,386,1,893,353,264,0,617,617,0,409,15,166,5,1,4,2,1,2,0,0,1,3,8,617
210,"PRI. SCHOOL MAVAI DHOL",827,691,0,1518,586,432,0,1018,1018,0,137,7,847,4,2,7,4,1,2,1,0,3,0,3,1018
211,"PRI. SCHOOL PARIYAWALI, ROOM 1",484,404,0,888,378,325,0,703,703,0,279,3,219,186,0,1,2,4,0,0,3,2,0,4,703
212,"PRI. SCHOOL PARIYAWALI, ROOM 2",452,402,0,854,319,241,0,560,560,0,17,3,366,160,3,0,1,1,1,0,2,2,1,3,560
213,"PRI. SCHOOL TAJPUR",279,220,0,499,192,154,0,346,346,0,190,1,139,9,0,2,0,1,0,1,0,0,1,2,346
214,"PRI. SCHOOL NAGLA",429,310,0,739,324,261,0,585,585,0,177,4,367,21,2,1,3,1,1,1,2,1,1,3,585
215,"PRI. SCHOOL RAMPUR URF YAARPUR",754,626,0,1380,496,403,0,899,899,0,166,5,86,591,4,13,1,3,3,0,10,6,2,9,899
216,"PRI. SCHOOL AKHTYARPUR TAGA",404,337,0,741,275,243,0,518,518,0,304,13,4,153,4,31,2,2,0,0,0,1,0,4,518
217,"PRI. SCHOOL ISAPUR MOOSAPUR, ROOM- 1",655,533,0,1188,402,319,0,721,721,0,49,1,442,186,6,13,6,1,0,0,5,6,2,4,721
218,"PRI. SCHOOL ISAPUR MOOSAPUR, ROOM- 2",883,694,0,1577,553,321,0,874,874,0,181,4,601,38,5,25,2,1,1,1,2,6,0,7,874
219,"PANCHAYATI SAINI DHARMSHALA VAJIDPUR SARAY",646,551,0,1197,556,439,0,995,995,0,12,3,6,937,8,1,0,1,1,3,11,2,7,3,995
220,"PRI. SCHOOL KAMALPUR SARAY",719,628,0,1347,585,516,0,1101,1101,0,584,3,3,490,3,0,0,2,0,0,5,3,3,5,1101
221,"PRI. SCHOOL GHUNGHAWALI",836,730,0,1566,537,487,0,1024,1024,0,335,44,578,10,0,27,9,1,2,1,0,1,1,15,1024
222,"PRI. SCHOOL SEHRA URF SENDA",610,513,0,1123,472,392,0,864,864,0,134,28,228,175,6,267,2,2,5,4,2,1,6,4,864
223,"PRI. SCHOOL BASLA",827,616,0,1443,554,433,0,987,987,0,198,14,56,648,8,16,1,4,4,5,12,6,7,8,987
224,"PRI. SCHOOL BAHADURPUR SARAY URF RAIPUR",517,483,0,1000,410,244,0,654,654,0,20,6,136,95,8,339,9,2,8,4,9,5,4,9,654
225,"JUNIOR HIGH SCHOOL KHIRNI MOHIUDDINPUR",720,603,0,1323,426,255,0,681,681,0,5,9,227,117,6,297,7,0,1,2,3,3,1,3,681
226,"PRI. SCHOOL AMAVATI KUTUBPUR",503,418,0,921,348,266,0,614,614,0,233,6,54,142,2,156,1,1,1,0,3,3,1,11,614
227,"PRI. SCHOOL RASULPUR DHATRA ROOM 1",542,453,0,995,371,286,0,657,657,0,307,1,46,276,1,0,1,1,0,2,8,1,4,9,657
228,"PRI. SCHOOL RASULPUR DHATRA ROOM 3",522,413,0,935,359,257,0,616,616,0,22,6,315,251,1,5,0,1,0,3,4,2,2,4,616
229,"PRI. SCHOOL RASULPUR DHATRA, ROOM 2",565,505,0,1070,404,299,0,703,703,0,13,4,158,501,1,4,1,2,2,1,8,4,3,1,703
230,"PRI. SCHOOL RASULPUR DHATRA, ROOM 4",364,353,0,717,252,162,0,414,414,0,14,13,203,154,3,11,0,1,1,2,4,3,0,5,414
231,"PRI. SCHOOL PAINTIYA",413,383,0,796,371,339,0,710,710,0,1,0,11,693,0,0,0,0,0,0,4,1,0,0,710
232,"PRI. SCHOOL NIVORA",559,455,0,1014,419,249,0,668,668,0,29,8,196,46,2,367,3,2,1,3,0,3,3,5,668
233,"PRI. SCHOOL AJHRA",347,319,0,666,288,259,0,547,547,0,5,10,114,12,5,381,2,1,4,2,3,2,2,4,547
234,"PRI. SCHOOL RUDAYAN, ROOM 1",465,371,0,836,315,161,0,476,476,0,35,59,195,26,2,135,2,1,3,1,1,4,3,9,476
235,"PRI. SCHOOL RUDAYAN, ROOM 2",428,361,0,789,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
236,"PRI. SCHOOL LADHANPUR SHEHBAJPUR",444,382,0,826,343,226,0,569,569,0,12,11,193,17,5,314,4,1,4,0,3,0,0,5,569
237,"PRI. SCHOOL KAILI PATRASI",350,285,0,635,305,214,0,519,519,0,14,7,232,16,6,220,3,1,6,2,2,5,1,4,519
238,"PRI. SCHOOL NARANGPUR",786,627,0,1413,562,366,0,928,928,0,93,17,205,31,3,529,12,3,3,6,3,3,2,18,928
239,"PRI. SCHOOL NOORPUR TATARPUR, ROOM 1",607,484,0,1091,419,308,0,727,727,0,142,16,299,18,3,219,6,1,5,3,5,5,1,4,727
240,"PRI. SCHOOL NOORPUR TATARPUR, ROOM 2",415,247,0,662,264,114,0,378,378,0,14,0,169,27,2,155,1,1,1,1,1,0,3,3,378
241,"PRI. SCHOOL RACHAITA",777,601,0,1378,521,430,0,951,951,0,296,10,480,122,5,4,4,2,2,1,7,6,3,9,951
242,"PRI. SCHOOL BILALPAT, ROOM 1",810,558,0,1368,554,333,0,887,887,0,507,23,321,7,1,2,16,2,1,0,0,2,1,4,887
243,"PRI. SCHOOL BILALPAT, ROOM 2",345,247,0,592,233,173,0,406,406,0,157,13,200,1,0,18,9,0,0,1,1,2,1,3,406
244,"PRI. SCHOOL RAMNAGAR",509,424,0,933,388,326,0,714,714,0,123,7,305,242,2,6,2,3,2,2,5,2,7,6,714
245,"PRI. SCHOOL VAILA, ROOM 1",845,626,1,1472,514,391,0,905,905,0,245,5,149,463,0,8,1,3,3,2,6,3,6,11,905
246,"PRI. SCHOOL VAILA, ROOM 2",618,458,0,1076,487,335,0,822,822,0,561,4,89,147,3,3,1,1,0,3,3,1,0,6,822
247,"PRI. SCHOOL SHAFATNAGAR",439,367,0,806,322,257,0,579,579,0,192,4,221,110,1,42,1,0,0,2,1,1,2,2,579
248,"PRI. SCHOOL SAKARPUR SOT, ROOM 1",475,353,0,828,311,249,0,560,560,0,122,5,68,352,1,0,0,0,2,2,2,1,2,3,560
249,"PRI. SCHOOL SAKARPUR SOT, ROOM 2",485,388,0,873,378,232,0,610,610,0,206,4,144,221,1,4,1,2,1,5,8,1,5,7,610
250,"PRI. SCHOOL SHAHPUR SOT",815,682,0,1497,538,465,0,1003,1003,0,49,19,220,664,1,6,1,1,6,4,12,6,5,9,1003
251,"PRI. SCHOOL ADHOL",750,576,0,1326,450,394,0,844,844,0,192,2,241,156,1,226,1,3,2,2,7,2,4,5,844
252,"PRI. SCHOOL NASEERPUR",488,400,1,889,359,311,0,670,670,0,379,7,276,0,0,1,0,0,0,0,1,0,0,6,670
253,"PRI. SCHOOL DATAWALI",767,572,0,1339,525,352,0,877,877,0,164,19,305,304,4,53,4,1,3,1,9,3,1,6,877
254,"JUNIOR HIGH SCHOOL LEHRA KAMANGAR, ROOM 1",591,463,0,1054,431,260,0,691,691,0,224,2,454,3,0,2,0,0,0,0,0,0,1,5,691
255,"JUNIOR HIGH SCHOOL LEHRA KAMANGAR, ROOM 2",575,399,0,974,387,229,0,616,616,0,233,10,339,23,1,0,0,0,0,1,3,1,1,4,616
256,"JUNIOR HIGH SCHOOL LEHRA KAMANGAR, ROOM 3",932,715,0,1647,598,331,0,929,929,0,284,3,602,25,0,0,4,1,0,1,1,3,4,1,929
257,"PRI. SCHOOL MUJAFFARPUR, ROOM 1",776,573,0,1349,482,360,0,842,842,0,216,10,543,59,0,0,2,0,1,0,1,3,0,7,842
258,"PRI. SCHOOL MUJAFFARPUR, ROOM 2",747,540,0,1287,488,315,0,803,803,0,155,1,579,47,3,1,2,0,2,1,1,1,2,8,803
259,"PRI. SCHOOL AKHTYAPUR CHOWEY",562,446,0,1008,370,303,0,673,673,0,140,6,150,282,8,54,1,1,1,3,7,6,4,10,673
260,"PRI. SCHOOL SHERPUR KI MADAIYA",658,567,0,1225,449,373,0,822,822,0,402,14,236,123,2,21,0,0,2,3,4,1,6,8,822
261,"PRI. SCHOOL MAHORA LAKHUPURA",684,569,1,1254,508,328,0,836,836,0,27,15,341,217,4,217,0,0,1,4,3,2,1,4,836
262,"PRI. SCHOOL BABAINA, ROOM 1",536,455,0,991,386,328,0,714,714,0,465,12,203,19,0,0,0,1,0,1,2,1,0,10,714
263,"PRI. SCHOOL BABAINA, ROOM 2",515,455,0,970,388,323,0,711,711,0,122,11,366,171,3,1,1,2,4,3,6,7,5,9,711
264,"PRI. SCHOOL MAUBHOOD",646,541,1,1188,446,352,0,798,798,0,214,269,259,38,2,1,0,2,1,0,0,3,3,6,798
265,"PRI. SCHOOL CHIROULI BHAGVANTPUR",771,617,0,1388,505,360,0,865,865,0,198,9,83,511,6,26,0,2,1,4,12,3,1,9,865
266,"PRI. SCHOOL SAIJNA, ROOM 1",874,719,0,1593,539,391,0,930,930,0,216,23,486,101,3,66,2,2,0,2,3,5,5,16,930
267,"PRI. SCHOOL SAIJNA, ROOM 2",187,151,0,338,160,108,0,268,268,0,46,3,183,4,0,25,1,0,0,1,1,3,0,1,268
268,"PRI. SCHOOL DHURAITA, ROOM 1",989,771,0,1760,770,516,0,1286,1286,0,550,7,426,265,7,1,1,2,0,1,5,6,5,10,1286
269,"PRI. SCHOOL MILAK DHURAITA",526,367,0,893,408,238,0,646,646,0,70,7,152,189,3,201,3,2,2,3,4,6,1,3,646
270,"JUNIOR HIGH SCHOOL PANWASA, ROOM 1",474,373,0,847,259,185,0,444,444,0,100,2,20,294,2,8,0,0,1,2,4,1,2,8,444
271,"JUNIOR HIGH SCHOOL PANWASA, ROOM 2",476,405,0,881,270,242,0,512,512,0,236,4,33,208,4,11,1,2,1,0,4,6,2,0,512
272,"JUNIOR HIGH SCHOOL PANWASA, ROOM 3",508,463,0,971,351,275,0,626,626,0,2,0,30,554,2,18,0,1,3,2,8,1,1,4,626
273,"PRI. SCHOOL PANWASA",466,369,0,835,274,195,0,469,469,0,114,5,57,270,2,11,0,0,0,1,1,1,2,5,469
274,"PRI. SCHOOL AJEEMABAD",377,335,0,712,303,234,0,537,537,0,37,6,132,120,0,221,3,1,1,3,4,4,2,3,537
275,"PRI. SCHOOL VIKRAMPUR TAHARPUR",630,478,0,1108,428,312,0,740,740,0,117,4,561,36,1,15,0,1,1,0,1,0,0,3,740
276,"PRI. SCHOOL KAREEMPUR",464,371,0,835,318,200,0,518,518,0,4,10,394,49,1,49,0,0,1,0,4,0,1,5,518
277,"PRI. SCHOOL SAKIN SOBHAPUR MUNJAVTA",570,438,0,1008,380,213,0,593,593,0,91,7,240,95,3,142,2,1,3,2,4,2,0,1,593
278,"PRI. SCHOOL SAKIN SOBHAPUR KHALSA",770,621,0,1391,449,207,0,656,656,0,18,6,391,82,4,122,5,0,0,2,7,6,1,12,656
279,"PRI. SCHOOL VICHPURI",404,347,0,751,329,212,0,541,541,0,63,35,370,16,2,35,2,1,1,2,3,2,1,8,541
280,"PRI. SCHOOL MALLAH MUSTAFABAD",486,349,0,835,376,244,0,620,620,0,197,6,278,13,1,112,1,1,3,0,0,2,0,6,620
281,"PRI. SCHOOL TATARPUR GHOSI",418,300,0,718,307,184,0,491,491,0,4,2,238,9,7,191,6,2,3,0,2,14,2,11,491
282,"JUNIOR HIGH SCHOOL KARCHALI",868,649,0,1517,617,265,0,882,882,0,12,13,285,13,11,469,15,2,10,9,7,12,5,19,882
283,"PRI. SCHOOL AOURANGABAD DEVRI",390,295,0,685,290,207,0,497,497,0,4,2,142,68,1,268,0,0,3,3,4,0,0,2,497
284,"PRI. SCHOOL BAGADPUR CHOIYA",321,256,0,577,266,178,0,444,444,0,65,3,215,33,2,102,0,2,2,6,1,5,5,3,444
285,"PRI. SCHOOL GANGHETA",621,442,0,1063,425,238,0,663,663,0,37,4,311,12,2,253,6,4,9,1,6,5,3,10,663
286,"PRI. SCHOOL PRATHIPUR",277,200,0,477,220,130,0,350,350,0,22,6,192,5,2,107,0,0,1,0,3,2,3,7,350
287,"PRI. SCHOOL BANJARPURI",276,216,0,492,230,165,0,395,395,0,6,2,232,45,2,87,3,0,2,0,4,4,3,5,395
288,"JUNIOR HIGH SCHOOL KISOLI ROOM 1",646,455,0,1101,367,223,0,590,590,0,39,7,387,109,5,32,1,1,0,1,3,2,0,3,590
289,"JUNIOR HIGH SCHOOL KISOLI ROOM 2",711,550,1,1262,387,305,0,692,692,0,163,14,340,61,0,104,0,1,0,0,2,1,1,5,692
290,"JUNIOR HIGH SCHOOL KISOLI ROOM 3",690,530,0,1220,363,268,0,631,631,0,264,12,159,52,0,115,2,2,3,1,2,4,1,14,631
291,"JUNIOR HIGH SCHOOL ATRASI, ROOM 1",802,593,0,1395,447,290,0,737,737,0,21,4,172,124,2,392,8,2,2,1,1,1,2,5,737
292,"JUNIOR HIGH SCHOOL ATRASI, ROOM 2",693,519,0,1212,359,229,0,588,588,0,33,1,238,127,2,169,2,0,2,1,5,3,2,3,588
293,"JUNIOR HIGH SCHOOL ATRASI, ROOM 3",709,532,0,1241,318,189,0,507,507,0,31,2,196,47,2,215,3,0,1,2,4,0,1,3,507
294,"PRI. SCHOOL THATHI",390,265,0,655,244,150,0,394,394,0,110,5,36,148,2,84,2,1,1,1,1,2,1,0,394
295,"PRI. SCHOOL BALLABHPUR",399,334,0,733,260,188,0,448,448,0,26,1,180,24,3,190,7,0,4,3,2,4,0,4,448
296,"PRI. SCHOOL SAIMLA",527,435,0,962,373,213,0,586,586,0,32,0,162,125,3,218,6,0,5,5,7,4,5,14,586
297,"PRI. SCHOOL CHANDANKATI MOUJA",570,458,0,1028,367,282,0,649,649,0,121,1,106,84,3,294,7,1,9,6,8,2,0,7,649
298,"PRI. SCHHOL CHANDANKATI CHUHA",232,199,1,432,163,114,0,277,227,0,16,2,197,13,0,32,0,1,3,1,3,2,2,5,277
299,"PRI. SCHOOL BARKHERA SONAK",379,272,0,651,243,160,0,403,403,0,64,5,243,44,0,36,5,0,1,0,1,1,2,1,403
300,"PRI. SCHOOL CHAKARPUR MAIMARI",625,522,0,1147,476,336,0,812,812,0,159,7,357,114,2,150,2,1,2,4,6,3,0,5,812
301,"PRI. SCHOOL ISAPUR SANI URF LATHIRA",141,128,0,269,118,93,0,211,211,0,23,1,68,60,3,53,0,0,1,0,1,1,0,0,211
302,"PRI. SCHOOL BAMANPURI KALA",601,519,0,1120,464,372,0,836,836,0,89,6,398,36,4,258,7,2,4,5,4,9,1,13,836
303,"PRI. SCHOOL SIKARI BHAGVANTPUR",501,400,0,901,342,168,0,510,510,0,6,2,282,41,0,143,6,0,1,3,4,7,6,9,510
304,"PRI. SCHOOL BADERIYA",257,249,0,506,185,166,0,351,351,0,47,2,120,6,3,158,5,0,0,0,1,4,0,5,351
305,"PRI. SCHOOL BARKHERA GAJA",172,116,1,289,115,78,0,193,193,0,1,4,37,118,4,21,1,0,0,1,4,0,1,1,193
306,"PRI. SCHOOL LATEEFPUR PACHTORA",245,213,0,458,197,158,0,355,355,0,1,2,141,29,2,161,4,1,2,1,8,0,1,2,355
307,"PRI. SCHOOL DHATRA SEKH",581,450,0,1031,385,258,0,643,643,0,55,14,104,418,3,5,2,2,1,13,7,10,4,5,643
308,"PRI. SCHOOL KAMALPUR",450,436,0,886,276,239,0,515,515,0,183,7,102,175,1,22,3,2,0,9,4,4,1,2,515
309,"PRI. SCHOOL BEHROULI TAHARPUR ROOM 1",416,400,0,816,278,206,0,484,484,0,28,3,394,20,2,28,1,0,0,0,3,1,0,4,484
310,"PRI. SCHOOL BEHROULI TAHARPUR ROOM 2",449,392,0,841,231,172,0,403,403,0,30,2,268,47,4,40,1,0,1,0,4,2,1,3,403
311,"PRI. SCHOOL RAGHUNATHPUR NIKAT BEHRAULI TAHARPUR",257,238,0,495,191,161,0,352,352,0,1,3,234,85,6,11,1,1,1,4,1,1,3,0,352
312,"PRI. SCHOOL CHOPASOBHAPUR",715,552,0,1267,375,273,0,648,648,0,61,2,89,428,7,32,1,2,2,7,9,3,1,4,648
313,"PRI. SCHOOL DHAMPUR KANHU",849,665,0,1514,533,397,0,930,930,0,88,6,153,620,11,8,2,2,1,9,12,5,9,4,930
314,"PRI. SCHOOL PATHAKPUR, ROOM 1",797,689,0,1486,558,445,0,1003,1003,0,197,8,309,425,4,36,5,0,3,3,4,4,3,2,1003
315,"PRI. SCHOOL PATHAKPUR, ROOM 2",227,181,0,408,146,105,0,251,251,0,7,0,162,71,1,2,0,1,0,2,1,0,0,4,251
316,"PRI. SCHOOL JAITPUR",474,413,0,887,284,270,0,554,554,0,148,3,65,302,3,17,1,0,1,1,6,4,1,2,554
317,"PRI. SCHOOL MOHKAMPUR",609,533,0,1142,401,281,0,682,682,0,17,3,81,525,5,16,0,0,3,3,10,6,3,10,682
318,"PRI. SCHOOL NADHOSH, ROOM 1",447,320,0,767,265,185,0,450,450,0,102,4,76,215,1,34,2,2,1,1,6,1,1,4,450
319,"PRI. SCHOOL NADHOSH, ROOM 2",459,358,0,817,247,168,0,415,415,0,93,2,49,249,7,3,1,1,1,1,5,0,0,3,415
320,"PRI. SCHOOL PAGOUNA",409,369,0,778,273,245,0,518,518,0,13,2,444,6,1,46,0,1,0,0,0,1,0,4,518
321,"PRI. SCHOOL HASANPUR KHURD",286,236,0,522,218,170,0,388,318,0,84,2,194,37,0,59,1,0,2,0,5,1,1,2,388
322,"PRI. SCHOOL FAREEDPUR KHUSHHALPUR",573,488,0,1061,451,344,0,795,795,0,51,4,579,84,2,43,1,2,1,2,2,7,5,12,795
323,"PRI. SCHOOL ARJUNPUR KHURD",252,251,0,503,194,176,0,370,370,0,75,5,118,122,3,20,0,10,2,1,5,4,1,4,370
324,"PRI. SCHOOL KUVARPUR",324,270,0,594,289,191,0,480,480,0,2,4,406,24,0,40,1,0,0,0,3,0,0,0,480
325,"PRI. SCHOOL KURIRAM",297,223,0,520,183,128,0,311,311,0,73,8,91,112,1,11,0,0,0,0,3,2,3,7,311
326,"PRI. SCHOOL SAIRUA",470,406,0,876,438,233,0,671,671,0,8,3,560,70,2,18,1,1,1,1,2,0,2,2,671
327,"PRI. SCHOOL SYORAJPUR",669,561,0,1230,397,250,0,647,647,0,151,5,215,158,6,89,2,1,1,4,4,3,3,5,647
328,"PRI. SCHOOL KIRARI",535,426,0,961,342,217,0,559,559,0,90,3,281,89,1,76,2,0,1,4,3,0,0,9,559
329,"PRI. SCHOOL AHMADNAGAR PZCHTORA ROOM 1",315,274,0,589,214,128,0,342,342,0,7,9,238,29,1,56,0,0,0,0,0,0,0,2,342
330,"PRI. SCHOOL DILGOURA ROOM 1",579,528,0,1107,423,252,0,675,675,0,16,3,542,34,1,66,0,0,1,0,1,5,3,3,675
331,"PRI. SCHOOL PARTAPUR",778,620,0,1398,468,315,0,783,783,0,61,3,63,598,6,30,0,0,0,5,9,3,2,3,783
332,"JUNIOR HIGH SCHOOL RAJPUR, ROOM 1",741,578,1,1320,406,288,0,694,694,0,164,5,60,415,3,10,0,2,4,3,10,5,4,9,694
333,"JUNIOR HIGH SCHOOL RAJPUR, ROOM 2",732,565,0,1297,488,322,0,810,810,0,24,4,121,614,3,18,0,2,0,3,7,4,6,4,810
334,"PRI. SCHOOL BHAWAN ROOM 1",411,405,0,816,267,248,0,515,515,0,86,1,100,318,0,0,0,0,1,1,2,1,2,3,515
335,"PRI. SCHOOL BHAWAN ROOM 2",414,422,0,836,264,299,0,563,563,0,383,4,112,47,0,4,1,0,0,1,0,2,0,9,563
336,"PRI. SCHOOL CHATAN",539,418,0,957,366,240,0,606,606,0,13,7,295,36,3,214,6,4,3,6,4,3,3,9,606
337,"PRI. SCHOOL GHASIPUR",489,404,0,893,341,240,0,581,581,0,57,2,159,287,1,63,0,1,0,1,4,0,2,4,581
