"Polling Station",,"Total No of Electors",,,,"Voters Turnout",,,,,,"Candidate ID and Name",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Part No","Part Name",Male,Female,Other,"Total No. of electors",Male,Female,Other,Total,"No of voters identifying using EPIC","Tendered Voter","1 - AJAY RAI","2 - KAILASH CHAURASIYA","3 - NARENDRA MODI","4 - VIJAY PRAKASH JAISAWAL","5 - HIRALAL YADAV","6 - A.K. AGGARWAL","7 - ABHIMANYU SINGH PATEL","8 - ARVIND KEJRIWAL","9 - ARUN","10 - INDIRA TIWARI","11 - USMAN","12 - OM GURU CHARAN DAS ALIAS VIMAL KUMAR SINGH","13 - DEVI PRASAD NAND","14 - NARENDRA NATH DUBEY ADIG","15 - BACHCHELAL","16 - RAJESH BHARTI SURYA","17 - RAM LAKHAN GUPTA","18 - LALLAN","19 - SHIVHARI AGARWAL","20 - SANTOSH KUMAR","21 - HARI LAL","22 - HEMANT KUMAR YADAV","23 - AHMED SOHEL SIDDIQUI","24 - IFTEKHAR KURAISHI","25 - GHANSHYAM","26 - JOHNSON THOMAS","27 - NARENDRA BAHADUR SINGH","28 - PRAKASH PRASAD","29 - PRABHAT KUMAR","30 - PRAMOD KUMAR","31 - BACHCHAN PRASAD YADAV","32 - BASEER KINNAR","33 - MANOJ KUMAR CHAUBEY","34 - MAHENDRA MISHRA","35 - RAVINDRA KUMAR","36 - RAJIV KUMAR MISHRA","37 - RAJENDRA PRASAD GARIB DAS","38 - RAMPYARE SINGH","39 - SHIV KUMAR SHAH","40 - SATISH SHANKAR JAYASWAL","41 - SATYAPRAKASH SRIVASTAVA","42 - SARVESH KUMAR GUPTA","43 - None of the Above","Total Votes Secured"
11,"MARKAJI MADARSA ANSARUL ULUM KAJIPURA R.NO.2",543,406,0,949,278,218,0,496,450,0,42,26,333,7,10,2,0,59,0,1,0,1,1,2,1,2,0,0,1,1,0,0,0,1,0,1,1,1,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,496
12,"MARKAJI MADARSA ANSARUL ULUM KAJIPURA R.NO.3",560,485,0,1045,367,269,0,636,620,0,29,14,505,8,3,0,1,55,0,1,1,0,2,1,1,2,0,0,2,0,0,1,0,0,0,3,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,2,1,636
13,"MARKAJI MADARSA ANSARUL ULUM KAJIPURA R.NO.4",515,470,0,985,282,237,0,519,500,0,24,10,419,9,3,1,0,35,0,1,0,0,1,3,1,3,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,2,1,0,1,0,0,1,0,0,0,0,0,519
14,"MARKAJI MADARSA ANSARUL ULUM KAJIPURA R.NO.5",987,698,0,1685,559,381,0,940,905,0,28,28,774,15,7,2,0,42,0,2,2,0,2,5,2,10,1,0,5,1,1,2,0,1,1,2,0,2,0,2,1,1,1,0,0,0,0,0,0,0,0,0,0,940
15,"MARKAJI MADARSA ANSARUL ULUM KAJIPURA R.NO.6",704,621,0,1325,423,290,0,713,710,0,24,19,594,13,0,0,1,42,1,0,0,2,1,0,1,6,0,0,2,1,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,713
16,"MARKAJI MADARSA ANSARUL ULUM KAJIPURA R.NO.7",647,486,0,1133,417,261,0,678,659,0,21,2,118,3,0,0,0,506,7,0,1,0,1,0,0,1,0,0,1,2,0,0,0,2,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,8,1,678
17,"RAMKRISHAN VIDHYA MANDIR SIDHAGIRIBAG R.NO.1",865,761,0,1626,450,409,0,859,850,0,39,8,733,5,0,0,0,61,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,2,3,859
18,"RAMKRISHAN VIDHYA MANDIR SIDHAGIRIBAG R.NO.2",805,702,1,1508,465,378,0,843,818,0,36,31,691,7,3,1,2,64,0,1,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,843
19,"RAMKRISHAN VIDHYA MANDIR SIDHAGIRIBAG R.NO.3",513,428,0,941,256,195,0,451,413,0,31,50,294,8,3,0,1,55,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,451
20,"RAMKRISHAN VIDHYA MANDIR SIDHAGIRIBAG R.NO.4",945,665,0,1610,461,341,0,802,775,0,57,55,599,17,0,0,0,54,1,0,0,1,0,1,0,3,1,0,3,0,2,0,0,0,0,0,1,1,1,2,0,1,0,1,0,0,0,0,0,0,1,0,0,802
21,"RAMKRISHAN VIDHYA MANDIR SIDHAGIRIBAG R.NO.5",827,677,0,1504,495,363,0,858,629,0,36,23,726,1,0,2,0,55,1,0,0,0,0,0,0,1,1,0,2,1,0,0,1,1,0,1,1,0,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,858
22,"KARYALAY SICHAI VIBHAG COLONY CHHITTUPUR R.NO.1",452,391,0,843,298,252,0,550,516,0,12,60,431,7,0,1,0,27,2,1,0,0,2,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,550
23,"KARYALAY SICHAI VIBHAG COLONY CHHITTUPUR R.NO.2",678,573,1,1252,383,304,0,687,643,0,33,106,459,5,0,2,1,63,1,1,0,0,0,0,2,4,1,1,1,0,1,0,0,0,0,1,0,0,0,1,0,2,0,1,0,0,1,0,0,0,0,0,0,687
24,"KARYALAY SICHAI VIBHAG COLONY CHHITTUPUR R.NO.3",406,345,0,751,222,215,0,437,400,0,45,97,163,7,0,0,2,97,0,3,1,1,1,1,5,2,0,3,2,0,1,0,0,1,1,1,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,437
25,"KARYALAY SICHAI VIBHAG COLONY CHHITTUPUR R.NO.4",446,370,0,816,202,162,0,364,351,0,20,63,239,5,0,1,0,26,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,1,0,2,2,364
26,"KARYALAY SICHAI VIBHAG COLONY CHHITTUPUR R.NO.5",925,687,0,1612,449,328,0,777,700,0,23,196,490,9,1,1,0,24,0,4,0,0,3,2,0,3,1,1,2,2,1,0,0,2,0,2,0,1,0,2,0,0,3,0,0,0,2,1,1,0,0,0,0,777
27,"KARYALAY SICHAI VIBHAG COLONY CHHITTUPUR R.NO.6",801,615,0,1416,416,323,0,739,671,0,37,133,499,8,0,2,0,34,1,1,0,0,1,0,3,3,1,3,2,0,1,0,3,0,0,0,0,2,0,0,2,1,0,0,0,0,0,1,0,0,0,1,0,739
28,"PURV RAILWAY J.H.SCHOOL CHHITTUPUR R.NO.1",651,580,0,1231,415,312,0,727,714,0,30,87,425,89,1,0,1,63,1,0,0,1,0,0,3,2,0,1,1,0,0,0,0,2,1,0,1,1,1,2,3,2,1,0,0,0,0,0,0,0,4,1,3,727
29,"PURV RAILWAY J.H.SCHOOL CHHITTUPUR R.NO.2",546,439,0,985,324,244,0,568,551,0,35,99,342,28,3,0,0,48,0,0,0,0,2,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,2,0,0,0,0,1,0,1,0,0,0,2,568
30,"PURV RAILWAY J.H.SCHOOL CHHITTUPUR R.NO.3",555,470,0,1025,305,243,0,548,532,0,29,62,388,24,0,1,0,26,2,1,0,0,1,1,2,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,0,1,0,0,0,0,2,0,548
31,"PURV RAILWAY J.H.SCHOOL CHHITTUPUR R.NO.4",490,415,0,905,285,226,0,511,500,0,25,43,406,6,0,0,2,26,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,511
32,"PURV RAILWAY J.H.SCHOOL CHHITTUPUR R.NO.5",938,752,0,1690,608,381,0,989,904,0,41,173,683,16,0,0,4,52,1,5,0,0,0,2,1,1,3,1,2,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,989
33,"PURV RAILWAY J.H.SCHOOL CHHITTUPUR R.NO.6",732,614,0,1346,379,297,0,676,636,0,27,80,440,42,2,0,0,69,2,0,0,0,2,0,0,0,1,1,1,0,0,1,0,0,0,2,0,0,0,2,0,0,0,0,0,0,1,0,0,1,0,2,0,676
34,"PURV RAILWAY J.H.SCHOOL CHHITTUPUR R.NO.7",562,379,0,941,290,113,0,403,360,0,13,60,286,6,0,0,0,31,0,0,0,0,0,1,0,2,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,403
35,"PURV RAILWAY J.H.SCHOOL CHHITTUPUR R.NO.8",252,178,0,430,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36,"PURV RAILWAY JANTA VIDHYLAY CHHITTUPUR R. NO.1",293,232,0,525,150,126,0,276,273,0,28,17,164,10,0,0,0,54,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,276
37,"PURV RAILWAY JANTA VIDHALAY CHHITTUPUR R. NO.2",219,193,0,412,95,51,0,146,112,0,35,17,71,6,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,146
38,"KARYALAY NAGAR NIGAM SIGRA R. NO.1",470,348,0,818,267,202,0,469,450,0,24,9,376,3,0,1,0,43,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,6,0,2,469
39,"KARYALAY NAGAR NIGAM SIGRA R. NO.2",427,320,0,747,230,170,0,400,390,0,22,21,303,0,0,0,0,45,0,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,400
40,"KARYALAY NAGAR NIGAM SIGRA R. NO.3",538,530,0,1068,363,330,0,693,560,0,31,0,606,0,1,2,0,49,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,693
41,"KARYALAY NAGAR NIGAM SIGRA R. NO.4",465,388,0,853,317,233,0,550,540,0,13,12,479,1,0,0,0,37,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,1,550
42,"KARYALAY NAGAR NIGAM SIGRA R. NO.5",720,571,1,1292,375,317,0,692,580,0,48,62,466,26,1,1,1,51,1,3,1,0,3,1,1,3,0,0,1,0,0,0,1,1,1,1,2,0,1,4,3,2,1,0,0,0,1,0,1,0,0,0,3,692
43,"KARYALAY NAGAR NIGAM SIGRA R. NO.6",632,492,0,1124,351,302,0,653,637,0,36,72,459,19,0,1,1,38,1,2,0,2,0,0,2,3,1,0,2,1,0,0,1,0,2,1,1,1,0,2,0,4,0,0,0,0,0,0,0,0,1,0,0,653
44,"KARYALAY NAGAR NIGAM SIGRA R. NO.7",772,668,0,1440,475,420,0,895,832,0,45,35,627,83,0,3,2,53,0,4,1,4,3,2,3,7,3,2,0,0,2,1,0,1,0,0,0,3,0,2,1,4,0,1,0,0,2,0,0,0,0,1,0,895
45,"KARYALAY NAGAR NIGAM SIGRA R. NO.8",891,715,0,1606,679,302,0,981,976,0,73,75,691,10,1,1,0,109,2,1,0,1,1,3,1,5,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,1,0,981
46,"J.B.V. SHIVPURWA NO.1",573,469,0,1042,353,273,0,626,573,0,32,29,495,6,1,0,0,54,0,0,0,1,0,0,0,2,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,626
47,"J.B.V. SHIVPURWA NO.2",652,539,0,1191,397,300,0,697,680,0,39,20,549,12,0,0,0,60,0,1,2,0,1,2,0,1,1,0,2,0,0,0,0,0,0,1,0,0,1,0,1,0,0,2,1,0,0,0,0,0,0,0,1,697
48,"W.H.SMITH MEMORIAL SCHOOL SIGRA R. NO.1",650,541,0,1191,407,358,0,765,750,0,42,28,572,49,1,1,0,62,0,0,0,0,0,0,0,1,1,0,1,3,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,765
49,"W.H.SMITH MEMORIAL SCHOOL SIGRA R. NO.2",512,476,0,988,304,267,0,571,527,0,127,17,352,9,0,0,0,64,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,571
50,"KASHI BALIKA SHIKCHHA    NIKETAN I.M. COLLAGE SHIVPURWAN R.NO. 1",685,514,0,1199,467,291,0,758,740,0,50,18,615,6,0,0,0,52,1,1,0,0,0,1,0,3,0,0,0,0,0,1,0,0,1,0,2,1,0,2,0,0,0,0,0,1,1,0,0,0,0,0,2,758
51,"KASHI BALIKA SHIKCHHA NIKETAN I.M.COLLAGE SHIVPURWAN R.NO.4",978,783,1,1762,528,392,0,920,903,0,62,51,666,20,3,0,1,78,4,1,1,1,1,3,0,7,0,0,3,0,0,0,0,2,1,0,1,1,0,1,3,1,1,0,0,2,1,0,0,0,0,1,3,920
52,"KASHI BALIKA SHIKCHHA NIKETAN I.M. COLLAGE SHIVPURAWAN R.NO 4",758,567,0,1325,408,285,0,693,540,0,41,40,531,8,1,0,1,55,0,4,1,0,2,1,0,1,0,0,2,0,0,0,0,1,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,693
53,"KASHI BALIKA SHIKCHHA NIKETAN I.M.COLLAGE SHIVPURWAN R.NO.5",377,344,0,721,175,141,0,316,292,0,7,19,238,5,1,0,1,34,0,0,0,0,0,2,2,1,0,0,0,1,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,316
54,"KASHI BALIKA SHIKCHHA NIKETAN I.M.COLLAGE SHIVPURWAN R.NO 6",638,481,0,1119,381,252,0,633,530,0,35,27,463,26,1,1,1,66,0,1,0,0,0,2,0,2,0,0,0,0,0,0,0,1,0,1,0,2,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,633
55,"KASHI BALIKA SHIKCHHA NIKETAN I.M.COLLAGE SHIVPURWAN R.NO 7",483,452,0,935,257,232,0,489,436,0,37,21,351,17,3,0,1,45,2,1,0,0,1,1,0,3,0,0,0,1,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,489
56,"RAKESH J.H.S SHIVPURWAN R.NO 1",798,623,0,1421,451,349,0,800,790,0,32,19,496,111,1,2,5,76,0,0,0,0,2,4,2,3,2,1,5,2,1,2,1,2,4,2,0,1,1,3,6,5,2,1,1,1,0,1,0,0,0,0,3,800
57,"RAKESH J.H.S SHIVPURWAN R.NO. 2",688,599,0,1287,381,293,0,674,423,0,45,10,464,60,1,2,1,58,1,1,0,3,2,1,0,5,3,0,0,0,1,2,0,0,0,1,0,2,0,1,0,3,0,0,0,0,1,0,0,2,0,0,4,674
58,"RAKESH JUNIYA HIGH SCHOOL SHIVPURWA R.NO. 3",1016,824,0,1840,487,355,0,842,727,0,50,30,507,101,0,3,0,109,1,4,0,1,2,3,1,7,2,1,2,0,0,1,0,0,0,3,2,0,0,0,0,4,0,1,0,0,1,0,0,0,0,4,2,842
59,".P.P.MAHAMOORGANJ R.NO.1",805,613,0,1418,403,306,0,709,508,0,37,16,472,71,1,0,0,78,2,0,0,1,4,3,0,3,1,0,2,0,1,1,0,0,2,0,2,1,0,1,1,1,0,0,1,0,2,0,0,0,0,5,0,709
60,"P.P.MAHAMOORGANJ R.NO2",741,606,1,1348,398,348,0,746,619,0,38,8,610,11,2,2,0,68,1,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,746
61,"P.P.MAHAMURGANJ R.NO. 3",766,575,0,1341,455,356,0,811,801,0,53,18,554,27,2,1,0,109,1,5,1,2,0,5,2,1,0,1,2,4,0,5,0,1,0,0,0,2,2,3,0,4,1,1,0,0,1,0,0,0,0,1,2,811
62,"PURV MADHAYMIK VIDHYALAY MAHOORGANJ R. NO. 1",935,677,0,1612,552,371,0,923,898,0,49,19,724,33,3,0,1,73,2,3,0,0,0,1,0,5,1,0,2,1,1,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,923
63,"PURV MADHAYMIK VIDHYALAY MAHOORGANJ R. NO. 2",577,476,0,1053,344,276,0,620,562,0,38,6,491,9,0,0,2,64,1,1,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,620
64,"PURV MADHAYMIK VIDHYALAY MAHOORGANJ R. NO. 3",543,418,0,961,327,237,0,564,466,0,28,8,459,5,0,0,0,54,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,2,2,564
65,"NIWEDITA SIKSHA SADAN B.I.C. TULSIPUR R.NO.-1",495,427,0,922,248,210,0,458,380,0,31,9,350,13,2,1,0,42,0,0,1,1,0,0,0,0,0,0,2,0,0,1,0,0,2,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,458
66,"NIWEDITA SIKSHA SADAN B.I.C. TULSIPUR R.NO.-2",618,546,0,1164,336,272,0,608,600,0,45,10,422,60,0,1,0,41,0,4,0,1,1,0,0,0,2,0,0,0,1,0,1,1,2,0,1,1,1,2,1,3,1,0,0,2,3,0,0,0,1,0,0,608
67,"NIWEDITA SIKSHA SADAN B.I.C. TULSIPUR R.NO.-3",359,339,0,698,159,148,0,307,303,0,23,3,234,1,0,0,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,307
68,"NIWEDITA SIKSHA SADAN B.I.C. TULSIPUR R.NO.-4",449,365,0,814,269,190,0,459,450,0,47,12,274,48,0,0,0,55,1,1,1,0,1,0,0,3,1,1,0,0,0,1,0,1,0,0,0,0,0,0,1,1,5,0,0,1,0,2,0,0,0,1,1,459
69,"NIWEDITA SIKSHA SADAN B.I.C. TULSIPUR R.NO.-5",596,494,0,1090,352,266,0,618,613,0,77,19,425,15,0,2,1,61,1,0,1,1,0,0,0,2,2,0,0,0,0,1,0,0,0,0,0,0,0,2,1,1,2,2,1,0,0,0,0,0,0,0,1,618
70,"NIWEDITA SIKSHA SADAN B.I.C. TULSIPUR R.NO.-6",751,620,0,1371,461,356,0,817,780,0,60,8,541,63,1,0,0,108,2,0,1,0,1,2,1,4,1,0,2,3,0,0,0,1,1,1,1,0,1,2,0,3,2,0,1,0,2,0,0,1,0,1,2,817
71,"SRIMATI MOHANI DEVI RUGATA SHISHU MANDIR TULSIPUR R.NO.-1",860,725,0,1585,540,402,0,942,920,0,84,48,685,23,2,0,0,66,2,0,0,0,2,3,1,10,0,0,2,0,0,2,0,0,0,1,0,1,1,1,0,3,1,0,0,0,0,1,1,0,1,0,1,942
72,"SRIMATI MOHANI DEVI RUGATA SHISHU MANDIR TULSIPUR R.NO.-2",779,604,0,1383,452,317,0,769,720,0,47,25,591,12,1,0,1,62,0,3,0,1,0,0,0,5,1,1,2,0,0,0,0,1,0,1,2,1,0,0,0,5,1,0,3,0,0,2,0,0,0,0,1,769
73,"SRIMATI MOHANI DEVI RUGATA SHISHU MANDIR TULSIPUR R.NO.-3",623,485,0,1108,411,302,0,713,653,0,57,13,567,11,1,1,0,45,2,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,2,3,2,1,0,0,0,1,0,0,0,0,0,0,2,713
74,"SRIMATI MOHANI DEVI RUGATA SHISHU MANDIR TULSIPUR R.NO.-4",788,633,0,1421,404,289,0,693,653,0,47,18,531,10,1,1,0,65,1,1,0,1,0,0,0,0,1,0,3,1,0,1,0,2,0,0,1,0,0,1,0,1,1,0,1,1,1,0,0,0,0,1,1,693
75,"SRIMATI MOHANI DEVI RUGATA SHISHU MANDIR TULSIPUR R.NO.-5",577,458,0,1035,322,264,0,586,566,0,28,19,453,16,0,0,0,57,0,2,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,1,0,2,1,2,0,1,0,0,0,0,1,0,0,0,0,0,586
76,"RUKMINI I.C. TULSIPUR R.NO.-1",1065,869,0,1934,814,351,0,1165,1086,0,56,19,968,8,3,0,0,85,0,2,0,1,1,2,0,3,1,1,1,0,0,1,1,2,0,0,0,1,0,1,2,0,1,1,2,1,0,0,0,0,0,0,1,1165
77,"RUKMINI I.C. TULSIPUR R.NO.-2",685,581,0,1266,438,347,0,785,760,0,34,11,647,8,1,0,0,61,1,0,0,0,0,1,1,4,1,0,1,1,1,1,0,2,0,1,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,4,785
78,"RUKMINI I.C. TULSIPUR R.NO.-3",412,361,0,773,270,251,0,521,461,0,13,3,436,9,0,0,1,51,1,0,0,0,2,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,521
79,"RUKMINI I.C. TULSIPUR R.NO.-4",486,431,0,917,317,288,0,605,589,0,32,19,457,23,0,0,0,66,0,2,0,0,0,0,0,2,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,605
80,"RUKMINI I.C. TULSIPUR R.NO.-5",691,548,0,1239,478,348,0,826,592,0,44,18,638,18,0,0,1,78,0,2,0,1,0,1,1,4,0,0,2,0,0,1,0,1,0,0,0,1,3,2,1,2,2,1,0,0,0,0,0,1,1,2,0,826
81,"JAMAT MADARSA KADIRIMA RAJAY MUSA BUILDING KAKARMATTA R.NO.- 1",911,675,0,1586,551,462,0,1013,955,0,130,2,215,112,1,2,4,505,10,2,3,0,3,1,2,3,2,1,0,0,1,0,0,0,0,1,0,3,0,0,1,2,0,0,0,0,0,0,1,0,0,3,3,1013
82,"JAMAT MADARSA KADIRIMA RAJAY MUSA BUILDING KAKARMATTA R.NO.- 2",577,474,0,1051,396,315,0,711,700,0,126,8,264,27,1,3,0,259,2,0,0,0,2,3,1,3,1,0,1,0,2,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,4,0,711
