"Polling Station",,"Total No of Electors",,,,"Voters Turnout",,,,,,"Candidate ID and Name",,,,,,,,,,,,,,
"Part No","Part Name",Male,Female,Other,"Total No. of electors",Male,Female,Other,Total,"No of voters identifying using EPIC","Tendered Voter","1 - NAGMA","2 - RAJENDRA AGARWAL","3 - MOHD.SHAHID AKHLAK","4 - SHAHID MANZOOR","5 - MOHD.USMAN GHAZI","6 - MOHD. SAJID SAIFI","7 - DR. EX. MAJ HIMANSHU SINGH","8 - ATUL KHODAWAL","9 - ANIL","10 - APHAJAL","11 - IQRA CHOUDHARY","12 - MUKESH KUMAR","13 - SUNIL DUTT","14 - None of the Above","Total Votes Secured"
139,"JUNIOR HIGH SCHOOL ROOM NO-2 KHADOLI",431,357,1,789,307,223,0,530,502,0,5,141,203,166,2,1,3,1,0,0,1,1,2,4,530
140,"GODWIN PUBLIC SCHOOL ROOM NO-1 ROHTA ROAD",816,687,0,1503,454,390,0,844,564,0,19,394,253,161,0,0,6,0,0,0,0,2,2,7,844
141,"GODWIN PUBLIC SCHOOL ROOM NO-2 ROHTA ROAD",647,549,0,1196,351,306,0,657,654,0,20,222,407,1,1,0,4,0,0,1,0,1,0,0,657
142,"GODWIN PUBLIC SCHOOL ROOM NO-3 ROHTA ROAD",412,399,0,811,226,221,0,447,445,0,37,346,21,13,0,0,28,0,0,0,0,0,0,2,447
143,"STAR PUBLIC SCHOOL ROHTA ROAD ANUPNAGAR FAJALPUR ROOM NO-1",494,420,0,914,262,228,0,490,470,0,23,403,24,34,0,0,4,0,0,0,0,1,1,0,490
144,"STAR PUBLIC SCHOOL ROHTA ROAD ANUPNAGAR FAJALPUR ROOM NO-2",427,383,0,810,250,214,0,464,463,0,27,411,9,13,0,0,2,1,0,0,0,0,0,1,464
145,"AADARSH INTER COLLEGE NEW COLONY ANUPNAGAR FAJALPUR ROOM NO-1",323,266,0,589,158,147,0,305,228,0,12,269,9,8,0,0,4,0,1,0,0,0,0,2,305
146,"AADARSH INTER COLLEGE NEW COLONY ANUPNAGAR FAJALPUR ROOM NO-2",763,530,0,1293,367,298,0,665,665,0,29,566,24,15,0,1,24,1,0,0,0,1,0,4,665
147,"PRATHAMIK VIDYALYA ROOM NO-1 ANUPNAGAR FAJALPUR",890,770,0,1660,470,405,0,875,875,0,62,736,9,48,0,1,15,0,0,0,0,1,1,2,875
148,"PRATHAMIK VIDYALYA ROOM NO-2 ANUPNAGAR FAJALPUR",579,498,0,1077,361,312,0,673,671,0,46,555,16,33,0,0,20,1,0,0,0,0,0,2,673
149,"PRATHAMIK VIDYALYA ROOM NO-3 ANUPNAGAR FAJALPUR",802,692,1,1495,466,389,0,855,836,0,56,691,74,15,0,2,14,1,0,0,0,0,2,0,855
150,"NAGAR SHAISHIK SANSADHAN KENDRA FAJALPUR ISHTHIK PARISAR, PRATHAMIK VIDYALYA ANUPNAGAR FAJALPUR",531,500,0,1031,276,278,0,554,515,0,51,468,4,20,0,0,11,0,0,0,0,0,0,0,554
151,"DR. AMBEDKAR BHAWAN ROOM NO-1 ANUPNAGAR FAJALPUR",826,687,0,1513,574,485,0,1059,1059,0,23,192,809,13,1,1,9,2,0,1,1,4,1,2,1059
152,"DR. AMBEDKAR BHAWAN ROOM NO-2 ANUPNAGAR FAJALPUR.",568,454,0,1022,375,275,0,650,648,0,30,248,256,95,1,1,6,2,1,1,1,0,2,6,650
153,"DR. AMBEDKAR BHAWAN DWITIYA ROOM NO-1 ANUPNAGAR FAJALPUR",760,632,0,1392,421,313,0,734,678,0,58,318,150,180,3,1,13,1,0,0,1,0,4,5,734
154,"DR. AMBEDKAR BHAWAN DWITIYA ROOM NO-2 ANUPNAGAR FAJALPUR",359,286,0,645,200,156,0,356,356,0,25,232,26,65,1,0,3,1,0,0,1,1,1,0,356
155,"SAINT PETER PUBLIC SCHOOL ROOM NO-1 ANUPNAGAR FAJALPUR",394,310,0,704,232,154,0,386,377,0,27,171,55,127,0,0,6,0,0,0,0,0,0,0,386
156,"SAINT PETER PUBLIC SCHOOL ROOM NO-2 ANUPNAGAR FAJALPUR",294,234,0,528,161,128,0,289,288,0,27,190,25,30,0,0,15,0,0,0,0,2,0,0,289
157,"SAINT PETER PUBLIC SCHOOL ROOM NO-3 ANUPNAGAR FAJALPUR",539,443,0,982,325,268,0,593,593,0,38,499,16,20,0,0,15,1,0,0,0,0,1,3,593
158,"SAINT PETER PUBLIC SCHOOL ROOM NO-4 ANUPNAGAR FAJALPUR",422,367,0,789,254,206,0,460,460,0,28,303,101,6,0,1,5,4,3,0,0,3,2,4,460
159,"SHAHEED BHAGAT SINGH PUBLIC SCHOOL NAI BASTI FAJALPUR",646,539,0,1185,419,252,0,671,671,0,83,471,58,24,1,1,27,1,0,1,0,1,1,2,671
160,"GOSWAMI PUBLIC JUNIOR HIGH SCHOOL ROOM NO-1 ANUPNAGAR FAJALPUR",762,655,0,1417,449,369,0,818,814,0,47,595,139,15,1,1,10,0,0,1,1,1,2,5,818
161,"GOSWAMI PUBLIC JUNIOR HIGH SCHOOL ROOM NO-2 ANUPNAGAR FAJALPUR",585,489,0,1074,301,261,0,562,562,0,48,345,145,4,2,3,6,0,0,0,1,1,2,5,562
162,"K.K. ACADEMY SARASWATI VIHAR ROHTA ROAD ROOM NO.1",796,697,0,1493,533,420,0,953,953,0,50,733,100,35,0,0,28,0,0,1,1,0,3,2,953
163,"K.K. ACADEMY SARASWATI VIHAR ROHTA ROAD ROOM NO.2",773,675,1,1449,436,415,0,851,851,0,33,612,165,23,0,0,12,0,0,0,0,0,0,6,851
164,"PRATHMIK VIDYALYA NAGAR KSHETRA ROOM NO 1 ORANGSHAPUR GOLABARD",722,613,1,1336,528,385,0,913,800,0,14,282,444,154,2,2,3,0,1,2,2,2,1,4,913
165,"PRATHMIK VIDYALYA NAGAR KSHETRA ROOM NO 2 ORANGSHAPUR GOLABARD",443,407,0,850,315,289,0,604,604,0,6,124,366,94,0,0,5,1,0,0,1,1,4,2,604
166,"PRATHMIK VIDYALYA NAGAR KSHETRA ROOM NO 3 ORANGSHAPUR GOLABARD",636,517,0,1153,334,331,0,665,560,0,43,500,72,34,1,0,12,1,0,0,0,0,1,1,665
167,"PRATHMIK VIDYALYA NAGAR KSHETRA ROOM NO 4 ORANGSHAPUR GOLABARD",689,570,0,1259,386,356,0,742,737,0,19,343,357,9,0,7,6,0,0,0,0,0,0,1,742
168,"PRATHMIK VIDYALYA NAGAR KSHETRA ROOM NO 5 ORANGSHAPUR GOLABARD",317,293,0,610,166,190,0,356,356,0,9,226,3,111,0,0,6,0,0,0,0,0,0,1,356
169,"DR. B.R AMBEDKAR BALIKA SIKSHA SADAN ROOM NO -1 ORANGSHAPUR GOLABARD",699,545,0,1244,443,335,0,778,658,0,7,433,254,65,2,0,3,1,1,0,0,1,5,6,778
170,"DR. B.R AMBEDKAR BALIKA SIKSHA SADAN ROOM NO -2 ORANGSHAPUR GOLABARD",545,423,0,968,287,200,0,487,477,0,26,358,78,11,0,0,9,1,0,0,0,1,0,3,487
171,"S.G. HIGHER SECONDARY SCHOOL SHEKHPURA ROOM NO-1",709,553,0,1262,440,287,0,727,727,0,34,567,77,14,0,1,3,4,6,0,1,4,5,11,727
172,"S.G. HIGHER SECONDARY SCHOOL SHEKHPURA ROOM NO-2",946,733,0,1679,543,413,0,956,948,0,35,762,108,22,2,4,18,4,0,0,0,0,1,0,956
173,"S.G. HIGHER SECONDARY SCHOOL SHEKHPURA ROOM NO-3",190,147,0,337,133,88,0,221,221,0,6,185,4,12,0,1,7,0,2,1,0,0,1,2,221
174,"KALAWATI JUNIOR HIGH SCHOOL ROOM NO-1 BHOLA ROAD MEERUT",679,509,0,1188,358,266,0,624,519,0,24,531,38,18,0,0,6,1,1,0,0,0,1,4,624
175,"KALAWATI JUNIOR HIGH SCHOOL ROOM NO-2 BHOLA ROAD MEERUT",819,667,0,1486,464,375,0,839,568,0,15,594,86,124,1,0,11,3,1,0,0,1,1,2,839
176,"KALAWATI JUNIOR HIGH SCHOOL ROOM NO-3 BHOLA ROAD MEERUT",342,290,0,632,160,134,0,294,294,0,26,214,41,7,0,0,3,0,0,0,1,0,0,2,294
177,"MILLENNIUM PUBLIC SCHOOL BAGPAT ROAD ROOM NO-1",472,358,0,830,376,202,0,578,572,0,18,401,94,56,0,0,7,0,0,0,0,0,1,1,578
178,"MILLENNIUM PUBLIC SCHOOL BAGPAT ROAD ROOM NO-2",687,559,0,1246,441,331,0,772,772,0,18,628,70,51,0,1,2,0,0,0,1,1,0,0,772
179,"MILLENNIUM PUBLIC SCHOOL BAGPAT ROAD ROOM NO-3",632,503,0,1135,362,287,0,649,649,0,14,515,44,67,1,0,2,1,1,0,0,1,1,2,649
180,"MILLENNIUM PUBLIC SCHOOL BAGPAT ROAD ROOM NO-4",290,219,0,509,161,120,0,281,281,0,9,120,134,15,1,0,0,0,0,1,0,0,0,1,281
181,"MILLENNIUM PUBLIC SCHOOL BAGPAT ROAD ROOM NO-5",558,460,0,1018,302,249,0,551,489,0,22,424,54,39,0,0,6,0,1,1,0,0,1,3,551
182,"PRATHAMIK VIDYALYA NAGAR KSHETRA ROOM NO-1 MULTAN NAGAR",548,428,0,976,336,295,0,631,611,0,28,540,33,17,0,0,5,0,0,0,0,2,2,4,631
183,"PRATHAMIK VIDYALYA NAGAR KSHETRA ROOM NO-2 MULTAN NAGAR",638,570,0,1208,400,352,0,752,752,0,34,666,24,18,0,1,4,0,0,0,0,0,1,4,752
184,"SHAHEED MANGAL PANDEY INTER KANYA NEW KISHANPURA ROOM NO-1 BAGPAT ROAD",413,335,0,748,285,217,0,502,502,0,52,423,8,7,0,0,7,1,0,0,1,1,1,1,502
185,"SHAHEED MANGAL PANDEY INTER KANYA NEW KISHANPURA ROOM NO-2 BAGPAT ROAD",632,524,0,1156,406,308,0,714,711,0,25,484,186,4,0,1,6,1,0,0,1,1,0,5,714
186,"SHAHEED MANGAL PANDEY INTER KANYA NEW KISHANPURA ROOM NO-3 BAGPAT ROAD",524,479,0,1003,333,294,0,627,626,0,45,447,77,41,0,0,14,0,0,0,0,0,0,3,627
187,"SHAHEED MANGAL PANDEY INTER KANYA NEW KISHANPURA ROOM NO-4 BAGPAT ROAD",604,492,0,1096,377,305,0,682,677,0,22,521,39,64,0,0,29,1,0,0,0,0,0,6,682
188,"PRATHAMIK VIDYALYA ROOM NO-1 CHANDRALOK SABUN GODAM",523,459,0,982,330,265,0,595,595,0,44,526,1,14,0,0,8,0,0,0,0,0,0,2,595
189,"PRATHAMIK VIDYALYA ROOM NO-2 CHANDRALOK SABUN GODAM",522,488,0,1010,351,276,0,627,627,0,56,529,9,13,0,0,13,1,0,1,0,0,0,5,627
190,"PRATHAMIK VIDYALYA ROOM NO-3 CHANDRALOK SABUN GODAM",852,682,0,1534,538,401,0,939,939,0,85,750,48,44,0,0,8,0,0,1,1,0,0,2,939
191,"B.D. GUPTA DHARAMSHALA CHANDRA LOK MEERUT ROOM NO-1",515,422,0,937,348,285,0,633,633,0,57,495,32,36,0,0,3,1,0,0,1,2,3,3,633
192,"B.D. GUPTA DHARAMSHALA CHANDRA LOK MEERUT ROOM NO-2",715,630,0,1345,466,355,0,821,821,0,19,396,375,18,0,1,4,1,0,0,0,1,0,6,821
193,"B.D. GUPTA DHARAMSHALA CHANDRA LOK MEERUT ROOM NO-3",629,541,0,1170,363,296,0,659,659,0,11,351,275,9,0,0,5,1,0,0,0,0,1,6,659
194,"B.D. GUPTA DHARAMSHALA CHANDRA LOK MEERUT ROOM NO-4",825,756,0,1581,541,514,0,1055,271,0,39,950,15,21,0,0,20,0,0,1,0,0,0,9,1055
195,"GOUTAM HIGHER SECONDARY SCHOOL UTTAMNAGAR",617,546,0,1163,403,347,0,750,750,0,19,694,13,11,0,0,9,0,0,0,0,1,0,3,750
196,"BLOOMING BIRD ENGLISH MEDIUM SCHOOL NANDAN NAGAR ROOM NO-1",233,215,0,448,166,149,0,315,315,0,1,304,0,3,0,0,4,0,0,0,0,0,1,2,315
197,"BARAT GHAR RAILWAY STATION ROOM NO-1 PANI KI TANKI KE PAS",451,376,0,827,291,220,0,511,511,0,69,317,90,24,0,0,10,0,0,0,0,0,0,1,511
198,"DEWAN PUBLIC SCHOOL ROOM NO-1 WEST AND ROAD, MEERUT CANTT",549,502,0,1051,404,329,0,733,720,0,61,584,50,24,0,0,9,0,0,0,0,0,0,5,733
199,"DEWAN PUBLIC SCHOOL ROOM NO-2 WEST AND ROAD, MEERUT CANTT",573,494,0,1067,333,276,0,609,554,0,63,478,34,14,0,0,19,0,0,0,0,0,0,1,609
200,"DEWAN PUBLIC SCHOOL ROOM NO-3 WEST AND ROAD, MEERUT CANTT",556,440,0,996,363,226,0,589,589,0,82,362,39,84,0,0,17,0,0,0,0,1,0,4,589
201,"DEWAN PUBLIC SCHOOL ROOM NO-4 WEST AND ROAD, MEERUT CANTT",501,429,0,930,319,262,0,581,454,0,80,257,163,55,0,0,20,1,0,0,0,1,1,3,581
202,"C.A.B. INTER COLLEGE ROOM NO-1 (AGLA BHAG) BHAINSALI GROUND",736,640,1,1377,501,390,0,891,870,0,66,736,70,9,0,0,7,1,0,0,0,0,0,2,891
203,"C.A.B. INTER COLLEGE ROOM NO-2 (AGLA BHAG) BHAINSALI GROUND",620,526,0,1146,346,273,0,619,619,0,70,385,47,102,0,0,9,0,0,0,1,0,0,5,619
204,"C.A.B. INTER COLLEGE ROOM NO-3  (AGLA BHAG) BHAINSALI GROUND",697,583,0,1280,434,336,0,770,769,0,9,15,680,61,0,0,0,1,0,0,1,2,0,1,770
205,"C.A.B. INTER COLLEGE ROOM NO-4  (AGLA BHAG) BHAINSALI GROUND",311,290,1,602,185,146,0,331,6,0,16,153,96,58,0,0,7,0,0,0,0,1,0,0,331
206,"DIGAMBAR JAIN KANYA INTER COLLEGE ROOM NO-1 SADAR",622,576,2,1200,520,402,0,922,921,0,74,804,26,2,0,0,10,0,1,0,0,0,0,5,922
207,"DIGAMBAR JAIN KANYA INTER COLLEGE ROOM NO-2 SADAR",586,532,0,1118,453,291,0,744,730,0,45,604,59,24,0,0,6,1,0,0,0,1,1,3,744
208,"JAIN DHARAMSHALA ROOM NO-1 TANKI MOHALLA MEERUT CANTT",617,577,0,1194,425,378,0,803,803,0,73,640,37,19,0,0,26,0,0,0,0,1,0,7,803
209,"JAIN DHARAMSHALA ROOM NO-2 TANKI MOHALLA MEERUT CANTT",463,451,1,915,352,311,0,663,663,0,46,553,32,20,0,1,7,0,0,0,0,0,1,3,663
210,"DURGABADI GIRLS INTER COLLEGE ROOM NO-1 SADAR KABADI BAZAR",663,580,0,1243,435,328,0,763,751,0,23,602,97,27,0,0,10,0,0,0,0,0,0,4,763
211,"DURGABADI GIRLS INTER COLLEGE ROOM NO-2  SADAR KABADI BAZAR",769,721,1,1491,481,425,0,906,895,0,78,723,58,21,0,0,10,1,0,1,1,0,2,11,906
212,"DURGABADI GIRLS INTER COLLEGE ROOM NO-3 SADAR KABADI BAZAR",708,578,0,1286,417,303,0,720,494,0,53,502,84,60,0,0,9,2,2,0,1,1,2,4,720
213,"DURGABADI GIRLS INTER COLLEGE ROOM NO-4  SADAR KABADI BAZAR",546,444,0,990,305,239,0,544,544,0,36,399,70,30,0,0,4,0,0,0,0,0,1,4,544
214,"PRATHAMIK VIDYALYA DURGABADI GIRLS INTER COLLEGE PRANGAN ME  ROOM NO-1 SADAR KABADI BAZAR",661,564,0,1225,379,270,0,649,615,0,65,405,151,19,0,2,3,1,0,0,0,0,0,3,649
215,"PRATHAMIK VIDYALYA DURGABADI GIRLS INTER COLLEGE KE PRANGAN ME  ROOM NO-2  SADAR KABADI BAZAR",473,437,0,910,304,223,0,527,527,0,43,350,79,33,0,0,16,0,0,0,0,0,0,6,527
216,"SANATAN DHARAM GIRLS INTER COLLEGE ROOM NO-1 BANKERS STREET",438,403,0,841,277,229,0,506,504,0,35,435,21,4,0,0,7,0,0,0,0,0,0,4,506
217,"SANATAN DHARAM GIRLS INTER COLLEGE ROOM NO-2 BANKERS STREET",519,486,0,1005,344,304,0,648,648,0,23,268,275,62,1,0,6,0,1,0,3,2,1,6,648
218,"SANATAN DHARAM GIRLS INTER COLLEGE ROOM NO-3 BANKERS STREET",496,407,0,903,322,251,0,573,366,0,42,490,8,5,0,0,25,1,0,0,0,0,0,2,573
219,"MEERUT CANTONMENT BOARD OFFICE ROOM NO-1 MEERUT NIKAT RAJBAN BAZAR",653,596,0,1249,440,362,0,802,802,0,132,521,90,43,0,0,14,0,0,0,0,1,0,1,802
220,"MEERUT CANTONMENT BOARD OFFICE ROOM NO-2 MEERUT NIKAT RAJBAN BAZAR",682,601,0,1283,395,344,0,739,559,0,91,420,94,108,0,0,20,0,0,0,0,1,1,4,739
221,"MEERUT CANTONMENT BOARD OFFICE ROOM NO-3 MEERUT NIKAT RAJBAN BAZAR",642,526,0,1168,445,331,0,776,760,0,83,436,211,31,0,0,8,0,0,1,0,0,1,5,776
222,"MEERUT CANTONMENT BOARD OFFICE ROOM NO-4 MEERUT NIKAT RAJBAN BAZAR",583,481,0,1064,400,318,0,718,632,0,131,442,83,33,0,0,24,2,0,0,0,1,1,1,718
223,"SAINT JONES SENIOR SECONDARY SCHOOL ROOM NO-1 MOHIT PATH, MEERUT CANTT",995,601,0,1596,434,282,0,716,716,0,128,495,48,22,1,0,14,1,0,2,0,0,0,5,716
224,"SAINT JONES SENIOR SECONDARY SCHOOL ROOM NO-2 MOHIT PATH, MEERUT CANTT",719,640,0,1359,456,399,0,855,855,0,116,556,85,84,0,0,8,0,0,0,0,0,0,6,855
225,"CANTT BOARD PRATHAMIK SCHOOL ROOM NO-1 B.C. BAZAR MEERUT CANTT",635,535,0,1170,414,328,0,742,732,0,172,497,48,7,0,1,6,0,0,0,0,1,3,7,742
226,"CANTT BOARD PRATHAMIK SCHOOL ROOM NO-2 B.C. BAZAR MEERUT CANTT",441,331,0,772,288,179,0,467,466,0,117,299,28,13,0,2,1,0,0,0,1,0,2,4,467
227,"CANTT BOARD PRATHAMIK SCHOOL ROOM NO-3 B.C. BAZAR MEERUT CANTT",2589,1211,0,3800,902,223,0,1125,1125,0,166,868,13,11,0,2,62,1,0,0,0,0,2,0,1125
228,"SAINT JOSEPH INTER COLLEGE ROOM NO-1 CHURCH STREET",452,390,0,842,303,256,0,559,503,0,39,441,56,10,0,0,9,0,1,0,0,0,0,3,559
229,"SAINT JOSEPH INTER COLLEGE ROOM NO-2 CHURCH STREET",674,624,0,1298,399,337,0,736,723,0,72,327,205,96,0,0,23,1,0,0,1,3,1,7,736
230,"SAINT JOSEPH INTER COLLEGE ROOM NO-3 CHURCH STREET",698,640,0,1338,449,356,0,805,710,0,100,539,110,33,0,0,17,1,1,0,0,0,2,2,805
231,"SANATAN DHARAM BOYS INTER COLLEGE ROOM NO-2 LALKURTI",587,463,0,1050,348,233,0,581,581,0,40,319,160,48,1,0,8,1,0,0,0,0,1,3,581
232,"SANATAN DHARAM BOYS INTER COLLEGE ROOM NO-1 LALKURTI",635,587,0,1222,511,427,0,938,929,0,75,603,188,40,0,0,22,1,1,0,1,2,1,4,938
233,"PRATHAMIK VIDYALYA ROOM NO-1 LALKURTI NIKAT B.I. BAZAR",767,659,0,1426,499,382,0,881,715,0,37,327,273,227,0,0,8,0,0,0,1,0,2,6,881
234,"PRATHAMIK VIDYALYA ROOM NO-2 LALKURTI NIKAT B.I. BAZAR",552,450,0,1002,380,293,0,673,636,0,20,304,242,94,1,0,8,0,0,1,0,0,1,2,673
235,"PRATHAMIK VIDYALYA ROOM NO-3 LALKURTI NIKAT B.I. BAZAR",668,550,0,1218,476,358,0,834,793,0,25,237,314,248,0,0,2,0,0,0,0,4,2,2,834
236,"BHAGIRATHI DEVI ARYA KANYA INTER COLLEGE ROOM NO-1 MAIDA MOHALLA LALKURTI",321,285,0,606,232,201,0,433,427,0,28,264,103,27,0,0,10,0,0,0,0,0,0,1,433
237,"PRATHAMIK MADARSA ISLAMIYAN ROOM NO-1 LALKURTI",524,485,0,1009,391,320,0,711,697,0,27,273,176,224,1,1,5,0,1,0,0,2,0,1,711
238,"PRATHAMIK MADARSA ISLAMIYAN ROOM NO-2 LALKURTI",540,480,0,1020,415,299,0,714,714,0,39,306,269,84,1,0,8,1,0,1,2,0,1,2,714
239,"KARYALAYA RAKSHA LEKHANIYANTRAK PENSION VITRAN VIBHAG DPDO PRANGAN ROOM NO-1",509,445,0,954,249,197,0,446,441,0,68,290,28,37,0,0,20,0,0,0,2,0,1,0,446
240,"KARYALAYA RAKSHA LEKHANIYANTRAK PENSION VITRAN VIBHAG DPDO PRANGAN ROOM NO-2",818,604,0,1422,501,385,0,886,800,0,56,368,285,135,1,0,33,3,2,0,0,1,1,1,886
241,"KARYALAYA RAKSHA LEKHANIYANTRAK PENSION VITRAN VIBHAG DPDO PRANGAN ROOM NO-3",749,622,0,1371,442,368,0,810,798,0,61,541,121,67,1,1,4,1,0,0,1,3,4,5,810
242,"KARYALAYA RAKSHA LEKHANIYANTRAK PENSION VITHRAN ROOM NO 1",415,337,0,752,254,203,0,457,257,0,35,315,76,18,0,0,7,0,0,0,0,0,0,6,457
243,"PRATHMIK SCHOOL ROOM NO 1 THOPKHANA",2107,778,0,2885,1122,481,0,1603,1603,0,210,1229,24,56,2,3,61,2,1,1,0,2,3,9,1603
244,"PRATHMIK SCHOOL ROOM NO 3 THOPKHANA",629,421,1,1051,313,270,0,583,80,0,59,380,100,19,0,0,9,2,1,2,1,0,4,6,583
245,"PRATHMIK SCHOOL ROOM NO 2 THOPKHANA",772,575,0,1347,446,366,0,812,513,0,90,485,162,36,0,2,22,0,1,0,1,0,3,10,812
246,"JAGDISH SHARAN RAJVANSHI INTER COLLEGE ROOM NO-1 SOTIGANJ",509,405,1,915,372,274,0,646,645,0,9,290,151,188,1,0,6,0,0,0,0,0,0,1,646
247,"JAGDISH SHARAN RAJVANSHI INTER COLLEGE ROOM NO-2  SOTIGANJ",723,574,0,1297,427,341,0,768,252,0,26,468,211,29,0,0,30,0,0,0,0,0,0,4,768
248,"JAGDISH SHARAN RAJVANSHI INTER COLLEGE ROOM NO-3 SOTIGANJ",627,482,0,1109,473,319,0,792,733,0,40,284,389,61,0,1,13,0,0,0,0,1,0,3,792
249,"SWAMI VIVEKANAND PRATHAMIK VIDYALYA ROOM NO-1 THAPARNAGAR",522,508,0,1030,320,295,0,615,615,0,224,286,39,22,0,0,39,1,0,0,0,0,0,4,615
250,"ARYA VIDYA SADAN ROOM NO-1 THAPARNAGAR",646,631,0,1277,405,349,0,754,747,0,39,655,8,24,1,0,22,0,0,0,0,0,1,4,754
251,"ARYA VIDYA SADAN ROOM NO-2 THAPARNAGAR",622,569,0,1191,372,324,0,696,685,0,32,605,4,25,0,0,27,0,0,0,0,0,0,3,696
252,"ARYA VIDYA SADAN ROOM NO-3 THAPARNAGAR",510,446,0,956,346,269,0,615,600,0,30,456,91,19,0,0,13,1,0,0,0,0,0,5,615
253,"RAJKEYA INTER COLLEGE ROOM NO-1 BEGAM BRIDGE ROAD",479,423,0,902,322,249,0,571,476,0,24,512,12,7,0,0,14,0,0,0,0,0,0,2,571
254,"RAJKEYA INTER COLLEGE ROOM NO-2 BEGAM BRIDGE ROAD",412,394,0,806,247,215,0,462,442,0,19,365,37,28,0,0,13,0,0,0,0,0,0,0,462
255,"RAJKEYA INTER COLLEGE ROOM NO-3 BEGAM BRIDGE ROAD",579,542,1,1122,350,305,0,655,651,0,39,569,13,14,0,0,16,0,0,0,0,0,0,4,655
256,"KARYALAYA UP-SHRAMAYUKT ROOM NO-1, MEERUT PARIKSHETRA, MEERUT BEGAM BRIDGE ROAD",607,590,0,1197,354,323,0,677,625,0,36,612,7,3,0,0,16,0,0,0,1,0,0,2,677
257,"KARYALAYA UP-SHRAMAYUKT ROOM NO-2, MEERUT PARIKSHETRA, MEERUT BEGAM BRIDGE ROAD",488,432,0,920,279,245,0,524,505,0,45,435,6,33,0,0,5,0,0,0,0,0,0,0,524
258,"KARYALAYA UP-SHRAMAYUKT ROOM NO-3, MEERUT PARIKSHETRA, MEERUT BEGAM BRIDGE ROAD",558,495,0,1053,357,287,0,644,624,0,56,534,10,21,0,0,14,0,0,1,0,1,1,6,644
259,"RADHUNATH GIRLS INTER COLLEGE ROOM NO-1 ( CHOURASIYA NURSING HOME KE SAMNE)",726,651,0,1377,429,366,0,795,650,0,91,640,16,12,0,0,29,0,0,0,0,0,1,6,795
260,"RADHUNATH GIRLS INTER COLLEGE ROOM NO-2 ( CHOURASIYA NURSING HOME KE SAMNE)",498,483,0,981,325,290,0,615,329,0,27,536,9,25,0,0,14,0,0,0,0,0,1,3,615
261,"RADHUNATH GIRLS INTER COLLEGE ROOM NO-3 ( CHOURASIYA NURSING HOME KE SAMNE)",540,494,0,1034,329,286,0,615,610,0,49,524,7,7,0,0,22,0,0,0,0,1,0,5,615
262,"NANAK CHAND INTER COLLEGE ROOM NO-1",633,577,0,1210,395,336,0,731,567,0,52,532,120,16,1,0,7,0,0,0,0,0,0,3,731
263,"NANAK CHAND INTER COLLEGE ROOM NO-2",461,408,1,870,313,265,0,578,428,0,32,360,123,37,0,0,20,1,1,0,0,1,0,3,578
264,"NANAK CHAND INTER COLLEGE ROOM NO-3",401,364,0,765,267,193,0,460,460,0,15,353,69,5,1,0,11,0,0,0,1,0,0,5,460
265,"NANAK CHAND DEGREE COLLEGE ROOM NO-1 SHIVAJI ROAD",678,611,0,1289,410,341,0,751,749,0,29,635,50,10,0,0,22,0,1,1,0,1,0,2,751
266,"NANAK CHAND DEGREE COLLEGE ROOM NO-2 SHIVAJI ROAD",674,558,0,1232,442,380,0,822,799,0,20,525,254,3,0,0,13,0,0,0,0,2,0,5,822
267,"NANAK CHAND DEGREE COLLEGE ROOM NO-3 SHIVAJI ROAD",704,599,0,1303,396,341,0,737,121,0,43,451,208,13,0,3,16,0,0,0,0,0,1,2,737
268,"NANAK CHAND DEGREE COLLEGE ROOM NO-4 SHIVAJI ROAD",741,619,0,1360,437,362,0,799,750,0,38,519,214,10,0,0,13,0,0,1,0,1,1,2,799
269,"BABA BHIMRAO AMBEDKAR VIDYALYA ROOM NO-1 PURVA SHEKHLAL",555,486,0,1041,350,274,0,624,624,0,43,327,99,144,1,0,8,0,0,0,0,0,0,2,624
270,"BABA BHIMRAO AMBEDKAR VIDYALYA ROOM NO-2 PURVA SHEKHLAL",552,433,0,985,324,215,0,539,450,0,15,138,278,95,0,0,10,0,0,0,0,1,0,2,539
271,"BASIC PRATHAMIK VIDYALYA ROOM NO-1 LAXMINAGAR",580,528,0,1108,474,402,0,876,876,0,30,817,4,15,0,0,7,0,0,0,0,0,0,3,876
272,"NARAYANI DEVI DHARAMSHALA HANUMANPURI",657,601,0,1258,470,394,0,864,390,0,24,768,22,7,0,2,38,0,0,0,0,0,0,3,864
273,"BAL JYOTI PUBLIC SCHOOL ROOM NO-1 HANUMAN PURI",527,471,0,998,421,325,0,746,740,0,27,662,16,8,0,0,22,1,1,0,1,2,2,4,746
274,"SHRI DAYALESHWAR PUBLIC SCHOOL NIKAT SHIVMANDIR NEW MOHANPURI ROOM NO-1",354,320,1,675,219,167,0,386,384,0,19,343,1,7,1,0,11,0,1,0,0,0,0,3,386
275,"SHRI DAYALESHWAR PUBLIC SCHOOL NIKAT SHIVMANDIR NEW MOHANPURI ROOM NO-2",258,227,0,485,163,136,0,299,299,0,7,285,1,1,0,0,4,0,0,0,0,0,1,0,299
276,"PRATHAMIK VIDYALYA ROOM NO-1 MOHANPURI DAKSHIN",362,346,1,709,240,207,0,447,441,0,24,377,15,24,0,0,5,0,0,0,0,0,0,2,447
