"Polling Station",,"Total No of Electors",,,,"Voters Turnout",,,,,,"Candidate ID and Name",,,,,,,,,,,,
"Part No","Part Name",Male,Female,Other,"Total No. of electors",Male,Female,Other,Total,"No of voters identifying using EPIC","Tendered Voter","1 - KARTAR SINGH BHADANA","2 - KANWAR HASAN","3 - NAHID HASAN","4 - HUKUM SINGH","5 - DIVAKAR KASHYAP","6 - PARDIP","7 - RAMKARAN KASHYAP","8 - SUNITA","9 - SUNIL KUMAR KASANA","10 - KRISHANPAL","11 - MOHANLAL","12 - None of the Above","Total Votes Secured"
304,"PRATHMIK VIDHALAYE UTTRI BHAG RANDEVA",566,455,0,1021,485,333,0,818,818,0,13,20,212,560,5,0,0,1,4,2,0,1,818
305,"PRATHMIK VIDHALAYE DAKSHINI BHAG RANDEVA",606,494,0,1100,505,437,0,942,942,0,14,23,184,700,8,0,1,2,8,0,0,2,942
306,"PURV MADHAYMIK VIDHALAYE KAMRA NUMBER-1 KHEDA AFGAN",599,488,0,1087,418,344,0,762,747,0,6,43,295,408,4,1,0,1,1,2,0,1,762
307,"PURV MADHAYMIK VIDHALAYE KAMRA NUMBER-2 KHERA AFGAN",542,500,0,1042,386,287,0,673,673,0,3,214,232,209,5,0,0,2,2,2,3,1,673
308,"PRATHMIK VIDHALAYE KAMRA NUMBER-1 KHERA AFGAN",715,531,0,1246,481,346,0,827,821,0,8,122,675,11,1,1,0,0,3,2,1,3,827
309,"PRATHMIK VIDHALAYE KAMRA NUMBER-2 KHERA AFGAN",752,605,0,1357,481,421,0,902,888,0,10,332,346,187,11,1,4,1,2,5,1,2,902
310,"PRATHMIK VIDHALAYE UTTRI BHAG SERSELA",832,657,0,1489,528,430,0,958,958,0,38,374,476,54,1,0,1,0,1,3,4,6,958
311,"PRATHMIK VIDHALAYE DAKSHINI BHAG SERSELA",798,613,0,1411,494,426,0,920,78,0,9,135,698,66,1,0,1,0,2,4,0,4,920
312,"PRATHMIK VIDHALAYE UTTRI BHAG DORALA",607,508,0,1115,440,386,0,826,495,0,5,240,501,65,2,1,1,1,3,1,2,4,826
313,"PRATHMIK VIDHALAYE DAKSHINI BHAG DORALA",524,450,0,974,394,353,0,747,619,0,0,164,378,192,2,5,0,0,1,2,1,2,747
314,"PRATHMIK VIDHALAYE JAFERPUR RANIYALI",747,691,0,1438,592,561,0,1153,200,0,6,72,347,711,7,2,3,1,1,0,1,2,1153
315,"PRATHMIK VIDHALAYE UTTRI BHAG KAPURI",746,683,0,1429,557,511,0,1068,1068,0,8,153,404,491,6,1,0,0,1,1,2,1,1068
316,"PRATHMIK VIDHALAYE DAKSHINI BHAG KAPURI",581,533,0,1114,433,395,0,828,821,0,5,309,384,120,2,1,1,1,1,2,1,1,828
317,"PRATHMIK VIDHALAYE HARPAL",670,596,0,1266,543,461,0,1004,1004,0,12,354,39,582,4,2,0,0,1,1,1,8,1004
318,"PRATHMIK VIDHALAYE UTTRI BHAG HARPALI",678,539,0,1217,456,364,0,820,457,0,3,187,373,234,4,1,1,1,5,4,2,5,820
319,"PRATHMIK VIDHALAYE DAKSHINI BHAG HARPALI",438,385,0,823,276,238,0,514,204,0,5,101,233,167,3,0,2,1,0,2,0,0,514
320,"PRATHMIK VIDHALAYE UTTRI  BHAG SAHJVEE",451,365,0,816,310,262,0,572,213,0,5,506,7,47,1,1,0,0,0,0,4,1,572
321,"PRATHMIK VIDHALAYE DAKSHINI   BHAG SAHJVEE",444,378,0,822,376,299,0,675,675,0,9,72,12,565,5,1,3,3,2,0,0,3,675
322,"PRATHMIK VIDHALAYE UTTRI BHAG LUNDI",756,611,0,1367,550,474,0,1024,104,0,2,532,10,461,6,1,1,0,1,4,2,4,1024
323,"PRATHMIK VIDHALAYE LUNDA",341,315,0,656,272,241,0,513,506,0,3,178,31,290,3,0,1,0,1,1,2,3,513
324,"PRATHMIK VIDHALAYE ISMAILPUR",425,357,0,782,332,303,0,635,635,0,5,307,173,145,1,1,0,0,0,0,3,0,635
