"Polling Station",,"Total No of Electors",,,,"Voters Turnout",,,,,,"Candidate ID and Name",,,,,,,,,,,,,,,
"Part No","Part Name",Male,Female,Other,"Total No. of electors",Male,Female,Other,Total,"No of voters identifying using EPIC","Tendered Voter","1 - IMRAN MASOOD","2 - JAGDISH SINGH RANA","3 - RAGHAV LAKHANPAL","4 - SHAZAN MASOOD URF SHADAN MASOOD","5 - YOGESH KUMAR","6 - RATAN SINGH","7 - RAJENDER KUMAR","8 - SHAHANAVAJ","9 - SHIV KUMAR","10 - MOHD. FIROZ AFTAB","11 - RAGHUVEER SINGH BODH","12 - CP VERMA","13 - SESHRAJ","14 - HANSRAJ SAINI","15 - None of the Above","Total Votes Secured"
249,"PRATHMIK VIDYALYA ROOM NUMBER-1, ISSARPUR",258,249,0,507,178,189,0,367,285,0,2,336,17,0,1,0,0,0,1,0,0,1,1,5,3,367
250,"PRATHMIK VIDYALYA DAXIN BHAG ROOM NUMBER-1, AMRUPUR GHARI",335,238,0,573,293,207,0,500,500,0,388,98,4,2,0,0,0,0,0,0,0,0,3,3,2,500
251,"SARKARI BARAT GHAR UTTAR BHAG ROOM NUMBER-1, THOKARPUR",208,172,0,380,155,119,0,274,51,0,0,239,28,1,0,0,0,0,0,0,0,0,0,4,2,274
252,"POORV MADHYEMIK VIDYALYA ROOM NUMBER-1, NAGLI NOOR",576,464,0,1040,496,373,0,869,500,0,2,253,565,23,1,3,0,1,1,1,1,4,8,2,4,869
253,"PRATHMIK VIDYALYA ROOM NUMBER-1, GUNARSI",451,348,0,799,300,277,0,577,60,0,209,77,278,4,2,0,0,0,1,0,0,0,0,6,0,577
254,"PRATHMIK VIDYALYA ROOM NUMBER-2, GUNARSI",457,369,0,826,330,237,0,567,567,0,3,144,397,6,2,1,0,0,2,0,2,0,6,3,1,567
255,"PRATHMIK VIDYALYA UTTAR BHAG ROOM NUMBER-1, GUNARSA",413,322,0,735,310,245,0,555,555,0,1,347,185,4,0,10,0,0,0,0,0,2,3,2,1,555
256,"PRATHMIK VIDYALYA DAXIN BHAG ROOM NUMBER-2, GUNARSA",669,568,0,1237,544,421,0,965,400,0,11,212,721,10,1,0,0,0,1,0,1,0,2,4,2,965
257,"PRATHMIK VIDYALYA UTTAR BHAG ROOM NUMBER-1, GHALAULI",547,436,0,983,499,372,0,871,871,0,38,7,792,27,4,1,0,0,0,0,0,2,0,0,0,871
258,"PRATHMIK VIDYALYA DAXIN BHAG ROOM NUMBER-2, GHALAULI",586,471,0,1057,502,381,0,883,788,0,12,381,435,24,2,1,0,2,0,0,0,1,6,11,8,883
259,"PRATHMIK VIDYALYA ROOM NUMBER-1, NIHALKHEDI",314,257,0,571,254,207,0,461,461,0,2,103,332,8,0,0,1,1,1,0,1,3,6,2,1,461
260,"PRATHMIK VIDYALYA UTTAR BHAG ROOM NUMBER-1, JARODA JATT",660,557,0,1217,546,414,0,960,944,0,142,449,344,5,1,0,2,0,3,0,1,0,1,3,9,960
261,"PRATHMIK VIDYALYA PASHCHIM BHAG ROOM NUMBER-2, JARODA JATT",667,599,1,1267,570,452,0,1022,1021,0,54,20,898,32,1,1,0,1,3,0,0,4,0,4,4,1022
262,"PRATHMIK VIDYALYA MADHEY BHAG ROOM NUMBER-3, JARODA JATT",402,382,0,784,331,295,0,626,626,0,8,19,575,4,1,1,0,0,2,0,2,6,4,3,1,626
263,"PRATHMIK VIDYALYA ROOM NUMBER-1, RASOOLPUR TANK",788,743,0,1531,609,534,0,1143,806,0,161,154,723,79,1,0,2,1,3,1,0,3,4,6,5,1143
264,"PRATHMIK VIDYALYA ROOM NUMBER-1, KURALKI",447,412,0,859,410,322,0,732,732,0,2,388,323,7,0,0,0,0,0,0,0,0,6,3,3,732
265,"PRATHMIK VIDYALYA ROOM NUMBER-2, KURALKI",383,332,0,715,363,241,0,604,604,0,9,1,562,29,0,0,0,1,1,0,0,0,1,0,0,604
266,"PRATHMIK VIDYALYA ROOM NUMBER-1, MEHTAULI",507,396,0,903,464,347,0,811,811,0,3,127,621,38,1,0,0,1,1,1,0,5,6,3,4,811
267,"PRATHMIK VIDYALYA ROOM NUMBER-1, KENDUKI",601,469,0,1070,416,345,0,761,761,0,160,129,435,11,1,0,1,0,2,3,1,2,7,3,6,761
268,"PRATHMIK VIDYALYA ROOM NUMBER-2, KENDUKI",407,308,0,715,313,243,0,556,556,0,150,51,333,12,0,0,0,0,0,0,0,1,4,3,2,556
269,"PRATHMIK VIDYALYA POORVI BHAG ROOM NUMBER-1, THITKI",465,406,0,871,340,286,0,626,622,0,541,4,5,71,0,0,0,0,0,0,0,0,0,0,5,626
270,"PRATHMIK VIDYALYA DAXIN BHAG ROOM NUMBER-2, THITKI",480,388,0,868,362,291,0,653,651,0,484,7,10,147,2,0,0,0,1,0,2,0,0,0,0,653
271,"PRATHMIK VIDYALYA PASHCHIM BHAG ROOM NUMBER-3, THITKI",693,523,0,1216,475,435,0,910,906,0,626,210,24,41,2,0,1,0,1,0,1,1,0,2,1,910
272,"KISAN AGRICULTURE INTER COLLEGE UTTAR BHAG ROOM NUMBER-1, GOPALI",807,651,0,1458,526,501,0,1027,936,0,607,198,32,169,4,3,1,1,1,0,0,1,2,2,6,1027
273,"KISAN AGRICULTURE INTER COLLEGE DAXIN BHAG ROOM NUMBER-2, GOPALI",875,686,0,1561,608,525,0,1133,450,0,1014,2,58,32,3,2,0,0,3,0,0,1,5,4,9,1133
274,"PRATHMIK VIDYALYA ROOM NUMBER-1, SANPLA KHATRI",798,688,0,1486,619,564,0,1183,1183,0,968,46,36,123,2,0,0,1,0,1,0,0,1,2,3,1183
275,"PRATHMIK VIDYALYA ROOM NUMBER-2, SANPLA KHATRI",695,554,0,1249,577,493,0,1070,1070,0,782,228,13,42,0,1,0,0,0,1,1,0,0,1,1,1070
276,"PRATHMIK VIDYALYA UTTAR BHAG ROOM NUMBER-1, BABUPUR",632,539,0,1171,508,433,0,941,881,0,98,9,783,25,5,1,1,0,3,0,1,6,6,3,0,941
277,"PRATHMIK VIDYALYA DAXIN BHAG ROOM NUMBER-2, BABUPUR",438,340,0,778,353,281,0,634,631,0,4,308,299,13,0,1,0,0,2,0,0,0,3,3,1,634
278,"PRATHMIK VIDYALYA ROOM NUMBER-1, FATEHPUR URF SANPLA DIVDA",804,673,0,1477,628,563,0,1191,1189,0,11,1067,79,4,1,2,1,1,1,0,1,4,1,12,6,1191
279,"PRATHMIK VIDYALYA ROOM NUMBER-1, TALHEDI KHURD",682,569,0,1251,541,418,0,959,850,0,3,400,474,25,1,42,0,0,3,4,0,0,3,1,3,959
280,"PRATHMIK VIDYALYA ROOM NUMBER-1, SANPLA BAKKAL",554,466,0,1020,412,408,0,820,820,0,689,7,4,113,0,0,0,0,1,0,1,0,0,1,4,820
281,"PRATHMIK VIDYALYA ROOM NUMBER-2, SANPLA BAKKAL",417,351,0,768,313,288,0,601,601,0,520,16,8,50,1,0,0,0,0,0,0,0,2,2,2,601
282,"PRATHMIK VIDYALYA UTTAR BHAG ROOM NUMBER-1, FULAS AKBARPUR",932,661,0,1593,837,496,0,1333,1333,0,1222,20,1,77,0,0,0,0,1,0,0,1,0,2,9,1333
283,"PRATHMIK VIDYALYA DAXIN BHAG ROOM NUMBER-2, FULAS AKBARPUR",864,612,0,1476,667,487,0,1154,830,0,994,76,7,71,0,1,0,0,1,0,0,0,0,2,2,1154
284,"PRATHMIK VIDYALYA ROOM NUMBER-1, FULASI",818,664,0,1482,545,538,0,1083,1083,0,483,349,148,90,1,0,0,0,0,0,0,4,4,2,2,1083
285,"PRATHMIK VIDYALYA ROOM NUMBER-1, TIGHRI",867,685,0,1552,719,601,0,1320,1003,0,1121,130,37,26,1,0,0,0,2,0,0,0,0,0,3,1320
286,"PRATHMIK VIDYALYA ROOM NUMBER-1, PALAULI",334,266,0,600,267,234,0,501,501,0,254,73,160,1,0,0,1,0,1,0,2,1,1,3,4,501
287,"PRATHMIK VIDYALYA ROOM NUMBER-1, MANKI",870,699,0,1569,669,568,0,1237,1221,0,919,221,36,33,0,2,0,0,0,0,1,2,2,5,16,1237
288,"PRATHMIK VIDYALYA ROOM NUMBER-2, MANKI",482,369,0,851,372,303,0,675,574,0,633,10,12,13,0,0,0,0,1,2,2,0,0,0,2,675
289,"PRATHMIK VIDYALYA ROOM NUMBER-1, MANKI",462,371,0,833,382,317,0,699,600,0,672,4,1,9,0,0,0,0,1,0,0,0,0,1,11,699
290,"PRATHMIK VIDYALYA ROOM NUMBER-1, BIBIPUR",577,482,0,1059,419,363,0,782,600,0,66,632,44,18,9,3,1,0,0,0,0,1,2,5,1,782
291,"PRATHMIK VIDYALYA ROOM NUMBER-1, AMARPUR NAIN",524,413,0,937,453,359,0,812,650,0,581,187,38,5,0,0,0,0,0,0,0,0,0,1,0,812
292,"PRATHMIK VIDYALYA ROOM NUMBER-1, CHANDPUR KAYASTH",260,231,0,491,231,167,0,398,365,0,8,4,385,1,0,0,0,0,0,0,0,0,0,0,0,398
293,"PRATHMIK VIDYALYA DAXIN BHAG ROOM NUMBER-1, DUGCHADI MALAKPUR",759,639,0,1398,561,466,0,1027,1025,0,21,534,450,4,2,0,1,0,4,1,1,1,5,1,2,1027
294,"PRATHMIK VIDYALYA NUMBER-1 ROOM NUMBER-1, SADHARANPUR",488,384,0,872,350,303,0,653,613,0,31,209,388,15,1,0,1,1,0,1,1,0,1,1,3,653
295,"PRATHMIK VIDYALYA NUMBER-1 ROOM NUMBER-2, SADHARANPUR",373,315,0,688,292,218,0,510,510,0,36,223,209,35,0,1,0,0,2,0,0,0,0,2,2,510
296,"GURU BABA FAKEERDAS INTER COLLEGE ROOM NUMBER-1, MIRAGPUR",809,646,0,1455,641,576,0,1217,1217,0,6,152,1022,12,2,1,0,0,4,1,2,3,3,4,5,1217
297,"GURU BABA FAKEERDAS INTER COLLEGE ROOM NUMBER-2, MIRAGPUR",624,508,1,1133,527,430,0,957,957,0,11,24,887,25,0,0,0,0,2,0,0,3,2,2,1,957
298,"GURU BABA FAKEERDAS INTER COLLEGE ROOM NUMBER-3, MIRAGPUR",461,398,0,859,438,317,0,755,470,0,9,2,720,18,0,0,0,0,3,0,1,0,2,0,0,755
299,"PRATHMIK VIDYALYA ROOM NUMBER-1, RANSOORA",526,423,0,949,406,313,0,719,719,0,118,206,364,14,0,0,0,0,1,0,0,5,4,4,3,719
300,"PRATHMIK VIDYALYA ROOM NUMBER-2, RANSOORA",383,340,0,723,309,265,0,574,573,0,46,128,377,21,1,0,0,1,0,0,0,0,0,0,0,574
301,"PRATHMIK VIDYALYA ROOM NUMBER-1, DHOODHLI",893,719,1,1613,649,513,0,1162,976,0,13,274,837,13,0,1,1,1,0,2,0,3,7,5,5,1162
302,"JANTA VIDYALYA HIGHER SECONDERY SCHOOL UTTAR BHAG KA DANYA BHAG ROOM NUMBER-1, RAJUPUR",552,469,0,1021,373,315,0,688,688,0,517,113,24,12,0,0,0,0,1,0,1,4,0,5,11,688
303,"JANTA VIDYALYA HIGHER SECONDERY SCHOOL UTTAR BHAG KA PASHCHIM BHAG ROOM NUMBER-2, RAJUPUR",526,464,0,990,311,309,0,620,620,0,506,7,70,29,0,1,0,0,1,1,0,0,2,0,3,620
304,"JANTA VIDYALYA HIGHER SECONDERY SCHOOL  PASHCHIM KI AUR ROOM NUMBER-3, RAJUPUR",900,692,0,1592,529,494,0,1023,986,0,883,12,70,30,0,1,0,0,1,1,1,0,2,5,17,1023
305,"JANTA VIDYALYA HIGHER SECONDERY SCHOOL UTTAR BHAG KA MADHAY BHAG ROOM NUMBER-4, RAJUPUR",593,480,0,1073,372,312,0,684,552,0,563,5,73,22,0,0,1,0,1,1,1,1,2,8,6,684
306,"JANTA VIDYALYA HIGHER SECONDERY SCHOOL UTTAR BHAG KA MADHAY BHAG-2, ROOM NUMBER-5, RAJUPUR",654,513,0,1167,369,318,0,687,584,0,438,62,140,21,1,0,0,2,3,1,0,5,6,1,7,687
307,"PRATHMIK VIDYALYA ROOM NUMBER-1, ZAHEERPUR",717,628,0,1345,610,455,0,1065,1065,0,650,27,74,298,0,0,0,0,1,1,0,6,1,1,6,1065
308,"PRATHMIK VIDYALYA ROOM NUMBER-1, NIZAMPUR RAMUPUR",348,291,0,639,289,233,0,522,522,0,14,145,331,20,2,0,0,1,2,0,0,0,4,1,2,522
309,"PRATHMIK VIDYALYA ROOM NUMBER-1, UNCHA GAON",740,593,0,1333,565,439,0,1004,1004,0,23,253,681,24,0,0,1,0,5,0,3,2,3,6,3,1004
