"Polling Station",,"Total No of Electors",,,,"Voters Turnout",,,,,,"Candidate ID and Name",,,,,,,,,,,,,,,
"Part No","Part Name",Male,Female,Other,"Total No. of electors",Male,Female,Other,Total,"No of voters identifying using EPIC","Tendered Voter","1 - IMRAN MASOOD","2 - JAGDISH SINGH RANA","3 - RAGHAV LAKHANPAL","4 - SHAZAN MASOOD URF SHADAN MASOOD","5 - YOGESH KUMAR","6 - RATAN SINGH","7 - RAJENDER KUMAR","8 - SHAHANAVAJ","9 - SHIV KUMAR","10 - MOHD. FIROZ AFTAB","11 - RAGHUVEER SINGH BODH","12 - CP VERMA","13 - SESHRAJ","14 - HANSRAJ SAINI","15 - None of the Above","Total Votes Secured"
116,"B.N. INTER COLLEGE ROOM NUMBER-4, JARODA PANDA",575,479,0,1054,485,397,0,882,700,0,4,59,802,10,2,1,0,0,0,1,0,0,0,1,2,882
117,"PRATHMIK VIDYALYA ROOM NUMBER-1, KISHANPUR MAJRA JARODA PANDA",408,313,0,721,258,207,0,465,400,0,3,106,345,4,4,1,0,0,0,0,0,0,1,1,0,465
118,"PRATHMIK VIDYALYA ROOM NUMBER-2, KISHANPUR MAJRA JARODA PANDA",546,400,0,946,279,233,0,512,510,0,7,65,412,5,2,2,1,0,1,1,1,3,8,4,0,512
119,"B.N. INTER COLLEGE ROOM NUMBER-5, JARODA PANDA",708,593,0,1301,613,381,0,994,994,0,5,4,974,4,1,0,0,1,0,0,0,0,3,0,2,994
120,"PRATHMIK VIDYALYA ROOM NUMBER-1, SHERPUR MAJRA JARODA PANDA",655,563,0,1218,475,427,0,902,902,0,27,338,501,14,1,0,0,0,1,0,2,6,5,4,3,902
121,"PRATHMIK VIDYALYA NAYA BHAWAN ROOM NUMBER-1, AMBHEHTA MOHAN",781,605,0,1386,399,370,0,769,747,0,551,63,92,41,1,2,0,0,0,0,1,1,3,3,11,769
122,"PRATHMIK VIDYALYA NAYA BHAWAN ROOM NUMBER-2, AMBHEHTA MOHAN",762,671,0,1433,488,396,0,884,655,0,612,13,40,200,0,2,1,1,1,0,2,2,1,2,7,884
123,"PRATHMIK VIDYALYA ROOM NUMBER-1, KALLANHEDI",224,198,0,422,161,142,0,303,106,0,218,38,40,3,0,0,1,0,0,0,0,0,1,0,2,303
124,"PRATHMIK VIDYALYA ROOM NUMBER-1, BHATPURA",390,349,0,739,281,251,0,532,532,0,6,132,357,17,2,0,0,0,3,0,0,1,6,3,5,532
125,"PRATHMIK VIDYALYA ROOM NUMBER-1, MUSHKIPUR",659,576,0,1235,513,429,0,942,941,0,94,60,684,95,0,0,0,1,0,0,0,1,2,0,5,942
126,"PRATHMIK VIDYALYA UTTAR BHAG ROOM NUMBER-1, NALHEDA KHURD",382,346,0,728,308,273,0,581,581,0,70,6,477,21,0,0,0,0,1,0,0,1,3,1,1,581
127,"PRATHMIK VIDYALYA ROOM NUMBER-1, NALHEDA KALAN",412,368,0,780,350,297,0,647,647,0,3,142,467,20,2,0,0,0,1,0,0,2,3,4,3,647
128,"SATI SMARAK INTER COLLEGE ROOM NUMBER-1, LUKADDI",588,488,0,1076,445,394,0,839,712,0,9,123,623,81,0,0,0,0,0,1,0,0,1,1,0,839
129,"PRATHMIK VIDYALYA ROOM NUMBER-1, RATANHEDI",290,232,0,522,205,148,0,353,353,0,9,138,195,3,1,1,1,3,0,0,0,1,1,0,0,353
130,"PRATHMIK VIDYALYA UTTAR BHAG ROOM NUMBER-1, BEHDA",485,404,0,889,423,330,0,753,753,0,43,33,656,2,0,2,0,1,1,0,0,3,4,6,2,753
131,"PRATHMIK VIDYALYA DAXIN BHAG ROOM NUMBER-2, BEHDA",477,427,0,904,391,323,0,714,677,0,78,34,575,7,1,0,0,0,3,1,2,3,6,2,2,714
132,"PRATHMIK VIDYALYA ROOM NUMBER-1, SISONI",556,517,0,1073,357,379,0,736,736,0,11,348,282,55,0,19,0,1,2,1,0,3,2,5,7,736
133,"PRATHMIK VIDYALYA UTTAR BHAG ROOM NUMBER-1, CHIRAO",740,663,0,1403,623,447,0,1070,1070,0,27,6,977,42,2,2,0,0,4,2,0,0,6,2,0,1070
134,"PRATHMIK VIDYALYA DAXIN BHAG ROOM NUMBER-2, CHIRAO",509,414,0,923,397,321,0,718,130,0,84,69,527,15,1,6,0,0,2,0,1,1,2,1,9,718
135,"JUNIOR BASIC PRATHMIK VIDYALYA UTTAR BHAG ROOM NUMBER-1, SHIMLANA",789,659,0,1448,700,486,0,1186,1042,1,13,123,1013,14,1,0,0,0,0,0,1,2,13,1,5,1186
136,"JUNIOR BASIC PRATHMIK VIDYALYA MADHEY BHAG-1, ROOM NUMBER-2, SHIMLANA",740,632,0,1372,598,466,0,1064,1062,0,19,15,989,10,1,1,0,2,5,0,1,5,10,4,2,1064
137,"JUNIOR BASIC PRATHMIK VIDYALYA MADHEY BHAG-2,ROOM NUMBER-3 SHIMLANA",881,657,0,1538,575,446,0,1021,857,0,20,567,392,5,0,3,1,1,1,0,0,10,6,7,8,1021
138,"PRATHMIK VIDYALYA ROOM NUMBER-1, SUBHARI",733,602,0,1335,514,424,0,938,938,0,57,284,555,21,1,0,2,0,3,2,0,3,5,2,3,938
139,"PRATHMIK VIDYALYA UTTAR BHAG ROOM NUMBER-1, MAHESHPUR",784,714,1,1499,575,539,0,1114,620,0,22,35,969,59,1,1,1,0,11,1,1,3,4,0,6,1114
140,"PRATHMIK VIDYALYA DAXIN BHAG ROOM NUMBER-2, MAHESHPUR",637,576,0,1213,498,417,0,915,700,0,83,341,435,28,0,2,2,0,3,0,1,5,5,7,3,915
141,"PRATHMIK VIDYALYA ROOM NUMBER-1, BELDA BUZURG",404,330,0,734,313,283,0,596,579,0,339,73,168,4,1,0,0,2,2,0,1,1,2,0,3,596
142,"INTER COLLEGE KA POORVI BHAG KA UTTAR BHAG ROOM NUMBER-1, BHAILA KALAN",638,592,0,1230,438,391,0,829,809,0,39,254,484,31,0,0,1,3,3,0,0,0,8,3,3,829
143,"INTER COLLEGE KA POORVI BHAG KA MADHEY BHAG ROOM NUMBER-2, BHAILA KALAN",640,588,0,1228,447,413,0,860,860,0,8,105,695,46,0,0,0,0,1,0,0,3,2,0,0,860
144,"INTER COLLEGE KA POORVI BHAG KA DAXIN BHAG ROOM NUMBER-3, BHAILA KALAN",553,478,0,1031,367,361,0,728,602,0,5,184,486,18,1,0,1,0,6,0,0,19,6,0,2,728
145,"PRATHMIK VIDYALYA NUMBER-2 ROOM NUMBER-1, BHAILA KHURD",816,722,0,1538,558,501,0,1059,1059,0,35,16,957,40,2,0,0,1,4,0,0,0,4,0,0,1059
146,"PRATHMIK VIDYALYA NUMBER-2 ROOM NUMBER-2, BHAILA KHURD",404,387,0,791,288,263,0,551,148,0,32,39,428,31,2,0,0,1,2,0,0,7,3,3,3,551
147,"PRATHMIK VIDYALYA NUMBER-2 ROOM NUMBER-3, BHAILA KHURD",496,385,0,881,298,254,0,552,552,0,7,273,211,12,0,2,0,1,3,0,0,28,3,5,7,552
148,"PRATHMIK VIDYALYA ROOM NUMBER-1, BADEDI MAJBATA",451,398,0,849,416,329,0,745,720,0,22,15,679,19,0,0,1,0,3,0,0,1,3,2,0,745
149,"PRATHMIK VIDYALYA ROOM NUMBER-1, IBADULLAPUR",334,299,0,633,218,230,0,448,404,0,268,34,5,139,0,0,0,0,0,0,0,0,0,1,1,448
150,"POORV MADHYMIK VIDYALYA STITH PRATHMIK SCHOOL POORVI BHAG ROOM NUMBER-1, AMBEHTA SHEKHA",906,685,0,1591,512,410,0,922,922,0,462,163,125,154,3,1,1,0,3,1,0,0,3,1,5,922
151,"POORV MADHYMIK VIDYALYA STITH PRATHMIK SCHOOL POORVI BHAG ROOM NUMBER-2, AMBEHTA SHEKHA",867,700,0,1567,513,419,0,932,932,0,390,142,247,133,3,0,2,1,2,0,1,0,1,3,7,932
152,"POORV MADHYMIK VIDYALYA STITH PRATHMIK SCHOOL POORVI BHAG ROOM NUMBER-3, AMBEHTA SHEKHA",801,727,0,1528,551,382,0,933,933,0,167,95,585,76,0,0,0,0,3,0,0,1,1,0,5,933
153,"POORV MADHYMIK VIDYALYA STITH PRATHMIK SCHOOL POORVI BHAG ROOM NUMBER-4, AMBEHTA SHEKHA",596,559,0,1155,411,365,0,776,776,0,41,288,398,37,0,0,0,0,3,0,2,1,4,0,2,776
154,"PRATHMIK VIDYALYA POORVI BHAG ROOM NUMBER-1, JAKHWALA",598,494,0,1092,524,439,0,963,883,0,13,129,810,5,0,0,0,0,1,0,0,0,1,0,4,963
155,"PRATHMIK VIDYALYA POORVI BHAG ROOM NUMBER-2, JAKHWALA",483,415,0,898,434,346,0,780,400,0,17,62,687,8,0,0,0,1,0,2,0,0,1,0,2,780
156,"PRATHMIK VIDYALYA ROOM NUMBER-1, DEHRA",608,519,0,1127,486,404,0,890,795,0,3,426,389,40,2,4,0,0,2,1,0,1,6,11,5,890
157,"PRATHMIK VIDYALYA ROOM NUMBER-1, AKHLAUR KHEDI",230,182,0,412,169,142,0,311,211,0,1,290,13,1,0,0,0,0,0,0,0,1,1,2,2,311
158,"PRATHMIK VIDYALYA ROOM NUMBER-1, THAMNA MAJRA RANKHANDI",369,314,0,683,298,265,0,563,563,0,3,431,110,0,0,0,0,1,0,0,1,2,5,8,2,563
159,"PRATHMIK VIDYALYA UTTAR BHAG ROOM NUMBER-2, RANKHANDI",548,491,0,1039,371,311,0,682,682,0,51,97,498,8,0,3,0,0,3,2,3,3,8,3,3,682
160,"PRATHMIK VIDYALYA DAXIN BHAG ROOM NUMBER-3, RANKHANDI",693,568,0,1261,480,388,0,868,868,0,53,198,581,4,2,1,0,1,6,1,2,4,8,3,4,868
161,"THAKUR KIRPAL SINGH DEGREE COLLEGE POORVI BHAG ROOM NUMBER-4, RANKHANDI",699,624,0,1323,479,397,0,876,520,0,88,55,693,6,1,0,2,0,2,3,1,4,8,8,5,876
162,"THAKUR KIRPAL SINGH DEGREE COLLEGE MADHEY BHAG ROOM NUMBER-5, RANKHANDI",656,576,0,1232,466,356,0,822,822,0,22,19,750,5,0,0,1,0,0,1,3,2,6,6,7,822
163,"THAKUR FOOL SINGH INTER COLLEGE ROOM NUMBER-2, RANKHANDI",651,577,0,1228,492,388,0,880,812,0,18,20,806,12,1,1,0,0,2,0,0,5,13,0,2,880
164,"THAKUR FOOL SINGH INTER COLLEGE ROOM NUMBER-4, RANKHANDI",603,530,0,1133,429,378,0,807,307,0,48,114,612,8,0,1,0,2,4,1,1,2,7,4,3,807
165,"THAKUR FOOL SINGH INTER COLLEGE ROOM NUMBER-3, RANKHANDI",687,601,0,1288,520,426,0,946,895,0,44,11,868,14,0,0,0,0,4,0,0,0,1,1,3,946
166,"PRATHMIK VIDHYALAY ROOM NUMBER-1, IMLIYA",538,434,0,972,380,317,0,697,695,0,379,92,107,101,3,0,2,2,1,0,2,3,1,1,3,697
167,"PRATHMIK VIDHYALAY ROOM NUMBER-2, IMLIYA",477,355,0,832,385,286,0,671,663,0,216,155,233,37,0,0,2,0,2,2,2,2,9,5,6,671
168,"PRATHMIK VIDHYALAY UTTAR BHAG ROOM NUMBER-1, BAHADARPUR",461,394,0,855,358,328,0,686,684,0,7,423,227,2,2,0,0,0,1,0,0,3,2,15,4,686
169,"PRATHMIK VIDHYALAY ROOM NUMBER-1, LAKHNAUTI",444,393,0,837,355,315,0,670,669,0,2,395,256,9,0,0,0,0,0,0,0,0,3,4,1,670
170,"PRATHMIK VIDHYALAY POORVI BHAG ROOM NUMBER-1, KULSATH",823,684,0,1507,595,474,0,1069,880,0,8,627,408,9,0,3,0,0,1,0,0,2,2,7,2,1069
171,"PRATHMIK VIDHYALAY PASHCHIM BHAG ROOM NUMBER-2, KULSATH",429,362,0,791,313,262,0,575,361,0,20,207,321,16,0,2,0,0,0,1,3,2,2,1,0,575
172,"PRATHMIK VIDHYALAY MADHEY BHAG ROOM NUMBER-3, KULSATH",385,376,0,761,331,279,0,610,599,0,52,4,526,16,0,2,2,0,2,0,3,0,1,0,2,610
173,"PRATHMIK VIDHYALAY ROOM NUMBER-1, JHABIRAN",589,495,0,1084,409,334,0,743,741,0,320,118,243,37,2,1,0,1,0,3,1,4,3,5,5,743
174,"PRATHMIK VIDHYALAY ROOM NUMBER-2, JHABIRAN",621,506,0,1127,445,384,0,829,829,0,526,88,147,47,0,0,0,1,2,2,0,0,3,1,12,829
175,"PRATHMIK VIDHYALAY ROOM NUMBER-1, LABKARI",889,641,0,1530,621,463,0,1084,813,0,649,319,65,44,1,0,0,0,0,0,0,0,2,0,4,1084
176,"PRATHMIK VIDHYALAY ROOM NUMBER-2, LABKARI",709,536,0,1245,518,433,0,951,630,0,679,178,51,32,0,0,0,0,1,0,0,0,0,3,7,951
177,"PRATHMIK VIDHYALAY ROOM NUMBER-1, KHAJOORI",708,578,0,1286,503,440,0,943,942,0,55,627,212,44,1,0,0,0,0,0,0,1,2,1,0,943
178,"PRATHMIK VIDHYALAY ROOM NUMBER-1, MAKBARA",665,563,0,1228,495,409,0,904,903,0,16,610,241,19,4,0,1,0,1,1,0,1,2,2,6,904
179,"PRATHMIK VIDHYALAY ROOM NUMBER-1, AKBARPUR MAJRA DEOBAND",142,124,0,266,134,116,0,250,250,0,0,227,19,0,0,0,0,0,0,0,0,0,0,3,1,250
180,"PRATHMIK VIDHYALAY ROOM NUMBER-1, HASHIMPURA",643,490,0,1133,441,372,0,813,802,0,474,274,12,42,1,0,1,0,0,1,1,2,2,1,2,813
181,"PRATHMIK VIDHYALAY ROOM NUMBER-2, HASHIMPURA",712,505,0,1217,500,363,0,863,812,0,374,421,40,10,0,1,0,1,3,0,0,0,3,3,7,863
182,"PRATHMIK VIDHYALAY ROOM NUMBER-1, KASIMPUR",507,434,0,941,401,352,0,753,751,0,100,598,38,1,0,0,1,1,0,0,1,0,1,6,6,753
183,"PRATHMIK VIDYALYA ROOM NUMBER-1, INDERPURA",153,137,0,290,146,135,0,281,187,0,2,247,25,0,0,0,0,0,0,1,0,1,1,4,0,281
184,"PRATHMIK VIDYALYA DAXIN BHAG ROOM NUMBER-1, KAYASTHWADA",563,543,0,1106,453,416,0,869,864,0,41,5,816,4,2,0,0,0,1,0,0,0,0,0,0,869
185,"GOKULCHAND REHTI DEVI KANYA INTER COLLEGE ROOM NUMBER-3, KAYASTHWADA",852,657,0,1509,508,372,0,880,880,0,379,14,467,9,0,1,1,0,1,0,1,0,3,3,1,880
186,"GOKULCHAND REHTI DEVI KANYA INTER COLLEGE ROOM NUMBER-1, CHIMPIWADA",658,602,0,1260,434,342,0,776,648,0,360,3,386,15,6,0,0,0,1,0,1,0,1,1,2,776
187,"HARPATRAI EGLO VEDIK INTER COLLEGE UNCHI CLASS UTTAR BHAG ROOM NUMBER-8, KAYASTHWADA",761,646,0,1407,597,445,0,1042,1027,0,675,27,315,11,4,0,1,1,1,1,0,3,0,1,2,1042
188,"HARPATRAI EGLO VEDIK INTER COLLEGE UNCHI CLASS UTTAR BHAG ROOM NUMBER-9, KAYASTHWADA",564,484,0,1048,374,323,0,697,697,0,312,26,348,8,1,0,0,0,0,0,1,0,1,0,0,697
189,"HARPATRAI EGLO VEDIK INTER COLLEGE UNCHI CLASS UTTAR BHAG ROOM NUMBER-6, KAYASTHWADA",461,426,0,887,304,251,0,555,509,0,264,11,264,9,4,0,0,0,1,0,0,1,1,0,0,555
190,"HARPATRAI EGLO VEDIK INTER COLLEGE UNCHI CLASS UTTAR BHAG ROOM NUMBER-10, KAYASTHWADA",694,609,0,1303,481,371,0,852,852,0,391,8,416,28,2,0,0,0,1,0,1,1,2,0,2,852
191,"HARPATRAI EGLO VEDIK INTER COLLEGE UNCHI CLASS UTTAR BHAG ROOM NUMBER-11, KAYASTHWADA",480,414,0,894,356,303,0,659,585,0,22,16,607,10,0,0,0,0,0,0,0,0,1,1,2,659
192,"HARPATRAI EGLO VEDIK INTER COLLEGE UNCHI CLASS UTTAR BHAG ROOM NUMBER-5, KAYASTHWADA",675,598,0,1273,480,405,0,885,871,0,15,13,775,66,3,0,1,0,2,2,0,0,2,2,4,885
193,"HARPATRAI EGLO VEDIK INTER COLLEGE KI BAHAR WALI BUILDING UTTAR BHAG ROOM NUMBER-1, SARAI KAHARAN",353,318,0,671,287,244,0,531,531,0,193,3,315,3,0,0,0,1,5,1,0,1,2,0,7,531
194,"HARPATRAI EGLO VEDIK INTER COLLEGE KI BAHAR WALI BUILDING DAXIN BHAG ROOM NUMBER-1, BADZIYAULHAQ",401,338,0,739,308,235,0,543,543,0,502,15,2,22,1,0,0,0,0,0,0,0,0,1,0,543
195,"HARPATRAI EGLO VEDIK INTER COLLEGE KI BAHAR WALI BUILDING DAXIN BHAG ROOM NUMBER-3, BADZIYAULHAQ",510,382,0,892,401,273,0,674,674,0,600,30,4,31,3,0,0,0,1,0,0,1,0,0,4,674
196,"HARPATRAI EGLO VEDIK INTER COLLEGE KI BAHAR WALI BUILDING MADHEY BHAG ROOM NUMBER-4, BADZIYAULHAQ",494,435,0,929,371,287,0,658,658,0,420,143,75,12,2,1,0,0,0,0,1,2,0,0,2,658
197,"HARPATRAI EGLO VEDIK INTER COLLEGE UNCHI CLASS DAXIN BHAG ROOM NUMBER-13, KHAWAJBAKSH",496,395,0,891,342,280,0,622,470,0,572,13,3,30,1,0,0,0,0,0,0,1,0,0,2,622
198,"HARPATRAI EGLO VEDIK INTER COLLEGE UNCHI CLASS DAXIN BHAG ROOM NUMBER-19, DIWAN",346,348,0,694,201,200,0,401,391,0,349,26,0,25,1,0,0,0,0,0,0,0,0,0,0,401
199,"HARPATRAI EGLO VEDIK INTER COLLEGE UNCHI CLASS DAXIN BHAG ROOM NUMBER-14, ABULHAQ",598,557,0,1155,477,433,0,910,908,0,889,4,5,5,1,0,0,0,0,0,0,0,0,2,4,910
200,"ISLAMIA DEGREE COLLEGE ROOM NUMBER-2, KHANKAH",530,414,2,946,340,319,0,659,448,0,632,3,3,11,1,0,0,0,0,0,1,2,0,0,6,659
201,"ISLAMIA DEGREE COLLEGE ROOM NUMBER-4, KHANKAH",799,647,0,1446,539,411,0,950,931,0,846,17,32,40,8,0,0,0,1,0,0,2,1,1,2,950
202,"PARISHAD PRATHMIK VIDYALYA NUMBER-2 ROOM NUMBER-2, ABULMALI",687,661,0,1348,484,375,0,859,859,0,694,15,3,137,5,0,0,1,0,0,0,1,1,0,2,859
203,"PARISHAD PRATHMIK VIDYALYA NUMBER-2 ROOM NUMBER-3, ABULMALI",669,585,0,1254,438,317,0,755,150,0,628,26,2,91,2,0,0,0,0,1,0,1,0,0,4,755
204,"JAIN INTER COLLEGE UTTAR BHAG ROOM NUMBER-1, RAVIDAS MARG",860,715,0,1575,566,518,0,1084,1084,0,799,58,202,5,4,2,0,1,1,1,2,1,3,1,4,1084
205,"JAIN INTER COLLEGE DAXIN BHAG ROOM NUMBER-2, RAVIDAS MARG",487,413,0,900,386,309,0,695,695,0,63,331,284,5,0,0,0,0,0,1,1,2,1,1,6,695
206,"JAIN INTER COLLEGE ROOM NUMBER-3, RAVIDAS MARG",470,369,0,839,349,290,0,639,639,0,572,13,22,21,1,0,0,0,1,1,0,1,0,1,6,639
207,"JAIN INTER COLLEGE KA MAIN HALL, CHAHAPARAS",247,209,0,456,200,146,0,346,304,0,6,3,330,3,1,0,1,0,0,0,0,0,1,0,1,346
208,"JAIN INTER COLLEGE ROOM NUMBER-9, KANOONGOYAN",198,184,0,382,135,110,0,245,245,0,6,1,235,1,2,0,0,0,0,0,0,0,0,0,0,245
209,"SHRI DIGAMBER JAIN KANYA HIGHER SECONDRY SCHOOL ROOM NUMBER-1, JOSHIWADA",382,380,0,762,325,299,0,624,624,0,102,5,502,12,3,0,0,0,0,0,0,0,0,0,0,624
210,"SHRI DIGAMBER JAIN KANYA HIGHER SECONDRY SCHOOL DAXIN BHAG ROOM NUMBER-1, JANAKPURI",191,188,0,379,145,123,0,268,265,0,42,2,222,0,2,0,0,0,0,0,0,0,0,0,0,268
211,"KHAND VIKAS OFFICE DEOBAND DAXIN BHAG MAIN NAYA MITING HALL KA POORVI BHAG ROOM NUMBER-1, GUJJARWADA",580,502,0,1082,413,354,0,767,657,0,444,5,289,25,2,0,0,0,0,0,0,0,1,0,1,767
212,"KHAND VIKAS OFFICE DEOBAND DAXIN BHAG MAIN NAYA MITING HALL KA PASHCHIM BHAG ROOM NUMBER-2, GUJJARWADA",497,375,0,872,352,269,0,621,621,0,293,5,299,22,0,0,0,0,0,1,0,1,0,0,0,621
213,"OFFICE SUB SAMBHAGIY KARSHI PARSAR CENTER DEOBAND, GUJJARWADA",440,373,0,813,318,244,0,562,562,0,412,4,123,21,0,1,0,0,1,0,0,0,0,0,0,562
214,"RAJKYE DEGREE COLLEGE ROOM NUMBER-2, LAHASWADA",837,680,0,1517,516,384,0,900,879,0,314,10,547,12,0,0,0,0,7,0,2,1,1,0,6,900
215,"RAJKYE DEGREE COLLEGE ROOM NUMBER-3, LAHASWADA",799,663,0,1462,614,416,0,1030,1030,0,732,9,267,9,1,0,0,0,1,0,0,1,1,3,6,1030
216,"RAJKYE DEGREE COLLEGE ROOM NUMBER-3, SHIKSHAK NAGAR",844,782,0,1626,539,547,0,1086,843,0,25,16,1031,6,5,0,0,0,0,0,0,0,1,1,1,1086
217,"RAJKYE DEGREE COLLEGE ROOM NUMBER-1, FAULADPURA",884,652,0,1536,597,439,0,1036,995,0,760,10,207,26,1,1,1,0,2,1,0,6,4,3,14,1036
218,"PRATHMIK VIDYALYA ROOM NUMBER-1, LALWALA",414,377,0,791,306,277,0,583,10,0,19,363,152,33,0,1,0,1,0,0,0,1,1,11,1,583
219,"PRATHMIK VIDYALYA ROOM NUMBER-2, LALWALA",771,674,0,1445,587,537,0,1124,1124,0,178,69,833,13,3,1,1,1,4,2,2,3,6,3,5,1124
220,"ISLAMIA INTER COLLEGE RASTE KE UTTAR KE BHAWAN KE ROOM NUMBER-1, QILA",726,660,0,1386,400,348,0,748,668,0,602,15,54,70,3,0,0,0,0,0,0,0,1,0,3,748
221,"ISLAMIA INTER COLLEGE RASTE KE UTTAR KE BHAWAN KE ROOM NUMBER-2, QILA",680,604,0,1284,500,417,0,917,904,0,785,13,28,84,2,0,0,0,0,0,0,0,1,0,4,917
222,"ISLAMIA INTER COLLEGE RASTE KE UTTAR KE BHAWAN KE ROOM NUMBER-3, ANDROON KOTLA",797,668,0,1465,570,431,0,1001,1001,0,903,3,10,79,2,0,1,0,0,0,0,0,1,1,1,1001
223,"ISLAMIA INTER COLLEGE RASTE KE UTTAR KE BHAWAN KE ROOM NUMBER-4, BHULLANSHA",346,306,0,652,254,212,0,466,454,0,366,4,84,8,3,0,0,0,0,0,0,0,0,0,1,466
224,"ISLAMIA INTER COLLEGE RASTE KE UTTAR KE BHAWAN KE ROOM NUMBER-5, MATKOTA",383,305,0,688,269,232,0,501,244,0,446,2,16,34,1,0,0,0,0,0,0,0,0,0,2,501
225,"ISLAMIA INTER COLLEGE RASTE KE DAXIN ME POORVI BHAG ROOM NUMBER-1, ABUL BARKAT",272,227,0,499,191,126,0,317,317,0,299,1,2,13,1,0,0,0,0,0,1,0,0,0,0,317
226,"ISLAMIA INTER COLLEGE RASTE KE DAXIN ME PASHCHIM BHAG ROOM NUMBER-2, MORITELIYAN",409,342,1,752,304,221,0,525,499,0,437,53,4,19,3,0,0,0,0,0,0,1,0,1,7,525
227,"OFFICE NAGAR PALIKA PRISHAD DEOBAND KA GERAJ, SHAHBUKHARI",711,601,0,1312,474,360,0,834,110,0,536,19,219,51,1,0,0,1,2,0,0,0,0,0,5,834
228,"POORV PRISHADIYE MADHYEMIK VIDYALYA NUMBER-1,ROOM NUMBER-1,  BAIROON KOTLA",666,530,0,1196,422,306,0,728,728,0,623,4,7,86,4,0,1,0,0,0,0,2,0,0,1,728
229,"SHIV SHISHU MANDIR JUNIOR HIGH SCHOOL ROOM NUMBER-2, SARAI PEERJADGAN",592,497,0,1089,419,310,0,729,687,0,319,4,392,5,0,0,0,0,2,0,0,0,3,1,3,729
230,"SHIV SHISHU MANDIR JUNIOR HIGH SCHOOL ROOM NUMBER-3, SARAI PEERJADGAN",575,485,0,1060,375,298,0,673,658,0,600,4,50,14,0,0,0,0,0,0,1,1,1,0,2,673
231,"SHIV SHISHU MANDIR JUNIOR HIGH SCHOOL ROOM NUMBER-4, PATHANPURA",553,456,0,1009,388,317,0,705,119,0,525,6,121,43,0,0,0,0,0,0,0,2,3,0,5,705
232,"SHIV SHISHU MANDIR JUNIOR HIGH SCHOOL ROOM NUMBER-5, PATHANPURA",664,552,0,1216,434,361,0,795,738,0,682,1,73,27,1,0,0,0,1,3,0,0,2,1,4,795
233,"SEHKARI GANNA VIBHAG SAMITI KA LABI-1, PATHANPURA",546,428,0,974,404,295,0,699,699,0,406,2,262,21,0,0,0,1,2,0,0,0,4,0,1,699
234,"SEHKARI GANNA VIBHAG SAMITI KA LABI-2, PATHANPURA",442,352,0,794,341,236,0,577,577,0,459,6,61,48,1,0,0,0,1,0,0,0,0,1,0,577
235,"POORV PARISHADIYA MADHYEMIK VIDYALYA NUMBER-1 ROOM NUMBER-1, PATHANPURA",451,395,0,846,294,258,0,552,437,0,346,11,162,24,0,0,1,0,1,0,1,0,1,0,5,552
236,"POORV PARISHADIYA MADHYEMIK VIDYALYA NUMBER-1 ROOM NUMBER-2, PATHANPURA",431,384,0,815,314,240,0,554,549,0,443,9,1,89,3,0,0,0,1,2,0,1,1,2,2,554
237,"PRATHMIK VIDYALYA NUMBER-8 ROOM NUMBER-1, PATHANPURA",660,525,0,1185,451,325,0,776,773,0,694,4,7,54,5,0,0,0,0,0,0,0,2,4,6,776
238,"PRATHMIK VIDYALYA NUMBER-8 ROOM NUMBER-4, PATHANPURA",573,414,0,987,421,268,0,689,400,0,624,5,3,42,3,0,0,0,0,0,0,1,1,1,9,689
239,"TOWN SCHOOL ROOM NUMBER-1, TAKAN",565,518,0,1083,381,319,0,700,700,0,445,7,237,4,1,0,0,0,1,0,0,0,0,1,4,700
240,"TOWN SCHOOL ROOM NUMBER-2, TAKAN",519,434,0,953,375,324,0,699,509,0,423,7,250,6,4,1,0,0,1,1,0,1,1,1,3,699
241,"PRATHMIK VIDYALYA ROOM NUMBER-1, MIL COLONY",861,701,0,1562,611,421,0,1032,722,0,42,123,832,15,6,0,0,2,2,0,1,0,0,1,8,1032
242,"PRATHMIK VIDYALYA ROOM NUMBER-2, NOORPUR",413,341,0,754,302,244,0,546,546,0,11,41,473,3,1,1,0,0,0,0,2,0,6,6,2,546
243,"TOWN SCHOOL ROOM NUMBER-5, BAIROON KOTLA",697,631,0,1328,397,306,0,703,686,0,550,11,55,78,3,0,0,0,0,0,0,0,1,0,5,703
244,"KANHEYA LAL JANTA INTER COLLEGE ROOM NUMBER-5, SADAK RAIL",701,638,0,1339,406,362,0,768,768,0,229,32,466,22,3,0,0,0,2,1,1,1,2,3,6,768
245,"KANHEYA LAL JANTA INTER COLLEGE ROOM NUMBER-6, SADAK RAIL",465,396,0,861,275,211,0,486,478,0,27,15,436,3,1,0,0,0,1,0,1,0,1,1,0,486
246,"KANHEYA LAL JANTA INTER COLLEGE ROOM NUMBER-13, SADAK RAIL",633,579,0,1212,412,343,0,755,582,0,11,19,711,8,2,0,0,0,1,0,0,0,2,0,1,755
247,"KANHEYA LAL JANTA INTER COLLEGE ROOM NUMBER-14, NECHALGARH",793,648,0,1441,463,354,0,817,817,0,378,5,392,38,0,0,0,0,0,0,0,1,1,1,1,817
248,"PRATHMIK VIDYALYA ROOM NUMBER-1, SHAHZADPUR",589,493,0,1082,479,401,0,880,821,0,12,825,20,6,0,0,0,0,1,0,0,1,3,6,6,880
