"Polling Station",,"Total No of Electors",,,,"Voters Turnout",,,,,,"Candidate ID and Name",,,,,,,,,,,,,,,,,,,
"Part No","Part Name",Male,Female,Other,"Total No. of electors",Male,Female,Other,Total,"No of voters identifying using EPIC","Tendered Voter","1 - ANIL SHUKLA WARSI","2 - DEVENDRA SINGH BHOLE SINGH","3 - RAJARAM PAL","4 - LAL SINGH TOMAR","5 - AMAR SINGH","6 - ARVIND KUMAR","7 - DR. OMKAR NATH KATIYAR","8 - GOPI RAMAN","9 - JASWANT SINGH","10 - DR. BAJARANG PRATAP SONKAR","11 - RAMA KANT VERMA","12 - RAMENDRA SINGH TOMAR","13 - ASHOK YADAV","14 - NEERAJ KUMAR ADVOCATE","15 - BHARTI DEVI PASI ADVOCATE","16 - MUNNI DEVI","17 - RAM SEVAK","18 - VIJAY KUMAR SHARMA","19 - None of the Above","Total Votes Secured"
121,"YASODA INTER COLLEGE YASODA NAGAR ROOM NO.2",777,652,0,1429,551,397,0,948,948,0,110,706,67,46,0,5,0,0,0,0,3,1,2,0,2,2,0,2,2,948
122,"MAA SARASWATI VIDYA MANDIR I. C.187 B MACHARIYA YASODA NAGAR  ROOM NO.1",470,384,0,854,229,150,0,379,339,0,121,144,81,20,0,3,0,0,0,0,0,0,0,2,2,0,2,3,1,379
123,"MAA SARASWATI VIDYA MANDIR I. C.187 B MACHARIYA YASODA NAGAR  ROOM NO.1",431,374,1,806,211,171,0,382,172,0,132,111,95,31,1,3,1,0,2,1,0,1,0,0,1,1,0,1,1,382
124,"YASODA INTER COLLEGE YASODA NAGAR ROOM NO.3",778,640,0,1418,448,348,0,796,421,0,123,561,41,49,0,6,0,0,0,0,0,0,1,0,3,3,3,2,4,796
125,"YASODA INTER COLLEGE YASODA NAGAR ROOM NO.4",745,615,0,1360,448,331,0,779,741,0,112,561,45,31,0,8,1,0,1,0,0,1,2,0,2,1,1,9,4,779
126,"YASODA INTER COLLEGE YASODA NAGAR ROOM NO.5",548,404,0,952,299,187,0,486,432,0,59,361,33,10,2,5,0,1,0,1,0,2,0,2,1,3,0,2,4,486
127,"YASODA INTER COLLEGE YASODA NAGAR ROOM NO.6",395,335,0,730,254,183,0,437,430,0,70,326,15,18,0,2,1,0,0,1,0,1,0,0,0,0,0,1,2,437
128,"MAA SARASWATI VIDYA MANDIR I. C.187 B MACHARIYA YASODA NAGAR  ROOM NO.3",472,370,0,842,220,150,0,370,370,0,94,6,217,34,0,0,0,0,0,0,0,0,1,1,4,0,3,6,4,370
129,"MAA SARASWATI VIDYA MANDIR I. C.187 B MACHARIYA YASODA NAGAR  ROOM NO.4",551,407,0,958,257,160,0,417,411,0,106,5,264,28,2,0,0,0,0,0,4,0,0,1,3,0,1,1,2,417
130,"MAA SARASWATI VIDYA MANDIR I. C.187 B MACHARIYA YASODA NAGAR  ROOM NO.4",739,605,0,1344,333,263,0,596,512,0,139,5,406,26,1,0,0,0,1,0,2,1,0,1,6,5,0,0,3,596
131,"RAHUL MEMORIAL INTER COLLEGE YOSODA  NAGAR ROOM NO1",458,395,0,853,290,236,0,526,458,0,44,441,19,6,1,2,0,0,0,0,1,1,0,0,2,1,4,1,3,526
132,"RAHUL MEMORIAL INTER COLLEGE YOSODA  NAGAR ROOM NO2",714,636,0,1350,513,349,0,862,62,0,143,631,43,19,1,4,0,0,0,0,0,5,1,0,6,3,2,3,1,862
133,"N.M.PA.B. PR.P.JUGAIYA GANGAPUR ROOM NO.1",654,502,0,1156,369,234,0,603,453,0,84,391,52,60,1,2,0,0,1,0,1,0,1,0,0,2,0,5,3,603
134,"N.M.PA.B. PR.P.JUGAIYA GANGAPUR ROOM NO.2",580,466,0,1046,290,241,0,531,200,0,64,362,44,34,1,9,0,0,0,0,0,1,3,2,2,1,1,4,3,531
135,"N.M.PA.B. PR.P.JUGAIYA GANGAPUR ROOM NO.3",692,575,0,1267,380,261,0,641,615,0,83,434,61,45,0,6,0,0,0,0,0,2,0,1,4,2,1,1,1,641
136,"PURWA M. V.JUGAIYA GANGAPUR ROOM NO.1",510,402,0,912,310,217,0,527,525,0,55,394,27,42,1,2,0,0,0,0,0,0,0,1,0,1,1,2,1,527
137,"PURWA M.V. JUGAIYA GANGAPUR ROOM NO.2",723,612,0,1335,459,262,0,721,721,0,58,525,79,34,0,9,0,0,0,0,0,0,3,0,3,2,4,1,3,721
138,"N.M.PA.B. PR.P.JUGAIYA GANGAPUR ROOM NO.4",495,380,0,875,286,206,0,492,96,0,59,377,34,13,0,2,0,0,0,0,0,1,0,1,2,1,1,1,0,492
139,"N.M.PA.B. PR.P.JUGAIYA GANGAPUR ROOM NO.5",441,354,0,795,201,196,0,397,368,0,18,310,38,21,1,5,0,0,0,0,0,0,0,0,1,2,0,0,1,397
140,"PREGAMA PUBLIC SCHOOL NAMAK FACTORY CHAURAHA YASODA NAGAR ROOM NO1",808,598,0,1406,419,295,0,714,711,0,62,532,63,39,0,5,0,0,1,0,0,0,2,1,1,1,0,4,3,714
141,"PREGAMA PUBLIC SCHOOL NAMAK FACTORY CHAURAHA YASODA NAGAR ROOM NO2",726,606,1,1333,400,340,0,740,665,0,62,557,53,45,1,4,0,0,0,1,1,0,1,1,2,2,2,7,1,740
142,"PREGAMA PUBLIC SCHOOL NAMAK FACTORY CHAURAHA YASODA NAGAR ROOM NO3",523,437,0,960,295,231,0,526,494,0,37,403,33,39,0,4,0,0,0,0,0,5,0,0,0,0,0,3,2,526
143,"PREGAMA PUBLIC SCHOOL NAMAK FACTORY CHAURAHA YASODA NAGAR ROOM NO4",552,472,0,1024,274,195,0,469,405,0,32,366,32,27,0,4,0,0,1,0,0,1,0,1,1,1,0,0,3,469
144,"MAA DURGA INTER COLLAGE  K BLOCK YASODA NAGAR ROOM NO.1",656,549,0,1205,389,302,0,691,671,0,65,557,24,30,0,7,0,0,0,0,2,2,0,0,1,0,0,1,2,691
145,"MAA DURGA INTER COLLEGE  K BLOCK YASODA NAGAR ROOM NO.2",685,626,0,1311,383,372,0,755,163,0,30,666,31,11,1,11,0,0,0,0,0,1,0,0,0,0,0,2,2,755
146,"MAA DURGA INTER COLLEGE  K BLOCK YASODA NAGAR ROOM NO.3",709,601,0,1310,462,339,0,801,690,0,44,661,53,24,0,12,0,1,0,0,0,2,0,0,1,1,0,1,1,801
147,"DEVKI VIDYA MANDIR INTER COLLEGE 128/11/155 HUNDRED FEET ROAD DEVKI NAGAR ROOM NO.1",470,424,0,894,314,251,0,565,561,0,39,479,16,16,0,3,0,0,0,0,0,4,0,0,1,0,0,3,4,565
148,"DEVKI VIDYA MANDIR INTER COLLEGE 128/11/155 HUNDRED FEET ROAD DEVKI NAGAR ROOM NO.2",403,377,0,780,290,234,0,524,398,0,14,436,23,31,0,2,0,0,0,0,0,2,0,2,1,3,2,3,5,524
149,"देवकी विद्या मंदिर इ. कालेज 128/।। / 155 सौ फीट रोड देवकी नगर कक्ष सं. 3",563,450,0,1013,332,270,0,602,557,0,50,409,100,18,3,2,1,1,0,0,0,6,0,1,0,0,1,6,4,602
150,"DEVKI VIDYA MANDIR INTER COLLEGE 128/11/155 HUNDRED FEET ROAD DEVKI NAGAR ROOM NO.4",496,466,0,962,309,254,0,563,557,0,33,372,117,22,0,5,0,1,0,0,1,7,0,0,0,2,0,0,3,563
151,"DEVKI VIDYA MANDIR INTER COLLEGE 128/11/155 HUNDRED FEET ROAD DEVKI NAGAR ROOM NO.5",784,668,0,1452,435,399,0,834,682,0,68,457,237,41,0,9,0,1,0,1,0,7,0,2,2,1,1,1,6,834
152,"G.T.A.PURWA M. VIDYALAY SIMRA ROOM NO.1",776,605,0,1381,481,351,0,832,760,0,370,221,57,137,0,9,1,2,3,0,1,16,2,1,3,3,2,2,2,832
153,"SASHI SHISHU MANDIR INTER  COLLEGE GANGAPUR COLONY ROOM NO.1",556,422,0,978,305,202,0,507,500,0,188,210,60,21,1,2,0,2,0,1,0,0,0,1,6,4,4,5,2,507
154,"SASHI SHISHU MANDIR INTER  COLLEGE GANGAPUR COLONY ROOM NO.2",501,402,0,903,290,195,0,485,481,0,121,214,58,80,1,2,1,1,1,1,0,0,1,1,1,0,0,1,1,485
155,"SASHI SHISHU MANDIR INTER  COLLEGE GANGAPUR COLONY ROOM NO.3",621,475,1,1097,338,192,0,530,506,0,117,238,21,127,1,1,0,0,0,1,0,0,0,1,6,3,3,11,0,530
156,"SASHI SHISHU MANDIR INTER  COLLEGE GANGAPUR COLONY ROOM NO.4",515,436,0,951,250,180,0,430,394,0,79,245,12,84,1,8,0,0,1,0,0,0,0,0,0,0,0,0,0,430
157,"PR. VIDYALAY SANIGAVON ROOM NO.1",478,367,0,845,245,125,0,370,365,0,38,276,41,3,0,0,0,0,1,0,0,0,0,4,3,2,0,1,1,370
158,"PR. VIDYALAY SANIGAVON ROOM NO.2",737,531,0,1268,452,215,0,667,626,0,64,463,87,33,0,5,1,1,0,1,0,1,2,1,5,1,0,1,1,667
159,"PR. VIDYALAY SANIGAVON ROOM NO.3",743,613,0,1356,368,235,0,603,591,0,52,341,155,38,0,7,0,0,0,0,1,0,0,2,1,3,0,2,1,603
160,"PR. VIDYALAY SANIGAVON ROOM NO.4",706,549,0,1255,391,260,0,651,645,0,153,245,171,58,2,17,0,0,0,0,0,0,1,0,1,3,0,0,0,651
161,"MALTI STORY VIDYALAY SAJARI ROOM NO.1 SANIGAVON",838,715,0,1553,497,317,0,814,694,0,233,408,116,21,1,2,0,0,2,2,1,3,1,2,4,4,8,4,2,814
162,"MALTI STORY VIDYALAY SAJARI ROOM NO.2 SANIGAVON",608,663,0,1271,286,306,0,592,568,0,357,177,22,9,0,1,0,0,0,3,2,0,1,0,2,1,7,8,2,592
163,"MALTI STORY VIDYALAY SAJARI ROOM NO.3 SANIGAVON",479,512,0,991,210,207,0,417,408,0,322,74,9,6,0,1,0,0,0,0,1,0,0,0,2,1,0,1,0,417
164,"मल्टी स्टोरी विद्यालय सजारी कक्ष सं0-4सनिगवां",401,401,0,802,174,153,0,327,325,0,161,105,32,10,1,3,0,0,0,0,0,2,0,2,2,0,2,2,5,327
165,"GURU HARRAI ACADMEY BHABHA NAGAR BAIPAAS SANIGAVON ROOM NO.1",598,506,0,1104,331,255,0,586,550,0,52,447,51,25,0,6,0,0,0,0,0,0,1,0,2,1,0,0,1,586
166,"GURU HARRAI ACADMEY BHABHA NAGAR BAIPAAS SANIGAVON ROOM NO.2",735,540,0,1275,360,235,0,595,583,0,35,465,47,30,0,6,0,0,0,1,1,0,1,0,1,4,0,2,2,595
167,"GURU HARRAI ACADMEY BHABHA NAGAR BAIPAAS SANIGAVON ROOM NO.3",777,597,0,1374,373,264,0,637,613,0,35,524,26,26,0,13,0,0,0,0,0,6,0,0,2,1,1,1,2,637
168,"GURU HARRAI ACADMEY BHABHA NAGAR BAIPAAS SANIGAVON ROOM NO.4",909,724,1,1634,485,356,0,841,141,0,55,656,57,42,0,16,0,0,0,0,1,5,0,2,1,1,1,2,2,841
169,"GURU HARRAI ACADMEY BHABHA NAGAR BAIPAAS SANIGAVON ROOM NO.5",799,667,0,1466,353,288,0,641,598,0,40,499,60,33,0,1,0,0,0,0,0,0,0,1,0,2,0,0,5,641
170,"BHARTIY SHANTI NIKETAN VIDYA MANDIR SANIGAVON ROAD ROOM NO.1",576,457,0,1033,289,245,0,534,531,0,43,308,107,52,1,14,0,0,0,0,0,1,1,2,1,0,0,1,3,534
171,"BHARTIY SHANTI NIKETAN VIDYA MANDIR SANIGAVON ROAD ROOM NO.2",746,635,1,1382,364,315,0,679,660,0,63,400,119,75,0,15,0,0,0,0,0,2,0,0,1,1,2,0,1,679
172,"H.A.L. VIDYALAY TOWN SHIP ROOM NO.1 HARJENDER NAGAR",441,373,0,814,300,118,0,418,352,0,89,209,21,83,0,9,0,2,0,0,0,1,0,1,1,2,0,0,0,418
173,"H.A.L. VIDYALAY TOWN SHIP ROOM NO.2 HARJENDER NAGAR",456,387,0,843,236,185,0,421,236,0,67,258,25,45,0,22,0,0,0,0,0,0,0,1,1,1,0,0,1,421
174,"H.A.L. VIDYALAY TOWN SHIP ROOM NO.3 HARJENDER NAGAR",629,540,0,1169,326,205,0,531,165,0,87,355,30,39,0,13,0,0,0,0,0,0,2,1,0,1,1,1,1,531
175,"H.A.L. VIDYALAY TOWN SHIP ROOM NO.4HARJENDER NAGAR",491,387,0,878,242,154,0,396,392,0,23,285,29,37,0,16,0,0,0,0,0,0,1,0,1,0,0,1,3,396
176,"H.A.L. VIDYALAY PRIMARY  SECTION TOWNSHIP ROOM NO.1 HARJENDER NAGAR",506,421,0,927,214,172,0,386,375,0,159,152,18,38,0,2,0,0,0,0,0,0,0,0,0,3,7,7,0,386
177,"H.A.L. VIDYALAY PRIMARY  SECTION TOWNSHIP ROOM NO.2 HARJENDER NAGAR",710,584,0,1294,380,316,0,696,687,0,52,467,86,47,0,20,0,0,0,0,0,0,0,2,1,2,3,9,7,696
178,"H.A.L. VIDYALAY PRIMARY  SECTION TOWNSHIP ROOM NO.3HARJENDER NAGAR",500,437,0,937,283,239,0,522,236,0,17,362,47,61,0,28,0,0,0,1,0,1,0,0,1,0,1,1,2,522
179,"H.A.L. VIDYALAY PRIMARY  SECTION TOWNSHIP ROOM NO.4 HARJENDER NAGAR",529,433,0,962,283,235,0,518,515,0,43,338,48,61,0,23,0,0,0,0,0,0,0,0,0,1,1,0,3,518
180,"VIDYA NIKETAN I.C. ROOM NO.1 HARJENDER NAGAR",470,389,0,859,268,203,0,471,450,0,12,320,68,48,0,4,0,0,2,0,2,0,1,2,2,1,0,4,5,471
181,"VIDYA NIKETAN I.C. ROOM NO.1 HARJENDER NAGAR",445,378,0,823,236,190,0,426,422,0,24,286,61,24,0,11,0,0,0,1,0,0,2,2,1,2,1,9,2,426
182,"KHALSA GIRLS INTER COLLAGE HARJENDER NAGAR ROOM NO.1",620,523,0,1143,357,278,0,635,69,0,27,472,59,36,1,31,0,0,0,1,1,0,0,0,0,2,0,0,5,635
183,"VIDYA NIKETAN I.C. ROOM NO.3 HARJENDER NAGAR",471,397,0,868,323,140,0,463,455,0,30,312,47,46,5,12,0,0,0,0,0,1,1,0,3,2,0,0,4,463
184,"VIDYA NIKETAN I.C. ROOM NO.4 HARJENDER NAGAR",508,429,0,937,318,224,0,542,538,0,37,328,51,99,1,15,0,0,3,0,0,1,0,0,0,0,0,1,6,542
185,"KHALSA GIRLS INTER COLLEGE HARJENDER NAGAR ROOM NO.2",533,443,0,976,385,195,0,580,187,0,19,402,66,60,0,18,0,0,0,0,0,3,1,0,1,0,0,3,7,580
186,"KHALSA GIRLS INTER COLLEGE HARJENDER NAGAR ROOM NO.3",387,335,0,722,240,192,0,432,366,0,41,255,65,46,0,18,0,0,2,0,0,0,0,0,0,1,0,0,4,432
187,"R.G.ACADEMY FRIENDS COLONY ROOM NO.1 HARJENDER NAGAR",725,645,0,1370,383,312,0,695,659,0,14,504,54,86,0,25,1,0,0,0,0,2,0,0,0,1,0,5,3,695
188,"R.G.ACADEMY FRIENDS COLONY ROOM NO.2 HARJENDER NAGAR",748,676,0,1424,350,275,0,625,621,0,21,475,47,47,0,28,0,0,0,1,0,0,0,0,1,0,0,2,3,625
189,"R.G.ACADEMY FRIENDS COLONY ROOM NO.3HARJENDER NAGAR",483,441,0,924,275,246,0,521,516,0,8,394,52,44,0,16,1,0,0,0,0,0,1,0,1,0,0,0,4,521
190,"GURU HARRAI ACADEMY PARDEWANPUR ROOM NO.1",804,718,0,1522,512,406,0,918,912,0,47,696,99,28,0,31,0,2,0,1,1,0,0,1,4,1,0,3,4,918
191,"GURU HARRAI ACADEMY PARDEWANPUR ROOM NO.2",480,433,1,914,294,246,0,540,536,0,23,394,86,18,0,10,0,0,0,0,0,1,0,0,0,0,0,1,7,540
192,"GURU HARRAI ACADEMY PARDEWANPUR ROOM NO.3",798,735,0,1533,426,378,0,804,783,0,60,544,89,68,0,15,0,0,0,0,0,1,3,1,3,2,2,10,6,804
193,"H.N.INTER COLLEGE HARJENDER NAGAR ROOM NO.1",684,592,0,1276,414,275,0,689,676,0,24,516,57,37,1,28,0,0,0,0,0,0,0,0,1,1,0,15,9,689
194,"H.N.INTER COLLEGE HARJENDER NAGAR ROOM NO.2",676,612,0,1288,363,274,0,637,54,0,54,432,70,33,0,33,0,0,2,0,0,1,0,0,0,5,1,1,5,637
195,"H.N.INTER COLLEGE HARJENDER NAGAR ROOM NO.3",691,646,0,1337,397,334,0,731,727,0,30,495,103,52,1,35,1,0,0,0,0,0,0,0,2,1,0,7,4,731
196,"H.N.INTER COLLEGE HARJENDER NAGAR ROOM NO.4",621,596,0,1217,395,355,0,750,744,0,39,545,97,31,0,12,0,0,1,1,0,1,2,0,3,8,0,2,8,750
197,"GURU HARRAI ACADEMY PARDEWANPUR ROOM NO.4",851,698,0,1549,381,282,0,663,655,0,74,433,77,45,0,12,0,0,0,3,0,0,1,0,2,2,0,8,6,663
198,"H.N.INTER COLLEGE HARJENDER NAGAR ROOM NO.5",399,359,0,758,237,185,0,422,420,0,25,305,31,39,1,12,0,0,0,1,0,0,0,2,0,3,0,1,2,422
199,"N.M.P. PR. SCHOOL PURANA GURUDWARA DE PASS HARJENDER NAGAR ROOM NO.1",511,392,0,903,296,190,0,486,485,0,61,293,63,36,2,21,0,0,0,0,0,1,1,0,0,1,0,2,5,486
200,"N.M.P. PR. SCHOOL PURANA GURUDWARA DE PASS HARJENDER NAGAR ROOM NO.2",527,487,0,1014,302,264,0,566,496,0,131,315,52,28,2,11,1,0,0,1,0,0,0,1,1,5,4,6,8,566
201,"N.M.P. PR. SCHOOL PURANA GURUDWARA KE PASS HARJENDER NAGAR ROOM NO.3",480,418,0,898,284,200,0,484,79,0,97,308,62,7,0,6,0,0,0,0,0,0,2,0,0,1,0,0,1,484
202,"N.M.P. PR. SCHOOL PURANA GURUDWARA DE PASS HARJENDER NAGAR ROOM NO.4",475,416,0,891,281,237,0,518,514,0,63,369,22,39,0,15,0,0,0,0,0,1,0,0,4,2,1,2,0,518
203,"N.M.P. PR. SCHOOL PURANA GURUDWARA DE PASS HARJENDER NAGAR ROOM NO.5",811,707,0,1518,512,322,0,834,790,0,54,606,100,40,2,24,1,0,0,1,0,2,1,0,0,0,1,0,2,834
204,"SANGRAH KENDRA JAL SANSTHAN PURANE GURUDWARE KE PAAS HARJENDER NAGAR ROOM NO.1",760,619,1,1380,475,317,0,792,772,0,42,527,113,57,3,23,1,0,0,0,0,4,2,2,8,0,1,5,4,792
205,"G.S..CONVENT INTER COLLEGE KAZIKHERA ROOM NO.1",700,607,0,1307,391,342,0,733,609,0,196,412,77,18,0,15,0,0,0,2,0,1,1,0,2,2,0,2,5,733
206,"G.S..CONVENT INTER COLLEGE KAZIKHERA ROOM NO.2",462,380,0,842,290,168,0,458,152,0,194,196,50,5,0,6,1,0,1,0,1,0,0,1,1,0,1,0,1,458
207,"G.S..CONVENT INTER COLLEGE KAZIKHERA ROOM NO.3",487,439,0,926,254,219,0,473,468,0,88,315,49,3,0,8,0,1,0,0,0,0,1,0,4,3,0,0,1,473
208,"SANT MERRY ARTHODIKS SCHOOL KRISHNAPURAM ROOM NO.1",468,361,0,829,272,197,0,469,445,0,69,326,42,9,0,14,0,0,0,0,1,0,2,0,3,1,0,0,2,469
209,"SANT MERRY ARTHODIKS SCHOOL KRISHNAPURAM ROOM NO.2",515,427,0,942,254,187,0,441,408,0,29,352,30,17,0,10,0,0,0,0,0,0,0,0,0,0,0,0,3,441
210,"SANT MERRY ARTHODIKS SCHOOL KRISHNAPURAM ROOM NO.3",642,529,0,1171,251,192,0,443,441,0,24,336,50,22,0,8,0,0,0,0,0,1,0,0,0,0,0,0,2,443
211,"SANT MERRY ARTHODIKS SCHOOL KRISHNAPURAM ROOM NO.4",374,349,0,723,200,159,0,359,186,0,121,164,47,14,0,4,0,0,1,0,0,0,1,1,1,2,1,0,2,359
212,"SANT MERRY ARTHODIKS SCHOOL KRISHNAPURAM ROOM NO.5",482,389,0,871,262,189,0,451,450,0,141,183,71,31,2,7,0,0,1,0,1,1,3,1,4,1,4,0,0,451
213,"SANT MERRY ARTHODIKS SCHOOL KRISHNAPURAM ROOM NO.6",765,705,0,1470,402,364,0,766,569,0,81,507,94,40,0,30,0,0,0,1,0,1,1,0,0,0,0,2,9,766
214,"PUJYA MAHATMA GANDHI HR. S. SCHOOL SHIVKATRA ROOM NO.1",700,620,0,1320,358,305,0,663,659,0,52,515,58,16,1,14,1,1,0,0,0,1,0,0,0,1,0,1,2,663
215,"PUJYA MAHATMA GANDHI HR. S. SCHOOL SHIVKATRA ROOM NO.2",486,393,0,879,259,194,0,453,450,0,56,311,53,16,0,5,1,0,0,0,0,0,1,1,3,2,1,2,1,453
216,"PUJYA MAHATMA GANDHI HR. S. SCHOOL SHIVKATRA ROOM NO.3",888,693,0,1581,394,269,0,663,618,0,176,360,70,29,1,4,0,0,1,1,1,2,1,1,0,5,3,5,3,663
217,"SARASWATI GYAN MANDIR GANDHI GRAM ROOM NO.1",770,722,0,1492,500,383,0,883,840,0,18,746,81,15,0,17,0,0,0,0,0,0,0,0,0,1,0,1,4,883
218,"SARASWATI GYAN MANDIR GANDHI GRAM ROOM NO.2",608,523,0,1131,344,296,0,640,595,0,22,507,42,47,0,12,0,0,0,1,0,1,0,0,1,0,0,3,4,640
219,"SARASWATI GYAN MANDIR GANDHI GRAM ROOM NO.3",364,294,0,658,200,152,0,352,310,0,9,278,40,17,0,2,0,0,0,0,0,0,0,0,0,0,0,4,2,352
220,"SARASWATI GYAN MANDIR GANDHI GRAM ROOM NO.4",602,542,1,1145,404,247,0,651,590,0,13,506,65,43,0,10,2,0,1,0,0,0,0,1,0,0,0,4,6,651
221,"SARASWATI GYAN MANDIR GANDHI GRAM ROOM NO.5",691,627,0,1318,342,347,0,689,645,0,57,471,90,43,0,19,1,0,0,1,0,1,0,1,2,0,1,1,1,689
222,"GYAN RASTRIYE H.S.SCHOOL GANDHI GRAM  ROOM NO.1",650,544,0,1194,355,271,0,626,424,0,37,480,56,35,1,9,0,0,0,0,0,0,1,0,0,2,0,1,4,626
223,"GYAN RASTRIYE H.S.SCHOOL GANDHI GRAM  ROOM NO2",776,694,0,1470,363,296,0,659,594,0,40,467,91,36,0,19,0,0,0,0,0,0,1,0,0,1,1,1,2,659
224,"GYAN RASTRIYE H.S.SCHOOL GANDHI GRAM  ROOM NO.3",698,598,0,1296,377,260,0,637,567,0,32,492,52,42,1,16,0,0,0,0,0,1,0,0,0,0,0,0,1,637
225,"MAHARSHI BALMIKI VIDYALAY DEVIGANJ ROOM NO.1",833,686,0,1519,387,393,0,780,748,0,122,307,256,75,2,5,0,1,1,0,0,1,1,1,4,2,0,1,1,780
226,"MAHARSHI BALMIKI VIDYALAY DEVIGANJ ROOM NO.2",485,392,0,877,240,185,0,425,424,0,92,183,126,15,1,3,0,0,1,0,0,0,0,0,1,1,0,1,1,425
227,"MAHARSHI BALMIKI VIDYALAY DEVIGANJ ROOM NO.3",474,395,0,869,224,154,0,378,376,0,69,149,113,28,0,6,0,0,0,0,0,1,1,2,3,0,1,2,3,378
228,"TAKNIKI PRASHICHHAR SANSTHAN T.T.I. H.A.L.GHAUKHERA ROOM NO.L-1 PASCHAMI BHAG",761,638,0,1399,395,291,0,686,586,0,83,406,114,28,1,23,0,1,0,1,1,1,1,1,1,3,5,8,8,686
229,"TAKNIKI PRASHICHHAR SANSTHAN T.T.I. H.A.L.GHAUKHERA ROOM NO.L-1 PURWI    BHAG",762,637,0,1399,397,272,0,669,652,0,146,370,68,64,0,11,0,1,0,1,1,0,0,0,0,2,1,2,2,669
230,"TAKNIKI PRASHICHHAR SANSTHAN T.T.I. H.A.L.GHAUKHERA ROOM NO.L-2",559,457,0,1016,286,198,0,484,461,0,82,318,51,12,0,9,0,0,0,1,3,0,0,0,1,0,2,5,0,484
231,"TAKNIKI PRASHICHHAR SANSTHAN T.T.I. H.A.L.GHAUKHERA ROOM NO.L-6",839,699,0,1538,418,287,0,705,652,0,114,439,90,31,2,13,0,0,0,0,0,0,2,2,2,3,0,1,6,705
232,"BHARTIY VIDYA MANDIR I.C. VIMAN NAGAR ROOM NO.1 G.T.ROAD KANPUR",779,690,0,1469,392,337,0,729,690,0,91,453,63,94,0,14,0,1,1,2,1,0,1,0,2,2,0,0,4,729
233,"BHARTIY VIDYA MANDIR I.C. VIMAN NAGAR ROOM NO.2 G.T.ROAD KANPUR",524,464,1,989,262,235,0,497,490,0,29,336,36,65,2,19,0,0,0,0,0,0,0,6,0,0,1,0,3,497
234,"BHARTIY VIDYA MANDIR I.C. VIMAN NAGAR ROOM NO.3 G.T.ROAD KANPUR",457,360,0,817,255,155,0,410,367,0,62,264,35,27,0,13,0,0,0,0,0,1,0,1,2,2,0,1,2,410
235,"SANT JOSHEF CONVENT JR.H.S. SCHOOL DIFFNCE COLONY JAJMAU ROOM NO.1",454,397,0,851,222,174,0,396,389,0,31,180,166,12,0,3,0,0,0,0,0,0,0,0,1,0,0,0,3,396
236,"SANT JOSHEF CONVENT JR.H.S. SCHOOL DIFFNCE COLONY JAJMAU ROOM NO.2",437,386,0,823,245,195,0,440,421,0,10,200,166,42,0,17,1,0,0,1,0,0,0,0,0,1,0,0,2,440
237,"SANT JOSHEF CONVENT JR.H.S. SCHOOL DIFFNCE COLONY JAJMAU ROOM NO.3",763,615,0,1378,375,284,0,659,226,0,39,249,287,56,1,20,0,0,0,0,0,0,1,0,1,0,1,1,3,659
238,"SANT JOSHEF CONVENT JR.H.S. SCHOOL DIFFNCE COLONY JAJMAU ROOM NO.4",888,640,0,1528,374,228,0,602,436,0,123,89,303,68,0,12,0,0,0,0,0,0,1,1,2,3,0,0,0,602
239,"SANT JOSHEF CONVENT JR.H.S. SCHOOL DIFFNCE COLONY JAJMAU ROOM NO.5",639,468,0,1107,274,149,0,423,419,0,196,34,151,25,0,6,1,0,0,1,0,0,0,1,0,3,2,0,3,423
240,"BAL NIKETAN BALIKA JR.H.SCHOOL PASCHAMI BHAWAN ROOM NO.1 J. K. COLONY JAJMAU",590,566,0,1156,326,315,0,641,431,0,15,431,135,27,0,27,1,0,0,0,0,0,0,0,1,0,0,0,4,641
241,"BAL NIKETAN BALIKA JR.H.SCHOOL PASCHAMI BHAWAN ROOM NO.2J. K. COLONY JAJMAU",546,447,0,993,213,153,0,366,337,0,80,63,190,23,0,5,0,0,0,0,0,0,0,0,2,1,0,1,1,366
242,"BAL NIKETAN BALIKA JR.H.SCHOOL PASCHAMI BHAWAN ROOM NO.3J. K. COLONY JAJMAU",692,553,0,1245,342,263,0,605,568,0,46,339,91,109,0,2,0,0,1,0,2,2,0,3,1,6,0,2,1,605
243,"BAL NIKETAN BALIKA JR.H.SCHOOL PASCHAMI BHAWAN ROOM NO.4 J. K. COLONY JAJMAU",689,586,0,1275,418,237,0,655,643,0,22,399,41,160,0,16,0,0,0,2,0,2,2,2,3,2,0,1,3,655
244,"BAL NIKETAN BALIKA JR.H.SCHOOL PASCHAMI BHAWAN ROOM NO.5 J. K. COLONY JAJMAU",710,560,0,1270,295,196,0,491,476,0,39,352,51,34,0,8,2,0,0,0,0,1,1,1,0,0,0,1,1,491
245,"TACHHSILA INTER COLLEGE ROOM NO.1 GRETAR KAILASH JAJMAU",574,477,0,1051,250,200,0,450,180,0,19,306,84,26,0,12,0,0,0,0,0,1,0,1,0,0,0,0,1,450
246,"TACHHSILA INTER COLLEGE ROOM NO.2 GRETAR KAILASH JAJMAU",667,565,0,1232,359,254,0,613,543,0,101,312,135,46,0,7,0,0,0,1,0,1,1,1,1,0,1,4,2,613
