"Polling Station",,"Total No of Electors",,,,"Voters Turnout",,,,,,"Candidate ID and Name",,,,,,,,,,,,,
"Part No","Part Name",Male,Female,Other,"Total No. of electors",Male,Female,Other,Total,"No of voters identifying using EPIC","Tendered Voter","1 - JAYA PRADA NAHATA","2 - KUNWAR BHARTENDRA","3 - MALOOK NAGAR","4 - SHAHNAWAZ RANA","5 - UDAY ALIES UDAYVEER","6 - GAURAV","7 - PARVEZ AQIL","8 - MOHAMAD ADEEB","9 - MOHAMMAD MOOSA","10 - UMESH ALIES PANI","11 - KAMAL","12 - GAJRESH KUMAR","13 - None of the Above","Total Votes Secured"
149,"JUNIYR HAI S‍KOOL KA0 NA0 4 BAGOWALI",822,602,0,1424,483,371,0,854,853,0,1,9,121,712,6,3,0,0,1,0,0,0,1,854
150,"PRATHMIK VIDHALYA NO 1 UTTARI BHAG SISONA",780,650,0,1430,542,428,0,970,2,0,5,425,195,333,1,1,0,0,1,1,3,2,3,970
151,"PRATHMIK VIDHALYA  NO 1 DAKSHINI BHAG SISONA",738,621,0,1359,561,411,0,972,968,0,7,483,45,404,4,2,1,1,2,7,3,3,10,972
152,"PRATHMIK VI0 BAL‍LUPURA MAJRA SISAUNA",276,212,0,488,268,186,0,454,110,0,0,441,5,3,0,0,0,0,0,1,2,1,1,454
153,"PRATHMIK VIDHALYA UTTRI BHAG BADHEDI",395,322,0,717,318,253,0,571,569,0,3,519,23,20,1,0,0,0,0,1,1,0,3,571
154,"PRATHMIK VIDHALYA DAKSHINI BHAG BADHEDI",458,400,0,858,332,250,0,582,582,0,5,451,118,1,1,1,0,0,0,1,1,1,2,582
155,"PRATHMIK VIDHALYA BICH KA KAMRA BADHEDI",505,417,0,922,394,323,0,717,717,0,5,615,7,87,1,0,0,0,0,1,0,1,0,717
156,"PRATHMIK VIDHALYA UTTARI BHAG DATIYANA",647,525,0,1172,504,334,0,838,560,0,30,790,5,8,0,0,0,1,0,1,0,1,2,838
157,"PRATHMIK VIDHALYA DAKSHINI BHAG DATIYANA",635,500,0,1135,473,376,0,849,849,0,35,661,25,112,1,0,0,1,0,1,0,6,7,849
158,"PRAIMRI KAN‍YA PATHSHALA DATIYANA",788,588,0,1376,556,456,0,1012,1012,0,23,545,29,402,1,1,1,1,1,1,0,2,5,1012
159,"ARYA KAN‍YA PRA0 PA0 POORVI BHAG DATIYANA",796,609,0,1405,446,397,0,843,829,0,5,76,735,5,2,0,1,1,1,3,1,2,11,843
160,"PRATHMIK VIDHALYA UTTARI KAMRA PARAI",474,374,0,848,381,256,0,637,637,0,17,537,78,0,1,0,0,0,0,0,1,1,2,637
161,"PRATHMIK VIDHALYA DAKSHINI KAMRA PARAI",427,362,0,789,356,299,0,655,655,0,4,111,536,1,1,0,0,0,0,0,1,0,1,655
162,"PRATHMIK VIDHALYA MEDPUR",440,389,0,829,363,304,0,667,619,0,4,439,199,14,1,3,0,1,0,2,2,1,1,667
163,"JUNIYAR HAI SCHOOL DAKSHNI KA KAMRA RAI",463,369,0,832,352,252,0,604,552,0,3,527,30,41,0,1,2,0,0,0,0,0,0,604
164,"JUNIYAR HAI SCHOOL BICH KA KAMRA RAI",471,374,0,845,379,301,0,680,675,0,5,642,5,19,1,1,0,0,2,0,1,2,2,680
165,"JUNIYAR HAI SCHOOL UTTARI BHAG RAI",703,592,0,1295,557,425,0,982,976,0,7,726,154,81,1,5,0,0,1,2,1,0,4,982
166,"PRATHMIK VI0 BADHIVALA",672,565,0,1237,446,426,0,872,713,0,6,325,167,367,2,1,0,0,1,2,0,0,1,872
167,"UCH‍CH PRATHMIK VI0 KHAMPUR KA0 NA0 1",835,649,0,1484,550,419,0,969,667,0,2,181,90,676,7,2,1,1,1,1,0,0,7,969
168,"UCH‍CH PRATHMIK VI0 KHAMPUR KA0 NA0 2",667,529,0,1196,450,351,0,801,801,0,1,311,103,362,3,2,0,3,6,1,1,3,5,801
169,"PRATHMIK VI0 KOLAHEDI KA0 NA0 1",193,148,0,341,144,124,0,268,268,0,1,263,2,0,0,0,0,0,0,0,0,0,2,268
170,"PRATHMIK VIDHALYA SEMBHALKI",495,366,0,861,400,272,0,672,672,0,9,499,135,18,1,1,0,1,0,2,0,2,4,672
171,"PRATHMIK VIDHALYA KAMRA NO 1 KHOJANAGLA",469,317,0,786,299,222,0,521,521,0,3,3,76,432,1,1,0,1,0,0,0,0,4,521
172,"PRATHMIK VIDHALYA KAMRA NO 2 KHOJANAGLA",441,356,0,797,262,240,0,502,498,0,0,1,37,447,1,0,0,0,15,1,0,0,0,502
173,"JUNIYAR HAI SCHOOL UTTARI KAMRA KHUDA",739,564,0,1303,307,355,0,662,659,0,7,417,51,171,1,1,0,0,4,1,1,5,3,662
174,"JUNIYAR HAI SCHOOL DAKSHNI  KAMRA KHUDA",803,562,0,1365,451,349,0,800,787,0,3,120,142,506,4,3,1,2,7,2,2,2,6,800
175,"PRATHMIK VIDHALYA UTTARI KAMRA KHUDA",628,492,0,1120,352,337,0,689,633,0,1,3,159,500,1,5,0,2,12,2,2,0,2,689
176,"PRATHMIK VIDHALYA DAKSHINI KAMRA KHUDA",683,432,0,1115,378,315,0,693,550,0,2,29,46,581,3,4,0,1,25,1,0,0,1,693
177,"PRATHMIK VIDHALYA MEHRAIPUR",484,409,0,893,420,286,0,706,420,0,6,608,82,5,0,0,0,0,0,1,0,3,1,706
178,"PRATHMIK VIDHALYA BIJOPURA",751,566,0,1317,581,426,0,1007,1007,0,5,644,327,6,0,0,0,1,1,5,7,6,5,1007
179,"PRATHMIK VIDHALYA UTTARI BHAG CHAPAR",358,251,0,609,232,183,0,415,410,0,1,2,13,390,4,2,2,0,0,0,1,0,0,415
180,"PRATHMIK VIDHALYA DAKSHINI BHAG CHAPAR",639,383,0,1022,280,380,0,660,660,0,2,18,27,598,1,0,1,0,3,3,0,2,5,660
181,"PRATHMIK VIDHALYA DAKSHINI BHAG NYA KAMRA CHAPAR",350,282,0,632,235,202,0,437,434,0,0,40,34,354,2,0,0,1,2,0,0,2,2,437
182,"JAI BHARAT IN0 KA0 DAX. BHAG PURVI KA PHALA KAMRA CHAPAR",539,418,0,957,333,278,0,611,611,0,5,73,67,453,3,0,1,3,0,2,0,2,2,611
183,"JAI BHARAT IN0 KA0 DAX. BHAG PURVI KA CHOTHA KAMRA CHAPAR",490,343,0,833,306,250,0,556,550,0,0,57,19,472,2,0,0,0,2,1,0,1,2,556
184,"JAI BHARAT IN0 KA0 DAX. BHAG PURVI KA DUSRA KAMRA CHAPAR",517,411,0,928,353,265,0,618,545,0,6,386,4,207,1,4,0,2,0,1,1,5,1,618
185,"JAYA BHART I0 KA0 DA0 BHAG MEN POORV KA PANCHATAV KAMARA CHAPAR",428,361,0,789,302,252,0,554,546,0,4,181,12,341,2,1,0,0,1,2,1,1,8,554
186,"JAI BHARAT IN0 KA0 DAX. BHAG PURVI KA TISHRA  KAMRA CHAPAR",432,411,0,843,327,296,0,623,573,0,1,609,7,1,0,0,0,0,0,1,1,1,2,623
187,"JAYA BHART I0 KA0 DA0 BHAG MEN POORV KA CHHATHA KAMARA CHAPAR",404,328,0,732,276,214,0,490,481,0,4,343,129,6,0,0,2,0,0,3,1,0,2,490
188,"PRATHMIK VIDHALYA JAIBHAGWANPUR MAJRA CHAPAR",521,378,0,899,333,262,0,595,406,0,2,96,479,16,0,0,0,0,0,1,1,0,0,595
189,"PRATHMIK VIDHALYA SIMARTHI",539,417,0,956,423,300,0,723,723,0,16,484,197,18,0,1,1,0,0,2,1,1,2,723
190,"PRATHMIK VIDHALYA NYA BHAWAN KA. NO. 1 KASUMPUR",675,487,0,1162,531,307,0,838,838,0,2,390,32,380,3,3,1,1,4,4,3,9,6,838
191,"PRATHMIK VIDHALYA NAYA BHAWAN KAMRA NO 2 KASUMPUR",779,635,0,1414,559,486,0,1045,1044,0,8,98,147,748,12,1,0,0,9,8,2,2,10,1045
192,"PRATHMIK VIDHALYA KAMRA NO 1 KHINDYA",838,572,0,1410,629,408,0,1037,1037,0,3,787,207,25,0,0,1,1,1,1,3,6,2,1037
193,"PRATHMIK VIDHALYA TAJPUR",690,524,0,1214,527,425,0,952,909,0,5,488,421,25,1,0,0,0,0,1,8,3,0,952
194,"PRATHMIK VIDHALYA KAMRA NO 1 CHAPRA",530,443,0,973,407,342,0,749,479,0,3,501,60,163,1,1,0,0,13,1,0,5,1,749
195,"PRATHMIK VIDHALYA KAMRA NO 2 CHAPRA",448,374,0,822,375,313,0,688,688,0,1,8,93,567,0,0,0,2,14,1,1,1,0,688
196,"PRATHMIK VIDHALYA UTTARI KAMRA RETTA NAGLA",844,716,0,1560,548,482,0,1030,997,0,5,659,340,18,2,0,0,0,0,0,4,0,2,1030
197,"PRATHMIK VIDHALYA NYA UTTARI KAMRA KUTUBPUR",564,472,0,1036,380,330,0,710,664,0,9,395,200,96,0,1,1,1,0,0,2,3,2,710
198,"PRATHMIK VIDHALYA NYA DAKSHNI KAMRA KUTUBPUR",652,518,0,1170,437,345,0,782,746,0,5,480,274,12,0,1,0,0,1,1,3,4,1,782
199,"PRIMARY KANYA PATHSALA UTTARI KAMRA BARLA",738,576,0,1314,474,360,0,834,834,0,4,408,227,160,1,0,2,0,21,3,2,3,3,834
200,"PRAIMRI KAN‍YA PATHSHALA DAKSHNI KAMRA  BARLA",833,643,0,1476,483,413,0,896,896,0,7,433,36,406,5,2,0,0,4,1,0,0,2,896
201,"PRATHMIK VIDHALYA PURVI KAMRA BARLA",739,581,0,1320,461,360,0,821,818,0,4,224,195,386,1,1,0,0,1,2,0,3,4,821
202,"PRATHMIK VIDHALYA BICH KA KAMRA BARLA",435,318,0,753,272,206,0,478,478,0,2,207,127,112,1,2,0,0,15,3,2,3,4,478
203,"PRATHMIK VIDHALYA BICH KA SATH LGA P0 KA  KAMRA BARLA",514,361,0,875,309,252,0,561,559,0,3,115,143,290,3,0,0,0,0,1,1,1,4,561
204,"PRATHMIK VIDHALYA PASHCHIMI KAMRA BARLA",752,622,0,1374,518,400,0,918,906,0,8,875,6,12,1,0,1,0,2,2,2,3,6,918
205,"HARIJN PRAIMRI S‍KOOL KA NAYA BHAVAN KA0 NA0 1 BASEDA",858,685,0,1543,651,401,0,1052,902,0,7,281,483,254,4,0,0,2,0,3,5,1,12,1052
206,"HARIJN PRAIMRI S‍KOOL KA NAYA KAMRA BASEDA",705,562,0,1267,474,409,0,883,859,0,5,321,385,154,7,1,0,1,4,1,1,2,1,883
207,"HARIJN PRAIMRI S‍KOOL KA NAYA BHAVAN KA0 NA0 2 BASEDA",728,598,0,1326,582,431,0,1013,51,0,4,311,25,660,2,0,1,0,1,2,1,3,3,1013
208,"PRAIMRI KAN‍YA PATHSHALA PACHMI KAMRA BASED",716,609,0,1325,478,446,0,924,924,0,6,354,48,493,3,0,2,2,4,3,1,3,5,924
209,"PRAIMRI KAN‍YA PATHSHALA PURVI BHAG BASEDA",749,590,0,1339,531,433,0,964,964,0,5,357,21,563,4,0,0,1,2,4,1,2,4,964
210,"JUNIYAR KANYA HAI SCHOOL PURVI BHAG BASEDA",620,523,0,1143,473,382,0,855,851,0,13,811,9,17,0,0,0,1,0,1,2,1,0,855
211,"JUNIYAR KANYA HAI SCHOOL MADHYA BHAG BASEDA",716,550,0,1266,504,422,0,926,921,0,22,675,8,209,2,1,0,0,2,1,0,3,3,926
212,"PRATHMIK VIDHALYA MLAKPUR MAJRA BASEDA",497,379,0,876,378,282,0,660,640,0,5,270,367,4,0,0,0,0,0,2,4,3,5,660
213,"PRATHMIK VIDHALYA KAMRA NO 1 BHASARHADEI",616,440,0,1056,465,310,0,775,763,0,5,63,122,548,4,0,1,0,31,1,0,0,0,775
214,"PRATHMIK VIDHALYA KAMRA NO 2 BHASARHEADI",631,436,0,1067,442,313,0,755,600,0,7,19,101,569,1,1,0,1,51,2,0,2,1,755
215,"PRATHMIK VIDHALYA GHUMWATI",520,416,0,936,398,351,0,749,746,0,6,599,112,24,0,0,0,0,0,2,1,0,5,749
216,"KANYA JU. HIGH SKOOL KAMRA NO. 1 KHAIKHEDI",545,456,0,1001,349,292,0,641,641,0,11,177,420,14,3,1,0,1,0,2,4,2,6,641
217,"KANYA JU. HIGH SKOOL KAMRA NO. 2 KHAIKHADI",402,338,0,740,341,201,0,542,38,0,10,511,13,0,0,0,0,1,0,3,0,0,4,542
218,"PRATHMIK VIDHALYA KAMRA NO 1 KHAIKHEDI",470,402,0,872,340,259,0,599,280,0,3,557,20,9,1,0,0,0,2,3,1,0,3,599
219,"PRATHMIK VIDHALYA KAMRA NO 2 KHAIKHEDI",647,488,0,1135,473,337,0,810,807,0,11,759,11,6,1,1,0,1,2,2,0,9,7,810
220,"PRATHMIK VIDHALYA KAMRA NO 1 TAJELHEDA",599,444,0,1043,478,338,0,816,745,0,11,513,16,257,0,0,0,0,18,0,0,0,1,816
221,"PRATHMIK VIDHALYA KAMRA NO 2 TAJELHEDA",632,433,0,1065,511,280,0,791,600,0,0,411,104,259,2,0,0,0,4,0,0,3,8,791
222,"PRATHMIK VIDHALYA NO 2 KAMRA NO 1 TAJELHEDA",582,439,0,1021,505,329,0,834,834,0,4,746,65,15,2,0,0,0,0,1,0,1,0,834
223,"PRATHMIK VIDHALYA NO 2 KA KAMRA NO 1 TAJELHEDA",576,418,0,994,462,345,0,807,802,0,3,515,196,78,2,1,0,0,0,4,1,3,4,807
224,"PRATHMIK VIDHALYA KAMRA NO 1 MADLA",821,652,0,1473,547,451,0,998,998,0,11,383,351,227,3,0,0,2,10,3,1,2,5,998
225,"RAJKUMAR JANTA IN. KA. FLUDA DAKSHNI KAMRA",459,393,0,852,405,331,0,736,285,0,1,713,10,6,0,4,0,0,0,0,0,0,2,736
226,"RAJKUMAR JANTA IN. KA. FLUDA BICH KA  KAMRA",531,454,0,985,432,331,0,763,734,0,4,546,81,117,2,2,0,3,1,0,1,1,5,763
227,"RAJKUMAR JANTA IN. KA. FLUDA UTTARI KAMRA",622,514,0,1136,468,353,0,821,560,0,6,415,361,14,1,0,3,1,1,3,4,3,9,821
228,"PRATHMIK VIDHALYA BHASANI",359,295,0,654,263,208,0,471,462,0,4,270,190,2,0,0,0,0,0,1,2,0,2,471
229,"PANCHYAT GHAR BHASANI",430,344,0,774,320,281,0,601,594,0,3,40,535,3,0,0,0,1,0,0,8,2,9,601
230,"PRATHMIK VIDHALYA NA0 2 KA0 NA0 1 LAKHNAUTI STHIT GRAM HAREN‍TI",538,443,0,981,428,312,0,740,740,0,17,495,213,1,1,1,0,0,0,3,2,1,6,740
231,"PRATHMIK VIDHALYA NA0 2 KA0 NA0 2 LAKHNAUTI STHIT RGAM HARN‍TI",450,403,0,853,351,306,0,657,657,0,27,424,183,20,0,0,0,0,0,1,0,1,1,657
232,"PRATHMIK VIDHALYA ABDULPUR",734,607,0,1341,469,386,0,855,821,0,4,70,751,13,1,0,0,1,0,1,8,1,5,855
233,"PRATHMIK VIDHALYA PURVI BHAG BHOJAHEDI",690,575,1,1266,526,450,0,976,900,0,9,355,261,339,1,1,1,0,3,0,1,2,3,976
234,"PRATHMIK VIDHALYA PACHMI BHAG BHOJAHEDI",757,618,1,1376,641,431,0,1072,1068,0,4,283,266,511,0,0,1,0,3,1,0,1,2,1072
235,"PRAIMRI SKOOL KAN‍YA PATHSHALA KAMRA NO 1 PURQAZI",727,555,0,1282,481,399,0,880,867,0,9,196,462,189,0,0,2,1,1,2,6,4,8,880
236,"PRIMARY SKOOL KANYA PATHSALA  KAMRA NO 2 PURQAZI",480,403,0,883,300,245,0,545,245,0,1,270,107,154,0,0,1,0,4,2,0,2,4,545
237,"KANYA JU. HIGH SKOOL KAMRA NO. 1 PURQAZI",588,473,0,1061,418,346,0,764,764,0,5,182,34,516,2,1,0,3,2,2,3,3,11,764
238,"KANYA JU. HIGH SKOOL VIGYAN KASH PURQAZI",428,341,0,769,293,248,0,541,535,0,3,81,8,433,2,0,0,1,6,3,0,2,2,541
239,"KANYA JU. HIGH SKOOL KAMRA NO. 2 PURQAZI",815,690,0,1505,581,480,0,1061,1061,0,10,217,18,800,5,2,0,1,3,1,1,2,1,1061
240,"KANYA JU. HIGH SKOOL KAMRA NO. 3 PURQAZI",683,586,0,1269,479,376,0,855,834,0,6,422,16,397,2,2,0,0,0,3,0,3,4,855
241,"JUNIYAR HAI SCHOOL KAMRA NO 1 PURQAZI",408,301,0,709,274,182,0,456,453,0,15,86,10,332,2,1,1,3,0,1,0,0,5,456
242,"JUNIYAR HAI SCHOOL SA MILA KASH PURQAZI",614,524,0,1138,373,316,0,689,662,0,8,338,13,313,0,0,0,0,6,1,2,3,5,689
243,"PRA0 VI0 PURKAJI NA0 1 ATIRIK‍T KAKSH NA0 1",410,306,0,716,297,196,0,493,493,0,3,13,20,454,0,0,0,0,1,0,1,1,0,493
244,"PRA0 VI0 PURKAJI NA0 1 ATIRIK‍T KAKSH NA0 2",565,417,0,982,387,274,0,661,592,0,10,101,15,519,2,1,0,2,5,0,0,0,6,661
245,"JUNIYAR HAI SCHOOL KAMRA NO 4 PURQAZI",776,583,1,1360,522,391,0,913,875,0,4,107,13,780,1,0,0,0,2,2,3,1,0,913
246,"S. D. IN. COLLEGE KAMRA NO 1 PURQAZI",464,389,0,853,290,258,0,548,527,0,1,40,59,434,1,0,1,0,0,3,2,1,6,548
247,"S.D. IN. COLLEGE BADA HAL KASH PURQAZI",388,285,0,673,219,185,0,404,404,0,0,21,30,349,0,0,0,0,0,2,0,0,2,404
248,"S. D. IN. COLLEGE KAMRA NO 2 PURQAZI",805,602,0,1407,551,384,0,935,928,0,12,82,76,746,5,0,0,2,2,3,0,7,0,935
249,"S. D. IN. COLLEGE KAMRA NO 3 PURQAZI",564,411,0,975,414,273,0,687,632,0,4,136,12,528,1,0,0,0,2,0,0,1,3,687
250,"S. D. INTER COLLEGE CHHOTA HAL KAKSH PURQAZI",450,354,0,804,323,239,0,562,548,0,4,22,13,513,2,0,0,0,1,0,1,0,6,562
251,"PRATHMIK VI0 SETHPURA MAJRA PURKAJI DEHAT",589,468,1,1058,312,314,0,626,565,0,4,111,207,283,6,4,2,0,0,0,3,1,5,626
252,"PRATHMIK VIDHALYA KAMRA NO 1 KAMHEDA",517,416,0,933,345,343,0,688,688,0,14,226,15,424,1,0,1,2,1,1,0,1,2,688
253,"PRATHMIK VIDHALYA KAMRA NO 2 KAMHEDA",516,418,0,934,406,299,0,705,705,0,5,501,176,12,1,1,0,0,0,4,1,2,2,705
254,"PRATHMIK VIDHALYA DUHELI",664,488,0,1152,479,360,0,839,839,0,1,168,202,442,1,0,0,0,15,4,0,1,5,839
255,"PRATHMIK VIDHALYA TUGLAKPUR",689,551,0,1240,586,515,0,1101,1081,0,2,1084,0,11,1,0,0,1,0,1,0,0,1,1101
256,"JUNIYAR HAI SCHOOL UTTARI KAMRA NO 1 TUGLAKPUR",823,625,0,1448,544,419,0,963,950,0,11,255,530,151,5,0,0,0,1,2,0,4,4,963
257,"PRATHMIK VIDHALYA PURANA BHAWAN GODHNA",741,573,0,1314,560,435,0,995,994,0,3,319,180,463,3,1,1,1,18,1,0,2,3,995
258,"PRATHMIK VIDHALYA NYA BHAWAN GODHANA BHAWAN GODHNA",677,548,0,1225,511,392,0,903,849,0,12,395,244,238,1,0,0,1,4,3,1,3,1,903
259,"JUNIYAR HAI SCHOOL KAMRA NO 1 HARINAGAR MAJRA JHABARPUR",816,611,2,1429,574,434,0,1008,1008,0,7,454,515,25,0,1,0,1,0,2,1,1,1,1008
260,"JUNIYAR HAI SCHOOL KAMRA NO 2 HARINAGAR MAJRA JABARPUR",710,572,0,1282,534,442,0,976,975,0,7,309,347,272,6,4,2,4,0,11,3,4,7,976
261,"JUNIYAR HAI SCHOOL KAMRA NO 3 HARI NAGAR MAJRA JHABARPUR",666,508,1,1175,549,343,0,892,892,0,1,317,550,9,2,0,0,0,0,3,5,0,5,892
262,"PRATHMIK VIDHALYA NYA BHAWAN SHAHJHAPUR URF RANDWALI",716,522,1,1239,595,403,0,998,998,0,2,314,192,458,5,1,0,2,12,3,3,2,4,998
263,"PRATHMIK VI0 MIRJAPUR URF SHAHJAHANPUR",384,304,0,688,260,215,0,475,475,0,2,45,417,0,3,2,1,0,0,2,1,1,1,475
264,"PRATHMIK VIDHALYA BHURAHEDI",509,455,0,964,399,356,0,755,755,0,32,283,141,289,1,0,0,0,4,3,0,2,0,755
265,"PRATHMIK VIDHALYA DHAMAT",475,375,0,850,405,294,0,699,699,0,4,555,36,96,1,0,1,0,0,1,1,1,3,699
266,"PRATHMIK VIDHALYA KAMRA NO 1 KALLANPUR",496,413,0,909,404,307,0,711,649,0,8,618,34,37,0,1,0,1,0,3,2,2,5,711
267,"PRATHMIK VIDHALYA KAMRA NO 2 KALLANPUR",608,478,0,1086,459,347,0,806,806,0,17,461,291,19,1,2,0,1,1,3,3,2,5,806
268,"JUNIYAR HAI SCHOOL KAMRA NO 2 KALLANPUR",220,190,0,410,143,125,0,268,268,0,5,68,175,9,0,0,2,3,0,3,1,2,0,268
269,"KANYA UCCH PRATHMIK VID DHAMAT",287,236,0,523,250,181,0,431,431,0,7,281,118,17,0,0,0,1,0,0,3,0,4,431
270,"PRATHMIK VIDHALYA NOOR NAGAR",712,630,0,1342,474,559,0,1033,1022,0,5,470,396,147,2,1,0,0,1,2,3,1,5,1033
271,"KISHAN INTER KALEG MEGHA",650,480,0,1130,460,346,0,806,806,0,6,444,288,47,1,1,2,0,2,4,4,4,3,806
272,"KISAN IN‍TAR COLLEGE SHERPUR",723,561,0,1284,529,414,0,943,103,0,8,715,200,7,2,6,1,0,0,1,0,1,2,943
273,"PRATHMIK VIDHALYA HUSAINPUR",202,197,0,399,180,178,0,358,358,0,0,21,316,18,2,0,0,1,0,0,0,0,0,358
274,"PRATHMIK VIDHALYA KAMRA NO 1 KHEDKI",552,446,0,998,468,351,0,819,816,0,0,93,701,9,1,0,1,0,0,3,3,2,6,819
275,"PRATHMIK VIDHALYA KAMRA NO 2 KHADKI",366,344,0,710,305,281,0,586,586,0,2,56,507,7,3,2,1,0,0,0,2,0,6,586
276,"PRATHMIK VIDHALYA BHADAULI",422,330,0,752,294,216,0,510,508,0,1,363,90,56,0,0,0,0,0,0,0,0,0,510
277,"UCH‍CH PRATHMIK VIDHALYA KA0 NA0 3 BHADAULA",175,147,0,322,144,120,0,264,264,0,4,136,64,56,0,2,1,0,0,1,0,0,0,264
278,"PRATHMIK VIDHALYA RAJAKAL‍LAPUR",479,362,0,841,340,265,0,605,604,0,8,454,112,13,3,0,0,2,1,3,4,0,5,605
279,"PRATHMIK VIDHALYA BADIWALA",808,707,0,1515,522,424,0,946,932,0,5,436,301,179,1,6,0,2,0,2,3,1,10,946
280,"PRATHMIK VIDHALYA NYA CHAMRAWALA",350,284,1,635,250,200,0,450,427,0,3,137,267,32,0,0,0,2,0,2,2,2,3,450
281,"PRATHMIK VIDHALYA ALMAWALA",337,279,0,616,264,181,0,445,141,0,6,340,40,48,0,1,0,1,1,6,1,0,1,445
