"Polling Station",,"Total No of Electors",,,,"Voters Turnout",,,,,,"Candidate ID and Name",,,,,,,,,,,,,,,
"Part No","Part Name",Male,Female,Other,"Total No. of electors",Male,Female,Other,Total,"No of voters identifying using EPIC","Tendered Voter","1 - IMRAN MASOOD","2 - JAGDISH SINGH RANA","3 - RAGHAV LAKHANPAL","4 - SHAZAN MASOOD URF SHADAN MASOOD","5 - YOGESH KUMAR","6 - RATAN SINGH","7 - RAJENDER KUMAR","8 - SHAHANAVAJ","9 - SHIV KUMAR","10 - MOHD. FIROZ AFTAB","11 - RAGHUVEER SINGH BODH","12 - CP VERMA","13 - SESHRAJ","14 - HANSRAJ SAINI","15 - None of the Above","Total Votes Secured"
145,"PRATHMIK VIDYALAYA ROOM NO. 1 BADKALA",498,390,0,888,432,316,0,748,747,0,68,210,400,25,3,1,1,3,4,3,1,4,10,7,8,748
146,"PRATHMIK VIDYALAYA ROOM NO. 1 ALIPUR URF BHAGUWALA",748,637,0,1385,633,503,0,1136,1135,0,159,58,892,7,0,1,1,0,9,0,0,2,5,0,2,1136
147,"PRATHMIK VIDYALAYA ROOM NO. 1 NAGAL MAFI",363,282,0,645,303,225,0,528,302,0,44,185,273,9,0,0,1,2,2,0,1,3,5,2,1,528
148,"PRATHMIK VIDYALAYA ROOM NO. 1 MIRAGPUR URF PANJUWALA",614,553,0,1167,419,452,0,871,871,0,179,353,312,7,0,0,3,0,5,0,1,1,2,2,6,871
149,"PRATHMIK VIDYALAYA ROOM NO. 1 KOTHDI NO. 2 DHRAM SINGH",809,636,0,1445,658,525,0,1183,1178,0,625,185,193,115,2,1,0,1,5,3,7,5,8,9,24,1183
150,"PRATHMIK VIDYALAYA ROOM NO. 2 KOTHDI NO. 2 DHRAM SINGH",174,164,0,338,152,102,0,254,254,0,149,9,27,61,1,2,1,0,1,0,0,0,0,1,2,254
151,"PRATHMIK VIDYALAYA ROOM NO. 1 KOTHDI BAHALOLPUR",465,419,0,884,359,321,0,680,680,0,5,168,486,1,1,0,0,1,1,2,0,0,4,7,4,680
152,"PRATHMIK VIDYALAYA ROOM NO. 1 JAITPUR KALAN",673,602,0,1275,505,460,0,965,965,0,66,177,709,3,0,0,2,1,2,1,0,0,1,1,2,965
153,"PRATHMIK VIDYALAYA ROOM NO. 2 JAITPUR KALAN",512,435,0,947,379,324,0,703,210,0,430,72,143,49,0,0,0,0,0,2,0,2,2,0,3,703
154,"PRATHMIK VIDYALAYA ROOM NO. 1 JAITPUR KHURD",810,715,0,1525,542,664,0,1206,1206,0,796,77,241,66,0,1,1,1,1,2,0,1,10,6,3,1206
155,"PRATHMIK VIDYALAYA NO. 1 JASMOR",469,436,0,905,384,342,0,726,234,0,126,14,537,34,5,0,0,0,1,2,0,0,5,1,1,726
156,"PURVA MADHYAMIK VIDYALAYA ROOM NO. 1 SALOONI",444,373,0,817,347,282,0,629,18,0,100,145,353,7,1,1,3,2,3,0,1,2,6,1,4,629
157,"PRATHMIK VIDYALAYA NO. 2 ROOM NO. 3 JASMOUR",699,624,0,1323,481,462,0,943,50,0,495,61,238,129,0,1,1,1,0,0,0,1,4,5,7,943
158,"PURVA MADHYAMIK VIDYALAYA ROOM NO. 1 SALOONI",739,603,0,1342,516,384,0,900,873,0,54,374,437,10,0,1,0,1,2,3,1,2,5,7,3,900
159,"PRATHMIK VIDYALAYA ROOM NO. 1 RAIPUR KALAN",624,533,0,1157,445,395,0,840,840,0,483,256,19,63,1,1,1,0,4,0,1,0,2,0,9,840
160,"PRATHMIK VIDYALAYA ROOM NO. 1 PATHRWA",565,488,0,1053,467,384,0,851,849,0,297,107,344,96,0,0,0,0,0,1,1,1,2,1,1,851
161,"PRATHMIK VIDYALAYA ROOM NO.  PATHRWA",399,327,0,726,298,265,0,563,563,0,423,61,44,24,1,0,0,1,0,0,2,0,0,2,5,563
162,"PRATHMIK VIDYALAYA ROOM NO. 1 PAJRANA",301,245,0,546,260,205,0,465,407,0,168,6,36,252,0,0,0,0,0,0,0,0,0,0,3,465
163,"PRATHMIK VIDYALAYA ROOM NO. 1 MANJHIPUR",604,528,0,1132,460,377,0,837,736,0,463,158,123,68,0,0,0,0,4,0,1,2,3,11,4,837
164,"PRATHMIK VIDYALAYA ROOM NO. 2 MANJHIPUR",469,464,0,933,416,374,0,790,789,0,80,25,659,10,0,0,1,0,2,0,0,2,7,2,2,790
165,"PRATHMIK VIDYALAYA ROOM NO. 1 DAYALPUR",517,456,0,973,423,379,0,802,773,0,313,167,222,80,1,0,2,0,0,1,0,1,3,12,0,802
166,"PRATHMIK VIDYALAYA ROOM NO. 2 DAYALPUR",444,408,0,852,327,311,0,638,636,0,271,25,291,35,0,0,0,0,0,2,3,0,5,3,3,638
167,"PRATHMIK VIDYALAYA ROOM NO. 1 NAGLA JHANDA",777,638,0,1415,580,504,0,1084,1084,0,542,97,17,407,4,2,1,1,0,0,2,0,3,4,4,1084
168,"PURVA MADHYAMIK VIDYALAYA ROOM NO. 1 KHIDKA JUNARDAR",729,572,0,1301,504,438,0,942,942,0,614,258,39,16,0,2,3,0,2,0,0,0,1,2,5,942
169,"PURVA MADHYAMIK VIDYALAYA ROOM NO. 2 KHIDKA JUNARDAR",333,305,0,638,254,218,0,472,472,0,95,42,324,4,0,0,0,0,1,0,0,1,1,1,3,472
170,"PRATHMIK VIDYALAYA ROOM NO. 1 NAGLA BABIL KHURD",533,454,0,987,458,318,0,776,741,0,66,275,409,2,0,1,0,0,0,0,0,2,7,7,7,776
171,"PRATHMIK VIDYALAYA ROOM NO. 2 NAGLA BABIL KHURD",603,497,0,1100,432,380,0,812,811,0,486,196,67,36,0,0,0,1,2,0,3,1,4,4,12,812
172,"PRATHMIK VIDYALAYA ROOM NO. 1 BABIL BUJURG",727,652,0,1379,574,508,0,1082,1082,0,54,608,395,1,0,1,1,1,0,0,0,0,2,9,10,1082
173,"PRATHMIK VIDYALAYA ROOM NO. 2 BABIL BUJURG",675,635,0,1310,517,503,0,1020,20,0,344,73,573,10,0,0,0,1,1,0,0,7,1,5,5,1020
174,"PRATHMIK VIDYALAYA MOH. ROOM NO. 1 AMIPUR URF DAUDPURA",557,512,0,1069,426,385,0,811,391,0,93,437,257,3,2,0,0,0,1,1,0,0,3,8,6,811
175,"PRATHMIK VIDYALAYA ROOM NO. 1 TAJPURA",865,705,0,1570,641,529,0,1170,1168,0,682,320,86,69,1,1,0,0,1,1,1,1,2,0,5,1170
176,"PRATHMIK VIDYALAYA ROOM NO. 2 TAJPURA",578,454,0,1032,464,320,0,784,784,0,550,128,33,63,1,0,1,0,1,0,0,1,1,1,4,784
177,"PRATHMIK VIDYALAYA ROOM NO. 3 TAJPURA",483,377,0,860,324,271,0,595,592,0,465,83,3,38,1,0,0,0,0,0,0,0,0,1,4,595
178,"PURVA MADHYAMIK VIDYALAYA ROOM NO. 1 BIJOPURI",244,230,0,474,197,199,0,396,394,0,206,58,106,17,0,3,0,0,1,1,0,0,0,1,3,396
179,"PRATHMIK VIDYALAYA ROOM NO. 1 BIJOPURA",507,457,0,964,387,346,0,733,730,0,288,38,313,82,2,0,1,0,0,1,0,3,1,1,3,733
180,"PRATHMIK VIDYALAYA ROOM NO. 3 BIJOPURA",446,381,0,827,325,292,0,617,245,0,448,63,18,72,2,0,0,1,0,0,1,0,0,3,9,617
181,"PRATHMIK VIDYALAYA ROOM NO. 2 BIJOPURA",530,454,0,984,385,305,0,690,164,0,50,501,105,18,0,2,0,0,1,3,1,1,1,3,4,690
182,"PRATHMIK VIDYALAYA ROOM NO. 1 PANSER",543,489,0,1032,436,435,0,871,820,0,325,337,185,6,3,1,0,0,0,1,0,3,0,3,7,871
183,"PRATHMIK VIDYALAYA ROOM NO. 1 BHOJEWALA",601,460,0,1061,442,353,0,795,791,0,690,10,64,15,1,0,0,1,0,0,0,0,1,4,9,795
184,"PRATHMIK VIDYALAYA ROOM NO. 2 BHOJEWALA",474,430,0,904,339,309,0,648,628,0,300,73,263,3,0,1,0,1,1,0,0,1,2,0,3,648
185,"PRATHMIK VIDYALAYA ROOM NO. 1 TIWDA JUNARDAR",552,502,0,1054,428,375,0,803,765,0,74,152,534,27,2,0,1,0,2,0,1,2,2,3,3,803
186,"PRATHMIK VIDYALAYA ROOM NO. 1 MANDORA",158,144,0,302,139,122,0,261,45,0,3,73,148,30,0,0,0,0,3,0,0,1,2,1,0,261
187,"PRATHMIK VIDYALAYA ROOM NO. 1 CHIMMABANS",682,531,0,1213,450,379,0,829,780,0,507,131,14,160,2,1,1,1,0,1,3,2,2,1,3,829
188,"PRATHMIK VIDYALAYA ROOM NO. 1 ALIYARPUR URF JALALIYA",239,197,0,436,172,171,0,343,27,0,232,86,2,18,0,0,0,0,1,0,0,0,1,2,1,343
189,"PRATHMIK VIDYALAYA ROOM NO. 1 PITHORI",502,428,0,930,382,321,0,703,373,0,276,140,47,237,0,0,0,0,0,0,1,1,0,1,0,703
190,"PRATHMIK VIDYALAYA ROOM NO. 1 KHIRKA BHTKAWA",528,446,0,974,348,289,0,637,566,0,411,79,8,127,1,0,0,0,0,0,1,0,0,3,7,637
191,"PRATHMIK VIDYALAYA ROOM NO. 3 KHIRKA BHTKAWA",354,284,0,638,223,158,0,381,381,0,231,50,0,93,1,1,0,0,0,1,0,1,1,0,2,381
192,"PRATHMIK VIDYALAYA ROOM NO. 2 KHIRKA BHTKAWA",846,646,0,1492,613,453,0,1066,939,0,523,436,30,36,4,5,1,0,1,1,1,0,5,11,12,1066
193,"PRATHMIK VIDYALAYA ROOM NO. 1 ANWARPUR BAROLI",536,492,0,1028,398,389,0,787,700,0,185,120,430,35,1,0,0,0,4,0,0,0,2,5,5,787
194,"PRATHMIK VIDYALAYA ROOM NO. 1 SANSARPUR",713,648,0,1361,511,422,0,933,760,0,417,213,46,225,3,1,0,0,2,2,0,2,7,7,8,933
195,"PRATHMIK VIDYALAYA ROOM NO. 2 SANSARPUR",549,450,0,999,388,332,0,720,720,0,350,177,24,148,4,0,0,0,1,0,1,2,1,5,7,720
196,"PRATHMIK VIDYALAYA ROOM NO. 1 ALAMPUR KALAN",656,582,0,1238,503,466,0,969,819,0,27,377,509,11,1,2,0,0,4,2,0,3,13,10,10,969
197,"PRATHMIK VIDYALAYA ROOM NO. 1 RAMPUR KALAN",552,494,0,1046,420,374,0,794,791,0,34,120,591,12,1,8,0,1,3,1,3,1,8,7,4,794
198,"PRATHMIK VIDYALAYA ROOM NO. 1 CHANDI",363,351,0,714,284,270,0,554,95,0,212,44,150,131,1,0,0,1,2,0,1,0,4,2,6,554
199,"PRATHMIK VIDYALAYA ROOM NO. 1 BHANKROD",357,327,0,684,301,293,0,594,365,0,104,140,157,186,0,0,0,0,1,0,0,2,2,2,0,594
200,"PRATHMIK VIDYALAYA ROOM NO. 1 KHURRMPUR",612,516,0,1128,399,386,0,785,784,0,259,41,393,71,0,1,0,0,3,0,1,5,3,1,7,785
201,"PRATHMIK VIDYALAYA ROOM NO. 2 KHURRMPUR",401,349,0,750,314,282,0,596,577,0,17,168,401,1,0,0,0,0,1,0,0,0,1,6,1,596
202,"PRATHMIK VIDYALAYA ROOM NO. 1 KABIRPUR",413,319,0,732,327,266,0,593,593,0,234,51,279,19,0,0,0,0,2,0,0,1,2,1,4,593
203,"PRATHMIK VIDYALAYA ROOM NO. 1 JAMALPUR",538,474,0,1012,445,401,0,846,846,0,670,81,37,41,1,0,1,0,6,0,0,2,0,2,5,846
204,"PRATHMIK VIDYALAYA ROOM NO. 1 NIYAMATPUR",570,497,0,1067,343,480,0,823,823,0,549,111,36,98,1,0,0,1,3,2,0,0,3,4,15,823
205,"PRATHMIK VIDYALAYA ROOM NO. 1 PATHLOKER",512,468,0,980,447,393,0,840,830,0,722,25,76,7,2,0,1,0,1,0,0,0,2,1,3,840
206,"PRATHMIK VIDYALAYA ROOM NO. 2 PATHLOKER",353,310,0,663,254,265,0,519,438,0,25,304,178,3,0,1,0,0,1,0,0,2,1,1,3,519
207,"PRATHMIK VIDYALAYA ROOM NO. 1 MUSTFAPUR",414,380,0,794,315,288,0,603,561,0,179,291,112,7,1,2,0,2,0,0,1,0,1,3,4,603
208,"PRATHMIK VIDYALAYA ROOM NO. 1 BHOOLNI",588,512,0,1100,449,361,0,810,810,0,301,284,154,50,4,1,0,0,0,0,0,3,1,11,1,810
209,"PRATHMIK VIDYALAYA ROOM NO. 1 JHIJHOLI MHAMOODPUR",721,662,0,1383,488,483,0,971,969,0,301,284,316,35,1,3,1,3,4,0,0,2,9,5,7,971
210,"PRATHMIK VIDYALAYA ROOM NO. 2 JHIJHOLI MHAMOODPUR",479,408,0,887,368,309,0,677,600,0,308,200,25,143,0,0,0,0,0,0,0,0,0,0,1,677
211,"PRATHMIK VIDYALAYA ROOM NO. 1 KARONDI",712,656,0,1368,549,467,0,1016,751,0,152,461,267,103,1,0,0,0,1,0,2,6,9,9,5,1016
212,"PRATHMIK VIDYALAYA ROOM NO. 1 MIRZAPUR PUJNAKI",410,350,0,760,312,237,0,549,549,0,2,308,224,8,0,0,0,0,1,0,0,0,3,1,2,549
213,"PRATHMIK VIDYALAYA ROOM NO. 1 MUSAIL",382,345,0,727,290,259,0,549,544,0,160,93,279,9,1,0,0,1,0,0,1,1,1,0,3,549
214,"PRATHMIK VIDYALAYA ROOM NO. 2 MUSAIL",767,691,0,1458,574,488,0,1062,1059,0,194,429,388,12,1,1,1,1,1,0,2,2,5,12,13,1062
215,"PRATHMIK VIDYALAYA ROOM NO. 1 MOHAMMADPUR KANDHELA",551,463,0,1014,451,385,0,836,621,0,107,273,437,10,1,4,0,0,0,0,0,0,1,1,2,836
216,"PRATHMIK VIDYALAYA ROOM NO. 1 BHOGPUR GOKALPUR",442,414,0,856,337,334,0,671,671,0,189,47,363,62,1,0,0,0,0,0,1,3,2,2,1,671
217,"PRATHMIK VIDYALAYA ROOM NO. 1 MALAYAN",357,318,0,675,272,248,0,520,519,0,20,234,255,1,0,1,0,0,0,1,1,1,0,5,1,520
218,"VADIK INTER COLLEGE ROOM NO. 8 MUZZAFRABAD",641,547,0,1188,530,427,0,957,957,0,656,142,43,98,4,0,0,0,1,0,1,0,3,2,7,957
219,"VADIK INTER COLLEGE ROOM NO. 9 MUZZAFRABAD",361,306,0,667,263,233,0,496,470,0,106,240,107,29,0,0,0,1,1,0,1,2,1,1,7,496
220,"VADIK INTER COLLEGE ROOM NO. 10 MUZZAFRABAD",590,581,0,1171,410,373,0,783,771,0,130,178,436,15,1,0,0,0,3,1,2,1,5,3,8,783
221,"VADIK INTER COLLEGE ROOM NO. 13 MUZZAFRABAD",275,245,0,520,197,184,0,381,381,0,177,23,161,13,1,0,0,0,1,0,0,3,1,0,1,381
222,"VADIK INTER COLLEGE ROOM NO. 11 MUZZAFRABAD",558,461,0,1019,416,332,0,748,746,0,352,33,339,9,0,0,0,1,1,1,0,2,2,2,6,748
223,"VADIK INTER COLLEGE ROOM NO. 12 MUZZAFRABAD",513,439,0,952,383,313,0,696,530,0,395,102,183,5,1,1,0,0,0,0,2,0,2,0,5,696
224,"PRATHMIK VIDYALAYA ROOM NO. 1 SHAHJADPUR URF DHALWALA",406,324,0,730,306,271,0,577,542,0,497,4,30,27,1,0,0,0,0,5,0,0,1,2,10,577
225,"PRATHMIK VIDYALAYA ROOM NO. 1 ALAMPUR KHURD",325,283,0,608,274,233,0,507,507,0,73,38,378,3,0,0,0,0,2,0,0,4,7,1,1,507
226,"PURVA MADHYAMIK VIDYALAYA ROOM NO. 1 MUSSAPUR",494,445,0,939,415,374,0,789,789,0,28,54,657,30,3,0,1,1,2,0,0,2,11,0,0,789
227,"PRATHMIK VIDYALAYA ROOM NO. 1 MADANPURA",251,237,0,488,219,194,0,413,351,0,279,11,1,111,2,1,0,0,0,1,1,0,0,3,3,413
228,"INDIRA GHANDHI INTER COLLEGE ROOM NO. 18 TALHAPUR",531,458,0,989,428,361,0,789,789,0,93,85,556,32,0,0,0,0,3,1,2,4,9,2,2,789
229,"INDIRA GHANDHI INTER COLLEGE ROOM NO. 17 TALHAPUR",577,495,0,1072,442,423,0,865,6,0,398,187,150,100,2,3,0,1,2,0,1,2,5,3,11,865
230,"PRATHMIK VIDYALAYA ROOM NO. 1 KALUWALA PAHADIPUR URF JAHANPUR",482,460,0,942,331,304,0,635,633,0,40,55,514,12,0,0,0,0,3,1,0,2,5,2,1,635
231,"PRATHMIK VIDYALAYA ROOM NO. 3 KALUWALA PAHADIPUR URF JAHANPUR",341,297,0,638,295,239,0,534,92,0,136,13,357,17,1,0,0,0,0,0,0,0,5,2,3,534
232,"PRATHMIK VIDYALAYA ROOM NO. 2 KALUWALA PAHADIPUR URF JAHANPUR",627,553,0,1180,511,428,0,939,939,0,4,336,531,20,1,8,0,1,0,3,3,4,16,5,7,939
233,"PRATHMIK VIDYALAYA ROOM NO. 1 KALUWALA TONGIYA",233,182,0,415,197,136,0,333,133,0,177,95,17,18,0,2,0,0,3,0,1,0,2,3,15,333
234,"PRATHMIK VIDYALAYA ROOM NO. 1 BARUGARH",556,481,0,1037,470,415,0,885,883,0,515,158,5,167,3,0,1,0,1,2,2,5,2,10,14,885
235,"PRATHMIK VIDYALAYA NO. 1 ROOM NO. 1 KALUWALA JAHANPUR U. URF KURDI KHERA",514,457,0,971,422,366,0,788,778,0,412,14,287,48,0,0,1,1,2,0,1,2,8,5,7,788
236,"PRATHMIK VIDYALAYA NO. 1 ROOM NO. 2 KALUWALA JAHANPUR U. URF KURDI KHERA",386,351,0,737,320,280,0,600,600,0,355,10,194,26,1,0,0,0,0,1,0,3,6,2,2,600
237,"PRATHMIK VIDYALAYA NO. 1 ROOM NO. 3 KALUWALA JAHANPUR U. URF KURDI KHERA",559,511,0,1070,457,401,0,858,854,0,300,244,238,35,0,0,1,1,0,2,1,1,10,9,16,858
238,"PRATHMIK VIDYALAYA NO. 1 ROOM NO. 4 KALUWALA JAHANPUR U. URF KURDI KHERA",286,229,0,515,200,171,0,371,371,0,81,12,249,1,2,0,0,1,2,0,0,1,14,4,4,371
239,"PRATHMIK VIDYALAYA NO. 2 ROOM NO. 1 KALUWALA JAHANPUR U. URF KURDI KHERA",725,642,0,1367,558,464,0,1022,988,0,307,123,490,23,1,2,1,3,1,4,3,6,18,13,27,1022
240,"PRATHMIK VIDYALAYA ROOM NO. 1 NORANGPUR",751,688,0,1439,562,474,0,1036,800,0,44,99,859,8,5,0,0,0,4,1,3,2,3,3,5,1036
241,"PURVA MADHYAMIK VIDYALAYA ROOM NO. 1 ABDULLAPUR",722,577,0,1299,472,396,0,868,868,0,134,291,407,7,1,1,1,0,1,0,2,2,5,7,9,868
242,"PURVA MADHYAMIK VIDYALAYA ROOM NO. 2 ABDULLAPUR",507,439,0,946,355,308,0,663,542,0,244,130,275,1,0,0,0,0,3,0,0,0,4,1,5,663
243,"PRATHMIK VIDYALAYA ROOM NO. 1 KALUWALA JAHANPUR D. URF SATPURA",771,641,0,1412,634,520,0,1154,1154,0,328,120,457,187,2,3,2,4,11,2,2,4,13,9,10,1154
244,"PRATHMIK VIDYALAYA ROOM NO. 2 KALUWALA JAHANPUR D. URF SATPURA",785,698,0,1483,671,594,0,1265,1265,0,14,77,1074,16,4,3,0,1,9,7,2,9,29,9,11,1265
245,"PRATHMIK VIDYALAYA ROOM NO. 1 GABLI M. JAINTIPUR",324,275,0,599,253,233,0,486,486,0,7,164,300,1,0,0,0,0,3,0,0,0,6,3,2,486
246,"PRATHMIK VIDYALAYA  ROOM NO. 1 JHIWARHERI M. JAINTIPUR",597,510,0,1107,443,410,0,853,854,0,20,393,413,9,0,1,1,0,3,1,1,2,5,0,4,853
247,"MURLI SINGH PRATHMIK VIDYALAYA  ROOM NO. 1 AMWALA M. JAINTIPUR",274,233,0,507,264,218,0,482,7,0,0,196,275,4,0,0,0,0,0,0,0,1,2,4,0,482
248,"PRATHMIK VIDYALAYA ROOM NO. 1 MUZFFARPUR",582,517,0,1099,494,443,0,937,937,0,21,219,658,6,1,0,0,0,7,0,0,6,8,7,4,937
249,"PRATHMIK VIDYALAYA ROOM NO. 1 SHEKHUPUR MJAHIDPUR",623,508,0,1131,457,382,0,839,839,0,429,275,27,104,0,0,0,0,1,0,0,1,0,0,2,839
250,"PRATHMIK VIDYALAYA ROOM NO. 1 MJAHIDPUR",531,455,0,986,426,373,0,799,799,0,650,55,10,73,0,0,0,0,0,0,0,2,1,2,6,799
251,"PRATHMIK VIDYALAYA ROOM NO. 1 FAKHRPUR",653,571,0,1224,486,517,0,1003,1003,0,504,401,29,63,1,0,0,1,0,0,0,1,1,1,1,1003
252,"PRATHMIK VIDYALAYA ROOM NO. 1 KHUJNAWAR",530,441,0,971,377,306,0,683,683,0,457,70,12,132,0,1,0,1,1,0,1,1,1,2,4,683
253,"PRATHMIK VIDYALAYA ROOM NO. 3 KHUJNAWAR",362,318,0,680,255,215,0,470,439,0,341,68,3,51,0,1,0,0,0,0,0,0,1,2,3,470
254,"PRATHMIK VIDYALAYA ROOM NO. 2 KHUJNAWAR",681,562,0,1243,448,324,0,772,79,0,581,54,10,94,1,2,0,0,0,0,0,2,6,5,17,772
255,"PURVA MADHYAMIK VIDYALAYA ROOM NO. 1 KHUJNAWAR",607,502,0,1109,442,387,0,829,826,0,626,75,16,93,1,0,0,0,1,1,1,2,1,4,8,829
256,"PRATHMIK VIDYALAYA ROOM NO. 1 MAJARI M. KHUJNAWAR",350,327,0,677,243,261,0,504,486,0,1,386,22,81,0,0,0,0,0,1,2,2,0,7,2,504
257,"PRATHMIK VIDYALAYA ROOM NO. 1 FARAKPUR NIWADA",207,195,0,402,158,151,0,309,46,0,178,22,80,23,0,0,2,0,0,0,1,1,0,0,2,309
258,"PRATHMIK VIDYALAYA ROOM NO. 2 FARAKPUR NIWADA",737,666,0,1403,587,537,0,1124,1124,0,423,300,253,108,5,0,1,0,2,2,3,1,3,12,11,1124
259,"PRATHMIK VIDYALAYA ROOM NO. 1 MURADNAGAR URF JIWALA",587,492,0,1079,432,338,0,770,770,0,263,308,156,25,1,0,0,1,0,1,2,3,1,6,3,770
260,"PRATHMIK VIDYALAYA ROOM NO. 2 MURADNAGAR URF JIWALA",679,584,0,1263,535,395,0,930,930,0,100,719,98,4,0,0,1,0,0,0,0,0,0,3,5,930
261,"SADHAN SAHAKARI SAMITI KA GODAM NO. 2 MURADNAGAR URF JIWALA",534,505,0,1039,446,373,0,819,819,0,99,601,91,18,0,0,0,0,1,0,0,0,2,3,4,819
262,"PRATHMIK VIDYALAYA  ROOM NO. 1 GADARHERI",609,550,0,1159,457,406,0,863,863,0,119,209,500,16,0,0,0,0,3,0,1,1,6,3,5,863
263,"PRATHMIK VIDYALAYA  ROOM NO. 1 SARDAHERI",608,515,0,1123,467,399,0,866,772,0,508,188,105,52,0,1,0,0,0,1,3,0,0,3,5,866
264,"PRATHMIK VIDYALAYA  ROOM NO. 1 CHOBARA",795,694,0,1489,601,461,0,1062,964,0,759,104,97,85,1,0,0,1,1,2,0,2,2,1,7,1062
265,"PRATHMIK VIDYALAYA  ROOM NO. 1 NOSARHERI",437,388,0,825,336,273,0,609,602,0,227,165,192,9,0,1,0,0,3,1,1,0,0,4,6,609
266,"PRATHMIK VIDYALAYA  ROOM NO. 1 IBRAHIMPUR",212,207,0,419,159,159,0,318,313,0,7,128,172,1,0,0,0,0,0,0,0,0,7,2,1,318
267,"PRATHMIK VIDYALAYA  ROOM NO. 1 ALIPUR SAMBHALKI",636,555,0,1191,534,472,0,1006,1006,0,266,420,202,102,0,0,1,0,2,1,0,1,3,5,3,1006
268,"PURVA MADHYAMIK VIDYALAYA  ROOM NO. 1 HALWANA",446,424,0,870,292,279,0,571,571,0,171,73,305,12,0,0,0,0,1,1,0,0,1,3,4,571
269,"PURVA MADHYAMIK VIDYALAYA  ROOM NO. 2 HALWANA",698,632,0,1330,538,485,0,1023,1023,0,46,569,356,4,2,0,2,0,1,0,2,6,14,13,8,1023
270,"PRATHMIK VIDYALAYA  ROOM NO. 1 KAMALPUR",670,594,0,1264,463,423,0,886,876,0,376,59,373,59,0,0,0,0,3,1,1,1,2,2,9,886
271,"PRATHMIK VIDYALAYA  ROOM NO. 2 KAMALPUR",545,508,0,1053,364,370,0,734,709,0,105,411,205,4,4,0,0,0,1,0,0,1,0,1,2,734
272,"PRATHMIK VIDYALAYA  ROOM NO. 1 FARIDPUR URF MANDUWALA",754,682,0,1436,529,470,0,999,964,0,121,577,240,39,0,2,0,1,2,0,0,3,0,5,9,999
273,"PRATHMIK VIDYALAYA ROOM NO. 1 AURANGBAD",715,685,0,1400,484,447,0,931,931,0,175,146,567,16,2,0,1,1,7,1,0,2,6,3,4,931
274,"PRATHMIK VIDYALAYA ROOM NO. 2 AURANGBAD",274,225,0,499,235,196,0,431,431,0,5,385,30,0,0,0,0,0,1,0,1,1,3,1,4,431
275,"PRATHMIK VIDYALAYA ROOM NO. 2 TAKIPUR",506,476,0,982,352,320,0,672,672,0,20,90,513,37,0,0,1,0,1,0,3,0,4,2,1,672
276,"PRATHMIK VIDYALAYA ROOM NO. 1 MOHAMMADPUR GRANT",308,267,0,575,265,244,0,509,509,0,27,185,269,22,0,1,0,0,0,1,0,1,2,0,1,509
277,"PRATHMIK VIDYALAYA ROOM NO. 1 BADSHAHPUR",466,419,0,885,321,390,0,711,708,0,204,89,359,40,2,0,0,0,2,1,2,4,5,0,3,711
278,"PRATHMIK VIDYALAYA ROOM NO. 1 KHUSHALIPUR",810,688,1,1499,668,581,0,1249,1249,0,31,302,822,17,1,4,2,7,13,7,4,8,13,8,10,1249
279,"PRATHMIK VIDYALAYA ROOM NO. 2 KHUSHALIPUR",815,744,0,1559,649,550,0,1199,1198,0,13,249,868,8,2,2,0,3,7,2,5,8,14,9,9,1199
280,"PRATHMIK VIDYALAYA ROOM NO. 1 FATHEPUR PELO",598,493,0,1091,433,314,0,747,744,0,238,192,264,13,5,3,1,1,4,2,2,4,2,4,12,747
281,"PRATHMIK VIDYALAYA ROOM NO. 1 MOHAND",745,597,0,1342,506,341,0,847,836,0,371,125,100,163,5,5,2,3,3,5,5,7,13,11,29,847
282,"PURVA MADHYAMIK VIDYALAYA ROOM NO. 1 GANESHPUR",508,456,0,964,395,342,0,737,723,0,19,104,568,8,3,1,0,0,5,1,1,5,12,6,4,737
283,"PURVA MADHYAMIK VIDYALAYA ROOM NO. 2 GANESHPUR",533,488,0,1021,437,382,0,819,807,0,47,211,507,25,3,0,1,2,4,1,0,1,10,3,4,819
284,"PRATHMIK VIDYALAYA ROOM NO. 1 SUNDERPUR M. THAPAL ISMAILPUR",857,766,0,1623,672,577,0,1249,1248,0,375,247,535,55,0,2,1,3,2,3,3,5,4,5,9,1249
285,"PRATHMIK VIDYALAYA ROOM NO. 1 TOTA TANDA M. THAPAL ISMAILPUR",611,564,0,1175,487,419,0,906,696,0,33,256,569,13,0,0,0,0,0,4,0,3,14,9,5,906
286,"PRATHMIK VIDYALAYA ROOM NO. 1 TANDA MAANSINGH M. THAPAL ISMAILPUR",690,573,0,1263,570,480,0,1050,938,0,128,202,533,147,2,0,0,2,2,1,2,3,22,2,4,1050
287,"PRATHMIK VIDYALAYA ROOM NO. 2 TANDA MAANSINGH M. THAPAL ISMAILPUR",316,297,0,613,245,221,0,466,428,0,22,60,355,6,1,0,0,1,2,1,2,2,11,1,2,466
288,"PRATHMIK VIDYALAYA ROOM NO. 1 BIHARIGARH THAPAL ISMAILPUR",271,227,0,498,193,162,0,355,352,0,3,281,45,4,0,1,0,1,2,0,1,4,5,3,5,355
289,"PRATHMIK VIDYALAYA ROOM NO. 2 BIHARIGARH THAPAL ISMAILPUR",698,568,0,1266,498,386,0,884,883,0,282,71,422,98,3,0,0,1,0,2,0,0,1,0,4,884
