"Polling Station",,"Total No of Electors",,,,"Voters Turnout",,,,,,"Candidate ID and Name",,,,,,,,,,,,,,,,,,,
"Part No","Part Name",Male,Female,Other,"Total No. of electors",Male,Female,Other,Total,"No of voters identifying using EPIC","Tendered Voter","1 - NAFISUDDIN","2 - BEGUM NOOR BANO URF MEHTAB","3 - HAJI MOHD YAQOOB","4 - KUNWER SARVESH KUMAR","5 - DR S T HASAN","6 - AMIT KUMAR","7 - KAMAR ALAM","8 - JAIPAL SINGH SAINI","9 - MOHD ZAFAR IQBAL","10 - TEAJ SINGH SAINI","11 - ENGINEER MOHAMMAD IRFAN","12 - VIMAL KUMAR","13 - SATISH CHANDRA SHARMA","14 - SANDEEP KUMAR","15 - SAURABH PRATAP SINGH","16 - HARIOM","17 - RAJ KUMAR GUPTA","18 - ROOPA CHANDRA SINGH","19 - None of the Above","Total Votes Secured"
307,"J.H.S. KAJIPURA ROOM 2",642,515,0,1157,470,336,0,806,806,0,1,27,94,78,535,4,3,2,0,1,40,1,1,0,3,2,1,1,12,806
308,"J.H.S. KAJIPURA ROOM 1",282,227,0,509,183,151,0,334,334,0,1,4,21,47,218,3,0,2,2,2,25,1,1,0,0,4,0,0,3,334
309,"J.H.S. KAJIPURA ROOM 2",684,544,0,1228,468,360,0,828,776,0,1,4,8,60,727,2,1,0,0,1,1,1,1,2,3,8,2,1,5,828
310,"J.H.S. KAJIPURA ROOM 3",264,197,0,461,180,146,0,326,326,0,2,3,14,8,286,3,0,1,0,0,6,1,0,0,1,0,0,0,1,326
311,"P.B. BADHERA ROOM 1",788,731,0,1519,589,508,0,1097,1097,0,5,9,203,164,672,8,2,5,1,5,4,2,0,3,4,3,4,1,2,1097
312,"P.B. MUSTAFAPUR ABBAL ROOM 1",620,544,0,1164,451,388,0,839,839,0,2,9,16,612,136,8,3,0,1,2,2,3,13,1,11,9,1,4,6,839
313,"P.B. SIHALI KHADDAR ROOM 1",648,532,0,1180,474,386,0,860,860,0,1,32,95,12,697,4,0,1,0,2,4,2,1,0,1,3,1,2,2,860
314,"P.B. SIHALI KHADDAR ROOM 1",369,312,0,681,290,183,0,473,473,0,0,7,73,27,338,4,1,0,0,0,3,0,0,0,0,0,2,0,18,473
315,"P.B. SIHALI KHADDAR ROOM 2",588,552,1,1141,392,365,0,757,757,0,4,40,68,28,593,3,0,1,0,1,6,0,2,3,1,3,0,0,4,757
316,"P.B. GUTABLI MUSTKAM ROOM 1",258,223,0,481,190,178,0,368,368,0,0,2,38,85,227,4,0,1,0,1,0,0,1,1,4,1,0,1,2,368
317,"P.B. WAJIDPUR ROOM",487,448,0,935,391,358,0,749,749,0,0,11,77,13,628,1,2,0,0,1,2,2,1,0,4,4,0,3,0,749
318,"P.B. MANJHOLI ROOM 1",329,281,0,610,267,245,0,512,512,0,0,1,88,223,194,0,0,0,1,0,1,1,0,0,1,0,1,0,1,512
319,"J.H.S. GAKHARPUR ROOM 1",742,582,1,1325,517,391,0,908,908,0,3,9,132,354,362,2,1,0,0,2,15,0,3,3,15,1,2,0,4,908
320,"J.H.S. GAKHARPUR ROOM 2",648,466,0,1114,412,313,0,725,725,0,1,13,38,30,620,1,1,1,1,1,6,1,0,2,0,3,1,2,3,725
321,"P.B. DHARUPUR ROOM 1",547,463,0,1010,397,328,0,725,725,0,7,5,238,360,74,4,2,0,1,5,2,2,1,4,4,5,2,4,5,725
