"Polling Station",,"Total No of Electors",,,,"Voters Turnout",,,,,,"Candidate ID and Name",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Part No","Part Name",Male,Female,Other,"Total No. of electors",Male,Female,Other,Total,"No of voters identifying using EPIC","Tendered Voter","1 - AJAY RAI","2 - KAILASH CHAURASIYA","3 - NARENDRA MODI","4 - VIJAY PRAKASH JAISAWAL","5 - HIRALAL YADAV","6 - A.K. AGGARWAL","7 - ABHIMANYU SINGH PATEL","8 - ARVIND KEJRIWAL","9 - ARUN","10 - INDIRA TIWARI","11 - USMAN","12 - OM GURU CHARAN DAS ALIAS VIMAL KUMAR SINGH","13 - DEVI PRASAD NAND","14 - NARENDRA NATH DUBEY ADIG","15 - BACHCHELAL","16 - RAJESH BHARTI SURYA","17 - RAM LAKHAN GUPTA","18 - LALLAN","19 - SHIVHARI AGARWAL","20 - SANTOSH KUMAR","21 - HARI LAL","22 - HEMANT KUMAR YADAV","23 - AHMED SOHEL SIDDIQUI","24 - IFTEKHAR KURAISHI","25 - GHANSHYAM","26 - JOHNSON THOMAS","27 - NARENDRA BAHADUR SINGH","28 - PRAKASH PRASAD","29 - PRABHAT KUMAR","30 - PRAMOD KUMAR","31 - BACHCHAN PRASAD YADAV","32 - BASEER KINNAR","33 - MANOJ KUMAR CHAUBEY","34 - MAHENDRA MISHRA","35 - RAVINDRA KUMAR","36 - RAJIV KUMAR MISHRA","37 - RAJENDRA PRASAD GARIB DAS","38 - RAMPYARE SINGH","39 - SHIV KUMAR SHAH","40 - SATISH SHANKAR JAYASWAL","41 - SATYAPRAKASH SRIVASTAVA","42 - SARVESH KUMAR GUPTA","43 - None of the Above","Total Votes Secured"
95,"B.P.P.HARDUTTPUR R.NO.1",646,552,0,1198,459,374,0,833,833,0,20,22,590,59,2,5,1,40,1,6,1,2,0,1,1,1,4,1,1,9,6,2,5,3,3,4,4,2,6,4,7,2,3,0,1,3,1,3,0,2,1,0,4,833
96,"B.P.P.HARDUTTPUR R.NO.2",714,593,0,1307,543,408,0,951,951,0,6,5,617,141,3,0,2,92,6,7,1,4,6,6,2,8,1,0,2,2,1,2,1,1,2,2,2,1,0,4,2,3,1,0,4,0,1,1,1,2,1,0,8,951
97,"B.P.P.BANDEYPUR R.NO.1",636,453,0,1089,421,292,0,713,713,0,23,7,348,80,3,3,3,194,14,2,1,2,5,0,0,6,1,2,0,2,1,0,0,2,2,0,1,1,0,1,1,0,1,0,1,1,1,0,0,0,0,4,0,713
98,"B.P.P.BANDEYPUR R.NO.2",665,481,0,1146,469,238,0,707,707,0,49,13,257,149,1,4,2,169,4,8,3,2,3,3,2,4,2,1,0,2,0,4,1,2,2,1,3,4,1,1,1,2,0,0,0,2,0,0,0,0,0,4,1,707
99,P.P.GANGAPUR,451,363,0,814,322,237,0,559,559,0,7,113,245,99,1,2,1,57,1,2,1,0,1,1,0,2,1,2,1,2,1,1,0,2,1,1,1,0,2,2,0,0,0,1,1,0,2,0,2,2,1,0,0,559
100,"B.P.P.RAMPUR R.NO.1",409,327,0,736,249,216,0,465,465,0,31,16,327,7,1,0,3,38,0,1,1,0,2,2,0,5,1,0,3,5,1,2,3,0,2,3,0,0,1,1,3,2,0,0,0,0,1,0,0,0,0,1,2,465
101,"B.P.P.RAMPUR R.NO.2",688,547,0,1235,399,308,0,707,707,0,38,3,364,173,3,2,3,68,1,3,1,1,2,1,0,4,0,0,3,0,1,1,1,5,0,0,1,4,3,3,0,4,0,0,0,3,7,0,0,0,3,0,1,707
102,P.P.DHANPALPUR,375,286,0,661,265,193,0,458,458,0,25,22,217,129,3,1,3,31,0,2,1,0,3,1,1,0,2,0,2,0,0,1,0,1,0,0,0,1,1,0,1,4,0,1,0,1,1,0,0,0,1,2,0,458
103,P.P.DAYAPUR,571,437,0,1008,398,281,0,679,679,0,11,3,475,5,3,3,2,145,4,1,1,1,6,3,1,1,1,0,1,1,0,1,2,0,2,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,2,0,679
104,"R.K.U.M.V.BASANTPATTI R.NO1",569,487,0,1056,426,318,0,744,744,0,15,9,488,23,4,5,1,124,8,9,2,0,1,7,0,6,2,1,4,1,2,3,0,1,1,3,7,1,0,6,1,1,1,0,2,0,2,1,0,1,0,0,1,744
105,"R.K.U.M.V.BASANTPATTI R.NO2",570,409,0,979,382,274,0,656,656,0,42,63,428,21,3,3,0,32,3,8,1,2,5,3,2,7,1,1,2,2,0,1,2,2,1,0,4,0,2,3,4,4,0,0,0,2,1,0,0,0,0,0,1,656
106,"P.P.GHAMAHAPUR R.NO1",226,204,0,430,167,119,0,286,286,0,18,11,163,28,2,0,0,10,1,0,0,0,5,7,0,5,0,0,3,1,1,1,1,1,0,3,1,3,0,6,2,4,1,0,0,0,1,2,0,0,0,1,4,286
107,"P.P.GHAMAHAPUR R.NO2",644,454,0,1098,472,310,0,782,782,0,36,11,629,13,2,1,0,41,0,3,2,0,1,2,1,2,0,1,3,2,1,3,0,0,1,1,1,0,2,1,0,2,3,1,5,0,2,0,0,1,1,1,6,782
108,"P.P.GANGAPUR R.NO 1",986,821,0,1807,340,248,0,588,588,0,36,102,252,74,1,0,2,74,1,0,0,1,2,1,2,4,3,1,0,0,0,1,1,3,1,0,0,3,0,3,2,2,2,2,0,3,1,0,1,0,1,1,5,588
109,"P.P.GANGAPUR R.NO.2",635,466,0,1101,468,270,0,738,738,0,58,46,410,39,1,2,1,148,3,4,1,1,3,4,0,2,3,1,0,0,0,0,1,0,0,0,0,1,1,1,0,3,1,0,2,0,0,0,0,0,0,0,1,738
110,"K.P.P.GANGAPUR R.NO1",713,537,0,1250,496,283,0,779,779,0,80,53,290,159,1,1,2,139,4,1,1,2,0,2,1,6,0,2,1,4,0,3,0,1,1,1,2,3,0,1,1,6,1,0,2,1,2,0,0,1,0,4,0,779
111,"K.P.P.GANGAPUR R.NO2",723,540,0,1263,459,307,0,766,766,0,98,33,367,176,1,2,0,49,0,1,0,1,5,2,2,1,1,0,3,2,0,0,2,1,0,2,1,0,3,4,1,0,0,0,1,2,2,1,1,0,0,0,1,766
112,I.C.GANGAPUR,153,143,0,296,79,69,0,148,148,0,6,1,115,2,0,0,0,6,0,2,0,0,0,2,0,5,0,0,2,0,0,0,1,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,148
113,"SAMUDAYIK CENTER NAGAR PANCHAYAT GANGAPUR",615,519,0,1134,455,346,0,801,801,0,39,43,608,46,4,1,1,14,1,1,1,3,0,3,0,5,2,2,4,0,0,0,2,1,0,1,2,1,1,5,0,3,1,1,1,2,0,1,0,0,0,0,1,801
114,"J.H.SCHOOL.PAYAGPUR R.NO.1",396,318,0,714,228,171,0,399,399,0,51,8,161,66,0,3,1,102,1,0,1,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,399
115,"J.H.SCHOOL.PAYAGPUR R.NO.2",325,250,0,575,199,183,0,382,382,0,10,11,295,6,2,2,0,36,1,1,0,0,1,1,1,2,0,1,3,0,0,2,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,1,1,1,382
116,"MATRI SHISHU K.KENDRA SAHAWAJPUR",308,253,0,561,224,177,0,401,401,0,24,7,249,2,4,2,1,50,0,2,0,4,3,3,1,3,1,0,7,5,1,1,0,4,0,2,1,1,0,7,2,4,0,0,2,0,3,1,1,1,0,1,1,401
117,"P.P.TODARPUR R.NO.1",564,476,0,1040,360,263,0,623,623,0,29,35,278,88,24,2,0,78,5,1,2,2,5,2,4,7,1,3,3,3,1,1,3,4,4,0,6,6,0,0,1,5,0,1,3,2,2,1,1,0,1,2,7,623
118,"P.P.TODARPUR R.NO.2",560,426,0,986,323,257,0,580,580,0,31,24,407,34,13,2,2,38,0,3,1,1,1,0,0,5,0,1,1,2,1,0,0,1,0,2,1,0,0,1,0,2,0,1,2,1,1,0,1,0,0,0,0,580
119,"P.P.MILKICHAK R.NO.1",610,483,0,1093,397,298,0,695,695,0,15,321,187,5,9,1,0,107,2,1,0,1,0,1,0,2,3,1,0,4,1,2,3,2,1,2,0,3,2,1,3,4,3,0,0,0,0,0,0,0,2,5,1,695
120,"P.P.MILKICHAK R.NO.2",525,410,0,935,350,278,0,628,628,0,17,20,358,93,8,5,0,82,0,3,0,0,2,4,0,1,4,1,7,2,0,2,0,2,0,1,2,2,1,2,0,0,0,2,1,1,3,0,0,0,0,1,1,628
121,"P.P.KANERI R.NO.1",690,549,0,1239,497,390,0,887,887,0,20,145,582,11,2,3,3,65,1,3,0,1,5,5,1,6,0,2,3,1,1,1,1,2,0,4,1,3,1,1,1,1,2,1,0,2,2,0,1,0,2,0,1,887
122,"P.P.KANERI R.NO.2",292,244,0,536,171,153,0,324,324,0,8,23,246,3,0,0,0,21,1,0,1,0,1,1,0,2,0,1,3,0,0,1,1,0,0,0,0,1,1,1,0,3,0,1,1,0,0,0,0,0,1,0,2,324
123,P.P.BABHANIYAON,745,611,0,1356,456,340,0,796,796,0,118,48,344,63,7,4,2,175,2,0,2,0,1,1,2,2,2,0,1,0,3,2,1,0,4,2,1,1,1,0,0,0,0,0,0,2,1,0,1,0,1,1,1,796
124,"J.H.SCHOOL JEETAPUR",634,516,0,1150,402,315,0,717,717,0,22,71,302,197,3,1,0,75,1,1,0,0,2,1,1,2,0,2,1,2,1,3,0,1,2,0,1,2,0,2,3,6,0,1,1,0,6,0,0,1,2,0,1,717
125,"B.P.P.BHAWANIPUR R.NO1",733,609,0,1342,498,392,0,890,890,0,36,19,586,97,0,6,1,61,2,7,4,2,4,5,2,7,1,1,5,5,2,3,2,3,1,4,1,2,1,4,0,9,0,0,1,3,1,0,0,0,0,1,1,890
126,"B.P.P.BHAWANIPUR R.NO2",619,461,0,1080,385,309,0,694,694,0,45,31,355,137,2,1,2,73,2,6,0,0,1,2,3,3,2,0,0,2,0,0,0,4,2,2,1,6,2,0,0,1,0,0,2,0,3,0,1,1,1,1,0,694
127,"PANCHYAT BHAWAN KASHIPUR",777,620,0,1397,529,398,0,927,927,0,28,16,615,107,8,2,2,57,1,4,0,0,1,2,1,2,3,1,3,4,1,4,4,0,1,6,8,6,5,7,6,9,2,1,1,0,3,0,0,2,0,3,1,927
128,P.P.GAURA,592,487,0,1079,434,324,0,758,758,0,50,22,331,128,2,3,5,150,6,4,1,2,3,1,0,7,0,0,2,1,1,2,2,4,1,1,3,0,3,3,1,2,0,0,1,0,6,1,0,0,3,3,3,758
129,P.P.JAGARDEOPUR,598,490,0,1088,402,293,0,695,695,0,79,15,419,94,5,1,1,39,2,3,0,2,2,2,1,2,2,1,3,2,0,0,1,0,1,5,0,2,1,1,0,2,0,0,1,1,4,0,0,0,0,1,0,695
130,K.P.P.BHADRASI,546,391,0,937,338,255,0,593,593,0,41,36,243,119,12,1,0,58,8,4,0,2,2,1,1,5,5,2,2,2,5,4,3,1,2,2,3,5,0,2,1,5,1,2,4,1,2,2,1,0,1,2,0,593
131,"S.P.U.M.V.BADHAINIKHURD R.NO.1",666,517,0,1183,474,346,0,820,820,0,33,44,511,23,24,2,1,59,2,6,1,1,1,2,1,5,7,2,7,9,5,4,1,3,7,4,3,4,1,7,6,8,5,4,2,0,4,1,1,0,1,6,2,820
132,"S.P.U.M.V.BADHAINIKHURD R.NO.2",629,498,0,1127,395,313,0,708,708,0,22,136,297,159,0,1,0,37,1,1,2,1,3,0,0,5,3,2,3,2,1,4,1,0,1,1,1,1,0,1,0,2,0,0,5,0,6,1,1,0,1,2,4,708
133,".P.P. KANDHIPUR",692,551,0,1243,500,411,0,911,911,0,5,12,731,9,12,4,4,98,1,1,1,0,1,3,1,3,0,2,2,1,0,0,2,1,0,3,2,1,0,0,0,1,1,1,2,2,0,0,0,0,3,1,0,911
134,P.P.DHOLAPUR,543,447,0,990,390,323,0,713,713,0,7,11,392,227,4,2,0,15,1,5,0,1,1,0,1,1,4,0,8,1,2,1,1,1,2,0,0,2,3,6,1,4,0,0,1,2,4,0,0,1,0,0,1,713
135,P.P.RAMSIPUR,777,618,0,1395,591,438,0,1029,1029,0,67,29,619,47,3,4,2,164,4,7,1,2,6,10,2,12,2,0,1,2,0,3,1,1,0,3,4,3,3,11,1,6,1,1,0,1,2,1,0,0,1,2,0,1029
136,"P.P.KARNADADI R.NO1.",633,529,0,1162,434,329,0,763,763,0,18,25,587,17,1,9,3,57,0,4,2,3,6,6,1,4,0,0,2,0,0,0,1,0,0,1,1,0,1,5,1,2,1,0,1,0,0,0,0,0,0,3,1,763
137,"P.P.KARNADADI R.NO.2",545,448,0,993,327,297,0,624,624,0,10,56,438,14,0,2,3,60,2,5,0,4,2,4,1,1,0,0,2,1,0,4,0,0,1,3,0,1,0,4,0,3,0,1,0,2,0,0,0,0,0,0,0,624
138,"P.P.MOHANSARAI R.NO.1",532,445,0,977,366,278,0,644,644,0,36,40,331,7,1,1,0,178,5,3,0,0,0,0,0,2,1,0,0,0,0,3,3,3,2,3,1,0,1,4,1,1,2,0,0,0,1,0,0,1,0,5,8,644
139,"P.P.MOHANSARAI R.NO.2",648,486,0,1134,435,332,0,767,767,0,32,26,440,127,7,2,1,87,0,3,2,1,0,2,0,3,0,1,4,2,1,1,2,3,0,2,0,0,1,2,2,2,4,0,1,0,4,1,0,0,0,0,1,767
140,"P.P.BAIRAWAN R.NO.1",529,409,0,938,376,256,0,632,632,0,12,25,495,9,2,4,0,43,1,3,0,1,3,3,3,3,0,0,5,3,1,2,1,0,0,0,1,3,0,0,0,2,0,0,1,0,1,1,0,0,1,1,2,632
141,"P.P.BAIRAWAN R.NO.2",563,427,0,990,337,268,0,605,605,0,19,37,391,77,2,3,0,13,0,3,0,3,1,1,1,2,2,2,8,6,1,2,1,0,4,2,1,3,2,2,2,1,1,0,1,1,3,1,1,1,0,2,2,605
142,P.P.NIYAISIPUR,352,245,0,597,236,157,0,393,393,0,7,43,282,28,0,3,0,5,0,1,0,0,1,0,0,4,0,1,3,2,0,0,0,2,0,0,0,2,3,0,0,1,0,0,1,1,1,1,1,0,0,0,0,393
143,"SAMUDAIK KENDRA PARSUPUR",438,363,0,801,294,217,0,511,511,0,14,54,351,41,1,3,0,28,0,1,1,0,1,1,0,1,0,0,0,0,0,0,0,1,0,3,2,0,1,0,0,2,3,0,0,1,1,0,0,0,0,0,0,511
144,P.P.TOFAPUR,295,233,0,528,201,142,0,343,343,0,5,6,269,5,3,3,0,21,0,6,1,2,0,1,1,3,0,0,0,1,1,3,0,0,2,0,1,2,1,1,1,2,0,0,1,0,0,0,0,0,0,0,1,343
145,P.P.BAHORANPUR,507,453,0,960,397,350,0,747,747,0,21,14,421,140,5,4,0,49,3,6,1,2,7,5,0,7,0,1,3,1,1,2,1,2,2,2,2,0,3,3,1,4,10,1,7,2,10,1,1,0,0,0,2,747
146,"P.P.BISHUNPUR R.NO.1",512,352,0,864,341,229,0,570,570,0,4,3,403,102,2,0,0,32,0,0,1,0,0,3,0,2,0,0,1,1,2,0,0,0,2,2,2,1,0,0,0,1,0,0,1,1,1,1,0,1,0,0,1,570
147,"P.P.BISHUNPUR R.NO.2",499,403,1,903,325,254,0,579,579,0,16,4,459,38,1,0,0,28,1,1,1,0,1,3,0,4,0,1,0,0,0,0,0,1,0,1,3,0,4,2,0,3,0,1,1,0,1,0,0,1,0,0,3,579
148,"P.P.HARPALPUR R.NO.1",540,373,0,913,413,244,0,657,657,0,284,35,52,163,5,0,0,78,2,0,1,1,3,0,0,3,2,1,0,0,0,0,1,2,2,1,0,1,0,1,0,3,3,0,1,2,4,0,2,0,0,3,1,657
149,"P.P.HARPALPUR R.NO.2",853,541,0,1394,535,268,0,803,803,0,485,28,59,4,0,1,1,181,3,2,0,1,2,0,3,3,2,0,0,1,2,1,2,0,3,1,2,2,2,1,2,0,2,0,0,1,0,0,0,1,0,4,1,803
150,"P.P.HARPALPUR R.NO.3",849,663,0,1512,523,360,0,883,883,0,535,23,135,8,4,0,2,118,1,0,1,1,0,3,2,5,2,1,3,1,3,2,1,4,0,3,1,0,1,2,0,6,5,1,1,1,0,0,0,0,0,4,3,883
151,"P.P.HARPALPUR R.NO.4",690,479,0,1169,405,244,0,649,649,0,128,28,350,40,0,1,0,53,0,2,2,1,2,2,0,10,4,3,3,0,1,1,0,2,0,2,0,0,2,1,1,1,0,0,0,2,1,0,0,1,1,3,1,649
152,"KARAMDESHWAR MAHADEV I COLLAGE KANDAWA R.NO.1",637,487,0,1124,331,251,0,582,582,0,45,13,398,8,0,3,1,94,1,0,0,1,0,0,2,2,1,1,2,1,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,1,2,582
153,"KARMDESHWAR MAHADEV I COLLAGE  KANDAWA R.NO.1",416,324,0,740,216,169,0,385,385,0,15,6,274,10,1,0,0,71,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,385
154,"KARMDESHWAR MAHADEV I COLLAGE  KANDAWA R.NO.3",641,484,0,1125,359,269,0,628,628,0,28,25,381,15,1,1,2,134,3,1,0,2,1,1,1,2,2,0,0,2,1,0,0,4,1,3,1,0,1,3,0,4,0,0,3,2,0,0,0,1,1,0,1,628
155,"KARMDESHWAR MAHADEV I COLLAGE KANDAWA R.NO.4",695,568,0,1263,404,293,0,697,697,0,19,28,440,16,0,1,2,151,6,1,1,1,0,1,0,3,1,2,1,0,1,3,0,6,0,2,0,1,0,0,0,4,0,1,0,0,0,0,0,0,0,1,4,697
156,"KARMDESHWAR MAHADEV I COLLAGE KANDAWA R.NO.5",595,462,0,1057,301,242,0,543,543,0,21,4,346,23,0,0,0,132,1,1,3,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,1,2,1,0,0,0,0,0,2,543
157,"KARMDESHWAR MAHADEV I COLLAGE  KANDAWA R.NO.6",488,415,0,903,359,140,0,499,499,0,17,13,353,26,0,0,1,77,2,1,0,1,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,499
158,"KARMDESHWAR MAHADEV I COLLAGE  KANDAWA R.NO.7",889,736,0,1625,519,406,0,925,925,0,31,10,494,164,1,2,1,171,3,0,1,1,3,1,2,5,0,0,1,1,1,2,0,0,1,2,1,2,1,3,1,0,3,0,0,1,10,0,0,0,1,0,4,925
159,"KARMDESHWAR MAHADEV I COLLAGE KANDAWA R.NO.8",798,632,0,1430,447,378,0,825,825,0,38,19,542,20,2,1,1,171,3,2,1,0,0,1,0,2,1,0,0,2,2,0,1,3,1,2,0,2,0,2,1,0,0,0,0,1,0,0,0,0,0,3,1,825
160,"KARMDESHWAR MAHADEV I COLLAGE  KANDAWA R.NO.9",708,534,0,1242,426,289,0,715,715,0,24,25,421,29,1,2,2,181,1,3,1,1,2,1,2,4,0,0,1,0,0,2,0,2,2,1,1,1,0,0,0,0,0,0,0,0,2,0,0,0,0,2,1,715
161,"P.P.WALESHPUR R.NO.1",860,703,0,1563,556,450,0,1006,1006,0,45,27,578,116,3,3,2,183,5,2,0,1,1,0,2,5,0,0,2,1,0,2,1,2,3,1,1,0,2,1,1,3,0,1,2,0,2,1,0,1,1,1,4,1006
162,"P.P.AWALESHPUR R.NO.2",668,546,0,1214,455,360,0,815,815,0,34,23,440,34,1,1,4,210,1,5,0,0,2,1,0,5,2,0,1,0,2,4,1,4,4,0,2,3,0,3,0,9,4,2,3,0,1,0,0,1,1,2,5,815
163,"P.P.CHITAIPUR R.NO.1",723,592,0,1315,437,379,0,816,816,0,29,44,430,111,0,1,0,165,0,2,0,1,0,0,1,2,0,2,1,1,0,0,0,2,1,1,0,1,3,0,3,3,2,0,0,0,1,1,0,1,0,6,1,816
164,"P.P.CHITAIPUR R.NO.2",341,273,0,614,218,177,0,395,395,0,13,34,223,12,0,1,3,89,2,1,1,1,2,1,0,1,0,0,0,0,0,0,0,1,1,0,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,4,0,395
165,"P.P.KANCHANPUR R.NO.1",687,633,0,1320,397,369,0,766,766,0,28,21,473,34,2,0,5,163,9,2,1,0,0,3,0,1,1,0,2,3,3,0,0,2,0,2,0,2,0,1,2,2,0,0,0,0,0,0,0,0,0,1,3,766
166,"P.P.KANCHANPUR R.NO.2",746,604,1,1351,482,367,0,849,849,0,48,22,423,130,0,1,41,139,2,2,0,1,1,2,2,1,0,0,0,3,2,2,2,3,0,2,1,3,3,1,1,1,1,0,2,0,1,1,0,1,0,1,3,849
167,"P.P.KANCHANPUR R.NO.3",792,682,0,1474,467,394,0,861,861,0,54,14,565,65,1,1,2,146,0,0,1,0,0,0,1,3,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,2,0,0,1,0,1,0,0,0,0,0,0,861
168,"B.P.P.PAHARI R.NO.1",800,621,0,1421,455,322,0,777,777,0,38,5,471,22,3,4,2,197,2,5,1,1,2,3,1,2,1,0,2,0,0,2,0,1,1,2,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,5,0,777
169,"B.P.P.PAHARI R.NO.2",578,502,0,1080,340,283,0,623,623,0,34,1,300,71,3,2,0,167,1,4,1,0,0,1,0,0,5,1,3,5,3,1,1,2,0,3,3,0,1,2,0,0,0,1,2,0,0,1,1,0,0,1,2,623
170,"B.P.P.PAHARI R.NO.3",803,565,0,1368,474,303,0,777,777,0,34,38,358,70,0,0,4,243,3,2,0,1,2,2,1,3,2,0,0,0,0,1,1,3,0,0,0,0,0,1,0,4,0,0,0,0,1,0,0,0,1,1,1,777
171,"B.P.P.PAHARI R.NO.4",406,309,0,715,246,149,0,395,395,0,29,4,257,4,0,1,1,82,2,1,1,0,2,0,1,1,0,0,0,0,0,0,0,2,0,2,2,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,395
172,"I.C.D.L.W.MANDUADIHA R.NO.1",315,273,0,588,134,130,0,264,264,0,21,2,179,7,0,0,0,51,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,264
173,"I.C.D.L.W.MANDUADIHA R.NO.2",625,504,0,1129,275,255,0,530,530,0,59,3,297,25,0,0,0,139,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,530
174,"I.C.D.L.W.MANDUADIHA R.NO.3",461,430,0,891,154,204,0,358,358,0,36,4,215,20,0,0,2,76,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,358
175,"I.C.D.L.W.MANDUADIHA R.NO.4",442,344,0,786,160,164,0,324,324,0,30,0,162,9,0,0,2,118,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,324
176,"I.C.D.L.W.MANDUADIHA R.NO.5",482,431,0,913,243,119,0,362,362,0,37,1,171,27,0,0,0,121,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,362
177,"I.C.D.L.W.MANDUADIHA R.NO.6",461,374,0,835,154,159,0,313,313,0,23,2,150,14,0,0,0,119,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,313
178,"KENDRIYA V.BHIKHARIPUR R.NO.1",333,252,0,585,142,137,0,279,279,0,12,1,133,8,0,0,0,125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,279
179,"KENDRIYA V.BHIKHARIPUR R.NO.2",307,366,0,673,115,153,0,268,268,0,28,2,140,11,0,1,0,82,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,268
180,"KENDRIYA V.BHIKHARIPUR R.NO.3",362,357,0,719,155,149,0,304,304,0,29,2,144,13,0,0,0,110,0,0,0,0,0,0,1,2,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,304
181,"KENDRIYA V.BHIKHARIPUR R.NO.4",694,493,0,1187,202,178,0,380,380,0,43,6,174,24,0,0,0,128,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,380
182,P.P.TARAPUR,660,553,0,1213,452,361,0,813,813,0,59,9,518,58,0,2,1,115,3,4,1,1,3,5,2,1,1,2,0,2,0,1,3,1,3,2,1,0,0,1,2,2,0,1,3,1,1,0,0,0,0,2,2,813
183,"P.P.SARAIDANGARI KALA R.NO.1",666,575,0,1241,441,363,0,804,804,0,20,52,454,14,2,2,0,217,3,4,0,1,2,3,0,7,0,1,1,2,0,1,1,2,1,0,3,2,2,0,1,2,0,0,0,0,0,0,0,0,0,2,2,804
184,"P.P.SARAIDANGARI KALA R.NO.2",524,454,0,978,318,250,0,568,568,0,55,5,323,11,1,1,6,121,3,7,2,2,1,1,0,5,2,1,3,0,1,0,2,3,1,2,1,1,0,0,0,2,0,0,0,0,0,1,0,0,1,2,1,568
185,P.P.GAJADHARPUR,894,715,0,1609,628,451,0,1079,1079,0,23,189,438,117,3,4,1,208,5,6,3,2,2,3,1,5,1,2,8,11,2,2,1,6,2,4,0,5,2,1,1,4,1,1,1,3,1,1,0,1,0,4,4,1079
186,"P.P.KHANAO R.NO.1",474,410,0,884,324,215,0,539,539,0,15,176,124,11,1,1,1,141,6,3,1,0,2,2,4,1,2,1,1,2,0,0,2,7,3,2,2,2,2,2,1,10,0,0,0,0,2,2,0,1,0,3,3,539
187,"P.P.KHANAO R.NO.2",546,400,0,946,365,262,0,627,627,0,14,21,366,105,0,1,1,91,2,1,0,0,2,0,1,3,0,2,0,0,0,0,3,1,2,1,1,0,1,0,1,2,0,0,2,1,1,0,0,0,0,1,0,627
188,"P.P.TIKARI R.NO.1",500,359,0,859,328,212,0,540,540,0,124,5,164,11,0,4,1,174,6,3,0,0,2,0,0,4,5,0,3,1,0,1,2,7,2,2,0,2,4,1,1,4,0,0,0,0,2,0,0,0,1,3,1,540
189,"P.P.TIKARI R.NO.2",498,450,0,948,281,252,0,533,533,0,67,3,195,192,1,0,1,36,0,1,0,0,0,2,1,4,0,1,2,2,1,1,0,4,0,0,1,1,1,1,1,3,2,1,1,0,2,1,0,0,0,1,3,533
190,"R.K.H.SCHOOL TIKARI R.NO.1",674,538,0,1212,457,339,0,796,796,0,138,19,456,8,2,3,2,86,1,4,2,1,0,2,4,9,2,2,4,1,1,1,3,1,1,1,5,3,5,3,8,12,1,0,0,0,0,0,0,0,0,3,2,796
191,"R.K.H.SCHOOL TIKARI R.NO.2",515,401,0,916,310,232,0,542,542,0,47,99,155,119,2,2,1,79,5,2,0,1,2,1,1,4,1,1,0,2,0,3,0,1,1,0,0,0,1,1,1,4,1,1,0,0,0,2,0,0,0,2,0,542
192,"JAGARDEO TAKNIKI KALA KENDRA NAIPURAKALA R.NO.1",855,653,1,1509,590,266,0,856,856,0,63,113,368,40,0,3,0,182,4,1,0,2,0,1,1,2,1,0,1,3,2,4,3,5,1,4,4,3,3,1,3,0,0,3,3,2,4,5,0,2,3,11,5,856
