"Polling Station",,"Total No of Electors",,,,"Voters Turnout",,,,,,"Candidate ID and Name",,,,,,,,,,,,,,,,,,,
"Part No","Part Name",Male,Female,Other,"Total No. of electors",Male,Female,Other,Total,"No of voters identifying using EPIC","Tendered Voter","1 - ANIL SHUKLA WARSI","2 - DEVENDRA SINGH BHOLE SINGH","3 - RAJARAM PAL","4 - LAL SINGH TOMAR","5 - AMAR SINGH","6 - ARVIND KUMAR","7 - DR. OMKAR NATH KATIYAR","8 - GOPI RAMAN","9 - JASWANT SINGH","10 - DR. BAJARANG PRATAP SONKAR","11 - RAMA KANT VERMA","12 - RAMENDRA SINGH TOMAR","13 - ASHOK YADAV","14 - NEERAJ KUMAR ADVOCATE","15 - BHARTI DEVI PASI ADVOCATE","16 - MUNNI DEVI","17 - RAM SEVAK","18 - VIJAY KUMAR SHARMA","19 - None of the Above","Total Votes Secured"
250,"MAHATMA GANDHI GOPI NATH SINGH HA.SE. SCHOOL PARVATI BANGLA ROAD R.NO.2",707,589,0,1296,375,294,0,669,669,0,209,367,52,19,1,3,0,0,1,0,0,0,1,0,3,4,6,2,1,669
251,"MAHATMA GANDHI GOPI NATH SINGH HA.SE. SCHOOL PARVATI BANGLA ROAD R.NO.3",416,405,0,821,194,164,0,358,354,0,92,210,28,14,0,1,0,0,0,0,0,0,3,1,3,1,2,1,2,358
252,"MAHATMA GANDHI GOPI NATH SINGH HA.SE. SCHOOL PARVATI BANGLA ROAD R.NO.4",650,520,0,1170,339,71,0,410,225,0,56,281,30,21,1,7,0,0,1,0,0,0,1,0,1,2,1,8,0,410
253,"MAHATMA GANDHI GOPI NATH SINGH HA.SE. SCHOOL PARVATI BANGLA ROAD R.NO.5 TILAK NAGAR",344,264,0,608,177,123,0,300,24,0,41,208,28,16,0,5,0,0,0,0,0,0,0,0,0,0,0,2,0,300
254,"NAGAR NIGAM MAHILA I.KA.ROOM NO.1 TILAK NAGAR",989,863,0,1852,482,374,0,856,794,0,66,583,135,48,0,7,0,0,0,1,0,7,0,0,5,1,1,0,2,856
255,"NAGAR NIGAM MAHILA I.KA.ROOM NO.2 TILAK NAGAR",823,751,0,1574,464,408,0,872,872,0,32,644,126,35,1,23,0,0,0,0,0,0,1,0,0,1,0,0,9,872
256,"NAGAR NIGAM MAHILA I.KA.ROOM NO.3 TILAK NAGAR",671,641,0,1312,312,263,0,575,520,0,18,451,71,11,0,15,0,0,0,0,0,0,0,1,0,0,1,0,7,575
257,"NAGAR NIGAM MAHILA I.KA.ROOM NO.4 TILAK NAGAR",843,843,0,1686,475,426,0,901,326,0,9,774,69,8,0,27,0,0,0,1,0,0,0,1,2,0,0,6,4,901
258,"NAGAR NIGAM MAHILA I.KA.ROOM NO.5 TILAK NAGAR",549,527,0,1076,302,268,0,570,112,0,3,476,56,8,0,20,0,0,0,0,0,0,0,0,0,1,0,0,6,570
259,"NAGAR NIGAM MAHILA I.KA.ROOM NO.6 TILAK NAGAR",565,581,0,1146,323,328,0,651,583,0,10,546,67,1,0,20,0,0,0,0,0,0,0,0,0,1,1,0,5,651
260,"LOK SEWAK MONDAL U.MA.VI. HARIHAR NATH SHASTRI SMARAK BHAVAN KHALASI LINE R.NO.1",479,407,0,886,259,187,0,446,429,0,24,323,73,13,0,11,0,0,0,0,0,0,0,0,0,2,0,0,0,446
261,"LOK SEWAK MONDAL U.MA.VI. HARIHAR NATH SHASTRI SMARAK BHAVAN KHALASI LINE R.NO.2",486,420,1,907,225,190,0,415,385,0,15,305,57,24,1,4,0,0,0,0,0,1,0,2,1,2,0,0,3,415
262,"LOK SEWAK MONDAL U.MA.VI. HARIHAR NATH SHASTRI SMARAK BHAVAN KHALASI LINE R.NO.3",897,709,0,1606,470,287,0,757,740,0,93,446,139,22,1,12,0,1,0,1,0,0,0,2,4,1,1,29,5,757
263,"LOK SEWAK MONDAL U.MA.VI. HARIHAR NATH SHASTRI SMARAK BHAVAN KHALASI LINE R.NO.4",796,663,0,1459,413,280,0,693,684,0,76,469,91,32,0,12,0,0,0,0,0,0,1,2,2,1,0,1,6,693
264,"LOK SEWAK MONDAL U.MA.VI. HARIHAR NATH SHASTRI SMARAK BHAVAN HAAL POORVI",513,410,0,923,258,165,0,423,323,0,52,256,67,31,0,7,0,0,0,0,0,0,1,1,3,0,0,0,5,423
265,"LOK SEWAK MONDAL U.MA.VI. HARIHAR NATH SHASTRI SMARAK BHAVAN HAAL PASCHMI",456,372,0,828,197,153,0,350,350,0,61,225,36,18,0,7,0,0,0,0,0,0,0,0,0,1,1,0,1,350
266,"THE MODEL I.MEDIATE COLLAGE KHALASI LINE ROOM NO.1",622,532,0,1154,426,287,0,713,713,0,215,373,83,22,1,4,0,0,0,0,0,1,0,0,1,7,0,2,4,713
267,"THE MODEL I.MEDIATE COLLAGE KHALASI LINE ROOM NO.2",592,520,0,1112,346,236,0,582,582,0,85,388,73,16,0,3,0,0,0,0,0,0,0,0,4,7,0,2,4,582
268,"THE MODEL I.MEDIATE COLLAGE KHALASI LINE ROOM NO.3",602,504,0,1106,320,279,0,599,599,0,41,403,103,31,0,13,0,0,0,0,0,0,1,1,0,2,0,1,3,599
269,"THE MODEL I.MEDIATE COLLAGE KHALASI LINE ROOM NO.4",430,413,0,843,238,208,0,446,236,0,30,351,38,12,0,8,0,0,0,0,0,1,0,0,1,2,0,0,3,446
270,"PARISHADIYA JU.BE. SCHOOL MEDICAL COLLAGE CAMPUS ROOM NO.1",538,454,0,992,274,177,0,451,438,0,114,193,98,31,1,5,0,0,1,0,0,1,0,0,0,1,4,0,2,451
271,"PARISHADIYA JU.BE. SCHOOL MEDICAL COLLAGE CAMPUS ROOM NO.2",820,624,0,1444,375,239,0,614,614,0,131,274,152,32,0,6,0,0,3,0,1,1,3,0,2,3,1,2,3,614
272,"PARISHADIYA JU.BE. SCHOOL MEDICAL COLLAGE CAMPUS ROOM NO.3",474,395,0,869,208,162,0,370,293,0,67,235,47,11,0,8,0,0,0,0,0,0,0,0,0,0,0,0,2,370
273,"PARISHADIYA PRATHMIK VIDHYALAYA (FIRST) ROOM NO.1",659,492,0,1151,340,204,0,544,515,0,127,90,263,52,0,4,1,0,0,1,0,0,0,0,0,0,1,4,1,544
274,"PARISHADIYA PRATHMIK VIDHYALAYA (FIRST) ROOM NO.2",366,306,0,672,240,179,0,419,412,0,155,125,109,8,0,13,0,0,1,0,0,0,1,1,2,0,1,0,3,419
275,"PARISHADIYA PRATHMIK VIDHYALAYA (FIRST) ROOM NO.3",859,728,0,1587,394,225,0,619,254,0,99,143,303,54,0,12,0,0,1,0,0,0,1,0,1,2,0,0,3,619
276,"PARISHADIYA PRATHMIK VIDHYALAYA (FIRST) ROOM NO.4",799,649,0,1448,454,312,0,766,651,0,112,284,314,29,0,19,1,0,0,0,0,0,0,0,0,1,1,1,4,766
277,"POORVA MADHYAMIC VIDHYALAYA BENAJHABAR ROOM NO.1",713,641,0,1354,423,325,0,748,510,0,6,593,117,3,0,17,1,0,0,0,0,1,0,0,1,0,0,2,7,748
278,"POORVA MADHYAMIC VIDHYALAYA BENAJHABAR ROOM NO.2",882,813,0,1695,393,327,0,720,670,0,12,493,163,8,0,33,2,0,1,0,0,0,0,1,0,0,1,1,5,720
279,"ARYA NAGAR DHARMSHALA ARYA NAGAR ROOM NO.1",753,621,0,1374,426,254,0,680,580,0,158,188,279,30,0,13,0,0,0,0,0,2,0,0,0,2,3,2,3,680
280,"ARYA NAGAR DHARMSHALA ARYA NAGAR ROOM NO.2",505,409,0,914,254,208,0,462,300,0,91,186,159,11,0,9,0,0,0,0,0,3,0,0,1,0,0,2,0,462
281,"ARYA NAGAR DHARMSHALA ARYA NAGAR ROOM NO.3",345,337,0,682,204,161,0,365,333,0,6,290,44,10,0,8,0,0,0,0,0,0,0,0,0,1,0,1,5,365
282,"ARYA NAGAR DHARMSHALA ARYA NAGAR ROOM NO.4",574,479,0,1053,301,245,0,546,490,0,47,344,129,15,0,6,1,0,0,0,0,0,0,0,1,0,0,0,3,546
283,"ARYA NAGAR DHARMSHALA ARYA NAGAR ROOM NO.5",418,400,0,818,242,204,0,446,361,0,27,332,59,7,1,14,0,0,0,0,0,0,0,1,2,1,1,0,1,446
284,"ARYA NAGAR DHARMSHALA ARYA NAGAR ROOM NO.6",624,575,0,1199,399,313,0,712,598,0,6,571,92,9,1,23,0,0,0,0,0,0,0,0,0,0,0,3,7,712
285,"KANPUR VI.M.E.COLLAGE CHAK NO.113 SWAROOP NAGAR ROOM NO.1",756,738,0,1494,508,454,0,962,548,0,26,785,81,27,0,30,0,0,0,0,0,0,0,0,1,1,1,2,8,962
286,"KANPUR VI.M.E.COLLAGE CHAK NO.113 SWAROOP NAGAR ROOM NO.2",696,589,0,1285,368,283,0,651,620,0,47,465,79,35,0,14,0,0,0,1,0,0,1,0,1,2,0,1,5,651
287,"KANPUR VI.M.E.COLLAGE CHAK NO.113 SWAROOP NAGAR ROOM NO.3",294,252,1,547,174,111,0,285,90,0,42,150,70,18,0,1,0,0,0,0,0,0,1,1,2,0,0,0,0,285
288,"KANPUR VI.M.E.COLLAGE CHAK NO.113 SWAROOP NAGAR ROOM NO.4",311,282,0,593,194,167,0,361,358,0,13,297,29,6,4,10,0,0,0,0,0,0,0,0,0,0,0,2,0,361
289,"KU.UDYAN BALIKA INTER COLLAGE FATIMA CONVENT ASHOK NAGAR ROOM NO.1",864,676,0,1540,480,353,0,833,593,0,321,341,111,27,0,10,0,1,0,1,3,1,0,2,5,6,2,0,2,833
290,"KU.UDYAN BALIKA INTER COLLAGE FATIMA CONVENT ASHOK NAGAR ROOM NO.2",685,517,0,1202,292,167,0,459,451,0,51,222,122,51,0,7,1,0,0,0,0,0,1,0,0,1,1,0,2,459
291,"KU.UDYAN BALIKA INTER COLLAGE FATIMA CONVENT ASHOK NAGAR ROOM NO.3",665,626,0,1291,357,287,0,644,440,0,69,424,97,34,0,6,1,1,1,0,1,0,0,1,4,0,2,0,3,644
292,"KU.UDYAN BALIKA INTER COLLAGE FATIMA CONVENT ASHOK NAGAR ROOM NO.4",779,684,0,1463,411,314,0,725,255,0,97,489,80,25,0,18,1,0,0,1,0,1,1,1,1,2,0,1,7,725
293,"KU.UDYAN BALIKA INTER COLLAGE FATIMA CONVENT ASHOK NAGAR ROOM NO.5",592,486,0,1078,270,266,0,536,446,0,17,457,39,8,0,10,0,0,0,0,0,0,0,0,0,2,0,0,3,536
294,"KU.UDYAN BALIKA INTER COLLAGE FATIMA CONVENT ASHOK NAGAR ROOM NO.6",480,446,0,926,218,188,0,406,266,0,23,318,23,21,0,10,0,0,0,0,0,1,1,1,2,1,0,0,5,406
295,"KU.UDYAN BALIKA INTER COLLAGE FATIMA CONVENT ASHOK NAGAR ROOM NO.7",384,352,1,737,193,172,0,365,110,0,76,259,18,3,1,2,0,0,0,0,0,0,0,0,0,2,3,1,0,365
296,"SENT FRASIS JEBIOUR INTER COLLAGE CHAK NO.111 ASHOK NAGAR ROOM NO.1",726,737,0,1463,422,377,0,799,320,0,19,649,79,13,1,30,1,0,0,0,0,0,1,0,0,0,0,1,5,799
297,"SENT FRASIS JEBIOUR INTER COLLAGE CHAK NO.111 ASHOK NAGAR ROOM NO.2",652,588,0,1240,341,291,0,632,435,0,31,499,55,23,0,20,2,0,0,0,0,0,0,0,0,0,0,1,1,632
298,"SENT FRASIS JEBIOUR INTER COLLAGE CHAK NO.111 ASHOK NAGAR ROOM NO.3",391,345,0,736,249,215,0,464,325,0,13,384,41,17,0,6,0,0,1,1,0,0,0,0,0,1,0,0,0,464
299,"RAM KRISHNA MISSION HA.SE. SCHOOL RAMKRISHNA NAGAR ROOM NO.1",594,553,0,1147,358,290,0,648,648,0,36,499,55,27,0,21,0,0,0,0,0,3,1,0,1,0,0,3,2,648
300,"RAM KRISHNA MISSION HA.SE. SCHOOL RAMKRISHNA NAGAR ROOM NO.2",767,687,0,1454,419,400,0,819,802,0,51,615,80,34,0,22,0,1,0,0,1,0,1,2,0,1,0,1,10,819
