"Polling Station",,"Total No of Electors",,,,"Voters Turnout",,,,,,"Candidate ID and Name",,,,,,,,,,,,,,,,,,,,,,,,,,
"Part No","Part Name",Male,Female,Other,"Total No. of electors",Male,Female,Other,Total,"No of voters identifying using EPIC","Tendered Voter","1 - BHAL CHANDRA YADAV","2 - BHISM SHANKAR ALIAS KUSHAL TIWARI","3 - ROHIT KUMAR PANDEY","4 - SHARAD TRIPATHI","5 - AFTAB ALAM KHAN","6 - JANTRI LAL CHAUHAN","7 - JYOTI SINGH","8 - PREM PRAKASH","9 - SANT SIROMANI BABOOLAL YADAV MAHARAJ JI","10 - MOHAMMAD ALI","11 - RAVIKANT","12 - RAJMANI","13 - RAJARAM","14 - RAJENDRA KUMAR","15 - LOTAN URF LAUTAN PRASAD","16 - SHABBEER HUSEN","17 - APARNA","18 - AMIT","19 - KRIPANARAYAN RAI","20 - KAILASH NATH BELDAR","21 - JAIYANTRI PRASAD","22 - MOHAMMAD IRFAN","23 - SHAYAM LAL","24 - SUBODH CHANDRA","25 - SURENDRA KUMAR CHAUDHARY","26 - None of the Above","Total Votes Secured"
142,"P.S REWATA",737,638,0,1375,382,356,0,738,722,0,249,150,7,296,3,1,0,2,0,3,0,1,3,1,1,4,2,3,0,2,1,0,1,1,4,3,738
143,"P.S KLAN",369,293,0,662,169,183,0,352,341,0,125,85,11,121,3,0,0,0,0,1,0,0,0,1,0,3,1,0,0,1,0,0,0,0,0,0,352
144,"P.S KURUSURI",247,235,0,482,136,174,0,310,305,0,110,51,2,125,1,0,0,0,1,1,0,0,4,0,0,1,2,1,1,4,1,0,2,1,2,0,310
145,"P.S KODWAT",768,608,0,1376,388,346,0,734,693,0,320,76,12,241,10,0,1,0,2,6,2,2,2,0,4,15,3,2,2,1,2,4,5,9,4,9,734
146,"P.S KODWAT",528,500,0,1028,243,207,0,450,442,0,114,201,3,111,0,1,0,0,0,2,0,0,3,1,2,2,1,3,1,0,0,0,1,1,3,0,450
147,"P.S CHOLKHRI",314,274,0,588,226,178,0,404,393,0,229,156,3,8,0,0,0,1,1,0,0,0,0,3,0,0,1,1,0,0,1,0,0,0,0,0,404
148,"P.S CHANNPAR",420,364,0,784,226,227,0,453,435,0,215,68,3,159,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,453
149,"P.S GAYGHAT",652,545,0,1197,383,324,0,707,705,0,125,123,4,423,0,0,0,1,0,3,0,1,0,1,2,4,7,2,1,0,1,2,1,2,2,2,707
150,"P.S GAYGHAT",253,223,0,476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
151,"P.S AMMADEI",587,483,1,1071,368,312,0,680,661,0,469,113,5,69,4,1,1,0,0,1,0,2,4,0,0,5,0,1,1,1,0,1,0,1,1,0,680
152,"P.S BASHIYA",471,413,0,884,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
153,"P.S CHIKNI",327,269,0,596,185,150,0,335,335,0,145,9,2,149,1,0,2,1,1,1,1,0,1,2,0,4,2,0,0,0,1,2,0,2,6,3,335
154,"J.H.S MUKHLISPUR",753,651,0,1404,428,309,0,737,724,0,266,84,8,342,3,1,2,0,1,2,2,2,7,1,0,3,2,0,0,0,1,0,1,1,4,4,737
155,"J.H.S MUKHLISPUR",587,523,0,1110,333,268,0,601,592,0,217,19,5,330,2,0,3,1,0,4,0,1,3,4,3,3,0,0,0,1,0,0,1,1,1,2,601
156,"PS MUKHLISPUR",774,640,0,1414,363,350,0,713,700,0,416,5,2,233,2,0,2,0,3,3,2,0,14,2,2,12,5,0,0,0,1,0,2,0,3,4,713
157,"P.S NOKTA",404,384,0,788,283,279,0,562,550,0,413,81,4,45,2,0,1,0,1,3,1,7,1,0,0,2,1,0,0,0,0,0,0,0,0,0,562
158,"P.S JAMIRA",458,431,0,889,333,213,0,546,531,0,273,28,5,196,6,1,0,1,1,1,1,0,0,0,1,2,4,1,2,6,0,3,1,2,5,6,546
159,"P.S JAMIRA",409,310,0,719,277,200,0,477,477,0,382,52,2,36,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,1,477
160,"P.S KHAJURIYA KHURD",223,183,0,406,190,153,0,343,343,0,223,70,1,39,1,0,0,0,0,0,0,0,0,0,2,3,2,0,0,1,0,0,0,1,0,0,343
161,"P.S KADRASARA",528,505,0,1033,280,339,0,619,611,0,106,281,10,186,0,0,0,1,0,1,0,0,0,1,1,2,6,0,1,8,0,1,0,2,9,3,619
162,"P.S BAIDDRAWA",356,310,0,666,230,213,0,443,432,0,78,71,4,261,2,0,2,1,0,0,0,0,0,0,0,0,4,5,1,7,0,1,0,0,0,6,443
163,"P.S GALIMPUR",408,330,0,738,280,189,0,469,452,0,268,128,7,59,0,0,0,0,0,1,0,0,1,0,0,2,1,0,0,0,0,0,0,0,1,1,469
164,"P.S MAHADEWA",625,502,0,1127,244,267,0,511,499,0,347,85,7,23,1,0,0,1,0,1,0,0,28,0,1,5,1,0,1,2,1,0,0,0,2,5,511
165,"P.S TARYAPAR",636,577,0,1213,335,328,0,663,654,0,155,166,18,233,1,1,0,0,1,3,0,1,68,2,0,1,1,2,0,3,1,0,1,3,0,2,663
166,"P.S TARYAPAR",447,376,0,823,276,251,0,527,522,0,294,78,6,117,2,0,2,0,1,1,3,1,1,2,2,6,3,3,0,2,0,0,0,0,2,1,527
167,"P.S ATROULIYA URF MATHIYA",265,258,0,523,165,169,0,334,321,0,179,102,3,28,0,0,0,0,1,0,0,1,0,0,1,8,2,5,0,1,0,1,0,1,0,1,334
168,"PANCHYAT BHAWAN BHESHIJOT",204,177,0,381,127,103,0,230,221,0,214,1,1,11,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,230
169,"P.S JHIGURAPAR",556,459,0,1015,282,298,0,580,562,0,220,91,8,138,4,1,0,1,1,4,1,0,78,5,8,5,1,0,1,0,0,1,2,7,3,0,580
170,"P.S JHIGURAPAR",392,385,0,777,180,232,0,412,379,0,185,32,9,86,1,0,0,1,0,2,1,0,82,3,1,7,2,0,0,0,0,0,0,0,0,0,412
171,"P.S BARIDIHA",290,249,0,539,176,164,0,340,328,0,130,84,2,99,0,1,1,1,0,3,1,1,2,0,2,7,0,1,0,2,0,0,0,0,1,2,340
172,"P.S SUKKHIPUR",407,326,0,733,253,214,0,467,452,0,283,35,7,111,5,0,1,0,5,4,1,1,0,2,1,3,0,0,1,1,0,0,0,1,4,1,467
173,"P.S RAMPUR BARKONI",587,488,0,1075,235,256,0,491,479,0,231,22,4,86,2,0,2,2,0,0,0,2,118,3,0,4,1,2,1,0,2,3,0,2,1,3,491
174,"P.S RAMPUR BARAKONI",333,289,0,622,142,162,0,304,296,0,47,181,11,23,0,0,0,0,0,0,0,0,24,0,2,2,1,1,1,1,1,2,0,1,5,1,304
175,"P.S KOHLWA",516,480,0,996,325,329,0,654,642,0,346,193,10,61,2,1,1,3,1,0,0,1,7,1,2,4,5,1,2,1,0,1,0,2,4,5,654
176,"P.S DEEPPUR",497,447,0,944,297,284,0,581,570,0,198,174,2,116,0,1,2,2,0,4,1,2,51,4,6,7,3,1,0,1,1,0,1,0,2,2,581
177,"P.S DEEPPUR",544,496,0,1040,281,315,0,596,580,0,137,183,12,170,3,2,2,2,4,1,2,0,56,3,5,5,0,3,0,2,0,1,0,2,0,1,596
178,"P.S RAMPUR",335,294,0,629,176,203,0,379,369,0,240,96,5,32,0,0,0,0,1,1,0,0,1,1,0,2,0,0,0,0,0,0,0,0,0,0,379
179,"P.S  CHHPIYA",392,368,0,760,203,232,0,435,431,0,112,100,23,68,4,0,0,1,1,3,1,3,110,1,2,0,0,0,0,0,1,1,2,0,1,1,435
180,"P.S BHARWALIYA URF TIKUIEYA",207,197,0,404,146,125,0,271,262,0,81,152,1,18,2,0,0,1,1,2,0,0,2,0,1,2,3,1,0,2,0,0,0,0,1,1,271
181,"P.S PADRIYA",562,480,0,1042,305,304,0,609,592,0,123,102,5,244,11,3,6,4,5,7,4,4,56,0,4,11,3,1,1,1,1,2,1,2,2,6,609
182,"P.S LOUKIHA",375,311,0,686,170,162,0,332,312,0,93,108,1,28,2,3,1,2,2,2,0,4,74,0,1,0,4,2,0,0,0,1,0,1,3,0,332
183,"P.S KUDRWA",707,561,0,1268,289,342,0,631,612,0,260,112,4,127,5,1,2,1,0,5,1,5,86,2,1,6,6,1,0,1,0,0,0,1,2,2,631
184,"P.S ROSYA UTTARIKACCH",432,356,0,788,243,196,0,439,439,0,49,84,6,192,2,1,0,1,1,4,0,4,79,1,2,5,1,0,0,1,0,2,1,1,2,0,439
185,"P.S ROSYA UTTARIKACCH",405,371,0,776,215,212,0,427,424,0,42,169,6,128,2,0,0,1,2,6,0,0,50,0,4,3,0,2,1,1,1,2,0,1,4,2,427
186,"P.S SHANKERPUR",341,292,0,633,239,191,0,430,419,0,123,103,3,153,6,0,0,1,0,2,1,1,9,2,1,0,2,0,0,6,0,4,3,2,6,2,430
187,"P.S KHEWSIYA",467,381,0,848,266,253,0,519,510,0,200,185,19,70,0,0,1,3,2,4,1,0,0,0,6,11,1,0,1,1,0,0,1,0,6,7,519
188,"P.S TILKUPUR",379,329,0,708,213,212,0,425,425,0,109,153,5,105,2,1,2,0,0,5,1,0,4,2,7,12,0,2,0,1,0,2,0,2,5,5,425
189,"P.S TILKUPUR",453,395,0,848,242,260,0,502,499,0,49,94,13,152,4,1,1,0,2,3,2,1,7,1,3,114,4,3,4,7,1,2,2,6,8,18,502
190,"P.S BACHHAIPUR",570,449,0,1019,367,318,0,685,652,0,248,120,9,102,6,3,1,5,6,9,0,5,128,4,3,9,4,2,2,2,3,3,0,2,5,4,685
191,"P.S TEJPUR",484,407,0,891,310,298,0,608,608,0,145,98,6,245,6,3,1,3,2,5,1,3,57,7,4,9,0,0,1,0,0,0,0,3,5,4,608
192,"P.S BHOTHA",606,485,0,1091,374,335,0,709,709,0,143,233,9,26,1,0,2,2,3,4,2,6,196,8,10,11,27,7,1,5,2,2,1,4,4,0,709
193,"P.S SHIVVKHARI",717,627,0,1344,339,382,0,721,721,0,116,209,16,304,1,1,4,2,4,4,0,0,4,2,11,16,2,3,3,2,0,1,0,4,4,8,721
194,"P.S CHANDOULIMAFI",610,583,0,1193,340,378,0,718,696,0,171,104,6,302,5,1,3,1,0,2,1,0,96,0,0,10,4,1,0,1,2,2,0,1,2,3,718
195,"P.S CHANDOULIMAFI",229,215,0,444,114,140,0,254,250,0,143,31,0,2,0,0,0,0,0,0,0,0,72,0,1,0,0,0,0,0,0,1,0,0,1,3,254
196,"P.S NAKHINAGUI",408,292,1,701,179,174,0,353,353,0,66,115,9,130,2,0,0,0,0,0,0,1,20,0,2,4,1,0,0,0,0,0,0,1,1,1,353
197,"P.S HARIVANSHPUR",201,150,0,351,127,100,0,227,221,0,64,36,2,24,0,2,3,0,0,0,1,0,71,1,2,0,11,0,0,2,0,2,1,2,1,2,227
198,"P.S CHOURAKALA",402,364,0,766,237,214,0,451,450,0,108,120,6,205,1,0,0,1,0,0,0,0,0,1,1,2,0,0,0,0,0,0,0,1,4,1,451
199,"P.S MATIHANA",502,479,0,981,250,314,0,564,564,0,190,175,7,146,3,0,3,0,1,1,0,1,8,0,2,8,3,3,1,1,0,0,1,2,4,4,564
200,"P.S RITHHA MAHESHERPUR",612,518,0,1130,338,326,0,664,664,0,170,221,4,237,4,0,0,0,1,0,0,0,12,3,3,1,0,2,0,0,0,0,0,2,3,1,664
201,"P.S CHHITOUNI",371,319,0,690,161,194,0,355,355,0,66,132,8,95,0,0,0,0,28,0,0,1,4,0,0,9,1,2,2,1,0,1,1,1,2,1,355
202,"J.H.S PAITWALIYA KHURD",276,247,0,523,149,152,0,301,281,0,89,27,4,156,4,0,0,0,0,0,0,0,0,3,1,2,3,0,6,1,1,1,2,0,0,1,301
203,"P.S PARAHARGOBING",419,375,0,794,203,202,0,405,394,0,18,182,3,187,0,1,0,0,0,3,0,0,0,0,2,4,0,1,1,0,0,0,1,0,0,2,405
204,"P.S PARASIR",287,297,0,584,176,185,0,361,351,0,15,157,7,155,1,0,0,0,0,0,0,3,1,1,5,2,0,1,0,0,0,1,1,1,9,1,361
205,"P.S PARSHAR",676,612,0,1288,371,314,0,685,675,0,71,327,4,150,2,2,2,1,1,5,0,2,103,0,0,0,3,1,2,3,0,4,0,0,2,0,685
206,"P.S PACHRA",533,421,0,954,242,254,0,496,485,0,84,124,3,243,3,0,1,2,1,0,0,0,2,0,2,6,6,5,2,6,0,1,2,0,1,2,496
207,"P.S BELGHAT",343,334,0,677,182,182,0,364,350,0,173,95,2,82,3,0,0,0,2,1,0,0,0,1,0,2,0,0,0,1,1,0,0,0,1,0,364
208,"P.S. PAULI",661,570,0,1231,293,374,0,667,637,0,235,142,0,137,3,3,0,0,0,6,0,1,128,0,0,0,0,2,1,2,0,0,1,2,2,2,667
209,"P.S. PAULI",652,684,0,1336,318,382,0,700,671,0,267,64,5,68,4,2,0,2,1,2,2,3,263,0,1,3,3,0,0,0,0,0,0,5,3,2,700
210,"VIKAS KHAND PAULI",369,345,0,714,193,196,0,389,352,0,143,82,2,114,1,1,1,2,3,2,0,1,31,0,0,3,0,1,0,0,0,1,0,0,0,1,389
211,"PS ATREELIYA",398,354,0,752,168,230,0,398,398,0,184,132,6,1,1,0,0,0,0,3,0,1,64,0,2,0,1,0,0,0,0,1,0,0,2,0,398
212,"J.H.S. PAULI",287,253,0,540,144,147,0,291,271,0,196,45,7,24,4,0,1,0,0,0,0,1,5,0,0,1,1,1,0,1,0,0,0,0,2,2,291
213,"J.H.S. PAULI",366,308,0,674,198,171,0,369,355,0,202,72,19,55,2,1,0,0,0,0,0,0,13,0,0,3,0,0,0,0,0,0,0,1,1,0,369
214,"P.S. AMAULI",270,237,0,507,127,142,0,269,269,0,100,67,5,79,0,0,0,1,0,0,0,0,0,1,3,4,2,3,0,1,0,0,0,1,0,2,269
215,"P.S. DHAURAHARA",580,533,0,1113,372,331,0,703,683,0,165,122,10,362,3,0,3,1,3,1,0,2,1,3,1,9,3,0,0,1,1,2,0,0,8,2,703
216,"P.S. MADPAUNA",587,484,0,1071,362,318,0,680,671,0,106,294,18,220,5,0,1,2,0,0,4,1,2,3,1,10,2,0,0,3,0,0,1,2,2,3,680
217,"P.S. MADPAUNA",544,539,0,1083,297,321,0,618,614,0,58,247,18,261,2,0,2,1,0,3,1,2,1,1,1,9,0,1,2,1,0,1,0,3,2,1,618
218,"P.S. AJANW",331,288,0,619,243,203,0,446,243,0,278,8,6,140,0,1,2,0,1,1,0,1,1,0,0,2,0,0,0,0,0,1,0,2,0,2,446
219,"P.S. GAGARGAD",657,538,1,1196,372,339,0,711,711,0,278,145,12,227,9,0,2,1,1,4,1,3,7,0,2,5,2,1,0,2,1,3,0,3,0,2,711
220,"P.S. HADIYAMAPHI",590,536,0,1126,264,331,0,595,571,0,96,156,2,219,4,0,2,1,0,3,2,0,88,0,3,2,1,2,1,1,1,1,1,4,3,2,595
221,"P.S. KHAIRA",556,501,0,1057,260,316,0,576,451,0,201,169,8,124,3,0,1,0,4,1,0,0,45,1,0,4,4,2,0,0,0,2,1,3,0,3,576
222,"PURB MA. VI. MAJHA CHAHODA",322,308,0,630,172,214,0,386,371,0,139,79,4,143,1,0,0,0,0,3,1,0,0,0,2,2,1,2,1,1,0,2,0,0,5,0,386
223,"P.S. MAJHA KHADGPUR",323,323,0,646,235,209,0,444,431,0,204,26,7,134,5,1,4,0,3,4,4,5,4,0,2,14,8,0,0,2,1,3,0,3,6,4,444
224,"P.S. UADAHA",222,174,0,396,167,130,0,297,282,0,67,87,0,137,0,0,0,0,0,0,0,0,0,0,1,0,2,3,0,0,0,0,0,0,0,0,297
225,"P.S. KISHUNPUR",499,437,0,936,304,296,0,600,583,0,221,218,4,108,6,0,0,0,1,3,0,0,9,4,1,3,6,1,1,1,0,3,1,5,2,2,600
226,"P.S. NARAYANPUR",680,632,0,1312,397,360,0,757,757,0,127,69,13,368,2,6,1,3,57,3,0,3,32,0,3,3,26,1,3,5,2,4,2,7,15,2,757
227,"P.S. MAKDUMPUR",578,506,0,1084,306,319,0,625,602,0,264,79,4,157,5,1,0,2,19,3,0,2,64,1,3,3,4,0,1,6,1,1,1,0,1,3,625
228,"P.S. CHAKIYA",656,528,0,1184,357,324,0,681,662,0,241,163,8,164,2,1,1,2,0,3,2,1,33,1,1,3,14,0,4,1,2,6,3,6,10,9,681
229,"P.S. BHITAHA URF KATAHA",464,406,0,870,269,269,0,538,502,0,64,132,6,186,4,105,2,1,1,2,1,1,8,3,2,5,0,2,0,2,3,2,0,1,3,2,538
230,"P.S. DIPPUR",308,234,0,542,156,144,0,300,280,0,49,94,6,97,1,44,0,0,0,1,0,0,0,0,0,2,0,0,0,2,0,0,0,1,2,1,300
231,"J.H.S. BAGAHI",587,502,0,1089,322,315,0,637,636,0,190,139,7,158,5,0,0,2,1,2,3,2,3,2,2,7,20,23,6,26,3,3,4,5,6,18,637
232,"P.S. DIHWA",478,450,0,928,228,295,0,523,512,0,194,158,6,17,3,26,0,1,1,1,1,1,99,2,3,2,1,0,0,1,1,0,0,4,0,1,523
233,"P.S. CHHAPRA MAGRVI",629,517,0,1146,301,352,0,653,610,0,242,99,5,225,2,5,5,3,5,6,2,0,20,3,3,14,1,2,0,1,0,0,0,1,5,4,653
234,"P.S. CHHAPRA MAGRVI",388,307,0,695,192,184,0,376,372,0,102,82,1,75,6,3,0,0,0,2,1,1,90,0,0,0,2,1,0,1,1,2,0,5,1,0,376
235,"P.S. CHHAPRA MAGRVI",440,340,0,780,231,234,0,465,403,0,145,209,4,56,2,1,0,1,1,0,1,1,20,2,1,10,0,2,1,1,0,0,0,1,2,4,465
236,"P.S. CHHAPRA MAGRVI",364,339,0,703,189,190,0,379,361,0,102,123,2,69,4,2,2,0,0,1,0,1,52,0,0,3,5,2,3,2,0,1,1,4,0,0,379
237,"P.S. DULAMPUR",512,485,0,997,280,325,0,605,592,0,151,269,5,147,3,1,1,0,0,2,0,1,0,0,0,2,7,1,0,3,1,1,2,2,5,1,605
238,"P.S. AGAPUR URF GULRIHA",464,376,1,841,258,240,0,498,498,0,164,135,31,120,2,4,1,3,2,1,4,0,7,2,1,5,1,1,1,2,0,1,2,0,3,5,498
239,"P.S. AGAPUR URF GULRIHA",471,419,0,890,228,251,0,479,430,0,117,66,9,113,6,2,1,2,2,2,0,3,137,2,1,3,1,0,0,1,0,0,1,3,5,2,479
240,"P.S. CHAPRA PURVI",413,402,0,815,255,236,0,491,465,0,250,47,14,112,4,1,1,1,11,0,0,3,21,0,7,11,0,0,1,1,0,1,0,0,2,3,491
241,"P.S. CHAPRA PURVI",491,356,0,847,202,201,0,403,402,0,142,101,5,124,5,0,1,1,2,1,0,0,3,0,2,10,0,0,0,0,1,0,0,3,0,2,403
242,"P.S. CHAPRA PURVI",686,536,0,1222,364,327,0,691,655,0,122,287,6,15,3,4,3,1,1,2,4,5,188,5,7,9,6,5,1,2,2,1,1,2,3,6,691
243,"P.S. CHAPRA PURVI",432,361,0,793,197,225,0,422,421,0,31,35,12,239,8,41,0,0,0,3,0,1,4,4,1,8,3,1,0,5,4,0,2,6,9,5,422
244,"P.S. CHAPRA PURVI",458,414,0,872,168,176,0,344,329,0,71,27,6,184,3,8,4,2,2,6,2,1,6,0,0,3,4,1,0,1,2,1,0,2,8,0,344
245,"J.H.S. CHAPRA PURVI (BALAMPUR)",788,651,0,1439,426,451,0,877,867,0,454,158,20,170,7,1,2,1,15,1,0,3,18,1,3,5,3,6,0,2,0,1,0,1,3,2,877
246,"P.S. KHAIRGAD",263,222,0,485,205,155,0,360,328,0,256,53,4,38,0,0,0,0,2,0,0,0,0,0,1,2,3,0,0,0,0,0,0,0,1,0,360
247,"P.S. MADRA",326,274,0,600,133,179,0,312,301,0,103,28,6,162,1,2,1,2,0,2,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,312
248,"प्रा0पा0 डेबरी",667,539,0,1206,341,289,0,630,627,0,147,111,13,269,7,1,4,3,3,2,0,4,38,2,3,5,7,1,0,2,0,3,0,0,2,3,630
249,"P.S. DEBRI",296,240,0,536,144,132,0,276,233,0,85,71,17,48,2,0,0,0,20,2,0,0,15,0,2,1,0,1,4,1,0,2,1,0,4,0,276
250,"P.S. HAKIMPUR",623,555,0,1178,350,392,0,742,690,0,124,125,20,332,5,2,2,4,71,3,0,4,2,3,2,20,0,2,0,0,3,5,0,3,5,5,742
251,"P.S. THATHARA",409,319,0,728,219,193,0,412,401,0,237,115,5,40,2,0,1,1,0,1,0,1,3,0,1,4,0,0,0,0,0,0,0,1,0,0,412
252,"P.S. KARMA",745,619,0,1364,397,408,0,805,765,0,369,140,7,160,7,1,1,1,2,1,0,2,75,2,1,6,8,1,0,4,0,3,2,4,6,2,805
253,"P.S. NAWANKHURD",643,531,0,1174,325,327,0,652,640,0,272,97,7,71,5,0,0,0,0,3,0,2,178,1,3,2,1,0,0,0,0,1,1,3,4,1,652
254,"P.S. NAWANKHURD",312,289,0,601,146,156,0,302,298,0,139,66,4,57,5,0,0,0,0,0,2,1,23,0,1,2,0,0,0,0,0,1,0,0,1,0,302
255,"P.S. DAULTPUR",332,311,0,643,208,218,0,426,403,0,134,198,4,42,2,0,1,1,0,3,0,2,6,1,4,9,3,6,0,0,0,2,0,2,2,4,426
256,"I. KALEJ UMRIYA",332,268,0,600,218,186,0,404,404,0,87,85,4,202,3,0,0,0,0,3,0,1,5,0,0,0,3,0,1,2,0,0,0,1,6,1,404
257,"J.H.S. DHANGHATA",804,681,0,1485,416,361,0,777,732,0,216,111,14,363,6,3,0,1,1,4,2,3,44,1,0,4,0,0,0,1,0,0,0,3,0,0,777
258,"P.S. DHANGHATA",266,227,0,493,149,125,0,274,251,0,69,46,1,124,3,1,1,2,0,3,1,4,4,0,2,1,4,0,0,2,2,0,0,1,1,2,274
259,"P.S. THAKURADADI",605,566,0,1171,318,337,0,655,605,0,211,242,6,159,8,0,3,0,1,3,0,0,1,0,2,3,4,1,2,5,0,2,0,2,0,0,655
260,"P.S. LAHUREGONW",403,341,0,744,251,237,0,488,488,0,106,121,9,208,5,0,1,1,0,0,3,2,14,2,6,4,0,1,0,0,0,0,0,2,2,1,488
261,"P.S BAKAULI KALA UTTARI BHAG",428,376,0,804,211,200,0,411,411,0,184,116,9,57,9,1,0,0,1,3,0,2,22,1,1,3,0,0,0,0,0,0,0,0,1,1,411
262,"P.S. BAKAULI KALA",457,411,0,868,173,213,0,386,386,0,154,52,4,113,8,1,1,1,1,1,0,1,41,1,0,0,2,0,0,1,0,3,0,1,0,0,386
263,"P.S. BAKAULI KALA",312,259,0,571,167,151,0,318,308,0,105,92,4,80,1,1,0,0,0,1,1,2,18,0,0,5,1,1,0,0,0,0,0,1,3,2,318
264,"P.S. PARSADPUR",248,209,0,457,140,160,0,300,282,0,197,28,5,52,10,0,2,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,1,300
265,"S.V.I COLLAGE GAGARGAD(DHANGHTA)",690,616,1,1307,433,371,0,804,772,0,148,80,14,523,10,1,1,1,2,1,0,5,2,0,1,0,4,2,0,1,1,0,0,1,3,3,804
266,"S.V.I. COLLAGE GAGARGAD(DHANGHAT)",150,116,0,266,93,79,0,172,163,0,42,35,1,85,3,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,172
267,"P.S. BUJURGWAR(MAJRA DUBAULI)",717,580,0,1297,396,357,0,753,700,0,267,214,7,227,13,0,0,1,0,1,0,1,6,0,0,8,2,2,0,0,1,0,0,0,1,2,753
268,"P.S. BUJURGWAR(MAJRA DUBAULI)",323,294,0,617,158,188,0,346,333,0,242,64,3,6,0,0,0,0,1,1,0,1,5,1,2,4,10,4,0,0,0,0,0,1,0,1,346
269,"P.S. GAURAPAR URF GAUSESINGHPUR",351,332,0,683,164,194,0,358,357,0,115,132,6,91,0,0,0,0,0,1,1,0,1,1,2,4,2,1,0,0,0,0,0,0,0,1,358
270,"P.S. MATAULI",380,342,0,722,234,160,0,394,370,0,165,84,4,123,1,0,0,0,0,0,0,1,1,0,2,6,5,0,1,1,0,0,0,0,0,0,394
271,"S. M..V. SHIWAPAR",305,280,0,585,158,160,0,318,311,0,21,78,4,152,6,0,2,1,43,1,0,1,1,0,0,6,0,0,0,0,0,0,0,1,0,1,318
272,"PANCHAYAT BHAWAN BAGHAUDA",370,326,0,696,179,177,0,356,341,0,94,142,4,90,3,0,1,0,1,0,1,0,1,2,3,4,0,4,0,2,0,2,0,0,1,1,356
273,"P.S. SAKURCHAK",505,438,0,943,257,246,0,503,465,0,192,134,8,130,0,0,0,0,9,1,3,0,2,2,1,9,5,0,1,0,2,0,0,2,2,0,503
274,"P.S. UMRIYA PANDEY",289,247,0,536,171,138,0,309,305,0,39,67,5,136,5,22,0,0,1,1,2,0,2,1,4,2,2,3,2,0,1,0,1,3,4,6,309
275,"P.S. NIHAILA",468,436,0,904,372,173,0,545,542,0,126,240,12,87,11,29,0,0,1,4,1,2,4,5,5,6,2,1,0,1,1,0,1,1,5,0,545
276,"P.S. KAKARAHA",494,461,0,955,208,233,0,441,441,0,27,150,12,227,3,0,0,0,0,3,0,2,0,1,2,9,0,0,0,1,0,0,0,0,3,1,441
277,"P.S. BARGADWA",613,534,0,1147,269,281,0,550,511,0,166,172,15,99,11,0,1,1,2,7,3,2,6,2,2,13,8,5,6,5,3,3,3,2,6,7,550
278,"P.S. SEVAIPAR",382,314,0,696,250,210,0,460,431,0,289,95,0,49,20,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,3,0,460
279,"J.H.S. SHANICHARA BAZAR",378,305,0,683,197,151,0,348,344,0,50,56,9,216,0,0,0,0,0,0,0,0,5,1,3,1,2,2,1,1,0,0,0,0,0,1,348
280,"J.H.S. SHANICHARA BAZAR",510,395,0,905,240,190,0,430,390,0,101,14,1,288,2,0,0,0,1,0,0,0,14,0,2,0,1,1,0,0,0,1,3,0,1,0,430
281,"P.S. SHANICHARA BAZAR",224,185,0,409,147,133,0,280,262,0,20,23,1,220,0,0,0,0,3,0,0,0,2,0,0,0,0,3,0,4,0,0,0,2,1,1,280
282,"P.S. MUTHAHI KHURD",502,384,0,886,267,279,0,546,540,0,146,184,14,164,6,1,2,2,2,2,0,3,3,0,3,5,1,1,0,2,0,0,2,0,2,1,546
283,"P.S. RANIPUR",444,435,0,879,263,303,0,566,561,0,263,176,6,103,3,0,0,2,1,1,0,1,2,1,0,4,1,0,0,0,0,0,0,0,2,0,566
284,"P.S. MUTHAHI KALA",579,560,0,1139,299,334,0,633,600,0,64,187,14,325,5,3,1,0,1,1,1,1,6,0,3,11,1,1,0,1,1,1,1,0,2,2,633
285,"P.S. MUDADIHA",462,429,0,891,237,243,0,480,454,0,49,275,18,111,1,0,1,0,2,1,0,3,1,3,0,2,6,1,1,2,0,0,0,1,2,0,480
286,"P.S. SALAHABAD",256,209,0,465,196,119,0,315,314,0,98,30,2,173,2,0,0,0,0,1,0,0,2,0,0,1,1,0,0,1,0,0,0,1,3,0,315
287,"J.H.S. MAJAURA",682,651,0,1333,374,374,0,748,712,0,164,308,7,184,4,0,3,3,0,5,0,2,38,4,1,1,4,8,2,1,1,0,2,1,3,2,748
288,"P.S. PADARI",314,263,0,577,160,149,0,309,300,0,96,119,3,55,3,0,1,0,1,2,2,0,0,0,3,0,5,3,2,1,0,4,1,1,5,2,309
