"Polling Station",,"Total No of Electors",,,,"Voters Turnout",,,,,,"Candidate ID and Name",,,,,,,,,,,,,,,,,,,
"Part No","Part Name",Male,Female,Other,"Total No. of electors",Male,Female,Other,Total,"No of voters identifying using EPIC","Tendered Voter","1 - ARVIND KUMAR JAISWAL","2 - MULAYAM SINGH YADAV","3 - RAMAKANT YADAV","4 - SHAH ALAM ALIAS GUDDU JAMALI","5 - M. AMIR RASHADI","6 - KIRAN SHARAMA","7 - DURG VIJAY YADAV","8 - PRAKASH CHANDRA","9 - MADAN","10 - RAJDHARI RAJBHAR","11 - RAJESH YADAV","12 - SANJAY KUMAR CHATURVEDI","13 - SANTOSH KUMAR GAUTAM","14 - PRAMOD SINGH","15 - RAM SINGH CHAUHAN","16 - SHAMSHAD AHMAD","17 - SUGRIV CHAUHAN","18 - SANJAY CHAUHAN","19 - None of the Above","Total Votes Secured"
161,"P.V. KAMHARIYA I R.N. - 2",312,253,0,565,167,131,0,298,295,0,10,49,162,70,0,0,0,0,2,1,2,0,0,0,0,0,0,0,2,298
162,"GRAM PANCHAYAT BHAWAN ROSHANPUR",794,654,0,1448,400,371,0,771,771,0,30,228,331,145,4,1,2,3,1,3,5,6,1,2,1,5,1,1,1,771
163,"P.V. BHIKHAMPUR",359,337,1,697,182,230,0,412,390,0,5,105,34,251,0,0,0,0,0,1,4,5,1,1,0,1,2,2,0,412
164,"P.V. KHAJURA",599,523,0,1122,360,341,0,701,680,0,17,357,145,162,4,1,1,0,1,0,0,1,1,1,2,1,0,3,4,701
165,"P.V. SIDHARI",547,448,0,995,262,309,0,571,501,0,79,106,153,153,7,1,3,5,12,6,5,9,5,2,5,13,1,0,6,571
166,"P.V. KHEVASIPUR",414,332,0,746,219,195,0,414,391,0,4,181,82,112,4,2,0,1,4,3,5,1,0,1,0,1,4,2,7,414
167,"P.V. KARAUTI",608,536,0,1144,248,282,0,530,483,0,9,115,219,178,2,1,1,1,0,0,1,1,0,1,0,0,0,1,0,530
168,"P.V. KHAJURI R.N. -1",679,560,0,1239,330,314,0,644,549,0,11,118,296,169,7,1,1,2,2,1,6,5,6,5,0,4,1,2,7,644
169,"P.V. KHAJURI R.N. -2",725,652,0,1377,379,363,0,742,742,0,13,223,410,64,5,1,0,6,6,1,1,0,2,1,3,0,5,0,1,742
170,"I.K. JIGNI",539,465,0,1004,253,292,0,545,545,0,24,129,194,154,8,1,0,3,2,4,1,7,5,2,2,3,1,2,3,545
171,"P.V. JIGNI",636,498,0,1134,359,306,0,665,580,0,10,327,140,125,5,0,3,0,3,1,19,2,5,2,1,4,5,2,11,665
172,"P.V. BENOOPUR R.N. 1",265,210,0,475,90,119,0,209,209,0,1,22,8,162,0,1,0,0,2,1,2,2,1,2,0,1,0,1,3,209
173,"P.V. BENOOPUR R.N. 2",483,379,0,862,185,167,0,352,317,0,8,117,172,16,4,1,7,1,3,2,0,1,5,3,1,4,3,0,4,352
174,"P.N.V. BENOOPUR",318,247,0,565,120,131,0,251,233,0,5,122,117,2,0,0,1,0,0,0,0,0,1,0,0,1,1,1,0,251
175,"P.V. TISAURA",350,303,0,653,160,165,0,325,325,0,8,42,161,86,4,0,0,1,3,0,0,5,3,4,0,5,0,2,1,325
176,"P.V. USARI",234,193,0,427,95,142,0,237,228,0,0,6,10,193,3,1,2,0,0,0,18,2,1,0,0,0,0,1,0,237
177,"P.V. PITHAURPUR R.N. -1",477,386,0,863,194,190,0,384,382,0,8,46,217,89,3,1,0,2,6,0,3,0,1,1,1,3,0,0,3,384
178,"P.V. PITHAURPUR R.N. -2",520,449,0,969,214,280,0,494,494,0,11,76,124,247,7,0,1,2,4,0,2,3,1,1,1,0,2,5,7,494
179,"P.V. BHITKASO",526,446,0,972,265,229,0,494,480,0,8,133,297,23,1,0,0,0,3,2,8,2,1,1,2,0,0,4,9,494
180,"H.S. REDA",261,242,0,503,117,125,0,242,241,0,7,65,93,63,2,0,1,0,2,3,0,0,1,1,1,2,0,0,1,242
181,"P.V. FATEHPUR BHATAULI",815,626,0,1441,433,365,0,798,759,0,11,395,213,152,2,1,2,0,1,1,3,1,1,4,2,2,2,3,2,798
182,"P.V. MAHUVARI R.N. -1",726,646,0,1372,284,300,0,584,584,0,8,144,171,233,4,0,0,1,2,0,2,2,3,4,1,1,2,2,4,584
183,"P.V. MAHUVARI R.N. -2",614,488,0,1102,212,229,0,441,434,0,20,63,125,201,6,1,3,3,1,1,2,1,2,5,2,3,0,0,2,441
184,"P.V. KABOOTRA R.N. -1",632,561,0,1193,318,301,0,619,619,0,35,130,297,130,2,0,4,3,5,2,2,3,0,1,2,0,1,1,1,619
185,"P.V. KABOOTRA R.N. -2",458,361,0,819,241,223,0,464,464,0,7,13,13,416,4,1,0,0,0,0,4,2,2,0,0,1,1,0,0,464
186,"P.V. MAHOLI R.N. -1",632,543,0,1175,353,224,0,577,500,0,10,129,304,110,4,0,0,1,0,1,2,1,2,2,0,2,1,4,4,577
187,"P.V. MAHOLI R.N. -2",677,608,0,1285,292,346,0,638,636,0,6,95,190,320,9,2,3,1,0,1,1,1,1,2,3,0,0,1,2,638
188,"P.V. ASAUSA R.N. -1",710,635,0,1345,325,350,0,675,675,0,15,232,302,71,4,1,2,3,5,5,4,10,6,5,5,5,0,0,0,675
189,"P.V. ASAUSA R.N. -2",281,246,0,527,124,143,0,267,267,0,9,13,132,101,1,0,0,2,2,2,0,0,0,0,0,3,1,0,1,267
190,"P.V. SINGHPUR R.N.- 1",709,633,0,1342,313,373,0,686,636,0,27,239,124,256,11,5,1,1,5,2,0,4,1,4,1,0,0,4,1,686
191,"P.V. SINGHPUR R.N.- 2",656,572,0,1228,302,283,0,585,526,0,29,206,205,123,3,0,1,1,1,1,0,5,1,3,0,0,2,0,4,585
192,"P.V. RAKAICHA",236,178,0,414,126,132,0,258,248,0,2,8,1,231,3,2,6,0,2,0,0,0,1,0,0,0,0,0,2,258
193,"P.V. MUHAMMADPUR",731,583,0,1314,387,323,0,710,676,0,6,450,82,143,3,1,1,1,2,3,0,0,1,3,2,4,1,7,0,710
194,"P.V. CHAUKI MANIYARA",473,437,1,911,237,236,0,473,473,0,4,54,116,269,9,0,0,1,1,2,1,4,1,2,0,1,1,1,6,473
195,"P.V. RAJHA AJMATPUR",428,343,0,771,170,203,0,373,370,0,15,39,139,162,6,0,0,1,0,0,2,1,0,0,0,2,1,0,5,373
196,"K.P.V. PAVANI KHURD R.N. -1",454,381,0,835,189,187,0,376,350,0,14,120,202,21,2,0,0,1,0,2,2,1,0,2,0,2,1,0,6,376
197,"K.P.V. PAVANI KHURD R.N. -2",135,110,0,245,57,60,0,117,117,0,3,55,25,23,0,0,0,0,2,0,2,1,1,0,0,1,0,2,2,117
198,"P.V. BASOOPUR R.N.-1",670,564,0,1234,385,392,0,777,777,0,9,522,86,142,0,0,5,0,0,0,1,2,0,4,3,0,0,3,0,777
199,"P.V. BASOOPUR R.N.-2",158,158,0,316,102,114,0,216,207,0,6,156,52,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,216
200,"P.V. KATAI R.N. -1",490,419,0,909,192,186,0,378,350,0,43,89,232,8,0,0,0,0,1,1,0,0,0,0,2,0,1,1,0,378
201,"P.V. KATAI R.N. -2",572,477,0,1049,320,256,0,576,566,0,3,143,134,255,6,0,1,1,2,1,6,3,2,7,3,5,0,1,3,576
202,"P.V. PAVANI KALA R.N. -1",595,523,0,1118,250,254,0,504,448,0,17,159,238,53,0,0,0,1,4,0,5,2,3,2,0,0,4,7,9,504
203,"P.V. PAVANI KALA R.N. -2",675,549,0,1224,336,314,0,650,646,0,8,111,120,385,6,0,0,0,2,0,2,1,1,2,1,1,0,3,7,650
204,"K.J.H.S. MALPAR R.N. -1",491,454,0,945,216,248,0,464,424,0,4,223,123,86,3,0,0,2,5,0,1,0,2,1,0,4,2,3,5,464
205,"K.J.H.S. MALPAR R.N. -2",531,483,0,1014,300,308,0,608,550,0,6,182,87,293,1,0,0,2,2,1,5,9,0,3,2,3,0,2,10,608
206,"P.V. ISMAILPUR BHARTHIPUR R.N. -1",366,293,0,659,158,164,0,322,322,0,2,71,97,115,3,4,1,1,4,10,2,1,0,2,0,2,5,1,1,322
207,"P.V. ISMAILPUR BHARTHIPUR R.N. -2",596,542,0,1138,283,292,0,575,561,0,19,150,215,133,2,0,4,0,8,4,7,2,3,7,1,9,1,4,6,575
208,"P.V. ISMAILPUR BHARTHIPUR R.N. -3",457,416,0,873,229,255,0,484,435,0,22,121,105,211,1,3,2,0,2,0,3,4,0,3,0,5,0,1,1,484
209,"P.V. MIYAPUR BASDEVA",461,399,0,860,242,235,0,477,477,0,17,180,205,65,1,0,0,0,1,1,1,1,3,0,0,1,0,0,1,477
210,"P.V. BAHORIKPUR",663,598,1,1262,327,342,0,669,652,0,15,165,246,178,1,2,1,1,6,1,1,2,2,3,2,8,3,13,19,669
211,"P.V. ASDHIRPUR",869,656,0,1525,399,377,0,776,717,0,17,194,352,134,4,3,2,4,12,3,7,5,5,2,8,8,5,2,9,776
212,"S.S.S. VISHUNPUR",175,148,0,323,98,105,0,203,202,0,11,31,121,25,2,0,0,4,2,0,3,2,0,1,0,0,0,0,1,203
213,"P.V. HANSRAJPUR",354,308,0,662,180,181,0,361,353,0,5,116,98,126,2,0,0,4,1,0,1,0,1,4,1,2,0,0,0,361
214,"P.V. KHARIHANI R.N. -1",607,515,0,1122,346,286,0,632,582,0,2,442,78,88,2,0,1,0,1,1,8,1,1,2,0,3,0,1,1,632
215,"P.V. KHARIHANI R.N. -2",639,508,0,1147,384,294,0,678,643,0,10,318,211,117,0,0,0,1,2,0,5,0,2,1,2,3,4,1,1,678
216,"P.M.V. VISHUNPUR",616,459,0,1075,335,272,0,607,550,0,14,406,135,20,1,1,3,0,2,0,2,3,2,2,1,6,1,1,7,607
217,"P.V. VISHUNPUR R.N. -1",653,486,0,1139,251,267,0,518,518,0,9,121,171,145,4,2,2,2,14,3,5,7,4,2,1,4,5,3,14,518
218,"P.V. VISHUNPUR R.N. -1",618,528,0,1146,293,307,0,600,580,0,14,212,123,192,7,0,0,1,6,0,3,2,3,2,0,5,8,6,16,600
219,"PANCHAYAT BHAWAN SERRA",627,510,0,1137,331,303,0,634,633,0,10,182,287,106,3,1,3,4,4,2,5,4,2,4,1,7,2,4,3,634
220,"P.V. SERRA ISTHIT KATTA",439,357,1,797,288,238,0,526,490,0,15,344,92,41,0,0,1,3,1,1,0,0,8,2,5,9,0,3,1,526
221,"J.H.S SHIVRAMPUR",787,694,0,1481,418,398,0,816,816,0,14,151,357,248,13,2,8,1,3,0,1,3,3,6,1,3,0,0,2,816
222,"P.V. MANPUR R.N. -1",644,555,0,1199,352,327,0,679,659,0,12,246,195,193,5,3,1,0,3,0,5,3,0,1,3,2,1,1,5,679
223,"P.V. MANPUR R.N. -2",629,483,0,1112,358,314,0,672,595,0,3,295,44,296,5,0,3,1,1,1,1,6,3,1,2,6,0,2,2,672
224,"P.V. JAGDISHPUR",476,413,0,889,350,280,0,630,600,0,24,410,158,12,3,2,0,0,2,0,2,3,1,2,2,4,1,0,4,630
225,"P.V. RAGHUNATHPUR",597,494,0,1091,226,198,0,424,424,0,8,110,154,127,4,2,1,0,2,0,4,2,1,0,1,4,1,0,3,424
226,"P.V. DEVKALI",619,543,0,1162,310,294,0,604,543,0,4,61,312,197,2,0,0,2,5,3,3,3,2,3,2,4,1,0,0,604
227,"P.V. FARIDPUR",191,168,0,359,104,120,0,224,224,0,0,12,0,208,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,224
228,"P.V. RAIPUR R.N. -1",250,205,0,455,139,115,0,254,254,0,0,84,49,113,2,0,0,0,2,0,0,2,1,0,0,0,1,0,0,254
229,"P.V. RAIPUR R.N. -2",509,481,0,990,238,243,0,481,422,0,7,41,175,238,2,1,3,1,1,0,2,0,2,1,1,3,1,1,1,481
230,"P.V. FINIHINI",552,450,0,1002,281,312,0,593,508,0,8,98,247,204,3,2,0,1,7,0,0,5,1,2,3,5,2,0,5,593
231,"P.V. JHAUVA",477,384,0,861,241,268,0,509,478,0,5,96,69,324,1,0,1,3,2,0,0,0,2,1,0,0,2,2,1,509
232,"P.V. MAULIYA",527,429,0,956,256,224,0,480,479,0,1,214,113,144,3,0,0,0,0,0,2,0,0,1,0,0,0,0,2,480
233,"P.V. KUDHAPAR R.N. -1",636,522,0,1158,227,201,0,428,398,0,13,93,159,131,1,0,0,1,3,0,1,2,3,4,3,1,1,0,12,428
234,"P.V. KUDHAPAR R.N. -2",706,612,0,1318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
235,"P.V. SULTANIPUR",646,515,0,1161,261,291,0,552,548,0,16,113,210,187,3,2,0,10,0,1,0,4,1,3,1,0,0,0,1,552
236,"PANCHAYAT BHAWAN RASEPUR",490,410,0,900,224,276,0,500,497,0,5,103,94,281,2,0,2,0,2,0,0,3,2,1,1,3,0,0,1,500
237,"PANCHAYAT BHAWAN TODARPUR",707,598,0,1305,495,417,0,912,888,0,7,500,128,245,7,2,3,0,1,0,4,0,2,3,1,1,0,3,5,912
238,"P.V. SARAITRILOCHAN R.N. -1",551,454,0,1005,318,271,0,589,515,0,6,347,165,30,7,1,1,1,4,0,2,2,5,1,2,4,0,6,5,589
239,"P.V. SARAITRILOCHAN R.N. -2",812,698,0,1510,388,369,0,757,741,0,4,260,186,262,7,0,1,2,2,1,3,4,2,4,5,6,0,4,4,757
240,"P.V. BANSGANV R.N - 1",625,460,0,1085,341,216,0,557,557,0,19,281,193,36,6,1,0,0,2,1,5,1,0,0,0,3,1,3,5,557
241,"P.V. BANSGANV R.N - 2",698,564,0,1262,370,310,0,680,677,0,9,156,117,366,3,1,0,1,1,0,5,6,3,3,3,3,0,1,2,680
242,"P.V. KHUTHAN R.N. -1",813,659,0,1472,473,372,0,845,735,0,37,236,270,270,5,2,3,4,3,0,4,0,1,4,0,3,0,3,0,845
243,"P.V. KHUTHAN R.N. -2",563,464,0,1027,263,247,0,510,460,0,5,85,307,105,1,0,0,0,1,0,0,1,1,0,2,0,0,0,2,510
244,"P.V. NARAINPUR",382,306,0,688,199,170,0,369,368,0,3,188,77,88,2,0,0,0,1,0,0,3,1,1,1,1,0,1,2,369
245,"P.V. HADAURA",633,469,0,1102,301,271,0,572,569,0,24,176,140,223,6,1,0,0,1,0,0,0,0,0,0,0,0,0,1,572
246,"P.V. MUSVA R.N. -1",521,446,0,967,237,270,0,507,495,0,6,80,118,247,8,2,0,1,6,0,1,2,4,4,4,9,3,3,9,507
247,"P.V. MUSVA R.N. -2",240,225,0,465,114,103,0,217,183,0,4,54,69,87,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,217
248,"J.H.S. NADVA SISIDI",469,387,0,856,193,187,0,380,333,0,10,86,131,124,0,1,0,1,3,2,2,2,3,4,3,3,0,1,4,380
249,"P.V. JAMUVA",458,350,0,808,207,212,0,419,360,0,9,36,139,202,6,1,3,6,2,1,5,3,1,3,1,1,0,0,0,419
250,"P.V. JIYAPUR",850,680,0,1530,630,430,0,1060,920,0,17,497,340,165,0,1,0,2,7,1,0,1,2,2,2,2,11,5,5,1060
251,"P.V. AIRA BUJURG R.N. -1",526,427,0,953,280,258,0,538,537,0,8,296,119,95,9,1,0,0,0,0,0,1,0,3,1,1,1,2,1,538
252,"P.V. AIRA BUJURG R.N. -2",315,253,0,568,122,131,0,253,244,0,1,43,100,104,2,0,0,0,0,0,0,3,0,0,0,0,0,0,0,253
253,"P.V. AIRA KHRUD",836,705,0,1541,421,425,0,846,844,0,12,404,180,223,5,1,1,0,1,1,1,3,2,1,2,2,2,0,5,846
254,"P.B. KHAJURA",452,353,0,805,292,227,0,519,460,0,1,378,91,36,2,1,0,0,0,0,0,2,0,0,1,1,0,4,2,519
255,"S.P.J.H. ARAJI FULAICH",371,255,0,626,216,134,0,350,336,0,7,184,66,85,2,0,0,1,0,0,1,1,0,0,0,1,1,0,1,350
256,"P.V. FULAICH",378,296,0,674,195,186,0,381,371,0,8,225,86,50,0,0,0,0,0,2,6,0,1,1,0,1,1,0,0,381
257,"P.V. SARAIBHADI",738,604,0,1342,466,435,0,901,801,0,14,497,192,160,2,2,2,0,3,3,1,1,0,2,6,5,4,2,5,901
258,"P.V. BHADIYA",647,512,0,1159,345,325,0,670,669,0,11,280,292,21,3,1,2,1,8,6,6,5,4,7,4,9,1,3,6,670
259,"P.V. RASDA",401,315,0,716,234,234,0,468,444,0,10,213,178,39,3,3,1,2,5,2,3,2,0,3,0,0,1,3,0,468
260,"P.V. BHUVALPUR R.N. -1",347,287,0,634,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
261,"P.V. BHUVALPUR R.N. -2",701,579,0,1280,365,370,0,735,645,0,6,247,205,227,4,0,2,4,5,3,2,10,1,4,1,9,0,2,3,735
262,"P.V. RASTIPUR R.N. -1",661,537,0,1198,302,293,0,595,595,0,7,265,94,200,2,0,2,3,1,0,0,2,3,2,5,6,2,0,1,595
263,"P.V. RASTIPUR R.N. -2",662,550,0,1212,299,322,0,621,550,0,5,211,198,190,1,1,0,0,0,1,1,3,1,1,2,4,0,0,2,621
264,"P.V. JUNVA R.N. -1",422,363,0,785,253,240,0,493,493,0,13,208,56,182,3,2,12,1,3,0,1,2,4,0,0,0,2,1,3,493
265,"P.V. JUNVA R.N. -2",658,540,0,1198,283,292,0,575,575,0,5,75,210,223,4,9,4,1,5,9,1,1,2,0,0,0,23,0,3,575
266,"P.V. BUDHANPUR URF JAMEERPUR R.N. -1",555,404,0,959,214,182,0,396,393,0,21,163,128,53,4,0,1,0,2,2,0,4,7,4,2,2,0,2,1,396
267,"P.V. BUDHANPUR URF JAMEERPUR R.N. -2",340,266,0,606,153,182,0,335,335,0,3,47,35,228,4,1,0,1,1,0,0,2,3,1,0,1,2,1,5,335
268,"J.H.S. HANKARPUR",436,346,0,782,239,181,0,420,420,0,6,107,263,22,0,0,1,0,2,0,0,2,0,9,2,1,0,2,3,420
269,"P.V. PITHAUPUR",503,429,0,932,248,263,0,511,511,0,7,195,92,197,2,1,1,1,0,0,1,1,2,4,1,2,0,2,2,511
270,"P.V. SARAIVRINDAVAN",769,572,0,1341,340,338,0,678,673,0,8,177,256,198,2,1,0,4,4,3,2,3,4,5,2,7,0,0,2,678
271,"P.V. HASANPUR URF BHARTHIPUR",794,596,0,1390,414,352,0,766,710,0,12,239,417,30,9,1,2,2,8,2,2,3,2,5,6,7,3,4,12,766
272,"P.V. BHAGVANPUR",584,463,0,1047,345,286,0,631,591,0,16,345,118,127,1,0,1,1,3,0,2,3,3,2,0,6,0,0,3,631
273,"P.V. FADDOOPUR",599,465,0,1064,256,235,0,491,491,0,25,107,290,9,5,1,0,2,10,1,4,5,3,3,5,5,1,6,9,491
274,"P.V. ASMALPUR",223,176,0,399,139,116,0,255,230,0,8,212,32,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,255
275,"P.V. BIBIPUR R.N. -1",719,585,0,1304,323,322,0,645,560,0,14,150,190,243,3,2,0,1,6,0,9,3,3,0,0,13,2,2,4,645
276,"P.V. BIBIPUR R.N. -2",762,600,0,1362,365,305,0,670,670,0,17,185,339,112,6,1,2,1,1,0,2,1,1,0,0,1,0,0,1,670
277,"P.V. VISANI",187,157,0,344,105,104,0,209,209,0,1,38,42,103,2,0,1,1,2,0,0,3,2,1,4,3,0,0,6,209
278,"P.V. MURARPUR",815,643,0,1458,386,352,0,738,698,0,15,62,175,437,3,4,1,1,7,5,0,2,1,4,1,5,1,2,12,738
279,"P.V. BELHADIH R.N. -1",732,578,0,1310,322,300,0,622,600,0,7,227,225,120,0,0,1,0,0,1,8,0,3,0,1,1,3,13,12,622
280,"P.V. BELHADIH R.N. -2",840,652,0,1492,444,317,0,761,761,0,14,214,172,341,0,0,0,3,2,3,2,6,3,0,0,0,1,0,0,761
281,"P.V. JAICHANDPUR",733,577,0,1310,312,288,0,600,600,0,5,157,145,250,3,2,3,2,4,1,4,2,2,4,2,8,0,2,4,600
282,"P.V. BHITI",731,591,0,1322,336,320,0,656,653,0,4,83,342,161,3,0,2,3,12,1,2,4,3,6,5,6,1,4,14,656
283,"P.V. UCHAHUVAN R.N. -1",675,557,0,1232,339,347,0,686,686,0,7,117,389,112,3,0,2,2,7,4,4,2,2,3,3,12,2,8,7,686
284,"P.V. UCHAHUVAN R.N. -2",867,723,0,1590,437,456,0,893,800,0,12,256,193,376,11,0,1,0,5,2,2,5,2,7,2,5,2,2,10,893
285,"J.H.S. UCHAHUVAN",732,569,0,1301,378,337,0,715,712,0,11,186,408,20,6,2,2,14,17,3,5,5,2,9,3,9,4,3,6,715
286,"P.B. BIRNAIYA",346,308,0,654,195,185,0,380,325,0,2,74,103,166,2,2,1,0,3,0,3,2,16,3,0,0,0,0,3,380
287,"P.V. KOTA",380,319,0,699,188,197,0,385,368,0,3,100,36,220,4,0,0,0,2,2,0,1,3,0,1,4,0,2,7,385
288,"P.V. TITIRA R.N. -1",356,305,0,661,186,164,0,350,300,0,3,258,42,40,0,2,0,0,0,0,0,0,0,2,1,2,0,0,0,350
289,"P.V. TITIRA R.N. -2",772,641,0,1413,384,385,0,769,769,0,15,471,206,8,0,3,3,4,9,9,4,8,4,9,4,6,1,4,1,769
290,"P.V. LOKAIPUR",389,321,0,710,269,221,0,490,490,0,3,331,32,96,2,5,0,0,0,2,1,0,0,1,0,2,5,6,4,490
291,"P.V. TANDAVA KHAS R.N. -1",710,531,0,1241,318,255,0,573,569,0,17,219,273,46,2,0,0,1,2,0,3,2,3,3,0,0,0,0,2,573
292,"P.V. TANDAVA KHAS R.N. -2",606,536,0,1142,291,331,0,622,621,0,4,70,78,422,5,0,3,2,6,0,2,11,4,3,2,6,1,0,3,622
293,"P.V. CHAUKI GANJOR (TEHUVAN) R.N. -1",636,553,0,1189,381,360,0,741,700,0,18,339,115,243,4,4,0,2,2,1,0,1,3,0,1,0,1,1,6,741
294,"P.V. CHAUKI GANJOR (TEHUVAN) R.N. -2",396,339,0,735,275,242,0,517,500,0,13,381,72,32,2,1,1,0,4,0,2,0,2,2,1,0,2,2,0,517
295,"P.M.V. NAURASIYA",688,537,0,1225,258,312,0,570,570,0,19,58,165,294,3,2,0,1,1,0,1,6,0,2,2,1,2,3,10,570
296,"P.V. NAURASIYA R.N -1",551,473,0,1024,248,267,0,515,514,0,32,103,181,134,5,4,2,2,5,1,2,3,1,2,1,12,5,6,14,515
297,"P.V. NAURASIYA R.N -2",669,592,0,1261,302,320,0,622,622,0,8,49,123,399,4,2,1,4,2,4,1,3,0,4,0,2,3,7,6,622
298,"I.K. MAULANIPUR TARVAN",805,634,0,1439,438,368,0,806,806,0,13,293,245,210,5,0,1,3,3,1,1,4,3,3,1,4,9,1,6,806
299,"P.V. CHAURIKHAS",105,99,0,204,69,62,0,131,129,0,4,38,67,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,131
300,"V.K.K. TARVAN R.N. -1",542,446,0,988,250,277,0,527,522,0,4,59,112,301,11,0,0,0,2,1,1,5,4,3,2,7,1,3,11,527
301,"V.K.K. TARVAN R.N. -2",837,606,0,1443,388,308,0,696,694,0,29,271,184,166,3,0,0,0,3,2,7,5,4,1,2,7,2,0,10,696
302,"P.V. ABBASPUR",263,221,0,484,194,149,0,343,343,0,12,291,16,20,2,0,0,0,0,0,0,0,0,0,0,1,1,0,0,343
303,"P.V. BHILIHILI R.N. -1",509,417,0,926,270,259,0,529,524,0,4,137,51,303,5,1,1,1,1,0,1,0,3,4,1,3,0,5,8,529
304,"P.V. BHILIHILI R.N. -2",473,437,0,910,266,233,0,499,372,0,11,166,248,42,0,1,1,0,1,0,7,1,2,0,4,1,0,1,13,499
305,"P.V. TARVAN SARAIYA R.N. -1",650,577,0,1227,300,297,0,597,590,0,28,154,243,100,4,3,1,2,4,9,1,1,0,3,6,8,7,9,14,597
306,"P.V. TARVAN SARAIYA R.N. -2",740,628,1,1369,288,417,0,705,699,0,13,225,253,181,12,1,0,4,1,3,1,1,3,2,3,0,1,0,1,705
307,"K.P.V. BADKAPURA TARVAN R.N. -1",694,561,0,1255,295,263,0,558,549,0,22,141,319,40,0,1,1,0,3,3,4,2,1,2,0,1,3,7,8,558
308,"K.P.V. BADKAPURA TARVAN R.N. -2",743,619,0,1362,367,304,0,671,651,0,17,96,99,395,10,4,2,1,8,4,3,4,5,4,2,5,2,2,8,671
309,"P.V.KATAI TARVAN",794,690,0,1484,380,373,0,753,744,0,12,344,165,182,2,2,2,1,1,1,3,3,1,0,2,7,4,8,13,753
310,"P.V. AVANI R.N. -1",497,433,0,930,240,226,0,466,466,0,18,171,236,21,3,0,0,1,2,2,0,4,1,1,1,3,1,1,0,466
311,"P.V. AVANI R.N. -2",448,407,0,855,227,268,0,495,495,0,51,85,147,193,3,3,3,0,3,0,1,1,1,1,1,2,0,0,0,495
312,"P.V. HARDASPUR HARDASHI R.N.-1",636,524,0,1160,281,307,0,588,533,0,13,149,179,181,4,0,1,4,1,3,4,9,7,6,5,14,1,2,5,588
313,"P.V. HARDASPUR HARDASHI R.N.-2",508,411,0,919,304,268,0,572,552,0,12,443,68,22,3,0,1,2,1,0,1,0,3,3,3,0,2,5,3,572
314,"P.V. PANDEYATARKUSHA",762,597,0,1359,461,407,0,868,868,0,19,468,129,225,4,2,1,1,2,0,1,7,3,2,0,2,0,1,1,868
315,"P.V. RASOOLPUR",610,534,0,1144,313,345,0,658,658,0,16,185,191,209,8,2,3,3,7,4,2,8,0,4,5,5,0,3,3,658
316,"P.V. MOKALPUR R.N. -1",499,462,0,961,266,284,0,550,500,0,6,42,257,204,3,2,1,1,8,5,2,7,2,0,3,5,0,0,2,550
317,"P.V. MOKALPUR R.N. -2",440,371,0,811,183,241,0,424,404,0,7,51,130,210,2,2,0,1,0,1,1,3,1,1,0,4,8,0,2,424
318,"SARVESHVARI P.M.V. BANGANVA",798,659,1,1458,373,405,0,778,768,0,12,181,304,230,2,2,1,2,3,0,4,11,2,2,4,8,1,2,7,778
319,"P.V. BANGANVA -1",523,434,0,957,203,237,0,440,405,0,8,85,97,219,7,1,1,4,4,2,0,2,3,2,1,3,0,0,1,440
320,"P.V. BANGANVA -2",501,426,0,927,222,213,0,435,435,0,7,54,155,175,5,0,1,1,4,0,1,5,4,4,6,9,0,1,3,435
321,"P.V. KUJRANVA R.N. -1",493,404,0,897,266,257,0,523,518,0,14,320,110,47,2,2,0,1,2,2,3,3,1,0,3,0,0,10,3,523
322,"P.V. KUJRANVA R.N. -2",456,399,0,855,219,238,0,457,415,0,9,105,151,168,2,0,0,0,3,1,0,2,1,4,1,6,1,0,3,457
323,"P.V. BELA R.N. -1",464,385,0,849,252,244,0,496,496,0,5,194,112,160,3,0,0,1,2,2,0,4,1,3,2,5,0,1,1,496
324,"P.V. BELA R.N. -2",652,605,0,1257,277,301,0,578,569,0,7,164,87,284,5,0,0,0,2,1,0,6,4,2,1,6,1,4,4,578
325,"P.V. KHARKA",401,320,0,721,214,202,0,416,416,0,5,128,111,133,3,1,0,1,7,0,4,1,2,6,3,6,0,3,2,416
326,"P.V. NATHPUR",314,269,0,583,182,214,0,396,370,0,4,43,9,333,2,0,0,1,0,0,1,2,0,0,0,0,0,1,0,396
327,"K.P.V. PATTI BHIKHARI",692,581,0,1273,424,370,0,794,700,0,9,546,131,75,2,1,0,2,4,1,0,1,2,9,1,2,2,3,3,794
328,"P.V. JAGDISHPUR CHAUR",417,339,0,756,201,202,0,403,342,0,4,135,172,72,1,1,0,0,2,0,0,4,1,1,2,0,1,2,5,403
