"Polling Station",,"Total No of Electors",,,,"Voters Turnout",,,,,,"Candidate ID and Name",,,,,,,,,,,,,,
"Part No","Part Name",Male,Female,Other,"Total No. of electors",Male,Female,Other,Total,"No of voters identifying using EPIC","Tendered Voter","1 - AQEEL UR REHMAN KHAN","2 - ACHARYA PRAMOD KRISHNAM","3 - DR SHAFIQ UR RAHMAN BARQ","4 - SATYAPAL SINGH","5 - MOHD ASLAM URF PASHA","6 - DHARAM YADAV","7 - DR. RASHID ALI","8 - REKHA DEVI YADAV","9 - AQEEL AHMAD","10 - NANAD RAM KHADAGVANSHI","11 - NUTAN VIJAY ADVOCATE","12 - FIROZ HAIDER","13 - RASHID","14 - None of the Above","Total Votes Secured"
163,"PRIMARY SCHOOL SIKMPUR PAN‍DE  ROOM-1",601,465,0,1066,416,339,0,755,755,0,263,10,466,1,0,0,4,1,2,0,2,2,1,3,755
164,"PRIMARY SCHOOL SIKMPUR PAN‍DE  ROOM-2",507,410,1,918,298,205,0,503,20,0,149,7,335,1,1,1,4,0,1,0,2,1,0,1,503
165,"PRIMARY SCHOOL SAK‍TOO NAGLA  ROOM -1",652,568,0,1220,348,280,0,628,592,0,359,51,182,23,0,1,1,0,1,0,0,0,3,7,628
166,"PRIMARY SCHOOL SAK‍TOO NAGLA  ROOM-3",224,214,0,438,129,93,0,222,190,0,162,6,49,1,1,0,0,0,1,0,0,0,1,1,222
167,"PRIMARY SCHOOL SAK‍TOO NAGLA  ROOM -2",438,386,0,824,272,221,0,493,468,0,318,5,157,0,1,0,2,0,4,0,0,1,3,2,493
168,"PRIMARY SCHOOL AHAMADPUR",432,352,0,784,352,254,0,606,606,0,437,13,118,26,1,0,1,1,3,0,2,0,1,3,606
169,"PRIMARY SCHOOL MADANAPUR",825,693,0,1518,582,468,0,1050,1042,0,827,7,183,17,0,0,0,0,4,1,1,1,0,9,1050
170,"PRIMARY SCHOOL GILPURA",266,227,0,493,169,139,0,308,307,0,252,2,21,21,1,0,0,1,1,1,2,1,2,3,308
171,"PRIMARY SCHOOL AANVLA GHAT",254,206,0,460,169,179,0,348,340,0,98,3,144,91,3,0,1,0,0,0,2,1,2,3,348
172,"PRIMARY SCHOOL MAJHRA LAKHNPUR NAKATPURI KALAN",224,191,0,415,157,144,0,301,280,0,251,3,40,1,0,1,1,0,1,1,0,1,0,1,301
173,"PRIMARY SCHOOL NA‍KATPURI KALA",283,229,0,512,217,180,0,397,397,0,228,2,159,5,2,0,1,0,0,0,0,0,0,0,397
174,"PRIMARY SCHOOL GOT AAN0 ROOM-1",652,514,0,1166,436,267,0,703,663,0,80,0,381,214,4,0,8,0,1,0,4,5,2,4,703
175,"PRIMARY SCHOOL GOT AAN0  ROOM-2",251,216,0,467,188,127,0,315,315,0,26,1,11,268,2,0,1,0,0,2,2,1,0,1,315
176,"JUNIOR HIGH SCHOOL GOT AAN0  ROOM-1",743,564,0,1307,556,194,0,750,705,0,118,4,512,100,3,2,3,1,1,0,0,0,2,4,750
177,"JUNIOR HIGH SCHOOL GOT AAN0  ROOM-2",460,330,0,790,313,228,0,541,535,0,54,9,142,320,1,1,2,1,0,0,2,3,2,4,541
178,"PRIMARY SCHOOL MOHD  JAMAPUR  ROOM-1",317,265,0,582,213,155,0,368,368,0,202,7,153,1,1,0,1,0,1,0,0,1,0,1,368
179,"PRIMARY SCHOOL DHAKIYA JUMMA ROOM-1",725,639,0,1364,451,338,0,789,763,0,426,13,331,7,1,0,3,0,2,0,1,1,1,3,789
180,"PRIMARY SCHOOL DHAKIYA JUMMA ROOM-2",662,555,0,1217,389,259,0,648,648,0,338,5,281,9,2,0,2,2,0,0,1,0,2,6,648
181,"PRIMARY SCHOOL NAUSHNA SHEKHOOPUR ROOM-1",790,690,0,1480,533,472,0,1005,55,0,131,23,752,59,3,2,22,0,3,0,0,5,3,2,1005
182,"PRIMARY SCHOOL MAJHRA NABABVALI MILK NAUSHNA SHEKHOOPUR",861,765,1,1627,679,539,0,1218,1218,0,395,8,585,212,4,0,2,0,1,0,5,0,3,3,1218
183,"PRIMARY SCHOOL LALVARA ROOM-1",788,735,0,1523,412,418,0,830,318,0,197,11,556,24,3,1,10,1,2,1,4,4,2,14,830
184,"PRIMARY SCHOOL LALVARA ROOM-2",464,421,0,885,285,284,0,569,220,0,233,5,299,13,2,1,3,0,2,0,1,0,3,7,569
185,"PRIMARY SCHOOL JAFRPUR",324,282,0,606,214,181,0,395,395,0,66,1,324,0,1,0,1,0,0,0,1,0,0,1,395
186,"JUNINIOR HIGH SCHOOL RASOOLPUR HAMEER ROOM-1",558,494,0,1052,387,324,0,711,305,0,186,11,496,2,0,1,7,1,0,0,0,2,3,2,711
187,"JUNIOR HIGH SCHOOL RASOOLPUR HAMEER  ROOM-2",556,493,1,1050,426,340,0,766,760,0,118,11,597,13,0,2,8,0,2,2,2,1,0,10,766
188,"PRIMARY SCHOOL ALLAPUR BHIKAN ROOM-1",463,421,0,884,394,332,0,726,723,0,56,7,634,4,1,0,14,1,1,0,0,4,0,4,726
189,"PRIMARY SCHOOL ALLAPUR BHIKAN ROOM-2",463,448,0,911,366,316,0,682,446,0,56,6,598,2,0,0,11,1,0,0,1,6,0,1,682
190,"PRIMARY SCHOOL KHURRAMANAGAR BICHAULA",336,310,0,646,191,169,0,360,335,0,28,2,163,147,2,1,1,0,2,1,2,5,3,3,360
191,"PRIMARY SCHOOL MADARPURA",399,368,0,767,295,277,0,572,451,0,145,6,390,15,0,0,9,0,0,1,2,1,3,0,572
192,"PRIMARY SCHOOL HISAMPUR  ROOM-1",510,460,0,970,373,303,0,676,91,0,132,3,486,9,0,2,34,2,0,2,0,1,2,3,676
193,"PRIMARY SCHOOL HISAMPUR  ROOM-2",494,438,0,932,403,317,0,720,12,0,124,10,563,1,1,1,3,1,1,1,0,3,3,8,720
194,"PRIMARY SCHOOL BARETHA KHIJRPUR",788,684,0,1472,519,435,0,954,954,0,242,12,636,28,14,1,10,0,3,0,1,1,1,5,954
195,"PRIMARY SCHOOL KOORI",290,297,0,587,252,221,0,473,473,0,27,2,432,4,0,1,6,0,0,0,0,1,0,0,473
196,"PRIMARY SCHOOL LALPUR GANGVARI  ROOM-1",899,739,0,1638,495,338,0,833,612,0,393,2,401,18,1,1,3,2,2,0,0,0,0,10,833
197,"PRIMARY SCHOOL LALPUR GANGVARI  ROOM-2",528,478,0,1006,370,261,0,631,201,0,112,6,495,4,1,0,3,2,0,0,0,0,1,7,631
198,"PRIMARY SCHOOL LALPUR GANGVARI  ROOM-3",490,452,0,942,288,238,0,526,404,0,175,11,298,29,0,0,4,0,0,1,1,3,2,2,526
199,"PRIMARY SCHOOL TAKHTPUR ALLA URF NANKAR ROOM-1",511,409,0,920,370,290,0,660,655,0,161,139,336,3,1,1,3,4,4,1,1,3,1,2,660
200,"PRIMARY SCHOOL TAKHTPUR ALLA URF NANKAR ROOM-2",435,436,0,871,257,241,0,498,490,0,142,111,218,16,0,1,1,2,1,1,2,1,1,1,498
201,"PRIMARY SCHOOL KONDRI",703,571,0,1274,503,361,0,864,335,0,544,16,132,127,1,27,9,0,0,2,0,2,0,4,864
202,"PRIMARY SCHOOL YUSOOFPUR NAGALEEYA MAJHRA KONDRI",628,492,0,1120,368,333,0,701,250,0,150,12,507,5,0,0,22,0,2,0,0,0,2,1,701
203,"PRIMARY SCHOOL KARANPUR",519,528,1,1048,443,406,0,849,220,0,317,9,283,201,0,3,9,1,1,1,6,7,4,7,849
204,"PRIMARY SCHOOL BHANDRA",518,419,0,937,388,327,0,715,710,0,183,3,308,195,1,0,1,1,2,2,6,3,6,4,715
205,"PRIMARY SCHOOL BHANDRI  ROOM-1",683,448,0,1131,485,160,0,645,105,0,387,2,222,5,1,0,5,0,2,1,1,6,0,13,645
206,"PRIMARY SCHOOL BHANDRI  ROOM-2",700,533,0,1233,344,182,0,526,510,0,198,2,275,30,2,0,4,0,1,1,1,3,0,9,526
207,"PRIMARY SCHOOL RATANPUR KALAN  ROOM-1",476,414,0,890,214,189,0,403,400,0,16,2,55,302,2,1,0,3,1,2,12,3,1,3,403
208,"PRIMARY SCHOOL RATANPUR KALAN ROOM-4",528,398,0,926,331,210,0,541,301,0,353,1,10,160,1,1,0,0,3,2,4,0,1,5,541
209,"PRIMARY SCHOOL RATANPUR KALAN ROOM-4",589,483,0,1072,318,237,0,555,407,0,32,14,344,124,2,1,7,0,3,0,6,9,2,11,555
210,"PRIMARY SCHOOL RATANPUR KALAN ROOM-3",503,447,0,950,307,241,0,548,465,0,58,10,181,253,0,0,37,0,0,0,2,4,0,3,548
211,"JUNIOR HIGH SCHOOL FIRST RATANPUR KALAN ROOM-1",584,408,0,992,269,147,0,416,413,0,127,10,161,44,0,0,70,0,1,0,1,0,1,1,416
212,"JUNIOR HIGH SCHOOL FIRST RATANPUR KALAN ROOM-2",638,536,0,1174,305,177,0,482,482,0,119,11,178,53,1,0,117,0,0,0,0,1,0,2,482
213,"PURVE MADHYAMIK VIDYALAYA SECOND RATANPUR KALAN  ROOM-2",566,418,0,984,308,155,0,463,46,0,63,33,299,7,0,2,41,0,0,2,2,5,1,8,463
214,"PURVE MADHYAMIK VIDYALAYA SECOND RATANPUR KALAN  ROOM-2",614,500,0,1114,317,193,0,510,509,0,163,7,199,2,0,1,128,0,5,0,0,0,1,4,510
215,"JUNIOR HIGH SCHOOL FIRST RATANPUR KALAN  ROOM-4",794,611,0,1405,434,273,0,707,704,0,134,36,285,200,2,2,33,1,0,2,4,3,3,2,707
216,"PRIMARY SCHOOL MALEEPUR",721,655,0,1376,587,425,0,1012,1012,0,520,9,176,286,1,0,4,0,1,1,3,3,3,5,1012
217,"PRIMARY SCHOOL VAHADURPUR RAJPOOT",509,505,0,1014,348,286,0,634,263,0,125,16,147,316,3,1,0,7,1,3,7,6,1,1,634
218,"PRIMARY SCHOOL KARIMPUR JABTEE",247,245,0,492,190,184,0,374,374,0,131,4,43,191,0,0,0,1,0,0,3,0,0,1,374
219,"PRIMARY SCHOOL FATTEHPUR KHAS ROOM-1",467,404,0,871,359,255,0,614,407,0,36,4,550,4,0,1,10,0,1,0,0,3,3,2,614
220,"PRIMARY SCHOOL FATTEHPUR KHAS ROOM-3",447,379,0,826,331,210,0,541,14,0,32,8,476,7,1,1,4,3,0,1,2,1,3,2,541
221,"PRIMARY SCHOOL FATTEHPUR KHAS ROOM-2",516,493,0,1009,368,295,0,663,663,0,70,30,537,2,4,1,6,1,0,1,0,2,1,8,663
222,"PRIMARY SCHOOL MALAKPUR",621,494,0,1115,425,313,0,738,713,0,137,3,531,58,3,1,1,0,1,0,0,0,1,2,738
223,"PRIMARY SCHOOL NOORPUR BASTAUR ROOM-1",468,385,0,853,319,233,0,552,552,0,7,5,347,163,2,4,15,0,0,0,1,2,2,4,552
224,"PRIMARY SCHOOL NOORPUR BASTAUR ROOM-4",477,362,0,839,327,216,0,543,535,0,198,1,75,243,1,10,4,0,2,2,4,1,2,0,543
225,"PRIMARY SCHOOL NOORPUR BASTAUR ROOM-2",906,737,0,1643,549,388,0,937,927,0,207,6,280,406,7,6,1,3,3,2,2,4,2,8,937
226,"PRIMARY SCHOOL NOORPUR BASTAUR ROOM-3",804,661,0,1465,472,414,0,886,523,0,287,5,249,311,1,18,3,0,1,1,4,1,1,4,886
227,"PRIMARY SCHOOL FARIDPUR HAMIR",579,466,0,1045,494,340,0,834,833,0,56,4,600,155,2,2,3,1,0,3,1,1,3,3,834
228,"PRIMARY SCHOOL OONCHAKANI",528,454,0,982,405,330,0,735,715,0,150,7,91,434,3,19,2,1,4,4,13,0,0,7,735
229,"PRIMARY SCHOOL SABJIPUR ROOM-1",496,430,0,926,358,297,0,655,653,0,298,8,139,183,2,1,1,2,2,0,6,3,1,9,655
230,"PRIMARY SCHOOL SABJIPUR ROOM-3",447,361,0,808,306,262,0,568,568,0,216,2,84,241,2,5,1,4,1,2,4,0,0,6,568
231,"PRIMARY SCHOOL SABJIPUR ROOM-2",486,392,0,878,349,253,0,602,124,0,271,8,252,51,0,1,2,0,2,2,1,1,2,9,602
232,"PRIMARY SCHOOL ROOSTAMASRAI",237,227,0,464,185,152,0,337,335,0,105,2,207,2,0,0,8,2,1,1,1,3,1,4,337
233,"PRIMARY SCHOOL HUSAINPUR HAMEER  ROOM-1",450,393,0,843,334,286,0,620,612,0,267,3,56,273,2,1,4,1,0,1,4,3,1,4,620
234,"PRIMARY SCHOOL HUSAINPUR HAMEER  ROOM-3",421,416,0,837,307,280,0,587,565,0,56,8,194,311,1,2,0,1,0,2,2,6,3,1,587
235,"PRIMARY SCHOOL HUSAINPUR HAMEER ROOM-2",646,529,0,1175,480,386,0,866,865,0,35,4,284,506,6,0,2,1,1,2,5,7,6,7,866
236,"PRIMARY SCHOOL SUNARI ROOM-1",521,451,0,972,429,309,0,738,232,0,17,1,222,435,7,6,3,1,1,4,18,8,5,10,738
237,"PRIMARY SCHOOL NANPUR  ROOM-1",801,644,0,1445,583,423,0,1006,1006,0,244,20,296,403,4,3,15,1,0,2,5,3,3,7,1006
238,"PRIMARY SCHOOL NANPUR  ROOM-2",562,466,0,1028,361,313,0,674,596,0,359,1,210,72,1,3,7,0,1,4,0,0,4,12,674
239,"PRIMARY SCHOOL SEEKARI",533,468,0,1001,414,411,0,825,825,0,329,1,422,58,1,0,3,0,1,0,3,3,1,3,825
240,"PRIMARY SCHOOL RAMPUR MAIGAN  ROOM-1",664,548,0,1212,448,329,0,777,771,0,77,5,236,439,2,1,1,0,0,5,5,3,1,2,777
241,"PRIMARY SCHOOL RAMPUR MAIGAN  ROOM-2",475,372,0,847,317,252,0,569,562,0,73,3,214,263,0,1,0,2,1,0,4,6,1,1,569
242,"PRIMARY SCHOOL FAREHDI  ROOM-1",848,668,0,1516,527,467,0,994,992,0,53,5,155,727,9,4,2,2,1,2,13,6,4,11,994
243,"PRIMARY SCHOOL JAITIYA FIROJPUR",589,457,0,1046,411,287,0,698,698,0,4,2,150,511,4,1,1,2,1,3,13,1,3,2,698
244,"PRIMARY SCHOOL MANSOORPUR",282,244,0,526,200,215,0,415,146,0,154,1,224,31,1,0,0,1,0,1,0,1,0,1,415
245,"PRIMARY SCHOOL IMARATPUR UDHO  ROOM-1",708,581,0,1289,499,375,0,874,609,0,394,3,40,411,1,0,2,1,2,4,9,2,3,2,874
246,"PRIMARY SCHOOL IMARATPUR UDHO  ROOM-2",862,660,0,1522,527,398,0,925,912,0,160,8,734,6,5,0,1,0,1,4,1,0,1,4,925
247,"JUNIOR HIGH SCHOOL JATPURA  ROOM-1",887,696,0,1583,538,443,0,981,981,0,602,5,203,152,1,0,0,0,1,2,2,3,1,9,981
248,"JUNIOR HIGH SCHOOL JATPURA ROOM-2",290,256,0,546,226,205,0,431,431,0,4,1,58,352,2,1,0,1,0,0,5,1,3,3,431
249,"PRIMARY SCHOOL MADHUPURI",430,386,0,816,353,279,0,632,632,0,311,4,62,238,2,0,1,0,1,2,5,4,0,2,632
250,"PRMARY SCHOOL AMAHDADPUR  ROOM-1",535,448,0,983,438,339,0,777,698,0,43,9,704,4,8,0,1,0,2,0,2,3,0,1,777
251,"PRMARY SCHOOL AMAHDADPUR  ROOM-2",532,386,0,918,393,282,0,675,554,0,24,0,639,2,0,0,8,0,0,0,0,0,0,2,675
252,"PRIMARY SCHOOL LALPUR HAMEER  ROOM-1",579,518,0,1097,365,291,0,656,613,0,207,9,113,297,5,1,1,1,0,2,6,3,3,8,656
253,"PRIMARY SCHOOL LALPUR HAMEER  ROOM-3",518,422,0,940,342,240,0,582,301,0,311,15,159,77,0,1,1,0,2,2,2,1,4,7,582
254,"PRIMARY SCHOOL LALPUR HAMEER  ROOM-2",311,281,0,592,192,130,0,322,309,0,142,4,161,7,0,0,2,0,0,1,1,0,1,3,322
255,"JUNIOR HIGH SCHOOL TAHRPUR ABBAL ROOM-1",499,385,0,884,288,217,0,505,288,0,241,9,225,6,0,1,4,0,3,3,1,2,3,7,505
256,"JUNIOR HIGH SCHOOL TAHRPUR ABBAL ROOM-2",465,416,0,881,287,266,0,553,552,0,295,5,238,8,1,0,1,0,0,0,0,2,0,3,553
257,"JUNIOR HIGH SCHOOL TAHRPUR ABBAL ROOM-3",1027,801,0,1828,568,430,0,998,785,0,484,12,460,11,3,2,3,2,5,3,2,1,1,9,998
258,"PRIMARY SCHOOL BASERA KHAS",772,690,0,1462,479,408,0,887,880,0,123,11,240,475,3,1,4,2,1,4,10,6,0,7,887
259,"PRIMARY SCHOOL UDAYPUR CHANDAR",418,337,0,755,316,271,0,587,285,0,44,5,400,132,3,0,1,0,0,1,0,1,0,0,587
260,"JUNIOR HIGH SCHOOL MASEBI RASOOLPUR  ROOM-1",869,687,0,1556,442,345,0,787,786,0,406,4,133,194,6,2,16,5,0,5,6,0,2,8,787
261,"JUNIOR HIGH SCHOOL MASEBI RASOOLPUR  ROOM-2",624,501,1,1126,313,251,0,564,563,0,249,9,245,31,0,1,15,1,0,1,1,0,1,10,564
262,"PRIMARY SCHOOL VAHPUR  ROOM-1",582,436,0,1018,413,302,0,715,714,0,159,10,173,342,3,9,1,2,0,0,2,5,3,6,715
263,"PRIMARY SCHOOL VAHPUR  ROOM-2",679,581,0,1260,508,428,0,936,736,1,71,3,253,561,3,0,0,2,1,5,23,5,3,6,936
264,"PRIMARY SCHOOL ABDULLAPUR",375,281,0,656,269,194,0,463,463,0,74,6,309,55,7,1,3,2,2,0,1,0,0,3,463
265,"PRIMARY SCHOOL SULTANPUR",629,493,0,1122,307,237,0,544,543,0,78,0,112,339,2,2,0,2,1,1,1,1,2,3,544
266,"PRIMARY SCHOOL DINGARPUR  ROOM-1",527,450,0,977,340,257,0,597,510,0,220,13,331,15,0,0,8,1,0,2,0,1,1,5,597
267,"PRIMARY SCHOOL DINGARPUR  ROOM-3",471,403,0,874,276,232,0,508,508,0,135,2,359,3,0,0,6,1,0,0,0,0,0,2,508
268,"PRIMARY SCHOOL DINGARPUR  ROOM-2",736,635,0,1371,446,372,0,818,210,0,283,8,470,1,1,2,42,0,2,1,0,2,1,5,818
269,"JUNIOR HIGH SCHOOL ASADPUR",927,715,0,1642,580,364,0,944,844,0,123,40,750,6,1,1,18,0,1,0,0,3,0,1,944
270,"PRIMARY SCHOOL GURER ROOM-1",592,454,0,1046,425,304,0,729,11,0,241,6,305,129,2,1,20,2,1,0,7,4,3,8,729
271,"PRIMARY SCHOOL GURER ROOM-4",573,396,0,969,375,266,0,641,637,0,128,1,372,92,0,0,37,0,0,1,5,3,0,2,641
272,"PRIMARY SCHOOL GURER  ROOM-2",700,476,0,1176,447,303,0,750,747,0,101,5,240,202,5,19,152,1,3,2,7,6,1,6,750
273,"PRIMARY SCHOOL GURER  ROOM-5",664,554,0,1218,387,325,0,712,710,0,91,5,260,201,3,14,125,1,1,0,5,1,1,4,712
274,"PRIMARY SCHOOL GURER  ROOM-3",734,641,0,1375,555,510,0,1065,610,0,343,5,538,156,3,1,2,0,1,1,5,3,0,7,1065
275,"JUNIOR HIGH SCHOOL MAJHAULI KHAS  ROOM-1",499,375,0,874,342,239,0,581,580,0,486,2,69,8,0,0,3,3,2,0,0,0,1,7,581
276,"JUNIOR HIGH SCHOOL MAJHAULI KHAS  ROOM-3",453,429,1,883,249,243,0,492,490,0,272,2,65,147,1,0,1,0,0,1,0,0,0,3,492
277,"JUNIOR HIGH SCHOOL MAJHAULI KHAS  ROOM-2",494,415,0,909,321,243,0,564,564,0,286,5,191,71,0,0,0,1,0,1,3,1,0,5,564
278,"PRIMARY SCHOOL DOMGHAR",758,634,0,1392,549,402,0,951,943,0,202,8,682,7,39,0,1,0,2,1,2,2,0,5,951
279,"PRIMARY SCHOOL BHIKNPUR KULVADA  ROOM-1",666,543,0,1209,412,169,0,581,342,0,192,3,309,58,0,0,0,1,3,0,0,2,4,9,581
280,"PRIMARY SCHOOL BHIKNPUR KULVADA  ROOM-2",432,443,0,875,307,272,0,579,448,0,187,6,277,95,1,0,1,0,3,2,0,4,2,1,579
281,"PRIMARY SCHOOL SAIFPUR CHITTOO",596,549,1,1146,471,406,0,877,877,0,77,15,746,24,10,1,0,0,0,0,1,2,1,0,877
282,"PRIMARY SCHOOL NAGLA HASHA",418,366,0,784,282,344,0,626,623,0,203,5,293,101,3,3,0,0,3,2,1,2,3,7,626
283,"PRIMARY SCHOOL KAMALPUR FATEHABAD  ROOM-1",477,392,0,869,302,232,0,534,272,0,194,15,188,104,1,0,4,0,7,4,4,2,3,8,534
284,"PRIMARY SCHOOL KAMALPUR FATEHABAD  ROOM-2",431,380,0,811,268,217,0,485,484,0,104,9,327,16,14,6,6,0,1,1,0,1,0,0,485
285,"PRIMARY SCHOOL GADIPUR",535,528,0,1063,362,344,0,706,692,0,155,19,516,3,0,1,4,2,1,1,1,0,2,1,706
286,"JUNIOR HIGH SCHOOL RUPPUR  ROOM-1",673,566,0,1239,462,330,0,792,777,0,105,3,667,11,2,0,1,0,0,0,0,1,1,1,792
287,"JUNIOR HIGH SCHOOL ROOPPUR  ROOM-2",302,277,0,579,177,132,0,309,306,0,31,0,262,12,0,0,1,0,0,0,0,1,1,1,309
288,"JUNIOR HIGH SCHOOL MOHANPUR  ROOM-1",701,573,0,1274,482,366,0,848,845,0,97,3,60,646,9,3,1,1,0,0,4,12,5,7,848
289,"JUNIOR HIGH SCHOOL MOHNPUR  ROOM-2",523,470,0,993,387,319,0,706,706,0,61,9,618,4,0,1,3,0,1,1,2,1,1,4,706
290,"PRIMARY SCHOOL TAKHTPURHASHA",853,724,0,1577,584,464,0,1048,1036,0,130,6,181,664,7,6,1,0,4,8,16,9,7,9,1048
291,"PRIMARY SCHOOL KUTUBPUR AJJOO",245,220,0,465,209,181,0,390,390,0,49,0,2,331,2,2,1,1,0,0,1,0,0,1,390
292,"PRIMARY SCHOOL SAUDA",689,588,0,1277,465,380,0,845,843,0,109,8,442,252,8,1,5,2,1,3,6,3,3,2,845
293,"PRIMARY SCHOOL BAKIPUR JATNI",598,538,0,1136,390,367,0,757,256,0,70,10,646,13,3,2,5,0,1,0,1,0,2,4,757
294,"PRIMARY SCHOOL NAGLA JATNI",368,299,0,667,253,204,0,457,457,0,95,6,75,110,2,159,2,0,2,2,2,0,1,1,457
295,"AGANWARI CENTER AHAMADANAGAR JAITVADA",476,397,0,873,355,290,0,645,209,0,20,5,608,2,0,1,0,0,0,0,1,1,2,5,645
296,"PURBA MADHYMIC VIDYALAYA AHAMADANAGAR JAITVAD AROOM-1",420,426,0,846,308,307,0,615,615,0,39,1,554,6,0,1,5,0,0,0,1,1,1,6,615
297,"PURBA MADHYMIC VIDYALAYA AHAMADANAGAR JAITVADA ROOM-2",407,378,0,785,349,263,0,612,612,0,31,2,378,165,8,3,8,0,1,2,6,2,2,4,612
298,"PRIMARY SCHOOL CHAKFAJLPUR ROOM-1",543,414,0,957,397,289,0,686,638,0,42,4,619,5,1,1,8,0,0,2,0,0,1,3,686
299,"PRIMARY SCHOOL CHAKFAJLPUR ROOM-2",511,433,0,944,300,251,0,551,350,0,34,8,487,8,0,0,6,0,0,1,0,0,0,7,551
300,"PRIMARY SCHOOL NAHTORA CHAKFAJLPUR ROOM-1",510,446,0,956,371,289,0,660,601,0,134,3,459,27,1,0,24,0,2,1,1,2,1,5,660
301,"PRIMARY SCHOOL NAHTORA CHAKFAJLPUR ROOM-2",515,455,0,970,323,262,0,585,467,0,164,1,383,1,1,2,29,1,0,0,0,3,0,0,585
302,"PRIMARY SCHOOL PANDIYA ROOM-1",563,473,0,1036,411,334,0,745,681,0,533,6,91,89,4,0,0,2,0,1,2,3,2,12,745
303,"PRIMARY SCHOOL PANDIYA ROOM-3",483,423,0,906,268,276,0,544,341,0,193,5,249,76,0,1,5,1,0,1,2,1,3,7,544
304,"PRIMARY SCHOOL PANDIYA ROOM-2",376,316,0,692,250,196,0,446,445,0,144,1,73,219,1,0,0,0,0,2,1,1,0,4,446
305,"PRIMARY SCHOOL IMARATPURFAKHROODIN",703,551,0,1254,453,374,0,827,827,0,200,21,479,84,21,1,4,2,1,1,3,3,1,6,827
306,"PRIMARY SCHOOL TEVRAPATTI URF KAJIPURA AANSHIK ROOM-1",569,419,0,988,346,258,0,604,593,0,499,18,31,38,0,0,2,2,0,0,1,2,1,10,604
307,"PRIMARY SCHOOL TEVRAPATTI URF KAJIPURA AANSHIK ROOM-3",457,362,0,819,325,271,0,596,556,0,541,14,12,24,0,0,0,0,0,1,1,0,0,3,596
308,"PRIMARY SCHOOL TEVRAPATTI URF KAJIPURA AANSHIK ROOM-2",446,362,0,808,272,216,0,488,484,0,422,3,58,0,0,0,0,0,0,0,0,0,0,5,488
309,"PRIMARY SCHOOL CHITTOOPUR",463,375,0,838,335,313,0,648,630,0,412,9,220,1,1,1,1,0,1,1,0,0,0,1,648
310,"MADAN SVROOP INTAR KALIJ HARIYANA ROOM-11",761,598,0,1359,397,329,0,726,448,0,229,9,249,213,2,1,2,2,3,1,5,2,2,6,726
311,"MADAN SVROOP INTAR KALIJ HARIYANA ROOM-3",265,209,0,474,140,116,0,256,102,0,123,5,104,18,1,0,1,0,0,0,0,2,0,2,256
312,"MADAN SVROOP INTAR KALIJ HARIYANA ROOM-9",552,428,0,980,346,256,0,602,599,0,237,2,210,141,1,0,0,1,2,0,1,1,2,4,602
313,"MADAN SVROOP INTAR KALIJ HARIYANA ROOM-10",560,442,0,1002,381,295,0,676,290,0,110,2,96,454,6,0,1,1,0,2,1,1,0,2,676
314,"PRIMARY SCHOOL RAIBANAGLA",340,275,0,615,233,194,0,427,380,0,236,5,6,158,3,1,0,1,1,3,4,1,1,7,427
315,"PRIMARY SCHOOL KADRPUR MASTI",453,380,0,833,313,253,0,566,56,0,180,1,125,250,1,0,2,1,1,0,2,0,1,2,566
316,"PRIMARY SCHOOL SHEKHOOPUR KHAS",839,738,0,1577,590,553,0,1143,1143,0,373,16,418,299,7,0,1,0,2,2,6,5,2,12,1143
317,"JUNIOR HIGH SCHOOL NAGAR PANCHAYAT KUNDARKI ROOM-1",697,515,0,1212,453,314,0,767,680,0,69,8,187,487,4,2,1,1,2,0,5,1,0,0,767
318,"JUNIOR HIGH SCHOOL NAGAR PANCHAYAT KUNDARKI ROOM-2",761,556,0,1317,480,225,0,705,700,0,172,10,501,9,0,4,1,1,1,1,0,4,0,1,705
319,"JUNIOR HIGH SCHOOL NAGAR PANCHAYAT KUNDARKI ROOM-4",779,575,0,1354,385,230,0,615,595,0,155,19,421,3,1,2,3,1,3,1,2,0,0,4,615
320,"JUNIOR HIGH SCHOOL NAGAR PANCHAYAT KUNDARKI ROOM-3",498,481,0,979,272,184,0,456,456,0,108,10,251,79,0,1,1,0,1,0,0,1,1,3,456
321,"GIRLS JUNIOR HIGH SCHOOL NAGAR PANCHAYAT KUNDARKI ROOM-1",582,439,0,1021,343,214,0,557,556,0,104,12,404,22,2,0,2,0,3,0,0,2,1,5,557
322,"GIRLS JUNIOR HIGH SCHOOL NAGAR PANCHAYAT KUNDARKI ROOM-4",501,459,0,960,243,196,0,439,58,0,55,7,359,10,3,0,1,0,1,0,0,0,0,3,439
323,"GIRLS JUNIOR HIGH SCHOOL NAGAR PANCHAYAT KUNDARKI ROOM-2",533,426,0,959,311,199,0,510,510,0,177,30,169,116,1,1,13,0,0,1,0,1,0,1,510
324,"GIRLS JUNIOR HIGH SCHOOL NAGAR PANCHAYAT KUNDARKI ROOM-5",500,352,0,852,206,162,0,368,316,0,108,41,150,38,1,4,24,0,0,0,0,0,1,1,368
325,"GIRLS JUNIOR HIGH SCHOOL NAGAR PANCHAYAT KUNDARKI ROOM-3",911,723,0,1634,469,360,0,829,797,0,437,9,151,197,2,13,1,1,2,1,4,1,2,8,829
