"Polling Station",,"Total No of Electors",,,,"Voters Turnout",,,,,,"Candidate ID and Name",,,,,,,,,,,,,,,
"Part No","Part Name",Male,Female,Other,"Total No. of electors",Male,Female,Other,Total,"No of voters identifying using EPIC","Tendered Voter","1 - IMRAN MASOOD","2 - JAGDISH SINGH RANA","3 - RAGHAV LAKHANPAL","4 - SHAZAN MASOOD URF SHADAN MASOOD","5 - YOGESH KUMAR","6 - RATAN SINGH","7 - RAJENDER KUMAR","8 - SHAHANAVAJ","9 - SHIV KUMAR","10 - MOHD. FIROZ AFTAB","11 - RAGHUVEER SINGH BODH","12 - CP VERMA","13 - SESHRAJ","14 - HANSRAJ SAINI","15 - None of the Above","Total Votes Secured"
13,"PRATHMIC VIDHALYA ROOM NO. 1, CHAPREDI",488,422,0,910,430,365,0,795,753,0,47,149,540,3,0,0,0,0,2,0,3,1,6,43,1,795
14,"PRATHMIC VIDHAYALYA DAXANI  BHAG, SAHAJWA",649,537,0,1186,531,434,0,965,840,0,59,510,335,31,1,1,0,1,4,1,1,3,4,11,3,965
15,"PRATHMIC VIDHAYALYA UTTARI  BHAG, SAHAJWA",460,369,0,829,387,307,0,694,688,0,79,46,553,8,0,1,0,0,0,1,1,3,1,0,1,694
16,"PRATHMIC VIDHAYALYA PASCHMI  BHAG, MOHANPUR",260,228,0,488,223,191,0,414,11,0,32,311,62,1,0,0,0,0,0,1,0,1,1,3,2,414
17,"PRATHMIC VIDHAYALYA UTTARI  BHAG, NAYABANS",454,403,0,857,365,326,0,691,538,0,20,17,607,18,3,2,0,0,4,1,2,6,2,2,7,691
18,"PRATHMIC VIDHAYALYA DAXANI  BHAG, NAYABANS",421,347,0,768,308,254,0,562,552,0,3,445,84,1,0,5,0,1,2,1,2,4,1,11,2,562
19,"PRATHMIC VIDHAYALYA NO. 2 ROOM NO. 1, NALHERA GUJJAR",519,420,0,939,469,384,0,853,852,0,53,41,715,25,2,0,0,1,4,0,0,1,5,3,3,853
20,"PRATHMIC VIDHAYALYA NO. 2 ROOM NO. 2, NALHERA GUJJAR",335,241,0,576,252,178,0,430,5,0,61,15,335,13,1,0,0,0,0,0,0,2,1,0,2,430
21,"PRATHMIC VIDHAYALYA NO. 1 ROOM NO. 1, NALHERA GUJJAR",873,671,0,1544,698,466,0,1164,934,0,207,387,521,15,1,4,0,0,1,0,3,3,8,4,10,1164
22,"PRATHMIC VIDHALYA ROOM NO. 1, MOHANPUR GARA",534,431,0,965,475,375,0,850,775,0,795,7,5,35,0,0,0,0,0,1,0,1,0,0,6,850
23,"PRATHMIC VIDHALYA ROOM NO. 2, MOHANPUR GARA",431,336,0,767,377,298,0,675,524,0,5,562,86,3,2,0,0,0,1,0,0,5,2,3,6,675
24,"PRATHMIC VIDHALYA ROOM NO. 1, MANANI",591,494,0,1085,498,402,0,900,225,0,62,417,389,7,4,0,0,0,3,2,0,2,3,4,7,900
25,"PRATHMIC VIDHALYA ROOM NO. 1, CHANDANPUR",412,362,0,774,396,333,0,729,704,0,9,285,392,33,0,0,0,0,3,1,1,1,1,3,0,729
26,"PRATHMIC VIDHAYALYA UTTARI  BHAG, KANKARKUI",517,447,0,964,441,357,0,798,798,0,139,288,351,7,9,0,0,0,0,0,0,2,1,1,0,798
27,"PRATHMIC VIDHAYALYA DAXANI  BHAG, KANKARKUI",441,365,0,806,394,321,0,715,44,0,72,415,213,2,4,0,0,0,0,0,1,0,2,3,3,715
28,"PRATHMIC VIDHALYA ROOM NO. 1, CHUNEHATI GARA",492,426,0,918,395,338,0,733,588,0,547,101,34,41,0,3,0,0,1,0,0,2,0,1,3,733
29,"PRATHMIC VIDHALYA ROOM NO. 2, CHUNEHATI GARA",742,553,0,1295,573,457,0,1030,1010,0,732,148,51,83,0,2,0,0,1,1,1,2,0,3,6,1030
30,"PRATHMIC VIDHALYA ROOM NO. 1, SAWALPUR NIWADA",459,389,0,848,381,320,0,701,698,0,99,219,283,2,67,0,2,1,1,3,0,1,3,13,7,701
31,"PRATHMIC VIDHALYA ROOM NO. 2, SAWALPUR NIWADA",424,338,0,762,330,294,0,624,569,0,9,365,167,0,73,1,0,0,1,0,0,1,2,2,3,624
32,"PRATHMIC VIDHALYA ROOM NO. 1, MAVI KALAN",666,670,0,1336,523,498,0,1021,1020,0,291,229,318,141,4,0,0,3,0,2,1,2,21,5,4,1021
33,"PRATHMIC VIDHALYA ROOM NO. 2, MAVI KALAN",618,556,0,1174,434,358,0,792,787,0,406,176,121,68,0,1,2,0,1,2,0,1,3,3,8,792
34,"PRATHMIC VIDHALYA ROOM NO. 3, MAVI KALAN",579,681,0,1260,378,404,0,782,657,0,253,163,302,45,5,0,0,0,1,0,1,3,2,1,6,782
35,"PRATHMIC VIDHALYA ROOM NO. 1, TAHARPUR",840,662,0,1502,690,468,0,1158,1158,0,456,424,132,123,4,1,1,0,0,0,1,1,2,5,8,1158
36,"PRATHMIC VIDHALYA ROOM NO. 2, TAHARPUR",890,691,0,1581,679,528,0,1207,1207,0,450,338,263,126,15,1,1,0,0,1,0,1,2,3,6,1207
37,"PURV MADHAYMIC VIDHAYALYA ROOM NO. 1, BADSHAPUR",639,477,0,1116,512,405,0,917,311,0,443,306,113,44,1,1,1,1,3,0,0,0,1,1,2,917
38,"PURV MADHAYMIC VIDHAYALYA ROOM NO. 2, BADSHAPUR",314,277,0,591,269,234,0,503,380,0,168,280,48,1,0,0,0,0,2,0,0,0,0,0,4,503
39,"PRATHMIC VIDHAYALYA DAXANI  BHAG, BADSHAPUR",633,554,0,1187,480,437,0,917,910,0,25,789,89,2,0,0,0,0,0,0,1,2,3,2,4,917
40,"PRATHMIC SAWASTHYA KENDRA, MAVIKHURD",759,625,0,1384,621,507,0,1128,1125,0,446,430,180,48,0,4,0,0,2,2,1,3,2,4,6,1128
41,"PRATHMIC VIDHALYA ROOM NO. 1, JANDHERI",514,442,0,956,440,351,0,791,118,0,18,401,346,5,0,1,1,2,0,1,1,0,12,2,1,791
42,"PURV MADHAYMIC VIDHAYALYA ROOM NO. 1, MOHHAMADPUR BAHLOLPUR",595,508,0,1103,539,416,0,955,842,0,16,767,154,2,1,0,0,0,0,2,0,2,4,2,5,955
43,"PRATHMIC VIDHALYA ROOM NO. 1, FATEHPUR GUJAR",203,168,0,371,150,126,0,276,255,0,3,97,165,2,0,0,0,1,0,0,0,1,1,5,1,276
44,"PRATHMIC VIDHAYALYA PURVI BHAG, LANDHORA GUJAR",651,495,0,1146,531,361,0,892,886,0,585,8,39,246,3,0,1,0,0,0,0,1,0,1,8,892
45,"PRATHMIC VIDHAYALYA PASCHMI  BHAG, LANDHORA GUJAR",725,632,0,1357,618,509,0,1127,1122,0,61,676,333,25,2,2,0,1,2,1,3,4,2,10,5,1127
46,"PRATHMIC VIDHALYA ROOM NO. 1, SHERPUR GUJAR",288,269,0,557,270,238,0,508,486,0,13,115,359,1,6,3,0,0,2,0,0,2,0,7,0,508
47,"PRATHMIC VIDHAYALYA UTTARI  BHAG, MALHIPUR",680,568,0,1248,503,481,0,984,929,0,479,277,95,111,1,0,1,0,1,0,0,2,2,8,7,984
48,"PRATHMIC VIDHAYALYA DAXANI  BHAG, MALHIPUR",690,638,0,1328,572,531,0,1103,1103,0,357,570,147,6,1,0,0,0,0,0,1,3,1,5,12,1103
49,"PURV MADHAYMIC VIDHAYALYA MADHYA BHAG ROOM NO. 3, MALHIPUR",554,519,0,1073,424,414,0,838,834,0,317,212,269,14,0,1,0,0,7,2,2,1,5,3,5,838
50,"PURV MADHAYMIC VIDHAYALYA ROOM NO. 4, MALHIPUR",395,324,0,719,306,249,0,555,350,0,127,294,116,7,0,0,0,1,0,0,0,2,2,0,6,555
51,"PRATHMIC VIDHAYALYA PASCHMI  BHAG, NANDI FIROJPUR",468,417,0,885,390,343,0,733,506,0,200,185,318,18,1,0,0,0,0,1,0,2,3,0,5,733
52,"PRATHMIC VIDHAYALYA PURVI BHAG, NANDI FIROJPUR",857,669,0,1526,688,561,0,1249,1249,0,214,216,744,47,1,0,0,0,0,1,0,5,3,9,9,1249
53,"PRATHMIC VIDHAYALYA, MUBARAKPUR",669,545,0,1214,551,458,0,1009,423,0,453,402,128,12,1,3,0,1,0,1,1,0,2,3,2,1009
54,"SARSWATI MARDAN SCHOOL ROOM NO. 1, SHEKHUPURA KADEEM",664,555,0,1219,456,378,0,834,24,0,340,12,381,93,0,0,0,0,0,0,0,1,6,1,0,834
55,"SARSWATI MARDAN SCHOOL ROOM NO. 3, SHEKHUPURA KADEEM",302,249,0,551,229,163,0,392,391,0,199,7,132,42,1,0,0,1,2,1,0,2,4,0,1,392
56,"PURV MADHAYMIC VIDHAYALYA PURANI BUILDING ROOM NO. 2, SHEKHUPURA KADEEM",844,654,0,1498,601,357,0,958,906,0,842,20,10,70,2,0,0,1,0,1,2,0,2,1,7,958
57,"PRATHMIC VIDHAYALYA KI PURANI BUILDING KE DARVAJE KE SAMNE KA UTTARI BHAG, SHEKHUPURA KADEEM",898,706,0,1604,499,543,0,1042,806,0,850,35,72,55,6,1,1,0,4,4,0,0,3,0,11,1042
58,"PRATHMIC VIDHAYALYA KI PURANI BUILDING KE DARVAJE KE SAMNE KA DAXNI BHAG, SHEKHUPURA KADEEM",688,539,0,1227,517,333,0,850,848,0,657,27,83,68,5,0,0,1,1,0,0,2,2,0,4,850
59,"PURV MADHAYMIC VIDHAYALYA ROOM NO. 1, SHEKHUPURA KADEEM",565,455,0,1020,428,301,0,729,727,0,499,51,5,163,0,0,1,0,1,0,1,0,1,2,5,729
60,"PURV MADHAYMIC VIDHAYALYA ROOM NO. 3, SHEKHUPURA KADEEM",500,385,0,885,371,244,0,615,500,0,455,31,3,118,1,0,0,0,1,0,0,0,2,1,3,615
61,"PRATHMIC VIDHAYALYA KI NAYI BUILDING KA UTTAR BHAG KA ROOM NO. 1, SHEKHUPURA KADEEM",742,589,0,1331,524,409,0,933,206,0,573,183,115,52,1,0,0,0,1,0,1,1,2,1,3,933
62,"PRATHMIC VIDHAYALYA KI NAYI BUILDING KA PACHIMI BHAG KA ROOM NO. 2, SHEKHUPURA KADEEM",638,466,0,1104,408,301,0,709,201,0,172,401,101,16,0,2,0,1,3,0,0,5,2,4,2,709
63,"PRATHMIC VIDHAYALYA KI NAYI BUILDING KA PACHIMI BHAG KA ROOM NO. 3, SHEKHUPURA KADEEM",789,664,0,1453,531,452,0,983,949,0,240,562,105,50,0,6,0,1,2,1,1,6,0,3,6,983
64,"ISLAMIYA SCHOOL UTTARI BHAG, TAPRI KALAN",750,566,0,1316,661,422,0,1083,1083,0,983,37,23,35,3,0,0,0,0,0,0,0,1,0,1,1083
65,"ISLAMIYA SCHOOL DAXINI BHAG ROOM NO. 1, TAPRI KALAN",687,430,0,1117,514,307,0,821,821,0,733,35,10,30,1,1,1,0,3,0,0,1,1,1,4,821
66,"PRATHMIC VIDHAYALYA DAXANI  BHAG ROOM NO. 2, TAPRI KHURD",269,186,0,455,210,148,0,358,353,0,156,155,34,2,0,0,0,0,0,0,0,1,0,5,5,358
67,"PRATHMIC VIDHALYA ROOM NO. 1, DUDHLI BUKHARA",402,311,0,713,335,279,0,614,614,0,596,3,5,5,0,0,0,0,0,0,0,1,1,0,3,614
68,"PRATHMIC VIDHALYA ROOM NO. 2, DUDHLI BUKHARA",481,437,0,918,398,354,0,752,600,0,322,322,96,1,1,1,0,0,0,0,1,4,0,0,4,752
69,"PRATHMIC VIDHALYA ROOM NO. 1, PAIRAGPUR",645,498,0,1143,498,386,0,884,6,0,759,99,8,10,1,0,0,0,0,0,0,0,0,3,4,884
70,"PRATHMIC VIDHALYA ROOM NO. 2, PAIRAGPUR",289,221,0,510,226,179,0,405,261,0,23,336,33,4,0,1,1,0,0,0,0,0,1,4,2,405
71,"KANYA PURV MADHAYAMIC VIDHALYA ROOM NO. 1, DABKI JUNARDAR",741,583,0,1324,581,461,0,1042,1028,0,944,42,31,12,7,1,0,0,1,0,1,0,0,1,2,1042
72,"KANYA PURV MADHAYAMIC VIDHALYA ROOM NO. 2, DABKI JUNARDAR",667,545,0,1212,524,399,0,923,922,0,608,86,202,10,3,1,0,0,4,0,2,1,1,2,3,923
73,"PANCHYAT GHAR, DABKI JUNARDAR",670,521,0,1191,472,347,0,819,819,0,14,439,332,5,2,0,1,0,2,1,4,6,5,7,1,819
74,"PRATHMIC VIDHAYALYA PASCHMI  BHAG, GHOGHREKI",768,627,0,1395,609,492,0,1101,1101,0,806,131,72,82,2,0,0,0,0,0,2,3,0,3,0,1101
75,"PRATHMIC VIDHAYALYA PURVI  BHAG, GHOGHREKI",731,586,0,1317,608,451,0,1059,955,0,541,387,74,29,1,0,1,1,0,3,0,5,3,5,9,1059
76,"PRATHMIC VIDHALYA ROOM NO. 1, JAMAPURBERI",574,464,0,1038,507,400,0,907,907,0,686,114,91,5,0,0,0,1,0,0,1,0,2,1,6,907
77,"PRATHMIC VIDHAYALYA  NAYI BUILDING PURVI BHAG, BERITAGA",549,400,0,949,432,329,0,761,577,0,117,402,223,7,1,2,0,0,1,0,0,1,0,3,4,761
78,"PRATHMIC VIDHAYALYA  UTTARI PURVI BHAG, HASANPUR BHLASWA",805,677,0,1482,566,477,0,1043,13,0,26,714,289,5,0,0,0,0,0,0,0,2,0,6,1,1043
79,"PRATHMIC VIDHAYALYA KI NAYI BUILDING DAXINI BHAG, HASANPUR BHLASWA",874,659,0,1533,676,509,0,1185,1181,0,593,121,440,14,1,0,0,5,2,0,1,0,2,1,5,1185
80,"PRATHMIC VIDHALYA ROOM NO. 1. BAHEDEKI",572,508,0,1080,476,392,0,868,108,0,234,346,276,3,0,0,0,0,0,1,0,0,0,4,4,868
81,"PRATHMIC VIDHALYA ROOM NO. 1, KAPASA",607,490,0,1097,464,412,0,876,837,0,118,590,145,4,1,1,0,1,1,1,2,2,2,3,5,876
82,"BARAT GHAR, SANTAGHAR",666,535,0,1201,503,399,0,902,708,0,15,684,186,2,0,1,0,0,1,0,1,3,2,5,2,902
83,"PRATHMIC VIDHALYA ROOM NO. 1, KAPASI",643,575,0,1218,498,465,0,963,941,0,2,648,281,2,3,7,1,0,3,1,1,0,8,4,2,963
84,"PRATHMIC VIDHALYA ROOM NO. 1, VAJIDPUR SANI",500,440,0,940,407,389,0,796,703,0,157,378,244,4,0,1,0,0,2,0,0,1,1,2,6,796
85,"PRATHMIC VIDHALYA ROOM NO. 1, SAIDPURA",350,301,0,651,270,226,0,496,2,0,17,264,190,7,0,10,0,0,0,0,0,1,2,4,1,496
86,"PRATHMIC VIDHALYA PURVI BHAG, LAKHNOUR",745,580,0,1325,635,475,0,1110,1004,0,3,452,579,52,1,0,0,0,3,0,0,2,4,8,6,1110
87,"PRATHMIC VIDHAYALYA PASCHMI  BHAG, LAKHNOUR",588,513,0,1101,496,436,0,932,387,0,10,416,461,24,2,1,0,0,0,1,1,2,6,6,2,932
88,"PRATHMIC VIDHAYALYA PURVI  BHAG, BELDA JUNARDAR",680,517,0,1197,494,418,0,912,324,0,563,266,23,45,2,0,2,0,0,0,0,2,2,2,5,912
89,"PRATHMIC VIDHAYALYA PASCHMI  BHAG, BELDA JUNARDAR",564,537,0,1101,421,451,0,872,3,0,766,54,2,37,1,1,0,1,0,1,2,2,1,1,3,872
90,"PURV MADHAYMIC VIDHAYALYA ROOM NO. 1, CHEHRI",376,323,0,699,352,287,0,639,639,0,169,22,427,13,0,0,0,1,1,1,0,0,3,0,2,639
91,"PURV MADHAYMIC VIDHAYALYA PURVI BHAG, PHANSU",807,625,0,1432,609,454,0,1063,1063,0,76,403,518,18,4,24,0,0,4,1,3,1,4,2,5,1063
92,"PRATHMIC VIDHAYALYA PASCHMI  BHAG, PHANSU",798,634,0,1432,642,455,0,1097,1097,0,89,123,821,42,2,9,0,0,0,0,0,1,6,3,1,1097
93,"PRATHMIC VIDHALYA ROOM NO. 1, NAWADA BHAJRU",374,322,0,696,308,262,0,570,524,0,25,162,316,49,1,0,0,1,3,1,2,0,5,4,1,570
94,"PRATHMIC VIDHALYA UTTARI BHAG, NAINKHERA",691,586,0,1277,547,479,0,1026,810,0,125,335,517,4,11,3,0,0,0,0,1,8,8,3,11,1026
95,"PRATHMIC VIDHALYA UTTARI BHAG, JANDHERA SAMSPUR",644,596,0,1240,542,458,0,1000,264,0,107,13,775,85,4,1,0,1,2,0,2,2,3,0,5,1000
96,"PRATHMIC VIDHALYA DAXINI BHAG, JANDHERA SAMSPUR",713,610,0,1323,582,494,0,1076,348,0,105,465,440,42,0,0,1,0,1,1,1,0,7,8,5,1076
97,"PRATHMIC VIDHALYA MADHYA BHAG, JANDHERA SAMSPUR",659,564,0,1223,552,497,0,1049,812,0,73,163,762,25,3,3,1,3,3,2,0,2,6,1,2,1049
98,"PRATHMIC VIDHALYA ROOM NO. 1, BUDDHAKHERA SANTLAL",391,340,0,731,310,261,0,571,11,0,27,229,302,5,1,0,0,0,1,0,0,0,3,2,1,571
99,"PRATHMIC VIDHALYA ROOM NO. 1, DEHARI",393,335,0,728,311,257,0,568,265,0,6,247,293,5,0,0,0,0,1,0,0,2,4,5,5,568
100,"PRATHMIC VIDHALYA ROOM NO. 1, KHADKPUR",131,119,0,250,114,108,0,222,198,0,4,150,57,5,0,0,0,1,0,0,0,2,3,0,0,222
101,"PURV MADHAYMIC VIDHAYALYA UTTARI BHAG, BHANKLA",823,699,0,1522,640,582,0,1222,1020,0,69,363,744,29,1,0,0,1,2,2,2,0,5,3,1,1222
102,"PURV MADHAYMIC VIDHAYALYA  DAXINI BHAG, BHANKLA",451,411,0,862,370,319,0,689,644,0,76,161,425,15,0,3,1,0,1,1,1,1,1,1,2,689
103,"PURV MADHAYMIC VIDHAYALYA  MADHYA BHAG, BHANKLA",420,367,0,787,354,292,0,646,560,0,14,458,149,13,0,0,0,0,1,0,0,3,2,5,1,646
104,"PRATHMIC VIDHAYALYA UTTARI BHAG, GHASOUTI",634,531,0,1165,475,407,0,882,881,0,36,241,545,35,1,0,1,0,3,0,1,2,4,12,1,882
105,"PRATHMIC VIDHAYALYA DAXINI BHAG, GHASOUTI",620,502,0,1122,495,412,0,907,902,0,30,179,626,59,1,1,1,0,0,0,1,1,4,2,2,907
106,"PRATHMIC VIDHALYA ROOM NO. 1, KHANPUR",327,286,0,613,248,184,0,432,427,0,11,146,253,16,0,0,0,0,1,0,0,1,2,2,0,432
107,"PRATHMIC VIDHALYA ROOM NO. 1, NAORANGPUR",583,544,0,1127,448,443,0,891,133,0,59,499,269,23,3,6,0,1,0,0,1,5,5,13,7,891
108,"PRATHMIC VIDHALYA UTTARI BHAG, UMAHI KALAN",562,486,0,1048,487,323,0,810,680,0,57,35,696,5,1,0,0,0,0,1,0,1,9,4,1,810
109,"PRATHMIC VIDHALYA DAXINI BHAG, UMAHI KALAN",517,445,0,962,402,336,0,738,649,0,23,196,468,30,3,0,0,0,0,1,0,1,4,7,5,738
110,"PRATHMIC VIDHALYA ROOM NO. 1, JATIYA KHERI",339,296,0,635,268,223,0,491,460,0,3,120,352,5,0,1,1,1,1,0,0,2,2,2,1,491
111,"PRATHMIC VIDHALYA ROOM NO. 1, DAKRAWAR KALAN",620,500,0,1120,495,381,0,876,876,0,34,248,577,4,1,1,0,0,1,0,0,3,3,3,1,876
112,"PRATHMIC VIDHALYA ROOM NO. 1, MUKANDPUR",267,227,0,494,230,191,0,421,420,0,20,177,209,8,0,2,0,0,0,0,1,0,1,2,1,421
113,"PRATHMIC VIDHALYA UTTARI BHAG, SHERPUR",769,690,0,1459,605,553,0,1158,1157,0,234,227,678,5,4,0,0,0,1,0,0,1,3,5,0,1158
114,"PRATHMIC VIDHALYA ROOM NO. 1, SACHALU",474,426,0,900,370,342,0,712,691,0,39,302,350,6,1,5,0,0,0,0,0,0,2,5,2,712
115,"PRATHMIC VIDHALYA UTTARI BHAG, SALEMPUR",450,373,0,823,358,284,0,642,506,0,114,157,333,7,2,1,1,1,2,2,2,1,1,7,11,642
116,"PRATHMIC VIDHALYA UTTARI BHAG, DKAKADEI",662,546,0,1208,431,376,0,807,214,0,195,451,127,11,1,0,0,0,1,0,3,4,1,9,4,807
117,"PRATHMIC VIDHALYA MADHYA BHAG, DKAKADEI",420,344,0,764,260,215,0,475,463,0,87,73,279,21,1,0,1,1,2,0,0,3,4,1,2,475
118,"PRATHMIC VIDHALYA DAXINI BHAG, DKAKADEI",398,339,0,737,287,231,0,518,502,0,426,25,41,20,0,0,2,0,1,0,0,2,0,0,1,518
119,"PRATHMIC VIDHALYA ROOM NO. 1, TURMATKHERI",432,374,0,806,405,343,0,748,748,0,210,199,10,319,3,0,0,0,0,0,0,1,0,2,4,748
120,"PRATHMIC VIDHALYA UTTARI BHAG, ANNANTMAU",505,372,0,877,351,265,0,616,613,0,22,438,137,7,2,1,0,0,3,0,0,0,2,4,0,616
121,"PRATHMIC VIDHALYA DAXINI BHAG, ANNANTMAU",435,372,0,807,289,250,0,539,302,0,2,169,352,6,0,2,0,0,3,1,0,1,0,2,1,539
122,"PRATHMIC VIDHALYA UTTARI BHAG, KALLARPUR GUJAR",720,577,0,1297,518,421,0,939,345,0,114,604,179,8,3,2,0,3,1,0,3,5,4,9,4,939
123,"PRATHMIC VIDHALYA UTTARI BHAG, SIJUD",575,487,0,1062,437,378,0,815,812,0,598,50,85,76,2,0,0,0,0,0,0,1,0,1,2,815
124,"PRATHMIC VIDHALYA UTTARI BHAG, KANJOULI",728,612,0,1340,439,398,0,837,814,0,270,153,354,30,1,1,0,1,2,1,1,3,7,10,3,837
125,"PRATHMIC VIDHALYA ROOM NO. 1, RAMPURI",293,243,0,536,225,189,0,414,414,0,4,388,15,0,0,0,0,0,0,0,0,2,0,3,2,414
126,"PRATHMIC VIDHALYA UTTARI BHAG, NANDPUR",492,436,0,928,355,336,0,691,10,0,60,16,559,51,0,0,0,0,1,0,0,0,3,0,1,691
127,"PRATHMIC VIDHALYA DAXINI BHAG, NANDPUR",478,388,0,866,352,295,0,647,12,0,5,462,97,25,0,45,0,0,0,0,0,1,0,4,8,647
128,"PRATHMIC VIDHALYA ROOM NO. 1, KHATKAHERI",402,366,0,768,322,305,0,627,52,0,35,276,279,18,1,1,0,0,0,1,2,2,5,5,2,627
129,"PRATHMIC VIDHALYA ROOM NO. 1, DUHARKI",562,466,0,1028,477,369,0,846,7,0,72,355,371,22,2,2,0,0,3,0,0,3,5,6,5,846
130,"PRATHMIC VIDHALYA ROOM NO. 1, MADNUKI",683,569,0,1252,549,388,0,937,930,0,22,293,564,39,1,3,2,2,3,0,1,2,4,1,0,937
131,"PURV MADHAYMIC VIDHAYALYA UTTARI BHAG, SADHAULI HARIYA",558,472,1,1031,452,376,0,828,828,0,43,153,585,12,5,0,0,0,3,3,1,6,7,2,8,828
132,"PURV MADHAYMIC VIDHAYALYA DAXINI BHAG, SADHAULI HARIYA",429,353,0,782,352,279,0,631,631,0,96,74,423,25,0,1,0,0,1,0,1,1,7,0,2,631
133,"PURV MADHAYMIC VIDHAYALYA ROOM NO. 1, BAHADURPUR",556,494,0,1050,479,427,0,906,876,0,4,249,612,22,3,0,0,2,1,0,2,3,3,3,2,906
134,"PRATHMIC VIDHALYA ROOM NO. 1, NASRATPUR",460,342,0,802,343,266,0,609,302,0,53,140,373,19,7,2,0,0,2,0,0,1,6,0,6,609
135,"PRATHMIC VIDHALYA ROOM NO. 1, BUDDHAKHERA GUJJAR",611,522,0,1133,481,388,0,869,4,0,23,232,566,29,1,1,1,0,2,1,1,0,4,6,2,869
136,"KANYA PATHSHALA UTTRI BHAG, AHAMADPUR",592,506,0,1098,486,425,0,911,911,0,9,426,423,27,3,1,1,1,1,0,0,1,3,11,4,911
137,"KANYA PATHSHALA DAXINI BHAG, AHAMADPUR",731,615,0,1346,607,512,0,1119,210,0,366,25,708,5,3,0,1,0,2,0,1,1,3,1,3,1119
138,"PRATHMIC VIDHALYA ROOM NO. 1, AJAMPUR MAJBATA",288,251,0,539,206,170,0,376,239,0,8,101,237,23,0,0,0,0,2,0,0,0,1,2,2,376
139,"PRATHMIC VIDHALYA ROOM NO. 1, PILAKHNI",772,671,0,1443,644,506,0,1150,937,0,20,357,728,16,1,6,0,0,2,0,1,1,8,5,5,1150
140,"PRATHMIC VIDHALYA UTTARI BHAG, GHATHERA",521,419,0,940,427,344,0,771,500,0,18,39,548,142,3,0,0,0,3,3,2,2,5,1,5,771
141,"PRATHMIC VIDHALYA DAXINI BHAG, GHATHERA",585,490,0,1075,473,390,0,863,703,0,160,33,597,57,1,1,1,3,3,1,0,2,2,1,1,863
142,"PURV MADHAYMIC VIDHAYALYA MADHYA BHAG, GHATHERA",552,455,0,1007,438,352,0,790,788,0,97,354,286,37,2,0,0,1,2,0,0,0,4,1,6,790
