"Polling Station",,"Total No of Electors",,,,"Voters Turnout",,,,,,"Candidate ID and Name",,,,,,,,,,,,,,,
"Part No","Part Name",Male,Female,Other,"Total No. of electors",Male,Female,Other,Total,"No of voters identifying using EPIC","Tendered Voter","1 - IMRAN MASOOD","2 - JAGDISH SINGH RANA","3 - RAGHAV LAKHANPAL","4 - SHAZAN MASOOD URF SHADAN MASOOD","5 - YOGESH KUMAR","6 - RATAN SINGH","7 - RAJENDER KUMAR","8 - SHAHANAVAJ","9 - SHIV KUMAR","10 - MOHD. FIROZ AFTAB","11 - RAGHUVEER SINGH BODH","12 - CP VERMA","13 - SESHRAJ","14 - HANSRAJ SAINI","15 - None of the Above","Total Votes Secured"
143,"PRATHMIC VIDHALYA ROOM NO. 1, CHRHO",511,449,0,960,413,356,0,769,713,0,296,276,153,31,0,1,0,1,1,0,0,1,5,2,2,769
144,"PRATHMIC VIDHALYA UTTARI BHAG, MUNDIKHERA",582,489,0,1071,419,343,0,762,711,0,10,381,337,14,1,1,0,0,1,3,1,2,2,8,1,762
145,"PRATHMIC VIDHALYA MADHYA BHAG, MUNDIKHERI",727,642,0,1369,644,474,0,1118,1098,0,30,39,975,57,2,0,0,0,1,1,0,2,9,1,1,1118
146,"PRATHMIC VIDHALYA ROOM NO. 1, UMARI KHURD",495,410,0,905,428,333,0,761,760,0,15,16,709,12,1,0,0,0,2,0,0,2,2,1,1,761
147,"PRATHMIC VIDHALYA ROOM NO. 2, UMARI KHURD",710,628,0,1338,564,480,0,1044,312,0,88,468,369,36,4,42,3,1,4,3,2,3,4,8,9,1044
148,"PRATHMIC VIDHALYA UTTARI BHAG, UMARI KALAN",356,314,0,670,307,257,0,564,563,0,80,16,443,12,3,0,0,1,0,0,1,0,3,3,2,564
149,"PRATHMIC VIDHALYA DAXINI BHAG, UMARI KALAN",516,388,0,904,394,329,0,723,721,0,12,415,226,18,2,17,0,0,3,2,0,7,7,9,5,723
150,"PRATHMIC VIDHALYA UTTARI BHAG, HALGOYA",558,485,0,1043,429,398,0,827,135,0,474,137,52,151,0,1,2,1,2,0,1,1,1,0,4,827
151,"PRATHMIC VIDHALYA DAXINI BHAG, HALGOYA",589,514,0,1103,443,392,0,835,2,0,314,420,28,56,2,1,0,0,0,0,0,3,0,3,8,835
152,"AADARSH JUNIYAR BESIK PATHASHALA ROOM NO. 1, AMBEHATA CHAND",396,361,0,757,287,271,0,558,554,0,1,155,386,7,2,0,0,0,1,0,0,0,3,1,2,558
153,"AADARSH JUNIYAR BESIK PATHASHALA ROOM NO. 2, AMBEHATA CHAND",547,447,0,994,419,374,0,793,575,0,6,446,312,4,1,0,0,0,0,1,0,5,3,10,5,793
154,"AADARSH JUNIYAR BESIK PATHASHALA ROOM NO. 3, AMBEHATA CHAND",563,525,0,1088,435,414,0,849,560,0,6,75,739,8,0,0,0,0,3,0,1,2,9,2,4,849
155,"AADARSH JUNIYAR BESIK PATHASHALA ROOM NO. 4, AMBEHATA CHAND",387,342,0,729,307,275,0,582,581,0,7,66,489,10,0,0,0,0,2,0,1,0,6,1,0,582
156,"PRATHMIC VIDHALYA UTTARI BHAG, CHAKWALI",806,678,0,1484,609,528,0,1137,775,0,110,425,554,9,2,2,1,3,6,2,3,3,5,7,5,1137
157,"PRATHMIC VIDHALYA DAXINI BHAG, CHAKWALI",706,589,0,1295,504,410,0,914,902,0,562,27,230,76,1,1,1,0,1,1,1,0,3,4,6,914
158,"PRATHMIC VIDHALYA MADHYA BHAG, CHAKWALI",625,535,1,1161,505,366,0,871,866,0,410,21,310,119,1,0,0,1,1,0,0,1,1,0,6,871
159,"PRATHMIC VIDHALYA ROOM NO. 1, HARDEKI",445,415,0,860,373,363,0,736,502,0,89,433,206,6,0,0,0,0,0,0,0,0,0,1,1,736
160,"PRATHMIC VIDHALYA ROOM NO. 1, KALAHERI",324,301,0,625,275,279,0,554,503,0,253,157,11,128,3,0,0,0,0,1,0,0,0,1,0,554
161,"PRATHMIC VIDHALYA ROOM NO. 1, JAGRAULI",423,348,0,771,340,296,0,636,598,0,6,259,356,2,1,0,0,2,0,0,0,2,2,2,4,636
162,"PRATHMIC VIDHALYA ROOM NO. 1, KURALI",418,367,0,785,347,292,0,639,598,0,11,111,470,22,0,1,0,1,2,0,0,4,1,13,3,639
163,"PRATHMIC VIDHALYA ROOM NO. 2, KURALI",489,445,0,934,343,311,0,654,50,0,2,268,336,32,1,0,1,1,1,0,0,6,1,3,2,654
164,"PRATHMIC VIDHALYA ROOM NO. 1, TIPRA",537,479,0,1016,422,381,0,803,801,0,3,340,435,3,3,2,0,0,0,0,0,6,4,5,2,803
165,"PRATHMIC VIDHALYA ROOM NO. 1, AMBOLI",369,324,0,693,303,257,0,560,459,0,6,222,303,17,1,0,0,0,0,0,0,1,4,4,2,560
166,"PURV MADHAYMIC VIDHAYALYA ROOM NO. 7, RAMPUR MANIHARAN NAGAR PANCHYAT",672,631,0,1303,583,552,0,1135,1133,0,834,18,251,22,2,0,0,0,1,0,1,2,0,0,4,1135
167,"PURV MADHAYMIC VIDHAYALYA ROOM NO. 8, RAMPUR MANIHARAN NAGAR PANCHYAT",709,644,0,1353,579,526,0,1105,1101,0,846,84,151,16,0,0,0,0,1,0,0,2,1,0,4,1105
168,"PRATHMIC VIDHALYA NO.3 ROOM NO. 1 RAMPUR MANIHARAN NAGAR PANCHYAT",544,437,0,981,435,334,0,769,769,0,2,597,150,3,1,1,0,0,0,0,0,3,3,5,4,769
169,"PRATHMIC VIDHALYA NO.3 ROOM NO. 2 RAMPUR MANIHARAN NAGAR PANCHYAT",315,297,0,612,257,220,0,477,470,0,47,72,345,3,1,0,0,0,1,0,0,1,4,2,1,477
170,"SHANTI JUNIYAR HIGH SCHOOL UTTARI BHAG RAMPUR MANIHARAN NAGAR PANCHYAT",394,349,0,743,299,238,0,537,503,0,159,79,289,3,0,0,0,0,0,0,0,3,2,0,2,537
171,"SHANTI JUNIYAR HIGH SCHOOL DAXINI BHAG RAMPUR MANIHARAN NAGAR PANCHYAT",574,473,0,1047,411,362,0,773,761,0,213,417,121,9,1,0,0,0,0,0,0,1,0,7,4,773
172,"CHAMANLAL DIGAMBAR JAIN INTER COLLEGE ROOM NO. 1 RAMPUR MANIHARAN NAGAR PANCHYAT",630,552,0,1182,471,394,0,865,860,0,721,11,104,20,0,0,0,1,0,0,1,1,4,0,2,865
173,"CHAMANLAL DIGAMBAR JAIN INTER COLLEGE ROOM NO. 2 RAMPUR MANIHARAN NAGAR PANCHYAT",489,415,0,904,385,311,0,696,502,0,570,10,70,22,5,0,0,0,0,0,1,0,1,3,14,696
174,"JAGHUVEER SHARAN PURV MADHAYMIC VIDHAYALYA ROOM NO. 2 RAMPUR MANIHARAN NAGAR PANCHYAT",539,461,0,1000,383,326,0,709,707,0,136,8,541,18,2,0,0,0,1,0,0,1,1,1,0,709
175,"JAGHUVEER SHARAN PURV MADHAYMIC VIDHAYALYA ROOM NO. 1 RAMPUR MANIHARAN NAGAR PANCHYAT",325,296,0,621,260,224,0,484,481,0,66,7,388,18,0,0,0,0,1,0,0,2,1,1,0,484
176,"JAGHUVEER SHARAN PURV MADHAYMIC VIDHAYALYA ROOM NO. 3 RAMPUR MANIHARAN NAGAR PANCHYAT",414,399,0,813,322,279,0,601,19,0,11,18,552,5,0,2,0,0,1,0,0,3,5,1,3,601
177,"PURV MADHAYMIC VIDHAYALYA ROOM NO. 5 RAMPUR MANIHARAN NAGAR PANCHYAT",509,481,0,990,432,401,0,833,703,0,385,291,120,23,3,0,1,0,1,0,1,1,1,2,4,833
178,"PRATHMIC VIDHALYA NO.2 ROOM NO. 1 RAMPUR MANIHARAN NAGAR PANCHYAT",821,675,0,1496,629,530,0,1159,1130,0,278,601,241,23,3,0,2,0,1,0,0,3,3,1,3,1159
179,"PRATHMIC VIDHALYA NO.2 ROOM NO. 2 RAMPUR MANIHARAN NAGAR PANCHYAT",827,639,0,1466,602,503,0,1105,1096,0,553,164,325,47,2,0,0,0,1,0,1,4,4,3,1,1105
180,"CHAMANLAL DIGAMBAR JAIN INTER COLLEGE ROOM NO. 3 RAMPUR MANIHARAN NAGAR PANCHYAT",464,383,0,847,313,260,0,573,572,0,135,4,421,10,2,0,0,0,0,0,0,0,1,0,0,573
181,"CHAMANLAL DIGAMBAR JAIN INTER COLLEGE ROOM NO. 5 RAMPUR MANIHARAN NAGAR PANCHYAT",450,419,0,869,326,293,0,619,617,0,451,8,140,10,1,0,0,0,0,0,0,1,1,1,6,619
182,"JAIN INTER COLLEGE ROOM NO. 1 RAMPUR MANIHARAN NAGAR PANCHYAT",683,589,0,1272,554,438,0,992,302,0,63,6,891,15,0,0,0,1,3,1,1,2,6,2,1,992
183,"JAIN INTER COLLEGE ROOM NO. 2 RAMPUR MANIHARAN NAGAR PANCHYAT",234,214,0,448,111,122,0,233,231,0,36,13,180,1,0,0,0,0,0,0,0,0,1,2,0,233
184,"PRATHMIC VIDHALYA NO.1 DEOBAND ROAD ROOM NO. 1 RAMPUR MANIHARAN NAGAR PANCHYAT",574,561,0,1135,290,250,0,540,492,0,203,25,302,3,2,0,0,0,0,1,0,0,0,2,2,540
185,"CHAMANLAL DIGAMBAR JAIN INTER COLLEGE ROOM NO. 4 RAMPUR MANIHARAN NAGAR PANCHYAT",870,689,0,1559,602,476,0,1078,1011,0,843,13,164,52,1,0,0,1,0,0,0,0,0,0,4,1078
186,"PRATHMIC VIDHALYA NO.1 DEOBAND ROAD ROOM NO. 2 RAMPUR MANIHARAN NAGAR PANCHYAT",775,643,0,1418,451,402,0,853,800,0,136,40,651,11,0,1,0,0,2,0,1,5,1,2,3,853
187,"PRATHMIC VIDHALYA NO.1 DEOBAND ROAD ROOM NO. 3 RAMPUR MANIHARAN NAGAR PANCHYAT",484,416,1,901,290,260,0,550,340,0,156,16,356,12,1,0,0,0,2,0,2,0,3,1,1,550
188,"PRATHMIC VIDHALYA ROOM NO. 1 TELIPURA",513,438,0,951,336,283,0,619,400,0,9,499,91,2,0,0,0,0,1,0,0,3,4,4,6,619
189,"BABA SIDH INTER COLLEGE DAXINI BHAG SONA ARJUNPUR",354,274,0,628,267,185,0,452,412,0,11,55,351,25,1,0,0,0,3,1,1,1,1,1,1,452
190,"BABA SIDH INTER COLLEGE DAXINI MADHYA BHAG SONA ARJUNPUR",507,408,0,915,351,268,0,619,124,0,41,130,408,17,0,0,0,0,4,1,2,2,4,6,4,619
191,"BABA SIDH INTER COLLEGE PASCHINI BHAG ROOM NO. 1 SONA ARJUNPUR",845,702,0,1547,579,474,0,1053,713,0,9,593,406,7,5,0,1,1,1,0,3,3,7,9,8,1053
192,"BABA SIDH INTER COLLEGE PURVI BHAG ROOM NO. 1 SONA ARJUNPUR",555,471,0,1026,394,323,0,717,715,0,62,85,552,3,0,0,0,0,3,1,1,2,5,1,2,717
193,"BABA SIDH INTER COLLEGE PURVI BHAG ROOM NO. 2 SONA ARJUNPUR",369,313,0,682,283,226,0,509,52,0,7,95,382,16,1,0,0,0,1,0,1,2,3,1,0,509
194,"PRATHMIC VIDHALYA ROOM NO. 1 SHIVDASPUR",465,392,0,857,382,348,0,730,80,0,324,289,35,73,1,0,0,0,1,0,0,0,2,1,4,730
195,"PRATHMIC VIDHALYA UTTARI BHAG MIRZAPUR",651,555,0,1206,463,390,0,853,801,0,55,185,586,11,2,0,0,0,2,0,0,2,4,5,1,853
196,"PRATHMIC VIDHALYA DAXINI BHAG MIRZAPUR",734,615,0,1349,592,480,0,1072,1003,0,6,301,735,3,2,1,0,1,0,0,1,3,13,4,2,1072
197,"PRATHMIC VIDHALYA MADHYA BHAG MIRZAPUR",563,503,0,1066,421,357,0,778,763,0,50,362,341,12,0,0,0,0,0,0,0,2,3,2,6,778
198,"PRATHMIC VIDHALYA UTTARI BHAG MIYANGI",745,607,0,1352,578,481,0,1059,1002,0,182,184,652,27,0,2,0,0,1,1,2,4,1,1,2,1059
199,"PRATHMIC VIDHALYA DAXINI BHAG MIYANGI",438,348,0,786,327,256,0,583,503,0,29,233,298,2,0,1,0,0,3,1,2,2,3,3,6,583
200,"PRATHMIC VIDHALYA ROOM NO. 1 SAHAJI",711,639,0,1350,659,451,0,1110,955,0,498,45,499,51,0,1,0,1,1,1,0,3,4,0,6,1110
201,"PRATHMIC VIDHALYA ROOM NO. 1 SAWANTKHERI",425,382,0,807,357,292,0,649,300,0,40,166,405,16,0,1,0,0,4,0,1,1,7,7,1,649
202,"PRATHMIC VIDHALYA ROOM NO. 1 KUTBA",578,530,0,1108,464,435,0,899,861,0,427,214,126,117,0,0,0,0,0,1,0,0,4,5,5,899
203,"PRATHMIC VIDHALYA ROOM NO. 1 TAPRI",627,608,0,1235,529,512,0,1041,704,0,1,166,842,8,0,0,0,0,1,0,1,4,12,5,1,1041
204,"PRATHMIC VIDHALYA ROOM NO. 1 BHAGWANPUR",750,725,0,1475,642,608,0,1250,885,0,4,205,1019,3,0,0,1,0,1,0,2,2,8,2,3,1250
205,"PRATHMIC VIDHALYA ROOM NO. 1 SHITLAKHERA",536,466,0,1002,472,404,0,876,237,0,19,193,624,26,0,1,0,0,1,0,1,1,8,0,2,876
206,"PRATHMIC VIDHALYA ROOM NO. 1 NAINSHOB",708,563,0,1271,493,439,0,932,928,0,102,404,393,4,0,11,0,1,0,0,0,3,2,7,5,932
207,"PRATHMIC VIDHALYA MADHYA BHAG 1, TANSHIPUR",710,523,0,1233,486,386,0,872,852,0,527,173,54,92,2,0,0,0,2,0,1,3,2,4,12,872
208,"PRATHMIC VIDHALYA MADHYA BHAG 2,  TANSHIPUR",726,576,0,1302,491,423,0,914,898,0,622,103,27,128,7,3,0,2,1,1,1,3,2,4,10,914
209,"PRATHMIC VIDHALYA ROOM NO. 1, DAGRAULI",589,498,0,1087,411,394,0,805,796,0,116,321,345,4,2,6,0,0,1,0,1,3,2,1,3,805
210,"PRATHMIC VIDHALYA ROOM NO. 1, CHALAULI",493,386,0,879,365,352,0,717,709,0,594,19,7,93,0,0,0,0,0,0,0,1,0,0,3,717
211,"PRATHMIC VIDHALYA ROOM NO. 2, CHALAULI",439,378,0,817,338,306,0,644,635,0,356,92,108,80,0,0,0,0,0,0,1,0,1,2,4,644
212,"PRATHMIC VIDHALYA UTTARI BHAG, NANHERA BUDDHAKHERA",739,500,0,1239,525,412,0,937,915,0,831,15,2,77,0,0,0,1,0,0,0,3,1,0,7,937
213,"PRATHMIC VIDHALYA DAXINI BHAG, NANHERA BUDDHAKHERA",727,465,0,1192,488,365,0,853,827,0,615,139,22,69,0,0,0,1,1,0,1,2,1,0,2,853
214,"PRATHMIC VIDHALYA ROOM NO. 1, KUTUBPUR LABDOLA",433,343,0,776,353,264,0,617,617,0,97,32,464,7,0,0,0,0,0,0,1,1,10,2,3,617
215,"PRATHMIC VIDHALYA ROOM NO. 3, PANDAULI",711,590,0,1301,450,399,0,849,768,0,743,10,11,75,0,0,0,1,0,1,2,1,1,0,4,849
216,"PRATHMIC VIDHALYA ROOM NO. 2, PANDAULI",465,354,0,819,298,239,0,537,131,0,451,43,8,33,0,0,0,0,0,0,0,0,0,2,0,537
217,"PRATHMIC VIDHALYA ROOM NO. 1, PANDAULI",526,406,0,932,346,278,0,624,594,0,318,228,18,46,4,1,0,0,0,0,1,2,2,2,2,624
218,"PRATHMIC VIDHALYA ROOM NO. 4, PANDAULI",505,400,0,905,358,274,0,632,628,0,464,89,8,56,6,0,0,0,0,0,0,1,2,1,5,632
219,"PRATHMIC VIDHALYA UTTARI BHAG, KHAJUWALA",717,601,0,1318,538,441,0,979,706,0,396,128,431,9,0,2,0,0,1,1,0,1,4,2,4,979
220,"PRATHMIC VIDHALYA MADHYA BHAG, KHAJUWALA",821,657,0,1478,620,483,0,1103,870,0,141,537,378,11,1,2,1,1,1,1,5,1,9,7,7,1103
221,"PRATHMIC VIDHALYA ROOM NO. 1, BHATKHERI",547,462,0,1009,477,385,0,862,861,0,9,250,556,22,0,7,1,0,1,1,1,2,3,4,5,862
222,"PRATHMIC VIDHALYA ROOM NO. 1, PHATEHPUR KALAN",476,423,0,899,381,353,0,734,711,0,1,500,225,0,0,1,1,0,0,1,0,0,1,2,2,734
223,"PRATHMIC VIDHALYA UTTARI BHAG, BOHADPUR",782,670,0,1452,625,542,0,1167,1002,0,487,258,371,37,1,1,0,0,0,0,0,2,5,2,3,1167
224,"PRATHMIC VIDHALYA PURVI BHAG, JAULA DINDOLI",857,704,0,1561,662,578,0,1240,1120,0,17,516,571,85,1,1,0,0,5,1,2,4,11,19,7,1240
225,"PRATHMIC VIDHALYA MADHYA BHAG, MIRPUR MOHANPUR",821,706,0,1527,616,548,0,1164,1144,0,645,11,453,40,2,1,0,0,2,0,0,0,4,4,2,1164
226,"PRATHMIC VIDHALYA UTTARI BHAG , MIRPUR MOHANPUR",733,614,0,1347,574,491,0,1065,526,0,261,234,524,15,1,9,0,2,3,0,0,2,5,6,3,1065
227,"PRATHMIC VIDHALYA ROOM NO. 1, PTTHORI BAKKAL",512,420,0,932,384,328,0,712,242,0,29,448,216,1,1,9,0,0,0,0,2,0,0,3,3,712
228,"PRATHMIC VIDHALYA UTTARI BHAG ROOM NO. 1, RAMDASPUR URF NAGAL",579,494,0,1073,391,337,0,728,649,0,320,56,309,27,2,1,0,0,0,0,1,0,4,2,6,728
229,"PRATHMIC VIDHALYA UTTARI BHAG ROOM NO. 2, RAMDASPUR URF NAGAL",554,466,0,1020,365,344,0,709,698,0,216,12,457,16,0,1,1,0,2,1,0,1,1,0,1,709
230,"KANYA JUNIYAR HIGH SCHOOL ROOM NO. 1 BALOK SANSHADHAN KENRA KAMPOUND, RAMDASPUR URF NAGAL",475,433,0,908,377,268,0,645,645,0,232,45,313,33,1,0,0,1,1,0,1,4,6,0,8,645
231,"KANYA JUNIYAR HIGH SCHOOL ROOM NO. 2 BALOK SANSHADHAN KENRA KAMPOUND, RAMDASPUR URF NAGAL",460,400,0,860,309,273,0,582,580,0,158,119,268,25,1,0,0,0,1,1,1,2,1,2,3,582
232,"PURV MADHAYMIC VIDHAYALYA PURVI BHAG ROOM NO. 1, BADERI KOLI",510,488,0,998,343,334,0,677,641,0,214,322,118,5,3,1,0,0,1,0,1,1,3,3,5,677
233,"PURV MADHAYMIC VIDHAYALYA PURVI BHAG ROOM NO. 2, BADERI KOLI",533,440,0,973,350,310,0,660,595,0,12,443,186,3,2,1,0,0,2,0,0,2,2,0,7,660
234,"PURV MADHAYMIC VIDHAYALYA MADHYA BHAG, BADERI KOLI",720,624,0,1344,538,446,0,984,325,0,61,79,824,10,1,1,0,0,3,0,1,0,1,1,2,984
235,"PRAIMARI KANYA PATHSHALA UTTARI BHAG, NASIPUR DINGAULI",475,410,0,885,364,311,0,675,541,0,54,132,480,5,0,0,0,0,0,0,0,0,0,2,2,675
236,"PRATHMIC VIDHALYA ROOM NO. 1, ISHAKPUR",330,296,0,626,244,238,0,482,405,0,14,154,300,3,0,0,0,0,0,0,0,0,6,3,2,482
237,"PRATHMIC VIDHALYA UTTARI BHAG, SADHARANPUR",624,564,0,1188,486,398,0,884,13,0,282,50,519,19,0,0,0,0,2,0,0,3,3,1,5,884
238,"PRATHMIC VIDHALYA DAXINI BHAG, SADHARANPUR",481,427,0,908,359,325,0,684,20,0,95,490,80,9,1,0,0,1,0,2,0,0,1,1,4,684
239,"PRATHMIC VIDHALYA PURVI BHAG, PAHADPUR",816,618,0,1434,633,487,0,1120,1116,0,713,151,115,59,1,45,1,0,4,0,3,5,2,10,11,1120
240,"PRATHMIC VIDHALYA PASCHIMI BHAG, PAHADPUR",797,629,0,1426,565,473,0,1038,1004,0,163,215,583,21,3,35,0,0,1,1,1,2,5,3,5,1038
241,"PRATHMIC VIDHALYA PURVI BHAG 1, BASERA",689,536,0,1225,497,415,0,912,911,0,243,6,634,14,2,0,0,0,0,2,1,0,4,1,5,912
242,"PRATHMIC VIDHALYA PURVI BHAG 2, BSERA",652,555,0,1207,454,417,0,871,164,0,51,355,425,15,3,1,0,0,1,1,1,3,6,7,2,871
243,"PRATHMIC VIDHALYA PASCHIMI BHAG, SARSINA",648,528,0,1176,502,423,0,925,395,0,66,197,636,10,2,0,0,0,3,0,1,3,2,3,2,925
244,"PRATHMIC VIDHALYA ROOM NO. 1, BHARATPUR",429,348,0,777,343,281,0,624,574,0,61,187,358,3,0,0,0,0,1,0,0,3,5,3,3,624
245,"PRATHMIC VIDHALYA ROOM NO. 1, KUKAWI",339,299,0,638,273,232,0,505,362,0,48,38,386,31,1,0,0,0,1,0,0,0,0,0,0,505
246,"PRATHMIC VIDHALYA ROOM NO. 1, NAGLI MAHNAJ",740,614,0,1354,504,440,0,944,827,0,64,473,395,1,1,1,0,0,1,0,0,0,4,3,1,944
247,"PRATHMIC VIDHALYA ROOM NO. 1, PIRAD",555,480,0,1035,357,336,0,693,602,0,182,119,270,52,1,2,0,2,6,1,2,2,4,44,6,693
248,"PRATHMIC VIDHALYA UTTARI BHAG ROOM NO. 1, SUHGANI",477,397,0,874,381,325,0,706,630,0,28,584,71,14,0,0,0,0,0,1,0,2,0,4,2,706
249,"PRATHMIC VIDHALYA UTTARI BHAG ROOM NO. 2, SUHAGNI",408,382,0,790,329,291,0,620,608,0,147,42,402,15,5,0,0,0,0,1,0,1,5,0,2,620
250,"PRATHMIC VIDHALYA PURVI BHAG ROOM NO. 1, KHTAULI",470,411,0,881,332,305,0,637,634,0,288,149,189,2,0,0,0,0,1,0,0,0,2,2,4,637
251,"PRATHMIC VIDHALYA PASCHIMI BHAG ROOM NO. 2,  KHTAULI",393,333,1,727,270,248,0,518,517,0,25,210,265,9,0,0,0,0,1,0,2,0,3,1,2,518
252,"PRATHMIC VIDHALYA ROOM NO. 1, GANGNAULI",593,499,0,1092,445,361,0,806,801,0,41,325,414,7,7,2,1,0,2,0,0,1,3,2,1,806
253,"PRATHMIC VIDHALYA ROOM NO. 2, GANGNAULI",629,539,0,1168,492,434,0,926,902,0,339,156,390,8,4,3,0,0,2,0,0,2,7,3,12,926
254,"PURV MADHAYMIC VIDHAYALYA UTTARI BHAG ROOM NO. 1, AAMKI DIPCHANDPUR",646,510,0,1156,497,388,0,885,882,0,46,251,554,19,0,1,0,0,2,1,1,0,4,3,3,885
255,"PRATHMIC VIDHALYA ROOM NO. 1, RASULPURKHERI",594,469,0,1063,490,401,0,891,882,0,51,706,115,3,3,0,0,0,1,0,0,0,2,4,6,891
256,"PRATHMIC VIDHALYA MADHYA BHAG 1, SOHANCHIRA",715,670,0,1385,502,488,0,990,965,0,470,379,28,92,1,2,1,2,1,0,1,2,2,3,6,990
257,"PRATHMIC VIDHALYA MADHYA BHAG 2,  SOHANCHIRA",626,546,0,1172,459,424,0,883,580,0,590,17,93,160,2,1,0,1,3,3,1,1,4,2,5,883
258,"PRATHMIC VIDHALYA ROOM NO. 1, MANOHARPUR",424,404,0,828,361,309,0,670,670,0,4,205,451,1,3,0,0,0,1,0,0,1,1,3,0,670
259,"PRATHMIC VIDHALYA UTTARI BHAG ROOM NO. 1, AMBOLI",392,322,0,714,300,255,0,555,488,0,7,468,62,3,0,1,0,1,0,2,0,3,1,2,5,555
260,"PRATHMIC VIDHALYA UTTARI BHAG ROOM NO. 2, AMBOLI",624,545,0,1169,460,347,0,807,604,0,63,192,500,33,0,0,1,1,2,2,0,1,5,2,5,807
261,"PRATHMIC VIDHALYA DAXINI BHAG ROOM NO. 3, AMBOLI",203,169,0,372,149,114,0,263,256,0,86,39,118,13,1,0,0,0,2,0,0,1,2,1,0,263
262,"PRATHMIC VIDHALYA DAXINI BHAG ROOM NO. 4, AMBOLI",280,228,0,508,195,171,0,366,339,0,176,119,21,46,0,0,0,0,0,0,0,0,0,1,3,366
263,"PRATHMIC VIDHALYA DAXINI BHAG ROOM NO. 5, AMBOLI",402,338,0,740,304,271,0,575,571,575,100,108,327,27,0,0,0,0,1,0,0,2,4,3,3,575
264,"SHRI GANDHI VAIDIK INTER COLLEGE UTTARI BHAG SE GET SE PURV ME, CHNDENA KOLI",891,715,0,1606,588,484,0,1072,1065,0,45,652,339,19,0,2,0,1,1,1,2,1,2,2,5,1072
265,"SHRI GANDHI VAIDIK INTER COLLEGE UTTARI BHAG SE GET SE PURV ME, CHNDENA KOLI",824,746,0,1570,596,508,0,1104,37,0,158,97,823,3,3,0,0,1,2,0,1,5,2,6,3,1104
266,"SHRI GANDHI VAIDIK INTER COLLEGE NAYA BHAWAN ROOM NO. 3, CHNDENA KOLI",536,406,0,942,410,303,0,713,600,0,4,439,256,1,1,0,0,0,1,0,0,2,4,3,2,713
267,"SHRI GANDHI VAIDIK INTER COLLEGE NAYA BHAWAN ROOM NO. 4, CHNDENA KOLI",446,342,0,788,309,230,0,539,535,0,17,168,344,0,1,1,0,0,2,0,1,0,2,2,1,539
268,"SHRI GANDHI VAIDIK INTER COLLEGE UTTARI BHAG SE GET SE DAXINI ME, CHNDENA KOLI",837,728,0,1565,608,524,0,1132,1108,0,454,23,618,2,1,0,0,2,4,0,2,3,10,0,13,1132
269,"PRATHMIC VIDHALYA ROOM NO. 1, DHYANA",564,447,0,1011,452,345,0,797,793,0,7,150,598,23,0,0,0,0,2,0,1,4,4,2,6,797
270,"PRATHMIC VIDHALYA ROOM NO. 1 , DHYANA",275,206,0,481,202,161,0,363,360,0,2,324,20,8,0,0,1,0,1,0,0,1,1,4,1,363
271,"PRATHMIC VIDHALYA ROOM NO. 1, BEGAMPUR MAJBATA",269,235,0,504,222,179,0,401,6,0,1,197,187,4,0,1,0,0,0,0,0,1,3,6,1,401
272,"PRATHMIC VIDHALYA UTTARI BHAG, SAKHAN KALAN",732,610,0,1342,544,470,0,1014,998,0,326,342,308,19,0,1,0,0,0,0,2,1,8,4,3,1014
273,"PRATHMIC VIDHALYA DAXINI BHAG, SAKHAN KALAN",677,549,0,1226,512,425,0,937,4,0,84,428,404,3,0,0,0,1,0,0,1,0,2,9,5,937
274,"PRATHMIC VIDHALYA UTTARI BHAG, SAKHAN KHURD",479,434,0,913,382,355,0,737,725,0,31,8,692,3,1,0,0,0,0,0,1,0,0,0,1,737
275,"PRATHMIC VIDHALYA DAXINI BHAG, SAKHAN KHURD",598,523,0,1121,438,391,0,829,824,0,13,564,239,4,1,0,0,0,0,0,0,3,1,3,1,829
