"Polling Station",,"Total No of Electors",,,,"Voters Turnout",,,,,,"Candidate ID and Name",,,,,,,,,,,,,,,,,,,
"Part No","Part Name",Male,Female,Other,"Total No. of electors",Male,Female,Other,Total,"No of voters identifying using EPIC","Tendered Voter","1 - ANIL SHUKLA WARSI","2 - DEVENDRA SINGH BHOLE SINGH","3 - RAJARAM PAL","4 - LAL SINGH TOMAR","5 - AMAR SINGH","6 - ARVIND KUMAR","7 - DR. OMKAR NATH KATIYAR","8 - GOPI RAMAN","9 - JASWANT SINGH","10 - DR. BAJARANG PRATAP SONKAR","11 - RAMA KANT VERMA","12 - RAMENDRA SINGH TOMAR","13 - ASHOK YADAV","14 - NEERAJ KUMAR ADVOCATE","15 - BHARTI DEVI PASI ADVOCATE","16 - MUNNI DEVI","17 - RAM SEVAK","18 - VIJAY KUMAR SHARMA","19 - None of the Above","Total Votes Secured"
142,"PR. PATHSHALAL MARDANPUR ROOM NO. 2",562,418,0,980,366,269,0,635,635,0,39,274,46,247,5,8,0,0,2,0,0,2,0,1,2,2,1,4,2,635
143,"PR. SCHOOL PIPAURI ROOM NO. 1",631,505,0,1136,475,325,0,800,615,0,84,310,53,324,0,0,0,0,1,1,0,0,2,3,8,6,2,3,3,800
144,"PR. SCHOOL PIPAURI ROOM NO. 2",767,590,0,1357,480,308,0,788,757,0,214,60,66,422,3,1,1,0,0,1,0,3,2,2,2,9,1,0,1,788
145,"PR. SCHOOL FATTEPUR DAKSHIN ROOM NO. 1",771,663,0,1434,470,307,0,777,777,0,111,514,5,120,0,1,0,0,0,0,0,7,0,1,7,1,3,4,3,777
146,"PR. PATHSHALA SEN PASCHIMPARA ROOM NO. 1",608,532,0,1140,362,217,0,579,579,0,81,345,32,80,5,8,1,0,2,1,0,0,3,1,4,8,1,5,2,579
147,"PR. PATHSHALA SEN PASCHIMPARA ROOM NO. 2",510,371,0,881,321,189,0,510,492,0,85,214,16,165,3,1,0,0,1,1,1,0,2,2,4,8,3,2,2,510
148,"PR. PATHSHALA SEN PASCHIMPARA ROOM NO. 3",197,165,0,362,114,84,0,198,5,0,95,52,1,43,0,1,0,0,0,0,1,0,0,0,0,5,0,0,0,198
149,"POORV M. VIDYALAY BAGAHA ROOM NO. 1",680,521,0,1201,419,272,0,691,680,0,192,237,7,228,1,3,0,0,2,0,2,0,0,1,6,3,1,5,3,691
150,"JR. H. SCHOOL SEN POORABPARA ROOM NO. 1",165,128,0,293,108,60,0,168,168,0,54,44,49,16,1,1,0,0,0,0,0,0,0,1,1,0,0,0,1,168
151,"JR. H. SCHOOL SEN POORABPARA ROOM NO. 2",625,514,0,1139,464,286,0,750,738,0,96,415,14,200,1,0,2,0,1,0,1,1,1,1,7,2,4,3,1,750
152,"PR. PATHSHALA ORCHHI ROOM NO. 1",459,338,0,797,335,222,0,557,512,0,104,257,5,158,1,0,0,0,0,0,0,0,5,2,4,4,8,3,6,557
153,"PR. SCHOOL KURAUNA BAHADUR NAGAR ROOM NO. 1",360,316,0,676,232,169,0,401,401,0,9,146,96,143,1,0,0,0,0,0,0,1,0,2,1,1,0,0,1,401
154,"PR. PATHSHALA DURJANPUR ROOM NO. 1",252,197,0,449,161,128,0,289,281,0,70,90,1,124,0,0,0,0,0,0,0,0,1,0,0,0,2,0,1,289
155,"PR. SCHOOL GARHHEWA MOHSINPUR ROOM NO. 1",441,362,0,803,354,241,0,595,440,0,153,170,31,219,0,1,0,1,0,1,0,1,1,2,4,2,4,4,1,595
156,"PR. PATHSHALA BAIJIPURWA M. DADE KA PURWA ROOM NO. 1",256,207,1,464,164,128,0,292,250,0,119,136,6,16,0,0,0,0,0,0,1,0,0,2,5,6,0,0,1,292
157,"PR. SCHOOL NYORI  ROOM NO. 1",403,331,0,734,292,224,0,516,501,0,160,255,20,66,2,0,0,1,0,2,0,2,1,1,0,3,2,1,0,516
158,"PT. JAWAHAR LAL NEHRU INTER  COLLEGE JAMU ROOM NO. 1",444,351,0,795,258,189,0,447,447,0,47,364,8,25,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,447
159,"PT. JAWAHAR LAL NEHRU INTER  COLLEGE JAMU ROOM NO. 2",239,194,0,433,139,93,0,232,221,0,7,201,4,19,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,232
160,"PT. JAWAHAR LAL NEHRU INTER  COLLEGE JAMU ROOM NO. 3",372,316,0,688,224,218,0,442,398,0,56,324,4,40,0,4,0,0,0,0,0,1,2,1,0,2,4,4,0,442
161,"PR. VIDYALAY KUSHALPUR ROOM NO. 1",448,330,0,778,286,191,0,477,475,0,52,218,17,157,1,0,0,0,0,0,0,0,2,2,7,2,4,12,3,477
162,"PT. JAWAHAR LAL NEHRU INTER COLLEGE JAMU ROOM NO. 5",564,376,0,940,346,214,0,560,31,0,16,387,14,120,2,0,1,0,0,0,0,2,1,2,5,0,1,6,3,560
163,"PT. JAWAHAR LAL NEHRU INTER COLLEGE JAMU ROOM NO. 6",431,341,0,772,256,179,0,435,403,0,34,226,10,146,0,1,0,1,0,0,0,5,0,0,2,0,3,3,4,435
164,"PR. SCHOOL DALANPUR M. JAMREHI ROOM NO. 1",572,430,0,1002,376,221,0,597,597,0,119,400,17,29,0,3,1,1,1,1,0,0,1,2,3,2,3,9,5,597
165,"JR. H. SCHOOL KATHARA ROOM NO. 1",418,305,0,723,266,178,0,444,434,0,35,193,18,189,3,0,0,0,1,1,0,0,0,0,1,1,0,1,1,444
166,"JR. H. SCHOOL KATHARA ROOM NO. 2",398,338,0,736,185,201,0,386,386,0,53,239,38,44,1,0,0,0,2,1,0,0,1,2,1,2,0,2,0,386
167,"JR. H. SCHOOL KATHARA ROOM NO. 4",659,504,0,1163,382,272,0,654,575,0,275,254,54,40,0,1,1,1,1,2,1,3,0,3,5,4,2,4,3,654
168,"JR. H. SCHOOL KATHARA ROOM NO. 4",449,315,0,764,279,162,0,441,421,0,56,310,17,38,2,0,0,0,0,0,1,1,1,1,1,2,2,7,2,441
169,"PR. VIDYALAY BADERA ROOM NO. 1",276,189,0,465,172,114,0,286,286,0,110,60,4,103,0,1,0,0,0,0,0,0,0,1,0,1,2,3,1,286
170,"PR. VIDYALAY KURSUI ROOM NO. 1",368,273,0,641,296,182,0,478,478,0,35,63,3,372,1,0,0,0,0,1,1,0,0,0,0,0,1,1,0,478
171,"PR. VIDHYALAY SINGHPUR ROOM NO. 1",265,190,0,455,155,88,0,243,243,0,100,67,3,65,0,2,0,0,0,1,0,0,0,0,2,2,1,0,0,243
172,"PR. VIDYALAY GAJAPUR ROOM NO. 1",233,161,0,394,9,5,0,14,14,0,4,1,0,8,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,14
173,"PR. VIDYALAY BHARATPUR ROOM NO. 1",340,239,0,579,204,134,0,338,337,0,16,139,16,158,1,0,0,0,0,0,1,0,0,2,2,0,0,2,1,338
174,"PR.VIDYALAY CHAMPATPUR ROOM NO. 1",355,273,0,628,235,157,0,392,302,0,33,241,90,9,0,0,0,0,0,0,1,4,1,1,5,5,1,1,0,392
175,"PR. SCHOOL KHADESAR . ROOM NO. 1",728,598,0,1326,420,257,0,677,670,0,161,394,17,79,0,0,0,0,0,0,8,2,0,2,4,2,2,6,0,677
176,"PR. SCHOOL DHARHARA ROOM NO. 1",688,470,0,1158,435,267,0,702,701,0,269,208,30,155,0,2,1,0,1,1,0,0,6,7,7,9,5,0,1,702
177,"PR. PATHSHALA ARKHAIYA ROOM NO. 1",125,106,0,231,101,62,0,163,163,0,7,15,7,129,1,0,0,0,0,0,3,1,0,0,0,0,0,0,0,163
178,"PR. SCHOOL KADRI CHAMPATPUR ROOM NO. 1",582,455,0,1037,338,257,0,595,588,0,163,219,9,193,1,0,0,0,0,3,1,0,1,2,0,2,0,1,0,595
179,"PR. SCHOOL AKDARIYA ROOM NO. 1",269,155,0,424,196,117,0,313,309,0,87,135,4,64,0,0,1,0,0,0,0,9,0,0,2,1,4,2,4,313
180,"PR. SCHOOL BAKAULI ROOM NO. 1",610,425,1,1036,364,193,0,557,555,0,45,392,39,66,0,1,0,0,0,0,0,1,1,1,4,3,0,3,1,557
181,"PR. SCHOOL DAHELI UJAGAR ROOM NO. 1",489,388,0,877,226,142,0,368,239,0,8,297,26,27,0,1,0,0,0,0,1,1,0,0,1,6,0,0,0,368
182,"PR. SCHOOL DAHELI UJAGAR ROOM NO. 2",470,370,0,840,197,156,0,353,50,0,188,122,10,19,1,1,0,0,0,0,0,0,1,1,2,4,3,1,0,353
183,"JR. H. SCHOOL SHAMBHUA ROOM NO. 1",716,477,0,1193,359,169,0,528,454,0,122,298,13,71,2,1,0,0,1,0,2,1,3,0,8,1,2,2,1,528
184,"JR. H. SCHOOL SHAMBHUA ROOM NO. 2",488,358,0,846,261,163,0,424,387,0,162,142,6,74,0,0,0,0,0,1,0,2,1,2,1,3,16,3,11,424
185,"PR. PATHSHALA HIRDAYPUR ROOM NO. 1",369,247,0,616,210,133,0,343,324,0,12,89,8,226,0,0,0,0,0,0,1,3,0,1,0,2,0,1,0,343
186,"PR. PATHSHALA DHEERPUR ROOM NO. 1",243,207,0,450,171,147,0,318,31,0,115,111,7,72,0,0,0,0,0,1,1,2,1,1,1,3,1,1,1,318
187,"PR. VIDYALAY BHARTHIPURWA ROOM NO. 1",324,247,0,571,180,141,0,321,175,0,67,150,7,86,1,0,0,0,0,0,0,0,0,3,3,0,2,1,1,321
188,"PR. PATHSHALA CHHATTAPURWA ROOM NO. 1",565,393,0,958,293,190,0,483,483,0,112,176,53,118,5,1,1,0,1,0,0,6,2,0,0,1,3,3,1,483
189,"PR. SCHOOL KATHERUA ROOM NO. 1",821,672,0,1493,453,410,0,863,863,0,296,451,28,31,2,1,1,0,0,0,3,7,3,4,15,15,3,3,0,863
190,"PR. SCHOOL HADAHA ROOM NO. 1",489,427,0,916,260,239,0,499,457,0,141,221,5,104,1,0,1,1,0,0,0,14,0,2,4,2,1,1,1,499
191,"JR. H. SCHOOL KHERSA ROOM NO. 1",850,708,0,1558,443,372,0,815,808,0,150,542,22,69,0,1,0,0,0,0,0,10,1,1,4,4,4,3,4,815
192,"JR. H. SCHOOL KHERSA ROOM NO. 2",304,275,0,579,176,133,0,309,169,0,108,147,17,17,0,2,1,1,0,0,0,0,1,2,0,3,2,5,3,309
193,"JR. H. SCHOOL KHERSA ROOM NO. 3",866,626,0,1492,447,292,0,739,401,0,243,120,112,202,2,5,0,1,1,1,1,8,2,3,3,11,9,6,9,739
194,"KANYA JR. H. SCHOOL BIDHNU ROOM NO. 1",469,362,0,831,276,231,0,507,507,0,206,178,11,96,0,1,0,1,0,0,0,0,1,2,1,3,5,1,1,507
195,"KANYA JR. H. SCHOOL BIDHNU ROOM NO. 2",569,394,0,963,321,193,0,514,514,0,93,243,18,131,9,3,0,0,1,0,1,1,1,1,5,3,1,3,0,514
196,"PR. PATHSHALA KATHUI",695,567,0,1262,375,254,0,629,20,0,80,452,27,50,0,0,0,0,1,0,0,9,0,1,2,1,1,3,2,629
197,"PR. PATHSHALA KATHUI ROOM NO. 2",448,346,0,794,269,191,0,460,456,0,198,162,15,64,0,2,0,0,0,1,0,8,3,0,1,4,1,0,1,460
198,"PR. PATHSHALA KAKORI ROOM NO. 1",409,316,0,725,256,178,0,434,404,0,112,117,39,159,1,0,1,0,0,0,0,3,0,0,1,0,0,1,0,434
199,"PR. SCHOOL ORIYARA ROOM NO. 1",675,524,0,1199,444,222,0,666,666,0,124,243,76,179,1,2,1,1,1,0,1,20,1,2,5,8,0,0,1,666
200,"PR. SCHOOL AUNDHA ROOM NO. 1",236,198,0,434,172,137,0,309,168,0,78,205,4,12,0,0,0,1,0,0,1,1,0,1,0,0,2,3,1,309
201,"POORVA MADHYAMIK VIDYALAY KATHONGAR",654,541,0,1195,423,285,0,708,682,0,193,272,107,107,1,0,1,0,0,0,0,3,0,0,3,5,4,5,7,708
202,"PR. PATHSHALA KUMHAUPUR ROOM NO. 1",351,301,0,652,230,138,0,368,340,0,45,262,9,45,1,1,0,0,0,0,2,0,1,0,1,0,1,0,0,368
203,"JR. H. SCHOOL KASIGAWAN ROOM NO. 1",668,512,0,1180,468,292,0,760,715,0,133,385,27,146,37,1,1,0,0,2,0,2,1,2,3,3,6,6,5,760
204,"PR. SCHOOL IMLIPUR ROOM NO. 1",871,635,0,1506,578,304,0,882,880,0,172,422,27,243,0,3,0,1,0,0,0,1,3,3,3,2,1,0,1,882
205,"PR. SCHOOL PIPARGAWAN ROOM NO. 1",773,587,0,1360,509,361,0,870,153,0,207,275,18,335,2,2,1,0,1,0,3,0,4,3,7,7,2,2,1,870
206,"PR. SCHOOL PIPARGAWAN ROOM NO. 2",664,471,1,1136,402,271,0,673,36,0,85,147,117,279,3,1,0,2,2,0,4,0,7,2,7,3,4,6,4,673
207,"PR. PATHSHALA DHOBINPURWA ROOM NO. 1",312,226,0,538,199,131,0,330,330,0,146,49,95,19,0,0,1,0,0,0,0,1,0,2,2,1,5,3,6,330
208,"PR. SCHOOL KARAULI ROOM NO. 1",637,510,0,1147,442,279,0,721,250,0,198,352,16,137,2,0,0,1,1,0,1,3,3,0,4,0,0,2,1,721
209,"PR. SCHOOL BHARU ROOM NO. 1",598,475,0,1073,357,258,0,615,615,0,94,404,24,62,2,0,1,0,0,1,0,3,1,1,7,12,2,0,1,615
210,"PR. SCHOOL BAJPUR ROOM NO. 1",710,571,0,1281,443,317,0,760,698,0,182,328,47,180,1,4,0,0,0,0,1,0,2,2,1,3,5,1,3,760
211,"CHACHA NEHRU INTER COLLEGE MAJHAWAN ROOM NO. 1",563,459,0,1022,396,295,0,691,688,0,175,350,43,73,1,1,0,0,0,1,0,0,1,1,4,5,10,21,5,691
212,"CHACHA NEHRU INTER COLLEGE MAJHAWAN ROOM NO. 2",403,324,0,727,280,212,0,492,492,0,32,390,25,20,0,1,0,1,0,0,0,0,0,2,6,3,3,7,2,492
213,"CHACHA NEHRU INTER COLLEGE MAJHAWAN ROOM NO. 3",549,409,1,959,379,248,0,627,605,0,262,272,42,19,1,0,0,0,1,1,1,1,0,7,11,7,2,0,0,627
214,"CHACHA NEHRU INTER COLLEGE MAJHAWAN ROOM NO. 4",601,423,0,1024,371,243,0,614,594,0,86,159,255,96,1,0,1,2,0,0,0,0,1,1,5,6,0,1,0,614
215,"CHACHA NEHRU INTER COLLEGE MAJHAWAN ROOM NO. 5",547,459,0,1006,336,270,0,606,560,0,83,347,131,33,0,1,0,2,2,0,1,1,1,0,2,0,1,0,1,606
216,"CHACHA NEHRU INTER COLLEGE MAJHAWAN ROOM NO. 6",531,439,0,970,349,254,0,603,600,0,106,242,160,70,2,1,0,1,4,1,1,0,2,1,5,3,1,1,2,603
217,"PR. SCHOOL JAGDISHPUR ROOM NO. 1",237,174,0,411,170,113,0,283,255,0,126,86,2,64,0,1,0,0,0,0,0,0,0,0,0,0,2,1,1,283
218,"PR. SCHOOL HAJIPUR ROOM NO. 1",753,573,0,1326,516,331,0,847,847,0,168,527,32,66,1,3,0,2,1,4,9,0,2,4,10,12,2,3,1,847
219,"PR. SCHOOL TAKSEEMPUR ROOM NO. 1",176,132,0,308,137,101,0,238,238,0,9,205,4,8,1,0,0,1,0,0,2,1,0,1,0,2,0,4,0,238
220,"PR. SCHOOL HARDAULI ROOM NO. 1",556,462,1,1019,317,235,0,552,520,0,167,188,128,46,1,0,0,1,0,0,5,2,1,0,7,4,1,0,1,552
221,"PR. SCHOOL TEEKARMAGHAI ROOM NO. 1",754,546,0,1300,446,288,0,734,734,0,148,321,20,201,0,0,1,0,1,0,0,1,23,3,3,9,1,1,1,734
222,"PR. SCHOOL (MIRZAPUR) ATWA ROOM NO. 1",338,244,0,582,237,136,0,373,203,0,16,125,7,215,1,3,0,1,0,0,0,1,1,0,0,1,0,1,1,373
223,"PR. SCHOOL TIRMA ROOM NO. 1",536,398,0,934,293,173,0,466,465,0,120,164,127,45,1,0,0,0,0,0,0,1,0,1,1,0,3,1,2,466
224,"PR. PATHSHALA MAJHPATI ROOM NO. 1",126,89,0,215,101,67,0,168,1,0,10,13,9,131,1,0,0,0,0,0,1,0,0,0,0,0,1,0,2,168
225,"PR. SCHOOL BUDHERA ROOM NO. 1",506,348,0,854,323,247,0,570,522,0,106,233,12,199,6,0,0,0,1,0,0,0,2,2,1,3,1,3,1,570
226,"PR. SCHOOL KURHIGAON ROOM NO. 1",441,301,0,742,248,156,0,404,351,0,76,65,52,204,1,0,0,0,0,0,0,0,0,1,2,2,1,0,0,404
227,"PR. SCHOOL KISHUNPUR MAJHAWAN ROOM NO. 1",519,397,0,916,283,213,0,496,496,0,304,61,1,101,0,1,0,0,0,0,0,0,0,0,0,3,20,4,1,496
228,"PR. SCHOOL HARBASHPUR",736,598,0,1334,447,336,0,783,780,0,335,312,30,79,1,0,0,2,2,0,0,1,3,2,2,4,3,4,3,783
229,"JR. H. SCHOOL SHIVGANJ CHAURAI ROOM NO. 1",573,501,2,1076,375,324,0,699,690,0,243,279,23,126,0,0,2,0,0,0,0,1,4,3,3,8,4,1,2,699
230,"JR. H. SCHOOL SHIVGANJ CHAURAI ROOM NO. 2",708,555,0,1263,430,301,0,731,707,0,228,301,11,171,3,0,0,0,1,1,0,0,0,0,1,2,3,3,6,731
231,"PR. SCHOOL LAKSHMANPUR M. SURAULI ROOM NO. 1",568,494,0,1062,386,316,0,702,16,0,261,84,5,305,2,3,1,0,0,0,0,7,11,2,2,6,5,2,6,702
232,"PR. SCHOOL CHHAUNKI ROOM NO. 1",509,383,0,892,314,225,0,539,539,0,56,309,12,140,0,0,0,1,1,0,0,0,0,0,3,0,8,6,3,539
233,"PR. SCHOOL DALELPUR ROOM NO. 1",618,519,0,1137,380,263,0,643,642,0,202,314,6,105,0,0,1,0,1,0,0,2,3,1,3,3,0,1,1,643
234,"PR. PATHSHALA DALELPUR ROOM NO. 2",573,436,0,1009,317,204,0,521,521,0,149,300,33,18,0,2,1,0,1,0,,,,,,,,,,
