"Polling Station",,"Total No of Electors",,,,"Voters Turnout",,,,,,"Candidate ID and Name",,,,,,,,,,
"Part No","Part Name",Male,Female,Other,"Total No. of electors",Male,Female,Other,Total,"No of voters identifying using EPIC","Tendered Voter","1 - NIRANJAN SINGH DHANGAR","2 - MANOJ KUMAR SONI","3 - RAJESH KUMAR DIWAKER","4 - RAMJI LAL SUMAN","5 - SUNHARI LAL","6 - OMPRKASH","7 - DALVIR SINGH","8 - NIRANJAN SINGH","9 - RAJA RAM","10 - None of the Above","Total Votes Secured"
24,"P.S. FUSAKARA",308,216,0,524,215,132,0,347,335,0,15,47,134,150,0,1,0,0,0,0,347
25,"P.S. NAGLA SHISHAM",242,182,0,424,173,132,0,305,295,0,2,106,190,5,0,0,0,0,1,1,305
26,"GIRLS JUNIOR HIGH SCHOOL NAVIPUR (CHHOTUAA)",318,237,0,555,204,159,0,363,361,0,14,173,118,53,2,0,0,0,3,0,363
27,"UNIOR HIGH SCHOOL TIMARALI",429,299,0,728,244,158,0,402,260,0,7,104,282,6,1,0,1,1,0,0,402
28,"P.S. NAVIPUR",412,329,0,741,235,232,0,467,428,0,33,184,119,124,1,1,1,0,1,3,467
29,"P.S. JAITPUR",343,250,0,593,183,135,0,318,317,0,3,78,140,91,2,2,0,2,0,0,318
30,"P.S. SHITALA MEVA",282,220,0,502,242,125,0,367,359,0,47,217,80,23,0,0,0,0,0,0,367
31,"P.S. KANCHANA",372,277,0,649,231,180,0,411,300,0,28,20,238,114,8,0,0,1,2,0,411
32,"JUNIOR HIGH SCHOOL UDAYBHAN BHAKAROI",589,431,0,1020,399,287,0,686,624,0,141,332,159,49,1,2,1,0,0,1,686
33,"P.S. BHAKAROI",586,392,0,978,332,254,0,586,584,0,95,187,237,53,0,2,0,2,4,6,586
34,P.S.JATOI,802,572,0,1374,414,305,0,719,699,0,169,239,219,80,1,2,3,2,2,2,719
35,P.S.GILONDAPUR,639,460,0,1099,450,299,0,749,749,0,326,133,277,5,0,1,0,4,2,1,749
36,"P.S.KARIL R.N.01",840,657,0,1497,548,332,0,880,880,0,493,114,194,51,3,7,1,6,3,8,880
37,"P.S.KARIL R.N.2",326,258,0,584,257,158,0,415,415,0,259,6,89,56,1,0,0,0,4,0,415
38,"P.S. GUVARARI",516,392,0,908,327,248,0,575,575,0,107,35,308,111,1,5,0,3,2,3,575
39,"P.S. PAITHGAON",592,437,0,1029,264,156,0,420,410,0,3,7,324,65,3,5,4,3,0,6,420
40,"P.S. BARDVAREE",643,431,0,1074,386,203,0,589,547,0,186,43,301,52,1,1,0,0,0,5,589
41,"JUNIOR HIGH SCHOOL BARDVAREE R.N.03",338,259,0,597,176,115,0,291,186,0,95,55,125,12,0,2,0,1,1,0,291
42,"P.S. KATAILA",241,174,0,415,136,104,0,240,239,0,29,34,139,33,1,1,0,0,1,2,240
43,"JUNIOR HIGH SCHOOL BARDVAREE  R.N.01",596,383,0,979,306,213,0,519,493,0,91,132,281,5,0,3,2,2,0,3,519
44,"JUNIOR HIGH SCHOOL BARDVAREE  R.N.02",359,229,0,588,190,158,0,348,165,0,110,74,152,9,0,0,0,0,1,2,348
45,"P.S. KHODUAA",483,339,0,822,277,180,0,457,425,0,30,53,345,23,1,3,1,0,1,0,457
46,"P.S. SUNIDHYA",385,287,0,672,196,163,0,359,233,0,15,127,115,97,3,0,1,1,0,0,359
47,"P.S. KHOKIYA",436,307,0,743,228,202,0,430,345,0,67,227,102,23,6,1,1,2,1,0,430
48,P.S.KHARGU,442,344,0,786,229,190,0,419,347,0,11,127,228,33,3,2,2,4,0,9,419
49,P.S.HANDELA,287,206,0,493,195,151,0,346,339,0,50,163,78,51,4,0,0,0,0,0,346
50,"P.S.NAGLA BABU",370,305,0,675,240,207,0,447,440,0,3,291,68,82,0,2,0,0,0,1,447
51,"P.S. AMARPUR DEHMAFEE",175,142,0,317,148,104,0,252,252,0,74,36,50,86,1,0,2,1,0,2,252
52,"P.S. DAYALPUR  R.N.01",599,501,0,1100,370,275,0,645,635,0,181,70,378,8,0,2,0,1,0,5,645
53,"P.S. DAYALPUR  R.N.02",434,319,0,753,204,140,0,344,232,0,39,71,210,20,2,0,0,1,0,1,344
54,"P.S. MAGTAEE",529,371,0,900,364,267,0,631,621,0,301,90,162,71,1,0,1,3,0,2,631
55,P.S.VISHUNADAS,464,361,0,825,415,277,0,692,686,0,132,109,344,101,3,1,0,1,0,1,692
56,P.S.GARVAGDHI,399,313,0,712,311,213,0,524,524,0,4,354,126,25,0,2,1,1,4,7,524
57,"P.S. KOTA  R.N.01",611,480,0,1091,312,238,0,550,509,0,18,52,430,34,1,2,2,3,1,7,550
58,"P.S. KOTA  R.N.02",550,450,0,1000,333,221,0,554,544,0,8,25,284,223,4,0,0,2,2,6,554
59,"P.S.MOHANAPURA URF BHUTPURA",548,410,0,958,347,226,0,573,568,0,37,51,457,16,0,4,0,2,1,5,573
60,P.S.GUMANAPUR,464,345,0,809,305,202,0,507,487,0,32,209,258,1,1,3,1,0,1,1,507
61,P.S.SUSAVLI,627,450,0,1077,350,278,0,628,589,0,203,95,286,24,1,5,0,1,10,3,628
62,P.S.MAHAMONI,574,469,0,1043,406,286,0,692,570,0,277,127,197,83,1,0,0,1,1,5,692
63,P.S.SARAKORIYA,614,428,0,1042,273,166,0,439,289,0,100,23,274,36,0,2,0,1,0,3,439
64,P.S.PADU,740,580,0,1320,452,346,0,798,769,0,270,50,409,36,1,2,3,6,5,16,798
65,"P.S.NAGLA RAMARAY",259,197,0,456,192,131,0,323,322,0,15,25,281,2,0,0,0,0,0,0,323
66,P.S.CHITAVAR,869,605,0,1474,519,325,0,844,804,0,197,337,267,26,0,4,1,4,1,7,844
67,"P.S. ROHAI R.N.01",602,475,0,1077,375,231,0,606,596,0,24,217,261,81,4,4,1,4,2,8,606
68,"P.S. ROHAI R.N.02",380,311,0,691,198,143,0,341,338,0,15,132,129,57,1,2,0,0,3,2,341
69,"P.S.NAGLA MANSHA",307,263,0,570,238,212,0,450,448,0,1,439,4,3,0,0,0,1,1,1,450
70,"P.S.NAGLA MOTIRAY",296,228,0,524,223,175,0,398,388,0,58,228,101,5,0,1,0,0,3,2,398
71,P.S.ARJUNPUR,735,566,0,1301,453,313,0,766,756,0,35,174,497,51,0,2,0,3,0,4,766
72,"P.S.MAHAMUDAPUR JATAN",540,384,0,924,314,196,0,510,500,0,108,106,244,43,3,2,0,2,1,1,510
73,"P.S.GOL NAGAR",371,299,0,670,251,190,0,441,441,0,161,140,118,22,0,0,0,0,0,0,441
74,"P.S.CHANCHAPUR BHATAILA R.N.01",661,522,0,1183,388,210,0,598,577,0,72,260,231,26,1,2,0,2,2,2,598
75,"P.S.CHANCHAPUR BHATAILA R.N.02",261,184,0,445,155,96,0,251,146,0,3,146,92,6,0,1,0,1,0,2,251
76,"JUNIOR HIGH SCHOOL BAMAULI",684,575,0,1259,375,263,0,638,614,0,62,351,192,24,2,4,1,0,2,0,638
77,"P.S.LUHAITA KHURD R.N.01",333,274,0,607,206,169,0,375,375,0,2,86,167,108,1,1,2,3,1,4,375
78,"P.S.LUHAITA KHURD R.N.02",384,277,0,661,245,143,0,388,385,0,3,239,88,54,0,0,0,2,2,0,388
79,"P.S.VAMANAI R.N.01",382,332,0,714,240,209,0,449,378,0,67,91,51,230,6,0,0,2,1,1,449
80,"P.S.VAMANAI R.N.02",507,365,0,872,318,198,0,516,494,0,48,215,59,182,1,3,2,4,1,1,516
81,P.S.KORNA,959,660,0,1619,600,211,0,811,611,0,33,185,367,209,1,2,2,7,0,5,811
82,P.S.DAUDA,662,461,0,1123,410,276,0,686,279,0,235,226,190,21,1,1,2,3,4,3,686
83,P.S.PATAKHAS,862,683,0,1545,545,345,0,890,488,0,328,71,321,154,2,5,0,4,1,4,890
84,P.S.RAMGADH,692,468,0,1160,372,228,0,600,322,0,104,126,270,95,0,2,2,0,0,1,600
85,"P.S.RATABHAN GADHI",253,203,0,456,169,137,0,306,262,0,6,80,195,17,3,0,1,0,2,2,306
86,"कपूरी देवी उ0 मा0 वि0 बैरीसला",331,238,0,569,237,176,0,413,397,0,110,121,147,27,1,0,0,4,1,2,413
87,P.S.PATAINI,581,417,0,998,316,220,0,536,485,0,38,83,354,45,3,2,1,1,4,5,536
88,"P.S. GAUJIYA",419,328,0,747,237,216,0,453,428,0,130,27,287,6,0,0,0,2,1,0,453
89,"P.S. TIHAIYA NAGLA KARUAA",180,149,0,329,149,108,0,257,256,0,3,117,100,37,0,0,0,0,0,0,257
90,"P.S. KHAJURIYA",466,344,0,810,282,205,0,487,487,0,234,96,123,27,0,1,1,1,2,2,487
91,"P.S. KURABALI",535,427,0,962,348,248,0,596,578,0,131,79,304,79,1,1,0,0,1,0,596
92,P.S.SURATIYA,337,261,0,598,238,176,0,414,407,0,106,44,236,18,0,5,0,1,3,1,414
93,P.S.MUGARIYA,218,147,0,365,128,97,0,225,221,0,23,35,71,95,0,1,0,0,0,0,225
94,P.S.AHARAI,457,335,0,792,287,245,0,532,502,0,71,189,240,21,2,1,0,3,1,4,532
95,P.S.CHAUKDA,244,145,0,389,136,82,0,218,214,0,41,48,124,3,0,0,0,2,0,0,218
96,"P.S.SHER KHAN",490,393,0,883,300,206,0,506,484,0,96,48,261,93,5,1,1,0,0,1,506
97,"P,S,KHUTIPURI",854,552,0,1406,478,273,0,751,749,0,149,288,236,63,3,2,2,4,2,2,751
98,P.S.SAINPUR,535,405,0,940,425,278,0,703,609,0,86,129,471,7,5,0,0,3,2,0,703
99,"J.H. SCHOOL SUSAIN R.N.1",510,364,0,874,291,198,0,489,454,0,39,22,385,29,1,3,0,1,0,9,489
100,"J.H. SCHOOL SUSAIN R.N.2",459,393,0,852,283,234,0,517,497,0,62,185,256,9,1,1,0,1,1,1,517
101,"J.H. SCHOOL SUSAIN R.N.3",687,472,0,1159,400,282,0,682,624,0,142,39,377,107,5,2,0,0,3,7,682
102,"P.S. NASIRPUR R.N. 1",526,393,1,920,257,196,0,453,259,0,71,97,273,3,0,1,0,3,3,2,453
103,"P.S. NASIRPUR R.N. 2",646,464,0,1110,446,187,0,633,623,0,70,54,454,42,1,3,1,4,0,4,633
104,P.S.DHANONTI,513,413,0,926,348,235,0,583,333,0,124,60,244,147,0,0,1,4,0,3,583
105,"P.S.BURJ BHAG DHANONTI",257,193,0,450,129,100,0,229,228,0,109,39,71,7,0,1,0,1,0,1,229
106,P.S.KARASAURA,298,201,0,499,175,88,0,263,242,0,132,3,126,2,0,0,0,0,0,0,263
107,"PACHAYAT GHARJANJARIYA BHAG KARASORA",343,264,0,607,183,114,0,297,281,0,103,4,179,5,1,0,1,2,0,2,297
108,"P.S.NAGALA PHATTA BHAG KARASORA",539,348,0,887,389,212,0,601,574,0,506,8,68,14,0,0,0,1,0,4,601
109,"P.S.NAGALA VIRVAL",285,203,1,489,180,106,0,286,148,0,133,8,136,5,2,0,0,0,0,2,286
110,"J.H. SCHOOL VISAVAR R.N.1",739,539,2,1280,450,261,0,711,517,0,67,49,553,36,2,0,0,1,2,1,711
111,"J.H. SCHOOL VISAVAR R.N.2",785,571,0,1356,495,296,0,791,788,0,48,82,587,57,3,3,1,6,3,1,791
112,"J.H. SCHOOL VISAVAR R.N.3",624,453,0,1077,449,236,0,685,676,0,99,121,424,21,13,1,0,1,0,5,685
113,"P.S.NAGALA SHEKHA VISAVAR",794,560,0,1354,571,366,0,937,904,0,118,171,637,6,1,0,1,0,1,2,937
114,"P.S.VISAVAR BHAG VIDHIPUR",922,649,1,1572,610,394,0,1004,987,0,356,70,403,159,4,2,2,3,2,3,1004
115,"P.S.GADHI KHAMANI BHAG VISAVAR",476,308,0,784,309,166,0,475,400,0,228,106,107,30,2,0,1,1,0,0,475
116,"P.S.NAGALA DHOKLA BHAG VISAVAR",387,247,0,634,316,180,0,496,486,0,372,17,92,15,0,0,0,0,0,0,496
117,"P.S.TILHU CHIHETAR BHAG VISAVAR",545,385,0,930,319,233,0,552,527,0,190,16,333,5,1,1,1,2,1,2,552
118,"P.S.TIKEAT BHAG VISAVAR",436,320,0,756,282,190,0,472,446,0,238,84,124,18,2,3,1,0,1,1,472
119,"S.V.J.DIGREE COLLEGE VISAVAR R.N.1",585,446,0,1031,394,295,0,689,530,0,433,11,223,13,1,0,0,1,0,7,689
120,"S.V.J.DIGREE COLLEGE VISAVAR R.N.2",697,527,0,1224,480,350,0,830,455,0,453,16,305,41,7,2,0,0,2,4,830
121,P.S.PACHAVRI,530,406,0,936,381,248,0,629,473,0,42,109,441,30,3,0,0,2,1,1,629
122,"P.S.SUMRA BHAG PACHAVRI",281,207,0,488,251,161,0,412,412,0,8,0,399,2,2,0,0,0,0,1,412
123,P.S.BHURRAKA,748,528,0,1276,511,270,0,781,781,0,22,14,718,19,2,4,0,0,0,2,781
124,"P.S.GADHI KHYALI BHAG BHURRAKA",317,216,0,533,248,183,0,431,431,0,4,278,139,7,0,0,1,0,2,0,431
125,"J.H.SCHOOL VILARA R.N. 1",567,416,0,983,332,190,0,522,445,0,43,133,293,43,6,2,1,0,0,1,522
126,"J.H.SCHOOL VILARA R.N. 2",660,508,0,1168,367,221,0,588,588,0,53,51,416,49,9,1,1,3,1,4,588
127,P.S.CHIRAVLI,586,437,0,1023,360,285,0,645,618,0,170,12,357,91,4,2,2,2,2,3,645
128,"P.S.JATOI R.N.1",437,303,0,740,281,173,0,454,454,0,11,9,369,57,1,1,1,1,1,3,454
129,P.S.JATOI.R.N.2,240,201,0,441,158,117,0,275,265,0,8,65,137,55,0,1,1,3,2,3,275
130,"P.S. GARHI RATNA",398,293,0,691,302,230,0,532,3,0,13,270,224,20,1,1,1,0,0,2,532
131,"P.S. GUKHARAULI",474,304,0,778,271,150,0,421,413,0,51,100,239,28,1,0,0,1,0,1,421
132,"P.S. GAHACHAULI",573,426,0,999,343,236,0,579,569,0,57,90,418,6,0,0,1,2,1,4,579
133,"P.S. VADHAINA",699,497,0,1196,493,332,0,825,824,0,410,15,349,32,0,0,3,1,4,11,825
134,"P.S. NANAOO",633,498,0,1131,451,375,0,826,793,0,32,498,249,34,0,3,1,3,2,4,826
135,"P.S. ABHAYPURA",517,424,0,941,349,252,0,601,593,0,26,80,415,60,3,1,3,3,1,9,601
136,"JUNIOR HIGH SCHOOL MIDAVALI",821,576,0,1397,544,311,0,855,826,0,69,41,591,145,2,1,0,1,1,4,855
137,"P.S. GADI VAIRU",225,164,0,389,170,86,0,256,200,0,10,33,202,5,1,0,0,0,0,5,256
138,"P.S. GADI HARIYA BHAAG MIDABADI",341,252,0,593,227,161,0,388,378,0,63,6,292,15,0,1,3,3,3,2,388
139,"P.S. HELI",408,316,0,724,222,158,0,380,378,0,147,19,197,9,1,1,1,4,1,0,380
140,"J.H.SCHOOL.NAGLA DURJIYA BHAG MIDHAVLI",476,341,0,817,321,207,0,528,522,0,31,123,357,8,5,1,2,1,0,0,528
141,"JUNIOR HIGH SCHOOL GADF UMRAO R.N.1",637,397,1,1035,477,178,0,655,538,0,131,129,379,8,3,0,0,2,2,1,655
142,"JUNIOR HIGH SCHOOL GADF UMRAO.R.N.2",573,390,0,963,362,216,0,578,554,0,111,3,428,32,1,1,0,1,0,1,578
143,"JUNIOR HIGH SCHOOL GADF UMRAO R.N.3",431,311,0,742,256,196,0,452,452,0,4,148,288,4,0,2,0,2,1,3,452
144,"P.S. SITHARAPUR",662,459,0,1121,447,276,0,723,719,0,47,52,601,19,1,0,0,1,1,1,723
145,"KARAN SINGH UTTAR MADHYAMIK TASINGU.R.N.1",551,371,0,922,287,165,0,452,450,0,7,105,327,4,1,3,0,3,1,1,452
146,"KARAN SINGH UTTAR MADHYAMIK TASIGUN.R.N.2",386,276,0,662,208,132,0,340,324,0,18,110,201,4,0,1,1,1,1,3,340
147,"P.S. BANGAD BHAAG TASIGANU",585,443,0,1028,366,235,0,601,563,0,219,43,290,31,6,3,0,3,1,5,601
148,"KARAN SINGH UTTAR MADHYAMIK TASIGUN.R.N.3",466,351,1,818,264,161,0,425,415,0,76,95,239,12,0,1,0,2,0,0,425
149,"P.S.GOPARA BHAG TASIGUN",729,463,0,1192,423,227,0,650,40,0,138,112,381,13,0,0,0,3,0,3,650
150,"KARAN SINGH UTTAR MADHYAMIK TASIGUN.R.N.4",653,504,0,1157,392,238,0,630,605,0,107,68,446,3,1,0,0,3,0,2,630
151,"P.S. ARAUTA.R.N.1",732,546,0,1278,388,248,0,636,400,0,312,45,254,11,2,0,1,4,0,7,636
152,"P.S. NAGALA TIKAIT BHAAG ARAUTA",353,278,0,631,265,172,0,437,414,0,296,4,131,3,0,0,0,1,0,2,437
153,"P.S. ARAUTA.R.N.2",408,275,0,683,228,102,0,330,309,0,139,4,183,0,0,0,1,2,0,1,330
154,"P.S. NAGALA BHOORA BHAAG ARAUTA",290,217,0,507,199,123,0,322,297,0,175,63,75,7,0,0,0,0,2,0,322
155,"JUNIOR HIGH SCHOOL BARAMAI.R.N.1",490,401,0,891,362,257,0,619,619,0,70,105,434,9,0,1,0,0,0,0,619
156,"JUNIOR HIGH SCHOOL BARAMAI.R.N.2",600,431,0,1031,355,230,0,585,300,0,91,141,347,3,0,0,0,1,1,1,585
157,"P.S. NAGALA GARIVA",247,195,0,442,192,134,0,326,322,0,99,16,192,12,0,1,1,2,2,1,326
158,P.S.GHATAMPAR,577,462,0,1039,333,268,0,601,491,0,221,117,253,8,0,1,0,0,1,0,601
159,"P.S. PIPARAMAI",723,494,0,1217,339,208,0,547,313,0,58,59,310,111,0,2,0,1,2,4,547
160,"P.S. GADI GUMANI BHAAG PIPARAMAI",717,507,0,1224,435,267,0,702,693,0,280,74,277,57,2,2,1,1,0,8,702
161,"P.S. KAJARAUTI.R.N.1",871,631,0,1502,484,299,0,783,783,0,72,117,460,115,4,6,1,5,1,2,783
162,"P.S.PLAHAVAT BHAG KAJAROTHI.R.N.1",522,419,0,941,342,238,0,580,579,0,243,115,207,6,1,2,0,1,0,5,580
163,"P.S.NAGLA RAMACHELA KAJAROTHI",311,230,0,541,216,131,0,347,337,0,167,3,170,6,0,0,0,0,0,1,347
164,P.S.KAJAROTHI,524,355,0,879,353,212,0,565,555,0,247,6,304,5,0,1,0,1,0,1,565
165,"P.S.JANGALA BHAG KAJAROTHI",321,245,0,566,268,180,0,448,394,0,155,6,277,7,0,0,0,2,1,0,448
166,"P.S. MEERPUR",510,392,0,902,325,259,0,584,518,0,171,88,310,6,0,7,0,1,0,1,584
167,P.S.VICHAPURI,184,150,0,334,149,105,0,254,254,0,114,43,91,1,0,0,1,0,0,4,254
168,"P.S. BIJALPUR",477,411,0,888,267,221,0,488,469,0,126,56,165,124,0,4,0,6,2,5,488
169,"P.S. BAHADURPUR BHUP",457,323,0,780,316,191,0,507,506,0,101,133,256,7,0,1,2,3,1,3,507
170,"P.S. MAHABATPUR",546,371,0,917,334,226,0,560,529,0,186,210,119,41,1,0,0,1,0,2,560
171,"P.S. SAMADPUR.R.N.1",437,348,0,785,286,205,0,491,483,0,39,15,310,116,4,1,3,1,1,1,491
172,"P.S. SAMADPUR R.N.2",391,294,0,685,216,126,0,342,338,0,48,28,152,109,0,1,1,0,2,1,342
173,"P.S. DHANAULI",360,296,1,657,221,187,0,408,407,0,14,90,228,75,0,0,0,0,0,1,408
174,"P.S. NAGLA MAAN SAHAY BHAAG DHANAULI",363,279,0,642,186,167,0,353,332,0,112,74,149,10,2,1,0,0,2,3,353
175,P.S.RASIDAPUR,493,384,0,877,269,215,0,484,466,0,56,79,322,16,1,5,0,2,0,3,484
176,"P.S. MADANAI.R.N.1",750,535,0,1285,435,275,0,710,671,0,226,196,247,26,1,1,0,1,2,10,710
177,"P.S. MADANAI.R.N.2",412,282,0,694,272,164,0,436,309,0,239,7,179,9,0,0,0,1,1,0,436
178,"P.S. CHAMARPURA BHAAG MADANAI",196,153,0,349,175,147,0,322,297,0,0,318,3,1,0,0,0,0,0,0,322
179,"P.S. MONIYA BHAAG MADANAI",320,222,1,543,221,206,0,427,339,0,270,93,60,2,0,0,0,2,0,0,427
180,"JUNIOR HIGH SCHOOL EDALPUR",961,645,0,1606,624,309,0,933,702,0,152,64,577,135,0,1,1,2,1,0,933
181,"P.S. JHAGARAR",571,516,0,1087,370,303,0,673,663,0,85,111,369,90,9,3,2,2,1,1,673
182,DIPCHAND.H.S.SCHOOL.NAUGANWA.R.N.1,611,406,0,1017,321,212,0,533,460,0,44,30,396,61,1,0,0,0,0,1,533
183,DIPCHAND.H.S.SCHOOL.NOGANVA,406,310,0,716,258,136,0,394,284,0,29,71,265,19,0,0,2,5,0,3,394
184,"P.S.NAGALA THANDA BHAG NOGANVA",289,215,0,504,181,134,0,315,237,0,15,26,231,40,1,0,1,0,1,0,315
185,"P.S. NAGALA RADDU",923,650,0,1573,606,344,0,950,940,0,320,86,514,14,9,3,1,1,0,2,950
186,"P.S.DHAKRAI BHAG NOGANVA",566,404,0,970,285,205,0,490,461,0,83,63,323,15,1,0,0,1,1,3,490
187,"P.S.NAGLA DHANI BHAG NOGANVA",432,330,0,762,242,177,0,419,404,0,96,4,299,15,0,1,1,1,0,2,419
188,"P.S. NAGALA KALAN BHAG NAUGAVA",475,381,0,856,317,239,0,556,549,0,190,6,334,21,0,0,1,3,0,1,556
189,"NAGALA CHAUDHARI BHAG NAUGAVA",550,358,0,908,271,178,0,449,440,0,153,64,218,12,0,0,0,0,0,2,449
190,"P.S. MANSYA 1",679,523,0,1202,489,322,0,811,806,0,53,167,555,31,1,0,0,2,1,1,811
191,"P.S. MANSYA 2",311,240,0,551,219,140,0,359,357,0,12,27,301,17,0,1,0,1,0,0,359
192,"P.S. MANSYA 3",544,422,0,966,378,260,0,638,270,0,28,162,415,24,1,2,1,0,1,4,638
193,"P.S. PUSAINI",419,313,0,732,295,257,0,552,332,0,47,230,230,39,1,1,1,0,3,0,552
194,"P.S. NAGALA JHITA BHAG CHHAVA",585,388,0,973,389,220,0,609,436,0,133,221,238,4,1,2,3,0,1,6,609
195,"P.S. DAGASAH",639,480,0,1119,453,238,0,691,686,0,59,213,397,8,3,2,0,3,0,6,691
196,"P.S. TAAJPUR 1",394,296,0,690,198,134,0,332,321,0,25,144,138,19,1,1,1,0,2,1,332
197,"P.S. TAAJPUR 2",610,504,0,1114,352,280,0,632,622,0,100,149,328,53,0,2,0,0,0,0,632
198,"P.S. KUMHARAI",342,262,0,604,206,135,0,341,330,0,107,30,185,10,5,2,0,0,0,2,341
199,"P.S. SARAUTH .R.N.1",735,502,0,1237,495,265,0,760,741,0,130,20,587,9,6,1,0,1,0,6,760
200,"P.S. SARAUTH R.N.2",473,334,0,807,282,156,0,438,436,0,101,74,240,11,0,0,0,6,3,3,438
201,"P.S.GADHI HARBAL BHAG SAROTH",438,313,0,751,244,166,0,410,297,0,75,30,299,2,0,1,1,2,0,0,410
202,"P.S. GHUCHA",729,471,0,1200,469,223,0,692,692,0,121,23,488,53,0,1,0,3,1,2,692
203,"P.S. MAI.R.N.1",701,520,0,1221,516,315,0,831,824,0,34,56,709,15,11,0,0,4,0,2,831
204,"P.S. MAI R.N.2",554,457,0,1011,395,284,0,679,649,0,52,188,203,227,2,2,0,0,2,3,679
205,"P.S. NAGALA VANARASI",471,360,0,831,319,222,0,541,532,0,82,104,307,36,3,3,1,0,2,3,541
206,"P.S. NAUPURA",706,522,5,1233,438,345,0,783,767,0,161,47,439,121,3,1,1,3,4,3,783
207,"P.S. KANJAULI 1",980,673,5,1658,645,352,0,997,909,0,49,10,904,25,6,0,1,0,0,2,997
208,"P.S. NAGALA KALHU BHAG KANJAULI",200,140,0,340,159,105,0,264,248,0,14,22,201,22,3,0,0,0,0,2,264
209,"P.S.KANJOULI 2",441,308,0,749,312,148,0,460,460,0,15,0,414,30,1,0,0,0,0,0,460
210,"P.S. GOVINDPUR R.N. 1",573,377,0,950,398,209,0,607,560,0,25,194,335,47,1,2,1,2,0,0,607
211,"P.S.GOVINDPUR R.N. 2",293,212,0,505,154,60,0,214,175,0,56,9,128,17,0,0,2,1,0,1,214
212,"P.S. NALA NAGARIYA BHAG KANJAULI",594,397,0,991,438,212,0,650,626,0,184,38,354,55,5,2,1,3,1,7,650
213,"P.S. SISTA R.N. 1",556,411,0,967,360,227,0,587,587,0,183,12,211,163,2,2,2,3,1,8,587
