"Polling Station",,"Total No of Electors",,,,"Voters Turnout",,,,,,"Candidate ID and Name",,,,,,,,,,
"Part No","Part Name",Male,Female,Other,"Total No. of electors",Male,Female,Other,Total,"No of voters identifying using EPIC","Tendered Voter","1 - NIRANJAN SINGH DHANGAR","2 - MANOJ KUMAR SONI","3 - RAJESH KUMAR DIWAKER","4 - RAMJI LAL SUMAN","5 - SUNHARI LAL","6 - OMPRKASH","7 - DALVIR SINGH","8 - NIRANJAN SINGH","9 - RAJA RAM","10 - None of the Above","Total Votes Secured"
214,"P.S. SISTA R. N. 2",470,347,0,817,299,209,0,508,400,0,178,183,100,38,1,3,2,0,0,3,508
215,"P.S. BAROS R. N. 1",494,408,0,902,320,250,0,570,563,0,234,27,159,129,3,3,3,4,2,6,570
216,"P.S. BAROS R. N. 2",172,124,0,296,121,82,0,203,198,0,4,194,3,1,0,0,0,0,0,1,203
217,"P.S. N0. HARIKESH BHAG BARAUS",249,220,0,469,199,171,0,370,290,0,29,95,171,71,1,0,0,1,0,2,370
218,"P.S. GIGALA",657,524,0,1181,410,304,0,714,1,0,11,276,286,121,1,6,2,1,1,9,714
219,"P.S. GURSOTI",639,550,0,1189,447,326,0,773,766,0,3,361,338,51,4,4,4,2,2,4,773
220,"P.S.JARAU R. N. 1",494,319,0,813,286,180,0,466,448,0,1,166,171,118,2,3,2,2,0,1,466
221,"P.S. JARAU R.N. 2",421,320,0,741,249,202,0,451,438,0,6,216,84,131,4,2,3,0,2,3,451
222,"KANYA J.H. SCHOOL JARAU",449,334,0,783,286,162,0,448,448,0,33,6,332,70,2,5,0,0,0,0,448
223,"P.S. NAGALA TAMSI BHAG JARAOO",509,342,0,851,340,226,0,566,545,0,117,201,193,37,3,1,3,4,0,7,566
224,"P.S.VAS DALTI BHAG JARAU",230,151,0,381,195,119,0,314,311,0,1,2,306,4,0,0,0,0,0,1,314
225,"J.H.SCHOOLVASAMRU BHAG JARAU-1",592,446,1,1039,402,252,0,654,579,0,4,86,449,103,3,2,2,1,3,1,654
226,"P.S. BURJAVAJI BHAG JARAU",305,239,0,544,212,162,0,374,227,0,1,22,327,24,0,0,0,0,0,0,374
227,P.S.VAIDAI,704,576,0,1280,414,245,0,659,650,0,11,51,488,103,0,3,0,0,1,2,659
228,"KANYA J.H. SCHOOL. VAIDAI R.N. 1",635,474,0,1109,408,260,0,668,550,0,35,111,390,126,2,1,1,1,0,1,668
229,"KANYA J.H. SCHOOL VAIDAI R.N. 2",545,396,0,941,331,175,0,506,368,0,66,25,328,84,0,1,0,0,0,2,506
230,"P.S. NAGALA DEVA BHAG VEDAI",530,386,0,916,373,249,0,622,618,0,328,32,234,15,1,1,0,0,1,10,622
231,"P.S. VAAS DATTA BHAG JAITAI",409,317,2,728,265,204,0,469,469,0,0,216,241,10,0,0,0,0,0,2,469
232,"PANCHAYAT BHAVAN JAITAI",447,321,1,769,304,208,0,512,442,0,121,23,324,39,0,3,0,0,0,2,512
233,"P.S. VAAS DATTA BHAG JAITAI",349,262,0,611,179,110,0,289,38,0,31,35,200,16,4,1,0,1,0,1,289
234,"P.S. PATATI SHAKIT (SAURAI)",228,163,0,391,160,131,0,291,257,0,49,3,220,10,1,1,0,3,0,4,291
235,"P.S. KUPA R.N. 1",742,550,0,1292,427,296,0,723,690,0,90,251,281,83,4,3,0,5,1,5,723
236,"P.S. KUPA R.N. 2",608,483,0,1091,317,235,0,552,552,0,20,222,237,57,3,3,1,5,2,2,552
237,"P.S. NAGALA JHUNNA",251,201,0,452,184,174,0,358,355,0,2,317,0,37,1,0,0,0,0,1,358
238,"KURSANDA INTER COLLEGE KURSANDA R.N. 1",614,463,0,1077,350,232,0,582,547,0,106,175,236,56,3,3,0,0,0,3,582
239,"KURSANDA INTER COLLEGE KURSANDA R.N. 2",392,268,0,660,222,111,0,333,316,0,60,10,196,62,2,0,0,2,0,1,333
240,"KURSANDA INTER COLLEGE KURSANDA R.N. 3",600,406,0,1006,290,173,0,463,250,0,80,53,267,60,1,0,1,0,0,1,463
241,"P.S. KURSANDA",562,447,0,1009,310,233,0,543,543,0,95,65,361,14,4,0,0,3,0,1,543
242,"P.S. NAGALA PADAM",296,238,0,534,195,114,0,309,288,0,87,3,209,8,1,1,0,0,0,0,309
243,"P.S. BHADURI BHAG KURSANDA",467,358,2,827,257,185,0,442,424,0,38,87,250,53,2,1,4,2,2,3,442
244,"P.S. MOTI GARHI",462,319,0,781,286,171,0,457,457,0,175,13,259,5,1,1,1,0,0,2,457
245,"P.S. THUL GARHI",461,360,0,821,297,244,0,541,299,0,145,22,361,4,0,0,3,3,0,3,541
246,"P.S. NAGALA DHYAN",816,578,0,1394,497,308,0,805,1,0,383,64,330,26,0,0,0,1,0,1,805
247,"P.S. NAGALA MOHAN",659,478,0,1137,472,296,0,768,752,0,251,9,425,72,5,0,0,1,0,5,768
248,"P.S. NAGALA CHAND BHAG KURSANDA",537,380,0,917,335,243,0,578,566,0,76,196,287,10,6,0,0,0,2,1,578
249,"BLOCK MUKHYALAY SADABAD R.N. 1",607,476,2,1085,382,274,0,656,391,0,90,26,327,203,4,1,0,0,0,5,656
250,"BLOCK MUKHYALAY SADABAD R.N. 2",635,514,0,1149,368,280,0,648,541,0,50,26,527,37,4,0,0,0,1,3,648
251,"P.S. VARD NO.-17 KRISHNA NAGAR R.NO.1",515,409,0,924,358,270,0,628,628,0,21,33,472,89,5,1,3,0,0,4,628
252,"KISAN BHAVAN SADABAD R.N. 1",492,412,0,904,271,226,0,497,280,0,44,27,323,76,3,3,0,5,4,12,497
253,"J.H. SHCOOL R.N.1",747,573,1,1321,390,282,0,672,596,0,24,64,306,260,5,4,1,1,1,6,672
254,"VASDEV J.H. SCHOOL SADABAD R.N. 1",451,354,0,805,279,195,0,474,361,0,6,29,275,164,0,0,0,0,0,0,474
255,"VASUDEV JUNIOR HIGH SCHOOL SADABAD R.N. 1",622,526,0,1148,406,303,0,709,589,0,10,11,497,179,6,0,0,2,2,2,709
256,"VASUDEV JUNIOR HIGH SCHOOL SADABAD R.N. 2",801,620,0,1421,407,328,0,735,510,0,9,50,535,127,7,2,0,0,2,3,735
257,"ROSHAN LAL GAU. UTTAR MADHYAMIK SCHOOL SADABAD R. N. 1",503,419,0,922,293,207,0,500,328,0,13,149,232,88,7,3,1,2,3,2,500
258,"ROSHAN LAL GAU. UTTAR MADHYAMIK SCHOOL SADABAD R. N. 2",598,502,0,1100,379,309,0,688,515,0,12,69,284,311,6,0,2,0,1,3,688
259,"ROSHAN LAL GAU. UTTAR MADHYAMIK SCHOOL SADABAD R. N. 3",745,584,0,1329,404,315,0,719,718,0,26,131,492,60,6,1,0,1,1,1,719
260,"ROSHAN LAL GAU. UTTAR MADHYAMIK SCHOOL SADABAD R. N. 4",760,558,0,1318,429,296,0,725,725,0,17,228,260,203,3,3,0,1,2,8,725
261,"GIRLS JUNIOR HIGH SCHOOL SADABAD R.N. 2",562,463,0,1025,331,272,0,603,46,0,22,216,271,53,2,33,1,2,0,3,603
262,"GIRLS JUNIOR HIGH SCHOOL SADABAD R.N. 3",514,382,0,896,292,180,0,472,443,0,45,79,120,219,3,2,0,2,1,1,472
263,"ACHHUT P.S. SADABAD R.N. 1",527,389,0,916,243,155,0,398,290,0,9,74,158,146,1,0,2,2,0,6,398
264,"ACHHUT P.S. SADABAD R.N. 2",373,301,0,674,229,153,0,382,287,0,18,62,257,38,3,1,0,0,0,3,382
265,"GIRLS JUNIOR HIGH SCHOOL SADABAD R.N. 4",813,603,0,1416,435,289,0,724,721,0,35,118,154,389,7,6,4,1,1,9,724
266,"ZILA PARISHAD P.S. SADABAD",726,539,0,1265,486,259,0,745,731,0,30,13,339,348,7,0,1,4,0,3,745
267,"KISAN BHAVAN SADABAD R.N. 2",719,510,0,1229,321,195,0,516,465,0,59,18,375,60,2,0,1,0,0,1,516
268,"BLOCK MUKHYALAY SADABAD R.N. 2",487,414,0,901,272,252,0,524,500,0,44,16,416,41,2,0,1,2,0,2,524
269,"KISAN BHAVAN SADABAD R.N. 4",641,526,0,1167,309,243,0,552,428,0,57,11,401,74,0,1,2,3,0,3,552
270,"SADABAD INTER COLLEGE SADABAD  R.N. 1",530,395,3,928,324,204,0,528,514,0,25,14,342,140,1,1,0,0,1,4,528
271,"SADABAD INTER COLLEGE SADABAD  R.N. 5",520,371,0,891,244,152,0,396,372,0,48,24,76,238,0,2,1,1,2,4,396
272,"SADABAD INTER COLLEGE SADABAD  R.N. 2",812,542,0,1354,436,234,0,670,665,0,43,70,126,418,6,0,1,1,1,4,670
273,"SADABAD INTER COLLEGE SADABAD  R.N. 3",487,380,1,868,320,144,0,464,27,0,31,22,34,372,0,0,0,0,2,3,464
274,"SADABAD INTER COLLEGE SADABAD  R.N. 4",425,276,0,701,287,156,0,443,410,0,55,16,5,355,3,1,0,0,3,5,443
275,"P.S. SHERPUR R.N. 1",598,497,0,1095,379,273,0,652,588,0,40,258,270,69,1,5,1,4,1,3,652
276,"P.S. SHERPUR R.N. 2",203,173,0,376,125,94,0,219,135,0,74,7,125,9,0,0,0,1,0,3,219
277,"P.S. NAGLA KESARI BHAG SHERPUR",402,305,0,707,273,196,0,469,388,0,6,267,157,35,1,0,0,1,1,1,469
278,"P.S. KOTHI BHAG BADAR",295,225,0,520,182,134,0,316,301,0,92,41,175,6,0,2,0,0,0,0,316
279,"P.S. NAGALA RAM CHANDRA BHAG BADAR",608,484,0,1092,373,331,0,704,698,0,11,312,89,281,2,3,1,0,2,3,704
280,"P.S. SALEMPUR R.N. 1",515,406,0,921,301,229,0,530,490,0,32,5,294,193,1,1,0,0,1,3,530
281,"P.S. SALEMPUR R.N. 2",481,356,0,837,331,165,0,496,490,0,67,46,229,149,0,2,0,2,0,1,496
282,"P.S. SALEMPUR R.N. 3",585,432,0,1017,321,217,0,538,518,0,61,119,268,83,1,1,1,2,1,1,538
283,"JUNIOR HIGH SCHOOL SALEMPUR",195,153,0,348,114,82,0,196,182,0,7,11,158,18,0,0,0,1,1,0,196
284,"P.S. GADI EVARAN",439,338,0,777,363,257,0,620,518,0,5,37,545,31,0,0,1,0,1,0,620
285,"P.S. UDHAI",583,406,0,989,302,255,0,557,500,0,3,85,351,108,0,1,1,5,2,1,557
286,"P.S. NAGLA DALI",533,411,0,944,339,227,0,566,550,0,126,129,257,44,5,0,0,1,1,3,566
287,"P.S. NAGLA VAIRU",504,405,0,909,282,215,0,497,280,0,165,41,212,70,0,0,2,3,0,4,497
288,"P.S. CHATARA",310,258,0,568,275,154,0,429,409,0,47,205,59,116,0,1,0,0,1,0,429
289,"P.S. SHAHAVAJ PUR",409,314,0,723,286,199,0,485,395,0,5,25,261,190,1,0,1,0,1,1,485
290,"P.S. VEER NAGAR",363,277,0,640,249,187,0,436,332,0,11,84,96,245,0,0,0,0,0,0,436
291,"P.S. MADA PITHU",893,684,0,1577,507,425,0,932,889,0,209,187,424,101,4,2,1,0,0,4,932
292,"P.S. NAGALA BRAHAMAN",351,270,0,621,252,157,0,409,395,0,110,131,157,5,0,0,0,2,1,3,409
293,"P.S. NAGLA RAMAJU",185,146,0,331,119,90,0,209,209,0,128,2,37,39,0,1,1,0,1,0,209
294,"P.S. PATATI BAHARAM",448,311,0,759,219,164,0,383,258,0,58,90,212,14,3,0,1,3,1,1,383
295,"P.S. NAGALA KALI R.N.1",585,411,0,996,304,210,0,514,342,0,80,64,287,73,2,3,1,1,1,2,514
296,"P.S. NAGLA KALI R.N. 2",458,323,0,781,236,145,0,381,327,0,12,187,145,35,0,1,0,0,0,1,381
297,"P.S. KARAKAULI",549,411,0,960,353,237,0,590,569,0,5,61,445,64,3,1,0,3,2,6,590
298,"P.S. BAAG PUR",242,201,0,443,157,112,0,269,255,0,31,48,162,24,1,0,0,1,1,1,269
299,"P.S. KARAIYA",321,257,0,578,175,127,0,302,276,0,29,91,108,72,0,0,0,0,2,0,302
300,"P.S. SAMASTPUR",119,97,0,216,56,46,0,102,94,0,21,15,62,4,0,0,0,0,0,0,102
301,"P.S. RAHPURA",389,292,0,681,243,163,0,406,404,0,33,133,174,64,0,1,0,0,0,1,406
302,"JUNIOR HIGH SCHOOL GUTAHARA R.N. 1",641,519,0,1160,429,290,0,719,719,0,149,3,420,140,1,0,0,1,1,4,719
303,"JUNIOR HIGH SCHOOL GUTAHARA R.N. 2",324,213,0,537,217,112,0,329,142,0,0,2,324,2,0,1,0,0,0,0,329
304,"JUNIOR HIGH SCHOOL GUTAHARA R.N. 3",247,135,0,382,82,61,0,143,86,0,0,1,137,4,0,1,0,0,0,0,143
305,"P.S. GUTAHARA SECOND",279,243,0,522,124,152,0,276,269,0,2,164,83,6,2,9,0,4,3,3,276
306,"P.S.NAGALA PACHAURI BHAG GUTAHARA",218,180,0,398,179,137,0,316,310,0,0,131,97,86,1,0,0,0,0,1,316
307,"P.S. NAGALA BRAHAMAN BHAG GUTAHARA",282,209,0,491,207,141,0,348,340,0,1,4,314,25,1,1,0,0,0,2,348
308,"P.S.BAANS BITTA",251,218,0,469,159,140,0,299,227,0,157,7,122,8,2,0,0,2,0,1,299
309,"P.S. NAGALA PARASU BHAG GUTAHARA",286,207,0,493,180,111,0,291,269,0,9,25,203,49,2,0,0,2,0,1,291
310,"P.S.MIERPUR BHAG GUTAHARA",265,181,0,446,192,116,0,308,303,0,0,57,225,24,1,0,0,1,0,0,308
311,"P.S. SIKHARA R.N. 1",520,402,0,922,337,241,0,578,556,0,49,174,326,22,1,1,0,1,0,4,578
312,"JUNIOR HIGH SCHOOL SIKHARA R.N. 2",356,279,0,635,225,138,0,363,351,0,1,1,159,202,0,0,0,0,0,0,363
313,"P.S. NAGALA RATIYA BHAG SIKHARA",307,212,0,519,159,125,0,284,284,0,48,150,78,4,1,0,0,1,1,1,284
314,"P.S. FATAHALLAPUR",427,299,0,726,228,167,0,395,305,0,0,199,140,51,0,2,0,3,0,0,395
315,"JUNIOR HIGH SCHOOL DHADHO R.N. 1",689,536,0,1225,416,287,0,703,703,0,169,7,344,170,2,3,1,2,1,4,703
316,"JUNIOR HIGH SCHOOL DHADHO R.N. 2",597,425,0,1022,260,206,0,466,420,0,16,260,106,74,0,1,1,2,1,5,466
317,"P.S. NAGALA MANI",480,358,0,838,352,218,0,570,566,0,120,31,399,9,3,2,2,2,1,1,570
318,"P.S. NAGLA SEVA",319,249,0,568,213,166,0,379,350,0,41,93,226,16,0,1,0,2,0,0,379
319,"P.S. SULTANPUR",657,525,0,1182,431,341,0,772,710,0,67,16,126,528,3,2,2,2,4,22,772
320,"P.S. THARAURA R.N. 1",606,475,1,1082,511,270,0,781,779,0,88,4,71,609,4,0,0,2,0,3,781
321,"P.S. THARAURA  R.N. 2",533,454,0,987,388,218,0,606,605,0,3,46,77,466,4,0,0,1,3,6,606
322,"P.S. TAMASI",419,340,0,759,227,202,0,429,394,0,45,59,230,90,1,1,1,1,0,1,429
323,"P.S. BATAPURA BHAG TAMASI",344,198,0,542,231,127,0,358,337,0,20,1,305,24,1,1,0,3,1,2,358
324,"P.S. PIHURA",530,415,0,945,363,252,0,615,518,0,125,89,321,73,1,0,2,0,4,0,615
325,"P.S.N0. VISI BHAG MADABHOJ R.N. 1",292,217,0,509,185,148,0,333,20,0,45,68,125,91,0,0,1,1,1,1,333
326,"P.S. MADABHOJ",374,274,0,648,251,169,0,420,406,0,17,80,264,48,2,2,1,1,2,3,420
327,"P.S.N0. VISI BHAG MADABHOJ",508,399,0,907,351,249,0,600,592,0,121,175,208,90,2,0,0,3,0,1,600
328,P.S.PARSAURA,803,572,0,1375,476,318,0,794,11,0,218,145,262,159,2,0,1,1,2,4,794
329,"P.S. KHODA PRATHAM R.N.2",388,281,0,669,172,137,0,309,199,0,13,5,185,92,11,1,1,1,0,0,309
330,"P.S. KHODA SECOND",669,491,0,1160,363,256,0,619,115,0,47,116,319,96,32,4,1,4,0,0,619
331,"P.S. KHODA PRATHAM R.N. 2",386,231,0,617,159,101,0,260,220,0,25,13,176,39,6,1,0,0,0,0,260
332,"P.S. NAGALA BANJARA",798,506,0,1304,285,283,0,568,540,0,4,27,497,31,2,0,2,2,0,3,568
333,"P.S. KUKARGAVAN",643,495,0,1138,376,280,0,656,604,0,13,25,507,100,3,1,0,1,2,4,656
334,"P.S. GADI CHINTA",329,205,0,534,210,140,0,350,344,0,0,73,219,57,0,0,0,0,1,0,350
335,"P.S. NAGALA MAUJI",434,304,0,738,225,155,0,380,333,0,48,6,138,183,2,1,1,1,0,0,380
336,"P.S. AARATI",886,630,5,1521,660,515,0,1175,1170,0,78,270,147,655,5,4,2,3,5,6,1175
337,"GANDHI INTER COLLEGE MAGARU",674,571,0,1245,422,347,0,769,371,0,39,281,366,63,1,1,2,6,6,4,769
338,"P.S. RAJ NAGAR",774,597,0,1371,429,323,0,752,603,0,124,273,321,24,2,0,0,2,3,3,752
339,"P.S. HASANPUR VAARU",678,535,0,1213,415,271,0,686,675,0,8,51,567,57,1,0,0,1,0,1,686
340,"P.S. NARAYANPUR VAAD",596,423,0,1019,310,203,0,513,475,0,22,73,144,268,2,0,3,1,0,0,513
341,"P.S. BAHARADOI R.N. 1",748,548,0,1296,515,372,0,887,877,0,33,7,45,782,5,3,3,1,1,7,887
342,"P.S. BAHARADOI R.N. 2",524,352,0,876,380,260,0,640,625,0,12,2,9,610,2,0,1,0,1,3,640
343,"P.S. RASAGAVAN R.N. 1",794,533,0,1327,423,288,0,711,681,0,6,152,145,404,0,2,1,0,1,0,711
344,"P.S. RASAGAVAN R.N. 2",572,357,0,929,315,193,0,508,452,0,5,329,30,140,0,0,0,1,0,3,508
345,"P.S. BHUKALARA",295,234,0,529,184,156,0,340,269,0,12,52,133,140,2,0,0,1,0,0,340
346,"P.S. CHAMARPURA",484,342,0,826,320,240,0,560,560,0,4,64,67,423,1,0,0,1,0,0,560
347,"P.S. GADI RUSTAM",308,239,5,552,176,140,0,316,307,0,46,9,77,176,3,1,0,0,2,2,316
348,"P.S. BABALI",431,330,0,761,200,176,0,376,363,0,17,110,240,2,0,4,1,2,0,0,376
349,"P.S. UDHAINA R.N. 1",518,377,1,896,252,180,0,432,405,0,14,77,253,53,19,5,2,2,1,6,432
350,"P.S. NAGARIYA BHAG UDHAINA",463,301,0,764,320,154,0,474,260,0,107,2,24,331,0,2,1,0,1,6,474
351,"P.S. SALHPUR CHANDVARA",198,157,0,355,107,88,0,195,161,0,0,6,58,124,2,0,1,1,1,2,195
352,"P.S. SALHPUR CHANDAVARA R.N. 1",313,208,0,521,139,109,0,248,181,0,1,126,48,72,0,0,0,0,0,1,248
353,"P.S. JARIPURA",240,187,0,427,123,127,0,250,244,0,15,114,45,75,1,0,0,0,0,0,250
354,"P.S. KHEDIYA",476,300,0,776,299,171,0,470,434,0,167,37,101,160,0,0,1,0,0,4,470
355,"P.S. KOKANA KALAN",707,537,0,1244,386,251,0,637,637,0,39,129,301,158,4,4,0,1,0,1,637
356,"P.S. MAKANPUR",652,424,0,1076,289,180,0,469,460,0,68,72,249,63,8,3,1,0,2,3,469
357,"P.S. RAMPUR",375,277,0,652,168,150,0,318,289,0,0,157,97,61,0,0,0,0,3,0,318
358,"P.S. DAKPURA",349,295,0,644,234,151,0,385,267,0,0,15,268,99,1,0,0,1,1,0,385
359,"P.S. NAGALA BIHARI",469,358,0,827,265,175,0,440,410,0,41,22,232,136,3,0,0,2,1,3,440
360,"P.S. KOKANA KHURD",517,397,0,914,273,201,0,474,458,0,9,91,258,111,0,1,1,0,1,2,474
361,"P.S. ISODA",481,374,0,855,270,189,0,459,377,0,59,7,378,5,3,0,0,2,1,4,459
362,"PURV MADHYAMIK SCHOOL ISODA",249,226,0,475,156,156,0,312,192,0,2,0,132,172,4,0,1,0,0,1,312
363,"P.S. VAMAUR BHAG ISODA",121,99,0,220,55,44,0,99,78,0,1,8,84,4,0,2,0,0,0,0,99
364,"P.S. DOHAEE R.N. 1",418,338,0,756,219,226,0,445,441,0,66,13,306,56,1,0,0,3,0,0,445
365,"P.S. DOHAEE R.N. 2",464,347,0,811,294,251,0,545,540,0,52,272,170,38,0,2,2,2,4,3,545
366,"P.S. NAGALA BAINI BHAG DOHAEE",369,312,0,681,299,222,0,521,514,0,0,1,17,496,2,2,1,0,1,1,521
367,"P.S.NAGALA SALEM R.N.1",492,336,0,828,280,160,0,440,428,0,26,3,117,289,1,2,2,0,0,0,440
368,"P.S.NAGALA SALEM R.N. 2",440,323,0,763,283,212,0,495,475,0,2,27,77,377,6,2,2,0,0,2,495
369,"P.S. MANIKPUR",783,551,0,1334,463,256,0,719,490,0,89,50,501,71,2,0,0,1,2,3,719
370,"P.S. BUDAEECH R.N. 1",648,473,9,1130,310,171,0,481,281,0,2,11,244,213,5,3,0,1,1,1,481
371,"P.S. BUDAEECH R.N. 2",668,431,0,1099,276,157,0,433,357,0,0,15,126,285,3,0,0,1,2,1,433
372,"JUNIOR HIGH SCHOOL SAHAPAU R.N. 1",571,452,0,1023,306,195,0,501,499,0,2,34,373,70,6,6,0,5,1,4,501
373,"JUNIOR HIGH SCHOOL SAHAPAU R.N. 2",595,484,0,1079,385,301,0,686,562,0,28,332,260,63,0,0,0,1,1,1,686
374,"JUNIOR HIGH SCHOOL SAHAPAU R.N. 3",658,460,0,1118,333,225,0,558,504,0,5,19,471,40,6,7,2,2,0,6,558
375,"JANATA INTER COLLEGE SAHAPAU R.N. 1",897,656,0,1553,527,246,0,773,773,0,35,244,416,67,4,0,0,2,2,3,773
376,"JANATA INTER COLLEGE SAHAPAU R.N. 2",845,618,0,1463,548,272,0,820,800,0,9,561,126,107,1,0,0,2,6,8,820
377,"P.S. SAHAPAU",750,588,1,1339,367,291,0,658,123,0,31,94,411,91,2,4,4,7,10,4,658
378,"KURUKSHETRA INTER COLLEGE MAHARARA R.N. 1",676,514,0,1190,319,230,0,549,535,0,29,38,299,172,3,2,2,1,1,2,549
379,"KURUKSHETRA INTER COLLEGE MAHARARA R.N. 3",254,188,0,442,142,102,0,244,240,0,23,64,150,6,0,0,0,0,0,1,244
380,"KURUKSHETRA INTER COLLEGE MAHARARA R.N. 2",393,273,1,667,154,96,0,250,250,0,11,9,120,99,3,5,0,1,2,0,250
381,"P.S. NAGLA NAVAL BHAG MAHARARA",244,184,1,429,172,117,0,289,240,0,0,10,103,174,0,0,0,0,0,2,289
382,"P.S VAGAVADHIK BHAG MAHARARA",264,225,0,489,185,135,0,320,265,0,1,31,120,162,1,1,0,1,2,1,320
383,"P.S. SEDARIYA",442,335,0,777,190,150,0,340,329,0,1,40,246,47,2,1,0,0,0,3,340
384,"P.S. BAHADARPUR DEVAKARAN",380,283,0,663,209,161,0,370,350,0,21,90,57,199,0,0,1,1,0,1,370
385,"P.S. CHAUVARA",697,461,0,1158,406,281,0,687,665,0,2,221,423,33,0,0,0,1,5,2,687
386,"P.S LODHAI R.N. 1",621,467,0,1088,321,210,0,531,295,0,49,67,376,15,5,13,2,1,0,3,531
387,"P.S LODHAI R.N. 2",283,215,0,498,205,156,0,361,181,0,193,65,95,1,0,0,0,1,0,6,361
388,"P.S RUDAYAL",477,329,0,806,388,272,0,660,534,0,4,585,3,65,0,0,0,0,2,1,660
