"Polling Station",,"Total No of Electors",,,,"Voters Turnout",,,,,,"Candidate ID and Name",,,,,,,,,,,,,,
"Part No","Part Name",Male,Female,Other,"Total No. of electors",Male,Female,Other,Total,"No of voters identifying using EPIC","Tendered Voter","1 - NAGMA","2 - RAJENDRA AGARWAL","3 - MOHD.SHAHID AKHLAK","4 - SHAHID MANZOOR","5 - MOHD.USMAN GHAZI","6 - MOHD. SAJID SAIFI","7 - DR. EX. MAJ HIMANSHU SINGH","8 - ATUL KHODAWAL","9 - ANIL","10 - APHAJAL","11 - IQRA CHOUDHARY","12 - MUKESH KUMAR","13 - SUNIL DUTT","14 - None of the Above","Total Votes Secured"
135,"JAVED ACEDAMY ANGLO ISLAMIC EDU0 CENTER AZAD ROAD MEERUT ROOM NO 4",556,416,0,972,340,201,0,541,400,0,26,3,74,435,1,0,2,0,0,0,0,0,0,0,541
136,"NATIONAL PUBLIC SCHOOL ROOM NO.1 BUNKAR NAGAR",760,558,0,1318,504,281,0,785,610,0,42,6,188,538,0,0,7,0,0,0,0,0,0,4,785
137,"NATIONAL PUBLIC SCHOOL ROOM NO.2 BUNKAR NAGAR",718,500,0,1218,463,280,0,743,743,0,13,6,239,474,3,4,3,0,0,0,0,1,0,0,743
138,"ISMAIL NATIONAL GIRLS COLLEGE ROOM NO.1 BUDHANA GATE",658,609,0,1267,467,362,0,829,796,0,172,583,45,14,0,0,7,0,1,0,2,0,0,5,829
139,"ISMAIL NATIONAL GIRLS COLLEGE ROOM NO.2 BUDHANA GATE",645,560,0,1205,472,358,0,830,557,0,48,621,16,128,0,0,13,1,0,0,0,0,0,3,830
140,"ISMAIL NATIONAL GIRLS COLLEGE ROOM NO.3 BUDHANA GATE",431,376,0,807,283,213,0,496,378,0,24,321,109,28,0,1,9,0,0,0,0,0,3,1,496
141,"SANATAN DHARAM KANYA INTER COLLEGE BUDHANA GATE",678,570,0,1248,469,344,0,813,805,0,23,119,173,483,1,0,11,1,0,0,0,2,0,0,813
142,"NAGAR NIGAM UCHH PRATHMIK VIDHYALYA ROOM NO.1 PURVA AHIRAN",416,368,0,784,282,224,0,506,506,0,10,116,129,242,1,0,7,0,0,0,0,0,0,1,506
143,"NAGAR NIGAM UCHH PRATHMIK VIDHYALYA ROOM NO.2 PURVA AHIRAN",325,288,0,613,218,163,0,381,76,0,10,21,44,303,1,2,0,0,0,0,0,0,0,0,381
144,"NAGAR NIGAM KANYA PRATHMIK VIDHALAYA ROOM NO.1 PURVA AHIRAN",400,343,0,743,277,202,0,479,454,0,21,17,65,357,1,0,14,0,0,0,0,0,0,4,479
145,"NAGAR NIGAM KANYA PRATHMIK VIDHALAYA ROOM NO.2 PURVA AHIRAN",377,287,0,664,247,159,0,406,385,0,4,2,68,326,0,0,5,0,0,0,0,0,0,1,406
146,"NAGAR NIGAM KANYA PRATHMIK VIDHALAYA ROOM NO.3 PURVA AHIRAN",689,569,0,1258,447,344,0,791,791,0,25,43,212,499,1,1,4,0,0,0,0,0,1,5,791
147,"PARTHMIK VIDHYALYA PURVA AHIRAN",468,445,0,913,338,283,0,621,283,0,14,24,267,299,0,0,7,0,0,0,1,2,1,6,621
148,"URDU MEDIUM MODEL SCHOOL PRO. HUSNA BEGAM MEMORIAL NAUGAJA",515,425,0,940,379,245,0,624,624,0,23,36,337,219,0,0,7,0,0,1,0,1,0,0,624
149,"PRATHMIK VIDHYALYA BHATWARA CHAUCK",586,492,0,1078,399,303,0,702,687,0,17,189,105,388,0,0,1,0,0,0,0,0,0,2,702
150,"PRATHMIK VIDHYALYA BHATWARA",359,316,0,675,279,186,0,465,352,0,17,414,19,7,0,0,3,0,0,0,0,1,0,4,465
151,"B.A.V.INTER COLLEGE ROOM NO. 1 SUBHASH BAZAR",440,379,0,819,311,231,0,542,537,0,19,345,58,101,0,0,13,1,0,1,0,1,0,3,542
152,"B.A.V.INTER COLLEGE ROOM NO. 2 SUBHASH BAZAR",377,371,0,748,261,227,0,488,486,0,16,400,47,16,0,0,6,0,0,0,0,0,0,3,488
153,"B.A.V.INTER COLLEGE ROOM NO.3 SUBHASH BAZAR",609,531,0,1140,482,401,0,883,870,0,34,816,7,21,0,0,3,1,0,0,0,0,0,1,883
154,"ISMAIL NATIONAL GIRLS INTER COLLEGE ROOM NO. 1 PURANI TEHSIL",472,341,0,813,337,185,0,522,522,0,12,32,440,28,0,0,3,0,0,0,1,2,0,4,522
155,"ISMAIL NATIONAL GIRLS INTER COLLEGE ROOM NO.2 PURANI TEHSIL",506,416,0,922,367,264,0,631,631,0,10,64,435,108,0,0,7,0,0,0,0,3,4,0,631
156,"ISMAIL NATIONAL GIRLS INTER COLLEGE ROOM NO.3 PURANI TEHSIL",522,459,0,981,372,246,0,618,618,0,5,31,382,197,1,0,1,0,0,0,0,0,1,0,618
157,"ISMAIL NATIONAL GIRLS INTER COLLEGE ROOM NO.4 PURANI TEHSIL",339,306,0,645,240,190,0,430,419,0,8,259,111,48,0,0,2,0,0,0,0,1,1,0,430
158,"CHURCH CITY JUNIOR HIGH SCHOOL ROOM NO. 1 MORIPARA",469,406,0,875,348,307,0,655,655,0,37,588,4,15,0,0,8,0,0,0,0,1,1,1,655
159,"CHURCH CITY JUNIOR HIGH SCHOOL ROOM NO.2 MORIPARA",404,360,0,764,310,249,0,559,559,0,66,380,61,47,0,0,2,0,0,0,0,1,0,2,559
160,"NAGAR NIGAM PRATHMIK VIDHYALYA ROOM NO. 1 BANI SARAY MEHMOOD UL HAQ ROAD",492,357,0,849,375,198,0,573,573,0,30,114,301,120,0,0,1,0,0,0,3,2,0,2,573
161,"NAGAR NIGAM PRATHMIK VIDHYALYA ROOM NO.2 BANI SARAY MEHMOOD UL HAQ ROAD",258,199,0,457,203,155,0,358,12,0,13,2,312,27,0,0,2,0,0,0,0,0,0,2,358
162,"MAHRISHI BALMIKI PUSTKALYA AVEM SHIKSHA PRASAR SAMITI ROOM NO. 1 PODIWARA",240,172,0,412,160,101,0,261,261,0,5,37,155,62,0,0,0,0,1,0,0,1,0,0,261
163,"MAHRISHI BALMIKI PUSTKALYA AVEM SHIKSHA PRASAR SAMITI ROOM NO. 2 PODIWARA",468,364,0,832,323,210,0,533,510,0,29,219,171,110,1,0,1,0,0,0,0,0,0,2,533
164,"CHAUPAL MUSLIM RAJPUTAN BANI SARAY",302,240,0,542,208,130,0,338,336,0,20,11,131,171,1,0,3,0,0,0,0,1,0,0,338
165,"DHARMSHALA VASHYA AGARWAL ROOM NO.1 JATAN STREET",472,384,0,856,313,199,0,512,510,0,4,45,225,231,0,0,1,1,1,0,0,1,1,2,512
166,"DHARMSHALA VASHYA AGARWAL ROOM NO.2 JATAN STREET",359,290,0,649,255,153,0,408,408,0,11,204,96,92,0,1,4,0,0,0,0,0,0,0,408
167,"PRATHMIK VIDHYALYA ROOM NO.1 KHISTPAJAN",404,334,0,738,248,170,0,418,395,0,8,3,175,223,0,0,5,0,0,1,0,0,1,2,418
168,"PRATHMIK VIDHYALYA ROOM NO.2 KHISTPAJAN",397,373,0,770,276,195,0,471,467,0,7,11,258,184,0,1,3,0,0,0,0,2,3,2,471
169,"ASHARFIYA MADRSA PRIMARY SCHOOL KARAM ALI ROOM NO 1",424,310,0,734,290,179,0,469,400,0,4,56,337,65,0,0,2,1,0,0,0,3,0,1,469
170,"LATIFA BEGUM BAL ACEDMY EINGHLISH MEDIUM SCHOLL JATAN STREET",480,391,0,871,297,184,0,481,475,0,8,105,223,135,0,0,4,1,0,0,1,4,0,0,481
171,"ASHARFIYA MADRSA PRIMARY SCHOOL KARAM ALI ROOM NO 2",337,294,0,631,181,145,0,326,322,0,2,35,173,112,0,0,0,0,0,1,0,2,1,0,326
172,"NAGAR NIGAM PRATHMIK VIDHYALYA ROOM NO.1 SARAY BEHLEEM",536,484,0,1020,335,207,0,542,540,0,3,2,177,351,0,1,2,0,0,0,2,0,1,3,542
173,"NAGAR NIGAM PRATHMIK VIDHYALYA ROOM NO.2 SARAY BEHLEEM",353,293,0,646,241,136,0,377,377,0,6,1,144,218,1,0,3,0,0,0,2,0,0,2,377
174,"NAGAR NIGAM PRATHMIK VIDHYALYA ROOM NO.3 SARAY BEHLEEM",465,436,0,901,363,255,0,618,618,0,2,2,154,457,2,0,0,0,0,0,0,0,0,1,618
175,"NAGAR NIGAM PRATHMIK VIDHYALYA ROOM NO.4 SARAY BEHLEEM",300,272,0,572,203,144,0,347,347,0,8,0,59,278,0,0,0,0,0,1,1,0,0,0,347
176,"NAGAR NIGAM PRATHMIK VIDHYALYA NO.2 ROOM NO.1 SARAY BEHLEEM",769,587,0,1356,482,252,0,734,732,0,20,3,384,310,3,0,6,0,0,0,1,2,1,4,734
177,"NAGAR NIGAM PRATHMIK VIDHYALYA NO.2 ROOM NO.2 SARAY BEHLEEM",667,554,0,1221,452,293,0,745,670,0,45,4,556,136,1,0,0,0,0,0,0,2,0,1,745
178,"PRATHMIK VIDHYALYA HARINAGAR",797,703,0,1500,544,442,0,986,974,0,15,656,117,183,2,0,8,0,0,0,0,0,3,2,986
179,"MEERUT CHURCH CITY GIRLS JUNIOR HIGH SCHOOL ROOM.1 THATHERWARA",382,331,0,713,294,247,0,541,540,0,26,454,39,14,0,2,5,0,0,0,0,0,0,1,541
180,"MEERUT CHURCH CITY GIRLS JUNIOR HIGH SCHOOL ROOM.2 THATHERWARA",307,274,0,581,226,179,0,405,400,0,23,355,3,13,0,0,8,0,0,0,0,0,0,3,405
181,"PRATHMIK VIDHALAYA KARAM ALI NEAR SHAHI MASJID",355,320,0,675,238,175,0,413,400,0,10,12,240,146,0,0,1,0,0,0,2,2,0,0,413
182,"KANYA UCHH PRATHMIK VIDHYALYA ROOM NO.1 NEAR NANKCHAND TRUST OFFICE JATAV GATE",324,295,0,619,203,153,0,356,352,0,3,74,206,60,0,0,3,6,0,0,0,3,0,1,356
183,"KANYA UCHH PRATHMIK VIDHYALYA ROOM NO.2 NEAR NANKCHAND TRUST OFFICE JATAV GATE",508,449,0,957,338,224,0,562,562,0,2,30,353,161,1,0,8,1,0,0,2,2,0,2,562
184,"CITY PUBLIC SCHOOL AZAD ROAD, GOLA KAUN",553,431,0,984,412,262,0,674,674,0,22,2,87,552,1,1,7,0,0,0,0,0,0,2,674
185,"NAGAR NIGAM UCHH PRATHMIK VIDHYALYA ROOM NO.1 PURVA ILAHI BAKSH",365,236,0,601,221,119,0,340,335,0,8,16,87,229,0,0,0,0,0,0,0,0,0,0,340
186,"NAGAR NIGAM UCHH PRATHMIK VIDHYALYA ROOM NO.2 PURVA ILAHI BAKSH",691,475,0,1166,482,233,0,715,400,0,5,10,565,126,0,3,0,0,0,0,0,4,1,1,715
187,"NAGAR NIGAM UCHH PRATHMIK VIDHYALYA ROOM NO.3 PURVA ILAHI BAKSH",593,476,0,1069,386,260,0,646,634,0,7,185,200,238,2,1,5,1,0,0,1,0,0,6,646
188,"NAGAR NIGAM UCHH PRATHMIK VIDHYALYA ROOM NO.4 PURVA ILAHI BAKSH",676,642,0,1318,520,370,0,890,890,0,6,620,75,181,1,0,5,0,1,0,0,0,1,0,890
189,"SETH B.K.MAHESHWARI GIRLS SCHOOL PURVA BHAWAN ROOM NO.1 SARAY LAL DAS",489,373,0,862,362,233,0,595,295,0,11,61,462,60,0,0,0,1,0,0,0,0,0,0,595
190,"SETH B.K.MAHESHWARI GIRLS SCHOOL PURVA BHAWAN ROOM NO.2 SARAY LAL DAS",644,589,0,1233,448,344,0,792,792,0,21,518,179,62,0,0,8,0,0,0,1,0,1,2,792
191,"SETH B.K.MAHESHWARI GIRLS SCHOOL ROOM NO.1 SARAY LAL DAS PASCHIM BHAWAN",558,485,0,1043,413,307,0,720,688,0,23,639,31,13,0,0,7,0,0,0,0,1,1,5,720
192,"SETH B.K.MAHESHWARI GIRLS SCHOOL ROOM NO.2 SARAY LAL DAS PASCHIM BHAWAN",566,497,0,1063,371,277,0,648,648,0,10,595,21,4,0,0,5,2,0,0,0,1,1,9,648
193,"AMBEDKAR DHARAMSHALA ROOM NO.1 BHAGWATPURA",681,581,0,1262,465,340,0,805,793,0,36,593,163,0,1,0,4,1,0,2,0,1,1,3,805
194,"AMBEDKAR DHARAMSHALA ROOM NO.2 BHAGWATPURA",673,613,0,1286,475,406,0,881,549,0,20,256,578,12,1,0,5,1,0,1,0,2,1,4,881
195,"AMBEDKAR DHARAMSHALA ROOM NO.3 BHAGWATPURA",483,404,0,887,346,220,0,566,531,0,32,431,91,3,0,0,0,2,0,0,1,1,2,3,566
196,"AMBEDKAR DHARAMSHALA ROOM NO.4 BHAGWATPURA",383,291,0,674,279,197,0,476,473,0,16,340,92,16,0,2,6,1,0,0,0,1,0,2,476
197,"R.B.PUBLIC SCHOOL ROOM NO.1 ISHWARPURI",427,371,0,798,330,253,0,583,313,0,48,358,158,8,0,0,3,1,1,0,0,1,1,4,583
198,"R.B.PUBLIC SCHOOL ROOM NO.2 ISHWARPURI",404,345,0,749,325,237,0,562,20,0,13,306,226,4,0,0,6,0,0,0,1,4,0,2,562
199,"R.B.PUBLIC SCHOOL ROOM NO.3 ISHWARPURI",838,724,0,1562,582,422,0,1004,1004,0,6,271,703,7,0,1,2,1,0,0,1,7,0,5,1004
200,"PRIYANKA BAL ACADEMY ROOM NO.1 GORIPURA",514,433,0,947,328,217,0,545,545,0,15,267,217,23,0,0,12,2,1,1,3,0,2,2,545
201,"PRIYANKA BAL ACADEMY ROOM NO.2 GORIPURA",442,397,0,839,326,238,0,564,558,0,26,249,196,83,1,2,2,0,0,1,0,3,1,0,564
202,"NEHRU SAMARAK JUNIOR HIGH SCHOOL ROOM NO.1 GANESHPURI",591,506,1,1098,442,328,0,770,670,0,27,514,200,10,0,0,10,1,0,0,0,2,4,2,770
203,"NEHRU SAMARAK JUNIOR HIGH SCHOOL ROOM NO.2 GANESHPURI",563,443,0,1006,350,289,0,639,637,0,2,221,375,23,2,1,3,1,2,0,1,1,3,4,639
204,"NAGAR NIGAM PRATHMIK VIDHALAYA ROOM NO.1 PADAMPURA",329,272,0,601,261,184,0,445,438,0,2,60,317,61,0,0,2,1,0,0,0,0,0,2,445
205,"NAGAR NIGAM PRATHMIK VIDHALAYA ROOM NO.2 PADAMPURA",362,285,0,647,257,171,0,428,215,0,8,88,39,288,0,2,2,0,1,0,0,0,0,0,428
206,"DHARAMSHALA PRASADI LAL ROOM NO.1 BHUMIYA KA PUL",342,240,0,582,254,157,0,411,411,0,2,4,360,41,0,0,3,0,0,0,0,0,0,1,411
207,"DHARAMSHALA PRASADI LAL ROOM NO.2 BHUMIYA KA PUL",248,172,0,420,192,126,0,318,156,0,0,0,281,32,0,0,4,0,0,0,0,1,0,0,318
208,"MADARSA NURANI WALA MASJID KE SAMNE ALVI NAGAR ROOM NO 2",370,291,0,661,218,125,0,343,338,0,3,4,187,140,0,0,8,0,0,0,0,0,0,1,343
209,"CITYFAME PUBLIC SCHOOL ROOM NO.1 SADDIKNAGAR NALE PAR",467,264,0,731,270,162,0,432,380,0,1,2,249,169,0,6,0,0,0,0,1,1,2,1,432
210,"CITYFAME PUBLIC SCHOOL ROOM NO.2 SADDIKNAGAR NALE PAR",562,407,0,969,375,224,0,599,599,0,9,4,346,229,0,3,0,0,0,0,0,3,0,5,599
211,"CITYFAME PUBLIC SCHOOL ROOM NO.3 SADDIKNAGAR NALE PAR",360,267,0,627,249,159,0,408,154,0,2,4,307,87,0,0,1,0,0,0,0,2,0,5,408
212,"CITYFAME PUBLIC SCHOOL ROOM NO.4 SADDIKNAGAR NALE PAR",727,496,0,1223,417,280,0,697,667,0,10,3,506,175,2,0,1,0,0,0,0,0,0,0,697
213,"MADARSA HUSANIYA HIDAYATUL ISLAM LISARI ROAD",776,634,0,1410,524,390,0,914,764,0,11,6,352,531,2,0,3,1,0,1,1,2,0,4,914
214,"MADARSA NURANI WALA (MASJID KE SAMNE) ALVI NAGAR",496,387,0,883,275,196,0,471,470,0,17,2,226,221,0,0,4,0,0,0,0,0,0,1,471
215,"SARDAR PATEL INTER COLLEGE ROOM NO.1 DELHI GATE",520,527,0,1047,306,208,0,514,430,0,26,67,161,256,3,0,0,0,0,0,0,0,1,0,514
216,"SARDAR PATEL INTER COLLEGE ROOM NO.2 DELHI GATE",384,447,0,831,214,174,0,388,361,0,32,201,37,111,0,0,5,0,0,0,0,0,0,2,388
217,"SARDAR PATEL INTER COLLEGE ROOM NO.3 DELHI GATE",496,433,0,929,323,246,0,569,569,0,60,498,0,2,0,0,5,0,0,0,0,0,1,3,569
218,"DAYANAND SHISHU SADAN JUNIOR HIGH SCHOOL ROOM NO.1 BRAHAMPURI",658,613,1,1272,451,371,0,822,821,0,26,772,4,7,0,0,10,0,0,0,0,0,0,3,822
219,"DAYANAND SHISHU SADAN JUNIOR HIGH SCHOOL ROOM NO.2 BRAHAMPURI",690,612,0,1302,516,378,0,894,844,0,24,827,6,12,0,2,14,1,0,0,0,1,0,7,894
220,"KANOHAR LAL GIRLS SANATAK COLLEGE ROOM NO.1 SHARDA ROAD",450,399,2,851,285,236,0,521,444,0,22,461,8,19,1,0,6,0,0,0,0,0,1,3,521
221,"KANOHAR LAL GIRLS SANATAK COLLEGE ROOM NO.2 SHARDA ROAD",372,344,0,716,267,228,0,495,479,0,55,409,1,19,1,0,7,0,0,0,0,0,0,3,495
222,"KANOHAR LAL GIRLS SANATAK COLLEGE ROOM NO.3 SHARDA ROAD",394,337,0,731,271,217,0,488,406,0,31,431,4,11,0,0,6,1,0,0,0,0,0,4,488
223,"KANOHAR LAL GIRLS SANATAK COLLEGE ROOM NO.4 SHARDA ROAD",365,325,0,690,244,195,0,439,397,0,52,367,5,3,0,0,10,0,0,0,0,0,0,2,439
224,"ADITYA PUBLIC SCHOOL ROOM NO.1 MASTER COLONY GALI NO.7",588,504,0,1092,369,275,0,644,514,0,107,514,7,5,0,0,3,1,0,0,1,0,0,6,644
225,"ADITYA PUBLIC SCHOOL ROOM NO.2 MASTER COLONY GALI NO.7",757,599,0,1356,506,358,0,864,864,0,42,782,8,17,0,0,7,0,0,0,1,0,1,6,864
226,"CHAWLI DEVI ARYA KANYA INTER COLLEGE ROOM NO.1 BRAHAMPURI",735,677,0,1412,539,446,0,985,985,0,73,875,6,11,0,0,18,0,0,0,0,0,0,2,985
227,"CHAWLI DEVI ARYA KANYA INTER COLLEGE ROOM NO.2 BRAHAMPURI",797,751,0,1548,555,461,0,1016,1016,0,88,860,30,16,0,0,15,0,0,0,0,1,1,5,1016
228,"VIVEKANAND ACADEMY ROOM NO.1 INDRA NAGAR",605,538,0,1143,430,305,0,735,489,0,77,625,5,15,1,1,2,1,0,0,1,1,2,4,735
229,"VIVEKANAND ACADEMY ROOM NO.2 INDRA NAGAR",542,467,0,1009,336,254,0,590,577,0,45,494,21,15,1,1,5,0,0,0,0,0,2,6,590
230,"VIVEKANAND ACADEMY ROOM NO.3 INDRA NAGAR",472,387,0,859,286,226,0,512,508,0,22,466,7,10,0,0,2,0,0,0,0,0,2,3,512
231,"VIVEKANAND ACADEMY ROOM NO.4 INDRA NAGAR",489,422,0,911,340,264,0,604,604,0,62,523,1,4,0,2,7,0,0,0,0,0,1,4,604
232,"VIVEKANAND ACADEMY ROOM NO.5 INDRA NAGAR",280,247,0,527,188,162,0,350,349,0,39,290,0,12,1,0,5,0,0,0,0,0,1,2,350
233,"BHARTI PUBLIC JUNIOR HIGH SCHOOL ROOM NO.1 INDRA NAGAR",485,434,0,919,369,278,0,647,617,0,67,543,15,5,0,0,9,0,0,1,1,0,1,5,647
234,"BHARTI PUBLIC JUNIOR HIGH SCHOOL ROOM NO.2 INDRA NAGAR",677,531,0,1208,393,291,0,684,668,0,38,571,54,6,0,0,9,0,0,0,0,0,0,6,684
235,"MAIDH RAJPUT DHARAMSHALA ROOM NO. 1 INDRA NAGAR",707,633,0,1340,559,361,0,920,668,0,46,836,14,8,0,0,11,1,0,0,0,0,1,3,920
236,"MAIDH RAJPUT DHARAMSHALA ROOM NO. 2 INDRA NAGAR",544,447,0,991,364,274,0,638,627,0,41,576,8,6,0,0,4,1,0,0,0,0,0,2,638
237,"MEERUT CITY PUBLIC SCHOOL ROOM NO.1 INDRA NAGAR",490,425,0,915,351,270,0,621,620,0,24,576,5,11,0,0,3,0,0,0,0,0,0,2,621
238,"MEERUT CITY PUBLIC SCHOOL ROOM NO.2 INDRA NAGAR",315,275,0,590,224,181,0,405,402,0,8,365,6,8,0,0,14,0,0,0,0,0,1,3,405
239,"J.M.J.PUBLIC SCHOOL ROOM NO.1 BRAHAMPURI",702,628,0,1330,466,406,0,872,871,0,19,753,48,31,0,0,15,1,0,0,0,1,0,4,872
240,"J.M.J.PUBLIC SCHOOL ROOM NO.2 BRAHAMPURI",665,564,0,1229,488,348,0,836,836,0,32,778,9,6,0,0,11,0,0,0,0,0,0,0,836
241,"DHARAMSHALA HARNARAYAN DAS ROOM NO.1 SHARDA ROAD",513,447,0,960,347,294,0,641,536,0,29,540,31,19,0,0,14,0,0,0,0,1,3,4,641
242,"DHARAMSHALA HARNARAYAN DAS ROOM NO.2 SHARDA ROAD",476,384,0,860,348,254,0,602,588,0,18,531,26,13,0,0,5,1,1,0,0,1,1,5,602
243,"PRATHMIK VIDHYALYA ROOM NO.1 KHAIR NAGAR",514,352,0,866,323,176,0,499,492,0,13,1,396,82,0,1,0,1,0,0,0,0,0,5,499
244,"PRATHMIK VIDHYALYA ROOM NO.2 KHAIR NAGAR",616,449,0,1065,424,212,0,636,636,0,20,4,488,118,0,0,1,0,0,0,0,2,1,2,636
245,"TOWN HALL UTTAR PURV ROOM NO.1 NEAR GHANTAGHAR",677,558,0,1235,458,337,0,795,763,0,33,70,308,368,0,1,9,0,0,0,0,0,0,6,795
246,"TOWN HALL UTTAR PURV ROOM NO.2 NEAR GHANTAGHAR",890,592,0,1482,648,319,0,967,755,0,27,3,771,150,3,0,5,0,1,0,1,3,1,2,967
247,"TOWN HALL UTTAR PURV ROOM NO.3 NEAR GHANTAGHAR",552,431,0,983,343,230,0,573,523,0,4,7,463,93,1,0,1,0,0,0,0,1,0,3,573
248,"TOWN HALL UTTAR PURV BARAMDA NEAR GHANTAGHAR",357,276,0,633,236,130,0,366,364,0,7,17,234,100,0,0,6,0,0,0,0,0,0,2,366
249,"TOWN HALL  ROOM NO.4 NEAR GHANTAGHAR",532,432,0,964,351,205,0,556,543,0,23,73,360,91,0,1,2,0,0,0,0,0,1,5,556
250,"FAIZ A AAM INTER COLLEGE PURVI BHAG ROOM NO.1",590,452,0,1042,358,213,0,571,557,0,30,7,416,113,1,0,2,0,0,0,0,2,0,0,571
251,"FAIZ A AAM INTER COLLEGE PURVI BHAG ROOM NO.2",876,761,0,1637,598,529,0,1127,1127,0,14,5,949,139,0,1,0,0,0,1,0,3,5,10,1127
252,"FAIZ A AAM INTER COLLEGE PURVI BHAG ROOM NO.3",705,608,0,1313,487,347,0,834,766,0,13,2,693,112,2,0,1,0,0,2,2,4,1,2,834
253,"FAIZ A AAM INTER COLLEGE PURVI BHAG ROOM NO.4",572,525,0,1097,356,313,0,669,403,0,9,3,579,68,0,0,2,0,0,1,2,2,1,2,669
254,"DHARAMSHALA LALA DHARAMDAS TRUST ROOM NO.1 KAMBOH GATE GHANTAGHAR",541,436,0,977,329,217,0,546,543,0,34,88,131,282,1,1,3,0,0,1,0,3,0,2,546
255,"DHARAMSHALA LALA DHARAMDAS TRUST ROOM NO.2 KAMBOH GATE GHANTAGHAR",561,466,0,1027,339,206,0,545,545,0,37,6,185,309,0,0,5,0,1,0,0,0,0,2,545
256,"DHARAMSHALA LALA DHARAMDAS TRUST ROOM NO.3 KAMBOH GATE GHANTAGHAR",540,428,0,968,359,218,0,577,571,0,31,9,203,332,0,0,2,0,0,0,0,0,0,0,577
257,"DHARAMSHALA MAIR RAJPUT ROOM NO.1 CHHATA ALIRAJA",359,328,0,687,238,178,0,416,402,0,18,233,49,112,0,0,3,1,0,0,0,0,0,0,416
258,"DHARAMSHALA MAIR RAJPUT ROOM NO.2 CHHATA ALIRAJA",255,204,0,459,181,131,0,312,312,0,13,200,61,28,0,0,7,0,0,0,0,0,0,3,312
259,"UCHH PRATHMIK VIDHYALYA BAJAJA",632,593,0,1225,466,346,0,812,235,0,49,737,3,7,1,0,11,0,0,0,0,0,0,4,812
260,"BASANTI DEVI JAIN GIRLS JUNIOR HIGH SCHOOL ROOM NO.1 TEERGRAN",400,401,0,801,335,326,0,661,650,0,9,640,7,0,0,0,5,0,0,0,0,0,0,0,661
261,"BASANTI DEVI JAIN GIRLS JUNIOR HIGH SCHOOL ROOM NO.2 TEERGRAN",468,334,0,802,354,202,0,556,544,0,3,60,435,53,0,0,3,0,0,0,0,1,0,1,556
262,"RASTOGI DHARAMSHALA KRISHANPARA NEAR KAILASH DAIRY",249,228,0,477,170,135,0,305,205,0,7,24,174,92,2,0,5,0,0,0,0,1,0,0,305
263,"UCHH PRATHMIK VIDHYALYA ANDARKOT",572,403,0,975,414,260,0,674,672,0,3,4,625,40,0,0,2,0,0,0,0,0,0,0,674
264,"ARYA KANYA INTER COLLEGE ROOM NO.1 SWAMIPARA",455,406,0,861,382,258,0,640,639,0,10,416,190,16,0,0,2,0,0,0,0,3,0,3,640
265,"ARYA KANYA INTER COLLEGE ROOM NO.2 SWAMIPARA",413,359,0,772,374,277,0,651,645,0,36,584,5,4,0,0,18,0,0,0,0,0,0,4,651
266,"ARYA KANYA INTER COLLEGE ROOM NO.1 NAVEEN BHAWAN PHUTA KUAN",666,642,0,1308,481,432,0,913,800,0,62,769,46,21,0,0,7,2,0,0,0,1,0,5,913
267,"ARYA KANYA INTER COLLEGE ROOM NO.2 NAVEEN BHAWAN PHUTA KUAN",353,344,0,697,282,235,0,517,491,0,17,465,12,9,0,0,8,1,0,0,0,0,0,5,517
268,"DHARAMSHALA DALAMPARA",411,397,0,808,311,282,0,593,581,0,11,557,5,6,0,0,9,0,0,0,0,0,1,4,593
269,"SARASWATI ACADEMY ROOM NO.1 BABA KHAKI",540,438,0,978,385,289,0,674,649,0,34,546,64,12,2,2,5,1,0,0,0,0,1,7,674
270,"SARASWATI ACADEMY ROOM NO.2 BABA KHAKI",325,319,0,644,234,209,0,443,443,0,22,388,22,2,0,0,8,0,0,1,0,0,0,0,443
271,"SARASWATI ACADEMY ROOM NO.3 BABA KHAKI",260,265,0,525,207,191,0,398,397,0,43,326,11,4,0,0,6,0,0,0,0,1,0,7,398
272,"NAGARPALIKA SCHOOL ROOM NO.1 KANOONGOYAN",513,497,0,1010,381,309,0,690,684,0,45,570,21,41,0,0,10,0,0,0,0,1,0,2,690
273,"SENIOR BESIC PRATHMIK KANYA PATHSHALA BARMADA HAUL KHAIRNAGAR",604,511,0,1115,425,290,0,715,710,0,33,47,223,404,0,0,6,0,0,0,0,0,1,1,715
274,"SENIOR BASIC PRATHMIK KANYA PATHSHALA BARMADA HALL KHAIR NAGAR",618,512,0,1130,425,284,0,709,550,0,27,54,278,346,0,0,0,1,0,0,2,1,0,0,709
275,"SPRING DAILS SCHOOL ROOM NO.1 KHAIRNAGAR CHHATAMUMTAJ ALI",468,331,0,799,292,169,0,461,457,0,38,25,109,284,2,0,2,0,0,0,0,0,0,1,461
276,"SPRING DAILS SCHOOL ROOM NO.2 KHAIRNAGAR CHHATAMUMTAJ ALI",370,326,0,696,230,151,0,381,381,0,25,16,88,250,0,0,1,0,0,0,0,0,0,1,381
277,"SPRING DAILS SCHOOL ROOM NO.3 KHAIRNAGAR CHHATAMUMTAJ ALI",632,564,0,1196,398,278,0,676,661,0,13,12,253,382,0,0,5,0,0,1,3,0,1,6,676
