"Polling Station",,"Total No of Electors",,,,"Voters Turnout",,,,,,"Candidate ID and Name",,,,,,,,,,,,,,,,
"Part No","Part Name",Male,Female,Other,"Total No. of electors",Male,Female,Other,Total,"No of voters identifying using EPIC","Tendered Voter","1 - MUKUL","2 - RAJ BABBAR","3 - VIJAY KUMAR SINGH","4 - SUDHAN KUMAR","5 - NARESH GAUTAM","6 - SHAZIA ILMI MALIK","7 - SURESH PAL","8 - KESHAV CHOUDHARY","9 - NITIN","10 - RAMPHAL SHAKYA","11 - RINKU KUMAR TYAGI","12 - VINOD KUMAR TYAGI","13 - SALEEM MALIK","14 - SABIR","15 - SANJEEV KUMAR","16 - None of the Above","Total Votes Secured"
158,"PRIMERY SCHOOL SHAHPUR NIJ MORTA",580,465,0,1045,451,299,0,750,744,0,8,40,663,27,0,7,0,0,0,0,1,0,0,0,3,1,750
159,"PRIMERY SCHOOL MAKRAIDA",517,360,0,877,405,260,0,665,651,0,233,11,387,29,0,1,0,0,0,0,0,0,1,3,0,0,665
160,"PRIMERY SCHOOL BAHADURPUR",684,530,0,1214,483,308,0,791,791,0,67,129,552,24,0,9,0,0,0,1,0,1,0,4,2,2,791
161,"PRIMERY SCHOOL SHAMSHER",572,471,0,1043,422,337,0,759,620,0,94,71,468,93,0,5,1,0,0,1,1,0,3,8,7,7,759
162,"SEVASHRAM JUNIOR HAIG SCHOOLMATHURAPUR",735,504,0,1239,560,342,0,902,29,0,44,68,744,14,0,0,0,0,0,0,0,0,3,10,10,9,902
163,"PRIMARY SCHOOL ATORE",659,501,0,1160,479,350,0,829,78,0,86,98,446,178,1,9,2,0,0,0,0,0,3,3,0,3,829
164,"PRIMARY SCHOOL ATORE",561,444,0,1005,461,255,0,716,315,0,38,47,520,77,0,25,0,0,0,0,0,0,0,0,2,7,716
165,"V A V HAIG SCHOOL NAGLA",471,381,0,852,345,221,0,566,566,0,11,87,377,87,0,0,0,0,0,3,0,0,0,0,1,0,566
166,"V A V HAIG SCHOOL NAGLA",782,571,0,1353,607,313,0,920,197,0,118,71,502,219,1,4,0,0,1,0,0,0,0,0,2,2,920
167,"PRIMERY SCHOOL MORTI",665,547,0,1212,523,349,0,872,201,0,106,56,604,64,7,11,0,1,0,0,0,3,1,0,13,6,872
168,"PRIMERY SCHOOL BHOVAPUR",712,576,0,1288,564,380,0,944,500,0,330,66,480,30,1,6,2,0,1,0,0,0,2,4,10,12,944
169,"BALJAGAT INTER COLLEGE MAKRAMMATPUR SIKROD",675,524,0,1199,524,354,0,878,878,0,32,81,669,85,2,0,1,0,0,0,1,0,0,5,1,1,878
170,"BALJAGAT INTER COLLEGE MAKRAMMATPUR SIKROD",470,358,0,828,332,234,0,566,410,0,156,35,304,52,0,10,0,0,4,1,0,0,1,1,2,0,566
171,"PRIMERY SCHOOL GADHI",666,537,0,1203,516,251,0,767,725,0,126,31,519,36,3,19,1,0,16,1,0,1,1,3,7,3,767
172,"PRIMERY SCHOOL GADHI",491,439,0,930,307,155,0,462,446,0,33,17,345,40,0,12,0,1,6,0,0,0,1,4,2,1,462
173,"PRIMERY SCHOOL GULDHAR",1111,768,0,1879,721,451,0,1172,1127,0,137,82,824,75,2,27,0,0,0,6,1,0,4,3,4,7,1172
174,"PRIMERY SCHOOL GULDHAR",200,134,0,334,136,84,0,220,118,0,13,17,171,14,0,5,0,0,0,0,0,0,0,0,0,0,220
175,"PRIMERY SCHOOL GULDHAR",745,556,0,1301,361,304,0,665,605,0,41,52,532,13,0,20,0,1,0,2,0,1,0,1,1,1,665
176,"JUNIOR HAIG SCHOOL JAGRITI VIHAR SEC 23 SANJAY NAGAR",652,476,0,1128,390,250,0,640,152,0,32,65,485,23,0,27,3,0,0,0,0,0,2,2,0,1,640
177,"JUNIOR HAIG SCHOOL JAGRITI VIHAR SEC 23 SANJAY NAGAR",449,357,0,806,314,240,0,554,540,0,15,39,442,39,0,17,0,0,0,0,0,0,0,0,2,0,554
178,"JUNIOR HAIG SCHOOL JAGRITI VIHAR SEC 23 SANJAY NAGAR",1192,908,0,2100,747,566,0,1313,1296,0,83,138,979,44,1,56,2,0,0,1,2,1,0,1,3,2,1313
179,"JUNIOR HAIG SCHOOL JAGRITI VIHAR SEC 23 SANJAY NAGAR",567,417,0,984,278,181,0,459,448,0,38,49,330,15,0,13,1,1,1,1,6,0,1,1,1,1,459
180,"JUNIOR HAIG SCHOOL JAGRITI VIHAR SEC 23 SANJAY NAGAR",502,367,0,869,282,184,0,466,285,0,19,55,341,15,0,29,0,0,0,0,0,0,3,2,2,0,466
181,"JUNIOR HAIG SCHOOL JAGRITI VIHAR SEC 23 SANJAY NAGAR",593,452,0,1045,332,292,0,624,624,0,33,89,426,26,1,39,2,0,1,1,0,1,0,1,0,4,624
182,"BHAGIRATH JUNIOR HAIG SCHOOL SANJAY NAGAR",469,401,0,870,302,264,0,566,302,0,6,95,413,9,1,40,0,0,0,0,0,0,0,0,1,1,566
183,"BHAGIRATH JUNIOR HAIG SCHOOL SANJAY NAGAR",378,317,0,695,240,219,0,459,454,0,9,58,335,17,0,39,0,0,0,0,0,0,0,0,0,1,459
184,"BHAGIRATH JUNIOR HAIG SCHOOL SANJAY NAGAR",548,453,0,1001,354,262,0,616,616,0,19,104,426,22,1,39,0,0,0,0,0,0,0,0,0,5,616
185,"BHAGIRATH JUNIOR HAIG SCHOOL SANJAY NAGAR",550,455,0,1005,287,244,0,531,15,0,19,98,362,11,1,34,2,0,0,0,0,0,0,0,0,4,531
186,"BHAGIRATH JUNIOR HAIG SCHOOL SANJAY NAGAR",636,465,0,1101,427,323,0,750,746,0,56,183,428,38,0,40,0,0,0,1,1,0,0,0,2,1,750
187,"BHAGIRATH JUNIOR HAIG SCHOOL SANJAY NAGAR",560,448,0,1008,402,304,0,706,545,0,17,228,327,81,1,46,0,2,0,1,0,0,1,0,1,1,706
188,"RAMKISHAN  INSTITUTE SANJAY NAGAR",521,516,0,1037,361,331,0,692,692,0,69,137,425,35,0,26,0,0,0,0,0,0,0,0,0,0,692
189,"RAMKISHAN  INSTITUTE SANJAY NAGAR",705,590,0,1295,455,381,0,836,816,0,42,122,625,20,0,25,0,1,0,0,0,0,0,0,0,1,836
190,"RAMKISHAN  INSTITUTE SANJAY NAGAR",559,501,0,1060,424,368,0,792,788,0,46,121,544,10,0,68,1,0,0,0,0,0,0,0,0,2,792
191,"RAMKISHAN  INSTITUTE SANJAY NAGAR",591,474,0,1065,396,298,0,694,672,0,24,126,467,13,0,61,0,0,0,0,0,0,2,0,0,1,694
192,"DEHRAUDUN PRIMERY SCHOOL SANJAY NAGAR",590,513,0,1103,403,325,0,728,716,0,38,98,525,17,1,48,0,0,0,0,0,0,0,0,1,0,728
193,"DEHRAUDUN PRIMERY SCHOOL SANJAY NAGAR",235,230,0,465,158,154,0,312,269,0,13,34,227,4,0,34,0,0,0,0,0,0,0,0,0,0,312
194,"DEHRAUDUN PRIMERY SCHOOL SANJAY NAGAR",470,387,0,857,297,247,0,544,508,0,20,64,400,15,1,41,0,0,0,0,0,0,0,0,1,2,544
195,"DEHRAUDUN PRIMERY SCHOOL SANJAY NAGAR",636,557,0,1193,298,262,0,560,500,0,7,55,458,7,0,31,0,0,0,0,0,0,0,0,1,1,560
196,"DEHRAUDUN PRIMERY SCHOOL SANJAY NAGAR",759,685,0,1444,487,405,0,892,829,0,20,89,689,23,1,57,0,0,0,0,0,0,1,0,0,12,892
197,"DEHRAUDUN PRIMERY SCHOOL SANJAY NAGAR",669,551,0,1220,372,328,0,700,664,0,21,91,484,23,0,76,1,0,0,0,1,0,0,0,1,2,700
198,"DEHRAUDUN PRIMERY SCHOOL SANJAY NAGAR",528,433,0,961,275,233,0,508,473,0,29,53,373,15,0,30,0,0,0,0,0,1,0,0,1,6,508
199,"GREEN FILD PRIMERY SCHOOL SANJAY NAGAR",700,657,0,1357,518,453,0,971,967,0,21,78,745,35,0,84,0,0,0,0,1,0,0,0,1,6,971
200,"GREEN FILD PRIMERY SCHOOL SANJAY NAGAR",541,466,0,1007,359,300,0,659,659,0,24,68,497,33,0,33,0,0,0,0,0,0,0,2,0,2,659
201,"GREEN FILD PRIMERY SCHOOL SANJAY NAGAR",564,498,0,1062,373,321,0,694,682,0,36,115,485,21,2,30,0,0,0,2,0,0,0,1,1,1,694
202,"GREEN FILD PRIMERY SCHOOL SANJAY NAGAR",697,629,0,1326,446,384,0,830,830,0,21,78,632,8,0,89,0,0,0,0,2,0,0,0,0,0,830
203,"GREEN FILD PRIMERY SCHOOL SANJAY NAGAR",722,582,0,1304,400,324,0,724,719,0,21,144,464,41,0,49,0,0,0,0,1,0,1,1,0,2,724
204,"GREEN FILD PRIMERY SCHOOL SANJAY NAGAR",304,254,0,558,204,167,0,371,361,0,0,64,247,8,0,50,0,0,0,2,0,0,0,0,0,0,371
205,"RAMKISHAN  INSTITUTE SANJAY NAGAR",487,390,0,877,299,242,0,541,500,0,16,46,425,19,33,0,0,0,0,0,0,0,0,0,0,2,541
206,"RAMKISHAN  INSTITUTE SANJAY NAGAR",403,320,0,723,242,200,0,442,442,0,9,35,355,18,0,24,0,0,0,0,0,0,0,0,1,0,442
207,"RAMKISHAN  INSTITUTE SANJAY NAGAR",400,340,0,740,250,203,0,453,416,0,9,49,337,8,0,43,0,0,0,0,4,1,1,0,1,0,453
208,"JUNIOR HIGH SCHOOL RAISPUR",825,632,0,1457,539,353,0,892,892,0,123,148,531,57,0,10,0,0,0,0,0,0,3,8,6,6,892
209,"JUNIOR HIGH SCHOOL RAISPUR",739,593,0,1332,582,446,0,1028,1025,0,178,212,590,27,2,11,3,0,0,1,0,0,1,2,1,0,1028
210,"JUNIOR HIGH SCHOOL RAISPUR",719,553,0,1272,470,315,0,785,758,0,72,180,478,45,0,7,0,2,0,0,0,0,0,0,1,0,785
211,"PRIMERY SCHOOL NO 1 RAISPUR",773,614,0,1387,519,417,0,936,189,0,354,204,316,44,1,4,0,0,0,0,0,0,1,3,3,6,936
212,"PRIMERY SCHOOL NO 1 RAISPUR",588,416,0,1004,328,223,0,551,551,0,55,140,337,11,1,2,2,1,0,0,1,0,0,1,0,0,551
213,"NAVYUG VIDHAPITH JUNIOR HAIG SCHOOL SADARPUR",715,586,0,1301,509,350,0,859,856,0,51,88,631,62,0,16,0,0,1,1,0,0,0,1,5,3,859
214,"NAVYUG VIDHAPITH JUNIOR HAIG SCHOOL SADARPUR",583,554,0,1137,399,316,0,715,715,0,356,43,281,17,1,7,0,0,0,0,1,1,0,1,5,2,715
215,"NAVYUG VIDHAPITH JUNIOR HAIG SCHOOL SADARPUR",330,286,0,616,231,174,0,405,404,0,16,63,297,21,0,1,0,0,0,0,0,0,1,2,2,2,405
216,"NAVYUG VIDHAPITH JUNIOR HAIG SCHOOL SADARPUR",567,452,0,1019,370,244,0,614,605,0,9,79,470,35,0,10,0,0,0,0,1,0,0,3,3,4,614
217,"NAVYUG VIDHAPITH JUNIOR HAIG SCHOOL SADARPUR",586,507,0,1093,386,300,0,686,630,0,88,30,517,32,0,13,0,0,0,0,0,1,0,0,1,4,686
218,"NAVYUG VIDHAPITH JUNIOR HAIG SCHOOL SADARPUR",317,244,0,561,216,138,0,354,106,0,8,48,271,22,0,4,0,0,0,0,0,0,0,0,0,1,354
219,"NAVYUG VIDHAPITH JUNIOR HAIG SCHOOL SADARPUR",719,548,0,1267,473,341,0,814,801,0,509,44,234,22,0,2,0,0,0,1,0,0,0,0,1,1,814
220,"PRIMERY SCHOOL RASULPUR SIKRODA",732,564,0,1296,481,330,0,811,296,0,146,364,16,258,2,10,0,3,1,0,0,1,1,3,1,5,811
221,"PRIMERY SCHOOL RASULPUR SIKRODA",721,570,0,1291,447,316,0,763,475,0,162,310,42,218,2,16,1,1,2,2,1,2,1,0,0,3,763
222,"PRIMERY SCHOOL RASULPUR SIKRODA",663,523,0,1186,337,230,0,567,245,0,73,282,115,77,0,11,1,0,0,0,0,0,0,1,1,6,567
223,"MAHRISHI DAYANAND VIDHAPITH INTER COLLEGE",716,636,0,1352,530,311,0,841,45,0,47,69,626,27,2,66,0,0,0,0,0,0,0,0,0,4,841
224,"MAHRISHI DAYANAND VIDHAPITH INTER COLLEGE",551,499,0,1050,333,288,0,621,591,0,21,50,499,11,0,37,0,0,0,0,0,0,0,0,0,3,621
225,"GURURAM RAIPRIMERY SCHOOL GOVINDPURAM",603,494,0,1097,351,274,0,625,615,0,23,46,483,34,0,37,0,0,0,0,0,0,0,2,0,0,625
226,"GURURAM RAIPRIMERY SCHOOL GOVINDPURAM",841,663,0,1504,494,361,0,855,843,0,55,74,645,17,1,59,0,0,0,0,0,0,0,0,2,2,855
227,"GURURAM RAIPRIMERY SCHOOL GOVINDPURAM",1120,936,0,2056,669,534,0,1203,1203,0,39,78,1022,18,0,43,0,0,0,1,0,0,0,0,0,2,1203
228,"GURURAM RAIPRIMERY SCHOOL GOVINDPURAM",240,213,0,453,143,135,0,278,240,0,20,18,219,8,0,13,0,0,0,0,0,0,0,0,0,0,278
229,"GURURAM RAIPRIMERY SCHOOL GOVINDPURAM",453,378,0,831,292,212,0,504,448,0,39,21,384,21,0,39,0,0,0,0,0,0,0,0,0,0,504
230,"GURURAM RAIPRIMERY SCHOOL GOVINDPURAM",417,396,0,813,260,223,0,483,349,0,30,34,369,10,0,40,0,0,0,0,0,0,0,0,0,0,483
231,"MAHRISHI DAYANAND VIDHAPITH INTER COLLEGE",822,683,0,1505,415,365,0,780,617,0,83,58,553,25,0,59,1,0,0,0,0,0,0,0,0,1,780
232,"MAHRISHI DAYANAND VIDHAPITH INTER COLLEGE",1206,1091,0,2297,780,707,0,1487,1421,0,83,107,1163,37,0,95,0,0,0,0,0,0,0,2,0,0,1487
233,"MAHRISHI DAYANAND VIDHAPITH INTER COLLEGE",517,409,0,926,305,263,0,568,349,0,18,38,445,16,0,49,0,0,0,0,0,0,1,0,1,0,568
234,"MAHRISHI DAYANAND VIDHAPITH INTER COLLEGE",553,452,0,1005,366,293,0,659,659,0,8,35,541,15,0,54,0,0,0,1,0,0,0,0,1,4,659
235,"MAHRISHI DAYANAND VIDHAPITH INTER COLLEGE",589,553,0,1142,359,316,0,675,576,0,110,39,478,9,0,37,0,0,0,0,0,0,0,0,1,1,675
236,"MAHRISHI DAYANAND VIDHAPITH INTER COLLEGE",447,376,0,823,250,216,0,466,436,0,55,25,349,6,0,25,0,0,0,0,0,0,0,0,0,6,466
237,"MAHRISHI DAYANAND VIDHAPITH INTER COLLEGE",888,740,0,1628,462,403,0,865,754,0,75,66,654,20,5,35,2,1,1,0,0,1,0,2,0,3,865
238,"MAHRISHI DAYANAND VIDHAPITH INTER COLLEGE",647,631,0,1278,349,512,0,861,610,0,24,43,701,9,0,81,1,0,0,0,0,0,0,0,1,1,861
239,"MAHRISHI DAYANAND VIDHAPITH INTER COLLEGE",503,374,0,877,231,185,0,416,165,0,49,7,334,12,0,13,0,0,0,0,0,0,0,0,1,0,416
240,"PRIMERY SCHOOL HARSANV",560,430,0,990,327,233,0,560,448,0,33,48,425,17,0,31,0,0,0,0,0,0,0,1,0,5,560
241,"PRIMERY SCHOOL HARSANV",851,595,0,1446,642,348,0,990,990,0,98,44,762,37,2,18,9,2,0,0,2,1,1,4,5,5,990
242,"PRIMERY SCHOOL HARSANV",746,548,0,1294,473,317,0,790,790,0,219,39,351,167,1,8,0,0,0,1,0,0,0,1,1,2,790
243,"PULICE MOUDEL SCHOOL PULICE LINE HARSANV",716,596,0,1312,410,346,0,756,160,0,43,28,634,24,0,25,0,1,0,0,0,0,0,0,0,1,756
244,"PULICE MOUDEL SCHOOL PULICE LINE HARSANV",605,493,0,1098,346,286,0,632,627,0,58,44,448,47,1,29,0,1,0,0,1,0,0,2,1,0,632
245,"SAMUDAYIK KENDRA KAMALA NEHERUNAGAR",409,336,0,745,213,204,0,417,397,0,61,61,242,14,2,36,1,0,0,0,0,0,0,0,0,0,417
246,"SAMUDAYIK KENDRA KAMALA NEHERUNAGAR",379,303,0,682,182,179,0,361,361,0,46,39,242,9,1,22,0,0,0,1,1,0,0,0,0,0,361
247,"SAMUDAYIK KENDRA KAMALA NEHERUNAGAR",403,312,0,715,171,161,0,332,324,0,33,36,229,4,0,29,0,0,0,0,0,0,0,1,0,0,332
248,"SANTPOL AKDMI RAJNAGAR",429,407,0,836,300,300,0,600,592,0,13,88,427,11,0,58,0,0,0,0,0,0,0,0,0,3,600
249,"SANTPOL AKDMI RAJNAGAR",356,340,0,696,237,234,0,471,399,0,12,59,345,8,0,41,0,0,0,0,0,0,0,1,0,5,471
250,"SANTPOL AKDMI RAJNAGAR",509,463,0,972,336,306,0,642,616,0,22,73,481,11,0,42,0,1,2,0,0,0,0,2,2,6,642
251,"SANTPOL AKDMI RAJNAGAR",380,369,0,749,288,255,0,543,143,0,17,44,413,28,0,36,2,0,0,0,0,0,0,0,0,3,543
252,"SANTPOL AKDMI RAJNAGAR",426,381,0,807,279,256,0,535,525,0,7,55,406,36,0,27,0,0,0,0,0,1,0,1,0,2,535
253,"SARSWATI VIDHYA MANDIR SEC 9 RAJNAGAR",421,409,0,830,312,191,0,503,430,0,10,66,369,15,0,36,0,0,0,0,0,0,0,0,2,5,503
254,"SARSWATI VIDHYA MANDIR SEC 9 RAJNAGAR",550,468,0,1018,292,258,0,550,99,0,13,43,455,4,0,31,1,0,0,2,0,0,0,0,0,1,550
255,"SARSWATI VIDHYA MANDIR SEC 9 RAJNAGAR",559,480,0,1039,352,301,0,653,653,0,4,59,524,7,0,51,1,0,0,4,0,0,1,0,1,1,653
256,"INGRAHAM INTER COLLEGE RAJNAGAR",821,714,0,1535,353,304,0,657,618,0,15,179,384,10,0,67,0,0,0,0,0,0,0,1,1,0,657
257,"INGRAHAM INTER COLLEGE RAJNAGAR",381,352,0,733,208,197,0,405,11,0,0,31,334,11,0,29,0,0,0,0,0,0,0,0,0,0,405
258,"INGRAHAM INTER COLLEGE RAJNAGAR",580,517,0,1097,390,316,0,706,42,0,32,69,545,12,0,48,0,0,0,0,0,0,0,0,0,0,706
259,"INGRAHAM INTER COLLEGE RAJNAGAR",585,482,0,1067,316,274,0,590,520,0,24,64,427,32,0,43,0,0,0,0,0,0,0,0,0,0,590
260,"SILER INSLILUTE COLLEGE RAJNAGAR",809,619,0,1428,388,355,0,743,709,0,16,68,592,16,1,47,0,0,0,0,0,0,1,0,1,1,743
261,"SILER INSLILUTE COLLEGE RAJNAGAR",715,669,0,1384,504,460,0,964,960,0,11,46,788,44,1,70,0,0,0,0,0,0,0,2,0,2,964
262,"SILER INSLILUTE COLLEGE RAJNAGAR",803,703,0,1506,533,482,0,1015,905,0,13,88,839,17,0,55,0,0,0,0,0,0,0,1,0,2,1015
263,"SILER INSLILUTE COLLEGE RAJNAGAR",650,661,0,1311,450,428,0,878,672,0,17,80,704,14,0,58,0,0,0,0,0,0,0,1,0,4,878
264,"JUNIOR HAIGH SCHOOL LAL QUWTER LOHIYANAGAR",294,293,0,587,203,185,0,388,388,0,7,82,282,3,0,13,0,0,0,0,0,0,0,0,0,1,388
265,"JUNIOR HAIGH SCHOOL LAL QUWTER LOHIYANAGAR",424,416,0,840,310,271,0,581,379,0,12,59,463,16,0,24,0,0,0,0,0,0,0,0,3,4,581
266,"JUNIOR HAIGH SCHOOL LAL QUWTER LOHIYANAGAR",609,453,0,1062,381,248,0,629,613,0,70,82,425,17,0,20,1,1,0,3,0,0,0,2,2,6,629
267,"JUNIOR HAIGH SCHOOL LAL QUWTER LOHIYANAGAR",470,407,0,877,292,233,0,525,525,0,41,86,334,30,0,28,1,0,0,0,1,0,1,0,2,1,525
268,"JUNIOR HAIGH SCHOOL LAL QUWTER LOHIYANAGAR",733,630,0,1363,495,389,0,884,884,0,567,28,215,11,21,35,1,0,1,0,1,0,0,0,3,1,884
269,"GURU NANAK GIRLS INTER COLLEGE LOHIYANAGAR",642,483,0,1125,308,238,0,546,526,0,59,94,349,26,0,12,0,0,0,1,0,0,1,2,1,1,546
270,"GURU NANAK GIRLS INTER COLLEGE LOHIYANAGAR",468,391,0,859,204,171,0,375,375,0,53,40,238,26,0,17,0,0,0,0,0,0,1,0,0,0,375
271,"GURU NANAK GIRLS INTER COLLEGE LOHIYANAGAR",583,420,0,1003,262,165,0,427,348,0,49,45,286,26,0,20,0,0,0,1,0,0,0,0,0,0,427
272,"GURU NANAK GIRLS INTER COLLEGE LOHIYANAGAR",776,609,0,1385,410,263,0,673,620,0,16,58,576,7,0,13,0,0,0,0,0,0,0,0,1,2,673
273,"GURU NANAK GIRLS INTER COLLEGE LOHIYANAGAR",928,708,0,1636,496,317,0,813,432,0,60,151,520,13,0,51,0,1,0,11,2,2,0,0,1,1,813
274,"GURU NANAK GIRLS INTER COLLEGE LOHIYANAGAR",806,664,0,1470,591,199,0,790,671,0,164,109,473,10,0,20,0,4,1,2,2,1,0,2,0,2,790
275,"GURU NANAK GIRLS INTER COLLEGE LOHIYANAGAR",763,604,0,1367,404,271,0,675,582,0,381,43,205,7,1,12,0,23,0,0,0,1,0,0,0,2,675
276,"GURU NANAK GIRLS INTER COLLEGE LOHIYANAGAR",510,468,0,978,352,319,0,671,489,0,8,59,572,4,0,19,0,2,0,1,0,0,1,1,0,4,671
277,"GURU NANAK GIRLS INTER COLLEGE LOHIYANAGAR",574,484,0,1058,425,338,0,763,518,0,637,14,106,0,0,2,0,0,0,0,0,0,0,1,0,3,763
278,"MAHARANA PRATAP PRIMERY SCHOOL LOHIYANAGAR",215,186,0,401,142,135,0,277,273,0,227,6,29,4,0,7,0,0,0,1,0,0,0,0,0,3,277
279,"MAHARANA PRATAP PRIMERY SCHOOL LOHIYANAGAR",827,748,0,1575,466,373,0,839,707,0,14,95,620,44,1,60,0,0,0,0,0,0,0,1,0,4,839
280,"GHAZIABAD PRIMERY SCHOOL NEHRUNAGAR",587,597,0,1184,425,365,0,790,789,0,18,42,666,16,1,40,1,0,0,0,0,0,0,0,0,6,790
281,"GHAZIABAD PRIMERY SCHOOL NEHRUNAGAR",490,482,0,972,347,291,0,638,467,0,17,45,533,9,0,28,2,2,0,0,0,0,0,0,0,2,638
282,"GHAZIABAD PRIMERY SCHOOL NEHRUNAGAR",239,250,0,489,186,184,0,370,353,0,9,19,320,12,0,8,0,0,1,0,0,0,0,0,0,1,370
283,"GHAZIABAD PRIMERY SCHOOL NEHRUNAGAR",741,660,0,1401,540,464,0,1004,984,0,87,144,720,7,1,38,2,0,0,0,0,1,0,0,2,2,1004
284,"GHAZIABAD PRIMERY SCHOOL NEHRUNAGAR",771,736,0,1507,591,383,0,974,227,0,25,59,823,12,0,54,0,1,0,0,0,0,0,0,0,0,974
285,"GHAZIABAD PRIMERY SCHOOL NEHRUNAGAR",645,580,0,1225,404,344,0,748,563,0,5,47,654,9,1,32,0,0,0,0,0,0,0,0,0,0,748
286,"GHAZIABAD PRIMERY SCHOOL NEHRUNAGAR",396,359,0,755,261,198,0,459,321,0,81,48,301,8,0,17,1,0,0,0,0,1,1,0,0,1,459
287,"GHAZIABAD PRIMERY SCHOOL NEHRUNAGAR",668,569,0,1237,399,304,0,703,686,0,294,58,321,7,1,17,0,1,0,0,0,0,0,1,1,2,703
288,"HOLI CHILD PRIMERY SCHOOL NEHRUNAGAR",457,419,0,876,323,300,0,623,479,0,11,32,537,8,0,34,0,0,0,0,0,0,0,0,0,1,623
289,"HOLI CHILD PRIMERY SCHOOL NEHRUNAGAR",397,340,0,737,274,213,0,487,487,0,17,53,364,16,0,35,0,0,0,0,0,1,0,0,0,1,487
290,"HOLI CHILD PRIMERY SCHOOL NEHRUNAGAR",571,523,0,1094,385,337,0,722,712,0,14,62,591,9,1,42,0,0,1,0,0,0,0,0,0,2,722
291,"HOLI CHILD PRIMERY SCHOOL NEHRUNAGAR",482,455,0,937,280,274,0,554,507,0,16,34,451,11,0,37,0,1,0,0,0,0,0,1,0,3,554
292,"DEHRAUDUN PRIMERY SCHOOL ASHOKNAGAR",737,709,0,1446,530,475,0,1005,907,0,31,62,839,9,0,52,0,0,0,0,0,0,0,0,0,12,1005
293,"DEHRAUDUN PRIMERY SCHOOL ASHOKNAGAR",527,473,0,1000,302,268,0,570,565,0,3,33,483,5,0,39,0,0,0,0,0,0,0,0,1,6,570
294,"K D B PRIMERY SCHOOL KAVINAGAR",483,437,0,920,270,241,0,511,500,0,26,47,404,4,0,25,0,0,0,0,0,0,0,0,0,5,511
295,"K D B PRIMERY SCHOOL KAVINAGAR",646,566,0,1212,392,346,0,738,715,0,3,64,603,17,0,43,1,0,1,0,0,1,0,0,0,5,738
296,"K D B PRIMERY SCHOOL KAVINAGAR",670,584,0,1254,464,357,0,821,801,0,12,72,694,4,1,36,0,0,0,0,0,0,0,0,1,1,821
297,"K D B PRIMERY SCHOOL KAVINAGAR",560,544,0,1104,377,363,0,740,144,0,25,133,510,4,1,64,0,0,0,0,3,0,0,0,0,0,740
298,"UJAGARMAL JAINMATI HAIGH SCHOOL KAVINAGAR",530,540,0,1070,339,305,0,644,644,0,28,58,511,3,0,43,0,0,0,0,0,0,1,0,0,0,644
299,"UJAGARMAL JAINMATI HAIGH SCHOOL KAVINAGAR",468,458,0,926,336,321,0,657,610,0,30,44,533,8,0,42,0,0,0,0,0,0,0,0,0,0,657
300,"UJAGARMAL JAINMATI HAIGH SCHOOL KAVINAGAR",536,459,0,995,326,292,0,618,161,0,25,49,467,28,1,48,0,0,0,0,0,0,0,0,0,0,618
301,"UJAGARMAL JAINMATI HAIGH SCHOOL KAVINAGAR",434,433,0,867,325,290,0,615,615,0,10,26,536,16,0,26,0,0,0,0,0,0,0,0,0,1,615
302,"UJAGARMAL JAINMATI HAIGH SCHOOL KAVINAGAR",856,738,0,1594,519,450,0,969,969,0,25,97,774,11,0,61,0,0,0,0,0,1,0,0,0,0,969
303,"LALBAHADUR SHASTRI SAINEK SCHOOL KAVINAGAR",544,502,0,1046,321,295,0,616,616,0,6,55,517,4,0,33,0,0,0,0,0,0,1,0,0,0,616
304,"LALBAHADUR SHASTRI SAINEK SCHOOL KAVINAGAR",537,518,0,1055,351,311,0,662,650,0,10,48,557,6,0,33,1,0,0,0,0,0,0,1,0,6,662
305,"LALBAHADUR SHASTRI SAINEK SCHOOL KAVINAGAR",370,349,0,719,215,169,0,384,334,0,1,58,286,5,0,31,0,0,0,0,0,0,0,0,0,3,384
306,"LALBAHADUR SHASTRI SAINEK SCHOOL KAVINAGAR",429,413,0,842,290,250,0,540,527,0,4,28,452,9,0,42,0,0,0,0,0,0,0,0,1,4,540
307,"VIVEKANAND SISHU MINDER JUNIOR HAIGH SCHOOL KAVINAGAR",609,556,0,1165,373,365,0,738,36,0,16,66,592,6,0,48,0,0,0,0,0,0,1,0,0,9,738
308,"VIVEKANAND SISHU MINDER JUNIOR HAIGH SCHOOL KAVINAGAR",268,261,0,529,223,170,0,393,383,0,3,30,330,4,0,22,0,1,0,0,0,0,0,0,0,3,393
309,"VIVEKANAND SISHU MINDER JUNIOR HAIGH SCHOOL KAVINAGAR",522,471,0,993,411,286,0,697,646,0,14,49,568,14,0,42,1,0,0,0,0,1,0,0,1,7,697
310,"NEHRU PRIMERY SCHOOL SHASTRI NAGAR B BLOCK",609,519,0,1128,389,326,0,715,628,0,31,33,598,12,0,37,0,0,0,0,0,1,0,1,0,2,715
311,"NEHRU PRIMERY SCHOOL SHASTRI NAGAR B BLOCK",629,573,0,1202,322,303,0,625,568,0,50,87,420,19,1,45,0,0,0,0,0,0,0,1,1,1,625
312,"JAWHAR LAL  NEHRU BALIKA HAIGH S0 SCHOOL SHASTRINAGAR",480,384,0,864,322,281,0,603,591,0,31,32,495,11,1,29,1,0,0,0,0,0,0,1,1,1,603
